Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47)
1.1611022972870347e-18,0.56406136643948,6.845581477213993e-25,2.7408135863398555e-28,2.0936704814779613e-37,3.138205335665749e-37,0.0,0.0,1.1296562384754952e-20,9.381768226928837e-37,5.416840531824106e-46,6.3022141541644334e-46,8.265561129806941e-51,2.186421422277228e-68,3.4296982154930713e-46,2.166324349161471e-34,1.0325999656171572e-49,7.516599011899882e-34,1.5228882680008728e-83,4.82370640057919e-72,1.080121909431545e-79,5.908464429602204e-79,2.2965888554826813e-24,6.102403871110503e-70,8.805933534390136e-57,2.789178700262881e-89,2.3330110267839436e-102,7.365461405013975e-82,1.8035596424158753e-102,5.47199209135037e-98,2.8885076296855825e-55,7.202078536023317e-101,4.482594462384754e-99,5.926142574690449e-112,3.76,0.0,0.6061506802290276,0.999999999999596,8.973513990202368e-47,5.256266865377516e-63,8.407222136883105e-17,8.407222136883105e-17,4.039993420420548e-13,5.575831349236046e-38,7.51659901189714e-34,1.129724694290149e-20,6.686709020139769e-36,4.99882491127604e-34,6.060807043181245e-55,6.080116607001693e-34,8.529926316774077e-38,3.183039787759832e-41,3.7867091454591516e-38,1.6160560097121384e-36,9.827089397252416e-36,8.604823057862688e-35,1.5704324706033386e-39,1.5132691970866018e-43,5.459369025241509e-38,3.224696747769644e-43,2.9510686353443593e-49,1.8569245994557737e-38,1.1251748727545338e-51,2.2965888556993124e-24,5.9007635524752614e-62,2.8612502494068e-66,1.6722221796060514e-53,7.752788660692434e-56,1.338693804684934e-57,5.515177222959508e-48,2.691817427807828e-66,1.3260447868967257e-62,3.9572248738234526e-60,5.233418570161199e-51,5.074103277422165e-60,1.13998290984706e-70,3.991115403798831e-50,2.246697508664028e-61,3.74354641365699e-70
2.3232133715482547e-18,0.56406136643948,1.3697110462357915e-24,5.484008424088686e-28,8.380138206817326e-37,1.2560999754488016e-36,0.0,0.0,2.2602939332826783e-20,3.7551522501324316e-36,4.336766096041103e-45,5.0456033389203024e-45,6.617474746867953e-50,1.750466575390395e-67,1.3727730912114253e-45,8.670943000063266e-34,8.267078374779771e-49,3.0085984904901095e-33,4.879258922991788e-82,7.726912023970737e-71,3.461809621767735e-78,1.8936731894051417e-77,4.59517300927671e-24,9.771797053084133e-69,7.050101229079106e-56,8.941768513851135e-88,1.4955031226829477e-100,2.360638682569249e-80,1.1557432188233371e-100,3.508238411854567e-96,2.3125624425126e-54,4.617442477890308e-99,2.8739095216957737e-97,7.600866679425593e-110,3.76,0.0,0.6061506802290275,0.9999999999991916,7.184267472348812e-46,8.416875398131665e-62,1.6821748550166627e-16,1.6821748550166627e-16,8.083496809260529e-13,2.231785734196914e-37,3.0085984904879155e-33,2.260430904386828e-20,2.6764262147184213e-35,2.0008326957600552e-33,4.8523308646907736e-54,2.433631166890663e-33,3.414193499127887e-37,1.2740454395597116e-40,1.5156705027713331e-37,6.468435602385603e-36,3.933396772297257e-35,3.44417170475734e-34,6.285822547963123e-39,6.072588458143726e-43,2.1851703627131753e-37,1.2907190990496256e-42,2.3626934796272856e-48,7.432537682970085e-38,4.504043513042034e-51,4.595173010143799e-24,9.44909917865066e-61,4.5818201546699316e-65,6.694899250432929e-53,6.2069449436013595e-55,1.072040773272148e-56,4.415495381544041e-47,4.310501439358672e-65,2.1234416908991807e-61,3.1681860611916404e-59,4.1909793342792376e-50,4.0623679616339585e-59,1.8255309257436862e-69,3.195319092050151e-49,1.7997292216741988e-60,5.994551771823147e-69
4.6474355200706945e-18,0.56406136643948,2.7400168433037255e-24,1.0970398117279672e-27,3.353146860811906e-36,5.026036057936933e-36,0.0,0.0,4.521569322895209e-20,1.5025500312839093e-35,3.4707309080056715e-44,4.0380161323234027e-44,5.2959910029442785e-49,1.4009052624259137e-66,5.4928804835135345e-45,3.4695066420384455e-33,6.616175233679176e-48,1.2038312870934446e-32,1.5623261977350287e-80,1.2370249374680348e-69,1.1086469193341024e-76,6.064501451383675e-76,9.19234131556328e-24,1.5641239170360404e-67,5.642223680145171e-55,2.8651459991424163e-86,9.578829917451638e-99,7.559954340069102e-79,7.401448664060616e-99,2.247246853303494e-94,1.8507527928936339e-53,2.957761676599421e-97,1.840919401831197e-95,9.738980236828257e-108,3.76,0.0,0.6061506802290273,0.999999999998383,5.749597422655909e-45,1.3472482101462933e-60,3.3650801376733673e-16,3.3650801376733673e-16,1.6170503535389907e-12,8.93005069989351e-37,1.2038312870916892e-32,4.521843324577646e-20,1.0709191065460386e-34,8.005936987362418e-33,3.8833394141540464e-53,9.737694618735049e-33,1.3661221265233703e-36,5.097841282050482e-40,6.064656260970771e-37,2.5882167937326195e-35,1.5738710575652777e-34,1.3781173060467759e-33,2.515147785821514e-38,2.442284811757096e-42,8.743527766961659e-37,5.1645577934590555e-42,1.8908905306098218e-47,2.973983206037007e-37,1.8025335766436937e-50,9.192341319032761e-24,1.5124863865693522e-59,7.333969592293838e-64,2.680154258077585e-52,4.967442352376562e-54,8.580671239654154e-56,3.533738320007905e-46,6.89967857500343e-64,3.3989234402849943e-60,2.53551172537104e-58,3.3544820768435793e-49,3.251129060645612e-58,2.9220870622079613e-68,2.5572263963159936e-48,1.4419391651385259e-59,9.59518680526905e-68
9.295879817115574e-18,0.56406136643948,5.480628437596189e-24,2.1943177574434942e-27,1.3414770997652647e-35,2.0107417071142974e-35,0.0,0.0,9.044120102112936e-20,6.011178526952479e-35,2.777112050854194e-43,3.2310264206171217e-43,4.237597470199192e-48,1.120937055768309e-65,2.1975098674309352e-44,1.388028577027598e-32,5.2939454152291e-47,4.8161090586045067e-32,5.00098574507584e-79,1.979815299242027e-68,3.549059260213566e-75,1.9414003374083717e-74,1.8386677922930456e-23,2.503107512795486e-66,4.514636238681779e-54,9.181907211554117e-85,6.132887384304551e-97,2.4201314760607556e-77,4.738429540731543e-97,1.4388700656402515e-92,1.4808834346894203e-52,1.8937994082244328e-95,1.178706215792302e-93,1.2472216008959499e-105,3.76,0.0,0.606150680229027,0.9999999999967656,4.600551501762869e-44,2.156035762719014e-59,6.730890702986773e-16,6.730890702986773e-16,3.234451678144634e-12,3.572602352085024e-36,4.81610905859046e-32,9.044668164949123e-20,4.284373766827661e-34,3.202896109490549e-32,3.1072615463439567e-52,3.895711927912668e-32,5.465378132005749e-36,2.0394684665304996e-39,2.4262574091919237e-36,1.0354552520681947e-34,6.296509073471262e-34,5.513366600317446e-33,1.0062228911835345e-37,9.870413290891371e-42,3.497980451042592e-36,2.066159539433781e-41,1.5130067863211451e-46,1.1897869365574677e-36,7.21394441577068e-50,1.8386677936810637e-23,2.4204827592820583e-58,1.1736797824744509e-62,1.0732944023727896e-51,3.9747085784106348e-53,6.86627545830168e-55,2.827527576424347e-45,1.1041787236115963e-62,5.4394111569419145e-59,2.0287946131722344e-57,2.6842652526681515e-48,2.6013972749520086e-57,4.6762986168334996e-67,2.0461696491077762e-47,1.1563450033240432e-58,1.535542289281352e-66
1.8592768411205335e-17,0.5640613664394801,1.0961851626807503e-23,4.388873677183866e-27,5.366345210830521e-35,8.04362149171547e-35,0.0,0.0,1.808922166051904e-19,2.404667105076823e-34,2.2219005918886803e-42,2.585066567324411e-42,3.3903998996565997e-47,8.968347912464897e-65,8.790754863490839e-44,5.552566177757431e-32,4.235558466384718e-46,1.9266004300791853e-31,1.6005621882791754e-77,3.1681648733529134e-67,1.1359212672585515e-73,6.213697122048565e-73,3.677535111684097e-23,4.005379492499712e-65,3.61205199763538e-53,2.9450906909701586e-83,3.925827710045152e-95,7.74593481921977e-76,3.0330762184346696e-95,9.210791572466676e-91,1.1848192474990777e-51,1.2122979136254252e-93,7.545377189224394e-92,1.5968483460730705e-103,3.76,0.0,0.6061506802290263,0.9999999999935307,3.6807906627123655e-43,3.450008165221206e-58,1.3462511833613575e-15,1.3462511833613577e-15,6.469254244874993e-12,1.42915771288725e-35,1.9266004300679462e-31,1.8090317845651432e-19,1.7138889847923818e-33,1.2812627136725293e-31,2.4860452682833907e-51,1.558411596175155e-31,2.1863292270249538e-35,8.158537834154363e-39,9.705819491245609e-36,4.142158101541539e-34,2.5188086125825016e-33,2.205526128154332e-32,4.02521914337203e-37,4.0282401176665534e-41,1.3993060573310803e-35,8.265311807316275e-41,1.2105231854390867e-45,4.7595350820153756e-36,2.8879218842585205e-49,3.677535117236623e-23,3.8731760948832346e-57,1.878083389402012e-61,4.301993137519481e-51,3.1800687355818023e-52,5.493715871261671e-54,2.262236851903465e-44,1.7668700757218296e-61,8.703964817716981e-58,1.6231898001432023e-56,2.147684042155441e-47,2.0813155226101067e-56,7.48274611728022e-66,1.637091148658657e-46,9.292835755044384e-58,2.4571176301361976e-65
3.7186545599384854e-17,0.5640613664394802,2.1924298007735672e-23,8.777985629901893e-27,2.1466255056269104e-34,3.2175795730102083e-34,0.0,0.0,3.617942477721386e-19,9.619059822807157e-34,1.7776048567252648e-41,2.0681514293704742e-41,2.7124487311594912e-46,7.175018921971568e-64,3.516445025060638e-43,2.2211168458850466e-31,3.388607635267484e-45,7.7067154521638985e-31,5.122193829138316e-76,5.069432142314717e-66,3.635303772178265e-72,1.9885776619984887e-71,7.355269742136665e-23,6.408933265349203e-64,2.889778891679034e-52,9.465570037027828e-82,2.5127793194598512e-93,2.4789414500005856e-74,1.941323394023589e-93,5.895554090466373e-89,9.479004124315229e-51,7.759558978763157e-92,4.829571890642973e-90,2.044224950366061e-101,3.76,0.0,0.606150680229025,0.9999999999870611,2.944772319782439e-42,5.520293837568697e-57,2.692575409486715e-15,2.692575409486716e-15,1.2938859048412017e-11,5.716867198699467e-35,7.7067154520739825e-31,3.6181617206893503e-19,6.855834905224772e-33,5.12525939820257e-31,1.9889306321307888e-50,6.233900042910689e-31,8.74567316017265e-35,3.263547942660414e-38,3.882485763916216e-35,1.656930661761412e-33,1.0075644430951785e-32,8.822463501609479e-32,1.6101531766894806e-36,1.6751669856505928e-40,5.597451990885622e-35,3.3062600636970483e-40,9.68465651689673e-45,1.9038915026551126e-35,1.1569032425193561e-48,7.355269764347671e-23,6.1974047047631385e-56,3.005090005438912e-60,1.7276404519736216e-50,2.5441756832525444e-51,4.395250968774923e-53,1.8098754018598364e-43,2.8271393396593477e-60,1.392706910357266e-56,1.2986134872376213e-55,1.71825592893409e-46,1.6651316169132927e-55,1.1972610982321715e-64,1.3097350939117119e-45,7.500540434383324e-57,3.931588245017718e-64
7.43740999757439e-17,0.5640613664394805,4.3849190779614186e-23,1.7556209988287116e-26,8.586677314853554e-34,1.287058056143677e-33,0.0,0.0,7.235983101013398e-19,3.847702210994247e-33,1.4221176367277497e-40,1.6545604114456078e-40,2.1700105671297364e-45,5.740151357664678e-63,1.4066066231196258e-42,8.884648117400254e-31,2.7109504546164543e-44,3.0827490142771433e-30,1.639165194468924e-74,8.111386112958969e-65,1.1633541207461975e-70,6.363759841755013e-70,1.4710738969723661e-22,1.0254554348696094e-62,2.3118781659456966e-51,3.0549607067150266e-80,1.60825867105103e-91,7.933000528278247e-73,1.242497192705859e-91,3.7733618193014994e-87,7.583383556066921e-50,4.966390625031266e-90,3.0910958452271523e-88,2.616773807057062e-99,3.76,0.0,0.6061506802290223,0.9999999999741219,2.3558737693651034e-41,8.832694765113169e-56,5.385223861737417e-15,5.38522386173742e-15,2.5878067335791424e-11,2.286796385546812e-34,3.082749014205209e-30,7.23642159287274e-19,2.742389756294214e-32,2.0501454657936123e-30,1.5911822736797109e-49,2.493610749036104e-30,3.4983407485162118e-34,1.3054457478679344e-37,1.5530258923305775e-34,6.627857492459859e-33,4.0303397696739e-32,3.5290571998448923e-31,6.440743758014647e-36,7.211257630436569e-40,2.239026349176436e-34,1.3225315789633389e-39,7.747913603734313e-44,7.615720952544992e-35,4.64120725838649e-48,1.4710739058569497e-22,9.916105861417644e-55,4.8082692227333215e-59,6.964888994488308e-50,2.035388728519463e-50,3.516312171820854e-52,1.4479346896483836e-42,4.523540449480146e-59,2.228389018375688e-55,1.038915449279257e-54,1.3746481466595791e-45,1.3321371555754096e-54,1.915533543120035e-63,1.0478129456516137e-44,6.106047515794279e-56,6.290701388086498e-63
1.4874920872846197e-16,0.564061366439481,8.769897636345989e-23,3.51126605168546e-26,3.434706342038813e-33,5.148284928589107e-33,0.0,0.0,1.4472064347409605e-18,1.5390965408935884e-32,1.1377076055581719e-39,1.3236640312597382e-39,1.7360291768645578e-44,4.5921755423332e-62,5.626483692403131e-42,3.55389537891631e-30,2.1687861023102774e-43,1.2331122412453059e-29,5.245429641611177e-73,1.297845352489963e-63,4.3129908996646684e-69,2.3592849120665687e-68,2.9421677291625093e-22,1.6407496673698986e-61,1.8495247680247251e-50,1.157123961206486e-78,1.1890599586876282e-89,2.938712384144193e-71,7.952171255510916e-90,3.1910347240117786e-85,6.066779258987238e-49,4.1999534166399466e-88,2.614063087997882e-86,5.863555609313694e-97,3.76,0.0,0.6061506802290169,0.9999999999482435,1.884721375127836e-40,1.4132491325169652e-54,1.0770520766238767e-14,1.077052076623878e-14,5.175647863177275e-11,9.14730244161075e-34,1.2331122411877575e-29,1.4472941336979424e-18,1.0969670614578687e-31,8.200665253482597e-30,1.2729609262793599e-48,9.974544455404502e-30,1.3993507826350012e-33,5.221836201801836e-37,6.212166685157045e-34,2.651169966886106e-32,1.6121523072414415e-31,1.4116372400055846e-30,2.5763237218845773e-35,3.292899236361045e-39,8.956196500752882e-34,5.290185302112646e-39,6.198406194914483e-43,3.0463193692533658e-34,1.8673020092978483e-47,2.9421677647012046e-22,1.5865975931054241e-53,7.693330750485446e-58,2.8293337941683187e-49,1.6283301001805801e-49,2.813094432373884e-51,1.1583614977390832e-41,7.237757853474821e-58,3.5654685703059957e-54,8.311422233210695e-54,1.0997357575593012e-44,1.0657227601196337e-53,3.0644612855878743e-62,8.382603046457231e-44,5.053654372418921e-55,1.0065250897007884e-61
2.974994262338981e-16,0.5640613664394823,1.7539854769150607e-22,7.022556882118051e-26,1.373889905919863e-32,2.0593247120203765e-32,0.0,0.0,2.894422683945073e-18,6.156417476563516e-32,9.101714756836692e-39,1.058937497433147e-38,1.388831774818626e-43,3.6737621643948033e-61,2.250604895576667e-41,1.4215653658798651e-29,1.735039176903753e-42,4.932474786085354e-29,1.6785536213589705e-71,2.076571420873268e-62,1.3860732973057953e-67,7.582074443751224e-67,5.884355340233769e-22,2.625216505416697e-60,1.479629050880171e-49,3.858935415738185e-77,7.657966918778896e-88,9.443989144030249e-70,5.089468582384266e-88,2.050045337333714e-83,4.8534528698776965e-48,2.698214468044241e-86,1.6793764224863945e-84,7.530581738160349e-95,3.76,0.0,0.6061506802290061,0.9999999998964867,1.5077860342906123e-39,2.2612129876379587e-53,2.1541114575241257e-14,2.1541114575241307e-14,1.035132801086341e-10,3.6589586657675806e-33,4.9324747856249626e-29,2.894598082415238e-18,4.387890563811135e-31,3.280282760761271e-29,1.018374783908228e-47,3.9898380697947434e-29,5.597433586822125e-33,2.0887451774338276e-36,2.484879250681272e-33,1.060473381222295e-31,6.448642025993669e-31,5.64657768108212e-30,1.0305347390681812e-34,1.6438615279700597e-38,3.582496819265123e-33,2.1160890211938105e-38,4.9587550086186304e-42,1.2185339450357073e-33,7.555648248712399e-47,5.884355482389276e-22,2.5385726357172148e-52,1.230940862487414e-56,1.1664195666719392e-48,1.3026714780862151e-48,2.250493640830068e-50,9.266946943523038e-41,1.1580484283193844e-56,5.704785891837701e-53,6.649177241947421e-53,8.797953078911669e-44,8.525838874692634e-53,4.9017846169354054e-61,6.706122226452474e-43,4.312962508310144e-54,1.6104506031998806e-60
5.949998612447705e-16,0.5640613664394845,3.5079769098901743e-22,1.4045141441861884e-25,5.495576648749238e-32,8.237321927179448e-32,0.0,0.0,5.788855182052794e-18,2.4625732531235993e-31,7.281393254181011e-38,8.471524933924247e-38,1.1110690236087488e-42,2.9390183403996566e-60,9.002442248224797e-41,5.686275795297704e-29,1.3880354588228876e-41,1.9729955186046099e-28,5.371397224857297e-70,3.322529349907659e-61,4.4360478457177487e-66,2.4265992908457146e-65,1.1768730349140205e-21,4.200360871560447e-59,1.1837074829710207e-48,1.3248422415966898e-75,4.9022438158568434e-86,3.022493309492415e-68,3.2573124674102e-86,1.3121139346520964e-81,3.8827748759625395e-47,1.7269695498805816e-84,1.0748707693538423e-82,9.639456321605402e-93,3.76,0.0,0.6061506802289846,0.9999999997929732,1.2062323855586782e-38,3.617952278897412e-52,4.30823021932454e-14,4.3082302193245596e-14,2.070267986020204e-10,1.4636024514434427e-32,1.9729955182362955e-28,5.789205979433673e-18,1.755160689130293e-30,1.3121164211714615e-28,8.147022441448055e-47,1.5959392820060092e-28,2.238980717755593e-32,8.355002540007131e-36,9.939541783180331e-33,4.241904317556208e-31,2.5794633683281783e-30,2.258636817294957e-29,4.122149509366985e-34,9.189030542475737e-38,1.433002369965715e-32,8.464410709912521e-38,3.967015912350153e-41,4.8741481721167646e-33,3.091388964664334e-46,1.1768730917763663e-21,4.0617292862629996e-51,1.969511550948941e-55,4.943136884927655e-48,1.0421397431669782e-47,1.8004024975890426e-49,7.413579502994809e-40,1.852882329816392e-55,9.127684022796258e-52,5.319357575001862e-52,7.038386161780408e-43,6.820701258533587e-52,7.838449372573418e-60,5.364913691367083e-42,3.8824055555140643e-53,2.576729862536788e-59
1.190000731266515e-15,0.564061366439489,7.0159598014971685e-22,2.8090322156882204e-25,2.198235893980625e-31,3.294934665001421e-31,0.0,0.0,1.1577720177066206e-17,9.850305536596108e-31,5.825122996749528e-37,6.7772297124178e-37,8.888570290493857e-42,2.351217982508541e-59,3.600981295387735e-40,2.274513106973455e-28,1.1104300128032947e-40,7.891996802272112e-28,1.7188510976993023e-68,5.316058992041063e-60,1.4195448227684035e-64,7.765169671851231e-64,2.3537479514008787e-21,6.72059162960178e-58,9.469685595588329e-48,4.814364039242092e-74,3.1374700303964113e-84,9.672049217947859e-67,2.0847317859339587e-84,8.397560056070929e-80,3.1062262047144614e-46,1.1052652472153087e-82,6.87920200137147e-81,1.233855028364677e-90,3.76,0.0,0.6061506802289415,0.9999999995859464,9.649873068020549e-38,5.788732839253467e-51,8.61646774292503e-14,8.616467742925113e-14,4.1405349774799883e-10,5.854539354144505e-32,7.89199679932559e-28,1.1578421771805916e-17,7.020651683742568e-30,5.248472198314234e-28,6.517627618947606e-46,6.383765208629216e-28,8.955946971132762e-32,3.3420057315006253e-35,3.975821371098524e-32,1.6967638885241422e-30,1.0317866577272988e-29,9.034558764015789e-29,1.6488619563217655e-33,5.766473699999918e-37,5.732016752060389e-32,3.3857950685106318e-37,3.1736173070140575e-40,1.9496617450663555e-32,1.2918548544453991e-45,2.3537481788505423e-21,6.49877692826067e-50,3.151222832755209e-54,2.1992208818796474e-47,8.337121812335622e-47,1.4403255871281943e-48,5.930872323215163e-39,2.964612745952907e-54,1.4604308200447133e-50,4.2554923713731096e-51,5.6307134347860595e-42,5.456584976302892e-51,1.2527380467435543e-58,4.291937308286004e-41,3.797170570938439e-52,4.1227765928574105e-58
1.7850016012882597e-15,0.5640613664394936,1.052394271876093e-21,4.213551446745605e-25,4.671256604354741e-31,7.001741285053642e-31,0.0,0.0,1.736658517087759e-17,2.0931907091812e-30,1.6656217007009672e-36,1.9378648117680922e-36,2.541578653149552e-41,6.723016188598989e-59,7.652087846099412e-40,4.833342008120607e-28,3.175137025628972e-40,1.677050739522971e-27,8.041171753086356e-68,2.026748555187225e-59,6.275666285263095e-64,3.43290415943417e-63,3.530622782593314e-21,2.4736255869523824e-57,2.7077412835105343e-47,2.1906487177344458e-73,1.6794669087508546e-83,4.2771669106957344e-66,1.1626029210502501e-83,4.1672876125769616e-79,8.88187207747094e-46,5.484874976617044e-82,3.413801674614715e-80,6.366236870783634e-90,3.76,0.0,0.6061506802288984,0.99999999937892,2.7592615771089297e-37,2.130638847440573e-50,1.2924705266525183e-13,1.2924705266525358e-13,6.210798590537343e-10,1.2441108257944952e-31,1.6770507386804496e-27,1.736763756251353e-17,1.4918890407468588e-29,1.1153007357106548e-27,1.8636348568461783e-45,1.3565506087689997e-27,1.9031415882786266e-31,7.101765621757354e-35,8.448622989173248e-32,3.605624617389522e-30,2.192547465328667e-29,1.919844456354555e-28,3.503833049741722e-33,1.5324707695747073e-36,1.2180540129187142e-31,7.1948561028797234e-37,9.10018608998239e-40,4.1430327535915593e-32,2.838502242329062e-45,3.530623265924015e-21,2.396900874301124e-49,1.1622445630644683e-53,4.999363360242343e-47,2.3838952800857855e-46,4.275970238972333e-48,1.6958675212065886e-38,1.0934178614567683e-53,5.386349044749609e-50,1.2168053132693186e-50,1.6716177939545968e-41,1.5602481830190468e-50,4.628376703587496e-58,1.2272262897273462e-40,1.1992957157224555e-51,1.5174570732925044e-57
2.380002471310004e-15,0.5640613664394981,1.4031925661681472e-21,5.618071837360427e-25,7.968621396725738e-31,1.1944153171391599e-30,0.0,0.0,2.3155450163486954e-17,3.570737791797664e-30,3.5132792225861606e-36,4.087518898493595e-36,5.360930718017335e-41,1.4180790678112835e-58,1.3053563757068314e-39,8.245114215114581e-28,6.697284970645239e-40,2.860853140307877e-27,2.5941410482537232e-67,5.453118389049044e-59,2.144568186167882e-63,1.1731179909035437e-62,4.707497528491334e-21,6.273653031290246e-57,5.711415763706278e-47,7.949948163471124e-73,6.345450421492486e-83,1.4611920586089694e-65,4.3838023753179726e-83,1.7629169776958296e-78,1.87344508599053e-45,2.3203089277523195e-81,1.4441667367808932e-79,3.473007478391853e-89,3.76,0.0,0.6061506802288553,0.999999999171894,5.820082919131636e-37,5.403762527649812e-50,1.7232942790125002e-13,1.72329427901253e-13,8.281058825197783e-10,2.1223417430397967e-31,2.860853138530756e-27,2.3156853351556522e-17,2.5449876860308174e-29,1.9025721792245857e-27,3.930946482221728e-45,2.3141161895055792e-27,3.2465398575725723e-31,1.2114780332542464e-34,1.4412358771555807e-31,6.150772620946883e-30,3.740228758595089e-29,3.2750294220345826e-28,5.9771282679061555e-33,3.096573153511689e-36,2.0778572490361793e-31,1.2273641551172488e-36,1.9243373033357042e-39,7.067527841019347e-32,4.997461439838817e-45,4.707498352996788e-21,6.091179032576462e-49,2.953580296642992e-53,9.040417542565339e-47,5.028323951822479e-46,9.317119849754139e-48,3.577091767273495e-38,2.778671634058262e-53,1.3688032210033251e-49,2.566595354376254e-50,3.6423656387395387e-41,3.2910262372362553e-50,1.1821921679750261e-57,2.588576213330481e-40,2.7469024944738635e-51,3.848602849262553e-57
3.570004211353493e-15,0.5640613664395071,2.1047891607737445e-21,8.427115340007765e-25,1.6498041037222826e-30,2.4728870324423026e-30,0.0,0.0,3.473318014588462e-17,7.392760459149753e-30,9.595856881632649e-36,1.1164283811732511e-35,1.4642388936348727e-40,3.873214321638273e-58,2.7025749420166847e-39,1.707046413628089e-27,1.8292366286026437e-39,5.923039229488832e-27,1.427937060945932e-66,2.2056079041362034e-58,1.318642565047951e-62,7.2132157793810445e-62,7.06124682010662e-21,2.19392840028643e-56,1.5599670062264502e-46,5.578174545232587e-72,4.58267910893432e-82,8.979800193859634e-65,3.184716076367942e-82,1.5879238794081125e-77,5.116963813158699e-45,2.089994056009211e-80,1.3008179179602608e-78,4.82340977112365e-88,3.76,0.0,0.6061506802287692,0.9999999987578427,1.5896454449162887e-36,1.889722337006206e-49,2.584941783732386e-13,2.5849417837324464e-13,1.2421571365645041e-09,4.394173147828732e-31,5.923039224634962e-27,3.473528492573575e-17,5.269074749757989e-29,3.939034659602081e-27,1.0736636301368899e-44,4.791084520543896e-27,6.7215633766899225e-31,2.508212368603263e-34,2.9838960728677616e-31,1.2734395913450092e-29,7.743670032745282e-29,6.780533729444175e-28,1.2374887682305947e-32,8.078010689512187e-36,4.301940316096885e-31,2.5411231813399695e-36,5.281931925123261e-39,1.4632421461326037e-31,1.0941997638382051e-44,7.061248527140684e-21,2.1382782389384523e-48,1.0368396106470043e-52,2.048678602425275e-46,1.3733903007903301e-45,2.7044750626965124e-47,9.770230941917001e-38,9.75438058906212e-53,4.805015382001946e-49,7.010169427833213e-50,1.0572651632701609e-40,8.988866809990787e-50,4.215761489743691e-57,7.070205969948505e-40,8.490862834599345e-51,1.345876917508447e-56
4.760005951396982e-15,0.5640613664395161,2.8063857648142565e-21,1.123616310678051e-24,2.8058881172327866e-30,4.2057358020415515e-30,0.0,0.0,4.631091012386203e-17,1.2573150601184096e-29,2.0077744238533633e-35,2.3359418313845344e-35,3.0636816756802855e-40,8.104060488085512e-58,4.596372384404142e-39,2.9032390237249137e-27,3.8273753781872816e-39,1.0073548033451813e-26,4.5826311038934143e-66,5.974386617254257e-58,4.426726190695545e-62,2.421500100758873e-61,9.414995798063967e-21,5.482032727086272e-56,3.2639767981963333e-46,2.000322537866451e-71,1.7558797823517593e-81,3.0139540027857203e-64,1.1710659150286694e-81,6.263539873372028e-77,1.0706407416344429e-44,8.243956506567378e-80,5.131060387803973e-78,2.2172556032386956e-87,3.76,0.0,0.606150680228683,0.9999999983437928,3.326070331007417e-36,4.721902172967765e-49,3.4465892884521456e-13,3.44658928845225e-13,1.6562071482567712e-09,7.473564831836802e-31,1.0073548023295892e-26,4.631371649379358e-17,8.961317052257202e-29,6.6992667687653e-27,2.246463732470758e-44,8.148380731312148e-27,1.1431643248539375e-30,4.26581360486618e-34,5.0748257191950825e-31,2.165787447283137e-29,1.3169955921916194e-28,1.1531913184963522e-27,2.1046445737936832e-32,1.643614539097231e-35,7.316474491071462e-31,4.3218195954648924e-36,1.1093157090181315e-38,2.4885919066451244e-31,1.9618898578445012e-44,9.414998701281998e-21,5.3593309376820586e-48,2.598710465600179e-52,3.770665378753927e-46,2.873590008623831e-45,5.914386176445962e-47,2.044272480215817e-37,2.4448135296939226e-52,1.2042977969247642e-48,1.4667621157775828e-49,2.3121172126480856e-40,1.8807808641054123e-49,1.0658594062396643e-56,1.4793237676198722e-39,1.9599818158255317e-50,3.3629836349908636e-56
