Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244)
1.5529727588871432e-18,0.5332163541135605,2.485758970081037e-25,4.8931466036950506e-29,8.211840951022164e-38,1.0920323544061535e-37,0.0,0.0,5.35394935186492e-21,3.4221604242086357e-37,2.0633840158980593e-46,2.4006459494147125e-46,1.9032581428370256e-51,4.2275938558874533e-70,1.944137634824094e-47,5.93546773393551e-35,8.924042233729505e-51,2.5831165300773602e-34,1.0918647173056382e-84,8.923064812623753e-74,9.46227073181276e-81,5.090108462571156e-80,4.467318833324436e-25,4.899564346455747e-83,8.529045206958679e-58,7.767787389614933e-91,1.2167785197451e-103,7.810504179898773e-83,3.563220635820122e-104,1.926514658809662e-99,3.3073789890826485e-56,6.2929723753184895e-102,4.2611080819984297e-100,2.052397407823448e-113,3.76,0.0,0.5361021742385902,0.9999999999996345,3.4203055114477233e-47,4.05472268567134e-64,3.1507655975406525e-17,3.1507655975406525e-17,3.65431167325443e-13,2.2611267792891542e-38,2.5831165300763163e-34,5.354197927761308e-21,7.422876587015747e-37,3.956164467905957e-34,2.5621303341555305e-56,2.032146649572819e-34,1.6300619692507072e-38,6.726864263437566e-42,4.0524776783959996e-39,1.8457075322902648e-37,1.5303360153322003e-36,2.415741263534648e-35,1.5107527287463793e-40,3.8612687983695357e-44,1.039093318167607e-38,2.4433465125658494e-44,8.060305720880353e-50,2.5974158580786653e-39,4.099067894224426e-53,4.4673188339179805e-25,2.294836583419448e-62
3.1072947556186713e-18,0.5332163541135604,4.9736775917806475e-25,9.790544440468517e-29,3.2868764548355853e-37,4.370975340896891e-37,0.0,0.0,1.0712550267021633e-20,1.369756010428354e-36,1.6519618383425833e-45,1.921976454818444e-45,1.5237637805004536e-50,3.384645642065329e-69,7.78161710712356e-47,2.375733920811346e-34,7.144659986698147e-50,1.0339197931344833e-33,3.498280718438316e-83,1.4293518523976888e-72,3.0326743282574033e-79,1.631388669752192e-78,8.93851891553314e-25,1.5697962586946116e-81,6.828422206418601e-57,2.4935540970468253e-89,7.79978636845218e-102,2.503279159971993e-81,2.283355621416969e-102,1.2351393467064675e-97,2.6479142228247024e-55,4.034590534989202e-100,2.7319087565864915e-98,2.632403597279309e-111,3.76,0.0,0.5361021742385902,0.9999999999992688,2.738324101062641e-46,6.49283921333649e-63,6.304268610891506e-17,6.304268610891506e-17,7.311798227187527e-13,9.050400085264824e-38,1.0339197931336477e-33,1.0713047634778326e-20,2.9710850922735823e-36,1.583496793284357e-33,2.051262152252822e-55,8.133882525216273e-34,6.524495964275493e-38,2.692498777890573e-41,1.6220471771604857e-38,7.387640181844858e-37,6.125332232064678e-36,9.66926065757726e-35,6.046948050582666e-40,1.5507850034275118e-43,4.1590812279764246e-38,9.77975388056838e-44,6.453217192600879e-49,1.0396432493366555e-38,1.641037789438652e-52,8.938518917908865e-25,3.674772171504645e-61
6.2159387490817275e-18,0.5332163541135605,9.94951483529172e-25,1.9585340173127708e-28,1.3151787229505108e-36,1.7489594861223683e-36,0.0,0.0,2.1429752097327203e-20,5.480808231538327e-36,1.32207153529266e-44,1.5381652913771514e-44,1.2194741313196015e-49,2.70874517544584e-68,3.1136604445592356e-46,9.506030217612932e-34,5.717899397356217e-49,4.1370259275004275e-33,1.120140517039633e-81,2.288293020969961e-71,9.712160454536335e-78,5.2245334672874334e-77,1.788091907638462e-24,5.0264473735855294e-80,5.464813088022286e-56,8.011017802945928e-88,4.995835913107571e-100,8.016767036937132e-80,1.4622745622704702e-100,7.911842601146976e-96,2.1191361391172537e-54,2.5844084276613258e-98,1.74995899921625e-96,3.372895179917011e-109,3.76,0.0,0.5361021742385901,0.9999999999985373,2.1914915130101737e-45,1.0392771183088882e-61,1.2611274637593212e-16,1.2611274637593212e-16,1.4626771272440682e-12,3.6213391447141937e-37,4.13702592749374e-33,2.143074704880079e-20,1.1888210386642873e-35,6.336049772480229e-33,1.6416331422436075e-54,3.254612497281003e-33,2.6106482592162096e-37,1.0773502262391789e-40,6.490301520048965e-38,2.9560183574625844e-36,2.45093075428171e-35,3.868963742567677e-34,2.419566871979759e-39,6.247343405372883e-43,1.6641742365815935e-37,3.9131756526561825e-43,5.164563657020119e-48,4.1599271953659244e-38,6.56902867091556e-52,1.788091908589063e-24,5.882063604620372e-60
1.243322673600784e-17,0.5332163541135605,1.9901189322761282e-24,3.9174931874895138e-28,5.2615713290158596e-36,6.996976829396067e-36,0.0,0.0,4.286415575790691e-20,2.1926801814125862e-35,1.0578580966311289e-43,1.230765933614999e-43,9.757645913802945e-49,2.1674076916740817e-67,1.2456669265299664e-45,3.803031080664102e-33,4.5751882666704866e-48,1.6550797676048674e-32,3.585555158026551e-80,3.6623332276756307e-70,3.1091082641859e-76,1.6725053353149038e-75,3.576571938382389e-24,1.6089592362812425e-78,4.372680808168883e-55,2.5807877374826972e-86,3.198606783389872e-98,2.566369672515971e-78,9.36152506741555e-99,5.065804617377669e-94,1.695630891237635e-53,1.6547483149571333e-96,1.1204659738781904e-94,4.3194950852831485e-107,3.76,0.0,0.53610217423859,0.9999999999970743,1.753526173892987e-44,1.6631817489707356e-60,2.522528669099661e-16,2.5225286690996614e-16,2.925671711249484e-12,1.4487716584849505e-36,1.6550797675995162e-32,4.286614587679943e-20,4.756058268428254e-35,2.534832487178246e-32,1.3135559352623e-53,1.3020569264965406e-32,1.0444293137352302e-36,4.310102440302833e-40,2.5965432287671463e-37,1.1825998273638269e-35,9.805318967266352e-35,1.547837428825181e-33,9.679843017551721e-39,2.5330963791576012e-42,6.6577805912990855e-37,1.565525254583647e-42,4.1324470567582027e-47,1.6642417563183925e-37,2.6302315446189003e-51,3.576571942185412e-24,9.413244756380975e-59
2.4867802709860065e-17,0.5332163541135605,3.980453829949006e-24,7.835411622422623e-28,2.1047998578074992e-35,2.799018543493854e-35,0.0,0.0,8.573296307894066e-20,8.77143455406723e-35,8.463668326553562e-43,9.847062363951941e-43,7.806858019003827e-48,1.7340907893147572e-66,4.983073228295701e-45,1.5213362386688424e-32,3.660498149912537e-47,6.620857959934311e-32,1.1475545621646632e-78,5.860584818341835e-69,9.951093906520513e-75,5.3530646836798366e-74,7.153531994164767e-24,5.14946341871374e-77,3.4984768670156026e-54,8.364210605968978e-85,2.0475154180779544e-96,8.213990094624452e-77,5.992326499249725e-97,3.242827242736438e-92,1.3566335296150446e-52,1.0592716010017453e-94,7.1725577586804345e-93,5.5303553015701955e-105,3.76,0.0,0.5361021742385897,0.9999999999941483,1.402954137899191e-43,2.6613615197899395e-59,5.045331079780341e-16,5.045331079780342e-16,5.851660779079459e-12,5.795559827847545e-36,6.620857959891497e-32,8.573694353261158e-20,1.902578141151662e-34,1.0140155160264553e-31,1.0509445274506016e-52,5.208651591014007e-32,4.178057388325122e-36,1.724181297388679e-39,1.0387018202916832e-36,4.7307843057673763e-35,3.92244679959256e-34,6.191853614834513e-33,3.8722523367707805e-38,1.0403249859902554e-41,2.663328980821915e-36,6.262612138801343e-42,3.306276129698119e-46,6.657508820083939e-37,1.053932249415896e-50,7.153532009378092e-24,1.5062746185429303e-57
4.973695465756452e-17,0.5332163541135606,7.961123626010629e-24,1.5671248870607343e-27,8.419542308312817e-35,1.119652996192975e-34,0.0,0.0,1.7147057772050544e-19,3.5087165923845864e-34,6.771256090336297e-42,7.878023858122981e-42,6.245783047799403e-47,1.3873384859374607e-65,1.9933103953489604e-44,6.085592567200172e-32,2.9285375418845386e-46,2.6484510120618335e-31,3.672457674020315e-77,9.37761708609235e-68,3.184661668372944e-73,1.7131483290310436e-72,1.4307452082907617e-23,1.6479553197930118e-75,2.798914468738264e-53,2.7434227558436733e-83,1.3105401638922167e-94,2.6287340360113886e-75,3.8353938441909794e-95,2.0756373932419124e-90,1.0853583705151484e-51,6.780083001542388e-93,4.5909412592218373e-91,7.079752036529877e-103,3.76,0.0,0.5361021742385892,0.9999999999882964,1.1224165913382419e-42,4.258395022167203e-58,1.0090935901141694e-15,1.0090935901141696e-15,1.1703638514016004e-11,2.3183195005766158e-35,2.6484510120275814e-31,1.7147853884349526e-19,7.610622243193506e-34,4.056227109423392e-31,8.407955357806008e-52,2.08354541616859e-31,1.6712910556868875e-35,6.897005875730533e-39,4.154976333681272e-36,1.8923907244213062e-34,1.5690425645883065e-33,2.476842229471769e-32,1.5489639640083884e-37,4.3775098199645987e-41,1.0653749426309333e-35,2.505147960947528e-41,2.645148300388491e-45,2.6631118907608085e-36,4.229933149282744e-50,1.430745214376339e-23,2.410163759880219e-56
9.947525855297342e-17,0.5332163541135607,1.5922463220997333e-23,3.134292488025094e-27,3.3678856699474376e-34,4.478703262594608e-34,0.0,0.0,3.4294580700162393e-19,1.4035151916064686e-33,5.417133432178127e-41,6.302568659637364e-41,4.9967452569670666e-46,1.1098971257725371e-64,7.973403766006188e-44,2.434286542988059e-31,2.3428856436129244e-45,1.0594020079045403e-30,1.1752317437180065e-75,1.500473245410269e-66,1.0191415904203939e-71,5.482342844400283e-71,2.861529216910569e-23,5.2736602490832555e-74,2.23918489419976e-52,9.205729160170928e-82,8.387874247783132e-93,8.412360698006824e-74,2.454750535972934e-93,1.3284808796322996e-88,8.683073435658468e-51,4.3394915708358257e-91,2.9383638703484158e-89,9.062657129029245e-101,3.76,0.0,0.5361021742385882,0.9999999999765924,8.979545839020261e-42,6.813605312813977e-57,2.0182145543864375e-15,2.0182145543864387e-15,2.3407592380995712e-11,9.273476562916605e-35,1.0594020078771383e-30,3.429617294623002e-19,3.0443108340973844e-33,1.6225238511250633e-30,6.726523945661867e-51,8.334351225129441e-31,6.685300995951754e-35,2.758858515445372e-38,1.662024335717565e-35,7.569716905537824e-34,6.276297949656001e-33,9.907570488893806e-32,6.195981925725376e-37,1.923875504996567e-40,4.2615864718572736e-35,1.002080507990731e-40,2.1161695940197664e-44,1.0652664291611075e-35,1.703233997446813e-49,2.8615292412533715e-23,3.856361503520119e-55
1.9895186634379122e-16,0.5332163541135608,3.184514242242458e-23,6.2686282952635854e-27,1.3471681534141647e-33,1.7914996556523638e-33,0.0,0.0,6.858962655558173e-19,5.614117876181551e-33,4.3337581461339006e-40,5.042114729539853e-40,3.997443993733061e-45,8.87928226807463e-64,3.189393922542221e-43,9.737245146820762e-31,1.8743307589710468e-44,4.237651534789249e-30,3.7608139883437185e-74,2.4008008005020507e-65,3.778340837886951e-70,2.0325104980613152e-69,5.723097197635134e-23,1.6876037738036782e-72,1.7913694477105994e-51,3.817883556467235e-80,6.20504325194415e-91,3.118214894204979e-72,1.571075349973126e-91,1.1234632425861012e-86,6.946541784228234e-50,3.6698004509082574e-89,2.484901484992041e-87,2.030721761590888e-98,3.76,0.0,0.5361021742385862,0.9999999999531844,7.183721881355834e-41,1.090190712308432e-55,4.0364564829309645e-15,4.036456482930969e-15,4.681549370338332e-11,3.7094362723218693e-34,4.237651534570031e-30,6.859281106880606e-19,1.2177367211132095e-32,6.490161401435588e-30,5.381283020945963e-50,3.333774400773055e-30,2.674148209318897e-34,1.1035546608437194e-37,6.648164877083803e-35,3.0279175647655947e-33,2.510544717971885e-32,3.963068510391629e-31,2.4784179915309732e-36,9.07828198339771e-40,1.7046519285125368e-34,4.008370296856347e-40,1.6929560468696817e-43,4.2611090621479117e-35,6.902816734435791e-49,5.723097295007335e-23,6.170257959986528e-54
3.9790508192542684e-16,0.5332163541135613,6.36905008710944e-23,1.2537302330980561e-26,5.388701472558967e-33,7.166036083102808e-33,0.0,0.0,1.3717971826320285e-18,2.245658572428244e-32,3.467027038386699e-39,4.033715659364322e-39,3.197974726432603e-44,7.103467779334169e-63,1.2757640354168279e-42,3.8949178072068736e-30,1.4994735044550634e-43,1.6950695518903642e-29,1.2034720343198568e-72,3.8413161598990235e-64,1.2142518775788258e-68,6.53191383349385e-68,1.1446233013024057e-22,5.4003839537730435e-71,1.433104498178702e-50,1.4584806406489704e-78,3.99636944859947e-89,1.0021014022488741e-70,1.0055016833500428e-89,7.217566484686787e-85,5.557267355460211e-49,2.3576234832404815e-87,1.596398002731868e-85,2.6080620305023648e-96,3.76,0.0,0.5361021742385822,0.9999999999063687,5.747011534449118e-40,1.7443162291209618e-54,8.072940340019983e-15,8.07294034002e-15,9.363127070188543e-11,1.4837883861454115e-33,1.695069551714989e-29,1.371860873092183e-18,4.870971659511594e-32,2.5960777453290767e-29,4.305051962369018e-49,1.3335165411463854e-29,1.0696652107833687e-33,4.414241325086064e-37,2.659279401033603e-34,1.2111731870083729e-32,1.0042229945306704e-31,1.585235467378491e-30,9.913722465454323e-36,4.737498231411064e-39,6.818642388532303e-34,1.6033622656031433e-39,1.3543729700455707e-42,1.704452293521712e-34,2.832990280284154e-48,1.1446233402514845e-22,9.872476261353222e-53
7.95811513088698e-16,0.533216354113562,1.2738121795169542e-22,2.5074660087381665e-26,2.1554872311441576e-32,2.866422532637664e-32,0.0,0.0,2.74359901665575e-18,8.982657133304298e-32,2.773629777225753e-38,3.226982005561461e-38,2.5583882594382422e-43,5.682790785209951e-62,5.1030689396409685e-42,1.5579710353206418e-29,1.1995823618256913e-42,6.780297981963502e-29,3.851128820134294e-71,6.146133735136664e-63,3.886143209228122e-67,2.0905013905839058e-66,2.289250405956113e-22,1.728131089815247e-69,1.1464876977790722e-49,6.150205984956768e-77,2.5582765746029534e-87,3.207168612252901e-69,6.43528728759746e-88,4.619541474493724e-83,4.44582859736493e-48,1.508977185822248e-85,1.0217611910707737e-83,3.338427582868005e-94,3.76,0.0,0.5361021742385741,0.9999999998127372,4.5976227514801216e-39,2.7909148366805967e-53,1.614590805419787e-14,1.6145908054197938e-14,1.872627221139095e-10,5.935219280971548e-33,6.780297980560495e-29,2.7437263977108347e-18,1.9483936188274011e-31,1.0384337233356837e-28,3.4440517876544117e-48,5.334079715591825e-29,4.2786756160174864e-33,1.7657012042107547e-36,1.0637144050972216e-33,4.8447050747821695e-32,4.016902190407543e-31,6.3409579977466e-30,3.965499131369757e-35,2.779939933643084e-38,2.727463886155628e-33,6.41351330693493e-39,1.083501603200822e-41,6.817826507636668e-34,1.1906788156953512e-47,2.2892505617528214e-22,1.5796012459117336e-51
1.5916243754152404e-15,0.5332163541135638,2.5476265284594325e-22,5.014941434010994e-26,8.621969171452529e-32,1.1465711187612648e-31,0.0,0.0,5.487202684188387e-18,3.593067421748459e-31,2.218906981028009e-37,2.581589280075682e-37,2.0467150639714315e-42,4.546238894054792e-61,2.041230027569938e-41,6.231891668034086e-29,9.59667311709137e-42,2.7121246663975087e-28,1.232364035117914e-69,9.833836202526477e-62,1.2435741165920709e-65,6.68964893682814e-65,4.578504381567244e-22,5.530032161022037e-68,9.171926350719249e-49,2.9168998608544858e-75,1.637315013191562e-85,1.0263016038852825e-67,4.118651202470407e-86,2.9565173596421297e-81,3.556670589849825e-47,9.657495882579626e-84,6.53930005873979e-82,4.273203902987102e-92,3.76,0.0,0.536102174238558,0.9999999996254748,3.678103470168767e-38,4.465470830006119e-52,3.229184348255306e-14,3.229184348255334e-14,3.7452521459893634e-10,2.374131245059139e-32,2.712124665275102e-28,5.487457446189765e-18,7.793584385366043e-31,4.153740049734385e-28,2.7552455164023323e-47,2.1336345878824217e-28,1.71147553597919e-32,7.06281526779846e-36,4.2548625468644936e-33,1.937884498878939e-31,1.6067629166849007e-30,2.536386426151214e-29,1.5862017178273517e-34,1.8199269399836101e-37,1.0909869372770088e-32,2.565446932293734e-38,8.668025320422157e-41,2.727134066717404e-33,5.222561140272522e-47,4.57850500475483e-22,2.5273659072879262e-50
2.387437237741783e-15,0.5332163541135653,3.8214408847323694e-22,7.522420733282857e-26,1.8321704976325985e-31,2.436465489987838e-31,0.0,0.0,8.230806351206222e-18,7.635271126149876e-31,6.344689348493425e-37,7.381734406857254e-37,5.852331746581036e-42,1.2999406006007204e-60,4.337615219603527e-41,1.324277416329452e-28,2.7440497632877043e-41,5.763270488434497e-28,5.765275883152811e-69,3.7491520158026657e-61,5.497717272914107e-65,2.9574271266483684e-64,6.867758123482115e-22,2.587073320744937e-67,2.622600654603577e-48,1.3923079541037323e-74,8.763059621316535e-85,4.537477927680315e-67,2.2968719663541517e-85,1.4671702943502088e-80,1.016986335179578e-46,4.7925286032127756e-83,3.24512520818964e-81,2.2048155133293573e-91,3.76,0.0,0.5361021742385419,0.9999999994382126,1.051708080900032e-37,1.6435903827137696e-51,4.843777891090767e-14,4.8437778910908235e-14,5.617872967458409e-10,5.045099888914893e-32,5.763270485225113e-28,8.231188493910325e-18,1.6561373012690757e-30,8.826700722510856e-28,7.878283148318706e-47,4.533975178151055e-28,3.6368921278415527e-32,1.5008490538128062e-35,9.041585582875658e-33,4.118006107287519e-31,3.414372471104571e-30,5.389823174057855e-29,3.3706799819529087e-34,4.907147289844579e-37,2.3183481021869398e-32,5.45163309276282e-38,2.4826654612476736e-40,5.795162053446673e-33,1.1873925760606069e-46,6.867759447756176e-22,9.313734975496212e-50
3.1832501000683254e-15,0.5332163541135669,5.095255248335767e-22,1.0029903906560183e-25,3.1254700737797066e-31,4.15632579204049e-31,0.0,0.0,1.0974410017709259e-17,1.3024876826275246e-30,1.3382789773803205e-36,1.5570218541340585e-36,1.2344272403493043e-41,2.7419516406065653e-60,7.399462375731608e-41,2.2590618260135425e-28,5.787996892893592e-41,9.83146903594886e-28,1.859920293698913e-68,1.0087373553569877e-60,1.8787215254025253e-64,1.010634360455142e-63,9.157011631700746e-22,8.346088350329879e-67,5.531829384656929e-48,5.523600186003224e-74,3.3112294773652103e-84,1.5504778155066893e-66,8.660705956371548e-85,6.2066791113372466e-80,2.1451200827215832e-46,2.0274198783819584e-82,1.3728099967554269e-80,1.2028046586495952e-90,3.76,0.0,0.5361021742385258,0.999999999250951,2.2183573444153366e-37,4.168501917516938e-51,6.458371433926169e-14,6.458371433926267e-14,7.490489685555224e-10,8.606464048302938e-32,9.831469029179338e-28,1.0974919540872516e-17,2.8251759500801453e-30,1.5057315659249724e-27,1.6617584348758409e-46,7.73442973487632e-28,6.204120061331199e-32,2.5602728301758025e-35,1.542388319559512e-32,7.02483533586585e-31,5.824518880606519e-30,9.194406044721733e-29,5.749984737223312e-34,1.0004247517351792e-36,3.9548298803928727e-32,9.299934977635496e-38,5.24450991991648e-40,9.885866608596253e-33,2.154713346635985e-46,9.157013890756858e-22,2.3649609222037965e-49
4.7748758247214106e-15,0.5332163541135703,7.642883992746709e-22,1.5044879345190637e-25,6.470897432106221e-31,8.605151430017911e-31,0.0,0.0,1.646161734950712e-17,2.6966358215685906e-30,3.6552555406267705e-36,4.252710275950681e-36,3.371608013374932e-41,7.489121258981065e-60,1.5319648760286938e-40,4.677101144358921e-28,1.5808818005792193e-40,2.0354833550567153e-27,1.0237874259403931e-67,4.0800124278220136e-60,1.1551798973327203e-63,6.214143353819975e-63,1.3735518099667329e-21,4.5940787930079614e-66,1.5109163588212117e-47,4.5351369800024835e-73,2.3920712639821148e-83,9.532388078718211e-66,6.291642519484929e-84,5.590591266996258e-79,5.8589940203666426e-46,1.8261763522181298e-81,1.236543556247939e-79,1.6704879683009775e-89,3.76,0.0,0.5361021742384935,0.9999999988764287,6.059022948802686e-37,1.4577456254678788e-50,9.687558519596834e-14,9.687558519597038e-14,1.1235713491413347e-09,1.7819039738292784e-31,2.0354833532077486e-27,1.6462381633017053e-17,5.849169072172433e-30,3.117426446752756e-27,4.538778642176546e-46,1.6013157317800761e-27,1.2844878526680396e-31,5.300722288560563e-35,3.1933193279320927e-32,1.454403209506596e-30,1.20589288032308e-29,1.9035853506531322e-28,1.1904615702897383e-33,2.6356697792369884e-36,8.187974458739672e-32,1.925464351202682e-37,1.4366460466552969e-39,2.0467435005847656e-32,4.9562228438104084e-46,1.3735522776756664e-21,8.289216118845407e-49
6.366501549374496e-15,0.5332163541135736,1.0190512764114382e-21,2.0059869029978696e-25,1.1005314853474662e-30,1.463511867729984e-30,0.0,0.0,2.194882467941188e-17,4.586271730150322e-30,7.648017869669086e-36,8.898093121933927e-36,7.054539418590835e-41,1.5669747470113128e-59,2.6054711010936248e-40,7.95452437611225e-28,3.3077339394003914e-40,3.4618281277411186e-27,3.2856069726985546e-67,1.1051634136169986e-59,3.877976574796548e-63,2.086108167567324e-62,1.83140237082497e-21,1.4743624514771182e-65,3.161346394959647e-47,1.733257566686729e-72,9.166552725918347e-83,3.199913183976942e-65,2.3135022981923648e-83,2.2051999672411235e-78,1.2258985702971344e-45,7.203328704326173e-81,4.877529791253523e-79,7.679003354234239e-89,3.76,0.0,0.5361021742384612,0.9999999985019077,1.2677503824908586e-36,3.6425098555425545e-50,1.2916745605267283e-13,1.291674560526763e-13,1.4980922207782975e-09,3.0306280479607977e-31,3.4618281238724615e-27,2.1949843722372805e-17,9.947905664159118e-30,5.301926286702935e-27,9.496644315497875e-46,2.7234189259382145e-27,2.1845833268218616e-31,9.015143916957874e-35,5.430999751656557e-32,2.473559198521865e-30,2.050908162689539e-29,3.2375004504787072e-28,2.024663608892761e-33,5.3959606632189636e-36,1.392560142313686e-31,3.2747603762774776e-37,3.0126823633924494e-39,3.4809749872368577e-32,9.26875269269026e-46,1.8314031662754027e-21,2.075022694386563e-48
7.958127274027581e-15,0.5332163541135767,1.2738141564364276e-21,2.507487397855049e-25,1.6813654271522935e-30,2.2359169061680244e-30,0.0,0.0,2.7436032007288327e-17,7.00678739174508e-30,1.3922924835614951e-35,1.6198639154358218e-35,1.2842532406632983e-40,2.852617663334065e-59,3.980571105905029e-40,1.215271591207591e-27,6.0216037565375095e-40,5.2888973165489946e-27,8.585185621692794e-67,2.482715736496724e-59,1.0480189040892072e-62,5.637684338314634e-62,2.2892528396063428e-21,3.852461810998108e-65,5.755117535676233e-47,5.32168101541562e-72,2.787071179138086e-82,8.647459733100912e-65,6.884270610251635e-83,6.952859251454334e-78,2.231703375587011e-45,2.271166790313151e-80,1.5378561546447547e-78,2.835103839823575e-88,3.76,0.0,0.5361021742384289,0.9999999981273885,2.3078912350140678e-36,7.727982403870422e-50,1.61459326909375e-13,1.6145932690938033e-13,1.8726114756903602e-09,4.63023394473724e-31,5.2888973095062516e-27,2.743730580874057e-17,1.5198153116746876e-29,8.100145670615e-27,1.728827957884763e-45,4.1607690106611344e-27,3.337558841383023e-31,1.3773108038304836e-34,8.297340051012334e-32,3.7790398108240826e-30,3.133324469035801e-29,4.946169501458048e-28,3.0932288208720505e-33,9.672198826826098e-36,2.127517378140104e-31,5.003171620577365e-37,5.493149682252677e-39,5.318143594043895e-32,1.547613996968137e-45,2.289254054874878e-21,4.409113918161257e-48
1.114137872333375e-14,0.5332163541135833,1.783339925332502e-21,3.5104930626118945e-25,3.233214707003988e-30,4.299595095539401e-30,0.0,0.0,3.841044665682892e-17,1.3473804753619664e-29,3.6760627380856503e-35,4.276918428125932e-35,3.3908154160086773e-40,7.531751139220369e-59,7.654496395953206e-40,2.3369240028215433e-27,1.589881165525019e-39,1.0170388167351231e-26,4.802562766540924e-66,9.62765265699068e-59,5.876388483418215e-62,3.161128302164481e-61,3.204953495154874e-21,2.15507163925767e-64,1.51952578862898e-46,4.159368308178295e-71,2.3942361101025076e-81,4.848754678026405e-64,5.696070147001555e-82,5.729870973621621e-77,5.89236788694328e-45,1.8716799433744577e-79,1.2673549538336733e-77,3.4756246309083816e-87,3.76,0.0,0.5361021742383643,0.9999999973783549,6.093513562262753e-36,2.8312930939577335e-49,2.2604306862277223e-13,2.2604306862278248e-13,2.6216450338272525e-09,8.904295935509829e-31,1.017038814875631e-26,3.8412229972324544e-17,2.922551182386256e-29,1.5576292992043747e-26,4.564616213624653e-45,8.001011795453288e-27,6.418046817832634e-31,2.6485218877593965e-34,1.595548759808952e-31,7.266960168441748e-30,6.0252722986432e-29,9.511309327726646e-28,5.9481702411255685e-33,2.4972283196218706e-35,4.09114075874248e-31,9.621267578241183e-37,1.4531569821473738e-38,1.022660232564567e-31,3.5521885501648785e-45,3.204955832073027e-21,1.619506156196628e-47
1.432463017263992e-14,0.5332163541135898,2.2928657059591935e-21,4.513504926865246e-25,5.302477378397529e-30,7.051334527621342e-30,0.0,0.0,4.938486129813156e-17,2.2097006171512077e-29,7.621398131241608e-35,8.867122363770993e-35,7.0300235906179805e-40,1.561520387456231e-58,1.2553352927132497e-39,3.832548962835349e-27,3.296221957302e-39,1.667945117617072e-26,1.587548673434418e-65,2.5618274023595934e-58,1.96412554576595e-61,1.0565762841808988e-60,4.1206537767307026e-21,7.123865608457405e-64,3.150366682842315e-46,1.6733136180601097e-70,9.886440559927143e-81,1.620635558520176e-63,2.299744870133915e-81,2.356198034777472e-76,1.221637732855956e-44,7.696605101742633e-79,5.211537609166615e-77,1.732656804952845e-86,3.76,0.0,0.5361021742382996,0.9999999966293277,1.2633378962678363e-35,7.351907853500512e-49,2.9062681033616e-13,2.906268103361768e-13,3.370672025678142e-09,1.4603840829669717e-30,1.6679451137618796e-26,4.938715412377286e-17,4.7929766469995833e-29,2.5545079839021484e-26,9.463592967854595e-45,1.3121639217249323e-26,1.0525642209057187e-30,4.343572189401869e-34,2.6166952903977975e-31,1.191779661347833e-29,9.881431498967734e-29,1.5598523592464696e-27,9.754985047697167e-33,5.111738448305248e-35,6.709460571775878e-31,1.5779405315036926e-36,3.015547653032613e-38,1.6771602246801982e-31,6.733109492872809e-45,4.120657609270113e-21,4.210505218984867e-47
2.069113307125226e-14,0.5332163541136027,3.3119173023995357e-21,6.519547251460214e-25,1.0993044885832835e-29,1.4618721091244763e-29,0.0,0.0,7.133369055602685e-17,4.581105218780205e-29,2.2900093261373036e-34,2.664313366030865e-34,2.1123282984452568e-39,4.6919153943986654e-58,2.602534020586081e-39,7.945558011387895e-27,9.9041946146442e-39,3.457966604444915e-26,1.0630728866513013e-64,1.1482711816439036e-57,1.3028486715571255e-60,7.00850775861877e-60,5.952053218122702e-21,4.7703663074888956e-63,9.466005175480251e-46,1.617867125775693e-69,1.031297560557007e-79,1.075019308269603e-62,2.356295194233963e-80,2.3542554667709346e-75,3.670684159501331e-44,7.690295341559974e-78,5.207265100834564e-76,2.6120583186303524e-85,3.76,0.0,0.5361021742381704,0.9999999951312935,3.795964506678519e-35,3.2587771988341386e-48,4.1979429376290726e-13,4.1979429376294224e-13,4.868706313586927e-09,3.027997350852695e-30,3.457966592861178e-26,7.133700239026804e-17,9.936699194794787e-29,5.295951857039985e-26,2.8435362712309064e-44,2.7203507954928e-26,2.1821812206263642e-30,9.005016017762614e-34,5.4248749909581486e-31,2.4707727621578834e-29,2.0485977474850227e-28,3.2338533819439356e-27,2.0223834587105932e-32,1.5127836103298936e-34,1.3909913398344199e-30,3.271598782939467e-36,9.068535897029732e-38,3.4770535666032226e-31,1.7952423739860072e-44,5.952061163661101e-21,1.868775817825715e-46
