Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42)
4.120265600423953e-18,0.575861526553356,3.600828530061425e-24,1.0350046333645132e-27,3.856530968788193e-36,6.783752045705482e-36,0.0,0.0,4.745674693308079e-20,1.6307751555608118e-35,2.879041595855049e-44,3.3496155925463305e-44,4.462843233040237e-49,1.3232982290560478e-66,5.610697649529821e-45,3.312372853403298e-33,6.809721327845698e-48,1.1413809047652944e-32,1.251789413929434e-80,1.2000960192747177e-69,8.827587669258152e-77,4.831351071973861e-76,1.0104554341370209e-23,3.1504830603183997e-79,5.705743650463472e-55,2.408466738915644e-86,6.8150713009448e-99,5.992907469234126e-79,7.501094788823893e-99,1.914693218156441e-94,1.8618900097473295e-53,2.067990175090203e-97,1.2836510485924467e-95,7.28658788802265e-108,3.76,0.0,0.7109536475208297,0.9999999999985489,4.7846351821411193e-45,1.4273941849483677e-60,3.625043765586612e-16,3.625043765586612e-16,1.4510220695285759e-12,8.42161706988325e-37,1.1413809047638381e-32,4.746034776159325e-20,1.071573100864122e-34,7.259258647558317e-33,3.580783188214986e-53,9.240350099056915e-33,1.3190248742500024e-36,5.627092864546521e-40,6.075108454535529e-37,2.586869737416657e-35,1.7867199749438523e-34,1.3147094371868934e-33,2.527295539574173e-38,2.291359165704325e-42,8.442881788193365e-37,5.22691034229693e-42,1.5875238524898679e-47,3.387509780388994e-37,1.866149894162202e-50,1.0104554344682558e-23
8.241425549795254e-18,0.5758615265533562,7.202438659735792e-24,2.0702339362123197e-27,1.5428635193706123e-35,2.7139425564356307e-35,0.0,0.0,9.492379487473736e-20,6.524162519246872e-35,2.3036707030978015e-43,2.6802013969849375e-43,3.5709526650179775e-48,1.0588396379716072e-65,2.244644405729087e-44,1.3251648297197983e-32,5.448811696996514e-47,4.5662668605147943e-32,4.006961558013283e-79,1.9207118527461296e-68,2.825934138177467e-75,1.5466377042335252e-74,2.02113019807249e-23,1.0084655112324797e-77,4.565461861638769e-54,7.716860968785474e-85,4.3633784508406926e-97,1.918480146650204e-77,4.802223241250011e-97,1.2259422028190598e-92,1.4897948996336215e-52,1.3240953792125631e-95,8.21897725581423e-94,9.331562018554926e-106,3.76,0.0,0.7109536475208293,0.9999999999970977,3.8284350982299366e-44,2.2842954157059223e-59,7.250874386776778e-16,7.250874386776779e-16,2.902359077483395e-12,3.369195704981244e-36,4.566266860503142e-32,9.493099731332671e-20,4.28699016995552e-34,2.904176152939407e-32,2.86517059672552e-52,3.6967417349374044e-32,5.2769584463631256e-36,2.2512035622264045e-39,2.4304389674276402e-36,1.0349163418247424e-34,7.148043341891456e-34,5.2596938361486036e-33,1.0110827837057107e-37,9.251041582443574e-42,3.377702482657057e-36,2.091104602834935e-41,1.270266419746575e-46,1.3552244935286205e-36,7.468150034937229e-50,2.021130199397645e-23
1.648374544853785e-17,0.5758615265533562,1.440565891966203e-23,4.140692572957214e-27,6.171956434809792e-35,1.0856653805464253e-34,0.0,0.0,1.8985789075777406e-19,2.609877402221296e-34,1.843111550937345e-42,2.144364707585323e-42,2.857033408875462e-47,8.471521402101144e-65,8.97930836215063e-44,5.301090723866027e-32,4.359463255647507e-46,1.826655414390147e-31,1.2824254032298663e-77,3.073585614841968e-67,9.044759336376468e-74,4.950209427777427e-73,4.042479723955356e-23,3.227587216247499e-76,3.6527163500509524e-53,2.4741994836579777e-83,2.793116842540231e-95,6.140336358197538e-76,3.0739106075915475e-95,7.847753860937132e-91,1.1919490953054259e-51,8.476072269082021e-94,5.261301130444493e-92,1.1947427268558712e-103,3.76,0.0,0.7109536475208286,0.999999999994195,3.063038889630407e-43,3.6552444872584654e-58,1.4502535629157102e-15,1.4502535629157104e-15,5.805033027785856e-12,1.3477883618116983e-35,1.8266554143808237e-31,1.8987229641641226e-19,1.714935631220697e-33,1.161765006320099e-31,2.292354119079685e-51,1.4788170415187074e-31,2.110955211824273e-35,9.005547146666174e-39,9.722547087128293e-36,4.140002285108934e-34,2.8594500417145647e-33,2.104048764150017e-32,4.0446602956569896e-37,3.7680135788722234e-41,1.3511909543297213e-35,8.36510005148643e-41,1.0163120807726088e-45,5.421339168177781e-36,2.9893715277110906e-49,4.0424797292564056e-23
3.296838524602305e-17,0.5758615265533563,2.8812099441824545e-23,8.281609970644125e-27,2.468883095244594e-34,4.342838276819123e-34,0.0,0.0,3.7972608252274186e-19,1.043993441302846e-33,1.4745592385931136e-41,1.7155732049287412e-41,2.2857352699606063e-46,6.777538847799857e-64,3.591869494200204e-43,2.1205225716544392e-31,3.487736172498229e-45,7.3069190989741075e-31,4.1040776403255325e-76,4.918094332639457e-66,2.894606227714251e-72,1.584222034062056e-71,8.085178767768796e-23,1.0329075279302557e-74,2.922311907244557e-52,7.945867755315209e-82,1.7877722984410248e-93,1.965099656059876e-74,1.9674594089978785e-93,5.0231141398849486e-89,9.536045597421433e-51,5.4252821737997055e-92,3.3676026220806462e-90,1.5294645191362516e-101,3.76,0.0,0.7109536475208271,0.9999999999883896,2.450547440694542e-42,5.848688655718544e-57,2.9005858113917723e-15,2.9005858113917727e-15,1.1610380665962082e-11,5.391375987517374e-35,7.306919098899521e-31,3.797548946210578e-19,6.860021661298441e-33,4.647249119328042e-31,1.8339703565751128e-50,5.915508869016849e-31,8.44416477547e-35,3.6023654536412293e-38,3.8891770758455456e-35,1.6560683000856257e-33,1.1438265593051441e-32,8.41653752830802e-32,1.6179299540870706e-36,1.5611055755534013e-40,5.404983747365792e-35,3.3461768813402303e-40,8.130892433983629e-45,2.1686239091445164e-35,1.197292039419096e-48,8.085178788973859e-23
6.593766484099344e-17,0.5758615265533567,5.762498049538964e-23,1.6563445262806488e-26,9.87573379742326e-34,1.73717068820131e-33,0.0,0.0,7.59462466048255e-19,4.1760587275309436e-33,1.1796753887131197e-40,1.3724911379761272e-40,1.828631676384478e-45,5.422159755490461e-63,1.4367770250998623e-42,8.482262838213872e-31,2.7902551668269495e-44,2.9228272012980906e-30,1.3133554590375673e-74,7.869236820709673e-65,9.263193108575257e-71,5.0697585316892775e-70,1.6170576823586506e-22,3.305431476018715e-73,2.3379051789567795e-51,2.560501893913975e-80,1.1442311024022181e-91,6.288626273382905e-73,1.2592248215570565e-91,3.21496958984136e-87,7.629017790213934e-50,3.472371372484101e-90,2.1553840952360515e-88,1.9578386808264228e-99,3.76,0.0,0.7109536475208242,0.9999999999767789,1.9604844827679944e-41,9.358139837018703e-56,5.801250308343883e-15,5.801250308343885e-15,2.3221074892599844e-11,2.1565968020987745e-34,2.92282720123842e-30,7.59520091024247e-19,2.74406449279637e-32,1.8589374648349263e-30,1.467211110685519e-49,2.3662516884795623e-30,3.377734896550818e-34,1.4409755091362318e-37,1.5557024726014088e-34,6.624407975472099e-33,4.5753993238808957e-32,3.366683506990624e-31,6.47185150084819e-36,6.675268613924609e-40,2.1620374854847305e-34,1.338498547464761e-39,6.50487224493535e-44,8.674672122817768e-35,4.801224007518725e-48,1.6170576908408493e-22
1.3187622403093425e-16,0.5758615265533572,1.152507426394803e-22,3.312711783428565e-26,3.950334098797291e-33,6.948753715724104e-33,0.0,0.0,1.5189352330815914e-18,1.670440483610249e-32,9.437515069812768e-40,1.0980059363585596e-39,1.462922792886327e-44,4.337779249365958e-62,5.747166532010646e-42,3.392939633358293e-30,2.2322306251349715e-43,1.1691428508604796e-29,4.2028184160604576e-73,1.2591007621141658e-63,3.434213790095488e-69,1.8795500034777853e-68,3.234137280798528e-22,1.0577584461351392e-71,1.8703465980026694e-50,9.660867839171106e-79,8.458361445646993e-90,2.3291227102471895e-71,8.059227523740777e-90,2.718819841053378e-85,6.1032870355689995e-49,2.9364983614663156e-88,1.8227548560091625e-86,4.387041724331728e-97,3.76,0.0,0.7109536475208185,0.9999999999535575,1.5684061943457121e-40,1.4973214131116983e-54,1.1602579302248052e-14,1.1602579302248063e-14,4.644245914701736e-11,8.62649520940655e-34,1.1691428508127418e-29,1.5190504838062169e-18,1.0976369628733304e-31,7.435825475187566e-30,1.173782818858047e-48,9.465103031940045e-30,1.351107915619085e-33,5.763960757729378e-37,6.222873123502574e-34,2.6497901459716525e-32,1.8301783468617579e-31,1.3466871021368318e-30,2.5887669458795246e-35,3.0147135251395937e-39,8.648237913766557e-34,5.354053158559163e-39,5.203961081248446e-43,3.4699041461700565e-34,1.9300759672402307e-47,3.234137314727665e-22
2.637533424108158e-16,0.5758615265533583,2.3050226707550323e-22,6.625447092586415e-26,1.580141992465337e-32,2.779515844810215e-32,0.0,0.0,3.0378807670775047e-18,6.681795919649659e-32,7.550056787805018e-39,8.784099534173786e-39,1.1703453228757396e-43,3.47024393503729e-61,2.298878280179536e-41,1.3571827429456323e-29,1.785795096509453e-42,4.676595807379624e-29,1.3449148258774202e-71,2.0145795138215267e-62,1.1036591905114668e-67,6.040342147426497e-67,6.468296426783616e-22,3.384859583995776e-70,1.4962865696385329e-49,3.2008457116912925e-77,5.447441003396175e-88,7.484943518927585e-70,5.157982858742797e-88,1.7466760227912907e-83,4.8826591940396446e-48,1.886521467812225e-86,1.1710090322485658e-84,5.634290521187173e-95,3.76,0.0,0.7109536475208068,0.9999999999071147,1.2547323920553597e-39,2.395729492008658e-53,2.3205237290056183e-14,2.3205237290056227e-14,9.288521086042645e-11,3.450631832870446e-33,4.6765958069977195e-29,3.0381112692725236e-18,4.390570183102244e-31,2.974345298085654e-29,9.390318271730366e-48,3.7860604648013775e-29,5.404460853426544e-33,2.3055960996232838e-36,2.489161854482445e-33,1.0599214499827885e-31,7.320750620724511e-31,5.38677580803172e-30,1.0355120542079913e-34,1.4815560791883586e-38,3.459312758324652e-33,2.1416357598985578e-38,4.163194123839512e-42,1.3879687174926903e-33,7.796878165322279e-47,6.468296562500856e-22
5.27507579170579e-16,0.5758615265533609,4.610053165389159e-22,1.3250920890352077e-25,6.320586571350328e-32,1.1118093423335938e-31,0.0,0.0,6.075771834786292e-18,2.6727251648060513e-31,6.040063239265892e-38,7.02730034720546e-38,9.36279266230513e-43,2.7762032941433275e-60,9.195536303528739e-41,5.428744670674226e-29,1.428640315240491e-41,1.8706435742691726e-28,4.303748009119105e-70,3.223341850095869e-61,3.5321977642858204e-66,1.9331767543009244e-65,1.2936614515175144e-21,1.0831602477487543e-68,1.1970334670046306e-48,1.085955118047548e-75,3.487175587016139e-86,2.3955117968672818e-68,3.30115874162445e-86,1.11794500902646e-81,3.90613989195464e-47,1.2074522254472117e-84,7.494944717394224e-83,7.212124854640142e-93,3.76,0.0,0.7109536475207836,0.9999999998142294,1.0037888775282374e-38,3.833179370678366e-52,4.641055326567161e-14,4.64105532656718e-14,1.8577064710558939e-10,1.3802692020235834e-32,1.870643573963648e-28,6.076232839814606e-18,1.7562325395725963e-30,1.189741128662101e-28,7.51227690461384e-47,1.5144280334024318e-28,2.1617912010363668e-32,9.222408409548013e-36,9.956672295394436e-33,4.239696586451981e-31,2.928307693756242e-30,2.1547158036667925e-29,4.142058822365296e-34,8.131561273962538e-38,1.3837286206006532e-32,8.56659365408356e-38,3.330565313920953e-41,5.55188898472878e-33,3.179987403585404e-46,1.293661505804547e-21
1.0550160526901055e-15,0.5758615265533658,9.220114178312084e-22,2.650188120369849e-25,2.5282398652896988e-31,4.447244439752427e-31,0.0,0.0,1.2151553969071702e-17,1.0690914252246355e-30,4.832057580921669e-37,5.621848409684428e-37,7.490248921481746e-42,2.2209657847546747e-59,3.67821903638523e-40,2.171500543776188e-28,1.1429139465414974e-40,7.482587763870828e-28,1.3772025727278547e-68,5.157358638105853e-60,1.1303108712553208e-64,6.186207071433998e-64,2.587324987764366e-21,3.4661209017499686e-67,9.576292497828733e-48,3.868983195281484e-74,2.2318163986603303e-84,7.665693228804756e-67,2.112789528823115e-84,7.154874408508509e-80,3.124918064979584e-46,7.727727037984951e-83,4.796784629346359e-81,9.231553810397473e-91,3.76,0.0,0.7109536475207372,0.9999999996284586,8.030322703661485e-38,6.133096735373917e-51,9.282118521689915e-14,9.282118521689993e-14,3.715412508696832e-10,5.521187497966619e-32,7.4825877614266335e-28,1.2152475979336638e-17,7.024939090963533e-30,4.758970436062668e-28,6.009830436691784e-46,6.057719805127966e-28,8.647186695184134e-32,3.6889685003870955e-35,3.9826736274527633e-32,1.6958807945342186e-30,1.1713245656329383e-29,8.618874179947836e-29,1.6568256930931522e-33,5.0168883855159755e-37,5.534921506546872e-32,3.4266648817288944e-37,2.664456115129534e-40,2.220758414188072e-32,1.3209792498426006e-45,2.5873252049127647e-21
1.5825245262096317e-15,0.5758615265533708,1.3830175214889686e-21,3.975285423487757e-25,5.372514692648513e-31,9.450400047778486e-31,0.0,0.0,1.822733610222496e-17,2.2718201280670494e-30,1.381666961568474e-36,1.607497857903383e-36,2.141745618315744e-41,6.35057622216814e-59,7.816218137467664e-40,4.614440255372997e-28,3.268020809733783e-40,1.5900511613794583e-27,6.4428631852373505e-68,1.9662440143456826e-59,4.996991804418158e-64,2.734860531477046e-63,3.880988442579768e-21,1.6215292703905695e-66,2.738224009965212e-47,1.7531063001015428e-73,1.1947340622486508e-83,3.3901545079016894e-66,1.1782504068719452e-83,3.5506029344039893e-79,8.935318801968288e-46,3.834881867033201e-82,2.380402741411491e-80,4.763141276030193e-90,3.76,0.0,0.7109536475206908,0.9999999994426882,2.2961712352117916e-37,2.2573876744307034e-50,1.3923181716812335e-13,1.3923181716812501e-13,5.573115859079336e-10,1.1732703957838915e-31,1.5900511606805714e-27,1.8228719117296542e-17,1.492800115122051e-29,1.0112815767723835e-27,1.7184365448096633e-45,1.2872659354212109e-27,1.837529698573028e-31,7.839061747435375e-35,8.463184102168914e-32,3.603748041334426e-30,2.4890656309676512e-29,1.8315114490597915e-28,3.5207559988332244e-33,1.325214877528218e-36,1.1761712579632584e-31,7.2816994705765375e-37,7.640924502092746e-40,4.7191133899829234e-32,2.889739842558281e-45,3.880988904020277e-21
2.110032999729158e-15,0.5758615265533756,1.844023627512197e-21,5.300383998390696e-25,9.164884466037864e-31,1.612127709530524e-30,0.0,0.0,2.4303118234246066e-17,3.875458624930418e-30,2.9143363350344213e-36,3.3906791912097e-36,4.517566149028045e-41,1.339520686056299e-58,1.3333550827287747e-39,7.871693545582849e-28,6.893203814702853e-40,2.7124418581813336e-27,2.0785149822424856e-67,5.290326404117161e-59,1.7076098742227984e-63,9.345772453741033e-63,5.174651815963726e-21,5.231172535529634e-66,5.775712289456814e-47,6.308728612808848e-73,4.513873861475899e-83,1.1580830206779591e-65,4.442796071086836e-83,1.5020378666351498e-78,1.8847184828912824e-45,1.622299623582041e-81,1.0070000422861545e-79,2.5984620712451627e-89,3.76,0.0,0.7109536475206444,0.9999999992569183,4.843291095333881e-37,5.725225062023737e-50,1.8564244911934424e-13,1.856424491193471e-13,7.430816522207295e-10,2.001491048666439e-31,2.712441856707178e-27,2.430496225369432e-17,2.546541872034336e-29,1.7251277038212717e-27,3.624681125754463e-45,2.1959246660132538e-27,3.134613160628528e-31,1.3372520972268286e-34,1.4437198420759847e-31,6.147571401361824e-30,4.246053964536605e-29,3.1243436739432263e-28,6.005996837115036e-33,2.667673419896392e-36,2.0064101830587436e-31,1.242177826699476e-36,1.615897983044121e-39,8.050253823669118e-32,5.0671400919112865e-45,5.174652603127083e-21
3.165049946768211e-15,0.5758615265533853,2.7660358451102642e-21,7.950584133004416e-25,1.8974748920175965e-30,3.33770741849377e-30,0.0,0.0,3.645468249563118e-17,8.023646359486685e-30,7.959957845731074e-36,9.260998157938794e-36,1.2338894559121307e-40,3.6586470173935186e-58,2.7605427361182065e-39,1.629734406439415e-27,1.8827481532895198e-39,5.615771664897063e-27,1.1441122773284521e-66,2.139763875803378e-58,1.0499675938385662e-62,5.746487131584621e-62,7.761978371617045e-21,2.8794831019931136e-65,1.5775282016288105e-46,4.351861334876674e-72,3.259624685836334e-82,7.116138057646385e-65,3.227556377983235e-82,1.3529425199352588e-77,5.147754627939202e-45,1.461269443249045e-80,9.07044618423834e-79,3.608816556786215e-88,3.76,0.0,0.7109536475205516,0.9999999988853788,1.3228532607109358e-36,2.00213936710482e-49,2.784637130217783e-13,2.7846371302178414e-13,1.1146211541653374e-09,4.14394694015915e-31,5.615771660870687e-27,3.6457448522823666e-17,5.272292495082487e-29,3.5716583659861225e-27,9.900130447788585e-45,4.546383941313215e-27,6.48983136718695e-31,2.7686116204966973e-34,2.9890388417952788e-31,1.272776819025661e-29,8.790917074917432e-29,6.468557967528681e-28,1.2434656410951373e-32,6.92964663938968e-36,4.1540182149218e-31,2.5717902888345658e-36,4.436064160988595e-39,1.6667031167508757e-31,1.1018319401619494e-44,7.76198000133904e-21
4.220066893807263e-15,0.5758615265533951,3.688048071407004e-21,1.0600788944441462e-24,3.227110765716189e-30,5.676568552845817e-30,0.0,0.0,4.860624675285299e-17,1.3646122393278812e-29,1.665489600749269e-35,1.9377107798184856e-35,2.581712869337224e-40,7.655113946012511e-58,4.694960456716007e-39,2.7717515574655536e-27,3.9393394024128357e-39,9.550964976867185e-27,3.6717616635357117e-66,5.79603321446106e-58,3.5247755593537783e-62,1.9291145192086257e-61,1.0349304627817945e-20,9.241029856863484e-65,3.300720346804704e-46,1.5484468203310279e-71,1.2488938521574257e-81,2.388326596747816e-64,1.1868156214888437e-81,5.3366606640095654e-77,1.0770831451763892e-44,5.763959790565513e-80,3.577826379146556e-78,1.658923666118962e-87,3.76,0.0,0.7109536475204588,0.9999999985138404,2.7678517977770748e-36,5.002801758302262e-49,3.712849769242002e-13,3.7128497692421007e-13,1.4861596679138351e-09,7.047961321461347e-31,9.550964968442657e-27,4.860993478620855e-17,8.966789594860199e-29,6.0744558873475235e-27,2.071438705217799e-44,7.732209099649486e-27,1.1037524436335925e-30,4.708684540217692e-34,5.083572278264206e-31,2.164660244489375e-29,1.4951049044186796e-28,1.1001324067401978e-27,2.1148096720493374e-32,1.4061712540648147e-35,7.064897716629566e-31,4.373971910911093e-36,9.317835051168327e-39,2.834625764145291e-31,1.9633529377229627e-44,1.0349307399548399e-20
5.275083840846316e-15,0.5758615265534048,4.610060307023754e-21,1.3250998766772578e-24,4.930300485158485e-30,8.672517549572923e-30,0.0,0.0,6.075781100561411e-17,2.0848193032877553e-29,3.0319603501325717e-35,3.527528632888865e-35,4.699914797292879e-40,1.3935842920294067e-57,7.172838892553254e-39,4.234610205672434e-27,7.171417467444124e-39,1.459172870118471e-26,9.594195853132735e-66,1.3020611004781804e-57,9.525667537209353e-62,5.213410940887134e-61,1.2936630563177002e-20,2.4146515735063844e-64,6.0088418880285606e-46,4.449349227682546e-71,3.796793960729162e-81,6.453292195451333e-64,3.5316323602126186e-81,1.682616169322096e-76,1.9607899224728042e-44,1.8173427548978548e-79,1.1280675987559168e-77,6.124781320956797e-87,3.76,0.0,0.7109536475203659,0.9999999981423028,5.0387687545952376e-36,1.0613990215390026e-48,4.641062408266089e-13,4.64106240826624e-13,1.8576971228833844e-09,1.0767994309180246e-30,1.459172868584818e-26,6.076242104343864e-17,1.3699229348276628e-28,9.280396415017641e-27,3.770975333596299e-44,1.1813069118950069e-26,1.686287568125052e-30,7.193807795113862e-34,7.766549598414998e-31,3.3071119714021084e-29,2.2841826213772912e-28,1.6807538533705274e-27,3.230951664143404e-32,2.5042767623169e-35,1.0793568072677312e-30,6.682487749428953e-36,1.7009253635055226e-38,4.330667959740575e-31,3.139695362153991e-44,1.2936634797754977e-20
7.385117734924421e-15,0.5758615265534244,6.454084806802726e-21,1.8551433758952146e-24,9.480811953261261e-30,1.6676957778696423e-29,0.0,0.0,8.506093949747413e-17,4.009033907914528e-29,8.005269825921214e-35,9.313716296963007e-35,1.2409188075271214e-39,3.6794734547076806e-57,1.3793114472121345e-38,8.143005136957552e-27,1.8934659324440376e-38,2.8059428598493254e-26,5.367004976424743e-65,5.049225707988036e-57,5.341175583819649e-61,2.923232675751902e-60,1.8111281451216405e-20,1.3507590913342436e-63,1.5865160597180017e-45,2.98279270766902e-70,3.26122290657014e-80,3.618415163402152e-63,2.9221560347581774e-80,1.3866488373522914e-75,5.177071814348787e-44,1.4976815154427065e-78,9.296460972369279e-77,7.508521299122135e-86,3.76,0.0,0.7109536475201803,0.9999999973992312,1.3303836310559794e-35,3.888636858730332e-48,6.497487686313864e-13,6.497487686314154e-13,2.600768789996905e-09,2.0707791073669902e-30,2.8059428558000286e-26,8.506739353904793e-17,2.634313434141438e-28,1.784587345954392e-26,9.956488191701033e-44,2.271611453585794e-26,3.242685105663443e-30,1.383344397684975e-33,1.4934797459599381e-30,6.359459584559e-29,4.392402518936043e-28,3.232030320848536e-27,6.213006487588185e-32,6.403828516759806e-35,2.075565017458424e-30,1.2850395608422254e-35,4.505966460469695e-38,8.327721548744363e-31,6.651271053741919e-44,1.8111289594159618e-20
1.160518552308063e-14,0.5758615265534633,1.0142133919844315e-20,2.9152364758366688e-24,2.313040668385369e-29,4.068679536473193e-29,0.0,0.0,1.336671964268801e-16,9.78082909113391e-29,3.0955107505988404e-34,3.601466228102239e-34,4.7984549238541316e-39,1.4227937762116824e-56,3.3651016118388615e-38,1.986646338000257e-26,7.32173345328126e-38,6.845676665312514e-26,5.701486260350657e-64,3.247494153194412e-56,5.572966589543352e-60,3.0500920484790647e-59,2.846057932062242e-20,1.4349408602654335e-62,6.134845497970043e-45,4.136954541554506e-69,6.184731224887059e-79,3.77581012901775e-62,5.277859546910265e-79,2.377471560147367e-74,2.0018984052791968e-43,2.567853112568668e-77,1.5939261216289817e-75,2.099187688641736e-84,3.76,0.0,0.7109536475198089,0.9999999959131005,5.144382502993857e-35,2.466060345417603e-47,1.021033824240782e-12,1.0210338242408531e-12,4.08689923235614e-09,5.0527530419841086e-30,6.845676649654528e-26,1.336773384553245e-16,6.426927304266856e-28,4.353852267515548e-26,3.850016607661538e-43,5.542044123137575e-26,7.91124037324262e-30,3.374944435733153e-33,3.643636786675596e-30,1.5515156379761799e-28,1.071613239122898e-27,7.885175590912105e-27,1.5157857704941038e-31,2.3966059358220406e-34,5.0637502482921615e-30,3.135216571162471e-35,1.7468707662324612e-37,2.031711940479807e-30,1.939030225108809e-43,2.8460599186935054e-20
2.004532109939305e-14,0.5758615265535416,1.7518232600228075e-20,5.035447101754119e-24,6.863880527675564e-29,1.2073624551221172e-28,0.0,0.0,2.308797100682644e-16,2.9024072770240803e-28,1.629126223795958e-33,1.8954038764104346e-33,2.52538235270567e-38,7.487972610804527e-56,9.985749333699978e-38,5.895261306280641e-26,3.853332605901903e-37,2.0314325799101263e-25,9.84031165856173e-63,3.0792679470767122e-55,9.316725995000737e-59,5.099056003213412e-58,4.915915942018275e-20,2.4765939868299336e-61,3.228732347674153e-44,1.043959010555317e-67,2.007557020556612e-77,6.313410726735968e-61,1.706672904268422e-77,7.174669713608373e-73,1.0535802690668334e-42,7.749260280862427e-76,4.810142149766652e-74,1.1366861897238382e-82,3.76,0.0,0.7109536475190663,0.9999999929408911,2.7074204741325264e-34,2.3856697995500934e-46,1.7636039354589362e-12,1.763603935459147e-12,7.059108508950694e-09,1.4997928428394667e-29,2.031432571669536e-25,2.308972279878721e-16,1.907155357209071e-27,1.2919813501124912e-25,2.0262134246648558e-42,1.6445710442730838e-25,2.3476602558066545e-29,1.0014979798061476e-32,1.081228148322162e-29,4.604037493161853e-28,3.1799533568854378e-27,2.339882539304835e-26,4.4980126588727905e-31,1.2300462438169603e-33,1.5026400158583902e-29,9.304261150377568e-35,9.205481134121886e-37,6.0289934291793625e-30,7.694046584883498e-43,4.915921837235035e-20
3.69255922520179e-14,0.5758615265536979,3.2270431777664786e-20,9.275966031724693e-24,2.3247307875140377e-28,4.0891778962860435e-28,0.0,0.0,4.2530473648160844e-16,9.83000278490231e-28,1.0419847186604464e-32,1.2122951837317909e-32,1.6152520385373403e-37,4.789284112988249e-55,3.382014969879348e-37,1.9966317324665294e-25,2.464583010778004e-36,6.88025400983817e-25,2.27174642368177e-61,3.712954045442227e-54,2.092009168589744e-57,1.1449590279562733e-56,9.055625708096129e-20,5.717496348423798e-60,2.065146558839107e-43,3.948696048655622e-66,8.918427823837327e-76,1.417872622525197e-59,7.688482759415342e-76,3.0682808650137563e-71,6.738770898304227e-42,3.314059604375918e-74,2.057108825654637e-72,9.226857752690999e-81,3.76,0.0,0.7109536475175809,0.9999999869966788,1.7316591137907582e-33,2.9496515644742635e-45,3.2487441578926966e-12,3.2487441578934095e-12,1.3003320697587024e-08,5.082416846932811e-29,6.880253957131578e-25,4.2533700585332935e-16,6.4592390829001485e-27,4.3757375934924685e-25,1.2959616400604066e-41,5.569906150270311e-25,7.951456538483829e-29,3.391930266201611e-32,3.6619446610552083e-29,1.5593160865607714e-27,1.0770008027813573e-26,7.924818979811671e-26,1.5234082141140439e-30,7.745758568293519e-33,5.089208141593442e-29,3.1516767494838724e-34,5.890614481007364e-36,2.041926398489195e-29,3.935609984519941e-42,9.055645674263897e-20
7.068613455726758e-14,0.5758615265540107,6.177483739947165e-20,1.7757394639297413e-23,8.514378836677147e-28,1.4976385906206357e-27,0.0,0.0,8.141547858307242e-16,3.600132772379023e-27,7.429417161730075e-32,8.643741583531054e-32,1.1517195859187432e-36,3.414785827046362e-54,1.2386241835450898e-36,7.312436141022311e-25,1.7572660751442852e-35,2.5198978975218164e-24,6.147715639445712e-60,5.125871749936853e-53,5.559295100610853e-56,3.0426072580367727e-55,1.7335020224281496e-19,1.5472481754813878e-58,1.4725458247790497e-42,1.9064907985564304e-64,4.718368941022495e-74,3.768352590286431e-58,4.122711943104906e-74,1.5938432246219745e-69,4.804929503466184e-41,1.721569286592321e-72,1.0686119488443378e-70,9.352656743550915e-79,3.76,0.0,0.7109536475146103,0.9999999751090796,1.2346843870250722e-32,4.146157292975066e-44,6.2190246027500214e-12,6.219024602752634e-12,2.489091964655621e-08,1.8634766187083945e-28,2.5198978599416826e-24,8.142165567857817e-16,2.3656268395595776e-26,1.602564881923981e-24,9.240303414286967e-41,2.0399177508246615e-24,2.91235288747962e-28,1.242266877516566e-31,1.3411425366258067e-28,5.7108279772621876e-27,3.9443994075438325e-26,2.902379800209945e-25,5.5793273108594515e-30,5.475327039716104e-32,1.8638675318676774e-28,1.1546126261325594e-33,4.2006463221372336e-35,7.478335309534459e-29,2.419173557224385e-41,1.7335093348104804e-19
