Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512)
1.9686377772127372e-19,0.7338319129790939,5.36668313619952e-23,5.14118359864454e-25,7.785044492649506e-36,1.554483963358364e-35,0.0,0.0,1.7376096188764018e-19,2.630366562232317e-35,7.878445679599994e-45,9.163513053199403e-45,1.4535757123344738e-48,2.9227569259360733e-61,4.927196392792752e-41,2.2277502941322774e-32,8.709411337026345e-46,2.852695549377076e-32,1.3660141895843023e-79,3.7499799789430584e-65,3.6458809600582607e-76,2.1558176316059994e-75,1.774369437908503e-21,2.1051117184679478e-66,5.9049212525584105e-53,1.8995932507638823e-83,8.503195539479576e-96,4.685790677975931e-78,1.7360980797855746e-96,5.01202626137335e-93,8.695699609252529e-52,2.0631760028554072e-97,7.973121380941488e-96,3.425784324255327e-107,3.76,0.0,0.7915886435722111,0.9999999999995909,1.3056998431943468e-45,4.128117130649516e-59,3.2254817292716197e-15,3.2254817292716197e-15,4.091870462519384e-13,7.935313231382984e-37,2.8526955493766774e-32,1.738146287189788e-19,4.818502324737553e-32,4.406458449609675e-34,2.213937113404971e-49,2.5932097000881316e-32,5.182330447244012e-35,1.1314495623838629e-38,3.153345782076739e-34,8.008564793682368e-33,1.0579329842486928e-32,7.715317624172917e-33,1.8205807960886972e-35,2.888654094620134e-41,2.8462551763447683e-35,9.330166954774425e-39,3.2408571528758356e-47,3.392385864523258e-35,1.0822804760429563e-45,1.774369437930762e-21,6.1182471275208267e-61,4.326848126833835e-65,3.911059149484423e-49,1.1345248248699275e-51,4.868540628188621e-53,2.393348037856822e-46,2.9403533973994026e-65,2.901235077056408e-61,1.1641378709993759e-54,1.4498537760742861e-47,3.292952689433539e-55,6.178662556353733e-66,1.776418976663109e-46,1.2747583784957768e-57,1.0579695846490163e-66,7.465101753218996e-72,4.194501397040457e-43
3.938985926082479e-19,0.7338319129790944,1.073802889903949e-22,1.0286833908814962e-24,3.116046640874222e-35,6.221986957443326e-35,0.0,0.0,3.4767288898968167e-19,1.0528321182021907e-34,6.307546975872151e-44,7.336382250707173e-44,1.1637447608066948e-47,2.339982702036055e-60,1.9721626215268745e-40,8.916806861240145e-32,6.972824764548962e-45,1.1418216539638911e-31,4.37664211117956e-78,6.006950461543034e-64,1.1685112281044572e-74,6.909433236752834e-74,3.5502804652058585e-21,3.370921509776302e-65,4.727527458499273e-52,6.088229849592481e-82,5.45067431106103e-94,1.5014297976936093e-76,1.1125130906816127e-94,3.2133421606570597e-91,6.961847046702304e-51,1.3227570065512622e-95,5.111780160409234e-94,4.3939105508663385e-105,3.76,0.0,0.7915886435722079,0.9999999999991813,1.0453537959534559e-44,6.610365951238223e-58,6.4537657884557085e-15,6.4537657884557085e-15,8.187295979105686e-13,3.1761935511473814e-36,1.1418216539635721e-31,3.477802692785783e-19,1.9286566678416127e-31,1.76373173599208e-33,1.7724958592674135e-48,1.0379596899758611e-31,2.0742827343621404e-34,4.528746892301407e-38,1.2621600983755097e-33,3.205513009700039e-32,4.2344889899044206e-32,3.088137719470622e-32,7.287067755187791e-35,1.158594037066641e-40,1.139243826042802e-34,3.7344982956250856e-38,2.595029539408516e-46,1.3578384270654646e-34,4.3319495534441017e-45,3.550280465294954e-21,9.798676805995135e-60,6.929662286730272e-64,1.5657063814167904e-48,9.083096993834846e-51,3.898781063060374e-52,1.9161337227601514e-45,4.709122078053024e-64,4.646446981727123e-60,9.320181424624513e-54,1.161058902909225e-46,2.63636473000174e-54,9.894188810244792e-65,1.42221532010564e-45,1.0208471088365707e-56,1.6941303218606827e-65,1.1956896297298366e-70,1.6814482544409305e-42
7.879682223821963e-19,0.7338319129790952,2.1480720425050466e-22,2.0578134532722038e-24,1.2468245423549534e-34,2.489605235818852e-34,0.0,0.0,6.954967431934729e-19,4.2126998501472815e-34,5.047954572876615e-43,5.8713354767639874e-43,9.31349636637215e-47,1.8726973300630381e-59,7.89121934665511e-40,3.5678842122892254e-31,5.580378995394405e-44,4.568773909813624e-31,1.4013895835693256e-76,9.616710396336694e-63,3.742165269351207e-73,2.2127507607448507e-72,7.102102519666702e-21,5.3956697205306976e-64,3.7834587773705956e-51,1.949759961557616e-80,3.4911952574489584e-92,4.807740617545893e-75,7.1246012558693385e-93,2.0583472897062553e-89,5.571593487473067e-50,8.47309021528737e-94,3.2744165510201143e-92,5.629912794127278e-103,3.76,0.0,0.7915886435722015,0.9999999999983622,8.366007411137716e-44,1.0580890502640367e-56,1.291033390682383e-14,1.2910333906823833e-14,1.6378147003851963e-12,1.2708913439211543e-35,4.568773909811072e-31,6.957115503973486e-19,7.717138863012857e-31,7.05722431041878e-33,1.418535385087415e-47,4.153190764919723e-31,8.299832825216294e-34,1.8120886536072392e-37,5.050284432500735e-33,1.2826227412916604e-31,1.694347163682157e-31,1.2356573363541695e-31,2.9157762868854718e-34,4.654928240533031e-40,4.558459237964014e-34,1.4942857608065786e-37,2.076961595150086e-45,5.433122374599175e-34,1.7333498017596544e-44,7.1021025200232e-21,1.5685472135403199e-58,1.1092826801309652e-62,6.266973400680471e-48,7.269238130857514e-50,3.12060504704924e-51,1.5334893440665243e-44,7.538242617050288e-63,7.437893795464645e-59,7.458977733098481e-53,9.293177045247275e-46,2.109893158195286e-53,1.5837363558536517e-63,1.1382044963342426e-44,8.174125820091655e-56,2.711712255670184e-64,1.9148447853877535e-69,6.74842647730397e-42
1.5761074819300931e-18,0.733831912979097,4.296610347839657e-22,4.11607357948011e-24,4.988110069881431e-34,9.960042088924339e-34,0.0,0.0,1.3911444515998892e-18,1.6853542545974205e-33,4.0391306189084734e-42,4.69796044233227e-42,7.452212713100502e-46,1.4984423921245668e-58,3.157001583824752e-39,1.4273860115138923e-30,4.465151050931078e-43,1.8278070665196827e-30,4.485829748355098e-75,1.5391209825543469e-61,1.1979617746148084e-71,7.083574982083326e-71,1.420574662805292e-20,8.634828240695993e-63,3.027341891118245e-50,6.241675874366224e-79,2.2352497268021655e-90,1.538983633686059e-73,4.5611921769457695e-91,1.317921210748605e-87,4.458121314104173e-49,5.425161464161472e-92,2.0965477704811026e-90,7.209943304159798e-101,3.76,0.0,0.7915886435721886,0.9999999999967241,6.694077017808156e-43,1.693286964734762e-55,2.5823470143559862e-14,2.5823470143559874e-14,3.2759849019639214e-12,5.084394571443109e-35,1.827807066517641e-30,1.391574112633173e-18,3.08735805510973e-30,2.8233492625978325e-32,1.135043833186951e-46,1.6615467454375716e-30,3.320473590252912e-33,7.249534576390339e-37,2.020442627242785e-32,5.13132615899017e-31,6.778491947239673e-31,4.943433957155793e-31,1.1665003789274982e-33,1.8775112499853337e-39,1.8236805242173183e-33,5.978116076697649e-37,1.6619445481318027e-44,2.1736027334272668e-33,6.934573646671103e-44,1.4205746629479133e-20,2.5102828450662525e-57,1.775281775032083e-61,2.5088844741176893e-47,5.816494951610719e-49,2.497116271473626e-50,1.2270244712878332e-43,1.2064106796184208e-61,1.1903493736332108e-57,5.968315465981037e-52,7.436424416872666e-45,1.6882351451386276e-52,2.5345096380736556e-62,9.107365300937984e-44,6.54733810057543e-55,4.339622824987273e-63,3.0674563070932837e-68,2.7161673019785006e-41
3.152386001025887e-18,0.7338319129791004,8.593686959038542e-22,8.232593837601885e-24,1.9954064298569713e-33,3.984341095037185e-33,0.0,0.0,2.782439868408056e-18,6.741965686527947e-33,3.231611311919029e-41,3.758725216091128e-41,5.962336487776728e-45,1.1988677369366586e-57,1.2629034097720624e-38,5.710008731927324e-30,3.572460018746519e-42,7.311823325065238e-30,1.435686852923813e-73,2.462951485991719e-60,3.834228055194045e-70,2.2671876934669253e-69,2.8413034842683455e-20,1.3817130729792025e-61,2.422103520615819e-49,1.997727867625464e-77,1.430843009472248e-88,4.925558402712726e-72,2.9196278051931066e-89,8.436548833063454e-86,3.5668357022367795e-48,3.472866349899665e-90,1.3420854248771188e-88,9.231067316809345e-99,3.76,0.0,0.7915886435721627,0.9999999999934477,5.355770103964182e-42,2.7095347653198004e-54,5.1649742617031086e-14,5.1649742617031105e-14,6.55232529163925e-12,2.0339246642849225e-34,7.311823325048903e-30,2.7832992370979592e-18,1.2350437311823279e-29,1.1294316190190805e-31,9.081212858006749e-46,6.646727898779442e-30,1.328297540338916e-32,2.9000498401708515e-36,8.082428261113632e-32,2.0526975142880076e-30,2.7116174530505535e-30,1.9775345166721804e-30,4.666381272442756e-33,7.63256089028054e-39,7.295315797164656e-33,2.391441059044964e-36,1.3297057633494888e-43,8.695118550705473e-33,2.7740918171545402e-43,2.841303484838879e-20,4.016938456358202e-56,2.8407944718206635e-60,1.0049852028814115e-46,4.653637781848519e-48,1.9979459428846367e-49,9.817127852510182e-43,1.9304906019198864e-60,1.904788117811763e-56,4.7751057330063555e-51,5.949892725124888e-44,1.3507163778735506e-51,4.055635575913658e-61,7.286584046370582e-43,5.249241670723178e-54,6.944103190826512e-62,4.918290331294786e-67,1.0996422347682806e-40
6.304943039217474e-18,0.7338319129791073,1.7187840183554964e-21,1.6465634376669283e-23,7.981950616784486e-33,1.593801298014989e-32,0.0,0.0,5.5650307020057295e-18,2.6968960121373103e-32,2.5854117824457984e-40,3.0071229249642662e-40,4.770095743300341e-44,9.591397210332857e-57,5.051819198016611e-38,2.284096432921442e-29,2.858103693321559e-41,2.924848355199537e-29,4.594552094269396e-72,3.9410087320785114e-59,1.2270730500448524e-68,7.25571060933586e-68,5.682761126337697e-20,2.2108533735018398e-60,1.9377748812419612e-48,6.393358772344376e-76,9.158301545704608e-87,1.576308426857061e-70,1.8687125500130209e-87,5.399984313175356e-84,2.8536040376107e-47,2.2228786981796268e-88,8.590290383980484e-87,1.1817263952608225e-96,3.76,0.0,0.7915886435721111,0.999999999986895,4.2848194896659015e-41,4.335476135466995e-53,1.0330228756397011e-13,1.0330228756397023e-13,1.3105006017061427e-11,8.136040218491449e-34,2.924848355186468e-29,5.566749486000081e-18,4.940375950163594e-29,4.517910308568983e-31,7.265315181735501e-45,2.6587993464252807e-29,5.313406413581133e-32,1.1600671400044365e-35,3.233102857011509e-31,8.211124170680817e-30,1.0846911175727634e-29,7.910459945781e-30,1.8666284641021922e-32,3.1506762904227496e-38,2.918245063115179e-32,9.566153569269801e-36,1.0638246617877334e-42,3.4781889482644527e-32,1.109711163753262e-42,5.682761128619926e-20,6.427490265498807e-55,4.545546064909883e-59,4.03090272187618e-46,3.723086954490339e-47,1.5984579328366613e-48,7.854075132404025e-42,3.0889717684175927e-59,3.0478442836075694e-55,3.820265940165431e-50,4.760215454986612e-43,1.0806244107478711e-50,6.48933682742684e-60,5.829543973506376e-42,4.216991678394892e-53,1.1111130509313642e-60,7.901221410718953e-66,4.503447297513773e-40
1.2610057115600649e-17,0.7338319129791209,3.437614664106243e-21,3.293171554609949e-23,3.192845292928479e-32,6.375334960749686e-32,0.0,0.0,1.1130212369126431e-17,1.0787803527438818e-31,2.068378519853699e-39,2.4057554416560075e-39,3.816167240786188e-43,7.673299895183473e-56,2.0207687910242535e-37,9.136571612631962e-29,2.2865372272398957e-40,1.1699631548491862e-28,1.4703133384170672e-70,6.305843064039322e-58,3.926825884124356e-67,2.3219409980331052e-66,1.1365676407049372e-19,3.537455385486806e-59,1.5502568226723685e-47,2.045977461694463e-74,5.861603013801295e-85,5.044394567045616e-69,1.196026836477116e-85,3.456179750770693e-82,2.2829374349918976e-46,1.4227205776473706e-86,5.498087865444477e-85,1.512705658809726e-94,3.76,0.0,0.7915886435720078,0.9999999999737896,3.427936956093351e-40,6.936938230430715e-52,2.066073774578345e-13,2.0660737745783505e-13,2.621036725219184e-11,3.2544907033646816e-33,1.1699631548387305e-28,1.1133649983694519e-17,1.9761905858679536e-28,1.8072008889705083e-30,5.812390107052879e-44,1.0635413760625337e-28,2.125405845488941e-31,4.640362972230363e-35,1.2932674517490159e-30,3.284516492366718e-29,4.3388527441686056e-29,3.1642483552865174e-29,7.466665777956881e-32,1.3383199049977002e-37,1.1673217744885944e-31,3.826539345710924e-35,8.510837468477583e-42,1.3913038850412205e-31,4.439169239097264e-42,1.1365676416178478e-19,1.0284295377224553e-53,7.273093594187148e-58,1.6210327351724743e-45,2.9785402432416742e-46,1.2788068222297436e-47,6.283409246222705e-41,4.942504218094411e-58,4.876697452207448e-54,3.05628529555104e-49,3.808292845374297e-42,8.645200541315633e-50,1.0383142889862587e-58,4.663745875335731e-41,3.401512449724973e-52,1.777826125483742e-59,1.2743259495687597e-64,1.8851767705858383e-39
2.5220285268367e-17,0.7338319129791482,6.875275958997582e-21,6.586387825014157e-23,1.2771511789995318e-31,2.5501599753730697e-31,0.0,0.0,2.2260575703069263e-17,4.315165307088245e-31,1.6547224527789056e-38,1.9246271932207387e-38,3.052970087561777e-42,6.138712761674803e-55,8.083157382864435e-37,3.654665819441749e-28,1.8292514908006385e-39,4.679900303846716e-28,4.705093349488348e-69,1.0089532179554713e-56,1.25661502241452e-65,7.430392955127984e-65,2.273150695476462e-19,5.660000671224883e-58,1.2402203706802924e-46,6.547304378509798e-73,3.751518736364704e-83,1.6142394850925127e-67,7.6547671080481545e-84,2.2120157744730732e-80,1.8263716512487768e-45,9.105662632203135e-85,3.518872919336244e-83,1.9363246224556246e-92,3.76,0.0,0.7915886435718011,0.9999999999475789,2.7423821103975917e-39,1.1099242299988586e-50,4.132175572455088e-13,4.132175572455112e-13,5.242108885959695e-11,1.3018162466721882e-32,4.679900303763071e-28,2.2267450978644183e-17,7.904842755791843e-28,7.228877074741097e-30,4.64996727080228e-43,4.254208777416333e-28,8.501710173571297e-31,1.8561640736305301e-34,5.173122409055653e-30,1.3138199620437416e-28,1.735558752280891e-28,1.265712217631723e-28,2.986696702637678e-31,5.977530409898955e-37,4.669334596621162e-31,1.5306313620228318e-34,6.80876598624431e-41,5.56527214922026e-31,1.775873179573119e-41,2.2731506991281417e-19,1.6455121221234976e-52,1.163712552150222e-56,6.553308365282034e-45,2.3828604446817156e-45,1.023061653716921e-46,5.026787047747882e-40,7.908126067547272e-57,7.802833067873536e-53,2.4450572541595592e-48,3.046682417992482e-41,6.91624256197066e-49,1.6613025507576462e-57,3.73104097788906e-40,2.7657852320329706e-51,2.8445580293800244e-58,2.0712626503455745e-63,8.210880218006655e-39
5.0440741573899695e-17,0.7338319129792028,1.375059856233965e-20,1.3172820511895262e-22,5.108631259526543e-31,1.0200692180704317e-30,0.0,0.0,4.452130236976062e-17,1.7260749020521768e-30,1.323785815553817e-37,1.5397108888633589e-37,2.4423906457039965e-41,4.910999337807092e-54,3.2332793924926937e-36,1.4618737609826317e-27,1.4634098757992622e-38,1.871969705261039e-27,1.5056443744693172e-67,1.614339810780034e-55,4.658679367109567e-64,2.754687610323242e-63,4.546316799536274e-19,9.056058919622066e-57,9.921824940394682e-46,2.4273135619106145e-71,2.7706460199705337e-81,5.371419486829416e-66,4.8992393899302406e-82,1.870606160509099e-78,1.4611060359662407e-44,7.700308946744984e-83,2.975775116816022e-81,4.33874821861116e-90,3.76,0.0,0.7915886435713879,0.9999999998951574,2.1939187055647266e-38,1.775890057999411e-49,8.264379168206393e-13,8.264379168206489e-13,1.0484252862298455e-10,5.207345253571564e-32,1.871969705194123e-27,4.453505296678665e-17,3.1619531848517143e-27,2.8915655234286565e-29,3.719995890464972e-42,1.701692163875215e-27,3.4007016124148e-30,7.424694081189297e-34,2.0692594710429061e-29,5.255306579761759e-28,6.942270315953927e-28,5.062874621737225e-28,1.1946847648729967e-30,2.8903839306685385e-36,1.867743338231262e-30,6.122557015700997e-34,5.447051098488075e-40,2.2261201792140393e-30,7.105028222001087e-41,4.546316814143064e-19,2.6328392374628478e-51,1.8619540989994236e-55,2.6766261696215324e-44,1.9062996204179007e-44,8.184558098792895e-46,4.0214534888308955e-39,1.2653096541887849e-55,1.248462618839885e-51,1.9560574104347277e-47,2.437365108663774e-40,5.533026942465248e-48,2.6580306208979325e-56,2.98485049094491e-39,2.283910500944973e-50,4.5513219352300983e-57,3.417450621547389e-62,3.820448656253713e-38
1.008816541849651e-16,0.733831912979312,2.7501243823261334e-20,2.634568646994835e-22,2.043458148333059e-30,4.08028756561501e-30,0.0,0.0,8.904275569836616e-17,6.904317166323641e-30,1.0590317914176166e-36,1.2317723620454355e-36,1.953918438979785e-40,3.9288111057698723e-53,1.2933150412899758e-35,5.84750989673586e-27,1.1707313731101696e-37,7.487898362851053e-27,4.818085181307868e-66,2.5829554260977674e-54,1.4971598801954639e-62,8.852740108131767e-62,9.092648985722935e-19,1.4489741193406883e-55,7.937488461398753e-45,7.80074680600888e-70,1.7840672137958666e-79,1.7209207867327743e-64,3.1356549232548684e-80,1.2017436477122459e-76,1.1688883685430263e-43,4.946953868974284e-81,1.911743523615772e-79,5.572233403918221e-88,3.76,0.0,0.7915886435705615,0.9999999997903145,1.7551401696887503e-37,2.841433122945122e-48,1.6528786359700282e-12,1.6528786359700658e-12,2.0968539434407114e-10,2.0829864236967904e-31,7.487898362315721e-27,8.907025693604417e-17,1.2647844904543553e-26,1.1566291398404114e-28,2.976005541309577e-41,6.806785947252113e-27,1.360284301239809e-29,2.969885203443833e-33,8.277058794754855e-29,2.1021279792529374e-27,2.7769151857204115e-27,2.0251549989976147e-27,4.7787512711540544e-30,1.5556452113231858e-35,7.470992350590205e-30,2.4490293758115137e-33,4.357656050048007e-39,8.904503337274164e-30,2.843218018144297e-40,9.092649044150247e-19,4.2125585016030573e-50,2.9791376229749614e-54,1.1148849571393491e-43,1.5250441455170978e-43,6.547672562485721e-45,3.2171723156142405e-38,2.02450283443877e-54,1.9975475128906502e-50,1.5648505711134758e-46,1.9498996245810883e-39,4.426434776935083e-47,4.252635965196815e-55,2.3878874721806053e-38,1.9411648566875675e-49,7.2821387033934585e-56,5.79884921635371e-61,1.9570483239656716e-37
2.017634794070959e-16,0.7338319129795304,5.500253456205498e-20,5.269142072321926e-22,8.173846568830214e-30,1.6321173548891996e-29,0.0,0.0,1.780856623364684e-16,2.761730377870034e-29,8.472266849368929e-36,9.85419345585235e-36,1.5631372675709293e-39,3.1430535133907834e-52,5.173266705082585e-35,2.3390069183470226e-26,9.36586486191823e-37,2.995163552961807e-26,1.5417909531156315e-64,4.13273806213576e-53,4.7915616170702524e-61,2.833261175523473e-60,1.8185313270364414e-18,2.3183625512099135e-54,6.350008123205247e-44,2.49663446703957e-68,1.142057450717505e-77,5.507166234041908e-63,2.0069851070974601e-78,7.691635746982552e-75,9.351121967792378e-43,3.166249747712965e-79,1.2235917922938047e-77,7.13266699215587e-86,3.76,0.0,0.7915886435689085,0.9999999995806287,1.404114215162747e-36,4.546300214794792e-47,3.305760074265317e-12,3.305760074265467e-12,4.1937107056350426e-10,8.332300490213317e-31,2.995163552533541e-26,1.7814066484644943e-16,5.059144394848053e-26,4.62652235435377e-28,2.3808079636347864e-40,2.722717825971244e-26,5.441145698865852e-29,1.1879556064671326e-32,3.310827616579356e-28,8.408522619871938e-27,1.1107674845231478e-26,8.100630297000942e-27,1.9115029859960775e-29,9.418502389279615e-35,2.98840073853917e-29,9.79613269028471e-33,3.486130664399906e-38,3.5618058440509007e-29,1.1382482560649916e-39,1.8185313504073956e-18,6.740105693338552e-49,4.766628575098422e-53,4.813401063928694e-43,1.2200370053676908e-42,5.238148700556343e-44,2.5737416371409793e-37,3.239209808502174e-53,3.1960814318940644e-49,1.2518823138519419e-45,1.5599225033912003e-38,3.5411532159636646e-46,6.803502389800111e-54,1.9103128030351907e-37,1.735384114281792e-48,1.1651441887429426e-54,1.0337089818449134e-59,1.125912730658432e-36
4.035271298513575e-16,0.7338319129799674,1.100051169074436e-19,1.053828985784294e-21,3.269543571786015e-29,6.528475596639314e-29,0.0,0.0,3.5617147553623777e-16,1.1046928531874673e-28,6.77781842608457e-35,7.883360517515072e-35,1.250511056478779e-38,2.5144446215160187e-51,2.0693079670819554e-34,9.356033505403185e-26,7.49269741976301e-36,1.1980665023139023e-25,4.933736871235325e-63,6.612388395012007e-52,1.5333080725470264e-59,9.066485128320518e-59,3.637064148872003e-18,3.709383910939693e-53,5.080022960900832e-43,7.989637472804451e-67,7.309231027568347e-76,1.7622976290878144e-61,1.2846781165326331e-76,4.922658273414135e-73,7.480904958568836e-42,2.0264085746289678e-77,7.831007523397295e-76,9.129831518130056e-84,3.76,0.0,0.7915886435656025,0.9999999991612575,1.123292199597164e-35,7.274086098788747e-46,6.611522950841937e-12,6.61152295084254e-12,8.387422021115268e-10,3.333197675617387e-30,1.198066501971289e-25,3.56281480554821e-16,2.0236590445429697e-25,1.8506100479787355e-27,1.9046477815537608e-39,1.0890878107759997e-25,2.176460923408805e-28,4.751825563203785e-32,1.3243317996125664e-27,3.363411195043461e-26,4.4430727454892756e-26,3.240254179318479e-26,7.646017180650634e-29,6.324135845516053e-34,1.1953610540893715e-28,3.918457751893045e-32,2.788906470622619e-37,1.4247232274911876e-28,4.5606727464599475e-39,3.6370642423558776e-18,1.0784177224905323e-47,7.6266109081443e-52,2.208447854262714e-42,9.760301347210306e-42,4.190523568144375e-43,2.0589947832913407e-36,5.1827378745632195e-52,5.113733189839865e-48,1.001506593629491e-44,1.2479387860615114e-37,2.832924898893584e-45,1.0883289198881962e-52,1.5282513621711496e-36,1.6802284139558348e-47,1.864232643379903e-53,1.9927891496464432e-58,7.248394605576308e-36
6.052907802956191e-16,0.7338319129804044,1.6500770012063396e-19,1.5807438578232008e-21,6.947785599766614e-29,1.3873016213300168e-28,0.0,0.0,5.34257288659572e-16,2.3474727515416665e-28,1.938032812510018e-34,2.2541488117513544e-34,3.575845672168037e-38,7.18974137026179e-51,4.397280207405648e-34,1.9881574745457558e-25,2.1424435722461118e-35,2.545892332465957e-25,2.308112490194927e-62,2.5209737398171304e-51,6.778601156753496e-59,4.008202107118302e-58,5.4555969356148296e-18,1.3653000213257806e-52,1.4525714531418594e-42,3.532177985786793e-66,3.9114300065321954e-75,8.117042948668292e-61,7.164180043883772e-76,2.442872120071213e-72,2.139072008780375e-41,1.0056207851254813e-76,3.8861967709182365e-75,4.710696419021603e-83,3.76,0.0,0.7915886435622966,0.9999999987418864,3.2119142357640044e-35,2.6773471994838132e-45,9.917285827404599e-12,9.917285827405883e-12,1.2581131127688218e-09,7.083511353509617e-30,2.545892331486298e-25,5.344222961507537e-16,4.30027627377801e-25,3.93254698385044e-27,5.446103284398344e-39,2.3143120129859497e-25,4.624982453542401e-28,1.0097631406347899e-31,2.8142054696903277e-27,7.14725013873847e-26,9.441531324075508e-26,6.885541419230086e-26,1.6247790098594783e-28,1.719399234770657e-33,2.5401427129233577e-28,8.326727488301333e-32,8.147628465944018e-37,3.027537401149053e-28,9.704363100792325e-39,5.455597134268099e-18,4.032044240350035e-47,2.851476834439236e-51,5.108737687255379e-42,2.790836380125629e-41,1.2440621073659002e-42,5.887455221160788e-36,1.937748674343073e-51,1.9109035521842531e-47,2.863683461126404e-44,3.704818232686628e-37,8.1005459403443e-45,4.017023873438589e-52,4.369844548458912e-36,5.283905631958189e-47,6.861845922731366e-53,7.934545277386127e-58,1.9434179670108912e-35
1.0088180811841422e-15,0.7338319129812785,2.750128700182239e-19,2.6345739758489886e-21,1.9208617152109415e-28,3.835483758482117e-28,0.0,0.0,8.904289146005005e-16,6.490072878461637e-28,8.9064804343099e-34,1.0359232389102365e-33,1.6433664607837433e-37,3.304138576013861e-50,1.21571883024986e-33,5.4966715226504145e-25,9.845876658978707e-35,7.038648402254678e-25,3.3711319592669605e-61,2.0730884051266174e-50,1.0931716822403283e-57,6.463948695235426e-57,9.092662368729549e-18,1.0504739418551618e-51,6.675509334951243e-42,5.6968337877722645e-65,1.06548289659157e-73,1.2188323443140847e-59,1.8631194887784747e-74,7.726216323183396e-71,9.830386849180326e-41,3.18072998209117e-75,1.2291803181348162e-73,3.1757037617229537e-81,3.76,0.0,0.7915886435556847,0.9999999979031451,1.4760767438496188e-34,2.0599737403326116e-44,1.6528811580474097e-11,1.6528811580477648e-11,2.096854050521433e-09,1.9586968550452768e-29,7.038648397752529e-25,8.907039268928636e-16,1.1889001228933937e-24,1.0872336979574356e-26,2.5028272454752964e-38,6.398393050341418e-25,1.278673283580147e-27,2.791698724834659e-31,7.780450871052658e-27,1.9760048114333652e-25,2.6103061660204414e-25,1.9036500262430212e-25,4.492037279880436e-28,7.430684225668012e-33,7.0227487380741055e-28,2.3020979443882887e-31,3.785966048939128e-36,8.370251787046396e-28,2.691711066987578e-38,9.092662917947498e-18,3.148133092486218e-46,2.22637127325175e-50,1.7088284304527237e-41,1.2825645371442452e-40,5.827451748162816e-42,2.7056599642129125e-35,1.5129514667586374e-50,1.4912407511491473e-46,1.3160427968432603e-43,1.735414080252873e-36,3.7227471924429205e-44,3.1074011450315366e-51,2.0082185872280598e-35,3.0941205206037025e-46,5.279733005302344e-52,7.752135959905403e-57,8.246885720248754e-35
1.3719926519838132e-15,0.733831912982065,3.740175257299475e-19,3.583021384131749e-21,3.4204893621335644e-28,6.829863133942073e-28,0.0,0.0,1.2109833777003726e-15,1.155689764608946e-27,2.00483991113462e-33,2.3318529345437696e-33,3.699320987508316e-37,7.437583091235903e-50,2.164835142843552e-33,9.787943903844244e-25,2.216297087317369e-34,1.253375286810402e-24,1.206981760440893e-60,6.046252787626487e-50,4.0540323260853775e-57,2.3971584087669446e-56,1.2366021145147301e-17,2.893047215397289e-51,1.5026542227898757e-41,2.1127737034533205e-64,4.5090292262084196e-73,4.409072073545967e-59,7.972270093847079e-74,3.542934918638847e-70,2.212810964246291e-40,1.4585947469423244e-74,5.636670130559041e-73,1.8161357122249547e-80,3.76,0.0,0.791588643549734,0.9999999971482787,3.322634130147857e-34,5.673248763682321e-44,2.2479184758191556e-11,2.2479184758197876e-11,2.8517201807967554e-09,3.488262830582991e-29,1.2533752857969723e-24,1.2113573941974702e-15,2.1170790056519973e-24,1.9360411260037174e-26,5.633839362015265e-38,1.139364287976601e-24,2.276940263597055e-27,4.971188789885746e-31,1.3854677586925506e-26,3.518679352104843e-25,4.648182173073133e-25,3.389836898566487e-25,7.998988465437855e-28,1.6391896172968344e-32,1.2505435577626832e-27,4.099357333031293e-31,8.646761834428994e-36,1.49049392418049e-27,4.804366042301796e-38,1.23660221231418e-17,8.765618567989819e-46,6.199077265061583e-50,3.392811813923371e-41,2.887039532226489e-40,1.3447439306329546e-41,6.090425158793228e-35,4.2126402149551215e-50,4.150648146205675e-46,2.9623993143612045e-43,4.0046425804600265e-36,8.379975332720824e-44,8.601399906341027e-51,4.5204801323030003e-35,7.796574915345946e-46,1.4540945546922063e-51,2.3424983001931423e-56,1.8077681572278667e-34
