Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131)
0.0011325351753901465,0.4698427874311376,8.941976535098098e-12,1.9932458869229318e-11,2.568947839803471e-12,1.0582814931293545e-09,0.0,0.0,2.416617483322066e-07,1.627607403282368e-09,2.9298193677838304e-10,1.7601982490303327e-11,7.041121487944517e-14,-4.553824236765413e-34,3.441126809247148e-26,1.2966022555941003e-17,6.541082083187863e-11,6.879890814895809e-07,1.4493597922240814e-22,4.890592385261743e-26,1.126022627810569e-25,9.781179345326812e-29,4.25162357927078e-18,1.1134843887090576e-17,3.1686930300219683e-16,6.446254434001563e-20,8.951887885626039e-30,1.2386632076005568e-18,1.1716465395679154e-16,2.826100708033252e-21,3.5141342381790415e-17,1.6429642260951257e-25,5.0127805269091366e-26,9.598290690123432e-21,3.76,0.0,0.5795175507601217,0.9999769638753081,3.3413283200208715e-09,1.5956786408252518e-09,0.0004496281673909843,0.0004503163215080897,2.2101687683577882e-05,1.7225262062194764e-16,6.881914320900846e-07,1.061993841184808e-07,3.327524662507962e-11,6.625714306712845e-10,8.453044942229049e-20,1.1422015947810097e-10,4.754070455899579e-10,6.408738986994229e-10,2.046766801404495e-18,1.0392180757598523e-11,2.4757238981480255e-12,5.696477023027703e-11,6.065498265481368e-10,7.319974336269403e-08,3.4324173284774385e-15,1.0307605569452185e-16,2.493882572426574e-13,3.3146804752819883e-13,1.0284513185934532e-13,1.2187973587632723e-09,9.978630840532809e-14,5.525673679861541e-20,8.274373203888575e-14,1.5227837854565226e-17,1.990395362703093e-13,1.2389311264218258e-12,3.469556102827632e-21,2.1592228278100867e-17,1.7484455579996788e-22,1.7938512176779924e-19,5.40482176350917e-15,6.732454280443723e-21,3.4851819817381684e-14,3.993584290613398e-14,5.570822855513608e-10,8.179807816192186e-16,2.955487860471715e-11,8.967048707787684e-15,1.5212341332101567e-17,4.455416335128097e-15,1.4081971802823613e-15,1.8579496438858178e-22,5.1516513222624645e-14,6.572145195248079e-16,2.863723627114581e-13,2.03009240025245e-16,9.532313520135609e-21,2.3947102113542367e-22,1.1603883074147765e-29,1.3977883091432046e-35,1.32649272771012e-12,4.472603334712343e-16,1.4720850592897735e-19,5.041126816824617e-10,4.0284881590166283e-17,8.652048743236335e-21,3.5690553665197693e-12,1.3306023184687884e-25
0.0011743600253018899,0.46984424997862656,9.303805300066921e-12,2.078623724171608e-11,2.7126119311763795e-12,1.1411961527198513e-09,0.0,0.0,2.523900084502113e-07,1.7522160919579242e-09,3.259477294321306e-10,1.936848379543637e-11,7.57904366674111e-14,4.819150242161589e-34,3.471687145003062e-26,1.3657250627589259e-17,6.541201512178164e-11,7.397012039063366e-07,1.6455355073380314e-22,5.45218788527381e-26,1.2275302018120537e-25,1.0332147152391935e-28,4.2685372206982216e-18,1.2640224733450313e-17,3.1963875233983883e-16,7.611376574305944e-20,9.531582973700648e-30,1.3084429415578907e-18,1.2175239855664836e-16,2.8262831166659844e-21,3.940058600788187e-17,1.821507762446793e-25,5.401413657390126e-26,1.0711445253151504e-20,3.76,0.0,0.5795009199931828,0.9999769010713734,3.6411945173414103e-09,1.656913568141758e-09,0.0004662000362680938,0.00046693994022504093,2.210168629156232e-05,1.7860074120807438e-16,7.399285177618784e-07,1.0844700111440528e-07,3.57767207834181e-11,6.765928493416116e-10,9.091475454436129e-20,1.166387432510987e-10,5.312602902703778e-10,6.979491186256263e-10,2.12252531424223e-18,1.1258083752373998e-11,2.675724632207978e-12,5.8173823810193936e-11,6.471395967970887e-10,7.787413144542748e-08,3.639371393244929e-15,1.0930911123201981e-16,2.649703653029365e-13,3.588820273598838e-13,1.1121475168426904e-13,1.279896683398498e-09,1.060256933139448e-13,5.871140259026664e-20,8.835247933613191e-14,1.6258941941969962e-17,2.2195471598827123e-13,1.3390764174954757e-12,3.68645158477886e-21,2.293606462798925e-17,1.95954399014967e-22,1.9424660814501424e-19,5.84470223993608e-15,7.281238022969843e-21,3.773723718200765e-14,4.2729571585030745e-14,5.899585984883912e-10,8.752021278660788e-16,3.018071118214581e-11,1.000336202417561e-14,1.6184312020053132e-17,4.770270218284236e-15,1.5236305190043889e-15,2.0102439326877406e-22,5.78004672535198e-14,6.711771169820304e-16,3.2845231800111347e-13,2.268931041461881e-16,1.0041005981393306e-20,2.522502548025216e-22,1.370119278007494e-29,1.6504311710087776e-35,1.3546442656864718e-12,4.788684474305092e-16,1.652199499289633e-19,5.063154926506973e-10,4.622282723649677e-17,1.0287390406708786e-20,3.644965811906725e-12,1.5762688061330329e-25
0.0012161848752136333,0.4698457124851172,9.667300831389877e-12,2.164592247383116e-11,2.8600424667182728e-12,1.2274263453164523e-09,0.0,0.0,2.63200561105555e-07,1.8813602432725007e-09,3.612549470583317e-10,2.1242947031388558e-11,8.13729607795547e-14,-7.82919401718338e-34,3.504432576679443e-26,1.437805965376081e-17,6.541331867746709e-11,7.932842917031124e-07,1.8607457498879158e-22,6.055167690461531e-26,1.3346989604303502e-25,1.0902253446933503e-28,4.286177814878459e-18,1.4303333815457792e-17,3.224308678546888e-16,8.931703546738901e-20,1.0137879728096076e-29,1.3805927244500913e-18,1.263402998976113e-16,2.8264762461138143e-21,4.40067868552995e-17,2.012293418536967e-25,5.805296737679226e-26,1.1908095270506512e-20,3.76,0.0,0.5794842896732472,0.9999768362974949,3.957583002236518e-09,1.718148495988911e-09,0.00048276955310173924,0.0004835630824395076,2.2101684856007256e-05,1.8494792006297275e-16,7.935381493405148e-07,1.1062326080823344e-07,3.836872225225914e-11,6.901689516017787e-10,9.753115268782916e-20,1.189805371223447e-10,5.913494141702293e-10,7.574007871663211e-10,2.1983003287638706e-18,1.2164911718671126e-11,2.884305272253212e-12,5.934451068161339e-11,6.890178539105099e-10,8.264491842675565e-08,3.850708263409972e-15,1.15674633992036e-16,2.809209360859004e-13,3.874933740630471e-13,1.1994193354219411e-13,1.3412257560971758e-09,1.1241268430966583e-13,6.22477879658092e-20,9.413989053763588e-14,1.7322881500727263e-17,2.465738192293752e-13,1.4435197973398584e-12,3.908477253060065e-21,2.4312627762868504e-17,2.187492593364663e-22,2.0976122113872977e-19,6.303374818952551e-15,7.85356362782495e-21,4.0748826103201806e-14,4.558957327586605e-14,6.232381796050683e-10,9.337806324254464e-16,3.0786665516247936e-11,1.1111254380200269e-14,1.717634154181966e-17,5.092628739466425e-15,1.6440308035602765e-15,2.169090508835484e-22,6.458982959775947e-14,6.847020827610505e-16,3.749194343070451e-13,2.5256133191388055e-16,1.0571509731610868e-20,2.655774076197774e-22,1.6077880695185296e-29,1.936730551412261e-35,1.381902146696579e-12,5.112298649174748e-16,1.8469289868743246e-19,5.082638514019002e-10,5.278315147850206e-17,1.2158377656830087e-20,3.718462183197099e-12,1.856115258061611e-25
0.0012580097251253767,0.4698471749506241,1.0032425727230906e-11,2.2511558810879845e-11,3.011255223208588e-12,1.3169884475567928e-09,0.0,0.0,2.7409015340748644e-07,2.015018820724478e-09,3.989794722278222e-10,2.3227966860915182e-11,8.715935810008693e-14,-1.2450916860440215e-33,3.5394629603584204e-26,1.5128747896340614e-17,6.541473259515873e-11,8.487380855950859e-07,2.0961775723584165e-22,6.700999779121988e-26,1.4477214376720567e-25,1.1490748898600767e-28,4.3045526239615436e-18,1.6135783446541363e-17,3.25244868673935e-16,1.0420947130993831e-19,1.077201788322113e-29,1.4551969664595303e-18,1.30928373222223e-16,2.8266802031130572e-21,4.8974725532740884e-17,2.2157041010288237e-25,6.224513166958591e-26,1.3191345981131494e-20,3.76,0.0,0.579467659799824,0.9999767695568598,4.290921702089939e-09,1.7793835280102806e-09,0.0004993367179091559,0.0005001857481688835,2.2101683376983132e-05,1.912941571669702e-16,8.490200836683214e-07,1.1273173021799918e-07,4.105123857858926e-11,7.033219973603553e-10,1.0437961192631141e-19,1.2124937959125718e-10,6.558257781337136e-10,8.192003951175828e-10,2.274092319434976e-18,1.3113380099927667e-11,3.1015177456485653e-12,6.047875003048817e-11,7.322152742168388e-10,8.750907009978273e-08,4.066377353483325e-15,1.2217108701950433e-16,2.972371596679419e-13,4.1730928433577077e-13,1.2903021646427776e-13,1.40275552943546e-09,1.1894614938077025e-13,6.586526657729834e-20,1.0011007802157783e-13,1.8420414446127522e-17,2.7296103794299356e-13,1.552287249333373e-12,4.135593807436874e-21,2.5721703055290926e-17,2.433017059717724e-22,2.25933663175854e-19,6.781025325520359e-15,8.449671945450072e-21,4.3887347065683734e-14,4.851375035472253e-14,6.568896151692268e-10,9.936733143034286e-16,3.137373521766905e-11,1.229238313086748e-14,1.8187798376845824e-17,5.4222442121664214e-15,1.7694471108062219e-15,2.334554059474106e-22,7.190597286310539e-14,6.978115380544914e-16,4.260669401845512e-13,2.8007651937404917e-16,1.1124046393257635e-20,2.7945804706672905e-22,1.8758628695999094e-29,2.2596605104967099e-35,1.408311072189412e-12,5.443197088412245e-16,2.0568923799948287e-19,5.099869245448851e-10,6.000789628158797e-17,1.4289511133879746e-20,3.7896650767224295e-12,2.173501044600449e-25
0.00129983457503712,0.4698486373751618,1.039914465665265e-11,2.3383213636810117e-11,3.1662651500738e-12,1.4098985090345171e-09,0.0,0.0,2.850556854626392e-07,2.1531696816894342e-09,4.391969829712443e-10,2.5326122955011814e-11,9.315020938157403e-14,2.166233292205575e-34,3.57688003578067e-26,1.590962757207792e-17,6.541625653761405e-11,9.060623287572726e-07,2.353054990066846e-22,7.391145839425455e-26,1.5667978597113215e-25,1.2100240875415023e-28,4.323669254970899e-18,1.8149652983482514e-17,3.2808001827391213e-16,1.209344503177367e-19,1.1435274015230432e-29,1.5323400850064702e-18,1.3551663411739224e-16,2.8268949612277093e-21,5.431924636406509e-17,2.432122361414812e-25,6.659149265963847e-26,1.4564311868132067e-20,3.76,0.0,0.5794510303724192,0.9999767008525019,4.641640261876403e-09,1.840618770070525e-09,0.0005159015307056097,0.0005168079374301461,2.2101681854557002e-05,1.9763945249968992e-16,9.06374078279313e-07,1.1477582790061566e-07,4.3824257309435277e-11,7.160733199600238e-10,1.1146010033350342e-19,1.2344894940250025e-10,7.248395682818698e-10,8.833189391279987e-10,2.349901763397363e-18,1.4104208389126004e-11,3.3274109939407627e-12,6.157838119273194e-11,7.767657669905166e-10,9.24637045439955e-08,4.286335802125098e-15,1.2879716703405315e-16,3.1391678744985026e-13,4.483365476236868e-13,1.3848330934385118e-13,1.4644603218783348e-09,1.2562518165957447e-13,6.9563336707418e-20,1.0626761313331353e-13,1.9552382882566115e-17,3.0118120097180633e-13,1.6654032599140089e-12,4.367769770811102e-21,2.7163123369171092e-17,2.696854952019276e-22,2.4276849778023746e-19,7.277848508596415e-15,9.06981533112736e-21,4.71535175084472e-14,5.150010660680623e-14,6.908832129121049e-10,1.0548392702805912e-15,3.194287253999927e-11,1.3548351551868057e-14,1.9218082696837286e-17,5.758881070913663e-15,1.8999308370760132e-15,2.506702331103359e-22,7.9770483199162e-14,7.105266868531708e-16,4.821998614830768e-13,3.095012904893487e-16,1.1698847874428965e-20,2.9389799902648354e-22,2.1769245349191937e-29,2.6223309726944694e-35,1.4339138835608455e-12,5.781143194447379e-16,2.2827112558193635e-19,5.115105324130576e-10,6.794083293269883e-17,1.670702752630997e-20,3.858690070488981e-12,2.5320026311018686e-25
0.0013416594249488635,0.46985009975874525,1.0767424267885693e-11,2.426097614771662e-11,3.3250864364657717e-12,1.5061722706070963e-09,0.0,0.0,2.9609420400285916e-07,2.2957896822245325e-09,4.819829783165146e-10,2.753998366342545e-11,9.934610599216114e-14,-3.6381022681596226e-34,3.6167876254407604e-26,1.6721025976139002e-17,6.541789105503385e-11,9.65256766810106e-07,2.632639062546372e-22,8.127071283771007e-26,1.692136794239841e-25,1.2730394418837943e-28,4.3435356875404825e-18,2.035749069338805e-17,3.3093561879995315e-16,1.396416479210865e-19,1.212896251604671e-29,1.612106510397206e-18,1.401050981714554e-16,2.8271205767850193e-21,6.005525285249721e-17,2.6619299533533808e-25,7.109292741814914e-26,1.603011711374989e-20,3.76,0.0,0.5794344013905358,0.9999766301873076,5.010169953855589e-09,1.9018543279781692e-09,0.0005324639915047118,0.0005334296502398787,2.2101680288792655e-05,2.0398380604018912e-16,9.655998914685422e-07,1.1675882950530119e-07,4.668776599185503e-11,7.284433608405183e-10,1.187725859832225e-19,1.2558277152145186e-10,7.985397411185053e-10,9.497271763992657e-10,2.4257291403864835e-18,1.5138120002038505e-11,3.5620311756584416e-12,6.264516663957728e-11,8.227063433636885e-10,9.750608577289085e-08,4.510548018247458e-15,1.3555179069026865e-16,3.3095810372963687e-13,4.80581573864031e-13,1.483051046122432e-13,1.5263174328795304e-09,1.3244908800597459e-13,7.334161495071121e-20,1.1261750764650374e-13,2.0719709701731045e-17,3.3129982127858386e-13,1.7828909202431745e-12,4.6049810926389466e-21,2.8636766768389786e-17,2.979756499046119e-22,2.6027016619846966e-19,7.794048760040162e-15,9.714258563494107e-21,5.054801475563219e-14,5.454674328655679e-14,7.251909248879909e-10,1.1172395941765602e-15,3.249498992679117e-11,1.488071154206848e-14,2.0266625043847562e-17,6.102315378544644e-15,2.0355358855710784e-15,2.68560637674531e-22,8.820517067108407e-14,7.228678503376928e-16,5.436355733887861e-13,3.4089831068969965e-16,1.2296157199267132e-20,3.089033686449765e-22,2.5136672955666673e-29,3.0279885855844506e-35,1.4587516317021604e-12,6.125912048139482e-16,2.525009735143273e-19,5.128575330176311e-10,7.662754336546598e-17,1.9438989681072873e-20,3.925647911762772e-12,2.935423915261883e-25
0.0013834842748606069,0.4698515621013896,1.1137233101125213e-11,2.5144956074200513e-11,3.4877325740017667e-12,1.6058251818947892e-09,0.0,0.0,3.0720289625112507e-07,2.4428547763557465e-09,5.274128030805939e-10,2.987210950994209e-11,1.0574765062119912e-13,-4.037856256749018e-34,3.6592917368158714e-26,1.7563286541715927e-17,6.54196377292233e-11,1.0263211478046995e-06,2.9362279768227002e-22,8.910239720164547e-26,1.8239532006636159e-25,1.3381949142985566e-28,4.364160300075113e-18,2.2772315427370773e-17,3.3381100505721146e-16,1.6048708057055108e-19,1.2854436606262364e-29,1.6945806863290584e-18,1.4469378094473395e-16,2.827357202339905e-21,6.619770360581653e-17,2.9055076810871537e-25,7.575031998987515e-26,1.7591895788819637e-20,3.76,0.0,0.5794177728536756,0.9999765575640226,5.396943594701183e-09,1.96309030730374e-09,0.0005490241003187001,0.0005500508866142922,2.2101678679750776e-05,2.103272177670415e-16,1.0266972823590458e-06,1.1868387319159256e-07,4.9641752172929583e-11,7.404517033561528e-10,1.263170369493478e-19,1.2765422296403515e-10,8.770739745912397e-10,1.0183958494635397e-09,2.5015749326507164e-18,1.6215842153578828e-11,3.805421858108226e-12,6.368079489040778e-11,8.700769891816844e-10,1.0263361762076947e-07,4.738985255641068e-15,1.4243408170117646e-16,3.483598993277159e-13,5.140504197248336e-13,1.58499691152171e-13,1.5883068020939412e-09,1.394173784263288e-13,7.719983035625956e-20,1.1916519577638443e-13,2.192339528219139e-17,3.633831438220696e-13,1.9047720223527754e-12,4.847210781261328e-21,3.014255439339508e-17,3.282485427831593e-22,2.7844300312006154e-19,8.329840793480045e-15,1.0383279712583123e-20,5.407147878846417e-14,5.765185533340054e-14,7.597862733970009e-10,1.1808372993045232e-15,3.3030961520870805e-11,1.6290966217107098e-14,2.1332885058126037e-17,6.452334352683653e-15,2.1763188546769173e-15,2.871340804343817e-22,9.723208040805616e-14,7.348545004215936e-16,6.107043804418167e-13,3.7433029843572487e-16,1.2916229292017002e-20,3.244805600249081e-22,2.8888995225316667e-29,3.4800176547336333e-35,1.4828636448585356e-12,6.477289933167876e-16,2.784414324995881e-19,5.140481620616643e-10,8.611550563183356e-17,2.2515381842142038e-20,3.990644700068092e-12,3.3878071994856047e-25
0.0014253091247723503,0.46985302440311033,1.1508541505646001e-11,2.603528246188165e-11,3.654216415807143e-12,1.7088724180095842e-09,0.0,0.0,3.1837908401955935e-07,2.594340110101303e-09,5.755616719400379e-10,3.232505652264009e-11,1.1235545792705004e-13,2.659528699302657e-34,3.704500600896512e-26,1.843676980777308e-17,6.542149781900442e-11,1.0892552222078353e-06,3.2651571332486377e-22,9.742113651942327e-26,1.9624666895740176e-25,1.4055396930751876e-28,4.385551893648194e-18,2.5407618136979956e-17,3.367055453629733e-16,1.8363315231123967e-19,1.3613089484492889e-29,1.779847067047492e-18,1.4928269815805467e-16,2.8276049605656782e-21,7.276160870180532e-17,3.1632358807818667e-25,8.056457179194191e-26,1.9252791868102157e-20,3.76,0.0,0.5794011447613364,0.9999764829852565,5.8023954696336736e-09,2.0243268146412755e-09,0.0005655818571586852,0.0005666716465692441,2.210167702748906e-05,2.1666968765844556e-16,1.0896660109664494e-06,1.205539649066906e-07,5.2686203399756744e-11,7.521171057151579e-10,1.340934213057852e-19,1.2966653847524616e-10,9.605886247361816e-10,1.0892958838989477e-09,2.5774396248728035e-18,1.733810573764397e-11,4.057624198696789e-12,6.468688335019164e-11,9.189205417607827e-10,1.0784383786260398e-07,4.971625216822658e-15,1.494433588653e-16,3.6612144708422554e-13,5.487488134087846e-13,1.69071366087441e-13,1.6504107077135466e-09,1.4652975624817203e-13,8.113781898839641e-20,1.259165167363652e-13,2.3164514288813024e-17,3.9749819409893687e-13,2.0310671500412788e-12,5.094448562454143e-21,3.1680448488124406e-17,3.60581981865029e-22,2.9729125142274005e-19,8.885450264075663e-15,1.1077170933707299e-20,5.772451486560302e-14,6.081372769817594e-14,7.946442798788528e-10,1.2455972431936841e-15,3.3551624634473906e-11,1.7780572400766825e-14,2.2416350254460536e-17,6.8087359065480096e-15,2.3223392087512848e-15,3.0639840020492725e-22,1.0687350449588847e-13,7.465052924156445e-16,6.83750122947408e-13,4.0986003509728273e-16,1.355933169335048e-20,3.406362942184902e-22,3.305544566050934e-29,3.9819411638866794e-35,1.5062875947306356e-12,6.835073874809438e-16,3.0615537781205347e-19,5.151003339851237e-10,9.645418330832403e-17,2.5968210175547983e-20,4.053782065503331e-12,3.893444810753271e-25
0.0014671339746840937,0.46985448666392293,1.188132156077303e-11,2.6932102510990778e-11,3.8245502327944785e-12,1.8153288955518959e-09,0.0,0.0,3.2962021803346956e-07,2.750220110472396e-09,6.265046928021042e-10,3.490137941148191e-11,1.1917015511969478e-13,-6.959539044636095e-36,3.7525247581424314e-26,1.934185428244932e-17,6.542347181300807e-11,1.1540587428866306e-06,3.6207992294312556e-22,1.0624154997943421e-25,2.1079023329979555e-25,1.4751445475860801e-28,4.407719713321932e-18,2.827736332478892e-17,3.396186437851978e-16,2.092487056629071e-19,1.440635549457289e-29,1.8679901175638616e-18,1.5387186575222333e-16,2.8278639026855113e-21,7.976202645526037e-17,3.4354948533557735e-25,8.553661052088848e-26,2.1015959402257907e-20,3.76,0.0,0.5793845171130155,0.9999764064534896,6.2269612630953e-09,2.0855639579999276e-09,0.0005821372620348682,0.0005832919301202583,2.2101675332062306e-05,2.2301121569229583e-16,1.1545058382613034e-06,1.2237198351638675e-07,5.5821107219445756e-11,7.634575330049228e-10,1.4210170712647726e-19,1.3162281605016003e-10,1.0492286875562198e-09,1.1623985615751134e-09,2.6533237040936905e-18,1.8505645210759386e-11,4.3186771162857014e-12,6.566498106833703e-11,9.692825704960557e-10,1.131344125608354e-07,5.208451677584476e-15,1.5657912472164676e-16,3.8424247839789054e-13,5.846821780935394e-13,1.8002464528854855e-13,1.7126134995375517e-09,1.537861087077555e-13,8.515551871634997e-20,1.3287769783755012e-13,2.4444212571823442e-17,4.337128273358169e-13,2.161795764772801e-12,5.346690552371212e-21,3.325045050616156e-17,3.9505529727233942e-22,3.1681907592802423e-19,9.46111432071425e-15,1.1796239176667335e-20,6.150769599945771e-14,6.403073177973681e-14,8.297413966866516e-10,1.3114860545695465e-15,3.405778117859584e-11,1.9350943018269657e-14,2.3516534845736952e-17,7.171328203397878e-15,2.473659424472625e-15,3.2636183312429166e-22,1.171519945661786e-13,7.578380967769206e-16,7.631308082719926e-13,4.475503734381769e-16,1.4225745199537302e-20,3.573776252825207e-22,3.7666416714622244e-29,4.537421888480616e-35,1.5290595607452249e-12,7.199071192419753e-16,3.3570589681958925e-19,5.160299084136743e-10,1.0769511863449117e-16,2.983160872650322e-20,4.11515734211333e-12,4.456891378033839e-25
0.001508958824595837,0.4698559488838436,1.2255547000439066e-11,2.7835580467331535e-11,3.998745767244745e-12,1.9252092879095754e-09,0.0,0.0,3.40923872475126e-07,2.9104685696838137e-09,6.803168894929006e-10,3.760363460114695e-11,1.2619238249044318e-13,-3.674018162170664e-34,3.80347720066175e-26,2.0278937222339355e-17,6.542556012902966e-11,1.2207314650929287e-06,4.0045643420874884e-22,1.1557825590315471e-25,2.260491439466921e-25,1.5470580375535404e-28,4.430673467385042e-18,3.139599044830243e-17,3.425497377249293e-16,2.3750907712556866e-19,1.5235711207483352e-29,1.9590943175374867e-18,1.5846129978248674e-16,2.8281340736183405e-21,8.721406054896959e-17,3.7226648152725788e-25,9.06673863955099e-26,2.2884562877920156e-20,3.76,0.0,0.5793678899082081,0.9999763279710777,6.671077995617127e-09,2.1468018460956234e-09,0.000598690314956734,0.0005999117372825431,2.2101673593522598e-05,2.293518018462537e-16,1.2212165262292049e-06,1.2414068578702503e-07,5.904645117911273e-11,7.744901882872758e-10,1.5034186248539208e-19,1.3352602229466993e-10,1.143137765798779e-09,1.237675671823716e-09,2.7292276596389354e-18,1.9719198479787044e-11,4.588617453069408e-12,6.66165714175716e-11,1.0212112612504784e-09,1.1850313063273166e-07,5.449454128020828e-15,1.6384105469041555e-16,4.027231606286361e-13,6.218556540770747e-13,1.9136427285148484e-13,1.7749013627932256e-09,1.6118649788192737e-13,8.925296419466988e-20,1.400553381239305e-13,2.57637041641581e-17,4.720957782547682e-13,2.2969762868250647e-12,5.603938942472195e-21,3.4852599283011986e-17,4.31749429463156e-22,3.370305762704429e-19,1.0057082104204291e-14,1.25408068271006e-20,6.542156529574634e-14,6.730132199361925e-14,8.650554416486008e-10,1.3784720630407503e-15,3.455019905084429e-11,2.1003449393742903e-14,2.463297861239201e-17,7.539929227252535e-15,2.630345124359198e-15,3.47033030262162e-22,1.2809037500052547e-13,7.688700299275459e-16,8.49219265564713e-13,4.874642448426613e-16,1.4915764439710387e-20,3.7471195477842753e-22,4.2753469783178617e-29,5.150263609468997e-35,1.5512140924622825e-12,7.569099068253875e-16,3.6715627797253415e-19,5.168509259796013e-10,1.1989202918740507e-16,3.4141950942179794e-20,4.174863736216601e-12,5.08297677507638e-25
0.0015507836745075805,0.46985741106288864,1.2631193141268512e-11,2.8745896559539728e-11,4.17681428333295e-12,2.038528039890965e-09,0.0,0.0,3.5228773974081104e-07,3.0750587247986667e-09,7.370732237794164e-10,4.0434383123843155e-11,1.334227939002201e-13,-2.6419502776667714e-34,3.857473505762617e-26,2.1248435346187733e-17,6.542776357524515e-11,1.2892731464474857e-06,4.417900010715304e-22,1.2544585719744894e-25,2.420476139536939e-25,1.6214446379947596e-28,4.4544233449694966e-18,3.477841523386289e-17,3.4549829367413545e-16,2.6859615758673497e-19,1.6102676475988184e-29,2.0532441640043113e-18,1.630510163467435e-16,2.8284155548350396e-21,9.513285750677245e-17,4.0251257475028414e-25,9.595786604860768e-26,2.486177753468046e-20,3.76,0.0,0.579351263146407,0.9999762475402577,7.135183966596139e-09,2.2080405878741683e-09,0.000615241015933216,0.000616531068071008,2.2101671811919372e-05,2.356914460978164e-16,1.2897978379287579e-06,1.258627112184938e-07,6.236222282587705e-11,7.852315427637946e-10,1.5881385545650236e-19,1.3537899762596087e-10,1.2424580403145694e-09,1.315099642744642e-09,2.8051519830478447e-18,2.0979506793910236e-11,4.867480127452241e-12,6.754307469285709e-11,1.0747573044522282e-09,1.2394789863176621e-07,5.69462743314739e-15,1.7122898680270207e-16,4.2156407570203587e-13,6.602741196925782e-13,2.0309522978646113e-13,1.8372621091269642e-09,1.6873115210354596e-13,9.343028211120835e-20,1.4745639252914745e-13,2.712426837455653e-17,5.127167113396333e-13,2.4366261719248152e-12,5.866201701239073e-21,3.6486969304227054e-17,4.707470191916542e-22,3.579297989768699e-19,1.0673615203947948e-14,1.3311212295456155e-20,6.946663816308619e-14,7.06240324772799e-14,9.005655353248948e-10,1.4465252315848668e-15,3.502961348179654e-11,2.273942345480728e-14,2.5765245816398483e-17,7.914366371152236e-15,2.792465202365395e-15,3.684210741834418e-22,1.397117566797155e-13,7.796174841456686e-16,9.424038224964281e-13,5.296646653509042e-16,1.5629698405071962e-20,3.926470450648908e-22,4.8349346077283027e-29,5.824412433413201e-35,1.5727842701189188e-12,7.944984133912748e-16,4.00570001154868e-19,5.17575817081742e-10,1.3310090790264e-16,3.893796688233183e-20,4.2329904897186034e-12,5.776819734344896e-25
