Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623),S(3850),S(970),S(2764),CHF2O(206),CF3(45),S(1375),C3HF3(994),CH2F(46),S(2131)
7.527206535291466e-18,0.4698031688753232,7.978610842673506e-27,2.3531554194351067e-31,5.835462426503777e-38,8.644608888415668e-39,0.0,0.0,1.1435053561195608e-21,8.661957161152377e-38,5.620943596273968e-47,6.539701300906101e-47,1.0001351430766458e-52,1.3422554946111617e-65,2.9085827079891834e-46,3.120934365465488e-36,1.1487574033565376e-23,3.0826817012284094e-35,1.5883816728969537e-85,3.4668279726695514e-70,7.443318222738932e-83,6.794838378344738e-80,4.335436775946661e-27,7.548338806535257e-67,1.4234895098463217e-39,2.075457595566089e-84,8.768473768546954e-79,8.090393552345164e-60,1.4561587934368445e-56,1.1955225712885079e-58,2.4979481608348194e-52,2.088652245059494e-84,5.7672735903227886e-89,2.487348750482373e-86,3.76,0.0,0.5799680508775777,0.9999999999995396,9.923256238153918e-48,1.2915356458556097e-36,2.9941146876359115e-18,2.9941146876359115e-18,4.603999935840317e-13,4.2898510174713434e-39,3.0774242150376855e-35,1.1435133347295932e-21,1.9631389927230097e-39,7.891841971701617e-34,4.168390292166037e-60,2.1525049823498954e-35,2.66095537893207e-40,2.6252115533063033e-43,9.402873571374454e-42,4.856086490520399e-40,5.378950216077443e-30,1.3760508771835325e-36,4.460158598545245e-38,1.7721396411295687e-45,1.5471621908279888e-40,7.159401091057349e-49,7.219175683431665e-51,2.3484507261162626e-41,1.0717104165766612e-55,4.335436779235692e-27,1.3323496859632154e-62,4.457850865517831e-67,9.797286251849952e-56,1.7187095772959272e-54,5.342638864387998e-59,6.854145176304248e-41,4.7515566983746324e-67,1.5810083635615178e-45,3.1678741605407133e-65,4.3270221638708385e-54,7.213452574187839e-56,2.1877296314334412e-66,3.7074888312023394e-45,2.6821996888007334e-64,5.138068956755856e-50,7.01752789106031e-76,2.3004498828709888e-46,7.780580302901777e-78,2.0466174231245957e-58,5.67131119755517e-66,5.184332344232629e-61,1.1016048154447122e-75,2.1260112280338987e-73,5.37895019667011e-30,1.8843331686785538e-69,6.675114891864443e-63,2.764210057215952e-52,1.138710593639296e-50,3.440106865874767e-98,7.432950741280065e-108,3.187597657008322e-48,2.820541174651822e-77,1.1083851843381932e-60,1.1487574033566555e-23,2.6221017610290802e-73,5.321255854924563e-91,4.4600944223158404e-38,9.078629747922608e-96
1.506095278086555e-17,0.4698031688753232,1.5964153580332712e-26,4.708355432708156e-31,2.335705737856537e-37,3.4600964185685935e-38,0.0,0.0,2.288004200818887e-21,3.4670402356442662e-37,4.500172646420784e-46,5.235738414946202e-46,8.007162436975766e-52,1.074620543322777e-64,1.1641910808897993e-45,1.2491870836856627e-35,2.2985128583230205e-23,1.2338760575464798e-34,2.637684037461434e-84,2.7755703765293515e-69,2.3855965117256473e-81,1.0944171131742788e-78,8.674640215303674e-27,1.2087177559658562e-65,5.697667759952751e-39,6.649663806102566e-83,1.4045882534325954e-77,6.478876459660128e-59,1.1661080314962655e-55,9.573876684990037e-58,1.9998773878254852e-51,6.691938800920211e-83,1.8477983271903606e-87,7.96934279796336e-85,3.76,0.0,0.5799680508775777,0.9999999999990787,7.944638747419202e-47,5.1695084224535925e-36,5.9908306912471795e-18,5.9908306912471795e-18,9.21199974358383e-13,1.7170584282630707e-38,1.2317716929286078e-34,2.288020164969224e-21,7.857672058758065e-39,3.1587934617507534e-33,3.3372467934799975e-59,8.61562951907099e-35,1.065075632428495e-39,1.0507687738577417e-42,3.7635998858890583e-41,1.943700128893339e-39,1.0762573755454103e-29,5.507789600805053e-36,1.7852257902961824e-37,7.362020446634337e-45,6.192680784053691e-40,2.865653809946611e-48,5.779742006934675e-50,9.399923143581866e-41,4.290190302969377e-55,8.674640228468371e-27,2.133500125045627e-61,7.138385261884537e-66,7.802550722301907e-55,1.37601268730681e-53,4.277361770124415e-58,2.7434443207678856e-40,7.608698187733176e-66,1.2657680006123437e-44,2.5362255315332853e-64,3.4651270437895026e-53,2.8872609185524878e-55,1.7516386584893388e-65,1.483961739269157e-44,2.1630301513093733e-63,4.113579331292681e-49,1.1316516570914833e-74,1.622877236399514e-45,1.247003673081656e-76,8.19894919043743e-58,4.701523316894786e-65,4.150720924793651e-60,1.764049675770411e-74,3.404478106551334e-72,1.0762573677774192e-29,3.018441714591409e-68,5.34415073386802e-62,2.1887095611821142e-51,9.116608550318367e-50,1.1022555930421415e-96,4.763056130846935e-106,2.552016321203273e-47,4.6717273782521335e-76,8.873820977283304e-60,2.2985128583234916e-23,4.2002451938709795e-72,1.705471813901183e-89,1.7852001030775579e-37,2.909716722152665e-94
3.0128445272013716e-17,0.4698031688753232,3.1935239056396526e-26,9.418755907984335e-31,9.34586536390178e-37,1.3844892763474287e-37,0.0,0.0,4.577001890215428e-21,1.3872676971608495e-36,3.6015058035632524e-45,4.190183509705062e-45,6.408163557440404e-51,8.600230319068147e-64,4.6582807459797514e-45,4.998375464512323e-35,4.598023768255176e-23,4.937111484343817e-34,4.523433801616831e-83,2.2212998834444284e-68,7.639889256547196e-80,1.7714271219098145e-77,1.7353047075267688e-26,1.9347356393444227e-64,2.2798092594485336e-38,2.1292053000145333e-81,2.248648019255169e-76,5.185727121443794e-58,9.333590547647409e-55,7.662981689310482e-57,1.6005097134039495e-50,2.1427416415802133e-81,5.916590554062476e-86,2.5517631594931902e-83,3.76,0.0,0.5799680508775777,0.9999999999981571,6.3581255234824535e-46,2.0684767286355207e-35,1.1984262698469716e-17,1.1984262698469716e-17,1.842799897478089e-12,6.870470716045744e-38,4.928691284801364e-34,4.577033825441505e-21,3.1440923326863585e-38,1.263928836359583e-32,2.6708116922092334e-58,3.447374045177781e-34,4.2616899819753e-39,4.2044438064263794e-42,1.5059301841549976e-40,7.777332302413735e-39,2.1529820951290348e-29,2.2038332631324103e-35,7.143228525475007e-37,3.16091201269747e-44,2.4778789474139845e-39,1.146656863660428e-47,4.625554942590824e-49,3.761193654037401e-40,1.717079633625443e-54,1.7353047127943625e-26,3.4149933971787396e-60,1.142607781561502e-64,6.22791683874045e-54,1.1012283105260687e-52,3.423190248060474e-57,1.0977350852502438e-39,1.2178885250677169e-64,1.0129990756089899e-43,2.0297512359289097e-63,2.7735059786450867e-52,1.1552804576802575e-54,1.4020429002289614e-64,5.937779965286948e-44,1.755873730539949e-62,3.292113665766267e-48,1.8365054403982775e-73,1.2112234226178598e-44,1.9985018874477806e-75,3.286366197515117e-57,4.020386959732747e-64,3.3218813386861057e-59,2.8236672495423598e-73,5.449457441306429e-71,2.1529820640469527e-29,4.8323154990934003e-67,4.276944887249278e-61,1.7418954496972324e-50,7.296057488963143e-49,3.5297932118739047e-95,3.050266944335008e-104,2.042388666433172e-46,7.974605518162859e-75,7.10175379104341e-59,4.598023768257062e-23,6.724300771559803e-71,5.461785249973803e-88,7.143125743124916e-37,9.318387876667836e-93
6.026343025431005e-17,0.4698031688753232,6.387741001150584e-26,1.883955865345708e-30,3.7389547236576476e-36,5.53885871460055e-37,0.0,0.0,9.154997269000067e-21,5.5499741231122946e-36,2.8817518248446696e-44,3.3527858915400406e-44,5.127504578304673e-50,6.881490900967517e-63,1.8636156220677853e-44,1.999675651061085e-34,9.197045588116256e-23,1.9751661240703764e-33,8.203589300637633e-82,1.7773774474351045e-67,2.4457218110143903e-78,2.8971788477706463e-76,3.470986072019568e-26,3.0962069626590175e-63,9.120721559417898e-38,6.815558323008371e-80,3.598882616429377e-75,4.149632373427109e-57,7.468763418142148e-54,6.131937867056975e-56,1.280650943433585e-49,6.858887960222819e-80,1.89389093769807e-84,8.168160706068274e-82,3.76,0.0,0.5799680508775777,0.999999999996314,5.0874664205827114e-45,8.275253825695925e-35,2.3971126712914785e-17,2.3971126712914788e-17,3.6859995900015254e-12,2.748636009314295e-37,1.971797495955637e-33,9.155061146358151e-21,1.2578416640721623e-37,5.056538364526235e-32,2.1370551434377442e-57,1.3791740974558715e-33,1.704953598996562e-38,1.682051316540442e-41,6.024701325161262e-40,3.1114393505743147e-38,4.306431581129457e-29,8.816768102504079e-35,2.8577565493086105e-36,1.4367145606810677e-43,9.91312928565692e-39,4.587550709395157e-47,3.701148638009807e-48,1.5047223757693107e-39,6.872994747864676e-54,3.4709860930933724e-26,5.465104269034146e-59,1.8285454446841063e-63,4.976685225500693e-53,8.811499032271208e-52,2.739072649339754e-56,4.391655197344811e-39,1.949019092944359e-63,8.105531422729838e-43,1.62410937890229e-62,2.2193665495758982e-51,4.6218741610561035e-54,1.1221667413662284e-63,2.3754986779597185e-43,1.444544684155167e-61,2.634191119776149e-47,3.019209830815772e-72,9.341303259767567e-44,3.205381239931211e-74,1.3193360817446055e-56,3.6293817940078805e-63,2.6580302441398288e-58,4.5188231416127843e-72,8.720976574758295e-70,4.3064314567808897e-29,7.733952539413975e-66,3.4222058931325776e-60,1.3898863047789123e-49,5.837954397787847e-48,1.1301376737626207e-93,1.952782499195078e-102,1.6342212427730136e-45,1.4352046277107525e-73,5.682482155745063e-58,9.1970455881238e-23,1.0762009028124335e-69,1.7484556346901365e-86,2.8577154296626315e-36,2.983051702603309e-91
1.2053340021890273e-16,0.4698031688753232,1.27761751933651e-25,3.768117132408454e-30,1.4957036208868262e-35,2.215723870892534e-36,0.0,0.0,1.8310988026535576e-20,2.2201703290018621e-35,2.305620340863758e-43,2.6824873125827685e-43,4.102393327069533e-49,5.505715398931806e-62,7.455069146723031e-44,7.999353524660048e-34,1.8395089227825485e-22,7.901307872420466e-33,1.6214086068547275e-80,1.422037045728568e-66,7.82784161753718e-77,4.834946426290941e-75,6.942348771005149e-26,4.954435151057217e-62,3.6485855486287687e-37,2.181314929921136e-78,5.75904892668656e-74,3.3201262817359727e-56,5.975767218869166e-53,4.906171375668485e-55,1.0246180334132817e-48,2.1951825429823627e-78,6.061382323920626e-83,2.6142145567815476e-80,3.76,0.0,0.5799680508775777,0.9999999999926276,4.0703595547351313e-44,3.31037093169196e-34,4.794485474180493e-17,4.7944854741804935e-17,7.3723983601846e-12,1.0995441615368658e-36,7.887832263244134e-33,1.8311115788079777e-20,5.03177614744488e-37,2.022779960184272e-31,1.7098064479513832e-56,5.5171453797748586e-33,6.820370257746634e-38,6.728752995298836e-41,2.4100766531558144e-39,1.244677033450559e-37,8.613330740462989e-29,3.526994271397846e-34,1.1431956541789327e-35,7.1245894866925314e-43,3.965574435322002e-38,1.8353109205779396e-46,2.9612008114506143e-47,6.019379365861684e-39,2.75226841617099e-53,6.942348855307227e-26,8.745058800680522e-58,2.925971109939789e-62,3.9790951108566364e-52,7.049867593082355e-51,2.1914663330573104e-55,1.7568050929035002e-38,3.1187482356284684e-62,6.485040392733156e-42,1.2994108723392723e-61,1.7757178009703018e-50,1.8489001753374806e-53,8.983295903002079e-63,9.502768431647532e-43,1.2190393040618304e-60,2.1075529920533167e-46,5.087731008848585e-71,7.333614820655497e-43,5.151284232295557e-73,5.314381926639825e-56,3.5637820122014377e-62,2.1266394398499508e-57,7.230897835088803e-71,1.395507116821678e-68,8.613330243028244e-29,1.2376122550371609e-64,2.7380249346877347e-59,1.1104577250092202e-48,4.670806784688493e-47,3.618633484992906e-92,1.2499764328903465e-100,1.3075011305844177e-44,2.8054387460056485e-72,4.546417561745958e-57,1.8395089227855663e-22,1.7221717089870437e-68,5.596153225341832e-85,1.1431792049713626e-35,9.547633966613701e-90
2.4107334014808806e-16,0.4698031688753232,2.555304358256477e-25,7.536442538407084e-30,5.983058012152812e-35,8.863256669469384e-36,0.0,0.0,3.662296954147149e-20,8.881042688359733e-35,1.8445838054535684e-42,2.146097997061675e-42,3.2820707435521536e-48,4.4047813440295975e-61,2.982148969016279e-43,3.199871553418443e-33,3.67911765071922e-22,3.16065204452082e-32,3.582270610877687e-79,1.1376837659175395e-65,2.50515437490633e-75,8.37274273404376e-74,1.388507404897624e-25,7.927499463354111e-61,1.4594936060518878e-36,6.980745766414021e-77,9.215147649494943e-73,2.6562692867272182e-55,4.780916387295876e-52,3.9251855484385845e-54,8.197333389803285e-48,7.025125494765674e-77,1.939791379532289e-81,8.36613217161212e-79,3.76,0.0,0.5799680508775777,0.9999999999852548,3.2564421813814726e-43,1.3242022548763874e-33,9.58923107995852e-17,9.589231079958523e-17,1.474519344109637e-11,4.398357823018255e-36,3.155261581463996e-32,3.662322507107636e-20,2.012792360125297e-36,8.091449071874946e-31,1.3679100950970779e-55,2.2069479524639832e-32,2.728259767259977e-37,2.691610829607862e-40,9.640698804099362e-39,4.978910728142927e-37,1.7227129808460815e-28,1.4108551166512822e-33,4.572968692304175e-35,3.951807411476526e-42,1.5862943197405056e-37,7.342672768461283e-46,2.3690734113016268e-46,2.4078497220629913e-38,1.103229734188314e-52,1.3885074386198278e-25,1.399280767636048e-56,4.681792400262537e-61,3.1823856725512273e-51,5.640160278136695e-50,1.753256373898063e-54,7.027506669850309e-38,4.99025033423694e-61,5.188277887775669e-41,1.0395780481542276e-60,1.4206637943128466e-49,7.395902006961625e-53,7.195149255484712e-62,3.801262346965346e-42,1.0765372903302322e-59,1.6861224363981034e-45,8.961499652900948e-70,5.811113910203392e-42,8.312839184069578e-72,2.1551273351398746e-55,3.9072125065600134e-61,1.7014058983947817e-56,1.1570113312130202e-69,2.2329425591426104e-67,1.7227127818640865e-28,1.9803234988490749e-63,2.1905243599033242e-58,8.877872943856608e-48,3.736822514111821e-46,1.159098662589885e-90,8.000473550322013e-99,1.0460505604735228e-43,6.117421867658491e-71,3.6373070204797504e-56,3.679117650731292e-22,2.7556749623958078e-67,1.7909442813656615e-83,4.5729028927122784e-35,3.055541863229504e-88
4.821532200064588e-16,0.4698031688753232,5.110678038004669e-25,1.5073104837899686e-29,2.393271957120895e-34,3.5453752286146307e-35,0.0,0.0,7.324693257080293e-20,3.5524893510783763e-34,1.4757020195082064e-41,1.7169291804345895e-41,2.625719361752162e-47,3.523908595336008e-60,1.1928838295569362e-42,1.2799746144101472e-32,7.3583351065718675e-22,1.2642867699732337e-31,9.141662994648632e-78,9.101688111856272e-65,9.287806313813417e-74,1.6078686076576835e-72,2.777052412491818e-25,1.2684321690003406e-59,5.8380931956313545e-36,2.233926017618929e-75,1.4744771497481378e-71,2.125082892574942e-54,3.82485415839104e-51,3.140247820833063e-53,6.558022344274805e-47,2.248126699021712e-75,6.207570950235818e-80,2.677265927671285e-77,3.76,0.0,0.5799680508775776,0.9999999999705093,2.605215501040878e-42,5.296916785810468e-33,1.9178722291514566e-16,1.9178722291514578e-16,2.9490773765108967e-11,1.759380689117638e-35,1.2621305408444594e-31,7.324744363528284e-20,8.051333245711976e-36,3.236645468683862e-30,1.0943540514453804e-54,8.827971409092411e-32,1.0913266304165096e-36,1.0766663239398495e-39,3.8563579063926575e-38,1.991604811395175e-36,3.445473094177949e-28,5.643535284584465e-33,1.8292246927436634e-34,2.4622575798191974e-41,6.345306365296915e-37,2.9380331671762474e-45,1.8953038282112918e-45,9.631594840560878e-38,4.431230671170898e-52,2.7770525473833744e-25,2.2389063094786017e-55,7.491058396113316e-60,2.545569839449628e-50,4.5122328547828004e-49,1.402638451098504e-53,2.811060136704576e-37,7.984599840727441e-60,4.150719676071598e-40,8.316821790998054e-60,1.1365664156014993e-48,2.9584212834362583e-52,5.7693166768656795e-61,1.520536114068043e-41,1.0232632462555288e-58,1.3489299670556724e-44,1.6965011590495824e-68,4.626578578243733e-41,1.3525634135468159e-70,8.855000412140578e-55,4.8155667814364644e-60,1.3611756488864813e-55,1.8512889425448764e-68,3.572846548656785e-66,3.4454722982337764e-28,3.1686327155736506e-62,1.7524617635371375e-57,7.100010116786823e-47,2.989528480214301e-45,3.7159577310538485e-89,5.120503732448882e-97,8.368603094035425e-43,1.4999429408616174e-69,2.9099151698627637e-55,7.358335106620156e-22,4.4092401289028237e-66,6.639888209178153e-82,1.829198372304043e-34,1.1328357113843741e-86
9.643129797232e-16,0.4698031688753232,1.0221425405134085e-24,3.014647538688868e-29,9.573185699244723e-34,1.418164861629952e-34,0.0,0.0,1.4649485862730424e-19,1.4210101956887978e-33,1.1805755436197466e-40,1.373575694306144e-40,2.1006011284781064e-46,2.819160137440629e-59,4.7715836381843546e-42,5.119950155136087e-32,1.4716770018194381e-21,5.057200365450412e-31,2.5165725815325004e-76,7.281440022698396e-64,2.9848695544978585e-72,3.333992026480162e-71,5.554142235680118e-25,2.029517262295335e-58,2.3352610296355928e-35,7.148700698502734e-74,2.359206178877627e-70,1.700093550316162e-53,3.0599317468412817e-50,2.512238009926242e-52,5.246480096066734e-46,7.194143390370427e-74,1.9864609138187598e-78,8.567418919989663e-76,3.76,0.0,0.5799680508775774,0.9999999999410181,2.0841970063325773e-41,2.1187882677668037e-32,3.8357704714626634e-16,3.8357704714626683e-16,5.898189506194288e-11,7.037608468087479e-35,5.048575360898395e-31,1.4649588075654903e-19,3.2205660596185565e-35,1.294671349604779e-29,8.754936314096269e-54,3.531224479748807e-31,4.365355091361719e-36,4.306709803615431e-39,1.542558795696092e-37,7.966500290966289e-36,6.890994519770888e-28,2.2574370774348758e-32,7.31697320361541e-34,1.6901221870700037e-40,2.5381483578661953e-36,1.1759486721311221e-44,1.516261091449717e-44,3.852677124942041e-37,1.787089646381252e-51,5.554142775251813e-25,3.58229573483199e-54,1.1985844761506925e-58,2.036348374489514e-49,3.609825174025301e-48,1.1221241468235651e-52,1.1244357150157795e-36,1.2775508868675444e-58,3.320613301780293e-39,6.6535363951368665e-59,9.092665769843571e-48,1.183380784385399e-51,4.636361221458897e-60,6.082208246346032e-41,1.0778416816239753e-57,1.079156780958435e-43,3.5548374096133205e-67,3.692337560276062e-40,2.236017222303719e-69,3.7295009030759937e-54,6.556087356666742e-59,1.0889819963757112e-54,2.9621722993348215e-67,5.716772484554529e-65,6.890991335961818e-28,5.069904440959468e-61,1.4019871367250996e-56,5.67913669154292e-46,2.3916503840975386e-44,1.193416849204771e-87,3.277182929914516e-95,6.694961889858491e-42,4.067578174652002e-68,2.3279605387720293e-54,1.4716770018387544e-21,7.054912360435639e-65,2.1338949553058265e-80,7.316867920246958e-34,3.640652272385595e-85
1.9286324991566827e-15,0.46980316887532325,2.044292016992516e-24,6.029340028506079e-29,3.8292941462365576e-33,5.672691050138461e-34,0.0,0.0,2.9299071073166046e-19,5.6840696932538234e-33,9.444659065672555e-40,1.0988927540380979e-39,1.6804920096441496e-45,2.255341178798896e-58,1.9086429878072557e-41,2.047990170357031e-31,2.94336398411083e-21,2.022891907950048e-30,7.395274603174453e-75,5.825191572879853e-63,9.55295113865808e-71,7.761115329301994e-70,1.1108321114056478e-24,3.2472482136749374e-57,9.34109159661466e-35,2.2876059752990033e-72,3.774763814747517e-69,1.3600861357469074e-52,2.447964765620768e-49,2.0098063090787317e-51,4.197208912226705e-45,2.3021476282603467e-72,6.356736336697401e-77,2.7416022934781045e-74,3.76,0.0,0.5799680508775771,0.999999999882036,1.667367291804635e-40,8.475196178062571e-32,7.671566956085067e-16,7.671566956085088e-16,1.179639802512657e-10,2.815069002497179e-34,2.019441888342541e-30,2.929927549704946e-19,1.288232976143335e-34,5.178711675016656e-29,7.003990612047883e-53,1.4124969719097117e-30,1.7461542483363932e-35,1.722693241674508e-38,6.1702660975923375e-37,3.186616329046362e-35,1.3782042166673557e-27,9.029794235552651e-32,2.926804168307967e-33,1.240222489562336e-39,1.0152645009194517e-35,4.709606244675353e-44,1.2130160671145841e-43,1.541078686080888e-36,7.265056515852731e-51,1.1108323272354074e-24,5.731709604373086e-53,1.9177469100065168e-57,1.6290804791515445e-48,2.887870954180139e-47,8.977047438319612e-52,4.497767512666779e-36,2.0440900453705838e-57,2.656503448392646e-38,5.322860699621221e-58,7.274175069927883e-47,4.7335490779733594e-51,3.742335479079981e-59,2.43289720777572e-40,1.2770341278660926e-56,8.633305476753422e-43,8.377069300143078e-66,2.95029985791439e-39,3.8076671864887055e-68,1.6417968828872106e-53,9.57066779332524e-58,8.712359559532282e-54,4.739734360801037e-66,9.147353555290223e-64,1.3782029431372551e-27,8.111920783839805e-60,1.1215981044650223e-55,4.543031063244508e-45,1.9133304064886383e-43,3.8464106836964895e-86,2.0974128467234827e-93,5.35600122910366e-41,1.1844644959880307e-66,1.8623807220355979e-53,2.943363984188094e-21,1.1287962302097484e-63,6.829444232482084e-79,2.9267620543152015e-33,1.165175989675014e-83
3.857271538023648e-15,0.4698031688753233,4.0885909821637034e-24,1.2058798528361407e-28,1.531721865650717e-32,2.269084391288812e-33,0.0,0.0,5.859824149057883e-19,2.2736336592981803e-32,7.555747546159637e-39,8.791578962656871e-39,1.3443994123288537e-44,1.8042777934569896e-57,7.634589964331438e-41,8.19197904813746e-31,5.886737948561165e-21,8.091599992235218e-30,2.261207875649225e-73,4.6601750661662196e-62,3.0569713652954647e-69,2.01822796276577e-68,2.221667579880909e-24,5.1956134901885615e-56,3.736446114357261e-34,7.320372519946795e-71,6.03964840422879e-68,1.0880740682662098e-51,1.9583795597030155e-48,1.6078514072823486e-50,3.3577769790812214e-44,7.366905091356344e-71,2.0341656305549252e-75,8.773181267756304e-73,3.76,0.0,0.5799680508775763,0.9999999997640726,1.333897459308553e-39,3.390087092577904e-31,1.5343159925329834e-15,1.5343159925329915e-15,2.3592752101589173e-10,1.1260395022743177e-33,8.077799876797815e-30,5.859865032840384e-19,5.152945009194317e-34,2.07148988711217e-28,5.6032091131703474e-52,5.650002221737971e-30,6.984661399356727e-35,6.890794956138763e-38,2.468112340724754e-36,1.2746497769662024e-34,2.7564156643345758e-27,3.6119268781293847e-31,1.1707246449160915e-32,9.474275426088233e-39,4.061068282450784e-35,1.888477405458898e-43,9.704157030501944e-43,6.164330403171769e-36,2.9994014157060554e-50,2.221668443202012e-24,9.170764243221875e-52,3.0684033085085135e-56,1.3033367413882987e-47,2.3102935034326066e-46,7.181660807573174e-51,1.799113001064761e-35,3.2705404022975853e-56,2.1252043335247336e-37,4.2583011905286394e-57,5.81933891871387e-46,1.893425938113388e-50,3.0465907961826894e-58,9.731625858972153e-40,1.685240968218013e-55,6.906664872286897e-42,2.2009113220392692e-64,2.3588117756802116e-38,6.828321667471414e-67,7.767381248392067e-53,1.4577804276732681e-56,6.970629365907585e-53,7.584328118771744e-65,1.463727790250439e-62,2.756410570201262e-27,1.2979132199384073e-58,8.972839291016691e-55,3.6344259758378785e-44,1.5306668595561025e-42,1.2484189714146594e-84,1.342344692423566e-91,4.284813592056336e-40,3.6028277202373935e-65,1.4899109817081553e-52,5.886737948870224e-21,1.8060821707290105e-62,2.1854427270277932e-77,1.170707798931197e-32,3.7285982660639154e-82
5.785910576890613e-15,0.46980316887532336,6.1328899595479376e-24,1.8088330548586705e-28,3.2549118570185315e-32,4.8218111703209674e-33,0.0,0.0,8.789741190453312e-19,4.831475139629339e-32,2.1604728613471208e-38,2.513911509878733e-38,3.844148376349078e-44,5.159109920918451e-57,1.6223513748727119e-40,1.740796487522857e-30,8.830111912879052e-21,1.7194682726510756e-29,1.032058616377248e-72,1.3325213466232043e-61,1.3514569224690307e-68,8.625638152351154e-68,3.332502741156245e-24,1.91234358607791e-55,7.939953892836918e-34,3.424635294373489e-70,2.3025782112921012e-67,3.2302249649690475e-51,5.813945854491662e-48,4.773314231157806e-50,9.601150679797755e-44,3.446404963790217e-70,9.52025419414877e-75,4.1042957444994575e-72,3.76,0.0,0.5799680508775755,0.9999999996461097,3.814115409077439e-39,7.203940460004835e-31,2.3014752894574563e-15,2.3014752894574733e-15,3.538904321698586e-10,2.3928516618055727e-33,1.7165357456463812e-29,8.789802514832348e-19,1.095001633493331e-33,4.401919227757483e-28,1.6021688264886155e-51,1.2006263650815755e-29,1.4842461535681568e-34,1.4642957769866133e-37,5.244742096149847e-36,2.708632807556803e-34,4.134629030288453e-27,7.6753503545386645e-31,2.487791731684576e-32,2.6761869182521e-38,8.629776482977091e-35,4.019817974662001e-43,2.7756462900214153e-42,1.3099211881651148e-35,6.531329673616483e-50,3.332504575714769e-24,3.3762161317214976e-51,1.129632186255095e-55,3.7268683915860554e-47,6.6059839063083315e-46,2.0536617579922221e-50,3.823120073397169e-35,1.2040467184971331e-55,6.0767530012083885e-37,1.2176089239246409e-56,1.7276140991830873e-45,4.023535319288876e-50,8.81584080908002e-58,2.067973845325481e-39,5.9232874393580595e-55,1.9748759916015833e-41,9.642240208528151e-64,6.743678620602692e-38,2.7131017915097307e-66,1.8268776020918788e-52,5.305213380699189e-56,2.0006236280805784e-52,2.7991538567229212e-64,5.4022018863377e-62,4.1346182052471266e-27,4.948299382673318e-58,2.5656780365942333e-54,1.039232376119455e-43,4.376750589801153e-42,5.872943015263249e-84,7.524003482517223e-91,1.225189802959984e-39,1.628332862305679e-64,4.2602211338708996e-52,8.830111913535805e-21,6.8856955559015325e-62,9.6616283285933e-77,2.4877559334332563e-32,1.6483767882735572e-81
