Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174)
1.5685771297106371e-18,0.5624492387389269,4.536450071869231e-25,6.618140048918755e-29,1.4920873423049881e-37,2.9306799150005356e-37,0.0,0.0,8.721580638708804e-21,8.461043187122424e-37,3.683870416530503e-46,4.286001115827173e-46,3.6528440092401235e-51,1.273169549960181e-69,4.75470344579472e-47,1.1038598915617755e-34,3.000871399100477e-50,4.647342813935224e-34,3.827348171738703e-84,3.953514709838691e-73,3.2225252021215505e-80,1.7377261882777837e-79,8.670855155365477e-25,2.7454286563987847e-70,2.6949032128969005e-57,3.267152502712867e-90,4.497029760094751e-103,2.5867413768523193e-82,3.344515041865089e-103,1.1453730761237786e-98,1.0200754053769162e-55,2.156719819715856e-101,1.443177030825478e-99,1.2321424612166851e-112,3.76,0.0,0.7923127460440886,0.9999999999996093,6.130361365578097e-47,2.02533823890781e-63,5.559610805192731e-17,5.559610805192731e-17,3.906623454331157e-13,3.9751759276811083e-38,4.647342813933359e-34,8.72203428371498e-21,1.6458863579850693e-36,6.026379421421681e-34,6.88771581075284e-56,3.671434213925163e-34,3.1923514362709984e-38,1.8000516667200274e-41,9.034062493018735e-39,4.0795786888165724e-37,4.4836618312306456e-36,4.4771721884948646e-35,3.4229526779284585e-40,6.927412747654076e-44,2.0374786464462882e-38,5.734913477481966e-44,1.51248853059686e-49,7.728375236081852e-39,1.0694059774641662e-52,8.670855156469335e-25,4.274031703879473e-62,1.9300817149072358e-66,3.019599568001047e-54,1.477392107148999e-56,2.3064753387655324e-58,4.131485108306336e-48,1.8839713856620144e-66,8.489293295352959e-63,4.477372900586643e-61,1.432163018155902e-51
3.138517054494872e-18,0.5624492387389269,9.07684145577042e-25,1.3242030038559469e-28,5.972237873388274e-37,1.173035724091685e-36,0.0,0.0,1.7450738671538773e-20,3.386622286339686e-36,2.949336283817254e-45,3.431406964443538e-45,2.9244963010117516e-50,1.0193097813598857e-68,1.903120489545547e-46,4.41831630761999e-34,2.402521777555494e-49,1.860148260829921e-33,1.2262634829984041e-82,6.332985014296854e-72,1.0328249666191356e-78,5.569442843037499e-78,1.734924363185352e-24,4.3962628872871917e-69,2.157561192236606e-56,1.0483693383925996e-88,2.882682205959685e-101,8.290544517726348e-81,2.1432063904216424e-101,7.343288794962845e-97,8.166805749329484e-55,1.3827299494585948e-99,9.252588512580329e-98,1.5803451300524158e-110,3.76,0.0,0.7923127460440885,0.9999999999992183,4.9080166141906255e-46,3.243180004469577e-62,1.1124051854351745e-16,1.1124051854351745e-16,7.816640998617741e-13,1.591106389302968e-37,1.8601482608284287e-33,1.7451646355680315e-20,6.587834735579073e-36,2.412122288221213e-33,5.5143606746791425e-55,1.4695304889233778e-33,1.2777725299170033e-37,7.204897739692975e-41,3.615979341009066e-38,1.632894644424405e-36,1.7946332084807337e-35,1.7920356601465986e-34,1.370073118504808e-39,2.7823662268290785e-43,8.155224408317179e-38,2.29546001398615e-43,1.2109256140269948e-48,3.093364167136238e-38,4.281208122647076e-52,1.7349243636271826e-24,6.844111008851099e-61,3.0906868321386004e-65,1.2089425766454426e-53,1.1828120000005763e-55,1.8470509095414135e-57,3.3077003078635793e-47,3.016849230962172e-65,1.3594111327323139e-61,3.584620754869077e-60,1.1468919458832754e-50
6.278396904063341e-18,0.5624492387389269,1.8157624223773347e-24,2.648981012663371e-28,2.389673079231569e-36,4.6936708530650085e-36,0.0,0.0,3.490905473718503e-20,1.355090042516153e-35,2.3603653900322865e-44,2.746168445568171e-44,2.340485863021932e-49,8.15757613819164e-68,7.614960885405473e-46,1.767902034976062e-33,1.9227475974466325e-48,7.443016020761334e-33,3.9264642332942735e-81,1.0138669065870549e-70,3.3076290797116964e-77,1.7836179120068562e-76,3.4706020578197816e-24,7.03688369109815e-68,1.726704689316308e-55,3.3653602214118397e-87,1.8463844819914826e-99,2.6550515082805757e-79,1.3725221641636083e-99,4.703837281978331e-95,6.535926676295585e-54,8.857253058782411e-98,5.926863588610782e-96,2.0248940847647442e-108,3.76,0.0,0.7923127460440884,0.9999999999984363,3.9279049371121827e-45,5.1912001182371426e-61,2.2252933952669776e-16,2.2252933952669776e-16,1.5636676019614304e-12,6.3664985292956245e-37,7.443016020749395e-33,3.4910870499591264e-20,2.635991999443759e-35,9.651631086463304e-33,4.41316446651878e-54,5.880036107666877e-33,5.112754532388275e-37,2.8828975794960326e-40,1.4468627388595115e-37,6.533705521534384e-36,7.180870451872278e-35,7.1704768751514445e-34,5.4820770778668266e-39,1.1209880443132158e-42,3.263152030448099e-37,9.184830522498005e-43,9.691145682084213e-48,1.237748596188884e-37,1.713678918218831e-51,3.470602059587678e-24,1.095510811823334e-59,4.947144827560225e-64,4.839872403114453e-53,9.466090753229767e-55,1.4783893543984912e-56,2.6471655643959506e-46,4.8289557611622385e-64,2.1759576239559523e-60,2.868786043315638e-59,9.179783919683543e-50
1.255815660320028e-17,0.5624492387389269,3.631918976058141e-24,5.298537073795344e-28,9.56024845754898e-36,1.8777739802461845e-35,0.0,0.0,6.982568686842281e-20,5.421242551704028e-35,1.8886509332103616e-43,2.197351994474118e-43,1.8727443030491287e-48,6.527300326462198e-67,3.046480209027743e-45,7.072759325196146e-33,1.5384902105213396e-47,2.977691086106726e-32,1.256856070361938e-79,1.6226586483553018e-69,1.0588557463715946e-75,5.709812163683275e-75,6.941957444435923e-24,1.1261304978692692e-66,1.381626112085262e-54,1.0824270553070282e-85,1.1821559921065872e-97,8.499489853422683e-78,8.786927626783229e-98,3.011778900887683e-93,5.229734405370155e-53,5.671133255691543e-96,3.7948597578813844e-94,2.593178732880961e-106,3.76,0.0,0.7923127460440882,0.9999999999968723,3.142920734686744e-44,8.307610299290465e-60,4.451069814930582e-16,4.451069814930582e-16,3.127674579130103e-12,2.547014341294869e-36,2.9776910860971723e-32,6.98293187873343e-20,1.0545684452683662e-34,3.8612809100975296e-32,3.5312020871851846e-53,2.3523973279195434e-32,2.0454347650815014e-36,1.1533467565980485e-39,5.78839309055369e-37,2.6139076580199897e-35,2.8728157709060956e-34,2.8686576634919786e-33,2.1931878033426532e-38,4.546125190818284e-42,1.3054732958385667e-36,3.674530682447649e-42,7.754413173094847e-47,4.95180035817833e-37,6.860936512319132e-51,6.941957451508661e-24,1.75317982970687e-58,7.917068839355673e-63,1.9382863453013728e-52,7.57431074646428e-54,1.1830110164360605e-55,2.1181346645405986e-45,7.727927134361872e-63,3.482252210578606e-59,2.2954647035458158e-58,7.345686861399176e-49
2.5117676001474155e-17,0.562449238738927,7.264232083740636e-24,1.0597649370127797e-27,3.8244106806932294e-35,7.511707275737583e-35,0.0,0.0,1.3965895113067947e-19,2.1686735095747597e-34,1.511064209353415e-42,1.7580485074376053e-42,1.498337715111952e-47,5.222336074348753e-66,1.218691260681578e-44,2.829333981506236e-32,1.2309090338995567e-46,1.1911733875312049e-31,4.0225595592976803e-78,2.5966311771162593e-68,3.3890016271694766e-74,1.8274975392196356e-73,1.3884668207057332e-23,1.801992119559931e-65,1.1054058617172735e-53,3.4970276606002183e-84,7.567302479650234e-96,2.720368886803455e-76,5.624525890403093e-96,1.92796197344389e-91,4.1841848267356335e-52,3.63032272245018e-94,2.429243853997093e-92,3.3201102149974644e-104,3.76,0.0,0.7923127460440877,0.9999999999937442,2.5145753259354075e-43,1.3293528735201746e-58,8.90262265425779e-16,8.902622654257792e-16,6.2556884253448926e-12,1.0188889492273208e-35,1.1911733875235615e-31,1.396662153625049e-19,4.218617096503626e-34,1.5446380675164467e-31,2.825229903975523e-52,9.41035513529344e-32,8.18240518929519e-36,4.6137625134292505e-39,2.315545673471632e-36,1.0456481591809417e-34,1.1492198330266658e-33,1.1475564547442024e-32,8.773465213255493e-38,1.8677565323751315e-41,5.222318180696799e-36,1.469932212147405e-41,6.204129248778686e-46,1.980881349399556e-36,2.7486822626490142e-50,1.3884668235350585e-23,2.8053777862556823e-57,1.2668619956587945e-61,7.769955561901733e-52,6.060023812638025e-53,9.465286554579218e-55,1.6946686337725985e-44,1.2365961656682826e-61,5.572179561042039e-58,1.836546129008988e-57,5.877293358942525e-48
5.0236714798021906e-17,0.562449238738927,1.4528858300389158e-23,2.119587465906675e-27,1.5298265719365905e-34,3.004805212142419e-34,0.0,0.0,2.79325479654317e-19,8.675047028629634e-34,1.2089087540394302e-41,1.4065055723718173e-41,1.1987271040758353e-46,4.1780671855038706e-65,4.874963396206889e-44,1.1317796429056469e-31,9.847739757660784e-46,4.76488754820344e-31,1.2873182863727182e-76,4.154911778932232e-67,1.0845866473639133e-72,5.848564403950668e-72,2.7770089689856677e-23,2.8833341045344184e-64,8.843667069717792e-53,1.1400135730376036e-82,4.843555027675272e-94,8.706032062967094e-75,3.599982857415756e-94,1.234031191020818e-89,3.3475068456831316e-51,2.3236617872781896e-92,1.5548868644151467e-90,4.250279734789643e-102,3.76,0.0,0.7923127460440869,0.9999999999874882,2.0117557590180623e-42,2.1270727847898605e-57,1.7805728332912188e-15,1.7805728332912195e-15,1.251171568528427e-11,4.0757239953463227e-35,4.764887548142289e-31,2.7934000851158427e-19,1.6875155041323253e-33,6.178803681358392e-31,2.2602912225791025e-51,3.7642952237926476e-31,3.273095448091312e-35,1.8455801140124257e-38,9.262559556266991e-36,4.182762834983837e-34,4.597066387876393e-33,4.590412604407102e-32,3.509528894081782e-37,7.86461379640991e-41,2.0890122745806482e-35,5.879970623123998e-41,4.963542887707885e-45,7.923847821044438e-36,1.1027852175276492e-49,2.7770089803034296e-23,4.48883651193054e-56,2.0270839708632377e-60,3.12105257315951e-51,4.8482489829144505e-52,7.572708874378436e-54,1.3557992708991025e-43,1.9786560500963161e-60,8.915947959885645e-57,1.469306653383207e-56,4.70213207521874e-47
1.0047479239111741e-16,0.5624492387389273,2.9058110738820336e-23,4.239232802204114e-27,6.119431192546822e-34,1.2019465668965791e-33,0.0,0.0,5.586585366980892e-19,3.470089410755632e-33,9.67149955871378e-41,1.1252311621591382e-40,9.590044884677608e-46,3.3425330651880174e-64,1.950025023706629e-43,4.5272106608917455e-31,7.878378805014332e-45,1.9059938875860605e-30,4.119577267145305e-75,6.648100369501344e-66,3.4708470668747616e-71,1.871632168474356e-70,5.554093248568146e-23,4.613452087821809e-63,7.075102155228355e-52,3.781701793872775e-81,3.100029373446128e-92,2.7860666060307385e-73,2.3040816089850707e-92,7.898233321286678e-88,2.678069159692315e-50,1.4872252693348084e-90,9.951822798524296e-89,5.44070297465306e-100,3.76,0.0,0.7923127460440851,0.9999999999749761,1.609442804174047e-41,3.403403007796362e-56,3.561193969022094e-15,3.561193969022096e-15,2.5023768475202475e-11,1.6303246521067497e-34,1.9059938875371384e-30,5.586875948046954e-19,6.750199350035889e-33,2.4715717520058428e-30,1.8082758989321147e-50,1.505748723596335e-30,1.3092649676552706e-34,7.382470744480751e-38,3.7050991758934056e-35,1.673139174454953e-33,1.8388639667954152e-32,1.8362023995819155e-31,1.4038401228715347e-36,3.460542848487139e-40,8.356219104408162e-35,2.35203811515147e-40,3.9709300948689876e-44,3.1696036140228776e-35,4.437371734123927e-49,5.554093293840112e-23,7.182324043577068e-55,3.243418133878644e-59,1.2588017673419932e-50,3.878690896831935e-51,6.05835932919519e-53,1.0846651622988696e-42,3.1659311723743013e-59,1.426588468179748e-55,1.1754732234929271e-55,3.761824334184513e-46
2.0095094757730844e-16,0.5624492387389277,5.811661563621921e-23,8.478524588837788e-27,2.4477977008128367e-33,4.807835401979299e-33,0.0,0.0,1.1173246507716227e-18,1.388049884273357e-32,7.737291417222681e-40,9.001956067422791e-40,7.672127638661745e-45,2.674058154098291e-63,7.80017937655239e-43,1.81090267199302e-30,6.302777843454712e-44,7.624053831632835e-30,1.318290108024285e-73,1.063715380375333e-64,1.2867734324513819e-69,6.938843742243009e-69,1.1108261739823535e-22,7.381617826656513e-62,5.660149804185675e-51,1.5288074230620465e-79,2.2929449312221235e-90,1.0325478618690879e-71,1.474645564426558e-90,6.679331557893212e-86,2.1424809417204437e-49,1.257709554956696e-88,8.416009860262274e-87,1.219129643041384e-97,3.76,0.0,0.7923127460440815,0.999999999949952,1.2875695169376374e-40,5.445514054330951e-55,7.122436240483826e-15,7.122436240483833e-15,5.004786713519859e-11,6.521380026469542e-34,7.624053831241453e-30,1.117382767370728e-18,2.700107206960152e-32,9.886387538313845e-30,1.4466378876635972e-49,6.023056159880113e-30,5.23711435569169e-34,2.9530184105264975e-37,1.4820547248237362e-34,6.692624780975929e-33,7.35553068973657e-32,7.34488431517459e-31,5.615417646267838e-36,1.635940441684297e-39,3.342521642047177e-34,9.408264274406406e-40,3.1767823689275138e-43,1.2678543426592632e-34,1.795879861089742e-48,1.110826192091324e-22,1.1491866893292306e-53,5.189535897623138e-58,5.118102237248301e-50,3.1029889780300337e-50,4.846764950891527e-52,8.677424271518611e-42,5.065554243805919e-58,2.2825707947056584e-54,9.403897392113393e-55,3.009506481918701e-45
4.0190325794969044e-16,0.5624492387389284,1.1623362551316305e-22,1.6957112618262e-26,9.791243191960168e-33,1.9231441236165887e-32,0.0,0.0,2.2346568788626438e-18,5.552227777038646e-32,6.189869775670095e-39,7.201607484965847e-39,6.137739617740872e-44,2.1392591638388306e-62,3.1200875674942385e-42,7.243647420356864e-30,5.0422521929652066e-43,3.049637624170741e-29,4.2185688660217926e-72,1.701960062571694e-63,4.135325862555865e-68,2.2299481126581153e-67,2.221659845069606e-22,1.181066561047136e-60,4.528148162447894e-50,5.637995872641619e-78,1.4767657568623803e-88,3.3182870737682835e-70,9.437862241816686e-89,4.291063453894111e-84,1.7139952236208036e-48,8.080018694582804e-87,5.406774259314147e-85,1.5657318510464244e-95,3.76,0.0,0.7923127460440744,0.9999999998999038,1.0300617144071358e-39,8.712877877877112e-54,1.4244920783407215e-14,1.4244920783407247e-14,1.0009603677584491e-10,2.608577341856643e-33,3.049637623857635e-29,2.234773112422033e-18,1.0800483761976643e-31,3.9545750978494117e-29,1.1573171774897158e-48,2.4092347145382203e-29,2.094857365544914e-33,1.1812134306086587e-36,5.928248877600759e-34,2.677063530384029e-32,2.9422272393515513e-31,2.937968669940706e-30,2.2461785085508026e-35,8.557479057670098e-39,1.3370154559172375e-33,3.7633377375237645e-39,2.541441178274031e-42,5.071443163366417e-34,7.350861807027172e-48,2.221659917505856e-22,1.838710551831605e-52,8.303310488840404e-57,2.113527437821081e-49,2.4824050081448287e-49,3.877443907142754e-51,6.941980589835725e-41,8.10493563915399e-57,3.652136058532134e-53,7.523162554911815e-54,2.407623262294128e-44
8.038078786944545e-16,0.5624492387389298,2.3246764559563516e-22,3.39143065017512e-26,3.916509307267093e-32,7.692597507381488e-32,0.0,0.0,4.469321334820506e-18,2.220896758718934e-31,4.951910371015633e-38,5.761302916732716e-38,4.910207999685148e-43,1.7114123228261822e-61,1.2480381587454016e-41,2.897466248194634e-29,4.033813718851723e-42,1.2198586161309866e-28,1.349948459039576e-70,2.7231484531432007e-62,1.323487231778719e-66,7.136820481977844e-66,4.443327078588815e-22,1.8897131441872225e-59,3.6225315967028425e-49,2.268522282551889e-76,9.453516271611614e-87,1.0619987942656511e-68,6.040309134722401e-87,2.746458336972985e-82,1.3712007263514349e-47,5.171548515585797e-85,3.460560676043296e-83,2.004201729940946e-93,3.76,0.0,0.7923127460440602,0.9999999997998076,8.240517980796577e-39,1.3940648908032396e-52,2.848988986925369e-14,2.848988986925381e-14,2.0019226533987646e-10,1.0434432410653795e-32,1.2198586158805006e-28,4.469553802201607e-18,4.3202044916422784e-31,1.5818340367545018e-28,9.258564887938055e-48,9.636963338841248e-29,8.379458518410112e-33,4.724866205853351e-36,2.3713054421059914e-33,1.0708281367998694e-31,1.1768938875421383e-30,1.1751904571050921e-29,8.984737086633246e-35,5.033951624879498e-38,5.348075413986489e-33,1.5053492325029616e-38,2.0331590011980428e-41,2.0285824227153915e-33,3.074197332343033e-47,4.443327368334542e-22,2.941946281854803e-51,1.3285337769989534e-55,8.984351812054614e-49,1.9859284510599042e-48,3.101969426224048e-50,5.553600913923534e-40,1.2967927635666225e-55,5.8434339723636e-52,6.018547899285636e-53,1.926104673825968e-43
1.6076171201839825e-15,0.5624492387389326,4.649356870749173e-22,6.782876556739953e-26,1.5666073711808065e-31,3.0770440753173795e-31,0.0,0.0,8.938650245839508e-18,8.883598329910159e-31,3.961533946892132e-37,4.609048906968719e-37,3.9281750063007144e-42,1.369131751788937e-60,4.992158645412e-41,1.1589879021367048e-28,3.2270557563356454e-41,4.879444382667664e-28,4.3198449509477457e-69,4.357047374799693e-61,4.235187395855404e-65,2.283797754396963e-64,8.88666111100609e-22,3.0235478821955163e-58,2.8980332865738865e-48,1.0229870532818379e-74,6.050316997465609e-85,3.398421507292762e-67,3.8658680684458853e-85,1.757739770020647e-80,1.0969629750139034e-46,3.309805599755059e-83,2.2147684991953228e-81,2.565388211947715e-91,3.76,0.0,0.7923127460440317,0.9999999995996156,6.59242387011705e-38,2.2305073665258837e-51,5.697982804094543e-14,5.697982804094591e-14,4.0038427959987486e-10,4.173855477129883e-32,4.879444380663772e-28,8.939115180468605e-18,1.728083994029653e-30,6.327343991064528e-28,7.406862895166167e-47,3.8547902152488092e-28,3.3517938663209366e-32,1.8899492595044444e-35,9.485232713697771e-33,4.283318004829788e-31,4.707581526606032e-30,4.700767809468515e-29,3.5938995669778815e-34,3.30234587658831e-37,2.1392328773335667e-32,6.021487060468371e-38,1.6265295368828402e-40,8.114339996102474e-33,1.3367569482386912e-46,8.88666226999041e-22,4.707121313364138e-50,2.1256568568127416e-54,4.0179385576084606e-48,1.588742801451578e-47,2.4815836962220236e-49,4.4428872646943974e-39,2.0748681615159428e-54,9.349501135704677e-51,4.8148454596759285e-52,1.5408842978797124e-42
2.4114263616735105e-15,0.5624492387389356,6.974037298685378e-22,1.0174329593183815e-25,3.329044341332128e-31,6.53872280877798e-31,0.0,0.0,1.340797915596179e-17,1.8877653509575767e-30,1.1327515072414085e-36,1.3179003805860931e-36,1.1232137166831113e-41,3.914862368951751e-60,1.0608340593536621e-40,2.462850109010486e-28,9.227366061124604e-41,1.0368829457369229e-27,2.0209205426975715e-68,1.6611251820013612e-60,1.872334155266287e-64,1.0096442285650788e-63,1.3329994708802265e-21,1.1128672012323206e-57,8.286573601997552e-48,4.8442917756257425e-74,3.2383241262164445e-84,1.5025957579810026e-66,2.1559003532747087e-84,8.722780719254585e-80,3.136631120826115e-46,1.6424897823793007e-82,1.0990780574754292e-80,1.3236456538712704e-90,3.76,0.0,0.7923127460440031,0.9999999993994241,1.8850218701902913e-37,8.209751211026185e-51,8.546976621263597e-14,8.546976621263702e-14,6.005758509927884e-10,8.869577812688151e-32,1.036882945163935e-27,1.3408676557443455e-17,3.672179860671558e-30,1.3445610713215038e-27,2.1179006654925704e-46,8.19143223874061e-28,7.122575087024031e-32,4.0161443095719763e-35,2.0156125415927552e-32,9.102054180656958e-31,1.000361447124954e-29,9.98913533640921e-29,7.637039674594852e-34,8.910358124687317e-37,4.5458715519851035e-32,1.2795785922425964e-37,4.6596317402229205e-40,1.7242978922680703e-32,3.021300807737138e-46,1.3329997171644766e-21,1.734913779241436e-49,7.834578157589001e-54,9.161178567877736e-48,4.542809373984324e-47,7.36721121787556e-49,1.270394435031943e-38,7.647379875208439e-54,3.4459472301890367e-50,1.3767453977449784e-51,4.5744984557144644e-42
3.2152356031630385e-15,0.5624492387389385,9.298717739764967e-22,1.3565789759518736e-25,5.678962928037895e-31,1.1154296712174987e-30,0.0,0.0,1.7877308065187353e-17,3.220306229702905e-30,2.3893014258100686e-36,2.7798340927181227e-36,2.369185011825654e-41,8.257579860149036e-60,1.8096583781902675e-40,4.201333198911902e-28,1.9463191518461786e-40,1.768801708927737e-27,6.519637942973136e-68,4.4693813861130644e-60,6.39828189680614e-64,3.450232612486003e-63,1.7773327871977383e-21,2.8224737218405286e-57,1.7478800228177962e-47,1.895152033897945e-73,1.2236053060575792e-83,5.134135916353803e-66,8.129163192044451e-84,3.6900589697293794e-79,6.616067723724018e-46,6.948350067108931e-82,4.6495136636792554e-80,7.220954369001008e-90,3.76,0.0,0.7923127460439746,0.999999999199233,3.976057805227791e-37,2.0821710822273262e-50,1.1395970438432526e-13,1.1395970438432705e-13,8.007669795195967e-10,1.5130679124431979e-31,1.7688017077191392e-27,1.7878237933126157e-17,6.264308049089918e-30,2.293663407067563e-27,4.467266825519933e-46,1.3973622389982559e-27,1.2150294936242585e-31,6.851072098066185e-35,3.4383982816533535e-32,1.552703667157164e-30,1.7064992715202342e-29,1.7040293040363069e-28,1.302789413811859e-33,1.8173183462174247e-36,7.754723559748812e-32,2.1828299941903227e-37,9.845100257240864e-40,2.941449919501165e-32,5.454743365423008e-46,1.7773332073297613e-21,4.40598150300328e-49,1.989666782035279e-53,1.660656669477934e-47,9.58209538730733e-47,1.6052783094522812e-48,2.6796414622121993e-38,1.9421247492039807e-53,8.751271575098486e-50,2.903955384835065e-51,9.967584627266661e-42
4.8228540861420946e-15,0.5624492387389441,1.3948078652770875e-21,2.0348726825648126e-25,1.1757586858565996e-30,2.3093568196990118e-30,0.0,0.0,2.681596588153395e-17,6.6672362826859e-30,6.525924296063984e-36,7.592590306398829e-36,6.470987958332875e-41,2.2554014534164113e-59,3.746668258798735e-40,8.698327837339264e-28,5.316002377005618e-40,3.662083965614797e-27,3.5887147518132274e-67,1.8077184817696681e-59,3.934147011511244e-63,2.12146361177899e-62,2.6659993178298737e-21,9.870335629836796e-57,4.774009626851814e-47,1.521819314685703e-72,8.83872666255709e-83,3.156151546768918e-65,5.905524978201831e-83,3.323770794676267e-78,1.80705509927788e-45,6.258651547164102e-81,4.187998852607602e-79,1.0028659653144321e-88,3.76,0.0,0.7923127460439177,0.9999999987988518,1.0859848923910166e-36,7.281454694488602e-50,1.7093958072770104e-13,1.709395807277048e-13,1.2011481971966177e-09,3.1327003486773745e-31,3.6620839623137425e-27,2.6817360681458992e-17,1.2969456609687642e-29,4.7487394925964964e-27,1.2201493809498577e-45,2.893061560075154e-27,2.5155713886818336e-31,1.4184281302873937e-34,7.118767371998018e-32,3.214676343591496e-30,3.5330906518788385e-29,3.527976907534773e-28,2.6972606476046637e-33,4.790001250540667e-36,1.6055173135381777e-31,4.519338859087516e-37,2.6978940517005567e-39,6.089899593910054e-32,1.244636798332193e-45,2.6660001876599775e-21,1.5447432096302783e-48,6.975798141415975e-53,3.776404709992999e-47,2.617164682884156e-46,4.659636808731585e-48,7.318993027071059e-38,6.809107923625017e-53,3.0681779262057994e-49,7.931604497665407e-51,2.893277543308214e-41
6.430472569121151e-15,0.5624492387389499,1.8597439614109722e-21,2.7131690111038664e-25,1.9996599250890867e-30,3.92761300885463e-30,0.0,0.0,3.5754623694583016e-17,1.1339223871723358e-29,1.3654417638194458e-35,1.588623990959694e-35,1.3539486901044488e-40,4.7190544974546e-59,6.3721016421864974e-40,1.4793578086567566e-27,1.1122856542408383e-39,6.228253111778961e-27,1.1517143073475373e-66,4.89661334132172e-59,1.3207059822345692e-62,7.121822482642612e-62,3.554665688636382e-21,2.4663297754898865e-56,9.988838115744053e-47,5.768757455668953e-72,3.386932193159896e-82,1.0594419183302873e-64,2.1715279129997844e-82,1.31105594453207e-77,3.780966984192563e-45,2.468717099798459e-80,1.6519507193376063e-78,4.610037074966449e-88,3.76,0.0,0.7923127460438607,0.9999999983984722,2.272243860155022e-36,1.8194374942412724e-49,2.279194570710724e-13,2.279194570710788e-13,1.6015277863051567e-09,5.328047545300226e-31,6.228253104872049e-27,3.575648342504016e-17,2.2057651142687622e-29,8.076362708694076e-27,2.5529609606205013e-45,4.920340472261121e-27,4.278339834518878e-31,2.412375681339428e-34,1.2107158635256583e-31,5.4673230840305225e-30,6.008862455854914e-29,6.00016533228104e-28,4.587334605790626e-33,9.80926305673645e-36,2.7305647204829073e-31,7.686318939141232e-37,5.659136236964863e-39,1.0357325260024733e-31,2.3122873476313976e-45,3.554667167989639e-21,3.867806903170245e-48,1.7466357171092907e-52,6.970034587585995e-47,5.4759784906177144e-46,1.0190116003602155e-47,1.5313878857412809e-37,1.7048974840292723e-52,7.68220038678725e-49,1.6595571780706382e-50,6.327262241550521e-41
8.038091052100207e-15,0.5624492387389558,2.3246800627233887e-21,3.391468148857609e-25,3.0550320831261953e-30,6.000507964576494e-30,0.0,0.0,4.4693281504099024e-17,1.7323773106074468e-29,2.4857346576990926e-35,2.892029390788117e-35,2.4648144638199813e-40,8.590858463968118e-59,9.735131487845614e-40,2.2601244750633746e-27,2.0248737033736685e-39,9.515374724534778e-27,3.009392553629048e-66,1.1000091797774366e-58,3.5691934059638617e-62,1.9246646874360957e-61,4.443331888201175e-21,5.232590919976731e-56,1.81843219009468e-46,1.7586101063318181e-71,1.0297644038674385e-81,2.862959134499088e-64,6.46181660883787e-82,4.133677477506241e-77,6.883111796424544e-45,7.78371917103633e-80,5.208502698982022e-78,1.702035258174451e-87,3.76,0.0,0.7923127460438038,0.9999999979980944,4.136533332583017e-36,3.8601353172367726e-49,2.8489933341443904e-13,2.8489933341444873e-13,2.0019056305254424e-09,8.140279282449158e-31,9.51537471196101e-27,4.469560616353028e-17,3.3699109217547013e-29,1.2338857761799079e-26,4.6475682750353274e-45,7.51716893673987e-27,6.536354731427388e-31,3.6855662752829192e-34,1.8497001737182057e-31,8.352834897918934e-30,9.180184709516047e-29,9.166897495706711e-28,7.008411554225323e-33,1.7586601772503196e-35,4.171686176585525e-31,1.1743125783890007e-36,1.0320576722810146e-38,1.5823653769484624e-31,3.838993331891347e-45,4.443334148318707e-21,8.220083599580282e-48,3.712049242402014e-52,1.1504662611631714e-46,9.968799074280861e-46,1.9118073623276836e-47,2.7878456377823776e-37,3.6233415670252505e-52,1.6326541510407975e-48,3.021160687237347e-50,1.1870786289679328e-40
