Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58)
6.0194973979863645e-15,0.46285630378069664,1.7731475492719257e-24,1.9792482505827692e-29,7.302444011020823e-34,1.3794591648255119e-33,0.0,0.0,3.8884018009889787e-19,1.6753463417259818e-32,6.507808022138596e-47,3.297519067119259e-65,4.038463861486204e-45,4.478824201906353e-102,5.278214518116528e-72,2.8746583084240164e-74,5.565188199341337e-74,3.848620022668198e-30,1.797672715510162e-109,4.0802068175356795e-69,5.445875926646938e-100,6.215356187805736e-115,6.314686786208005e-77,5.007123787579494e-78,7.982538436820509e-53,2.5146530020313424e-106,3.4590584840060075e-101,5.183734278734363e-115,1.675565759778389e-154,1.0973315732845228e-127,6.516225354036511e-51,8.503821965697461e-128,6.319585331327543e-105,1.1206249639738239e-125,3.76,0.0,0.716552204573541,0.999999999762603,6.498831026255877e-42,2.698886052848133e-100,7.88435237276165e-16,7.884352372761688e-16,2.3739682137591396e-10,6.055641433978974e-34,3.848620022668202e-30,3.8884195324648406e-19,7.305331719426703e-35
8.025998798558236e-15,0.46285630378069653,2.3641974045252342e-24,2.6390256178481604e-29,1.2457115244271253e-33,2.3531959712561777e-33,0.0,0.0,5.184537199432121e-19,2.857944879774609e-32,1.3726872758784335e-46,8.363233081922526e-65,8.518300423975403e-45,1.7522414086307614e-101,1.4201446584383455e-71,7.731218735806568e-74,1.4973001001381597e-73,6.565302761358639e-30,9.40867423726104e-109,1.0978104963431703e-68,2.1305779825421114e-99,3.380360702898105e-114,1.6990169881064235e-76,1.6153365128469893e-77,1.6837506294864037e-52,1.299453913194629e-105,1.463314360550743e-100,2.7124292082962033e-114,1.1766026163747657e-153,5.743109149513413e-127,1.374462335574864e-50,5.952170728055024e-127,3.4475455606858265e-104,7.843709728944307e-125,3.76,0.0,0.7165522045735407,0.9999999996834715,1.3707922581302136e-41,1.0558541070768164e-99,1.0512472800862572e-15,1.0512472800862639e-15,3.165282566462484e-10,1.0330258732912197e-33,6.565302761358646e-30,5.184560841406797e-19,1.2462041348229892e-34
1.203900159970198e-14,0.4628563037806967,3.546297119601468e-24,3.958610596089815e-29,2.5790884700688194e-33,4.871995240942285e-33,0.0,0.0,7.776807996077565e-19,5.917014135116176e-32,3.749243601532649e-46,2.924668969243865e-64,2.326616471525768e-44,1.4674943606713336e-100,5.744033433468e-71,3.124087072207219e-73,6.055589205720902e-73,1.3592658306505607e-29,1.39711152845805e-107,4.44028591483867e-68,1.7843465783793226e-98,4.677226161641031e-113,6.871995306439273e-76,8.891588686139663e-77,4.598853957897938e-52,1.6894070024325827e-104,1.3180694581681977e-99,4.0233347166689866e-113,4.15120305077884e-152,8.527242422033585e-126,3.754090023759649e-50,1.4300101020824532e-125,4.788032271943376e-103,1.8844527055573978e-123,3.76,0.0,0.7165522045735402,0.9999999995252098,3.744060406959365e-41,8.84197143297902e-99,1.5768713657064398e-15,1.5768713657064534e-15,4.747900955738079e-10,2.138766745234906e-33,1.359265830650563e-29,7.77684345905007e-19,2.58010836161599e-34
1.6052004400845723e-14,0.4628563037806967,4.728396841837716e-24,5.278242962406938e-29,4.3863549272203794e-33,8.285989662636621e-33,0.0,0.0,1.0369078792345653e-18,1.0063293463362358e-31,7.844687830442041e-46,7.307963079012704e-64,4.868067857633975e-44,5.767414291189665e-100,1.555903518725498e-70,8.458358839435629e-73,1.640226730569173e-72,2.311760349969963e-29,6.652515589184124e-107,1.2027518426643334e-67,7.012671898876682e-98,2.1495911890975925e-112,1.8614402415691892e-75,2.853551450895569e-76,9.622356532128351e-52,7.6323008142422e-104,5.199117139401874e-99,1.9150512439025453e-112,2.6402190769604743e-151,4.060222014058128e-125,7.854824795438712e-50,7.869394031739085e-125,2.2009943210275256e-102,1.0370207208687718e-122,3.76,0.0,0.7165522045735396,0.9999999993669494,7.833828714288988e-41,3.474866428774749e-98,2.10249545132662e-15,2.102495451326643e-15,6.330503181023267e-10,3.637512236627792e-33,2.3117603499699683e-29,1.0369126076316293e-18,4.3880895023247105e-34
2.0065007201989466e-14,0.46285630378069675,5.910496571745408e-24,6.597926101662327e-29,6.701360144555718e-33,1.2659121752557194e-32,0.0,0.0,1.296134958820943e-18,1.537444072670621e-31,1.4280983567670972e-45,1.5504664744975446e-63,8.862145815552936e-44,1.8110518996321602e-99,3.4952952726164125e-70,1.899560753782849e-72,3.6846228861560704e-72,3.5318552996860454e-29,2.529141306088033e-106,2.7019454815080138e-67,2.2020785997310187e-97,7.932922622278156e-112,4.1816807243905637e-75,7.456247977030261e-76,1.751716069597728e-51,2.7742078331188284e-103,1.6392543639080853e-98,7.278414701367198e-112,1.3533829002631216e-150,1.543569798024224e-124,1.4299431281799757e-49,3.518873653786231e-124,8.126122260188035e-102,4.6371358546377523e-122,3.76,0.0,0.7165522045735391,0.9999999992086911,1.4261188305605912e-40,1.0911285435300496e-97,2.6281195369467966e-15,2.6281195369468317e-15,7.913088087910508e-10,5.55734365617382e-33,3.531855299686055e-29,1.2961408693178542e-18,6.704010193657413e-34
2.809101280427695e-14,0.46285630378069675,8.274696055056992e-24,9.237447888250562e-29,1.2886480043378643e-32,2.4343046427592956e-32,0.0,0.0,1.814589117869868e-18,2.9564509291552277e-31,3.770620953440435e-45,5.68045544482972e-63,2.3398776162615013e-43,1.648537614387728e-98,1.355437185561501e-69,7.364153094384966e-72,1.4288193026451886e-71,6.791665790517437e-29,3.4542992564764775e-105,1.0477798999957722e-66,2.004465486873643e-96,9.737654712065794e-111,1.6216167037052752e-74,4.171053399117184e-75,4.6250663678300945e-51,3.3061229692787048e-102,1.3509280731771747e-97,9.935955938614249e-111,5.517772298874864e-149,2.108134259252881e-123,3.7754871903474304e-49,7.201727955585314e-123,9.962095847825602e-101,9.490364591199612e-121,3.76,0.0,0.7165522045735381,0.9999999988921793,3.76537521251417e-40,9.93171657453572e-97,3.679367708187141e-15,3.679367708187209e-15,1.1078204859756043e-09,1.0686777197404766e-32,6.791665790517462e-29,1.8145973925665764e-18,1.289157603882121e-33
3.6117018406564435e-14,0.4628563037806968,1.0638895569526375e-23,1.1877175890656136e-28,2.1133796131180808e-32,3.99225376249667e-32,0.0,0.0,2.3330432767545873e-18,4.848572395220983e-31,7.817478183828847e-45,1.4750273207080689e-62,4.851169924159291e-43,6.842835036202514e-98,3.6067037714324995e-69,1.9593042508231216e-71,3.801926859180501e-71,1.1138366160199896e-28,1.75252560495598e-104,2.7880434738831866e-66,8.32021575878391e-96,4.855217905830282e-110,4.31499920706171e-74,1.3787995181642129e-74,9.588955796522335e-51,1.629782530934728e-101,5.555228702606983e-97,5.0403964686217796e-110,3.912016046256551e-148,1.0695486493091596e-122,7.82755867096799e-49,4.33623796228328e-122,4.966289257552196e-100,5.714250953080073e-120,3.76,0.0,0.7165522045735371,0.9999999985756747,7.806566675522268e-40,4.122457962499624e-96,4.730615879427473e-15,4.730615879427584e-15,1.424325129487191e-09,1.7526603502811127e-32,1.1138366160199943e-28,2.333053915651228e-18,2.1142153621746764e-33
5.21690296111394e-14,0.46285630378069703,1.536729469192539e-23,1.7157250455998068e-28,4.3814147411105556e-32,8.276657760391693e-32,0.0,0.0,3.369951594031496e-18,1.0051959705167673e-30,2.3489515909753725e-44,6.538212067502166e-62,1.457648460028449e-42,7.161319738106776e-97,1.6166241716501942e-68,8.781671606531527e-71,1.7041208072101913e-70,2.3092052482745255e-28,2.764633526559074e-103,1.2496665569277944e-65,8.707383745954755e-95,7.400873425361473e-109,1.9341179776750268e-73,9.232960488675714e-74,2.8812280581487253e-50,2.4374905397231165e-100,5.550745236517206e-96,7.95068948936754e-109,1.6126114387586103e-146,1.6872483056693887e-121,2.3519745053079267e-48,1.0588494511183623e-120,7.563050229423522e-99,1.3953414392245515e-118,3.76,0.0,0.716552204573535,0.9999999979426865,2.34564792734589e-39,4.3142918117385814e-95,6.833112221908099e-15,6.833112221908329e-15,2.0573133192627804e-09,3.6337169231792665e-32,2.30920524827454e-28,3.3699669613284084e-18,4.38314743004022e-33
8.427305202028934e-14,0.4628563037806975,2.4824093310561496e-23,2.7719873809568836e-28,1.1391753251719725e-31,2.1519452465594063e-31,0.0,0.0,5.443768226615329e-18,2.6135267509074994e-30,1.0099137932253432e-43,4.822368492279579e-61,6.267013665691861e-42,1.5574272056702573e-95,1.173409679750826e-67,6.37457771644489e-70,1.2369275624670653e-69,6.004094184402898e-28,9.902350717633843e-102,9.070395602143138e-65,1.893626405175457e-93,2.594880895670634e-107,1.4038848942756394e-72,1.1489157241865043e-72,1.2387552160990665e-49,8.408157675511982e-99,1.1469720465499571e-94,2.848076301976761e-107,1.76457281245827e-144,6.0436603991053356e-120,1.0112077287687763e-47,6.380238005162124e-119,2.64710168792974e-97,8.407818608244393e-117,3.76,0.0,0.7165522045735307,0.9999999966767944,1.0084697290247217e-38,9.382687723736007e-94,1.1038104906869203e-14,1.1038104906869801e-14,3.3232053156615067e-09,9.448472031244123e-32,6.004094184402959e-28,5.443793050714414e-18,1.139625844421561e-32
1.4848109683858923e-13,0.4628563037806982,4.373769204317362e-23,4.885501732735686e-28,3.5309421171933363e-31,6.670083600145503e-31,0.0,0.0,9.591401483904108e-18,8.100782867419117e-30,5.687225872892253e-43,5.097301639326863e-60,3.5291635246520363e-41,5.496875272758671e-94,1.2037470567466673e-66,6.540353617385759e-69,1.2689256198820208e-68,1.8610820650465657e-27,6.199403839743986e-100,9.304528466171482e-64,6.683225520136588e-92,1.6211282561615437e-105,1.4402353583294049e-71,2.1904164231795753e-71,6.975842597702408e-49,5.192531208020071e-97,3.901976588414766e-93,1.7834551393885574e-105,3.807666226703278e-142,3.784019352133169e-118,5.694444524822748e-47,7.298253772252835e-117,1.6515424265736906e-95,9.617579263617673e-115,3.76,0.0,0.7165522045735223,0.999999994145348,5.678814962488334e-38,3.3116359846299295e-92,1.9448090276790814e-14,1.9448090276792676e-14,5.854651820491947e-09,2.929084817965911e-31,1.8610820650466015e-27,9.59144522161404e-18,3.5323386384816386e-32
2.76897186475189e-13,0.4628563037806996,8.156489548975162e-23,9.11648915755369e-28,1.2273268092114727e-30,2.3184672386186424e-30,0.0,0.0,1.7886667966973915e-17,2.8157665192810164e-29,3.776903161468962e-42,6.5962817798467855e-59,2.343672568519101e-40,2.5628006361349395e-92,1.5184449437516913e-65,8.251283523561086e-68,1.6006860824448646e-67,6.469511810759706e-27,5.404786405647856e-98,1.173608062712625e-62,3.115676189860956e-90,1.422506798985694e-103,1.8168973191646265e-70,5.339901502469592e-70,4.632569046153847e-48,4.52433965647131e-95,1.7837488050133883e-91,1.5553158445109516e-103,1.2268184894338291e-139,3.29958542830044e-116,3.7816053868454626e-46,1.218550913163133e-114,1.4481128056505706e-93,1.6057991159804856e-112,3.76,0.0,0.7165522045735054,0.9999999890838046,3.770942491006921e-37,1.5440085298683142e-90,3.626806101663165e-14,3.6268061016638126e-14,1.0916195213260909e-08,1.018458908701748e-30,6.469511810759946e-27,1.7886749531931584e-17,1.2278123060207145e-31
4.053132761117888e-13,0.462856303780701,1.1939210691146454e-22,1.3352754876267089e-27,2.6293981535954576e-30,4.9670341951933324e-30,0.0,0.0,2.6181934408043566e-17,6.032437010740674e-29,1.1349762963427485e-41,2.6495955585770507e-58,7.0427263115795735e-40,1.711329951438473e-91,6.2650889570032555e-65,3.4040090591707665e-67,6.604344332655286e-67,1.3861120369170365e-26,4.717208316514033e-97,4.842057628937423e-62,2.0804511982156734e-89,1.2459709806244118e-102,7.496843415455042e-70,2.8497481038961785e-69,1.392085233307636e-47,3.962422870735668e-94,1.2837313374525867e-90,1.357454282315296e-102,1.397657366137636e-138,2.8799718019829706e-115,1.1363702831127126e-45,1.2334169356387385e-113,1.2700665286468888e-92,1.6253901501437779e-111,3.76,0.0,0.7165522045734886,0.9999999840240602,1.1331072220700534e-36,1.0310193580063314e-89,5.3088031756469303e-14,5.3088031756483175e-14,1.597593955314623e-08,2.1825257215512873e-30,1.3861120369171086e-26,2.6182053800283693e-17,2.6304384113371865e-31
5.337293657483886e-13,0.46285630378070236,1.5721932630830988e-22,1.75942988888493e-27,4.559308065185915e-30,8.612709241579652e-30,0.0,0.0,3.4477200807127275e-17,1.0460089526653146e-28,2.515189695181573e-41,7.273221899224648e-58,1.5606951044531872e-39,7.279737124107402e-91,1.7622110197240855e-64,9.573464440060832e-67,1.8576176692630774e-66,2.4036466547616794e-26,2.5972253535740504e-96,1.3618793956573262e-61,8.849606145405529e-89,7.026871171641283e-102,2.1087707968265946e-69,9.891534055071724e-69,3.084914498563153e-47,2.2332066195767535e-93,5.712943173986463e-90,7.473855503229995e-102,1.123654247752941e-137,1.5858130373605926e-114,2.518238864096812e-45,8.87357903180197e-113,7.175460783481621e-92,1.169355734050395e-110,3.76,0.0,0.7165522045734717,0.9999999789661143,2.5108842433786252e-36,4.385770421236409e-89,6.990800249630378e-14,6.990800249632784e-14,2.1033885449043338e-08,3.78545228760044e-30,2.403646654761838e-26,3.4477358026684576e-17,4.56111208011531e-31
6.621454553849884e-13,0.4628563037807038,1.9504655368028614e-22,2.1841121195970838e-27,7.017056428020686e-30,1.3255492521873075e-29,0.0,0.0,4.2772467164239724e-17,1.6098723984756296e-28,4.711145509612008e-41,1.6232387178796687e-57,2.9232582587506367e-39,2.38542395088314e-90,4.007273272619835e-64,2.1768118124202676e-66,4.224200507334391e-66,3.69961281423428e-26,1.0602354214381915e-95,3.096752953487272e-61,2.899720086479747e-88,2.903247033315082e-101,4.795585721084795e-69,2.6987317541051385e-68,5.778196368667079e-47,9.224395083467967e-93,1.9148933022016795e-89,3.0510004139141383e-101,6.667089319546174e-137,6.474264953239318e-114,4.716782367631838e-45,4.562255234900563e-112,2.968175054471895e-91,6.01211863474287e-110,3.76,0.0,0.7165522045734548,0.9999999739099661,4.7027768928957816e-36,1.4371209127812884e-88,8.672797323613508e-14,8.67279732361721e-14,2.6090033530008925e-08,5.827593319209283e-30,3.699612814234578e-26,4.2772662211148895e-17,7.019833279127596e-31
9.18977634658188e-13,0.46285630378070675,2.707010323496273e-22,3.0350600697358676e-27,1.351606818149639e-29,2.5532384515024657e-29,0.0,0.0,5.93629997526052e-17,3.100893866121719e-28,1.2265512579604203e-40,5.582365895606444e-57,7.610498072429363e-39,1.5932307705305254e-89,1.4157525656329784e-63,7.689606094099977e-66,1.4923799542528914e-65,7.12705388758696e-26,1.0227796234234137e-94,1.0939433206081365e-60,1.9365250295564267e-87,2.7951673081005143e-100,1.69443876051358e-68,1.2977750654376155e-67,1.504313275514351e-46,8.883567550610278e-92,1.2934492836711066e-88,2.9435518416581123e-100,1.3526278628965862e-135,6.247176517311735e-113,1.2279801102051687e-44,6.415244535898495e-111,2.861327848447923e-90,8.453987284097036e-109,3.76,0.0,0.7165522045734212,0.999999963803061,1.2242144391577835e-35,9.59850123306821e-88,1.2036791471578813e-13,1.2036791471585944e-13,3.619693857816319e-08,1.1230832171801973e-29,7.127053887587734e-26,5.936327045432231e-17,1.3521418248731767e-30
1e-12,0.4628563037807095,2.9456761529828105e-22,3.303945107988186e-27,1.6004392554976654e-29,3.023292940164104e-29,0.0,0.0,6.45967838814267e-17,3.671772262511461e-28,1.5720830599210267e-40,7.706168662090082e-57,9.754357134855044e-39,2.5977802153777453e-89,1.9667491937610125e-63,1.0682010882708517e-65,2.073195899118939e-65,8.439512180515819e-26,1.824300600785323e-94,1.5196404244669957e-60,3.157430101466757e-87,4.990665381174543e-100,2.3539746887162387e-68,1.9517874261608535e-67,1.9280748543606606e-46,1.5860837580560442e-91,2.1203351124106662e-88,5.250560871537316e-100,2.831790386886971e-135,1.1143750986936349e-112,1.573898703057143e-44,1.250876524628383e-110,5.109955755533946e-90,1.6484012248605435e-108,3.76,0.0,0.7165522045734106,0.9999999606161456,1.5690237285846693e-35,1.5650446029634677e-87,1.3098024388869003e-13,1.3098024388877444e-13,3.938385407920011e-08,1.3300644657928678e-29,8.439512180516809e-26,6.459707844985282e-17,1.601072808998924e-30
1.1758098139313875e-12,0.4628563037807095,3.463555429194793e-22,3.888119338802868e-27,2.2126432705949657e-29,4.1797711749700475e-29,0.0,0.0,7.595353217325763e-17,5.076308088961416e-28,2.5345454980315503e-40,1.4257765035429142e-56,1.5725865649992219e-38,6.2640841927679304e-89,3.677871149532929e-63,1.997465403161783e-65,3.876919674076984e-65,1.1668898267529741e-25,4.959155652886964e-94,2.8415759575173636e-60,7.6132450648790785e-87,1.3588399312051122e-99,4.402262920237773e-68,4.1691698888227775e-67,3.108421200703659e-46,4.3182908426464826e-91,5.157112945548408e-88,1.4273908827215664e-99,9.172103789172983e-135,3.0295996177683225e-112,2.537420382679627e-44,3.771216734679398e-110,1.3916943463618522e-89,4.969699178622559e-108,3.76,0.0,0.7165522045733875,0.9999999537033399,2.529399605178658e-35,3.773821795332205e-87,1.5400785619542846e-13,1.5400785619554516e-13,4.6296659738621255e-08,1.8395081310682776e-29,1.166889826753134e-25,7.595387852992154e-17,2.2135193275702226e-30
1.432641993204587e-12,0.46285630378071235,4.220100853898332e-22,4.743289927624988e-27,3.2848149282890323e-29,6.205147593500932e-29,0.0,0.0,9.254406442632078e-17,7.536115057331446e-28,4.558087123775683e-40,3.0568422149450623e-56,2.8280305685569005e-38,1.9063675417465903e-88,7.967348309506501e-63,4.326893380100122e-65,8.39853538130873e-65,1.7325632971568023e-25,1.8065227556533636e-93,6.1550606248104e-60,2.3167921527428528e-86,4.977672564152544e-99,9.537484720864608e-68,1.074212435171531e-66,5.589970227640938e-46,1.5815818138137737e-90,1.5900317808220943e-87,5.200411174171101e-99,4.553724335178192e-134,1.1038306032574239e-111,4.563116646308426e-44,1.6368871567624466e-109,5.100151727522409e-89,2.1570866257055722e-107,3.76,0.0,0.7165522045733539,0.9999999436107974,4.548259154583475e-35,1.1484982968473677e-86,1.8764779767505607e-13,1.8764779767522932e-13,5.6389202315125996e-08,2.7323324327770704e-29,1.7325632971570898e-25,9.254448643807036e-17,3.286115834018873e-30
1.946306351750986e-12,0.46285630378071796,5.733192660320143e-22,6.459965067891385e-27,6.062563593591729e-29,1.145243220703738e-28,0.0,0.0,1.2572512843016013e-16,1.3908907224713138e-27,1.1386984455518748e-39,1.0403386916331128e-55,7.064493108695357e-38,1.3287598183914048e-87,2.7376013200025247e-62,1.4866688511046418e-64,2.8857691760699507e-64,3.1985664700533097e-25,1.8319542085815228e-92,2.114360547043325e-59,1.6144079994786636e-85,4.917829314852367e-98,3.2778710633762867e-67,5.149883685446107e-66,1.3963896215974189e-45,1.563004806559275e-89,1.0918560530322607e-86,5.2764405690363504e-98,1.1427686693265504e-132,1.1200477564012377e-110,1.1398759611889952e-43,2.4048180229575897e-108,5.036064751965224e-88,3.1690796460927995e-106,3.76,0.0,0.7165522045732866,0.9999999234472273,1.1359214472216521e-34,8.005268924587604e-86,2.5492768063427307e-13,2.5492768063459295e-13,7.65527723274864e-08,5.048335409357053e-29,3.1985664700540283e-25,1.2572570175249763e-16,6.0649658642378904e-30
2.4599707102973853e-12,0.46285630378072373,7.246285742761042e-22,8.185085497095963e-27,9.684852272980984e-29,1.8295093645247742e-28,0.0,0.0,1.5890619176508012e-16,2.2219270328864856e-27,2.297774737345127e-39,2.646480403062059e-55,1.4254471231518277e-37,5.352010922228703e-87,6.988819105450744e-62,3.79525813292036e-64,7.367117397457548e-64,5.1110911285404495e-25,9.153903753116691e-92,5.3965115914576315e-59,6.50135876894781e-85,2.45288874125158e-97,8.36985196866897e-67,1.6529636474345034e-65,2.817584342774994e-45,7.79483522251842e-89,4.388108350381183e-86,2.637591533427272e-97,8.480229520384317e-132,5.599034481377478e-110,2.2999947023299175e-43,1.4825419308004234e-107,2.5118093080788975e-87,1.953704651560551e-105,3.76,0.0,0.7165522045732193,0.99999990331231,2.291535273645878e-34,3.2244190145020254e-85,3.222075635934391e-13,3.2220756359395025e-13,9.66876896230209e-08,8.073390961950811e-29,5.111091128541898e-25,1.5890691639856104e-16,9.688691915580955e-30
3.4872994273901836e-12,0.4628563037807351,1.0272475735697476e-21,1.1660662248391666e-26,1.9463047530165875e-28,3.676655237142186e-28,0.0,0.0,2.2526831643195034e-16,4.4652709198337124e-27,6.547244394628884e-39,1.0806698942467379e-54,4.061086857594859e-37,4.703794602880933e-86,2.8601415017476154e-61,1.5531794391817893e-63,3.015002189133333e-63,1.0277192638906382e-24,1.1805002834440475e-90,2.2073875408282202e-58,5.711190234120886e-84,3.117263927847674e-96,3.4269273084360036e-66,9.805880489802146e-65,8.027282089353367e-45,9.905829673411987e-88,3.8068020185983357e-85,3.4051906092533613e-96,2.5486337124450788e-130,7.228683303823467e-109,6.552638190290715e-43,2.807259686034928e-106,3.190374373982689e-86,3.6994595841466514e-104,3.76,0.0,0.7165522045730847,0.9999998631282712,6.525678437773209e-34,2.8339922823410304e-84,4.56767329511618e-13,4.567673295126458e-13,1.3687172841908745e-07,1.6259720529124493e-28,1.0277192638910507e-24,2.2526934368938445e-16,1.9470772084830823e-29
4.514628144482982e-12,0.46285630378074644,1.3298670832702352e-21,1.5170020233692383e-26,3.261939639569807e-28,6.161953453145818e-28,0.0,0.0,2.916304384345155e-16,7.483643134923413e-27,1.421273318509868e-38,3.022185742419686e-54,8.81463146189931e-37,2.1212063293829467e-85,8.003131944306531e-61,4.3460405524750006e-63,8.436570467064209e-63,1.7233844540631352e-24,6.683539961270769e-90,6.173854333814113e-58,2.5746186154749395e-83,1.78108746638615e-95,9.593090505186202e-66,3.504288953312544e-64,1.7423316239263865e-44,5.6577715488705375e-87,1.72522005697424e-84,1.929439462034758e-95,2.1418527326525435e-129,4.095946108361611e-108,1.4222513000722522e-42,1.9949203433535406e-105,1.8232230441562904e-85,2.6289541728889106e-103,3.76,0.0,0.71655220457295,0.9999998230583558,1.4158090171387857e-33,1.2780395692687514e-83,5.913270954295926e-13,5.913270954313161e-13,1.7694164373431965e-07,2.7309422041996284e-28,1.723384454064031e-24,2.9163176831812463e-16,3.2632356340337e-29
6.569285578668578e-12,0.46285630378076925,1.9351076338896318e-21,2.229008011514484e-26,6.906653775612022e-28,1.3047011219867782e-27,0.0,0.0,4.2435467447691765e-16,1.5845472425678077e-26,4.383944922836653e-38,1.3724003407747011e-53,2.718135012082884e-36,2.1818741681755994e-84,3.6351199151164417e-60,1.9740306558249437e-62,3.832111989667306e-62,3.653061950951932e-24,1.0383176890470896e-88,2.801419413474929e-57,2.645683816629952e-82,2.7268293853100297e-94,4.361407571850531e-65,2.3702292998451837e-63,5.372773801826867e-44,8.66388203845567e-86,1.7534866363218836e-83,3.0041567164787567e-94,8.276921394594792e-128,6.377621026539248e-107,4.385706384949042e-42,4.6928656688029257e-104,2.7899420781323152e-84,6.184481024071091e-102,3.76,0.0,0.7165522045726808,0.9999997432596017,4.362014642150771e-33,1.3146936556761309e-82,8.604466272649273e-13,8.60446627268581e-13,2.5674039763038936e-07,5.807034826779776e-28,3.653061950954695e-24,4.243566096195425e-16,6.909403711371788e-29
8.623943012854175e-12,0.46285630378079207,2.5403502261300698e-21,2.9545265559226865e-26,1.1902624195143922e-27,2.248469127467086e-27,0.0,0.0,5.570788999525392e-16,2.7307414655931555e-26,9.92897544923298e-38,4.049882884126437e-53,6.15455228872004e-36,1.0529613205201133e-83,1.0727452863217753e-59,5.825500329625538e-62,1.1309094998456955e-61,6.3024981619026845e-24,6.344661866781244e-88,8.259857628366893e-57,1.2759501662397516e-81,1.690625894974488e-93,1.2881411010010733e-64,9.01782737463107e-63,1.216535597435951e-43,5.369398056810389e-85,8.540173570732552e-83,1.8385919566534661e-93,7.544389015626219e-127,3.9032754918370537e-106,9.930281151422749e-42,3.638627523344356e-103,1.7303368823031074e-83,4.7951929464576893e-101,3.76,0.0,0.7165522045724115,0.9999996639134657,9.868490308902632e-33,6.34496353223073e-82,1.1295661590994411e-12,1.1295661591057447e-12,3.360865335513003e-07,1.0049808121031643e-27,6.302498161908937e-24,5.570814403630676e-16,1.1907373423415724e-28
1e-11,0.4628563037808147,2.9456979155123263e-21,3.447980290886148e-26,1.6004079305478476e-27,3.0232598456848527e-27,0.0,0.0,6.459677252683659e-16,3.6717135919997316e-26,1.5491826007547752e-37,7.296167875492462e-53,9.60105326159187e-36,2.5035461959276233e-83,1.9326567418821145e-59,1.0495239165294088e-61,2.0374825755606857e-61,8.48049468685859e-24,1.7431967053504641e-87,1.4872076244071101e-56,3.0322826834782587e-81,4.692776026257234e-93,2.3220102766670747e-64,1.8717756382999408e-62,1.8977883770754576e-43,1.4900903540995762e-84,2.04679077869022e-82,5.057724604559054e-93,2.7109927140287798e-126,1.0737544861462927e-105,1.5491078796163078e-41,1.1648583047162702e-102,4.8043468226106746e-83,1.535125494155055e-100,3.76,0.0,0.7165522045722312,0.9999996110251096,1.5386264949035636e-32,1.5086462215825041e-81,1.3098024388781846e-12,1.3098024388866662e-12,3.889748896094468e-07,1.3550575377213909e-27,8.480494686868347e-24,6.459706710473626e-16,1.6010474144048131e-28
1.0678600447039771e-11,0.4628563037808147,3.145594859987325e-21,3.693557698390202e-26,1.824984745982045e-27,3.447500222808578e-27,0.0,0.0,6.898031149212995e-16,4.1869469578311626e-26,1.887097496230441e-37,9.448907365595716e-53,1.169431767527407e-35,3.600557187863269e-83,2.50290136162442e-59,1.3591950477482375e-61,2.6386778882831006e-61,9.674030005090945e-24,2.625522243759552e-87,1.9255172514981534e-56,4.360248282052476e-81,7.089734777151381e-93,3.0078703004792727e-64,2.563981604551886e-62,2.3115540303811312e-43,2.251050752311273e-84,2.951988019300153e-82,7.6205563703544296e-93,4.3811223118092855e-126,1.6178502122990186e-105,1.8868465810029682e-41,1.830362020860699e-102,7.258907170399308e-83,2.412172551652916e-100,3.76,0.0,0.7165522045721423,0.9999995850173796,1.8735970354961096e-32,2.169735346690799e-81,1.3986856909331317e-12,1.3986856909428072e-12,4.1498261941997873e-07,1.5473224940186349e-27,9.674030005102829e-24,6.898062606086185e-16,1.8257144770215958e-28
1.2733257881225368e-11,0.4628563037808374,3.750841535457173e-21,4.4461014807309025e-26,2.594832013310634e-27,4.9017952690799915e-27,0.0,0.0,8.225273194427698e-16,5.953163694688979e-26,3.2028110596657244e-37,1.8999579333408227e-52,1.9842701062155222e-35,1.0006358263890138e-82,5.032844808522214e-59,2.7330842003446672e-61,5.3060039669174274e-61,1.376997402905752e-23,8.598587101296481e-87,3.8685277399164397e-56,1.2109497668104247e-80,2.3344635943252354e-92,6.0530938702225844e-64,6.082337720289665e-62,3.922209207467053e-43,7.412485376653137e-84,8.257067184575304e-82,2.499892172220068e-92,1.9519599161210194e-125,5.307393153928817e-105,3.2015414288175253e-41,7.0855221561850375e-102,2.390827207862966e-82,9.33783155896976e-100,3.76,0.0,0.7165522045718731,0.9999995065687906,3.1765201879039763e-32,6.030224457233414e-81,1.6678052227659964e-12,1.6678052227797687e-12,4.934312082815181e-07,2.2091011934751595e-27,1.3769974029077682e-23,8.22531070415767e-16,2.5958717751830864e-28
