Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577)
2.492230776001687e-18,0.5223551463677026,1.1519884369011077e-25,1.402938427984611e-29,4.955978514714204e-38,7.601363644856685e-38,0.0,0.0,4.389866890893827e-21,3.501775357508915e-37,2.1151944577470224e-46,2.4609266567809444e-46,1.279606391690059e-51,3.5674952539468952e-71,3.2906235144372923e-48,3.7702013190362736e-35,3.3674683990340244e-51,1.999499850409738e-34,5.171280969028474e-85,1.1265131315681505e-74,5.305626372414989e-81,2.8135837047354823e-80,1.7388121180398328e-25,3.806394141787187e-71,3.4772689571272315e-58,1.691853404054478e-91,8.227290682744546e-103,5.221075754654637e-83,1.1346380083437446e-104,7.894417451342968e-100,1.5539614570443702e-56,4.342768971887136e-102,3.1452252017800234e-100,1.0049691160649302e-113,3.76,0.0,0.6151088049448385,0.9999999999995806,3.5049662149544526e-47,2.1686848699020998e-64,2.1548811789458233e-17,2.1548811789458233e-17,4.1944435895269726e-13,1.9936490445842633e-38,1.9994998504086676e-34,4.38998208973674e-21,2.2486131008730354e-37,6.095312572531998e-34,4.2291433905681964e-57,1.5329459707890965e-34,7.662066691675969e-39,4.318451187805574e-42,1.1888605678542383e-39,5.661590528859294e-38,7.66546297385251e-37,1.565724589372659e-35,4.006519913736865e-41,2.285207345149667e-44,4.8248696492830466e-39,2.3904229112559508e-46,6.256883040550954e-50,1.188917423270858e-39,4.724569250706343e-54,1.7388121184168524e-25,3.15904377693105e-62,1.312199320396466e-66,3.0344937371120364e-55,1.764738097993308e-57,2.5043056507854247e-59,1.4986760407869616e-48,1.3264377390249712e-66,5.453327906079782e-63,2.9373707171446027e-62,2.65531282977247e-52,7.894331291655496e-62,2.035588223888115e-72,1.69392062240243e-51,1.0815155078234609e-62,2.3353299822186088e-71,5.013755230697085e-75,8.103641807852668e-46,3.9490435494312184e-78,2.6984767068594564e-56,4.272332076686953e-64,1.589846758727858e-58
4.986626826352637e-18,0.5223551463677026,2.304977732591317e-25,2.8070957539792305e-29,1.9836829782451184e-37,3.042526435423941e-37,0.0,0.0,8.783547740856343e-21,1.401622731998832e-36,1.6934416946598515e-45,1.9702376738125634e-45,1.0244631714281738e-50,2.8561653920493167e-70,1.3171069667195478e-47,1.5090630701284918e-34,2.6960222841654696e-50,8.003210266378605e-34,1.656852924579729e-83,1.804518587669116e-73,1.700462536838982e-79,9.017585009007518e-79,3.479134932212928e-25,6.095190006760293e-70,2.7839295026499514e-57,5.468508321246012e-90,5.273855190254417e-101,1.67336365240811e-81,7.270899930335183e-103,5.061319180724075e-98,1.2441140432572467e-55,2.784263705677377e-100,2.0164868159538295e-98,1.2889727425090753e-111,3.76,0.0,0.6151088049448385,0.9999999999991608,2.806104141018144e-46,3.472721381016863e-63,4.31163453962835e-17,4.31163453962835e-17,8.392531313944978e-13,7.979792060115759e-38,8.003210266370038e-34,8.783778238626492e-21,9.000312458354997e-37,2.4397135131358862e-33,3.385886212686127e-56,6.135778855566441e-34,3.066823485738072e-38,1.728505897178628e-41,4.758540530002797e-39,2.2661116646319684e-37,3.0681828668232274e-36,6.266978753541803e-35,1.6036520948542034e-40,9.20376367022314e-44,1.93120525700684e-38,9.567934294763385e-46,5.009347470852148e-49,4.7587681012930985e-39,1.8920441461393904e-53,3.47913493372199e-25,5.058625557484719e-61,2.10124502319937e-65,1.2149689398097552e-54,1.4128635078388532e-56,2.0054756095184336e-58,1.199852112666613e-47,2.124045212821883e-65,8.73249796658571e-62,2.351682620859843e-61,2.1264038058921158e-51,6.320265918150468e-61,3.25972394279387e-71,1.3561664741675191e-50,8.672268933152348e-62,3.739570693020314e-70,8.04071686814411e-74,4.2236032254891514e-45,6.359216426495254e-77,1.0806226463350574e-55,3.4403585699399114e-63,1.2728642559784349e-57
9.975418927054538e-18,0.5223551463677026,4.610956324048282e-25,5.615410440340127e-29,7.937315836403871e-37,1.217406885547023e-36,0.0,0.0,1.7570909440773987e-20,5.608316626146895e-36,1.3552680267157837e-44,1.5767889339026715e-44,8.198818959910698e-50,2.285800359089359e-69,5.270143475808951e-47,6.038217923740074e-34,2.157637203516626e-49,3.20232658716361e-33,5.305200584142568e-82,2.888908901846615e-72,5.445743002000069e-78,2.887887818111438e-77,6.9597805582940495e-25,9.756273523191007e-69,2.2279897088261686e-56,1.7808133443517358e-88,3.3779541491037054e-99,5.358958232959538e-80,4.656327666566052e-101,3.242092544157651e-96,9.956693503105335e-55,1.7834956306189265e-98,1.2916863510377831e-96,1.6515590382029472e-109,3.76,0.0,0.6151088049448385,0.9999999999983211,2.245736144421145e-45,5.558615808804092e-62,8.625141260993404e-17,8.625141260993404e-17,1.6788706647187937e-12,3.192956466108046e-37,3.2023265871567544e-33,1.757137053639395e-20,3.6012973283295857e-36,9.762031925139964e-33,2.709738010086088e-55,2.4551107643652938e-33,1.2271288800458266e-37,6.91627508148864e-41,1.9040360394321317e-38,9.067398405780179e-37,1.2276727960373646e-35,2.5076078132101702e-34,6.416697234092822e-40,3.728302252948943e-43,7.727336539159728e-38,3.8284304247313755e-45,4.009015051796951e-48,1.904127098754628e-38,7.578525155900605e-53,6.959780564332262e-25,8.097126969588043e-60,3.3633736143423794e-64,4.8645043866305455e-54,1.1307201933393476e-55,1.605193329394419e-57,9.60246357980456e-47,3.399868877353794e-64,1.397773822323758e-60,1.882060821040329e-60,1.701984869485759e-50,5.058134140922812e-60,5.217740770911114e-70,1.085345345993711e-49,6.962169143414816e-61,5.985748518994037e-69,1.2909362717014178e-72,2.474274482698874e-44,1.0292858941759112e-75,4.328129303256804e-55,2.7851767813133153e-62,1.0186864010521964e-56
1.995300312845834e-17,0.5223551463677026,9.222913507268396e-25,1.1232039950548554e-28,3.1754432268878215e-36,4.8704203016036786e-36,0.0,0.0,3.5145632840579716e-20,2.243691842103731e-35,1.084420333147959e-43,1.2616707155339161e-43,6.560300910028589e-49,1.8289875778324408e-68,2.1084005595843065e-46,2.4156803526747e-33,1.7264375832982934e-48,1.2811391692115217e-32,1.698187773692884e-80,4.6235980118955e-71,1.7433201029455824e-76,9.244859490298446e-76,1.3921071801396017e-24,1.561321413107576e-67,1.782730298515896e-55,5.889834616917711e-87,2.162750806927035e-97,1.7155380487785946e-78,2.980994732635276e-99,2.0758511255013493e-94,7.966867637141318e-54,1.1419388527920026e-96,8.270425815755613e-95,2.115067555507282e-107,3.76,0.0,0.6151088049448384,0.9999999999966419,1.7969301202117304e-44,8.895595024408781e-61,1.725215470372351e-16,1.725215470372351e-16,3.358105685130167e-12,1.2773906801209883e-36,1.281139169206036e-32,3.514655513188067e-20,1.4407534337308532e-35,3.905448434265621e-32,2.168202112007107e-54,9.822041729036942e-33,4.909314686480254e-37,2.7669604010473285e-40,7.617383982125568e-38,3.627549795931695e-36,4.911490596524758e-35,1.0032064109054818e-33,2.5670967247405618e-39,1.5280479635613937e-42,3.09143778943712e-37,1.531629804204698e-44,3.2078270022836777e-47,7.617748288022079e-38,3.038211833421089e-52,1.3921071825552794e-24,1.295806467516073e-58,5.382503309068507e-63,1.9485557557524677e-53,9.047479330075607e-55,1.2844798943190774e-56,7.683429846311672e-46,5.44090762456947e-63,2.236897531185011e-59,1.5059346076666095e-59,1.3619326888211593e-49,4.047276409567904e-59,8.349987855038676e-69,8.684411786724761e-49,5.605549019072004e-60,9.579146503293081e-68,2.0783942211470003e-71,1.6173994862549273e-43,1.6836707552563395e-74,1.7349190199496732e-54,2.2795251958139696e-61,8.151072909778631e-56
3.990817153126594e-17,0.5223551463677026,1.8446827874933355e-24,2.246529952091196e-28,1.270280703801455e-35,1.948326702814261e-35,0.0,0.0,7.029507964007295e-20,8.975497803707983e-35,8.676186390403571e-43,1.009432408880554e-42,5.2487391429587547e-48,1.4633289904111616e-67,8.434288614496647e-46,9.663507821298668e-33,1.3812812087869076e-47,5.124973843419643e-32,5.43503875722726e-79,7.398832008770981e-70,5.579716292124785e-75,2.958934105618657e-74,2.784365425135884e-24,2.4983684416758715e-66,1.4263196921693803e-54,2.0061000507771696e-85,1.3844358221151877e-95,5.4907962986348305e-77,1.9081392397492445e-97,1.3288365985587184e-92,6.374099385988896e-53,7.3100144039076e-95,5.294235479383984e-93,2.7079727814271446e-105,3.76,0.0,0.6151088049448382,0.9999999999932835,1.4376805912229152e-43,1.4234400003225007e-59,3.4506181589183703e-16,3.450618158918372e-16,6.7165755410040484e-12,5.109980022663355e-36,5.124973843375755e-32,7.029692432266132e-20,5.76348277312295e-35,1.5623065149214723e-31,1.7347263887657965e-53,3.9291364483730634e-32,1.963885784018016e-36,1.106874245123742e-39,3.0472015697400724e-37,1.451138013562785e-35,1.9647561323868963e-34,4.013152238162699e-33,1.0269222625917526e-38,6.40458738611679e-42,1.2366757575979623e-36,6.127084580463089e-44,2.56650761048632e-46,3.047347311409091e-37,1.2204306904629408e-51,2.7843654347993815e-24,2.0735032948954602e-57,8.612889785417244e-62,7.814356932039353e-53,7.238670439637209e-54,1.0277140471450784e-55,6.147327531319509e-45,8.706345963915235e-62,3.5794035712927094e-58,1.2048620786774601e-58,1.0896840517857292e-48,3.2381293912809696e-58,1.3360802664845076e-67,6.948189107022563e-48,4.5404797514657315e-59,1.53281938865718e-66,3.365695981525619e-70,1.1490761707655564e-42,2.810889437167093e-73,6.967326883973655e-54,1.905338022246121e-60,6.5214932763315116e-55
7.981850833688114e-17,0.5223551463677027,3.689465661516221e-24,4.493182086142516e-28,5.081329866414837e-35,7.793624138881112e-35,0.0,0.0,1.405939732385865e-19,3.5903452137328776e-34,6.9412786042082e-42,8.075842618949151e-42,4.199190794768329e-47,1.1707187618826718e-66,3.3738527169250565e-45,3.865560406830955e-32,1.105077426602999e-46,2.050073028196911e-31,1.7393464683486977e-77,1.1838991431449667e-68,1.785683938492038e-73,9.469515700586085e-73,5.568881900632006e-24,3.99759295835402e-65,1.1411099800654792e-53,7.194522062809663e-84,8.861270312130659e-94,1.7572267968344758e-75,1.2213061425600617e-95,8.505488340741796e-91,5.099521756657073e-52,4.67892321106042e-93,3.3886829694072615e-91,3.4666445357048106e-103,3.76,0.0,0.6151088049448379,0.9999999999865665,1.1501990716800258e-42,2.2776198446932265e-58,6.901423536010408e-16,6.90142353601041e-16,1.3433514512956434e-11,2.0440763406301625e-35,2.0500730281617987e-31,1.4059766270345154e-19,2.305486920229237e-34,6.249480345723727e-31,1.387846994181176e-52,1.5717185327158365e-31,7.85586348458595e-36,4.427677193116874e-39,1.2189302205205912e-36,5.804788253491664e-35,7.859344327811642e-34,1.605326216531204e-32,4.10785620589705e-38,2.7954671628362716e-41,4.9469043204168935e-36,2.4509869560745283e-43,2.0533044937745867e-45,1.2189885255209766e-36,4.9222995547826916e-51,5.568881939287569e-24,3.3177756344984033e-56,1.378133116307724e-60,3.1414702761914343e-52,5.79121081873115e-53,8.222233311452721e-55,4.918095497527961e-44,1.3930867689704683e-60,5.727339567085799e-57,9.639354223886122e-58,8.718023516403886e-48,2.5906277723212296e-57,2.137646964465689e-66,5.558815170230856e-47,3.721544039898644e-58,2.4526358484981413e-65,5.51316012703243e-69,8.61316492704918e-42,4.871245812001518e-72,2.808713926799381e-53,1.6548205109291552e-59,5.217452133593249e-54
1.5963918194811155e-16,0.5223551463677027,7.379031411521569e-24,8.986487234159837e-28,2.032573531747612e-34,3.1175132437961615e-34,0.0,0.0,2.8119176043372194e-19,1.4361673044548054e-33,5.5531546583581e-41,6.460827409001263e-41,3.359432596153063e-46,9.365972304451646e-66,1.3495685342893265e-44,1.5462556114276414e-31,8.840829255319237e-46,8.200459533769605e-31,5.566123167439438e-76,1.8943074477016634e-67,5.714468132153486e-72,3.0303932541730355e-71,1.113791479363848e-23,6.396311801980978e-64,9.12909742513633e-53,2.797983096839168e-82,5.67149492306211e-92,5.623401168791288e-74,7.816672179255295e-94,5.4438114510210056e-89,4.079714506139983e-51,2.994675458227031e-91,2.1688763215839157e-89,4.437586404323573e-101,3.76,0.0,0.6151088049448372,0.9999999999731326,9.201810938304605e-42,3.6442844291789004e-57,1.380303429019447e-15,1.380303429019448e-15,2.6867389497680345e-11,8.17648097394846e-35,8.200459533488702e-31,2.8119913946194757e-19,9.222135306217203e-34,2.4998429920450725e-30,1.110303949293316e-51,6.2870020377766505e-31,3.1424098792996956e-35,1.7711069498506392e-38,4.875820032942475e-36,2.3219625424461042e-34,3.143801691374987e-33,6.421435511240445e-32,1.6431759174100406e-37,1.3050357859718263e-40,1.978801986257927e-35,9.804574456504357e-43,1.6426829528504014e-44,4.876053305374542e-36,2.0012632462366152e-50,1.1137914948263877e-23,5.308577291987486e-55,2.2050695465698225e-59,1.2690942294922314e-51,4.6330779041025346e-52,6.577995630458795e-54,3.9345697867765246e-43,2.228995673041565e-59,9.1639778130423e-56,7.711666421543706e-57,6.974638405540597e-47,2.0725534385347906e-56,3.4196989672433777e-65,4.447157691987642e-46,3.1196897535493855e-57,3.924317415205566e-64,9.230163398260233e-68,6.658740006296845e-41,8.989722566547007e-71,1.1408447323212985e-52,1.5326571559800478e-58,4.1740703457601342e-53
3.1928052917057235e-16,0.5223551463677029,1.475816291937057e-23,1.797310104985424e-27,8.130378691719521e-34,1.2470181125519398e-33,0.0,0.0,5.623873348164266e-19,5.744727656195131e-33,4.4425763969352646e-40,5.168723206492757e-40,2.68757832716123e-45,7.492866608886868e-65,5.398328975126525e-44,6.185085283444527e-31,7.072747340130614e-45,3.2802176470840725e-30,1.7811936876276947e-74,3.030946967453153e-66,2.1185680461821094e-70,1.1234806367100463e-69,2.227598034770835e-23,1.0234230307155661e-62,7.303366052721031e-52,1.5080949767963962e-80,4.19626598967031e-90,2.0846698186666838e-72,5.002779408616069e-92,4.603689445843347e-87,3.2638107642860657e-50,2.5325228960955303e-89,1.8341650176751551e-87,9.943555881331566e-99,3.76,0.0,0.6151088049448359,0.9999999999462649,7.361536040516271e-41,5.8309292281869585e-56,2.7606255798562554e-15,2.7606255798562593e-15,5.373512763040997e-11,3.2706330684250273e-34,3.2802176468593476e-30,5.624020929666019e-19,3.6888916478809445e-33,9.999473641737667e-30,8.882537011182934e-51,2.5148263950434295e-30,1.256977180626113e-34,7.084500180756084e-38,1.9503478146016265e-35,9.287944655607053e-34,1.257533468281024e-32,2.568600333957967e-31,6.5727705671383345e-37,6.714820815012044e-40,7.915288456886432e-35,3.922211414099165e-42,1.3141620970153808e-43,1.950441162672475e-35,8.263567037044127e-50,2.2275980966216226e-23,8.493832633961615e-54,3.528156389815103e-58,5.176274807392993e-51,3.706505158512801e-51,5.262481060118992e-53,3.1476931810556975e-42,3.566437620858102e-58,1.466255023932772e-54,6.1694063548030045e-56,5.579797194481566e-46,1.65806566440485e-55,5.469583135246023e-64,3.55776837509758e-45,2.7235982905749575e-56,6.278988529841577e-63,1.6076891002101741e-66,5.234272389459236e-40,1.8209487013429782e-69,4.7021193831862e-52,1.5601751583451377e-57,3.3393087425315416e-52
6.38563223615494e-16,0.5223551463677031,2.9516425966421775e-23,3.594634275989032e-27,3.2521695046108324e-33,4.988098858562137e-33,0.0,0.0,1.1247784835515694e-18,2.2979027501511979e-32,3.5540821210656625e-39,4.135003001772236e-39,2.1500759869933622e-44,5.994328602088627e-64,2.1593425116467853e-43,2.474046632807333e-30,5.658231443088958e-44,1.3120941048445703e-29,5.699874427811919e-73,4.849559173496497e-65,6.808478349655264e-69,3.610548906805746e-68,4.4552110528075815e-23,1.637487672606144e-61,5.842729811627505e-51,7.537994349943e-79,2.70263158058352e-88,6.699529265493594e-71,3.2018196396143106e-90,2.957589876383928e-85,2.6110647849313227e-49,1.6269919718286147e-87,1.1783395120423548e-85,1.2770539689859397e-96,3.76,0.0,0.6151088049448331,0.9999999998925294,5.889263657011903e-40,9.329546073033623e-55,5.5212698815298544e-15,5.521269881529868e-15,1.0747055654903807e-10,1.3082658081711696e-33,1.3120941046647902e-29,1.12480799992656e-18,1.475564164264588e-32,3.999809763609724e-29,7.106071775379066e-50,1.005935672684617e-29,5.027937834023047e-34,2.8338147370407036e-37,7.801430630040532e-35,3.715196761797661e-33,5.030159453236791e-32,1.0274453596636726e-30,2.6291216278549523e-36,3.881647721211648e-39,3.166131481161736e-34,1.5691659357348963e-41,1.0513359577748345e-42,7.801804329415224e-35,3.512195679445472e-49,4.455211300211982e-23,1.3590219208100996e-52,5.645085888109283e-57,2.150399154156111e-50,2.9652198770157497e-50,4.210020209791217e-52,2.518169478612544e-41,5.70633285005174e-57,2.346022299390925e-53,4.935554370451587e-55,4.463870154651997e-45,1.326465577110144e-54,8.744970892030782e-63,2.846231586589851e-44,2.543400712863605e-55,1.0046448158835279e-61,2.991022936190318e-65,4.1503294819380414e-39,4.1377835895383286e-68,1.9918166168540144e-51,1.782606514350715e-56,2.6714823962046904e-51
1.2771286125053372e-15,0.5223551463677039,5.903295218593707e-23,7.189288249461757e-27,1.300872299359095e-32,1.9952454476465823e-32,0.0,0.0,2.24956078090079e-18,9.191634375570671e-32,2.8432739947311094e-38,3.3080120555978177e-38,1.7200667998501122e-43,4.7954767014884046e-63,8.637391521456019e-43,9.896211184758222e-30,4.526598577166163e-43,5.248392745553542e-29,1.823968416362318e-71,7.759329847723726e-64,2.17901420551439e-67,1.1555353273826766e-66,8.910436717772194e-23,2.6199899252454546e-60,4.674201395804211e-50,4.1357911436224975e-77,1.7300898400159543e-86,2.144146858829965e-69,2.049186330298415e-88,1.8929799767961627e-83,2.0888591128042296e-48,1.041342746470059e-85,7.541864702010589e-84,1.634682345174434e-94,3.76,0.0,0.6151088049448276,0.9999999997850588,4.7114247089622354e-39,1.4927321145056414e-53,1.1042558484876985e-14,1.1042558484877037e-14,2.1494122499930347e-10,5.233123954196153e-33,5.248392744115296e-29,2.249619813649073e-18,5.902271667316145e-32,1.599927944525987e-28,5.684874285999294e-49,4.023752909359094e-29,2.011183078794094e-33,1.1335289784930836e-36,3.120579941247228e-34,1.4860824864834133e-32,2.012068894558063e-31,4.109791892157878e-30,1.051651348500234e-35,2.509230052540613e-38,1.2664558089249337e-33,6.278866833237263e-41,8.410712562553366e-42,3.120729665531537e-34,1.570291755123238e-48,8.910437707392268e-23,2.1744419751138364e-51,9.032164582624902e-56,9.240670425423948e-50,2.372179987316219e-49,3.368032775190786e-51,2.014541545240282e-40,9.130149153398966e-56,3.753645174045755e-52,3.948455210062366e-54,3.5711055806526963e-44,1.061183888206331e-53,1.397149812224144e-61,2.276992020372827e-43,2.617942976540812e-54,1.6074376593374958e-60,6.125508984849928e-64,3.305428072852218e-38,1.0538078085259323e-66,8.855019473032137e-51,2.281226346052896e-55,2.1372231429281676e-50
1.9156940013951804e-15,0.5223551463677042,8.854947853086526e-23,1.0783947854407208e-26,2.7643574504799067e-32,4.2399009667473376e-32,0.0,0.0,3.374343078128948e-18,1.9532237656968e-31,8.129992546948252e-38,9.458853915259883e-38,4.918321791683487e-43,1.3712075972516726e-62,1.835446999072158e-42,2.1029463742429786e-29,1.2943252660928371e-42,1.1152847952890894e-28,8.532938182919558e-71,2.9582476199121367e-63,9.633239232185992e-67,5.108524837896687e-66,1.336566201162796e-22,9.643312206333673e-60,1.3365311350012038e-49,2.0150745386697735e-76,9.259202357621232e-86,9.47932227032106e-69,1.142783438104787e-87,9.393920346350853e-83,5.972838089959052e-48,5.167664049768518e-85,3.742650912096216e-83,8.434359676447143e-94,3.76,0.0,0.615108804944822,0.9999999996775882,1.3471739971779908e-38,5.494249342949132e-53,1.6563847088224045e-14,1.6563847088224155e-14,3.224117040629118e-10,1.1120477978236965e-32,1.1152847948778402e-28,3.3744316271741836e-18,1.2542336674466248e-31,3.3998493814154354e-28,1.625519979616037e-48,8.550481306952943e-29,4.2737720155766246e-33,2.4087512201426776e-36,6.6312369726715515e-34,3.157927649457666e-32,4.2756495936135856e-31,8.733314305764624e-30,2.2347608207098261e-35,6.737076180786485e-38,2.6912206006007688e-33,1.3345814345893872e-40,2.4075911404862595e-41,6.631555495945265e-34,3.616003749442906e-48,1.336566411457212e-22,8.00982189093289e-51,3.3271075809324505e-55,2.0575076729157467e-49,6.782952470117501e-49,9.998864083931688e-51,5.760349226157619e-40,3.363199465756864e-55,1.382697972023546e-51,1.1290122717284107e-53,1.0601723394335603e-43,3.034382719438815e-53,5.1630034123775236e-61,6.510779011895536e-43,8.443665186479055e-54,5.916444201938682e-60,2.491744874099679e-63,9.440563500796923e-38,4.5721149610938396e-66,2.0120856382615576e-50,7.927516161429375e-55,6.125736873202014e-50
3.192824779174867e-15,0.5223551463677053,1.4758253172237335e-22,1.797328959024182e-26,7.642653205070482e-32,1.1722096191966093e-31,0.0,0.0,5.623907672101008e-18,5.400093084064715e-31,3.736245443591145e-37,4.346941234986247e-37,2.2602822733565988e-42,6.301565203572131e-62,5.074474218847226e-42,5.814031818295327e-29,5.948243180438134e-42,3.083440027281676e-28,1.2462864536160524e-69,2.432677356099939e-62,1.5535372572711049e-65,8.238437048910525e-65,2.2276111114904348e-22,7.419659172182311e-59,6.142214775374878e-49,5.901116777039742e-75,2.521002169043541e-84,1.5286546873827258e-67,2.9705761972617245e-86,2.97108514062993e-81,2.7448995721551607e-47,1.6344200591680075e-83,1.1837193313332342e-81,5.6856757812227716e-92,3.76,0.0,0.615108804944811,0.9999999994626481,6.191116094623728e-38,4.227325410941835e-52,2.7606424294917885e-14,2.760642429491819e-14,5.373519046461704e-10,3.0745418453585064e-32,3.0834400253917257e-28,5.6240552534347966e-18,3.467589670516043e-31,9.399589973922881e-28,7.470292367575479e-48,2.3639582670661694e-28,1.181576331467117e-32,6.659495705943327e-36,1.8333430352451202e-33,8.730747399003389e-32,1.1820921971615126e-30,2.4145062666661006e-29,6.178461031175093e-35,2.8641881334925185e-37,7.440438684822217e-33,3.692017828208584e-40,1.1070777783687928e-40,1.8334313534086628e-33,1.1882568156009517e-47,2.2276116928930082e-22,6.167524128710196e-50,2.5618560170322292e-54,6.3575922712788424e-49,3.117188915059691e-48,4.683692734773442e-50,2.647248387938249e-39,2.5896412965070446e-54,1.0646677374731743e-50,5.18852543206381e-53,4.966063710996084e-43,1.394520732211069e-52,3.9993606300177004e-60,2.9921147211181854e-42,5.210643648647436e-53,4.55217074086793e-59,2.5685013493806255e-62,4.3327600224453955e-37,5.4222489231427075e-65,6.49249271276029e-50,5.593658078553187e-54,2.8187397160930644e-49
4.342242479176584e-15,0.5223551463677064,2.0071227999994303e-22,2.4443715348006846e-26,1.3609319163029113e-31,2.087359587934305e-31,0.0,0.0,7.648515806284705e-18,9.615968295489363e-31,8.41025288356335e-37,9.784923289480125e-37,5.0878773621763974e-42,1.4184762719338393e-61,9.036136816880643e-42,1.0353070092938572e-28,1.3389439315024083e-41,5.490698892622386e-28,4.462137325066995e-69,7.095011884315166e-62,5.76130214716192e-65,3.055229251508052e-64,3.029551410879154e-22,2.043404694304553e-58,1.3826079201481303e-48,2.6629409190040603e-74,1.0660125660877047e-83,5.668951796273405e-67,1.2707894067240358e-85,1.3624232026805898e-80,6.17874667999172e-47,7.494819493294701e-83,5.428079882168639e-81,3.251481638764566e-91,3.76,0.0,0.615108804944801,0.9999999992692026,1.3936143417037998e-37,1.1642222945408356e-51,3.7544743780942125e-14,3.754474378094267e-14,7.307974732621661e-10,5.474920287303269e-32,5.490698888368126e-28,7.648716516431539e-18,6.174751400918529e-31,1.6737888734927385e-27,1.6815557704336366e-47,4.209510336254303e-28,2.1040420535241943e-32,1.1858594747270934e-35,3.264641290657273e-33,1.5546878368244017e-31,2.104956505285489e-30,4.2995213900096696e-29,1.1002011631398086e-34,6.282562699231089e-37,1.324922017097405e-32,6.577094788971421e-40,2.493929814680009e-40,3.2647988612937356e-33,2.3583624728213493e-47,3.0295524461850857e-22,1.6995390497654956e-49,7.059516395813732e-54,1.2110947670427743e-48,7.016754453983528e-48,1.0808112954997211e-49,5.958942017167699e-39,7.136075565427844e-54,2.9338209049444143e-50,1.1679321838900095e-52,1.1459682902441257e-42,3.139109290161959e-52,1.109482519762425e-59,6.735222021697851e-42,1.3390815100178286e-52,1.2536866514039104e-58,7.894346950027724e-62,9.748900200237598e-37,1.733241529704967e-64,1.2658696287719045e-49,1.5027735300997001e-53,6.355534594998251e-49
5.491660179178302e-15,0.5223551463677073,2.5384202870642194e-22,3.091416036539907e-26,2.1244365755271803e-31,3.258399901292907e-31,0.0,0.0,9.67312394005437e-18,1.5010664566918223e-30,1.5895927289886054e-36,1.849414414762782e-36,9.616427466524968e-42,2.681012707460525e-61,1.410553834947351e-41,1.6161290056173353e-28,2.530691607939095e-41,8.571066769257923e-28,1.1791416398074666e-68,1.623477869193908e-61,1.5070875570438572e-64,7.992113279388388e-64,3.8314915833496826e-22,4.6023617226241815e-58,2.6132217432564767e-48,7.65797471824261e-74,3.2969596012303825e-83,1.4829361947464353e-66,3.801843643754193e-85,3.943999951639244e-80,1.167824268102971e-46,2.1696311715397835e-82,1.5713429409086158e-80,1.0040158787537966e-90,3.76,0.0,0.615108804944791,0.9999999990757575,2.634022152651318e-37,2.6221772674638345e-51,4.7483063266966125e-14,4.748306326696697e-14,9.242423941873988e-10,8.546542303730864e-32,8.571066761217094e-28,9.673377778753177e-18,9.638875589232351e-31,2.6128084045505306e-27,3.178250397190919e-47,6.57110604398357e-28,3.284446473937419e-32,1.8511441357896767e-35,5.0961514454984265e-33,2.4268900391006302e-31,3.285867318932907e-30,6.711614622496457e-29,1.717429856034343e-34,1.1669252988416733e-36,2.0682222824956368e-32,1.0271196924067591e-39,4.716441894302741e-40,5.09639789139361e-33,4.0683832221716517e-47,3.831493199477013e-22,3.829827310486191e-49,1.5908269214503824e-53,2.014958618359551e-48,1.3262108206015232e-47,2.0810394255557378e-49,1.1262805809812196e-38,1.608077475537319e-53,6.611209112435838e-50,2.2074682220614182e-52,2.206490034113252e-42,5.933216851915351e-52,2.50167902346436e-59,1.273001015050403e-41,2.86048771349789e-52,2.8236794178295228e-58,1.984110655099841e-61,1.842094847506894e-36,4.5062985102195603e-64,2.14890825217317e-49,3.3235201889282796e-53,1.2027686787955443e-48
