Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65)
1.2636564172632358e-10,0.7720155278118322,1.377528188925307e-13,2.8286775669448183e-15,1.2421975451374476e-17,2.3380647825546056e-17,0.0,0.0,2.732493620719642e-10,3.119467491269088e-17,3.886264364327089e-21,3.807339445954088e-29,1.7272145451452385e-21,1.3306783806957263e-47,2.475297219686829e-36,3.4270522523177156e-25,2.62229973726114e-37,4.218464422003611e-14,1.669403133680154e-48,2.7822501302788305e-28,4.7916822096088696e-45,1.904153502023684e-52,9.001484288806362e-27,7.100042929970881e-39,1.3578038845092418e-25,1.7090716488228045e-51,2.6076201445031465e-50,8.058780683770185e-45,6.767082217899188e-76,9.103035645408905e-62,1.6611212875994513e-24,5.465636240407627e-63,2.204863154378197e-50,2.3008013875476907e-63,3.76,0.0,0.741185159063676,0.9996676103457575,7.31127559789152e-21,2.2836176678642344e-50,5.868790555193763e-06,5.868791064263471e-06,0.0003323893809490986,4.7369078262694943e-17,4.2184649835663675e-14,2.733789743186839e-10,2.0507939886333005e-13,2.572694116178113e-16,1.228320326903992e-21,3.3856208677553864e-14,1.6263655402424017e-16,2.4073509623505247e-20,1.335930105605851e-15,2.9328971268921485e-14,2.5851376317906994e-14
1.35689593858687e-10,0.7720155885814778,1.4799817834034793e-13,3.0537081882564644e-15,1.4327420725173332e-17,2.6968138690675426e-17,0.0,0.0,2.9340765144888144e-10,3.5967549465269063e-17,4.839061986347709e-21,5.076641379258142e-29,2.150583239271814e-21,1.9086565703579617e-47,3.31046355177156e-36,4.259337657458414e-25,3.5109321325586147e-37,4.89828275941504e-14,2.7392635497525207e-48,3.698735644742861e-28,7.379713628130753e-45,3.1494843332417925e-52,1.1188339950587846e-26,1.0182143294298424e-38,1.6902913727302767e-25,2.8088022790383786e-51,4.0391265987621154e-50,1.246051329063379e-44,1.3747897782620838e-75,1.6160877363870557e-61,2.0681875053389266e-24,9.745597449278602e-63,3.660248936817754e-50,4.1037572008988435e-63,3.76,0.0,0.741184726013673,0.9996470770608497,9.054179846259477e-21,3.5139745902178625e-50,6.301820338777409e-06,6.301820926085275e-06,0.00035292264569161024,5.763904840264663e-17,4.898283458647002e-14,2.935462691266143e-10,2.364596473942528e-13,2.962413642876286e-16,1.5207175902024567e-21,3.9025512984622216e-14,1.900238643816265e-16,2.7777403521030677e-20,1.5371932485397215e-15,3.3819804396554545e-14,2.98011042172246e-14
1.4501354599105044e-10,0.7720156493510879,1.582555447326645e-13,3.2812998582313686e-15,1.636951493589352e-17,3.0813111684421315e-17,0.0,0.0,3.135655079856903e-10,4.107998385673663e-17,5.939852894308232e-21,6.642422966558345e-29,2.639684536055874e-21,2.673765212674114e-47,4.343981632145324e-36,5.219371949189118e-25,4.612035464287541e-37,5.6331187418864276e-14,4.35232999758165e-48,4.8249013659847205e-28,1.1051573149631356e-44,5.044409193040482e-52,1.371108065808298e-26,1.4261053810485964e-38,2.0743016276708912e-25,4.473396009813769e-51,6.082318414431913e-50,1.8732333925413226e-44,2.6744149670445503e-75,2.7667286977316963e-61,2.5384241563003975e-24,1.674864047653763e-62,5.881706918517854e-50,7.054907698989119e-63,3.76,0.0,0.7411842929639232,0.9996270271744228,1.1054509104050516e-20,5.257631865521569e-50,6.734849865955484e-06,6.734850537135074e-06,0.00037297251195312763,6.915816371826532e-17,5.6331196001683275e-14,3.137130560751921e-10,2.7007291285324065e-13,3.3790355172460853e-16,1.8561752770636723e-21,4.456028548851436e-14,2.198435388301509e-16,3.1749192180323054e-20,1.7521170543509427e-15,3.8630845805888816e-14,3.403063400950194e-14
1.6366145025577733e-10,0.7720157708902032,1.7880695070120476e-13,3.744373758940399e-15,2.0864273443819826e-17,3.927676708841713e-17,0.0,0.0,3.5387996085841154e-10,5.232349417958087e-17,8.631923061687355e-21,1.0842505778862344e-28,3.835719568612564e-21,4.942849004601274e-47,7.128891148080976e-36,7.562620112941954e-25,7.584844282594724e-37,7.270687804082904e-14,1.0125195310011121e-47,7.827334193739055e-28,2.308763321702518e-44,1.192619459862046e-51,1.9869387235759343e-26,2.6352489965550976e-38,3.012977217008448e-25,1.0475865482791016e-50,1.283912617067566e-49,3.9423930266692986e-44,9.099106209350243e-75,7.39726553409425e-61,3.688211151604451e-24,4.5069338059023395e-62,1.3983533784360692e-49,1.8996885078272392e-62,3.76,0.0,0.741183426865183,0.9995883323425682,1.5898791487103852e-20,1.0962548081634216e-49,7.600908151067395e-06,7.600909006919235e-06,0.0004116673034765309,9.609854729298887e-17,7.270689051323739e-14,3.540451459990723e-10,3.4399849030766833e-13,4.292555864541302e-16,2.6680938580465444e-21,5.672497973165685e-14,2.86986536064877e-16,4.0498756025177194e-20,2.2226072234971385e-15,4.9213881788814666e-14,4.332843077712673e-14
1.8044456409403154e-10,0.7720158802752862,1.9734591512783116e-13,4.170403865270223e-15,2.5378479386659467e-17,4.777784712587253e-17,0.0,0.0,3.901615824549562e-10,6.360385413357744e-17,1.1678719540068716e-20,1.611220836296966e-28,5.189214539843655e-21,8.121528980905434e-47,1.064049233644409e-35,1.0209981191667568e-24,1.1342016591435815e-36,8.939583800319647e-14,2.002101908970499e-47,1.1565922912366156e-27,4.1889668561142127e-44,2.392284429244189e-51,2.682803977260177e-26,4.328136528824668e-38,4.0747110088695773e-25,2.0868704818739972e-50,2.3495989764224774e-49,7.198161687346694e-44,2.446006977568511e-74,1.638579641066682e-60,4.989205055835107e-24,1.0031261318258832e-61,2.816582361047179e-49,4.2307605835826944e-62,3.76,0.0,0.7411826473771825,0.9995550488222773,2.1318144899458388e-20,1.985378855854573e-49,8.380359730694171e-06,8.380360772086189e-06,0.00044495078746877226,1.2497188604289341e-16,8.939585487757518e-14,3.9034238759573665e-10,4.1816841725705614e-13,5.205654400943782e-16,3.575733260875307e-21,6.891996083841995e-14,3.5623657820621227e-16,4.9295338512366094e-20,2.6919207332727575e-15,5.983454586351564e-14,5.26516945448091e-14
1.9722767793228572e-10,0.7720159896602555,2.1592631577680008e-13,4.6054883220670776e-15,3.0337919453458684e-17,5.711819106234148e-17,0.0,0.0,4.264419448287368e-10,7.598424442084703e-17,1.538956503560495e-20,2.3127580464317804e-28,6.837546081076076e-21,1.2774703394396102e-46,1.5335086129045068e-35,1.3431148776219272e-24,1.637560807366444e-36,1.0797115287759863e-13,3.72654068304919e-47,1.6506436814813852e-27,7.214991555724071e-44,4.516264376437187e-51,3.5296203530375856e-26,6.804878570535156e-38,5.367123580052134e-25,3.9170812423355825e-50,4.079030301275836e-49,1.2472208910344937e-43,6.023130491189014e-74,3.385230561330451e-60,6.573406944750969e-24,2.081164210379893e-61,5.335597322761563e-49,8.782752212049943e-62,3.76,0.0,0.7411818678900021,0.9995231624232594,2.7849504398814e-20,3.413011275926336e-49,9.159810479466826e-06,9.159811724754119e-06,0.0004768371501872073,1.583882349918833e-16,1.0797117511319849e-13,4.2663813189232566e-10,4.995733025373806e-13,6.204255332512084e-16,4.6688409179575906e-21,8.229418954633817e-14,4.341207057062581e-16,5.896885415836569e-20,3.2041888774173415e-15,7.14939478962461e-14,6.287891994942606e-14
2.140107917705399e-10,0.7720160990451107,2.345491008980787e-13,5.049876773524174e-15,3.574357663427356e-17,6.729976228943797e-17,0.0,0.0,4.627210976403636e-10,8.946461406494893e-17,1.9836187669177516e-20,3.2249329554013317e-28,8.812518686051881e-21,1.9373228808950714e-46,2.1461958572105535e-35,1.7289552911207102e-24,2.2958504471047974e-36,1.284670955346627e-13,6.59375880058294e-47,2.2882391181628042e-27,1.1897445431685127e-43,8.103575281232278e-51,4.544106386995035e-26,1.0314937067222593e-37,6.9149247102659925e-25,6.994243839996791e-50,6.7752939653618525e-49,2.068334989952709e-43,1.3782954081382366e-73,6.596796695798532e-60,8.471309651784668e-24,4.070826495317292e-61,9.600884677160434e-49,1.718962932096931e-61,3.76,0.0,0.7411810884036416,0.9994926144993206,3.559750665013625e-20,5.616759981397364e-49,9.939260397352572e-06,9.939261864923886e-06,0.000507385037826086,1.9646427687515995e-16,1.2846712419430653e-13,4.629324304100041e-10,5.882131399546327e-13,7.287744543288635e-16,5.964640895606616e-21,9.684584800312861e-14,5.208873214082579e-16,6.952266288505364e-20,3.758931817783858e-15,8.41925519770286e-14,7.400913519662953e-14
2.3079390560879408e-10,0.7720162084298519,2.532152176941504e-13,5.5038017310654084e-15,4.159646013486153e-17,7.832456825877776e-17,0.0,0.0,4.989990884679728e-10,1.0404491356308392e-16,2.509156463135791e-20,4.38765473112257e-28,1.1146483796629052e-20,2.8482620718970612e-46,2.929710824531486e-35,2.185062064621517e-24,3.139379834438099e-36,1.5091559953459952e-13,1.1176467632251396e-46,3.0948021628182042e-27,1.890705541966493e-43,1.3927126408624735e-50,5.743511369906465e-26,1.5157535840527112e-37,8.743217527326784e-25,1.1969792164686574e-49,1.0838939398633794e-48,3.304655551558262e-43,2.96485661219907e-73,1.2234182803387783e-59,1.0713919436488525e-23,7.57526741773904e-61,1.6538066373281565e-48,3.200665620370265e-61,3.76,0.0,0.7411803089181012,0.9994633488642808,4.4667021894980424e-20,8.90745745792696e-49,1.0718709484321016e-05,1.0718711192596344e-05,0.0005366506365648326,2.3928426990878267e-16,1.509156357864791e-13,4.992253325827116e-10,6.840879233145566e-13,8.4555127041341e-16,7.480352782868674e-21,1.1257312273871258e-13,6.167676971840547e-16,8.09601257343829e-20,4.355675075586894e-15,9.79308169978563e-14,8.604136953438527e-14
2.4757701944704827e-10,0.772016317814479,2.7192561231949386e-13,5.967479544262375e-15,4.7897605003575265e-17,9.019466035208654e-17,0.0,0.0,5.352759628922442e-10,1.1972509482595776e-16,3.1229839280953197e-20,5.84478864596213e-28,1.3872302957408348e-20,4.077253244288017e-46,3.914380607644554e-35,2.7181821174502047e-24,4.2015562759666015e-36,1.7534639017551192e-13,1.825753788770596e-46,4.097827849116655e-27,2.9107143215364663e-43,2.3065852978040077e-50,7.145627276274121e-26,2.1686525639956425e-37,1.0877468792716177e-24,1.9749776486000315e-49,1.6788058543381046e-48,5.113523864094782e-43,6.049115641275987e-73,2.1744658760769828e-59,1.3332720175377093e-23,1.350531580530501e-60,2.743813188647633e-48,5.709586955098162e-61,3.76,0.0,0.7411795294333804,0.9994353116915471,5.516315991132824e-20,1.3683509321902487e-48,1.149815774034402e-05,1.1498159707772349e-05,0.0005646877729966826,2.8690328252018442e-16,1.7534643529486487e-13,5.355168858422551e-10,7.871976464226693e-13,9.706955217077764e-16,9.233191693023544e-21,1.2947420459355407e-13,7.219769438548124e-16,9.328460483735851e-20,4.993949472874762e-15,1.1270919670946173e-13,9.897465325176966e-14
2.6436013328530245e-10,0.7720164271989922,2.9068122988008453e-13,6.441111351260107e-15,5.4648071766430904e-17,1.0291213375268352e-16,0.0,0.0,5.7155176458036e-10,1.36505111118394e-16,3.8326240363350636e-20,7.644278607450675e-28,1.7023311916562046e-20,5.702661316489517e-46,5.13331470883073e-35,3.3352708558267005e-24,5.5189622792299204e-36,2.0178711284695712e-13,2.8883376327918304e-46,5.32688212721664e-27,4.359018015423247e-43,3.69923753353776e-50,8.768800071676183e-26,3.0315418634484533e-37,1.334347995751171e-24,3.1566331635264257e-49,2.528077217709896e-48,7.695165079413778e-43,1.1788337438132293e-72,3.724671829591387e-59,1.6359638471820087e-23,2.319732593561754e-60,4.4060035771485e-48,9.812846562057701e-61,3.76,0.0,0.7411787499494796,0.9994084514149344,6.719127604129253e-20,2.044691313606542e-48,1.2277605165395561e-05,1.2277607410452757e-05,0.0005915480133068192,3.3935028807096473e-16,2.0178716821762706e-13,5.718071357023411e-10,8.975423030842818e-13,1.1041472159713612e-15,1.1240368264813747e-20,1.475472886478e-13,8.367149606365144e-16,1.0649946338322388e-19,5.67329107326052e-15,1.2852813977880407e-13,1.1280801767776863e-13
2.979263609618108e-10,0.7720166459676763,3.2833190898591807e-13,7.418970704104356e-15,6.950133844395753e-17,1.3089782348598863e-16,0.0,0.0,6.441003153232505e-10,1.7336446828663879e-16,5.56993192884241e-20,1.2483254914407791e-27,2.473641577064409e-20,1.0519291310670375e-45,8.420635853731773e-35,4.850240489558665e-24,9.08211273998228e-36,2.6079924765775255e-13,6.667437315152689e-46,8.59169155703779e-27,9.117888131260612e-43,8.77622808141347e-50,1.2754528661967015e-25,5.5856191767062346e-37,1.9375502110773314e-24,7.442752703183166e-49,5.338670271796122e-48,1.6242096248036944e-42,4.0128090744300744e-72,9.967525002554192e-59,2.3767555862647733e-23,6.236717309072351e-60,1.0464320270386337e-47,2.641418361637931e-60,3.76,0.0,0.7411771909841374,0.9993580660275809,9.626612739858305e-20,4.25734583201827e-48,1.3836497522490021e-05,1.3836500378330212e-05,0.0006419333280515327,4.587300848984571e-16,2.607993281241717e-13,6.443838981627754e-10,1.139936392288322e-12,1.3957352701254125e-15,1.6086554581848117e-20,1.8720226447220196e-13,1.095506099876733e-15,1.3561377667610215e-19,7.153345994787766e-15,1.6328948557993705e-13,1.4317111916402487e-13
3.267450736747803e-10,0.7720168337939555,3.60810447869888e-13,8.291899234505436e-15,8.369806105232505e-17,1.5764986171132244e-16,0.0,0.0,7.063847465449158e-10,2.0852012709238353e-16,7.438855648839861e-20,1.8255602943101408e-27,3.3032518272246365e-20,1.6893089886735657e-45,1.2351532598810278e-34,6.487442148411147e-24,1.3357027396477984e-35,3.181004714431501e-13,1.2725390575219921e-45,1.2429092233523589e-26,1.6152665562342175e-42,1.7144651013589773e-49,1.7062838158776013e-25,8.960574908878e-37,2.5857839176644313e-24,1.4468973833491877e-48,9.521054994565305e-48,2.89772913031594e-42,1.0326544075944538e-71,2.135084087503332e-58,3.1733524187333895e-23,1.340168456379419e-59,2.0433844254698023e-47,5.681811018352254e-60,3.76,0.0,0.7411758525171834,0.9993181241786492,1.2709962731420127e-19,7.511328489735548e-48,1.5174901778090292e-05,1.517490521750301e-05,0.0006818751146405338,5.764995529610366e-16,3.18100578905204e-13,7.066918318178534e-10,1.37113633238884e-12,1.67204644373221e-15,2.1218513540702886e-20,2.2497220030459397e-13,1.3497008736952093e-15,1.6348299213445127e-19,8.550921576280322e-15,1.9645918801769497e-13,1.721032883193963e-13
3.555637863877498e-10,0.7720170216198982,3.934354303012697e-13,9.196441325543464e-15,9.923536357478436e-17,1.8693131304738225e-16,0.0,0.0,7.686665522387278e-10,2.469180708977091e-16,9.69862294980783e-20,2.588000794870326e-27,4.30620951400168e-20,2.607823171856983e-45,1.7550274105825166e-34,8.477678520876143e-24,1.90277644330225e-35,3.8163945784682544e-13,2.2998338099802726e-45,1.7427439347216117e-26,2.7304104851884146e-42,3.1709943631861357e-49,2.2301252970082787e-25,1.3817286169599495e-36,3.368833692255861e-24,2.6635870003633805e-48,1.6181728727388225e-47,4.9301315360464065e-42,2.4542666878683728e-71,4.293354399869709e-58,4.136184592313417e-23,2.7017341674200505e-59,3.773459708418914e-47,1.1466083222500257e-59,3.76,0.0,0.7411745140526463,0.9992810177827847,1.6392595485013499e-19,1.2644020673486266e-47,1.6513303583267038e-05,1.651330766102821e-05,0.0007189814481586051,7.080989299928589e-16,3.8163959794858385e-13,7.689964853333248e-10,1.6236685324383353e-12,1.972036203067607e-15,2.733958707008094e-20,2.6617286880743867e-13,1.6342381065651115e-15,1.9402432615805832e-19,1.0063337525651783e-14,2.3270305321735873e-13,2.0367593236154517e-13
3.815006278294224e-10,0.7720171906629594,4.229270520688003e-13,1.0038090359308941e-14,1.143701842626034e-16,2.1545713012914506e-16,0.0,0.0,8.247180736961475e-10,2.8424820785005733e-16,1.2100184780298197e-19,3.46405863863368e-27,5.371954744033139e-20,3.745697914344962e-45,2.352635161413764e-34,1.0605398185681972e-23,2.5564526831923353e-35,4.4423100651613283e-13,3.7652825341407826e-45,2.3094510915363434e-26,4.232684461839312e-42,5.299658455612734e-49,2.790260334227315e-25,1.9825492427816144e-36,4.200266086904794e-24,4.4332148305929e-48,2.518303659878812e-47,7.683981329575042e-42,5.042809864078534e-71,7.687057851296094e-58,5.1590746343181396e-23,4.846013519283284e-59,6.292315848936494e-47,2.0585057792459846e-59,3.76,0.0,0.7411733094366293,0.999249879662111,2.0264110392832251e-19,1.9526006570757932e-47,1.771786311274832e-05,1.7717867811925788e-05,0.000750119512717018,8.380479081114522e-16,4.4423118130420673e-13,8.250680177538977e-10,1.869186568813545e-12,2.2620324750735074e-15,3.376615216044326e-20,3.061792954176644e-13,1.916790709594666e-15,2.23810285796821e-19,1.1520886183786478e-14,2.67952695201665e-13,2.3434489071995087e-13
4.0743746927109495e-10,0.7720173597057483,4.525446014038126e-13,1.0906275675790071e-14,1.306004287517762e-16,2.4605040523921127e-16,0.0,0.0,8.807677225844999e-10,3.2420429246069583e-16,1.4881286107902614e-19,4.551954010929105e-27,6.605971303945547e-20,5.2551653107052927e-45,3.094586617228889e-34,1.3085047418178874e-23,3.3701177668201753e-35,5.120030806959273e-13,5.968540238853429e-45,3.004248538472677e-26,6.381344294773903e-42,8.575052953541116e-49,3.443158365712809e-25,2.7784736943227284e-36,5.16227042901465e-24,7.14325360625896e-48,3.808261989427344e-47,1.1642742427893246e-41,9.897498821627364e-71,1.3259809073538935e-57,6.343227601931956e-23,8.370663059025652e-59,1.0150214179542088e-46,3.558958307136995e-59,3.76,0.0,0.7411721048225695,0.9992207382192163,2.4704567518829104e-19,2.932437252379364e-47,1.8922420657272696e-05,1.892242602235548e-05,0.0007792608994933043,9.785484795657198e-16,5.120032956505297e-13,8.811371615268639e-10,2.131983687471371e-12,2.5707647517015157e-15,4.112776601606113e-20,3.4895076406434013e-13,2.224840158615175e-15,2.5578691766061156e-19,1.3068107496457181e-14,3.056956461239293e-13,2.6714514105163637e-13
4.333743107127675e-10,0.7720175287482646,4.822915307553181e-13,1.1801356809070737e-14,1.4793082882264735e-16,2.7872034753838075e-16,0.0,0.0,9.368156073447616e-10,3.6678618955412855e-16,1.8072259396130909e-19,5.885596415986375e-27,8.021675980883538e-20,7.222524526351846e-45,4.003433613479882e-34,1.59499340220369e-23,4.369348015747538e-35,5.850051837975813e-13,9.196752576639592e-45,3.8451112515667267e-26,9.388585205248331e-42,1.3485869793150612e-48,4.197620377651782e-25,3.814348591444153e-36,6.265104945975122e-24,1.1186658728661216e-47,5.615570446662012e-47,1.7209247761788167e-41,1.86523662299853e-70,2.213492659665518e-57,7.701446945138229e-23,1.3987001440826072e-58,1.5903050960926132e-46,5.952265004782725e-59,3.76,0.0,0.7411709002104668,0.9991934654187428,2.975379219394546e-19,4.2975499496172275e-47,2.0126976216797503e-05,2.012698229232044e-05,0.0008065336438448812,1.1292156506414392e-15,5.850054448365899e-13,9.37204031762695e-10,2.4120598655434746e-12,2.8980266886908404e-15,4.948779897721028e-20,3.9448074698480104e-13,2.55874126415333e-15,2.8996666639438686e-19,1.4703458123982184e-14,3.459333980538939e-13,3.020731433848208e-13
4.600973514382953e-10,0.7720177029145245,5.130791142711858e-13,1.2752032895105264e-14,1.669423687063876e-16,3.145626153285372e-16,0.0,0.0,9.945606813840587e-10,4.1340510391694736e-16,2.182099013117779e-19,7.555848932695803e-27,9.684625002186328e-20,9.833436149035074e-45,5.140186662639263e-34,1.9341198753139603e-23,5.622335578923529e-35,6.657360837348955e-13,1.3987111058943118e-44,4.88448033348184e-26,1.3663665397610005e-41,2.0944327103443428e-48,5.090855573966323e-25,5.1869972354392776e-36,7.55957596980974e-24,1.7296360733936236e-47,8.18538583667742e-47,2.5157078150173626e-41,3.4499152024132846e-70,3.640629246339459e-57,9.296533874483063e-23,2.301933176077652e-58,2.458560296548137e-46,9.805179424689417e-59,3.76,0.0,0.7411696590861281,0.9991671938539475,3.563505635994446e-19,6.229188748703079e-47,2.1368042269329532e-05,2.136804912344954e-05,0.0008328051508129789,1.2946411833238219e-15,6.657363989114293e-13,9.94968140983803e-10,2.71869835103701e-12,3.2543738239347843e-15,5.921243922006113e-20,4.442691693541166e-13,2.930129640215085e-15,3.274999270563583e-19,1.6478954225762176e-14,3.900017693831411e-13,3.402816263081441e-13
4.868203921638231e-10,0.7720178770804955,5.440114615770777e-13,1.3731892943032997e-14,1.871323897996309e-16,3.526299983989372e-16,0.0,0.0,1.052304094209612e-09,4.628111554253245e-16,2.6071046025287916e-19,9.570412577923585e-27,1.1569725170394536e-19,1.3160029789814515e-44,6.508801719550187e-34,2.321756138594742e-23,7.13474402057323e-35,7.521059957903808e-13,2.07773775834437e-44,6.12149728471151e-26,1.9484712656323945e-41,3.176767153942855e-48,6.112035051764661e-25,6.933139824076791e-36,9.025859655559034e-24,2.611471568786169e-47,1.1682430450640737e-46,3.6022983736833903e-41,6.169807884951853e-70,5.826900819382314e-57,1.1104315218098464e-22,3.6852563974355666e-58,3.7095506155202646e-46,1.5712191503717437e-58,3.76,0.0,0.7411684179638668,0.999142656249621,4.2248961256993453e-19,8.847009763632515e-47,2.2609106214627042e-05,2.2609113894698777e-05,0.000857342697308279,1.4699301683745008e-15,7.521063723419996e-13,1.0527300625324108e-09,3.0436792510508895e-12,3.629954005619888e-15,7.01334407627516e-20,4.969718716265238e-13,3.3295832205724746e-15,3.6739872703750537e-19,1.8344763447076323e-14,4.3672161118296464e-13,3.807411989728662e-13
5.135434328893508e-10,0.7720180512461771,5.750923287395988e-13,1.4741194947130938e-14,2.0850649194072316e-16,3.9293337756039134e-16,0.0,0.0,1.110045942761283e-09,5.150042115709555e-16,3.085639794876203e-19,1.1977198450174025e-26,1.3691989221943143e-19,1.7343431626999991e-44,8.140217005312782e-34,2.7619913352073194e-23,8.942116666874783e-35,8.441503977259766e-13,3.022128977599703e-44,7.579743647088061e-26,2.7284516976873485e-41,4.7175892788629177e-48,7.271972112165288e-25,9.125446885508273e-36,1.0675359312205977e-23,3.8598672028790514e-47,1.6361995403298909e-46,5.063684620920746e-41,1.0705690952809685e-69,9.101238419083133e-57,1.3139089016660942e-22,5.755689432460044e-58,5.4765786153429086e-46,2.456253288852311e-58,3.76,0.0,0.7411671768436828,0.9991197381630103,4.963965938053629e-19,1.2338340252466778e-46,2.385016805266224e-05,2.3850176606071615e-05,0.0008802607260838299,1.6545802309842518e-15,8.441508433802731e-13,1.1104899005688169e-09,3.3870025405726725e-12,4.024549353859118e-15,8.232002829697247e-20,5.525817821877266e-13,3.7573546636213206e-15,4.0967669181970505e-19,2.0299284731152078e-14,4.860944710523306e-13,4.234480091314692e-13
5.402664736148786e-10,0.7720182254115697,6.06325465081353e-13,1.578015992319007e-14,2.310704151492123e-16,4.3548390551816177e-16,0.0,0.0,1.167786317584731e-09,5.699841443724476e-16,3.6211217248652155e-19,1.4828062275840526e-26,1.6066513933054468e-19,2.25429725366148e-44,1.0067563355795156e-33,3.2590669245255645e-23,1.1082683797008525e-34,9.418996486223837e-13,4.31341560282457e-44,9.284126682773361e-26,3.758614922986272e-41,6.873758745782597e-48,8.581885754198649e-25,1.184569451052484e-35,1.251951601242975e-23,5.596762938049674e-47,2.2530163250042082e-46,7.000427439557144e-41,1.8077201440143501e-69,1.390676729967555e-56,1.5415223399316641e-22,8.791331437623308e-58,7.92845202795144e-46,3.755241070496624e-58,3.76,0.0,0.7411659357255763,0.9990983327048971,5.785151491875734e-19,1.6928181795893024e-46,2.5091227783412447e-05,2.5091237257571504e-05,0.000901666126357504,1.8480787730600093e-15,9.419001715998302e-13,1.1682477528349182e-09,3.748668194589786e-12,4.437944548962343e-15,9.584139786608572e-20,6.110918515808324e-13,4.21365958175663e-15,4.543474514252957e-19,2.2340945405009184e-14,5.381218690610236e-13,4.683982111082106e-13
5.669895143404063e-10,0.7720183995766734,6.377146131841241e-13,1.684897576580619e-14,2.548300380878705e-16,4.802930060888759e-16,0.0,0.0,1.2255253032580899e-09,6.277508300735162e-16,4.2169846170423925e-19,1.817894843884507e-26,1.870846699567247e-19,2.89374258962066e-44,1.2326198479155422e-33,3.8173770558488753e-23,1.3597426444726072e-34,1.0453795155747952e-12,6.052086824672539e-44,1.1260878811775886e-25,5.101595889147457e-41,9.844446013044926e-48,1.0053401858873762e-24,1.5185330688668453e-35,1.4569798124437625e-23,7.975595377785349e-47,3.0550308504114393e-46,9.533215717874151e-41,2.9780224233058007e-69,2.083120781392464e-56,1.794714385017775e-22,1.3159769589166438e-57,1.1276195035944774e-45,5.62650891770967e-58,3.76,0.0,0.7411646946095468,0.999078340035563,6.692910897022246e-19,2.2884352481516635e-46,2.6332285406859633e-05,2.6332295849201905e-05,0.0009216587378475326,2.0499096785877913e-15,1.045380124591165e-12,1.2260037110812976e-09,4.128676188089596e-12,4.869926793114145e-15,1.1076671687697674e-19,6.724950521257935e-13,4.6986803941134316e-15,5.014246402454202e-19,2.4468200674831362e-14,5.928052982390899e-13,5.15587965787739e-13
5.937125550659341e-10,0.7720185737414882,6.692635088928249e-13,1.7947800599378845e-14,2.7979137670412174e-16,5.273723734608163e-16,0.0,0.0,1.2832629787784685e-09,6.883041488695974e-16,4.876677258613746e-19,2.209003446277755e-26,2.1633075804414151e-19,3.672627018748904e-44,1.495374033722903e-33,4.441468701668612e-23,1.653014082706798e-34,1.1546116319775807e-12,8.360816051611247e-44,1.3537557049944126e-25,6.831818003699977e-41,1.3880123758794572e-47,1.1698553748117473e-24,1.9246042760638858e-35,1.6837692394056707e-23,1.1187513817180124e-46,4.085019393552743e-46,1.2805737754428616e-40,4.797116881385411e-69,3.0644522899314667e-56,2.0749322336955338e-22,1.9340923258632394e-57,1.5780870701168332e-45,8.27705395340948e-58,3.76,0.0,0.7411634534955946,0.999059666908216,7.691724468381261e-19,3.052322002284116e-46,2.757334092298991e-05,2.7573352380966263e-05,0.0009403318073462199,2.2595584032191484e-15,1.1546123362460017e-12,1.283757861454101e-09,4.527026496059464e-12,5.320285773800375e-15,1.271651241118478e-19,7.367843775708929e-13,5.212569673506744e-15,5.50921896882317e-19,2.6679533133849102e-14,6.501462250541474e-13,5.650134406037863e-13
6.204355957914618e-10,0.7720187479060135,7.009758813197296e-13,1.9076765967400778e-14,3.0596058293168277e-16,5.767339714690775e-16,0.0,0.0,1.3409994179337317e-09,7.516439846448802e-16,5.6036606182141315e-19,2.6625875380569937e-26,2.485561689210058e-19,4.613096185254244e-44,1.7990100380402676e-33,5.1360417245402315e-23,1.9927503352448806e-34,1.269613933887052e-12,1.1387939072511564e-43,1.6143042446975902e-25,9.037043119473406e-41,1.929261218964207e-47,1.3529782570815445e-24,2.414032461191159e-35,1.933469555116593e-23,1.5468231720177526e-46,5.392933389806879e-46,1.6987724005383199e-40,7.570785029750752e-69,4.4342943039911255e-56,2.3836267070270283e-22,2.795331635680599e-57,2.176208214234163e-45,1.1974021068563459e-57,3.76,0.0,0.7411622123837194,0.9990422262298099,8.786095237067392e-19,4.02157573124442e-46,2.8814394331793095e-05,2.8814406852868035e-05,0.0009577724278992449,2.4765166220797545e-15,1.2696147431197195e-12,1.3415102848671728e-09,4.943719093486801e-12,5.788813627865509e-15,1.4510572974004327e-19,8.039528427559837e-13,5.755453331839402e-15,6.028528639970978e-19,2.8973452275714004e-14,7.101460898833657e-13,6.166708095278806e-13
