Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413)
3.78312899511732e-18,0.5138296445418482,4.674807682796371e-26,1.7986734767262396e-30,2.233282921726743e-38,4.461621600394473e-38,0.0,0.0,2.651177758781396e-21,2.352547703912085e-37,1.0130829179776698e-46,1.1786735508585642e-46,3.39122987349493e-52,4.850456627516088e-73,1.5785905487056952e-49,1.1955418674027535e-35,4.03262561385688e-52,8.477743803184941e-35,4.994620472816794e-86,2.1974664422261423e-76,6.504055982875181e-82,3.3791823257769933e-81,3.5926075126923015e-26,7.984562203183121e-72,4.731338410361933e-59,5.699730118474234e-93,3.69399017235426e-105,8.365785397993725e-84,5.192125129236252e-106,4.917393603022336e-101,2.5871871822432063e-57,5.559014112925175e-103,4.401763606042578e-101,6.106570111321748e-115,3.76,0.0,0.7907863246477571,0.9999999999996065,1.6857030530204153e-47,3.470419903017163e-65,1.0047650948247754e-17,1.0047650948247754e-17,3.933659294335536e-13,1.0016700451606377e-38,8.477743803179815e-35,2.6512245068574694e-21,2.516106792158742e-38,6.879143275442054e-34,1.5112791314726393e-58,6.239667859893039e-35,1.5952116903437892e-39,1.4871873816421574e-42,1.269451277388419e-40,6.34128106966729e-39,1.834568230582752e-37,5.108213760044913e-36,3.643803147313734e-42,6.634655407666614e-45,9.745195788267719e-40,3.4700558117721264e-46,2.015887803339569e-50,2.5064621899687106e-40,1.2950864926176528e-55,3.5926075138878424e-26,1.642926355513188e-62,6.157389706387625e-67,2.1180124037506152e-56,1.307948692881173e-58,1.7019433828176463e-60,7.110847191947544e-49,6.424081730950358e-67,2.3998342316184026e-63,1.0582356180075727e-63,3.4647714533775353e-53,5.764536462285888e-63
7.569544809517974e-18,0.5138296445418482,9.353676884078439e-26,3.598909706365698e-30,8.938951824047341e-38,1.7858113746711254e-37,0.0,0.0,5.304658886595961e-21,9.416321731901667e-37,8.110823319319074e-46,9.436555243920293e-46,2.715045919986173e-51,3.883314585345712e-72,6.318476118401331e-49,4.7852831401510035e-35,3.228552500069719e-51,3.393306895642097e-34,1.6002517723507725e-84,3.52003800894861e-75,2.0845613237888422e-80,1.0830338484754566e-79,7.188336315356944e-26,1.2785702682144482e-70,3.7879475984038175e-58,1.9472627370622366e-91,2.367920314798731e-103,2.681248763970336e-82,3.327177632601784e-104,3.1526706947761907e-99,2.0713228722767754e-56,3.5640305384215306e-101,2.82208672244078e-99,7.832282902588575e-113,3.76,0.0,0.7907863246477571,0.9999999999992129,1.3495874217092949e-46,5.557193470348788e-64,2.0104031393409712e-17,2.0104031393409712e-17,7.870736135211038e-13,4.009290728110615e-38,3.3933068956379942e-34,5.304752423361781e-21,1.0070984332175969e-37,2.753450066447466e-33,1.2099422275882215e-57,2.497493248300839e-34,6.385004053599156e-39,5.952625255400904e-42,5.081113393131195e-40,2.538165013426759e-38,7.343053945027614e-37,2.0446167429463617e-35,1.4584708615944425e-41,2.689770090077113e-44,3.900617986542341e-39,1.388926842510612e-45,1.6139426048095552e-49,1.0032380788807381e-39,5.1914839255164436e-55,7.188336320142224e-26,2.6308342991496092e-61,9.859889314668453e-66,8.480442157970352e-56,1.0471542348097524e-57,1.3629350600038737e-59,5.693001616864734e-48,1.0286945828397882e-65,3.8428783661333084e-62,8.472319469638971e-63,2.77462719345563e-52,4.615134593486095e-62
1.514237643831928e-17,0.5138296445418482,1.8711415286888313e-25,7.199382309390039e-30,3.576745109124505e-37,7.145571644667647e-37,0.0,0.0,1.0611621142220909e-20,3.767755225463783e-36,6.491123696476493e-45,7.552112152538281e-45,2.1728619065969186e-50,3.10783188373673e-71,2.528213465291584e-48,1.914736566865703e-34,2.5838232230132484e-50,1.3577647654075533e-33,5.123965144005063e-83,5.635336320715107e-74,6.675822013883752e-79,3.4684233674836113e-78,1.4379793913503627e-25,2.0465451054599948e-69,3.031509335429784e-57,7.007857714450516e-90,1.5166753526919783e-101,8.586717541209048e-81,2.130744369132492e-102,2.0194834163173418e-97,1.65768782459667e-55,2.282985223732939e-99,1.8077236489740907e-97,1.0035493540925146e-110,3.76,0.0,0.7907863246477571,0.9999999999984255,1.0800801040087635e-45,8.895128657722417e-63,4.0216792283733624e-17,4.0216792283733624e-17,1.5744889652094221e-12,1.6042386215713417e-37,1.3577647654042697e-33,1.061180825636169e-20,4.029705539327833e-37,1.1017386798939928e-32,9.68321508212701e-57,9.993226128565917e-34,2.554833347209485e-38,2.3818254728373263e-41,2.0331072013775662e-39,1.015596616689314e-37,2.9381780550060557e-36,8.181130208446763e-35,5.835783193955196e-41,1.1036104084595345e-43,1.560755273572246e-38,5.5575180928100585e-45,1.2916472398966625e-48,4.0142590935961913e-39,2.0834821043722795e-54,1.4379793932650988e-25,4.2110574437989074e-60,1.5782278735168023e-64,3.395580516036361e-55,8.38041626120383e-57,1.090900479676824e-58,4.55613157819852e-47,1.646584853538615e-64,6.1511214850019045e-61,6.780430486528561e-62,2.220826289966779e-51,3.693510806457684e-61
3.0288039695921894e-17,0.5138296445418482,3.742689209349102e-25,1.4400328090420436e-29,1.4309309689964313e-36,2.8586939647100056e-36,0.0,0.0,2.122554565345407e-20,1.5073474316704784e-35,5.193885179797338e-44,6.042837144904175e-44,1.738619679148763e-49,2.4867376903219265e-70,1.0114500121334679e-47,7.660193059528889e-34,2.0674511514018488e-49,5.431943252633619e-33,1.6401745449374503e-81,9.019159375414429e-73,2.1370995120251106e-77,1.1103300640090972e-76,2.8762709081066592e-25,3.2751385030631324e-68,2.425668095973701e-56,2.737496570800458e-88,9.710584303257796e-100,2.748825518157831e-79,1.3641088107478127e-100,1.2930374021703344e-95,1.3264021355696877e-54,1.4617526886940237e-97,1.1574516028057197e-95,1.28519455588747e-108,3.76,0.0,0.7907863246477571,0.9999999999968506,8.642281842939779e-45,1.423510185795218e-61,8.044231406438144e-17,8.044231406438145e-17,3.1493196026389294e-12,6.417999872072129e-37,5.4319432526073456e-33,2.1225919922326648e-20,1.6121446143975462e-36,4.4076721274005435e-32,7.74804328460886e-56,3.997941171039241e-33,1.022099732027864e-37,9.52885288561172e-41,8.133752673063256e-39,4.063047783681994e-37,1.175462544607799e-35,3.2729848066031527e-34,2.334693282006988e-40,4.6340119939019065e-43,6.24403739656143e-38,2.2233703705928953e-44,1.0335150962333066e-47,1.6059650302608823e-38,8.384991689700512e-54,2.8762709157668504e-25,6.739070304314258e-59,2.5256811852284573e-63,1.3602928335493255e-54,6.705606074734334e-56,8.729414429186087e-58,3.645597524013515e-46,2.6350746511442e-63,9.843807643866548e-60,5.425374573634694e-61,1.7771109136407174e-50,2.9553705979991865e-60
6.057936621112712e-17,0.5138296445418482,7.485784571062822e-25,2.8802221952408173e-29,5.724189890026631e-36,1.1435706629777605e-35,0.0,0.0,4.2453394675853465e-20,6.029880444588963e-35,4.155502667797462e-43,4.834728725692505e-43,1.391027843116581e-48,1.9895790397783462e-69,4.046129315870886e-47,3.0643265942768584e-33,1.6541179669774098e-48,2.1729541924642324e-32,5.2493677938160074e-80,1.4432752349366992e-71,6.840057042868167e-76,3.553751674678529e-75,5.752853930127094e-25,5.2407548257502635e-67,1.9407187899654517e-55,1.192458847689614e-86,6.216010162250187e-98,8.797963590430478e-78,8.731680742353712e-99,8.277257462996023e-94,1.0612224877630096e-53,9.357272706814139e-96,7.409317864284759e-94,1.6454660682271678e-106,3.76,0.0,0.790786324647757,0.9999999999937009,6.914481938694371e-44,2.277848006442337e-60,1.6089335762567708e-16,1.6089335762567708e-16,6.298980613709453e-12,2.5674095019386493e-36,2.1729541924432118e-32,4.245414325411714e-20,6.449103292297936e-36,1.7632123419515317e-31,6.199023178093558e-55,1.5993066214905715e-32,4.08873193245051e-37,3.811851400786399e-40,3.2537658541807674e-38,1.6253513863511975e-36,4.702232850534765e-35,1.3093004748847556e-33,9.33953319727097e-40,2.0288512936189813e-42,2.497818233238099e-37,8.894215299816202e-44,8.268910065448804e-47,6.424382943728778e-38,3.394038164151639e-53,5.75285396077035e-25,1.0783615331944497e-57,4.041503192157321e-62,5.456331561911557e-54,5.364993885498763e-55,6.984416408604799e-57,2.9167549528211175e-45,4.216550392647513e-62,1.5751702678013548e-58,4.3407117766403343e-60,1.4218686378997371e-49,2.3645222119260563e-59
1.2116201924153757e-16,0.5138296445418482,1.4971975296062986e-24,5.760601887609207e-29,2.289769266275299e-35,4.574468885508022e-35,0.0,0.0,8.490909272038453e-20,2.412050324904929e-34,3.324559940679247e-42,3.867966580805421e-42,1.1128751558597395e-47,1.5917387812816198e-68,1.618517575644268e-46,1.2257805090142444e-32,1.3233571950927312e-47,8.692170890207795e-32,1.6799271751095092e-78,2.309408176061237e-70,2.189032439195455e-74,1.1373118146395014e-73,1.150601992819932e-24,8.385634602685841e-66,1.552648829106141e-54,5.840686052067025e-85,3.978642246626655e-96,2.8156239684537e-76,5.588719170839036e-97,5.29802662146069e-92,8.490183331856227e-53,5.989312532146121e-94,4.742484468487105e-92,2.1064635708597183e-104,3.76,0.0,0.7907863246477569,0.9999999999874016,5.531848134505951e-43,3.6447421886969627e-59,3.217954447482683e-16,3.217954447482684e-16,1.2598301580696715e-11,1.0270060817438851e-35,8.692170890039625e-32,8.491058991714038e-20,2.5797462875982165e-35,7.053136353670715e-31,4.9594539751678175e-54,6.397486800450452e-32,1.635559531701727e-36,1.5248026323105302e-39,1.3015592946195544e-37,6.501670101172649e-36,1.880969677073057e-34,5.237415011699711e-33,3.73596530318333e-39,9.516557490532303e-42,9.991679494121323e-37,3.5578388877393075e-43,6.615443777497216e-46,2.5698577455987472e-37,1.3894866252306098e-52,1.1506020050777335e-24,1.7254666835998232e-56,6.46673568167974e-61,2.194395860775044e-53,4.292198321551048e-54,5.5878879275435205e-56,2.3335147407293166e-44,6.74682473372284e-61,2.5204011546520912e-57,3.472734277120502e-59,1.1375667692627723e-48,1.8917095532071313e-58
2.423273253023585e-16,0.5138296445418482,2.9944356752354205e-24,1.152136495222992e-28,9.159264522060567e-35,1.8298248598109862e-34,0.0,0.0,1.6982048880837577e-19,9.64839759720011e-34,2.65971105829112e-41,3.094446685165364e-41,8.903213396000676e-47,1.2734212302799113e-67,6.474201951382824e-46,4.9032217439162726e-32,1.0587108850506738e-46,3.4769394413614864e-31,5.3759740430889535e-77,3.695187322605148e-69,8.115791499413634e-73,4.2165595039934817e-72,2.3012351740469216e-24,1.3417357770451244e-64,1.2421486916018832e-53,4.088437720549791e-83,2.943796508864258e-94,1.04387028218157e-74,3.576923979043836e-95,4.480547383168763e-90,6.792308507286336e-52,5.06517767634885e-92,4.010731858124958e-90,4.720260439460861e-102,3.76,0.0,0.7907863246477566,0.999999999974803,4.425583517890865e-42,5.831735807653742e-58,6.435996189934504e-16,6.435996189934508e-16,2.519693929405751e-11,4.108111841266551e-35,3.4769394412269456e-31,1.6982348324095594e-19,1.0319195095488444e-34,2.8213119345938455e-30,3.96765735565623e-53,2.559046783260547e-31,6.542372890492203e-36,6.099334839271322e-39,5.206343038822213e-37,2.6007209530378205e-35,7.524031782442208e-34,2.0950086279394655e-32,1.494416530680569e-38,4.927380911247139e-41,3.9967531093027696e-36,1.4231709085092471e-42,5.2924812994205985e-45,1.027964012110879e-36,5.812593834717284e-52,2.301235223079124e-24,2.7608172719424815e-55,1.034704129250125e-59,8.8719599564845e-53,3.4338392918545912e-53,4.470453599366541e-55,1.866856103734283e-43,1.0795192701435766e-59,4.0327444549242927e-56,2.778253365637377e-58,9.100819866715305e-48,1.513406733726862e-57
4.846579374240003e-16,0.5138296445418484,5.988911969010021e-24,2.3042905801011466e-28,3.663743967037972e-34,7.3193745169273475e-34,0.0,0.0,3.3964328098007453e-19,3.8593982987033095e-33,2.127794059645788e-40,2.475586682267536e-40,7.122656566399512e-46,1.0187490419494471e-66,2.5897070688440027e-45,1.9613086100970799e-31,8.469787592871382e-46,1.3907902016851565e-30,1.72034477884813e-75,5.912407095990236e-68,2.608213473488203e-71,1.3550973136230286e-70,4.602501462951079e-24,2.146804921096752e-63,9.937309786474896e-53,2.413306500876838e-81,1.895990741789772e-92,3.3547386753911634e-73,2.2892784826038987e-93,2.878510967847834e-88,5.433912288362593e-51,3.2541049869407793e-90,2.5766801331966545e-88,6.062317115124371e-100,3.76,0.0,0.7907863246477559,0.9999999999496058,3.5405087774855e-41,9.330895933586741e-57,1.2872079674838138e-15,1.287207967483815e-15,5.039419783833548e-11,1.6432646002030735e-34,1.390790201577523e-30,3.396492698796633e-19,4.127720027588238e-34,1.1285362485094704e-29,3.1741635551246684e-52,1.0236291254176785e-30,2.616977104268315e-35,2.439758928997804e-38,2.0825583498373125e-36,1.0402989642016664e-34,3.009643326244637e-33,8.38011975958506e-32,5.977726974165915e-38,2.8675259074525488e-40,1.598717504575016e-35,5.6927927360634525e-42,4.234035525557556e-44,4.1118978755795226e-36,2.5286909034664582e-51,4.602501659081881e-24,4.417364071611416e-54,1.655547658208447e-58,3.624180179580724e-52,2.747102643247707e-52,3.5764223156902594e-54,1.493502605410051e-42,1.727251989802302e-58,6.452472009786166e-55,2.2226290702092555e-57,7.280767409059383e-47,1.2107448264159841e-56
9.693191616672838e-16,0.5138296445418484,1.1977864566624651e-23,4.608604637677041e-28,1.4655057516831836e-33,2.9277651950179557e-33,0.0,0.0,6.79288865306338e-19,1.543767171447111e-32,1.7022452855918512e-39,1.9804810244018844e-39,5.698161175296664e-45,8.15004017421646e-66,1.0358880518554151e-44,7.845274031876052e-31,6.775870271900636e-45,5.563191320816925e-30,5.505155903103218e-74,9.45993720999366e-67,8.347480780679005e-70,4.3369336103283894e-69,9.205033746560128e-24,3.4349109278857186e-62,7.949898713063362e-52,1.4763058838841883e-79,1.2137255976371873e-90,1.0736708678127374e-71,1.4651550152971042e-91,1.8423765398334772e-86,4.34715721579709e-50,2.0827743287715837e-88,1.6491918295743497e-86,7.760063959833422e-98,3.76,0.0,0.7907863246477546,0.9999999998992114,2.8324237409654967e-40,1.4929528391236095e-55,2.574424664464536e-15,2.5744246644645414e-15,1.0078864739720743e-10,6.573117013813e-34,5.563191319955851e-30,6.793008431213833e-19,1.65109640895124e-33,4.514167911041022e-29,2.5393459122608895e-51,4.0945373212279274e-30,1.0467972274220804e-34,9.759086751290875e-38,8.330275364563172e-36,4.161217025902664e-34,1.2038634517108539e-32,3.3520649539147427e-31,2.391102985679544e-37,1.864262638132322e-39,6.394902527179065e-35,2.2771696306292462e-41,3.3872485739904092e-43,1.6447675149129868e-35,1.1743864973306902e-50,9.205034531087297e-24,7.067827577973664e-53,2.648892822176362e-57,1.509969407928366e-51,2.1976929273669325e-51,2.861165039046972e-53,1.1948091697054249e-41,2.763617892377346e-57,1.0324016064530392e-53,1.7781138069508226e-56,5.824654100094277e-46,9.686097213950602e-56
1.938641610153851e-15,0.5138296445418488,2.3955769802115635e-23,9.217256304135416e-28,5.8620436020379e-33,1.171109453778424e-32,0.0,0.0,1.358580033890327e-18,6.175084389484468e-32,1.3618001678012732e-38,1.584389402740835e-38,4.558545840524874e-44,6.5200506467197185e-65,4.1435623891702946e-44,3.138117344064949e-30,5.42071228437355e-44,2.2252839620861363e-29,1.7616580980551079e-72,1.5135968066820086e-65,2.671218594512856e-68,1.3878315855665275e-67,1.8410097136981316e-23,5.495878845425396e-61,6.359943775424326e-51,9.229764885987991e-78,7.767950320295547e-89,3.435781544904539e-70,9.377067633055702e-90,1.179128580370655e-84,3.477738633783633e-49,1.3329850788345784e-86,1.0554903479776482e-84,9.932950597592544e-96,3.76,0.0,0.790786324647752,0.9999999997984226,2.2659455741389166e-39,2.3887321292064713e-54,5.148858058425963e-15,5.148858058425986e-15,2.0157727639693936e-10,2.6292736364167433e-33,2.225283961397276e-29,1.358603989462044e-18,6.604402431674207e-33,1.8056717218729286e-28,2.0314827568063917e-50,1.6378190886019696e-29,4.187208049737117e-34,3.9036457463985264e-37,3.33211829601375e-35,1.664491046612666e-33,4.8154660375542453e-32,1.3408293919411476e-30,9.564436540161275e-37,1.319505561398723e-38,2.5579675022830387e-34,9.10902932095017e-41,2.7098068550382594e-42,6.579086782785486e-35,6.000807395808025e-50,1.8410100275097742e-23,1.1308559899902927e-51,4.238240899678647e-56,6.522239180726483e-51,1.758155993069522e-50,2.2889483648255473e-52,9.558501641023597e-41,4.421793298832189e-56,1.6518462039633812e-52,1.422495265301296e-55,4.659732255256443e-45,7.749030563648473e-55
2.9079640586404184e-15,0.5138296445418489,3.593367507786835e-23,1.3825931521930492e-27,1.2456860325030643e-32,2.4886100345174057e-32,0.0,0.0,2.0378712024057797e-18,1.3122064142168995e-31,3.893900155877889e-38,4.530366707373958e-38,1.3034608469724387e-43,1.8643282651942077e-64,8.80507614062342e-44,6.668503977810797e-30,1.5499860979047335e-43,4.728734950855293e-29,8.241436262747239e-72,5.770593889571466e-65,1.1809195457992784e-67,6.135467296409171e-67,2.761515935060575e-23,2.0228505778889963e-60,1.8185488809717802e-50,4.568425141003235e-77,4.1572918469664627e-88,1.5189344461672647e-69,5.2293739690112635e-89,5.851426604975911e-84,9.944171191264308e-49,6.614934603136593e-86,5.237867928459442e-84,5.1250364018401696e-95,3.76,0.0,0.7907863246477495,0.9999999996976343,6.479192830532134e-39,8.792126729852977e-54,7.723291452387372e-15,7.723291452387421e-15,3.023656352793832e-10,5.587245530545035e-33,4.728734948885581e-29,2.0379071356599255e-18,1.4034365664735298e-32,3.8370552281601146e-28,5.808775433477939e-50,3.4803681590645987e-29,8.897838090389128e-34,8.295255303172643e-37,7.080756199669471e-35,3.537046124437372e-33,1.0232872960802666e-31,2.8492645897568262e-30,2.0324443252291198e-36,3.6467184395285806e-38,5.4356849877707875e-34,1.9357182997770914e-40,7.753154205585216e-42,1.3980569859624164e-34,1.4950965741858042e-49,2.76151660191078e-23,4.1641796684099687e-51,1.5606580052320685e-55,1.4568250030883344e-50,5.027225267252011e-50,6.795335380749863e-52,2.733148015283301e-40,1.628246502412216e-55,6.082628731909439e-52,4.067450497374773e-55,1.3833579434031296e-44,2.2157649605583952e-54
3.877286507126985e-15,0.5138296445418492,4.791158039388281e-23,1.8434630291092377e-27,2.124995965290295e-32,4.245278522569474e-32,0.0,0.0,2.7171623708526953e-18,2.238470642926406e-31,8.213366315986209e-38,9.555859119099032e-38,2.7493789063751423e-43,3.9324096499908316e-64,1.5020429072980215e-43,1.1375687140772127e-29,3.269370958420473e-43,8.066673650967468e-29,2.6587486952019248e-71,1.5526219311059042e-64,4.03552946294083e-67,2.0966592528302122e-66,3.682022038743357e-23,5.130391003386544e-60,3.835850036903167e-50,1.924755875714598e-76,1.5709328183100811e-87,5.190592362367909e-69,1.9717983127206027e-88,2.475370291925113e-83,2.097515542075145e-48,2.798367345984834e-85,2.215816093050636e-83,2.795889707313654e-94,3.76,0.0,0.7907863246477469,0.9999999995968462,1.366649948488845e-38,2.2298746157576177e-53,1.0297724846348769e-14,1.0297724846348849e-14,4.031537240452629e-10,9.531245890382621e-33,8.066673646812775e-29,2.7172102817150284e-18,2.3940986108134494e-32,6.545567287221502e-28,1.2252394877866007e-49,5.937100940177008e-29,1.5178694779350715e-33,1.4150738324145287e-36,1.2078941034909543e-34,6.0337869381844943e-33,1.7456084211190536e-31,4.86051208914609e-30,3.467112330176169e-36,7.54462118856572e-38,9.272642700059444e-34,3.3021845671314002e-40,1.6362719156725386e-41,2.384921674123276e-34,2.9165224552767573e-49,3.682023176311747e-23,1.0565886910318303e-50,3.959899805342001e-55,2.5964596764599013e-50,1.0603867327823413e-49,1.480671564259892e-51,5.7650256044177075e-40,4.131390579754702e-55,1.5433604889857123e-51,8.579434719246616e-55,3.0142623614669476e-44,4.673740317869222e-54
5.81593140410012e-15,0.5138296445418497,7.18673911204036e-23,2.7652083103131587e-27,4.399540457080166e-32,8.789316498475839e-32,0.0,0.0,4.075744707585674e-18,4.634470919572462e-31,2.243325894073095e-37,2.6100024493320668e-37,7.509416262139784e-43,1.0740633806248646e-63,3.10978996397794e-43,2.3551922364248705e-29,8.929669889251952e-43,1.670104870176688e-28,1.463500702601929e-70,6.279850115241801e-64,2.4813497419996157e-66,1.2891851982382015e-65,5.523033969922011e-23,1.7941245502826065e-59,1.047691109185887e-49,1.7242587502822296e-75,1.1349627057204384e-86,3.1915413854072822e-68,1.4323925048854713e-87,2.2296564200840207e-82,5.728972663389763e-48,2.520599867249573e-84,1.9958729620767887e-82,3.883010076639013e-93,3.76,0.0,0.7907863246477418,0.9999999993952707,3.7327462709664106e-38,7.797982965939279e-53,1.5446591634271517e-14,1.5446591634271685e-14,6.047292676322297e-10,1.973346972154025e-32,1.6701048690419123e-28,4.075816573490142e-18,4.956678983552227e-32,1.3551770591190442e-27,3.3465104812545317e-49,1.2292018057871342e-28,3.142566307772881e-33,2.929732959676999e-36,2.5007920191718027e-34,1.2492194279012082e-32,3.614061887649921e-31,1.0063076776245321e-29,7.178218668860922e-36,2.0194832622863166e-37,1.9197836179517837e-33,6.837017543016493e-40,4.4740274481220567e-41,4.937679289458373e-34,7.441666993131859e-49,5.52303632511359e-23,3.6980564275893604e-50,1.385963190686541e-54,5.760250959688327e-50,2.8962411888723228e-49,4.2979525650160535e-51,1.5746200016234045e-39,1.4459829085473844e-54,5.401746144603327e-51,2.3433107149831208e-54,8.749458234310969e-44,1.2765670012714953e-53
7.754576301073254e-15,0.5138296445418501,9.582320199498124e-23,3.686962252220852e-27,7.482474966302281e-32,1.4948333668769221e-31,0.0,0.0,5.434327044066621e-18,7.882022899638064e-31,4.693789070011552e-37,5.460999225187478e-37,1.5712227349010287e-42,2.2473002100456674e-63,5.288938912683369e-43,4.0055656778650483e-29,1.8683861031020918e-42,2.8404148118313127e-28,4.696764982605535e-70,1.7010394196101435e-63,8.329973683933134e-66,4.327837589447632e-65,7.364045468350705e-23,4.483032446037063e-59,2.192122834060848e-49,6.78938091775401e-75,4.349400730700225e-86,1.0714077729559055e-67,5.266984364130678e-87,8.794844346665819e-82,1.198693940578099e-47,9.942473684294054e-84,7.872695265970479e-82,1.7849664501131673e-92,3.76,0.0,0.7907863246477367,0.9999999991936962,7.810155382407083e-38,1.9485041145464443e-52,2.0595458422194206e-14,2.0595458422194487e-14,8.063038179102649e-10,3.356186007467252e-32,2.840414809456982e-28,5.434422864740207e-18,8.430014544232625e-32,2.304801689715336e-27,7.002021087468987e-49,2.0905507704819827e-28,5.344698861685656e-33,4.982711542251826e-36,4.2531927310185e-34,2.1245955208618192e-32,6.146574002014225e-31,1.7114661630286867e-29,1.2208272864154795e-35,4.174911948016602e-37,3.265049801657854e-33,1.1628401340179218e-39,9.368946377277458e-41,8.397701026271089e-34,1.503567171103194e-48,7.364049473915288e-23,9.246675532759421e-50,3.4654825589269494e-54,1.0419111552007736e-49,6.059897417618648e-49,9.399172328441163e-51,3.294651845867546e-39,3.615552654767243e-54,1.3506587004416799e-50,4.90299107915064e-54,1.91340459482825e-43,2.6710486755881685e-53
9.693221198046389e-15,0.5138296445418506,1.1977901302819126e-22,4.6087254734742716e-27,1.1431544131740472e-31,2.2837687433758618e-31,0.0,0.0,6.792909380277535e-18,1.2041951704637871e-30,8.544864638440705e-37,9.941541572027564e-37,2.860353827020335e-42,4.0911244673744985e-63,8.080304018397233e-43,6.119599637514218e-29,3.401326093706188e-42,4.3395177144152935e-28,1.227249762128488e-69,3.8213334293680703e-63,2.251166531094994e-65,1.1695934971157412e-64,9.205056503118832e-23,9.511249453021406e-59,3.990680388493652e-49,2.137578689810813e-74,1.322460620965899e-85,2.895462740205624e-67,1.5672666315177903e-86,2.7729596434745193e-81,2.1821786493739337e-47,3.1348029807413398e-83,2.4822141380414427e-81,6.590133297750009e-92,3.76,0.0,0.7907863246477316,0.9999999989921228,1.4218091219196005e-37,4.133964637678148e-52,2.574432521011683e-14,2.574432521011726e-14,1.0078773039335691e-09,5.127555620005017e-32,4.339517710092914e-28,6.793029155427723e-18,1.2879159234850462e-31,3.521216626748923e-27,1.2746914053855602e-48,3.19388964679721e-28,8.165517643291365e-33,7.612461640913393e-36,6.497917725280985e-34,3.2459023568943836e-32,9.390577517910442e-31,2.614733952239395e-29,1.8651485597353463e-35,7.536044936111429e-37,4.9882590175785835e-33,1.7766233304965473e-39,1.7065832381626137e-40,1.2829791461951147e-33,2.6699728310592157e-48,9.205062622716834e-23,1.9628953355910464e-49,7.356566711893649e-54,1.6891495890928988e-49,1.1031796099000124e-48,1.7634191053641985e-50,5.997813635824002e-39,7.675128468840417e-54,2.8671906231817738e-50,8.92570946201163e-54,3.589800728965081e-43,4.862620430979645e-53
1.3570510991992658e-14,0.5138296445418515,1.6769063558047336e-22,6.452280337029336e-27,2.1982508883283506e-31,4.391610625285984e-31,0.0,0.0,9.510074051872304e-18,2.3156249998137402e-30,2.256096461994251e-36,2.624860394687593e-36,7.552196419689081e-42,1.0801774851413156e-62,1.5538137505368786e-42,1.1767772829254412e-28,8.980506146630964e-42,8.344762316308212e-28,6.865250451532406e-69,1.4818642873082841e-62,1.262260745541976e-64,6.55807502533574e-64,1.2887077152549613e-22,3.484634323520236e-58,1.0536603380339967e-48,1.756731302467669e-73,1.1360881067985498e-84,1.623531364604143e-66,1.2967090131363248e-85,2.2852052820473653e-80,5.761609244305176e-47,2.5834070010191942e-82,2.0456054143275665e-80,8.079011107243159e-91,3.76,0.0,0.7907863246477213,0.999999998588979,3.753995815968698e-37,1.5145566811464247e-51,3.604205878596188e-14,3.6042058785962705e-14,1.4110210163984802e-09,9.860375885416451e-32,8.344762304895856e-28,9.51024173507978e-18,2.4766170664424428e-31,6.771175533669045e-27,3.36556206263619e-48,6.141737519086054e-28,1.570210990566942e-32,1.4638510265973945e-35,1.2495264548621358e-33,6.241756207806763e-32,1.8057750462734966e-30,5.028041518605994e-29,3.5866153898081596e-35,1.9656909993181635e-36,9.592246689570354e-33,3.416679175448293e-39,4.509121777563998e-40,2.4671238117349068e-33,6.767294262585416e-48,1.2887088920319458e-22,7.19829041385598e-49,2.6977840853365627e-53,3.682550324350305e-49,2.912707602018221e-48,4.825079322920996e-50,1.5836080715243036e-38,2.814595820432982e-53,1.051447057908754e-49,2.3566511075386605e-53,9.822299050310263e-43,1.2839291908350753e-52
