Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67)
7.897994905067275e-10,0.6762127164773777,8.734166694461698e-14,8.190668701652316e-16,3.3673948532218324e-17,4.619811958909468e-17,0.0,0.0,2.7515788275177117e-10,6.571965387511413e-17,1.187033476936287e-20,2.491938170765334e-28,9.882352862056843e-21,2.000105825967243e-47,6.002741414306759e-36,3.4005834287855297e-25,4.767005855691436e-37,1.3397845211442144e-13,8.486453746004173e-48,7.535781861430067e-29,8.905926640887707e-45,1.3021382310920825e-51,8.701725460416987e-27,7.999320426369709e-38,1.714075456376995e-25,5.669946458824947e-50,2.6054645764240576e-49,1.08913404805866e-43,2.466554460356769e-73,5.759965088693224e-60,2.8491541349566528e-24,3.161413718513236e-61,1.2169877854999121e-48,2.8267487784663753e-61,3.76,0.0,0.5398017202567039,0.9994606100338306,7.036006495942769e-20,2.906561036567634e-49,4.391039029181968e-06,4.391039341125762e-06,0.0005393896908743891,1.4931741467610823e-16,1.3397847387047867e-13,2.751518256065426e-10,7.406446368557764e-14,2.3917618044079446e-15,3.638536632333481e-22,8.381926426815153e-14,2.209261473119635e-16,2.1548478945992398e-20,4.162431231980792e-16,1.3395934745719322e-14,1.5653987909183543e-14,2.309934750818162e-14
8.154080997379252e-10,0.6762127346433083,9.023383630107533e-14,8.557128464208383e-16,3.590723253112208e-17,4.92645628376375e-17,0.0,0.0,2.840779058486047e-10,7.005003445965989e-17,1.312070626486995e-20,2.8530128368411097e-28,1.0922234991499584e-20,2.3566679468851975e-47,6.852805564198706e-36,3.777490526554442e-25,5.4500325493604e-37,1.4339088796683162e-13,1.0612346494314759e-47,8.560909353875846e-29,1.0842777654833009e-44,1.650642585633935e-51,9.666139915961493e-27,9.423041997206186e-38,1.8937645151370187e-25,7.1647873950786295e-50,3.1827496030849994e-49,1.3355845793320594e-43,3.4320576845427564e-73,7.523916283219966e-60,3.1484896407711964e-24,4.121392979823617e-61,1.5347796708258852e-48,3.687460560853588e-61,3.76,0.0,0.5398015778724837,0.9994556035873056,7.745091454157709e-20,3.546940262756157e-49,4.533414309245055e-06,4.533414642326805e-06,0.0005443961284698775,1.5838476236284344e-16,1.433909120134984e-13,2.840686341463247e-10,7.894528432527138e-14,2.543603415827418e-15,4.003861465357208e-22,8.929604576988676e-14,2.3704735609206996e-16,2.302829304321423e-20,4.4179658148813776e-16,1.4280564280590348e-14,1.668249404594973e-14,2.46229915529512e-14
8.410167089691228e-10,0.6762127528092345,9.312996890660726e-14,8.93022754292441e-16,3.821318247415973e-17,5.2431005679026976e-17,0.0,0.0,2.9299787945333436e-10,7.45185444129353e-17,1.4457516889283167e-20,3.253479922886592e-28,1.2033861881672937e-20,2.762709709399212e-47,7.791115022325342e-36,4.1835712919399805e-25,6.2053692926326024e-37,1.5313270919281344e-13,1.3179508368726222e-47,9.687176359432965e-29,1.3122736727161214e-44,2.0777775941830784e-51,1.070518951023936e-26,1.1043894843472055e-37,2.0857590899366118e-25,8.989418807252766e-50,3.863709139968795e-49,1.6277975402208828e-43,4.7278633369206256e-73,9.749018288890047e-60,3.468412661303613e-24,5.3289877769578944e-61,1.921644665793782e-48,4.770958845000601e-61,3.76,0.0,0.539801435488301,0.9994509243572666,8.500442317186087e-20,4.302559645669022e-49,4.675789551206236e-06,4.675789906129058e-06,0.0005490753495789983,1.6756817212555444e-16,1.5313273568829863e-13,2.9298520685026916e-10,8.398183630948247e-14,2.699759392460207e-15,4.392842448905833e-22,9.494314098532474e-14,2.5376042346520655e-16,2.4561045872837144e-20,4.67998783808428e-16,1.519358303859822e-14,1.7743522146243738e-14,2.619538596418032e-14
8.666253182003205e-10,0.6762127709751559,9.603008138914496e-14,9.30996260368586e-16,4.05918909412724e-17,5.569758812933116e-17,0.0,0.0,3.0191780639108113e-10,7.912518220720515e-17,1.588374647168072e-20,3.696343644748372e-28,1.3219692784215824e-20,3.2232570802798364e-47,8.823677651046271e-36,4.620201816767858e-25,7.0381381108631995e-37,1.6320376713870112e-13,1.6261829127429266e-47,1.092101736874047e-28,1.5793724070250307e-44,2.5982181725749826e-51,1.1822392875719906e-26,1.2881835222181257e-37,2.2904717499554544e-25,1.1203329721521402e-49,4.662855943341215e-49,1.9725383691004735e-43,6.451791050007868e-73,1.253656662990671e-59,3.809622296325314e-24,6.837464696667894e-61,2.3897529766092373e-48,6.125389960753609e-61,3.76,0.0,0.5398012931041559,0.9994465509571372,9.303541299951577e-20,5.1898326242016756e-49,4.818164755065698e-06,4.818165132532529e-06,0.000553448740778221,1.768564278124516e-16,1.6320379624665328e-13,3.019015468324271e-10,8.917411960272777e-14,2.8601995174111655e-15,4.806220028837974e-22,1.0076028170640385e-13,2.7106492079778195e-16,2.6147091582864636e-20,4.948409259341465e-16,1.6134999655618397e-14,1.883705410932777e-14,2.7816539153474467e-14
8.922339274315181e-10,0.6762127891410723,9.893419036724403e-14,9.696329129002992e-16,4.304345091452476e-17,5.906445077683465e-17,0.0,0.0,3.1083768930239954e-10,8.386994635705152e-17,1.7402373812937294e-20,4.184747982538606e-28,1.448218515387602e-20,3.7436693328825597e-47,9.956705358315781e-36,5.088786342529653e-25,7.953656774397001e-37,1.7360386833705573e-13,1.9942795861107842e-47,1.2269064260826853e-28,1.890868569708832e-44,3.228847150944972e-51,1.30213405002185e-26,1.4958134193525398e-37,2.5083141271057694e-25,1.3874496414626835e-49,5.596188132894581e-49,2.3773336858280135e-43,8.72643474700309e-73,1.600615656054192e-59,4.172816673070701e-24,8.7094059608915e-61,2.952945626047274e-48,7.80737403981156e-61,3.76,0.0,0.5398011507200483,0.9994424633981129,1.0155872507438946e-19,6.226938412064367e-49,4.960539920823675e-06,4.96054032153723e-06,0.00055753629087204,1.862389818665082e-16,1.7360390022656072e-13,3.108176570216061e-10,9.452213416952455e-14,3.0248937875655956e-15,5.244734499311468e-22,1.0674720020314477e-13,2.889603010665763e-16,2.778678433417775e-20,5.223143231261558e-16,1.7104822650210937e-14,1.9963071844521558e-14,2.9486459520751616e-14
9.178425366627158e-10,0.6762128073069841,1.0184231245002014e-13,1.0089321591255656e-15,4.556795577400686e-17,6.253173478134065e-17,0.0,0.0,3.1975753065533017e-10,8.875283541661249e-17,1.9016376312773142e-20,4.721979501072759e-28,1.5823794337860617e-20,4.329649865540873e-47,1.1196614254264313e-35,5.590757175962573e-25,8.957440679468073e-37,1.8433278097115107e-13,2.431640190360894e-47,1.3738146209526418e-28,2.252595908984726e-44,3.9890135867098924e-51,1.4305694510738655e-26,1.7295419377772505e-37,2.739696863139297e-25,1.7080292943385723e-49,6.681287550348188e-49,2.8505318425771084e-43,1.1704443869798234e-72,2.0298321193577763e-59,4.558692856980592e-24,1.1017985746642842e-60,3.6269019945070934e-48,9.88317691428805e-61,3.76,0.0,0.5398010083359782,0.9994386429978938,1.1058921942844848e-19,7.433955123661071e-49,5.1029150484804365e-06,5.1029154731431685e-06,0.000561356682160531,1.95705942064842e-16,1.8433281581672826e-13,3.1973354017342854e-10,1.0002587997439048e-13,3.193812411803068e-15,5.709126002814555e-22,1.1290362921932118e-13,3.074459161597859e-16,2.94804782998852e-20,5.50410408509698e-16,1.8103060425212374e-14,2.112155727119692e-14,3.120515545331967e-14
9.434511458939133e-10,0.6762128254728911,1.0475446423708977e-13,1.0488933608491927e-15,4.816549929417111e-17,6.609958187352322e-17,0.0,0.0,3.286773327566866e-10,9.377384797699516e-17,2.0728729649260283e-20,5.311470161869167e-28,1.7246973309030872e-20,4.987257008407137e-47,1.2550024810455725e-35,6.127574604882369e-25,1.0055204761412295e-36,1.9539024069278188e-13,2.9488111318906195e-47,1.5335289589922917e-28,2.6709654545637984e-44,4.900813153239825e-51,1.5679188458119038e-26,1.9917716603771344e-37,2.985029564525574e-25,2.0908468643334642e-49,7.937421094235007e-49,3.401366395030933e-43,1.5574731794038634e-72,2.557746082275795e-59,4.967946775218646e-24,1.3848375301453073e-60,4.4293181043558054e-48,1.2430002067336644e-60,3.76,0.0,0.5398008659519459,0.9994350722951966,1.2014177515653398e-19,8.832998956407682e-49,5.245290138036286e-06,5.245290587350357e-06,0.000564927375926664,2.0524805496870062e-16,1.9539027867438025e-13,3.286491988816259e-10,1.0568535698184365e-13,3.3669258092490526e-15,6.200134530196799e-22,1.1922930196836314e-13,3.2652103243497483e-16,3.1228527664707496e-20,5.791207314745355e-16,1.912972126930648e-14,2.2312492318772398e-14,3.2972635325015107e-14
9.690597551251109e-10,0.6762128436387933,1.0767066231851551e-13,1.0895158084134956e-15,5.0836175640582433e-17,6.976813435432998e-17,0.0,0.0,3.3759709776258507e-10,9.8932982663863e-17,2.2542407510391776e-20,5.956800126723446e-28,1.875417244257098e-20,5.722914818822907e-47,1.4023762028845025e-35,6.700726815663331e-25,1.1252865446188165e-36,2.0677595584344675e-13,3.5575881527555376e-47,1.7067717884851445e-28,3.1530052818202043e-44,5.989392161200683e-51,1.7145627106042024e-26,2.285049142037638e-37,3.2447207650375836e-25,2.545819621326928e-49,9.385645113617887e-49,4.0400226153283504e-43,2.0569742566678697e-72,3.203508453663894e-59,5.4012731528608304e-24,1.7299286232608717e-60,5.380096104589339e-48,1.553741163296652e-60,3.76,0.0,0.539800723567951,0.9994317349700161,1.3023129049637895e-19,1.0448369675318274e-48,5.387665189491552e-06,5.387665664158804e-06,0.0005682646921756969,2.1485668653945354e-16,2.0677599714644026e-13,3.375646355885739e-10,1.1150056515640264e-13,3.544204607563341e-15,6.718499920700237e-22,1.2572395212949245e-13,3.461848446693815e-16,3.303128662439658e-20,6.084369560972926e-16,2.018481335857332e-14,2.353585892670791e-14,3.478890749540222e-14
9.946683643563084e-10,0.6762128618046908,1.1059092327475483e-13,1.1307987332030514e-15,5.3580079367028965e-17,7.353753509442544e-17,0.0,0.0,3.465168276883002e-10,1.0423023813517721e-16,2.446038136830597e-20,6.661700553047534e-28,2.0347839328305882e-20,6.543423865907497e-47,1.56248556187587e-35,7.311729812022145e-25,1.2556542638352925e-36,2.184896121314833e-13,4.2711245099406447e-47,1.894285159143194e-28,3.70640190487038e-44,7.283276306259503e-51,1.870888622349849e-26,2.6120690496683873e-37,3.5191778946472922e-25,3.0841192725371816e-49,1.104891276481269e-48,4.777707056831845e-43,2.697391886721196e-72,3.98933894909073e-59,5.859365459463797e-24,2.1484660463587726e-60,6.501545158857722e-48,1.9308884610071421e-60,3.76,0.0,0.5398005811839935,0.9994286157689806,1.4087268290802462e-19,1.2306702425785004e-48,5.530040202846587e-06,5.530040703568521e-06,0.0005713838842793898,2.245238006832128e-16,2.184896569466658e-13,3.4647985259515544e-10,1.1747150446258658e-13,3.72561964126205e-15,7.264961861990317e-22,1.3238731384406284e-13,3.664364885456303e-16,3.4889109385186405e-20,6.383508595848077e-16,2.1268344758017604e-14,2.4791639044499406e-14,3.665398030902632e-14
9.999999999999999e-10,0.6762128799705833,1.1119942537628818e-13,1.139476708714645e-15,5.416057059335216e-17,7.433501012950346e-17,0.0,0.0,3.483738844738486e-10,1.0535048237398154e-16,2.4873090148425714e-20,6.816307775554309e-28,2.069073754508913e-20,6.725581455413908e-47,1.5974882298479253e-35,7.443841759652732e-25,1.284187996685106e-36,2.2096957537504404e-13,4.434181996011789e-47,1.9351898662018495e-28,3.831355241740593e-44,7.581394545082605e-51,1.9046893402070195e-26,2.6846581661150157e-37,3.578213813702489e-25,3.2078066522703798e-49,1.1424519110837536e-48,4.944863506743424e-43,2.851528985327404e-72,4.172872577721185e-59,5.957917854616223e-24,2.2460211919232244e-60,6.758750351961472e-48,2.0188333780148096e-60,3.76,0.0,0.5398005515400853,0.9994279924572268,1.4315898173260674e-19,1.2726808506025922e-48,5.5596822488635334e-06,5.559682755098168e-06,0.0005720071941736727,2.2654311930438927e-16,2.2096962094595155e-13,3.483359466109098e-10,1.187342226538873e-13,3.7639072429713974e-15,7.382335810731222e-22,1.3379580029657163e-13,3.707266688275648e-16,3.528286076093542e-20,6.446532626165549e-16,2.1497510339019108e-14,2.5057163724366448e-14,3.704842137687394e-14
1.020276973587506e-09,0.6762128799705833,1.1351526367661292e-13,1.1727413188294499e-15,5.639730541296733e-17,7.740792753367417e-17,0.0,0.0,3.5543652441746446e-10,1.0966561307908861e-16,2.64856202949994e-20,7.430056381134677e-28,2.2030418617659793e-20,7.455972004871485e-47,1.7360540187141316e-35,7.9621273361429005e-25,1.3972561749886738e-36,2.3053087681909495e-13,5.10404530385588e-47,2.0968308127657337e-28,4.339543350311591e-44,8.814725712450808e-51,2.0372912383352958e-26,2.975678288857294e-37,3.8088072545528174e-25,3.718291704733716e-49,1.2952184384701479e-48,5.626720273647404e-43,3.513353223152007e-72,4.940920120201497e-59,6.342915865724032e-24,2.6535516670220503e-60,7.818594146829148e-48,2.386352175422483e-60,3.76,0.0,0.5398004388000738,0.9994257004356889,1.5208088915265993e-19,1.4437126084123766e-48,5.67241517810176e-06,5.672415705579514e-06,0.0005742992086391482,2.3424193619195387e-16,2.3053092534267497e-13,3.553948520699643e-10,1.2359817486491506e-13,3.911141950071763e-15,7.84025989018698e-22,1.3921912171210134e-13,3.8727505181876014e-16,3.680235016327476e-20,6.688543307389588e-16,2.2380323423075996e-14,2.607981463167355e-14,3.856786209471953e-14
1.0458855828187035e-09,0.6762128981364713,1.1644370008519854e-13,1.215342711097639e-15,5.928794910126244e-17,8.137945568065664e-17,0.0,0.0,3.6435618971067575e-10,1.152391062119652e-16,2.862109081212649e-20,8.26590911355082e-28,2.3804351899100457e-20,8.468145141758675e-47,1.9238255440815264e-35,8.653490791880435e-25,1.550745576852121e-36,2.42899402456599e-13,6.072568078510221e-47,2.315190173901713e-28,5.061563918563771e-44,1.0620117508274358e-50,2.2141722766315336e-26,3.378880119359911e-37,4.114013997238806e-25,4.462384627634258e-49,1.512254080994533e-48,6.600532718873673e-43,4.546804894082363e-72,6.087830239872696e-59,6.852615208423779e-24,3.2601962500505305e-60,9.359016410917294e-48,2.933790613653308e-60,3.76,0.0,0.5398002964161915,0.9994229756455116,1.6387086537099122e-19,1.6871428201146547e-48,5.814790115257454e-06,5.814790670191797e-06,0.000577023989884152,2.4400418258023244e-16,2.428994548901941e-13,3.643096360579198e-10,1.2988057632790824e-13,4.100742777313453e-15,8.445133389895631e-22,1.4621911078902984e-13,4.0869958426601777e-16,3.877136318433316e-20,6.999393684420294e-16,2.3520757201104222e-14,2.7400367657782407e-14,4.0530561164953685e-14
1.071494192049901e-09,0.6762129163023546,1.1937624905188325e-13,1.2586020268894463e-15,6.225210613619791e-17,8.545226411221643e-17,0.0,0.0,3.7327582521353615e-10,1.2095071627655007e-16,3.08697567737331e-20,9.173459586942888e-28,2.567207760107893e-20,9.587937989510008e-47,2.1265646404170594e-35,9.387419170711307e-25,1.716796736843923e-36,2.55594830214074e-13,7.194629910903876e-47,2.550164340517279e-28,5.882390678133883e-44,1.2740357540372713e-50,2.401940497202391e-26,3.824838257709143e-37,4.435202111394583e-25,5.332083461849615e-49,1.7589299677940783e-48,7.713863912558798e-43,5.848322680143379e-72,7.4640176245007425e-59,7.389152963379354e-24,3.985538291433611e-60,1.115366692703199e-47,3.588812938820158e-60,3.76,0.0,0.5398001540323468,0.9994204289447212,1.7625758716116363e-19,1.9644226726159775e-48,5.957165014314063e-06,5.957165597405378e-06,0.0005795706817420331,2.5380415518524647e-16,2.5559488676470476e-13,3.7322420648830937e-10,1.3631870881608683e-13,4.294393568314677e-15,9.080321594238195e-22,1.533870165825609e-13,4.3070910655497137e-16,4.079650268304455e-20,7.315980801628729e-16,2.4689653832843797e-14,2.8753280102398134e-14,4.254208581523901e-14
1.0971028012810986e-09,0.676212934468233,1.2231292711826372e-13,1.302518362034861e-15,6.528987260172704e-17,8.962649797303343e-17,0.0,0.0,3.8219543246417083e-10,1.2680044204023811e-16,3.3234579276173156e-20,1.0157070736488953e-27,2.7636030917683687e-20,1.0823764816122171e-46,2.3450563651469627e-35,1.0165538980253258e-24,1.896105106248076e-36,2.6861679283637723e-13,8.490021127766887e-47,2.802574074667109e-28,6.812791705826394e-44,1.522132259527126e-50,2.601011683676483e-26,4.316880968822468e-37,4.772774410837628e-25,6.344855753575293e-49,2.038413465929034e-48,8.982764914425815e-43,7.478615161305186e-72,9.108319368671405e-59,7.953217224991176e-24,4.849081473640544e-60,1.3236732153147393e-47,4.369199343097063e-60,3.76,0.0,0.5398000116485396,0.9994180486935424,1.892560496563153e-19,2.279314858991186e-48,6.099539875271988e-06,6.099540487220267e-06,0.0005819509239879345,2.636359698340798e-16,2.6861685371646147e-13,3.8213856518231345e-10,1.4291257229397217e-13,4.492065968848325e-15,9.746563584884065e-22,1.607225750497524e-13,4.533026181004107e-16,4.287812290266601e-20,7.638226804831419e-16,2.588702095386901e-14,3.013853395510769e-14,4.4602444323564246e-14
1.1227114105122961e-09,0.6762129526341067,1.2525375081612653e-13,1.3470907982939877e-15,6.840134495994229e-17,9.390230297522167e-17,0.0,0.0,3.911150129002503e-10,1.3278828229346731e-16,3.57185165940636e-20,1.1221270353330157e-27,2.969864375603096e-20,1.2184470185949992e-46,2.5801063555762364e-35,1.0989504175737804e-24,2.0893875397549283e-36,2.8196491726705187e-13,9.980525856343063e-47,3.073259793170705e-28,7.864426113445283e-44,1.81143347847571e-50,2.811808625880604e-26,4.858505145300043e-37,5.12713252726876e-25,7.520104458127495e-49,2.354119764475371e-48,1.0424704183570912e-42,9.510244743335083e-72,1.1065027330744607e-58,8.54549469211338e-24,5.87295183397696e-60,1.5645992910952788e-47,5.295139832754617e-60,3.76,0.0,0.53979986926477,0.999415824012974,2.0288126760178566e-19,2.635901531825152e-48,6.241914698131639e-06,6.241915339636475e-06,0.0005841755956229128,2.7349421737792384e-16,2.819649826943986e-13,3.9105271386003226e-10,1.4966216672608602e-13,4.693731823596467e-15,1.0444598292081148e-21,1.6822552259421372e-13,4.764791040329088e-16,4.501657809461665e-20,7.966054896436946e-16,2.7112866096014147e-14,3.155611121550755e-14,4.671164494987651e-14
1.1483200197434937e-09,0.6762129707999753,1.281987366674159e-13,1.3923184095027086e-15,7.158662004973992e-17,9.827982539794744e-17,0.0,0.0,4.0003456786555814e-10,1.3891423584821312e-16,3.832452413762766e-20,1.2370753835217658e-27,3.186234470152477e-20,1.3679339694944803e-46,2.8325408554084333e-35,1.1860996094353026e-24,2.297382519280931e-36,2.956388269606666e-13,1.1690069558216648e-46,3.3630815582926406e-28,9.049895878082724e-44,2.147666958815802e-50,3.034761103112e-26,5.4533803760025805e-37,5.49867690617043e-25,8.879330392498859e-49,2.7097243850488222e-48,1.2058656867689392e-42,1.2029591015685379e-71,1.3384504572879963e-58,9.16667065911114e-24,7.082175732111057e-60,1.8423100568084857e-47,6.389492684977977e-60,3.76,0.0,0.5397997268810378,0.9994137447350496,2.1714827543204115e-19,3.0386035770625175e-48,6.384289482893426e-06,6.384290154654009e-06,0.0005862548646139924,2.8337393829269974e-16,2.956388971584697e-13,3.9996665414705773e-10,1.565674920769508e-13,4.899363174637945e-15,1.1175164494686843e-21,1.7589559606345183e-13,5.002375413319928e-16,4.721222251808766e-20,8.299389321105835e-16,2.8367196688781416e-14,3.300599389319835e-14,4.8869695935597524e-14
1.1739286289746912e-09,0.6762129889658391,1.3114790118420356e-13,1.4382002669913546e-15,7.484579508565929e-17,1.0275921208706673e-16,0.0,0.0,4.089540986161252e-10,1.451783015365833e-16,4.10555544303238e-20,1.3610386930727814e-27,3.412955900004835e-20,1.5318110700925893e-46,3.10320674298156e-35,1.2781723392618483e-24,2.5208503821456442e-36,3.096381439240885e-13,1.3644873744878252e-46,3.6729190684276386e-28,1.0382799512886624e-43,2.537209926875624e-50,3.270305868190483e-26,6.105353002925829e-37,5.887806805681348e-25,1.044630420050492e-48,3.109175985492548e-48,1.390519759740223e-42,1.5139084256112225e-71,1.6123855361872226e-58,9.817429011834256e-24,8.504979771261809e-60,2.1613866858305428e-47,7.678063706419554e-60,3.76,0.0,0.5397995844973432,0.999411801356378,2.320721273473386e-19,3.492200616391991e-48,6.52666422955776e-06,6.526664932272882e-06,0.0005881982343516499,2.932705975849895e-16,3.0963821912092044e-13,4.0888038758061295e-10,1.6362854831108957e-13,5.108932259958354e-15,1.1939000820199009e-21,1.8373253274634937e-13,5.245769042331829e-16,4.946541043967488e-20,8.638155351606283e-16,2.9650020060729713e-14,3.4488164007779667e-14,5.107660550317454e-14
1.1995372382058888e-09,0.6762130071316985,1.341012608686613e-13,1.4847354443167737e-15,7.817896765687889e-17,1.0734061045477808e-16,0.0,0.0,4.178736063259668e-10,1.515804782095028e-16,4.3914557103028754e-20,1.49452084772988e-27,3.650270855398367e-20,1.7110983049733094e-46,3.392971561222045e-35,1.3753421986778343e-24,2.7605735535972186e-36,3.239624905016063e-13,1.5873618032257187e-46,4.0036716487897334e-28,1.1877787598430855e-43,2.9871473274074043e-50,3.5188866322857095e-26,6.8184501677272205e-37,6.294920297895478e-25,1.2247248146296955e-48,3.556709454172682e-48,1.5986596833749697e-42,1.895973868106377e-71,1.9347652172324762e-58,1.0498452227599213e-23,1.0173113835590115e-59,2.5268567616535547e-47,9.189907433350654e-60,3.76,0.0,0.5397994421136864,0.9994099849946978,2.4766789739017554e-19,4.001851748737939e-48,6.669038938125051e-06,6.669039672493103e-06,0.0005900145870976596,3.031800601195589e-16,3.23962570931412e-13,4.177939156152927e-10,1.7084533539302584e-13,5.322411511981338e-15,1.2736845744786954e-21,1.9173607037076423e-13,5.494961689492114e-16,5.177649613303135e-20,8.982279274860813e-16,3.096134344084462e-14,3.6002603588844676e-14,5.333238185566289e-14
1.2251458474370863e-09,0.676213025297553,1.370588322130351e-13,1.531923021401666e-15,8.15862357263515e-17,1.120241684792902e-16,0.0,0.0,4.2679309209244176e-10,1.5812076473548592e-16,4.690447890383036e-20,1.6380433133439802e-27,3.898421193125677e-20,1.906862979836333e-46,3.702723549317723e-35,1.477785499620144e-24,3.017356783695082e-36,3.3861149093872007e-13,1.8407609727693705e-46,4.356258242106152e-28,1.355062020908987e-43,3.505333740917988e-50,3.780954050516457e-26,7.596883847177044e-37,6.720414272442759e-25,1.431102808387885e-48,4.0568592955993073e-48,1.8326920839971467e-42,2.3634018225954375e-71,2.3128723075765364e-58,1.1210421378947348e-23,1.212219846551935e-59,2.944226075336423e-47,1.0957651474803285e-59,3.76,0.0,0.5397992997300669,0.9994082873482891,2.6395067952154405e-19,4.573117046227786e-48,6.81141360859571e-06,6.811414375314679e-06,0.0005917122245722273,3.130985665409418e-16,3.386115768408106e-13,4.267072396284274e-10,1.7821785328728368e-13,5.53977355611999e-15,1.356943759332241e-21,1.9990594710124623e-13,5.749943177992589e-16,5.414583387853977e-20,9.331688378183158e-16,3.230117395988968e-14,3.754929467597481e-14,5.5637033176338945e-14
1.2507544566682839e-09,0.6762130434634027,1.4002063169962204e-13,1.5797620881125241e-15,8.506769763006417e-17,1.168100347045014e-16,0.0,0.0,4.3571255694126375e-10,1.6479915999948782e-16,5.002826372044438e-20,1.7921454105382068e-27,4.157648438492569e-20,2.1202207935987296e-46,4.0333716761369125e-35,1.5856812689824665e-24,3.292027388564085e-36,3.535847727361998e-13,2.128096111297233e-46,4.73161739931536e-28,1.5418226256836947e-43,4.1004593505511425e-50,4.056965708330254e-26,8.4450548786925e-37,7.164684441910437e-25,1.6669355932372205e-48,4.61447330563103e-48,2.0952135329766968e-42,2.9329069719990914e-71,2.7549003205725213e-58,1.195401614045329e-23,1.4392097810474334e-59,3.4195118752407496e-47,1.3017845219800118e-59,3.76,0.0,0.539799157346485,0.9994067006580206,2.8093558769702655e-19,5.211979816093796e-48,6.953788240970139e-06,6.9537890407376245e-06,0.0005932989059059714,3.230227098475709e-16,3.535848643552464e-13,4.356203609250976e-10,1.8574610195838785e-13,5.760991209347501e-15,1.4437514539410499e-21,2.08241901536859e-13,6.010703427774769e-16,5.65737779630029e-20,9.686310935701193e-16,3.3669518651739476e-14,3.9128219318734564e-14,5.799056762834078e-14
1.2763630658994814e-09,0.6762130616292475,1.4298667580074815e-13,1.6282517473559032e-15,8.862345207640803e-17,1.216983582396899e-16,0.0,0.0,4.446320018311831e-10,1.7161566290183175e-16,5.3288852614448294e-20,1.9573845868501682e-27,4.4281937882626184e-20,2.3523369103898555e-46,4.385845675334116e-35,1.6992112435508743e-24,3.5854354959810594e-36,3.68881967824006e-13,2.4530774613343835e-46,5.130707270269763e-28,1.7498764785054133e-43,4.782120145412687e-50,4.347386108629728e-26,9.367556975421102e-37,7.628125348983318e-25,1.935700301035263e-48,5.234726536556266e-48,2.38902128600262e-42,3.624036182356901e-71,3.270045396779816e-58,1.2729914798385141e-23,1.7027319451691956e-59,3.959277600557775e-47,1.5411334185677509e-59,3.76,0.0,0.5397990149629406,0.9994052176718948,2.986377559427475e-19,5.924869643450595e-48,7.096162835248741e-06,7.096163668761946e-06,0.0005947818830965791,3.3294941274121495e-16,3.6888206541003373e-13,4.445332807428204e-10,1.934300813708635e-13,5.9860374787859796e-15,1.5341814605420683e-21,2.1674367270910377e-13,6.277232486404935e-16,5.906068267935178e-20,1.004607619496474e-15,3.506638445469451e-14,4.0739359576666025e-14,6.039299335433504e-14
1.301971675130679e-09,0.6762130797950878,1.4595698097874892e-13,1.677391117718411e-15,9.225359814564649e-17,1.266892887592131e-16,0.0,0.0,4.5355142765836404e-10,1.7857027235720583e-16,5.668918386491692e-20,2.1343366883791213e-27,4.710298114386599e-20,2.6044270315315483e-46,4.7610960821862484e-35,1.8185598652377075e-24,3.8984542953230615e-36,3.845027135644954e-13,2.8197336020943674e-46,5.554505594442627e-28,1.9811688236396487e-43,5.560892543587797e-50,4.6526866596629583e-26,1.0369180731865683e-36,8.11113037494648e-25,2.241202457158612e-48,5.923135550890837e-48,2.7171244023095134e-42,4.45957705225182e-71,3.868605394438788e-58,1.3538794262629694e-23,2.007744241244495e-59,4.570669127361317e-47,1.8183661311373416e-59,3.76,0.0,0.5397988725794337,0.9994038316118962,3.1707233843121026e-19,6.718686227049087e-48,7.23853739143191e-06,7.238538259387655e-06,0.0005961679341598197,3.4287590577531415e-16,3.8450281737287745e-13,4.534460002559296e-10,2.012697914892365e-13,6.2148855603127505e-15,1.6283075662517726e-21,2.254110000799366e-13,6.549520555392334e-16,6.160690232637e-20,1.0410914363734645e-15,3.649177821277833e-14,4.238269751928369e-14,6.284431847620844e-14
