Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67)
6.397894671424559e-16,0.6762121562169133,6.936459760774835e-20,4.575926404782558e-22,2.7511424054653116e-29,3.7669061074850704e-29,0.0,0.0,2.229780493840768e-16,5.432479698127773e-29,9.087150287236721e-39,2.3578469911969806e-52,7.590627824945962e-39,2.4193492342980174e-77,4.068726704072305e-60,2.0660534342860367e-43,3.117741572222188e-61,7.882384839009628e-26,2.5330267602866054e-86,6.971415267029277e-53,9.329103249439094e-81,1.1468408499896203e-93,5.2863932247415076e-45,7.805492613261478e-68,1.3308340494613707e-43,4.4397162394974303e-88,1.656275835334084e-85,5.4402949341729696e-80,9.234725354361108e-131,6.418027704769913e-106,2.1979250588042385e-42,1.824519475225041e-109,9.008095027484996e-91,1.5992686952916668e-109,3.76,0.0,0.5398061115676749,0.9999999989597805,7.182292234274864e-38,2.205939358237258e-85,3.5570447102902026e-12,3.557044710290428e-12,1.0402192801542504e-09,2.573621909555459e-30,7.882384839011296e-26,2.230474139033217e-16,6.120213533193874e-26,2.123100855180109e-27,3.751393750192679e-40,7.040543750909847e-26,9.671877383671631e-29,1.6378332164943595e-32,3.939199941291193e-28,1.1020495168585317e-26,1.3009563598414883e-26,1.905537738862099e-26
1.0663158990944053e-15,0.6762121562172159,1.156076772264779e-19,7.626546228825282e-22,7.60610101251808e-29,1.041438944064612e-28,0.0,0.0,3.71630124148348e-16,1.501921124812527e-28,4.176119539134941e-38,1.8606453023651246e-51,3.4883729284103067e-38,3.3691969576326903e-76,3.3417833562014977e-59,9.677833708454935e-43,2.5568227433820805e-60,2.1792491095114035e-25,7.105995433359049e-85,5.732848352290077e-52,2.6159405991600828e-79,6.862732156774538e-92,2.4761475284444165e-44,1.1400380314410968e-66,6.116022977707175e-43,1.4043080980078731e-86,5.238430688057021e-84,1.7941345026540392e-78,2.684092038568598e-128,4.268596242488218e-104,1.0100853864520971e-41,2.7618302752578975e-107,6.072290525118583e-89,2.4208615310083614e-107,3.76,0.0,0.5398061115653033,0.9999999982663018,3.3007153891133305e-37,6.795078707845384e-84,5.928408520543956e-12,5.928408520544578e-12,1.7336977817620768e-09,7.116146819159202e-30,2.1792491095121703e-25,3.717457316089241e-16,1.6920593372404383e-25,5.8697501144929494e-27,1.7240015474355833e-39,1.9465035926284215e-25,2.6739932072731544e-28,4.528128200313544e-32,1.089072992853094e-27,3.046843337362594e-26,3.5967623248512675e-26,5.268252341617558e-26
1.4428459667417133e-15,0.676212156217483,1.5643025915275257e-19,1.0319580685544655e-21,1.3399505121037342e-28,1.834680667560313e-28,0.0,0.0,5.028575734673513e-16,2.645902237519615e-28,9.24114107929905e-38,5.096582652054051e-51,7.719258512898816e-38,1.1181394917342085e-75,9.51196923571817e-59,2.195911208702103e-42,7.269411195991072e-60,3.839137845361283e-25,3.0536986327020174e-84,1.6336207686022785e-51,1.1239182991770219e-78,3.539481077489461e-91,5.61808138438676e-44,3.961599760326497e-66,1.3533863245506472e-42,6.224223237662577e-86,2.3216993408694288e-83,8.089841207360153e-78,2.121747832950494e-127,2.3426768716280896e-103,2.235171055564823e-41,1.8876726206227867e-106,3.3432490755451325e-88,1.6546252462623134e-106,3.76,0.0,0.5398061115632098,0.9999999976541116,7.3039979256649955e-37,3.005317574785461e-83,8.0218069807555e-12,8.021806980756599e-12,2.345887857362225e-09,1.2537401219164387e-29,3.8391378453629797e-25,5.030140033448357e-16,2.980864649696216e-25,1.0340612502849473e-26,3.8149619475692595e-39,3.429113607926937e-25,4.710720331101632e-28,7.977106677359775e-32,1.9185963943744153e-27,5.367558584594439e-26,6.336339039071124e-26,9.280967185046021e-26
1.8193760343890212e-15,0.67621215621775,1.9725284186968526e-19,1.3012615868206939e-21,2.0806758465892255e-28,2.8488930912291517e-28,0.0,0.0,6.340850226992274e-16,4.108558335493167e-28,1.7350608901389252e-37,1.1583367731699876e-50,1.449321399077077e-37,2.998412515050361e-75,2.1588609947903583e-58,4.197439126485842e-42,1.648915129699396e-59,5.961417473588795e-25,9.273490642705004e-84,3.707556144993252e-51,3.4129445355610553e-78,1.1845796491292158e-90,1.073841262879663e-43,1.0381006909025567e-65,2.5410364812918693e-42,1.7831219648255168e-85,6.651115767184291e-83,2.34813629840877e-77,8.059899080593769e-127,7.495876623882733e-103,4.196622289384069e-41,6.220097826435474e-106,1.019289405243545e-87,5.452180044774903e-106,3.76,0.0,0.5398061115611162,0.9999999970419221,1.3713541775583528e-36,8.873288747608667e-83,1.011520544095829e-11,1.0115205440959996e-11,2.9580772841621496e-09,1.9469748115081114e-29,5.961417473591981e-25,6.342822749484423e-16,4.628688140132069e-25,1.605690769913545e-26,7.162740204215896e-39,5.324729301826487e-25,7.314815078546979e-28,1.238685582222282e-31,2.9791972267776607e-27,8.334747715272476e-26,9.839070443445444e-26,1.4411490565328194e-25
2.195906102036329e-15,0.6762121562180172,2.380754253249988e-19,1.570565172881518e-21,2.972115555992814e-28,4.069465937721109e-28,0.0,0.0,7.653124718497371e-16,5.8688190635291545e-28,2.885869799587877e-37,2.2449328666962895e-50,2.410608682848467e-37,6.653593844034571e-75,4.24059958906157e-58,7.099921551322175e-42,3.2368367177713845e-59,8.51551585683167e-25,2.4037985553076368e-83,7.285456645571002e-51,8.845131013479972e-78,3.506402886806871e-90,1.816322717293891e-43,2.33486620331742e-65,4.226422499204894e-42,4.6910317295318043e-85,1.7497077745724152e-82,6.266276037950049e-77,3.1359128053998727e-126,2.28256709578505e-102,6.980104007953885e-41,2.214691120665531e-105,3.1104308373165447e-87,1.9412708967755052e-105,3.76,0.0,0.5398061115590227,0.9999999964297331,2.2809277325914898e-36,2.3405743607432384e-82,1.2208603901152907e-11,1.2208603901155344e-11,3.5702661050602215e-09,2.781365431897328e-29,8.515515856836966e-25,7.655505464284918e-16,6.611792016717925e-25,2.2936289267365435e-26,1.1913547141882285e-38,7.606043293765018e-25,1.0448765274112979e-27,1.7693850909612242e-31,4.2555969236426035e-27,1.1905666762865235e-25,1.405449778598045e-25,2.0585914510247073e-25
2.948966237330945e-15,0.6762121562185512,3.1972059391256734e-19,2.1091724989723904e-21,5.0972833312926005e-28,6.979278075944338e-28,0.0,0.0,1.0277673699659648e-15,1.0065232237960103e-27,6.118619028584939e-37,5.901522246727232e-50,5.1109707406392655e-37,2.1397114978240763e-74,1.1723822997548768e-57,1.5587193106635276e-41,8.937020766515757e-59,1.4604420714208651e-24,1.0926083637640568e-82,2.0169899925415168e-50,4.018366109723424e-77,1.983966072768489e-89,3.987260764144776e-43,8.049021393609143e-65,8.960857764416855e-42,2.181877868663458e-84,8.137410423076012e-82,3.019916946504249e-76,3.7001710275936763e-125,1.46723637473913e-101,1.4799211287552672e-40,1.9363421676306497e-104,1.9190330181191038e-86,1.6972862297323067e-104,3.76,0.0,0.5398061115548356,0.9999999952053565,4.836019025647714e-36,1.1021015417812852e-81,1.6395400821523567e-11,1.6395400821527748e-11,4.794642370790592e-09,4.7708615432549825e-29,1.4604420714219885e-24,1.0280870891079792e-15,1.1339457131878714e-24,3.933654472636625e-26,2.5259081639832653e-38,1.3044633046163372e-24,1.7920028630110172e-27,3.0345582329296314e-31,7.298498334473836e-27,2.041863962421785e-25,2.410396061498004e-25,3.530557144584363e-25
3.702026372625561e-15,0.6762121562190855,4.013657652347057e-19,2.6477800761396384e-21,7.780616868185234e-28,1.0653339302355642e-27,0.0,0.0,1.2902222677808555e-15,1.536381439580119e-27,1.1083066160926356e-36,1.2738306856054865e-49,9.257845016213507e-37,5.413870057970446e-74,2.609858224180661e-57,2.908812462810572e-41,1.987505382796764e-58,2.229255702003122e-24,3.362862184773773e-82,4.493725475073241e-50,1.2363854932666534e-76,7.159139187143678e-89,7.440383890469414e-43,2.0839270199523358e-64,1.623140414696069e-41,6.747875176651478e-84,2.5164950573187203e-81,9.568650342377944e-76,1.7526898525118533e-124,5.356453846396145e-101,2.6806806568589673e-40,8.061944002254777e-104,6.840122451912062e-86,7.066636794028329e-104,3.76,0.0,0.5398061115506485,0.9999999939809825,8.759802419110447e-36,3.4526148403045893e-81,2.0582197741863954e-11,2.058219774187034e-11,6.019016392588307e-09,7.283479097350415e-29,2.2292557020051564e-24,1.2906236313298779e-15,1.7308822158980672e-24,6.004425139763661e-26,4.575345141456529e-38,1.9911643717627995e-24,2.7353607370639727e-27,4.63202357888252e-31,1.1140603402193311e-26,3.116750646400338e-25,3.6792869424200058e-25,5.389127989930826e-25
4.455086507920176e-15,0.6762121562196198,4.830109394735703e-19,3.186387921108968e-21,1.1059296933358901e-27,1.514255809609105e-27,0.0,0.0,1.5526771652743362e-15,2.1837983638461896e-27,1.8283741630604702e-36,2.4534521182444043e-49,1.527267304095237e-36,1.1996545759601494e-73,5.136700624500458e-57,4.909566249140799e-41,3.908688450640364e-58,3.1686456747296727e-24,8.855250323260962e-82,8.849449719959555e-50,3.25453423637362e-76,2.180957163006998e-88,1.2557480315788395e-42,4.6925836874720006e-64,2.677695791094263e-41,1.783760115427405e-83,6.65173997058322e-81,2.587391254764653e-75,7.048222057933729e-124,1.6590436533377206e-100,4.422320636683292e-40,2.862049150011799e-103,2.074819658616397e-85,2.5087078424205895e-103,3.76,0.0,0.5398061115464614,0.9999999927566104,1.4451044829475685e-35,9.241794290231198e-81,2.4768994662172042e-11,2.4768994662181118e-11,7.24338802098377e-09,1.0354309649920303e-28,3.168645674733029e-24,1.5531601730637065e-15,2.460259968855723e-24,8.534633804050488e-26,7.547946150437796e-38,2.8302225767714747e-24,3.888022506280555e-27,6.583915982109999e-31,1.5835148691951884e-26,4.430120553801257e-25,5.229704396138345e-25,7.660056679258082e-25
5.961206778509408e-15,0.6762121562206882,6.463012968645402e-19,4.263604429431005e-21,1.943597949977566e-27,2.661203980812458e-27,0.0,0.0,2.0775869592791046e-15,3.8378804383542604e-27,4.1993723151959065e-36,7.66690523402417e-49,3.507796222373486e-36,5.115222221745271e-73,1.6282600606945043e-56,1.1626746750486986e-40,1.2375321564345868e-57,5.568692795906537e-24,5.571357752616148e-81,2.806155769796207e-49,2.045603323781413e-75,1.9361129447964678e-87,2.973659148322145e-42,2.0042472391731106e-63,6.150076642478763e-41,1.0536532144162057e-82,3.928289165355054e-80,1.59219655877622e-74,1.441357275127956e-122,1.4910769131654291e-99,1.0157095260444304e-39,3.5186134308068465e-102,1.6942054554310967e-84,3.084214621530398e-102,3.76,0.0,0.5398061115380873,0.999999990307874,3.319082275310915e-35,5.72533826907371e-80,3.314258850268953e-11,3.314258850270549e-11,9.69212396379122e-09,1.8203355131687747e-28,5.568692795914245e-24,2.078233255039872e-15,4.323743333147153e-24,1.499904940529967e-25,1.733594625734478e-37,4.973927863021658e-24,6.832964519265649e-27,1.157079663731572e-30,2.782921359914369e-26,7.785642425061555e-25,9.190857696269767e-25,1.3462040401718781e-24
7.46732704909864e-15,0.6762121562217566,8.095916661075831e-19,5.340822025975315e-21,3.0231842802022406e-27,4.1393900842374715e-27,0.0,0.0,2.602496751977839e-15,5.9696603281105774e-27,8.046952411537865e-36,1.8351894156971955e-48,6.721735282321114e-36,1.5043092826031693e-72,3.9141183738906215e-56,2.2653364165083095e-40,2.9730036958684725e-57,8.661878810046147e-24,2.022960473806458e-80,6.746329803689897e-49,7.422350569207598e-75,8.553165008266175e-87,5.793642065969685e-42,5.869480767339002e-63,1.1784945212896478e-40,3.773688730235536e-82,1.4067162837731627e-79,5.8059498863488664e-74,8.823413858389462e-122,6.588471669361305e-99,1.94633042281919e-39,1.8151655458558267e-101,7.266759532906502e-84,1.5910700316303624e-101,3.76,0.0,0.5398061115297133,0.9999999878591473,6.360109106510153e-35,2.0833310486067503e-79,4.1516182343075804e-11,4.1516182343100607e-11,1.2140850181109044e-08,2.8324212791425676e-28,8.661878810060919e-24,2.6033063350327823e-15,6.72539947072025e-24,2.333038229890223e-25,3.3219576426889782e-37,7.736733703084642e-24,1.0628422382033512e-26,1.7997886741559624e-30,4.3287150577686355e-26,1.2110236870700461e-24,1.429598939042179e-24,2.0939633250459513e-24
1.0479567590277104e-14,0.6762121562238934,1.136172440179378e-18,7.495260486480149e-21,5.9087127876595355e-27,8.090299869558476e-27,0.0,0.0,3.652316333453983e-15,1.1667501389021335e-26,2.2070426007407624e-35,7.355752755757855e-48,1.843574448887403e-35,8.818324770313167e-72,1.5553028714555817e-55,6.318221727968048e-40,1.1805565151400828e-56,1.692940710080568e-23,1.757353916802333e-79,2.680106250186381e-48,6.435738299116319e-74,1.117005302152221e-85,1.6158458419466994e-41,3.3639155671855364e-62,3.232263977386741e-40,3.129000065968353e-81,1.1659024657990983e-78,4.919691091173031e-73,2.7049400150160032e-120,8.608361962306367e-98,5.3382122615672483e-39,3.3931292024871256e-100,8.828498625154961e-83,2.9742230512904026e-100,3.76,0.0,0.539806111512965,0.999999982961723,1.7443863540466695e-34,1.7795178682896633e-78,5.826337002345433e-11,5.826337002350281e-11,1.7038273415292066e-08,5.539872520436859e-28,1.6929407100846192e-23,3.653452489063931e-15,1.3144568285226806e-23,4.5598438186256985e-25,9.111128789091688e-37,1.5121186195799382e-23,2.077304384010261e-26,3.5176280227021616e-30,8.460323963373087e-26,2.366905332045804e-24,2.7941032382204893e-24,4.092581297250517e-24
1.650404867263403e-14,0.676212156228167,1.7893341306724656e-18,1.1804150478034817e-20,1.4585327339180975e-26,1.9970453598840892e-26,0.0,0.0,5.751955480720426e-15,2.8800572556708895e-26,8.760606640458472e-35,4.960821637144076e-47,7.317860527557074e-35,1.0113506894432304e-70,1.0191808154007631e-54,2.5369394321233404e-39,7.732871101923161e-56,4.178957463939908e-23,3.3086195441225203e-78,1.7549483010741202e-47,1.20727243157917e-72,3.5922268537177865e-84,6.487924344215391e-41,3.679336512994918e-61,1.2830105340644257e-39,5.5598353872473824e-80,2.0699369522774384e-77,8.860723567224729e-72,2.332289925112906e-118,2.7884301785207097e-96,2.118942968289364e-38,1.6036508132355206e-98,2.542286520701926e-81,1.4056692483899535e-98,3.76,0.0,0.5398061114794686,0.9999999731669912,6.9241035837009245e-34,3.253663478132718e-77,9.175774538263527e-11,9.175774538275494e-11,2.6833003077756143e-08,1.369553874446486e-27,4.178957463955988e-23,5.753744773306623e-15,3.244662945356578e-23,1.12557115954556e-24,3.6165378897450224e-36,3.7325794583967716e-23,5.1277857623666205e-26,8.683073993699132e-30,2.0883809984952203e-25,5.842573284767114e-24,6.897086767363684e-24,1.010230749246825e-23
2.8553010837347884e-14,0.6762121562367144,3.095658081085202e-18,2.0421982748116876e-20,4.356135480936385e-26,5.964487705423183e-26,0.0,0.0,9.951233712508242e-15,8.601738523276229e-26,4.670605946650634e-34,4.935480997214684e-46,3.901423897498256e-34,1.8501017600681412e-69,9.77062906070216e-54,1.359917173157163e-38,7.41228545036533e-55,1.2481280246301208e-22,1.0711652599184974e-76,1.6807444859616149e-46,3.8808434693206544e-71,2.1464443994398792e-82,3.477793090574556e-40,6.456483203027484e-60,6.840205235971805e-39,1.7164179278090878e-78,6.378971745152412e-76,2.7478859847328957e-70,4.9748508733249726e-116,1.777186579474191e-94,1.1296872840871822e-37,1.6950688312525194e-96,1.440799109956015e-79,1.4858024883581717e-96,3.76,0.0,0.5398061114124756,0.9999999535779949,3.691451381383662e-33,1.0231151703657312e-75,1.5874649609469247e-10,1.5874649609504992e-10,4.6421995166754574e-08,4.103123772191646e-27,1.2481280246386944e-22,9.954329246510325e-15,9.690690155902761e-23,3.361688808004861e-24,1.9280865683782378e-35,1.1147925364467808e-22,1.5315399992232755e-25,2.5933390289820995e-29,6.237258836981183e-25,1.7449754668618487e-23,2.0599219446315856e-23,3.017211223239859e-23
5.265093516677559e-14,0.6762121562538086,5.7083082596362095e-18,3.76578564552443e-20,1.4800487778145271e-25,2.0265057462099224e-25,0.0,0.0,1.834978992511321e-14,2.92254171368767e-25,3.0045213921543077e-33,6.168086398748508e-45,2.5097192419416483e-33,4.409724967615484e-68,1.1852322521856338e-52,8.765077263367425e-38,8.99149586073183e-54,4.240781620043113e-22,4.801326042444729e-75,2.0371115850141338e-45,1.7153054913775786e-69,1.8220974769600345e-80,2.2415348357319288e-39,1.5020278768430327e-58,4.400184897631998e-38,7.436979314390329e-77,2.754289923916171e-74,1.1890240443343812e-68,1.6925372561066204e-113,1.8023984495547407e-92,7.267083664365e-37,2.6353467800550906e-94,1.184067727788653e-77,2.3100018767213473e-94,3.76,0.0,0.5398061112784897,0.9999999144018711,2.3745873710716828e-32,4.4647740407410654e-74,2.927239974935878e-10,2.927239974948022e-10,8.559811047390458e-08,1.4028502464911333e-26,4.240781620098265e-22,1.8355497811800087e-14,3.292525881945859e-22,1.1421702548153131e-23,1.240273183371211e-34,3.7876364034102985e-22,5.2039112095153055e-25,8.811201917344963e-29,2.1191712481806747e-24,5.928760303450926e-23,6.998825477620269e-23,1.0251330355059343e-22
1.0084678382563101e-13,0.6762121562879975,1.0933617727726186e-17,7.21304406836355e-20,5.428585943481964e-25,7.43290551551578e-25,0.0,0.0,3.5146901346524826e-14,1.071941461557161e-24,2.1474794379018163e-32,8.703782917492935e-44,1.793819370655375e-32,1.2120115410763095e-66,1.6412144442232736e-51,6.26831117581072e-37,1.2451085322208654e-52,1.5555391516937917e-21,2.603793472022044e-73,2.8191721450405924e-44,9.05035316497578e-68,1.8850944451665416e-78,1.6030235205594902e-38,4.0782036949709543e-57,3.14502482986651e-37,3.906410449972408e-75,1.4367232270854677e-72,6.20608073126895e-67,8.160071063643757e-111,2.530886549475385e-90,5.1941389886223026e-36,5.207794860576704e-92,1.2062100016818854e-75,4.564887384821557e-92,3.76,0.0,0.5398061110105179,0.9999998360570986,1.6971477026655153e-31,2.3406808502344856e-72,5.606790001905019e-10,5.606790001949566e-10,1.639428662439807e-07,5.209995761694539e-26,1.5555391517332108e-21,3.515783341799295e-14,1.2076457678898492e-21,4.1892752473185263e-23,8.864382468829e-34,1.389242705727031e-21,1.908950006485085e-24,3.2318282088804837e-28,7.772701489562986e-24,2.174575116159422e-22,2.5670560413579017e-22,3.7600242474011577e-22
1.4904263248448643e-13,0.6762121563221863,1.615893934387924e-17,1.0660414085213052e-19,1.1856682426303965e-24,1.6234359241159281e-24,0.0,0.0,5.1944011429652405e-14,2.341247119348697e-24,6.600637546146405e-32,3.574942259960292e-43,5.513602834389802e-32,6.503970430611588e-66,6.954633698611327e-51,1.926844786485313e-36,5.275692457565891e-52,3.397643252577518e-21,1.818721055484078e-72,1.1956267087530676e-43,6.211444403350179e-67,1.6548213298972558e-77,4.927606737597102e-38,2.2351143458388027e-56,9.666751783992966e-37,2.9150229599216656e-74,1.0688790688935878e-71,4.6175429049663175e-66,9.980846538284921e-110,2.4600880285114885e-89,1.5965048033910657e-35,5.398104052931245e-91,1.0882531594530233e-74,4.731707262407186e-91,3.76,0.0,0.5398061107425461,0.9999997577222917,5.216285646550007e-31,1.6884746409245088e-71,8.286340027529141e-10,8.286340027626439e-10,2.4227765641644226e-07,1.1497167044567764e-25,3.3976432526986786e-21,5.196016699178525e-14,2.637641476737885e-21,9.149832793890162e-23,2.7245198074206816e-33,3.0342676537961136e-21,4.1698090454372214e-24,7.05873316389203e-28,1.6976356337577418e-23,4.749531187590143e-22,5.6067526707771e-22,8.212339356763498e-22
2.4543432980219727e-13,0.6762121563905642,2.660961902096735e-17,1.7555489042683163e-19,3.2151580430876773e-24,4.402247410693012e-24,0.0,0.0,8.553822758191409e-14,6.348713941245057e-24,2.951497322011754e-31,2.6522449013626608e-42,2.4654245961018506e-31,8.219739743463489e-65,5.216009903268035e-50,8.61597941690914e-36,3.95671106690644e-51,9.214304257636309e-21,4.50556065815641e-71,8.968976133473064e-43,1.4514415563408885e-65,6.74366900264735e-76,2.203403566773099e-37,2.9002944766646597e-55,4.322510659681445e-36,6.717008737664783e-73,2.4263127528236166e-70,1.0481860277028236e-64,2.2858006573528767e-107,1.6113694845159001e-87,7.138816034595674e-35,4.592783442127486e-89,4.646986177894899e-73,4.025830604311471e-89,3.76,0.0,0.5398061102066025,0.9999996010825679,2.332266682098742e-30,3.873508858955537e-70,1.3645440074742315e-09,1.3645440075006167e-09,3.989173464709006e-07,3.1893253312434663e-25,9.214304258178082e-21,8.556482804303689e-14,7.152441191388542e-21,2.4811175778458925e-22,1.2181651739877858e-32,8.227946113529225e-21,1.1309840344189045e-23,1.9141256744445238e-27,4.6033575172624996e-23,1.2879220171490791e-21,1.5203710532898962e-21,2.2269246052563522e-21
