Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51),C1OO1(180),CH2O2(318),C2H2O(623)
4.4354192488456186e-07,0.8587341449259757,5.609116663246549e-06,1.2730603972853874e-06,5.339889751021934e-07,3.4167033602982417e-06,0.0,0.0,3.4356068537874103e-06,2.6066274716001046e-09,1.0060733668158507e-07,2.2782260894820825e-07,9.327688953805124e-08,3.567325578429214e-18,3.565916811810601e-13,6.905861465040011e-09,1.6569697182206454e-07,6.148787509513405e-06,2.3377030497631914e-11,1.6435814282824054e-11,7.768217414877776e-16,1.9490603813506322e-16,6.568641311569099e-09,1.021592679180311e-12,4.818301309970604e-12,1.469444163190708e-14,5.299608310235009e-19,2.4346169493359593e-14,3.528029146137001e-15,4.739862012514909e-16,1.8120567329009815e-10,1.8417110030839816e-17,7.732677830715425e-18,1.7070952032268652e-16,3.76,0.0,0.6494370266877454,0.9978268582924898,1.3526141232327548e-06,2.5068708696350544e-08,0.08800759673879324,0.08823437939465359,0.0021616399730407447,5.511589974502833e-11,6.054636950509291e-06,8.766501854112073e-06,0.00010387918833846589,1.4781180098423616e-10,2.6760069974270944e-09,1.5546429812516123e-07,6.118381454843398e-08,6.213961849428068e-10,4.061206133385536e-09,1.1894399003413995e-05,1.8133849099862435e-07,3.1991526723113476e-07,3.800064498436084e-07,4.686848004804152e-06,2.2319882901480656e-07,2.54568520698999e-08,5.080602061495585e-08,1.0397729562147022e-08,1.283623564087461e-07,2.053422711330226e-07,1.7833956923675322e-11,6.242697264690392e-16,3.1992719230775723e-11,1.2039327018872546e-12,6.950675110694389e-09,3.253900447434806e-11,1.1931262258513139e-16,2.865898769634722e-10,6.014614817916526e-10,6.715726615716412e-12,4.853003278231847e-12,1.4616122614523599e-15,3.04065565144649e-09,1.0216599273434044e-10,6.497819187677776e-12,3.0253663328093533e-15,2.4188353625778436e-11,1.622691833289173e-11,3.249547206306288e-11,3.842485942989805e-11,9.445318035033117e-10,6.209135031452382e-16,8.54022287889854e-12,7.34344501215098e-09,1.2623220061187796e-11,2.734945596294024e-11,7.117042590982021e-15,4.601411249815476e-15,1.0073438590831136e-19
4.520287395845535e-07,0.8589776208924765,5.792332089867245e-06,1.329246315423796e-06,5.549055888834168e-07,3.5940957247496036e-06,0.0,0.0,3.501554434657914e-06,2.701403257480639e-09,1.0958091776736804e-07,2.3276289205761474e-07,1.0052777067322124e-07,3.831086491864121e-18,3.7056027398344556e-13,6.948361891459314e-09,1.71999285798804e-07,6.384455981661559e-06,2.5666899917233197e-11,1.748574359924515e-11,8.32043609309024e-16,1.9672303027736248e-16,6.55825810210802e-09,1.104708870308857e-12,5.004468402090883e-12,1.6689366713331415e-14,5.902150170126707e-19,2.5891428450143883e-14,3.872105155480952e-15,5.120357555705221e-16,1.9218166862310258e-10,2.06061333880492e-17,8.706254190869326e-18,1.9487826194136476e-16,3.76,0.0,0.6478571550464473,0.997826465929136,1.4340708681852353e-06,2.6509578093470802e-08,0.08958226311844147,0.08981766608014904,0.0021616390420232862,5.6086841392422815e-11,6.282710728419332e-06,9.039915615473596e-06,0.00010782058898049807,1.5239434383357612e-10,2.7862836346147913e-09,1.603427569078102e-07,6.327206530244206e-08,6.718311342626321e-10,4.1380799017854795e-09,1.2342692027244828e-05,1.8531354856141443e-07,3.3027530620476215e-07,4.0201294085605544e-07,4.92142784822727e-06,2.3811050692094964e-07,2.725289550905827e-08,5.468924539343362e-08,1.0915446788096082e-08,1.393138640047268e-07,2.0832462612467698e-07,1.9202327865386794e-11,6.720292308867167e-16,3.4040456395418813e-11,1.2790190172473927e-12,7.564577242548633e-09,3.324709344895667e-11,1.2842116073058017e-16,2.8896726760726383e-10,6.632984157423976e-10,6.966506733584718e-12,5.2675688436241965e-12,1.5864582150106876e-15,3.172778825830376e-09,1.0763169384467203e-10,7.34488837156051e-12,3.186777119276734e-15,2.4942736264345096e-11,1.7392702591167867e-11,3.414549818574637e-11,4.042257416475463e-11,1.0241286185288857e-09,6.73113356043127e-16,9.441810019889748e-12,7.60998448833876e-09,1.383847265267445e-11,2.934549080659465e-11,7.15472508494147e-15,4.627973101415643e-15,1.1431402745729286e-19
4.6051555428454517e-07,0.8592205187769727,5.977951343265592e-06,1.3865451021672567e-06,5.761855630133705e-07,3.777025107943092e-06,0.0,0.0,3.567748344519957e-06,2.7977508572690387e-09,1.1920034391954322e-07,2.3774497591448875e-07,1.0816471930588245e-07,4.1104120746243585e-18,3.8495173642610786e-13,6.99315666319483e-09,1.784226055265002e-07,6.624592343712541e-06,2.8128293169281576e-11,1.8579071271263325e-11,8.92510948174477e-16,1.9867059932170968e-16,6.548048202377786e-09,1.192616044353718e-12,5.194264944851233e-12,1.890971420768421e-14,6.5611261063144935e-19,2.751097757841681e-14,4.24243759046836e-15,5.523452058940756e-16,2.0356877755382796e-10,2.3001931051431404e-17,9.777895045140053e-18,2.2187605608585596e-16,3.76,0.0,0.6462811141894328,0.9978260661264663,1.5186317477370354e-06,2.8003954387021406e-08,0.0911530021945433,0.09139718146408701,0.002161638095146687,5.7054809941984477e-11,6.514797630349987e-06,9.316941089224778e-06,0.00011183264719894854,1.570357210926808e-10,2.8987298519562643e-09,1.6528609132680985e-07,6.538620328359544e-08,7.254210013258193e-10,4.2149148529997334e-09,1.2798863248100181e-05,1.8932006957176653e-07,3.4077890232662506e-07,4.2503796417631586e-07,5.163392850834053e-06,2.536969914734461e-07,2.9135352729312674e-08,5.877755018019954e-08,1.144865265758695e-08,1.5094381274155737e-07,2.1127601124902123e-07,2.0643070540949018e-11,7.223066488219474e-16,3.619101771680564e-11,1.357799803025216e-12,8.218708983178763e-09,3.3960504780613755e-11,1.3800879235035163e-16,2.9147585202175384e-10,7.300415235139189e-10,7.223158566134902e-12,5.707793872795026e-12,1.7190318460398062e-15,3.308548468721098e-09,1.1327340131928853e-10,8.283185410656448e-12,3.3533382873764447e-15,2.5706868510764734e-11,1.8617136564187872e-11,3.584822796427804e-11,4.2482168500555497e-11,1.1085898668123475e-09,7.284882099155304e-16,1.0417693527494696e-11,7.882008607397931e-09,1.5151017569942638e-11,3.144354753546528e-11,7.194715829446128e-15,4.656047076490227e-15,1.2941606500806894e-19
4.690023689845368e-07,0.859462840004743,6.165966581823685e-06,1.4449429650353855e-06,5.978272704195521e-07,3.965554123806801e-06,0.0,0.0,3.6342074023007973e-06,2.895672372695267e-09,1.2949822326174223e-07,2.427711241797097e-07,1.161981223312192e-07,4.4060890849592e-18,3.997818170165115e-13,7.040274205982641e-09,1.8496759440890812e-07,6.869203499766262e-06,3.0770190061553605e-11,1.9716600317783766e-11,9.587104925156035e-16,2.0075327770234527e-16,6.5380135702936634e-09,1.2854774498098725e-12,5.387711292224406e-12,2.1375938172093363e-14,7.2807164891475455e-19,2.9207720087170016e-14,4.64051139173131e-15,5.950066865191571e-16,2.1537290273633908e-10,2.561904219771986e-17,1.095502621944903e-17,2.5196598144617774e-16,3.76,0.0,0.6447088947344009,0.9978256588232205,1.6063472182727774e-06,2.9552816572964503e-08,0.09271982337396646,0.09297293471641695,0.00216163713227743,5.801981564028058e-11,6.750887759650928e-06,9.597546634981124e-06,0.00011591521602339296,1.617353563030845e-10,3.013341155100468e-09,1.7029373822318225e-07,6.752585748096833e-08,7.823052476401561e-10,4.291711036974761e-09,1.3262891298161002e-05,1.9335872324959274e-07,3.514248474197053e-07,4.49117488880629e-07,5.412841729631029e-06,2.699738994270376e-07,3.110638470883775e-08,6.307664970028355e-08,1.1997509685197845e-08,1.6327801754145403e-07,2.1419666765364646e-07,2.2158185905661696e-11,7.751713122424935e-16,3.8448479237134213e-11,1.4404176628230636e-12,8.91478623240167e-09,3.467935659281145e-11,1.480886702331729e-16,2.941177658234285e-10,8.019640770006851e-10,7.485747368320796e-12,6.174647986987922e-12,1.859625294760759e-15,3.4480058052599115e-09,1.1909289844404046e-10,9.320469840339517e-12,3.525099140693246e-15,2.6480655651612153e-11,1.9901926355236098e-11,3.7604378712522386e-11,4.4604212455068174e-11,1.198097074903225e-09,7.871551871062365e-16,1.147227429471771e-11,8.15952728338342e-09,1.6567179428869907e-11,3.364661326044372e-11,7.237044869995587e-15,4.685651149372245e-15,1.4617743491469698e-19
4.774891836845284e-07,0.8597045859976177,6.356370303424261e-06,1.5044259561603218e-06,6.198291152780416e-07,4.159744959462201e-06,0.0,0.0,3.70095082798413e-06,2.995170679507239e-09,1.4050798868088774e-07,2.4784363653422795e-07,1.2463828129535575e-07,4.718942964044837e-18,4.1506678637469846e-13,7.089741841451832e-09,1.9163494331978833e-07,7.118296603169358e-06,3.360183881328766e-11,2.08991276789408e-11,1.031163313747551e-15,2.029756297196299e-16,6.528156090802687e-09,1.383457906093849e-12,5.584828695695773e-12,2.410990016598347e-14,8.065331975571885e-19,3.0984670472369566e-14,5.067869580745423e-15,6.401148126072009e-16,2.2759987739400602e-10,2.847267612246235e-17,1.2245448461389153e-17,2.8542931284907205e-16,3.76,0.0,0.6431404873229523,0.9978252439573945,1.6972674123461455e-06,3.115714800314488e-08,0.09428273603946649,0.09454493498447465,0.0021616361532804215,5.898186868895155e-11,6.990971298440302e-06,9.881700393528201e-06,0.0001200681486785861,1.664926700652673e-10,3.130113054967229e-09,1.7536513024894526e-07,6.969066390208174e-08,8.426268455021737e-10,4.36846850404832e-09,1.3734754894749292e-05,1.9743017316679824e-07,3.6221192221757857e-07,4.742881363238844e-07,5.669872347153529e-06,2.8695681481993076e-07,3.3168149452562895e-08,6.759224305512642e-08,1.2562178903031137e-08,1.7634258598525627e-07,2.170868360784655e-07,2.3749667624591735e-11,8.306922964816793e-16,4.081702342887134e-11,1.5270186779690327e-12,9.654556485481677e-09,3.540376593026167e-11,1.5867389792695515e-16,2.9689509099058857e-10,8.793477411426939e-10,7.754338127920355e-12,6.669111166844793e-12,2.0085338364373113e-15,3.591191711953919e-09,1.2509192013470256e-10,1.046498156887802e-11,3.702107505083454e-15,2.7264002445448254e-11,2.124878911820487e-11,3.9414661623037897e-11,4.67892590492427e-11,1.292833669543119e-09,8.492325464279664e-16,1.2610108064503513e-11,8.442549977332436e-09,1.8093596550799647e-11,3.595769324446551e-11,7.281741049154805e-15,4.716802540282189e-15,1.6474440660794984e-19
4.859759983845201e-07,0.8599457581739841,6.549155314082086e-06,1.564980002008395e-06,6.421895312563611e-07,4.359659387509318e-06,0.0,0.0,3.7679982377235347e-06,3.0962494415618422e-09,1.5226389002516e-07,2.5296484776256186e-07,1.3349540680202718e-07,5.049839423567187e-18,4.308234330886372e-13,7.14158580548766e-09,1.9842537010833972e-07,7.3718790474502425e-06,3.663275765702685e-11,2.2127444226758643e-11,1.1104265060235273e-15,2.0534226508088727e-16,6.5184775769694216e-09,1.4867237621090502e-12,5.785639292178731e-12,2.7134935245296906e-14,8.919622124282795e-19,3.284495811249687e-14,5.526114797914603e-15,6.877667406575801e-16,2.4025546621132796e-10,3.1578726580312647e-17,1.3657346557352004e-17,3.225663447609703e-16,3.76,0.0,0.641575882620513,0.9978248214662435,1.791442144268789e-06,3.2817936612643184e-08,0.09584174954977419,0.09611319139304055,0.00216163515801896,5.994097924494618e-11,7.235038506775536e-06,1.0169370311699994e-05,0.00012429129858493014,1.7130708046507488e-10,3.2490410678831474e-09,1.8049969633075677e-07,7.188026555424599e-08,9.065322853134621e-10,4.4451873049461716e-09,1.4214432839910042e-05,2.0153507727880015e-07,3.731388975081574e-07,5.005871698369205e-07,5.934581704937263e-06,3.04661286068284e-07,3.532280151408702e-08,7.23300114297578e-08,1.3142819867295052e-08,1.9016390621721243e-07,2.1994675690538896e-07,2.5419501248653288e-11,8.8893839194438e-16,4.3300938573148245e-11,1.6177523811819781e-12,1.0439798379613308e-08,3.6133848767866445e-11,1.6977752439978357e-16,2.998098561123629e-10,9.624825704140106e-10,8.028995618038735e-12,7.192173276776158e-12,2.166055738882866e-15,3.738146718801406e-09,1.3127215302049154e-10,1.1725458690165214e-11,3.884409733331965e-15,2.805681319612527e-11,2.2659452531721565e-11,4.127978171533849e-11,4.903784435618095e-11,1.3929848898121e-09,9.148396242283124e-16,1.3835906540627263e-11,8.731085728539231e-09,1.9737230720146658e-11,3.8379810195046844e-11,7.32883202375832e-15,4.749517728352927e-15,1.8527301553683742e-19
4.944628130845117e-07,0.8601863579487942,6.744314698689221e-06,1.6265909317163074e-06,6.649069799144618e-07,4.56535877730739e-06,0.0,0.0,3.8353696387158325e-06,3.1989131247356408e-09,1.6480098590168565e-07,2.581371268417195e-07,1.4277961339568476e-07,5.399686057229784e-18,4.4706905957544917e-13,7.1958312680335e-09,2.053396191100372e-07,7.629958457434776e-06,3.987273636393824e-11,2.34023347782079e-11,1.197094918502219e-15,2.0785785125829897e-16,6.5089797711660356e-09,1.5954428558139326e-12,5.9901660921807835e-12,3.0475919539746983e-14,9.848484215307051e-19,3.479183090713342e-14,6.016910877931732e-15,7.380622304071373e-16,2.5334536619358413e-10,3.495378609703591e-17,1.519929841905645e-17,3.6369723201153745e-16,3.76,0.0,0.6400150713162551,0.9978243912862834,1.8889209154285008e-06,3.4536175142364896e-08,0.09739687323968205,0.09767771304439811,0.00216163414635472,6.089715742073201e-11,7.483079721833145e-06,1.046052416561922e-05,0.00012858451935894114,1.7617800347128501e-10,3.370120715692995e-09,1.8569686210290913e-07,7.409431242728201e-08,9.741715815546479e-10,4.521867490778794e-09,1.4701904019994731e-05,2.0567408794786456e-07,3.8420453520094136e-07,5.280524844446928e-07,6.2070659377068725e-06,3.231028232122433e-07,3.7572491542156145e-08,7.729561595820989e-08,1.3739590662484253e-08,2.0476863508353116e-07,2.2277667020877316e-07,2.716966344964615e-11,9.499780778527516e-16,4.5904618062021693e-11,1.712771728150709e-12,1.1272321240527123e-08,3.686972001815139e-11,1.8141253910733603e-16,3.028640367851798e-10,1.051667000226414e-09,8.309784450811441e-12,7.74483359907715e-12,2.332492122948392e-15,3.888911010789682e-09,1.3763523556125013e-10,1.3111155413078776e-11,4.07205071079671e-15,2.885899182112198e-11,2.413565428045251e-11,4.3200437789637906e-11,5.13504875620017e-11,1.4987377010958166e-09,9.840967768220065e-16,1.515453841223602e-11,9.025143183073717e-09,2.1505376986826718e-11,4.0916003579237656e-11,7.378344283990723e-15,4.7838124656022924e-15,2.0792950636415395e-19
5.029496277845034e-07,0.8604263867335726,6.941841793742781e-06,1.6892445040688377e-06,6.879799492545944e-07,4.776904105320904e-06,0.0,0.0,3.903085423856764e-06,3.3031670106482387e-09,1.7815513511163114e-07,2.633628760373351e-07,1.5250091490826388e-07,5.769433975705803e-18,4.638214779539556e-13,7.252502354183959e-09,2.1237846066248008e-07,7.892542680552133e-06,4.333183769430741e-11,2.4724578110370657e-11,1.2918029342278898e-15,2.1052712480675074e-16,6.49966434635455e-09,1.7097844747718964e-12,6.198432968208061e-12,3.41593394054637e-14,1.0857072278347312e-18,3.682865895948726e-14,6.5419844632026134e-15,7.911037081354191e-16,2.668752075006415e-10,3.8615160267886275e-17,1.688028414442011e-17,4.0916284771145255e-16,3.76,0.0,0.6384580441230232,0.9978239533532953,1.9897529193605967e-06,3.63128613569276e-08,0.0989481164201304,0.09923850901839171,0.0021616331181478145,6.185041328460053e-11,7.735085357098603e-06,1.0755129582419483e-05,0.00013294766481371296,1.81104853306461e-10,3.493347525851662e-09,1.9095605031191414e-07,7.633246147755691e-08,1.0456982774443275e-09,4.5985091130380574e-09,1.5197147405246006e-05,2.0984785195916198e-07,3.954075893233501e-07,5.56722596625682e-07,6.48742030823398e-06,3.422968953071972e-07,3.991936585054621e-08,8.249469574112301e-08,1.4352647903730746e-08,2.2018368651800727e-07,2.2557681580661788e-07,2.900212131195132e-11,1.0138794979568038e-15,4.8632559630370636e-11,1.8122330671963535e-12,1.2153964630136775e-08,3.761149353728828e-11,1.935918674161999e-16,3.060595560593473e-10,1.147207833500772e-09,8.596769132089358e-12,8.328100378287282e-12,2.508146826105879e-15,4.043524428815244e-09,1.4418275819669307e-10,1.4631860094664937e-11,4.265073861990877e-15,2.967044191527179e-11,2.5679141544033756e-11,4.517732238571193e-11,5.3727691037815954e-11,1.610280710964034e-09,1.0571253242523594e-15,1.6571030294206722e-11,9.324730619801232e-09,2.3405673507905837e-11,4.356932896031552e-11,7.430303174054362e-15,4.819701791784978e-15,2.3289078636985037e-19
5.199232571844867e-07,0.860904736962036,7.343973572796669e-06,1.8176224094968143e-06,7.351865267915382e-07,5.2177745714071006e-06,0.0,0.0,4.039633612811137e-06,3.516470676365065e-09,2.074619753479164e-07,2.739845549481731e-07,1.7329433071569617e-07,6.572665706492432e-18,4.989204628400193e-13,7.373212808496099e-09,2.2683312992000576e-07,8.43125801863588e-06,5.094903222660608e-11,2.751420813355576e-11,1.5080840950370933e-15,2.1634608526742966e-16,6.481586992874428e-09,1.9560194591723292e-12,6.626286680827089e-12,4.266791221190128e-14,1.3135382330037977e-18,4.118629479416864e-14,7.702194809455491e-15,9.05848057445087e-16,2.952769053769306e-10,4.6869726433515644e-17,2.0697342744647146e-17,5.145706598052005e-16,3.76,0.0,0.6353553050389276,0.9978230539677064,2.2016718887941392e-06,4.0045594280913345e-08,0.10203899837765562,0.10234896014181626,0.0021616310115385455,6.374819813026001e-11,8.2509519189845e-06,1.1354564985565566e-05,0.000141883146003565,1.9112398361986962e-10,3.746224771500113e-09,2.0165817277173217e-07,8.087972868393628e-08,1.201045700429358e-09,4.751676874690941e-09,1.6210867089190524e-05,2.1830219932820443e-07,4.1822092892707976e-07,6.178343260493216e-07,7.072116128823657e-06,3.8300430131281283e-07,4.4913228516982225e-08,9.361571676961399e-08,1.5628240846943486e-08,2.535536310335331e-07,2.3108876218995338e-07,3.2921740675226756e-11,1.1505383099219293e-15,5.4479736454501314e-11,2.025123879908559e-12,1.4072119728475766e-08,3.9113197553450507e-11,2.1963482162405903e-16,3.128820432828057e-10,1.358627635834956e-09,9.189583862237032e-12,9.590528463034873e-12,2.8883393343514542e-15,4.364456288509409e-09,1.5783724658873628e-10,1.8120226561775098e-11,4.667433127162369e-15,3.132076962017608e-11,2.8975005820719435e-11,4.930251579752966e-11,5.867770473647454e-11,1.8514994817859673e-09,1.2149863779627899e-15,1.9718495048106405e-11,9.940526855539012e-09,2.763504484091875e-11,4.92396746658651e-11,7.54165662664028e-15,4.896320903734875e-15,2.9049147274591737e-19
5.351995236444717e-07,0.8613333134722287,7.713927186342071e-06,1.936584932002542e-06,7.788736568098476e-07,5.635155088751211e-06,0.0,0.0,4.163917055538573e-06,3.713952629817201e-09,2.3700825242423803e-07,2.8375168345099613e-07,1.936015272089759e-07,7.374128276605239e-18,5.324317598649619e-13,7.490369285306384e-09,2.402766823238901e-07,8.931591271148524e-06,5.866049269246529e-11,3.0194511329218266e-11,1.7374717562611802e-15,2.2215804269894106e-16,6.465956529468635e-09,2.1985866145832902e-12,7.024402822799694e-12,5.1797972695846174e-14,1.5515817761176133e-18,4.545225779764053e-14,8.882280140223598e-15,1.019593703010984e-15,3.2239817450578567e-10,5.5466747708004734e-17,2.470683365550339e-17,6.281376284605188e-16,3.76,0.0,0.6325756888362449,0.9978222173461693,2.404354390865729e-06,4.361506486406529e-08,0.10480761371905734,0.10513571496792996,0.0021616290575786484,6.544631029341909e-11,8.72869550427685e-06,1.1905534068442078e-05,0.00015016275897666894,2.0032657012400938e-10,3.981112836553165e-09,2.114963624330836e-07,8.505139934381295e-08,1.3557659730646744e-09,4.8893964970147356e-09,1.7149586478862387e-05,2.2603634301524773e-07,4.392102693679971e-07,6.773540533209223e-07,7.626195914904216e-06,4.223688983427274e-07,4.976150427198763e-08,1.0447917954051841e-07,1.6833515215164326e-08,2.866327531251235e-07,2.3595011083915945e-07,3.675036477271301e-11,1.2839943673079575e-15,6.021439881451043e-11,2.2335540046196004e-12,1.5985509213801797e-08,4.048603765675367e-11,2.45063245993052e-16,3.195238967276537e-10,1.5738927912837223e-09,9.74495383365856e-12,1.0841670541768816e-11,3.265138327184961e-15,4.666851620905709e-09,1.7077205035665803e-10,2.1831259398376743e-11,5.048369507082187e-15,3.2836801252880915e-11,3.218910464895414e-11,5.321430960437812e-11,6.335821181852444e-11,2.090321730872122e-09,1.3711944042797707e-15,2.293958358023643e-11,1.051373234003233e-08,3.1977433629185356e-11,5.4774537946778816e-11,7.650473802540317e-15,4.9708684586434075e-15,3.52224131356047e-19
5.504757901044568e-07,0.8617600617708344,8.091457543813068e-06,2.0587034955647312e-06,8.236902425094915e-07,6.072407713802251e-06,0.0,0.0,4.28965047876159e-06,3.916707672720659e-09,2.69795063027391e-07,2.9373084319632647e-07,2.154756444654485e-07,8.257029292851673e-18,5.678849413966854e-13,7.615714672005991e-09,2.541370330824581e-07,9.446651460020678e-06,6.725102170507287e-11,3.304007497847024e-11,2.0047786696760405e-15,2.285457868409866e-16,6.450939977684436e-09,2.462065799189328e-12,7.435046295295561e-12,6.253068195342932e-14,1.824745631792068e-18,5.006807224002322e-14,1.0203327035738115e-14,1.143958141888554e-15,3.5102944334060764e-10,6.529467006265681e-17,2.93257897652198e-17,7.620917082881772e-16,3.76,0.0,0.6298081897935663,0.9978213545729521,2.6186528465256516e-06,4.738967484912005e-08,0.10756379993227409,0.10791053878963629,0.002161627047773231,6.713510875369241e-11,9.219138126173486e-06,1.2467177957375845e-05,0.00015866666344990015,2.0970120397394956e-10,4.222888413907233e-09,2.2152643285784741e-07,8.929614302102197e-08,1.5256308297510228e-09,5.026991991239496e-09,1.81131645490052e-05,2.3389289192785256e-07,4.606251935935321e-07,7.414036700428824e-07,8.207216203332125e-06,4.6441016310165377e-07,5.49577975525224e-08,1.1618561484855461e-07,1.809392608706967e-08,3.2276646514371916e-07,2.4071873561949503e-07,4.087571699628618e-11,1.4277646979297946e-15,6.642629408243186e-11,2.4589592255025815e-12,1.808799275518227e-08,4.1879723922782926e-11,2.7245292118302007e-16,3.266512584863531e-10,1.8149041807974412e-09,1.0321402600662098e-11,1.2208021550039972e-11,3.67664040394663e-15,4.982322005829878e-09,1.843270017362525e-10,2.6158284375587262e-11,5.4473535748234235e-15,3.438136428696529e-11,3.5648762412922723e-11,5.731876467757184e-11,6.825494820076984e-11,2.35090404747903e-09,1.541546927416869e-15,2.6563212903765552e-11,1.110496924411711e-08,3.688350672089545e-11,6.073709895810513e-11,7.767562290268456e-15,5.050785541467343e-15,4.2471300652105184e-19
5.657520565644418e-07,0.8621849899668727,8.476531913751804e-06,2.1838955845741804e-06,8.696282772783481e-07,6.52987492960515e-06,0.0,0.0,4.4169659941816135e-06,4.12479783923331e-09,3.0605923845552497e-07,3.039371325979464e-07,2.3897098554715925e-07,9.228712840990484e-18,6.054017831180661e-13,7.749355035475943e-09,2.6841955275775454e-07,9.976491330546616e-06,7.678934143977545e-11,3.6055225091217975e-11,2.3153856215178216e-15,2.3554064182239985e-16,6.436544780444088e-09,2.7474918592073323e-12,7.858386042325105e-12,7.508841473806565e-14,2.137091006929806e-18,5.5058313568888186e-14,1.1677903544106801e-14,1.2796439847881326e-15,3.812012344772522e-10,7.648209386549603e-17,3.4622315017475474e-17,9.192893821585026e-16,3.76,0.0,0.627052754594494,0.9978204652475876,2.8448436172381916e-06,5.137545189504507e-08,0.11030761046726373,0.11067348375681511,0.002161624981250339,6.881465066323538e-11,9.722226533021924e-06,1.3039304863138828e-05,0.000167394014029352,2.1924444643513744e-10,4.471525630216442e-09,2.317449576824816e-07,9.361220930576755e-08,1.711663484582453e-09,5.1644636710106495e-09,1.9101481632886194e-05,2.418754165488207e-07,4.824582596110882e-07,8.102289555636568e-07,8.815700570073701e-06,5.092165336693309e-07,6.051441993036627e-08,1.28766902472392e-07,1.9410333443221133e-08,3.621195936229435e-07,2.453960328820815e-07,4.530884812735127e-11,1.5822320299730124e-15,7.314530360767895e-11,2.702369482300412e-12,2.0391333422785746e-08,4.3294882560049833e-11,3.0187642945209916e-16,3.3427353325569524e-10,2.0837503146438026e-09,1.0919309923070066e-11,1.369572965701797e-11,4.124699029470378e-15,5.311087318869144e-09,1.9850966982546709e-10,3.118010569845727e-11,5.864586926390965e-15,3.595389180315523e-11,3.936444776320242e-11,6.161968972040215e-11,7.337024863369415e-11,2.6343954421621416e-09,1.7267794546889578e-15,3.062450372152568e-11,1.1714275269923989e-08,4.2411523081974884e-11,6.714567973312134e-11,7.893031635019538e-15,5.136136309722036e-15,5.094388002826807e-19
5.810283230244268e-07,0.8626081061339551,8.869118597494094e-06,2.3120796558762626e-06,9.166799578717928e-07,7.007895661213049e-06,0.0,0.0,4.545999283231916e-06,4.338294751261222e-09,3.4604523936904256e-07,3.143859314574886e-07,2.641405702213008e-07,1.0297117929884834e-17,6.451090930129739e-13,7.891387470533835e-09,2.831298476684324e-07,1.0521165345171399e-05,8.73471314285727e-11,3.924422597809275e-11,2.6752466353410455e-15,2.431753083295918e-16,6.422777777657789e-09,3.0559120357141643e-12,8.294599204734588e-12,8.971650435748666e-14,2.4930284210806156e-18,6.044915033409929e-14,1.3319379867857675e-14,1.4273873535472178e-15,4.1294343129152383e-10,8.916625393630129e-17,4.0669455565351616e-17,1.1028790704615137e-15,3.76,0.0,0.6243093301653999,0.9978195489623425,3.083200173947545e-06,5.5578492205411016e-08,0.11303909853015115,0.11342460178835984,0.0021616228571223126,7.048499272930404e-11,1.0237908214066452e-05,1.3621722747553526e-05,0.0001763439674207572,2.2895286266952359e-10,4.726998674750035e-09,2.421485046874228e-07,9.799792003308953e-08,1.9149241395171863e-09,5.301811853702635e-09,2.0114418911398128e-05,2.4998742842182666e-07,5.047020026503711e-07,8.840814291337054e-07,9.452163216568807e-06,5.568758542848362e-07,6.644361023140368e-08,1.4225457908914914e-07,2.078358154944432e-08,4.04858834193964e-07,2.499834006062368e-07,5.006066899991513e-11,1.74777422433799e-15,8.040232424338509e-11,2.964847423541648e-12,2.290757683303199e-08,4.473212883848543e-11,3.3340542723515155e-16,3.4239963657454605e-10,2.3826050698452987e-09,1.1539058935245744e-11,1.5311004725863603e-11,4.611186504046931e-15,5.653363766759059e-09,2.13327140873828e-10,3.698259671076846e-11,6.300256617506914e-15,3.755381731050582e-11,4.334669133977174e-11,6.612082587816303e-11,7.870628017238274e-11,2.941956191523615e-09,1.927633641271379e-15,3.5160282913758647e-11,1.2341685696933398e-08,4.86241366351638e-11,7.401872521976792e-11,8.026981396428428e-15,5.226978834686994e-15,6.0803379781108265e-19
