Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64)
9.645751688094747e-14,0.902863577774248,1.3090504312860375e-15,1.788755476043036e-16,1.9188835879785239e-22,3.2733320813415833e-22,0.0,0.0,1.7442793323473217e-12,5.114686128342042e-22,5.243465768596678e-28,6.049743818686244e-36,1.249848347747853e-28,3.0870707512922544e-48,2.010428035820854e-35,5.541811147718168e-29,5.789738207427923e-25,5.59176558766551e-19,9.411435143171536e-59,5.8506006175970786e-36,6.935763234340999e-58,1.0273427302712194e-62,1.8352716874508658e-23,1.3534332135314706e-50,4.7237380955039117e-32,4.436592674205173e-59,3.0965874338975963e-63,1.2995162673797646e-53,1.081638537599244e-56,1.287651911141215e-56,3.7897072585167543e-31,2.0647078996988367e-60,6.193229781924745e-62,2.8545656611856285e-61,3.76,0.0,0.8158697856982656,0.999999319726194,1.6924277374176085e-28,3.0305060730410033e-32,4.937591800803794e-08,4.937591809485817e-08,6.802720616565569e-07,7.592253038517813e-24,5.591765591305602e-19,1.7455893900923769e-12,4.019415159052127e-17,7.173108142766585e-22,3.0598887939601373e-27,5.871436653255402e-19,7.742046636543764e-21,1.3574412244326886e-24,2.781776278209249e-19,3.728241858703497e-18,1.8464000577079763e-18,2.5883702636148607e-19,1.893203189192719e-23,4.474519312291874e-24,3.1979416776099298e-21,1.2922227439794405e-23,5.690740623540005e-27,8.964177389116735e-21
1.914716763484052e-13,0.902863585649726,2.5985547339179892e-15,3.550897978417886e-16,7.56127486898113e-22,1.289810435464523e-21,0.0,0.0,3.462456547241282e-12,2.0153403412108315e-21,4.116183487234901e-27,9.478492642523013e-35,9.811658506810502e-28,4.953983590998144e-47,1.6178926084531805e-34,4.349832550850177e-28,4.544406303462899e-24,2.2036268269991287e-18,5.818072683117715e-57,9.131317014411165e-35,4.2962395232964155e-56,1.2663314824324198e-60,7.231504520342641e-23,4.215479872381215e-49,3.717529207750864e-31,2.812079089185107e-57,3.210698643995326e-61,8.03302669084498e-52,1.332222215473257e-54,1.5618240693770907e-54,2.9749600035479343e-30,2.5433666318818534e-58,7.629175820328986e-60,3.5164230118526796e-59,3.76,0.0,0.8158697370594755,0.9999986497853574,1.3284570410959243e-27,4.748045761811246e-31,9.80129885917728e-08,9.801298893387102e-08,1.3502111801876886e-06,3.610007781756787e-23,2.203626829856357e-18,3.4650590710248002e-12,1.5837710884116296e-16,2.8263421493202704e-21,2.4017464919056465e-26,2.3134923619546982e-18,3.051449022346411e-20,5.348759779569292e-24,1.0960672304035943e-18,1.469043443830284e-17,7.275304624656505e-18,1.0198951507258027e-18,7.686213043296152e-23,3.5111455828704646e-23,1.2600852631095394e-20,5.092146972092894e-23,4.4664820304091295e-26,3.532060255966449e-20
2.8648583581586294e-13,0.9028635935252035,3.888100869518974e-15,5.313192773668974e-16,1.6927966771450952e-21,2.887532717311192e-21,0.0,0.0,5.180632456363072e-12,4.5117405772361755e-21,1.3011182143651572e-26,3.9982476483299926e-34,3.1014896578346385e-27,2.1168287931441475e-46,5.198212738345426e-34,1.3748563924784041e-27,1.4363499534452822e-23,4.933817902493259e-18,4.51037289872518e-56,4.009330380204881e-34,3.0519470169595467e-55,1.1722127916956966e-59,1.6189128222798685e-22,2.3882087624968218e-48,1.1770829546177927e-30,2.200549314383479e-56,2.8984939686465946e-60,6.227746885964282e-51,1.242959796408141e-53,1.4533412011858643e-53,9.403783252203913e-30,2.373033370175586e-57,7.118283455445304e-59,3.2809449672484125e-58,3.76,0.0,0.8158696884206881,0.9999979799969175,4.198976738281125e-27,2.0028295939636655e-30,1.4665005618548555e-07,1.4665005695134121e-07,2.0199979016411354e-06,9.226340377699797e-23,4.933817911524295e-18,5.1845294426107706e-12,3.5455877902682e-16,6.327184348496371e-21,7.591235864159392e-26,5.1791568158572315e-18,6.832848702172983e-20,1.1974324017716295e-23,2.4536973439658085e-18,3.2887534179534255e-17,1.628709270925539e-17,2.283237098582658e-18,1.7626325083939535e-22,1.109679467350041e-22,2.82095163267085e-20,1.1400525835177517e-22,1.4116305286692104e-25,7.907043155992952e-20
3.8149999528332067e-13,0.9028636014006808,5.177688938628948e-15,7.075639962121523e-16,3.0019305351399905e-21,5.120522088552104e-21,0.0,0.0,6.8988070599623085e-12,8.000668556564631e-21,2.962805699282707e-26,1.1287126348559107e-33,7.062563580821762e-27,6.0485698108588034e-46,1.2020101921177387e-33,3.1304598009418412e-27,3.270464619387307e-23,8.750105793133616e-18,2.11168002418823e-55,1.1680116317304505e-33,1.3596202379639287e-54,6.8653865595095675e-59,2.870811818914305e-22,8.618198474692381e-48,2.6846716757521395e-30,1.0431242016583362e-55,1.6788872646186866e-59,2.9157779093074043e-50,7.479764889486522e-53,8.72059070869566e-53,2.1413541414544796e-29,1.4281378677497705e-56,4.283942754143521e-58,1.9745469335197376e-57,3.76,0.0,0.8158696397819036,0.999997310360842,9.561035834256354e-27,5.654008937795432e-30,1.9528712078917597e-07,1.952871221472688e-07,2.6896322590067965e-06,1.8336631486161253e-22,8.750105813697058e-18,6.904000505116453e-12,6.287391596579873e-16,1.1219743852076977e-20,1.7284777343385159e-25,9.184100220295858e-18,1.2119403643183963e-19,2.123417037401716e-23,4.351024656045603e-18,5.831958139166362e-17,2.88816818841104e-17,4.0488616921455705e-18,3.198051154757306e-22,2.526550637314709e-22,5.0023927398515167e-20,2.0217829367222738e-22,3.21396099730214e-25,1.402125244133748e-19
4.765141547507784e-13,0.9028636092761575,6.4673190451873495e-15,8.838239647461949e-16,4.683564846057395e-21,7.988801369993252e-21,0.0,0.0,8.616980358297017e-12,1.2482123479269283e-20,5.646814458057615e-26,2.5669732345952323e-33,1.346072121931121e-26,1.39209753640654e-45,2.325796672335113e-33,5.965857487009422e-27,6.232647988976371e-23,1.3652858429999126e-17,7.329590333692091e-55,2.7173871916373383e-33,4.609656355340968e-54,2.9084384508094652e-58,4.478844894580774e-22,2.4169138423082806e-47,5.1249273437978556e-30,3.670611243425718e-55,7.06163928702511e-59,1.0120566496658613e-49,3.2329123250691783e-52,3.7617077272426214e-52,4.081204124995925e-29,6.173265038335352e-56,1.8517865130992078e-57,8.535223102970375e-57,3.76,0.0,0.8158695911431221,0.9999966408770965,1.8221342559238796e-26,1.2858587399193898e-29,2.43924182402844e-07,2.43924184521654e-07,3.3591142863855555e-06,3.169349745176702e-22,1.3652858469188483e-17,8.623472258816956e-12,9.809182473869705e-16,1.7503923927174324e-20,3.2940413475310595e-25,1.432828451298693e-17,1.891214728428346e-19,3.312833649093019e-23,6.78800438646561e-18,9.098661767309569e-17,4.5058986898682384e-17,6.316767708789427e-18,5.102477335169233e-22,4.814808015364138e-22,7.804408023988853e-20,3.1544543481304523e-22,6.124535527354609e-25,2.187457024681022e-19
6.665424736856938e-13,0.9028636250271095,9.046705756041256e-15,1.2363896893077578e-15,9.164467580891939e-21,1.5631314542715767e-20,0.0,0.0,1.2053323040129333e-11,2.4422611174774348e-20,1.500973517263058e-25,9.040765960723788e-33,3.5780721800439414e-26,5.0229997289882384e-45,6.368233742551164e-33,1.5855171619699895e-26,1.6564085578485895e-22,2.6719121527045843e-17,5.1793326557407086e-54,9.871502111728687e-33,3.2266689872513347e-53,2.896256956445061e-57,8.763303832234096e-22,1.2053843610730555e-46,1.3666295028013868e-29,2.6775199014566215e-54,6.948969606940771e-58,7.151208085947508e-49,3.2938292577121337e-51,3.8230164621939166e-51,1.0848177187137884e-28,6.290865381639721e-55,1.8870939008881998e-56,8.697970478403117e-56,3.76,0.0,0.8158694938655678,0.9999953023664687,4.8428374873170426e-26,4.528712352270853e-29,3.411982966601124e-07,3.4119830080579783e-07,4.697621477590358e-06,7.3935037422176935e-22,2.671912163120112e-17,1.2062417840822216e-11,1.9192725305715325e-15,3.424678712592719e-20,8.75443561256392e-25,2.803423461930454e-17,3.702003067044283e-19,6.481976754825618e-23,1.3280755069276424e-17,1.780258115650854e-16,8.816142829614867e-17,1.2359419470421139e-17,1.0420689844338762e-21,1.2795547109485453e-21,1.5270159036510102e-19,6.172800516679154e-22,1.6274411403208014e-24,4.2798094392553084e-19
1e-12,0.9028636565290081,1.357336697115095e-14,1.8552120803971264e-15,2.0630039128862614e-20,3.5185030737192566e-20,0.0,0.0,1.808332920089672e-11,5.497128791967642e-20,4.991579624937257e-25,4.4869312878358026e-32,1.1899717857390667e-25,2.633473101673601e-44,2.2420009781176655e-32,5.270994305111052e-26,5.506588553697931e-22,6.016412090642492e-17,6.6376972316115765e-53,5.022980447599687e-32,4.2435553895949475e-52,6.041275255530729e-56,1.9724612406920683e-21,9.578174085550731e-46,4.574036855208117e-29,3.667841930781788e-53,1.3836996818155803e-56,9.163290609711675e-48,6.742612573342758e-50,7.809252218174506e-50,3.6076102966562695e-28,1.2882657235244603e-53,3.864738192077696e-55,1.7813387570518376e-54,3.76,0.0,0.8158693231650771,0.9999929550489398,1.6101435541500656e-25,2.2475693071704163e-28,5.118927500087977e-07,5.118927593400824e-07,7.0449329760525265e-06,2.1489505224602305e-21,6.016412125270946e-17,1.8097010816176813e-11,4.3199711856081136e-15,7.707773206348458e-20,2.9103942993057586e-24,6.309806495446921e-17,8.33926815303296e-19,1.4590121776228307e-22,2.988994076011641e-17,4.0070992974746597e-16,1.984315909296481e-16,2.781897126728745e-17,2.5234453079272237e-21,4.253625070559478e-21,3.4370616967793e-19,1.3897105892553323e-21,5.4087376235573554e-24,9.63239765567651e-19
1.0465991115555248e-12,0.9028636565290081,1.4205988271429091e-14,1.9417045975655452e-15,2.2597879306367878e-20,3.8540846227340066e-20,0.0,0.0,1.8925992752142503e-11,6.021387397501933e-20,5.719214898355117e-25,5.356273275856656e-32,1.363446005571065e-25,3.1606136644379167e-44,2.5868846412867723e-32,6.039107518561026e-26,6.309021756765374e-22,6.59056496640938e-17,8.431410592559778e-53,6.006859488664717e-32,5.3975584250512625e-52,7.812182343938168e-56,2.1605716759547018e-21,1.1854281457781683e-45,5.245055819500267e-29,4.673067647611417e-53,1.7866596515299734e-56,1.1639405696874217e-47,8.713051197476707e-50,1.009078912904862e-49,4.133498268556623e-28,1.664764049646819e-53,4.994227518321076e-55,2.3019443803220928e-54,3.76,0.0,0.815869299310494,0.9999926271716502,1.8448042287887124e-25,2.6830317349143904e-28,5.357464892943744e-07,5.357464995155838e-07,7.372809423020091e-06,2.429449660723083e-21,6.590565006084402e-17,1.894031731145638e-11,4.731965417990404e-15,8.44276384771187e-20,3.3345121920414015e-24,6.911532461108974e-17,9.135619552737599e-19,1.5981614846605686e-22,3.274008478556426e-17,4.3892592524927996e-16,2.1735509123757203e-16,3.0472045342938414e-17,2.7918464927703764e-21,4.8734572012428734e-21,3.764852605092868e-19,1.5222956834373756e-21,6.196687206594176e-24,1.0550917873705656e-18
1.4266557494253557e-12,0.9028636880308994,1.936595515254569e-14,2.6472646730490116e-15,4.1995356292606656e-20,7.161762498854913e-20,0.0,0.0,2.5798641609109083e-11,1.1188547688342147e-19,1.4409302547808684e-24,1.7999744839915449e-31,3.435328710080494e-25,1.1127295215380447e-43,6.895495035283824e-32,1.520996383681713e-25,1.588951542969087e-21,1.2251720983084525e-16,4.9696952810671696e-52,2.0384642835802255e-31,3.1328730381519816e-51,5.951483881853388e-55,4.014598637315579e-21,5.324509773965472e-45,1.3303613829119837e-28,2.8798542675231784e-52,1.3594791845413457e-55,6.860162775009937e-47,6.707563964043431e-49,7.761808062924256e-49,1.041410765812831e-27,1.2819529425881737e-52,3.8459208240193976e-54,1.77266900696148e-53,3.76,0.0,0.8158691047554666,0.9999899544102544,4.646770196510995e-25,9.016214224736335e-28,7.302946340882635e-07,7.3029465308071e-07,1.0045563945863301e-05,5.6487484912016314e-21,1.2251721083016505e-16,2.5818227872326374e-11,8.792637201383233e-15,1.5686346995460296e-19,8.398271717392452e-24,1.284199596014334e-16,1.699082116363006e-18,2.96965906330711e-22,6.082878478575502e-17,8.155905684776598e-16,4.038625548583049e-16,5.662103531358369e-17,5.604489499554563e-21,1.2273734875664543e-20,6.99560162429867e-19,2.829367128159026e-21,1.5601911505404343e-23,1.9603265802726134e-18
1.8067123872951866e-12,0.9028637195327834,2.4526613185415292e-14,3.3530705907606297e-15,6.73592436383355e-20,1.148631720686532e-19,0.0,0.0,3.267126962784464e-11,1.7943736744532624e-19,2.920986243358103e-24,4.5446671019005945e-31,6.964311687068007e-25,2.9314076134428915e-43,1.4729815797187415e-31,3.0822403363548696e-25,3.2198993996056356e-21,1.9657775515897112e-16,1.92350823338797e-51,5.169821941960161e-31,1.1972734165922822e-50,2.809267316858168e-54,6.438394621866956e-21,1.6717680996433557e-44,2.7145307839134294e-28,1.1630947963370438e-51,6.422623879563833e-55,2.6550343069167945e-46,3.191146683468225e-48,3.690854637946104e-48,2.111088374619138e-27,6.100744116193858e-52,1.8303027798492694e-53,8.436280548384885e-53,3.76,0.0,0.8158689102004854,0.9999872840800587,9.417468742402485e-25,2.276433590445965e-27,9.248427310417718e-07,9.248427615011872e-07,1.2715887268464773e-05,1.0885826713842765e-20,1.9657775718420006e-16,3.269614954136232e-11,1.4101287638158458e-14,2.515479685980594e-19,1.7018857066893528e-23,2.059456545024282e-16,2.7274335474566665e-18,4.762714988472878e-22,9.754393282434632e-17,1.3080224534555749e-15,6.476782520555203e-16,9.080630938709803e-17,9.660199093521758e-21,2.4871506272110945e-20,1.1219259296933594e-18,4.538811683930295e-21,3.160692837291822e-23,3.143608396522372e-18
2.5668256630348484e-12,0.9028637825365294,3.485002978043384e-14,4.7654226401307036e-15,1.3599563224079594e-19,2.3186673484907217e-19,0.0,0.0,4.641646321761875e-11,3.6218180246935516e-19,8.369655821392189e-24,1.8536271468053897e-30,1.995751201781099e-24,1.3154426098309994e-42,4.683215516053495e-31,8.825235304481187e-25,9.219083627620367e-21,3.971411639939191e-16,1.664051333450205e-50,2.1162334626119774e-30,1.051118860310992e-49,3.5815356714139356e-53,1.299522724062018e-20,9.92676887889358e-44,7.886930640921111e-28,1.1265065813072914e-50,8.085916918870153e-54,2.296206413631797e-45,4.0494842804568765e-47,4.680300570305737e-47,6.048946879934643e-27,7.748134085749868e-51,2.3248138478603913e-52,1.0715674782762829e-51,3.76,0.0,0.8158685210906622,0.999981950704414,2.697057091255108e-24,9.284600815896748e-27,1.3139387814276136e-06,1.3139388429082382e-06,1.8049249167129098e-05,2.9354288128215706e-20,3.9714116979356143e-16,4.6452026275374286e-11,2.8462523502919015e-14,5.076377896939731e-19,4.872981999274874e-23,4.1565031019288793e-16,5.515308499075303e-18,9.613599959402706e-22,1.9684191883339658e-16,2.640198765006353e-15,1.307212135818114e-15,1.8328539062870053e-16,2.2219775281004973e-20,7.120950177298256e-20,2.26452860274746e-18,9.166086227116948e-21,9.04390607677128e-23,6.34400628316392e-18
4.0870522145141716e-12,0.9028639085439338,5.550545433700271e-14,7.59310632801995e-15,3.449686866518341e-19,5.879676508472515e-19,0.0,0.0,7.390660107387315e-11,9.182318288320316e-19,3.381718052196056e-23,1.2145307513961467e-29,8.065674422282845e-24,1.0371033724901781e-41,2.2827784697589765e-30,3.560340516468217e-24,3.718972345176931e-20,1.0087020660017853e-15,3.00142589503611e-49,1.3890901905753054e-29,1.946851541245641e-48,1.0819882564329318e-51,3.2945390713682644e-20,1.088505834890847e-42,3.2785543820967974e-27,2.4785670084834988e-49,2.3903643195169955e-52,4.13900692027738e-44,1.2016015233339209e-45,1.3879356099325541e-45,2.4439913261473177e-26,2.3027455313152145e-49,6.911333545899187e-51,3.185673038574598e-50,3.76,0.0,0.8158677428715718,0.9999713130303266,1.0885719956180319e-23,6.083061680541512e-26,2.0921303081143733e-06,2.0921304639870283e-06,2.868689576216603e-05,1.1176309303012931e-19,1.008702089406702e-15,7.396391382572625e-11,7.21607284272972e-14,1.2865248122664446e-18,1.965937552952664e-22,1.0536033942472095e-15,1.4034417099188285e-17,2.43751482160987e-21,4.988272277242352e-16,6.693877123398602e-15,3.313734598458847e-15,4.646754537175806e-16,7.015724100734162e-20,2.8724881002361867e-19,5.741208355030653e-18,2.3263028775839916e-20,3.6435510985993007e-22,1.6077995238396044e-17
5.607278765993495e-12,0.9028640345512211,7.617269442137e-14,1.0424798383114762e-14,6.496678709451935e-19,1.106945403413138e-18,0.0,0.0,1.0139640738782589e-10,1.7283606216999589e-18,8.744268780780985e-23,4.246865535423993e-29,2.0860399203797337e-23,4.111007127976498e-41,6.830684188813226e-30,9.19320890506892e-24,9.602201960912015e-20,1.9021045129166667e-15,1.8362543747410977e-48,4.859183005371302e-29,1.173720026094261e-47,8.577637997783314e-51,6.201000076495305e-20,5.1017732167971616e-42,8.695808011453322e-27,1.701722034195747e-48,1.914161069908786e-51,2.531532292274868e-43,9.635430671700042e-45,1.112710703288939e-44,6.319411561521867e-26,1.8486362704655414e-48,5.549021878330332e-50,2.5577549482771665e-49,3.76,0.0,0.8158669646532234,0.9999607140083852,2.8120240253173434e-23,2.1269677354589922e-25,2.87032106935415e-06,2.870321362752647e-06,3.928589021170557e-05,2.803678065925354e-19,1.902104573368864e-15,1.0147598110043352e-10,1.3582656471470523e-13,2.420686836249422e-18,5.076381021532372e-22,1.982816243652645e-15,2.6513465212032502e-17,4.5884373958949606e-21,9.385100117264437e-16,1.2600133625974863e-14,6.236567661261727e-15,8.746371336312976e-16,1.5808934910895684e-19,7.416417306211103e-19,1.0806501395820436e-17,4.383335447759268e-20,9.39618900329982e-22,3.0252160924968344e-17
7.127505317472819e-12,0.9028641605583916,9.685218220374628e-14,1.3260541292815811e-14,1.0502448544868253e-18,1.7889050819422086e-18,0.0,0.0,1.2888588322236374e-10,2.792564860171208e-18,1.7982526339521492e-22,1.0941299875882946e-28,4.290842693670744e-23,1.1773929364304862e-40,1.5898743136025895e-29,1.888001270958787e-23,1.9718733839885256e-19,3.078856428748055e-15,7.281105531447549e-48,1.2520575718736616e-28,4.60180043813059e-47,4.1720172976793616e-50,1.0018799648325653e-19,1.6453396495782066e-41,1.831835063135946e-26,7.494666347618193e-48,9.397624602182088e-51,1.0035149810848758e-42,4.730181870284653e-44,5.461689249748992e-44,1.299555938535395e-25,9.086209724767282e-48,2.7276824065147553e-49,1.2573009900111801e-48,3.76,0.0,0.8158661864356165,0.9999501534981189,5.777443687158836e-23,5.479503494205399e-25,3.648511065146446e-06,3.6485115392057857e-06,4.9846372985873385e-05,5.655666064027192e-19,3.0788565529341243e-15,1.2898822923331158e-10,2.1946001689515788e-13,3.909722597810934e-18,1.0425526923937342e-21,3.203130669242866e-15,4.29947949838003e-17,7.41428447249351e-21,1.5157045684934777e-15,2.0359140619302828e-14,1.0075356746647235e-14,1.4131653311428937e-15,2.9749345886523165e-19,1.5229702022554629e-18,1.7460384779833743e-17,7.089728647998146e-20,1.9273190381916627e-21,4.88616124714615e-17
8.647731868952142e-12,0.902864286565445,1.1754434964290678e-13,1.6100377307795634e-14,1.546852243453662e-18,2.633955290796067e-18,0.0,0.0,1.5637502963638786e-10,4.1108412335101855e-18,3.216007318508166e-22,2.3494036106314384e-28,7.675399192307966e-23,2.780777850962045e-40,3.1726146356004425e-29,3.3719423172971115e-23,3.521518560755939e-19,4.540457428834863e-15,2.2364623665060717e-47,2.6887001942214345e-28,1.4088141252963905e-46,1.5200066396226769e-49,1.4747831711227498e-19,4.259913769860913e-41,3.353505198339299e-26,2.545178463510679e-47,3.4490806548324496e-50,3.081304545698366e-42,1.734220185132e-43,2.0022097144532307e-43,2.3240874386163673e-25,3.335581843836498e-47,1.0014526506083372e-48,4.616139695894924e-48,3.76,0.0,0.8158654082187514,0.999939631359585,1.0322738365360678e-22,1.17654881319688e-24,4.426700295490775e-06,4.426700993347137e-06,6.036848402762832e-05,9.974344333736318e-19,4.5404576506932084e-15,1.5650065935413262e-10,3.230610694998999e-13,5.7532313671665775e-18,1.8620206063231947e-21,4.7143885915717146e-15,6.352051090994926e-17,1.0915212830062479e-20,2.2302254608144046e-15,2.997107020057702e-14,1.4829747435528285e-14,2.0802549474717912e-15,4.998418317469428e-19,2.7197676618670856e-18,2.5702835742085652e-17,1.0447504495347919e-19,3.437954410219666e-21,7.190146495415863e-17
1e-11,0.9028644125723817,1.3596140004010128e-13,1.8629934929707108e-14,2.069419484148318e-18,3.522790943432796e-18,0.0,0.0,1.8082683061998464e-10,5.4969854749193056e-18,4.978766911377885e-22,4.179730246852774e-28,1.1884686335649069e-22,5.352204995417215e-40,5.366532701418011e-29,5.2138673160803826e-23,5.444847791438372e-19,6.0811656263772535e-15,5.251266733878332e-47,4.783545906748979e-28,3.309699933474692e-46,4.081023717348332e-49,1.9720083724195208e-19,8.765608531659311e-41,5.29861308333473e-26,6.508600532461781e-47,9.30931140454389e-50,7.232456125969292e-42,4.6739344576314254e-43,5.395820116263047e-43,3.5979019646144212e-25,9.000641989353528e-47,2.702576214782854e-48,1.2457457211632528e-47,3.76,0.0,0.8158647159818495,0.9999303038671156,1.5967514017740273e-22,2.0930643005711023e-24,5.11891259581109e-06,5.118913528990531e-06,6.96959520424756e-05,1.528930758210893e-18,6.0811659695140405e-15,1.8097360143701666e-10,4.31996368004315e-13,7.69063256860508e-18,2.8792012380061618e-21,6.30305403124131e-15,8.521120455619695e-17,1.4596801258859604e-20,2.9810606391857053e-15,4.007834700627193e-14,1.9828027187335025e-14,2.7816790868457815e-15,7.420138481382815e-19,4.205119031594968e-18,3.4369621433275714e-17,1.398335004370546e-19,5.31012589883244e-21,9.611508551563423e-17
1.0167958420431466e-11,0.9028644125723817,1.382496285168789e-13,1.8944348445340313e-14,2.1396435966434594e-18,3.642208168073071e-18,0.0,0.0,1.8386384768489074e-10,5.6831864409025634e-18,5.234623241492294e-22,4.464056732612764e-28,1.2495721675707113e-22,5.766963537749246e-40,5.700616364940327e-29,5.480997807147779e-23,5.723773744458659e-19,6.288398937283983e-15,5.774968086636338e-47,5.108967245369779e-28,3.640213791401889e-46,4.5453726065142774e-49,2.0387990197386426e-19,9.511155535015566e-41,5.584615298239352e-26,7.217552739204191e-47,1.037341456941842e-49,7.953452700018381e-42,5.207443663172708e-43,6.0116921093316005e-43,3.7827879410987263e-25,1.0029152283235218e-46,3.011431289455683e-48,1.38811256882796e-47,3.76,0.0,0.815864630002628,0.9999291474533577,1.6786370730672225e-22,2.2354343119583353e-24,5.204888760386655e-06,5.204889725177392e-06,7.085236276292366e-05,1.6057264049522758e-18,6.288399298012563e-15,1.8401327258870775e-10,4.4662970705990475e-13,7.950812920576921e-18,3.026722554811459e-21,6.5164320297284264e-15,8.813248316176698e-17,1.5091379283604228e-20,3.0818875037574866e-15,4.1436094229505e-14,2.0499385442076176e-14,2.8759008838976906e-15,7.76602447420344e-19,4.420525325315966e-18,3.5533831696015055e-17,1.4458684855099496e-19,5.581442876561024e-21,9.93668390571473e-17
1.3208411523390113e-11,0.9028646645859039,1.7970124683922486e-13,2.464486307319157e-14,3.6143969066920936e-18,6.148787023744493e-18,0.0,0.0,2.388405028871091e-10,9.590070200759916e-18,1.1504834963920311e-21,1.2618309550270765e-27,2.74750941052917e-22,1.9093024132984663e-39,1.4882302430614803e-28,1.2013805955346578e-22,1.2544382459819755e-18,1.0649231119836436e-14,2.741248907508231e-46,1.444214914613225e-27,1.7389094605439146e-45,2.80401088373723e-48,3.4401262203805996e-19,3.5284730024813813e-40,1.282735330126151e-25,4.1013892028707246e-46,6.4521503729064325e-49,3.772065914242268e-41,3.223686938932543e-42,3.721103609452294e-42,8.313601532426047e-25,6.2266773514162814e-46,1.8702366771277796e-47,8.620982036120917e-47,3.76,0.0,0.815863073572606,0.9999082937825252,3.6825129912774855e-22,6.318183495342304e-24,6.761263393831198e-06,6.761265021907384e-06,9.170597861155482e-05,3.469123642945419e-18,1.064923191097358e-14,2.3903905288392606e-10,7.536696751679555e-13,1.3406595845376785e-17,6.634540866109876e-21,1.0992243989316292e-14,1.4978158884711548e-16,2.547005390978777e-20,5.19589547936896e-15,6.992611196056799e-14,3.4582986885464195e-14,4.8528413222776425e-15,1.5992123825997344e-18,9.687689349417135e-18,5.996136906167646e-17,2.4449345882554605e-19,1.2203951628794182e-20,1.6755466103776792e-16
1.624886462634876e-11,0.9028649165989582,2.2121048779824695e-13,3.036241675097836e-14,5.475752089646927e-18,9.30960838938466e-18,0.0,0.0,2.9381585719231035e-10,1.4513189927824293e-17,2.1475545331909014e-21,2.8808874403876676e-27,5.130805491572058e-22,5.0007604442468565e-39,3.218455081485094e-28,2.236498505163522e-22,2.3349772263354153e-18,1.6173124155841325e-14,9.412905972619324e-46,3.297463243723464e-27,6.003830905864941e-45,1.1707535548857175e-47,5.205776728752208e-19,1.0035721564176598e-39,2.4979547818010187e-25,1.623103933276052e-45,2.7108641421048207e-48,1.2942601024893675e-40,1.3481707281300437e-41,1.556068655777453e-41,1.551797806025298e-24,2.6106983324295364e-45,7.843555278185335e-47,3.615601732006404e-46,3.76,0.0,0.8158615171455508,0.9998875913803519,6.861247940237622e-22,1.4423672068402818e-23,8.317634965476406e-06,8.317637429401299e-06,0.00011240832580126529,6.387578912506608e-18,1.6173125629480083e-14,2.940655790477678e-10,1.1405797974627063e-12,2.0273879565591197e-17,1.2351401760777961e-20,1.6629304653455095e-14,2.2827249119937195e-16,3.855156357277904e-20,7.856251994294277e-15,1.0583056400380587e-13,5.232332944513824e-14,7.343945857541546e-15,2.8569817738472193e-18,1.8031553085199457e-17,9.074281967329642e-17,3.7077883506861064e-19,2.2662825809936105e-20,2.5338615465201345e-16
1.9289317729307406e-11,0.9028651686115448,2.6278079908493965e-13,3.6097337432291736e-14,7.724971541395152e-18,1.3125694645713664e-17,0.0,0.0,3.487899189027726e-10,2.045251956517513e-17,3.602225777570804e-21,5.71384151801143e-27,8.609818706154038e-22,1.1195472021275045e-38,6.137235946996448e-28,3.741286298025314e-22,3.905530291833739e-18,2.287172206869723e-14,2.616352114157582e-45,6.540389613130262e-27,1.6790097262645325e-44,3.8184217662369905e-47,7.335665721345429e-19,2.3942421379958893e-39,4.363580656038559e-25,5.098019003477e-45,8.892979985019273e-48,3.5947447436333526e-40,4.401499860520445e-41,5.079928414697369e-41,2.602818634471969e-24,8.54474063006335e-45,2.567829139102029e-46,1.1836978939812562e-45,3.76,0.0,0.8158599607214622,0.9998670391496377,1.1487608533481285e-21,2.860460757785569e-23,9.87400347531875e-06,9.874006947664672e-06,0.00013296050153140495,1.0588008116714654e-17,2.287172453527585e-14,3.4909285994718225e-10,1.6073599501868064e-12,2.854948029248265e-17,2.0662649484176898e-20,2.342635370934603e-14,3.239319335180348e-16,5.433716403099504e-20,1.1061484545863863e-14,1.4915081678714978e-13,7.371758366239557e-14,1.0349173702014211e-14,4.6414992717250386e-18,3.015852440740707e-17,1.2787800909500904e-16,5.236046670656554e-19,3.781702942099038e-20,3.568224852433207e-16
