Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59)
2.7148665849817946e-12,0.5127804198407824,1.0572812990000003e-19,1.0750589888177957e-23,3.608053999595051e-26,4.996557974365568e-26,0.0,0.0,3.699982302294996e-15,2.0350348865296036e-25,3.9763351281983296e-35,9.21684758233922e-47,4.4869993542337725e-34,2.7522354786312738e-73,8.107485144762889e-56,2.869082892480294e-41,1.738295915137436e-57,1.2348780315784612e-22,1.2771970280654156e-81,1.939826490772912e-51,2.970982207576273e-75,2.2900732909014943e-85,6.381982949121907e-43,7.302870723556454e-60,9.632730169327598e-41,6.073713689436622e-81,6.541488668188032e-78,1.0754797743221086e-71,2.1364695788921536e-116,9.492646308584694e-96,4.4320929768904365e-39,1.551933986509838e-97,2.2530340794419278e-79,1.0976399476334708e-96,3.76,0.0,0.5544245942119912,0.999999575244783,1.137069249520078e-31,9.711598674352594e-77,1.7232579481662428e-11,1.7232579481786188e-11,4.247552133151716e-07,1.2965648598211823e-26,1.2348780315833458e-22,3.700087497526413e-15,1.12604119102165e-25,4.397213119584156e-22,1.0759212572787264e-39,9.372019054790983e-23,4.282215110532566e-27,1.372646505994074e-33,5.912664443624478e-28,2.838932258381043e-26
3.824213506331423e-12,0.5127804198414618,1.489311130232575e-19,1.516673359002773e-23,7.159132782866944e-26,9.91422799219494e-26,0.0,0.0,5.2118660802883775e-15,4.0379317518109745e-25,1.1116139075887817e-34,3.669847776932825e-46,1.25433805045263e-33,1.5968002147593398e-72,3.2337065865964713e-55,8.025517458882693e-41,6.933475016672039e-57,2.452094121366301e-22,1.5473828823154655e-80,7.731886907659235e-51,2.5079980663267217e-74,2.9421472165113046e-84,1.7851591396118013e-42,4.1940474521884045e-59,2.692820523257273e-40,7.324591179337645e-80,5.458809411165966e-77,8.980443022891847e-71,1.013602325442928e-114,1.8149810627797968e-94,1.2389823016422669e-38,2.788258413928265e-96,2.734824450140377e-78,1.972096146130737e-95,3.76,0.0,0.5544245942049482,0.9999994025956999,3.1767887651737543e-31,8.123413815761748e-76,2.427414428636935e-11,2.42741442866151e-11,5.974042951108767e-07,2.601315198138614e-26,2.452094121379957e-22,5.212013954036177e-15,2.2342996560045514e-25,8.72482858990195e-22,3.005949223678227e-39,1.8595982797521017e-22,8.512639705363735e-27,3.834954835585027e-33,1.1731043023430229e-27,5.633040470588487e-26
4.933560427681051e-12,0.5127804198421413,1.9213434400698712e-19,1.9596375283346544e-23,1.191508793677885e-25,1.6500470158127052e-25,0.0,0.0,6.723749597290012e-15,6.720406377707275e-25,2.3880569676902567e-34,1.0131614442334654e-45,2.6945946822524522e-33,5.62005653950713e-72,8.929472865528024e-55,1.725083493731124e-40,1.9146453945931427e-56,4.084124355975287e-22,8.529765574997573e-80,2.1337788262598827e-50,1.1110947701185542e-73,1.6176115577353432e-83,3.837123212335287e-42,1.4755044674154124e-58,5.7847648391609506e-40,4.079423109369454e-79,2.4303199863492227e-76,4.0001207847285307e-70,9.436987448607789e-114,1.2114501893369922e-93,2.661593373965858e-38,1.938707227107405e-95,1.5315932512239317e-77,1.3712329515830815e-94,3.76,0.0,0.5544245941979051,0.9999992304745464,6.820586900292601e-31,3.61293300090256e-75,3.131570909094529e-11,3.13157090913546e-11,7.695254471349674e-07,4.3769689730635336e-26,4.084124356004622e-22,6.7239399718676986e-15,3.7185875009364743e-25,1.452063909314551e-21,6.45378939626541e-39,3.0949565266109447e-22,1.4194066891803145e-26,8.233671831626009e-33,1.9522680297617786e-27,9.375191748968577e-26
7.152254270380308e-12,0.5127804198435002,2.7854154955456064e-19,2.849618446149831e-23,2.5041635627640655e-25,3.467870921873206e-25,0.0,0.0,9.747515851498634e-15,1.4124088435050244e-24,7.284922236370726e-34,4.537915519811277e-45,8.219562456782724e-33,3.766428445928534e-71,3.997248630337262e-54,5.268767281172999e-40,8.571401270256899e-56,8.59629306924096e-22,1.277928491793747e-78,9.538941961519008e-50,1.116159822254659e-72,2.5417551782537374e-82,1.1718909949669854e-41,9.797764527633759e-58,1.764573683763794e-39,6.069413783608081e-78,2.416706841907055e-75,3.9827932311478166e-69,6.11301940729074e-112,2.9530671268746125e-92,8.118807081264994e-38,4.4262717400096953e-94,2.284153358498105e-76,3.1307923278012976e-93,3.76,0.0,0.554424594183819,0.9999988878095859,2.078079276592517e-30,3.600417022405228e-74,4.539883869970384e-11,4.5398838700565357e-11,1.1121904045714434e-06,9.397449662343816e-26,8.596293069330441e-22,9.747790694709094e-15,7.8152513306669705e-25,3.051653054229873e-21,1.9663218578034584e-38,6.504548530878429e-22,2.994148445537861e-26,2.5086118591097155e-32,4.102389011854339e-27,1.9703641854136424e-25
9.149078728809638e-12,0.5127804198447231,3.563088822269251e-19,3.65522554998757e-23,4.097622649358799e-25,5.674573715483579e-25,0.0,0.0,1.2468904595661978e-14,2.311155703465914e-24,1.5264485295826689e-33,1.2069478404358334e-44,1.722205117266779e-32,1.2506825208411403e-70,1.0625680925715902e-53,1.1051058002083549e-39,2.2786058518584713e-55,1.4085085705708894e-21,6.463762511143973e-78,2.533051075548973e-49,4.593237352693475e-72,1.2513328242771062e-81,2.4579178999588627e-41,3.262951500558296e-57,3.697217440570253e-39,3.089258550392959e-77,9.996666340192296e-75,1.6488757286717924e-68,5.159252872022731e-111,1.7903278410274538e-91,1.7010786856633496e-37,2.7730320234348754e-93,1.1657024189803608e-75,1.9614440265113983e-92,3.76,0.0,0.5544245941711414,0.9999985812005024,4.34976287068737e-30,1.4877324281062182e-73,5.807365534713763e-11,5.807365534854923e-11,1.418799485307507e-06,1.566746877061298e-25,1.4085085705896382e-21,1.2469254853035584e-14,1.2788269256810456e-24,4.993327058540593e-21,4.1158317724497124e-38,1.064348558607478e-21,4.9155579851724436e-26,5.250933278147763e-32,6.711890655847693e-27,3.2241600260188085e-25
1e-11,0.5127804198459461,3.8944868305727534e-19,3.9998571197123e-23,4.895278660731734e-25,6.779210913037991e-25,0.0,0.0,1.3628589441099015e-14,2.761051149024332e-24,1.994089874164587e-33,1.7206576881660438e-44,2.2497713661780336e-32,1.9406383612729694e-70,1.5144453773966143e-53,1.4442909572280574e-39,3.247699457036912e-55,1.6836457272352996e-21,1.1974723461960826e-77,3.608595564586096e-49,7.770887629730043e-72,2.309182235184786e-81,3.2122689114080896e-41,5.0726512782512113e-57,4.8297881456109694e-39,5.768807934115508e-77,1.7011549767923715e-74,2.807094163150689e-68,1.1899478360199923e-110,3.573978473170799e-91,2.222164452729854e-37,5.685641758598622e-93,2.1815550438004406e-75,4.021652757206791e-92,3.76,0.0,0.5544245941657391,0.999998451055671,5.679809068072507e-30,2.5286084127031426e-73,6.347486677959592e-11,6.347486678128326e-11,1.5489443157063497e-06,1.8864274131776535e-25,1.6836457272597919e-21,1.3628971660355448e-14,1.5277666950798372e-24,5.965259320627743e-21,5.37434536746259e-38,1.27153478643657e-21,5.880638638574584e-26,6.856531207469211e-32,8.017966466770147e-27,3.8517881544904033e-25
1.1145903187238969e-11,0.5127804198459461,4.340770179621564e-19,4.465218301509345e-23,6.081464900665207e-25,8.421908773582737e-25,0.0,0.0,1.5190292506530825e-14,3.43008557335119e-24,2.7627681746560096e-33,2.6445419439689366e-44,3.116924463427159e-32,3.2804114099236266e-70,2.3268819753293303e-53,2.0021673177605232e-39,4.9900929615684304e-55,2.093204520274494e-21,2.408915124691489e-77,5.541268617532234e-49,1.4362649222304892e-71,4.634736996776282e-81,4.452965501691171e-41,8.59391855367834e-57,6.69137582901888e-39,1.1693016592747169e-76,3.1644218639518685e-74,5.223816987243258e-68,2.822680516230471e-110,7.646316712049113e-91,3.0786608333817194e-37,1.2431553640864673e-92,4.430746350341369e-75,8.793336973625021e-92,3.76,0.0,0.5544245941584639,0.9999982762769583,7.864657864279037e-30,4.697313997877469e-73,7.074847199414563e-11,7.074847199624342e-11,1.7237230267538248e-06,2.3680349541292786e-25,2.0932045203084265e-21,1.519071760248962e-14,1.8979622373917e-24,7.4105739006194e-21,7.441687175421149e-38,1.5796379805849132e-21,7.319289020881624e-26,9.494023286066217e-32,9.960012459733043e-27,4.785128953963841e-25
1.31427276456683e-11,0.5127804198471692,5.118459567583577e-19,5.279601246640858e-23,8.455691528142786e-25,1.1709881679861823e-24,0.0,0.0,1.7911679588680468e-14,4.769198384616134e-24,4.534198347615095e-33,5.093664961359697e-44,5.115187350587144e-32,7.345140204133493e-70,4.479324621840131e-53,3.289195940694964e-39,9.606575999110852e-55,2.9142408353930938e-21,7.324135903601938e-77,1.0656067479808282e-48,3.74734132940925e-71,1.3889239258153993e-80,7.315166432176246e-41,1.9331296570907641e-56,1.0981197983391191e-38,3.5795123981243056e-76,8.31818339387725e-74,1.3743552468368916e-67,1.2507692693593392e-109,2.659945774834657e-90,5.052346984244194e-37,4.433118061075266e-92,1.358931691100058e-74,3.1357667844195337e-91,3.76,0.0,0.5544245941457864,0.9999979730296855,1.2894099791357832e-29,1.2328617298845069e-72,8.342328864072727e-11,8.342328864364792e-11,2.0269702967222833e-06,3.351536403881326e-25,2.9142408354487803e-21,1.791217894769384e-14,2.6389310681954395e-24,1.0303347707198418e-20,1.2200626874904688e-37,2.196321645376088e-21,1.020984928346348e-25,1.5565426218111748e-31,1.3846486225562957e-26,6.653273642730734e-25
1.513955210409763e-11,0.5127804198483921,5.896156986136333e-19,6.098378893362214e-23,1.1220303745321527e-24,1.5538498018026523e-24,0.0,0.0,2.063306584666062e-14,6.328494069091266e-24,6.937881401433831e-33,8.948919391377084e-44,7.826491109415866e-32,1.4701910984846594e-69,7.865223490433922e-53,5.037906989079637e-39,1.6868987122018365e-54,3.8721367913137034e-21,1.916314148537793e-76,1.8691568399877102e-48,8.577955433935131e-71,3.5867230202182774e-80,1.1203922961308205e-40,3.88506034007835e-56,1.6801741681476248e-38,9.404461608155687e-76,1.9141138322862053e-73,3.165347566441493e-67,4.70407507872428e-109,7.892076257068067e-90,7.730271988313944e-37,1.3317671978486963e-91,3.574225079935496e-74,9.420388270683552e-91,3.76,0.0,0.5544245941331089,0.9999976714494683,1.9709426239788156e-29,2.833928620744633e-72,9.609810528688205e-11,9.609810529076268e-11,2.3285505112110965e-06,4.525055512634322e-25,3.872136791398907e-21,2.0633638893245304e-14,3.501733418088936e-24,1.3671602612488027e-20,1.8649390502181268e-37,2.9143980795261976e-21,1.3591708546833583e-25,2.379268738871199e-31,1.8371043868799219e-26,8.82859676467071e-25
1.713637656252696e-11,0.512780419849615,6.6738624352608845e-19,6.921555712187766e-23,1.4375302767773061e-24,1.990776337178821e-24,0.0,0.0,2.3354451284995692e-14,8.107972558978161e-24,1.007134949714665e-32,1.4672620963103124e-43,1.1360751320161804e-31,2.7055689510765345e-69,1.2888567540768072e-52,7.320594094952511e-39,2.7644232330138316e-54,4.9674073151116646e-21,4.471914182936562e-76,3.0597767725468585e-48,1.7783273934582018e-70,8.287443033633957e-80,1.627990169510911e-40,7.173316210801053e-56,2.438896043301039e-38,2.2016756749997648e-75,3.984574524809612e-73,6.595111523970189e-67,1.5359255879405285e-108,2.0667510743652825e-89,1.1220979776637103e-36,3.5106692078084954e-91,8.373832894609253e-74,2.4833422399859847e-90,3.76,0.0,0.5544245941204313,0.9999973715271419,2.8581976441427054e-29,5.894434460828973e-72,1.0877292193260945e-10,1.0877292193758775e-10,2.6284728349560197e-06,5.896275596576619e-25,4.967407315235344e-21,2.3355097443715737e-14,4.486369287068649e-24,1.7515292758181372e-20,2.7044718128262443e-37,3.733865809769805e-21,1.7469299108083641e-25,3.4503352605064914e-31,2.3533417418065238e-26,1.1311100991006393e-24
2.1130025479385623e-11,0.512780419852061,8.229297425149636e-19,8.581124575969847e-23,2.185646610014931e-24,3.0268263460906925e-24,0.0,0.0,2.8797219720711473e-14,1.2327477685506272e-23,1.8919559333159908e-32,3.389319408069875e-43,2.1339722086690157e-31,7.614874947149702e-69,2.9738331096409996e-52,1.3779764190281253e-38,6.379117068101568e-54,7.57211178422642e-21,1.9024179472445953e-75,7.045386875000954e-48,6.149047362871325e-70,3.479246020581054e-79,3.064207904341017e-40,2.0288681130914704e-55,4.5811345990009635e-38,9.41416815947001e-75,1.386509300844235e-72,2.2991446787817963e-66,1.2462749689433761e-107,1.0902705750119766e-88,2.1076795680286808e-36,1.8555652689281093e-90,3.583786228790566e-73,1.3126130029961273e-89,3.76,0.0,0.5544245940950763,0.9999967766197387,5.358410926184426e-29,2.0485151274461008e-71,1.3412255522278011e-10,1.3412255523036882e-10,3.2233802326989117e-06,9.26199842204826e-25,7.572111784458739e-21,2.8798010377583715e-14,6.821141582272198e-24,2.6628795372757508e-20,5.0702024466619055e-37,5.676969266368631e-21,2.6729231023298065e-25,6.468507657896976e-31,3.577054087831674e-26,1.7197663436479883e-24
2.5123674396244284e-11,0.512780419854507,9.784764537098468e-19,1.025834287903338e-22,3.0899191289177357e-24,4.279142661675623e-24,0.0,0.0,3.4239984931532765e-14,1.742771322900697e-23,3.186659829924697e-32,6.779759663375815e-43,3.5939476580219513e-31,1.795320526427225e-68,5.9418358946391154e-52,2.3256391648417118e-38,1.2747021553732296e-53,1.0732389738276496e-20,6.247723350148042e-75,1.4048186959626209e-47,1.7135378654984347e-69,1.1355698665565785e-78,5.171180973524823e-40,4.799131882008428e-55,7.715322664838139e-38,3.1075880346477988e-74,3.886056240891484e-72,6.455303860730748e-66,6.43048404221192e-107,4.201813986967699e-88,3.5496020113142214e-36,7.1948523385564145e-90,1.183859745994259e-72,5.089725104157229e-89,3.76,0.0,0.5544245940697212,0.9999961882351512,9.007123090118419e-29,5.734976763425172e-71,1.5947218851123517e-10,1.5947218852199102e-10,3.811764814671933e-06,1.3507849901792706e-24,1.0732389738667759e-20,3.424091778538122e-14,9.643247953776347e-24,3.76434888323005e-20,8.522646236705035e-37,8.025620232794853e-21,3.8024380126100196e-25,1.0873095812369058e-30,5.0555715060395867e-26,2.4312982326748165e-24
2.911732331310294e-11,0.5127804198569529,1.1340263770956193e-18,1.1953245059389275e-22,4.150348813155602e-24,5.747729750872761e-24,0.0,0.0,3.9682746952754425e-14,2.3408678660305196e-23,4.970649416663272e-32,1.2257978808923234e-42,5.605409052568643e-31,3.737922912039706e-68,1.0730482587544052e-51,3.6349761754035697e-38,2.30224472335269e-53,1.4452206681966527e-20,1.7213360255523431e-74,2.531844607609678e-47,4.108687093111572e-69,3.1185384589512975e-78,8.08201830097119e-40,1.0012538796037004e-54,1.2033381896186335e-37,8.602610775929842e-74,9.366440634343815e-72,1.5586001297171835e-65,2.5698359260502114e-106,1.3220361853475312e-87,5.5361427435606856e-36,2.283893328773194e-89,3.278972897517871e-72,1.6156960079879783e-88,3.76,0.0,0.5544245940443662,0.9999956063018856,1.4021408893712367e-28,1.380882085226517e-70,1.8482182179797067e-10,1.8482182181245442e-10,4.393698074903032e-06,1.869105048222966e-24,1.445220668257678e-20,3.9683819702781484e-14,1.2952688401550958e-23,5.055900654260093e-20,1.3267194391088247e-36,1.0779806929813277e-20,5.138887830237704e-25,1.69261350618596e-30,6.788680029794768e-26,3.2657078990670967e-24
3.49652532956485e-11,0.5127804198605346,1.3618050890356807e-18,1.4467079642181469e-22,5.9848928484504586e-24,8.288409080355397e-24,0.0,0.0,4.76526184116013e-14,3.3755708598328494e-23,8.632513420750083e-32,2.5596174106643013e-42,9.733521586585285e-31,9.339501538556322e-68,2.2366693528377688e-51,6.331766083118767e-38,4.799545410976862e-53,2.0916825359591494e-20,6.252341602679581e-74,5.261610838272152e-47,1.2341759386145434e-68,1.1381101437902516e-77,1.4076683696026839e-39,2.5054296231017045e-54,2.089524708492879e-37,3.145762310062152e-73,2.8331300375932038e-71,4.7277151334431256e-65,1.7478730730634074e-105,5.9056780718974795e-87,9.612985806924666e-36,1.0163044844578776e-88,1.1995498105032489e-71,7.190050445011275e-88,3.76,0.0,0.5544245940072385,0.9999947656652791,2.4279980745672e-28,4.1714358759105805e-70,2.2194147943883763e-10,2.2194147945980005e-10,5.234334673519561e-06,2.80872498841134e-24,2.0916825360651174e-20,4.765389186221868e-14,1.8678000256511147e-23,7.290009804917906e-20,2.2973883485416403e-36,1.554444720518669e-20,7.476207372747611e-25,2.9309813861392695e-30,9.785384912899289e-26,4.709247122959612e-24
4.081318327819406e-11,0.5127804198641162,1.589590688464142e-18,1.7019008723436682e-22,8.15427371965547e-24,1.1292839026312077e-23,0.0,0.0,5.5622483214269574e-14,4.5991193644237477e-23,1.376842451918579e-31,4.77349310925468e-42,1.5522279327577354e-30,2.0283992071697153e-67,4.1636170809866183e-51,1.0129250976134824e-37,8.935843604797889e-53,2.8601558254956127e-20,1.858383607736606e-73,9.76560193004474e-47,3.1299530757677128e-68,3.4249698042116226e-77,2.2516974303360506e-39,5.444825771816273e-54,3.332192853161407e-37,9.406655762919208e-73,7.2300405401749625e-71,1.2098980579868681e-64,8.888435341730537e-105,2.093614835981841e-86,1.532964588304878e-35,3.569613515226084e-88,3.5876459440457506e-71,2.5255593473641095e-87,3.76,0.0,0.5544245939701109,0.9999939384909869,3.8613636615620077e-28,1.0633536784226737e-69,2.5906113707599713e-10,2.59061137104661e-10,6.06150895767624e-06,3.977935205211202e-24,2.8601558256646064e-20,5.562395243411353e-14,2.5448252081684697e-23,9.931499408642641e-20,3.653637154861691e-36,2.117857351920353e-20,1.0274753341999693e-24,4.661267205528583e-30,1.3326854197469205e-25,6.416271687847176e-24
4.6661113260739614e-11,0.5127804198676977,1.8173831753337246e-18,1.9609134063704588e-22,1.0658494537295726e-23,1.476103361368027e-23,0.0,0.0,6.359234146720239e-14,6.011513220075522e-23,2.063428018087956e-31,8.193867822094748e-42,2.3259433352388713e-30,3.971853858621462e-67,7.133775102799893e-51,1.5226214442986836e-37,1.5312662010057392e-52,3.7518117140553154e-20,4.7460326191070885e-73,1.6683079124263042e-46,6.995609228158355e-68,8.840216652886847e-77,3.384401681888055e-39,1.0664245754374012e-53,4.993107110527058e-37,2.415350164427151e-72,1.625210652055067e-70,2.7271550507220055e-64,3.407790781054785e-104,6.1671123788637035e-86,2.2970163549680016e-35,1.046355625246041e-87,9.212545551065262e-71,7.403545538721001e-87,3.76,0.0,0.5544245939329833,0.9999931245633956,5.770395479691384e-28,2.3879475232760714e-69,2.9618079470943733e-10,2.9618079474703724e-10,6.875436540864258e-06,5.392704347972567e-24,3.7518117143085463e-20,6.359400152609576e-14,3.326344387697816e-23,1.298025449839884e-19,5.459953200570584e-36,2.7682148921581654e-20,1.3544605492887506e-24,6.965742959114566e-30,1.7412418141687352e-25,8.386788269924763e-24
5.250904324328517e-11,0.5127804198712794,2.0451825495972264e-18,2.223755494064056e-22,1.3497558425383604e-23,1.8693006867331903e-23,0.0,0.0,7.156219327512299e-14,7.612752269584499e-23,2.94885449628687e-31,1.320199378008479e-41,3.323546599115962e-30,7.1823667971503e-67,1.1472525492594657e-50,2.1825736479855285e-37,2.4629558336987578e-52,4.767792559068154e-20,1.0809709623518204e-72,2.6752574373724874e-46,1.4192520070830259e-67,2.0302626109436995e-76,4.8508315226640966e-39,1.9286003983101194e-53,7.134616633941852e-37,5.529713080357121e-72,3.31520640624604e-70,5.57808833816817e-64,1.0957827720116598e-103,1.5879530335322306e-85,3.2821246151476473e-35,2.687036857030167e-87,2.1091081063507025e-70,1.9013237268351948e-86,3.76,0.0,0.5544245938958556,0.9999923236703758,8.223252032064682e-28,4.86675449343648e-69,3.3330045233914705e-10,3.333004523869288e-10,7.676329552849672e-06,7.068232654471032e-24,4.767792559430001e-20,7.156403924407475e-14,4.2123575642296607e-23,1.6436160160660555e-19,7.780823637436626e-36,3.505513647529926e-20,1.729559521939021e-24,9.926680369053857e-30,2.2041407831791275e-25,1.0620803537132612e-23
6.420490320837628e-11,0.5127804198784426,2.5008019601175423e-18,2.7609668588643164e-22,2.0180227973141476e-23,2.7948345472593016e-23,0.0,0.0,8.750187796654255e-14,1.1381765333510249e-22,5.420836221432403e-31,2.978867885547466e-41,6.1079031432507886e-30,1.9731486089079588e-66,2.578762776553606e-50,4.03661997391681e-37,5.537867332299445e-52,7.177161267778775e-20,4.4413284697936513e-72,5.9793689222628496e-46,4.754498724816333e-67,8.473212108473689e-76,8.969742356176883e-39,5.298294609314747e-53,1.3111586478585114e-36,2.2960535497453035e-71,1.1227953012742958e-69,1.8998730291995308e-63,8.540601575673257e-103,8.15386192017539e-85,6.031455559428054e-35,1.3733291278088858e-86,8.75610114044147e-70,9.718620256189821e-86,3.76,0.0,0.5544245938216004,0.9999907601562992,1.5033076447756837e-27,1.6455416146369465e-68,4.0753976758733013e-10,4.075397676592576e-10,9.239843613505893e-06,1.1258772335192916e-23,7.177161268443781e-20,8.750408097337941e-14,6.297865908263021e-23,2.456896381032248e-19,1.4224175092197864e-35,5.2409200352873106e-20,2.6279129987961824e-24,1.8147025409820027e-29,3.292699289278796e-25,1.5879356757848347e-23
7.394129044763136e-11,0.5127804198844058,2.880109919255313e-18,3.219943171758159e-22,2.6764920705835844e-23,3.7068162034888255e-23,0.0,0.0,1.00771079509829e-13,1.5095485367134984e-22,8.317401569861325e-31,5.28066512040832e-41,9.369397889687483e-30,4.0105943856359595e-66,4.556695246986201e-50,6.2250382087615735e-37,9.787955473321594e-52,9.571761080851822e-20,1.187134486279943e-71,1.0517203962048332e-45,1.1073770758808406e-66,2.2913621671090085e-75,1.3830358107687835e-38,1.0768660688422252e-52,2.0112681760850777e-36,6.1863384800995205e-71,2.6374796123125907e-69,4.4830652646838044e-63,3.4488275760118527e-102,2.527780683290758e-84,9.25171614463775e-35,4.2386991164348705e-86,2.358758889997241e-69,2.9998376347677735e-85,3.76,0.0,0.5544245937597855,0.9999894965440871,2.2961804864555645e-27,3.86082355087736e-68,4.693413558122769e-10,4.693413559082021e-10,1.0503455812615809e-05,1.566403227202461e-23,9.571761081871945e-20,1.0077356471047119e-13,8.352780516794326e-23,3.258040674472814e-19,2.172615898401789e-35,6.950802513897415e-20,3.5307961109655145e-24,2.771795766472734e-29,4.364092521273492e-25,2.1060887965443405e-23
8.348548617236565e-11,0.5127804198902512,3.251949054703129e-18,3.680278684738153e-22,3.4120553454897266e-23,4.7255907519391896e-23,0.0,0.0,1.1377833742735333e-13,1.9243975346991085e-22,1.2024021860696656e-30,8.646783057612295e-41,1.3541728482450912e-29,7.380409202920221e-66,7.437533413925254e-50,9.044196069546306e-37,1.598009809458047e-51,1.226691521068857e-19,2.7592726975190114e-71,1.7091143775245706e-45,2.288396329003762e-66,5.38070465268231e-75,2.009056978349621e-38,1.9815497667836966e-52,2.9068839345949702e-36,1.448841324564687e-70,5.494588631135868e-69,9.380589206452388e-63,1.142227633676013e-101,6.672699454167671e-84,1.3371057264857008e-34,1.1153493669335387e-85,5.523069232697385e-69,7.894218556124251e-85,3.76,0.0,0.5544245936991908,0.9999882904067782,3.3050613399527315e-27,8.034761355084432e-68,5.299230109503515e-10,5.299230110732863e-10,1.1709593108279713e-05,2.084892985766886e-23,1.2266915212162994e-19,1.137810860050537e-13,1.064826815259428e-22,4.1527689606404183e-19,3.1271895320701126e-35,8.860797671819828e-20,4.556777488208258e-24,3.9896279829353827e-29,5.559708410149344e-25,2.6849151926794377e-23
9.302968189709994e-11,0.5127804198960966,3.6238065348516366e-18,4.1509670024595753e-22,4.2368138342616284e-23,5.867922427965582e-23,0.0,0.0,1.2678557983395452e-13,2.3895477079756433e-22,1.670847021163012e-30,1.3432252372672154e-40,1.8813149971427302e-29,1.271739316553479e-65,1.1516400404452467e-49,1.2630742615449948e-36,2.4750045023054388e-51,1.53107333280431e-19,5.858957767104334e-71,2.635057797204615e-45,4.37241578621131e-66,1.1536600349007611e-74,2.8053188151445333e-38,3.4142348548703285e-52,4.0384098836207554e-36,3.0995401855549247e-70,1.0582203279600364e-68,1.814649234345939e-62,3.327545910617897e-101,1.589030911420386e-83,1.8575230576644854e-34,2.6507314499898564e-85,1.181294251878913e-68,1.8762762275949281e-84,3.76,0.0,0.5544245936385962,0.9999871156339004,4.5731224755448036e-27,1.5459870105391936e-67,5.905046660783137e-10,5.905046662317521e-10,1.2884365972996764e-05,2.694054320436583e-23,1.5310733330091517e-19,1.2678857867955194e-13,1.3222089420513665e-22,5.155754783489969e-19,4.3269836654519613e-35,1.1002310421346083e-19,5.725982216799377e-24,5.520308935850138e-29,6.898956050325015e-25,3.333939095169482e-23
9.999999999999999e-11,0.512780419901942,3.8953931227480315e-18,4.5012821214464385e-22,4.895509792973655e-23,6.78026253671548e-23,0.0,0.0,1.3628502101334609e-13,2.761038685563635e-22,2.0816383991750808e-30,1.8031372492445258e-40,2.343459924956868e-29,1.8291899169254459e-65,1.5422548075939987e-49,1.579382678389154e-36,3.31508778573461e-51,1.7756364274024027e-19,9.696263737505556e-71,3.5179316089896344e-45,6.739093702487537e-66,1.922869089521906e-74,3.507441703133718e-38,4.91058226394043e-52,5.030405182664227e-36,5.157598638133441e-70,1.6404105367124211e-68,2.822203126114414e-62,6.833491584454584e-101,2.8437965513189412e-83,2.3137498169005175e-34,4.737176533259356e-85,1.965312251780854e-68,3.3533204421005697e-84,3.76,0.0,0.5544245935943427,0.9999862770211957,5.680014274553265e-27,2.3950327189138256e-67,6.347486673079334e-10,6.347486674858805e-10,1.3722978668082448e-05,3.1987829222808894e-23,1.7756364276575672e-19,1.3628819435463567e-13,1.5277666237614445e-22,5.9566287252863e-19,5.374278886178787e-35,1.2712573997400126e-19,6.67240832927118e-24,6.856433672640258e-29,7.967622686576153e-25,3.8522898152366183e-23
1.0257387762183424e-10,0.512780419901942,3.9956823594979674e-18,4.632043879524867e-22,5.1507689351215037e-23,7.133817328241149e-23,0.0,0.0,1.397928071322865e-13,2.9049989959236387e-22,2.2490722122646328e-30,2.0000747338813565e-40,2.531796855697503e-29,2.078682330733114e-65,1.7091783985274157e-49,1.7087291308328512e-36,3.674140113180756e-51,1.8707322058569476e-19,1.157078083704418e-70,3.894290750501729e-45,7.845620943895082e-66,2.300470485173321e-74,3.7945281912889636e-38,5.580263039459734e-52,5.4346680332775916e-36,6.166636617463518e-70,1.9137253180890565e-68,3.296340285354152e-62,8.765612784411664e-101,3.485913720925822e-83,2.499669655187799e-34,5.803870892727413e-85,2.3496564080858917e-68,4.1084860149280597e-84,3.76,0.0,0.5544245935780016,0.9999859714098288,6.129996017429036e-27,2.7934764390022432e-67,6.510863211961226e-10,6.510863213835996e-10,1.4028590031543631e-05,3.3983026138174595e-23,1.8707322061326202e-19,1.3979604314175874e-13,1.6074244320510466e-22,6.26694835750315e-19,5.800031529878153e-35,1.3375324746140002e-19,7.041943652874311e-24,7.399602958157605e-29,8.38154736050262e-25,4.0531633756980647e-23
