Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),CHF3(42),S(1244),S(1385),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1542),CHO2(322),C2F(467),S(174),S(413),S(1894),C2H3F2(66),C2HF4(54),CHFO(47),S(2753),S(512),CF2CF2(61),C2HF3(169),C2HF4(69),C2HFO(577),S(3833),S(2867),F(37),S(344),CFO(51)
8.290120236690452e-20,0.8379815559552891,3.109786232106153e-22,2.9284004363285895e-23,4.020877398715811e-35,6.376143326694708e-35,0.0,0.0,6.260035892751531e-19,1.2198842204235722e-34,2.7324996885939393e-44,3.1704236943960385e-44,2.234957456857497e-47,1.3335687129230134e-57,1.935787974522135e-38,2.001353215289707e-31,2.509399581289388e-34,1.5422152952054978e-31,1.8649413725955096e-71,9.778973709468264e-52,1.7478960959090796e-74,1.0772535499470334e-73,4.27371971541133e-20,9.959724963804838e-65,5.489268423903959e-50,1.454871251971441e-80,1.4594446349392207e-83,9.080208089536863e-66,3.414388113566975e-81,7.590907670026834e-81,4.0464692131047916e-50,2.834888338797087e-94,3.63619221586437e-94,3.2484950163524364e-95,3.76,0.0,0.7106268433852547,0.9999999999995687,4.5132462720184445e-45,1.1685270733395017e-47,1.5967810485023312e-14,1.596781048502332e-14,4.3130272292812986e-13,2.1579024663087588e-36,1.5422152952053598e-31,6.26314567898399e-19,4.190492638823041e-30,3.710899552689455e-34,1.5036739236885184e-46,1.530929951406628e-31,1.2691464513616143e-33,2.037584228431953e-37,2.8747403210513095e-32,4.643712126535896e-31,9.85037156830425e-22,6.260924204956074e-32,2.0188196129107922e-33,4.52564510350276e-40,5.554422219123575e-34,4.348456166461861e-38,6.507889660431412e-46,1.1454745642594084e-33,1.0521521889201624e-40,4.273719715431167e-20,3.544901609337455e-60,3.0336641275624438e-64,5.164260632059533e-47,1.3810907573483666e-49,1.1408344157221404e-50,4.6963912695507363e-36,1.5731583432477603e-64,2.6459361490162753e-60,7.090637142131365e-52,8.185526774937524e-46,3.4085864521248882e-43,6.539550722604405e-54,2.9837908026994734e-35,1.1892546127020367e-55,7.84134096720469e-65,1.3820217824129622e-70,5.729340468299616e-42,7.694179775853764e-70,9.945295619529125e-49,4.9222793381955564e-57,1.4898995037020514e-49,8.814190376377051e-66,7.449018204095358e-64,9.850371565803604e-22,5.228318535667044e-63,3.076398687209421e-51
1.6587443010510957e-19,0.8379815559552916,6.22227427701372e-22,5.85934509571106e-23,1.6093988313607735e-34,2.5521190023134375e-34,0.0,0.0,1.2525510565597116e-18,4.88271599172075e-34,2.1876612278881415e-43,2.538266708839199e-43,1.7893299201401365e-46,1.0676658371981337e-56,7.748196707099198e-38,8.010628538125282e-31,1.004413801138296e-33,6.172880310642423e-31,2.986353111843886e-70,7.829125003229251e-51,5.6020375761817583e-73,3.452616479879222e-72,8.551152480057373e-20,1.5948536513923224e-63,4.3947524501560596e-49,4.6628878254873856e-79,4.6766024177686024e-82,1.4545240372889384e-64,1.094316894002631e-79,2.4328990138142437e-79,3.239635797368433e-49,1.8175251034768838e-92,2.3312630952347573e-92,2.082702562789624e-93,3.76,0.0,0.7106268433852387,0.999999999999137,3.613341264565429e-44,9.355321733473106e-47,3.1949493959173004e-14,3.1949493959173036e-14,8.629801657413325e-13,8.637234781755748e-36,6.17288031064132e-31,1.253173283987554e-18,1.6772891294282767e-29,1.4853269093663646e-33,1.2038534370684973e-45,6.127709524149093e-31,5.079893297858236e-33,8.15564701152885e-37,1.1506453073258882e-31,1.858695036924815e-30,1.9709301240262448e-21,2.506001325917588e-31,8.080539647611389e-33,1.8148184514255715e-39,2.223216411854364e-33,1.7405157126358219e-37,5.211422614890863e-45,4.584883449810291e-33,4.211350754324014e-40,8.551152480136772e-20,5.677808041513885e-59,4.8589677447676667e-63,2.067418274022878e-46,1.1057123681281413e-48,9.135927795658965e-50,1.879780423074092e-35,2.519700706887893e-63,4.2378931758233154e-59,5.676821124703566e-51,6.555060168893444e-45,1.364322884379546e-42,5.235616584562151e-53,1.194293919718605e-34,9.52269501304249e-55,1.2556394106911205e-63,2.213356460264734e-69,2.2935386749492654e-41,1.2341486961671434e-68,3.981029604255833e-48,3.947682333065089e-56,1.1928292026489226e-48,1.4114235261888246e-64,1.1928173878968354e-62,1.9709301230253337e-21,8.37504483174457e-62,2.462989532203438e-50
3.3182088558151966e-19,0.8379815559552966,1.2447250367617177e-21,1.1721234415254852e-22,6.439691672363616e-34,1.0211800304028534e-33,0.0,0.0,2.5056459911276555e-18,1.953722399897555e-33,1.7507938572950584e-42,2.0313847981225668e-42,1.432009752032063e-45,8.54457155188284e-56,3.1002879321620315e-37,3.205294847907115e-30,4.018963515860295e-33,2.4699561797672566e-30,4.780140814061053e-69,6.26567943509136e-50,1.7940563985580259e-71,1.1057028095992532e-70,1.7106018009228834e-19,2.5528044863847974e-62,3.517137616442344e-48,1.493293044373722e-77,1.497534291487277e-80,2.3285919414992117e-63,3.5045566502120353e-78,7.791375593019696e-78,2.592693229942653e-48,1.1642399846981674e-90,1.4933217103175718e-90,1.3341038484298117e-91,3.76,0.0,0.7106268433852068,0.9999999999982737,2.891771179826057e-43,7.487100663073027e-46,6.391286090747092e-14,6.391286090747106e-14,1.7263350510151708e-12,3.4560199732759524e-35,2.469956179766373e-30,2.506890716164982e-18,6.711341287978119e-29,5.943242365014519e-33,9.634486252883664e-45,2.451881980727797e-30,2.0326190069315063e-32,3.263321126870948e-36,4.604080013873494e-31,7.437201210134471e-30,3.942716059913944e-21,1.0027269521542391e-30,3.233268398250048e-32,7.288694467977485e-39,8.895761520889395e-33,6.964330022610681e-37,4.171183432701623e-44,1.8345505885735458e-32,1.6850888642949837e-39,1.7106018009546533e-19,9.089267926067138e-58,7.778434802730445e-62,8.27531240064676e-46,8.849059429733316e-48,7.312445033662865e-49,7.521570222619553e-35,4.033640208681321e-62,6.784147319886934e-58,4.543182201689538e-50,5.246704931396386e-44,5.4590686524806416e-42,4.190083965700024e-52,4.778731321257789e-34,7.623334114046977e-54,2.0098433520504235e-62,3.5438392875504524e-68,9.179618005613944e-41,1.98209220792643e-67,1.5931861085075688e-47,3.1703352708058517e-55,9.546273583103196e-48,2.2592005565719986e-63,1.9092877914304063e-61,3.942716055908996e-21,1.3407864976302026e-60,1.9711401790925273e-49
6.637137965343398e-19,0.8379815559553062,2.4897202551977383e-21,2.3445013057457846e-22,2.576296002776519e-33,4.085385078778722e-33,0.0,0.0,5.011835860258853e-18,7.81616178720634e-33,1.4009010926488543e-41,1.6254164768419826e-41,1.1458261751815261e-44,6.83695546044581e-55,1.2403170514624678e-36,1.282326655404757e-29,1.607847106928106e-32,9.881433062865663e-30,7.649861805684441e-68,5.013495526394463e-49,5.7432284048985894e-70,3.5396344220409067e-69,3.4215749067089275e-19,4.08531830208998e-61,2.814244471458336e-47,4.7804088277740423e-76,4.7937447933537006e-79,3.7268302492752214e-62,1.1218971254166865e-76,2.494216395670898e-76,2.0745485056542886e-47,7.454414073215819e-89,9.56146369144117e-89,8.542023971524216e-90,3.76,0.0,0.7106268433851428,0.999999999996547,2.3138563050048773e-42,5.990818087679435e-45,1.2783959480406088e-13,1.2783959480406146e-13,3.4530448201525794e-12,1.3826338388623207e-34,9.881433062858598e-30,5.0143255805163096e-18,2.6849735314908606e-28,2.3776839464310626e-32,7.709052817588236e-44,9.809124492097591e-30,8.131799598092394e-32,1.3055409454918666e-35,1.8419318049556128e-30,2.9753647655396576e-29,7.886287937673578e-21,4.011560745182625e-30,1.2935178972339835e-31,2.9376013237279846e-38,3.5588838655516665e-32,2.7861855352780106e-36,3.3377650787423362e-43,7.3393969412892e-32,6.741452790977798e-39,3.4215749068360273e-19,1.4546649799377594e-56,1.2448765727639276e-60,3.313021294024561e-45,7.080592023857906e-47,5.851437508272976e-48,3.0091178666347495e-34,6.455520068737271e-61,1.0857451085141544e-56,3.63523602972788e-49,4.198426921464546e-43,2.1839829358829747e-41,3.3527029723177975e-51,1.9118037028101834e-33,6.103480575786034e-53,3.216405764352748e-61,5.674585334824734e-67,3.6744259321992125e-40,3.1932789643591665e-66,6.375827902643609e-47,2.5543366378816927e-54,7.638475169096709e-47,3.6154594085850755e-62,3.0554846011894394e-60,7.88628792165118e-21,2.145882060297759e-59,1.577211629233017e-48
1.3274996184399803e-18,0.8379815559553259,4.9797106933310926e-21,4.689257035432545e-22,1.0306022776253627e-32,1.6342870352157713e-32,0.0,0.0,1.0024215598502484e-17,3.126719170520437e-32,1.120827288181654e-40,1.300456649963003e-40,9.16748299607608e-44,5.470083711137612e-54,4.9616719916276586e-36,5.129724083686476e-29,6.431911874533872e-32,3.952894919767087e-29,1.224126567073675e-66,4.011177256180475e-48,1.8381928327049135e-68,1.1329047299163393e-67,6.8435211180880205e-19,6.537174269660853e-60,2.251609353879823e-46,1.5300302648095579e-74,1.5342599970871394e-77,5.9637950634807375e-61,3.590773350625636e-75,7.983054730757982e-75,1.6597963911761792e-46,4.771874287612229e-87,6.120682619370533e-87,5.468098639133112e-88,3.76,0.0,0.7106268433850149,0.9999999999930935,1.8512608072308817e-41,4.79310954747119e-44,2.556930625972172e-13,2.556930625972196e-13,6.906464352786326e-12,5.530991929672417e-34,3.952894919761433e-29,1.0029195309204858e-17,1.0740768220808643e-27,9.511509840039428e-32,6.167827842694623e-43,3.923969133130481e-29,3.252984577176499e-31,5.222588801919534e-35,7.368326859657557e-30,1.1902427694268378e-28,1.5773431717129794e-20,1.60475489467818e-29,5.1744926956301785e-31,1.1924567130925092e-37,1.4236694059062522e-31,1.1145649475989657e-35,2.6705394337182543e-42,2.935997710565306e-31,2.6968006406817236e-38,6.843521118596461e-19,2.327769698621816e-55,1.9920641548314907e-59,1.3272025089787613e-44,5.6650114668291994e-46,4.681742672673027e-47,1.2037451105561008e-33,1.0330188874433235e-59,1.7374174331762258e-55,2.908464960815817e-48,3.359166776851348e-42,8.736642754074749e-41,2.6824157401806498e-50,7.647837216243827e-33,4.8890966971427395e-52,5.146774413198098e-60,9.090785114916692e-66,1.4714749143363744e-39,5.177888629465418e-65,2.5521757072184927e-46,2.071804790898165e-53,6.111362728243123e-46,5.785325947774502e-61,4.889274739609759e-59,1.5773431653034993e-20,3.433910310012102e-58,1.2618891115857734e-47
2.655071262251261e-18,0.837981555955365,9.959691574643057e-21,9.378768499790716e-22,4.1225768997102566e-32,6.53741418013916e-32,0.0,0.0,2.0048975074914697e-17,1.2507385611431565e-31,8.967043983957483e-40,1.0404147099440645e-39,7.334335864430323e-43,4.376274716681533e-53,1.9847495565443055e-35,2.051973128744934e-28,2.572869449607911e-31,1.5812223114842598e-28,1.9587782314306922e-65,3.2090941519941966e-47,5.8827927127737686e-67,3.625649915861714e-66,1.3687413540074228e-18,1.0460010867552892e-58,1.801373002444931e-45,4.896576027703483e-73,4.910050713447418e-76,9.542765516947889e-60,1.1491598968914925e-73,2.554827509530414e-73,1.3279001527910475e-45,3.0543353626115106e-85,3.9176676093345864e-85,3.499968243664016e-86,3.76,0.0,0.7106268433847592,0.9999999999861867,1.4810789548206158e-40,3.8346696879538885e-43,5.11399998183436e-13,5.113999981834457e-13,1.3813303395489538e-11,2.2124919643711305e-33,1.5812223114797364e-28,2.0058934766525507e-17,4.29648211351659e-27,3.804758751064655e-31,4.93449652204735e-42,1.569651522555222e-28,1.3012467843549524e-30,2.089120527943524e-34,2.947450674756673e-29,4.76116481115445e-28,3.1547719371790016e-20,6.419280781157936e-29,2.0698813032603134e-30,4.9085909829245835e-37,5.694909351212596e-31,4.458441438084311e-35,2.13656250030383e-41,1.1744468724459157e-30,1.0787641962153707e-37,1.3687413542108076e-18,3.7246761141222436e-54,3.187511967224062e-58,5.324115762215085e-44,4.532224321266568e-45,3.745631220893325e-46,4.815176388274309e-33,1.6529387641233098e-58,2.780048107442535e-54,2.3268824296618706e-47,2.6875035232975164e-41,3.494799316905162e-40,2.1460323668675885e-49,3.0592593815838944e-32,3.9208212593752295e-51,8.235259251709812e-59,1.4579677443324458e-64,5.898819044410296e-39,8.503046309000229e-64,1.0222214762722044e-45,1.7025509756841014e-52,4.889323247525481e-45,9.256994279660504e-60,7.823239134193158e-58,3.154771911540038e-20,5.494655741262161e-57,1.0095592167361422e-46
5.310214549873823e-18,0.8379815559554433,1.9919653357448024e-20,1.8757791448445646e-21,1.6490643424883947e-31,2.615018898774981e-31,0.0,0.0,4.009849402743891e-17,5.003056032217459e-31,7.173805462345062e-39,8.323515243763458e-39,5.867608499939798e-42,3.5011028739744886e-52,7.939159747736882e-35,8.208059507565213e-28,1.0291687255368241e-30,6.32501795428204e-28,3.13436743315265e-64,2.567336269862614e-46,1.8825857762322314e-65,1.1602647405885045e-64,2.7375198380958724e-18,1.673644307467428e-57,1.4411326171476091e-44,1.5669810188537827e-71,1.571283240912676e-74,1.526897966816974e-58,3.677491591933458e-72,8.175848092095648e-72,1.0623453417618405e-44,1.9548821096490207e-83,2.507445119812552e-83,2.240102935154679e-84,3.76,0.0,0.7106268433842478,0.999999999972373,1.1848912882058833e-39,3.067808587215946e-42,1.0228138693554978e-12,1.0228138693555358e-12,2.762698139063883e-11,8.850189241310823e-33,6.325017954245853e-28,4.011841368094104e-17,1.7186278110672677e-26,1.5219344629257283e-30,3.9476909191865603e-41,6.278733829266277e-28,5.205093078363503e-30,8.356652130421122e-34,1.1790042554335506e-28,1.9045046719427924e-27,6.309629506410164e-20,2.5677645538300834e-28,8.279693671421216e-30,2.0743346252178785e-36,2.2780100868002092e-30,1.7834130448202333e-34,1.7093023785842603e-40,4.6978830655915645e-30,4.315144934483067e-37,2.737519838909428e-18,5.959677449083531e-53,5.10018658997865e-57,2.141761640145978e-43,3.6258655139768727e-44,2.9965998156902525e-45,1.926109754232807e-32,2.644788846374185e-57,4.448221129579395e-53,1.861550129787098e-46,2.1500708543395827e-40,1.3979481768062273e-39,1.7168632834422276e-48,1.223728659816885e-31,3.151704965596063e-50,1.3176751004670064e-57,2.343586045541674e-63,2.369719732524532e-38,1.4302847776509603e-62,4.0994467554136176e-45,1.4341203531428738e-51,3.9115518509187983e-44,1.4811569128934637e-58,1.2517502341185166e-56,6.30962940385222e-20,8.791768600798365e-56,8.076665474928901e-46
1.0620501125118946e-17,0.8379815559556001,3.983957700378207e-20,3.751583742550988e-21,6.5963247290815145e-31,1.0460182192821466e-30,0.0,0.0,8.019753193128652e-17,2.0012427705674114e-30,5.73911247962569e-38,6.658891220215213e-38,4.69414275226165e-41,2.800915538757636e-51,3.175696202812395e-34,3.283257201098009e-27,4.116716836803642e-30,2.530032938730341e-27,5.015827083798484e-63,2.0538934080345543e-45,6.024421858723797e-64,3.7129379986750006e-63,5.4750768050376055e-18,2.6778649616304443e-56,1.1529197904443175e-43,5.014462077374256e-70,5.0282136817010475e-73,2.4430811626318626e-57,1.1768261188250781e-70,2.6163354315687126e-70,8.498863660207212e-44,1.2511589555550058e-81,1.604808998626209e-81,1.4337053417128127e-82,3.76,0.0,0.7106268433832249,0.9999999999447456,9.479242804290736e-39,2.4542760287709183e-41,2.0456416116981177e-12,2.04564161169827e-12,5.52543370199089e-11,3.5401447701026216e-32,2.5300329387013914e-27,8.023737150886905e-17,6.8745811762091e-26,6.087799768764772e-30,3.158190216292905e-40,2.511519078275196e-27,2.0820584453944723e-29,3.342694857215661e-33,4.716064984624024e-28,7.618096184237406e-27,1.2619344798068957e-19,1.0271162698566965e-27,3.3119111648360946e-29,9.184298207009022e-36,9.112133040436919e-30,7.133726234322982e-34,1.3674628472083558e-39,1.8791723397017961e-29,1.7260758184124966e-36,5.475076808291861e-18,9.535640398617447e-52,8.160432439251703e-56,8.66371075403903e-43,2.9007268272972148e-43,2.3973177934883725e-44,7.704517487598903e-32,4.231731567566783e-56,7.1172690751237e-52,1.4892577792471063e-45,1.7200838868050073e-39,5.591849659681867e-39,1.3735015493306737e-47,4.894964515860083e-31,2.545351788814352e-49,2.108307069791635e-56,3.7842764436003267e-62,9.560129052168034e-38,2.511728441548059e-61,1.648177963120015e-44,1.2625868549587394e-50,3.129278821482947e-43,2.3698813425292598e-57,2.0028259773761788e-55,1.2619344387833001e-19,1.406708531595339e-54,6.461409119063537e-45
2.124107427560919e-17,0.8379815559559135,7.967942461934667e-20,7.503192969865585e-21,2.6385435181755804e-30,4.1840943114362334e-30,0.0,0.0,1.6039560773417847e-16,8.005011797573756e-30,4.591317225812065e-37,5.327144584008858e-37,3.755336628008434e-40,2.2407457251381203e-50,1.2702849411917717e-33,1.3133095594893494e-26,1.64669515600702e-29,1.0120183390141017e-26,8.027855101528e-62,1.6431245033698932e-44,1.9278385737396927e-62,1.1881546913597022e-61,1.0950190733980406e-17,4.2846112400868595e-55,9.223413278294863e-43,1.6046475860668833e-68,1.609045604418107e-71,3.9089654812562983e-56,3.765889811313835e-69,8.372376045450773e-69,6.799131373519752e-43,8.007527561514446e-80,1.0270918894073282e-79,9.175840714941514e-81,3.76,0.0,0.7106268433811792,0.9999999998894908,7.583439242780953e-38,1.9634325248827906e-40,4.091297096377344e-12,4.091297096377952e-12,1.1050904683433498e-10,1.416091559981534e-31,1.0120183389909419e-26,1.6047528716111276e-16,2.749846456930933e-25,2.4351322841821224e-29,2.5265671652298738e-39,1.0046127394723142e-26,8.328276415239024e-29,1.337084744738084e-32,1.8864355795911055e-27,3.047253973708728e-26,2.5238775994172395e-19,4.108485975835356e-27,1.3247712086513357e-28,4.3832418159806434e-35,3.644871754729029e-29,2.8535061969806777e-33,1.0939786438680638e-38,7.516727570975176e-29,6.904340679354169e-36,1.0950190746997492e-17,1.5257149644205926e-50,1.3056798824754187e-54,3.5427639714052634e-42,2.320595216968994e-42,1.9178694189082865e-43,3.081822746941971e-31,6.770825889289696e-55,1.1387722542095687e-50,1.1914132948253006e-44,1.3760779726802273e-38,2.2367512959046202e-38,1.0987991548326683e-46,1.9579958311330018e-30,2.0746263699237203e-48,3.3733128789741016e-55,6.165252993982595e-61,3.888994358286412e-37,4.733175430665962e-60,6.659812237743805e-44,1.1945197018327668e-49,2.503438056128571e-42,3.791834434264655e-56,3.2045421238523756e-54,2.523877435322024e-19,2.2507541007747882e-53,5.169158057792824e-44
4.2482220576589686e-17,0.8379815559565401,1.5935912114206206e-19,1.500641155210179e-20,1.0554202563109293e-29,1.6736421031803947e-29,0.0,0.0,3.207917593207492e-16,3.202012861918087e-29,3.6730646743782795e-36,4.2617283064541814e-36,3.004278345117223e-39,1.792601894920299e-49,5.081152679285711e-33,5.25325159133568e-26,6.586797741172634e-29,4.048083779887657e-26,1.2854421372380012e-60,1.314503545516831e-43,7.147073040443582e-61,4.4048440912798026e-60,2.1900418572103343e-17,6.855399971070171e-54,7.378752872557152e-42,5.9489084842288e-67,5.51427422682712e-70,6.2543735614558536e-55,1.395880493182061e-67,3.103804197305155e-67,5.4393213964346995e-42,6.771600611260514e-78,8.67966387659245e-78,7.759592234490488e-79,3.76,0.0,0.7106268433770877,0.9999999997789812,6.066769393368984e-37,1.5707507617706303e-39,8.182608065711738e-12,8.182608065714174e-12,2.210184606867313e-10,5.664592241361823e-31,4.04808377970238e-26,3.2095111845115125e-16,1.0999413800656886e-24,9.740553835805802e-29,2.0212597286309373e-38,4.01846116484254e-26,3.331319257146261e-28,5.348352589183131e-32,7.545761434856757e-27,1.2189046900143738e-25,5.047764083752273e-19,1.6433985693581507e-26,5.2990983475362345e-28,2.3209057045980847e-34,1.4579524094703444e-28,1.1414063331918113e-32,8.751862428305752e-38,3.006698658894684e-28,2.761745125945699e-35,2.1900418624171824e-17,2.441153886430386e-49,2.089096303284229e-53,1.4789190086049758e-41,1.856481657394886e-41,1.5343016210005816e-42,1.2327322953235383e-30,1.0833365248004361e-53,1.8220429067116487e-49,9.531334663822442e-44,1.1008666943669978e-37,8.947028379651669e-38,8.790281643670058e-46,7.83200376956336e-30,1.7210387709010677e-47,5.397317987964815e-54,1.0217628267911512e-59,1.6075404604415922e-36,9.859142016827299e-59,2.7175946823653414e-43,1.2507302297219976e-48,2.0027565445688927e-41,6.0669547175024295e-55,5.127284094785031e-53,5.047763427369743e-19,3.6012229395419595e-52,4.1353388579945e-43
8.496451317855067e-17,0.8379815559577934,3.1871851935383835e-19,3.0012849227002384e-20,4.2216877131401213e-29,6.694577903822069e-29,0.0,0.0,6.415840624170381e-16,1.2808067731944768e-28,2.938456091957584e-35,3.409387694582963e-35,2.4034264087053877e-38,1.4340836372865032e-48,2.032463650105879e-32,2.1013033034115117e-25,2.6347227395306118e-28,1.6192356741351235e-25,2.059569444272066e-59,1.0516044647940325e-42,2.2968489188304473e-59,1.4155810808458797e-58,4.3800874169298566e-17,1.09686580094153e-52,5.903011626752121e-41,1.9117962891850853e-65,1.7682255005638192e-68,1.0007021644993648e-53,4.4859091713217385e-66,9.974663791962286e-66,4.351463827283564e-41,4.350304617124357e-76,5.57609637789668e-76,4.985023978800714e-77,3.76,0.0,0.7106268433689047,0.999999999557962,4.853422713316556e-36,1.2566026039292464e-38,1.63652300042843e-11,1.6365230004294047e-11,4.4203726528570304e-10,2.2660090548219654e-30,1.6192356739869017e-25,6.419027809734318e-16,4.399771114836667e-24,3.896226430679102e-28,1.617010180765649e-37,1.6073864998148004e-25,1.3325295725101604e-27,2.139343762919947e-31,3.018308353218752e-26,4.875624965296008e-25,1.0095538032879717e-18,6.573602633353873e-26,2.1196420635773542e-27,1.3824476516244546e-33,5.831817051924135e-28,4.565638751515052e-32,7.0015029541414266e-37,1.202680980103699e-27,1.1047009196588294e-34,4.380087437757275e-17,3.905853989952047e-48,3.3425606784239006e-52,6.410163103287095e-41,1.485187490245568e-40,1.2274437506807026e-41,4.930935943668954e-30,1.733341792099523e-52,2.9152742929496653e-48,7.62507908422913e-43,8.806950354447954e-37,3.5788162566074237e-37,7.032015475267462e-45,3.132805913163319e-29,1.4749656050547688e-46,8.635723094673399e-53,1.7478447752019183e-58,6.845680621883593e-36,2.3089983078148966e-57,1.1299847499768655e-42,1.4727649774361942e-47,1.6022078356362057e-40,9.707143865790352e-54,8.203668704232773e-52,1.009553540734627e-18,5.761969863681565e-51,3.308276221831856e-42
1.6992909838247263e-16,0.8379815559603002,6.3743733644278085e-19,6.002572661851727e-20,1.6886772146831584e-28,2.6778336468532696e-28,0.0,0.0,1.2831686683022052e-15,5.123230348415905e-28,2.3507666064794793e-34,2.7275121653756494e-34,1.922742804844406e-37,1.147267751046487e-47,8.129859721089544e-32,8.405218516992375e-25,1.0538900001280623e-27,6.476947640194928e-25,3.3044336126444915e-58,8.412843051873305e-42,7.350904088582088e-58,4.5304680909792963e-57,8.760178504748643e-17,1.754986875123736e-51,4.7224137188444e-40,6.118573429397572e-64,5.6586961904572656e-67,1.6011256725547215e-52,1.4356842370675832e-64,3.192322143632612e-64,3.4811740516072176e-40,2.784364237685205e-74,3.568918750056111e-74,3.1906096316909017e-75,3.76,0.0,0.7106268433525388,0.999999999115924,3.882741048426862e-35,1.0052830373713077e-37,3.2730473881044515e-11,3.2730473881083496e-11,8.840747820603818e-10,9.065396199240908e-30,6.476947639009151e-25,1.2838061057868084e-15,1.7599095648349183e-23,1.5584915167721972e-27,1.2936091026026105e-36,6.429550006895883e-25,5.330123080862729e-27,8.557380547756284e-31,1.20732406192179e-25,1.9502512305026765e-24,2.0191089852964048e-18,2.629442722817896e-25,8.478573879227619e-27,9.162469889494687e-33,2.332728302680664e-27,1.8262627523100217e-31,5.6012070887603155e-36,4.810726877053753e-27,4.418818204705479e-34,8.760178588058367e-17,6.249372015532729e-47,5.348101720324394e-51,2.959651382356992e-40,1.1881508112060314e-39,9.819560133392394e-41,1.9723760253626833e-29,2.773349057776739e-51,4.664442749587276e-47,6.100067858358407e-42,7.045566258709911e-36,1.4315276960208836e-36,5.625264149777764e-44,1.253123499395176e-28,1.336985546523885e-45,1.3817169710208778e-51,3.1582234170947143e-57,3.07068266350505e-35,6.035307899817462e-56,4.8637465332166656e-42,1.9337002986695196e-46,1.2817675646792364e-39,1.5531445222266593e-52,1.3125883793656866e-50,2.019107935082366e-18,9.219162494996692e-50,2.6466233047999327e-41
3.398582687903166e-16,0.8379815559653139,1.2748750532822872e-18,1.2005148956840952e-19,6.754719452365337e-28,1.0711344254890437e-27,0.0,0.0,2.5663378788428986e-15,2.049292789519506e-27,1.880613965437198e-33,2.1820105200881587e-33,1.538195210762483e-36,9.178145256065952e-47,3.251944883673277e-31,3.362088443137616e-24,4.2155632147692906e-27,2.59078054024248e-24,5.316276722409099e-57,6.730278686897796e-41,2.352300593374636e-56,1.4497567391292215e-55,1.7520360553905176e-16,2.807980752403142e-50,3.777933839584668e-39,1.9579550104712125e-62,1.8107890062839143e-65,2.5618037832896362e-51,4.594215673122947e-63,1.0215485847671705e-62,2.7849409263563545e-39,1.7819969102282285e-72,2.2841122993402414e-72,2.0419949032705288e-73,3.76,0.0,0.710626843319807,0.9999999982318479,3.1061939871676813e-34,8.042270618638358e-37,6.546096163302528e-11,6.546096163318124e-11,1.7681494459168355e-09,3.6272430056039456e-29,2.5907805392938575e-24,2.5676127544888223e-15,7.039640497019565e-23,6.233967677919668e-27,1.0348876634301726e-35,2.5718207561889872e-24,2.1320510317228242e-26,3.422953351582178e-30,4.829297407185416e-25,7.801007437466979e-24,4.0382209180450075e-18,1.0517774216554505e-24,3.391430817306563e-26,6.571130567583802e-32,9.330916167358553e-27,7.305102056278804e-31,4.480966794537869e-35,1.9242912809859517e-26,1.7675372171056653e-33,1.752036088714418e-16,9.998997855812832e-46,8.556964413374689e-50,1.5003296337637735e-39,9.50520901811985e-39,7.85565265776142e-40,7.889509760596948e-29,4.437358671912823e-50,7.463109478737134e-46,4.880056202602089e-41,5.636454205574545e-35,5.726114870264522e-36,4.499649246331541e-43,5.012498290335214e-28,1.3208084185803728e-44,2.2107485927567627e-50,6.21050234567236e-56,1.4942004466040242e-34,1.71474037577003e-54,2.2209278195502934e-41,2.7557411295193692e-45,1.0254149800947226e-38,2.4850330730061042e-51,2.1001433306759885e-49,4.03821671718758e-18,1.475066915372059e-48,2.1173000118272035e-40
