Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130),C2H2F2(59),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179)
1.5661698908594857e-10,0.6801905418559071,5.753964567655852e-15,8.605870179323612e-18,3.033829939695066e-19,7.243394631844671e-19,0.0,0.0,2.6198118118581404e-11,1.0863847605993046e-18,3.834198736807869e-24,3.5574311745521136e-30,5.014299580701996e-24,1.0312657393853684e-47,9.137739734174403e-35,2.3846431561148273e-26,7.921519806153554e-22,9.528590593898301e-16,2.097067371966319e-53,5.469595013497269e-34,9.37083756153251e-52,1.1489802819979987e-54,4.455473513789786e-24,7.0269734705049295e-43,7.678817319757188e-29,3.3116528553775015e-52,4.107532294619113e-54,2.4137992937626178e-45,8.915207871923013e-47,7.852580860717797e-48,1.2325839066343432e-27,5.361439041451275e-50,8.72368718284104e-52,8.045329789349626e-50,3.76,0.0,0.9527179411819487,0.9998753342951378,1.6761516374970858e-22,8.529737136793832e-27,3.5554989697520277e-07,3.555498983807624e-07,0.00012466567866321502,5.09445088951969e-19,9.528590666230082e-16,2.620302352516161e-11,1.5785515420990085e-16,6.071771822732692e-17,3.026664636138797e-26,7.317723204946629e-16,5.95843030132464e-19,1.606185276362727e-22,9.554333550916585e-19,3.253761730531051e-17,1.0210697437665028e-16,1.6145929364876695e-16,7.98256463873566e-22,1.7847472799067157e-19,2.841620087258037e-19,2.687948851531118e-23,1.1601502443230452e-22
1.7402219364479592e-10,0.6801905465605697,6.394837991724737e-15,9.688159388983413e-18,3.745989983835432e-19,8.944123506117532e-19,0.0,0.0,2.910938789897138e-11,1.3412601084237998e-18,5.304250258201003e-24,5.420389554488183e-30,6.936502110462844e-24,1.7400225195329052e-47,1.3888134519964694e-34,3.2697524604580105e-26,1.0866433329696612e-21,1.1884389005858935e-15,3.9752211435616793e-53,8.336614581291422e-34,1.7653208697830868e-51,2.4109380887823077e-54,5.497545395784062e-24,1.2113990220958736e-42,1.0870026829672078e-28,6.960805479351766e-52,8.64176104427048e-54,4.58296812030489e-45,1.862558498975537e-46,1.6405206947257372e-47,1.7048824622168416e-27,1.1278398990360036e-49,1.8364125670442612e-51,1.6936255047937766e-49,3.76,0.0,0.9527179016659708,0.9998644478238868,2.299551673186244e-22,1.3001205393016572e-26,3.9506296266914744e-07,3.950629644165498e-07,0.00013555214700257856,6.736210640996637e-19,1.1884389105725338e-15,2.9114735353221344e-11,1.9489033351480619e-16,7.487963987121438e-17,4.1519569485600897e-26,9.032221000645997e-16,7.505591402573059e-19,1.9872450406322173e-22,1.1766114983038282e-18,4.0174373016427116e-17,1.2605572921082303e-16,1.9934421782209672e-16,1.0944425084591186e-21,2.4479060980092516e-19,3.508147932031659e-19,3.435367806273137e-23,1.5834970462704845e-22
1.9142739820364327e-10,0.6801905512652322,7.036002069115213e-15,1.0798323524197978e-17,4.53324910924783e-19,1.0824329203165265e-18,0.0,0.0,3.202062625344199e-11,1.622967315245822e-18,7.117846308137183e-24,7.93340551477303e-30,9.30777350548963e-24,2.793648507397925e-47,2.028613942249457e-34,4.350184618226775e-26,1.4463273416971362e-21,1.4521188341078691e-15,7.093740802935167e-53,1.2205598212736155e-33,3.131368839442596e-51,4.717711310486404e-54,6.648309709463496e-24,1.98509515438807e-42,1.4913413590852734e-28,1.364709532006427e-51,1.6952755512342314e-53,8.190486331525967e-45,3.628665652114569e-46,3.1960235672391305e-47,2.287429601292461e-27,2.21199615881001e-49,3.604243179111081e-51,3.3240275497794913e-49,3.76,0.0,0.9527178621499945,0.9998540587785683,3.061076901745352e-22,1.9035591725218215e-26,4.345760266888039e-07,4.3457602881734863e-07,0.00014594118940970867,8.652379072738562e-19,1.4521188474836534e-15,3.202639519421449e-11,2.358246560276103e-16,9.050651746215168e-17,5.526401702999524e-26,1.0926487399294346e-15,9.25653873127539e-19,2.409753645983265e-22,1.4201511380168295e-18,4.8616056030218517e-17,1.525236361699703e-16,2.4121907685268127e-16,1.45609046905247e-21,3.2577211961829756e-19,4.244800473633879e-19,4.298221400409661e-23,2.0973074247915948e-22
2.0883260276249062e-10,0.6801905559698943,7.677458480158429e-15,1.1936941981457037e-17,5.395631298489557e-19,1.2884093713377281e-18,0.0,0.0,3.4931834597233095e-11,1.9315060622035928e-18,9.3140175795409e-24,1.1232285187052272e-29,1.2179088114728413e-23,4.3049768461562255e-47,2.8674517179941384e-34,5.645273704225141e-26,1.8777181925012072e-21,1.7443634725405267e-15,1.2041988941675596e-52,1.728651359254377e-33,5.285116705977732e-51,8.712140703971213e-54,7.907573486664046e-24,3.1194069907417324e-42,1.9936545704761754e-28,2.5253956642016854e-51,3.1382174392279334e-53,1.3923092481476013e-44,6.671849231424135e-46,5.87625682688952e-47,2.9927124538549543e-27,4.09346882575315e-49,6.67466974347098e-51,6.1557891623926476e-49,3.76,0.0,0.9527178226340199,0.9998441444297581,3.9745656845230084e-22,2.6960512312859867e-26,4.740890890337069e-07,4.7408909158315933e-07,0.00015585553530819801,1.0850169133210444e-18,1.744363490011437e-15,3.4938004480354906e-11,2.8065812162138305e-16,1.0759345996504388e-16,7.174907369902992e-26,1.3000382592343121e-15,1.1217025462930759e-18,2.8739647400900344e-22,1.685881116402088e-18,5.786283537599446e-17,1.8151027136846333e-16,2.8708413045926246e-16,1.889734578752854e-21,4.2288022185717433e-19,5.051568803945788e-19,5.283508621962594e-23,2.7097623967154663e-22
2.2623780732133797e-10,0.6801905606745566,8.31920890420957e-15,1.310455097843806e-17,6.333160747571417e-19,1.5123499503581136e-18,0.0,0.0,3.7843014281018286e-11,2.2668760431614806e-18,1.1932414694711299e-23,1.5465628823529957e-29,1.5602220847096513e-23,6.409121756109994e-47,3.942835533641931e-34,7.174317648231453e-26,2.3873289427268895e-21,2.0656027215073915e-15,1.9601252901289757e-52,2.3809290851685612e-33,8.555335669909314e-51,1.5322621684256504e-53,9.275144109424781e-24,4.732144296936963e-42,2.6074314316451667e-28,4.451125529585246e-51,5.5322870011428505e-53,2.2692444496775955e-44,1.1683979941544299e-45,1.0290515111176564e-46,3.8334092076682956e-27,7.213588027231411e-49,1.1770609482515981e-50,1.085566282257556e-48,3.76,0.0,0.952717783118047,0.9998346830851302,5.053860820210988e-22,3.713475882152774e-26,5.136021497034264e-07,5.13602152713982e-07,0.00016531687702453095,1.333460289443545e-18,2.065602743850597e-15,3.7849564579252046e-11,3.293907301691519e-16,1.2613559501196184e-16,9.122380407197367e-26,1.52537669647597e-15,1.3392372944048784e-18,3.3801319828783404e-22,1.9736315854809685e-18,6.791487878920938e-17,2.1301521099315052e-16,3.369396397550676e-16,2.4019085048959448e-21,5.375748232138059e-19,5.928444098657539e-19,6.398226658115529e-23,3.42892264011613e-22
2.436430118801853e-10,0.6801905653792185,8.961255019644216e-15,1.4301646014918152e-17,7.34586186395233e-19,1.7542629516391433e-18,0.0,0.0,4.0754166593595266e-11,2.6290769641797516e-18,1.5013266806165716e-23,2.0794808400949096e-29,1.9629692800527245e-23,9.265347727239813e-47,5.2955046033711675e-34,8.956578346721431e-26,2.9816715228831854e-21,2.416233748314909e-15,3.0783466142515084e-52,3.202381668526548e-33,1.3364833234929465e-50,2.585008640448104e-53,1.0750829309226975e-23,6.966040467542053e-42,3.3468862880284667e-28,7.525815893923467e-51,9.354484333957354e-53,3.568077687915399e-44,1.962903926112353e-45,1.7287704085984652e-46,4.822375668741809e-27,1.2192265792224011e-48,1.9908636798463384e-50,1.8361255154635782e-48,3.76,0.0,0.9527177436020757,0.99982565404624,6.312809584320343e-22,4.994829376147426e-26,5.531152086975641e-07,5.531152122098167e-07,0.0001743459130031715,1.6108723680005641e-18,2.416233776379599e-15,4.076107679660212e-11,3.8202248154390067e-16,1.461280687122939e-16,1.1393725265599224e-25,1.7686501091283413e-15,1.5787495294987445e-18,3.928509046174475e-22,2.283233997707624e-18,7.877235272076413e-17,2.4703803130314504e-16,3.9078586716957377e-16,2.999145314872788e-21,6.7131477452020075e-19,6.875417612543281e-19,7.649370904161414e-23,4.262735313074331e-22
2.6104821643903267e-10,0.6801905700838801,9.603598503854058e-15,1.5528684468018357e-17,8.433759264396148e-19,2.01415671694899e-18,0.0,0.0,4.366529276472872e-11,3.0181085429543255e-18,1.8597337734861022e-23,2.739394354329611e-29,2.4314713653979695e-23,1.305905507524141e-46,6.969426384616668e-34,1.1011281777284242e-25,3.667256736633978e-21,2.7966230578069283e-15,4.687407410274364e-52,4.219992767829159e-33,2.0247133082231438e-50,4.20714782422965e-53,1.2334437166228534e-23,9.991693495593105e-42,4.226951206039087e-28,1.2275717717716144e-50,1.5258459528249354e-52,5.439143775210163e-44,3.181663730107714e-45,2.8021067754767233e-46,5.972631022521683e-27,1.9878207860705168e-48,3.248207036969996e-50,2.9957667563003744e-48,3.76,0.0,0.9527177040861061,0.9998170375628623,7.765263767548552e-22,6.582224489400814e-26,5.926282660157542e-07,5.926282700706633e-07,0.0001829623934691704,1.917382226563798e-18,2.7966230925150735e-15,4.367254237903149e-11,4.3855337561857284e-16,1.6756604545299707e-16,1.401384438799256e-25,2.029844573250203e-15,1.840692535575355e-18,4.519349613269518e-22,2.6145210960000654e-18,9.043542234685397e-17,2.8357830862970815e-16,4.486230763657822e-16,3.687977438292415e-21,8.255578723596083e-19,7.892480674480156e-19,9.043934971248213e-23,5.219041243085084e-22
2.7845342099788e-10,0.6801905747885417,1.0246241033242187e-14,1.6786088336106472e-17,9.596877772764189e-19,2.29203963548513e-18,0.0,0.0,4.6576393968118115e-11,3.433970508231926e-18,2.272588030266725e-23,3.544987590830566e-29,2.971112168645188e-23,1.80038808979347e-46,9.011794197970273e-34,1.335761811689644e-25,4.450594259566375e-21,3.2071086873686842e-15,6.94790784918098e-52,5.462740304503749e-33,2.9864702842724548e-50,6.636123432339454e-53,1.4025776108487674e-23,1.4010708627746652e-41,5.263268135916291e-28,1.9406391702549305e-50,2.4120350347422236e-52,8.070435799651315e-44,4.998766118606978e-45,4.402359261782398e-46,7.297343009587055e-27,3.1407925481391094e-48,5.13588016754042e-50,4.736773644382007e-48,3.76,0.0,0.9527176645701382,0.9998088147853208,9.42507971365727e-22,8.520889898891615e-26,6.321413216576581e-07,6.321413262965219e-07,0.00019118516809932346,2.2529673764217348e-18,3.2071087297157403e-15,4.6583962517065265e-11,4.989834122660798e-16,1.9044470768871952e-16,1.7007638204078332e-25,2.308946183077989e-15,2.125484211818673e-18,5.152907378421527e-22,2.9673269032374234e-18,1.0290425157934466e-16,3.226356193762087e-16,5.104515321538111e-16,4.474936626368044e-21,1.0017608604994246e-18,8.979624682183581e-19,1.0588910693134936e-22,6.305582526971427e-22
2.9585862555672737e-10,0.6801905794932029,1.0889184283219144e-14,1.807424665177081e-17,1.0835242418152819e-18,2.5879201438063464e-18,0.0,0.0,4.948747132404242e-11,3.876662599288883e-18,2.7440597135650017e-23,4.516214487039726e-29,3.587333230480574e-23,2.434371914326685e-46,1.1473024985723054e-33,1.6014741851155113e-25,5.338192639048449e-21,3.648002138644709e-15,1.0057592617954002e-51,6.961595795430302e-33,4.302855975227041e-50,1.0183220690365561e-52,1.5824654911209873e-23,1.9258902902794205e-41,6.472182126627949e-28,2.9845744139336645e-50,3.709214155951912e-52,1.1693604934163602e-43,7.64129966436934e-45,6.729491772868215e-46,8.809815204902482e-27,4.8274314841278497e-48,7.899518967590256e-50,7.285709549930772e-48,3.76,0.0,0.9527176250541719,0.9998009677220053,1.1306118357656659e-21,1.0859169630197702e-25,6.71654375622965e-07,6.716543808873927e-07,0.00019903222850330932,2.617473150579665e-18,3.648002189700258e-15,4.9495338347772644e-11,5.633125913593049e-16,2.1475925575199716e-16,2.0400005129247492e-25,2.6059410506604207e-15,2.433509484966203e-18,5.829436046444384e-22,3.3414867122426613e-18,1.1617900307566824e-16,3.6420954001802916e-16,5.762715004139588e-16,5.366553917994974e-21,1.2013794314176805e-18,1.0136841097577065e-18,1.229128813297541e-22,7.530009214448511e-22
3.132638301155747e-10,0.680190584197864,1.1532429928200099e-14,1.9393517379602484e-17,1.214887843342828e-18,2.9018067257778653e-18,0.0,0.0,5.239852590155579e-11,4.3461845654983875e-18,3.27836099919902e-23,5.674296540882579e-29,4.2856297779373254e-23,3.2354586890142835e-46,1.4406757290745583e-33,1.9001771868918874e-25,6.336559295737066e-21,4.119589898307869e-15,1.4256815122059682e-51,8.749523767417389e-33,6.071919029013016e-50,1.524974318544165e-52,1.7730882696035307e-23,2.6009520463552564e-41,7.870735938886795e-28,4.479363793944525e-50,5.566320921531224e-52,1.6590397015591123e-43,1.1400632393146592e-44,1.0040063101828207e-45,1.052347706724282e-26,7.24056234055282e-48,1.1856744054947367e-49,1.0935536964312455e-47,3.76,0.0,0.9527175855382073,0.9997934792041057,1.342224526403428e-21,1.364852259845738e-25,7.111674279113891e-07,7.111674338432758e-07,0.0002065207434913349,3.0106264366628315e-18,4.119589959216211e-15,5.240667095696309e-11,6.315409127711015e-16,2.405049076944454e-16,2.421584156984141e-25,2.920815305551074e-15,2.765122206585087e-18,6.5491893324141035e-22,3.736837076613732e-18,1.3025983824787929e-16,4.0829964710239124e-16,6.460832480329358e-16,6.369359614851046e-21,1.4258682279767738e-18,1.1364121443149411e-18,1.4158055590371003e-22,8.899884565467487e-22
3.3066903467442207e-10,0.6801905889025247,1.2175979641601984e-14,2.0744229231082776e-17,1.3537811253743024e-18,3.233707912515651e-18,0.0,0.0,5.530955872065359e-11,4.8425361659035994e-18,3.8797429644238317e-23,7.041720566110442e-29,5.071546770688603e-23,4.234650844246272e-46,1.7869849180283125e-33,2.2337791553964907e-25,7.452200524604545e-21,4.622134892211511e-15,1.9834412437325844e-51,1.086148114359695e-32,8.41089564842774e-50,2.234542478699226e-52,1.974426893033747e-23,3.4576577094121656e-41,9.47666473278872e-28,6.577857508936459e-50,8.173067826724578e-52,2.309956492700891e-43,1.6645193343660424e-44,1.4658478296954012e-45,1.2451874168859857e-26,1.0625556926072842e-47,1.7412181572471434e-49,1.6059474032957904e-47,3.76,0.0,0.9527175460222443,0.9997863328508199,1.5787330664170896e-21,1.6943522111934433e-25,7.506804785226672e-07,7.506804851641712e-07,0.00021366709386550956,3.432048979320476e-18,4.622134964192229e-15,5.531796138135282e-11,7.036683763742917e-16,2.6767689913159594e-16,2.8480041926545074e-25,3.253555094505847e-15,3.1206469674506853e-18,7.312420961352084e-22,4.15321580150434e-18,1.4514691727176158e-16,4.549055172482183e-16,7.19887042840948e-16,7.489883256493098e-21,1.6766808449896843e-18,1.2661457298471574e-18,1.6196199607815342e-22,1.0422690077438604e-21
3.5421943080884195e-10,0.6801905952682431,1.3047232116401915e-14,2.2622416629608e-17,1.55370421692076e-18,3.711485444369885e-18,0.0,0.0,5.924834628064274e-11,5.556843219566934e-18,4.807872034809262e-23,9.267648369376633e-29,6.28438263288488e-23,5.9641703028600245e-46,2.3505739759809963e-33,2.744109978719372e-25,9.16000403897663e-21,5.3518190434749406e-15,3.0196680774079324e-51,1.4300985399884947e-32,1.2733775714093318e-49,3.6338111525455906e-52,2.263876416818517e-23,4.970518547215842e-41,1.2012602400775009e-27,1.072767357989846e-49,1.332713827999517e-51,3.520248785471633e-43,2.694129613799126e-44,2.3725126562902473e-45,1.5427268547833365e-26,1.7312991619573197e-47,2.839820158675433e-49,2.6192301519530687e-47,3.76,0.0,0.9527174925545283,0.9997771803596275,1.940846004652356e-21,2.2309957939031397e-25,8.041442539555462e-07,8.041442616247466e-07,0.0002228195811183308,4.0464226102410444e-18,5.351819132513706e-15,5.925706501075065e-11,8.074687694030076e-16,3.0670459106807097e-16,3.50078408261962e-25,3.732190114264344e-15,3.640287124833166e-18,8.414789806625398e-22,4.749793267528068e-18,1.6657388684959466e-16,5.219705095711821e-16,8.261039996294368e-16,9.205040815302157e-21,2.0605368860128467e-18,1.4528347159069679e-18,1.9239190299913676e-22,1.2739766372988872e-21
3.7776982694326184e-10,0.6801906016339605,1.3919048477811348e-14,2.455938944662977e-17,1.7674236650252167e-18,4.2222810053256264e-18,0.0,0.0,6.318709806485344e-11,6.320268686257919e-18,5.877374665873636e-23,1.1982981784758427e-28,7.681838242591283e-23,8.217148527935327e-46,3.0379354242204635e-33,3.326528499857242e-25,1.1110533110182616e-20,6.1391567117581524e-15,4.475395727333698e-51,1.8498947120783565e-32,1.8773090930572865e-49,5.727859517875854e-52,2.572862558512393e-23,6.985111965043637e-41,1.5009626733312038e-27,1.6956847680701253e-49,2.1062624396216827e-51,5.221895720726461e-43,4.2275283701530467e-44,3.7227740717347406e-45,1.8854886958572894e-26,2.7340508055992793e-47,4.488928116594212e-49,4.140284448580089e-47,3.76,0.0,0.9527174390868153,0.9997685891096965,2.35451669623495e-21,2.886010746006405e-25,8.57608026316952e-07,8.576080350920051e-07,0.00023141082711002455,4.710317839174972e-18,6.139156820415598e-15,6.319609553976572e-11,9.184076664684274e-16,3.4832321132684365e-16,4.246372868983884e-25,4.243473591437953e-15,4.204910725512699e-18,9.597851408708302e-22,5.384179573391295e-18,1.8947759943197436e-16,5.936395085268429e-16,9.3963071039139e-16,1.1163838147998886e-20,2.498840624209943e-18,1.6523457941340604e-18,2.2626020158569968e-22,1.536851629649695e-21
4.013202230776817e-10,0.6801906079996779,1.479143286238603e-14,2.6555745430458358e-17,1.994945944211452e-18,4.766116140372877e-18,0.0,0.0,6.712581621667114e-11,7.132812044642506e-18,7.099058056288822e-23,1.5254439198968226e-28,9.27800077458215e-23,1.1104165955521563e-45,3.865964427909327e-33,3.985731161500109e-25,1.3319895138392237e-20,6.984624651112096e-15,6.477954116502027e-51,2.355936745902916e-32,2.703793674177334e-49,8.784194276996788e-52,2.901338420653195e-23,9.622193418726948e-41,1.8517612193219232e-27,2.6074931679088632e-49,3.238438080353902e-51,7.564390204758567e-43,6.455268426064989e-44,5.684400058898972e-45,2.2769093089032626e-26,4.200306290538769e-47,6.902938981723338e-49,6.366874256905074e-47,3.76,0.0,0.9527173856191052,0.9997605246800182,2.823185198601066e-21,3.675637738176615e-25,9.110717956064103e-07,9.110718055659477e-07,0.00023947525284853313,5.422167789917304e-18,6.9846247821392506e-15,6.713505515291413e-11,1.0364850672553296e-15,3.9252110793682765e-16,5.090935579929763e-25,4.787371353169039e-15,4.8151052324112545e-18,1.0862234368901879e-21,6.0559836798013255e-18,2.138584411878741e-16,6.699114659508774e-16,1.0604678455132213e-15,1.3382442866852306e-20,2.9951837360232197e-18,1.864676921019758e-18,2.6373980834092457e-22,1.8326866639284863e-21
4.248706192121016e-10,0.6801906143653946,1.566438940328897e-14,2.861201208337735e-17,2.2362775946599113e-18,5.343012551979009e-18,0.0,0.0,7.106450274803821e-11,7.994472799296573e-18,8.483815349515942e-23,1.915294283399111e-28,1.1087065754932604e-22,1.4750315621164074e-45,4.852631783254795e-33,4.726402648740561e-25,1.5804193751120035e-20,7.888642934110339e-15,9.18201200618392e-51,2.959291523263373e-32,3.814381565779357e-49,1.3146961562642732e-51,3.2492572205631004e-23,1.3022045363422905e-40,2.2588674467926767e-27,3.912660750692808e-49,4.858933927662112e-51,1.0729349955588656e-42,9.621337298430756e-44,8.472196797811956e-45,2.7204495678665316e-26,6.296977370144039e-47,1.035859842692694e-48,9.554279463489987e-47,3.76,0.0,0.9527173321513982,0.9997529547608927,3.350293191198688e-21,4.61716045415205e-25,9.645355618235038e-07,9.645355730465745e-07,0.00024704516803463746,6.180245470412604e-18,7.888643090449834e-15,7.107394590316141e-11,1.161700971448431e-15,4.3928668537710425e-16,6.040636570633084e-25,5.363849279672052e-15,5.471387829106286e-18,1.2208567316434072e-21,6.7648185921172714e-18,2.3971679429101936e-16,7.507853339182514e-16,1.1886160775853215e-15,1.587701964761466e-20,3.553154406478658e-18,2.089826066854551e-18,3.050035816678817e-22,2.1632547137443995e-21
4.484210153465215e-10,0.6801906207311111,1.653792223028033e-14,3.0728652509760026e-17,2.491425221747007e-18,5.952992099867475e-18,0.0,0.0,7.500315954707739e-11,8.905250479203544e-18,1.0042616382742316e-22,2.3753608300292086e-28,1.312332492189637e-22,1.9296081361275866e-45,6.016982930489286e-33,5.553215924484379e-25,1.8579528804227968e-20,8.851579646707791e-15,1.2773536219719112e-50,3.671692397228178e-32,5.282760785263533e-49,1.9253988418504795e-51,3.616572290050561e-23,1.7346355238951368e-40,2.7277153180082733e-27,5.74447408446548e-49,7.133266578990881e-51,1.493514571190959e-42,1.4034643450956245e-43,1.2358116950494634e-44,3.21959185432688e-26,9.236766489138737e-47,1.520913168220232e-48,1.4028333270905623e-46,3.76,0.0,0.9527172786836942,0.9997458490314737,3.939283991663571e-21,5.728905346355249e-25,1.017999324967867e-06,1.0179993375338856e-06,0.0002541508935136479,6.982697396163353e-18,8.851579831494954e-15,7.501276971954773e-11,1.2940553787323915e-15,4.886084040019252e-16,7.101639523390777e-25,5.972873303165424e-15,6.174211266179313e-18,1.3637478907154097e-21,7.510301318987372e-18,2.6705303696074634e-16,8.362600647429848e-16,1.324076081180952e-15,1.8663730151047195e-20,4.176337334856808e-18,2.3277912146066235e-18,3.502243220459526e-22,2.530310666264921e-21
4.719714114809413e-10,0.6801906270968272,1.7412035469706395e-14,3.2906071978006024e-17,2.760395495560295e-18,6.596076800786567e-18,0.0,0.0,7.89417883861983e-11,9.865144636156749e-18,1.1786497572450118e-22,2.913573403384895e-28,1.5401152952219518e-22,2.4898224423642522e-45,7.379136958526698e-33,6.470832266951255e-25,2.1661996382402987e-20,9.873756154272102e-15,1.747358791913856e-50,4.505538894625046e-32,7.196196119167603e-49,2.765278248392825e-51,4.00323707510609e-23,2.278005258492258e-40,3.263959321553518e-27,8.270074012181873e-49,1.0269059408503389e-50,2.0441338949486653e-42,2.007992941146577e-43,1.7680863861586903e-44,3.777836779322104e-26,1.3286131896312765e-46,2.1897664368213623e-48,2.019780432552019e-46,3.76,0.0,0.9527172252159933,0.9997391790295583,4.59360257211951e-21,7.030241389400296e-25,1.0714630850391802e-06,1.0714630990278808e-06,0.00026082089148959405,7.82758331850964e-18,9.873756370835857e-15,7.895152841529657e-11,1.4335482887918233e-15,5.404747794271573e-16,8.280107447545673e-25,6.6144094067388855e-15,6.9239704213146246e-18,1.514959782217385e-21,8.292052830358429e-18,2.9586754350348123e-16,9.263346109779059e-16,1.4668485326209999e-15,2.17587329364612e-20,4.868313740455839e-18,2.5785703586634078e-18,3.9957477221662214e-22,2.9355931390462355e-21
4.955218076153612e-10,0.6801906334625432,1.8286733244490015e-14,3.5144623007593624e-17,3.0431951504766712e-18,7.272288828291422e-18,0.0,0.0,8.288039092906577e-11,1.0874154843386263e-17,1.3726553768787666e-22,3.5382790648203193e-28,1.7934996773100966e-22,3.173067523893132e-45,8.960285588058645e-33,7.483901303355286e-25,2.5067688797702806e-20,1.0955451186832054e-14,2.354289181334221e-50,5.473896408260864e-32,9.657258975713735e-49,3.9022591885152704e-51,4.409205135610941e-23,2.953335157091666e-40,3.873472909344515e-27,1.1697300286349525e-48,1.4524597624821823e-50,2.7554005668464132e-42,2.823241721643263e-43,2.485877831491942e-44,4.3987005453798927e-26,1.877605513382587e-46,3.097549863925021e-48,2.8571259815464646e-46,3.76,0.0,0.9527171717482954,0.9997329180396562,5.31669557496694e-21,8.541579820283543e-25,1.124926842037168e-06,1.1249268575285603e-06,0.0002670818774517298,8.712904023885414e-18,1.0955451438695776e-14,8.289022369478458e-11,1.5801797013113048e-15,5.948743819947146e-16,9.582202678663074e-25,7.288423623378364e-15,7.721007384718548e-18,1.6745552766539109e-21,9.109698016137863e-18,3.2616068435357595e-16,1.0210079254146203e-15,1.6169341097719712e-15,2.5178183390319458e-20,5.632661367579915e-18,2.842161503856517e-18,4.53227617314392e-22,3.3808258880048085e-21
5.190722037497811e-10,0.6801906398282587,1.916201967412165e-14,3.74446111612229e-17,3.3398309847808756e-18,7.98165051253473e-18,0.0,0.0,8.681896873778914e-11,1.1932280694141983e-17,1.5873929911556746e-22,4.258241059377204e-28,2.0739364614803116e-22,3.9985405944563647e-45,1.0782692198216049e-32,8.597061045806494e-25,2.881269459172219e-20,1.2096905492041782e-14,3.1285980191923354e-50,6.590495908828165e-32,1.2785403301420647e-48,5.419346266032366e-51,4.834430145037813e-23,3.784366305096559e-40,4.562346912446056e-27,1.6280791200701395e-48,2.0216464320015825e-50,3.6630562381546595e-42,3.907088450609522e-43,3.4401345374509626e-44,5.0857122435196116e-26,2.6111689614703e-46,4.3118425784571456e-48,3.977211615204748e-46,3.76,0.0,0.9527171182806005,0.9997270409775142,6.1120113291767845e-21,1.0284373903594187e-24,1.1783905959615928e-06,1.1783906130359243e-06,0.0002729589356540834,9.636631739700021e-18,1.2096905782923946e-14,8.68288571607328e-11,1.7339496159753803e-15,6.517958362076103e-16,1.1014086879110742e-24,7.994882034954442e-15,8.56561724968389e-18,1.8425972468086347e-21,9.962865645375773e-18,3.579328261136279e-16,1.1202789610831898e-15,1.7743334918375992e-15,2.893823365675874e-20,6.472954491336852e-18,3.11856266435095e-18,5.113554850396652e-22,3.86771941106704e-21
5.42622599884201e-10,0.6801906461939736,2.0037898874652427e-14,3.980629847863116e-17,3.65030986034174e-18,8.724184340075172e-18,0.0,0.0,9.075752327844266e-11,1.3039521800605771e-17,1.8239815354682626e-22,5.082637772701839e-28,2.382881856754745e-22,4.9873306964555273e-45,1.2869690824079085e-32,9.814937921017868e-25,3.291309853507423e-20,1.3298324598142541e-14,4.105650990681077e-50,7.869733642153501e-32,1.6718983943627268e-48,7.417501862668493e-51,5.278865890172502e-23,4.7977817235963436e-40,5.3368883699851126e-27,2.2330839172567262e-48,2.7730633646625607e-50,4.8085941870175773e-42,5.329642451431629e-43,4.692569914772597e-44,5.842412018305607e-26,3.578623325612911e-46,5.915042812689944e-48,5.456051000278614e-46,3.76,0.0,0.9527170648129085,0.9997215243014423,6.982999865800526e-21,1.2281118676992662e-24,1.2318543468122519e-06,1.2318543655499734e-06,0.0002784756077860099,1.0596723334553042e-17,1.3298324931957357e-14,9.07674303197282e-11,1.8948580324685715e-15,7.11227820288003e-16,1.2581921037598125e-24,8.733750771441638e-15,9.458051545069893e-18,2.0191485676319804e-21,1.0851188326611351e-17,3.9118433159365063e-16,1.2241466712521268e-15,1.9390473591991807e-15,3.30550325884502e-20,7.392763922302549e-18,3.4077718629873006e-18,5.741309457565664e-22,4.39797189814174e-21
