Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),S(130)
2.3255598198883243e-11,0.8222063776963738,1.0149680481235555e-13,9.364033050878255e-15,2.7182580928946464e-18,3.750568896683793e-18,0.0,0.0,1.567398158417355e-10,5.594060377257327e-18,7.232776955351367e-22,1.8107490409430844e-32,2.1438314726663367e-22,2.5874648642601453e-53,2.861406385279819e-37,3.8803518254257876e-31,4.654391863745953e-38,8.59247349166061e-15,4.806702359397526e-50,2.087641291993932e-28,3.2600870946826706e-46,1.9755809365265428e-55,7.72338352331961e-28,1.5310630571079765e-40,3.5892273233335495e-26,2.788193973720634e-53,1.0920568542888059e-51,4.5519072967105414e-52,2.431383508296154e-80,1.8715328466849502e-65,3.3411361832936685e-25,2.7513229169608847e-65,1.2241283933934812e-52,5.671541905728959e-66,3.76,0.0,0.5862279634947651,0.9998797103222504,3.1433050122835046e-22,2.2450382085684475e-52,3.934083665240756e-06,3.934084151195792e-06,0.00012028952099642374,3.761805518200794e-18,8.59247442969223e-15,1.5683354115135793e-10,2.3844402084046326e-13,1.962097318141176e-17,1.5036010722628938e-21,7.773280674319823e-15,7.549427926708204e-17,1.3589818877962777e-23,3.9525806856275843e-16
2.7401262568594058e-11,0.8222064855516324,1.1964672024517553e-13,1.1050521048130141e-14,3.774833129299962e-18,5.208769840204261e-18,0.0,0.0,1.846789373814429e-10,7.76620086342722e-18,1.187184136705412e-21,3.4960233596670494e-32,3.5187807907471467e-22,6.871550563957247e-53,5.528722948014064e-37,7.477594071071862e-31,8.995529692416109e-38,1.1982823892085082e-14,1.4937181797653117e-49,4.0194222111262392e-28,8.711682539832064e-46,6.1248774885290204e-55,1.264821120685997e-27,3.4754377806766784e-40,5.890443189605643e-26,7.574352094660343e-53,2.920087785115876e-51,1.4207231060706026e-51,1.0209481175467439e-79,5.855997523395169e-65,5.4838465377267075e-25,1.0048483184297999e-64,3.828388263883998e-52,2.071696141123305e-65,3.76,0.0,0.5862272621592396,0.9998589791875852,5.142867242601898e-22,5.974419046452812e-52,4.6353911373591556e-06,4.63539181207026e-06,0.00014102062771797209,6.08242008871729e-18,1.1982825431755854e-14,1.8478779697731607e-10,3.3103384942665676e-13,2.721631000461807e-17,2.4595167180851125e-21,1.0789631094993198e-14,1.0575778902469205e-16,2.2229795946885046e-23,5.487331572597891e-16
3.1546926938304876e-11,0.822206593406764,1.3781374972320536e-13,1.2742537538044673e-14,5.004860143390201e-18,6.906532904716159e-18,0.0,0.0,2.1261742758780104e-10,1.0293829184320712e-17,1.8178209071208837e-21,6.156220264041616e-32,5.387829031330387e-22,1.5925483664927336e-52,9.742881704605186e-37,1.314275029721555e-30,1.5856473695782033e-37,1.5953782761618646e-14,3.962101271239642e-49,7.0582961043372065e-28,2.0309919430285063e-45,1.6242942619932668e-54,1.9323583788771806e-27,7.034970323189517e-40,9.018097117184153e-26,1.7938549709980387e-52,6.80903931252207e-51,3.784853589984002e-51,3.530636860435473e-79,1.5639427330144736e-64,8.396463073606584e-25,3.067370683013789e-64,1.0217745704530149e-51,6.324945316114945e-65,3.76,0.0,0.5862265608245537,0.9998384580797279,7.849730653329295e-22,1.3870033475473655e-51,5.336697754699589e-06,5.33669864908809e-06,0.00016154170763207313,9.185124733202338e-18,1.595378511915422e-14,2.1274094602459502e-10,4.3877838489447826e-13,3.6043338410147776e-17,3.7531609014517614e-21,1.429867250374147e-14,1.4142728573835451e-16,3.392247911056588e-23,7.273250003350709e-16
3.983825567772651e-11,0.822206809116647,1.7419914781688318e-13,1.6143645268937622e-14,7.985859641409379e-18,1.1021751485096389e-17,0.0,0.0,2.684925373062886e-10,1.6415504971867102e-17,3.6854446053918636e-21,1.5737966201824375e-31,1.0922697172291315e-21,6.521923129389247e-52,2.494382254738106e-36,3.347340140912298e-30,4.061773937414083e-37,2.566521615096904e-14,2.0683229662118834e-48,1.7943547807672938e-27,8.42069531495498e-45,8.605700523426414e-54,3.90062882358275e-27,2.274794390097896e-39,1.827770114457386e-25,7.683740177714348e-52,2.8209835082246544e-50,1.9952226188849163e-50,3.1754136971524225e-78,8.291286136979349e-64,1.7021245731926916e-24,2.088305164239562e-63,5.404161454988896e-51,4.307985477274768e-64,3.76,0.0,0.5862251581577006,0.9997980374544478,1.5814856045761298e-21,5.697400352736159e-51,6.739308425022052e-06,6.739309851557794e-06,0.0002019622770254727,1.815111695627281e-17,2.566522093057216e-14,2.6864394824138174e-10,6.997315134841861e-13,5.737963019156871e-17,7.55792893651236e-21,2.2793688031070462e-14,2.294717419536028e-16,6.831290260966094e-23,1.1598550222934975e-15
4.812958441714814e-11,0.8222070248260236,2.1065299313317217e-13,1.956831601929445e-14,1.1662442379135648e-17,1.609823981877757e-17,0.0,0.0,3.2436519101866503e-10,2.3958999761484303e-17,6.541582336140631e-21,3.3706499080605214e-31,1.938654003495664e-21,2.0324625496475507e-51,5.349950950721826e-36,7.143326778272615e-30,8.716220447915979e-37,3.7781106056409715e-14,7.74088662203912e-48,3.822014398631091e-27,2.653861813725912e-44,3.2610216854665536e-53,6.894606553864694e-27,5.885984378800026e-39,3.2432663213541866e-25,2.492675079517236e-51,8.878804704493485e-50,7.532448676360034e-50,1.7249941492759114e-77,3.1456989544206114e-63,3.0209289569371274e-24,9.496381141212983e-63,2.0455137868925208e-50,1.9596968934936738e-63,3.76,0.0,0.586223755494206,0.9997584316814023,2.7898579692404204e-21,1.7797727901395513e-50,8.141915676160229e-06,8.141917758612815e-06,0.00024156799418440525,3.145661519307736e-17,3.7781114539998204e-14,3.245425961254201e-10,1.021303280626605e-12,8.360426038400111e-17,1.3326436331925468e-20,3.325604935948932e-14,3.4058392157464943e-16,1.204546717884001e-22,1.6928402801559e-15
5.796037442596366e-11,0.8222072805857706,2.5396395097068046e-13,2.366065972683812e-14,1.6924605030235996e-17,2.3365624792568486e-17,0.0,0.0,3.9060866913493227e-10,3.4745298282231694e-17,1.1512277629852823e-20,7.133886346013286e-31,3.411554548228941e-21,6.217363855577363e-51,1.1341801504992239e-35,1.5056505053014926e-29,1.8489231122544645e-36,5.533453246016664e-14,2.8345390575652748e-47,8.037648111233723e-27,8.225253815149658e-44,1.2110570918506872e-52,1.207610338559884e-26,1.4998848241815704e-38,5.70564895966123e-25,7.982411221292212e-51,2.746111285683104e-49,2.7866279925238226e-49,9.251231029622325e-77,1.1705116879626124e-62,5.315782423718481e-24,4.233386170479602e-62,7.588752909111282e-50,8.739709528809506e-63,3.76,0.0,0.5862220924007958,0.9997125055133346,4.8747831686063325e-21,5.457976193982387e-50,9.804942321202457e-06,9.804945341804816e-06,0.0002874940959888516,5.388156553948083e-17,5.533454738989725e-14,3.908144382001333e-10,1.4811277251376152e-12,1.2099708550755506e-16,2.3272475308105394e-20,4.820701803375384e-14,5.034900326780019e-16,2.103603429040098e-22,2.4549390095427346e-15
6.779116443477918e-11,0.8222075363448048,2.973711149906209e-13,2.778893443683759e-14,2.3168324515461558e-17,3.199059321766517e-17,0.0,0.0,4.568488314179062e-10,4.75301484720255e-17,1.8558286777698616e-20,1.3433363857486008e-30,5.4992416065397945e-21,1.5933092474614262e-50,2.1391488082131088e-35,2.8240242622797536e-29,3.4891997873417196e-36,7.642711959861539e-14,8.426302625863102e-47,1.5040806698420355e-26,2.134790199992634e-43,3.644488448799012e-52,1.937943613901065e-26,3.300499075430763e-38,9.194457005872768e-25,2.1359680401850518e-50,7.11021520004052e-49,8.365297989342556e-49,3.7384652544096675e-76,3.532971365241062e-62,8.568251457859333e-24,1.4822933524795614e-61,2.2840755891009874e-49,3.0613084109257415e-62,3.76,0.0,0.5862204293121067,0.9996676750213175,7.803652029836184e-21,1.401797472147524e-49,1.1467964159360896e-05,1.1467968292273489e-05,0.0003323245217426352,8.461755046691066e-17,7.642714366565088e-14,4.570803027962173e-10,2.026170451725017e-12,1.6518410877976908e-16,3.723399596155056e-20,6.591673470622797e-14,7.016203997879987e-16,3.3656798996687454e-22,3.358235214810766e-15
7.76219544435947e-11,0.8222077921031266,3.408744755590659e-13,3.195458452337403e-14,3.0395632568981334e-17,4.197652874877827e-17,0.0,0.0,5.230857496216816e-10,6.231340988629926e-17,2.8064331501389425e-20,2.3231413733463185e-30,8.315603102361114e-21,3.5942856848514114e-50,3.7052338559490253e-35,4.865346471347671e-29,6.046987308042723e-36,1.0114074477915976e-13,2.1593252831917478e-46,2.585221613071056e-26,4.876461567096514e-43,9.446903222231905e-52,2.9180426165698964e-26,6.529153765091214e-38,1.389913313641891e-24,5.022664824112671e-50,1.619848677701319e-48,2.1642571712679146e-48,1.2488149331517542e-75,9.188478938837647e-62,1.295560008339508e-23,4.38171624469702e-61,5.924174232314855e-49,9.052627487429443e-62,3.76,0.0,0.5862187662281386,0.9996239140660957,1.1720605016578384e-20,3.1687080841570517e-49,1.3130981190564764e-05,1.3130986610032028e-05,0.00037608541070029014,1.2473770171847143e-16,1.0114078117346913e-13,5.233402654823508e-10,2.6564312503846407e-12,2.161234661846038e-16,5.589145576884543e-20,8.638142493421032e-14,9.364138965020677e-16,5.052317653776234e-22,4.402715807388915e-15
8.745274445241022e-11,0.822208047860736,3.8447402314596253e-13,3.615900157251845e-14,3.8608579509107356e-17,5.3326823340953355e-17,0.0,0.0,5.893194937893544e-10,7.9094944221289e-17,4.042377214112479e-20,3.765592778415617e-30,1.197706184187354e-20,7.36456747543186e-50,6.015099246339933e-35,7.857601173986343e-29,9.82191556839239e-36,1.295543319880875e-13,4.9504829795348036e-46,4.165210585092057e-26,1.0116951738697765e-42,2.1908532766562848e-51,4.1860165440498254e-26,1.191400179833746e-37,2.0013130466988296e-24,1.0713990453981924e-49,3.3508131699230855e-48,5.008749965290919e-48,3.6329917454753263e-75,2.1374163950283912e-61,1.865899718858323e-23,1.141674098431977e-60,1.3743574862789274e-48,2.3595466977948263e-61,3.76,0.0,0.5862171031488917,0.9995811971316467,1.6770080737728625e-20,6.505086086070724e-49,1.4793993414746384e-05,1.4794000295093612e-05,0.0004188022788848684,1.7523168681697275e-16,1.2955438440962374e-13,5.895944001081047e-10,3.3719099111085965e-12,2.737735733938782e-16,7.992513249616767e-20,1.0959732222796102e-13,1.2092567243240614e-15,7.225049870277617e-22,5.5883676998758634e-15
9.728353446122573e-11,0.8222083036176331,4.281697483226775e-13,4.040352607632764e-14,4.780923355569415e-17,6.604487694155753e-17,0.0,0.0,6.555501322937634e-10,9.787461526307225e-17,5.603829665021566e-20,5.8004010401350304e-30,1.6602483253683988e-20,1.3992685216435802e-49,9.279485455003069e-35,1.2061312430837514e-28,1.515999662703885e-35,1.6174394514476566e-13,1.0400789290293398e-45,6.378017573883433e-26,1.9462593807001774e-42,4.658145462968774e-51,5.780522744466795e-26,2.040317684175386e-37,2.7733752369820435e-24,2.1169561026841646e-49,6.425808692809736e-48,1.0621641049166986e-47,9.484550578126935e-75,4.555434707614636e-61,2.5863370987981642e-23,2.6942842792161456e-60,2.921316988516458e-48,5.5704022228966476e-61,3.76,0.0,0.5862154400743657,0.9995394993103395,2.3096818588607524e-20,1.2382466840447498e-48,1.6457000831841068e-05,1.645700934747142e-05,0.0004605000339266895,2.3700995233395537e-16,1.6174401781424024e-13,6.558427788447656e-10,4.172606223885428e-12,3.3809312321838143e-16,1.1001512425567955e-19,1.3556066796923797e-13,1.5214841037035531e-15,9.945401631146362e-22,6.915177806040156e-15
9.999999999999999e-11,0.8222085593738173,4.4026080582519186e-13,4.1583628840062296e-14,5.052602753318201e-17,6.980080126986152e-17,0.0,0.0,6.73850589462032e-10,1.0341618490010258e-16,6.09815580043916e-20,6.486366863478782e-30,1.8066735555704055e-20,1.6522640493643713e-49,1.0381178759971635e-34,1.347499241123036e-28,1.6962185055665287e-35,1.7131438081533826e-13,1.260734937611285e-45,7.120727943298182e-26,2.3061128374780092e-42,5.66587637743272e-51,6.283934908365225e-26,2.3450694462560135e-37,3.017724528114177e-24,2.5266614984272407e-49,7.606874926871293e-48,1.290845841116584e-47,1.2183989092153089e-74,5.543893460724663e-61,2.8143919099563726e-23,3.368183318456666e-60,3.5525523100040553e-48,6.964399443359481e-61,3.76,0.0,0.5862149805307836,0.9995281537174635,2.5089666155900584e-20,1.4628597254153594e-48,1.6916525854940994e-05,1.691653485320041e-05,0.00047184560849204455,2.5618408128681467e-16,1.713144598948564e-13,6.741476712046957e-10,4.408883480925937e-12,3.570366227101606e-16,1.194885939547164e-19,1.4321889455878747e-13,1.6148777000197848e-15,1.0801892639647817e-21,7.306694713296733e-15
1.0711432447004125e-10,0.8222085593738173,4.71961641759641e-13,4.46894490499151e-14,5.799968017969168e-17,8.013409719679099e-17,0.0,0.0,7.217777318766104e-10,1.1865228883863786e-16,7.531762419392055e-20,8.574546747911228e-30,2.2313087484208937e-20,2.5013068355415732e-49,1.3737924016227641e-34,1.7770007961148914e-28,2.245485551484407e-35,1.9778287717501274e-13,2.0361925318916054e-45,9.373557564946352e-26,3.522508118669936e-42,9.23340439636795e-51,7.740786512298869e-26,3.3195721458079486e-37,3.726199983076542e-24,3.9312842172678075e-49,1.1590675180511834e-47,2.0986425978490342e-47,2.26694979713458e-74,9.044946105176685e-61,3.475727031912772e-23,5.867990517236926e-60,5.785079616504854e-48,1.2136419774702066e-60,3.76,0.0,0.5862137770045603,0.9994987962886897,3.0845861283638007e-20,2.2173977621502567e-48,1.8120003441786996e-05,1.8120013767178643e-05,0.0005012029893105367,3.109077198396095e-16,1.9778297484428541e-13,7.220854722245327e-10,5.05851997870026e-12,4.090410831518646e-16,1.4684134955939056e-19,1.6426771133320927e-13,1.874381888272285e-15,1.3274890159294462e-21,8.383133040820146e-15
1.267759044876723e-10,0.8222090708840488,5.598338965779345e-13,5.3390416187141713e-14,8.135837564101834e-17,1.1243970509894957e-16,0.0,0.0,8.542240733113817e-10,1.662011168251455e-16,1.2654805354512364e-19,1.7017078896419746e-29,3.7486004207166227e-20,6.928836450095568e-49,2.7343060874009113e-34,3.5044353869250964e-28,4.4734373969358546e-35,2.8168851653303276e-13,6.619753854920941e-45,1.8392210098832698e-25,1.000371598268795e-41,3.083293643455129e-50,1.2918435759174933e-25,7.792989034947281e-37,6.256300504984611e-24,1.1725222636329243e-48,3.267164792410986e-47,6.949286797690126e-47,1.0647729051633861e-73,3.0240467412960043e-60,5.838516377118742e-23,2.3157300586152386e-59,1.924026605382172e-47,4.79323754614246e-60,3.76,0.0,0.5862104508791119,0.9994202802800599,5.1192562800625625e-20,6.163266439488538e-48,2.1445994239999363e-05,2.1446008708634048e-05,0.0005797188654048056,4.980486030292493e-16,2.816886806318615e-13,8.545540770698311e-10,7.085998974368152e-12,5.706594626030702e-16,2.4342127710973047e-19,2.2989792615176724e-13,2.707094342300128e-15,2.2007308449010664e-21,1.1742426561830325e-14
1.4643748450530334e-10,0.8222095823914307,6.480907148583358e-13,6.227130074690022e-14,1.0870167092516311e-16,1.5027105147109529e-16,0.0,0.0,9.866590208519224e-10,2.2174039380456505e-16,1.975426084548275e-19,3.062712108389494e-29,5.850945712198195e-20,1.659425088078152e-48,4.934870379358177e-34,6.270770792918317e-28,8.080654772928862e-35,3.818054364056422e-13,1.8164035852163077e-44,3.273930808234955e-25,2.455619018853047e-41,8.695422594673104e-50,2.0044826568222926e-25,1.6195581627491657e-36,9.759253218388538e-24,3.011452611522517e-48,7.954796248983801e-47,1.9408546287499258e-46,3.991905301895788e-73,8.522473376130515e-60,9.111841364546018e-23,7.508943242496848e-59,5.395352417078162e-47,1.55544521419828e-59,3.76,0.0,0.5862071247725459,0.9993454659536386,7.897668503067017e-20,1.4807797975493365e-47,2.4771965808943533e-05,2.4771985119565282e-05,0.0006545330592854969,7.41974847380027e-16,3.8180569255878636e-13,9.870007475701086e-10,9.454345217930243e-12,7.583058533156518e-16,3.7510067302015473e-19,3.0645811305678783e-13,3.7167526551594e-15,3.391429402061202e-21,1.5666143605812972e-14
1.6609906452293438e-10,0.8222100938959629,7.367320252987748e-13,7.134080643262095e-14,1.4004680799044216e-16,1.9365564627429666e-16,0.0,0.0,1.1190830535574318e-09,2.852691150544154e-16,2.918395160131782e-19,5.123573147122961e-29,8.642948488619785e-20,3.563612516295906e-48,8.277673584114019e-34,1.04347808838588e-27,1.3565291846058031e-34,4.986288695324687e-13,4.3882910234007076e-44,5.418796805203455e-25,5.403149735468668e-41,2.15910727974125e-49,2.94560428226261e-25,3.0724147503895344e-36,1.4407695932222005e-23,6.909253466972473e-48,1.7351211403790456e-46,4.7695276504249446e-46,1.2649906768577617e-72,2.1121850745279264e-59,1.3458234834702583e-22,2.1010637325944563e-58,1.3308117477235096e-46,4.355554912336309e-59,3.76,0.0,0.5862037986848618,0.9992741787898479,1.1536973066740743e-19,3.189514048894591e-47,2.809791814822017e-05,2.8097943000077797e-05,0.0007258200905297564,1.0470366168775925e-15,4.986292479507548e-13,1.1194259928300002e-09,1.2163557029158662e-11,9.716616379904942e-16,5.473124245404574e-19,3.9391853830545527e-13,4.912022925203654e-15,4.948772470833614e-21,2.0154179534398794e-14
1.8576064454056542e-10,0.8222106053976447,8.257577579705296e-13,8.06069872830583e-14,1.7541124804783276e-16,2.4262109702902813e-16,0.0,0.0,1.251496627901052e-09,3.567863041138859e-16,4.1307962215858414e-19,8.098040457848303e-29,1.2232213242394237e-19,7.031280924243282e-48,1.3117228102076624e-33,1.6413063279371106e-27,2.151236772638539e-34,6.326175484340663e-13,9.605445978835226e-44,8.47662051442901e-25,1.0919481379260904e-40,4.8563658959011734e-49,4.1498872059834655e-25,5.429916826283656e-36,2.0378851374476836e-23,1.451629933098146e-47,3.4744348073324915e-46,1.0613582518998561e-45,3.5278676060154346e-72,4.737950227986933e-59,1.904481185423565e-22,5.2467561692979605e-58,2.97159052959093e-46,1.0884770070052574e-58,3.76,0.0,0.5862004726160587,0.9992062524962859,1.6154827173287605e-19,6.311010251733632e-47,3.1423851257467924e-05,3.1423882350277045e-05,0.0007937462515378863,1.4167153140932852e-15,6.326180840470637e-13,1.2518302992478959e-09,1.521363272778369e-11,1.210412367163564e-15,7.654865497758312e-19,4.922495857927214e-13,6.3009230950720515e-15,6.921937339676295e-21,2.520642972794654e-14
2.0542222455819646e-10,0.8222111168964775,9.151678442543528e-13,9.007728935906475e-14,2.1481265503535371e-16,2.971951013552317e-16,0.0,0.0,1.3839001788292893e-09,4.3629101145874487e-16,5.649988533558867e-19,1.2231372477804174e-28,1.6729121910856046e-19,1.296559268911911e-47,1.9862208508597885e-33,2.468187552837668e-27,3.2596867352796404e-34,7.841960119464796e-13,1.94346731824249e-43,1.2675685590384132e-24,2.0617588863623677e-40,1.0094579160378372e-48,5.653123635606516e-25,9.067895576303361e-36,2.78541400142301e-23,2.8420018976363087e-47,6.4972018509693095e-46,2.1821639689791144e-45,8.893847645955098e-72,9.815179915759698e-59,2.604291717240054e-22,1.1969408678018763e-57,6.128852228627343e-46,2.4849827525002276e-58,3.76,0.0,0.5861971465661363,0.9991415286218724,2.1869401085660844e-19,1.1668757396472489e-46,3.474976513636106e-05,3.47498031702685e-05,0.0008584699933903387,1.8537161304222027e-15,7.841967445254017e-13,1.3842141315775003e-09,1.860457063349752e-11,1.4742476881428901e-15,1.0350501991939072e-18,6.014217549040293e-13,7.890864562658134e-15,9.360091412401318e-21,3.0822789585545725e-14
2.250838045758275e-10,0.8222116283924603,1.0049622167792427e-12,9.975859017485161e-14,2.5826888004291044e-16,3.5740543994122075e-16,0.0,0.0,1.516294120777284e-09,5.237823132314859e-16,7.514211101443364e-19,1.7801148020424216e-28,2.2246623554636616e-19,2.2622155627960643e-47,2.8977193855667992e-33,3.577904277145533e-27,4.758666413408426e-34,9.537567893131199e-13,3.687661256210453e-43,1.8269750239235338e-24,3.682347518103863e-40,1.967329589090813e-48,7.492258069115656e-25,1.4457699011318045e-35,3.7018815329162297e-23,5.250867885795109e-47,1.1488133854693613e-45,4.2057824475629586e-45,2.0650398484822697e-71,1.9053021018211824e-58,3.462779292834156e-22,2.5362945206559242e-57,1.184642401020482e-45,5.2695359234714886e-58,3.76,0.0,0.5861938205350941,0.999079856187069,2.87993838339194e-19,2.0411604316446922e-46,3.8075659784607066e-05,3.807570546015757e-05,0.0009201422956233102,2.3600531904748173e-15,9.537577635845126e-13,1.516577933945164e-09,2.2336369065957765e-11,1.7628612757194052e-15,1.36142765713888e-18,7.214056584493477e-13,9.688691539954197e-15,1.231239278556114e-20,3.7003154525018834e-14
2.4474538459345854e-10,0.822212139885593,1.0951408093639079e-12,1.0965723590673113e-13,3.057979466767822e-16,4.2327996993694e-16,0.0,0.0,1.6486788486393429e-09,6.192593100274344e-16,9.762515882469262e-19,2.5118024523632495e-28,2.8900036755258743e-19,3.7694163468862774e-47,4.098431662844394e-33,5.0305927043138765e-27,6.734526936576328e-34,1.141662463442385e-12,6.633016955278314e-43,2.5538039633814222e-24,6.278734686981801e-40,3.633632274688784e-48,9.705422102297252e-25,2.2178195473009227e-35,4.806162128441883e-23,9.242377267672735e-47,1.9385908041175745e-45,7.681080028284108e-45,4.476590186840794e-71,3.503305131253137e-58,4.497826640531559e-22,5.053575354220909e-57,2.1691960516030725e-45,1.05073635165879e-57,3.76,0.0,0.5861904945229316,0.9990210913303988,3.7063988504699683e-19,3.4093798091221027e-46,4.1401535201944536e-05,4.140158922004971e-05,0.0009789070197138228,2.937127586037571e-15,1.141663729193157e-12,1.64892213082239e-09,2.6409026344790773e-11,2.0759507647112824e-15,1.7500403433332217e-18,8.521720206797419e-13,1.1700718192789305e-14,1.5827990793110086e-20,4.374741998292329e-14
2.644069646110896e-10,0.8222126513758766,1.1857035569610836e-12,1.197790762951711e-13,3.5741803739992945e-16,4.948466187882524e-16,0.0,0.0,1.7810547386919119e-09,7.227211257403461e-16,1.2434705441278249e-18,3.4526441395413883e-28,3.6806865224818146e-19,6.040800675280667e-47,5.646481553113294e-33,6.89294506461629e-27,9.283440393519419e-34,1.3482476085722927e-12,1.1403489052079514e-42,3.478523826647649e-24,1.0293309784994668e-39,6.412793532253796e-48,1.2331965210918837e-24,3.292800535523332e-35,6.117447288655789e-23,1.5611338529161776e-46,3.1443667113476415e-45,1.3402966972185751e-44,9.154882736650371e-71,6.152265787432468e-58,5.72764586209672e-22,9.557472517896642e-57,3.794058451916317e-45,1.9886613789051762e-57,3.76,0.0,0.5861871685296484,0.9989650969722784,4.678295710005715e-19,5.476516187342436e-46,4.472739138814114e-05,4.472745445005038e-05,0.0010349012452445612,3.5857982170152354e-15,1.348249220746663e-12,1.7812471279506977e-09,3.0822540789594724e-11,2.4132176845179498e-15,2.2063068143697485e-18,9.93691675391975e-13,1.3932763477489243e-14,1.9956026517090656e-20,5.105548141455334e-14
2.8406854462872067e-10,0.8222131628633101,1.2766503956046113e-12,1.3012949733216613e-13,4.1314748080507686e-16,5.721333784929483e-16,0.0,0.0,1.9134221494705296e-09,8.341669064655702e-16,1.5571274855277493e-18,4.640527133567984e-28,4.608662604083431e-19,9.362975724915452e-47,7.606049726016689e-33,9.238416810432301e-27,1.251164022344085e-33,1.5738206071860627e-12,1.8859965780787766e-42,4.634148227738567e-24,1.631498090725618e-39,1.0884126569872495e-47,1.5412481762443353e-24,4.753794072606717e-35,7.655215879430704e-23,2.5449926208028305e-46,4.929730702252642e-45,2.2490498796287464e-44,1.7807072057908164e-70,1.0386247621682282e-57,7.170751283892017e-22,1.728353697606722e-56,6.380026045039314e-45,3.5989310834573215e-57,3.76,0.0,0.5861838425552437,0.9989117424956124,5.807656498804265e-19,8.507181424584842e-46,4.8053228342991605e-05,4.805330115026498e-05,0.0010882555893099361,4.3064458927763466e-15,1.5738226259749791e-12,1.9135533132203878e-09,3.5576910719942464e-11,2.7743673956314826e-15,2.7356427652050673e-18,1.145935564118344e-12,1.6390183766334605e-14,2.4745633265835894e-20,5.892723429394161e-14
3.0373012464635173e-10,0.8222136743478939,1.3679812623590228e-12,1.4071345195393506e-13,4.73004739722875e-16,6.551683002344056e-16,0.0,0.0,2.0457814226052166e-09,9.53595819455206e-16,1.921335742568613e-18,6.116842558641984e-28,5.686068917837749e-19,1.4098279515473386e-46,1.0047511809734799e-32,1.2147438141240867e-26,1.653564683988653e-33,1.818665358011526e-12,3.016256266564596e-42,6.0562351807206484e-24,2.5112871017418096e-39,1.7857377293505933e-47,1.8988834708468835e-24,6.698363908941703e-35,9.439206367742624e-23,4.022700791194578e-46,7.504176454728986e-45,3.6481336121862785e-44,3.316043894902723e-70,1.6943763069154938e-57,8.84593409186037e-22,3.006298119813031e-56,1.0368393386179994e-44,6.264642541772107e-57,3.76,0.0,0.5861805165997173,0.9988609034415253,7.106562499052513e-19,1.2836770001216148e-45,5.137904606631605e-05,5.1379129320798974e-05,0.0011390945107850657,5.099031526128007e-15,1.8186678489350467e-12,2.0458410575076604e-09,4.0672134455384244e-11,3.1591090279007827e-15,3.3434610306576586e-18,1.3088747343934268e-12,1.9077903481482195e-14,3.024593702298864e-20,6.736257411386013e-14
3.233917046639828e-10,0.8222141858296287,1.4596960952714128e-12,1.5153548891479267e-13,5.3700840008885435e-16,7.439794893585379e-16,0.0,0.0,2.1781328836176147e-09,1.081007052121102e-15,2.3402673848525936e-18,7.9265417717476355e-28,6.925212730528804e-19,2.069768012469676e-46,1.304756939508395e-32,1.5707629297741934e-26,2.148248009354155e-33,2.0830428845603346e-12,4.684312057597122e-42,7.782886337548653e-24,3.7674896668792424e-39,2.8440572831925305e-47,2.3104176336389384e-24,9.239837184545749e-35,1.1489390852529912e-22,6.188134962828939e-46,1.1131546230253752e-44,5.744446976330565e-44,5.943817892857749e-70,2.682427989747477e-57,1.0772238588148959e-21,5.053927045023916e-56,1.6353351933283432e-44,1.0539418633762682e-56,3.76,0.0,0.5861771906630688,0.9988124612190211,8.587149114306986e-19,1.888371522722108e-45,5.4704844557958206e-05,5.470493896175778e-05,0.0011875366006650952,5.9631490877883504e-15,2.0830459185434233e-12,2.1781107154734182e-09,4.61082103154502e-11,3.567155420401625e-15,4.03517158690641e-18,1.4824803380915617e-12,2.200044391293855e-14,3.6506056869882107e-20,7.636139638582108e-14
3.4305328468161386e-10,0.8222146973085132,1.5517948333255447e-12,1.625997799266805e-13,6.051771605334019e-16,8.385951006779975e-16,0.0,0.0,2.3104768426811075e-09,1.216399811084163e-15,2.8181484684674164e-18,1.0118188818002316e-27,8.3385575357716e-19,2.9714837404297335e-46,1.6689374318925108e-32,2.0014019096976955e-26,2.7489859400966166e-33,2.3671928487114357e-12,7.088871471815727e-42,9.854746226028821e-24,5.525157765401726e-39,4.412188620192511e-47,2.7802966303738096e-24,1.2508600428178264e-34,1.3825950806497175e-22,9.293000692295017e-46,1.6139307285041708e-44,8.811322565794419e-44,1.0300373262274458e-69,4.135516187780387e-57,1.2968939993844753e-21,8.244139753853047e-56,2.5120099404546513e-44,1.7205071019450941e-56,3.76,0.0,0.5861738647452976,0.9987663028281261,1.026160621435591e-18,2.7162873588815777e-45,5.803062381778389e-05,5.803073007324684e-05,0.0012336948589232164,6.898073682166923e-15,2.3671965021535937e-12,2.3103626263249844e-09,5.1885136619652685e-11,3.998223062872493e-15,4.816181552986224e-18,1.6667236298328272e-12,2.5161950304968987e-14,4.357510538247353e-20,8.592359664007729e-14
