Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CF3(1),O2(2),H2O(3),CH4(4),CH2CF2(57),HF(38),O2(161),S(164),CF2O(49),S(125),C2HF(58),S(463),C2HF(468),C2H2F3(68),S(165),S(464),C2H2F2(59),S(162),S(130),C2H3F2(65),C2H2F3(67),CF2(43),CHFCF2(55),CF2CH(73),C2HF2(72),S(179),C2H3F2(64),CHF2(82),S(1228),CHF3(42),S(1335),CF2O2(181),CF2O2(276),CH2F2(41),S(203),S(1568),CHO2(322),S(174),CF2CF2(61),C2F(467),S(512),C2H3F2(66),S(413),S(1931),S(1325),C2HF3(169),F(37),C2HF4(69),C2HFO(577),S(4228),S(4234),CHFO(47)
3.4871341861617813e-19,0.655474539606271,1.318123599899647e-23,5.632883451294901e-26,2.5363316931246803e-36,3.70361449589185e-36,0.0,0.0,6.573076001183049e-20,6.969178225645845e-36,3.538217556949551e-45,4.1162319006369296e-45,2.9962874768951403e-49,2.0444965376208947e-63,1.2794306657407678e-42,5.1710863026318844e-33,9.932493470977007e-38,8.858378263580496e-33,8.059971232274544e-73,6.400058456434999e-58,2.9775692671989075e-77,1.719999442803186e-76,2.0901608530772729e-22,1.214644054101402e-67,1.9112967924522724e-53,3.0761764986796746e-85,3.66794344693703e-90,9.776579529996222e-71,8.822688548282138e-87,3.2379883315439e-85,6.244435869903892e-53,5.007283873441064e-98,8.215250409235724e-97,3.206496887308044e-99,3.76,0.0,0.5819302451390628,0.999999999999573,5.854704318961039e-46,4.304921349349019e-51,9.294252649487898e-16,9.294252649487898e-16,4.2695537203685814e-13,3.440631535113063e-37,8.8583782635787e-33,6.574394124782041e-20,3.0020926879920216e-33,4.256740672963351e-34,4.5378551925462864e-51,7.767789758700516e-33,6.945207012533461e-36,1.3980922096070632e-39,5.854411793319278e-34,1.5442807289575442e-38,1.8924882314205975e-35,1.7628462060260856e-24,1.876874879238126e-33,1.1174986345813443e-36,5.4639662287300464e-42,4.1291179122971996e-36,1.6319732704010657e-41,6.779035991557897e-48,2.6464751214639546e-36,1.2073939827354437e-45,2.8456231764936737e-61,2.0901608531289737e-22,1.8007781251680076e-65,1.8630960490936202e-50,7.16329542835913e-53,1.9894331508664454e-54,1.3420110676712196e-37,1.3813918524874589e-65,1.0626599850249802e-61,1.2965645437949514e-48,9.027624379397555e-74,2.6324450685214623e-56,8.780866820460119e-44,1.9146040632650345e-38,2.0186514272567208e-47,4.012753497462547e-58,2.904386526782335e-69,5.053440575429734e-52,1.762846205063297e-24,3.4480192611999173e-60,2.1348327867044417e-53,2.656824282296636e-68,3.4293989912611356e-66,7.950193963603197e-68
6.977298028436649e-19,0.6554745396062711,2.6373923984368444e-23,1.1270660808439575e-25,1.0151936655574933e-35,1.4824109889855173e-35,0.0,0.0,1.3151862754752563e-19,2.789487510519553e-35,2.8327254332450207e-44,3.295488365650246e-44,2.3988520398576044e-48,1.6368403714516658e-62,5.1210569553650176e-42,2.0697821449868826e-32,3.975585872749214e-37,3.5456598669427655e-32,1.290646851059064e-71,5.123938276985775e-57,9.543161609590132e-76,5.512628314571567e-75,4.1821376581388465e-22,1.9450130524545657e-66,1.5301995848759398e-52,9.859205697212675e-84,1.1752607731455037e-88,1.566073135121847e-69,2.8276826865258376e-85,1.0377809263648642e-83,4.999345582219022e-52,3.210301846239172e-96,5.267014131933872e-95,2.0557698910523048e-97,3.76,0.0,0.5819302451390619,0.9999999999991457,4.6873233659691505e-45,3.4465546574584197e-50,1.8596580236116946e-15,1.8596580236116946e-15,8.542816865252143e-13,1.3771493593896094e-36,3.545659866941326e-32,1.3154500147147367e-19,1.2016194431305436e-32,1.7038056077432473e-33,3.6330433642592914e-50,3.1091402478790526e-32,2.779892780841993e-35,5.596012372186924e-39,2.343290421080223e-33,6.181147430214948e-38,7.574884891624407e-35,3.527223991909099e-24,7.512390794055598e-33,4.472906824037563e-36,2.1915054427192563e-41,1.6527232440998663e-35,6.532146384826791e-41,5.427824027328957e-47,1.059279739898753e-35,4.8327228603904543e-45,4.55713038571369e-60,4.1821376583457843e-22,2.883860652726139e-64,7.458827535827943e-50,5.734991930479491e-52,1.593160021314582e-53,5.371541654831408e-37,2.2122334515792073e-64,1.7017958937943883e-60,1.0383030155512263e-47,1.4482802742440044e-72,2.1075566941162542e-55,3.5352689937091695e-43,7.663405859812872e-38,8.079866470048665e-47,3.212641235366913e-57,4.652426435977422e-68,2.023067804345497e-51,3.5272239880554346e-24,2.765808156413114e-59,1.709165910365066e-52,4.25438473431464e-67,5.491512111188306e-65,1.2730669851928234e-66
1.3957625712986385e-18,0.6554745396062713,5.2759299955944744e-23,2.25462155284181e-25,4.062097022756667e-35,5.93157489236154e-35,0.0,0.0,2.6309436261880216e-19,1.1161583517816528e-34,2.2670412695827836e-43,2.637392258592326e-43,1.9198107680459204e-47,1.309969766259428e-61,2.0490898305917347e-41,8.281824595648917e-32,1.5907521946255632e-36,1.4187257915703665e-31,2.0658765792890575e-70,4.100707894723411e-56,3.056204089012063e-74,1.7654230207132356e-73,8.366091267951311e-22,3.113287570125953e-65,1.2246247278177942e-51,3.157421387651648e-82,3.7632664741763405e-87,2.507174305667718e-68,9.055666232153077e-84,3.3235005773847744e-82,4.000995872091251e-51,2.056399828228924e-94,3.3738532251945663e-93,1.3168496820480085e-95,3.76,0.0,0.58193024513906,0.999999999998291,3.7512832659230835e-44,2.758291206691058e-49,3.7201235409374984e-15,3.7201235409374984e-15,1.7089343139103693e-12,5.510391985015551e-36,1.4187257915692142e-31,2.631471219186126e-19,4.8080429543285295e-32,6.817441739933373e-33,2.9075388474468387e-49,1.2440610833951302e-31,1.1123192122565612e-34,2.2391338634875237e-38,9.376213961498895e-33,2.473264105949858e-37,3.030940630517378e-34,7.055979569436002e-24,3.005934851841806e-32,1.7897453528866963e-35,8.804848054382935e-41,6.613045748095161e-35,2.613709611975624e-40,4.344098146406111e-46,4.238498735287425e-35,1.933718931491716e-44,7.294717004436795e-59,8.366091268779331e-22,4.6162706695677863e-63,2.985773362184734e-49,4.589736521516342e-51,1.2751737330189644e-52,2.149316339530273e-36,3.5411795562211227e-63,2.7241060121422545e-59,8.310631687740829e-47,2.326784436177281e-71,1.6866858847980014e-54,1.4310805879947762e-42,3.0663605524158584e-37,3.2329990422268185e-46,2.5710869930183697e-56,7.448211528617416e-67,8.09790423931864e-51,7.055979554016323e-24,2.22196425671379e-58,1.3678528250259902e-51,6.809789669444892e-66,8.790000156748475e-64,2.037736351868018e-65
2.7918281082085852e-18,0.6554745396062717,1.0553005190242678e-22,4.509732499113189e-25,1.6251033246097139e-34,2.373016203256672e-34,0.0,0.0,5.262458327609e-19,4.465360205792697e-34,1.8139774583360156e-42,2.1103145187807102e-42,1.5361403330708422e-46,1.0481748430459521e-60,8.197693608630682e-41,3.313269117977435e-31,6.364044626008134e-36,5.675826994704092e-31,3.3060760992665334e-69,3.281189362586316e-55,9.783682467936365e-73,5.651565717698663e-72,1.6733998486333508e-21,4.982273719511738e-64,9.798858472073279e-51,1.0107730011354732e-80,1.2046345408178243e-85,4.012645123663507e-67,2.898946732167966e-82,1.0639366165250087e-80,3.201404593849421e-50,1.3166743050419847e-92,2.1602150749426723e-91,8.431542066183182e-94,3.76,0.0,0.5819302451390562,0.9999999999965817,3.001596563642712e-43,2.2070520500731573e-48,7.441054575589083e-15,7.441054575589082e-15,3.418239562314449e-12,2.2045161911558978e-35,5.675826994694873e-31,5.263513628122204e-19,1.9235302626865685e-31,2.7274206206257186e-32,2.3264728347558684e-48,4.977054417283646e-31,4.450001164736347e-34,8.957993492329228e-38,3.7510961270325256e-32,9.894666933681414e-37,1.212573614743153e-33,1.411349074753332e-23,1.2025696754625797e-31,7.160146825150316e-35,3.5512946163189424e-40,2.645648914899016e-34,1.0456542046271813e-39,3.4760142512962896e-45,1.6956754885261553e-34,7.736137256757677e-44,1.1674194608527314e-57,1.6733998489646123e-21,7.38770840654702e-62,1.1955205647724586e-48,3.672486552274007e-50,1.020397336369506e-51,8.598664924042302e-36,5.667172442051071e-62,4.35955593802495e-58,6.650188764319401e-46,3.75111521897821e-70,1.3496049743976385e-53,5.857375724545507e-42,1.2267438932963224e-36,1.29341013943547e-45,2.057256419658788e-55,1.1920602967145432e-65,3.2420876759695417e-50,1.411349068584456e-23,1.791475009078291e-57,1.0944903461980859e-50,1.0897883313238453e-64,1.406686562603193e-62,3.2610416726852554e-64
5.583959182028479e-18,0.6554745396062728,2.1107155580870846e-22,9.019954400758625e-25,6.500942412939163e-34,9.492837392774703e-34,0.0,0.0,1.0525487730432756e-18,1.7862894523996052e-33,1.4513197582606946e-41,1.688411916683627e-41,1.2290289693139085e-45,8.386194947531715e-60,3.2793443191678113e-40,1.3254155106277298e-30,2.5458250417897877e-35,2.270515582525738e-30,5.290261037005334e-68,2.6252007425023445e-54,3.1313912172352387e-71,1.8088550307125176e-70,3.3469812918126975e-21,7.972448956280178e-63,7.839831136664108e-50,3.235122964762501e-79,3.8554535083816335e-84,6.421165405646771e-66,9.278443623806364e-81,3.405263609511103e-79,2.5613668655463748e-49,8.428566954020494e-91,1.382841409620533e-89,5.397372551838924e-92,3.76,0.0,0.5819302451390488,0.9999999999931631,2.4015052554136885e-42,1.7658092964722923e-47,1.488291664489215e-14,1.4882916644892153e-14,6.836850033657687e-12,8.818787102432499e-35,2.2705155825183626e-30,1.0527598445967559e-18,7.694747257250436e-31,1.0910570392074577e-31,1.8613549893897308e-47,1.9909837950575893e-30,1.7801453495168403e-33,3.5834890265569612e-37,1.5005605680233971e-31,3.958188908598212e-36,4.8506892093657496e-33,2.8228513195901995e-23,4.810670199200363e-31,2.8642918302316115e-34,1.4436609790325292e-39,1.0583456952147285e-33,4.1829585543138206e-39,2.7811057246483924e-44,6.783253981928445e-34,3.0947086482123936e-43,1.8680829551340497e-56,3.346981293137852e-21,1.1821673872755799e-60,4.790606508479551e-48,2.938268197974326e-49,8.164212224646791e-51,3.4397459118396516e-35,9.068504119620788e-61,6.976078637016117e-57,5.3208244237035e-45,6.090412156555583e-69,1.0797864970941515e-52,2.448846786751256e-41,4.907374963819657e-36,5.174061646558415e-45,1.6459553063649287e-54,1.907573682400445e-64,1.2988597183313929e-49,2.8228512949126887e-23,1.455023766244727e-56,8.756755251139102e-50,1.743838943708876e-63,2.250927770727736e-61,5.218197562479796e-63
1.1168221329668266e-17,0.6554745396062747,4.221545636745427e-22,1.8040398240460217e-24,2.6004828284919503e-33,3.7972895042484744e-33,0.0,0.0,2.105154653600745e-18,7.145448560092522e-33,1.1611109258765087e-40,1.3507936570710413e-40,9.832698637861072e-45,6.70927445303298e-59,1.311791104276959e-39,5.301877775560997e-30,1.0183714621737128e-34,9.08243195895846e-30,8.464850238412786e-67,2.1002603116366346e-53,1.0021432516187268e-69,5.788902555519599e-69,6.69414417618302e-21,1.2756567232577167e-61,6.2721627003254774e-49,1.0353510513529737e-77,1.2338448287976122e-82,1.0274611491714347e-64,2.969392271258256e-79,1.0897910009452252e-77,2.0491907834492685e-48,5.39487539137408e-89,8.851157215996304e-88,3.454697911210832e-90,3.76,0.0,0.5819302451390339,0.9999999999863259,1.9212954106525368e-41,1.4127145107118163e-46,2.97666407834979e-14,2.976664078349792e-14,1.3674070874484479e-11,3.5276621075666896e-34,9.082431958899453e-30,2.105576808155105e-18,3.078024148660365e-30,4.3644057426962095e-31,1.489154683901686e-46,7.964259246977273e-30,7.120871256938043e-33,1.4334539395700485e-36,6.002486515430613e-31,1.5833400009264072e-35,1.9403546344034475e-32,5.645855846133553e-23,1.9243463819530963e-30,1.1457633544678285e-33,5.959106553139129e-39,4.233555045418104e-33,1.6732525648222958e-38,2.2250023104665926e-43,2.7134120020192937e-33,1.2379353473133333e-42,2.9891021862649404e-55,6.694144181483854e-21,1.8915750532056583e-59,1.9228288826203377e-47,2.3507261345305236e-48,6.531783230746132e-50,1.375954362456984e-34,1.4510429071459216e-59,1.1162357097073806e-55,4.2569288633203076e-44,1.0026824555245683e-67,8.638702068977095e-52,1.0641466628691712e-40,1.963029880526232e-35,2.0697088903784016e-44,1.3168169949326034e-53,3.0523396778838216e-63,5.211003791793938e-49,5.645855747419493e-23,1.1988082045369202e-55,7.005737287907091e-49,2.7902844226901357e-62,3.601667899296888e-60,8.349540874611554e-62
2.233674562494784e-17,0.6554745396062781,8.443205796192941e-22,3.608128606550634e-24,1.0402143337557422e-32,1.5189467322272866e-32,0.0,0.0,4.21036641468656e-18,2.8582375751525276e-32,9.289107884968877e-40,1.0806605752486065e-39,7.866345743794895e-44,5.367546958601679e-58,5.24727116875782e-39,2.120794256398781e-29,4.0735687867265825e-34,3.633046747797399e-29,1.354411007087696e-65,1.680248155566541e-52,3.207015309793517e-68,1.8525394536393385e-67,1.3388469936970184e-20,2.0411026896081165e-60,5.0178493302218904e-48,3.3133519808236716e-76,3.948463120193867e-81,1.64399765743561e-63,9.502519974102984e-78,3.487501877296557e-76,1.6393915596112732e-47,3.452909899309857e-87,5.665051786545756e-86,2.2111281414923117e-88,3.76,0.0,0.5819302451390042,0.9999999999726515,1.5370728114657765e-40,1.1301984505181068e-45,5.953408906070786e-14,5.953408906070794e-14,2.734851214869935e-11,1.4110965319932208e-33,3.6330467477501936e-29,4.2112107352289194e-18,1.2312347090620994e-29,1.7457978129872364e-30,1.1913520248009007e-45,3.1857685124302783e-29,2.8484065406285973e-32,5.7339324258150584e-36,2.4010434558852393e-30,6.333488946318389e-35,7.761576423878172e-32,1.1291865046698722e-22,7.697542135266102e-30,4.5831466697290394e-33,2.5310762405265527e-38,1.6934564716247832e-32,6.693154895999463e-38,1.780048933436695e-42,1.0853868828520207e-32,4.951854264168511e-42,4.782699045430153e-54,1.338846995817395e-20,3.0266058514734697e-58,7.743539521091946e-47,1.8806255196432498e-47,5.225591989762825e-49,5.503929505528584e-34,2.321734405904115e-58,1.7860276161599433e-54,3.405650732512833e-43,1.694469243923028e-66,6.911125696479275e-51,4.933231727761479e-40,7.852279427165608e-35,8.279004115967597e-44,1.053462982039413e-52,4.88392092633224e-62,2.096727089151949e-48,1.1291864651834458e-22,1.0146449369318697e-54,5.604723191206838e-48,4.4645688117267596e-61,5.762815538741634e-59,1.3359605355218038e-60
4.4673794215506994e-17,0.6554745396062855,1.6886526123611287e-21,7.216306229817031e-24,4.160899974669255e-32,6.075848954915347e-32,0.0,0.0,8.420789936741686e-18,1.1433066603728175e-31,7.431374492330975e-39,8.645387192400398e-39,6.293151449722669e-43,4.294088517664086e-57,2.0989298152470257e-38,8.483263309081914e-29,1.6294441389571086e-33,1.453233521794999e-28,2.167086743820108e-64,1.3442145161904592e-51,1.0262700026818843e-66,5.928271260139843e-66,2.677712142673058e-20,3.2658059093806426e-59,4.014327213411587e-47,1.0603411388670696e-74,1.2635338297006262e-79,2.6304443283689705e-62,3.0408808639949e-76,1.1160279298022235e-74,1.3115288456902052e-46,2.20992305580705e-85,3.6257327802405135e-84,1.4151609332274074e-86,3.76,0.0,0.5819302451389446,0.9999999999453026,1.2296728416503525e-39,9.041695162471444e-45,1.1906898561512164e-13,1.1906898561512187e-13,5.469739306737431e-11,5.644467387508366e-33,1.4532335217572338e-28,8.422478589205009e-18,4.92498893589005e-29,6.983262269224107e-30,9.53092931013122e-45,1.2743203671242805e-28,1.1393742759633444e-31,2.2935963100915283e-35,9.604271525244249e-30,2.5334214195549673e-34,3.1046621327964105e-31,2.258388403774294e-22,3.079048175971866e-29,1.8332773227870729e-32,1.130350092896405e-37,6.773894793486393e-32,2.6772959644583144e-37,1.4240579673333374e-41,4.3415916943026424e-32,1.9807715584830178e-41,7.652426837181919e-53,2.677712151154651e-20,4.842637901885199e-57,3.1391017770925535e-46,1.5045182293467781e-46,4.1805397864178053e-48,2.2015942601628615e-33,3.7148275063534726e-57,2.857684496579351e-53,2.724563497530676e-42,2.999625780201832e-65,5.528966174622635e-50,2.514565047440219e-39,3.1409438419387287e-34,3.3116354279339833e-43,8.427553979274922e-52,7.814415456391988e-61,8.485261741017657e-48,2.2583882458269806e-22,9.006476126892962e-54,4.483832094067332e-47,7.143401221874168e-60,9.220622775344537e-58,2.137564093897612e-59
8.93478913966253e-17,0.6554745396063001,3.377316681254126e-21,1.4432661709378577e-23,1.664368705475924e-31,2.4303521187426044e-31,0.0,0.0,1.684163698038593e-17,4.5732499020998515e-31,5.945134855035605e-38,6.916350775438193e-38,5.034551294311465e-42,3.4352911811919717e-56,8.395761934456753e-38,3.3933225727028593e-28,6.517810096609642e-33,5.812963970276835e-28,3.467365798336399e-63,1.0753780561239931e-50,3.804715673904473e-65,2.197802381749187e-64,5.3554424278995654e-20,5.2253229302952565e-58,3.2114809995315177e-46,3.931432768622968e-73,4.203945670221289e-78,4.208750313603826e-61,1.1266268033523554e-74,4.137476366774014e-73,1.0492293552383954e-45,1.868846739212655e-83,3.0661412942795687e-82,1.196747136702175e-84,3.76,0.0,0.5819302451388255,0.9999999998906048,9.837441089189585e-39,7.23339945615316e-44,2.381387787239245e-13,2.381387787239255e-13,1.0939514838570589e-10,2.2578175118306077e-32,5.812963969974714e-28,1.6845014296471026e-17,1.9700055943287893e-28,2.7933190990681856e-29,7.624788692289546e-44,5.097307387388126e-28,4.55752083968481e-31,9.174431968511653e-35,3.8417281516514596e-29,1.013373777870964e-33,1.2418711543646236e-30,4.516792437948684e-22,1.2316255348664188e-28,7.333146635968528e-32,5.4647025454958415e-37,2.7095716984204067e-31,1.0709292497985145e-36,1.1392538802212036e-40,1.7366455090695536e-31,7.923204160988996e-41,1.2243969391096979e-51,5.35544246182611e-20,7.748275236115515e-56,1.2889708835976417e-45,1.203621658715974e-45,3.344458357629972e-47,8.806422329649271e-33,5.943765503916839e-56,4.572327205148109e-52,2.1796677293563873e-41,5.7224472785790454e-64,4.42319918691954e-49,1.4388351598607846e-38,1.2563840228391878e-33,1.3246609837980061e-42,6.741683386618078e-51,1.2503178368339173e-59,3.4727396201870913e-47,4.516791806156215e-22,8.627984571322106e-53,3.587087405496928e-46,1.1429515280792618e-58,1.4753092025200393e-56,3.420124468606475e-58
1.786960857588619e-16,0.6554745396063294,6.754644832677433e-21,2.8865373600617004e-23,6.657493754288098e-31,9.721434600740037e-31,0.0,0.0,3.3683331065810393e-17,1.8293046128771682e-30,4.756121968052664e-37,5.53309700513933e-37,4.0276533972369667e-41,2.7482410703835087e-55,3.35831329072808e-37,1.3573324727395815e-27,2.6071309804954253e-32,2.325191754833753e-27,5.547818730604434e-62,8.6030509647098e-50,1.2227215445954179e-63,7.063077896852755e-63,1.0710902947450292e-19,8.360544077513078e-57,2.569192697541785e-45,1.2636757799489979e-71,1.3468756262572448e-76,6.734034469241651e-60,3.620578936104468e-73,1.3296610059305887e-71,8.393860587842133e-45,1.200613499215822e-81,1.969798025571367e-80,7.68832947130853e-83,3.76,0.0,0.5819302451385874,0.9999999997812093,7.869976190922141e-38,5.786737379544358e-43,4.762783649414313e-13,4.762783649414356e-13,2.1879063294630194e-10,9.031445599916625e-32,2.3251917545920555e-27,3.369008570825842e-17,7.880042417304057e-28,1.1173304681975298e-28,6.0998490502745445e-43,2.038928134322016e-27,1.823013416094005e-30,3.669782171780017e-34,1.5366951698809435e-28,4.0535058661685537e-33,4.967497128530083e-30,9.033601450159655e-22,4.926514669062565e-28,2.9332661512587223e-31,2.940511834879089e-36,1.0838314352331146e-30,4.283771229482554e-36,9.11406071637719e-40,6.946599688856694e-31,3.1693518268548398e-40,1.9590419417071544e-50,1.0710903083156815e-19,1.2397283287723063e-54,5.4224883966932967e-45,9.629000766585528e-45,2.6755773782639945e-46,3.522578287995702e-32,9.510056490618306e-55,7.315748374525556e-51,1.7437405825917117e-40,1.210960378244749e-62,3.538569848572086e-48,9.219396227588814e-38,5.025549638078656e-33,5.298658010751229e-42,5.392723133069032e-50,2.000517648441624e-58,1.4519981595615657e-46,9.033598922983357e-22,9.178832344776538e-52,2.869679118378854e-45,1.8287284475689077e-57,2.3605027718669066e-55,5.472217095896504e-57
3.573924744833351e-16,0.6554745396063878,1.3509301190073308e-20,5.773080111155827e-23,2.66300248910009e-30,3.888579907184767e-30,0.0,0.0,6.73667192292032e-17,7.317227754834743e-30,3.8049031752752224e-36,4.426484119840868e-36,3.2221281552077434e-40,2.1985960722097172e-54,1.343327005468324e-36,5.429336728976789e-27,1.0428539675144169e-31,9.300780873517366e-27,8.876574640780258e-61,6.882452566785874e-49,3.9132397515877085e-62,2.2604915416637883e-61,2.1421823782942604e-19,1.3376894383160103e-55,2.05535764739748e-44,4.045791194303296e-70,4.310176377791616e-75,1.0774490418574306e-58,1.158742380391112e-71,4.255493494975766e-70,6.715099778434875e-44,7.68440384815938e-80,1.2607490691814546e-78,4.920837831067244e-81,3.76,0.0,0.5819302451381111,0.9999999995624185,6.2959902439380175e-37,4.6293978040462715e-42,9.525575373760499e-13,9.52557537376067e-13,4.375814977632754e-10,3.612704901499237e-31,9.300780871583785e-27,6.738022852085467e-17,3.1520209749228747e-27,4.469327452242751e-28,4.879886476742752e-42,8.155722860649342e-27,7.292066489172937e-30,1.4679147765695398e-33,6.146788505180476e-28,1.6214047650572002e-32,1.987001280470255e-29,1.806722325003035e-21,1.9706083740381224e-27,1.1733079821919433e-30,1.779907198840252e-35,4.335331249897688e-30,1.7135453396401707e-35,7.291259881499002e-39,2.7786433979360474e-30,1.267792024912062e-39,3.1344723315668645e-49,2.1421824325769377e-19,1.9835685141269764e-53,2.3822730401263714e-44,7.70321032532421e-44,2.1404663086375373e-45,1.4090334250806619e-31,1.5216110898005705e-53,1.1705214836907368e-49,1.3949944281977815e-39,2.8827120700046026e-61,2.830860078659805e-47,6.458999372998975e-37,2.0102230242315418e-32,2.1194663796397839e-41,4.313161932380369e-49,3.200835584049762e-57,6.311262743249009e-46,1.8067213141312313e-21,1.0985360878659907e-50,2.2957477752693433e-44,2.9259707552105165e-56,3.776812156572804e-54,8.755563026720747e-56
7.1478525193228145e-16,0.6554745396065046,2.7018614123062144e-20,1.1546167104732206e-22,1.0652029538407068e-29,1.5554338496356436e-29,0.0,0.0,1.3473349552616444e-16,2.926892961993162e-29,3.043924728097701e-35,3.541189841051345e-35,2.5777054874463857e-39,1.7588780892908203e-53,5.373311286518311e-36,2.171736019750302e-26,4.171420516247289e-31,3.720316336822006e-26,1.4202692472030931e-59,5.505968673381462e-48,1.252243516786854e-60,7.233612139398047e-60,4.2843664639490683e-19,2.1403056333546564e-54,1.6442880419722591e-43,1.2956075484076397e-68,1.3792618470457366e-73,1.7239238807185927e-57,3.707999321925361e-70,1.3617659770293371e-68,5.372085961646931e-43,4.918031767367551e-78,8.068815857072691e-77,3.1493462984102745e-79,3.76,0.0,0.5819302451371585,0.9999999991248372,5.0367958530041015e-36,3.7035226426845614e-41,1.9051158822437066e-12,1.9051158822437756e-12,8.75162810180745e-10,1.4451805335500835e-30,3.720316335275141e-26,1.3476051410213304e-16,1.260809191569055e-26,1.7877320346329017e-27,3.9039120727000564e-41,3.262291180626115e-26,2.9168312921045296e-29,5.8716631698383876e-33,2.4587169729702298e-27,6.485626038606988e-32,7.948009394729114e-29,3.613448195156665e-21,7.882438512908923e-27,4.693235150646629e-30,1.1949244074179038e-34,1.7341335995360887e-29,6.854463068552372e-35,5.833011530215843e-38,1.1114580571524797e-29,5.0715687822429285e-39,5.01515912164028e-48,4.2843666810799095e-19,3.1737113900044368e-52,1.123531872460103e-43,6.162570086357052e-43,1.7123750159693153e-44,5.636139829314833e-31,2.4345778376800305e-52,1.8728349883106866e-48,1.115995371372805e-38,7.636896969153141e-60,2.26468974313897e-46,4.800591607846617e-36,8.040902112151959e-32,8.477874751038576e-41,3.448896472879749e-48,5.121343000261445e-56,2.927232093092794e-45,3.613444151666893e-21,1.4615954032106975e-49,1.836601297188962e-43,4.681558797940186e-55,6.042909734360049e-53,1.400891759373569e-54
1.072178029381228e-15,0.6554745396066215,4.052792727424813e-20,1.7319255589699727e-22,2.2635585817797375e-29,3.3052988672579607e-29,0.0,0.0,2.0210027179330127e-16,6.219648706091301e-29,8.703723812385291e-35,1.0125591496369852e-34,7.370716387825078e-39,5.029292874687138e-53,1.1418288396353738e-35,4.614939827613784e-26,8.864273183394474e-31,7.905676431173541e-26,5.228108550806514e-59,1.5743636959998467e-47,5.536042925890198e-60,3.1979073281730156e-59,6.426550468160223e-19,7.877749063130037e-54,4.701638196412392e-43,5.728777181178579e-68,6.368128176739687e-73,6.57246614859297e-57,1.6396561047369141e-69,6.020232200780839e-68,1.5360815209940507e-42,2.440574890114982e-77,4.004163142085463e-76,1.5628680936283467e-78,3.76,0.0,0.581930245136206,0.9999999986872561,1.4402090757133335e-35,1.0589764787962168e-40,2.857674227109783e-12,2.8576742271099292e-12,1.3127437053821351e-09,3.0711742283998065e-30,7.905676426750475e-26,2.0214079963949732e-16,2.679220033083435e-26,3.798931162108441e-27,1.1162750702177098e-40,6.932369999714359e-26,6.198272450466522e-29,1.247728712706604e-32,5.2247745558597866e-27,1.3781963688909237e-31,1.688952197590018e-28,5.420175575489779e-21,1.675018497982332e-26,9.97312690961188e-30,3.2485639781994113e-34,3.685034583634397e-29,1.4566144105499701e-34,1.6898269049218598e-37,2.3618488003982173e-29,1.0777756043422587e-38,1.8636046301418524e-47,6.426550929563341e-19,1.1793330504679556e-51,2.638109523582446e-43,1.7621097688065605e-42,5.083614800388477e-44,1.1976803115371505e-30,9.046750152045784e-52,6.957847821423892e-48,3.3130273601206446e-38,3.3462192490364085e-59,6.475598468731921e-46,1.3457463583068739e-35,1.7086927384715329e-31,1.801549285798985e-40,9.859005048094537e-48,1.952512578400113e-55,6.812021716747721e-45,5.420166983072425e-21,5.13648870450024e-49,5.252282806385247e-43,1.7233037078306764e-54,2.2244239031559655e-52,5.1562622683778274e-54
