Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26)
2.71581174e-08,0.23154815581128876,3.76,0.0,1.001858044136005,0.9999999999460842,3.7643774757574423e-16,4.249464803102935e-41,2.9411187543273806e-28,1.023451091726903e-10,5.2047190784663694e-11,7.342013159163741e-14,9.717361737022463e-14,2.8349822968588355e-13,5.3042700016587866e-11,6.030356254066149e-15,6.163998567906949e-13,2.5249412376042616e-13,5.941812977295077e-26,2.321606927925358e-15,6.726061198350858e-29,1.5646737959694216e-15,1.7195038515484031e-15,7.372448383111704e-24,9.826098580432768e-25,2.3862220379827066e-16,1.8715559396265716e-27,1.9628185043129598e-19,8.585856509944786e-46,1.3782142818950112e-45,8.440227388828374e-18,3.497555459584239e-37,9.877460824684278e-28,3.0987286452286894e-17
3.47078646e-08,0.23154815581184268,3.76,0.0,1.0018580441069844,0.9999999999307199,7.559527813561908e-16,8.81289486728468e-41,3.812529935009424e-28,1.3068174456090438e-10,6.623566618872707e-11,1.1982948127314802e-13,1.4393016832750245e-13,4.630439965658558e-13,6.78647586393534e-11,1.1156703233663235e-14,9.978267587786763e-13,4.105901683404736e-13,1.1876086066134887e-25,3.794026185387674e-15,1.6816026405547593e-28,2.4704077193195742e-15,2.808947494874762e-15,1.4793779602305414e-23,2.4368454956710738e-24,4.2258359688438863e-16,4.6804676075796726e-27,2.5871863529938023e-19,3.236201574539636e-45,7.668161503835475e-45,1.1914185930078445e-17,9.046813831989845e-37,2.5608021422580397e-27,4.969139121606584e-17
4.22576118e-08,0.23154815581239196,3.76,0.0,1.0018580440779499,0.9999999999151966,1.320444515711314e-15,1.57467749018617e-40,4.682646791502405e-28,1.5896949247967132e-10,8.030732656940066e-11,1.7751707723627492e-13,1.981668525483619e-13,6.864648909208359e-13,8.27206442954444e-11,1.841646210698053e-14,1.4661660589269174e-12,6.060300665986419e-13,2.0647144383243778e-25,5.627821988044151e-15,3.5099896340802826e-28,3.5449217678512483e-15,4.16441707357055e-15,2.5808130879732142e-23,5.064900789492966e-24,6.714768026007615e-16,9.7727637234104e-27,3.2136251694811667e-19,9.19353716056957e-45,2.887933192704189e-44,1.545554554648048e-17,1.9219319299133775e-36,5.517712250707182e-27,7.233605788761377e-17
4.9807358999999996e-08,0.23154815581293683,3.76,0.0,1.0018580440489009,0.9999999998995175,2.1024608163930358e-15,2.545212943019859e-40,5.551381489581931e-28,1.8720888916018796e-10,9.426500154420774e-11,2.4646259168914274e-13,2.5930228454168313e-13,9.537798860280236e-13,9.761061853469083e-11,2.813646288360361e-14,2.0189146164033334e-12,8.382984322181435e-13,3.27177763116106e-25,7.823857930534895e-15,6.510553048443102e-28,4.772052441564508e-15,5.7857145705636725e-15,4.102087716552693e-23,9.374567604393005e-24,9.911002360992406e-16,1.8134235598592132e-26,3.83705972741921e-19,2.2047660502398592e-44,8.859131558711513e-44,1.8995569386866012e-17,3.608348505765423e-36,1.0528300676918874e-26,9.868215574896446e-17
5.921314350455642e-08,0.23154815581360946,3.76,0.0,1.0018580440126903,0.9999999998797695,3.422432237577603e-15,4.192626816421102e-40,6.631589687842448e-28,2.2232381969520322e-10,1.1149855004089806e-10,3.4807786629176013e-13,3.443490028765748e-13,1.3482420030500387e-12,1.1620919832293087e-10,4.4114442508026104e-14,2.8220957917100677e-12,1.1784452013256055e-12,5.292719665070971e-25,1.1067824780484724e-14,1.2524634908231951e-27,6.4961938264329355e-15,8.177086271575583e-15,6.657699093641841e-23,1.8019443912770502e-23,1.493905909976729e-15,3.490660299773451e-26,4.609274279088384e-19,5.656581371240241e-44,3.076653659811714e-43,2.339888161346899e-17,6.938371102635478e-36,2.0935861490583232e-26,1.3636145034277113e-16
6.861892800911285e-08,0.23154815581427546,3.76,0.0,1.0018580439764564,0.999999999859788,5.170807065132058e-15,6.383002154500031e-40,7.7094373879752345e-28,2.5736545268552464e-10,1.2856404930757013e-10,4.671001564096918e-13,4.3841365781039836e-13,1.8108816108263198e-12,1.3486145899045822e-10,6.484342791676934e-14,3.74835242466274e-12,1.5740729373513259e-12,7.946075161944398e-25,1.4876970048540623e-14,2.1869160555451725e-27,8.418208648687463e-15,1.0980158129980622e-14,1.0021754483823837e-22,3.1473800015219105e-23,2.117774169767469e-15,6.099341206467304e-26,5.375063229901136e-19,1.2558905310167348e-43,9.0268942908298e-43,2.7773568504265506e-17,1.2066018189795929e-35,3.7737099335332904e-26,1.7907529838956157e-16
7.802471251366927e-08,0.23154815581493507,3.76,0.0,1.0018580439401987,0.9999999998395778,7.392705366978545e-15,9.167960234811535e-40,8.785055637448517e-28,2.923347402680694e-10,1.4546620687570883e-10,6.034930860995746e-13,5.40643687617007e-13,2.341720379172548e-12,1.5356779324722607e-10,9.078754735609808e-14,4.793442060446065e-12,2.02426670383598e-12,1.1288822149034383e-24,1.9252934207227157e-14,3.5477942366554254e-27,1.0520436554255058e-14,1.4194410871709506e-14,1.4267374331729852e-22,5.1105429399580825e-23,2.8665526616074795e-15,9.90252698502963e-26,6.133985812486534e-19,2.4968578291726784e-43,2.2448976590669033e-42,3.211214466305818e-17,1.953673831297007e-35,6.303628762275639e-26,2.264598327912901e-16
8.74304970182257e-08,0.23154815581558846,3.76,0.0,1.0018580439039169,0.9999999998191436,1.012867126356138e-14,1.2591321194423843e-39,9.858530882905752e-28,3.272326064148981e-10,1.622094775143747e-10,7.572212336647782e-13,6.502722749691881e-13,2.9407742397645723e-12,1.7232855688005302e-10,1.2235817537824682e-13,5.9533244398434686e-12,2.528138750075934e-12,1.537040064934317e-24,2.4197351117567258e-14,5.43555694842196e-27,1.2788063725870321e-14,1.781931334596804e-14,1.9455815453626973e-22,7.838991263240809e-23,3.742182006115948e-15,1.518445421974641e-25,6.885931111487819e-19,4.566464383011281e-43,4.9863133915191216e-42,3.6411615560606974e-17,2.988296270541268e-35,9.928614042897845e-26,2.7818297035358804e-16
9.683628152278213e-08,0.23154815581623575,3.76,0.0,1.0018580438676103,0.9999999997984897,1.3416485647893313e-14,1.6690894822290974e-39,1.092982919963203e-27,3.620599713628665e-10,1.7879820928846604e-10,9.282492298015568e-13,7.665834321934634e-13,3.6080551693399273e-12,1.9114408442068008e-10,1.5993423922370975e-13,7.224035161284984e-12,3.0848050048593206e-12,2.0235121294599342e-24,2.971188048392073e-14,7.957966895543613e-27,1.5208246570646867e-14,2.1854315661349904e-14,2.5640286248893184e-22,1.1491363007795909e-22,4.745146096480261e-15,2.225118371222075e-25,7.631003610942163e-19,7.824484484721776e-43,1.0142316549016907e-41,4.0671899468430005e-17,4.361563725415112e-35,1.4921847794497555e-25,3.339304896510264e-16
9.999999999999998e-08,0.23154815581687715,3.76,0.0,1.0018580438553932,0.999999999791494,1.4652416873079686e-14,1.822743652115703e-39,1.1289677123963988e-27,3.7375877441693836e-10,1.8434396715789092e-10,9.896580525597566e-13,8.070945541363103e-13,3.8478360422922515e-12,1.9748521408203677e-10,1.7398177720066315e-13,7.675694324417177e-12,3.2837591395721824e-12,2.205430069309751e-24,3.1695162998470784e-14,8.968929301459857e-27,1.60546449201433e-14,2.3303595737460595e-14,2.795212660223199e-22,1.2956777306869255e-22,5.110969183638722e-15,2.5086051201553617e-25,7.880098483043301e-19,9.266173537865025e-43,1.2689553891822775e-41,4.2096201860878326e-17,4.909801516963642e-35,1.6962788973032432e-25,3.535357380859678e-16
1.0624206602733855e-07,0.23154815581687715,3.76,0.0,1.0018580438312794,0.9999999997776207,1.7290536968393738e-14,2.1498884216083915e-39,1.1998930925193911e-27,3.968177323940431e-10,1.952365392214137e-10,1.116542467654958e-12,8.889312449477852e-13,4.343569764916367e-12,2.1001467947093957e-10,2.038516115316139e-13,8.601780411983566e-12,3.6934035719685495e-12,2.592228062883486e-24,3.579818105434836e-14,1.1228672063454387e-26,1.776991241540307e-14,2.6298860032674962e-14,3.2865255573621797e-22,1.62348112688468e-22,5.874582493716242e-15,3.142711562883757e-25,8.369362262620479e-19,1.2720734638737299e-42,1.9257187804216889e-41,4.4893713793929504e-17,6.131851023242564e-35,2.1591343858475357e-25,3.934144831869033e-16
1.1564785053189498e-07,0.23154815581751287,3.76,0.0,1.001858043794923,0.9999999997565406,2.1783602987877528e-14,2.7042525751793332e-39,1.306591956942385e-27,4.3150678176630484e-10,2.115285212650988e-10,1.3220664659238656e-12,1.0167040345447713e-12,5.147321647040572e-12,2.289406307307798e-10,2.5442457691942057e-13,1.0082829402302377e-11,4.353077451174747e-12,3.246857750892436e-24,4.2457925833056116e-14,1.5365629088684238e-26,2.0462887760358796e-14,3.1152379473901656e-14,4.117058722387824e-22,2.2242756079217105e-22,7.128845929626809e-15,4.305006443246208e-25,9.10117418047401e-19,1.9789404388880206e-42,3.4357573987412986e-41,4.9077913212226865e-17,8.367950152805835e-35,3.026567132364867e-25,4.563594781513546e-16
1.250536350364514e-07,0.231548155818143,3.76,0.0,1.0018580437585412,0.9999999997352539,2.692541283640703e-14,3.3343833138079486e-39,1.41308360481722e-27,4.661279934654199e-10,2.276780146229374e-10,1.5447873111180498e-12,1.149357472796213e-12,6.0193084423016195e-12,2.4792219663023626e-10,3.1192575374282843e-13,1.1663607704383476e-11,5.062987334316387e-12,3.990655553381549e-24,4.969279977262273e-14,2.049354812941714e-26,2.327837108849515e-14,3.641429607907198e-14,5.05882592159533e-22,2.9697897715987945e-22,8.50509162022826e-15,5.747950881433262e-25,9.826602213138206e-19,2.968722193903566e-42,5.848020731173825e-41,5.322536167859563e-17,1.1128051829705656e-34,4.131413102268529e-25,5.225153217402261e-16
1.3445941954100784e-07,0.2315481558187678,3.76,0.0,1.0018580437221336,0.9999999997137641,3.274333397970335e-14,4.042097990931581e-39,1.5193687148181784e-27,5.006822244972856e-10,2.4368871160758267e-10,1.7846716261303456e-12,1.2864010095920096e-12,6.959522590879003e-12,2.669596107629316e-10,3.765947496764205e-13,1.334067776704826e-11,5.8223103451345946e-12,4.826604319922339e-24,5.750449509714332e-14,2.6742272156672585e-26,2.6208418996847277e-14,4.208402489914875e-14,6.114462334186116e-22,3.8789404439821397e-22,9.999701801393027e-15,7.509198826219615e-25,1.0545802033528608e-18,4.3188298018315734e-42,9.581166318533894e-41,5.733688406584007e-17,1.4478531788845378e-34,5.514165278903775e-25,5.916524789554932e-16
1.532709885501207e-07,0.23154815582000185,3.76,0.0,1.0018580436492406,0.9999999996701923,4.6509965958973694e-14,5.6958940027961816e-39,1.7313297995739217e-27,5.695931138205328e-10,2.753079390862056e-10,2.315798998136664e-12,1.5718559444505073e-12,9.044584221297563e-12,3.052028401711074e-10,5.282975863087522e-13,1.697040388028806e-11,7.485961126047717e-12,6.786348272426272e-24,7.486514370069834e-14,4.3137731571870834e-26,3.238212166222382e-14,5.464456242034121e-14,8.576531817075797e-22,6.265450694585072e-22,1.3328186130894281e-14,1.214298070279698e-24,1.1966133246019022e-18,8.465974945285418e-42,2.3361684470287004e-40,6.545554934809576e-17,2.3225680000158374e-34,9.288581114133254e-25,7.380158438811322e-16
1.7020140065832226e-07,0.23154815582109564,3.76,0.0,1.0018580435835465,0.9999999996303225,6.145489797815679e-14,7.461319329387955e-39,1.9214132670286232e-27,6.313921795620664e-10,3.0332517923835263e-10,2.8521859502164227e-12,1.839576038784073e-12,1.1154320142842934e-11,3.398147434397518e-10,6.913111783368041e-13,2.0534024537574152e-11,9.144234615947482e-12,8.89252510714951e-24,9.247954512044056e-14,6.310268063370775e-26,3.8259182109596706e-14,6.733781664879581e-14,1.1201922080551408e-21,9.170313388226358e-22,1.6685530029839578e-14,1.7805467198067165e-24,1.322464754705826e-18,1.444911678221349e-41,4.7412096677553075e-40,7.264797839525066e-17,3.3818634915816234e-34,1.4100254268221753e-24,8.779190194804313e-16
1.8713181276652383e-07,0.23154815582217433,3.76,0.0,1.0018580435177664,0.9999999995898536,7.894538288459025e-14,9.492562630067248e-39,2.1108674642616787e-27,6.92986978350181e-10,3.309447693764616e-10,3.4436815419687546e-12,2.115460826034169e-12,1.3484812968830438e-11,3.746104616335374e-10,8.803213354668415e-13,2.436069939050224e-11,1.0950368543943624e-11,1.1337953402207063e-23,1.1198941485063792e-13,8.888216753018081e-26,4.440274655703533e-14,8.134311946745535e-14,1.4223623522708066e-21,1.2915888798590688e-21,2.035623268896621e-14,2.514272501309263e-24,1.4465287476556362e-18,2.3364851326430233e-41,8.942553458791559e-40,7.973711289030115e-17,4.743501021897966e-34,2.0573321129144758e-24,1.0245328935534762e-15
2.040622248747254e-07,0.2315481558232387,3.76,0.0,1.0018580434518995,0.9999999995488061,9.908728969687666e-14,1.1790647444861253e-38,2.299706842441175e-27,7.543820532644537e-10,3.581841199082773e-10,4.0901053361719134e-12,2.3978075143047967e-12,1.6035875326468682e-11,4.0959077951944693e-10,1.096025263165916e-12,2.84338914109133e-11,1.2900004347270388e-11,1.4136142534060768e-23,1.3340480907073975e-13,1.2136060236386105e-25,5.0780137549653256e-14,9.665695389794193e-14,1.764753361838119e-21,1.7623909187638204e-21,2.4311069236469907e-14,3.4420022954052105e-24,1.568884010978576e-18,3.6142039517243923e-41,1.5871952739642807e-39,8.672755175053668e-17,6.452622732253266e-34,2.9049400957073795e-24,1.17698225493702e-15
2.2871092904788377e-07,0.23154815582476432,3.76,0.0,1.0018580433558488,0.9999999994880503,1.3334011095063387e-13,1.5611958765407742e-38,2.5735619680603934e-27,8.434181280705286e-10,3.971951559786722e-10,5.129057766358773e-12,2.8174744196164075e-12,2.0143770405854584e-11,4.6084936603067235e-10,1.458893127912055e-12,3.4772728178683024e-11,1.598629613521503e-11,1.886717355186761e-23,1.6801050057099658e-13,1.825190468333401e-25,6.042194122415876e-14,1.2128417376301975e-13,2.336011633814182e-21,2.6453531449313263e-21,3.0517193008518725e-14,5.1970171342687576e-24,1.744114749201556e-18,6.393374048636881e-41,3.349992446986051e-39,9.673710204333315e-17,9.658687482588889e-34,4.574505184017265e-24,1.407795763002814e-15
2.533596332210422e-07,0.23154815582626337,3.76,0.0,1.0018580432596114,0.9999999994261641,1.7364888130929524e-13,1.9990885898547624e-38,2.8461806955738627e-27,9.320533616245786e-10,4.3548159835263473e-10,6.2835326760647676e-12,3.244114865526992e-12,2.471785711243897e-11,5.125021247233113e-10,1.8807103813515606e-12,4.1556232867160435e-11,1.9355184817378125e-11,2.4411393312963238e-23,2.0670780129892454e-13,2.6278330373983137e-25,7.041418738449564e-14,1.4866664327242236e-13,2.9943057629546468e-21,3.797160268209119e-21,3.717710867905993e-14,7.512831056529819e-24,1.916089409894228e-18,1.0625789242947032e-40,6.491200908106293e-39,1.065586744762282e-16,1.3851107159907251e-33,6.874890938273133e-24,1.6473298749704279e-15
2.7800833739420055e-07,0.2315481558277381,3.76,0.0,1.0018580431631874,0.9999999993631999,2.20206853393346e-13,2.4917528236625246e-38,3.117604514324129e-27,1.0203003721935123e-09,4.730862896056887e-10,7.55301705866048e-12,3.674859072247297e-12,2.975713722468474e-11,5.645501111623853e-10,2.362236731538851e-12,4.874313970094113e-11,2.299457676388715e-11,3.0805396607335184e-23,2.495280825965619e-13,3.6524805831036593e-25,8.06850190732331e-14,1.7879357954007546e-13,3.740124792310936e-21,5.2568485489900234e-21,4.4209645456008054e-14,1.0485259981471769e-23,2.085000843530864e-18,1.6790842801156932e-40,1.173181902966644e-38,1.1620347733782584e-16,1.9188289012846045e-33,9.946490121205081e-24,1.89391036663005e-15
3.026570415673589e-07,0.2315481558291902,3.76,0.0,1.0018580430665762,0.9999999992992066,2.731656295637269e-13,3.037992254776571e-38,3.387870076803992e-27,1.1081712624398087e-09,5.100484789124737e-10,8.93701403825459e-12,4.107479064178763e-12,3.526046572843916e-11,6.16993964957034e-10,2.903871393926924e-12,5.629551705798879e-11,2.6892877463407042e-11,3.80846089818923e-23,2.96502783756453e-13,4.931423527582183e-25,9.117202452793088e-14,2.1165430780639576e-13,4.573698773672927e-21,7.063657599741106e-21,5.1541233663183725e-14,1.421530568465346e-23,2.2510257118836928e-18,2.5450757807561554e-40,2.0020136243891841e-38,1.2568177753922688e-16,2.5835744043257635e-33,1.3943250451128964e-23,2.1461567387608884e-15
3.273057457405173e-07,0.23154815583062166,3.76,0.0,1.0018580429697783,0.9999999992342294,3.326410703597731e-13,3.6364159317550254e-38,3.657010043595206e-27,1.195677642475936e-09,5.464041983366494e-10,1.043504215122567e-11,4.540244552042426e-12,4.12265620707667e-11,6.698339719907331e-10,3.50574319472385e-12,6.417847718059705e-11,3.103896920194345e-11,4.62835641648821e-23,3.476633796875989e-13,6.498250261200005e-25,1.018214294315345e-13,2.47238297871796e-13,5.495103990111303e-21,9.256876749394361e-21,5.910703617574523e-14,1.8808966771356386e-23,2.4143260537976713e-18,3.725288174028716e-40,3.256235036805343e-38,1.350029816928035e-16,3.396553842629706e-33,1.9032486976987578e-23,2.402926850444927e-15
3.5195444991367566e-07,0.231548155832034,3.76,0.0,1.001858042872794,0.9999999991683117,3.987185410764579e-13,4.285539545026466e-38,3.9250605694370565e-27,1.282830650481608e-09,5.821865716226146e-10,1.2046634707984735e-11,4.971822752559125e-12,4.76540209679529e-11,7.230701116084096e-10,4.167772298384168e-12,7.235992528172354e-11,3.5422191097007713e-11,5.543596525000262e-23,4.030413539518353e-13,8.387816009703435e-25,1.1258737232416506e-13,2.855351881211153e-13,6.504310673587539e-21,1.187576152150561e-20,6.685069206239713e-14,2.4377076488369696e-23,2.5750507865944046e-18,5.293193624815315e-40,5.085174852355878e-38,1.4417573160341278e-16,4.375711768336778e-33,2.5394727370809297e-23,2.6632761444493657e-15
3.7660315408683404e-07,0.23154815583342886,3.76,0.0,1.0018580427756236,0.9999999991014932,4.714567061093492e-13,4.983933296725139e-38,4.1920578190135516e-27,1.3696409685984554e-09,6.1742603774237e-10,1.3771339298862254e-11,5.40120951517256e-12,5.454132045162128e-11,7.767020899118279e-10,4.889712414274294e-12,8.081037520341327e-11,4.0032323707342084e-11,6.557473505987113e-23,4.626681802658425e-13,1.0636219457878748e-24,1.234313246897994e-13,3.265348010420989e-13,7.601214006221577e-21,1.495948217122679e-20,7.472401735410127e-14,3.1035166370784666e-23,2.733336780317379e-18,7.331200312514087e-40,7.668894987761484e-38,1.532079717140006e-16,5.539714375903038e-33,3.3223577755696554e-23,2.926429236511642e-15
4.012518582599924e-07,0.23154815583480762,3.76,0.0,1.001858042678268,0.9999999990338112,5.508936401199584e-13,5.730209332652189e-38,4.458030394981801e-27,1.456118849986448e-09,6.5215070124195e-10,1.560871695532345e-11,5.827635942669424e-12,6.188683575693686e-11,8.307293888418161e-10,5.671207097932263e-12,8.950264973315485e-11,4.485956283289343e-11,7.673207943741184e-23,5.265752936710308e-13,1.3280763824132043e-24,1.3432091759400934e-13,3.7022716183193913e-13,8.785665811419322e-21,1.8547066425200418e-20,8.268595131366893e-14,3.890323140731574e-23,2.889310394380857e-18,9.930909485377312e-40,1.12216209774912e-37,1.6210703522695324e-16,6.907784306734771e-33,4.2725492612525624e-23,3.1917395680808085e-15
4.259005624331508e-07,0.23154815583617155,3.76,0.0,1.0018580425807277,0.9999999989653012,6.370489248996353e-13,6.52288412374963e-38,4.7230043268974994e-27,1.5422741289364386e-09,6.863864534296681e-10,1.7558341836625765e-11,6.250539774600799e-12,6.968884444769304e-11,8.851512823736235e-10,6.511806730844848e-12,9.841177406718134e-11,4.989450972224066e-11,8.893949464770177e-23,5.947940807711993e-13,1.6359941075114706e-24,1.452294489660147e-13,4.166025031284075e-13,1.0057483882311958e-20,2.2677385669899726e-20,9.070212213494588e-14,4.81056287600159e-23,3.043087967586871e-18,1.3193218526601026e-39,1.599282950988246e-37,1.7087966836007157e-16,8.499684766703226e-33,5.411968694739473e-23,3.4586766032990655e-15
