Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24)
1.9114282511646874e-09,0.3022374275266144,3.76,0.0,0.6059800338679779,0.9999995995053518,3.0018263410125275e-10,1.3078362290064725e-19,1.3422325526006422e-12,0.00019403198347130106,1.4147334766279143e-06,5.968253154483861e-07,5.954279149713921e-07,1.043488705991976e-07,3.836169545132624e-07,2.245531481903971e-08,1.0895529629828097e-10,4.561531009550549e-09,1.0008505494359262e-14,9.659016040303883e-11,1.3196891898936764e-16,1.026055117927979e-08,8.268765178196182e-09,4.949630211068054e-14,1.3405913875764716e-13,3.936860830500764e-09,2.5912939285575793e-17,2.4610074483114933e-12,1.3741913297644603e-25,1.5822787229266373e-26,1.84859415041546e-12,2.3150018099414585e-19,1.884771294698994e-15,1.4503281236663898e-09,2.8139550819403162e-19,4.568950567359287e-21,2.5381627656015094e-17,4.463320003917934e-16,5.067600970674089e-24,2.650604470362763e-14,9.375668108994903e-24,3.295783947444454e-20,1.1782790606517327e-15,4.2641561880737286e-23,1.2891214474269178e-28,2.1283396252738923e-28,1.8358695957267635e-11
2.0493068218655447e-09,0.3022378259526253,3.76,0.0,0.6059728566842466,0.9999995692894355,3.7023108957414257e-10,1.7154883402262455e-19,1.5217403294155488e-12,0.0002079798359298151,1.5544690913672804e-06,6.859201613213958e-07,6.466109570725519e-07,1.2226129899552387e-07,4.1133493718222557e-07,2.6017489475196264e-08,1.2570883390536341e-10,5.1975164720990385e-09,1.2753446532752992e-14,1.110233656735082e-10,1.7939103911912175e-16,1.1808306602677449e-08,9.52563245904501e-09,6.102232934885055e-14,1.6739647430547887e-13,4.528518135438031e-09,3.528036411291251e-17,2.7237894099836937e-12,2.164671689991915e-25,2.5656628270515811e-26,2.088085221135698e-12,3.225880408246378e-19,2.544321626718207e-15,1.6449638126119893e-09,4.085884914053444e-19,5.894266112140489e-21,3.356323473298285e-17,5.7953572162307355e-16,7.164057387224779e-24,3.232580381559406e-14,1.4663376663263116e-23,4.848163240451503e-20,1.3943448361385006e-15,6.706483713376061e-23,2.0691499563126537e-28,3.1177143139612374e-28,2.0192086750194124e-11
2.187185392566402e-09,0.3022382244681109,3.76,0.0,0.6059656730950518,0.9999995388955145,4.504663280762863e-10,2.2106038512560255e-19,1.7098478311649044e-12,0.00022192118966013355,1.6989848017793931e-06,7.811946400383121e-07,6.991814262266553e-07,1.4188922565135532e-07,4.3906081737954987e-07,2.987722407046892e-08,1.4369460413509066e-10,5.868909778014869e-09,1.6022301370798635e-14,1.2646094386263839e-10,2.3936801623722474e-16,1.3467443214420827e-08,1.0873841733738692e-08,7.422076110900016e-14,2.0617727234358378e-13,5.162712897902342e-09,4.7147597900974036e-17,2.996099572747396e-12,3.317583428785549e-25,4.044452432532934e-26,2.3380869213249367e-12,4.398985139249811e-19,3.370597914402656e-15,1.849048748006363e-09,5.798541253011569e-19,7.486513919802527e-21,4.3577819731211376e-17,7.394976753457116e-16,9.91548206525242e-24,3.8893104779538584e-14,2.2302883765972632e-23,6.961921650732755e-20,1.6324156062466688e-15,1.025267963981899e-22,3.2211151369789545e-28,4.457525114555502e-28,2.213847576640986e-11
2.3250639632672593e-09,0.3022386230763362,3.76,0.0,0.6059584830946008,0.9999995083234232,5.415979331268983e-10,2.8046199123614364e-19,1.906164218818142e-12,0.00023585604745989593,1.8482296175181685e-06,8.826457233729925e-07,7.531879815672126e-07,1.632900551903032e-07,4.6679492294822334e-07,3.404261258338579e-08,1.6291432477093877e-10,6.5747217860023735e-09,1.987905437773757e-14,1.42902925836492e-10,3.142238992215849e-16,1.5238603603797703e-08,1.2313771383933651e-08,8.920834499327143e-14,2.5090253667280876e-13,5.839779328210294e-09,6.198242663893116e-17,3.277869455487613e-12,4.963296758210902e-25,6.21832659039786e-26,2.5983738914756964e-12,5.886063604003458e-19,4.391843351400859e-15,2.062168478784638e-09,8.065139392645992e-19,9.380008029970135e-21,5.567914170053309e-17,9.293338845545744e-16,1.3470921825782506e-23,4.6242116595852704e-14,3.310054465653341e-23,9.787256161735182e-20,1.8932599603660085e-15,1.5287155323584151e-22,4.881637200799533e-28,6.239183559915486e-28,2.4206328674533313e-11
2.4629425339681166e-09,0.30223902178052997,3.76,0.0,0.6059512866768151,0.9999994775729377,6.443396298834033e-10,3.509648980910979e-19,2.1103161837409343e-12,0.00024978441210004063,2.0021534452499214e-06,9.90270384511451e-07,8.08678344666143e-07,1.8652058173440157e-07,4.945375840464968e-07,3.8522025622755554e-08,1.833688123004208e-10,7.313990380258958e-09,2.439204240062249e-14,1.603493602166269e-10,4.065580657530926e-16,1.7122459791399618e-08,1.3845781682628097e-08,1.0610277434274866e-13,3.020918540499096e-13,6.560076690699121e-09,8.030887137582667e-17,3.569000572808406e-12,7.2681032369773335e-25,9.350035383973866e-26,2.8687908201218716e-12,7.745039126330722e-19,5.639043525880763e-15,2.2839266273092953e-09,1.1019261008156043e-18,1.161150887155514e-20,7.01367664994832e-17,1.1522952289101741e-15,1.8002752456825646e-23,5.440544519172905e-14,4.806789011440631e-23,1.3502204073047245e-19,2.177641505077131e-15,2.229332049060795e-22,7.224551706018846e-28,8.57068685143865e-28,2.6404137418155236e-11
2.600821104668974e-09,0.3022394205838847,3.76,0.0,0.6059440838353346,0.9999994466437782,7.594095041933828e-10,4.338477323713004e-19,2.3219470063797853e-12,0.00026370628632571265,2.1607070714157164e-06,1.1040655980461244e-06,8.656993188739237e-07,2.116370007030461e-07,5.222891330661849e-07,4.332410450130164e-08,2.0505806668670913e-10,8.085779627724096e-09,2.963411667288607e-14,1.7880031340278307e-10,5.192655974272013e-16,1.9119712766466107e-08,1.5470215784202685e-08,1.2502277085539083e-13,3.602837835488837e-13,7.323988309613906e-09,1.0271141424794744e-16,3.869355066951455e-12,1.0441709303127998e-24,1.3780738664790315e-25,3.1491971807742364e-12,1.0040408624439751e-18,7.146046696684556e-15,2.513943948926676e-09,1.4817372748917728e-18,1.4220321684997837e-20,8.723593508771953e-17,1.4117624369006038e-15,2.3709202814336936e-23,6.34142173821542e-14,6.845913466994305e-23,1.8316078291239684e-19,2.4863176286059804e-15,3.187170431099739e-22,1.0468128810993602e-27,1.157867430135373e-27,2.874042465486249e-11
2.738699675369831e-09,0.3022398194895569,3.76,0.0,0.6059368745635231,0.9999994155356101,8.875302075994511e-10,5.304565430959996e-19,2.5407157257464817e-12,0.00027762167285703336,2.3238421459893815e-06,1.2240283399703705e-06,9.242968074748948e-07,2.386949199237901e-07,5.500499045593967e-07,4.845775566918486e-08,2.2798134278629663e-10,8.88917900258897e-09,3.5682799991350494e-14,1.9825586958883504e-10,6.555578842239854e-16,2.1231092023240585e-08,1.718740053644207e-08,1.460881614250037e-13,4.260362448523597e-13,8.13192064914522e-09,1.2983925812774279e-16,4.1788255825674935e-12,1.4745864538861696e-24,1.9948141374950377e-25,3.4394195084936444e-12,1.2843612538332507e-18,8.94967472174036e-15,2.7518574996545905e-09,1.964150649176557e-18,1.7248389972883354e-20,1.0727740842286038e-16,1.711243914094514e-15,3.0816987854227546e-23,7.32981549488426e-14,9.581327291304654e-23,2.4473092505739883e-19,2.8200344628691476e-15,4.476030545494558e-22,1.4883249675060167e-27,1.5410619319367742e-27,3.12237477738336e-11
2.8765782460706885e-09,0.3022402185006685,3.76,0.0,0.605929658854473,0.9999993842480445,1.029429109406248e-09,6.422053660983466e-19,2.7662965774520163e-12,0.0002915305743896684,2.4915111687980914e-06,1.3501555876716403e-06,9.845158287748133e-07,2.6774936899089105e-07,5.778202351857049e-07,5.393214609908892e-08,2.5213719151733463e-10,9.723302786451065e-09,4.2620413945416676e-14,2.1871613074639146e-10,8.189810558672534e-16,2.3457355128088236e-08,1.8997647002634255e-08,1.6941993527536094e-13,4.999268616182823e-13,8.984302600227653e-09,1.6241013468767612e-16,4.497356925738669e-12,2.0504079697428644e-24,2.840755399940185e-25,3.7392944841217016e-12,1.6233337176238511e-18,1.1089802342151857e-14,2.9973200674052087e-09,2.5701918992746994e-18,2.0740364049282675e-20,1.3057726843775788e-16,2.054376421914373e-15,3.9583838415910664e-23,8.408562476804937e-14,1.3199988507827229e-22,3.225591834840958e-19,3.1795278853816645e-15,6.1856732439530215e-22,2.0802427561025075e-27,2.023700503155956e-27,3.3862701609524276e-11
3.0144568167715458e-09,0.30224061762030663,3.76,0.0,0.6059224367010081,0.9999993527806399,1.1858384368623337e-09,7.705768890451887e-19,2.9983784767487688e-12,0.00030543299359542535,2.6636674762832116e-06,1.482444319924071e-06,1.0464005306541067e-06,2.9885480833637497e-07,6.056004636625195e-07,5.975669884038095e-08,2.775234967927451e-10,1.0587289500833918e-08,5.053420209948022e-14,2.401812166014545e-10,1.0134341937803566e-15,2.579928730711644e-08,2.090125100377467e-08,1.9514029777271902e-13,5.825533069202303e-13,9.881584807309142e-09,2.012140781224743e-16,4.824872797011202e-12,2.8112585294502324e-24,3.985621084973434e-25,4.048729233247106e-12,2.029582888488287e-18,1.3609430917898504e-14,3.2499996478462575e-09,3.3239833863677368e-18,2.4743668690325805e-20,1.5746672141249398e-16,2.444923795866653e-15,5.030110995054961e-23,9.58036849253629e-14,1.7926902969768858e-22,4.198932699854566e-19,3.565529339806502e-15,8.424221542513163e-22,2.862968702220246e-27,2.625356257957119e-27,3.666592084629405e-11
3.152335387472403e-09,0.3022410168515253,3.76,0.0,0.60591520809569,0.9999993211329031,1.3574954643240202e-09,9.171226329911616e-19,3.2366642748606125e-12,0.0003193289331230515,2.840265226047901e-06,1.6208915168825867e-06,1.1099942077685192e-06,3.3206513982301255e-07,6.333909306978948e-07,6.594108774850277e-08,3.0413753821948613e-10,1.1480301189980789e-08,5.951648832307754e-14,2.6265126464342014e-10,1.2431908636849748e-15,2.825770101188247e-08,2.289849392842233e-08,2.2337274351162956e-13,6.745337178859429e-13,1.0824238816061382e-08,2.4711788805311707e-16,5.161239552347764e-12,3.805287757184142e-24,5.5161504882077785e-25,4.367657356067898e-12,2.512529620081781e-18,1.655479240843063e-14,3.50957869780586e-09,4.253052310860357e-18,2.930860102475328e-20,1.8829194623207232e-16,2.8867720031307375e-15,6.329679798249774e-23,1.0847815105157181e-13,2.4030692253549157e-22,5.4044282666312e-19,3.978765730514746e-15,1.1320821964003034e-21,3.8851546294101944e-27,3.368379067184532e-27,3.96420835269648e-11
3.2902139581732603e-09,0.30224141619734557,3.76,0.0,0.605907973030822,0.9999992893042915,1.5451427319706497e-09,1.0834628490138331e-18,3.4808699218866362e-12,0.00033321839559904184,3.0212593804143315e-06,1.7654941600785721e-06,1.1753393199424777e-06,3.674337180044553e-07,6.611919789161158e-07,7.24952318338677e-08,3.3197606329026557e-10,1.2401522635521042e-08,6.96648582514523e-14,2.861264301549037e-10,1.5129233959629029e-15,3.083343545453414e-08,2.4989643578129255e-08,2.542421401218899e-13,7.765071546250209e-13,1.1812756133816829e-08,3.0107014137819754e-16,5.506340345481369e-12,5.09060706047869e-24,7.539375478823833e-25,4.695949513836651e-12,3.0824342049125214e-18,1.997546995861046e-14,3.77575329626019e-09,5.3886743187594564e-18,3.448844194573313e-20,2.2341395363914063e-16,3.383925355818323e-15,7.893889316686221e-23,1.2213367099094166e-13,3.1829832101316813e-22,6.884249499817152e-19,4.4199534081108814e-15,1.502861648629835e-21,5.2049338767655356e-27,4.278177787557986e-27,4.279991517000535e-11
3.4280925288741176e-09,0.3022418156607558,3.76,0.0,0.6059007314984542,0.9999992572942124,1.749528218135181e-09,1.2712868614766713e-18,3.73072389252098e-12,0.00034710138362821263,3.2066056924525687e-06,1.9162492324148368e-06,1.24247750761022e-06,4.050133596852719e-07,6.890039528033603e-07,7.942929052110614e-08,3.6103532920962966e-10,1.3350160739279947e-08,8.108231527623617e-14,3.1060688621395957e-10,1.8277257585440292e-15,3.3527356158777544e-08,2.7174954689784102e-08,2.878747940868271e-13,8.891340180842504e-13,1.284764748453837e-08,3.6410589296867076e-16,5.860127204643813e-12,6.736897668486813e-24,1.0186372178563049e-24,5.033439918833008e-12,3.750431837852714e-18,2.392448980665519e-14,4.048232562756234e-09,6.766225719328452e-18,4.033954029406314e-20,2.6320839686953895e-16,3.940507401287829e-15,9.763867905463485e-23,1.367937760290409e-13,4.169945801386982e-22,8.68610277433738e-19,4.889797817592437e-15,1.972799005673202e-21,6.891281277676404e-27,5.383509369719475e-27,4.614819171793028e-11
3.565971099574975e-09,0.30224221524471245,3.76,0.0,0.6058934834903865,0.9999992251020257,1.97140545425162e-09,1.48235394363658e-18,3.985966872625979e-12,0.00036097789979413754,3.396260694585913e-06,2.0731537181587322e-06,1.3114496041723922e-06,4.44856351731813e-07,7.168271986731553e-07,8.67536598706674e-08,3.9131111638813404e-10,1.4325444082471676e-08,9.387740379955386e-14,3.360928236610469e-10,2.1931338251920465e-15,3.634035455963005e-08,2.94546692411559e-08,3.2439849601242657e-13,1.0130964180590018e-12,1.3929442275150602e-08,4.373508438680244e-16,6.222548380453196e-12,8.827186253641961e-24,1.3616500270974944e-24,5.380037942691671e-12,4.528562534547126e-18,2.8458380478140826e-14,4.32673833249797e-09,8.42553096764037e-18,4.692137497135184e-20,3.080653492027856e-16,4.560762220892966e-15,1.1985389527997127e-22,1.5248090885654993e-13,5.407862784013669e-22,1.0863677584478787e-18,5.3890001877377526e-15,2.563003780475509e-21,9.025478698312115e-27,6.716762118625545e-27,4.9695741112047104e-11
3.7038496702758322e-09,0.30224261495214083,3.76,0.0,0.6058862289981731,0.9999991927270436,2.211533662094645e-09,1.7184939206500666e-18,4.246351306684791e-12,0.00037484794665974873,3.5901816859607093e-06,2.2362046029355003e-06,1.3822956498310734e-06,4.87014459747484e-07,7.446620646209489e-07,9.4478968346934e-08,4.227987592455529e-10,1.5326622401042563e-08,1.0816435069140892e-13,3.6258445108133865e-10,2.6151471210617887e-15,3.92733476125334e-08,3.182901697295214e-08,3.6394257635258816e-13,1.149098581087392e-12,1.50586879663155e-08,5.220258344022432e-16,6.593479014644298e-12,1.1459823328610804e-23,1.8022196743619825e-24,5.735723575646089e-12,5.429808419322421e-18,3.363724764988319e-14,4.6110046958837794e-09,1.0411229681809435e-17,5.429664225086148e-20,3.583891219632933e-16,5.2490506972778456e-15,1.4609219641308006e-22,1.69216463942792e-13,6.947816132943485e-22,1.3477118527469281e-18,5.918258966193996e-15,3.2980282737800047e-21,1.1702692933023533e-26,8.314255009028957e-27,5.345144538751905e-11
3.8417282409766895e-09,0.30224301478593585,3.76,0.0,0.6058789680131268,0.9999991601685333,2.4706779597822956e-09,1.9816070309412748e-18,4.5116406392826525e-12,0.0003887115267681279,3.7883267168356676e-06,2.405398873724008e-06,1.4550549089980716e-06,5.315389387798906e-07,7.725089004551515e-07,1.0261607147025505e-07,4.554932111961559e-10,1.635296585722682e-08,1.2406325476575706e-13,3.900819948323268e-10,3.10025520131465e-15,4.2327277353960455e-08,3.429821619401118e-08,4.0663798769573017e-13,1.297867344208379e-12,1.623594919801994e-08,6.194522882055524e-16,6.972789141877366e-12,1.4750718739235358e-23,2.3634436886246478e-24,6.100412431335743e-12,6.468141104080191e-18,3.952488968592276e-14,4.900777237512695e-09,1.2773190174962144e-17,6.253137857429891e-20,4.1459813520259103e-16,6.009844715032182e-15,1.76915175642872e-22,1.8702085519868225e-13,8.848930336351607e-22,1.6593560964772601e-18,6.478263032701524e-15,4.20627465082148e-21,1.5033710249498962e-26,1.0216578571280522e-26,5.742424433290849e-11
3.979606811677547e-09,0.3022434147489625,3.76,0.0,0.605871700526324,0.9999991274257165,2.7496095680000774e-09,2.27366374147538e-18,4.7816086248335225e-12,0.0004025686426431712,3.990654573479371e-06,2.580733518853519e-06,1.5297658871021142e-06,5.784805436571413e-07,8.003680576334082e-07,1.1117604664250698e-07,4.893891001160807e-10,1.7403764345442663e-08,1.4170028050983517e-13,4.185856990732821e-10,3.655465564372561e-15,4.550311043360922e-08,3.6862474429928865e-08,4.5261738597353915e-13,1.460152653850786e-12,1.7461806947117036e-08,7.3105793660857265e-16,7.360431013628949e-12,1.883584914486809e-23,3.0728934434949135e-24,6.473925201273021e-12,7.658565878701533e-18,4.6188911053947235e-14,5.19581234098077e-09,1.556695618307879e-17,7.169507035082573e-20,4.771247644391416e-16,6.847726431729815e-15,2.12942579248094e-22,2.0591357755184133e-13,1.1179324879733285e-21,2.0287707187695125e-18,7.069689577526684e-15,5.3204415798874376e-21,1.9146855266252942e-26,1.2468964291768602e-26,6.162313906040937e-11
4.117485382378405e-09,0.30224381484405577,3.76,0.0,0.6058644265286081,0.9999990944977714,3.049105935406661e-09,2.5967053551069776e-18,5.056039045980889e-12,0.0004164192967899744,4.197124766991992e-06,2.7622055279984785e-06,1.606466342702489e-06,6.278895366428548e-07,8.2823988923008e-07,1.2017018942842479e-07,5.24480737670614e-10,1.8478327065898217e-08,1.6120780439109272e-13,4.48095825744968e-10,4.288328245102916e-15,4.8801837696540584e-08,3.9521988659960464e-08,5.020151809857625e-13,1.6367279850885477e-12,1.873685800018471e-08,8.583818371093729e-16,7.756379064404066e-12,2.3874010573783927e-23,3.963307951244479e-24,6.85613794072676e-12,9.01715439490318e-18,5.3700787932105965e-14,5.495876894698413e-09,1.8854191601431683e-17,8.186072310844793e-20,5.464151203299412e-16,7.76739167897285e-15,2.548562645667013e-22,2.2591323207284507e-13,1.4017131179673143e-21,2.4642388576480322e-18,7.693211396557385e-15,6.678003166847112e-21,2.4190065241903827e-26,1.5121648034628187e-26,6.605719362218638e-11
4.255363953079263e-09,0.30224421507402144,3.76,0.0,0.6058571460105925,0.9999990613838338,3.369950824621587e-09,2.9528449862344055e-18,5.33472556399983e-12,0.000430263491695207,4.407697523618127e-06,2.949811892171462e-06,1.6851932978222396e-06,6.7981569410269e-07,8.561247499136084e-07,1.2961001040148887e-07,5.607621163991522e-10,1.9575982198838864e-08,1.8272454026690165e-13,4.786126545260614e-10,5.006958375912243e-15,5.222447382712296e-08,4.227694551428837e-08,5.549675745566084e-13,1.8283907345282354e-12,2.006171455313303e-08,1.0030789963016833e-15,8.160524096460558e-12,3.004982017092749e-23,5.073363781775138e-24,7.247056423673544e-12,1.0561077340904762e-17,6.213591391291916e-14,5.800748128920537e-09,2.2703122393046636e-17,9.310493333770231e-20,6.229288303324141e-16,8.773649107684794e-15,3.034041545711937e-22,2.470375393309412e-13,1.745156459304633e-21,2.9749115527657647e-18,8.349500290787168e-15,8.321713667484586e-21,3.03330831440296e-26,1.8230228267675185e-26,7.073553571816173e-11
4.39324252378012e-09,0.3022446154416376,3.76,0.0,0.6058498589626647,0.9999990280829958,3.712934466663791e-09,3.344267750106483e-18,5.617471204545655e-12,0.0004441012298277618,4.622333771711425e-06,3.1435496037177445e-06,1.7659830522976186e-06,7.34308315470084e-07,8.840229958958204e-07,1.3950723074731855e-07,5.982269496661367e-10,2.0696076348436072e-08,2.0639571253358233e-13,5.101364828347809e-10,5.820062681101916e-15,5.577205696692316e-08,4.5127521869325036e-08,6.116126271703604e-13,2.0359627013593325e-12,2.1437003541810133e-08,1.1669258294530423e-15,8.572721411626069e-12,3.7577041434654e-23,6.448534981945711e-24,7.646659647220822e-12,1.2308651019125984e-17,7.157368809664264e-14,6.110213096013484e-09,2.7189015161440183e-17,1.0550800791249988e-19,7.071388980325587e-16,9.871413296882828e-15,3.5940480272537324e-22,2.693033852743972e-13,2.158407893927791e-21,3.570867860259444e-18,9.03921984328839e-15,1.0300145308426256e-20,3.776980141829458e-26,2.1856059963879302e-26,7.566735902158297e-11
4.531121094480978e-09,0.3022450159496543,3.76,0.0,0.6058425653749916,0.9999989945943106,4.0788537841783884e-09,3.773230124748354e-18,5.904087578117939e-12,0.00045793251363950867,4.840995125991448e-06,3.3434156563128322e-06,1.8488712013751494e-06,7.914162340306715e-07,9.119349848609544e-07,1.4987377684454576e-07,6.368687396173763e-10,2.183797380164709e-08,2.323732769718297e-13,5.426676258753736e-10,6.736971149073191e-15,5.9445648253274076e-08,4.8073885622528966e-08,6.720903500768183e-13,2.260290644271092e-12,2.2863365744748403e-08,1.3518266594240818e-15,8.992914801932664e-12,4.670230502197744e-23,8.142060122787949e-24,8.054772309647845e-12,1.4279390635303026e-17,8.20976412589151e-14,6.424067889159076e-09,3.2394712761485835e-17,1.191541001811732e-19,7.995315932954337e-16,1.1065700692515608e-14,4.237525348262858e-22,2.927268907698046e-13,2.652963461323418e-21,4.263182915964014e-18,9.763021108433068e-15,1.2668273195237727e-20,4.672083253650125e-26,2.606670150998979e-26,8.086192704675664e-11
4.668999665181836e-09,0.30224541660079396,3.76,0.0,0.6058352652375218,0.999998960916791,4.468512563748385e-09,4.242059786151578e-18,6.194394428788058e-12,0.0004717573455657733,5.063643874738424e-06,3.5494070449596993e-06,1.933892649793086e-06,8.511878256762869e-07,9.398610759198385e-07,1.6072177592319712e-07,6.766808056947198e-10,2.3001055988869848e-08,2.608161132399861e-13,5.762064166533113e-10,7.767667846545632e-15,6.324633135930056e-08,5.111619607523393e-08,7.365427761174136e-13,2.50224678247347e-12,2.4341455115003356e-08,1.5598199821903366e-15,9.421104361422803e-12,5.770921038972635e-23,1.0216021183324804e-23,8.471212753267153e-12,1.649405193735061e-17,9.379552960623837e-14,6.742117181654769e-09,3.841119367048356e-17,1.3413130395679608e-19,9.006062707957318e-16,1.2361633385292124e-14,4.974224735892678e-22,3.1732345186232377e-13,3.2418069263338776e-21,5.063998142460526e-18,1.0521550099739006e-14,1.5488108724074107e-20,5.743631781782961e-26,3.0936376017346677e-26,8.632857572107182e-11
4.8068782358826935e-09,0.3022458173977519,3.76,0.0,0.6058279585399908,0.99999892704941,4.882721525565375e-09,4.7531565490085144e-18,6.488219646863857e-12,0.00048557572802556103,5.2902429716078434e-06,3.7615207659827638e-06,2.0210816203384805e-06,9.136710145333892e-07,9.678016295994155e-07,1.7206355344643763e-07,7.176562626315851e-10,2.4184721258800258e-08,2.9189015652351317e-13,6.107532059274155e-10,8.922816827856806e-15,6.717521213389785e-08,5.42546039199683e-08,8.051139928380278e-13,2.76272919970545e-12,2.587193848867443e-08,1.7930837156094196e-15,9.85720512653252e-12,7.092275659854789e-23,1.2742529723100661e-23,8.895978748393549e-12,1.8974661846305322e-17,1.0675937098578327e-13,7.064174222637919e-09,4.533811786851772e-17,1.5053171742219212e-19,1.0108751290483914e-15,1.3764442401656533e-14,5.814752160796947e-22,3.43107738660055e-13,3.939553516687595e-21,5.98658779755327e-18,1.1315453561497224e-14,1.8829368469247696e-20,7.0198899986e-26,3.654641214811236e-26,9.207671353371915e-11
4.944756806583551e-09,0.302246218343197,3.76,0.0,0.6058206452719219,0.9999988929911027,5.322298401335106e-09,5.308993201984148e-18,6.7853991391965115e-12,0.0004993876634219463,5.520756026497176e-06,3.979753817020938e-06,2.1104716635553192e-06,9.789132792777907e-07,9.957570078211754e-07,1.8391163015316939e-07,7.597880188202258e-10,2.5388384583925914e-08,3.257685386900649e-13,6.463083621700158e-10,1.021378804219097e-14,7.123341828887202e-08,5.748925146151852e-08,8.779501830826141e-13,3.0426622786341493e-12,2.7455495224028947e-08,2.05394049860942e-15,1.0301058840440456e-11,8.671414406233301e-23,1.5805028227673836e-23,9.329125595665978e-12,2.1744558812184268e-17,1.2108549060108286e-13,7.3900606958705695e-09,5.328437964132956e-17,1.684515435450674e-19,1.130863029051545e-15,1.527946202883893e-14,6.770618565076207e-22,3.7009370691900475e-13,4.762600586869235e-21,7.045425875234717e-18,1.214537180809104e-14,2.2770172633889672e-20,8.532682525547777e-26,4.2985694794848246e-26,9.811582193896e-11
5.082635377284409e-09,0.30224661943977266,3.76,0.0,0.6058133254226308,0.9999988587407665,5.788068125531133e-09,5.912114958985458e-18,7.08577615137383e-12,0.0005131931541427945,5.755147291221014e-06,4.2041031970240724e-06,2.202095673680126e-06,1.0469616629729462e-06,1.0237275738376614e-06,1.9627871716421175e-07,8.030688368644918e-10,2.6611476908846654e-08,3.6263180515114334e-13,6.828722716005035e-10,1.1652689921699245e-14,7.542209899432869e-08,6.082027334701366e-08,9.551997106334537e-13,3.3429972622180783e-12,2.9092816417244915e-08,2.34486438243004e-15,1.0752590885558194e-11,1.0550608303587474e-22,1.9499733293971333e-23,9.770520858067243e-12,2.4828450581367465e-17,1.3687463247017945e-13,7.719606040917719e-09,6.236871921729508e-17,1.8799123884114134e-19,1.2611074062667587e-15,1.6912121712122215e-14,7.854298940804549e-22,3.982946585136131e-13,5.7292903227535116e-21,8.256261902754569e-18,1.3011931842113381e-14,2.7397787946767956e-20,1.0317726690052255e-25,5.035117817960103e-26,1.0445545842022163e-10
5.220513947985267e-09,0.3022470206900971,3.76,0.0,0.6058059989812313,0.9999988242972631,6.280863061900525e-09,6.5651383410489406e-18,7.389200546851874e-12,0.0005269922025614255,5.993381644373856e-06,4.434565906252139e-06,2.2959859055460933e-06,1.117862783409643e-06,1.05171369216581e-06,2.0917771076365775e-07,8.474913946170658e-10,2.785344444600714e-08,4.026681579172115e-13,7.204453382410243e-10,1.3252406210073354e-14,7.974242438528971e-08,6.424779722787e-08,1.037013216516409e-12,3.664712840812511e-12,3.078460404005776e-08,2.6684883262822895e-15,1.1211823371656286e-11,1.277786759713613e-22,2.393724148374016e-23,1.0219919439468236e-11,2.825246943858288e-17,1.5423208671626915e-13,8.052646729307488e-09,7.272039591929595e-17,2.0925564508042272e-19,1.4021581568839768e-15,1.8667947317442094e-14,9.07929479628794e-22,4.277233057441454e-13,6.86008737200307e-21,9.636205101010143e-18,1.3915754447170843e-14,3.280943251610075e-20,1.2414997117140693e-25,5.87484493560302e-26,1.1110526027142485e-10
5.358392518686124e-09,0.30224742209676303,3.76,0.0,0.6057986659366369,0.9999987896594184,6.801523114910143e-09,7.270751333879405e-18,7.695528704993722e-12,0.0005407848110368624,6.235424581954335e-06,4.671138946271963e-06,2.3921739845858912e-06,1.191662839519501e-06,1.0797157285675937e-06,2.226216893140964e-07,8.930482746932576e-10,2.9113748367265523e-08,4.460736301775822e-13,7.59027983900133e-10,1.5026628557294477e-14,8.419558514411367e-08,6.777194380229417e-08,1.1235436695315855e-12,4.008815617165069e-12,3.25315705389495e-08,3.0276107541666124e-15,1.1678705134000572e-11,1.540757937574929e-22,2.9244293117898345e-23,1.0677263064763268e-11,3.204420832466083e-17,1.732677495453819e-13,8.38902614691716e-09,8.447986740236448e-17,2.323540667043589e-19,1.5545774139284754e-15,2.0552568357686854e-14,1.04601919309748e-21,4.583917804439871e-13,8.177767420151116e-21,1.1203807033885124e-17,1.4857462675190336e-14,3.9113137080360874e-20,1.486911756209278e-25,6.829227953807726e-26,1.1807494558929672e-10
