Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189)
3.9926155773620565e-07,0.11998669426785068,3.76,0.0,0.6341755517936666,0.9999999377183718,1.1490533668987758e-09,7.909514256667216e-30,1.434286338660638e-21,3.2927778512096256e-07,4.525836493620565e-08,1.9447380215612697e-08,2.335401546487759e-09,1.9114456084790934e-08,5.003739244998718e-08,6.259463589201359e-09,3.1395315203085652e-09,7.996840812416091e-09,7.337007607448946e-18,1.6623775946951727e-10,5.549314287471592e-19,1.535373279485933e-10,4.963619296468165e-10,2.320811967184659e-16,1.7469951320620994e-15,8.210957064562245e-11,7.184089106338907e-18,1.2961896006784828e-15,1.687777970033012e-30,5.5488388571158095e-28,3.632011176382555e-14,1.1445983731335416e-25,2.7269864136748393e-17,2.1450027951226594e-12,8.605449126951584e-19,7.896608661370968e-28,9.312090439311786e-19,2.6024322490368834e-17,4.5960984387674066e-27,2.2868268698990916e-15,1.6208668036754036e-27,3.494805274367344e-24,2.908029967566269e-21,6.807694894924779e-27,3.045705167711285e-35,5.4637811315591615e-33,1.910016435146973e-17,2.5644334672030636e-17,1.2964396653159027e-20,1.4947825610199443e-21,1.8947013327148283e-18,1.0680999839021046e-27
4.143522496341488e-07,0.1199866944224515,3.76,0.0,0.6341755413585491,0.9999999347480237,1.2531044716561657e-09,8.545940791075432e-30,1.4852422603732613e-21,3.409312824830986e-07,4.7213604171366685e-08,2.0910236594268488e-08,2.4457701492473686e-09,2.0690271512226832e-08,5.241624093710618e-08,6.810559303642552e-09,3.2927521300015654e-09,8.344635781577579e-09,8.266347965377824e-18,1.8017293202701882e-10,6.483753411842263e-19,1.608431858883328e-10,5.338115763909987e-10,2.5163148381290035e-16,1.969018551834092e-15,8.631641610113704e-11,8.369893805523582e-18,1.3523188234736086e-15,2.0702076881176732e-30,7.080293987600295e-28,3.7899504409189405e-14,1.3355962864068745e-25,3.183906148015272e-17,2.2269200955791797e-12,1.0409218627074346e-18,9.211757505802756e-28,1.0607087258831378e-18,2.9416284517651365e-17,5.420453000153142e-27,2.4840255728028483e-15,2.0344908705421174e-27,4.2415393048661205e-24,3.1478158482178145e-21,8.568552145893772e-27,3.823340667419807e-35,6.58727571348801e-33,2.026108875154379e-17,2.7276771820584712e-17,1.3843448770896226e-20,1.595578697202919e-21,2.015366518035743e-18,1.2920744147709735e-27
4.2944294153209195e-07,0.11998669457768103,3.76,0.0,0.634175530839798,0.9999999317346256,1.3620050208012844e-09,9.208436235456855e-30,1.5359779600462028e-21,3.5253399598879395e-07,4.9183058170245155e-08,2.2423853811826564e-08,2.5570337894408523e-09,2.2334236485595385e-08,5.483438861295836e-08,7.387202501581575e-09,3.447245444778996e-09,8.691141769362422e-09,9.274672055584831e-18,1.947599529663648e-10,7.534294997647893e-19,1.6818889415720832e-10,5.72567020858145e-10,2.7201257951204736e-16,2.2095427523717607e-15,9.055887122631055e-11,9.697229407271918e-18,1.4088572036998404e-15,2.5205322761905022e-30,8.95476053553074e-28,3.949046294248456e-14,1.5498877404885503e-25,3.6966401889330115e-17,2.3086213918526235e-12,1.2504620724066554e-18,1.0686859534912886e-27,1.2021224067386764e-18,3.30968076371437e-17,6.356242608103124e-27,2.6936215406897416e-15,2.533131336527719e-27,5.1129568022830954e-24,3.397973631852188e-21,1.0698064839642969e-26,4.760893143512409e-35,7.889044285619423e-33,2.1465537546094806e-17,2.8969090453624076e-17,1.475918115624285e-20,1.700537469902103e-21,2.140460422236991e-18,1.5522754135575655e-27
4.445336334300351e-07,0.11998669473354523,3.76,0.0,0.6341755202373793,0.9999999286779382,1.4757809435226391e-09,9.897056516727313e-30,1.586494665946977e-21,3.6408618876303006e-07,5.116630120760427e-08,2.3988010804446516e-08,2.6691664407523994e-09,2.4046848655976472e-08,5.729213025154428e-08,7.989596509556983e-09,3.6029735750071406e-09,9.036321631242324e-09,1.0365648151754394e-17,2.1000950495572293e-10,8.71062705646198e-19,1.75573102558685e-10,6.126227826488807e-10,2.932292029491436e-16,2.469347689128544e-15,9.483588433029646e-11,1.1176913076248957e-17,1.4657924963219572e-15,3.0477332617647078e-30,1.1232421059782536e-27,4.1092641857108105e-14,1.7893366778207154e-25,4.269641285288867e-17,2.390110837072283e-12,1.4925771084283657e-18,1.2334660377330821e-27,1.3560103857006585e-18,3.7078132387479315e-17,7.413997160021274e-27,2.9160605006319914e-15,3.1303520622867183e-27,6.124488080776775e-24,3.658579071929729e-21,1.325660096947033e-26,5.883888995484363e-35,9.389565395586075e-33,2.2713330987300004e-17,3.072099922390988e-17,1.5711445462337727e-20,1.8096417849393226e-21,2.2699615468648145e-18,1.8529424827959004e-27
4.5962432532797825e-07,0.11998669489004965,3.76,0.0,0.6341755095512653,0.9999999255777215,1.5944572894601979e-09,1.061184632075948e-29,1.6367935636149412e-21,3.7558811431076583e-07,5.316291543246249e-08,2.5602487635826492e-08,2.7821425904711143e-09,2.5828590715026695e-08,5.978975143209119e-08,8.617938713863496e-09,3.759899653117814e-09,9.380146694756124e-09,1.154298141086094e-17,2.2593234924760873e-10,1.0022879614781717e-18,1.8299450269299112e-10,6.539734096234095e-10,3.152861340378291e-16,2.74921638741504e-15,9.914643346177866e-11,1.282014153511663e-17,1.523112683495213e-15,3.661603186957091e-30,1.3981267623167543e-27,4.270570205380118e-14,2.0558819720325654e-25,4.907538969086764e-17,2.4713924981013283e-12,1.770934127518752e-18,1.416841433288738e-27,1.5229338136168593e-18,4.1372500781420086e-17,8.604846123522672e-27,3.1517859758987818e-15,3.841300349150613e-27,7.292854786526646e-24,3.929705644876117e-21,1.6311861451096134e-26,7.220835998844829e-35,1.1110825257299682e-32,2.400428043315566e-17,3.253219725715147e-17,1.6700084445678488e-20,1.922873565036937e-21,2.4038476900625103e-18,2.198632867673319e-27
4.747150172259214e-07,0.11998669504719962,3.76,0.0,0.6341754987814344,0.9999999224337383,1.7180582553086334e-09,1.1352839444076862e-29,1.6868758034941379e-21,3.8704001825093797e-07,5.5172490791712256e-08,2.7267065458169345e-08,2.895937219226716e-09,2.767993069390457e-08,6.232752873519421e-08,9.27242067774955e-09,3.9179877258318125e-09,9.722595065390242e-09,1.2810412206038689e-17,2.4253932319158493e-10,1.1481629045998217e-18,1.9045182125148256e-10,6.966134769738122e-10,3.3818820936508185e-16,3.0499348420580933e-15,1.0348952220591311e-10,1.4638486909544358e-17,1.5808059721589187e-15,4.3727866850755286e-30,1.7277772323714888e-27,4.432931077466073e-14,2.3515373574245283e-25,5.615139470083628e-17,2.552470370722507e-12,2.0894646428787725e-18,1.6201883946613186e-27,1.7034544154206376e-18,4.5992151374158704e-17,9.940531398082261e-27,3.401239215766482e-15,4.682828080839599e-27,8.636129742206599e-24,4.211424595586141e-21,1.9939482043970822e-26,8.803451505222502e-35,1.307636862282957e-32,2.5338188579663417e-17,3.4402374339164816e-17,1.772493295140733e-20,2.0402138540094145e-21,2.542095959840034e-18,2.5942324590959395e-27
4.898057091238646e-07,0.11998669520500015,3.76,0.0,0.6341754879278704,0.9999999192457534,1.846607205980456e-09,1.2120059159723563e-29,1.7367425068148683e-21,3.984421396529971e-07,5.7194624923546435e-08,2.898152648119143e-08,3.01052578831796e-09,2.960132225132571e-08,6.49057299267024e-08,9.9532282527766e-09,4.077202682023099e-09,1.0063650321685006e-08,1.4171714490397168e-17,2.598413378033141e-10,1.309790219543511e-18,1.9794381627983176e-10,7.405375864933428e-10,3.619403182982275e-16,3.372291916960585e-15,1.078641773194928e-10,1.6643892330493127e-17,1.6388607908206627e-15,5.1928219972964314e-30,2.1207587469649892e-27,4.596314151198153e-14,2.6783913161733935e-25,6.397425558861915e-17,2.6333483910607134e-12,2.4523731889946627e-18,1.844933932085156e-27,1.8981342293211925e-18,5.094931452139854e-17,1.143341988207781e-26,3.664859127029305e-15,5.6736176867307625e-27,1.0173797456848229e-23,4.503804981271752e-21,2.4223663773204262e-26,1.0666899729868435e-34,1.5311349068989055e-32,2.671484977571459e-17,3.633121125678128e-17,1.8785818547039997e-20,2.161642884972783e-21,2.6846827990687992e-18,3.044966570583036e-27
5.048964010218078e-07,0.11998669536345602,3.76,0.0,0.6341754769905632,0.9999999160135353,1.98012669350051e-09,1.2913518566478692e-29,1.786394770307334e-21,4.097947121034309e-07,5.9228923040907124e-08,3.07456539466004e-08,3.1258842290883713e-09,3.159320495352222e-08,6.75246141344241e-08,1.066054168737413e-08,4.237510198157413e-09,1.0403300474755229e-08,1.5630694195320004e-17,2.7784937538344576e-10,1.4883180308802876e-18,2.0546927469087295e-10,7.857403659790065e-10,3.865473992948734e-16,3.717079246095203e-15,1.1226944711848191e-10,1.8848667319278265e-17,1.6972657861172395e-15,6.1341828125733035e-30,2.5866273865095917e-27,4.760687391247118e-14,3.0386069247611845e-25,7.259556323830695e-17,2.7140304446294828e-12,2.864145881228901e-18,2.0925557177138902e-27,2.107535359131001e-18,5.625620780104796e-17,1.3096515750501112e-26,3.943082208069658e-15,6.834312760603442e-27,1.1926815244323306e-23,4.806913714077197e-21,2.925783133429177e-26,1.2850037813603442e-34,1.7842578676321758e-32,2.8134050297999694e-17,3.831838016722338e-17,1.9882562023411773e-20,2.2871401348763922e-21,2.8315840130901596e-18,3.556410584349217e-27
5.19987092919751e-07,0.1199866955225718,3.76,0.0,0.6341754659695082,0.9999999127368573,2.1186384753722445e-09,1.3733220924348143e-29,1.835833670098862e-21,4.2109796459349704e-07,6.127499781567452e-08,3.255923210619944e-08,3.2419889317893045e-09,3.3656004547919734e-08,7.01844320205259e-08,1.139453573399094e-08,4.398876690769653e-09,1.07415371028862e-08,1.719118765544494e-17,2.9657448718186166e-10,1.6849402773849061e-18,2.1302701004473822e-10,8.322164687220673e-10,4.120144363779743e-16,4.085091136492307e-15,1.1670440001328323e-10,2.1265482975920833e-17,1.7560098194126202e-15,7.210320403562675e-30,3.1360055929422566e-27,4.9260193682473684e-14,3.434421659335951e-25,8.206866886959693e-17,2.79452037380688e-12,3.329558866762047e-18,2.3645819670520426e-27,2.332219737240498e-18,6.192503158850735e-17,1.4943472446337023e-26,4.236342485713937e-15,8.187653191346806e-27,1.3917674899058063e-23,5.120815602737567e-21,3.514531907221627e-26,1.539567038882674e-34,2.0698577084266144e-32,2.9595568629268973e-17,4.03635449025783e-17,2.1014977871861883e-20,2.4166843761236755e-21,2.9827747920780337e-18,4.13450046232846e-27
5.350777848176942e-07,0.11998669568235186,3.76,0.0,0.6341754548647067,0.9999999094154977,2.262163532126937e-09,1.4579159991680686e-29,1.885060264919453e-21,4.3235212225192157e-07,6.333246926147887e-08,3.442204620313843e-08,3.3588167350139055e-09,3.5790133230705025e-08,7.288542594936439e-08,1.2155379754236696e-08,4.561269276421691e-09,1.1078354637943306e-08,1.8857060059016677e-17,3.160277911069428e-10,1.9008970677661504e-18,2.2061586070321134e-10,8.799605730748696e-10,4.3834645575065545e-16,4.477124473097554e-15,1.211681232764842e-10,2.3907366981159748e-17,1.815081963358866e-15,8.43570609203555e-30,3.780660348474105e-27,5.092279249094791e-14,3.8681471629837753e-25,9.24486806002621e-17,2.8748219838303e-12,3.853686662257481e-18,2.6625912972001326e-27,2.5727488977576576e-18,6.796796478837673e-17,1.6988604382402018e-26,4.54507145462505e-15,9.758614807745855e-27,1.6170464904906118e-23,5.445573393307113e-21,4.200008490488232e-26,1.8350812653667502e-34,2.3909619896215819e-32,3.10991757716584e-17,4.24663613127256e-17,2.2182874709720466e-20,2.5502537229692536e-21,3.1382297362209925e-18,4.7855431163816494e-27
5.501684767156374e-07,0.11998669584280036,3.76,0.0,0.6341754436761645,0.9999999060492397,2.4107220835144277e-09,1.545132035722328e-29,1.934075598653803e-21,4.435574069277464e-07,6.540096461172424e-08,3.6333882456207527e-08,3.4763449168761255e-09,3.7995989908112815e-08,7.562783015009539e-08,1.2943237821367318e-08,4.724655741208627e-09,1.1413749798515798e-08,2.0632203927876393e-17,3.362204694803948e-10,2.1374750179389118e-18,2.2823468862978374e-10,9.289673820914664e-10,4.655485225444268e-16,4.893978625439836e-15,1.256597222192194e-10,2.678769841962e-17,1.8744714983426825e-15,9.825874003682732e-30,4.533584031796855e-27,5.259436786924452e-14,4.342168976787416e-25,1.0379245942157567e-16,2.954939047344099e-12,4.441910373253588e-18,2.9882125628841925e-27,2.829683759811743e-18,7.439716072272419e-17,1.9246898349101143e-26,4.8696980191963864e-15,1.1574553585790993e-26,1.871093316235615e-23,5.781247808931217e-21,4.994745281782023e-26,2.176696204561894e-34,2.7507786403612416e-32,3.264463555480826e-17,4.462647764382099e-17,2.3386055621526402e-20,2.6878256693186062e-21,3.2979228838119994e-18,5.516226631472915e-27
5.652591686135806e-07,0.11998669600392138,3.76,0.0,0.6341754324038934,0.9999999026378732,2.5643336036420405e-09,1.634967775717744e-29,1.982880702333668e-21,4.547140376483524e-07,6.748011819491206e-08,3.829452804666781e-08,3.594551187353703e-09,4.0273960451845253e-08,7.841187087470025e-08,1.375826882044675e-08,4.889004517576452e-09,1.1747721145288945e-08,2.2520537626055125e-17,3.571637668365771e-10,2.396007570073516e-18,2.358823786709678e-10,9.792316232295403e-10,4.9362573769236775e-16,5.336455356249917e-15,1.301783196687295e-10,2.992020243370052e-17,1.934167908875252e-15,1.1397464010983627e-29,5.40907791045336e-27,5.42746231095605e-14,4.858946234822117e-25,1.1615861460512646e-16,3.034875307808956e-12,5.099925791005108e-18,3.3431246704897344e-27,3.1035844203718152e-18,8.122474316992271e-17,2.1734024625379186e-26,5.210648438048205e-15,1.3665354410345587e-26,2.1566550209621836e-23,6.127897588724998e-21,5.912488426198289e-26,2.570037849932054e-34,3.15270066035753e-32,3.4231704925878425e-17,4.684353487709453e-17,2.4624318441054006e-20,2.829377120094267e-21,3.4618277362924743e-18,6.333630336491467e-27
5.803498605115238e-07,0.11998669616571873,3.76,0.0,0.6341754210479105,0.9999998991811931,2.72301683571871e-09,1.727419938317467e-29,2.031476595733149e-21,4.6582223098858884e-07,6.956957131142299e-08,4.030377110689355e-08,3.7134136806602317e-09,4.2624417949331196e-08,8.123776655258219e-08,1.460062654682915e-08,5.054284664428867e-09,1.2080268723454393e-08,2.452600389263753e-17,3.788689877643654e-10,2.677875293880656e-18,2.435578379615803e-10,1.0307480480957165e-09,5.225832349115153e-16,5.80535873217502e-15,1.3472305552086468e-10,3.331894471970879e-17,1.9941608800276226e-15,1.3168264819071905e-29,6.42283818897978e-27,5.596326716438139e-14,5.42101132402247e-25,1.2960749856803529e-16,3.11463448214325e-12,5.833751363245559e-18,3.729056370769654e-27,3.3950099555635197e-18,8.846280254706575e-17,2.4466347792051422e-26,5.568346271089907e-15,1.606358433298519e-26,2.476657290464959e-23,6.485579525866332e-21,6.96827785201227e-26,3.0212373178905187e-34,3.600310749086307e-32,3.586013423973624e-17,4.911716705135505e-17,2.5897456015090497e-20,2.9748844205834098e-21,3.629917281986522e-18,7.245234718328057e-27
5.95440552409467e-07,0.11998669632819615,3.76,0.0,0.6341754096082372,0.9999998956790014,2.8867898066493237e-09,1.8224844186981125e-29,2.079864288682661e-21,4.76882201375173e-07,7.166897211316136e-08,4.236140071033784e-08,3.832910947383327e-09,4.5047722949243326e-08,8.410572794223688e-08,1.54704598031269e-08,5.220465848721192e-09,1.2411393768496472e-08,2.665256839970178e-17,4.013474947901854e-10,2.984506170541061e-18,2.512599953082296e-10,1.0835114322223027e-09,5.524261777837547e-16,6.301495036665929e-15,1.3929308627994848e-10,3.6998325878243064e-17,2.0544402939495673e-15,1.5157257212383764e-29,7.592044540868671e-27,5.766001454813884e-14,6.030969511226797e-25,1.4420120122073626e-16,3.194220262790181e-12,6.6497360355776156e-18,4.147786031538133e-27,3.704518229766194e-18,9.61233922308426e-17,2.7460937247451893e-26,5.943212329078833e-15,1.8804650272206784e-26,2.8342108536809e-23,6.854348504966973e-21,8.178530212922765e-26,3.536960558357918e-34,4.097385860609973e-32,3.7529667552670795e-17,5.1447001605348786e-17,2.720525646279808e-20,3.124323385445409e-21,3.802164021408019e-18,8.258931175107316e-27
6.256219362053533e-07,0.11998669665520534,3.76,0.0,0.6341753864779324,0.9999998885373199,3.229673575579525e-09,2.020429969977432e-29,2.176019068489353e-21,4.98858321578867e-07,7.589624293081712e-08,4.662098049615896e-08,4.073726040443189e-09,5.0114256385972986e-08,8.996865341719533e-08,1.7293123717274022e-08,5.555412945426802e-09,1.306938587793512e-08,3.1284961089468704e-17,4.486700946155897e-10,3.6780079049925415e-18,2.6674022465414676e-10,1.1927582989174743e-09,6.147891874879555e-16,7.378702147678645e-15,1.4850573923927889e-10,4.5258246580259055e-17,2.175818943701344e-15,1.9871960643037075e-29,1.0473485214050064e-26,6.107670459469968e-14,7.405348174370864e-25,1.7708007102467342e-16,3.352886298146295e-12,8.555276711457002e-18,5.090999275161009e-27,4.380007316791145e-18,1.1276016992000877e-16,3.4308776993352183e-26,6.746118338235274e-15,2.5472105771312364e-26,3.675378842445722e-23,7.625357802132497e-21,1.113549988711564e-25,4.791502571716458e-34,5.256036827526327e-32,4.099099261385584e-17,5.627375659480376e-17,2.9923976243098916e-20,3.434897073775387e-21,4.159016791416186e-18,1.0626277378728052e-26
6.558033200012396e-07,0.11998669698497587,3.76,0.0,0.6341753630132517,0.9999998812113664,3.5931153318561716e-09,2.228756213610991e-29,2.271352956932901e-21,5.20644079010017e-07,8.015924841571228e-08,5.1071598499066055e-08,4.316832917429935e-09,5.547620340963669e-08,9.600218551748197e-08,1.9227354700895082e-08,5.8936147289489476e-09,1.3721723182305847e-08,3.64498467272671e-17,4.99223547421858e-10,4.488894554026331e-18,2.823149118183426e-10,1.3069308991849285e-09,6.807565676896577e-16,8.57456812186972e-15,1.5780984847225154e-10,5.482164447141478e-17,2.298226727699785e-15,2.571891198207491e-29,1.4224023703943995e-26,6.452251695835406e-14,9.004365834590873e-25,2.1532644685153843e-16,3.51090251242672e-12,1.0874238624762815e-17,6.1879738513473454e-27,5.134483572009898e-18,1.312306309750464e-16,4.2428575791238575e-26,7.622676209059679e-15,3.401404947427338e-26,4.708991810934428e-23,8.441327760789192e-21,1.4945606711036433e-25,6.398870553882835e-34,6.662922366988831e-32,4.461351720566853e-17,6.132069967178949e-17,3.277869708926727e-20,3.7608950888984555e-21,4.532157204643451e-18,1.3507378176750656e-26
6.859847037971259e-07,0.11998669731753278,3.76,0.0,0.634175339214542,0.9999998736997796,3.977234914059895e-09,2.447403554143893e-29,2.3658737597492078e-21,5.42241131763596e-07,8.445540850874388e-08,5.5711600388602e-08,4.562074230752512e-09,6.113602101054652e-08,1.0220774894096928e-07,2.127417292756139e-08,6.2348489659573256e-09,1.4368439209135835e-08,4.2179635624047906e-17,5.531006324316658e-10,5.430321886114577e-18,2.9797622048526075e-10,1.4259882811693926e-09,7.503704250860864e-16,9.895614636289135e-15,1.671992279390605e-10,6.581517587208627e-17,2.4215894539263714e-15,3.289730366859839e-29,1.904407668761547e-26,6.7995358276117e-14,1.0851443268396656e-24,2.594989103142927e-16,3.668297674616313e-12,1.3670079858312192e-17,7.454695461308416e-27,5.972348467265323e-18,1.5162952385392993e-16,5.198326615358124e-26,8.576148867599849e-15,4.4833065093804286e-26,5.967259792880897e-23,9.302632401983318e-21,1.9798884590222798e-25,8.434866533279154e-34,8.355697890730277e-32,4.8394995001456443e-17,6.658464507935517e-17,3.576757690502181e-20,4.102107443425171e-21,4.921350093447934e-18,1.6981113562718957e-26
7.161660875930122e-07,0.11998669765289914,3.76,0.0,0.6341753150822224,0.9999998660012979,4.382141991105243e-09,2.6763018460037104e-29,2.4595891852002684e-21,5.636511182138158e-07,8.878224177079354e-08,6.053934622813449e-08,4.80929861948637e-09,6.70959876034545e-08,1.0858665921817836e-07,2.343452741298437e-08,6.578901926050569e-09,1.500957255235181e-08,4.850697602873211e-17,6.103948661501281e-10,6.516225846766044e-18,3.1371662202552706e-10,1.5498898614172198e-09,8.236730936755493e-16,1.1348391190308069e-14,1.7666792705130256e-10,7.837027255482892e-17,2.5458357664887355e-15,4.1629571762961066e-29,2.5167093556798263e-26,7.149321522455018e-14,1.2971121441878279e-24,3.1018313954940277e-16,3.825100230145283e-12,1.7012252084560452e-17,8.907915692633115e-27,6.897968162205382e-18,1.7405069561053903e-16,6.314796476812483e-26,9.609751218076167e-15,5.839380454146509e-26,7.485981317147181e-23,1.0209618565168663e-20,2.591637204300269e-25,1.0986983146325113e-33,1.0375536989379573e-31,5.2333104215235027e-17,7.206233057147902e-17,3.88887183480856e-20,4.4583179525052055e-21,5.326354636051023e-18,2.1133815796755786e-26
7.463474713888985e-07,0.11998669799109632,3.76,0.0,0.6341752906167789,0.9999998581147568,4.807936461570758e-09,2.9153711834142045e-29,2.5525068518479946e-21,5.848756589855007e-07,9.31373619625195e-08,6.555321031457716e-08,5.058360500762092e-09,7.335820985510123e-08,1.1514012690784874e-07,2.57092987229618e-08,6.925568063806911e-09,1.5645165062399774e-08,5.5464714422271233e-17,6.712004438987616e-10,7.761327758546959e-18,3.2952888469188587e-10,1.6785954214465557e-09,9.007070605930727e-16,1.2939472808024659e-14,1.862102222852215e-10,9.262293552980246e-17,2.670897047194779e-15,5.216278064926419e-29,3.286292752504417e-26,7.501415174100708e-14,1.5389042903718502e-24,3.6799162119477007e-16,3.981338299492854e-12,2.0976417247513338e-17,1.056514065995023e-26,7.915668989205706e-18,1.985870041000484e-16,7.611023685676064e-26,1.0726649073313668e-14,7.522907266594128e-26,9.304756344853e-23,1.1162606947444786e-20,3.3553489107145284e-25,1.415555009030682e-33,1.2767257468925401e-31,5.642545520405616e-17,7.775042611712426e-17,4.2140174624020334e-20,4.829304887354422e-21,5.746924999458023e-18,2.6059538932406957e-26
7.765288551847849e-07,0.11998669833214402,3.76,0.0,0.6341752658187642,0.9999998500390865,5.25470884007458e-09,3.164522640547786e-29,2.6446342942455505e-21,6.059163584353647e-07,9.751847474274841e-08,7.075158102900089e-08,5.309119867953344e-09,7.992462928135442e-08,1.218692616504962e-07,2.8099301590435214e-08,7.274649715248058e-09,1.627526051538305e-08,6.308585738519538e-17,7.356121835134392e-10,9.181138620374037e-18,3.454060629037003e-10,1.812065104530892e-09,9.815148958220212e-16,1.467545785218328e-14,1.9582060896870288e-10,1.0871352495954476e-16,2.7967073205506456e-15,6.476999747532986e-29,4.244132079801139e-26,7.855630634175866e-14,1.813193183761246e-24,4.335633400091008e-16,4.137039673502701e-12,2.5644654782463984e-17,1.244461881767235e-26,9.029733267721294e-18,2.25330236667024e-16,9.107034190634008e-26,1.19299582047153e-14,9.594616412732502e-26,1.1467200430658984e-22,1.2161893107723622e-20,4.300360399299592e-25,1.805492810564679e-33,1.5579441914740432e-31,6.066959747079127e-17,8.364554187708788e-17,4.5519954961568345e-20,5.214841591595551e-21,6.1828109290383986e-18,3.186031657745361e-26
8.067102389806712e-07,0.1199866986760604,3.76,0.0,0.6341752406887926,0.9999998417733094,5.722540630070372e-09,3.4236589748365593e-29,2.7359789668034897e-21,6.267748057050621e-07,1.0192337447479324e-07,7.613286069688097e-08,5.561442096781569e-09,8.679702862007815e-08,1.287750760828873e-07,3.0605287443668344e-08,7.625956813132e-09,1.689990370062777e-08,7.140353512799149e-17,8.037254711439418e-10,1.0791962539238527e-17,3.613414871773081e-10,1.9502594126678555e-09,1.0661391858306377e-15,1.6562965943547956e-14,2.0549379356845598e-10,1.2678654703927239e-16,2.9232031618816988e-15,7.975165454446304e-29,5.425549684757893e-26,8.211788952802077e-14,2.1227572774078665e-24,5.075634477946802e-16,4.292231806101362e-12,3.110565921586741e-17,1.4565327959242605e-26,1.0244395440441224e-17,2.5437103539957717e-16,1.082414612548348e-25,1.3222743504800387e-14,1.2123344665718712e-25,1.4021159837611707e-22,1.3207748436758961e-20,5.46017908197647e-25,2.2814749400113363e-33,1.8864552723279004e-31,6.506302638936597e-17,8.974423579930145e-17,4.902602971440779e-20,5.61469705630195e-21,6.6337583091884295e-18,3.8646407692362554e-26
8.368916227765575e-07,0.11998669902286206,3.76,0.0,0.6341752152275385,0.9999998333165365,6.211504683086568e-09,3.6926752912533157e-29,2.8265482459565467e-21,6.474525753683706e-07,1.0634994114086816e-07,8.169546545755155e-08,5.815197758791912e-09,9.397703797940102e-08,1.358584896133914e-07,3.322794684578012e-08,7.979306621089254e-09,1.751913990476254e-08,8.045096670052419e-17,8.756362091569113e-10,1.2610899302245118e-17,3.773287547137793e-10,2.0931392037235153e-09,1.1546224711938074e-15,1.8608635984162414e-14,2.1522468646641836e-10,1.4699043846374658e-16,3.0503236085846376e-15,9.743689603265229e-29,6.870585550466266e-26,8.56971812803695e-14,2.470478820004896e-24,5.9068291245846e-16,4.4469418046696376e-12,3.7454927795512913e-17,1.694696152337119e-26,1.1563838530723812e-17,2.857988288728531e-16,1.2784990704903331e-25,1.460801826013728e-14,1.5186719162426652e-25,1.7018927402432837e-22,1.430042109298836e-20,6.872878438563749e-25,2.8581204691686744e-33,2.267904137144153e-31,6.960318950269281e-17,9.604302078359394e-17,5.265633510343823e-20,6.02863645518051e-21,7.099509692921113e-18,4.6536529991117594e-26
8.670730065724438e-07,0.11998669937256423,3.76,0.0,0.634175189435733,0.9999998246679643,6.721665545359263e-09,3.971459668454015e-29,2.9163494312798773e-21,6.679512278289259e-07,1.1079613736616169e-07,8.743782513971143e-08,6.070262440982323e-09,1.0146614076748723e-07,1.431203320629209e-07,3.596791184810903e-08,8.334523479600122e-09,1.8133014639122343e-08,9.026142678527623e-17,9.514407660945332e-10,1.4655846117202033e-17,3.9336172023682174e-10,2.2406656886767272e-09,1.2470071879344204e-15,2.081912428063801e-14,2.250083949596372e-10,1.6947734925554706e-16,3.1780100745409103e-15,1.181849047472951e-28,8.624376129529441e-26,8.929252864253883e-14,2.8593415100566236e-24,6.836381486219635e-16,4.601196419399381e-12,4.479493795455517e-17,1.9609914235525798e-26,1.2992190903638328e-17,3.1970176987542484e-16,1.501353127603937e-25,1.6088743529531563e-14,1.887186473950607e-25,2.0517458897682327e-22,1.544013690511685e-20,8.581513466334937e-25,3.55183760189374e-33,2.708345181853645e-31,7.428749241075755e-17,1.0253837131822671e-16,5.640877766369594e-20,6.456421645942419e-21,7.579804792076678e-18,5.565808069991557e-26
