Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113)
4.008825886124532e-13,0.6841011753028589,3.76,0.0,0.9253468616285322,0.999999999998813,2.2773870553426956e-24,1.1351300709181866e-37,4.700032659806028e-25,3.26907623589583e-10,1.491332969513063e-12,4.7638361632220403e-17,3.1429969957545017e-18,3.042116953019129e-13,9.191726176438275e-19,1.3501977096035235e-31,6.928074840232999e-38,1.1870827537002976e-12,8.888733480117498e-19,2.064955984514953e-20,5.239503677609785e-19,1.5231499609376624e-19,4.669327900633866e-19,1.0733633600457006e-20,1.355502086851679e-29,1.091951468767023e-28,3.0676980040362e-22,5.960327545163563e-38,1.9959901220542592e-55,5.517310167215728e-20,5.513595524827384e-54,1.4213640643546998e-41,1.0875057969888595e-35,7.194166499968703e-43,3.200506708532791e-42,7.890305770547237e-42,4.7276044527559065e-18,1.2956725232704192e-22,5.226660238250358e-34,1.5380665676992635e-32,2.691405637904655e-27,1.1504974760052345e-28,1.2785243874197425e-25,3.062002174838352e-49,3.869015956901133e-36,2.0566414731205433e-31,1.9025711844556461e-56,1.1627874243382021e-37,5.704649980537889e-51,2.3061161684012002e-60
8.017655170575755e-13,0.6841011753225633,3.76,0.0,0.9253468614635867,0.9999999999976259,1.8219064408413808e-23,9.080917987314292e-37,1.879932631558984e-24,6.5381543558176e-10,2.982748555799036e-12,1.8109793177210557e-16,1.257229029484555e-17,6.084278680115333e-13,3.676714663718604e-18,1.0802351103080548e-30,1.1085684764708983e-36,2.3741666062016108e-12,3.555474994400039e-18,8.259915574254697e-20,2.0957971903663028e-18,5.296285444820145e-19,1.867734878993218e-18,4.293456225323601e-20,1.0844011244738211e-28,8.735231472554768e-28,1.2263206295417871e-21,9.537207829391568e-37,6.506689659134274e-54,2.206900203637841e-19,1.7647090652700884e-52,2.273622814629471e-40,1.296738738307254e-34,1.1503627074752078e-41,5.121237013577771e-41,1.2660687555750838e-40,9.454813945120713e-18,5.182402307341206e-22,4.186890474272485e-33,1.2302852146255537e-31,2.1519531688200058e-26,9.30951234157401e-28,1.0220655691949513e-24,9.794971080324845e-48,6.187665892765225e-35,1.644262823243713e-30,6.2605900542743764e-55,1.858142140225217e-36,1.8257776312726966e-49,1.4755575855663052e-58
1e-12,0.6841011753619726,3.76,0.0,0.925346861382022,0.9999999999970388,4.9751205273970093e-23,2.4797043429662215e-36,3.2741968648860243e-24,8.154695497896917e-10,3.720305999093292e-12,3.107501480560417e-16,2.1898272754348717e-17,7.588642828942312e-13,6.403932918492347e-18,2.9501339193274343e-30,5.220527651538234e-36,2.9611733468723387e-12,6.1926805559224656e-18,1.4386815725900137e-19,3.650327647373504e-18,8.830975443746418e-19,3.253117966927108e-18,7.478094699037685e-20,2.961203708229004e-28,2.385204789267062e-27,2.134435320432828e-21,4.491331182516635e-36,5.826990426491598e-53,3.843801599801088e-19,1.5296259712952018e-51,1.0701393993271616e-39,5.229370593427851e-34,5.411158440681929e-41,2.4117758029620915e-40,5.990190474106902e-40,1.179209809438435e-17,9.0258339648674e-22,1.1455258316933825e-32,3.3589112660312063e-31,5.871774354744524e-26,2.5838577887749777e-27,2.7880072520606302e-24,8.481577348614528e-47,2.9129888116936914e-34,4.485889384676854e-30,5.696585307111848e-54,8.744973512657956e-36,1.5824314093490484e-48,2.4448383357235022e-57
1.60353137394782e-12,0.6841011753619726,3.76,0.0,0.9253468611336957,0.9999999999952517,1.457518405702654e-22,7.264530191913709e-36,7.51907997450411e-24,1.3076307934042403e-09,5.9658237844430295e-12,7.05480565629006e-16,5.0291531705325296e-17,1.216872873621148e-12,1.4707038190228683e-17,8.643102067954899e-30,1.7739521994548277e-35,4.7483345887261725e-12,1.422173923584315e-17,3.3040363845667297e-19,8.383146522451774e-18,1.9592454878942304e-18,7.470962138607662e-18,1.7173830804274148e-19,8.675190625084276e-28,6.987569044127462e-27,4.899220230507496e-21,1.5261701873115398e-35,2.1586470597283512e-52,8.82740149614426e-19,5.649350871231978e-51,3.636001929026919e-39,1.720239703929222e-33,1.838329055818106e-40,8.195328825052126e-40,2.0372933724232247e-39,1.890803621460154e-17,2.072728748854646e-21,3.358404219614227e-32,9.839582975398256e-31,1.7196891750355665e-25,7.61618591407617e-27,8.164474526329967e-24,3.1321906275546547e-46,9.897823485685347e-34,1.3137314492015374e-29,2.1133968652687316e-53,2.971215711591872e-35,5.844331669534739e-48,9.438990359953321e-57
2.4052972308380645e-12,0.6841011754013815,3.76,0.0,0.9253468608038043,0.9999999999928775,4.1675801335616244e-22,2.077184238189324e-35,1.5977087526669189e-23,1.9614458850650522e-09,8.949143067679472e-12,1.4873265880906557e-15,1.0687297308315409e-16,1.825330540832487e-12,3.1252715920268856e-17,2.4716056977780927e-29,6.529786306096002e-35,7.122502848797932e-12,3.0220955975087936e-17,7.021179467015892e-19,1.7814122084498774e-17,4.0638472835551866e-18,1.5875825764621082e-17,3.6494394536324504e-19,2.4805595376657435e-27,1.99790830589547e-26,1.040195095013066e-20,5.61773065727898e-35,1.0010341727156208e-51,1.87579331687859e-18,2.6425847537788056e-50,1.385922380786994e-38,6.259358431041328e-33,7.004669289600544e-40,3.124740117953942e-39,7.519136380610876e-39,2.836006193881539e-17,4.40420979539277e-21,9.617540167574501e-32,2.8130633757691795e-30,4.914163909626372e-25,2.2054098751582908e-26,2.3325526427889888e-23,1.4296438017890204e-45,3.773309309388248e-33,3.7536969139843204e-29,9.852980403144584e-53,1.1326279687145826e-34,2.743311697279571e-47,5.303872093145132e-56
3.207063087728309e-12,0.6841011754407906,3.76,0.0,0.9253468604739128,0.9999999999905033,8.79061109783058e-22,4.381398664079392e-35,2.7253526950410603e-23,2.615260710564402e-09,1.1932706404028781e-11,2.5266358941847567e-15,1.8231815957399845e-16,2.433800871056877e-12,5.3313862635801325e-17,5.213805353617256e-29,1.6562128218396455e-34,9.49667138644215e-12,5.1553016763432456e-17,1.1977466148222414e-18,3.0388694420645606e-17,6.843428937960061e-18,2.708233903966714e-17,6.225514772625738e-19,5.232214551824175e-27,4.213979780496248e-26,1.773055492088691e-20,1.4248869262310554e-34,3.0511414265338237e-51,3.1998362688293507e-18,8.518013111246617e-50,3.7281570922308505e-38,1.6303063076381346e-32,1.883763748814161e-39,8.407795556679549e-39,1.9117420930733015e-38,3.7810891287722427e-17,7.512533363557126e-21,2.031411309715779e-31,5.9327200303701165e-30,1.0359523341988871e-24,4.7047136765205565e-26,4.91625090481778e-23,4.260306822918162e-45,1.0151962969111538e-32,7.91237064111244e-29,2.9920478013927734e-52,3.04717135042795e-34,8.552808040582533e-47,1.8893587047942448e-55
4.810594801508798e-12,0.6841011755196089,3.76,0.0,0.9253468598141289,0.9999999999857548,2.400978252359537e-21,1.196745099188193e-34,5.641976437682585e-23,3.92288973689908e-09,1.7900405849851806e-11,5.2095047442405225e-15,3.7748538048480605e-16,3.65077125520022e-12,1.1038098020001407e-16,1.4243145215570467e-28,5.792684594429403e-34,1.4245009113254471e-11,1.0673266041835527e-16,2.479837431765171e-18,6.291557691962976e-17,1.3986713163283306e-17,5.60707069816029e-17,1.288913854563526e-18,1.4290795897184834e-26,1.150886173338843e-25,3.666073312690942e-20,4.983694322097148e-34,1.428297326205226e-50,6.62469385454557e-18,4.677743535785403e-49,1.5073969203888388e-37,6.332440717037224e-32,7.613528553709794e-39,3.4009096506985294e-38,6.713523212190106e-38,5.67097427071642e-17,1.5551926017614574e-20,5.561120030637583e-31,1.6200261604385788e-29,2.8268405837182653e-24,1.3090216238965786e-25,1.3410643977349227e-22,1.864075509385434e-44,4.1059779293187635e-32,2.1587231669290373e-28,1.3511256707966034e-51,1.2323814274732745e-33,4.215206944777063e-46,1.1201009748896787e-54
6.414126515289288e-12,0.6841011755984272,3.76,0.0,0.9253468591543443,0.9999999999810064,5.023630472766102e-21,2.504089481706519e-34,9.594682370785295e-23,5.230517784464836e-09,2.3869002753723697e-11,8.839157042005764e-15,6.420341556043721e-16,4.867788217483222e-12,1.8773139803927933e-16,2.980637614414631e-28,1.4476130243340929e-33,1.8993347861009495e-11,1.8152217277442298e-16,4.217643208232383e-18,1.0700234132938575e-16,2.36120975966137e-17,9.536185022131202e-17,2.1921049938243403e-18,2.9901118167554114e-26,2.407886929608683e-25,6.227254948588747e-20,1.245459868763815e-33,4.3396550104923855e-50,1.1266608903472524e-17,1.4999766127393404e-48,4.081907620468475e-37,1.68060925969263e-31,2.060921312946001e-38,9.212730402922277e-38,1.6833269873744249e-37,7.5604196067572e-17,2.6446817718305285e-20,1.1659299936004883e-30,3.388925680203184e-29,5.909754082385413e-24,2.783436855078673e-25,2.802774374503316e-22,5.42937283822264e-44,1.1121657616497988e-31,4.512340204045359e-28,4.02979299789063e-51,3.3380626567422896e-33,1.3228383379345098e-45,3.9835187780068384e-54
8.017658229069777e-12,0.6841011756772454,3.76,0.0,0.9253468584945583,0.999999999976258,9.14529174140941e-21,4.55878789113599e-34,1.465719020284666e-22,6.538144783350983e-09,2.9838561209901604e-11,1.3483219474924959e-14,9.809306380237218e-16,6.0848550943489335e-12,2.8681469082321275e-16,5.427060995502549e-28,3.0716605007208956e-33,2.3741687702800545e-11,2.773215338988148e-16,6.443745315070633e-18,1.6347449664339175e-16,3.589684175232704e-17,1.456917700183291e-16,3.349041255667951e-18,5.443383144550046e-26,4.383185699076867e-25,9.50170085659464e-20,2.6427533167081596e-33,1.100675292650173e-49,1.721242552281753e-17,3.91706394257961e-48,9.1670245949367e-37,3.721682404102776e-31,4.626541049801514e-38,2.0697538131525685e-37,3.5838537296086913e-37,9.449393836040623e-17,4.040017248745204e-20,2.12689516388441e-30,6.168094451802171e-29,1.0749342842200886e-23,5.149480515896714e-25,5.096462430210928e-22,1.31782090344744e-43,2.4983892799520344e-31,8.206351438338236e-28,1.0013501235954061e-50,7.498717925062861e-33,3.4012467477457807e-45,1.1517961118784395e-53
1e-11,0.6841011758348817,3.76,0.0,0.9253468576789067,0.9999999999703876,1.7354115953000198e-20,8.651294318328038e-34,2.248089527774529e-22,8.154677356646209e-09,3.7219694259575854e-11,2.0655902072833905e-14,1.5048378208909107e-15,7.589506038402386e-12,4.3997668485850193e-16,1.0301488679260358e-27,7.354722189300994e-33,2.961175238976729e-11,4.2539882388511574e-16,9.88490744174036e-18,2.5076496012654517e-16,5.4836448073651613e-17,2.2348954080131874e-16,5.13737070744103e-18,1.0329433948606724e-25,8.316607039898015e-25,1.4548103189757977e-19,6.327912166298903e-33,3.792344086359514e-49,2.6402637227644815e-17,1.2964545960076678e-47,2.290545597103093e-36,9.156280903728412e-31,1.1547775181238976e-37,5.176802489984097e-37,8.649266812552449e-37,1.178394511919212e-16,6.196276443565151e-20,4.051264408035803e-30,1.1700073344331443e-28,2.0366273667264172e-23,1.0058498750482338e-24,9.65065060553023e-22,4.0918768283392574e-43,6.247190053436429e-31,1.5543985300120807e-27,3.328410126127733e-50,1.8751374270619212e-32,1.133551022593281e-44,5.287211018206471e-53
1.1224721656630755e-11,0.6841011758348817,3.76,0.0,0.9253468571749837,0.9999999999667608,2.4146010035424517e-20,1.2037496173416163e-33,2.817938449399649e-22,9.153395569221847e-09,4.178062311128681e-11,2.5878289340462454e-14,1.8865068059361524e-15,8.519141791096778e-12,5.515502374204424e-16,1.4335244114582458e-27,1.1258112956152962e-32,3.323837073835609e-11,5.332646071124706e-16,1.2391715777862781e-17,3.143516242684435e-16,6.861122881775565e-17,2.8016193216334725e-16,6.44008807938847e-18,1.4372114977356875e-25,1.1570857623732173e-24,1.8217525060406872e-19,9.686429571309133e-33,6.487163152291991e-49,3.3097066795184295e-17,2.190233881544703e-47,3.5510892467214545e-36,1.4122528082545254e-30,1.7895621307353341e-37,8.028679035587842e-37,1.3279436770750673e-36,1.3225900151594092e-16,7.766760007251217e-20,5.647062247920251e-30,1.6276111808112208e-28,2.83157641629973e-23,1.4187643658650734e-24,1.341393944511543e-21,6.8092274192488554e-43,9.687753428299308e-31,2.1608388082471468e-27,5.643184743690589e-50,2.9079028169233105e-32,1.9201775847079047e-44,9.61249393702189e-53
1.4431785084191734e-11,0.6841011759925183,3.76,0.0,0.9253468558554047,0.9999999999572636,5.006024212458665e-20,2.4958399773662927e-33,4.620475576368327e-22,1.1768642095869824e-08,5.37265902369593e-11,4.2393405839471244e-14,3.0942043241827512e-15,1.0953631359811203e-11,9.045661008249337e-16,2.9732027699329558e-27,2.924293470959205e-32,4.273505821992101e-11,8.745288708176895e-16,2.032337376547204e-17,5.155294176165088e-16,1.1212618211511724e-16,4.59467755407127e-16,1.0561728646446453e-17,2.979694768530057e-25,2.3985443531942866e-24,2.9791088814118157e-19,2.5161194241173585e-32,2.2619339143446205e-48,5.427620657165459e-17,7.239455920318646e-47,9.441037026507892e-36,3.7170215105466444e-30,4.7522056166532644e-37,2.1368533370396596e-36,3.4801082870890284e-36,1.7000494766396358e-16,1.273419544574193e-19,1.1766614603049944e-29,3.372670494982808e-28,5.858296326026801e-23,3.051935319181876e-24,2.7731625746810085e-21,2.1905807134257168e-42,2.577687646471516e-30,4.468984243416481e-27,1.926476348496535e-49,7.737770800995682e-32,6.38910574919324e-44,3.939958722276327e-52
2.084591193931369e-11,0.6841011763077912,3.76,0.0,0.925346853216234,0.9999999999382686,1.5041313198116677e-19,7.500167549174373e-33,9.574902065165542e-22,1.6999122373360842e-08,7.763023802641963e-11,8.778200719637268e-14,6.416346188027119e-15,1.5823219493499418e-11,1.875439526655748e-15,8.941422779856385e-27,1.2972658936104373e-31,6.17284465275467e-11,1.8129492035140095e-15,4.213841188608481e-17,1.0687560756938463e-15,2.315515899231226e-16,9.52571859553093e-16,2.1896357555078045e-17,8.953079964764202e-25,7.204193602131484e-24,6.138401345608563e-19,1.1162610231803593e-31,1.8169528343696717e-47,1.1251137623654906e-16,4.849939227477365e-46,4.2223584328777567e-35,1.6440363778022776e-29,2.1187290372776085e-36,9.584115126976505e-36,1.579676189247404e-35,2.4543955300627824e-16,2.6385681648056314e-19,3.577118421346496e-29,1.01213391127379e-27,1.7516129804422615e-22,9.947119415604819e-24,8.277178705360404e-21,1.460465033830283e-41,1.1552297380333542e-29,1.3350936535314044e-26,1.5011898249086908e-48,3.4684956252363636e-31,4.379693769419348e-43,4.2058182660378197e-51
3.3674165649557605e-11,0.6841011769383375,3.76,0.0,0.9253468479378423,0.9999999999002769,6.466418270421535e-19,3.225137213956919e-32,2.487207318150131e-21,2.7460031825960073e-08,1.2548438425447378e-10,2.2799207468917427e-13,1.6690866234121265e-14,2.5564834719508437e-11,4.8767891548436165e-15,3.851342455808249e-26,9.585183657277065e-31,9.971527657396514e-11,4.7131191617252346e-15,1.0958479433587012e-16,2.7786265395405352e-15,5.999728572790241e-16,2.4767737601856406e-15,5.693091643206572e-17,3.849169223800599e-24,3.0946851648970326e-23,1.5756395132323044e-18,8.248728127180038e-31,3.168172241593201e-46,2.9246069546790096e-16,6.047292468177105e-45,3.0494529240025068e-34,1.1801267411948028e-28,1.5192929893776356e-35,6.967051489717709e-35,1.228550451312763e-34,3.960799769438104e-16,6.852333003165321e-19,1.5774539473834289e-28,4.3395279900103874e-27,7.449437228833448e-22,5.007002666423708e-23,3.506692221326178e-20,1.905742256385001e-40,8.382346126496848e-29,5.667771915473345e-26,2.621919653380462e-47,2.5179807245061505e-30,5.714650949976624e-42,1.0068623151207578e-49
5.933067307004543e-11,0.6841011781994312,3.76,0.0,0.9253468373808569,0.9999999998242863,3.640931271748399e-18,1.816578368034951e-31,7.694660070477933e-21,4.8381646326850753e-08,2.2138005240773107e-10,7.061402390291187e-13,5.178722178969102e-14,4.5057845108748014e-11,1.5119843796282656e-14,2.176924965677672e-25,1.0168150461509253e-29,1.756891508230626e-10,1.460488454718937e-14,3.398195337258777e-16,8.611511915001509e-15,1.855008038462752e-15,7.677360747973005e-15,1.7646088367479437e-16,2.1674498185399025e-23,1.739536536550912e-22,4.758188277640757e-18,8.752277630882448e-30,9.564538758434373e-45,9.060463236027341e-16,1.158098703833219e-43,3.096524263095688e-33,1.202848699920413e-27,1.5202015651507015e-34,7.170078275455235e-34,1.440554102174326e-33,6.964485817562267e-16,2.1188179032488288e-18,9.346510238361781e-28,2.429566058628182e-26,4.101372190003776e-21,3.656764621104117e-22,1.9154152677144188e-19,3.8243188973711805e-39,8.593116898024685e-28,3.109321304239407e-25,7.9570949912208e-46,2.5840281470506706e-29,1.1365877848215853e-40,3.856309828710387e-48
9.999999999999999e-11,0.6841011807216235,3.76,0.0,0.9253468206459353,0.9999999997038107,1.8319387111724327e-17,9.145354568496872e-31,2.1777930991345833e-20,8.154491519051232e-08,3.7390050157687645e-10,2.0042363499755698e-12,1.4730598764159423e-13,7.598397466015166e-11,4.295159873251098e-14,1.1029736866705671e-24,9.575004387630304e-29,2.9611947090816824e-10,4.145199063283567e-14,9.656602610767868e-16,2.444719019274028e-14,5.259608644783267e-15,2.1801803131011898e-14,5.010552341932723e-16,1.0907063613402528e-22,8.725500449741838e-22,1.2940881321063125e-17,8.244927795960397e-29,2.8091776666857706e-43,2.5704807029312282e-15,2.005536691487694e-42,2.7751152613979934e-32,1.0965491214504156e-26,1.3261499042817067e-33,6.585908969133974e-33,1.6042934094022655e-32,1.1701004138145229e-15,5.9915582465695194e-18,5.124143510906114e-27,1.209832648933634e-25,1.982465133705891e-20,2.5658964013596047e-21,9.130456163268549e-19,6.69246998758619e-38,7.835348667109396e-27,1.4942932166859977e-24,2.2563780968235134e-44,2.360949543706203e-28,2.015288239871447e-39,1.2955320186224656e-46
1.1064368791102109e-10,0.6841011807216235,3.76,0.0,0.9253468162660786,0.9999999996722767,2.417191724720453e-17,1.2067756636371222e-30,2.664386580893026e-20,9.022405774033175e-08,4.139206887523777e-10,2.453333624009595e-12,1.80380351499757e-13,8.408317832884172e-11,5.25832203518514e-14,1.4564021221914377e-24,1.3252022104958087e-28,3.2763775940258583e-10,5.07392976383788e-14,1.1822733529425951e-15,2.9925836597430324e-14,6.4371753628133504e-15,2.668905279314643e-14,6.133644659996386e-16,1.439177416527252e-22,1.1509313243322655e-21,1.5717739181104386e-17,1.141141722495977e-28,4.039084008871756e-43,3.1461586677078385e-15,2.8474952938154128e-42,3.8299554902845557e-32,1.5149005493006103e-26,1.8272510409931144e-33,9.102414076872389e-33,2.239825498670265e-32,1.2935597942406367e-15,7.329123750030443e-18,6.819503415499264e-27,1.594594658641047e-25,2.604594605207222e-20,3.4859160511461355e-21,1.1977378453756674e-18,9.504883539183662e-38,1.0824641867751314e-26,1.9619909921824957e-24,3.242127278751541e-44,3.2620716207331705e-28,2.8633555302423525e-39,1.8669472147655324e-46
1.6195670275199674e-10,0.6841011832438222,3.76,0.0,0.9253467951502233,0.9999999995202291,7.262188798635314e-17,3.629040607090964e-30,5.689721007127189e-20,1.3206537907324861e-07,6.074601277917865e-10,5.2550373119590665e-12,3.871163729150398e-13,1.2316117957310044e-10,1.1270375445376131e-13,4.400808900722503e-24,5.346052144447252e-28,4.795875192717735e-10,1.0865556630525973e-13,2.534842685164512e-15,6.409966116773875e-14,1.3781267459849299e-14,5.718375941726346e-14,1.3140600508079558e-15,4.32437120382681e-22,3.449812700436676e-21,3.227919629485824e-17,4.605349081370843e-28,2.57156162151357e-42,6.734504792709248e-15,1.5209048329605234e-41,1.5628499605482903e-31,6.25280897005573e-26,7.347473643616239e-33,3.765899247769307e-32,9.86303180847314e-32,1.8858661722023434e-15,1.563745275677757e-17,2.1745853630390637e-26,4.75298995590614e-25,7.590640606373976e-20,1.2561066782710058e-20,3.4537156032041636e-18,4.8275314044876825e-37,4.463373372751684e-26,5.6946520836251396e-24,1.93787123021332e-43,1.3466452161886347e-27,1.5086884397708579e-38,1.192074562398768e-45
2.132697175929724e-10,0.6841011857660275,3.76,0.0,0.9253467740332908,0.9999999993681435,1.6090220214526038e-16,8.049111450154101e-30,9.835066584950128e-20,1.7390561037717947e-07,8.019980011779299e-10,9.111224918553664e-12,6.723803441439567e-13,1.6229219989339177e-10,1.9551064535401386e-13,9.80498010296377e-24,1.4736105248951253e-27,6.315384367398105e-10,1.8832672611931817e-13,4.398646901343295e-15,1.1112568137123306e-13,2.388607706299412e-14,9.916471393237725e-14,2.2785483821379738e-15,9.582284831602155e-22,7.626747181539484e-21,5.3772940234635864e-17,1.2699689245550061e-27,1.0466083880693473e-41,1.166780126363494e-14,5.27510876617985e-41,4.3520669830642615e-31,1.7604749819488429e-25,2.018466232523088e-32,1.061973878618347e-31,2.9326743941187427e-31,2.4734091687913162e-15,2.7007521279852056e-17,5.0784295379845224e-26,1.0452187180925627e-24,1.6345581856029112e-19,3.201501245134636e-20,7.363811555697494e-18,1.5798593428723934e-36,1.254813013880169e-25,1.2219632102956329e-23,7.209281418554208e-43,3.790070725521908e-27,5.12164644203095e-38,4.689925580707245e-45
2.6458273243394803e-10,0.6841011882882395,3.76,0.0,0.9253467529152816,0.9999999992160202,3.0132062448785264e-16,1.5090218432147974e-29,1.508976154490129e-19,2.1574475170525546e-07,9.97533928555632e-10,1.4021869307529037e-11,1.0365702223676752e-12,2.0147660187912792e-10,3.010342712528963e-13,1.846404482961654e-23,3.302488459664118e-27,7.834905183317606e-10,2.8972493510264744e-13,6.774839416512171e-15,1.7099636321419508e-13,3.675036935629583e-14,1.5263523781292196e-13,3.5068302752465945e-15,1.7946843618841776e-21,1.4251649679900852e-20,7.958873068072126e-17,2.847323100480077e-27,3.310018045027195e-41,1.7942661454518172e-14,1.4373873676629163e-40,9.8017596787946e-31,4.0085894078415253e-25,4.4851491564211774e-32,2.42137284321297e-31,7.047538762248079e-31,3.056231327929623e-15,4.1402191408826153e-17,9.988471828412542e-26,1.9428774418746652e-24,2.976599286787341e-19,6.73976843299517e-20,1.3280334396990678e-17,4.078144725753345e-36,2.852213898017684e-25,2.2181648351875883e-23,2.0764305999049818e-42,8.624395343063025e-27,1.3677882684554753e-37,1.4189884825994866e-44
3.6720876211589934e-10,0.6841011933326834,3.76,0.0,0.9253467106760316,0.9999999989116597,7.841708576868502e-16,3.936136660242676e-29,2.888819668581219e-19,2.9941976463037066e-07,1.3915985369950982e-09,2.7006428026777793e-11,2.0032025351050557e-12,2.800068933333063e-10,5.803454610713569e-13,4.8587615952364307e-23,1.1454849085528442e-26,1.0873981980955978e-09,5.575994510219457e-13,1.306864384813222e-14,3.292438693202166e-13,7.075289848486997e-14,2.940571901061158e-13,6.754777886600285e-15,4.671706667995512e-21,3.692992273404697e-20,1.4232968815508547e-16,9.88496153039198e-27,2.1029681427592525e-40,3.450456019841768e-14,6.890282630737135e-40,3.398485806816008e-30,1.4208604497646977e-24,1.5133266318166377e-31,8.603183801810047e-31,2.782511592963906e-30,4.207869102973635e-15,7.912976399899751e-17,2.8425132180501837e-25,4.9820136504528676e-24,7.334963318602015e-19,2.1138604097109241e-19,3.2117501907386936e-17,1.7794718252411958e-35,1.006897727452267e-24,5.436804014061904e-23,1.094767590134142e-41,3.051541271613926e-26,6.359001598960863e-37,8.179658875114636e-44
4.698347917978507e-10,0.6841011983771541,3.76,0.0,0.9253466684324736,0.9999999986071477,1.6197685510155446e-15,8.148619184693246e-29,4.700119416801999e-19,3.8309041827344596e-07,1.789650908755235e-09,4.42084962845764e-11,3.2902026880553243e-12,3.5875495580459695e-10,9.508844464989512e-13,1.0144004888848286e-22,2.9483955847069515e-26,1.3913106109410146e-09,9.12056396537815e-13,2.1425436001174997e-14,5.387820469393557e-13,1.1577918931647567e-13,4.814758853166005e-13,1.1057909741016619e-14,9.652087660979162e-21,7.596482469181352e-20,2.168200722741569e-16,2.5464193615080912e-26,8.079104368660344e-40,5.639318007905559e-14,2.209289394236735e-39,8.683031339216424e-30,3.702723502313607e-24,3.773671886634043e-31,2.2460174325662597e-30,7.949266296085544e-30,5.34111507245062e-15,1.2852906526626867e-16,6.348129296990604e-25,1.0144103165860037e-23,1.4378826842316312e-18,5.03560693705857e-19,6.18356219342003e-17,5.39271662992427e-35,2.6137814531876925e-24,1.0612013412216634e-22,3.7814519053085635e-41,7.937770357840065e-26,2.019771134013698e-36,3.002260102161686e-43
5.72460821479802e-10,0.6841012034216521,3.76,0.0,0.9253466261846068,0.9999999983024844,2.9118058500065663e-15,1.4680217132971394e-28,6.934202272882828e-19,4.667567130809739e-07,2.1916878442136525e-09,6.562784550056223e-11,4.900926159331227e-12,4.377238385564652e-10,1.4129145853215697e-12,1.8429541606855993e-22,6.369706775131329e-26,1.6952278120503476e-09,1.352861831174347e-12,3.185481526365519e-14,7.995478563710316e-13,1.718192840995803e-13,7.149186639166812e-13,1.6416233259072764e-14,1.7355390146715207e-20,1.3599017302275787e-19,3.000929560448192e-16,5.50572691771155e-26,2.4241196527709417e-39,8.358020314704417e-14,5.683910055181477e-39,1.8511103539300123e-29,8.047100224840355e-24,7.8552091938509305e-31,4.889336742307046e-30,1.8858559785125312e-29,6.456317383411528e-15,1.8929976409104753e-16,1.2253454015095376e-24,1.7974710684913413e-23,2.4546210345143823e-18,1.0169644903087337e-18,1.037003824538847e-16,1.3307924408478853e-34,5.6577691592865115e-24,1.80548211950994e-22,1.0409909165310563e-40,1.721753045126278e-25,5.193101514184832e-36,8.708999439677646e-43
