Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47)
1.8377843119451504e-15,0.8763436060936323,3.76,0.0,0.9509368123715517,0.999999999999679,2.2325225176528216e-28,6.072187277334384e-38,3.265009274001721e-24,3.1299356757128864e-10,9.323542048305324e-13,4.449985614015927e-17,5.839878053657717e-20,6.113428693602533e-13,1.8978079414358254e-20,8.791924319572834e-33,1.4649866018355442e-40,3.210106125577187e-13,1.3525708414832392e-21,1.895395671883346e-23,7.97015671368283e-21,9.166856154568251e-19,6.676048820108949e-21,6.944178853270097e-23,4.515220119353472e-32,1.5250051993486737e-31,5.824501253516125e-24,1.7681627305517436e-41,6.956095038717377e-57,1.5810936347399204e-21,1.4073911513423746e-57,7.734071329632475e-45,8.706463387144351e-38,2.4712956530585385e-44,2.189153306751527e-45,3.9727266555252664e-45,4.369949766598207e-17,6.194934707598803e-24,1.1500521389318735e-37,2.0169512969570742e-36,5.025756312052662e-31,5.75403859901111e-32,3.9961148038791015e-30,1.0294561334319516e-53,3.2792298719342208e-40,3.820899490468529e-33
3.675570181800686e-15,0.8763436061177405,3.76,0.0,0.9509368122141224,0.9999999999993581,1.7860193386258884e-27,4.857771793984222e-37,1.3060043158289167e-23,6.25987398781718e-10,1.8647107217613864e-12,9.06004550293749e-17,2.335954340757598e-19,1.2226863328635503e-12,7.591236995180606e-20,7.033551331102035e-32,2.3439825736558053e-39,6.420214972460816e-13,5.410286268767194e-21,7.58159090597193e-23,3.188064711982002e-20,1.8391338192964996e-18,2.6704213165543167e-20,2.7776733030474666e-22,3.6121786781294243e-31,1.220005294390634e-30,2.3297980959132438e-23,2.8290651842360934e-40,2.2260365617146438e-55,6.3243776146577184e-21,4.503658845403668e-56,1.2375326891661283e-43,7.069514798596646e-37,3.954070449897387e-43,3.502714999248323e-44,6.356815139768704e-44,8.739901910516187e-17,2.4779772015880837e-23,9.200440196236416e-37,1.6135624499834223e-35,4.020602426832452e-30,4.603317362559189e-31,3.1968851696099534e-29,3.2942622734163328e-52,4.6701184570546466e-39,3.0567159591434216e-32
7.351141921511757e-15,0.8763436061659572,3.76,0.0,0.9509368118992638,0.999999999998716,1.4288160003773162e-26,3.886248266711048e-36,5.2240171311296004e-23,1.2519750561355174e-09,3.729428320823634e-12,1.8760376987397254e-16,9.343833406438442e-19,2.4453734875737008e-12,3.036496085796284e-19,5.626853805066279e-31,3.750380481366033e-38,1.284043266641846e-12,2.1641147659135758e-20,3.032640044992269e-22,1.2752262898497976e-19,3.701315665872116e-18,1.0681689387454679e-19,1.1110696710122653e-21,2.889743859553087e-30,9.76004965430641e-30,9.319164252407986e-23,4.5265143764508656e-39,7.123859580823018e-54,2.5297510938625422e-20,1.4411726832009423e-54,1.9803088580340374e-42,5.8225547548745095e-36,6.326493632727803e-42,5.604557075363458e-43,1.0172343728485525e-42,1.7479802216959526e-16,9.911925902022881e-23,7.360380903395697e-36,1.290850783630032e-34,3.2164741662928987e-29,3.68278816562877e-30,2.557494612652575e-28,1.0541643392618134e-50,7.010854318591701e-38,2.4453642334342204e-31
1.47022854009339e-14,0.8763436062623903,3.76,0.0,0.9509368112695464,0.9999999999974319,1.1430530115725997e-25,3.1090462142184673e-35,2.089605750301478e-22,2.5039503505748793e-09,7.458881779743347e-12,4.0081886749657095e-16,3.737544415108843e-18,4.890748707814949e-12,1.2145988853337347e-18,4.501500924129825e-30,6.0006319568008694e-37,2.5680868055095443e-12,8.656457003186806e-20,1.2130583856464693e-21,5.100905967555011e-19,7.494821098335248e-18,4.272677014600884e-19,4.444279363198117e-21,2.3117952688477426e-29,7.808047058371522e-29,3.7276414187932307e-22,7.242450843988089e-38,2.279980917354287e-52,1.0118999934330665e-19,4.611760682470387e-53,3.169312688484707e-41,4.925150865429944e-35,1.0122320129408902e-40,8.967966214754297e-42,1.6280341227216385e-41,3.495958690438857e-16,3.9647821468034446e-22,5.888347441269977e-35,1.032681370242083e-33,2.573165461436388e-28,2.94644373282742e-29,2.045972915378137e-27,3.3733263951361548e-49,1.084825030271497e-36,1.956276644450842e-30
2.940457235977818e-14,0.8763436064552566,3.76,0.0,0.9509368100101118,0.9999999999948639,9.144424929350243e-25,2.487312440767764e-34,8.358412191218716e-22,5.007900858380658e-09,1.4917861740708054e-11,9.040829318252813e-16,1.495026251627205e-17,9.781502791635046e-12,4.858397991149872e-18,3.601228345715847e-29,9.601082466679887e-36,5.136173883549724e-12,3.462580327358986e-19,4.852251326858404e-21,2.040362547087887e-18,1.5358398790325097e-17,1.7090714060604055e-18,1.7777118647590357e-20,1.8494359905790134e-28,6.246447645075664e-28,1.491036786804804e-21,1.1588006979877965e-36,7.298150164925978e-51,4.047595455820494e-19,1.475767939563427e-51,5.073517405800857e-40,4.3674959767513155e-34,1.6195482334664326e-39,1.4350899635580606e-40,2.6063229848183666e-40,6.991909257831901e-16,1.5859219094116237e-21,4.710744992428703e-34,8.261460557351945e-33,2.0585096025460978e-27,2.3574954457595856e-28,1.636741438490533e-26,1.0794644386437511e-47,1.706175296205412e-35,1.5649972932811914e-29
4.4106859318622464e-14,0.8763436066481228,3.76,0.0,0.950936808750677,0.9999999999922958,2.6147342357514815e-24,7.112303770110126e-34,1.7761609468152106e-21,7.511851285113495e-09,2.237691474474247e-11,1.4841808625333754e-15,3.1769431476692894e-17,1.4672260518846595e-11,1.0324099002685407e-17,1.0297309032588639e-28,3.5338488778529964e-35,7.704260961894796e-12,7.3579793297487e-19,1.0311059864576034e-20,4.3357705113285066e-18,2.349854317916538e-17,3.631777504776866e-18,3.777637768967064e-20,5.288230722232757e-28,1.786099181098633e-27,3.168424019626309e-21,4.265172958372612e-36,3.3325215891411625e-50,8.601133441951833e-19,6.90353767059925e-51,1.9346912498864084e-39,1.3687205452221802e-33,6.174486539826699e-39,5.471643962281617e-40,9.595595315998868e-40,1.0487853455248604e-15,3.370099708408899e-21,1.3469902587478645e-33,2.3622640077597044e-32,5.886016124621016e-27,6.741523725036891e-28,4.679996813199373e-26,4.928451562332401e-47,6.479845850791277e-35,4.47487454614743e-29
7.351143323631103e-14,0.876343607033855,3.76,0.0,0.9509368062318072,0.9999999999871596,1.2016347671018523e-23,3.2687608880027156e-33,4.910550712672551e-21,1.2519751814287418e-08,3.7295312924645544e-11,2.951712168266307e-15,8.78340120889059e-17,2.4453790547265902e-11,2.8543119483627715e-17,4.732326042902238e-28,2.719008728244624e-34,1.2840435119805363e-11,2.0342620403231364e-18,2.850723066750093e-20,1.1987130484516976e-17,4.0885097702810905e-17,1.0040801716726768e-17,1.0444057366009416e-19,2.4302738896366202e-27,8.208283518449034e-27,8.759552377673961e-21,3.281705578101061e-35,4.3413697671693e-49,2.3779554101539608e-18,1.0080171841155047e-49,1.5922087266135022e-38,7.564725422291139e-33,5.077383228906765e-38,4.500717063788124e-39,7.390108645570811e-39,1.7479716370898921e-15,9.317438577983653e-21,6.190425453345205e-33,1.085611971971226e-31,2.704944921163132e-26,3.09893110715911e-27,2.1506682026289934e-25,6.415746037068909e-46,5.297485530694111e-34,2.0564309997249456e-28
1.0291600715399959e-13,0.8763436074195876,3.76,0.0,0.9509368037129371,0.9999999999820234,2.9819404168541145e-23,8.112018952396513e-33,9.298684764638457e-21,1.75276520191696e-08,5.22140032759382e-11,4.7265788966829446e-15,1.663252746473492e-16,3.423533515011222e-11,5.4049769250374494e-17,1.1743706861671245e-27,8.589524147113755e-34,1.7976609278937215e-11,3.852109011160561e-18,5.3982046536902156e-20,2.2699034495387815e-17,5.93779169307631e-17,1.9013440380661767e-17,1.9777044637813715e-19,6.03089297744951e-27,2.036950073860125e-26,1.658693017532271e-20,1.0367122357650356e-34,1.7007772077000633e-48,4.502929408426351e-18,4.007558297411321e-49,5.159659906581445e-38,2.1095268328192272e-32,1.6445275813922322e-37,1.4579845261162495e-38,2.3358892008511965e-38,2.4471553808297532e-15,1.76438272860754e-20,1.536224486923309e-32,2.6940281574880026e-31,6.712428734473289e-26,7.691521860557128e-27,5.336890666157544e-25,2.512644267692851e-45,1.7129574995448653e-33,5.1030838995438015e-28
1.3232058107168817e-13,0.8763436078053201,3.76,0.0,0.9509368011940666,0.9999999999768872,5.842431682940151e-23,1.5894380365914014e-32,1.494055707837942e-20,2.2535551899760053e-08,6.713298579817576e-11,6.808781026150252e-15,2.672436584062135e-16,4.401689432781635e-11,8.684405913117984e-17,2.300931544129492e-27,2.009156035489709e-33,2.3112783439291198e-11,6.1893374021099006e-18,8.67355988109066e-20,3.647148253693619e-17,7.897699982138713e-17,3.054969593403643e-17,3.177659947051676e-19,1.1816157415413624e-26,3.9909529608801363e-26,2.6650452966642416e-20,2.4249512875596605e-34,4.6650536415008364e-48,7.235032802603955e-18,1.1548647875299834e-48,1.254201385577275e-37,4.5954551655354124e-32,3.995886610885161e-37,3.5431417043486956e-38,5.466564646161745e-38,3.146336576837581e-15,2.834933239966812e-20,3.009930486025611e-32,5.278346256706002e-31,1.3151333435695697e-25,1.50721003048548e-26,1.0456167111161201e-24,6.8891996412257e-45,4.1577082484698676e-33,9.998163631343575e-28
1.911297289070653e-13,0.8763436085767851,3.76,0.0,0.9509367961563251,0.9999999999666147,1.4843162108743274e-22,4.0384928734361986e-32,2.916672995766039e-20,3.255135089984819e-08,9.697163654859079e-11,1.169448258637969e-14,5.217168688779609e-16,6.358004689086117e-11,1.6953631762528034e-16,5.845791747474934e-27,6.476133755975698e-33,3.338513176287009e-11,1.2082746100371399e-17,1.6932573538953316e-19,7.119928807080759e-17,1.207714954565958e-16,5.96388664833317e-17,6.203397959081767e-19,3.001989182438223e-26,1.0139409482729313e-25,5.2025269972356966e-20,7.81638554384622e-34,1.8731840318251076e-47,1.4124127258117076e-17,5.498108270902943e-48,4.503934427636824e-37,1.4181752689854585e-31,1.4341336946317757e-36,1.2719804534473105e-37,1.763529732514974e-37,4.5446929898393315e-15,5.534425403098466e-20,7.647181982859153e-32,1.341012560605746e-30,3.341145715906339e-25,3.8301630517760983e-26,2.6563663160483953e-24,2.763044768797157e-44,1.4902732188091675e-32,2.5400436897821873e-27
2.4993887674244243e-13,0.8763436093482501,3.76,0.0,0.9509367911185823,0.9999999999563423,2.981016697478914e-22,8.111425535080947e-32,4.8003295532695574e-20,4.256714870740008e-08,1.2681136171208035e-10,1.7710365847054977e-14,8.586662517162784e-16,8.31432530544375e-11,2.790279179141512e-16,1.1740525227238705e-26,1.5465760647248344e-32,4.3657480090950305e-11,1.9886093530409343e-17,2.786831404712094e-19,1.171818055371593e-16,1.666341084818562e-16,9.815539091112418e-17,1.0209727874034134e-18,6.02902638676226e-26,2.0363553791274058e-25,8.562232211064166e-20,1.8666463239755244e-33,5.210560515041284e-47,2.3245831997506605e-17,1.6585631201062476e-47,1.1503693062844215e-36,3.309190964054804e-31,3.660991999030636e-36,3.247746320576305e-37,4.2144760992396176e-37,5.943040034831658e-15,9.108871661995116e-20,1.5358562480612807e-31,2.6932276878073377e-30,6.710073883871018e-25,7.694034883553719e-26,5.334705704900868e-24,7.679613297737753e-44,3.8016968178190915e-32,5.1011558973625854e-27
3.0874802457781956e-13,0.8763436101197148,3.76,0.0,0.9509367860808385,0.9999999999460698,5.277408319001495e-22,1.4361326041321275e-31,7.177952730018805e-20,5.25829452372347e-08,1.5665223802946323e-10,2.493715792759594e-14,1.2839858981210676e-15,1.0270651665003455e-10,4.1723317107728186e-16,2.0785005363232924e-26,3.178186963245925e-32,5.392982842385907e-11,2.973579423959487e-17,4.1672037230436025e-19,1.7522294288748089e-16,2.1685541174864677e-16,1.4677266792894305e-16,1.526669189462382e-18,1.0673419438340207e-25,3.605060948526084e-25,1.2802821391140214e-19,3.8359305420754766e-33,1.2235368308508746e-46,3.475960223338355e-17,4.1477096465268085e-47,2.4849224845341123e-36,6.673119601232637e-31,7.903350037109065e-36,7.012807231766298e-37,8.66681186103986e-37,7.341377043308041e-15,1.362081459628585e-19,2.719057013139874e-31,4.7679511695610644e-30,1.1878937550890294e-24,1.3624183469089872e-25,9.443894269099453e-24,1.801749953817119e-43,8.203166394681629e-32,9.030550149126534e-27
4.263663202485738e-13,0.8763436116626451,3.76,0.0,0.950936776005347,0.9999999999255249,1.3406852733989155e-21,3.649230025793648e-31,1.3446099764924028e-19,7.261453438349394e-08,2.1633751641456345e-10,4.309952982286555e-14,2.4053067854573194e-15,1.4183321976435094e-10,7.815887514257019e-16,5.280471485655307e-26,1.106073609773009e-31,7.447452510450437e-11,5.570273013381798e-17,7.8063995350629145e-19,3.2823852935170075e-16,3.3064782941900577e-16,2.749440607199846e-16,2.859851646563183e-18,2.711501835073127e-25,9.158508621757012e-25,2.3981510740248974e-19,1.3349843193691554e-32,5.9482047578756506e-46,6.511347995651968e-17,2.153707636325204e-46,9.121169440515832e-36,2.1841753978843392e-30,2.8945530089542484e-35,2.57029145363161e-36,3.02294434877705e-36,1.0138020324506057e-14,2.5516381047138905e-19,6.9080454334240365e-31,1.211280125719607e-29,3.0176431211008735e-24,3.463249167367692e-25,2.3989187002070398e-23,8.73499751286755e-43,3.002199504818176e-31,2.293991869571299e-26
5.439846159193281e-13,0.876343613205575,3.76,0.0,0.9509367659298504,0.9999999999049799,2.7206393929800978e-21,7.406884289690788e-31,2.172044627123752e-19,9.26461183402675e-08,2.760274702009003e-10,6.618004206917807e-14,3.885590474154582e-15,1.8096015618401292e-10,1.2625667880449957e-15,1.0715976331856549e-25,2.797296594576566e-31,9.50192218048474e-11,8.998084568093219e-17,1.2610527280104361e-18,5.302305618951882e-16,4.62143093305805e-16,4.441402094093928e-16,4.619752185733862e-18,5.502425941809961e-25,1.8585486702282305e-24,3.873688343086012e-19,3.3762239116552593e-32,1.862209330894319e-45,1.0518254760147447e-16,6.893266663659815e-46,2.3640514025838568e-35,5.306043196046439e-30,7.488538096963555e-35,6.653609108061957e-36,7.659309717945977e-36,1.2934622851506218e-14,4.1220291534921013e-19,1.4019331103279085e-30,2.458072808756757e-29,6.1234686329884325e-24,7.031877573702012e-25,4.867675667244013e-23,2.7294238610875636e-42,7.7641861758591425e-31,4.654896866885904e-26
7.792212072608366e-13,0.876343616291435,3.76,0.0,0.9509367457788428,0.9999999998638897,7.973925773990336e-21,2.1718837381535095e-30,4.428669304598909e-19,1.3270927068754996e-07,3.954214018594621e-10,1.2709340713944175e-13,7.923039961438675e-15,2.592147289832586e-10,2.5743446427520082e-15,3.140995160764546e-25,1.1997868426185082e-30,1.361086152649013e-10,1.8346663543714923e-16,2.5713389014781937e-18,1.0811233160900696e-15,7.782343529526942e-16,9.05590284493737e-16,9.419527243528322e-18,1.6127076733483308e-24,5.447356731389716e-24,7.897272583621342e-19,1.4480972818383067e-31,1.2010730410399117e-44,2.1446131960278955e-16,4.4250819054026384e-45,1.0294049115798348e-34,2.1159551096891772e-29,3.2453755772287057e-34,2.887945042234132e-35,3.300931715471334e-35,1.8527705690851978e-14,8.40537377903839e-19,4.1095444647212864e-30,7.204596341874678e-29,1.7945859907260232e-23,2.0636810161678754e-24,1.4263748544709737e-22,1.751645257752013e-41,3.363350807335983e-30,1.3641132969892733e-25
1e-12,0.8763436224631559,3.76,0.0,0.9509367268663116,0.9999999998253246,1.7472747584260853e-20,4.76187980208703e-30,7.276443179591479e-19,1.7031009595329513e-07,5.07494312258102e-10,2.0215640274858553e-13,1.3018800355964141e-14,3.326605725508178e-10,4.229812836808792e-15,6.883377533092985e-25,3.749819127269261e-30,1.746726271298491e-10,3.014433776478712e-16,4.225020808435865e-18,1.7763464325964556e-15,1.1393047443205041e-15,1.4879402342854222e-15,1.5476811237008218e-17,3.5338229448809295e-24,1.1936805265958257e-23,1.2973763310141418e-18,4.525898489184821e-31,5.840416545341402e-44,3.5236739792427007e-16,2.0449908686896656e-44,3.205755834380471e-34,6.185298424890053e-29,1.003087408649713e-33,8.947432475790244e-35,1.039735504796471e-34,2.377688573259816e-14,1.3811727245488612e-18,9.006787496084214e-30,1.578761778496854e-28,3.931936128378998e-23,4.529990966481405e-24,3.1246596750006035e-22,8.451462559379168e-41,1.0392823162867943e-29,2.9885300706671093e-25
1.2496943899438536e-12,0.8763436224631559,3.76,0.0,0.9509367054767682,0.9999999997817084,3.354618219590028e-20,9.145847825189557e-30,1.134879358684959e-18,2.1283551311757328e-07,6.34265360138868e-10,3.079289929578323e-13,2.0306365539638947e-14,4.1572667531341227e-10,6.597199542524034e-15,1.3216393335583793e-24,8.601712885861461e-30,2.182874024242956e-10,4.701526092478997e-16,6.5899365466154046e-18,2.7705389790249384e-15,1.6228159329666074e-15,2.3207228722153145e-15,2.4138930886235262e-17,6.784639072661222e-24,2.29180988597037e-23,2.0232234697809815e-18,1.0381969976042796e-30,1.5389315905955553e-43,5.495751202073304e-16,5.318065920318958e-44,7.3381473394344345e-34,1.3799690998113673e-28,2.2888608849671454e-33,2.043693276046214e-34,2.3927393639750392e-34,2.97133827123063e-14,2.1543689640464147e-18,1.7294523925383993e-29,3.031169043217132e-28,7.548450251293135e-23,8.707179981750403e-24,5.997999530492604e-22,2.222694675288701e-40,2.37121510314817e-29,5.73701781010096e-25
2.1906407553098877e-12,0.876343634806599,3.76,0.0,0.9509366248723826,0.9999999996173426,1.8611775459576104e-19,5.084008610010819e-29,3.481542963797594e-18,3.730877489217523e-07,1.1121776470726343e-09,9.056332709740566e-13,6.231411330624133e-14,7.287617781949453e-10,2.024024593835959e-14,7.335217937603385e-24,8.928893049094204e-29,3.8264497771491293e-10,1.442354097524034e-15,2.022075257747425e-17,8.499871447447886e-15,4.1615504904908654e-15,7.119943359024841e-15,7.405696397490398e-17,3.764188230755716e-23,1.2716489265432739e-22,6.2035338589733135e-18,1.0776909036363326e-29,3.123775624797191e-42,1.6859804171644404e-15,9.915657446150137e-43,7.546424535229579e-33,1.3127881578682325e-27,2.3026772208761555e-32,2.0705172121057093e-33,2.5411001744468987e-33,5.208278373933873e-14,6.611809314518251e-18,9.601862045466194e-29,1.681961495381993e-27,4.18637802438209e-22,4.860394704514751e-23,3.3245576225293095e-21,4.428114569277321e-39,2.3850932005315715e-28,3.180873372818584e-24
4.072533486041956e-12,0.8763436594934927,3.76,0.0,0.9509364636626649,0.9999999992885983,1.2252701842682781e-18,3.3598080120919625e-28,1.2024598157414358e-17,6.93591224309495e-07,2.0688996408348993e-09,3.045170451967852e-12,2.1535400155174562e-13,1.3548768837096006e-09,6.991715019185951e-14,4.8324883335351536e-23,1.1444953622297484e-27,7.113601323006188e-10,4.981876455045929e-15,6.986932894237849e-17,2.936053186716979e-14,1.2637160000290724e-14,2.4594531751101006e-14,2.55809704707018e-16,2.4780765119155153e-22,8.373344127870234e-22,2.140322238159093e-17,1.3813825277128004e-28,8.177235196382612e-41,5.823153363234603e-15,2.3874724805601897e-41,9.816313387336779e-32,1.582988574717598e-26,2.8694098803797627e-31,2.6167226517135543e-32,3.406029679146086e-32,9.681378647122705e-14,2.2854897084906e-17,6.330121205949865e-28,1.1076011374386687e-26,2.7539027448908052e-21,3.239248638997039e-22,2.184393030784951e-20,1.1180131794265135e-37,2.972166341558081e-27,2.0912845014997373e-23
5.954426216774024e-12,0.876343684180396,3.76,0.0,0.9509363024516861,0.9999999989598366,3.671751804511645e-18,1.009878412184566e-27,2.5699547142719773e-17,1.0140933714061071e-06,3.026818114663096e-09,6.443541504209985e-12,4.605048047468704e-13,1.981051932443323e-09,1.4945040094963128e-13,1.4489010001093103e-22,4.58651751693793e-27,1.0400752923785896e-09,1.0647966269895333e-14,1.4938344373873255e-16,6.275718119675474e-14,2.5643436378079696e-14,5.2571081362768067e-14,5.467844375728049e-16,7.426051177766436e-22,2.5096178666836663e-21,4.570318036103531e-17,5.535916453446764e-28,4.282199730327808e-40,1.2445689245551703e-14,1.2700687251471812e-40,4.129052268139941e-31,6.442267981284037e-26,1.179204525634705e-30,1.0841380168988985e-31,1.399149233598349e-31,1.4153440673487942e-13,4.8880812529919855e-17,1.8987912675689374e-27,3.319785632680793e-26,8.248192135990767e-21,9.788958302393263e-22,6.537105337686052e-20,5.7329247066597195e-37,1.2214923502151518e-26,6.261162007056021e-23
7.836318947506093e-12,0.8763437088673087,3.76,0.0,0.9509361412394456,0.9999999986310576,8.124426252201837e-18,2.2412347952123825e-27,4.4504887246013225e-17,1.334594190215427e-06,3.985932957436505e-09,1.1100740793011361e-11,7.978760626420934e-13,2.607287031816442e-09,2.5884270829951635e-13,3.207567561154128e-22,1.2575116264707532e-26,1.3687904581625388e-09,1.8440263215343308e-14,2.587858405547285e-16,1.086898162109634e-13,4.3180119939672243e-14,9.105019771564755e-14,9.46980858308782e-16,1.6431598411207383e-21,5.553834912951527e-21,7.907765170896391e-17,1.5178396961146937e-27,1.4495903158463093e-39,2.1552955268184102e-14,4.3994094082305815e-40,1.1841405379627475e-30,1.7981216763642283e-25,3.3085296603018285e-30,3.066334452316523e-31,3.9243643022332695e-31,1.8624466775497272e-13,8.47061632959778e-17,4.2053060383353516e-27,7.346999733484025e-26,1.8241444355829262e-20,2.1831482451084445e-21,1.4446057058710018e-19,1.894034261737502e-36,3.4273930367026817e-26,1.3841913597226754e-22
9.71821167823816e-12,0.8763437335542311,3.76,0.0,0.9509359800259437,0.9999999983022613,1.5202417008235727e-17,4.206436352127633e-27,6.843906605766031e-17,1.6550936807412455e-06,4.946244054447959e-09,1.7016762659536275e-11,1.2275810230751942e-12,3.2335822928762104e-09,3.9809688269385013e-13,6.005001842298835e-22,2.804574926248943e-26,1.6975056298734133e-09,2.8358395113694143e-14,3.981000236826954e-16,1.671584355284295e-13,6.524694316088963e-14,1.400325080056784e-13,1.4563986669457968e-15,3.0746983185994868e-21,1.0393917669398798e-20,1.2150011019076558e-16,3.38523402337972e-27,3.880253334190842e-39,3.314429771096283e-14,1.1985977011777994e-39,2.74696315110834e-30,4.06880460594755e-25,7.509800548227863e-30,7.017784944595065e-31,8.947585716465957e-31,2.309445935360237e-13,1.3034812086647127e-16,7.876179971167763e-27,1.3750230506986816e-25,3.41162907345235e-20,4.1169867750439786e-21,2.6997125484828966e-19,4.9362905472565495e-36,7.780159780225836e-26,2.587859208624485e-22
1e-11,0.8763437829281049,3.76,0.0,0.9509359558862647,0.999999998253027,1.652363684812883e-17,4.5741371202491925e-27,7.246428580043712e-17,1.7030840879074658e-06,5.09014079110947e-09,1.8010965675077813e-11,1.2998780609859354e-12,3.327366835038987e-09,4.215189735918908e-13,6.527390554247907e-22,3.123698324810094e-26,1.7467263405150412e-09,3.002647118417164e-14,4.2153657878607374e-16,1.7699241420752226e-13,6.894108945308308e-14,1.4827109412037513e-13,1.5420788211574946e-15,3.3419192833595097e-21,1.1297504491948636e-20,1.2862963977777948e-16,3.7704402356314194e-27,4.448818176756591e-39,3.5093735659295615e-14,1.3767879485619323e-39,3.0779360493925914e-30,4.540902146459111e-25,8.384022446674148e-30,7.845788623179987e-31,1.0001766471886091e-30,2.376369226085946e-13,1.3802837916818948e-16,8.56189129234278e-27,1.4945665388688084e-25,3.707844147892581e-20,4.480103990735756e-21,2.933768844716327e-19,5.629403633073065e-36,8.685965678126026e-26,2.8123934213715507e-22
1.3481997139702297e-11,0.8763437829281049,3.76,0.0,0.9509356575951555,0.9999999976446168,3.9530043378623486e-17,1.1004336302398004e-26,1.3168818695368048e-16,2.2960886769561777e-06,6.870454586173533e-09,3.262525339112604e-11,2.364411933166681e-12,4.486353711741127e-09,7.662012869681762e-13,1.5630168111995514e-21,9.639158748706896e-26,2.3549359918952046e-09,5.45707844958618e-14,7.665508349213966e-16,3.2170362612969073e-13,1.2297001950265882e-13,2.695090369439315e-13,2.8028973580276844e-15,7.995087085507248e-21,2.703509453081405e-20,2.333912072474089e-16,1.1635297786412847e-26,1.8371019616119425e-38,6.377678926204853e-14,5.7536788906460116e-39,1.0116440588813434e-29,1.4292564149922139e-24,2.6459206729659455e-29,2.516133215437571e-30,3.212952695721616e-30,3.2031352836133287e-13,2.511455338708671e-16,2.0517475220849817e-26,3.576713677385242e-25,8.862234208963577e-20,1.0870462574992325e-20,7.002156309939751e-19,2.1982135056105946e-35,2.7416227234354527e-25,6.717490741665114e-22
1.7245782601166435e-11,0.8763438323020175,3.76,0.0,0.9509353351593215,0.9999999969869031,8.162040921712105e-17,2.285578464891253e-26,2.1543446839787573e-16,2.9370783600807553e-06,8.79944879058433e-09,5.3268968841000654e-11,3.871905714608505e-12,5.7393670794580495e-09,1.2537862551845933e-12,3.230421076203759e-21,2.461566649900282e-25,3.0123663802161117e-09,8.92821512642442e-14,1.2549241767642398e-15,5.263927526314155e-13,1.9881052796099121e-13,4.4100569945225154e-13,4.586278153502087e-15,1.650824028818139e-20,5.583803809836695e-20,3.811655469367119e-16,2.9714312297518875e-26,5.937669020588038e-38,1.0433792452706909e-13,1.846834362740077e-38,2.725855780056794e-29,3.701682062638553e-24,6.859943782244529e-29,6.62539194980934e-30,8.524636831138806e-30,4.096414036561384e-13,4.114107951597646e-16,4.2438995858032656e-26,7.387720838951784e-25,1.828076735970091e-19,2.2776085086475096e-20,1.442230830686428e-18,6.776621669667626e-35,7.109170217338845e-25,1.384690324845717e-21
2.100956806263057e-11,0.876343881675969,3.76,0.0,0.9509350127184419,0.9999999963291201,1.4670153242371293e-16,4.1321594965892084e-26,3.1966481934040704e-16,3.5780627301463366e-06,1.073322570018796e-08,7.894786184671288e-11,5.7510183448996675e-12,6.992623333216961e-09,1.860875706282336e-12,5.811931092352969e-21,5.278098319169951e-25,3.6697967967018817e-09,1.3248935581709611e-13,1.8634180792856657e-15,7.812258202965289e-13,2.927662243191114e-13,6.545277896651473e-13,6.806538579528795e-15,2.9671710459016804e-20,1.0039149880662656e-19,5.646027419286033e-16,6.371579126935909e-26,1.5573009481815713e-37,1.5482219019857332e-13,4.756200014663711e-38,6.11829727669335e-29,8.004763382724055e-24,1.4835269235324984e-28,1.4548456037842e-29,1.8958803953227797e-29,4.989284219517812e-13,6.112889348841798e-16,7.641426117539787e-26,1.3283178869087988e-24,3.2825245355005827e-19,4.153501318683272e-20,2.5858059891697948e-18,1.7004067419175568e-34,1.5376705727694106e-24,2.484614829901382e-21
2.8537138985558844e-11,0.8763439804239886,3.76,0.0,0.9509343678215453,0.9999999950133465,3.661851589331178e-16,1.044743451076651e-25,5.895268443552572e-16,4.860015531222213e-06,1.4615123871847949e-08,1.4541099728537327e-10,1.0627819556044378e-11,9.499868144290191e-09,3.433661927594506e-12,1.4539036529241874e-20,1.7979844868515073e-24,4.9846577214302054e-09,2.4437906781341075e-13,3.44153633342568e-15,1.4413238504680715e-12,5.35014502442104e-13,1.2076688304452296e-12,1.2557688745508191e-14,7.406629740691765e-20,2.5075699623229183e-19,1.037623594628716e-15,2.1706525273032986e-25,8.229380398217768e-37,2.855386787879763e-13,2.2797415360420717e-37,2.2960942327951623e-28,2.7463748472403944e-23,5.077534374295254e-28,5.174711732050525e-29,7.07317876551141e-29,6.773806751343903e-13,1.1304484679790572e-15,1.9150239519023618e-25,3.318311383892628e-24,8.175788204828488e-19,1.0701990939877534e-19,6.4188308235397145e-18,8.029804573792444e-34,5.2651570210937984e-24,6.178663324416352e-21
