Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376),C4H7(2028),C4H6(86)
2.0320334515481624e-16,0.1984661313499195,3.76,0.0,0.7166021761481405,0.9999999999999976,8.067026056827732e-33,1.0103721469095142e-45,1.733791084196453e-30,3.6540780251426555e-13,3.1903661072909248e-15,1.379463224982959e-20,6.43619242643773e-16,9.371895034063047e-24,2.546746799562208e-15,2.9287582327596242e-24,1.7004283317908433e-25,4.753560066393719e-24,9.618792107054104e-40,3.7960969949059415e-26,1.8306523169406384e-46,1.2965427331801123e-24,1.0575823106482894e-24,7.757097386167751e-38,9.156011953638276e-37,1.6617714658725835e-22,7.603271585017665e-49,1.4465358231883382e-27,1.818020905934556e-66,2.8055888089014548e-67,1.1363486544033694e-33,3.103004515856691e-52,6.052511183442545e-44,1.3582949100726654e-25,1.057512436754307e-52,8.662573678489573e-54,1.0254887861672621e-47,1.5328289383470869e-46,9.91339042596248e-63,1.0139768361429628e-36,5.361312153957701e-64,2.2094472529112415e-53,1.9368436874000597e-39,1.1972802102165022e-63,1.9326049325086703e-68,7.89694194173156e-70,1.3716803765113737e-20,6.5673133694792405e-28,1.6027445883796968e-41,4.521439262250845e-40,2.407170657411503e-35,2.945483089849383e-65,7.08222740547374e-60,3.270794740233929e-66,1.3847229151364473e-66,1.774889053812772e-73,1.1486309600054546e-37,3.7178217657457185e-79,2.8329279000599163e-56,1.753042349723148e-72,1.8820202059098994e-55,9.813130207999913e-66,1.5792983674082226e-63,5.610527084128011e-73,5.522415697268513e-72
4.0658323535320744e-16,0.1984661313499262,3.76,0.0,0.7166021761479544,0.999999999999995,6.458525927132893e-32,8.089120499173498e-45,6.939682296981827e-30,7.311330747151972e-13,6.383504178325147e-15,2.7757039725877855e-20,1.287797679723841e-15,3.7512004722141464e-23,5.095706238091914e-15,1.1722665587148076e-23,6.806144779355493e-25,1.9026628206316096e-23,7.700882892100365e-39,1.5194280894675878e-25,2.93142890200756e-45,5.189549806964894e-24,4.233085393458615e-24,6.2103946525301105e-37,7.330376193274156e-36,3.3325178999976238e-22,1.2175141790477413e-47,5.789906881531132e-27,5.82274897323246e-65,8.988943658666898e-66,9.09768800504608e-33,4.970582135279481e-51,4.849628180635088e-43,5.436719347389793e-25,1.6934056212554884e-51,1.387623313041292e-52,9.448981047216303e-47,1.6421365230001684e-45,3.1749521554978765e-61,8.118103378120016e-36,1.7176913625444528e-62,3.53923010706819e-52,1.5506509098013105e-38,3.835904668239012e-62,6.191966794004603e-67,2.529287927959837e-68,2.744552296019124e-20,2.628636582844687e-27,1.283172835046289e-40,3.619899772721535e-39,1.927198773303868e-34,9.433512788196349e-64,2.2690987666947063e-58,1.0479464670083355e-64,4.438081666018499e-65,1.137482610167001e-71,9.196031942254848e-37,2.382390621833155e-77,4.5379596177388665e-55,1.123387055218382e-70,3.014736727716855e-54,3.142843937748092e-64,5.0598297792943985e-62,3.59554181867093e-71,3.539002311358437e-70
8.1334301574998995e-16,0.19846613134993948,3.76,0.0,0.7166021761475823,0.9999999999999899,5.1687835943489495e-31,6.473754574004441e-44,2.776776510343564e-29,1.4625836186133806e-12,1.2769780748454057e-14,5.614942859168958e-20,2.576154589225645e-15,1.5009688631975896e-22,1.0193625116851532e-14,4.690593256289552e-23,2.7233444596103882e-24,7.61312946011626e-23,6.163047680056035e-38,6.079691505227019e-25,4.692195422883883e-44,2.0764958820414184e-23,1.6937855517500814e-23,4.9702033418769143e-36,5.866527816147515e-35,6.696614194938917e-22,1.948815880377722e-46,2.3167119674112743e-26,1.8641327920001526e-63,2.8782343812092137e-64,7.280898224318568e-32,7.957547662410192e-50,3.8860070115910804e-42,2.1753958151392014e-24,2.71057706083909e-50,2.221483887847969e-51,9.542823064722674e-46,1.9781191805738482e-44,1.0164106710083458e-59,6.497147275507542e-35,5.4999693652338314e-61,5.666063135143065e-51,1.2409892428720612e-37,1.2282276566744177e-60,1.982649253757604e-65,8.098022916891021e-67,5.490295576005777e-20,1.0517968238780447e-26,1.0269324552794856e-39,2.8970185939445336e-38,1.542342468136637e-33,3.0200154759853855e-62,7.265575672135502e-57,3.355497459234525e-63,1.421311839126305e-63,7.284857229422952e-70,7.359620566480548e-36,1.5256855787874389e-75,7.264958257440609e-54,7.194283479088511e-69,4.82638426746872e-53,1.0061330290643542e-62,1.6201171245552572e-60,2.3026860522354843e-69,2.2664528894159825e-68
1.6268625765435548e-15,0.1984661313499661,3.76,0.0,0.7166021761468381,0.9999999999999797,4.1358121538890396e-30,5.179986810079778e-43,1.1108911417775863e-28,2.9254847043950247e-12,2.5542335600953736e-14,1.148045019755959e-19,5.152868549595945e-15,6.004853287678919e-22,2.038946288117159e-14,1.8765427944367023e-22,1.0895151225512794e-23,3.045747396843147e-22,4.931375984109816e-37,2.4322724883214414e-24,7.509040630501678e-43,8.307335573785655e-23,6.77624520960913e-23,3.9769180678272205e-35,4.694111999372845e-34,1.3515220489807846e-21,3.1187408198568615e-45,9.268316771694175e-26,5.966843400740896e-62,9.213197128410984e-63,5.825797352888237e-31,1.2735748991468169e-48,3.116536892516846e-41,8.702999078677726e-24,4.337886575251239e-49,3.5553926976120253e-50,1.0804687739544151e-44,2.6451559642511225e-43,3.253189486089657e-58,5.199020727912444e-34,1.7605533141351862e-59,9.068341704893986e-50,9.929755280449724e-37,3.931512317549029e-59,6.346417462102529e-64,2.5924866448261575e-65,1.0981779899864643e-19,4.2078705439612226e-26,8.217087201512592e-39,2.3180528160749004e-37,1.2341046846902913e-32,9.666218684358491e-61,2.325697216961909e-55,1.0740901852341263e-61,4.550062795857909e-62,4.663890082588488e-68,5.888814878248978e-35,9.767443566627399e-74,1.1627313000321425e-52,4.605809462421229e-67,7.724460435534681e-52,3.220302493405526e-61,5.185922932296674e-59,1.4742126174126198e-67,1.4510075585769338e-66
3.2539016981306844e-15,0.1984661313500193,3.76,0.0,0.7166021761453496,0.9999999999999593,3.308963819320434e-29,4.144382223800685e-42,4.443924016752561e-28,5.851286867899426e-12,5.1087452154920276e-14,2.39595831331917e-19,1.0306297035803527e-14,2.4021371736121856e-21,4.0781138437014995e-14,7.506782558135317e-22,4.35841522387691e-23,1.218398013692081e-21,3.9454777128233086e-36,9.729881785103752e-24,1.2015688258066628e-41,3.323204605511162e-22,2.7107187454985046e-22,3.1818369403135333e-34,3.755643634400121e-33,2.7514087885262874e-21,4.990495937506999e-44,3.7075967169787642e-25,1.9098108695347673e-60,2.948685237392891e-61,4.661036493748768e-30,2.0380068329374793e-47,2.5046569576614884e-40,3.481482386463528e-23,6.941583165156039e-48,5.689407614611401e-49,1.3715080082355566e-43,3.816223202949226e-42,1.0411245995855056e-56,4.160116771548975e-33,5.6348369311211314e-58,1.4511471957893185e-48,7.944487839891599e-36,1.2582748837906481e-57,2.03115590843772e-62,8.300506088903694e-64,2.1964739603132193e-19,1.6832838925634016e-25,6.574401614373425e-38,1.8546147865455263e-36,9.873716903777047e-32,3.0936026259808525e-59,7.443366993433652e-54,3.437617482100685e-60,1.4563588873226846e-60,2.985384142669568e-66,4.711499610123202e-34,6.252137901618614e-72,1.8606406310232386e-51,2.9481795149451518e-65,1.2360934980275508e-50,1.030605016706437e-59,1.659738625813165e-57,9.436550288926388e-66,9.28798076256046e-65
6.5079799413049445e-15,0.1984661313501257,3.76,0.0,0.7166021761423728,0.9999999999999185,2.647296622708804e-28,3.31566205510822e-41,1.777640178093177e-27,1.1702891162672684e-11,1.0217771265872035e-13,5.191032202336096e-19,2.0613156270088256e-14,9.608942646584238e-21,8.156448965751502e-14,3.002835586116223e-21,1.7434370636100867e-22,4.8737895744146144e-21,3.156535747647507e-35,3.8921110884187046e-23,1.922608222148162e-40,1.3293358774207516e-21,1.0843316684400168e-21,2.5455910268073826e-33,3.004653486272653e-32,5.69584417852164e-21,7.985209172952181e-43,1.4830736562690994e-24,6.113105166580091e-59,9.436574107199248e-60,3.728935938190545e-29,3.2610185552600265e-46,2.021632393296098e-39,1.3926491645551527e-22,1.1107925406620413e-46,9.103561700224025e-48,1.908564956058857e-42,5.773071380777359e-41,3.331738802658422e-55,3.329059863685859e-32,1.8034241634715325e-56,2.322009492230048e-47,6.355778936784848e-35,4.026794752015319e-56,6.500130743963415e-61,2.6586546835934632e-62,4.393062323192717e-19,6.733399054253278e-25,5.259943265565212e-37,1.4837565881070056e-35,7.899255691405973e-31,9.900608103690378e-58,2.3820559259838323e-52,1.1001217089686145e-58,4.661148782438783e-59,1.910789154140841e-64,3.7693792442070364e-33,4.001674797842517e-70,2.977241863708642e-50,1.8869718130607397e-63,1.9778939522843853e-49,3.298108679359266e-58,5.311524368934438e-56,6.039913530016914e-64,5.944802467371787e-63
1.3016136427653465e-14,0.1984661313503385,3.76,0.0,0.716602176136419,0.9999999999998369,2.117887401701459e-27,2.6525908079825806e-40,7.11069128887284e-27,2.3406099623277015e-11,2.0435834324977447e-13,1.1978169174733251e-18,4.1226883786149165e-14,3.843657627359108e-20,1.631311925337685e-13,1.2011589734014132e-20,6.973890403477112e-22,1.9495548565419255e-20,2.5252945092877615e-34,1.5568761127066355e-22,3.076252389993695e-39,5.317451246769687e-21,4.337415306520111e-21,2.0365221704504218e-32,2.4037733535402776e-31,1.2163362511069814e-20,1.2776690095448552e-41,5.932212300255879e-24,1.95713086351977e-57,3.0198555099487897e-58,2.983107117163478e-28,5.217725421767868e-45,1.6458060418399913e-38,5.570706335809507e-22,1.777578043857655e-45,1.4565741654580122e-46,2.825004120361196e-41,8.970575778672735e-40,1.0661620189855952e-53,2.6646046121083483e-31,5.772076103161721e-55,3.715367005484539e-46,5.084562950975804e-34,1.288630880016749e-54,2.080077707164651e-59,8.522977729497536e-61,8.786224737904149e-19,2.693406018931411e-24,4.208330152765285e-36,1.1870243614694414e-34,6.31940603298926e-30,3.1686357696343047e-56,7.622843613371309e-51,3.5205207599405354e-57,1.491860935711195e-57,1.2229317828481284e-62,3.0155759613871515e-32,2.561163344431039e-68,4.7637617381871285e-49,1.2076920081925473e-61,3.164747351816064e-48,1.0554220555428974e-56,1.6997272655823833e-54,3.86572767936093e-62,3.804837505084146e-61
2.6032449400350505e-14,0.1984661313507641,3.76,0.0,0.7166021761245114,0.9999999999996738,1.6943297635094187e-26,2.1220949551453253e-39,2.8442941760735946e-26,4.6812516028717006e-11,4.0872004276558724e-13,3.0340399791391168e-18,8.24543750083422e-14,1.537480586352547e-19,3.2626460002729276e-13,4.804687179535133e-20,2.789584750163683e-21,7.798293657555699e-20,2.0202691378047725e-33,6.227567821267429e-22,4.922069617192074e-38,2.1270017781008142e-20,1.7349840818808546e-20,1.629238688846739e-31,1.9230311194040268e-30,2.7412988657921113e-20,2.0443061674659637e-40,2.3727466565741057e-23,6.268565006420813e-56,9.663951905040245e-57,2.38633412397305e-27,8.348212091005392e-44,1.362184868491146e-37,2.2283022745534397e-21,2.845008346658067e-44,2.3304054104358545e-45,4.337038682945327e-40,1.4139825879615137e-38,3.411619835139534e-52,2.1337784796948885e-30,1.8476763941545689e-53,5.944749076431721e-45,4.067409240422606e-33,4.123748591073529e-53,6.656093414129813e-58,2.7370251074452133e-59,1.757249232352465e-18,1.0773666467204463e-23,3.367145125698867e-35,9.4961622463083e-34,5.05534720534811e-29,1.014205806622605e-54,2.4393388973380637e-49,1.1265855392431949e-55,4.775482037833853e-56,7.826604035859942e-61,2.4124909825659505e-31,1.6391653341660398e-66,7.622162640206106e-48,7.729148763407833e-60,5.063694311846261e-47,3.3773920285332124e-55,5.439073555145294e-53,2.474144994727076e-60,2.435155614329969e-59
5.206507534574458e-14,0.1984661313516153,3.76,0.0,0.7166021761006962,0.9999999999993475,1.3554714284672123e-25,1.697681436293519e-38,1.1377144386208992e-25,9.362534677652259e-11,8.174451951311371e-13,8.62166868674446e-18,1.649095022138566e-13,6.149968788558649e-19,6.525314219784406e-13,1.9218865751189855e-19,1.1158397448141655e-20,3.1193292510806865e-19,1.616240186772588e-32,2.4910398148105934e-21,7.875371717090681e-37,8.508047525653227e-20,6.939974106694545e-20,1.3034012723281682e-30,1.5384174071449696e-29,6.717059305091421e-20,3.270942472942608e-39,9.489735932538044e-23,2.0095777258428426e-54,3.0926285171873375e-55,1.9087908534831547e-26,1.3356269462568997e-42,1.1625883687660667e-36,8.913231015030376e-21,4.554753912805554e-43,3.728183855806385e-44,6.792886040834271e-39,2.245319449404992e-37,1.0916339098241306e-50,1.7103436643032352e-29,5.9163020487481504e-52,9.511835533954038e-44,3.253483762750478e-32,1.3196425227821413e-51,2.129780166198155e-56,8.820191183507177e-58,3.514479852265921e-18,4.309434742759149e-23,2.6944377289763614e-34,7.596742328728473e-33,4.043921614276242e-28,3.246945876084584e-53,7.805844904560003e-48,3.605075517168469e-54,1.7712699775657878e-54,5.300092331227164e-59,1.930006770171539e-30,1.0490573382697609e-64,1.2195560348779574e-46,4.99168476701189e-58,8.101986937888877e-46,1.080770863662374e-53,1.740416311610149e-51,1.6527993834989918e-58,1.6073574795365113e-57
1.0413032723653274e-13,0.19846613135331773,3.76,0.0,0.7166021760530659,0.9999999999986949,1.0843796790464867e-24,1.358141815738588e-37,4.550797180775574e-25,1.872510000198391e-10,1.634902513190788e-12,2.7457655763276948e-17,3.29820335676146e-13,2.460005901811531e-18,1.305065093737373e-12,7.687581275859368e-19,4.463371684506998e-20,1.2477316114294362e-18,1.293020440949213e-31,9.964184729179988e-21,1.260066763379369e-35,3.4032253763595774e-19,2.775998686836529e-19,1.0427282507077777e-29,1.2307109901047613e-28,1.837191636133515e-19,5.233625495694946e-38,3.794865257886231e-22,6.45386183098408e-53,9.897356443355636e-54,1.5265769525996165e-25,2.136700307754785e-41,1.0466075778961667e-35,3.565282738439862e-20,7.29630660870663e-42,5.96352751447359e-43,1.0751521955481268e-37,3.57885394111627e-36,3.492653292928201e-49,1.3735747553625692e-28,1.8955858980835065e-50,1.521952052113536e-42,2.602054339802429e-31,4.2230801233295436e-50,6.8141394953189e-55,2.861902523059949e-56,7.02884950573263e-18,1.7237352713154065e-22,2.156685495215674e-33,6.077039841344068e-32,3.234538797643326e-27,1.0399638625217717e-51,2.4978091255604488e-46,1.153613267393925e-52,5.698359415764877e-53,3.3963090288593927e-57,1.5440140476406552e-29,6.713785968660704e-63,1.951299302896235e-45,3.1948994801013136e-56,1.2963273623082162e-44,3.458466785655584e-52,5.568706840542634e-50,1.058646914220607e-56,1.029241159407869e-55
2.0826083101810906e-13,0.19846613135672259,3.76,0.0,0.7166021759578053,0.9999999999973899,8.675039404763292e-24,1.08650328396159e-36,1.820263471712578e-24,3.745022734973158e-10,3.269845202567126e-12,9.577254315544704e-17,6.596443188597456e-13,9.840133161852753e-18,2.6101325486837074e-12,3.0750487606101182e-18,1.7853520274003653e-19,4.990906694910665e-18,1.0344570084436294e-30,3.9856790634868105e-20,2.016120531444426e-34,1.3612900505275801e-18,1.1104024741094975e-18,8.341904606651099e-29,9.845277154432717e-28,5.649493788963144e-19,8.374136845873874e-37,1.5171176698838296e-21,2.0800820227922686e-51,3.167737990826054e-52,1.2205275277855248e-24,3.417729232660755e-40,1.0237469062947813e-34,1.42609992129047e-19,1.170187760595255e-40,9.536570135826458e-42,1.7108778306946812e-36,5.715192920827623e-35,1.117275592551523e-47,1.1073300222677444e-27,6.0809966553252165e-49,2.435293724982512e-41,2.080462923219688e-30,1.3515197516282829e-48,2.1797691367948085e-53,9.410135436911143e-55,1.405722248708311e-17,6.894605794534529e-22,1.7271568503421736e-32,4.861043880890793e-31,2.586662399019857e-26,3.3338872284447343e-50,7.992539763134198e-45,3.6914664966617594e-51,1.8275948474415295e-51,2.1730019820982658e-55,1.2352195512135968e-28,4.2965606009363616e-61,3.1220889182327404e-44,2.0442614927888057e-54,2.0741401589078705e-43,1.1067039088337158e-50,1.7815738930174182e-48,6.77609208418425e-55,6.587451274990123e-54
4.1652183858126166e-13,0.19846613136353228,3.76,0.0,0.7166021757672839,0.9999999999947797,6.94001923676784e-23,8.691844237751915e-36,7.280596834540548e-24,7.490046884158229e-10,6.53984279389059e-12,3.549739276468094e-16,1.3193015506948488e-12,3.936133400894506e-17,5.220267904305624e-12,1.2300301587680803e-17,7.141421316564038e-19,1.996343069819471e-17,8.276287911617637e-30,1.5942727220195181e-19,3.225829030713243e-33,5.4451490164800635e-18,4.44162541783714e-18,6.67363459781028e-28,7.875547043785651e-27,1.9199391228003897e-18,1.339966201154324e-35,6.061842047618715e-21,6.751263856952784e-50,1.0140480898349859e-50,9.752472206861544e-24,5.4651797059211786e-39,1.1173515489481136e-33,5.70428341547408e-19,1.881188769155959e-39,1.524225127896443e-40,2.729918456337494e-35,9.13537769881185e-34,3.5728855389062925e-46,8.993995698311056e-27,1.9555901521153652e-47,3.897001677667802e-40,1.6624809263203688e-29,4.3257059928982473e-47,6.970407119573367e-52,3.1721210125062245e-53,2.8112503306298554e-17,2.7575688549419398e-21,1.3846147406958708e-31,3.887885922755708e-30,2.0677769954942734e-25,1.0706776477195989e-48,2.5573159376906156e-43,1.1812036070729907e-49,5.873126510842983e-50,1.3897959374525732e-53,9.881867428518268e-28,2.74945285961914e-59,4.995357477398052e-43,1.3077052566629383e-52,3.31866528028765e-42,3.5414087322455046e-49,5.698379496445864e-47,4.337516175393662e-53,4.2162771983430045e-52
6.247828461444142e-13,0.19846613137034194,3.76,0.0,0.7166021755767624,0.9999999999921696,1.9844092801836528e-22,2.485309160952145e-35,1.5470593121253738e-23,1.1235069712980624e-09,9.809952597327505e-12,7.367468785842981e-16,1.978968048429701e-12,8.364399065220743e-17,7.830403705672154e-12,2.6138290767865934e-17,1.5175535863604897e-18,4.2421991533092374e-17,2.3666136380627736e-29,3.3878302912532038e-19,1.1873254734597629e-32,1.1570922316109851e-17,9.438474424939415e-18,1.9082603552323664e-27,2.25180360975626e-26,3.867455197026468e-18,4.932161589528956e-35,1.2871687888675017e-20,3.104976867536046e-49,4.743702958464398e-50,2.786669469311997e-23,2.0830524374947843e-38,3.820631446699943e-33,1.2121428486110047e-18,6.93977510347355e-39,5.8082476185941596e-40,1.0401504592294377e-34,3.482090196753355e-33,1.630810426671576e-45,2.5939347545455135e-26,9.195442248867828e-47,1.485838536436624e-39,4.750555776139325e-29,2.0303757512902905e-46,3.260073166515209e-51,1.4781045320116445e-52,4.216631914236378e-17,5.859431671523611e-21,3.963876581924532e-31,1.1115363582007137e-29,5.910000178086784e-25,4.895535844615634e-48,1.1959357505395029e-42,5.5259134451992485e-49,2.601610027228662e-49,7.576469041070436e-53,2.825614037644933e-27,1.541059953561108e-58,1.9044996317500772e-42,7.262938110326755e-52,1.2652597916936988e-41,1.6168758617121737e-48,2.6739804926117122e-46,2.3741978710029475e-52,2.319122810258746e-51
8.330438537075668e-13,0.19846613137715172,3.76,0.0,0.7166021753862408,0.9999999999895595,4.185688883429546e-22,5.242253609989683e-35,2.6389949433689683e-23,1.4980091221442119e-09,1.3080174612420534e-11,1.2410913527070754e-15,2.6386438124961407e-12,1.4268861255871367e-16,1.0440539952798659e-11,4.458908109627701e-17,2.5887701354578156e-18,7.236645219735825e-17,4.992116448098644e-29,5.77924067005944e-19,3.0113284964658416e-32,1.973860034320896e-17,1.6100957824340512e-17,4.025108427817583e-27,4.749495469736889e-26,6.407494618845896e-18,1.2509555574496453e-34,2.19423230790347e-20,9.373174628030431e-49,1.5294673743876474e-49,5.874207106406117e-23,5.603214597590688e-38,9.488960356973063e-33,2.067745651323157e-18,1.763696657152074e-38,1.562099335210808e-39,2.7974717405791886e-34,9.367430643730842e-33,4.859810268619744e-45,5.51383363841119e-26,2.873514418363779e-46,3.997918576128683e-39,1.0014370893283587e-28,6.329766534644277e-46,1.051466839640004e-50,4.486459385481461e-52,5.621867015559712e-17,9.994869424421695e-21,8.370037626358767e-31,2.344253586619641e-29,1.2461026356816523e-24,1.4612348783638074e-47,3.854273817306263e-42,1.7826278186115985e-48,8.902182840726916e-49,2.9057495349038006e-52,5.9600715670689336e-27,5.625381138665882e-58,5.12413365473655e-42,2.7478354396318825e-51,3.40424775489883e-41,4.8194553944891104e-48,8.334210134397466e-46,9.111044995496094e-52,8.862917735826435e-51
1e-12,0.19846613139077107,3.76,0.0,0.7166021752335057,0.9999999999874669,6.635035010484846e-22,8.309995673584082e-35,3.668540602239348e-23,1.7982353674688183e-09,1.57018697355982e-11,1.7146563743476426e-15,3.167489874466564e-12,1.9836312369764023e-16,1.2533002419334322e-11,6.198659419253829e-17,3.598830241783694e-18,1.0060111337259279e-16,7.913729254286532e-29,8.034121899515658e-19,5.405535144600655e-32,2.743995749255219e-17,2.238308362045391e-17,6.3805378678121586e-27,7.528512808521545e-26,8.778513751435727e-18,2.2456396756136224e-34,3.048799378603858e-20,1.9400975375036333e-48,3.522415772623543e-49,9.307044110379802e-23,1.0834835436195437e-37,1.7333069471777967e-32,2.874487893359728e-18,3.171560002374952e-38,3.02021196013315e-39,5.409229717798701e-34,1.8116043799333266e-32,9.842635577919546e-45,8.793299157167893e-26,6.238388169295048e-46,7.732656389189465e-39,1.5867129423649508e-28,1.3691493667004623e-45,2.423304000587112e-50,9.243018842973596e-52,6.748316019896093e-17,1.389391456334736e-20,1.3279269442057419e-30,3.7156757000243047e-29,1.974680923988411e-24,2.964136000333682e-47,8.872157251464314e-42,4.1092073273036513e-48,2.198987581580481e-48,8.158317771571314e-52,9.4477862863779e-27,1.4397883594888648e-57,9.910492153196488e-42,7.574598042034229e-51,6.584120446755992e-41,9.763142706198813e-48,1.8022523691797536e-45,2.5617146374426412e-51,2.47800693068148e-50
1.2495658688338721e-12,0.19846613139077107,3.76,0.0,0.7166021750051973,0.9999999999843391,1.1432390965102926e-21,1.4318692782702608e-34,5.463336346431952e-23,2.2470131139564413e-09,1.9620881995074796e-11,2.5374480272551457e-15,3.958017089481589e-12,2.9542486543272076e-16,1.5660813493270674e-11,9.231682463904715e-17,5.359727157566031e-18,1.4982389712766007e-16,1.3636362823602668e-28,1.1965185547238907e-18,1.0530844244056318e-31,4.086615199870537e-17,3.3335092394656987e-17,1.0993981430198132e-26,1.2971399223286386e-25,1.2878180230896133e-17,4.375040674922269e-34,4.537612252710188e-20,4.269189911426483e-48,8.40493183554081e-49,1.6027534299240632e-22,2.26534603519737e-37,3.4534278259423806e-32,4.280909622358735e-18,6.189179577346892e-38,6.31397844349751e-39,1.1309431384719394e-33,3.788151414111798e-32,2.1263840279130045e-44,1.5253033865802563e-25,1.4252437551648387e-45,1.617088787238411e-38,2.7325425003953063e-28,3.119222446843409e-45,5.785242173498793e-50,2.0244059780314593e-51,8.431993483472513e-17,2.069092807157209e-20,2.2902433363934416e-30,6.401526379802537e-29,3.401276785639793e-24,6.411933520536651e-47,2.116306199315612e-41,9.811332949820635e-48,5.488908915225161e-48,2.1868192871286855e-51,1.6278953897218807e-26,3.663450599681406e-57,2.072447009090615e-41,2.01097761431408e-50,1.3768529444345787e-40,2.1096045880246574e-47,4.1051402366374846e-45,6.871817675578016e-51,6.628027139296993e-50
1.6660878839601773e-12,0.19846613140439046,3.76,0.0,0.7166021746241532,0.9999999999791187,2.392034149997274e-21,2.996043710189377e-34,9.29110920373011e-23,2.9960166202263518e-09,2.6162002016210713e-11,4.284543549094661e-15,5.277424445660629e-12,5.024503617028541e-16,2.0881088673088675e-11,1.5700802149139405e-16,9.115503748925129e-18,2.5480852757296644e-16,2.8534366859881693e-28,2.0349648908832844e-18,2.6313882530016664e-31,6.950243583744819e-17,5.669442785172503e-17,2.300338727211106e-26,2.7138753376983667e-25,2.1527760745913704e-17,1.0932863758841369e-33,7.708778647481098e-20,1.2733633117495983e-47,2.6958137471689514e-48,3.3503915455264322e-22,6.134007182708839e-37,8.844386030743293e-32,7.280551871039375e-18,1.5509365379392157e-37,1.7092777725337635e-38,3.06269575542589e-33,1.026011593795007e-31,6.193365150713503e-44,3.2272442080558243e-25,4.4878439202850867e-45,4.3804505955674603e-38,5.7124012481812585e-28,9.788193813571264e-45,1.855955194046088e-49,6.034479880091053e-51,1.124158141792049e-16,3.518632492371856e-20,4.799611573331953e-30,1.3391616683408785e-28,7.11249926311704e-24,1.8715980293684136e-46,6.785508722977146e-41,3.1485134994528796e-47,1.845651176559249e-47,8.18834789422651e-51,3.406129403912615e-26,1.346769721022535e-56,5.613531247851227e-41,7.417138667684107e-50,3.7294333009208156e-40,6.146470145597942e-47,1.2877909141935592e-44,2.564423583325082e-50,2.4638925683577538e-49
2.4991319142127877e-12,0.1984661314316292,3.76,0.0,0.7166021738620636,0.9999999999686777,7.553265096504154e-21,9.461165981570784e-34,2.0240319930725385e-22,4.494022038422288e-09,3.924559700009185e-11,9.258801624395245e-15,7.91635108005296e-12,1.094789341880885e-15,3.132164441639985e-11,3.420951492066191e-16,1.9860883686982428e-17,5.551617731600802e-16,9.012403898061945e-28,4.433774418090952e-18,1.2185915668389021e-30,1.5143065780682082e-16,1.2352646191259916e-16,7.26402865998603e-26,8.567986307920058e-25,4.5981527612810955e-17,5.064122711184651e-33,1.675151412972975e-19,9.412954876308212e-47,2.059486069710578e-47,1.0551481871413647e-21,3.072043577184632e-36,4.074656776560015e-31,1.5862030745209754e-17,7.253672912270008e-37,8.551767186455998e-38,1.5353897086646793e-32,5.14444697419874e-31,4.286281878112516e-43,1.0514078614267943e-24,3.5224463356938303e-44,2.1972790047740312e-37,1.7992962552021584e-27,7.587593628354476e-44,1.4160427607039824e-48,4.581506970914793e-50,1.6858989594555137e-16,7.66453884973826e-20,1.5224977669868e-29,4.226380441454383e-28,2.2421940177249755e-23,1.3067923542402886e-45,5.180012111453121e-40,2.4056386422874616e-46,1.4380856487742954e-46,9.822658973999329e-50,1.0755756425504356e-25,1.6471623041808802e-55,2.814980320523538e-40,8.834113565789035e-49,1.8702119284727274e-39,4.259644947836755e-46,9.967993260762557e-44,3.063855718736935e-49,2.939098862952508e-48
