Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49)
9.614838732387358e-08,0.09629013020147201,3.76,0.0,0.658071819594716,0.9999996928148485,1.2401252504409505e-08,5.786899563799368e-25,4.881672663952871e-18,5.961397592513433e-06,4.711582351996479e-07,3.373696432461716e-07,5.9481353840023444e-08,1.7270382650899196e-07,2.461727809254224e-07,7.841391272959408e-08,7.906281176954998e-09,3.943024503683058e-08,2.0457370155868732e-15,8.295159087570013e-10,1.3318126866160885e-16,4.672731726967786e-09,6.5125381164503536e-09,1.9902410104314117e-14,1.0535766210816939e-13,2.0417137077882263e-09,5.849383294187037e-16,5.42523925852462e-14,3.4816742848672114e-26,4.868443200419579e-25,7.333983255233099e-13,6.576412204728769e-22,2.8893085570342016e-15,6.350736954146736e-11,2.9209498569175715e-17,3.2647373740770166e-24,7.789257292140676e-17,1.8047396321826427e-15
9.894898697739687e-08,0.09629013198724326,3.76,0.0,0.6580716935247152,0.9999996811431908,1.343034256528819e-08,6.257952590221845e-25,5.017191988413523e-18,6.1249469564375705e-06,4.919462053563494e-07,3.569082813849964e-07,6.249550176960479e-08,1.8519782827326413e-07,2.551901454109161e-07,8.469803815687472e-08,8.295167392219211e-09,4.0758900462809845e-08,2.3025743080043486e-15,8.822574358272055e-10,1.5401680542812146e-16,4.9152281920697835e-09,6.892162142021785e-09,2.145149033516808e-14,1.17429081484951e-13,2.1565564149112424e-09,6.758007219607745e-16,5.665208269175015e-14,4.263675473796731e-26,6.114507456302765e-25,7.660755022448316e-13,7.555364826761188e-22,3.2816644471780222e-15,6.542510165923672e-11,3.469153080418199e-17,3.73892642036197e-24,8.67300458029472e-17,2.0000949811580052e-15
9.999999999999998e-08,0.09629013378011475,3.76,0.0,0.6580716459762046,0.9999996767160249,1.3830059104175493e-08,6.4407133445124685e-25,5.067935307366494e-18,6.186185667102526e-06,4.998419078091139e-07,3.643771006679304e-07,6.364345818178278e-08,1.9002715071798382e-07,2.586105278296471e-07,8.713701218296556e-08,8.44309225687498e-09,4.1256596512643603e-08,2.405128274989641e-15,9.025414121397424e-10,1.6248887876137339e-16,5.00756687255601e-09,7.037305849353223e-09,2.2051958552842658e-14,1.2220981528247032e-13,2.2003775246638047e-09,7.127081549466046e-16,5.75635642399815e-14,4.593890277048782e-26,6.6497351510377745e-25,7.784884873440117e-13,7.951624636901916e-22,3.4391667094901537e-15,6.614391640814855e-11,3.696002125524927e-17,3.9304859784273174e-24,9.022648621401748e-17,2.077178720761231e-15
1.0174958663092017e-07,0.09629013378011475,3.76,0.0,0.6580715665357835,0.9999996692887053,1.4512047195990568e-08,6.752279223434479e-25,5.152267683331945e-18,6.287960675143572e-06,5.130992481078057e-07,3.7697485511380724e-07,6.557465515540661e-08,1.9823848679433876e-07,2.6434888816430755e-07,9.129611606841571e-08,8.691725757390935e-09,4.208395413581534e-08,2.5836342003822534e-15,9.36908060795875e-10,1.7743099750858083e-16,5.162885839859706e-09,7.282156724486608e-09,2.307509381913193e-14,1.3048150938980837e-13,2.2741951920079137e-09,7.77749968475476e-16,5.909402948003129e-14,5.19252426620779e-26,7.632263477796157e-25,7.99332414283881e-13,8.648205657971377e-22,3.7143650498419885e-15,6.733946050010362e-11,4.1012181738027704e-17,4.2667422109414325e-24,9.627155984997322e-17,2.210197190013881e-15
1.0455018628444346e-07,0.09629013558020816,3.76,0.0,0.6580714386213039,0.9999996572482207,1.564746970281971e-08,7.2702975289017215e-25,5.286901292695004e-18,6.450440587668764e-06,5.346145174482513e-07,3.975676372443259e-07,6.871830475848233e-08,2.118353346860901e-07,2.736518071616306e-07,9.821481874761904e-08,9.095896424478696e-09,4.340530564287195e-08,2.8904873484197628e-15,9.934977731369337e-10,2.0366371094928532e-16,5.415660856434797e-09,7.682491218311363e-09,2.4775183535140976e-14,1.4456379735944197e-13,2.39460737628304e-09,8.917889487600756e-16,6.157790382365078e-14,6.290689902874932e-26,9.471242429532333e-25,8.331645688071596e-13,9.864698198383432e-22,4.190305404738629e-15,6.925052050918333e-11,4.827226936978164e-17,4.8526289828734266e-24,1.065505124069534e-16,2.43570238761222e-15
1.0735078593796676e-07,0.09629013738764394,3.76,0.0,0.6580713097747188,0.9999996450185747,1.6837704076018454e-08,7.812417000143768e-25,5.421094341045669e-18,6.612388510224267e-06,5.564891816125703e-07,4.1868490652699515e-07,7.192594548747193e-08,2.2599783018376436e-07,2.8310167750703057e-07,1.0546076621513387e-07,9.507620002304985e-09,4.472287179359859e-08,3.224762023813384e-15,1.05205715941619e-09,2.329701585057155e-16,5.673510246796792e-09,8.093135103684104e-09,2.655378234273024e-14,1.5972578666162063e-13,2.51777060685875e-09,1.0189809686380065e-15,6.41033782603161e-14,7.58333859659796e-26,1.1688331008396442e-24,8.6756749616764e-13,1.1215159172538682e-21,4.7125029540933955e-15,7.115835684775118e-11,5.658159970335797e-17,5.5012721264648236e-24,1.1760083084969722e-16,2.677276139945416e-15
1.1015138559149005e-07,0.09629013920254136,3.76,0.0,0.6580711799895291,0.9999996325966166,1.8083835157363765e-08,8.37903865785157e-25,5.55484833604044e-18,6.773806238876602e-06,5.787204232916071e-07,4.4032494758108653e-07,7.51970761763201e-08,2.407353575291708e-07,2.9270125159383823e-07,1.1304052664490548e-07,9.926837521851671e-09,4.603658400893148e-08,3.5881445788613826e-15,1.1126173987020581e-09,2.656214549532649e-16,5.9363917581382414e-09,8.514057985768043e-09,2.8412974047443966e-14,1.760183026646717e-13,2.6436628003396863e-09,1.1604515990733244e-15,6.667012700497743e-14,9.09857223798679e-26,1.4348627226168834e-24,9.025367502633084e-13,1.2710474135121913e-21,5.2840991899850055e-15,7.30630453991583e-11,6.60595003844427e-17,6.2176045502803444e-24,1.294569602385392e-16,2.935593224826941e-15
1.1295198524501335e-07,0.09629014102501854,3.76,0.0,0.6580710492592943,0.9999996199792082,1.9386938792156475e-08,8.970555147681858e-25,5.688164770407101e-18,6.934695551820612e-06,6.01305439802641e-07,4.624860508329425e-07,7.853119939491008e-08,2.5605722735873733e-07,3.0245325925886235e-07,1.2096061675868561e-07,1.0353490410060622e-08,4.734638611021613e-08,3.982379887099243e-15,1.175210258015856e-09,3.019051767666745e-16,6.204263812535876e-09,8.945229594077763e-09,3.03549043444528e-14,1.9349314952514473e-13,2.7722621292600723e-09,1.3173905083028058e-15,6.92778259766117e-14,1.0867680933198661e-25,1.752636934179319e-24,9.380679087781455e-13,1.4362112994426721e-21,5.908361261647423e-15,7.496466277617668e-11,7.683537031585211e-17,7.006813001637978e-24,1.4215385114030684e-16,3.2113374094587747e-15
1.1575258489853664e-07,0.09629014285519248,3.76,0.0,0.6580709175776317,0.9999996071632263,2.0748081967553832e-08,9.587350835881253e-25,5.821045123532248e-18,7.095058211307612e-06,6.242414432221948e-07,4.851665124610906e-07,8.192782128735286e-08,2.719726770938901e-07,3.1236040793111687e-07,1.292275022022536e-07,1.078752046992857e-08,4.865223244600593e-08,4.409271760329121e-15,1.2398680878200583e-09,3.4212592593957455e-16,6.477085447884316e-09,9.386619781961427e-09,3.2381781653842235e-14,2.1220310517332817e-13,2.9035470031295897e-09,1.4910532859058236e-15,7.192615281711082e-14,1.2925409707235002e-25,2.1305941954090643e-24,9.741565733976005e-13,1.6182145409859674e-21,6.5886835432508474e-15,7.686328632566002e-11,8.904924518700687e-17,7.874344329450298e-24,1.557269476145712e-16,3.5052012308457516e-15
1.1855318455205994e-07,0.09629014469317915,3.76,0.0,0.6580707849382159,0.9999995941455639,2.2168322939035595e-08,1.022980190479615e-24,5.95349086295204e-18,7.2548959652862025e-06,6.475256604875708e-07,5.083646343470928e-07,8.538645143322273e-08,2.8849087133324234e-07,3.224253827760386e-07,1.3784759790625458e-07,1.122886986508254e-08,4.9954086300320335e-08,4.870683342451124e-15,1.306623817543e-09,3.8660589771119555e-16,6.7548162660012035e-09,9.838198526172405e-09,3.4495877859973764e-14,2.322019165776885e-13,3.037496051802022e-09,1.6827632577577609e-15,7.461478688875148e-14,1.5310239716446447e-25,2.5782963337979692e-24,1.01079837000855e-12,1.8183256143285865e-21,7.328589162721364e-15,7.875899412861526e-11,1.0285237882744234e-16,8.82591172478592e-24,1.7021217535988925e-16,3.817885779025246e-15
1.2135378420558323e-07,0.09629014653909343,3.76,0.0,0.6580706513347789,0.9999995809231321,2.3648711346490437e-08,1.0898276448571535e-24,6.085503445660542e-18,7.41421054880076e-06,6.711553334720288e-07,5.320787240312373e-07,8.890660272806906e-08,3.056209022461145e-07,3.3265084683593677e-07,1.4682726843392268e-07,1.16774811077138e-08,5.125191853824803e-08,5.3685374804823805e-15,1.3755109511388817e-09,4.3568545197636485e-16,7.037416387031034e-09,1.0299935926514703e-08,3.669952896517041e-14,2.5354429527249726e-13,3.174088110899544e-09,1.8939132908588185e-15,7.734340929011698e-14,1.8064684329261592e-25,3.106545821231973e-24,1.0479889488155966e-12,2.0378760317823996e-21,8.131731492122736e-15,8.065186499683985e-11,1.184078402948818e-16,9.867500912889544e-24,1.8564593001693116e-16,4.150100483087137e-15
1.2415438385910653e-07,0.09629014839304921,3.76,0.0,0.6580705167611082,0.9999995674928598,2.5190288321153775e-08,1.1593134567661264e-24,6.217084319132223e-18,7.5730036851824025e-06,6.951277190373351e-07,5.563070946723905e-07,9.248779128038695e-08,3.2337178996695915e-07,3.430394411671903e-07,1.5617282831742556e-07,1.2133297049222452e-08,5.2545706454768375e-08,5.904817073133325e-15,1.446563562682184e-09,4.897236881634951e-16,7.324846409429243e-09,1.0771802205549252e-08,3.8995135666131815e-14,2.762859131357244e-13,3.313302209046311e-09,2.125967587077103e-15,8.011170287088257e-14,2.123560043077699e-25,3.727512022509654e-24,1.0857239844125714e-12,2.2782618509587402e-21,9.001895600092602e-15,8.254197846788082e-11,1.3589112660764066e-16,1.1005376270630795e-23,2.0206506562622848e-16,4.502562899961081e-15
1.2695498351262982e-07,0.09629015025515934,3.76,0.0,0.6580703812110482,0.9999995538516951,2.6794086584475325e-08,1.2314728462247989e-24,6.348234922173473e-18,7.731277087061814e-06,7.19440089066863e-07,5.810480650114199e-07,9.612953632267788e-08,3.417524829903213e-07,3.535937849746117e-07,1.658905423842902e-07,1.2596260873052335e-08,5.3835432798063866e-08,6.4815653973065845e-15,1.5198162919957112e-09,5.490990233702622e-16,7.617067374887698e-09,1.1253767708351098e-08,4.1385163860369715e-14,3.0048339840594757e-13,3.455117556695138e-09,2.3804634648818864e-15,8.291935221805532e-14,2.4874515289178833e-25,4.454866852454191e-24,1.123999175863646e-12,2.5409451769920835e-21,9.942999666811794e-15,8.442941479880511e-11,1.554907910260923e-16,1.224608691501611e-23,2.1950688323849175e-16,4.875998505946625e-15
1.2975558316615312e-07,0.09629015212553578,3.76,0.0,0.6580702446784987,0.9999995399966073,2.846113053990599e-08,1.306340252556008e-24,6.478956685706668e-18,7.88903245723048e-06,7.440897304821842e-07,6.062999593376698e-07,9.983136013444772e-08,3.6077185856601456e-07,3.643164757433824e-07,1.7598662607523529e-07,1.3066316089181678e-08,5.5121084941231734e-08,7.100886412898237e-15,1.5953043403115054e-09,6.14209773548056e-16,7.91404073760421e-09,1.1745802902309515e-08,4.3872145089342365e-14,3.2619433192781753e-13,3.5995135363580708e-09,2.659013128172845e-15,8.576604366315973e-14,2.903796930751052e-25,5.303930285571054e-24,1.1628102467393923e-12,2.8274556553745862e-21,1.0959096361992128e-14,8.631425495829597e-11,1.7740908677647016e-16,1.359647274304129e-23,2.380091196753097e-16,5.271140490958502e-15
1.353567824731997e-07,0.09629015589153031,3.76,0.0,0.6580699686418063,0.9999995116326381,3.198901204572769e-08,1.4643330253787558e-24,6.739119382184738e-18,8.202995868431221e-06,7.943900503231312e-07,6.583298446735022e-07,1.0741334804683818e-07,4.007618125193879e-07,3.862771802804394e-07,1.973385189983163e-07,1.4027476347903067e-08,5.76801353922158e-08,8.475967405793206e-15,1.7531299801937642e-09,7.633337902789721e-16,8.522092384099832e-09,1.2759964843938461e-08,4.9147423172719304e-14,3.823916096741712e-13,3.895965734600045e-09,3.2951075333429906e-15,9.157530694702734e-14,3.9191922234962245e-25,7.437674567347404e-24,1.2420230435026087e-12,3.47842315239292e-21,1.3233158685972171e-14,9.007647413079264e-11,2.2908309274131236e-16,1.6655118977031223e-23,2.783479090814174e-16,6.129513714975737e-15
1.409579817802463e-07,0.09629015969190907,3.76,0.0,0.6580696886033276,0.9999994823771189,3.578196482801651e-08,1.6335520267336779e-24,6.997583720932691e-18,8.514907369635635e-06,8.460072745219542e-07,7.123834548403163e-07,1.1522999184826837e-07,4.4341125993235197e-07,4.0894190515818704e-07,2.2027725451615123e-07,1.50163322899168e-08,6.022282508413371e-08,1.0048115630198984e-14,1.920333157531445e-09,9.407025023452928e-16,9.148700289908127e-09,1.3814054210256528e-08,5.484254850254904e-14,4.453573163462092e-13,4.202497006782646e-09,4.048712436088266e-15,9.753701834040912e-14,5.226410181333235e-25,1.0290475751644424e-23,1.3233286531904568e-12,4.244808002507054e-21,1.5859243751174318e-14,9.382929755654003e-11,2.928306132205944e-16,2.024207471034436e-23,3.2339162608674496e-16,7.083694713137331e-15
1.465591810872929e-07,0.09629016352753383,3.76,0.0,0.6580694045162253,0.9999994522065635,3.984789277454434e-08,1.8142456027200152e-24,7.254360921267908e-18,8.824780291597644e-06,8.989202387859061e-07,7.684475809888035e-07,1.2327757358253925e-07,4.887886942289209e-07,4.3233066138835653e-07,2.448508091490269e-07,1.6032443396923358e-08,6.274915969649093e-08,1.1836373645734553e-14,2.097215257586329e-09,1.1502786829020298e-15,9.7935685753593e-09,1.490783913006249e-08,6.098016978109972e-14,5.155860579676804e-13,4.51894786027454e-09,4.935598404474477e-15,1.0364873132041744e-13,6.892604603336675e-25,1.4061542541103057e-23,1.4066937452844128e-12,5.141427528555947e-21,1.8874746808264003e-14,9.757339743600008e-11,3.7083202788261414e-16,2.4423127638178008e-23,3.7345674012959407e-16,8.139806316791244e-15
1.5216038039433948e-07,0.09629016739925156,3.76,0.0,0.6580691163345173,0.9999994210978378,4.419457377716904e-08,2.0066504812539232e-24,7.509462119497635e-18,9.132627856333156e-06,9.531080173483035e-07,8.265091005164983e-07,1.3155241930296674e-07,5.369615066980984e-07,4.564631245546566e-07,2.71106397682069e-07,1.707537411050422e-08,6.525917266370972e-08,1.3860777122852123e-14,2.284086242296043e-09,1.3964001352395595e-15,1.045640606804724e-08,1.604108967885749e-08,6.758401167723212e-14,5.935873920888303e-13,4.84516095872731e-09,5.972898788363108e-15,1.0990802708020003e-13,8.99681738468624e-25,1.8994234689767203e-23,1.4920853785126886e-12,6.184317778922776e-21,2.2319335008876013e-14,1.0130945613619262e-10,4.655538852908236e-16,2.92692748537633e-23,4.288656637865374e-16,9.304075930547418e-15
1.5776157970138607e-07,0.09629017130789572,3.76,0.0,0.6580688240130655,0.9999993890281643,4.882966165732126e-08,2.2109920542863875e-24,7.762898376321459e-18,9.438463185427133e-06,1.0085499214270163e-06,8.865549763879683e-07,1.4005089810167618e-07,5.87995998962542e-07,4.813586386856677e-07,2.9909048211451125e-07,1.814469378484928e-08,6.775291751129807e-08,1.614235974249645e-14,2.4812645187891805e-09,1.6837988231032383e-15,1.1136925940949565e-08,1.721357787711789e-08,7.467887847987525e-14,6.798857547546335e-13,5.180981008485615e-09,7.179162375646341e-15,1.1631251435185791e-13,1.1631490814878643e-24,2.538359122212797e-23,1.5794709985267737e-12,7.39077770636807e-21,2.6234983038724334e-14,1.0503816569814098e-10,5.79773105033962e-16,3.4856900388400737e-23,4.899464276055257e-16,1.058282957555934e-14
1.6336277900843266e-07,0.09629017525428556,3.76,0.0,0.6580685275075662,0.9999993559751224,5.376068796879659e-08,2.4274846556732388e-24,8.014680682473818e-18,9.742299306456829e-06,1.0652254974911049e-06,9.485722564953349e-07,1.4876942128072622e-07,6.419573953577185e-07,5.070362200752172e-07,3.2884878044381605e-07,1.923997664136226e-08,7.02304620321348e-08,1.8703156979884067e-14,2.6890768096586482e-09,2.017620079309514e-15,1.1834845424298938e-08,1.8425077688758987e-08,8.229065601370747e-14,7.750203977225535e-13,5.526254667565357e-09,8.574404817796015e-15,1.2285982920636171e-13,1.4904093829468124e-24,3.358474826402204e-23,1.668818435230591e-12,8.779412033387338e-21,3.0666006715391907e-14,1.0876022732832242e-10,7.166020588044066e-16,4.1267947235741913e-23,5.570323631756281e-16,1.1982486082784198e-14
1.6896397831547925e-07,0.09629017923922699,3.76,0.0,0.6580682267745374,0.9999993219166492,5.899506369903817e-08,2.6563318338711433e-24,8.264819963002986e-18,1.0044149157894804e-05,1.1231145253776447e-06,1.0125480730519024e-06,1.577044416377694e-07,6.989098552156062e-07,5.335145610533881e-07,3.604262753014684e-07,2.0360801725573696e-08,7.269188394675283e-08,2.156620879739367e-14,2.9078580249579512e-09,2.4034418733019303e-15,1.2549885577082751e-08,1.967536501967647e-08,9.044631198275107e-14,8.795453353953757e-13,5.88083047270701e-09,1.0180158758776144e-14,1.2954763483645976e-13,1.8938868950027992e-24,4.4022310318188687e-23,1.7600958998651992e-12,1.0370173151417698e-20,3.5659094599035805e-14,1.1247635088048378e-10,8.795145107685055e-16,4.859008521775895e-23,6.304617944203797e-16,1.3509551439451197e-14
1.7456517762252584e-07,0.0962901832635125,3.76,0.0,0.6580679217713116,0.9999992868310387,6.454008087855202e-08,2.897726619875937e-24,8.51332708038981e-18,1.0344025592650044e-05,1.1821970162778796e-06,1.0784696420158214e-06,1.6685245285476812e-07,7.589164850474015e-07,5.608120337085125e-07,3.938672224456026e-07,2.150675286699768e-08,7.513726789241317e-08,2.475556124508961e-14,3.1379511359370435e-09,2.8472941227162964e-15,1.3281771111374863e-08,2.0964217716307482e-08,9.917389480850387e-14,9.940293013235974e-13,6.244558782416214e-09,1.2019522581034346e-14,1.3637362132439445e-13,2.3878706316317555e-24,5.720075828838266e-23,1.853271981866446e-12,1.218440169920998e-20,4.126333760545245e-14,1.1618725433246074e-10,1.0723724212910074e-15,5.691687331206657e-23,7.105777372880322e-16,1.5170613291424867e-14
1.8016637692957243e-07,0.09629018732792136,3.76,0.0,0.658067612456024,0.9999992506969376,7.040291411656133e-08,3.151851790659054e-24,8.760212836770674e-18,1.0641941380609433e-05,1.2424532106337431e-06,1.1463242625366272e-06,1.7620998896201232e-07,8.220393506190612e-07,5.889466935638643e-07,4.29215159126988e-07,2.2677418639536884e-08,7.756670338619278e-08,2.829626700572896e-14,3.3797070504989657e-09,3.355678029974665e-15,1.4030230257662284e-08,2.2291415564095075e-08,1.0850253110655822e-13,1.1190557138989876e-12,6.617291732239983e-09,1.411720769577882e-14,1.4333550539894346e-13,2.9887146283060896e-24,7.371596903213512e-23,1.9483156455495993e-12,1.4244865880398012e-20,4.753025665032941e-14,1.1989366326349555e-10,1.2994536002944208e-15,6.634791669463126e-23,7.977276077092531e-16,1.6972335596187005e-14
1.8576757623661902e-07,0.09629019143321987,3.76,0.0,0.6580672987876033,0.9999992134933448,7.659062208457594e-08,3.418880127661971e-24,9.0054879756139e-18,1.09379092105992e-05,1.3038635759918233e-06,1.2160993164162876e-06,1.857736238453156e-07,8.883394889151781e-07,6.179362832140459e-07,4.665129123492903e-07,2.3872392320056004e-08,7.998028335101663e-08,3.221438494972579e-14,3.63348449031852e-09,3.935585421760699e-15,1.4794994657150429e-08,2.365674028573136e-08,1.1846242199271276e-13,1.255222650586818e-12,6.998883197830728e-09,1.649958432832907e-14,1.5043103018731047e-13,3.715051044619902e-24,9.42679075710835e-23,2.045196226708918e-12,1.6575799501865442e-20,5.4513828400268886e-14,1.235963103369804e-10,1.5654801750806937e-15,7.698901843348911e-23,8.922629374661438e-16,1.8921453419150034e-14
1.913687755436656e-07,0.09629019558016153,3.76,0.0,0.6580669807257621,0.9999991751996077,8.311014896151181e-08,3.698974670283398e-24,9.249163183085317e-18,1.1231941691994395e-05,1.3664088048406223e-06,1.287782267580186e-06,1.9553997077953823e-07,9.578769199894952e-07,6.477982359236356e-07,5.058026070352393e-07,2.5091271845225336e-08,8.237810298147599e-08,3.6536978755915413e-14,3.899649869567603e-09,4.594518070989746e-15,1.557579927199697e-08,2.505997553911885e-08,1.2908483835805954e-13,1.403142830090513e-12,7.3891887630075655e-09,1.9194725759845152e-14,1.5765796496489139e-13,4.588016324023527e-24,1.1967455235013831e-22,2.1438834291794535e-12,1.9202938657706697e-20,6.22705092046632e-14,1.2729593479149918e-10,1.875647836318891e-15,8.895232556763454e-23,9.945390976962177e-16,2.1024767869984425e-14
1.969699748507122e-07,0.09629019976948715,3.76,0.0,0.6580666582309876,0.9999991357954192,8.996832584510848e-08,3.992288964652717e-24,9.491249089148776e-18,1.1524051356023497e-05,1.4300698124368872e-06,1.361360661557075e-06,2.0550568198570873e-07,1.0307106587019403e-06,6.785496791882997e-07,5.471256741009071e-07,2.6333659768005772e-08,8.476025890336969e-08,4.129211463334287e-14,4.178577175215311e-09,5.340506984194657e-15,1.637238231001808e-08,2.6500906915044677e-08,1.4040211518328664e-13,1.5634436020322688e-12,7.788065691863434e-09,2.2232450985738932e-14,1.6501410490359204e-13,5.631490760588613e-24,1.5088712106724463e-22,2.2443473213657443e-12,2.2153557039042318e-20,7.085925725691689e-14,1.3099328194135799e-10,2.235655835462369e-15,1.0235646950645336e-22,1.1049150299215917e-15,2.3289141178163448e-14
2.025711741577588e-07,0.09629020400192499,3.76,0.0,0.6580663312645317,0.9999990952608133,9.717187213238018e-08,4.2989673076888486e-24,9.731756268408258e-18,1.1814250656796579e-05,1.4948277346244192e-06,1.4368221249674263e-06,2.15667448210208e-07,1.1068987263420446e-06,7.102074382585114e-07,5.905228584392467e-07,2.7599163214346214e-08,8.712684859925869e-08,4.650885817406959e-14,4.470647848880594e-09,6.182131638573047e-15,1.7184485161824208e-08,2.7979321934566025e-08,1.5244764494308987e-13,1.7367669438075027e-12,8.19537290440172e-09,2.5644365750902163e-14,1.7249727081912517e-13,6.872351694730145e-24,1.8900666808907015e-22,2.34655833274377e-12,2.5456499846790715e-20,8.034155302227382e-14,1.3468910268729368e-10,2.651737710745148e-15,1.1732670066955907e-22,1.223752984525225e-15,2.5721491905636562e-14
2.0817237346480538e-07,0.09629020827819103,3.76,0.0,0.6580659997884022,0.9999990535761628,1.0472739687373224e-07,4.619144986327052e-24,9.970695240766443e-18,1.2102551972138934e-05,1.5606639256544442e-06,1.5141543650185303e-06,2.2602199832007234e-07,1.1864981621383396e-06,7.427880396269219e-07,6.360342268170268e-07,2.8887393839700195e-08,8.947797001988897e-08,5.2217270374125226e-14,4.7762506702088385e-09,7.12853915260881e-15,1.801185234729053e-08,2.949501004608945e-08,1.6525587016605582e-13,1.9237694642223844e-12,8.610970954802766e-09,2.946390192757507e-14,1.8010530891835944e-13,8.340740411243189e-24,2.3530212218669055e-22,2.450487250354658e-12,2.9142216280750124e-20,9.078141797642461e-14,1.383841530381346e-10,3.1306927150732508e-15,1.3399501727609982e-22,1.3514182665207709e-15,2.8328790292821335e-14
2.1937477207889856e-07,0.09629021696501043,3.76,0.0,0.6580653231588774,0.9999989666798872,1.209202741157882e-07,5.300495847754581e-24,1.0443910374006285e-17,1.267350978049344e-05,1.695497610325548e-06,1.6743824038224303e-06,2.472965539253585e-07,1.3561544527704868e-06,8.107824020280399e-07,7.33556438728687e-07,3.153050563254925e-08,9.413420070252825e-08,6.523429075982016e-14,5.4296438790491855e-09,9.375243612266855e-15,1.9711373175892728e-08,3.2637372954874855e-08,1.9330337558064015e-13,2.341511714969815e-12,9.466489840528694e-09,3.846891668538068e-14,1.9568751194796415e-13,1.2098704046808929e-23,3.5845847834637527e-22,2.6633837193370036e-12,3.7791970407205896e-20,1.1480274320719745e-13,1.4577498935877652e-10,4.307442589464511e-15,1.7298836428924715e-22,1.6347058436978808e-15,3.409634257518783e-14
2.3057717069299174e-07,0.0962902258354313,3.76,0.0,0.6580646280532454,0.9999988749561992,1.3859767321582485e-07,6.037252446577191e-24,1.0910977573745288e-17,1.3237022303878925e-05,1.8344259866182589e-06,1.8419480284751902e-06,2.6930392732851105e-07,1.540116633243054e-06,8.826591334518164e-07,8.399995763288906e-07,3.425997731137021e-08,9.87297345401769e-08,8.060337202278951e-14,6.142009462386959e-09,1.2165872658808296e-14,2.1468961833151284e-08,3.592634964386179e-08,2.2484084262226233e-13,2.8222163845416487e-12,1.035353872898655e-08,4.955285990623256e-14,2.117439819579298e-13,1.7222798094029015e-23,5.346496740918962e-22,2.8828100433825906e-12,4.8379635989839326e-20,1.43486833391221e-13,1.5317192369603077e-10,5.8328499067762175e-15,2.205319710522776e-22,1.9577520743018095e-15,4.064842468142029e-14
2.423743114945824e-07,0.09629023538109502,3.76,0.0,0.658063875765223,0.9999987729845048,1.5887233298054255e-07,6.873877739013523e-24,1.1396285927535389e-17,1.3822509337802325e-05,1.9850010506357917e-06,2.026237037161553e-06,2.932445791492129e-07,1.7497749698622947e-06,9.626828018318584e-07,9.620642725423542e-07,3.722447474797956e-08,1.03504488779859e-07,9.963468158554755e-14,6.95964806692826e-09,1.5797938479147423e-14,2.3380507117927925e-08,3.954665946151533e-08,2.621694050667228e-13,3.4028711374471916e-12,1.1320602593060783e-08,6.38437020842248e-14,2.291476306809916e-13,2.4524983834983665e-23,7.978393724092221e-22,3.1207016487135734e-12,6.195958728540843e-20,1.7940086788976664e-13,1.6097496422667635e-10,7.902271093914873e-15,2.8128659558698877e-22,2.34423974748623e-15,4.8459384252987105e-14
2.541714522961731e-07,0.09629024514221189,3.76,0.0,0.6580631023685999,0.9999986653346848,1.8090298700313404e-07,7.773578647680994e-24,1.1874962462124336e-17,1.4399957502257068e-05,2.1397988733116805e-06,2.2184475060113163e-06,3.179420702584584e-07,1.9762419265131123e-06,1.0472839652394694e-06,1.0946860721648832e-06,4.027811517786827e-08,1.0821369510334868e-07,1.2192074174570725e-13,7.850472706748997e-09,2.0263939722842305e-14,2.5352098543780434e-08,4.332592267539602e-08,3.040988185138378e-13,4.066800471230001e-12,1.2320252324198146e-08,8.12461824495624e-14,2.4704049559357037e-13,3.4328320344829657e-23,1.167776028348395e-21,3.3653377598320455e-12,7.841577908876445e-20,2.219145465164203e-13,1.6879889982153662e-10,1.0551089032292513e-14,3.5465075583310907e-22,2.7817009697812383e-15,5.727107980538255e-14
2.6596859309776377e-07,0.0962902551245273,3.76,0.0,0.6580623075660447,0.999998551849277,2.0474296494804943e-07,8.736978171948119e-24,1.2347101204073297e-17,1.4969476500652068e-05,2.2986620778167893e-06,2.4184709096818705e-06,3.433687733641454e-07,2.2199753524912976e-06,1.136594188125518e-06,1.2381874614856269e-06,4.341761954837739e-08,1.1285824514145398e-07,1.4782034622185772e-13,8.81866543156191e-09,2.5702673225467057e-14,2.7381586774218624e-08,4.726232642551285e-08,3.5103192345057815e-13,4.821332290547526e-12,1.3351310240861885e-08,1.0223349693103179e-13,2.6540441055594763e-13,4.7303773088012054e-23,1.6793457946623006e-21,3.6164730038299823e-12,9.817319715435249e-20,2.7183679356409656e-13,1.7665103526568585e-10,1.3901873940020474e-14,4.424459271252113e-22,3.2737052666712237e-15,6.715115636454368e-14
