Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34)
9.463826588971687e-07,0.44583925577720934,3.76,0.0,0.7127168802387902,0.999999988429981,1.324194876691051e-10,9.140592227119847e-32,6.829937871135798e-23,1.2057992995380989e-07,1.0222531807103117e-08,3.1543178642037326e-09,6.228703313694885e-10,2.5409900163510226e-09,9.89712840315896e-09,8.580285156900891e-10,3.3344037166453987e-10,1.1968021232708493e-09,1.8694419726140602e-19,1.5191374533158737e-11,7.521500313525764e-21,2.974078669091874e-11,7.738371658005785e-11,1.3545277467237646e-17,6.170349243577929e-17,1.5369391076289357e-11,1.2199355302266432e-19
9.72884810045634e-07,0.44583925592216384,3.76,0.0,0.712716877988384,0.999999988047512,1.4190431395377936e-10,9.762117571742329e-32,7.015445045229257e-23,1.23852257751808e-07,1.055543699646116e-08,3.331453256617004e-09,6.476275096619596e-10,2.695280515381695e-09,1.0211083975684784e-08,9.184749534909624e-10,3.46312586201552e-10,1.2436699057724527e-09,2.0458885324333987e-19,1.609123746781754e-11,8.453696521109789e-21,3.093472616417314e-11,8.172963086748835e-11,1.4411942805662666e-17,6.792514126578134e-17,1.609187368842996e-11,1.3747881251229339e-19
9.993869611940994e-07,0.44583925606731867,3.76,0.0,0.7127168757303396,0.9999999876622063,1.5176389092361008e-10,1.0421939402698392e-31,7.202408181056541e-23,1.2711956218953806e-07,1.0890828776267773e-08,3.5133277887762733e-09,6.726161699086075e-10,2.854613196939147e-09,1.0527316971468842e-08,9.812882803556583e-10,3.5929456497314225e-10,1.2907045613354243e-09,2.2337954502310593e-19,1.7019293165830554e-11,9.47266721105294e-21,3.213796570024126e-11,8.619183413672554e-11,1.5306624788909684e-17,7.456783395023964e-17,1.6822882592414466e-11,1.5444243587930834e-19
9.999999999999997e-07,0.4458392562126771,3.76,0.0,0.7127168756780167,0.99999998765326,1.5199641690164133e-10,1.0437560038633192e-31,7.206735319715029e-23,1.2719508113171963e-07,1.0898616230498064e-08,3.5175908709718173e-09,6.731969093155696e-10,2.858358795852396e-09,1.0534659061259622e-08,9.827694402332874e-10,3.5959614889148683e-10,1.291794381854442e-09,2.2382810800757394e-19,1.7041095878314704e-11,9.49730851710698e-21,3.2165906514082856e-11,8.629642698399607e-11,1.5327652405490373e-17,7.472659293081868e-17,1.683989110728165e-11,1.548530937917248e-19
1.0258891123425648e-06,0.4458392562126771,3.76,0.0,0.7127168734646381,0.9999999872740634,1.6200108000480472e-10,1.1096924076154613e-31,7.388159026943387e-23,1.3038186835385953e-07,1.1228689552110247e-08,3.699934200071182e-09,6.978327465029855e-10,3.0190259798510504e-09,1.0845845562446077e-08,1.0464903276046016e-09,3.723851169295755e-10,1.3378884161338157e-09,2.4335920832266824e-19,1.7975745822161062e-11,1.0583973833569145e-20,3.335024004535234e-11,9.077014849660912e-11,1.6229399314467613e-17,8.164663882071222e-17,1.7562193680506043e-11,1.7298141963852734e-19
1.0523912634910301e-06,0.44583925635824195,3.76,0.0,0.7127168711912607,0.9999999868830814,1.7261866550914974e-10,1.1784667003339935e-31,7.573055560648229e-23,1.3363920000002312e-07,1.1569001568226813e-08,3.891265264783648e-09,7.232738940604947e-10,3.1885564976134463e-09,1.1166687746680055e-08,1.1141026115961765e-09,3.855831049374567e-10,1.3852050923660894e-09,2.645713299394383e-19,1.8960801249344557e-11,1.1793383939972561e-20,3.457130636095924e-11,9.546439689192925e-11,1.7180343588558872e-17,8.91767037865011e-17,1.830960164146148e-11,1.9319639233070606e-19
1.0788934146394955e-06,0.44583925650401607,3.76,0.0,0.7127168689101891,0.9999999864892575,1.8361936049669864e-10,1.2508897325983641e-31,7.758372956766532e-23,1.3689157964222246e-07,1.1911746933726608e-08,4.087313790382447e-09,7.489364679779611e-10,3.363242098274152e-09,1.1489861351657384e-08,1.1841463488859566e-09,3.988874417722048e-10,1.432639419448799e-09,2.8705993880859473e-19,1.997466686300771e-11,1.3106873726125802e-20,3.5800941999118745e-11,1.0027440306296549e-10,1.8159536056397408e-17,9.717325566118709e-17,1.906491805123795e-11,2.1519165380722114e-19
1.1053955657879608e-06,0.4458392566500025,3.76,0.0,0.7127168666214054,0.9999999860925876,1.9500581225163614e-10,1.3265173679367242e-31,7.943540342626561e-23,1.401390286388992e-07,1.2256907647843204e-08,4.288072615909367e-09,7.748175057681958e-10,3.54311984450945e-09,1.1815384037598747e-08,1.2566424708202678e-09,4.122970858422998e-10,1.4801773503633924e-09,3.108696047413048e-19,2.1017551667707034e-11,1.45306305804184e-20,3.703894245307141e-11,1.0519999150719404e-10,1.9167056363573955e-17,1.0565160003390274e-16,1.9827969611476138e-11,2.390752160932066e-19
1.1583998680848917e-06,0.4458392569426226,3.76,0.0,0.7127168620206307,0.9999999852906913,2.189462707888088e-10,1.486983714866449e-31,8.312919208074613e-23,1.466192147670998e-07,1.2954402671813585e-08,4.703692672919157e-09,8.272239551928143e-10,3.9185985992819796e-09,1.2473546470863141e-08,1.4090742305829754e-09,4.3942834417146583e-10,1.5755130450746945e-09,3.6263306046012904e-19,2.3191222736370777e-11,1.7734764997213404e-20,3.9539301080697036e-11,1.1539721680460776e-10,2.1267404812918136e-17,1.241152797941386e-16,2.1376652679370453e-11,2.9295806878442473e-19
1.2114041703818226e-06,0.44583925723612233,3.76,0.0,0.7127168573887991,0.9999999844773443,2.44460071324269e-10,1.6516343591070615e-31,8.676235226936518e-23,1.530799089425143e-07,1.366134120578379e-08,5.1380687265630945e-09,8.804726082693345e-10,4.3152835695674805e-09,1.3141313090718402e-08,1.5715600937042696e-09,4.669693264575587e-10,1.6711195205391967e-09,4.202289271734129e-19,2.54835177552503e-11,2.145960299883714e-20,4.207104636055387e-11,1.2605468264927893e-10,2.3482048957360017e-17,1.4469174898317902e-16,2.2954514166716893e-11,3.5578474553185476e-19
1.2644084726787535e-06,0.4458392575305212,3.76,0.0,0.7127168527257772,0.9999999836524885,2.7156647894503433e-10,1.8226287822775297e-31,9.049483604520307e-23,1.5952124805455394e-07,1.4377577509531562e-08,5.591144481340196e-09,9.345446752920886e-10,4.733461031000648e-09,1.3818819478191974e-08,1.7442585418212646e-09,4.949128967215326e-10,1.7669173678362688e-09,4.840329050393365e-19,2.7896164535880243e-11,2.5762502567848336e-20,4.463302866095946e-11,1.371710088521174e-10,2.5811667345761314e-17,1.675062510936694e-16,2.4560572236768318e-11,4.285570113331562e-19
1.3174127749756844e-06,0.4458392578258373,3.76,0.0,0.7127168480314358,0.9999999828160558,3.002840945711427e-10,2.0233496881591354e-31,9.403749929011363e-23,1.6594335721230284e-07,1.510296607865924e-08,6.062864019520298e-09,9.894228078577838e-10,5.173412758093835e-09,1.45061988424691e-08,1.9273246594695688e-09,5.232522003268179e-10,1.8628385737481173e-09,5.544290581522496e-19,3.043091496850771e-11,3.0704443445484293e-20,4.722424951699605e-11,1.4874482431592224e-10,2.825695725886113e-17,1.9268525292164487e-16,2.619397100041499e-11,5.12339843444795e-19
1.3704170772726153e-06,0.4458392581220873,3.76,0.0,0.7127168433056491,0.9999999819679707,3.306309199362393e-10,2.184748791015964e-31,9.793869411558708e-23,1.723463511435938e-07,1.5837361889235236e-08,6.553171774464204e-09,1.0450908939347919e-09,5.6354160560608325e-09,1.520358206953373e-08,2.1209103121876034e-09,5.519806343545844e-10,1.958825148982428e-09,6.318097130979249e-19,3.3089544636445915e-11,3.63501013982976e-20,4.984383723267549e-11,1.607747664021364e-10,3.081863401733678e-17,2.2035643463807093e-16,2.785396008905267e-11,6.082625751673647e-19
1.4234213795695462e-06,0.4458392584192875,3.76,0.0,0.7127168385482953,0.9999999811081514,3.6262442574322664e-10,2.470545953433008e-31,1.0110512752845389e-22,1.7873033560758942e-07,1.6580620626103318e-08,7.062012503721014e-09,1.1015338617289932e-09,6.119743791655037e-09,1.591109776682289e-08,2.3251643191540756e-09,5.81091834356867e-10,2.0548277431205205e-09,7.165753972123492e-19,3.587385241953317e-11,4.276792508279492e-20,5.249102057049195e-11,1.732594802923469e-10,3.349743016779413e-17,2.506486851794319e-16,2.953987232201568e-11,7.17520080505674e-19
1.4912255031841302e-06,0.44583925880088165,3.76,0.0,0.7127168324163882,0.9999999799910084,4.059787687889214e-10,2.770124684287182e-31,1.0557216356655415e-22,1.8686929537402517e-07,1.754410402394039e-08,7.73986139139167e-09,1.1748435715635534e-09,6.772277269009124e-09,1.683113788625505e-08,2.6022348652414706e-09,6.188794979207397e-10,2.17759266728257e-09,8.364272769699851e-19,3.962171280888684e-11,5.221905782121129e-20,5.591646764335398e-11,1.8989099082330658e-10,3.7096132477743197e-17,2.9342755278184843e-16,3.173335043358478e-11,8.787420486964704e-19
1.5590296267987143e-06,0.4458392591840863,3.76,0.0,0.7127168262323877,0.9999999788543302,4.52090253292324e-10,2.9454871882316958e-31,1.1109326453920962e-22,1.949774999656713e-07,1.8521560133883176e-08,8.447833393634842e-09,1.2493690228900836e-09,7.462333051037085e-09,1.7768224984479795e-08,2.8973013981165295e-09,6.57270440175736e-10,2.300240451982634e-09,9.699076503532618e-19,4.358208299811994e-11,6.321320140611844e-20,5.938459764061305e-11,2.0726168023396194e-10,4.088932806739005e-17,3.4098360877557094e-16,3.396709528895817e-11,1.0666593450965097e-18
1.62005333805184e-06,0.4458392595303717,3.76,0.0,0.7127168206220535,0.9999999778144532,4.959757942933813e-10,3.2526391282956173e-31,1.1495648496343167e-22,2.0224873503095097e-07,1.9412975231683147e-08,9.110669471325291e-09,1.317458637828895e-09,8.11591145410944e-09,1.8626388465196588e-08,3.1784898790018425e-09,6.923276480841861e-10,2.410472676138225e-09,1.1024317484268383e-18,4.7331355490265173e-11,7.456876852146644e-20,6.25414097809741e-11,2.2352499309053146e-10,4.4470862431022893e-17,3.8809841740224783e-16,3.601101941470058e-11,1.2610762142595857e-18
1.6810770493049657e-06,0.44583925987800516,3.76,0.0,0.7127168149691679,0.9999999767584431,5.421457948616665e-10,3.5927937220654947e-31,1.1877387506864309e-22,2.094953225864044e-07,2.0315260156987436e-08,9.797730721956976e-09,1.3864914795835615e-09,8.800706416372432e-09,1.9498746893397297e-08,3.474701026946461e-09,7.278542604731191e-10,2.520524087841206e-09,1.2473864717241973e-18,5.1258841873011274e-11,8.744568851007931e-20,6.573101032436696e-11,2.403827589174814e-10,4.8212511238642014e-17,4.3951295559099983e-16,3.8085994252361117e-11,1.4818453899859096e-18
1.7421007605580914e-06,0.4458392602270063,3.76,0.0,0.71271680927357,0.9999999756861484,5.906235761366141e-10,3.9061042340265514e-31,1.2305089175079274e-22,2.1671737663033564e-07,2.1228206650865215e-08,1.0508935094661723e-08,1.4564489174072344e-09,9.517096445542324e-09,2.038547788823408e-08,3.78613943356681e-09,7.638414167235426e-10,2.630364483966079e-09,1.4054517909993906e-18,5.5367481020865474e-11,1.0198404433777235e-19,6.895264202057588e-11,2.5783296474669584e-10,5.2115536486700746e-17,4.954340985026672e-16,4.019135198670463e-11,1.7314032741763985e-18
1.803124471811217e-06,0.4458392605773935,3.76,0.0,0.712716803535102,0.9999999745974163,6.414319337800534e-10,4.208007233912064e-31,1.2717764430157044e-22,2.2391500573678051e-07,2.2151609196608715e-08,1.1244200908484698e-08,1.5273127825142225e-09,1.026545278696614e-08,2.1286755557139295e-08,4.113005674691654e-09,8.00280375983717e-10,2.7399687104409905e-09,1.577320628737114e-18,5.966024811143734e-11,1.1833145126977553e-19,7.220558364512593e-11,2.7587360660805134e-10,5.618122632710819e-17,5.560706495034627e-16,4.2326455196107876e-11,2.0123145319594604e-18
1.8641481830643428e-06,0.44583926092918474,3.76,0.0,0.7127167977536121,0.9999999734920929,6.945931608560585e-10,4.540051502384287e-31,1.3118235735667822e-22,2.3108831389666228e-07,2.3085265050883995e-08,1.2003446835674513e-08,1.5990653026988264e-09,1.1046139520951995e-08,2.220275055294958e-08,4.45549641080229e-09,8.371625055950752e-10,2.8493158381668804e-09,1.763698583865739e-18,6.414015390977885e-11,1.366431969431739e-19,7.54891435974871e-11,2.9450268913217763e-10,6.041089432384438e-17,6.216333023882513e-16,4.449069170618386e-11,2.327273983814714e-18
1.9251718943174685e-06,0.44583926128239737,3.76,0.0,0.7127167919289517,0.9999999723700249,7.501290612059897e-10,4.924729626375503e-31,1.3527470299400378e-22,2.3823740114313974e-07,2.4028974206514264e-08,1.2786591889052504e-08,1.6716890854381778e-09,1.1859513660068998e-08,2.313363012098284e-08,4.813804451110403e-09,8.744792917217806e-10,2.9583885505695938e-09,1.9653036758449744e-18,6.881024406966071e-11,1.5708237802604564e-19,7.880265655579391e-11,3.1371822525000384e-10,6.480587857628336e-17,6.923346041692825e-16,4.668347174485604e-11,2.6791084047004573e-18
1.986195605570594e-06,0.4458392616370479,3.76,0.0,0.7127167860609765,0.9999999712310585,8.080609645929348e-10,5.2967491964707685e-31,1.3935300333812837e-22,2.453623641204705e-07,2.4982539368923352e-08,1.3593555410450085e-08,1.7451670938882143e-09,1.2705925245268249e-08,2.4079558147158395e-08,5.188118822247215e-09,9.122223457925747e-10,3.0671725865438074e-09,2.1828660924181333e-18,7.367359843922779e-11,1.7982003494047434e-19,8.21454794969239e-11,3.3351823591764517e-10,6.936754084760732e-17,7.683889181596479e-16,4.890422452609534e-11,3.0707782550134966e-18
2.04721931682372e-06,0.4458392619931529,3.76,0.0,0.7127167801495465,0.9999999700750415,8.684097437770512e-10,5.660272054839875e-31,1.4337807755983882e-22,2.524632966204222e-07,2.5945765960699962e-08,1.4424257059749414e-08,1.8194826063460544e-09,1.3585717441296363e-08,2.5040695209902935e-08,5.578624848325008e-09,9.503833983063275e-10,3.1756562152302494e-09,2.4171279261994394e-18,7.873333037137357e-11,2.0503528440842855e-19,8.551698732895284e-11,3.539007498555976e-10,7.409726580196583e-17,8.500123867015521e-16,5.115239463172873e-11,3.505379342350536e-18
2.1082430280768456e-06,0.44583926235072774,3.76,0.0,0.7127167741945253,0.9999999689018223,9.311958285193435e-10,6.070726696154932e-31,1.4740588476742987e-22,2.5954029003199783e-07,2.6918462119417648e-08,1.5278616805549906e-08,1.8946191824750823e-09,1.4499226631873053e-08,2.601719863121347e-08,5.9855042251722274e-09,9.889542908853788e-10,3.283829795814726e-09,2.668842909450671e-18,8.399258604525666e-11,2.329154489441246e-19,8.891656982201791e-11,3.7486380332649697e-10,7.899646032358455e-17,9.374228937724776e-16,5.3427439524856004e-11,3.986144402607636e-18
2.1692667393299713e-06,0.4458392627097883,3.76,0.0,0.7127167681957808,0.9999999677112514,9.964392151677893e-10,6.500716747282745e-31,1.514286341667387e-22,2.665934336866163e-07,2.7900438670330965e-08,1.6156554917803933e-08,1.9705606481327676e-09,1.5446782514332715e-08,2.7009222523866874e-08,6.408935080113724e-09,1.02792697502991e-09,3.3916854398555278e-09,2.938776155411546e-18,8.945454380114299e-11,2.636561830568013e-19,9.234363009077284e-11,3.964054399595985e-10,8.406655281275186e-17,1.0308400278507765e-15,5.572882828899149e-11,4.516444595311378e-18
2.230290450583097e-06,0.44583926307034893,3.76,0.0,0.7127167621531839,0.9999999665031806,1.064159474486757e-09,6.923237055304358e-31,1.5542801761413525e-22,2.7362281513420716e-07,2.8891509088033233e-08,1.7057991961757273e-08,2.0472910889807426e-09,1.6428708193215667e-08,2.801691783636345e-08,6.8490920245918035e-09,1.0672935145400894e-09,3.499216741361103e-09,3.2277038986539804e-18,9.512241348579981e-11,2.9746159651449807e-19,9.579758362641706e-11,4.185237106062119e-10,8.93089924351073e-17,1.1304850450756418e-15,5.80560407696843e-11,5.0997909157539796e-18
2.2913141618362227e-06,0.44583926343242436,3.76,0.0,0.7127167560666102,0.9999999652774634,1.1343757598851934e-09,7.368007561842789e-31,1.5941472034840582e-22,2.806285203858246e-07,2.98914894641609e-08,1.7982848792521918e-08,2.1247948412822798e-09,1.7445320272664258e-08,2.9040432398021132e-08,7.306146208165816e-09,1.107046085674899e-09,3.606418539701345e-09,3.536413228721127e-18,1.0099943580589314e-10,3.3454437490786576e-19,9.927785719554865e-11,4.4121667321014e-10,9.472524838430472e-17,1.2365808327333716e-15,6.040856662629767e-11,5.739835528354436e-18
2.3523378730893484e-06,0.445839263796029,3.76,0.0,0.712716749935939,0.9999999640339562,1.207106815770297e-09,7.839723102729647e-31,1.6339148147878047e-22,2.876106341283894e-07,3.090019848122585e-08,1.8931046550173572e-08,2.2030564797269047e-09,1.8496928947755002e-08,3.007991096438932e-08,7.780265374005913e-09,1.1471769744382307e-09,3.713286709852685e-09,3.86570182431497e-18,1.070888816895998e-10,3.751258974186469e-19,1.0278388775149893e-10,4.6448239269057067e-10,1.0031680919373408e-16,1.349351873297185e-15,6.278590443250887e-11,6.44037302364142e-18
2.4743852955956e-06,0.4458392645278802,3.76,0.0,0.712716737541837,0.9999999614930062,1.3601862132886996e-09,8.837097721684574e-31,1.713067876474827e-22,3.015044201682014e-07,3.2943089939664435e-08,2.0897150808133598e-08,2.3617928591545663e-09,2.0706345357988133e-08,3.2207324028102994e-08,8.780352900469053e-09,1.2285433852704666e-09,3.9260099121947314e-09,4.58925893731813e-18,1.1991827522887747e-10,4.677148380671709e-19,1.0987101512335999e-10,5.127243962811793e-10,1.1203189231411101e-16,1.5958254103654984e-15,6.761305187959645e-11,8.038823965744884e-18
2.584227975851226e-06,0.44583926519191047,3.76,0.0,0.7127167262351899,0.9999999591439104,1.5067381022814956e-09,9.747576635110875e-31,1.7837493332217482e-22,3.1392897273073165e-07,3.4809777185138106e-08,2.2745685185828182e-08,2.507097437465022e-09,2.2817492308556474e-08,3.417798348513302e-08,9.740408774318095e-09,1.3029917975450529e-09,4.116294126042281e-09,5.319051419051746e-18,1.3222462869529808e-10,5.654134569745483e-19,1.1633205770789029e-10,5.580817548588111e-10,1.231903153121003e-16,1.842764394857124e-15,7.20374759541891e-11,9.725338894303513e-18
2.694070656106852e-06,0.4458392658611,3.76,0.0,0.712716714783947,0.9999999567350399,1.6617113851387543e-09,1.0721197580473407e-30,1.8540520164683574e-22,3.2627836110824395e-07,3.6702040479720286e-08,2.4668630373957488e-08,2.654627836701299e-09,2.5046568883446848e-08,3.620248166610689e-08,1.0758213561680522e-08,1.3785508365002902e-09,4.305465185083925e-09,6.1283828653818475e-18,1.4527141977589669e-10,6.783000738836526e-19,1.228682047080453e-10,6.052650608744848e-10,1.3494068978250445e-16,2.11489159373684e-15,7.653485142179843e-11,1.1673490402371505e-17
2.803913336362478e-06,0.44583926653551964,3.76,0.0,0.7127167031875287,0.999999954265642,1.8252014490267653e-09,1.1777463028560843e-30,1.9239796795814389e-22,3.385530487189471e-07,3.861891185187201e-08,2.666553632490536e-08,2.804301926310592e-09,2.7395164042815402e-08,3.8281557301194414e-08,1.1834628850807763e-08,1.4551792959730018e-09,4.493519522161907e-09,7.022254155327745e-18,1.5907873651613953e-10,8.079945852995623e-19,1.2947648029150562e-10,6.542632706035337e-10,1.4729230959476605e-16,2.4135693555755486e-15,8.11025245697326e-11,1.3910696100434905e-17
2.913756016618104e-06,0.44583926721523814,3.76,0.0,0.7127166914453908,0.9999999517349895,1.997299874981319e-09,1.2853392210835667e-30,1.9933833628016352e-22,3.507534932880676e-07,4.0559447970271066e-08,2.873595576000841e-08,2.956039687888853e-09,2.986480637243554e-08,4.0415920197096894e-08,1.2970484250802275e-08,1.5328370158632669e-09,4.680456459546875e-09,8.005756769345752e-18,1.7366693642010768e-10,9.562165474697327e-19,1.3615398808075016e-10,7.050654082049798e-10,1.6025462029025742e-16,2.740174121634373e-15,8.573791156738736e-11,1.6465942549946047e-17
3.0235986968737302e-06,0.4458392679003206,3.76,0.0,0.7127166795570224,0.9999999491423818,2.178094540303294e-09,1.3977123710125468e-30,2.062406329636033e-22,3.6288014771690114e-07,4.252272956900542e-08,3.0879444137298354e-08,3.1097631478410267e-09,3.2456965622162604e-08,4.2606251979605814e-08,1.4166578217309924e-08,1.611484855143744e-09,4.866277372327563e-09,9.08406802697126e-18,1.890566358562877e-10,1.124786921554171e-18,1.4289790755490942e-10,7.576605649416985e-10,1.7383720773735502e-16,3.096095853607272e-15,9.043849534754e-11,1.9369796405409247e-17
3.1334413771293563e-06,0.4458392685908303,3.76,0.0,0.712716667521946,0.9999999464871455,2.3676697159705062e-09,1.519433444288617e-30,2.1311025933659283e-22,3.749334607122133e-07,4.45078608757263e-08,3.309555962384004e-08,3.2653963220304964e-09,3.517305420759981e-08,4.485320681649915e-08,1.5423678850437947e-08,1.691084668383249e-09,5.050985086747686e-09,1.0262446373489726e-17,2.0526869973913001e-10,1.3156297234543851e-18,1.497054914795781e-10,8.120378985097603e-10,1.8804978703422902e-16,3.4827374817816336e-15,9.520182330700265e-11,2.2654413139124674e-17
3.2432840573849824e-06,0.4458392692868272,3.76,0.0,0.7127166553397148,0.9999999437686327,2.5661061600324137e-09,1.6440082845536363e-30,2.1992713705923547e-22,3.869138772281342e-07,4.651396904715745e-08,3.5383863071684445e-08,3.4228651684191503e-09,3.801442867660622e-08,4.715741212237611e-08,1.6742524668726186e-08,1.7715992839865902e-09,5.234583462353786e-09,1.1546226733532966e-17,2.223242314731576e-10,1.530773582047098e-18,1.5657406403725056e-10,8.681866324536667e-10,2.0290219173653253e-16,3.901514373751435e-15,1.000255056109784e-10,2.635354348646152e-17
3.3531267376406085e-06,0.44583926998836937,3.76,0.0,0.7127166430099147,0.9999999409862216,2.7734812083522186e-09,1.771231498722417e-30,2.2670231331406247e-22,3.988218387678818e-07,4.8540203620388e-08,3.774391799654837e-08,3.582097541488066e-09,4.0982391140343054e-08,4.9519469246517976e-08,1.8123825363725342e-08,1.852992481695161e-09,5.417077111525491e-09,1.294081591830415e-17,2.4024456315925395e-10,1.7723532046609232e-18,1.6350101917774762e-10,9.26096055646428e-10,2.1840436336829357e-16,4.353853823321738e-15,1.0490721372756032e-10,3.050253760281669e-17
3.4629694178962346e-06,0.4458392706955121,3.76,0.0,0.7127166305321604,0.9999999381393154,2.989868863697237e-09,1.908324509245538e-30,2.334492338100232e-22,4.106577836101891e-07,5.0585735982223726e-08,4.0175290558000286e-08,3.743023145299539e-09,4.4078190670128674e-08,5.1939954144842494e-08,1.9568262538350035e-08,1.9352289692413665e-09,5.598471192766316e-09,1.4451688102690456e-17,2.590512460515578e-10,2.042610752704453e-18,1.7048381884531247e-10,9.857555218055128e-10,2.345663412195244e-16,4.841194559152408e-15,1.0984467887569245e-10,3.513834704622523e-17
3.5728120981518607e-06,0.4458392714083088,3.76,0.0,0.712716617906097,0.9999999352273428,3.2153398829595274e-09,2.0500618316528177e-30,2.4014532764370805e-22,4.224221469892144e-07,5.2649758852572973e-08,4.267754954061073e-08,3.90557348701253e-09,4.7303024661017337e-08,5.4419418035926175e-08,2.1076490428189363e-08,2.0182743595994513e-09,5.778771249528432e-09,1.6084380383323542e-17,2.7876604125872787e-10,2.343897128796305e-18,1.7751999115730522e-10,1.0471544490318215e-09,2.5139825242018396e-16,5.3649862720114726e-15,1.1483569042154428e-10,4.029952465305734e-17
3.6826547784074868e-06,0.4458392721268101,3.76,0.0,0.7127166051313982,0.999999932249755,3.449961862050308e-09,2.192422211476424e-30,2.4679541317068986e-22,4.3411536123489084e-07,5.47314857781573e-08,4.5250266335936003e-08,4.06968183298508e-09,5.065804016314859e-08,5.6958388041180304e-08,2.264913660467264e-08,2.1020951495822772e-09,5.957983087751816e-09,1.784448841906648e-17,2.994109106832443e-10,2.6786731773032927e-18,1.846071287069412e-10,1.1102823193685727e-09,2.689103022972673e-16,5.9266891597634295e-15,1.1987809437566705e-10,4.602622238744089e-17
3.792497458663113e-06,0.445839272851065,3.76,0.0,0.7127165922077651,0.999999929206029,3.6937993184137208e-09,2.3443826712353432e-30,2.5342102590098515e-22,4.4573785587534504e-07,5.6830150636574305e-08,4.78930149253041e-08,4.235283167375025e-09,5.414433518155699e-08,5.9557367809587477e-08,2.4286802660445523e-08,2.1866586993004765e-09,6.136112690517518e-09,1.97376621470107e-17,3.210080081941766e-10,3.0495107995535604e-18,1.917428870327507e-10,1.1751286783793544e-09,2.871127650104429e-16,6.527773489292815e-15,1.2496979204345644e-10,5.23601872228654e-17
3.902340138918739e-06,0.44583927358111985,3.76,0.0,0.7127165791349255,0.9999999260956639,3.946913771482956e-09,2.5034238212065847e-30,2.59999649253561e-22,4.5729005771047475e-07,5.8945007152433043e-08,5.060537186323204e-08,4.402314151816241e-09,5.776295994509137e-08,6.221683812760455e-08,2.599006487834687e-08,2.271933211808331e-09,6.313166160903087e-09,2.176960157584759e-17,3.4357967102802316e-10,3.459093985197675e-18,1.9892498316626303e-10,1.2416831347412895e-09,3.0601597445431526e-16,7.169719174767269e-15,1.3010873875269937e-10,5.934475512112416e-17
4.122025499429991e-06,0.44583927505880583,3.76,0.0,0.7127165525406722,0.9999999196731242,4.481205221169326e-09,2.8336893501085525e-30,2.730370725028507e-22,4.801852768256075e-07,6.322040650316878e-08,5.623722977274171e-08,4.740419866779171e-09,6.540116807071676e-08,6.771906276911783e-08,2.9595560250403355e-08,2.444492032159719e-09,6.664069509547102e-09,2.627280340703761e-17,3.917369089486878e-10,4.405798856732115e-18,2.1341935571338423e-10,1.3798750874370605e-09,3.4596621547450626e-16,8.582160125181697e-15,1.4052046306321605e-10,7.544693554988807e-17
4.341710859941243e-06,0.4458392765602004,3.76,0.0,0.7127165253469786,0.999999912978571,5.053271348259886e-09,3.177438510741592e-30,2.8590726813859544e-22,5.028043803645417e-07,6.755209294858376e-08,6.214250335584571e-08,5.083524322595833e-09,7.358015715112239e-08,7.346847326709514e-08,3.346975121913873e-08,2.619533340475885e-09,7.010743011337235e-09,3.140054117067944e-17,4.4406467701174736e-10,5.542535438517085e-18,2.2807315743375185e-10,1.5247762942049381e-09,3.8884456238013987e-16,1.0176029235397928e-14,1.5109794212352675e-10,9.471088735124984e-17
4.5613962204524955e-06,0.445839278085606,3.76,0.0,0.7127164975525716,0.9999999060087733,5.663504172733358e-09,3.5458814156409846e-30,2.9863380651533794e-22,5.251506892611767e-07,7.193476409942168e-08,6.831789606411917e-08,5.431177234833169e-09,8.230673172662624e-08,7.946815182481871e-08,3.761640160978868e-08,2.796831114132073e-09,7.353236663711926e-09,3.7199809254334156e-17,5.007474471118618e-10,6.894897525369296e-18,2.428701922478712e-10,1.676305856791859e-09,4.3473497078697785e-16,1.19634735821884e-14,1.6182663527918687e-10,1.175394835413264e-16
4.781081580963748e-06,0.4458392796352951,3.76,0.0,0.7127164691565444,0.9999998987608177,6.312254854407071e-09,3.937384088708723e-30,3.112049272148909e-22,5.472274843922323e-07,7.636339250759912e-08,7.47601510235456e-08,5.782951546130496e-09,9.158704381158753e-08,8.572086863204499e-08,4.203892932526661e-08,2.9761710041822434e-09,7.691600271867922e-09,4.371803076540425e-17,5.619718725543045e-10,8.490344252476124e-18,2.577951147062124e-10,1.8343838500107439e-09,4.837215716866113e-16,1.3956759132174368e-14,1.7269274947617438e-10,1.443598591450548e-16
5.000766941475e-06,0.4458392812095143,3.76,0.0,0.7127164401583349,0.9999998912320922,6.999835840538232e-09,4.3460607290389015e-30,3.236232709369444e-22,5.690380072148956e-07,8.083321274835114e-08,8.146605055725528e-08,6.1384423389329674e-09,1.0142662673614099e-07,9.222909812987098e-08,4.674042419715417e-08,3.157349788375866e-09,8.025883284018701e-09,5.10029451130778e-17,6.279265626606796e-10,1.0358214642657362e-17,2.728333901315272e-10,1.998931310018578e-09,5.358884441894437e-16,1.616826057765648e-14,1.8368320440265676e-10,1.7562283248919018e-16
