Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23)
2.3907721408438647e-08,0.3738389154023405,3.76,0.0,0.7164182095592907,0.9999956010557923,2.799315949365505e-07,2.8092665472115115e-16,1.5483071073963178e-11,0.0014948199085124709,3.780601306067502e-05,4.699154581232649e-05,1.9131239161690334e-05,2.1482617820830586e-05,3.1016994346319676e-06,5.33688636366577e-06,8.234040556912735e-09,1.4969548381642742e-07,4.98196865190023e-11,7.521324810298591e-09,1.7844159546652237e-11,9.387657995836683e-07,6.215759412842482e-07,1.0902604186799573e-10,3.0873661018472857e-10,3.86292944521283e-07,1.024100416046391e-12,5.865648610346995e-11,3.1861589073862167e-18,9.151008340618555e-19,6.03246170611043e-11,5.704393332808391e-15,2.7321390286035285e-11,3.281957318362375e-08,7.435508657589335e-14,2.0009205067574656e-17,1.098655088037602e-13,1.1362865794710142e-12,5.367039742042865e-19,1.763966596929413e-09,5.370276053588183e-17,8.414669098016989e-15,1.6069800808006884e-13,7.809385984664912e-17,7.899215241359381e-22,3.740842107825549e-23,1.2854006372521049e-09,1.5619675395587936e-09,1.9207022963358387e-15,2.4584876742577492e-15,6.810493360985007e-11,2.138709443996118e-19,1.932893153552511e-16,1.6510712847980015e-20,5.038962480563764e-19,8.50914870409289e-21,2.4784081915898994e-10
2.442553754674695e-08,0.3738401433475278,3.76,0.0,0.7163989458540343,0.9999954623042641,3.006537483776306e-07,3.05157778600603e-16,1.5866234041979965e-11,0.0015261314214550963,3.9143401295688975e-05,4.902571169822285e-05,2.004535510454251e-05,2.271919890715814e-05,3.1746368217556844e-06,5.699576287278606e-06,8.563897558345089e-09,1.5396409818288288e-07,5.524381281785419e-11,7.85810448494203e-09,1.9755027172159185e-11,9.893616800472173e-07,6.491490109812175e-07,1.1917550102028208e-10,3.3744427245306213e-10,4.079596608954233e-07,1.1562697596662367e-12,6.075007412703664e-11,3.7602395267774214e-18,1.0919512118471958e-18,6.252509885521821e-11,6.402769396678913e-15,3.0154594944905684e-11,3.3667108498110444e-08,8.560570096182047e-14,2.2259345783066412e-17,1.1923545577135256e-13,1.2292136480727028e-12,6.156384027990207e-19,1.914182795260045e-09,6.207036255493836e-17,9.660892183626905e-15,1.7001420223918261e-13,9.14012572183693e-17,9.140388562912756e-22,4.312731285485917e-23,1.366906246648981e-09,1.660755432300588e-09,2.0668680510313283e-15,2.622414683077076e-15,7.24536584034286e-11,2.4643959327088113e-19,2.1645622287628301e-16,1.955835168282371e-20,5.945274460806333e-19,1.0039064497526185e-20,2.6665725052911636e-10
2.4943353685055254e-08,0.3738413741735719,3.76,0.0,0.7163796217494559,0.9999953210365488,3.224825997817173e-07,3.3087050864253496e-16,1.6249434227339966e-11,0.001557398562137693,4.0498733187709504e-05,5.110197158450999e-05,2.0983864939104357e-05,2.399905801426507e-05,3.2479427528837484e-06,6.079412313929518e-06,8.89887371634009e-09,1.5823677085837128e-07,6.114300580718607e-11,8.20277751563085e-09,2.1828117257790482e-11,1.0417308232720162e-06,6.773173222727875e-07,1.3004386885628425e-10,3.682259524429846e-10,4.303904022585799e-07,1.3024826495323498e-12,6.287198607095995e-11,4.4240407713321935e-18,1.2985705525408774e-18,6.475617758555994e-11,7.17131909183365e-15,3.321282816201716e-11,3.451435010062167e-08,9.829277444815256e-14,2.4717841412371963e-17,1.2917104484074585e-13,1.3274972874054476e-12,7.043611106689311e-19,2.073883930867728e-09,7.153813944914583e-17,1.106276132028237e-14,1.7965875837419366e-13,1.066535933023262e-16,1.0546090034785975e-21,4.9585884840175983e-23,1.4519840542613328e-09,1.7637442234284022e-09,2.220701292263889e-15,2.793730054469816e-15,7.698898432230792e-11,2.8319273898647865e-19,2.4184648455215767e-16,2.31023932913805e-20,6.991960226463859e-19,1.1805801683613509e-20,2.8644814646040876e-10
2.5461169823363558e-08,0.3738426079186827,3.76,0.0,0.7163602367959255,0.9999951772055113,3.454566070044079e-07,3.581179140810346e-16,1.66327063267631e-11,0.0015886213780370519,4.1871890513977926e-05,5.3220264134348124e-05,2.1946843630166552e-05,2.5322770122013502e-05,3.321625043769278e-06,6.4768462021488195e-06,9.238923270970632e-09,1.625127641981484e-07,6.754927091762e-11,8.555389104312573e-09,2.4073936671121886e-11,1.0959045927701705e-06,7.060804269570589e-07,1.4166651542583418e-10,4.0119017349839886e-10,4.535949857616295e-07,1.4639245494494589e-12,6.502203141926382e-11,5.189550002674384e-18,1.5392654722637625e-18,6.701765651310821e-11,8.015665626862916e-15,3.650870895260502e-11,3.53612639949657e-08,1.1256735523923446e-13,2.7400211536662008e-17,1.3969272120880014e-13,1.431321259670453e-12,8.038700601175499e-19,2.243472858634248e-09,8.222569291059051e-17,1.2636316468228353e-14,1.896360688140895e-13,1.2409067063153481e-16,1.2134347495620893e-21,5.686324144616938e-23,1.5407204520992067e-09,1.8710325823317417e-09,2.382430548894835e-15,2.972619029950044e-15,8.171533087247322e-11,3.2457310395714846e-19,2.6962239494918547e-16,2.721378870277448e-20,8.19741540722907e-19,1.3840368196858613e-20,3.072405989878187e-10
2.597898596167186e-08,0.3738438446208143,3.76,0.0,0.7163407905414033,0.9999950307638309,3.696149002522277e-07,3.8695356865088185e-16,1.7016088079766594e-11,0.0016197999166970307,4.326276105120397e-05,5.538052808602698e-05,2.293436092495938e-05,2.669090650734643e-05,3.395691507655117e-06,6.8923310216499985e-06,9.584002710462603e-09,1.6679139425693352e-07,7.449614668864009e-11,8.915985504218417e-09,2.6503492060039288e-11,1.1519141777079775e-06,7.3543788064521e-07,1.5407979972668623e-10,4.3644895825815956e-10,4.775829603825741e-07,1.6418558722539143e-12,6.720002931810236e-11,6.070098179169162e-18,1.8188690093510745e-18,6.930935043037154e-11,8.94177678893802e-15,4.0055280172718735e-11,3.620782076846725e-08,1.2859311280128043e-13,3.03228747964017e-17,1.5082118415995165e-13,1.5408714644922608e-12,9.152437537888885e-19,2.423361889827716e-09,9.426311246640846e-17,1.4398920702454745e-14,1.9995049726718477e-13,1.4397669886061755e-16,1.3924781650637548e-21,6.504525446626182e-23,1.6332020954713637e-09,1.982719774417e-09,2.552286321727622e-15,3.1592681335237676e-15,8.663714486803028e-11,3.710606253932833e-19,2.9995451580022173e-16,3.197234799718508e-20,9.582026561900558e-19,1.6177123828319528e-20,3.2906176257361876e-10
2.7014618238288465e-08,0.37384632704674886,3.76,0.0,0.7163017123098,0.9999947298584038,4.216442028391089e-07,4.496064451977274e-16,1.778334643108364e-11,0.001682024352846467,4.609722112366261e-05,5.9826725523235544e-05,2.4983265916381353e-05,2.9562719799225702e-05,3.5450081925626014e-06,7.779271742250463e-06,1.0289087832444022e-08,1.7535407497421346e-07,9.015381244499091e-11,9.661323018759343e-09,3.196044205165799e-11,1.2695645921706928e-06,7.959340799862521e-07,1.8142870531899562e-10,5.143159921957678e-10,5.279459520183678e-07,2.052622304581423e-12,7.163920486898424e-11,8.23712271474139e-18,2.517100097514593e-18,7.398269707677417e-11,1.1064977675185598e-14,4.795481523985594e-11,3.789976533447692e-08,1.6662079753210791e-13,3.695947999065075e-17,1.7498252258207723e-13,1.7779047359773118e-12,1.1783315674813585e-18,2.8157371231681535e-09,1.2296480453706687e-16,1.8567857088065084e-14,2.2160802847196768e-13,1.922868589957766e-16,1.819930931094767e-21,8.450327087777141e-23,1.8297489172733647e-09,2.219690547295377e-09,2.917309099664276e-15,3.556598979159343e-15,9.708509217785361e-11,4.81477358500139e-19,3.690124859838326e-16,4.3800586675387914e-20,1.2981281592804966e-18,2.1913187795611313e-20,3.7589912279638955e-10
2.794668728724341e-08,0.37384857171905883,3.76,0.0,0.7162663276714694,0.9999944496370318,4.729270084311779e-07,5.11973649053106e-16,1.847469317720708e-11,0.0017378753957722891,4.870780115240065e-05,6.397123236896907e-05,2.6911805248031226e-05,3.2304944468773434e-05,3.680785398260572e-06,8.643821399905604e-06,1.0940472607943383e-08,1.8306361236544048e-07,1.0646399585617906e-10,1.0359920442135296e-08,3.7621349848063464e-11,1.3820372646283199e-06,8.524089731944284e-07,2.0913195688175615e-10,5.934402834640697e-10,5.760422295444019e-07,2.4929977107301787e-12,7.57284276509546e-11,1.0746684008995866e-17,3.3398188749855848e-18,7.829040486995166e-11,1.332295412609106e-14,5.6061462875274905e-11,3.9421075901323346e-08,2.0876376329879332e-13,4.3938704936366946e-17,1.9901570802441754e-13,2.0127263950963513e-12,1.468331173237494e-18,3.2084330690550397e-09,1.5495901744289346e-16,2.3170754207866086e-14,2.4229599106248625e-13,2.4736491350248813e-16,2.2971309951036014e-21,1.061254097203055e-22,2.020323696072213e-09,2.4490153882605403e-09,3.2759739833843347e-15,3.94263234747356e-15,1.0720187286384858e-10,6.039806356073538e-19,4.417961838922812e-16,5.767751411381626e-20,1.690492051463664e-18,2.853306817369526e-20,4.2184445349560094e-10
2.8878756336198353e-08,0.37385082655200996,3.76,0.0,0.7162307372885867,0.9999941602140252,5.286857380327877e-07,5.803431976211943e-16,1.916711678310668e-11,0.001793583723547506,5.1374270861218186e-05,6.825077724024937e-05,2.8920725026231974e-05,3.5199837957415024e-05,3.8179286821028035e-06,9.573952724350092e-06,1.1607569775427062e-08,1.9077312923760738e-07,1.251220606245408e-10,1.1085156242394178e-08,4.407346608992316e-11,1.5009335749948837e-06,9.108028785755e-07,2.400082901473504e-10,6.819042985761042e-10,6.268132041502111e-07,3.010166085745933e-12,7.990579740268726e-11,1.3911730335528024e-17,4.3939357881486655e-18,8.269360444786286e-11,1.5956029943373072e-14,6.520310226922987e-11,4.09409328477261e-08,2.597899138420697e-13,5.199701806506453e-17,2.2534815654374465e-13,2.269087775433247e-12,1.8177566949599228e-18,3.6413515918443885e-09,1.9390971839634447e-16,2.872588888988163e-14,2.641429195376929e-13,3.158263463860563e-16,2.878861532584403e-21,1.323720398507575e-22,2.224390363449632e-09,2.694160776783096e-09,3.66464038303161e-15,4.356763449314339e-15,1.1802225279188363e-10,7.524544314266334e-19,5.259193493057632e-16,7.540959028712167e-20,2.1836449219901268e-18,3.685216361547353e-20,4.71547449764371e-10
2.98108253851533e-08,0.37385309175921316,3.76,0.0,0.7161949384509207,0.9999938613082013,5.891723262597605e-07,6.550462836772132e-16,1.9860943300771444e-11,0.0018491496166418541,5.4096156574376327e-05,7.266500556579322e-05,3.1010278288131054e-05,3.825062076774291e-05,3.9564834736216415e-06,1.057234416469912e-05,1.229019415496119e-08,1.984801281073592e-07,1.4638485035549794e-10,1.1837338446520635e-08,5.140144941329087e-11,1.6264273394753648e-06,9.711134096516046e-07,2.743064586486824e-10,7.804917746634362e-10,6.803052260210183e-07,3.6146175509877352e-12,8.417055069904774e-11,1.7877052560527114e-17,5.734767098003098e-18,8.719157083702848e-11,1.901353045218108e-14,7.547179641350802e-11,4.245927466436197e-08,3.2122209676090665e-13,6.126789797972491e-17,2.5410946999979323e-13,2.5481478347944677e-12,2.2364906902165883e-18,4.1172461653672825e-09,2.41059050118576e-16,3.539422988249897e-14,2.871734051130248e-13,4.003872971400218e-16,3.583920762678075e-21,1.6405135842888344e-22,2.4424609119356667e-09,2.9557238230146096e-09,4.084719554815146e-15,4.800120744248836e-15,1.2957300277441304e-10,9.313755459184338e-19,6.227095878947876e-16,9.793285926404161e-20,2.799213315819162e-18,4.723471193304172e-20,5.251681161827292e-10
3.074289443410825e-08,0.373855367552597,3.76,0.0,0.7161589284303914,0.999993552637252,6.546453789131318e-07,7.364200675602136e-16,2.055652982349211e-11,0.0019045733566640738,5.6873027329550246e-05,7.721356355794934e-05,3.318068276922912e-05,4.146048723676138e-05,4.096495150604343e-06,1.1641681691421035e-05,1.2988176941348652e-08,2.061824316797886e-07,1.705288558253331e-10,1.2616786284810227e-08,5.96967149163986e-11,1.7586895700590541e-06,1.033338254736216e-06,3.122861755213896e-10,8.900253829963868e-10,7.365620822794453e-07,4.317896331956613e-12,8.852199296809407e-11,2.2814032984849026e-17,7.428702905987658e-18,9.17836655809721e-11,2.2549692978416385e-14,8.696446195369389e-11,4.397605973169758e-08,3.9478779688103237e-13,7.189753687255864e-17,2.854317483758744e-13,2.8510865576695792e-12,2.7356974348085052e-18,4.638973428637369e-09,2.9782764095379987e-16,4.335831340306851e-14,3.1141183766119963e-13,5.042149570243697e-16,4.4338267224584064e-21,2.0208319737786528e-22,2.675048458163905e-09,3.234305869808666e-09,4.537640543949399e-15,5.273842612766916e-15,1.418810892830788e-10,1.1458255519424935e-18,7.336023643554273e-16,1.263816323090757e-19,3.562609280111236e-18,6.010861945087245e-20,5.828667724120003e-10
3.1674963483063196e-08,0.37385765414235866,3.76,0.0,0.7161227044824935,0.9999932339178901,7.253700613112051e-07,8.248080924118725e-16,2.125426505110162e-11,0.001959855226446951,5.9704491069031416e-05,8.189609821198438e-05,3.5432124480888415e-05,4.483260790089409e-05,4.238009034748289e-06,1.2784657671138902e-05,1.3701364302131363e-08,2.138781423050437e-07,1.9785107901274207e-10,1.3423830235067763e-08,6.905783327397485e-11,1.8978883079017624e-06,1.0974751819200253e-06,3.542182541528614e-10,1.0113671505418812e-09,7.956250758525243e-07,5.132669032654083e-12,9.295949236950226e-11,2.892460182527844e-17,9.555021759538042e-18,9.646933034193256e-11,2.6624006417731185e-14,9.978296378901786e-11,4.5491262568104565e-08,4.824393331200863e-13,8.404569911496487e-17,3.194495584694903e-13,3.17910467948131e-12,3.3279437536289794e-18,5.2094938982339594e-09,3.6583471695646134e-16,5.282441777367224e-14,3.3688242422659553e-13,6.309868691573748e-16,5.453125875937125e-21,2.4751056101092953e-22,2.922666929775109e-09,3.5305120348689027e-09,5.024849324010964e-15,5.779076500289694e-15,1.5497365370164312e-10,1.4015507789806551e-18,8.60146372640189e-16,1.6212489259231962e-19,4.503550167571911e-18,7.597418916456022e-20,6.448039931921218e-10
3.2607032532018144e-08,0.3738599517372665,3.76,0.0,0.7160862638475993,0.9999929048659767,8.016179805373318e-07,9.20560803790779e-16,2.195457002876798e-11,0.0020149955101269367,6.259019115919575e-05,8.67122573055494e-05,3.776476094809545e-05,4.8370131647626624e-05,4.38107038783788e-06,1.4003969856265597e-05,1.4429616086234144e-08,2.2156560659425204e-07,2.286699051796774e-10,1.4258812068567163e-08,7.959094681446658e-11,2.0441884788862393e-06,1.163522043207896e-06,4.003847511189451e-10,1.1454188470955631e-09,8.575331087926957e-07,6.072794783299878e-12,9.74824742004557e-11,3.644566175407761e-17,1.2207945697850518e-17,1.0124808109260734e-10,3.130156460803292e-14,1.1403420943133177e-10,4.7004870818125534e-08,5.863753620611193e-13,9.788661451468648e-17,3.562999054816495e-13,3.5334234331908693e-12,4.027327262449511e-18,5.831872601086459e-09,4.469199679915823e-16,6.402489004893567e-14,3.6360920590218984e-13,7.849562138031944e-16,6.669728850093295e-21,3.0151200239724897e-22,3.1858307790610525e-09,3.844950769058624e-09,5.54780789140872e-15,6.316978073839059e-15,1.6887799226737775e-10,1.7050261971057917e-18,1.0040090758158154e-15,2.0680852106859408e-19,5.656631603953778e-18,9.541374303701226e-20,7.111405550154574e-10
3.353910158097309e-08,0.3738622605447082,3.76,0.0,0.7160496037521646,0.9999925651966354,8.836670625207245e-07,1.0240361760099779e-15,2.2657899022252543e-11,0.002069994493219065,6.552980320490352e-05,9.166168939831779e-05,4.017872414308993e-05,5.207618767546188e-05,4.525724408377285e-06,1.5302320476853802e-05,1.517280463365629e-08,2.292433844935094e-07,2.633259822745558e-10,1.5122084897709226e-08,9.14102023866624e-11,2.1977517694039075e-06,1.2314767779547757e-06,4.510791116237999e-10,1.2931223416892309e-09,9.22322768838655e-07,7.153397171457352e-12,1.0209041577486862e-10,4.5654016171172264e-17,1.5498956807384574e-17,1.0611950283797467e-10,3.6653432337787186e-14,1.2983024323306648e-10,4.851688284392416e-08,7.09063692152879e-13,1.136099039299464e-16,3.9612220721373356e-13,3.9152843127333626e-12,4.84961158528663e-18,6.509279632623468e-09,5.431672437203951e-16,7.722062734242482e-14,3.9161607323489165e-13,9.710233464525224e-16,8.115274502264562e-21,3.654148236599634e-22,3.4650547210787697e-09,4.178233432412592e-09,6.107993327098317e-15,6.8887103969445656e-15,1.8362153678325038e-10,2.063523220393318e-18,1.1669824260600974e-15,2.624040613007691e-19,7.061957763195202e-18,1.1910220048108483e-19,7.820373887392281e-10
3.447117062992804e-08,0.37386458077085744,3.76,0.0,0.7160127214098321,0.9999922146243533,9.718014244951628e-07,1.1356004480808145e-15,2.336474050320378e-11,0.002124852462687573,6.852303214353978e-05,9.674404383179482e-05,4.2674123131629125e-05,5.595388727213794e-05,4.672016228643867e-06,1.6682415428506632e-05,1.593081368277272e-08,2.369102224314014e-07,3.021831075521682e-10,1.6014013225403714e-08,1.0463820156736629e-10,2.3587365215495776e-06,1.3013374156922392e-06,5.066063177483436e-10,1.4554599296166648e-09,9.9002841838341e-07,8.390937955687912e-12,1.067828417530382e-10,5.687184891810563e-17,1.9559403349064986e-17,1.1108324483794275e-10,4.275702366337324e-14,1.4728834055353268e-10,5.002730583210446e-08,8.532654668920969e-13,1.3142153577701928e-16,4.3905827060972346e-13,4.325948849733445e-12,5.812368943461971e-18,7.244990641454925e-09,6.569302162052784e-16,9.270372074834771e-14,4.209267802381955e-13,1.194814098869875e-15,9.82552445627908e-21,4.407091484453647e-22,3.760853494826976e-09,4.530973889406793e-09,6.706896833536347e-15,7.495443127472715e-15,1.992318361781604e-10,2.4851815864532687e-18,1.3509887698092411e-15,3.3126492256046584e-19,8.765832422265127e-18,1.4781867319857444e-19,8.576555377750617e-10
3.540323967888299e-08,0.3738669126207683,3.76,0.0,0.7159756140224489,0.9999918528630733,1.0663112437193619e-06,1.2556289705033552e-15,2.407561820355742e-11,0.002179569707012913,7.156960958747793e-05,0.00010195897072929145,4.525104646531281e-05,6.000632543141075e-05,4.819990912099641e-06,1.8146963544477864e-05,1.670353736701376e-08,2.4456502987433016e-07,3.4562912082253117e-10,1.6934972996140713e-08,1.1940646818281563e-10,2.527297645892945e-06,1.3731020784938562e-06,5.672830397553528e-10,1.633454633323171e-09,1.0606822846826433e-06,9.803292484784643e-12,1.1155931987136905e-10,7.047279810990437e-17,2.4543421570470004e-17,1.1613901627491721e-10,4.969649334897363e-14,1.665311019556012e-10,5.1536154277334874e-08,1.0220607338241816e-12,1.515448151401852e-16,4.85252270261191e-13,4.766698401862111e-12,6.935130540175771e-18,8.042387245044351e-09,7.9086010883973e-16,1.1080026554992135e-13,4.5156495717166306e-13,1.462765216400646e-15,1.1840789670398656e-20,5.290629170397593e-22,4.073741644888458e-09,4.903788124787641e-09,7.34602275768593e-15,8.138351743542622e-15,2.157365389817816e-10,2.979085364173594e-18,1.5580869468920352e-15,4.1619094794445237e-19,1.0821514080086963e-17,1.8245913600175575e-19,9.381561211614593e-10
3.6335308727837935e-08,0.37386925629848544,3.76,0.0,0.7159382787810064,0.9999914796262711,1.1674926231619462e-06,1.384507164658819e-15,2.4791092214782493e-11,0.0022341465162556474,7.466929139196836e-05,0.00010730612099605753,4.790956434465671e-05,6.423658232335654e-05,4.96969345111403e-06,1.9698675943148144e-05,1.7490879294209078e-08,2.5220685880870846e-07,3.940768039772129e-10,1.7885351648733644e-08,1.3585593332846691e-10,2.7035865504296375e-06,1.4467689829767999e-06,6.33437790689477e-10,1.8281704795642185e-09,1.134314550424873e-06,1.1409826774578616e-11,1.1641945703399825e-10,8.688867258800416e-17,3.063120289966463e-17,1.2128658232574756e-10,5.756314150581581e-14,1.8768654751068332e-10,5.304344875234296e-08,1.218875431888048e-12,1.7422140646042142e-16,5.348507286773661e-13,5.2388339531582055e-12,8.23954460331605e-18,8.904957379926319e-09,9.479356123179045e-16,1.3187334306912452e-13,4.835541222019668e-13,1.7822173857650334e-15,1.420639093706648e-20,6.323378248863104e-22,4.404233321734083e-09,5.29729388057703e-09,8.02688760925027e-15,8.818616800887082e-15,2.3316337674856235e-10,3.555343202976643e-18,1.79047859571302e-15,5.205024019406708e-19,1.3290038974038548e-17,2.240502347326047e-19,1.0237003010040283e-09
3.726737777679288e-08,0.37387161200713287,3.76,0.0,0.7159007128665066,0.9999910946270286,1.27564745477349e-06,1.5226315971662558e-15,2.5511760119858657e-11,0.0022885831821176333,7.782185542826658e-05,0.00011278514631957154,5.064973057446535e-05,6.864772463131717e-05,5.12116876495835e-06,2.134026544322684e-05,1.829275170173397e-08,2.598348857667307e-07,4.479647864085179e-10,1.886554817071264e-08,1.5413743800913495e-10,2.887751084391622e-06,1.5223364420032567e-06,7.05411084443853e-10,2.0407127552716685e-09,1.2109534439946565e-06,1.3231476191786878e-11,1.213628957344492e-10,1.0661686194458639e-16,3.8032637936127586e-17,1.2652576060105914e-10,6.645583090212291e-14,2.1088821128395093e-10,5.4549214907588097e-08,1.4475098244049288e-12,1.9971238845785933e-16,5.880024981822446e-13,5.7436759248790015e-12,9.749542056446999e-18,9.836295590401596e-09,1.131495108167099e-15,1.5632617922904506e-13,5.169176920472661e-13,2.161516298023578e-15,1.6973155215634998e-20,7.526062222886064e-22,4.752842099021554e-09,5.7121103140729236e-09,8.751019082318617e-15,9.537423223241275e-15,2.515401484280725e-10,4.225172900935401e-18,2.050514676430001e-15,6.481245355047813e-19,1.624111629132551e-17,2.7376430075008045e-19,1.114449253837502e-09
3.819944682574783e-08,0.37387397994899957,3.76,0.0,0.7158629134507626,0.9999906975780954,1.3910832808525323e-06,1.670411171821244e-15,2.623825815249041e-11,0.0023428799980007705,8.102709954652354e-05,0.00011839569916998458,5.347158432801937e-05,7.324280676554655e-05,5.274461698041774e-06,2.3074446040811087e-05,1.9109074681825924e-08,2.6744839612015833e-07,5.077584560457363e-10,1.987597315435538e-08,1.7441225360016567e-10,3.079935495842546e-06,1.5998028661199758e-06,7.835555974424639e-10,2.272228244130089e-09,1.2906253289479806e-06,1.5290825707618603e-11,1.2638931078312285e-10,1.302284948854588e-16,4.699137123930795e-17,1.3185641792332993e-10,7.648141685639641e-14,2.3627523606198344e-10,5.605348266777808e-08,1.7121684104602034e-12,2.2829934036705767e-16,6.448587443259329e-13,6.282563994891104e-12,1.1491510193313906e-17,1.0840103259114383e-08,1.3452713301914315e-15,1.8460548545560133e-13,5.516789916851142e-13,2.6101222276261214e-15,2.0197949847110216e-20,8.921690226732522e-22,5.12008080654747e-09,6.148857676339696e-09,9.519955086892919e-15,1.0295959626291992e-14,2.708947056605889e-10,5.000990374835375e-18,2.3407022219142285e-15,8.036840093796793e-19,1.9754099941345608e-17,3.3293564784199533e-19,1.210564145568248e-09
3.913151587470278e-08,0.3738763603256152,3.76,0.0,0.7158248776971389,0.9999902881919468,1.5141131539953709e-06,1.828268441605318e-15,2.6971262376397157e-11,0.0023970372590635834,8.428483971314209e-05,0.00012413743280071662,5.6375151736352664e-05,7.802487196349611e-05,5.429617018359317e-06,2.490393244254495e-05,1.9939775471734274e-08,2.750467703764821e-07,5.73950875707756e-10,2.0917048854342137e-08,1.9685262028687067e-10,3.280280401977019e-06,1.6791667647751934e-06,8.682363340659025e-10,2.5239054458895985e-09,1.3733547922621761e-06,1.7612191679962884e-11,1.3149840631530314e-10,1.583774030477483e-16,5.778930283658484e-17,1.372784674166304e-10,8.775519000628489e-14,2.639924683807687e-10,5.7556285591554063e-08,2.017491344188616e-12,2.602854605130113e-16,7.055729306556048e-13,6.856856924271134e-12,1.3494474499820282e-17,1.1920188782949072e-08,1.593428595593179e-15,2.1720498722939256e-13,5.878612632011924e-13,3.1387286129839933e-15,2.3944256727173837e-20,1.0535746610026633e-21,5.506461377419033e-09,6.608157010593144e-09,1.0335242795821953e-14,1.1095417675443927e-14,2.9125493897290233e-10,5.896503129060652e-18,2.663711326147534e-15,9.926185774845705e-19,2.3919041173127793e-17,4.030782236859532e-19,1.3122061096630137e-09
4.0063584923657725e-08,0.37387875333781945,3.76,0.0,0.7157866027612333,0.9999898661808316,1.645055496103822e-06,1.996641043100317e-15,2.7711489876220584e-11,0.0024510552622759186,8.759490830757472e-05,0.0001300100012492018,5.936044731858203e-05,8.299695328650098e-05,5.586679416123149e-06,2.6831439649246707e-05,2.078478780363327e-08,2.826294722189162e-07,6.470637044776193e-10,2.1989209247020258e-08,2.216423036222926e-10,3.488922771052037e-06,1.7604267473534938e-06,9.598307959385724e-10,2.7969747803860984e-09,1.459164730951452e-06,2.0221705121524672e-11,1.366899130552354e-10,1.9180995010050918e-16,7.075157456233444e-17,1.4279186588114207e-10,1.0040133191014802e-13,2.9419055390979124e-10,5.905766035921925e-08,2.3685873903158208e-12,2.959967176092663e-16,7.703008046958159e-13,7.467932390649035e-12,1.5790288535614594e-17,1.3080467697613032e-08,1.880602740965749e-15,2.546691454998429e-13,6.254876738539097e-13,3.759390138664093e-15,2.828278857553212e-20,1.2396391251333082e-21,5.912494708055223e-09,7.090629869858219e-09,1.1198437711928592e-14,1.1936991477510722e-14,3.1264876484932546e-10,6.926808318365312e-18,3.0223823809508598e-15,1.2213015647686352e-18,2.883782635982491e-17,4.859046856038929e-19,1.4195362282573044e-09
4.099565397261267e-08,0.3738811591858249,3.76,0.0,0.71574808579151,0.9999894312568165,1.7842339568979965e-06,2.1759832557163683e-15,2.845969995313977e-11,0.0025049343064719697,9.09571525642348e-05,0.00013601305933778044,6.242747526846741e-05,8.816207452217008e-05,5.745693502550364e-06,2.8859682584669335e-05,2.1644051309346337e-08,2.9019603805300607e-07,7.27648123796261e-10,2.3092900091261644e-08,2.489771693189281e-10,3.705995914903367e-06,1.8435815240640674e-06,1.0587291551756092e-09,3.0927087782008637e-09,1.5480764366944782e-06,2.314739640978278e-11,1.419635858138932e-10,2.3137578883932626e-16,8.625208162377166e-17,1.483966114260781e-10,1.1455338322051715e-13,3.270260332456861e-10,6.055764635833136e-08,2.77106844244645e-12,3.357830336824631e-16,8.392003850177816e-13,8.117186827664975e-12,1.8413832025801658e-17,1.4324962754258867e-08,2.2119439013094076e-15,2.9759707604652655e-13,6.645813234283769e-13,4.485660829438779e-15,3.3292149486166065e-20,1.4534670923471803e-21,6.33869052971618e-09,7.596898053134176e-09,1.2111102759460713e-14,1.282187700604203e-14,3.351041136454426e-10,8.108495473104525e-18,3.4197335726962656e-15,1.4971828170633626e-18,3.462540446791789e-17,5.833469765772852e-19,1.532715515874654e-09
