Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19)
1.1601954855067927e-06,0.2026237403092005,3.76,0.0,0.6584162604856758,0.9999999892242111,2.8695433558255674e-11,4.754348188412098e-32,1.6112295901191456e-24,2.484411182491973e-08,5.253099725195326e-09,1.0280696228392872e-09,1.407182500384815e-10,2.4234306240775054e-09,8.759460578795993e-09,4.5383123467609804e-10,8.051496601851313e-10,1.1598968453628217e-09,2.964748691814278e-19,2.024343968076493e-11,1.8311371381809916e-20,2.351675259308946e-12,3.102970826516335e-11
1.1955342663599454e-06,0.20262374032320668,3.76,0.0,0.6584162597676868,0.9999999888277014,3.0503391418118265e-11,5.197481012595208e-32,1.65772174834227e-24,2.5559382290303695e-08,5.3882057171030074e-09,1.090246378744177e-09,1.4474828410923973e-10,2.5687258524621143e-09,9.082317344201215e-09,4.826055321609653e-10,8.305762040588181e-10,1.2048948646603067e-09,3.2912170138881414e-19,2.1594027728410738e-11,2.0932473673105e-20,2.4224111463391234e-12,3.2906693658807414e-11
1.2308730472130981e-06,0.20262374033724917,3.76,0.0,0.6584162590470237,0.9999999884282402,3.236485880887931e-11,5.666017700335848e-32,1.7040959843928376e-24,2.627283921897534e-08,5.522307210272191e-09,1.154185575808354e-09,1.487473296043503e-10,2.7178910090008657e-09,9.408216554934886e-09,5.121891161793859e-10,8.558116713462727e-10,1.2498905855631873e-09,3.642736342514087e-19,2.2993709859336294e-11,2.3837745263781676e-20,2.492971184718644e-12,3.4836900419135686e-11
1.2662118280662509e-06,0.2026237403513281,3.76,0.0,0.6584162583236965,0.9999999880258607,3.427970235409554e-11,6.160531951924427e-32,1.7503533659465412e-24,2.6984498921895782e-08,5.655420743548686e-09,1.219882760516245e-09,1.5271593363381429e-10,2.870897341339461e-09,9.737134642071752e-09,5.42575795515965e-10,8.808579560466313e-10,1.2948722805622548e-09,4.0204294698223066e-19,2.4442943698617476e-11,2.7048661304945525e-20,2.563358437445052e-12,3.6820194208044284e-11
1.3015506089194036e-06,0.2026237403654436,3.76,0.0,0.6584162575977158,0.9999999876205938,3.624779153875142e-11,6.68158880125915e-32,1.7964948695041654e-24,2.7694376331555685e-08,5.7875624056236186e-09,1.287333517869069e-09,1.5665462440609065e-10,3.027716520555216e-09,1.0069048374599262e-08,5.73759486916012e-10,9.057171246779263e-10,1.3398295609871125e-09,4.42543380706739e-19,2.5942183311238525e-11,3.058764459084993e-20,2.6335742880842695e-12,3.885644183254605e-11
1.3368893897725563e-06,0.20262374037959585,3.76,0.0,0.6584162568690913,0.9999999872124695,3.826899757658188e-11,7.229744796102995e-32,1.842521391393641e-24,2.8402485155154692e-08,5.918747871206644e-09,1.3565334681707207e-09,1.6056391255124417e-10,3.1883206384619672e-09,1.0403934858750322e-08,6.057342116834508e-10,9.30391375101185e-10,1.3847532271358523e-09,4.8589009574371885e-19,2.749187925330616e-11,3.4478077637213665e-20,2.7036194781089545e-12,4.0945511149722856e-11
1.4075669514788618e-06,0.20262374040801023,3.76,0.0,0.6584162554039503,0.9999999863877592,4.2470247817397454e-11,8.409538943773296e-32,1.9342327245633427e-24,2.981344650813962e-08,6.178311006461125e-09,1.5001635893452247e-09,1.6829624310545132e-10,3.5207741381143155e-09,1.1082536180520385e-08,6.720333508983929e-10,9.791943879973911e-10,1.4744681174907355e-09,5.815898469286608e-19,3.07444251103026e-11,4.3411690675124394e-20,2.8432030498063363e-12,4.528159106748327e-11
1.4711767570145366e-06,0.20262374043370837,3.76,0.0,0.6584162540763802,0.9999999856360156,4.643175300326034e-11,9.569448036221919e-32,2.0163873303927075e-24,3.1077380068787635e-08,6.408797384723479e-09,1.635369629758549e-09,1.7515959292616626e-10,3.832655280230289e-09,1.1703221339637914e-08,7.343499627994387e-10,1.0225083533576309e-09,1.5550242232334919e-09,6.786367144508419e-19,3.384872695919148e-11,5.290852980312397e-20,2.9682591807156913e-12,4.936340623788627e-11
1.5347865625502115e-06,0.20262374045952466,3.76,0.0,0.6584162527403945,0.9999999848754136,5.0563385382879695e-11,1.0825442973765227e-31,2.0981805097702976e-24,3.233575344575555e-08,6.63641329846315e-09,1.7761762854231005e-09,1.8193495460917617e-10,4.15638439190378e-09,1.2333197329271388e-08,7.991409984044002e-10,1.0652604061336202e-09,1.635370102414398e-09,7.867567983065295e-19,3.712335933823792e-11,6.395277552890773e-20,3.0927840691144395e-12,5.3614348603400435e-11
1.5983963680858864e-06,0.20262374048545836,3.76,0.0,0.658416251396048,0.9999999841060837,5.4864423912283e-11,1.218048363469058e-31,2.179615555184232e-24,3.358861704681039e-08,6.861238271799014e-09,1.922558979688962e-09,1.8862483436768876e-10,4.491813335589301e-09,1.297234244999869e-08,8.663749872669961e-10,1.1074649054695268e-09,1.7154806415601792e-09,9.066674055149815e-19,4.057082963934518e-11,7.671695705083536e-20,3.2167820667908414e-12,5.8033676285359664e-11
1.6620061736215612e-06,0.20262374051150867,3.76,0.0,0.6584162500433938,0.9999999833281485,5.933415468973983e-11,1.3637453100876493e-31,2.2606954091159212e-24,3.483601593596319e-08,7.0833489640740885e-09,2.074493348042365e-09,1.952316360462512e-10,4.838797985743003e-09,1.3620538258844381e-08,9.360213495629077e-10,1.1491361404581884e-09,1.7953358527924472e-09,1.0390974646242453e-18,4.419361236112948e-11,9.138451835488269e-20,3.3402570825614176e-12,6.262065374199182e-11
1.725615979157236e-06,0.2026237405376745,3.76,0.0,0.6584162486824837,0.9999999825417233,6.397186872494361e-11,1.519916033043189e-31,2.341422729820194e-24,3.607799085212719e-08,7.302819349896863e-09,2.2319552164557098e-09,2.0175766979168358e-10,5.197198115222917e-09,1.427766948122417e-08,1.0080503609998432e-09,1.1902882056038873e-09,1.87491987745841e-09,1.1847868472806668e-18,4.7994149986263824e-11,1.0814998868687318e-19,3.4632141679041657e-12,6.737455112801795e-11
1.789225784692911e-06,0.20262374056395502,3.76,0.0,0.6584162473133695,0.9999999817469175,6.877686258990293e-11,1.6868342714183464e-31,2.4217999464261007e-24,3.731457903174557e-08,7.519720868352911e-09,2.394920583822805e-09,2.082051596617147e-10,5.566877280274853e-09,1.4943623920158602e-08,1.0824331201311158e-09,1.2309349178748593e-09,1.9542201815862407e-09,1.3444857147851258e-18,5.197485383394638e-11,1.27219142866699e-19,3.585658341807506e-12,7.229464377504232e-11
1.8528355902285858e-06,0.202623740590349,3.76,0.0,0.6584162459361007,0.9999999809438348,7.374843916955519e-11,1.8647668531611996e-31,2.5018293023998283e-24,3.854581487063318e-08,7.73412254470209e-09,2.5633656077451355e-09,2.1457625018463834e-10,5.947702705059446e-09,1.5618292363892374e-08,1.1591415178778675e-09,1.271089767364215e-09,2.033226908676e-09,1.5189538909658529e-18,5.613810488811568e-11,1.4880915207530595e-19,3.707593415105948e-12,7.738021177102471e-11
1.9164453957642605e-06,0.20262374061685526,3.76,0.0,0.6584162445507276,0.9999999801325742,7.888590685728744e-11,2.0539739309412043e-31,2.581512888468468e-24,3.977173044778259e-08,7.94609109034815e-09,2.737266593195241e-09,2.2087301132336144e-10,6.339545166873271e-09,1.6301568493449543e-08,1.2381482094301505e-09,1.3107658926601817e-09,2.1119323675640033e-09,1.7089602670067844e-18,6.048625460052798e-11,1.731487251810957e-19,3.829022455104517e-12,8.263053962482235e-11
1.980055201299935e-06,0.20262374064347277,3.76,0.0,0.6584162431572981,0.9999999793132311,8.418857837167546e-11,2.2547092092217017e-31,2.660852671386848e-24,4.099235594765033e-08,8.15569099273511e-09,2.9165999832964805e-09,2.270974421153427e-10,6.742278883546792e-09,1.699334879184385e-08,1.3194265880188737e-09,1.3499760676961823e-09,2.1903306196280815e-09,1.915282236072601e-18,6.502162566875309e-11,2.0047824125364946e-19,3.9499486916818275e-12,8.804491599330922e-11
2.0436650068356098e-06,0.2026237406702002,3.76,0.0,0.6584162417558598,0.9999999784858967,8.965577048841414e-11,2.4672201627276096e-31,2.739850517161931e-24,4.22077200045866e-08,8.36298460070301e-09,3.101342351726292e-09,2.332514737111886e-10,7.155781403697591e-09,1.7693532455524925e-08,1.402950759933094e-09,1.3887326940455998e-09,2.2684171421775157e-09,2.1387051517068544e-18,6.974651278943632e-11,2.310498737395281e-19,4.070375556320454e-12,9.362263345649864e-11
2.1072748123712844e-06,0.20262374069703637,3.76,0.0,0.6584162403464603,0.999999977650659,9.528680432249056e-11,2.69174824591344e-31,2.8185082077555512e-24,4.34178499842643e-08,8.568032204937952e-09,3.291470396433531e-09,2.393369723007469e-10,7.579933499891245e-09,1.8402021307967933e-08,1.4886955204379017e-09,1.4270477979556544e-09,2.3461885534909434e-09,2.3800218087876228e-18,7.46631833876711e-11,2.6512770671806793e-19,4.1903062098605765e-12,9.936298833152053e-11
2.170884617906959e-06,0.2026237407239801,3.76,0.0,0.658416238929145,0.9999999768076029,1.0108100528078236e-10,2.9285290935920513e-31,2.8968274567289366e-24,4.462277221080695e-08,8.77089211199331e-09,3.4869609344886926e-09,2.453557419060104e-10,8.01461906460495e-09,1.911871971530149e-08,1.576636330613111e-09,1.4649330327083914e-09,2.4236423909887333e-09,2.640031949588743e-18,7.977387832317291e-11,3.029878435249986e-19,4.309743433433663e-12,1.0526528052009668e-10
2.2344944234426337e-06,0.2026237407510303,3.76,0.0,0.6584162375039598,0.9999999759568104,1.070377026500144e-10,3.1777927134394393e-31,2.974809922459783e-24,4.582251214868997e-08,8.971620712930766e-09,3.6877908978779993e-09,2.5130952685679847e-10,8.459725009060944e-09,1.984353450415009e-08,1.6667492951869642e-09,1.5023996850436431e-09,2.500776933660081e-09,2.9195417941744964e-18,8.508081257382038e-11,3.44918508072155e-19,4.428689912050046e-12,1.113288133839237e-10
2.2981042289783084e-06,0.20262374077818568,3.76,0.0,0.6584162360709492,0.9999999750983609,1.1315622932226958e-10,3.439763670465117e-31,3.0524572157948863e-24,4.7017094548906824e-08,9.170272548874277e-09,3.893937330043616e-09,2.5720001393947594e-10,8.915141165098947e-09,2.0576374881935014e-08,1.7590111412994881e-09,1.5394586834213283e-09,2.5775910594572688e-09,3.2193635910762137e-18,9.05861758970907e-11,3.9122013921071785e-19,4.547148402795637e-12,1.175528936421189e-10
2.361714034513983e-06,0.2026237408054451,3.76,0.0,0.6584162346301576,0.9999999742323318,1.1943592180686515e-10,3.7146612637333735e-31,3.1297709080193773e-24,4.820654356756606e-08,9.366900374626018e-09,4.1053773829998905e-09,2.6302883437940263e-10,9.380760190174386e-09,2.1317152359714657e-08,1.8533991980398342e-09,1.5761206067109475e-09,2.6540841296655738e-09,3.540315186269596e-18,9.629213347003438e-11,4.422054784647389e-19,4.665121633792498e-12,1.2393683128569802e-10
2.4253238400496577e-06,0.20262374083280746,3.76,0.0,0.6584162331816277,0.9999999733587974,1.2587612026473811e-10,4.002699696110459e-31,3.206752539161354e-24,4.9390882862499826e-08,9.561555220063422e-09,4.322088314909377e-09,2.687975657858085e-10,9.856477475427914e-09,2.2065780677483414e-08,1.949891376654643e-09,1.6123956931613488e-09,2.730255894788581e-09,3.88321961168616e-18,1.0220082650850534e-10,4.981996514215956e-19,4.78261219433954e-12,1.3047993950564847e-10
2.5525434511210074e-06,0.2026237408878364,3.76,0.0,0.6584162302615246,0.9999999715895025,1.3923541321013108e-10,4.6190313579187315e-31,3.359725639296353e-24,5.174432483928115e-08,9.945141809298089e-09,4.771232367816159e-09,2.801608150426305e-10,1.083780153571575e-08,2.3586255511675003e-08,2.1491025428053997e-09,1.683824663847804e-09,2.8816360512215745e-09,4.6382027282982704e-18,1.1463486756658922e-10,6.265773528995664e-19,5.016155407173744e-12,1.4404093610688399e-10
2.679763062192357e-06,0.2026237409432639,3.76,0.0,0.6584162273109742,0.9999999697910343,1.5322889866051175e-10,5.290376348288642e-31,3.5113883503569824e-24,5.407760240088066e-08,1.0321408232576875e-08,5.241189606831074e-09,2.913013800537488e-10,1.185832784257853e-08,2.513715119441808e-08,2.3564788634350313e-09,1.7538210585475887e-09,3.031734764845058e-09,5.490986485446235e-18,1.2790497184126042e-10,7.792046440366399e-19,5.247797582742827e-12,1.5823045088794323e-10
2.806982673263707e-06,0.20262374099908154,3.76,0.0,0.6584162243303006,0.9999999679639219,1.6785142006710949e-10,6.018280546858982e-31,3.6617522271128385e-24,5.63908932093392e-08,1.069070635435376e-08,5.731781744999561e-09,3.022301339222918e-10,1.2917309223822954e-08,2.6717850800036327e-08,2.5718627185947293e-09,1.8224555202270613e-09,3.180557892725009e-09,6.448304031743464e-18,1.42027465155681e-10,9.59135327274538e-19,5.477558232181728e-12,1.73043099417208e-10
2.9342022843350566e-06,0.20262374105528133,3.76,0.0,0.6584162213198204,0.9999999661086693,1.8309787306409864e-10,6.804222300279091e-31,3.8108286079735964e-24,5.868437160205467e-08,1.1053365585218209e-08,6.242832058006459e-09,3.1295725390817106e-10,1.401403439231848e-08,2.8327766676922922e-08,2.795104123059792e-09,1.889794181919563e-09,3.3281130111854677e-09,7.516937915610853e-18,1.5701834290208756e-10,1.1696272425715841e-18,5.705456539673608e-12,1.8847354442511996e-10
3.0614218954064063e-06,0.20262374111185566,3.76,0.0,0.6584162182798409,0.9999999642257545,1.9896320491054027e-10,7.649616344456659e-31,3.9586286542025825e-24,6.095820921245532e-08,1.1409694374080121e-08,6.774165358495119e-09,3.234922675454191e-10,1.514782566487912e-08,2.9966338591278695e-08,3.0260602399600617e-09,1.9558989584507513e-09,3.474408821506153e-09,8.703710763864639e-18,1.728932854869602e-10,1.4141436027393698e-18,5.931511059372752e-12,2.0451649503689697e-10
3.188641506477756e-06,0.2026237411687973,3.76,0.0,0.6584162152106608,0.9999999623156351,2.154424134077663e-10,8.555817416874154e-31,4.105163380305803e-24,6.321257542724414e-08,1.1759981604947825e-08,7.325607973896592e-09,3.3384409610825333e-10,1.631803682698785e-08,3.1633031989325446e-08,3.264594925369843e-09,2.02082782073288e-09,3.6194547154348567e-09,1.0015476739095359e-17,1.896676728334412e-10,1.6963540714736563e-18,6.155740044958094e-12,2.2116670610908997e-10
3.315861117549106e-06,0.2026237412260992,3.76,0.0,0.6584162121125731,0.9999999603787474,2.3253054597664382e-10,9.524123585652655e-31,4.250443675110761e-24,6.544763770550658e-08,1.2104497902467765e-08,7.896987727241335e-09,3.440210952240458e-10,1.752405113439842e-08,3.332733637072373e-08,3.5105783023089162e-09,2.084635056088936e-09,3.763260475765403e-09,1.145911371060951e-17,2.073565979970163e-10,2.0201356037777237e-18,6.378161711539026e-12,2.3841897765438327e-10
3.4430807286204555e-06,0.20262374128375485,3.76,0.0,0.6584162089858618,0.9999999584155086,2.5022269923068716e-10,1.0555779307346845e-30,4.394480314101601e-24,6.766356176896337e-08,1.2443496849494897e-08,8.488133920762339e-09,3.5403109252735447e-10,1.8765279448316224e-08,3.5048763770611907e-08,3.763886363523755e-09,2.1473715141714442e-09,3.9058361028964625e-09,1.3041516092090757e-17,2.2597487991596602e-10,2.3895730578242994e-18,6.5987940882015525e-12,2.562681543489877e-10
3.5703003396918053e-06,0.2026237413417579,3.76,0.0,0.6584162058308054,0.9999999564263183,2.685140185776077e-10,1.1651978232151943e-30,4.537283966631124e-24,6.986051171123478e-08,1.2777216122198396e-08,9.098877321292916e-09,3.63881422711189e-10,2.0041158497736738e-08,3.679684734510587e-08,4.024400601387532e-09,2.209084836311513e-09,4.047191720531407e-09,1.4769588298679263e-17,2.455370753409748e-10,2.8089595939552077e-18,6.8176548989423185e-12,2.7470912509315766e-10
3.697519950763155e-06,0.20262374140010228,3.76,0.0,0.6584162026476748,0.9999999544115592,2.873996976133922e-10,1.2813865783288187e-30,4.67886520117477e-24,7.203865007767914e-08,1.3105878549299388e-08,9.72905014638313e-09,3.735789603628239e-10,2.135114925857504e-08,3.857114005182175e-08,4.292007662534762e-09,2.26981966844028e-09,4.187337510064194e-09,1.665023877097385e-17,2.6605749001244844e-10,3.282796883252728e-18,7.034761675782979e-12,2.937368225930161e-10
3.824739561834504e-06,0.20262374145878234,3.76,0.0,0.6584161994367362,0.9999999523715988,3.0687497755734873e-10,1.4042541534748694e-30,4.81923448978854e-24,7.419813793351139e-08,1.3429693101018173e-08,1.0378486050764094e-08,3.831301506903417e-10,2.269473543969405e-08,4.0371213417359566e-08,4.566599025230646e-09,2.329617859838063e-09,4.326283656327836e-09,1.8690374503299165e-17,2.8755018914849384e-10,3.815795145775575e-18,7.250131844385624e-12,3.1334622295272146e-10
3.951959172905854e-06,0.20262374151779242,3.76,0.0,0.6584161961982492,0.9999999503067898,3.269351468459109e-10,1.5339061404617499e-30,4.958402211421353e-24,7.633913491419417e-08,1.3748855811971393e-08,1.104702011328433e-08,3.925410381426904e-10,2.4071422068769334e-08,4.2196656386013316e-08,4.848070698101258e-09,2.388518649445338e-09,4.4640403105845195e-09,2.089689602181897e-17,3.1002900728784507e-10,4.412873032305273e-18,7.463782667861484e-12,3.335323452806523e-10
4.079178783977203e-06,0.20262374157712743,3.76,0.0,0.6584161929324681,0.9999999482174707,3.4757554072837424e-10,1.670443967804523e-30,5.096378653948299e-24,7.846179925638188e-08,1.4063550641954791e-08,1.173448882435376e-08,4.018172930513332e-10,2.54807341724325e-08,4.404707424519903e-08,5.1363229390105515e-09,2.446558840058229e-09,4.6006175724411625e-09,2.327669278210062e-17,3.335075575234546e-10,5.079157360469528e-18,7.67573120649804e-12,3.542902513106598e-10
4.206398395048552e-06,0.2026237416367822,3.76,0.0,0.6584161896396418,0.999999946103968,3.687915407927228e-10,1.813965087464665e-30,5.233174015544177e-24,8.056628781885386e-08,1.4373950278810188e-08,1.2440730073698092e-08,4.109642365008313e-10,2.6922215544803158e-08,4.5922087622810274e-08,5.431259992739659e-09,2.503772960524498e-09,4.736025481456698e-09,2.5836638961672704e-17,3.5799924016510115e-10,5.819982716822066e-18,7.885994359246386e-12,3.756150450325551e-10
4.3336180061199015e-06,0.2026237416967519,3.76,0.0,0.6584161863200142,0.999999943966596,3.9057857451026283e-10,1.9645631475162236e-30,5.36879840598069e-24,8.265275610227344e-08,1.4680216887469499e-08,1.316558313823842e-08,4.1998686357052345e-10,2.839542759807037e-08,4.7821331551338826e-08,5.732789846108551e-09,2.560193416770553e-09,4.870274009795594e-09,2.858358960976425e-17,3.8351725087174433e-10,6.640890937118084e-18,8.094588892606625e-12,3.9750187232635844e-10
4.460837617191251e-06,0.20262374175703193,3.76,0.0,0.6584161829738249,0.999999941805657,4.1293211483508604e-10,2.1223281520370985e-30,5.5032618479012765e-24,8.47213582686259e-08,1.4982502808783033e-08,1.390888867007727e-08,4.2888986501652683e-10,2.989994828921992e-08,4.974445459395738e-08,6.040823999332995e-09,2.6158506328034242e-09,5.003373055093628e-09,3.1524377114955124e-17,4.100745882910966e-10,7.547630475754659e-18,8.301531420167418e-12,4.1994592059975284e-10
4.5880572282626e-06,0.2026237418176178,3.76,0.0,0.6584161796013088,0.9999999396214437,4.358476798026561e-10,2.2873466093325664e-30,5.6365742778922695e-24,8.67722471575646e-08,1.528095121139188e-08,1.4670488684647932e-08,4.3767764747418085e-10,3.1435371117845066e-08,5.169111802844837e-08,6.355277252558199e-09,2.670773182465001e-09,5.135332436248223e-09,3.466580796604179e-17,4.376840612386106e-10,8.546155673437112e-18,8.506838390051405e-12,4.4294241843042344e-10
4.7152768393339494e-06,0.20262374187850526,3.76,0.0,0.6584161762026962,0.9999999374142376,4.5932083210667465e-10,2.459701669510044e-30,5.768745547331411e-24,8.880557429936751e-08,1.557569669979122e-08,1.5450226549032554e-08,4.4635435229776656e-10,3.3001304190497653e-08,5.3660995085282554e-08,6.676067506576184e-09,2.7249879123553717e-09,5.266161892425651e-09,3.801465978829376e-17,4.6635829544504e-10,9.642625931137242e-18,8.710526101146912e-12,4.664866352134442e-10
4.842496450405299e-06,0.20262374193969027,3.76,0.0,0.6584161727782135,0.999999935184312,4.83347178687162e-10,2.6394732523699396e-30,5.899785423159914e-24,9.082148992673743e-08,1.5866865881580502e-08,1.624794697040164e-08,4.5492387314797524e-10,3.459736934718151e-08,5.56537702362678e-08,7.003115576769964e-09,2.77852005638452e-09,5.395871083100416e-09,4.1577678631831324e-17,4.961097399008316e-10,1.0843404798183964e-17,8.912610713670612e-12,4.905738808123126e-10
4.969716061476648e-06,0.20262374200116867,3.76,0.0,0.6584161693280832,0.9999999329319301,5.079223703403258e-10,2.8267381664901668e-30,6.029703588677874e-24,9.282014298696687e-08,1.615457789663618e-08,1.7063495984542464e-08,4.6338987240532147e-10,3.6223201345723546e-08,5.766913853029772e-08,7.3363450193847835e-09,2.83139334258643e-09,5.524469587639507e-09,4.5361576487561534e-17,5.269506728246023e-10,1.2155058981963336e-17,9.113108242409593e-12,5.151995052126682e-10
5.096935672547997e-06,0.20262374206293682,3.76,0.0,0.6584161658525236,0.999999930657348,5.330421013294092e-10,3.0215702202853737e-30,6.1585096443408695e-24,9.480168115412765e-08,1.64389449107296e-08,1.789672094448258e-08,4.717557964752334e-10,3.787844710006174e-08,5.970680497297798e-08,7.675681969296731e-09,2.883630092815024e-09,5.65196690476497e-09,4.9373029012751435e-17,5.588932072809566e-10,1.3584357285969835e-17,9.312034553525886e-12,5.403588981788824e-10
5.351374894690697e-06,0.2026237421873275,3.76,0.0,0.6584161588259743,0.9999999260425658,5.848981733523283e-10,3.434216575918138e-30,6.412823418055378e-24,9.871399720610978e-08,1.6998060380706827e-08,1.961559463285625e-08,4.882002069948307e-10,4.127582421216458e-08,6.384789877052617e-08,8.372394950480056e-09,2.9862767778007508e-09,5.903695570604149e-09,5.810510723552388e-17,6.26130737924587e-10,1.6823964970448164e-17,9.705236287646419e-12,5.922607457309303e-10
5.580370194619126e-06,0.20262374230023425,3.76,0.0,0.658416152417234,0.9999999218157452,6.333886437389114e-10,3.832160451767805e-30,6.637997040037973e-24,1.0217800451110297e-07,1.7490822465243885e-08,2.1221527906262806e-08,5.02688555508983e-10,4.4430741256567474e-08,6.764836767545301e-08,9.019630950500489e-09,3.0766801369214624e-09,6.126578959942094e-09,6.680837134981194e-17,6.905303099604489e-10,2.0213956050388164e-17,1.005390058609959e-11,6.407524496293331e-10
5.809365494547555e-06,0.2026237424140259,3.76,0.0,0.6584161459293469,0.9999999175206352,6.835784045231699e-10,4.2556428918625484e-30,6.859713022256964e-24,1.0558879916590783e-07,1.7974217911627133e-08,2.2882416303301954e-08,5.168977986216067e-10,4.767595287521336e-08,7.151689256126444e-08,9.685609388711982e-09,3.1653131945169405e-09,6.346038579744301e-09,7.6350870319593e-17,7.586804328039253e-10,2.4099494156544097e-17,1.0397714532015912e-11,6.909036477767924e-10
6.038360794475985e-06,0.2026237425286844,3.76,0.0,0.6584161393634703,0.9999999131584806,7.354438658929597e-10,4.704998131801447e-30,7.078024452804626e-24,1.089471978050092e-07,1.8448702690392004e-08,2.4597415754480094e-08,5.308419001775481e-10,5.100975583400208e-08,7.545204495602407e-08,1.0369974923761665e-08,3.252266193242355e-09,6.562126970876515e-09,8.676998717863746e-17,8.306464089302802e-10,2.852720108364229e-17,1.0736765695740996e-11,7.426888474899447e-10
6.267356094404414e-06,0.20262374264419256,3.76,0.0,0.658416132720732,0.9999999087304694,7.88961864406917e-10,5.1805356762478434e-30,7.29298360564061e-24,1.1225400454857544e-07,1.891468897880982e-08,2.6365695145436885e-08,5.445334687767323e-10,5.443052887724286e-08,7.945246373544124e-08,1.1072389566910257e-08,3.3376205563458353e-09,6.774895870219873e-09,9.810259931910437e-17,9.064921564566807e-10,3.354571648916897e-17,1.107114024969685e-11,7.960829473201796e-10
6.496351394332843e-06,0.2026237427605343,3.76,0.0,0.6584161260022322,0.9999999042377387,8.441096562414857e-10,5.682541522295206e-30,7.504641953152462e-24,1.1551001119536268e-07,1.9372550190300917e-08,2.818643611827119e-08,5.579839136797042e-10,5.7936724866756555e-08,8.351684871659086e-08,1.1792531008572221e-08,3.421449903421107e-09,6.984396221337646e-09,1.1038505985097051e-16,9.862802725439946e-10,3.9205669956251084e-17,1.1400923011547671e-11,8.510612310557e-10
6.725346694261272e-06,0.202623742877694,3.76,0.0,0.6584161192090455,0.9999998996813783,9.008649105768527e-10,6.211279276176073e-30,7.713050178410306e-24,1.1871599741093492e-07,1.9822625408032696e-08,3.005883287598493e-08,5.712035822385864e-10,6.152686382764748e-08,8.764395498955421e-08,1.2530091138054685e-08,3.5038209457837122e-09,7.19067818665027e-09,1.2365318220670316e-16,1.0700720908060284e-09,4.555965212976896e-17,1.1726197474303681e-11,9.075993618176057e-10
6.954341994189702e-06,0.20262374299565697,3.76,0.0,0.6584161123422216,0.9999998950624356,9.592057031232662e-10,6.766991181638832e-30,7.918258187202673e-24,1.2187273091235626e-07,2.0265223298940295e-08,3.1982091989909744e-08,5.842018812242743e-10,6.51995267850931e-08,9.183258789286662e-08,1.3284774731842517e-08,3.584794276842033e-09,7.39379116009941e-09,1.379422275208175e-16,1.1579277334716344e-09,5.2662185089198484e-17,1.2047045814467124e-11,9.656733762459485e-10
7.183337294118131e-06,0.202623743114409,3.76,0.0,0.658416105402787,0.9999998903819194,1.019110509747509e-09,7.349899067523663e-30,8.120315119902947e-24,1.2498096765050522e-07,2.0700625548811686e-08,3.395543221012054e-08,5.969873833051704e-10,6.895335033048324e-08,9.608159858259451e-08,1.405629829729213e-08,3.6644250657066693e-09,7.593783779147782e-09,1.532868945944044e-16,1.2499061586918386e-09,6.05696920641379e-17,1.2363548917061277e-11,1.025259678775897e-09
7.41233259404656e-06,0.20262374323393673,3.76,0.0,0.6584160983917465,0.9999998856408023,1.0805582002012744e-09,7.960205228766382e-30,8.319269363191426e-24,1.2804145199022826e-07,2.1129089892530437e-08,3.597808427873679e-08,6.095679209690495e-10,7.27870218045021e-08,1.0038988010357096e-07,1.4844389047783678e-08,3.742763669026356e-09,7.790703935997454e-09,1.697213120505891e-16,1.3460652037157816e-09,6.93404666586944e-17,1.2675786409603009e-11,1.0863350360010293e-09
7.64132789397499e-06,0.20262374335422687,3.76,0.0,0.658416091310084,0.999999880840025,1.1435280319753638e-09,8.598093251252706e-30,8.515168561616977e-24,1.3105491688773046e-07,2.1550852792985666e-08,3.80492907460767e-08,6.219506695494049e-10,7.669927501607212e-08,1.0475636389680903e-07,1.5648783992049677e-08,3.819856171847661e-09,7.984598788664626e-09,1.8727903239619252e-16,1.4464616244564785e-09,7.903464171142466e-17,1.2983836677789577e-11,1.1488765711226893e-09
7.870323193903419e-06,0.20262374347526702,3.76,0.0,0.6584160841587633,0.9999998759804977,1.2079996442593387e-09,9.26372878864959e-30,8.708059628944345e-24,1.340220840649128e-07,2.1966131811636527e-08,4.0168305789618745e-08,6.341422206939159e-10,8.06888864319488e-08,1.0918001669002645e-07,1.6469229123779347e-08,3.8957448661748985e-09,8.175514772246867e-09,2.059930277576913e-16,1.5511511318661598e-09,8.971415789073566e-17,1.3287776880061202e-11,1.2128617584840535e-09
8.099318493831848e-06,0.20262374359704516,3.76,0.0,0.6584160769387286,0.9999998710631026,1.2739530519896602e-09,9.957260296736076e-30,8.897988759309683e-24,1.3694366418090428e-07,2.237512770178004e-08,4.233439503573573e-08,6.461486472368486e-10,8.47546717898496e-08,1.1365983773293985e-07,1.7305478701458525e-08,3.970468673507661e-09,8.363497610169896e-09,2.258956871365195e-16,1.6601884254241674e-09,1.0144273210069029e-16,1.3587682975631177e-11,1.2782684181878286e-09
