Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19)
1.8837901204509292e-07,0.20262373993243266,3.76,0.0,0.6584162791367469,0.9999999986947781,5.3779723835093e-13,1.3085903108363023e-34,2.7564400707897803e-25,4.297973682532115e-09,1.0326863504187242e-09,2.8457753126323278e-11,1.651048812866513e-11,6.448214867527372e-11,1.1690949969225604e-09,7.006665668213529e-12,6.789555750709752e-11,6.690714901256155e-11,6.7002069351439e-22,4.658858541966626e-13,7.201312410273447e-24,3.20729972933384e-13,8.584603935961211e-13
2.0604840247166926e-07,0.2026237399394466,3.76,0.0,0.658416278817261,0.9999999985574515,6.665670359490137e-13,1.7925052901032667e-34,3.0130799704456356e-25,4.692719632983323e-09,1.122433783665258e-09,3.400320536233552e-11,1.8792664193194023e-11,7.726246655079105e-11,1.2835803677683525e-09,8.785497296111277e-12,7.87726625801419e-11,7.861100953100877e-11,8.927194194366128e-22,5.587463852208366e-13,1.0461546179824394e-23,3.592837124211057e-13,1.0257631211626627e-12
2.237177928982456e-07,0.2026237399464275,3.76,0.0,0.658416278497033,0.999999998418064,8.099407323541052e-13,2.3881544146579125e-34,3.268949289535267e-25,5.086255087443542e-09,1.2113094562440052e-09,4.003485358034174e-11,2.1119373048761005e-11,9.12072644597007e-11,1.398944644670376e-09,1.0796664445079252e-11,9.009888632089463e-11,9.10244887131544e-11,1.1630604205124358e-21,6.603090831336406e-13,1.475335148503877e-23,3.9790997549514353e-13,1.207738308257912e-12
2.4138718332482196e-07,0.20262373995337882,3.76,0.0,0.6584162781760606,0.9999999982767038,9.679372732763005e-13,3.107882445075645e-34,3.524031443641872e-25,5.47862400824891e-09,1.2993675986637343e-09,4.655123197714485e-11,2.3480819455007712e-11,1.0631658269584801e-10,1.5151936211454078e-09,1.3044142147805783e-11,1.0182255283030749e-10,1.0410513303006443e-10,1.4866510304653603e-21,7.706406257741224e-13,2.028810313191399e-23,4.365464784680477e-13,1.404342259461405e-12
2.590565737513983e-07,0.20262373996030347,3.76,0.0,0.6584162778543421,0.9999999981334527,1.140570105029729e-12,3.9639011945874465e-34,3.7784138437905205e-25,5.869867877047559e-09,1.3866570097756378e-09,5.3550927057777994e-11,2.5868712031483567e-11,1.2258997983326422e-10,1.6323319481502648e-09,1.5531062047727655e-11,1.1389710337644888e-10,1.1781291579042897e-10,1.8693270008251185e-21,8.898080594193502e-13,2.730128071048891e-23,4.751379868379874e-13,1.6155328263843567e-12
2.767259641779747e-07,0.20262373996720423,3.76,0.0,0.658416277531876,0.9999999979883867,1.3278215622568406e-12,4.96834951997284e-34,4.032038173392761e-25,6.260025816586076e-09,1.4732214220069138e-09,6.103257514989388e-11,2.8276157280100855e-11,1.4002657215867557e-10,1.7503632195707348e-09,1.8259772376100718e-11,1.2628072355152786e-10,1.3211011791307474e-10,2.3171467208266173e-21,1.0178787427914093e-12,3.605332633362431e-23,5.136618540708734e-13,1.8412693342091927e-12
2.9439535460455105e-07,0.20262373997408384,3.76,0.0,0.6584162772086626,0.9999999978415763,1.5296403981941748e-12,6.13325515461703e-34,4.285042789600437e-25,6.649134704261953e-09,1.5590998357631865e-09,6.899486005347909e-11,3.069756862266128e-11,1.586250666160456e-10,1.8692900449234564e-09,2.1231889200362126e-11,1.3893602230976787e-10,1.4696121679430376e-10,2.836387348410508e-21,1.1549203036959993e-12,4.683039508588522e-23,5.521304218473157e-13,2.0815125122065637e-12
3.120647450311274e-07,0.2026237399809445,3.76,0.0,0.6584162768847016,0.9999999976930862,1.7459867037480721e-12,7.470625954138673e-34,4.537296562838131e-25,7.037229316987128e-09,1.6443272644571122e-09,7.743650995956375e-11,3.3128352890584224e-11,1.7838380740792124e-10,1.98911422054449e-09,2.4448485433958884e-11,1.518294710982854e-10,1.6233274461638217e-10,3.43354319849842e-21,1.3010005522154473e-12,5.994527818926464e-23,5.90546009886448e-13,2.3362244025882183e-12
3.297341354577038e-07,0.20262373998778851,3.76,0.0,0.6584162765599939,0.9999999975429775,1.976863947239079e-12,8.99216659213219e-34,4.789030531397114e-25,7.424342493066407e-09,1.7289356363388877e-09,8.635629401453467e-11,3.556450764703192e-11,1.9930083303124994e-10,2.109836945605678e-09,2.7910334646187636e-11,1.6493071729255273e-10,1.781931300056246e-10,4.11532180300657e-21,1.4561873683813854e-12,7.573856213164367e-23,6.288687746114906e-13,2.6053682588821786e-12
3.4740352588428014e-07,0.2026237399946179,3.76,0.0,0.6584162762345395,0.9999999973913067,2.222258477262703e-12,1.0709419098825106e-33,5.040089262447333e-25,7.81050523578373e-09,1.8129539583716483e-09,9.575302023659245e-11,3.800261019297222e-11,2.2137390884743978e-10,2.231458864124183e-09,3.1617912652590037e-11,1.7821232672490095e-10,1.9451259659096837e-10,4.888635956845793e-21,1.6205486663647975e-12,9.457963046706444e-23,6.670771446678069e-13,2.8889084843758947e-12
3.650729163108565e-07,0.20262374000143446,3.76,0.0,0.6584162759083401,0.999999997238126,2.4821086354458325e-12,1.2633682115267669e-33,5.290565450637246e-25,8.195746783614776e-09,1.896408220700596e-09,1.0562553412120562e-10,4.0439948015335696e-11,2.4460053995457387e-10,2.353980032229388e-09,3.5571312664126416e-11,1.916497492181273e-10,2.112630942274318e-10,5.760600497523368e-21,1.7941524022689033e-12,1.168673079559327e-22,7.051986669351308e-13,3.1868105909259056e-12
3.8274230673743286e-07,0.20262374000824,3.76,0.0,0.6584162755813968,0.9999999970834844,2.7563501009144002e-12,1.477640663256364e-33,5.540294530397422e-25,8.580094684851754e-09,1.979321537818034e-09,1.1597271706392717e-10,4.287451608912452e-11,2.689779819502555e-10,2.4773999328857706e-09,3.977024402884763e-11,2.052212091620525e-10,2.2841822599560898e-10,6.73853401237808e-21,1.977066569950028e-12,1.4303035105555936e-22,7.432646154483779e-13,3.499041152308145e-12
4.0041169716400923e-07,0.202623740015036,3.76,0.0,0.6584162752537108,0.9999999969274271,3.0449815964199893e-12,1.714885268326884e-33,5.789565652247145e-25,8.963574935512002e-09,2.0617150167455815e-09,1.2679348336817515e-10,4.53046034923946e-11,2.945032850243801e-10,2.601717680988611e-09,4.421428471079254e-11,2.1890710833476786e-10,2.4595311337316904e-10,7.829954413482631e-21,2.169359104278336e-12,1.7352845437414892e-22,7.812441968012553e-13,3.825567715668769e-12
4.180810875905856e-07,0.2026237400218241,3.76,0.0,0.6584162749252838,0.9999999967699963,3.3480257331951414e-12,1.97620989132081e-33,6.038278474573671e-25,9.34621210206971e-09,2.1436082330279806e-09,1.3808677768907565e-10,4.772859509968659e-11,3.2117333655211897e-10,2.7269321462766405e-09,4.890299934733951e-11,2.3268958359205649e-10,2.638442761341178e-10,9.042568863375504e-21,2.3710978110154287e-12,2.0885342803163304e-22,8.190836296837719e-13,4.166358725946673e-12
4.3575047801716195e-07,0.20262374002860542,3.76,0.0,0.6584162745961175,0.9999999966112321,3.665412111441303e-12,2.262672195352454e-33,6.286529788063108e-25,9.728029371900726e-09,2.2250188065152123e-09,1.498515741512962e-10,5.01452732468903e-11,3.4898487104951006e-10,2.8530418530275597e-09,5.3835747815212775e-11,2.465526119433608e-10,2.8206958281214197e-10,1.038427131738219e-20,2.5823503961549293e-12,2.495300691748353e-22,8.568230182802283e-13,4.521383499899327e-12
4.534198684437383e-07,0.20262374003538136,3.76,0.0,0.6584162742662135,0.9999999964511708,3.997016369361939e-12,2.5753232098755563e-33,6.534206728212866e-25,1.0109048606250624e-08,2.3059623943451056e-09,1.6208687525861646e-10,5.255388605181591e-11,3.7793447282038005e-10,2.9800449588950978e-09,5.901164070855031e-11,2.6048200836954096e-10,3.0060819885567845e-10,1.186314864846984e-20,2.8031844768422354e-12,2.961166890505478e-22,8.94557271011717e-13,4.89061219386845e-12
4.710892588703147e-07,0.20262374004215308,3.76,0.0,0.6584162739355742,0.9999999962898473,4.342850413621289e-12,2.9152306475119324e-33,6.781410935473753e-25,1.0489290433066914e-08,2.386453526850931e-09,1.747917097294121e-10,5.4953726655641365e-11,4.080185909822271e-10,3.107939430055894e-09,6.442980003613834e-11,2.7446502359210303e-10,3.1944049602457084e-10,1.3487475543351445e-20,3.033667521194141e-12,3.4920553030489836e-22,9.322458061246777e-13,5.274015739629503e-12
4.88758649296891e-07,0.20262374004892159,3.76,0.0,0.6584162736042009,0.9999999961272932,4.702978156768842e-12,3.283460410975228e-33,7.028143048705688e-25,1.0868774338779458e-08,2.4665057930500354e-09,1.8796513060156058e-10,5.7344066767107274e-11,4.392335700369462e-10,3.2367231009530483e-09,7.008939654187479e-11,2.884900791397468e-10,3.3854796256013826e-10,1.526569850735e-20,3.27386681114159e-12,4.094237939936907e-22,9.697967581956188e-13,5.6715657883705755e-12
5.064280397234674e-07,0.20262374005568795,3.76,0.0,0.658416273272095,0.9999999959635393,5.077373082635858e-12,3.6810381394255905e-33,7.274370746619861e-25,1.1247518733712177e-08,2.546131596934185e-09,2.016062140139133e-10,5.9724341791188e-11,4.715756712665037e-10,3.3663936299420674e-09,7.598953032506951e-11,3.0254672663094063e-10,3.5791313902744186e-10,1.7206433837997754e-20,3.523849443592998e-12,4.774347061430056e-22,1.0072093766566387e-12,6.0832346747582964e-12
5.240974301500437e-07,0.20262374006245293,3.76,0.0,0.6584162729392592,0.9999999957986131,5.465896454684107e-12,4.108956236872956e-33,7.520074785963199e-25,1.1625540988234054e-08,2.6253419018064385e-09,2.1571405856856267e-10,6.209435640934874e-11,5.050410739417275e-10,3.4969484250500865e-09,8.212910068529003e-11,3.166257496680259e-10,3.775195828210118e-10,1.931848553483166e-20,3.783682354858978e-12,5.539382555364243e-22,1.0445957985837172e-12,6.5089953981560735e-12
5.417668205766201e-07,0.2026237400692175,3.76,0.0,0.6584162726056951,0.9999999956325416,5.868510839135052e-12,4.5682277243375035e-33,7.765333491479914e-25,1.2002857479866918e-08,2.7041467507413807e-09,2.302877841833139e-10,6.445403417447464e-11,5.396258693033493e-10,3.628384731811504e-09,8.850696269175656e-11,3.3071901832085815e-10,3.9735182223937274e-10,2.1610844499025253e-20,4.053432301069984e-12,6.396714818450826e-22,1.081967491697639e-12,6.948821588584144e-12
5.594362110031964e-07,0.20262374007598238,3.76,0.0,0.6584162722714046,0.9999999954653492,6.28531077689341e-12,5.059891355293764e-33,8.010149641285113e-25,1.2379483673332855e-08,2.7825557392984917e-09,2.453265302960529e-10,6.680316365057028e-11,5.753260801174089e-10,3.760699750368018e-09,9.512208354370282e-11,3.448191820499574e-10,4.1739527828618836e-10,2.4092658640541944e-20,4.333165813425878e-12,7.354091445373851e-22,1.1192045293459e-12,7.402687453543826e-12
5.771056014297728e-07,0.2026237400827483,3.76,0.0,0.6584162719363896,0.9999999952970592,6.716261200226815e-12,5.5849224577231444e-33,8.254539617174242e-25,1.275543420942494e-08,2.86057785168652e-09,2.608294541291727e-10,6.914150281505488e-11,6.121377014456752e-10,3.8938906422804344e-09,1.0197347215285288e-10,3.589194590106961e-10,4.376361775850329e-10,2.6773219155154408e-20,4.622949172902943e-12,8.419649390879508e-22,1.1563171224072846e-12,7.870567726779548e-12
5.947749918563492e-07,0.202623740089516,3.76,0.0,0.6584162716006517,0.9999999951276942,7.16118045231265e-12,6.1442335500039944e-33,8.49848997846235e-25,1.3130722938668448e-08,2.938221241108942e-09,2.7679573009624755e-10,7.146896507749521e-11,6.500567029495575e-10,4.0279544648148115e-09,1.090600611221398e-10,3.730137178292982e-10,4.5806151932893775e-10,2.966199157609043e-20,4.922848430674028e-12,9.601922493633768e-22,1.1934625821817397e-12,8.352437650806122e-12
6.124443822829255e-07,0.20262374009628595,3.76,0.0,0.6584162712641933,0.9999999949572738,7.62001541718247e-12,6.738767103495681e-33,8.742029647541668e-25,1.3505362908635657e-08,3.0154932752469263e-09,2.932245500414975e-10,7.378566913474868e-11,6.890789938663274e-10,4.162888114711309e-09,1.1638067805598266e-10,3.8709671386352434e-10,4.786590877205928e-10,3.2768645235199376e-20,5.232929449123698e-12,1.0909843628980388e-21,1.2306701976133672e-12,8.84827298396906e-12
6.301137727095019e-07,0.20262374010305878,3.76,0.0,0.658416270927016,0.9999999947858177,8.092972181103782e-12,7.369560138048351e-33,8.98513348726637e-25,1.3879366393548505e-08,3.0924008951641322e-09,3.1011512248123913e-10,7.609172627241257e-11,7.292004151187379e-10,4.298688398824925e-09,1.2393417974005646e-10,4.011640022573992e-10,4.994174231515487e-10,3.610300211327774e-20,5.553257888871435e-12,1.235274878205578e-21,1.2677105515397838e-12,9.358049977920663e-12
6.477831631360783e-07,0.20262374010983514,3.76,0.0,0.6584162705891212,0.9999999946133441,8.580089499083737e-12,8.037599699822565e-33,9.227837513547646e-25,1.4252745030956584e-08,3.16895083169111e-09,3.2746666972479743e-10,7.838703564820709e-11,7.704168125759466e-10,4.4353521910688295e-09,1.3171957326512844e-10,4.1521133991999057e-10,5.203256884861239e-10,3.9674967933196135e-20,5.883899120452093e-12,1.394038910535267e-21,1.3045219689121158e-12,9.881745292477389e-12
6.654525535626546e-07,0.2026237401166153,3.76,0.0,0.6584162702505111,0.9999999944398699,9.081172136142147e-12,8.743770498754848e-33,9.470151579470678e-25,1.4625509869890277e-08,3.2451492838340324e-09,3.4527842705563495e-10,8.067157296104406e-11,8.127240508093973e-10,4.572876341939119e-09,1.3973583157005315e-10,4.2923474144630255e-10,5.41373621750436e-10,4.3494625868262296e-20,6.224918243999386e-12,1.5682940199279706e-21,1.3412771512326436e-12,1.041933597153109e-11
6.83121943989231e-07,0.20262374012339987,3.76,0.0,0.6584162699111873,0.9999999942654113,9.59611928613712e-12,9.4889673296816e-33,9.71206742055266e-25,1.499767133155928e-08,3.321001947884239e-09,3.635496435214682e-10,8.29454465527039e-11,8.561179673228304e-10,4.711257607843864e-09,1.4798186218938902e-10,4.4323079378391055e-10,5.62551574622208e-10,4.7572244343744823e-20,6.5763801398343525e-12,1.7591002784374894e-21,1.3780547811969537e-12,1.0970799466387218e-11
7.007913344158073e-07,0.20262374013018916,3.76,0.0,0.658416269571152,0.9999999940899842,1.0124942423647683e-11,1.0274110378716125e-32,9.95359275889055e-25,1.5369239244659674e-08,3.3965141693461427e-09,3.8227958114535986e-10,8.520880300145598e-11,9.005943750987685e-10,4.850492689181003e-09,1.5645656613862445e-10,4.5719657769621643e-10,5.838504779361309e-10,5.191824866025397e-20,6.938349458034294e-12,1.967560934946503e-21,1.4148216474945303e-12,1.1536113612402966e-11
7.184607248423837e-07,0.20262374013698356,3.76,0.0,0.6584162692304065,0.9999999939136024,1.0667670068465215e-11,1.1100122172304663e-32,1.019473882995842e-24,1.5740222899176102e-08,3.4716910205877565e-09,4.0146751378795174e-10,8.746176601314628e-11,9.461490803555559e-10,4.99057827280653e-09,1.6515887433283107e-10,4.711295123797755e-10,6.052617890527286e-10,5.654320263272875e-20,7.310890597763393e-12,2.1948232069322238e-21,1.4515278466432233e-12,1.2115256595336171e-11
7.361301152689601e-07,0.20262374014378354,3.76,0.0,0.6584162688889523,0.99999999373628,1.1224296567659621e-11,1.1967911228498573e-32,1.0435510950447443e-24,1.6110631086947296e-08,3.5465373136349917e-09,4.211127263108074e-10,8.970443709997737e-11,9.927778933837617e-10,5.131511044139061e-09,1.740877456474508e-10,4.850272778323508e-10,6.267774521538781e-10,6.1457807571458e-20,7.694067699700042e-12,2.4420789479607183e-21,1.4881579761572263e-12,1.2708206926613584e-11
7.537995056955364e-07,0.20262374015058932,3.76,0.0,0.658416268546792,0.9999999935580296,1.1794791245094071e-11,1.2878371207472464e-32,1.0675913279986228e-24,1.6480472128623112e-08,3.6210576055190615e-09,4.412145140246583e-10,9.193691622223529e-11,1.0404766308029088e-09,5.2732876825031806e-09,1.8324215318766252e-10,4.988878021182162e-10,6.483898718538368e-10,6.667290608964392e-20,8.087944648345489e-12,2.7105652142116055e-21,1.524721968705711e-12,1.331494342702337e-11
7.714688961221128e-07,0.20262374015740126,3.76,0.0,0.6584162682039265,0.9999999933788638,1.2379122285299602e-11,1.3832386102571945e-32,1.0915951273886299e-24,1.6849753896553328e-08,3.6952562174207967e-09,4.617721822148763e-10,9.415931195546535e-11,1.0892411154204077e-09,5.415904857654666e-09,1.9262107745165147e-10,5.127092589407213e-10,6.700918907990522e-10,7.219948280273414e-20,8.492585075258033e-12,3.001564819373305e-21,1.5612311942014533e-12,1.3935445212685799e-11
7.891382865486892e-07,0.20262374016421952,3.76,0.0,0.6584162678603577,0.9999999931987937,1.2977265614024576e-11,1.48308331068262e-32,1.1155630196297091e-24,1.72184838366977e-08,3.769137257857773e-09,4.82785045682937e-10,9.63717394692414e-11,1.139067177368806e-09,5.559359232096624e-09,2.0222350717236693e-10,5.264900525821956e-10,6.918767682302167e-10,7.804866230732549e-20,8.908052359607876e-12,3.3164068618984353e-21,1.5976895656865826e-12,1.4569691681493958e-11
8.068076769752655e-07,0.20262374017104454,3.76,0.0,0.6584162675160872,0.9999999930178308,1.3589203665970291e-11,1.5874583450917882e-32,1.1394954446454362e-24,1.7586668997367052e-08,3.842704649113721e-09,5.042524281447904e-10,9.857431490348904e-11,1.1899506568520062e-09,5.703647466531399e-09,2.1204844223626098e-10,5.4022878981241e-10,7.137381518606036e-10,8.423170652385027e-20,9.334409627426549e-12,3.65646740951485e-21,1.6340947537967262e-12,1.5217662495323125e-11
8.421464578284183e-07,0.20262374018471538,3.76,0.0,0.6584162668254473,0.9999999926532678,1.4854387437925994e-11,1.8101441436238662e-32,1.1872556388566347e-24,1.8321431310455516e-08,3.988913319283891e-09,5.485480868762398e-10,1.0295036994966916e-10,1.2948732945817326e-09,5.994712170443933e-09,2.3236188643324115e-10,5.675754036610954e-10,7.576668484455833e-10,9.764510963609792e-20,1.0220045348420229e-11,4.417986267283335e-21,1.7067437583366342e-12,1.6554697048289852e-11
8.77485238681571e-07,0.2026237401984155,3.76,0.0,0.6584162661320199,0.9999999922852525,1.6174524743754877e-11,2.0519788805930512e-32,1.2348788781111972e-24,1.905409009894841e-08,4.133910454143015e-09,5.946539091145468e-10,1.0728836550612985e-10,1.403976038155495e-09,6.2890723464133945e-09,2.5355365139951256e-10,5.9474120864629e-10,8.018341199125595e-10,1.1253244494836085e-19,1.1149992173132851e-11,5.298090331863292e-21,1.7791727265657652e-12,1.794639093434758e-11
9.128240195347237e-07,0.20262374021214627,3.76,0.0,0.6584162654358172,0.9999999919138559,1.7549446821797577e-11,2.3136337425989635e-32,1.2823681331535917e-24,1.9784689578070653e-08,4.277722179948806e-09,6.425647607747381e-10,1.1158915810292485e-10,1.5172261811479783e-09,6.586701511745381e-09,2.7561615813929183e-10,6.217203997812212e-10,8.462010349344355e-10,1.289885185245326e-19,1.2124745993701746e-11,6.3095348177528724e-21,1.851399534716675e-12,1.9392589629151418e-11
