Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77),C3H5(220),C2H3O(232),S(2376)
1.4156896541061296e-14,0.057776908031920114,3.76,0.0,0.8474751254473246,0.9999999999999728,1.336975330734825e-28,1.092704990340975e-44,7.777345250210541e-31,3.5746675045819135e-13,2.7848233043022702e-14,1.1765940620498427e-20,6.048305189609243e-16,1.9374918733088893e-21,2.7243400764119125e-14,3.7052186596636315e-22,1.073816854371794e-21,4.2770258486603275e-21,8.324770474501562e-37,2.8796493740990244e-23,1.1862107901053277e-41,1.1061249939204443e-22,8.86818948714881e-23,1.1615171810389133e-34,1.9651935336837281e-32,7.267344349438649e-23,1.3418852550864511e-43,5.435176620554938e-25,1.2425347886508375e-61,1.709673979286086e-61,1.4082586441602385e-28,6.990471851049026e-48,6.482699760405797e-41,6.067309287944048e-24,1.2793889490160848e-47,3.374305620380644e-50,8.521761469830701e-44,3.370387349362599e-42,2.9507017905638153e-56,2.290921922932282e-32,5.114465574164735e-59,1.6605758300316127e-49,1.0536041832751835e-36,2.0330007106033873e-58,1.5430339893621614e-63,2.940446265746907e-64,5.8771552904829916e-21,6.600403696177249e-26,1.0469877926456683e-36,3.8119060273939274e-35,5.4371532510743976e-31,1.082225238995673e-59,5.37453640310218e-54,1.221040681046001e-61,1.5059536413232378e-61,1.9441296034880285e-65,3.962323355890916e-35,8.744236020842275e-74,1.130809948374068e-52,3.372295659045107e-64,7.909448652175945e-52,3.6198575499926413e-59,7.83276330772912e-57
2.832609273159354e-14,0.05777690803192196,3.76,0.0,0.8474751254471179,0.9999999999999455,1.0703925482113264e-27,8.748096561829586e-44,3.1129138317276864e-30,7.152440509687905e-13,5.572066745994956e-14,3.5329702049916633e-20,1.2101886852872383e-15,7.755018164004729e-21,5.451047173030118e-14,1.4830553456046736e-21,4.298063774221677e-21,1.711924097476342e-20,6.664881261177155e-36,1.1526102228537166e-22,1.8994798524787662e-40,4.427379722024952e-22,3.549587641378572e-22,9.299205233041282e-34,1.573314696195989e-31,2.0254280110388956e-22,2.1487657886358774e-42,2.1748731373299132e-24,3.9818225682285825e-60,5.478088525893032e-60,1.1271550487530054e-27,1.1195424911205044e-46,5.231371306909085e-40,2.428501415945702e-23,2.0492617515516465e-46,5.403790179358127e-49,1.154722845107856e-42,5.183646364370749e-41,9.448995793129913e-55,1.8383591136750672e-31,1.6390365003017568e-57,2.660001836440977e-48,8.433231437793107e-36,6.513392632278708e-57,4.943298134395115e-62,9.582114354081738e-63,1.1759214698478233e-20,2.6418184939963725e-25,8.392322326326561e-36,3.051652190075765e-34,4.3525046390111166e-30,3.4692172157694244e-58,1.721834397246766e-52,3.912098688076299e-60,4.850315782253916e-60,1.2456280482870462e-63,3.1722628777349106e-34,5.603231850404674e-72,1.8113796056246083e-51,2.1609123416007855e-62,1.2669698835910336e-50,1.1593225663093168e-57,2.5093788131212934e-55
5.666448511265802e-14,0.057776908031925665,3.76,0.0,0.8474751254467043,0.999999999999891,8.566383049267245e-27,7.000835915594581e-43,1.2455301146385986e-29,1.4307985903469423e-12,1.1146555597652868e-13,1.1783537394758895e-19,2.4209115149199794e-15,3.103018540845826e-20,1.0904461627495667e-13,5.934171348469735e-21,1.7197836852781838e-20,6.849919335318594e-20,5.333935506535075e-35,4.611942355225915e-22,3.040395411415552e-39,1.771526262104128e-21,1.4202979954355991e-21,7.442198827678719e-33,1.2590738168024253e-30,6.3375439068981625e-22,3.439427942363042e-41,8.697416100539231e-24,1.2762196938528238e-58,1.754328606461816e-58,9.015737611124668e-27,1.7915589271746317e-45,4.2511759459094074e-39,9.717141039068595e-23,3.2819861624922345e-45,8.646671742560842e-48,1.6802947709078926e-41,8.12638910708998e-40,3.0241855182783456e-53,1.478011946477638e-30,5.250882787641276e-56,4.258441304317348e-47,6.745935754666144e-35,2.085517199330589e-55,1.582506997538176e-60,3.1729323353959134e-61,2.352272725060106e-20,1.0570210170825029e-24,6.732497487403709e-35,2.441944445217225e-33,3.482488080112366e-29,1.112652701058437e-56,5.512832607309895e-51,1.2526084619160188e-58,1.5685030621895688e-58,7.97413663151367e-62,2.538766303863432e-33,3.5881888847345165e-70,2.8998228464013687e-50,1.3837332317231746e-60,2.028283868951565e-49,3.7113506621197482e-56,8.034072322664043e-54
1.13341269874787e-13,0.05777690803193307,3.76,0.0,0.8474751254458773,0.999999999999782,6.854391204689897e-26,5.601252266685227e-42,4.982604324981835e-29,2.8619074225314527e-12,2.2295541174071534e-13,4.24359289517503e-19,4.8423831619975266e-15,1.2414103827980649e-19,2.1811291581350126e-13,2.3740695093460483e-20,6.880241209720348e-20,2.7404082220096985e-19,4.267966660364912e-34,1.8450773493337266e-21,4.865592494847047e-38,7.087240037091627e-21,5.682121490980208e-21,5.954903268131432e-32,1.0073605784528189e-29,2.1820698806141302e-21,5.504215057245491e-40,3.475610918918594e-23,4.094344699315715e-57,5.617265092772966e-57,7.206085076184911e-26,2.864927072860709e-44,3.5041621428622474e-38,3.8874668389603823e-22,5.258112498876391e-44,1.3824566742972174e-46,2.5545613078400656e-40,1.2868137739792004e-38,9.674535934226091e-52,1.193454053177836e-29,1.682588719301911e-54,6.815368655136154e-46,5.392639790998462e-34,6.675525067091765e-54,5.063508601021236e-59,1.0828338796337974e-59,4.7047327550684135e-20,4.228368388212981e-24,5.412757843428688e-34,1.9534389942930653e-32,2.7851785955746146e-28,3.574258332419165e-55,1.764444849847155e-49,4.0093560125101196e-57,5.118417823556601e-57,5.101163789424478e-60,2.0313857860844956e-32,2.296997026424326e-68,4.6408411231682584e-49,8.857048564466965e-59,3.2460474914935425e-48,1.187855118877396e-54,2.571185336200619e-52
2.2669483939904496e-13,0.057776908031947856,3.76,0.0,0.8474751254442232,0.9999999999995638,5.484006800366209e-25,4.480659151757314e-41,1.9929422264766024e-28,5.724124100616427e-12,4.459354381942166e-13,1.6034572127100341e-18,9.68543040653382e-15,4.96605295392313e-19,4.362495566880707e-13,9.497167405335755e-20,2.752309759963797e-19,1.0962480609689996e-18,3.414710065859861e-33,7.380910828252641e-21,7.785643871299243e-37,2.8351118912760405e-20,2.2730373063258862e-20,4.764396508147061e-31,8.058213621725196e-29,8.022276609278082e-21,8.807673816590142e-39,1.3872297484188038e-22,1.3164579764591711e-55,1.7988812088449885e-55,5.752853354972407e-25,4.576884486360208e-43,2.9674828961630092e-37,1.5550954360315601e-21,8.432609432477314e-43,2.207743313184279e-45,3.980132638569783e-39,2.0481630062985347e-37,3.0930501141127133e-50,9.721430623036324e-29,5.3966232131720125e-53,1.0905794464450243e-44,4.3063293331455106e-33,2.1364023105049536e-52,1.6192454240684763e-57,3.893962083029365e-58,9.408683094424621e-20,1.6911618732838356e-23,4.371767262371122e-33,1.5621198287769335e-31,2.2262111894606323e-27,1.1522001108823935e-53,5.645896420957554e-48,1.283046267429986e-55,1.700479327591837e-55,3.260240811325666e-58,1.625242158764831e-31,1.4700990858268295e-66,7.425707167997399e-48,5.66729104819061e-57,5.193950116856828e-47,3.801364368837501e-53,8.225891759916819e-51
4.5340197844756085e-13,0.05777690803197744,3.76,0.0,0.8474751254409151,0.9999999999991275,4.387370786171743e-24,3.5834689035079528e-40,7.970000275973006e-28,1.1448553511675217e-11,8.918967508098444e-13,6.225851866951209e-18,1.9371940690194864e-14,1.9865078377929448e-18,8.725230056314954e-13,3.7991147385369036e-19,1.1009601340250733e-18,4.385135140786418e-18,2.7319177585615486e-32,2.9524850806986764e-20,1.2457356264699823e-35,1.134079023340881e-19,9.092548940190414e-20,3.811732603521798e-30,6.444579808120692e-28,3.067704510074756e-20,1.4093108344563027e-37,5.52428013944969e-22,4.252102464669538e-54,5.763019343787791e-54,4.5825242222937904e-24,7.298601979373471e-42,2.6362346869143938e-36,6.220492012148929e-21,1.355294032427058e-41,3.518068116217317e-44,6.282474375504316e-38,3.26844159229593e-36,9.878331750554066e-49,8.053375521140233e-28,1.734308142462321e-51,1.7448046398400474e-43,3.432191039639572e-32,6.835963933385612e-51,5.172830867733307e-56,1.5177164659039459e-56,1.8812706497863945e-19,6.762338619021281e-23,3.5633165813222567e-32,1.248508959003741e-30,1.777632176285646e-26,3.740250028923686e-52,1.8060786388419684e-46,4.1045958650876717e-54,6.657570645617247e-54,2.1295223497315964e-56,1.3002222093931088e-30,9.40547914393286e-65,1.1878836763117862e-46,3.630001323061785e-55,8.308782637208256e-46,1.2163911629432632e-51,2.6302909220490708e-49
9.068162565445926e-13,0.05777690803203663,3.76,0.0,0.8474751254342987,0.999999999998255,3.509911250652897e-23,2.8648789536231618e-39,3.186391752850822e-27,2.2897396553548292e-11,1.7838244149405028e-12,2.4527423924178747e-17,3.874662438038274e-14,7.946239616487123e-18,1.7450705723304077e-12,1.519751367349876e-18,4.403861585315661e-18,1.7540613138628544e-17,2.1856179782891e-31,1.181018549754911e-19,1.9931292810872936e-34,4.536313349185012e-19,3.6371172237689576e-19,3.049513474187745e-29,5.152113637211293e-27,1.1988441841029007e-19,2.2549900199635977e-36,2.1901149101795e-21,1.3858060005777814e-52,1.8483782097275364e-52,3.634531722483904e-23,1.1599883311874506e-40,2.528438612405238e-35,2.4881331522078928e-20,2.1877516689195435e-40,5.583357618636209e-43,9.983398682457556e-37,5.222527146353302e-35,3.1484570519711983e-47,6.881766643190942e-27,5.5967980767699985e-50,2.7911735155845373e-42,2.7251876380996006e-31,2.1870621546666825e-49,1.6497460992411607e-54,6.561172896169291e-55,3.760525705191215e-19,2.7029248186548483e-22,2.9555635549635063e-31,9.96841424838996e-30,1.4166908482538051e-25,1.2305660630434007e-50,5.774926110764283e-45,1.3127486616022236e-52,2.3996706433800678e-52,1.35532031473032e-54,1.040149272303366e-29,6.015504141374768e-63,1.8998014332463143e-45,2.3198873047350823e-53,1.3288580102201022e-44,3.89185265828902e-50,8.403759253150439e-48
1e-12,0.05777690803215499,3.76,0.0,0.847475125432939,0.9999999999980757,6.034528845682684e-23,4.922404018791907e-39,4.167311786900519e-27,2.5250306824708514e-11,1.967131606092858e-12,3.201129540132028e-17,4.2729109213995056e-14,1.039592640030398e-17,1.924393053322834e-12,1.988318109607073e-18,5.7614175591188085e-18,2.2947759321533484e-17,3.7578169800232593e-31,1.5451006350127516e-19,5.064992284063486e-34,5.934679471985317e-19,4.758378577007896e-19,5.243163232245584e-29,8.852075673238055e-27,1.5626166160924556e-19,5.730920973614819e-36,2.849530875189739e-21,5.965352337469056e-52,7.76338193585928e-52,6.198234850829142e-23,2.922719039282248e-40,5.036766344488095e-35,3.255075187634215e-20,5.623149959179259e-40,1.4042578416993244e-42,2.531524146879208e-36,1.326634895503895e-34,1.3095501920177043e-46,1.254550416822401e-26,2.3733547934331057e-49,7.091430464573326e-42,4.652265877641813e-31,9.150585493518069e-49,6.868463347089995e-54,3.824152999708642e-54,4.146106194712978e-19,3.5344809233178653e-22,5.2528126346995e-31,1.7106280510914724e-29,2.426862248210108e-25,5.368333921897509e-50,2.4140163451267584e-44,5.4895266119977336e-52,1.176554198116831e-51,1.0024111540863011e-53,1.788256435855861e-29,4.490368155967544e-62,4.8252651374521613e-45,1.729321470835265e-52,3.3752038540417907e-44,1.6284877194423184e-49,3.508594871224895e-47
1.8136448127386562e-12,0.05777690803215499,3.76,0.0,0.847475125421066,0.9999999999965098,2.8078524226998635e-22,2.288792605381776e-38,1.2732330403027477e-26,4.579501951791736e-11,3.567699899318605e-12,9.735759917471355e-17,7.750264380835996e-14,3.178565459297799e-17,3.4901683812558205e-12,6.0796637147754574e-18,1.761507716891859e-17,7.016089200218807e-17,1.748565742642101e-30,4.724126172046214e-19,3.188732529123065e-33,1.8144677696304464e-18,1.4548803923289144e-18,2.439727402908539e-28,4.115872924080771e-26,4.738938379204147e-19,3.6081420803335225e-35,8.6072989093146e-21,4.5952199651571906e-51,5.94109324702508e-51,2.858351016205538e-22,1.8314209482921905e-39,2.6938524872083564e-34,9.951719748758496e-20,3.561973407257342e-39,8.790525947238465e-42,1.591870295108272e-35,8.350192488855079e-34,9.994929378321168e-46,6.199909432326758e-26,1.8209671187617202e-48,4.463962964872033e-41,2.1478776116473342e-30,6.995340831370626e-48,5.243630662539698e-53,3.1486229307261955e-53,7.512847576408448e-19,1.0795310827452441e-21,2.5311513090217407e-30,7.943139906879682e-29,1.1247292605193127e-24,4.149774050969459e-49,1.8449839271649996e-43,4.1959554400984386e-51,9.354474882764804e-51,8.571668142814782e-53,8.320442098566496e-29,3.844603752484478e-61,3.0369295453441584e-44,1.480345835311358e-51,2.1243113203397387e-43,1.2449602813185982e-48,2.6806462332725536e-46
3.6273019251267836e-12,0.057776908032391716,3.76,0.0,0.8474751253946002,0.9999999999930194,2.2461194351347236e-21,1.8260405324669608e-37,5.082296294367838e-26,9.159001298195063e-11,7.13553149669448e-12,3.8792527538941003e-16,1.550412873045074e-13,1.2714624727764798e-16,6.980374703451451e-12,2.4323549312077264e-17,7.045628059037155e-17,2.806268026392859e-16,1.3989405797841e-29,1.8896632140690473e-18,5.100997203980043e-32,7.257299806044294e-18,5.819697500614275e-18,1.9519327224063887e-27,3.283360458213694e-25,1.884317958223938e-18,5.773417899592989e-34,3.326220978214009e-20,1.5731993556499967e-49,1.9174744123016963e-49,2.2114687757108483e-21,2.8543966431526425e-38,3.228960954434735e-33,3.979977045534251e-19,5.896091770990275e-38,1.3627812872564256e-40,2.5426506382952294e-34,1.335477231359605e-32,3.1482307365437223e-44,6.046498666161311e-25,6.01879217743328e-47,7.13574243533117e-40,1.6687991642228488e-29,2.236300758691531e-46,1.6555481383190643e-51,1.6290847872398428e-51,1.4992820180582344e-18,4.304990594988517e-21,2.288198908014784e-29,6.304312383234643e-28,8.862237771591127e-24,1.45924057065858e-47,5.884711042176338e-42,1.3395782691205814e-49,4.069724564402231e-49,5.362357228803328e-51,6.655032273286414e-28,2.4536875605552605e-59,4.8501490729797246e-43,9.418336227698057e-50,3.392828850324296e-42,3.981025798214537e-47,8.523191084293581e-45
5.440959037514911e-12,0.05777690803262843,3.76,0.0,0.8474751253681344,0.9999999999895288,6.422218760695437e-21,5.213180473632047e-37,1.0784274079132305e-25,1.3738475399407766e-10,1.0703443726841718e-11,8.233994785388359e-16,2.326065318913161e-13,2.701905596689664e-16,1.0470591732226055e-11,5.1694626054491746e-17,1.4971337820551985e-16,5.963061289423969e-16,4.000265664788397e-29,4.015544947439466e-18,1.8773301490068693e-31,1.5420891965614187e-17,1.2367086817113729e-17,5.581544032732307e-27,9.373040526049551e-25,3.9971739185890656e-18,2.1250776370552383e-33,6.903578171022476e-20,7.393342104542068e-49,8.995945060392366e-49,6.2042858098884214e-21,1.0755476840808383e-37,1.1398319719584349e-32,8.456390573128225e-19,2.2050217028992004e-37,5.1225703768910664e-40,9.69024180031287e-34,5.090937465322795e-32,1.4282143610478626e-43,1.9043487800184108e-24,2.8592303057789605e-46,2.720120998652987e-39,4.693022008866245e-29,1.0494028971921428e-45,7.708566842489145e-51,8.530554997956346e-51,2.2448203198440712e-18,9.128848445792213e-21,6.970989928681615e-29,1.794448010342713e-27,2.5120840248707075e-23,6.9008188938114145e-47,2.740022140922912e-41,6.264771896800665e-49,2.0369926857070804e-48,2.938188412385722e-50,1.9027027073686895e-27,1.3746830036718784e-58,1.848099205856534e-42,5.2382321739776064e-49,1.2928326483831497e-41,1.817070705578784e-46,3.991031350737376e-44
7.254616149903039e-12,0.05777690803286516,3.76,0.0,0.8474751253416685,0.999999999986038,1.3545778274383953e-20,1.0980642449460193e-36,1.8372230867653166e-25,1.8317924256709357e-10,1.4271436593911167e-11,1.4037794098845869e-15,3.101983740199313e-13,4.609205486542423e-16,1.3960819469813552e-11,8.819602376675223e-17,2.553834923631398e-16,1.0171869349853601e-15,8.438140009777857e-29,6.850059881870214e-18,4.7609110930046535e-31,2.6304845245996662e-17,2.1097138417246986e-17,1.1773538477180876e-26,1.974119466285852e-24,6.8124882468618024e-18,5.389900501416178e-33,1.1526825841972634e-19,2.2973846596458606e-48,2.8973526536205343e-48,1.2865087302157244e-20,2.863320318383148e-37,2.902624138240079e-32,1.442393341538977e-18,5.6724186596575125e-37,1.3610826272104173e-39,2.6065874979741912e-33,1.369643830874001e-31,4.232623809073612e-43,4.347952213540644e-24,9.052528997966958e-46,7.312263060818174e-39,9.752165951541932e-29,3.269306815687448e-45,2.4744786605586575e-50,2.8282245131409032e-50,2.9879077911516334e-18,1.5542555742961084e-20,1.5516669661922582e-28,3.7694223998387016e-27,5.257157564069156e-23,2.120591032678477e-46,8.735003632263702e-41,2.018038481364239e-48,7.426148259037096e-48,1.1115056597372683e-49,4.0129269430974225e-27,5.011930264512177e-58,4.966387845860858e-42,1.9733361775189198e-48,3.4742866523988317e-41,5.414801679469399e-46,1.2410169717781285e-43
1e-11,0.057776908033338605,3.76,0.0,0.8474751253016057,0.9999999999807536,3.016488526972468e-20,2.44082516957187e-36,3.2651825852307112e-25,2.5249927395409565e-10,1.9672527911586268e-11,2.4979915075643994e-15,4.276909112465215e-13,8.20612633207861e-16,1.9244091436786654e-11,1.570448510922204e-16,4.54646526987127e-16,1.810843405901613e-15,1.8793594825094767e-28,1.2195471538988657e-17,1.3006227445855325e-30,4.6828365080568435e-17,3.756088761614765e-17,2.6221061706450836e-26,4.387612392271188e-24,1.2119692880112264e-17,1.472770228056419e-32,1.996178396066915e-19,8.421725097537799e-48,1.156607937767711e-47,2.800903642685319e-20,8.700572333731412e-37,8.433455413437413e-32,2.5675611241950387e-18,1.580578168469651e-36,4.1255952903387014e-39,8.03945818083927e-33,4.225038813411769e-31,1.3871228597101578e-42,1.0659754532165239e-23,3.430926210224661e-45,2.2510669376724564e-38,2.1291566530303733e-28,1.1936604251690873e-44,9.879953802108298e-50,1.0669524737304957e-49,4.109108357099895e-18,2.7600750122409474e-20,3.6971024581049474e-28,8.348064439155715e-27,1.1584753757352028e-22,7.311529287137826e-46,3.427320534595825e-40,8.096367566841526e-48,3.6651715689132045e-47,5.780332850780767e-49,8.935533752342007e-27,2.335242963475667e-57,1.5282091827755272e-41,1.0159212877492961e-47,1.069094026661082e-40,1.7888652499388475e-45,4.51857843240722e-43
1.0881930374679292e-11,0.057776908033338605,3.76,0.0,0.8474751252887359,0.9999999999790561,3.6995240401851164e-20,2.9922317722941056e-36,3.7953006766262217e-25,2.7476762729366094e-10,2.1407611590842327e-11,2.904621667349946e-15,4.65444470073319e-13,9.543019601041663e-16,2.0941300084845384e-11,1.8263683071496424e-16,5.287045283918345e-16,2.1058129585452877e-15,2.3049956133282446e-28,1.4182214916260198e-17,1.664674138984647e-30,5.445603534966272e-17,4.368008717020585e-17,3.2159196747623374e-26,5.378652481985552e-24,1.409182585456216e-17,1.885089547739755e-32,2.303862431440961e-19,1.13516335500335e-47,1.5793547977473004e-47,3.416751312187315e-20,1.1376001498955725e-36,1.0941796476015204e-31,2.985712349836399e-18,2.0309504492406632e-36,5.391846252239446e-39,1.0539742729971928e-32,5.539177356843754e-31,1.8346064882778047e-42,1.335518254459422e-23,4.6481975906175304e-45,2.9500908371021214e-38,2.599049920232322e-28,1.607730176453217e-44,1.3492539400074202e-49,1.4428447962472325e-49,4.468355894041195e-18,3.2074867955506555e-20,4.604029056146766e-28,1.0225061779132532e-26,1.41726555057862e-22,9.75236759843035e-46,4.668500639018948e-40,1.1064148741011104e-47,5.142489200004664e-47,8.157098136525407e-49,1.0958613297767525e-26,3.2524566206890823e-57,2.0026062027018046e-41,1.432027098353593e-47,1.4009737986821555e-40,2.3692015051016204e-45,6.083445764926672e-43
1.4509244599455547e-11,0.057776908033812045,3.76,0.0,0.8474751252358029,0.9999999999720737,7.740179295719661e-20,6.24794712424115e-36,6.441195311968171e-25,3.6635508381781574e-10,2.8544083152965445e-11,4.938327334493091e-15,6.207883453032412e-13,1.6230568667122115e-15,2.7921820098555173e-11,3.1067907795418447e-16,8.991317476445686e-16,3.581203210180041e-15,4.823349071155842e-28,2.4120284171296848e-17,4.159072525909057e-30,9.260764981921292e-17,7.429018063173484e-17,6.72914973911502e-26,1.1229347709528837e-23,2.3954573338965402e-17,4.7107936218439407e-32,3.7904013603032837e-19,3.5539594309886657e-47,5.051324434847719e-47,6.974819849495701e-20,3.034958503168226e-36,2.8579870814414585e-31,5.076975163956124e-18,5.1723646188018725e-36,1.4347238522205585e-38,2.854533632551684e-32,1.5003010034882492e-30,5.3049368104853994e-42,3.064457348583711e-23,1.4894811820586534e-44,7.977752663341764e-38,5.321876434044338e-28,5.037847884290224e-44,4.29776752910112e-49,4.646637955572559e-49,5.939858552561031e-18,5.438311371234096e-20,1.0305889416412181e-27,2.126445996097933e-26,2.931287702098319e-22,2.9454266104273695e-45,1.4809775368399536e-39,3.542460671610714e-47,1.8445637697138067e-46,2.9972320866870884e-48,2.2925488705442306e-26,1.193149274393482e-56,5.413049897136645e-41,5.255570976861199e-47,3.786904384998723e-40,6.900592949680528e-45,1.9015941093193788e-42
1.8136558824231803e-11,0.05777690803428547,3.76,0.0,0.8474751251828694,0.9999999999650907,1.4089842086748322e-19,1.1350516253773061e-35,9.819457573550524e-25,4.579415459248326e-10,3.5680872491234654e-11,7.542952745453838e-15,7.762369602305614e-13,2.479725025008741e-15,3.4902382340060595e-11,4.7474377924707e-16,1.3735820805572984e-15,5.470903954074762e-15,8.781707033494882e-28,3.685041819172971e-17,8.822859821434793e-30,1.414713387499218e-16,1.1350134201574684e-16,1.2250839962811173e-25,2.039717548675175e-23,3.6585436600720905e-17,9.995503522834868e-32,5.600388165103536e-19,9.275429385849945e-47,1.3159152068573069e-46,1.2386646348235807e-19,6.71012024270707e-36,6.256206901188285e-31,7.755000720840045e-18,1.1183742009699093e-35,3.1635852311801403e-38,6.412041241375134e-32,3.370154011649498e-30,1.2782342194113028e-41,6.069916494759811e-23,3.9149929230711054e-44,1.7890446495020112e-37,9.48018152859819e-28,1.2933631337353845e-43,1.1143450856859108e-48,1.2326790958017426e-48,7.401830534930893e-18,8.282349734080053e-20,1.9994150117303588e-27,3.847256611201232e-26,5.274073175040083e-22,7.403067220311025e-45,3.8360576681477966e-39,9.232332726214943e-47,5.3533362095525526e-46,8.90864117556484e-48,4.1728312834703434e-26,3.5059045012505746e-56,1.213329250208987e-40,1.561095587777424e-46,8.488428832296278e-40,1.674909515875178e-44,4.869282125531602e-42
2.5391187273784313e-11,0.05777690803523233,3.76,0.0,0.8474751250770003,0.999999999951123,3.719513243478246e-19,2.979861425361672e-35,1.8788420412826093e-24,6.411114250025894e-10,4.9955424644839584e-11,1.45007884894551e-14,1.0874548277580188e-12,4.768693335927959e-15,4.886363626008394e-11,9.133449174407426e-16,2.6409559831770168e-15,1.0518721207547e-14,2.319244726693205e-27,7.086235547138233e-17,3.2311452689774144e-29,2.719897509622643e-16,2.1827066108656727e-16,3.2350642304823366e-25,5.352941528398954e-23,7.032657985448536e-17,3.6631363139644783e-31,1.001085688889278e-18,5.872171572303551e-46,7.349660533885256e-46,3.0679024893132927e-19,2.467873245155833e-35,2.3313495479621916e-30,1.4906031187767988e-17,4.348676554886137e-35,1.1533397491869173e-37,2.486233051567903e-31,1.306636058177267e-29,6.423233193535728e-41,1.9391791557990937e-22,2.375189266783723e-43,6.9088950674916515e-37,2.366127088893785e-27,7.265791798062597e-43,6.052575937656204e-48,8.19562323234286e-48,1.0296944035960272e-17,1.5810893082893951e-19,6.141695097748661e-27,9.989428426525204e-26,1.349475882472959e-21,4.308232828987836e-44,2.115566164859661e-38,5.127157495136862e-46,4.011678418625499e-45,7.086682827301282e-47,1.1012699536503943e-25,2.916724900519898e-55,4.678380718500294e-40,1.2760579560591823e-45,3.273053267079912e-39,8.654133957980525e-44,2.7055138292433296e-41
3.264581572333682e-11,0.057776908036179186,3.76,0.0,0.8474751249711286,0.9999999999371529,7.710318331809725e-19,6.146298254690145e-35,3.0664000221676827e-24,8.2427726651379e-10,6.423126787395083e-11,2.3777351354166435e-14,1.399097741168197e-12,7.821074356482197e-15,6.282506191477875e-11,1.4985678030149962e-15,4.330532855551561e-15,1.7248069665669855e-14,4.8094888390617565e-27,1.1621455634184083e-16,8.387460943721701e-29,4.459753569381063e-16,3.579811028584086e-16,6.707988924293087e-25,1.1037445986638617e-22,1.153131597233875e-16,9.514176046751325e-31,1.5328058732631909e-18,2.123993694380641e-45,2.4291153785305856e-45,6.012328211301595e-19,6.297375412709428e-35,6.0783153348697916e-30,2.4435393965725767e-17,1.182893012025456e-34,2.9237213443187156e-37,6.615352411539338e-31,3.47629700315575e-29,2.024925754637326e-40,4.623659553041207e-22,8.270492242018381e-43,1.8317677031288186e-36,4.6683011689103486e-27,2.4091283054102774e-42,1.9589054846929945e-47,3.019748781274778e-47,1.3154146596834696e-17,2.57466063632714e-19,1.4308232815196214e-26,2.0400569521989647e-25,2.720008751882362e-21,1.4949898809691333e-43,6.942327900590249e-38,1.6855649414254938e-45,1.563184670369697e-44,2.802368021071263e-46,2.282308078994146e-25,1.1854045453464362e-54,1.2389688217372805e-39,5.114003910966035e-45,8.667933419806807e-39,2.7840523337207308e-43,8.900284430103503e-41
4.715507262244184e-11,0.057776908038072824,3.76,0.0,0.847475124759378,0.9999999999092059,2.3159028938641545e-18,1.8245882940125326e-34,6.291732390478421e-24,1.1905968427492359e-09,9.278682838070949e-11,4.9285417415453737e-14,2.023657358031705e-12,1.6216398472156095e-14,9.074842909215892e-11,3.1098483120637664e-15,8.975169437150551e-15,3.5746716916674204e-14,1.4458263240094653e-26,2.4093565216284866e-16,3.714621718052977e-28,9.241983718279528e-16,7.42232996629843e-16,2.016173638082774e-24,3.274161955530218e-22,2.3902649084964323e-16,4.2195551841514075e-30,2.7800741935159416e-18,1.8273856140635867e-44,1.6352960340745285e-44,1.600771255817552e-18,2.549908812140089e-34,2.6566101137965823e-29,5.0612370365730944e-17,5.868242400003732e-34,1.167156462238068e-36,2.965146100122972e-30,1.5575518379649973e-28,1.2755962282306484e-39,1.776156370637978e-21,6.37901313009004e-42,8.14100680603187e-36,1.2602903158713976e-26,1.6358351433286972e-41,1.2376600868536645e-46,2.571444515045289e-46,1.8757385121848193e-17,5.257352186929836e-19,5.350754758739234e-26,5.918956415584905e-25,7.664001938078084e-21,1.1860216142140359e-42,4.5798148888511035e-37,1.1132379074418692e-44,1.5006260833212438e-43,2.6822817614574788e-45,6.8513059125132065e-25,1.222211101211324e-53,5.49266214756624e-39,5.11180821607592e-44,3.8421436070628905e-38,1.8560047511829082e-42,5.905733774808589e-40
