Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218)
2.5046235755792293e-06,0.08995153473775856,3.76,0.0,0.8220800142955949,0.9999877245857484,1.4408370895565805e-06,1.334174131879861e-25,2.621007236604865e-19,7.790344491514787e-06,3.5546298637370616e-06,1.032407325346029e-05,2.3831520426234087e-07,2.113027158797292e-05,1.0617604808910114e-05,1.0587813928744514e-05,1.9423273705364224e-07,1.592490309977028e-07,8.086870161313727e-13,4.7662603061415823e-07,8.410743112358346e-13,1.2990014997095832e-08,1.9388413538020845e-07,1.3091733083282893e-12,6.338534953508226e-11,7.4412920330461085e-09,2.9448304614978864e-12,1.8299030699137068e-13,3.8147222825367373e-22,3.513031694250067e-19,4.3567567295191464e-12,2.4447207742305704e-19,6.8960461423268106e-12,1.748800166402886e-10,3.6983198198913966e-12,1.3019761976617865e-21,2.3465468866721002e-14
2.5756843918365695e-06,0.08995154895343502,3.76,0.0,0.822078526058318,0.999987103718823,1.5208665150321145e-06,1.3712298487388604e-25,2.6442004659610216e-19,7.85669010194492e-06,3.6199027394005896e-06,1.0771457173070513e-05,2.4277652257119666e-07,2.2287604053709757e-05,1.1149639470605794e-05,1.1172785797176852e-05,1.9786491042756222e-07,1.6064813000276357e-07,8.740871160471014e-13,5.157745232553525e-07,9.39615470891444e-13,1.325800553209632e-08,2.0273770063902407e-07,1.4027080867035122e-12,6.946688017537634e-11,7.58123297497542e-09,3.2116603058377337e-12,1.863611652974668e-13,4.339526959662788e-22,4.061930239738357e-19,4.437785042786057e-12,2.671994853568005e-19,7.593493025392651e-12,1.819498306597446e-10,4.177114995857087e-12,1.4249863001959638e-21,2.4986035811285993e-14
2.64674520809391e-06,0.0899515633540264,3.76,0.0,0.822077019293596,0.9999864727813174,1.6025131117448428e-06,1.4072501874271742e-25,2.666177933959639e-19,7.91931490467796e-06,3.6830147254092424e-06,1.1222539163980266e-05,2.470913420647239e-07,2.3465739472899614e-05,1.168917482732473e-05,1.1768427380804891e-05,2.013764367198779e-07,1.6196878453270362e-07,9.42267885895075e-13,5.568319916098166e-07,1.0459892656314255e-12,1.3520415136531136e-08,2.1170377560697762e-07,1.4995371393259098e-12,7.593095922163541e-11,7.71655259759625e-09,3.4913948645031044e-12,1.8962125334699424e-13,4.914578436857426e-22,4.672474766378492e-19,4.516214541960185e-12,2.911108327936606e-19,8.334582582833187e-12,1.8910472388829286e-10,4.698430838269245e-12,1.5546614619729522e-21,2.65410623910976e-14
2.71780602435125e-06,0.08995157793362446,3.76,0.0,0.8220754945836691,0.999985832109065,1.685743911825537e-06,1.4422536101978815e-25,2.6870078317228158e-19,7.978424466124916e-06,3.74405964226138e-06,1.1677112669303634e-05,2.512659653769204e-07,2.466399642905073e-05,1.2235859486306774e-05,1.2374390143358657e-05,2.047724986574552e-07,1.632153285332123e-07,1.0132351305920568e-12,5.998221933560787e-07,1.1605231189056802e-12,1.3777587732801659e-08,2.207793470593179e-07,1.599644581792394e-12,8.278915169394362e-11,7.847449013126079e-09,3.784044246401533e-12,1.927753955190498e-13,5.542575151759764e-22,5.348871675267353e-19,4.592159615904135e-12,3.162152285902144e-19,9.120248206168007e-12,1.9633985078188678e-10,5.26427603354733e-12,1.6910740428240062e-21,2.8129133482241905e-14
2.7888668406085903e-06,0.08995159268659597,3.76,0.0,0.8220739524824187,0.9999851820231132,1.7705280230839066e-06,1.4762616595223203e-25,2.7067545589930175e-19,8.034212986876176e-06,3.803129783671443e-06,1.2134982542534542e-05,2.553066008790213e-07,2.588172348434786e-05,1.2789357391968973e-05,1.2990340759068402e-05,2.0805820258605144e-07,1.6439185630763373e-07,1.0869944349924164e-12,6.447675358815323e-07,1.2835452087483908e-12,1.4029860328484741e-08,2.299615659807179e-07,1.7030152187228295e-12,9.005298586249755e-11,7.974117458402838e-09,4.089611569867335e-12,1.9582833813063713e-13,6.226242840226136e-22,6.095421889552884e-19,4.665732830822199e-12,3.425209817405877e-19,9.951384400855539e-12,2.0365051983024287e-10,5.87666028258897e-12,1.834291568044103e-21,2.974888141339013e-14
2.8599276568659306e-06,0.08995160760755792,3.76,0.0,0.8220723935162605,0.9999845228300005,1.856836583900898e-06,1.509298414126159e-25,2.725478939899266e-19,8.086863932654462e-06,3.860315577359952e-06,1.2595964415990981e-05,2.592193384586983e-07,2.711829864241273e-05,1.3349347524535325e-05,1.361596085551983e-05,2.1123855836858913e-07,1.65502235821587e-07,1.1635513514045042e-12,6.916891359406538e-07,1.4153844529991355e-12,1.4277561992132592e-08,2.392477379769104e-07,1.8096347502103847e-12,9.773395783598335e-11,8.096749518524633e-09,4.408094623358041e-12,1.9878473199187033e-13,6.968334461757423e-22,6.916518796043249e-19,4.7370445175361486e-12,3.700357426183292e-19,1.0828848180332678e-11,2.1103220520886067e-10,6.537593337590535e-12,1.9843773908211365e-21,3.1398988355961994e-14
2.930988473123271e-06,0.08995162269138605,3.76,0.0,0.8220708181850677,0.9999838548220801,1.944642712547747e-06,1.5413900288259405e-25,2.743238426122166e-19,8.136550629657258e-06,3.915705313899149e-06,1.3059884104742874e-05,2.6301013006708593e-07,2.8373128711568257e-05,1.391552355175649e-05,1.4250946703281837e-05,2.143184632255573e-07,1.6655012125674734e-07,1.2429115574475385e-12,7.406068781602112e-07,1.5563705151810962e-12,1.4521013049240324e-08,2.486353143335951e-07,1.9194899367178328e-12,1.0584353649369638e-10,8.215532502386125e-09,4.739487361384799e-12,2.0164911845728802e-13,7.771630449462893e-22,7.816646719247085e-19,4.806202441250458e-12,3.987666413964807e-19,1.1753460512828307e-11,2.1848055513740703e-10,7.249084287824304e-12,2.14139134350602e-21,3.3078187980789174e-14
3.002049289380611e-06,0.0899516379332004,3.76,0.0,0.822069226963111,0.9999831782778802,2.033921452163881e-06,1.57256426875256e-25,2.760087285912464e-19,8.183436826972092e-06,3.9693849335686835e-06,1.3526577043354887e-05,2.6668477433072016e-07,2.964564858914399e-05,1.4487593443681117e-05,1.489500886312539e-05,2.1730268893869e-07,1.6753896487025097e-07,1.3250809944890483e-12,7.915394722542459e-07,1.70683382761968e-12,1.4760524466913971e-08,2.581218836579037e-07,2.0325687358360173e-12,1.1439316867126814e-10,8.330648947729793e-09,5.0837812442158615e-12,2.0442591845114863e-13,8.638939045468687e-22,8.800379959731621e-19,4.873311540989473e-12,4.287203018414672e-19,1.2726007800023879e-11,2.2599139839716915e-10,8.013141063985959e-12,2.3053898454623734e-21,3.4785266534604696e-14
3.0731101056379513e-06,0.08995165332836258,3.76,0.0,0.8220676203000109,0.9999824934624983,2.124649712207357e-06,1.6028501260179706e-25,2.7760767842041226e-19,8.22767722695157e-06,4.021437865502226e-06,1.3995887754568256e-05,2.702489048312561e-07,3.093532048000709e-05,1.5065279056914169e-05,1.5547871797750376e-05,2.2019587208854947e-07,1.6847202817838492e-07,1.4100659877906491e-12,8.44504508795829e-07,1.867105630129063e-12,1.499639740753472e-08,2.6770516408026875e-07,2.1488604153981384e-12,1.2339428454654934e-10,8.442276243094215e-09,5.440966425807138e-12,2.0711942419084995e-13,9.57309708187137e-22,9.872382336320877e-19,4.938473733638448e-12,4.599029522763936e-19,1.3747243377848681e-11,2.3356074845348033e-10,8.831770145219348e-12,2.476426438573039e-21,3.651906344522867e-14
3.1441709218952916e-06,0.08995166887246675,3.76,0.0,0.8220659986216875,0.9999818006280127,2.2168062075690137e-06,1.632277530172559e-25,2.791255353231701e-19,8.269417986019386e-06,4.071944909584958e-06,1.4467669347467188e-05,2.7370798138676955e-07,3.224163306902301e-05,1.5648315697914818e-05,1.6209273458396064e-05,2.2300250677574775e-07,1.6935239251671176e-07,1.497873346605709e-12,8.995185134102497e-07,2.0375180216453642e-12,1.5228922918851437e-08,2.7738299596132985e-07,2.2683556430984486e-12,1.3285830316686534e-10,8.55058634547564e-09,5.81103280305219e-12,2.0973379310876397e-13,1.057697114376019e-21,1.1037407199082772e-18,5.001787770030283e-12,4.923205677863722e-19,1.4817889022864002e-11,2.4118480497964426e-10,9.706976440599841e-12,2.6545524583056285e-21,3.8278471465154786e-14
3.215231738152632e-06,0.08995168456133285,3.76,0.0,0.8220643623313063,0.999981100013912,2.310371396224793e-06,1.6608770226908073e-25,2.8056687498499365e-19,8.308797187682388e-06,4.12098415412881e-06,1.4941783043368207e-05,2.770672838466528e-07,3.356410066192227e-05,1.6236451672357707e-05,1.6878964853958418e-05,2.2572693942388566e-07,1.7018296901407923e-07,1.5885104469984353e-12,9.565969992841513e-07,2.2184040226201644e-12,1.545838173871637e-08,2.8715333506323705e-07,2.391046551962578e-12,1.4279663806383976e-10,8.655745578172743e-09,6.193970935179476e-12,2.122730436008912e-13,1.1653458669089369e-21,1.2300297865745828e-18,5.0633491332278906e-12,5.259788379545779e-19,1.593863645291069e-11,2.48859954183089e-10,1.0640763322994396e-11,2.839816941344973e-21,4.0062436416015175e-14
3.286292554409972e-06,0.08995170039099844,3.76,0.0,0.8220627118102151,0.9999803918475311,2.4053274160818763e-06,1.6886794840188863e-25,2.8193602061171684e-19,8.3459452894105e-06,4.168630923762836e-06,1.5418097727783413e-05,2.8033190801236605e-07,3.490226230555057e-05,1.682944782586937e-05,1.755670960840408e-05,2.2837336534333917e-07,1.7096650801553102e-07,1.6819853022304339e-12,1.0157545179338713e-06,2.4100976462235976e-12,1.5685044196382308e-08,2.970142461489198e-07,2.5169267877168437e-12,1.5322070290546314e-10,8.757914496442583e-09,6.589772842641428e-12,2.1474105233890294e-13,1.28054893071847e-21,1.3665988456111908e-18,5.123249974583047e-12,5.608832434315421e-19,1.7110148812088917e-11,2.5658276803858136e-10,1.1635132795012976e-11,3.0322670118382964e-21,4.186995662634961e-14
3.3573533706673123e-06,0.08995171635771101,3.76,0.0,0.82206104741886,0.9999796763444958,2.5016580214802857e-06,1.7157159750604657e-25,2.832370573285811e-19,8.38098554467773e-06,4.2149577535099315e-06,1.5896489527175765e-05,2.8350676340380833e-07,3.625568089525345e-05,1.7427077079886274e-05,1.824228351057376e-05,2.3094582682314645e-07,1.717056079813743e-07,1.778306620484113e-12,1.0770047082005924e-06,2.612933976949412e-12,1.5909170196054863e-08,3.06963896982607e-07,2.6459915428211606e-12,1.6414191714765689e-10,8.857247812055065e-09,6.99843269487454e-12,2.1714155293301136e-13,1.4036026658943148e-21,1.513950508865157e-18,5.181579082110078e-12,5.97039216379806e-19,1.8333062133326755e-11,2.6435000178518865e-10,1.2692085770445647e-11,3.231948631882002e-21,4.370008211851008e-14
3.4284141869246526e-06,0.08995173245792004,3.76,0.0,0.8220593694976898,0.9999789537091667,2.5993485197753013e-06,1.742017519296733e-25,2.8447384529303024e-19,8.414034401486416e-06,4.260034385202577e-06,1.6376841409195377e-05,2.8659657260123176e-07,3.7623942276595125e-05,1.8029123966105687e-05,1.8935474060180723e-05,2.334482125287891e-07,1.7240272389030388e-07,1.87748384974399e-12,1.1403603434529686e-06,2.827249255331655e-12,1.6131009270567056e-08,3.1700055270353385e-07,2.7782375763740943e-12,1.7557171165860108e-10,8.953894368195747e-09,7.419947396862482e-12,2.1947813572688709e-13,1.5348069908368744e-21,1.672596740189739e-18,5.2384218743034385e-12,6.3445206434942e-19,1.960798677246513e-11,2.721585904610245e-10,1.3813622455237634e-11,3.438906314785543e-21,4.5551913565941525e-14
3.499475003181993e-06,0.0899517486882691,3.76,0.0,0.8220576783680358,0.9999782241350829,2.698385708404294e-06,1.767614897975147e-25,2.8565003224487487e-19,8.445201878698367e-06,4.303927782521269e-06,1.6859042805083946e-05,2.8960587190267503e-07,3.900665434825946e-05,1.8635384162825513e-05,1.9636080013626323e-05,2.358842579913342e-07,1.7306017517450648e-07,1.979527212948966e-12,1.2058333769847392e-06,3.053380967468376e-12,1.635080069378409e-08,3.2712257054566417e-07,2.913663219709289e-12,1.8752153428856266e-10,9.047997156409552e-09,7.854317083382323e-12,2.2175424855922214e-13,1.674465550331439e-21,1.8430590362981298e-18,5.293860417556703e-12,6.731270040718551e-19,2.0935508808607896e-11,2.8000564510260993e-10,1.500174281287399e-11,3.653183322906314e-21,4.7424601060539634e-14
3.570535819439333e-06,0.08995176504558809,3.76,0.0,0.8220559743329688,0.9999774878054035,2.798757812791519e-06,1.792538591824916e-25,2.867690657085068e-19,8.474591921474445e-06,4.346702161269743e-06,1.7342989252955815e-05,2.925390130617074e-07,4.040344617215534e-05,1.9245664036063674e-05,2.034391093282153e-05,2.3825754699223404e-07,1.7368015321418655e-07,2.0844477354723933e-12,1.273434985607513e-06,3.2916679381942855e-12,1.6568773639917988e-08,3.373283948784016e-07,3.0522683724805587e-12,2.000028553576704e-10,9.139693368052322e-09,8.301545529936279e-12,2.2397319831915159e-13,1.822885920911138e-21,2.0258686332810225e-18,5.3479734631987486e-12,7.130693585901892e-19,2.2316191406161664e-11,2.8788844802475804e-10,1.6258447100053643e-11,3.8748225764957826e-21,4.9317342740536754e-14
3.6415966356966733e-06,0.08995178152688539,3.76,0.0,0.8220542576781336,0.9999767448933393,2.9004544253609497e-06,1.8168186504464187e-25,2.8783420393014816e-19,8.502302737014416e-06,4.388419032104972e-06,1.782858206077239e-05,2.9540016591059126e-07,4.181396709539444e-05,1.9859780187688004e-05,2.1058786739493797e-05,2.4057151368278577e-07,1.7426472841664632e-07,2.1922572645773137e-12,1.3431756114528766e-06,3.542450426975612e-12,1.678514738045288e-08,3.476165525453224e-07,3.194054492243855e-12,2.1302717304151935e-10,9.229114474101276e-09,8.76164048931021e-12,2.2613815312170794e-13,1.980379808590136e-21,2.2215667360170667e-18,5.4008364975442416e-12,7.542844434622973e-19,2.3750576135121625e-11,2.958044473186295e-10,1.7585736460178503e-11,4.103866197171202e-21,5.122938331040642e-14
3.7126574519540136e-06,0.08995179812934033,3.76,0.0,0.822052528672553,0.9999759955625791,3.0034664458553185e-06,1.8404845188741679e-25,2.8884852629344957e-19,8.528427111686246e-06,4.4291372534639166e-06,1.831572798792858e-05,2.981933217097338e-07,4.3237885887650346e-05,2.047755901222301e-05,2.178053727684917e-05,2.428294453075776e-07,1.7481585690289705e-07,2.3029684817287437e-12,1.4150650020095189e-06,3.80607022571824e-12,1.70001315121614e-08,3.579856484798641e-07,3.339024576064791e-12,2.266060186421994e-10,9.316386328278894e-09,9.234613961749426e-12,2.2825214501387264e-13,2.1472632338244245e-21,2.4307047677455656e-18,5.452521805006031e-12,7.96777543335899e-19,2.5239184247132605e-11,3.037512513294189e-10,1.8985613563793705e-11,4.3403554525822984e-21,5.3160012470896755e-14
3.783718268211354e-06,0.08995181485029581,3.76,0.0,0.8220507875694097,0.9999752399677069,3.107786023117347e-06,1.8635650524809196e-25,2.8981494372778536e-19,8.55305271056288e-06,4.468913092758226e-06,1.8804338944439537e-05,3.009222970893092e-07,4.467488989669492e-05,2.1098836263652724e-05,2.2509001880084895e-05,2.4503448542021647e-07,1.7533538682328008e-07,2.416594909755392e-12,1.4891122484278088e-06,4.0828707577615286e-12,1.7213926209795073e-08,3.684343615797441e-07,3.4871831346399753e-12,2.4075096173251196e-10,9.401629289143918e-09,9.720482405829998e-12,2.303180731238019e-13,2.3238567482996733e-21,2.6538446370622696e-18,5.503098543142225e-12,8.405541660223807e-19,2.6782517905598723e-11,3.1172662287897354e-10,2.0460083286396765e-11,4.5843319117103414e-21,5.51085632836409e-14
3.8547790844686945e-06,0.08995183168725086,3.76,0.0,0.8220490346067972,0.9999744782546051,3.2134064984638815e-06,1.8860884648472567e-25,2.907362078578382e-19,8.576262360342966e-06,4.507800294104278e-06,1.9294331706757583e-05,3.0359073846230763e-07,4.6124684224484804e-05,2.172345663333151e-05,2.3244028957024946e-05,2.4718963749083705e-07,1.7582506432268874e-07,2.5331509154252742e-12,1.565325822128644e-06,4.373197177456283e-12,1.742672249728025e-08,3.789614408230777e-07,3.638536162561911e-12,2.5547361516134015e-10,9.484958357313583e-09,1.0219266896960494e-11,2.3233870712270857e-13,2.5104856523673183e-21,2.891559019846382e-18,5.55263282318903e-12,8.85619901575354e-19,2.8381061368619946e-11,3.1972847294173953e-10,2.2011153415000213e-11,4.835836862891521e-21,5.707441049667854e-14
3.925839900726035e-06,0.08995184863785384,3.76,0.0,0.8220472700084439,0.9999737105608532,3.320322350757637e-06,1.9080821551193e-25,2.916149195703075e-19,8.598134316589755e-06,4.5458501510477744e-06,1.9785627649289995e-05,3.0620212679992654e-07,4.7586990925756375e-05,2.2351273339913332e-05,2.3985475579933827e-05,2.492977688159849e-07,1.7628653917509414e-07,2.652651707489743e-12,1.6437136097574473e-06,4.6773964698201964e-12,1.76387025329332e-08,3.895657016093862e-07,3.793091105782353e-12,2.707856399132589e-10,9.566483324412088e-09,1.073099324010919e-11,2.3431669094430763e-13,2.707480187315694e-21,3.1444316540458814e-18,5.6011877967549505e-12,9.319803187221044e-19,3.0035282123981014e-11,3.27754854342655e-10,2.3640835375748353e-11,5.09491090404754e-21,5.905696884775698e-14
3.996900716983376e-06,0.08995186569989543,3.76,0.0,0.822045493984411,0.9999729370161072,3.428529143252353e-06,1.9295727707297084e-25,2.92453537952614e-19,8.618742516170236e-06,4.5831115829676285e-06,2.027815249074026e-05,3.0875978267705765e-07,4.906154823060655e-05,2.2982147731975556e-05,2.473320708931101e-05,2.513616146545217e-07,1.7672137010598026e-07,2.775113331276928e-12,1.7242829465284058e-06,4.995817549815665e-12,1.785003990475135e-08,4.002460223103407e-07,3.950856825056043e-12,2.866987498191607e-10,9.646308930758572e-09,1.1255692042567787e-11,2.3625454672060245e-13,2.91517575005175e-21,3.413057645552193e-18,5.648823749823071e-12,9.796412971046752e-19,3.174563197585071e-11,3.3580395561344056e-10,2.5351144975853422e-11,5.3615954379370265e-21,6.105569135689448e-14
4.0679615332407166e-06,0.08995188287130187,3.76,0.0,0.82204370673176,0.9999721577424714,3.538023472260057e-06,1.9505862365777397e-25,2.9325438799997117e-19,8.638156815720229e-06,4.6196312140665486e-06,2.077183605445064e-05,3.112668715121257e-07,5.0548109792075806e-05,2.3615948903789318e-05,2.548709671022464e-05,2.5338378252599334e-07,1.771310298201088e-07,2.900552660750335e-12,1.8070406480075529e-06,5.328811360872049e-12,1.8060899931751875e-08,4.110013410169275e-07,4.11184355652108e-12,3.032247161141276e-10,9.72453502933046e-09,1.1793398751998764e-11,2.3815467882602994e-13,3.1339131192973534e-21,3.69804378345748e-18,5.695598197283455e-12,1.028608877282411e-18,3.351254808325476e-11,3.4387409459936724e-10,2.714410315404909e-11,5.635932042362958e-21,6.307006762189847e-14
4.139022349498057e-06,0.08995190015012897,3.76,0.0,0.8220419084351949,0.9999713728548543,3.6488029176671075e-06,1.9711475585721897e-25,2.9401966755675483e-19,8.656443216910467e-06,4.655453454034034e-06,2.126661204197406e-05,3.1372640893653266e-07,5.204644395939117e-05,2.425255332451504e-05,2.6247025181555518e-05,2.553667566181599e-07,1.7751690975095702e-07,3.0289873881126065e-12,1.891993040385473e-06,5.676730972361395e-12,1.8271439968498193e-08,4.2183065247020704e-07,4.276062871601391e-12,3.2037537183979737e-10,9.801256754004955e-09,1.2344153664680176e-11,2.400193779993283e-13,3.3640386509116426e-21,4.000008863079152e-18,5.741565978652264e-12,1.0788890434870489e-18,3.533645395072252e-11,3.519637120460834e-10,2.9021736734579492e-11,5.917961558364157e-21,6.509962213008367e-14
4.281143982012738e-06,0.08995193502287822,3.76,0.0,0.822038279390943,0.9999697866633629,3.874212115874948e-06,2.0110097440001394e-25,2.954517150436579e-19,8.68987829174277e-06,4.7251728166737535e-06,2.22591942434044e-05,3.185141758870963e-07,5.507757287747586e-05,2.553371256832759e-05,2.7784557101029703e-05,2.5922447045784124e-07,1.7822251569247554e-07,3.294917822680216e-12,2.0685049236953505e-06,6.418771076279386e-12,1.86921514956036e-08,4.437074990006937e-07,4.614251970070386e-12,3.5659841772572226e-10,9.950545049259788e-09,1.3484993355649914e-11,2.4365109756279957e-13,3.859868760993472e-21,4.657413048650899e-18,5.831288126764164e-12,1.1834127788238475e-18,3.915686620309629e-11,3.6819572249483695e-10,3.303917133078552e-11,6.505267928101169e-21,6.920252820031601e-14
4.40905345127595e-06,0.08995196675866009,3.76,0.0,0.8220349771019991,0.9999683409085544,4.081469709665468e-06,2.0455735068686007e-25,2.9663860348644134e-19,8.716702914644702e-06,4.7859382241581605e-06,2.315566130575592e-05,3.2268791892984853e-07,5.784380400666674e-05,2.669524240977689e-05,2.918793376490337e-05,2.62584924647602e-07,1.7878868227988746e-07,3.5446932529308138e-12,2.2349258940625653e-06,7.141242293774216e-12,1.9071123775007164e-08,4.636406922146721e-07,4.929819554462284e-12,3.914557181556541e-10,1.0080623362464443e-08,1.45568764203875e-11,2.468192667796834e-13,4.348659611227245e-21,5.313610113485107e-18,5.909778150271522e-12,1.2820385515246546e-18,4.2794143550642097e-11,3.828578065220375e-10,3.696493244587667e-11,7.060577608987667e-21,7.294293891283349e-14
4.536962920539163e-06,0.08995199881752085,3.76,0.0,0.8220316414006317,0.9999668784576974,4.2928935617275275e-06,2.0790236569476515e-25,2.9773933842160706e-19,8.740744693994044e-06,4.845042131463769e-06,2.4054792605599525e-05,3.2674822383486913e-07,6.0645176185275184e-05,2.786423439482967e-05,3.060932859849301e-05,2.6585186095437774e-07,1.792961760996483e-07,3.804484872554255e-12,2.408536579977965e-06,7.917671206522597e-12,1.945117449697474e-08,4.838002875173574e-07,5.256097290515563e-12,4.2852429743361876e-10,1.0207109398898776e-08,1.567188011047366e-11,2.4990350712604453e-13,4.8800116152876516e-21,6.035026514245114e-18,5.986395619832817e-12,1.385020665741445e-18,4.662212479865852e-11,3.975637307719692e-10,4.119691097332529e-11,7.641474386725371e-21,7.672655437889942e-14
4.664872389802375e-06,0.08995203119205862,3.76,0.0,0.8220282729921635,0.9999653997631714,4.508499275157657e-06,2.111476323871632e-25,2.987629973398666e-19,8.762274624180894e-06,4.90267413187339e-06,2.4956316117886214e-05,3.307079762755097e-07,6.348078356985562e-05,2.904019083465275e-05,3.204827371650371e-05,2.6903589498213286e-07,1.7975071017424165e-07,4.074423536548124e-12,2.5893596639116303e-06,8.750206077661548e-12,1.9832972967590552e-08,5.041821237913999e-07,5.593195433921949e-12,4.678759252963761e-10,1.033040978289667e-08,1.6830408295076028e-11,2.5291361719362716e-13,5.456173637578419e-21,6.825749617913107e-18,6.061376559896925e-12,1.4924019818158421e-18,5.064289992613038e-11,4.1230806315668907e-10,4.574723769824689e-11,8.248217590930378e-21,8.055165233749791e-14
4.792781859065588e-06,0.08995206387575631,3.76,0.0,0.8220248724944492,0.9999639052258735,4.728309465870199e-06,2.1430393891135053e-25,2.997177921071713e-19,8.781537362881393e-06,4.959006905229613e-06,2.5859986318048466e-05,3.34578914721262e-07,6.63498256371065e-05,3.0222666550872263e-05,3.350435510130268e-05,2.7214669727072803e-07,1.8015744230071287e-07,4.354647453478947e-12,2.7774146396855712e-06,9.641024700126716e-12,2.0217128232258184e-08,5.247824419169102e-07,5.9412349710209015e-12,5.095833194398228e-10,1.0450894962012763e-08,1.803291015260487e-11,2.558585277458927e-13,6.079469307428743e-21,7.690020100415198e-18,6.134936571052111e-12,1.6042266505982402e-18,5.485847904707048e-11,4.270862100356059e-10,5.0628162834501965e-11,8.88106924999815e-21,8.44167551925245e-14
4.9206913283288005e-06,0.08995209686297373,3.76,0.0,0.8220214404458758,0.9999623951998504,4.952353127536132e-06,2.1738127865964405e-25,3.006111540433799e-19,8.798753795546566e-06,5.014197576870435e-06,2.676558160183154e-05,3.383717221375868e-07,6.925159774730337e-05,3.141126408562481e-05,3.497720777685499e-05,2.7519306877745706e-07,1.8052102911620943e-07,4.645301865860872e-12,2.9727181734937754e-06,1.0592335939519861e-11,2.0604194006242202e-08,5.455978495297287e-07,6.300346900881474e-12,5.537202044763918e-10,1.0568902093934282e-08,1.927987813367456e-11,2.58746371490296e-13,6.752300631865771e-21,8.632238549298107e-18,6.207272476032473e-12,1.7205406789427625e-18,5.927080393846871e-11,4.41894322352912e-10,5.585206842472436e-11,9.54029700758615e-21,8.832060501754002e-14
5.048600797592013e-06,0.08995213014881624,3.76,0.0,0.8220179773126679,0.9999608699965452,5.1806650498593666e-06,2.2038889860229227e-25,3.014498116533867e-19,8.814123347995169e-06,5.068388999799359e-06,2.7672901958280357e-05,3.4209611261376537e-07,7.218548248552575e-05,3.2605629309589944e-05,3.646651137917691e-05,2.7818301220174444e-07,1.808456748526177e-07,4.946538727406442e-12,3.175284431160606e-06,1.1606381210469223e-11,2.0994673313448114e-08,5.666252890938455e-07,6.670671553579066e-12,6.003613667577324e-10,1.0684737774879501e-08,2.05718458405584e-11,2.615845489420803e-13,7.477151518011e-21,9.656972110614964e-18,6.278563876139808e-12,1.8413931574758567e-18,6.388175838587211e-11,4.567292123411652e-10,6.143148014397262e-11,1.0226179904309461e-20,9.22621410384384e-14
5.1765102668552255e-06,0.08995216372909721,3.76,0.0,0.8220144834955585,0.9999593298886952,5.413285285572398e-06,2.233353415059326e-25,3.0223985661275774e-19,8.827826075391368e-06,5.121710960350994e-06,2.8581766867546356e-05,3.4576091291222703e-07,7.515094171533185e-05,3.380544739410052e-05,3.7971986090191055e-05,2.8112379913969234e-07,1.811351753765336e-07,5.258516405881868e-12,3.385125375076843e-06,1.2685435889623629e-11,2.1389022837340936e-08,5.878620088976773e-07,7.0523579647252924e-12,6.495827054898e-10,1.0798680608768308e-08,2.1909385874157685e-11,2.6437979023629687e-13,8.256591282538528e-21,1.076896115023012e-17,6.348974601629529e-12,1.9668342804030757e-18,6.869317744328515e-11,4.71588279018145e-10,6.737907851915695e-11,1.0938999954301043e-20,9.624047891703892e-14
5.304419736118438e-06,0.08995219760025859,3.76,0.0,0.8220109593358589,0.9999577751138905,5.650258664430845e-06,2.2622847923632195e-25,3.029868057846688e-19,8.84002454150201e-06,5.1742813044381436e-06,2.9492013409577598e-05,3.4937413872130217e-07,7.814750932100233e-05,3.5010439134679844e-05,3.949338892303449e-05,2.840220328866224e-07,1.8139295780756184e-07,5.5813994046816614e-12,3.6022510323800625e-06,1.3831810667690463e-11,2.1787656971746732e-08,6.09305536805979e-07,7.445563300951478e-12,7.014612803510603e-10,1.0910983610440893e-08,2.3293107704886348e-11,2.671382129606356e-13,9.093278065272307e-21,1.1973125917517128e-17,6.418654076417278e-12,2.0969156300736297e-18,7.370685567906557e-11,4.864694369778715e-10,7.370770955391247e-11,1.1679043716753004e-20,1.002548916045758e-13
5.432329205381651e-06,0.08995223175931878,3.76,0.0,0.822007405120979,0.9999562058778222,5.8916343501175546e-06,2.2907556886758394e-25,3.03695659679914e-19,8.85086551481803e-06,5.226206983181424e-06,3.040349455704407e-05,3.529430654938253e-07,8.117478458087521e-05,3.622035759607028e-05,4.103051032977936e-05,2.8688370679316296e-07,1.8162211627552082e-07,5.915358092430713e-12,3.82666973755064e-06,1.504785284532663e-11,2.2190951574881262e-08,6.309536563979261e-07,7.850452328332558e-12,7.560753560362735e-10,1.1021876438933252e-08,2.472365563222916e-11,2.698653759248243e-13,9.989962139633125e-21,1.3274573207184472e-17,6.487738593176231e-12,2.2316921523956498e-18,7.892455450552815e-11,5.013710518762772e-10,8.043039476849227e-11,1.2446611276826887e-20,1.0430479183849419e-13
