Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218)
6.941870433657527e-10,0.08995120701491505,3.76,0.0,0.8221141243889359,0.9999999996070348,5.840498710306188e-16,8.289442364982032e-35,5.496805541716994e-23,5.11754418375086e-09,3.983937969669305e-10,1.4289259536568558e-12,6.680458552625963e-12,5.506873037951466e-13,3.9151871653163184e-10,7.818278621016859e-14,3.08249262389621e-13,1.1015155716265937e-12,1.9816171540288214e-24,6.925271379147827e-15,6.378365640535535e-28,2.7925049310413256e-14,2.3887504030945837e-14,3.3367719534046135e-22,2.448788509701675e-23,5.998432290447889e-15,5.1414920429272136e-27,1.5423840945335902e-17,5.106445043887203e-43,3.6812673209968633e-42,8.65365067848926e-17,4.2235378673199565e-34,2.8743559411254216e-26,1.3636976687094475e-15,2.3629663872340058e-30,1.297167005959007e-35,2.8675680334154065e-27
8.296381800020704e-10,0.0899512070229776,3.76,0.0,0.822114123811157,0.999999999529994,9.85211521306468e-16,1.5763911876725318e-34,7.501174441092614e-23,6.1154960242016774e-09,4.762831223987774e-10,2.0407162919655698e-12,8.060713900275402e-12,7.86878446194108e-13,4.679429503586904e-10,1.1238273302307001e-13,4.39550286386209e-13,1.5710069873347786e-12,3.352470090542293e-24,9.891341776967899e-15,1.260496072754769e-27,3.979832745576449e-14,3.412629068054646e-14,5.629764205070788e-22,4.269124118398268e-23,8.584110319504382e-15,1.0163511047604736e-26,1.8820104756928887e-17,1.3553430535154006e-42,9.392656907161272e-42,1.2276127861108346e-16,8.785765444340853e-34,5.728321766597678e-26,1.9395940453375907e-15,5.252440724591409e-30,2.3545212402101034e-35,5.7089736065081654e-27
9.650893166383881e-10,0.08995120703103893,3.76,0.0,0.8221141232332624,0.9999999994528349,1.5364919468989263e-15,2.712068360466647e-34,9.709584312618481e-23,7.113254949403691e-09,5.542231344962545e-10,2.7612010142169614e-12,9.465715411188139e-12,1.0652512227390747e-12,5.443772659739124e-10,1.5303828565052456e-13,5.938266973734881e-13,2.122802313428578e-12,5.243618013545017e-24,1.3384928615705832e-14,2.2529920596917605e-27,5.373809638500023e-14,4.6189880686021577e-14,8.781587297653575e-22,6.87378992100348e-23,1.1638144340710048e-14,1.8171331587858878e-26,2.2268766922122516e-17,3.142780256228651e-42,2.1002471130251867e-41,1.6411739702602197e-16,1.6367089083807477e-33,1.0311921308556541e-25,2.6136824805328442e-15,1.0414769865269574e-29,3.9145570265872176e-35,1.0266758466753189e-26
9.999999999999999e-10,0.08995120704715809,3.76,0.0,0.8221141230842991,0.9999999994329292,1.7055009465680544e-15,3.0785808544975982e-34,1.0308683654534762e-22,7.370382478908773e-09,5.74319344024073e-10,2.9645112731029204e-12,9.831831620979778e-12,1.1438413178113189e-12,5.640788106883134e-10,1.6457543101431358e-13,6.373011488469234e-13,2.2783215801698603e-12,5.824797494192322e-24,1.437086137113225e-14,2.5833256897001895e-27,5.766437957991166e-14,4.959501063489239e-14,9.74800139145645e-22,7.692013115017785e-23,1.2501464856541493e-14,2.0837245881156454e-26,2.3165687914124737e-17,3.855195576113253e-42,2.549553456951237e-41,1.75561370374121e-16,1.8949219127426084e-33,1.1844191874871918e-25,2.8031993479640553e-15,1.2253765792740798e-29,4.413013280337504e-35,1.1789169631231333e-26
1.2359915899110233e-09,0.08995120704715809,3.76,0.0,0.822114122077125,0.9999999992981636,3.174420257676829e-15,6.504959262222964e-34,1.4634916345509295e-22,9.10819539199377e-09,7.102558367588238e-10,4.528178912327342e-12,1.2349475445657771e-11,1.7487520747278412e-12,6.972764081199934e-10,2.541225811666475e-13,9.709091923312555e-13,3.472043745097218e-12,1.0896074650381916e-23,2.1954893113267886e-14,5.8258492428130195e-27,8.776977007151517e-14,7.579593031020217e-14,1.8149462600280864e-21,1.5084749638224837e-22,1.916022365952594e-14,4.701592464184461e-26,2.930959573044531e-17,1.278990758500767e-41,7.978142301961988e-41,2.606921999121874e-16,4.5138785863243795e-33,2.6982095069429866e-25,4.251994814761318e-15,3.215176588417215e-29,9.031363812656897e-35,2.6810854681303543e-26
1.5068938631836587e-09,0.08995120706327257,3.76,0.0,0.8221141209205229,0.9999999991430241,5.686376990952276e-15,1.301609046615698e-33,2.0063657428923182e-22,1.110236848335903e-08,8.664932734528974e-10,6.729693482685085e-12,1.5330671109000656e-11,2.6016581344731258e-12,8.502167326495861e-10,3.8233752268071774e-13,1.438617146232338e-12,5.146439117045676e-12,1.9630289588395724e-23,3.263570547610609e-14,1.2524628094059709e-26,1.2991533253159115e-13,1.1271534887563302e-13,3.2522579808542338e-21,2.8599162854802874e-22,2.8584283820239724e-14,1.011359628100157e-25,3.6515703642938315e-17,3.8748352144044346e-41,2.3262654821854825e-40,3.7304361913323517e-16,1.0119000432703936e-32,5.851173552428554e-25,6.268826264666514e-15,7.982001848061964e-29,1.7739243412973574e-34,5.803083387354183e-26
1.7777961364562941e-09,0.08995120707938245,3.76,0.0,0.8221141197634548,0.9999999989874191,9.269060076054061e-15,2.3089331061929914e-33,2.583438984502143e-22,1.3095777336962197e-08,1.0229368703132304e-09,9.365569934233866e-12,1.8408189568757242e-11,3.6244627398169576e-12,1.0031988568614033e-09,5.386256349232711e-13,1.9960322024980002e-12,7.143054501865549e-12,3.2182920836522643e-23,4.5427944330910463e-14,2.3883136185833185e-26,1.8006623851386245e-13,1.5695769933208847e-13,5.303122108901919e-21,4.923042555415469e-22,3.9930142223225996e-14,1.9296884456829986e-25,4.385824836126702e-17,9.868225229712706e-41,5.7829503746658605e-40,4.983159254092553e-16,1.9893811791572355e-32,1.121961659107937e-24,8.654061858814794e-15,1.7257032147327634e-28,3.1348300832486533e-34,1.110633919227729e-25
2.0486984097289295e-09,0.08995120709548779,3.76,0.0,0.8221141186059202,0.9999999988313522,1.4112779534437804e-14,3.7532667162782925e-33,3.184653221416476e-22,1.508842498137876e-08,1.1795880026120995e-09,1.2435637351860033e-11,2.158095534172978e-11,4.81764924806303e-12,1.1562233806226517e-09,7.239008647527423e-13,2.6422650175448035e-12,9.459036403037772e-12,4.928640549573111e-23,6.033218797633463e-14,4.1789941557142075e-26,2.3811837918236126e-13,2.0853160722744023e-13,8.077045057906024e-21,7.902722407921627e-22,5.3216168294682527e-14,3.378508794215514e-25,5.131532274642553e-17,2.2365532649650727e-40,1.2900433130749626e-39,6.342923132391189e-16,3.5554810577697164e-32,1.9692405727088165e-24,1.1398061767705869e-14,3.3848574708742487e-28,5.13458835306463e-34,1.9455545134253458e-25
2.319600683001565e-09,0.0899512071115886,3.76,0.0,0.8221141174479177,0.9999999986748261,2.0399674581077946e-14,5.710677616161531e-33,3.8039572207368777e-22,1.7080314330743703e-08,1.3364479823160734e-09,1.5939730403408215e-11,2.484794043195796e-11,6.181686180945509e-12,1.3092908805535817e-09,9.390398226045876e-13,3.3764637491772773e-12,1.2091639671543071e-11,7.166163092879572e-23,7.734900807376672e-14,6.846200870769243e-26,3.039730097651019e-13,2.67444802172859e-13,1.1678958392771687e-20,1.2024612823334825e-21,6.845916287722941e-14,5.538122880695006e-25,5.887007843701084e-17,4.633213747798857e-40,2.6490561809108017e-39,7.792818861429171e-16,5.912991455634557e-32,3.230698193737334e-24,1.4491741881541354e-14,6.161403536623407e-28,7.94089112009438e-34,3.1854147681415514e-25
2.8614052295468353e-09,0.08995120714377705,3.76,0.0,0.8221141151305064,0.9999999983604083,3.8020110354951395e-14,1.1443758718036974e-32,5.076879456000753e-22,2.106182967554327e-08,1.6507996312721665e-09,2.4249335731157485e-11,3.166052734860923e-11,9.424178931842599e-12,1.6155570884642716e-09,1.4623669547493783e-12,5.105403426812397e-12,1.8295850438949e-11,1.3514725496721491e-22,1.1772270003707517e-13,1.5854220075850461e-25,4.587044099727697e-13,4.073180393291019e-13,2.178021634802316e-20,2.470431017022671e-21,1.0487924676514017e-13,1.2840664970872894e-24,7.421713063542142e-17,1.6291704427610575e-39,9.345225667777414e-39,1.0906127492840917e-15,1.396154193939803e-31,7.482882286035874e-24,2.1692912262923278e-14,1.725843306428052e-27,1.6733570208177997e-33,7.347040960228423e-25
3.331491621365894e-09,0.08995120717169068,3.76,0.0,0.8221141131183242,0.9999999980861489,5.965306171384974e-14,1.870860755230881e-32,6.205688351676647e-22,2.4513885010039915e-08,1.924229632077069e-09,3.286406908221438e-11,3.786729794512016e-11,1.2795542575731079e-11,1.8814277231729564e-09,2.0212580935879022e-12,6.882760533195567e-12,2.4679592191046852e-11,2.142319139346954e-22,1.596041769974828e-13,2.9205131336160754e-25,6.173499118119212e-13,5.525266409410342e-13,3.4189904220282686e-20,4.194253028075364e-21,1.4296293543002273e-13,2.367871182353962e-24,8.773763100233042e-17,4.044830674227489e-39,2.3482126467866604e-38,1.3785535045797537e-15,2.6001266583763093e-31,1.3767559267827626e-23,2.899303250053844e-14,3.662338360652206e-27,2.890765859296485e-33,1.3468075310489016e-24
3.801578013184952e-09,0.08995120719959158,3.76,0.0,0.8221141111047209,0.9999999978105485,8.812972924515903e-14,2.8424656396762015e-32,7.347168835864444e-22,2.7963697460847556e-08,2.1983063423934168e-09,4.278338832879299e-11,4.434372873531738e-11,1.6687976114465574e-11,2.1474357500283476e-09,2.682150467026009e-12,8.913298552372066e-12,3.19786465694009e-11,3.197570215008678e-22,2.0785534145360144e-13,4.967194833001893e-25,7.981638872640919e-13,7.19928753907143e-13,5.053449272691716e-20,6.6721273632886e-21,1.8714524605962085e-13,4.031472906274921e-24,1.0140464275820037e-16,8.894171354636579e-39,5.247564816333787e-38,1.6785982997397929e-15,4.457224626424911e-31,2.3374804221298972e-23,3.7225927304886615e-14,7.052019462114969e-27,4.666034119441865e-33,2.278274875444326e-24
4.271664405004011e-09,0.08995120722748003,3.76,0.0,0.8221141090896921,0.9999999975336212,1.2433588679755645e-13,4.086323750633403e-32,8.495283565353638e-22,3.1411281549293014e-08,2.4730360235872524e-09,5.4006447698099414e-11,5.10848630648e-11,2.1103901213357933e-11,2.4135840296080485e-09,3.449346165196996e-12,1.119286786348772e-11,4.017935212739734e-11,4.557480266686289e-22,2.624794257656644e-13,7.9451076753073185e-25,1.0006873186598146e-12,9.095537616986286e-13,7.132573370770238e-20,1.0090847111508507e-20,2.3748962927356766e-13,6.455119034547087e-24,1.1518781418100045e-16,1.7828569241857618e-38,1.0708575671478847e-37,1.9876420275511116e-15,7.1717323652744605e-31,3.731295744991102e-23,4.6350716326322957e-14,1.2595625791433503e-26,7.146158598207958e-33,3.623555976325395e-24
4.741750796823069e-09,0.08995120725535627,3.76,0.0,0.8221141070732334,0.9999999972553817,1.6914051940340197e-13,5.627638721578021e-32,9.646233307708066e-22,3.4856651614776206e-08,2.7484247800326187e-09,6.653240558691573e-11,5.808585325060321e-11,2.604573488673416e-11,2.6798753834881306e-09,4.327075256983268e-12,1.3717397871458134e-11,4.926822444851375e-11,6.263113357479517e-22,3.2347973487222976e-13,1.2105554161574373e-24,1.2244757821292539e-12,1.1214287584408928e-12,9.706570658345267e-20,1.46570795075438e-20,2.940532242370765e-13,9.845560973419834e-24,1.2906460298433878e-16,3.323851897615304e-38,2.0343865742217443e-37,2.3033875808487033e-15,1.097725365009528e-30,5.672802359759871e-23,5.632821228591982e-14,2.1196580805532097e-26,1.0495833074298455e-32,5.4890338793677905e-24
5.681923580461186e-09,0.0899512073110733,3.76,0.0,0.8221141030360084,0.999999996695023,2.8792605335550643e-13,9.694020402108728e-32,1.1949508236270854e-21,4.1740805901130814e-08,3.3012030663512513e-09,9.548968455953306e-11,7.284862353918008e-11,3.751673497860644e-11,3.2128983636493787e-09,6.430632755321737e-12,1.94855123779777e-11,7.005762813191136e-11,1.087935932013505e-21,4.646225581456155e-13,2.5141500371714767e-24,1.7341469097352226e-12,1.6120265760291092e-12,1.653441976821954e-19,2.8155743154694745e-20,4.260356601586994e-13,2.049060411603885e-23,1.5703718299332898e-16,9.828612492876502e-38,6.2717846212072954e-37,2.9486705636439964e-15,2.294471301541698e-30,1.172650164186425e-22,7.869329180225105e-14,5.241530695224739e-26,2.055200070569771e-32,1.1264441230258326e-23
6.622096364099303e-09,0.08995120736674479,3.76,0.0,0.8221140989930122,0.9999999961295837,4.5108252639481455e-13,1.5211694653582172e-31,1.425187812544308e-21,4.8616270848876094e-08,3.8566867365481346e-09,1.2964861015129265e-10,8.85955730415533e-11,5.1120119388075647e-11,3.746526387088416e-09,9.025090954622957e-12,2.6186786684294973e-11,9.424304060515737e-11,1.73897802609818e-21,6.313115416337522e-13,4.673798276063427e-24,2.323913131111057e-12,2.1918991635187015e-12,2.591760568370706e-19,4.9208630245888065e-20,5.834301586216944e-13,3.8171452704645215e-23,1.8524406600830915e-16,2.4588869508500327e-37,1.6356136232160825e-36,3.606366640192552e-15,4.282869968135653e-30,2.1692642791291e-22,1.0404093361739667e-13,1.1304641148382757e-25,3.651186922905826e-32,2.0687946394412535e-23
7.56226914773742e-09,0.08995120742237286,3.76,0.0,0.8221140949442121,0.9999999955591709,6.649452162922699e-13,2.2334799841964114e-31,1.655332494243561e-21,5.5483153823498025e-08,4.414918850067373e-09,1.6900265434174905e-10,1.0529196842941851e-10,6.687489330628423e-11,4.280780496899033e-09,1.2141544688170751e-11,3.379164953746452e-11,1.2172371655766585e-10,2.615020681123634e-21,8.235754275423966e-13,8.009778317131041e-24,2.9907205476074075e-12,2.8611974342354393e-12,3.8220833609836285e-19,8.015926831706466e-20,7.664884209501576e-13,6.55524345318257e-23,2.136481217286455e-16,5.441058461395949e-37,3.7689964848065674e-36,4.27256459649956e-15,7.359339125529503e-30,3.698933040177468e-22,1.3211495599952486e-13,2.2043622520465283e-25,6.034791431432403e-32,3.502435382326584e-23
8.502441931375537e-09,0.08995120747795947,3.76,0.0,0.8221140908895772,0.9999999949838889,9.356098943327175e-13,3.120498740419031e-31,1.8853023742454474e-21,6.234155919061208e-08,4.975940141518445e-09,2.1354537005580083e-10,1.2290470042125538e-10,8.479993795237749e-11,4.815681125580924e-09,1.5809993157353745e-11,4.227173771753849e-11,1.5240182699568523e-10,3.7529179581881565e-21,1.0414439488252726e-12,1.2898349252413856e-23,3.7317043940694224e-12,3.6200505318144165e-12,5.379377291619531e-19,1.2364744154459917e-19,9.753853638774675e-13,1.057781674724628e-22,2.4222919514405107e-16,1.096962951352786e-36,7.90541285858542e-36,4.9450872187440275e-15,1.1871073912602769e-29,5.926140559079286e-22,1.6268085719416438e-13,3.9794153441984907e-25,9.433415378111232e-32,5.571552733729941e-23
9.442614715013654e-09,0.0899512075335066,3.76,0.0,0.8221140868290772,0.9999999944038382,1.2689498265750957e-12,4.195413111573041e-31,2.1149719566095773e-21,6.919158843639646e-08,5.539789144097668e-09,2.632703871023846e-10,1.4140219484899565e-10,1.0491401866442949e-10,5.351248128457714e-09,2.0059401751540202e-11,5.159983519264852e-11,1.8618234368276577e-10,5.190818882747199e-21,1.2849478058476892e-12,1.9773795247220934e-23,4.544171520491779e-12,4.468568498219184e-12,7.297175989508414e-19,1.826024380727635e-19,1.210226972578989e-12,1.6249468528177506e-22,2.709751546769716e-16,2.0556751124939366e-36,1.5399895754011107e-35,5.622574468321419e-15,1.8217747494599886e-29,9.03832047646932e-22,1.9552383446106924e-13,6.759619576288786e-25,1.4105453812971453e-31,8.437643835555165e-23
9.999999999999999e-09,0.08995120758901615,3.76,0.0,0.8221140844190122,0.9999999940577415,1.4984847776474467e-12,4.926543776230588e-31,2.2509712536479567e-21,7.324874180394814e-08,5.875419434328618e-09,2.9519439646988416e-10,1.527739162684812e-10,1.1787993631990703e-10,5.669083757942127e-09,2.2864448611509018e-11,5.75197334101883e-11,2.0763632794576802e-10,6.200982658333269e-21,1.4414270470458916e-12,2.498729774008696e-23,5.058556600626742e-12,5.013991019654943e-12,8.617547517952041e-19,2.261560298810478e-19,1.361724384456005e-12,2.0558496978981334e-22,2.8809235851993536e-16,2.8993173059207975e-36,2.2219337647316872e-35,6.026233461255495e-15,2.3029598600885214e-29,1.138623901868857e-21,2.159890516348749e-13,9.036196320928357e-25,1.7593593507267545e-31,1.0585233510916135e-22
1.0382787498651771e-08,0.08995120758901615,3.76,0.0,0.8221140827626834,0.999999993819117,1.6706286242970259e-12,5.470766538473876e-31,2.3443023580391984e-21,7.603334024661619e-08,6.106502287105311e-09,3.181714101990707e-10,1.6075434298558102e-10,1.2723578725138155e-10,5.887500807889044e-09,2.4917748737052546e-11,6.174982686272307e-11,2.22972962301466e-10,6.968179391553926e-21,1.5541186395434753e-12,2.9130442844688334e-23,5.425586316263196e-12,5.4068440451477306e-12,9.60763372181951e-19,2.602361530669932e-19,1.4710569958249497e-12,2.39870193824439e-22,2.998797104715771e-16,3.631276633672044e-36,2.8256171077340996e-35,6.304263202007346e-15,2.6852791716425826e-29,1.3246117744716704e-21,2.304471609575053e-13,1.092990953469894e-24,2.0340931053853068e-31,1.2279142583617587e-22
1.1322960282289888e-08,0.08995120764448995,3.76,0.0,0.8221140786903677,0.9999999932298191,2.1461104791474754e-12,6.95854925808969e-31,2.573330026522772e-21,8.286691056885424e-08,6.676113977009983e-09,3.782422176614859e-10,1.8093244372991902e-10,1.517837828202884e-10,6.424457932804955e-09,3.0412063456897654e-11,7.269666045556693e-11,2.6268404167113616e-10,9.125768615576807e-21,1.848989006452028e-12,4.1524493158134604e-23,6.373559376342972e-12,6.434953979493304e-12,1.2341570322155132e-18,3.600365914325225e-19,1.7578625180978686e-12,3.426138733232763e-22,3.2894097241275016e-16,6.10768465152944e-36,4.931765447169094e-35,6.989842977442115e-15,3.8284853480080253e-29,1.87836183507053e-21,2.672708570239057e-13,1.6966064079182277e-24,2.8462217679461785e-31,1.7291085594514148e-22
1.3203305849566122e-08,0.0899512077553375,3.76,0.0,0.8221140705278638,0.9999999920378566,3.3394182298369787e-12,1.0615763809846036e-30,3.0305620336937353e-21,9.650987737482984e-08,7.824161131583666e-09,5.138686540222758e-10,2.2365829043515032e-10,2.0763206243672363e-10,7.500558082703103e-09,4.341226673476291e-11,9.688565948234691e-11,3.5052182183552855e-10,1.4751316918048056e-20,2.515962967107642e-12,7.79733036079229e-23,8.4602737152258e-12,8.76091511129385e-12,1.919684548821885e-18,6.414180330747001e-19,2.4091047435158186e-12,6.458934369297829e-22,3.875345443224666e-16,1.5377134514096522e-35,1.334953674699585e-34,8.37232656342256e-15,7.18599074834091e-29,3.4903032804433814e-21,3.459736905083156e-13,3.7074613326143714e-24,5.18180076601162e-31,3.168694779774085e-22
1.4895616860114732e-08,0.08995120785499552,3.76,0.0,0.8221140631610983,0.9999999909503249,4.716938372067695e-12,1.4741004060439348e-30,3.44121604056845e-21,1.0876147613950902e-07,8.867623701060903e-09,6.535521300506462e-10,2.646747975724648e-10,2.656929672978557e-10,8.471635625220657e-09,5.754079364324772e-11,1.2114978277787936e-10,4.38716277405721e-10,2.155078841838701e-20,3.2044763389042243e-12,1.280895488119912e-22,1.0544541318485247e-11,1.1162013527628803e-11,2.7098687829258e-18,1.0108343820373975e-18,3.0829815471289845e-12,1.064714943996554e-21,4.4081202882822427e-16,3.1776312761084536e-35,2.9355544018887863e-34,9.629550972135247e-15,1.17929261083997e-28,5.679589341814939e-21,4.2179208558573044e-13,6.863007095338974e-24,8.321004332504224e-31,5.092911719280249e-22
