Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030)
3.312054857012375e-05,0.09014138963764941,3.76,0.0,0.9504757017733699,0.9993185247442189,0.00023149194420022526,7.828324860440863e-24,3.1309516744026253e-18,6.995774509955933e-06,2.0871522033278347e-05,0.00019250585866272338,1.158025915554695e-06,0.0013864031883775636,0.00034308824708888393,0.0006846156313541664,1.2945147627691413e-06,1.6105032686692255e-07,6.080650796548112e-10,0.00021715212904391992,6.995153729673518e-09,2.089173427599038e-07,7.520580480088386e-06,6.07545733405303e-10,2.4434610716999925e-07,3.085154281440831e-08,2.614509508537421e-09,1.1252416488288362e-12,1.1415605911748457e-17,3.314496659404613e-14,4.2001496064156226e-11,1.8542381475473352e-16,9.772495172445792e-09,3.4495539724648275e-09,4.1267925337033307e-08,1.0832701581596466e-18,2.4377485470791673e-12,4.73942926170384e-11,1.6970340713427058e-16,7.003286802635005e-09,8.104071259795564e-14,3.3017523249400252e-12,7.910840362504828e-16,1.020928847042701e-12,3.769737539650842e-21,1.2018066482911069e-21,1.8024587521708943e-13,1.1413203262248976e-12,5.480523108288648e-16,7.712776792436399e-17,8.665163981827858e-14,1.3141114020929366e-16,1.447175157029241e-15,3.3283550052643777e-14
3.389249005302554e-05,0.09014209408208886,3.76,0.0,0.950401976520531,0.9992857591404746,0.00024753304018471046,8.99352789814016e-24,3.474775499621328e-18,7.001881114513063e-06,2.1609031437841543e-05,0.0001971740317680501,1.1985972193713503e-06,0.0014568166480238792,0.0003554249595307154,0.0007189058350737831,1.3402227901549596e-06,1.6118333661664983e-07,6.639587586506534e-10,0.00022932126348728453,7.769809814605396e-09,2.196496250492781e-07,7.863222821976696e-06,6.620650159545013e-10,2.7039013172592907e-07,3.193744047597805e-08,2.8551716283937685e-09,1.177066908978019e-12,1.3130599774313844e-17,3.822186471414973e-14,4.471131347266935e-11,2.0109462849746724e-16,1.0452130902958847e-08,3.5745804966487266e-09,4.57829213096186e-08,1.1708721963131339e-18,2.5712849533503008e-12,4.984552951221945e-11,1.883137237626054e-16,7.649850866445405e-09,9.189548749666675e-14,3.682973546015785e-12,8.313412570004498e-16,1.1579536956074367e-12,4.305737032640702e-21,1.3449736537780312e-21,1.8908963721162368e-13,1.232886990563133e-12,5.920090915218692e-16,8.331366583520002e-17,9.363822800011591e-14,1.457896148144025e-16,1.6118419609246827e-15,3.968905687851028e-14
3.4664431535927325e-05,0.09014282386564591,3.76,0.0,0.9503256765850978,0.9992519245823724,0.00026439194097675794,1.0322627048740873e-23,3.8542796274389365e-18,7.008995227076877e-06,2.236419200751117e-05,0.0002018487734880773,1.2401113377694586e-06,0.001529774788574982,0.000367966471209946,0.0007543894803246377,1.3870212837374316e-06,1.6133925004648884e-07,7.240951714210582e-10,0.00024193719307635182,8.616551495066754e-09,2.307602548603644e-07,8.21728231912399e-06,7.206441348185553e-10,2.9875981216615527e-07,3.304914765043303e-08,3.1141432402420282e-09,1.2313027113906201e-12,1.507387750037864e-17,4.3983426941199804e-14,4.760482518762151e-11,2.1787529150591255e-16,1.116674687327929e-08,3.70236777949367e-09,5.0710134335431206e-08,1.2643272151094609e-18,2.7109231864014162e-12,5.2395673269910266e-11,2.086315364034444e-16,8.348364525816913e-09,1.0401048929532266e-13,4.100785059106286e-12,8.730634792669749e-16,1.3102919711389253e-12,4.910702305527475e-21,1.5030030966727083e-21,1.9828649589179904e-13,1.3308413601830798e-12,6.390301284972179e-16,8.993077415848264e-17,1.0111343075170346e-13,1.6148103012721403e-16,1.7931722413880066e-15,4.716146133875878e-14
3.543637301882911e-05,0.09014357965159332,3.76,0.0,0.9502467365707212,0.9992169992711133,0.0002820972943012606,1.183672692533019e-23,4.272745548997997e-18,7.017174285123324e-06,2.3137091863717546e-05,0.0002065308066817337,1.282571375225461e-06,0.001605342195033274,0.00038070946479376957,0.0007910939069282755,1.434915385946475e-06,1.615193794385249e-07,7.887326443578186e-10,0.0002550103943723919,9.540983942938256e-09,2.422576561741398e-07,8.583156531095146e-06,7.83527444975036e-10,3.2962776924388776e-07,3.4186792562083997e-08,3.3925432149938664e-09,1.2880711904000264e-12,1.7272193687735438e-17,5.0510338691344204e-14,5.0694125834554305e-11,2.3583524807159793e-16,1.1917756319733447e-08,3.832973345446944e-09,5.608066284517851e-08,1.3639813734691486e-18,2.856955662968875e-12,5.504873227436136e-11,2.307866591638562e-16,9.102448876733287e-09,1.1751498391294924e-13,4.558077341828479e-12,9.162889700994585e-16,1.4793453476015657e-12,5.59295191375271e-21,1.6772532892353104e-21,2.0785040637886915e-13,1.4355578252258772e-12,6.892947403693957e-16,9.700432612616837e-17,1.0910587390542744e-13,1.7858446302975244e-16,1.9926534056411636e-15,5.5852146371319045e-14
3.62083145017309e-05,0.09014436210953249,3.76,0.0,0.9501650905400337,0.9991809614592245,0.00030067837696670294,1.355934859785218e-23,4.7337111374137454e-18,7.026477201162638e-06,2.3927807153139204e-05,0.0002112208930629469,1.325979741605682e-06,0.0016835839698726308,0.0003936502126666094,0.000829046521363985,1.4839094809074831e-06,1.6172507064441646e-07,8.581408314453799e-10,0.00026855137430006356,1.0549068382093698e-08,2.5415025391048974e-07,8.961259862822695e-06,8.509700809940539e-10,3.6317698257082007e-07,3.53504866361202e-08,3.691539801625115e-09,1.3475009045031325e-12,1.9755020269456442e-17,5.789145153973906e-14,5.39920033294239e-11,2.5504805913471245e-16,1.2706630115377018e-08,3.966457236385607e-09,6.192748490622053e-08,1.4702007575424833e-18,3.0096908989803306e-12,5.780891921219565e-11,2.5491682640159026e-16,9.915936418618693e-09,1.3255035917718007e-13,5.057925818357632e-12,9.610564104621243e-16,1.6666183178083503e-12,6.36177174329823e-21,1.8691918415256787e-21,2.1779600639529688e-13,1.5474273261984697e-12,7.429901401621147e-16,1.045606657835043e-16,1.1764544265135016e-13,1.9720498181349848e-16,2.2118855003823145e-15,6.593030139634725e-14
3.698025598463269e-05,0.09014517191504083,3.76,0.0,0.9500806720548705,0.9991437894637617,0.0003201650939397565,1.551667066318999e-23,5.24098629765735e-18,7.036964297247113e-06,2.4736401945537938e-05,0.00021591983417999455,1.3703381499190573e-06,0.0017645656917405935,0.00040678458702486496,0.0008682747755959655,1.534007187769097e-06,1.6195770155143523e-07,9.32600920879634e-10,0.0002825706466578275,1.1647138990448558e-08,2.6644645573543097e-07,9.352024349308815e-06,9.232381856182896e-10,3.9960124536269424e-07,3.6540324441955195e-08,4.01235155351202e-09,1.4097271113486454e-12,2.2554780148571912e-17,6.622446994168284e-14,5.7511967113683104e-11,2.755916525358925e-16,1.3534899723410162e-08,4.102882289976707e-09,6.828553952799029e-08,1.5833725867962559e-18,3.169454431898356e-12,6.068066308554958e-11,2.811680374535838e-16,1.0792880330343952e-08,1.4927120084278172e-13,5.60360019808319e-12,1.0074048790019218e-15,1.873724044533535e-12,7.227523094655487e-21,2.0804032464502397e-21,2.281386459595811e-13,1.6668577186320158e-12,8.003116055975731e-16,1.1262727194588264e-16,1.2676330859190247e-13,2.1745390567505125e-16,2.452587808751093e-15,7.758456351508872e-14
3.775219746753448e-05,0.09014600974933241,3.76,0.0,0.9499934142174989,0.9991054616788257,0.0003405879760236758,1.773778407847101e-23,5.798668980842127e-18,7.048697235849875e-06,2.5562928180389905e-05,0.00022062847235494973,1.4156476168904681e-06,0.0018483533730996597,0.0004201080717475243,0.0009088061458412978,1.5852113570890802e-06,1.6221868046331507e-07,1.0124058306778167e-09,0.0002970787082144323,1.2841920203573496e-08,2.7915463367623355e-07,9.755900473808539e-06,1.0006091313916563e-09,4.3910562862813786e-07,3.7756383709643446e-08,4.356248201252057e-09,1.474892044274499e-12,2.570709226551845e-17,7.561667700088507e-14,6.12682763770571e-11,2.9754858628757165e-16,1.4404160321881034e-08,4.242314419549555e-09,7.519180936085111e-08,1.703906483595485e-18,3.336589776403546e-12,6.366862158292193e-11,3.096949067339394e-16,1.173756394823638e-08,1.6784645928760172e-13,6.198574204986844e-12,1.0553738353554437e-15,2.102390465513084e-12,8.201759765489317e-21,2.312596766028099e-21,2.3889441762673546e-13,1.7942741273510347e-12,8.614626441097751e-16,1.2123278141387907e-16,1.3649195595901022e-13,2.3944906867904467e-16,2.7166055780942404e-15,9.102476025486556e-14
3.8524138950436266e-05,0.09014687629889569,3.76,0.0,0.9499032497127036,0.999065956587328,0.000361978176129945,2.025496030327552e-23,6.411161704469929e-18,7.061738947518863e-06,2.64074256619401e-05,0.00022534769158092492,1.4619084663092263e-06,0.0019350134169614766,0.00043361577601830863,0.0009506681113628474,1.6375240702626836e-06,1.6250944440505778e-07,1.0978603927651869e-09,0.00031208601448368947,1.414054440390592e-08,2.922831056290169e-07,1.0173358018746177e-05,1.0833717360913698e-09,4.819069544589782e-07,3.8998725418823884e-08,4.724551471188963e-09,1.543145189823169e-12,2.9251032407441175e-17,8.618570243810381e-14,6.52759682114466e-11,3.210063278337948e-16,1.531607410604484e-08,4.3848228894799085e-09,8.268540468784265e-08,1.8322358200077627e-18,3.5114594199338755e-12,6.67776938482932e-11,3.406610189090207e-16,1.2754510439648904e-08,1.8846071363810171e-13,6.8465357203766464e-12,1.1050031031673726e-15,2.354466663369412e-12,9.297357030586479e-21,2.5676147308453137e-21,2.500801872803895e-13,1.9301192897681424e-12,9.266551521882341e-16,1.304070113917784e-16,1.4686520694541622e-13,2.6331508788030467e-16,3.0059169325569943e-15,1.0648375529788609e-13
3.9296080433338054e-05,0.09014777225512675,3.76,0.0,0.9498101108505842,0.999025252771948,0.0003843674641319935,2.310395265658345e-23,7.083188885148755e-18,7.076153555752098e-06,2.7269922101428294e-05,0.00023007841837500433,1.5091203351134673e-06,0.002024612572859175,0.0004473024496635599,0.0009938881333652872,1.6909466418744521e-06,1.62831457362457e-07,1.1892815219794157e-09,0.0003276029552730649,1.5550569981105147e-08,3.058401167743605e-07,1.0604886948647515e-05,1.1718264704995818e-09,5.282342781481827e-07,4.026739395695891e-08,5.118635848711974e-09,1.6146435690369466e-12,3.322941505804886e-17,9.806034181855631e-14,6.955088598379843e-11,3.4605755548985195e-16,1.627237377523678e-08,4.530480584186303e-09,9.080764861883352e-08,1.9688191699864633e-18,3.694445871966827e-12,7.001303389203023e-11,3.7423928907734624e-16,1.3848492666825424e-08,2.1131554070928223e-13,7.551397365020386e-12,1.156332852986407e-15,2.6319295138817707e-12,1.0528654310244141e-20,2.8474413976772224e-21,2.617136263348339e-13,2.0748538866022566e-12,9.961095683856825e-16,1.4018098101209021e-16,1.5791824600189029e-13,2.891836353442466e-16,3.322640093426538e-15,1.2421939862514275e-13
4.006802191623984e-05,0.09014869831395167,3.76,0.0,0.9497139296099179,0.9989833289252457,0.00040778822029833764,2.632431444714469e-23,7.819814484678855e-18,7.09200629961344e-06,2.815043320479509e-05,0.0002348216225850417,1.5572821820492813e-06,0.0021172178922091727,0.00046116250014713994,0.0010384936340714366,1.7454796248973345e-06,1.631862084680396e-07,1.2869983726507635e-09,0.0003436398301110784,1.707999974674765e-08,3.1983382102754913e-07,1.1050998324112306e-05,1.266285658537013e-09,5.78329378825253e-07,4.156241734429803e-08,5.539929283426573e-09,1.6895520175436663e-12,3.7689087941564134e-17,1.1138142192822409e-13,7.410970742853797e-11,3.7280047521329884e-16,1.7274866210850887e-08,4.6793642742465e-09,9.960216338964155e-08,2.1141418360473357e-18,3.8859527515475e-12,7.338006435818013e-11,4.106123269117283e-16,1.5024543234974755e-08,2.3663099645737673e-13,8.31730754857295e-12,1.2094035849075862e-15,2.9368906268280134e-12,1.1911608926082263e-20,3.1542121260512527e-21,2.7381324431807055e-13,2.22895686059867e-12,1.0700550202224712e-15,1.5058693200234232e-16,1.6968764317263032e-13,3.1719371372135267e-16,3.669040701386959e-15,1.4451658199130847e-13
4.083996339914163e-05,0.09014965517544232,3.76,0.0,0.949614637681937,0.998940163858887,0.00043227342730933424,2.9959723569738063e-23,8.626460065200598e-18,7.109363454607949e-06,2.904896280429811e-05,0.0002395783181487796,1.606392298775403e-06,0.0022128966832160213,0.00047519001114381526,0.0010845119760538409,1.801122818663569e-06,1.635752101451406e-07,1.3913524839955928e-09,0.00036020682366591923,1.8737299685847306e-08,3.342722626379107e-07,1.1512225245692104e-05,1.3670736716876618e-09,6.324472582893859e-07,4.288380752363619e-08,5.9899138357906294e-09,1.7680434633623243e-12,4.2681242786087626e-17,1.263027106632653e-13,7.89699723566309e-11,4.0133915501421984e-16,1.8325436351777746e-08,4.831554873368117e-09,1.0911495766427383e-07,2.2687174612013548e-18,4.086405913653969e-12,7.68844906009334e-11,4.499728044091576e-16,1.628796471808778e-08,2.646472180541702e-13,9.148662016201194e-12,1.2642561111599922e-15,3.271603594940224e-12,1.3463964118357934e-20,3.490222969493225e-21,2.863984216136402e-13,2.392925723507072e-12,1.1487294649930353e-15,1.6165834849597545e-16,1.8221137649222484e-13,3.4749193505686553e-16,4.047539270226289e-15,1.6768940019850885e-13
4.161190488204342e-05,0.09015064354342509,3.76,0.0,0.9495121665143673,0.9988957365119618,0.00045785666086970594,3.4058352982181265e-23,9.50892373790716e-18,7.128292252345625e-06,2.996550303223536e-05,0.0002443495638040797,1.6564483233531757e-06,0.0023117164654758216,0.0004893787625933454,0.001131970441893715,1.8578752794454185e-06,1.6399999622284502e-07,1.5026979095458673e-09,0.0003773139812736475,2.0531418026003238e-08,3.4916335794940814e-07,1.1989123826337032e-05,1.4745271164366206e-09,6.908566477154821e-07,4.4231560710401504e-08,6.470126266057458e-09,1.85029920633157e-12,4.826175082942236e-17,1.4299188093537322e-13,8.415011038238227e-11,4.3178388616176105e-16,1.9426051273356347e-08,4.987137682680402e-09,1.1939451473456339e-07,2.433089767715381e-18,4.296254633845398e-12,8.053231541467971e-11,4.925238273672609e-16,1.7644340055607136e-08,2.956261550928608e-13,1.005011592466025e-11,1.3209315388357723e-15,3.638471567755797e-12,1.5205434291690194e-20,3.857940921068954e-21,2.994894436356699e-13,2.5672768492208845e-12,1.232379823655915e-15,1.7342997586604818e-16,1.9552885324982881e-13,3.802328025449797e-16,4.460718974448293e-15,1.9408341822910618e-13
4.238384636494521e-05,0.09015166412508516,3.76,0.0,0.9494064473555806,0.9988500259583757,0.0004845720789351769,3.8673264521719386e-23,1.047339936857068e-17,7.1488607995105195e-06,3.090003453434702e-05,0.00024913646374936607,1.7074472559244517e-06,0.0024137449244313854,0.0005037222521218677,0.001180896214235143,1.9157353335156066e-06,1.6446212003360579e-07,1.6214013330558882e-09,0.00039497118469735706,2.2471804604104475e-08,3.6451487745486504e-07,1.248227419092922e-05,1.5889950138017991e-09,7.538405219142545e-07,4.5605657799318084e-08,6.982158563875955e-09,1.9365091933099645e-12,5.4491512486993265e-17,1.6163152739929304e-13,8.966946808391179e-11,4.642515622508516e-16,2.0578764475950562e-08,5.146202627960455e-09,1.3049188151245424e-07,2.6078343823323478e-18,4.515972837872593e-12,8.432985413379778e-11,5.384793093595007e-16,1.9099543113028555e-08,3.298534389084128e-13,1.1026596482780458e-11,1.3794712525515407e-15,4.040055168792422e-12,1.715790368277062e-20,4.2600144997913454e-21,3.131075352526608e-13,2.7525457536000794e-12,1.3212621079426432e-15,1.8593783860618192e-16,2.096809301909038e-13,4.1557899485187093e-16,4.911333512975478e-15,2.2407804401280213e-13
4.3155787847846996e-05,0.09015271763056631,3.76,0.0,0.9492974112987129,0.9988030114133081,0.0005124544095779711,4.386279319439132e-23,1.1526496050244734e-17,7.17113799662751e-06,3.185252672001136e-05,0.00025394016825368656,1.7593854763581652e-06,0.002519049865828347,0.0005182137177020692,0.0012313163562973543,1.9747005925477893e-06,1.6496315250452487e-07,1.7478421747562809e-09,0.0004131881282405379,2.4568430511431413e-08,3.803344282869485e-07,1.2992281501326647e-05,1.7108389741952028e-09,8.216966208461362e-07,4.700606482446393e-08,7.527658419140863e-09,2.0268722876758574e-12,6.14368229106733e-17,1.824202310935935e-13,9.554833545839521e-11,4.988660770371607e-16,2.178572038914473e-08,5.308844483863536e-09,1.424607582117234e-07,2.79356075239154e-18,4.746060369220055e-12,8.82837499286536e-11,5.880643477155343e-16,2.0659749399695155e-08,3.6764039946912e-13,1.2083316194062265e-11,1.4399168973024334e-15,4.479080776167387e-12,1.9345641648229062e-20,4.6992847284362445e-21,3.27274894865852e-13,2.9492873627345573e-12,1.4156415413344868e-15,1.9921925735286247e-16,2.247099328027735e-13,4.537016526694159e-16,5.402315027438634e-15,2.5808900634171496e-13
4.3927729330748784e-05,0.09015380477256812,3.76,0.0,0.9491849893256125,0.9987546722387445,0.0005415389375228339,4.96909944874598e-23,1.2675258581099904e-17,7.195193457136666e-06,3.2822938046337647e-05,0.00025876187421609517,1.8122587637531184e-06,0.002627699170316715,0.0005328461614093013,0.0012832577929022678,2.034767971119241e-06,1.655046802545486e-07,1.88241268189117e-09,0.0004319742953388148,2.683180799742639e-08,3.966294371396895e-07,1.351977700521265e-05,1.8404333669703757e-09,8.947379781104726e-07,4.843273346616372e-08,8.108329636389687e-09,2.1215965383682296e-12,6.916976627212437e-17,2.0557367949137421e-13,1.0180797221230406e-10,5.357587542543857e-16,2.304915909729947e-08,5.475163079543882e-09,1.5535758861701291e-07,2.990914212790723e-18,4.987044318208845e-12,9.240098974694392e-11,6.415156020031682e-16,2.233144693707371e-08,4.093262397726844e-13,1.3225786741742611e-11,1.502310361733312e-15,4.958449188523705e-12,2.179553925833824e-20,5.178796874780866e-21,3.4201472995012225e-13,3.1580762669230253e-12,1.5157926729820828e-15,2.1331286490837507e-16,2.406596734326383e-13,4.947806672445739e-16,5.936782388884347e-15,2.9657093718791906e-13
4.469967081365057e-05,0.09015492626594183,3.76,0.0,0.9490691123504758,0.9987049879480948,0.0005718614893922376,5.622812990307414e-23,1.3927188137239054e-17,7.221097427283873e-06,3.38112163330474e-05,0.0002636028256743564,1.8660623175724772e-06,0.002739760748337619,0.0005476123741176474,0.0013367472920691006,2.095933706128076e-06,1.6608830370938764e-07,2.0255180046764785e-09,0.0004513389357541738,2.9273010610818206e-08,4.134071337408435e-07,1.4065419106889484e-05,1.9781654821605074e-09,9.732934561340716e-07,4.988560159958359e-08,8.72593249181683e-09,2.220899441425411e-12,7.776862609590399e-17,2.313258447569754e-13,1.0847063318423495e-10,5.750687980318975e-16,2.4371421292134797e-08,5.6452634937041785e-09,1.6924165083874073e-07,3.200578152339124e-18,5.239480404665669e-12,9.668892066132706e-11,6.990816736503708e-16,2.412144727060258e-08,4.552803781538591e-13,1.4459833559192655e-11,1.566693761460531e-15,5.481244699853391e-12,2.4537361931526595e-20,5.701812567030948e-21,3.5735129277575706e-13,3.3795069600875773e-12,1.6219994842573624e-15,2.2825862122788664e-16,2.5757546824991293e-13,5.390049705159002e-16,6.5180495466779895e-15,3.4002005743719697e-13
4.547161229655236e-05,0.09015608282728536,3.76,0.0,0.9489497112630496,0.9986539382099203,0.00060345841770618,6.3551111459021e-23,1.5290263011229947e-17,7.248920707266577e-06,3.481729910476939e-05,0.0002684643142632664,1.9207907801504986e-06,0.0028553024954295963,0.0005625049609693046,0.001391811447222444,2.1581933779758077e-06,1.6671563524391616e-07,2.177576265193551e-09,0.00047129104349406093,3.190369355828941e-08,4.3067453504610026e-07,1.4629894458082564e-05,2.1244356888463827e-09,1.0577082877968803e-06,5.1364593882242085e-08,9.382284034407594e-09,2.325008192478973e-12,8.731831009055177e-17,2.5993021424867446e-13,1.1555959275624724e-10,6.169437623775077e-16,2.5754953457835002e-08,5.819256234354822e-09,1.8417514845395262e-07,3.4232762728778577e-18,5.503954398506031e-12,1.0115526628284063e-10,7.610234859683109e-16,2.6036896618354992e-08,5.059049693974863e-13,1.579161113098093e-11,1.6331094228238443e-15,6.050744608593165e-12,2.7604020889390436e-20,6.271822244859076e-21,3.7330991515336943e-13,3.6141940687879595e-12,1.7345554894911137e-15,2.440978275967657e-16,2.755041533903865e-13,5.865728265040907e-16,7.14963382632791e-15,3.889769648708853e-13
4.624355377945415e-05,0.09015727517453884,3.76,0.0,0.9488267169712665,0.9986015028507982,0.0006363665836888067,7.17440308113488e-23,1.6772960529163947e-17,7.278734574056743e-06,3.584111395738333e-05,0.00027334767962315903,1.97643826044081e-06,0.002974392248082094,0.0005775163674422126,0.001448476660054189,2.221541933246861e-06,1.6738829736215535e-07,2.3390186121557426e-09,0.0004918393355743505,3.47361142610131e-08,4.484384301246731e-07,1.5213919066728714e-05,2.279657590839857e-09,1.148344624261026e-06,5.2869622372835814e-08,1.0079258335183874e-08,2.4341599372270386e-12,9.791080785480357e-17,2.9166107721900333e-13,1.230991689758395e-10,6.615400584967042e-16,2.7202313293828323e-08,5.997257394818809e-09,2.0022330193551328e-07,3.659775026244561e-18,5.781083603392663e-12,1.0580814378185397e-10,8.276146655904712e-16,2.8085287149858593e-08,5.616376160551827e-13,1.7227619072516973e-11,1.7015998673650516e-15,6.67042918821626e-12,3.103187055538373e-20,6.89255849518402e-21,3.899170446697719e-13,3.8627725675138365e-12,1.8537638300316638e-15,2.608731398585916e-16,2.9449409997445503e-13,6.376921237438983e-16,7.835264639549371e-15,4.4402952312313704e-13
4.701549526235594e-05,0.09015850402658182,3.76,0.0,0.9487000604432083,0.9985476618573714,0.0006706233389401724,8.089875863984079e-23,1.838427908749126e-17,7.310610706312438e-06,3.688257894488427e-05,0.0002782543097594145,2.0329983587740166e-06,0.003097097740256078,0.0005926389058347322,0.001506769124073501,2.285973708648171e-06,1.681079209245418e-07,2.51028925961915e-09,0.000512992231740258,3.7783153087162715e-08,4.6670536582500643e-07,1.58182394215982e-05,2.4442581748684827e-09,1.2455820887812105e-06,5.440058717478742e-08,1.081878668382063e-08,2.548602010888381e-12,1.0964566724201019e-16,3.268148732974697e-13,1.311147464894963e-10,7.090234856489212e-16,2.8716175380337904e-08,6.179388796565769e-09,2.174544402749602e-07,3.910886164470247e-18,6.0715184041903975e-12,1.1065608138385472e-10,8.991419238858991e-16,3.0274468388233085e-08,6.229542818853656e-13,1.8774719038596655e-11,1.7722077963568075e-15,7.343992148446698e-12,3.4861024980765594e-20,7.568009816140229e-21,4.072002811544798e-13,4.125897977519731e-12,1.9799373601932576e-15,2.78628580499924e-16,3.145952278312653e-13,6.925806684153949e-16,8.578892266381802e-15,5.058158503128665e-13
4.7787436745257725e-05,0.09015977010283295,3.76,0.0,0.9485696727482815,0.9984923953776185,0.0007062665060369657,9.111544588346466e-23,2.01337599563115e-17,7.344621111709943e-06,3.7941602983077316e-05,0.00028318564135401567,2.0904641923386834e-06,0.003223486560682871,0.0006078647819824428,0.0015667148088729023,2.3514824560607176e-06,1.6887614342983097e-07,2.691845521890466e-09,0.0005347578352529491,4.1058334241105325e-08,4.85481633416477e-07,1.6443633630588602e-05,2.6186779565343257e-09,1.349818336292715e-06,5.595737710275492e-08,1.1602857734332278e-08,2.6685921655271592e-12,1.2263048251191152e-16,3.657115979802643e-13,1.3963279818907784e-10,7.595697800886173e-16,3.029933709170098e-08,6.3657781165156545e-09,2.3594009270765465e-07,4.177469378828939e-18,6.37594385418937e-12,1.1570803579470874e-10,9.759054371849433e-16,3.261265872919971e-08,6.903724198686692e-13,2.0440152513519033e-11,1.844976075963307e-15,8.07535161814602e-12,3.9135694947729225e-20,8.302434619051752e-21,4.2518841140156475e-13,4.4042465572215965e-12,2.1133987279008157e-15,2.974095500047412e-16,3.358590185648452e-13,7.514664778115723e-16,9.3846964441398e-15,5.750274060952704e-13
4.855937822815951e-05,0.09016107412285293,3.76,0.0,0.948435485097514,0.9984356837214078,0.000743334358131658,1.0250313416757234e-22,2.2031510568657372e-17,7.3808380570047154e-06,3.9018086266710434e-05,0.0002881431600304045,2.148828421259356e-06,0.003353626111043406,0.0006231861220206158,0.00162833944513224,2.4180613684397035e-06,1.6969460735896297e-07,2.884157837546793e-09,0.0005571439148420689,4.457584679159344e-08,5.047732561476081e-07,1.709091257049312e-05,2.8033711270716126e-09,1.4614696186088786e-06,5.753987036442168e-08,1.2433517605661356e-08,2.794398794934968e-12,1.3698141947459744e-16,4.086962652342846e-13,1.4868090656259088e-10,8.133652086831934e-16,3.195472476205903e-08,6.556558986616731e-09,2.557550804523375e-07,4.460435148114595e-18,6.695081324893282e-12,1.209734101557127e-10,1.05821922753495e-15,3.510845707080844e-08,7.644543277963498e-13,2.223155953781459e-11,1.919947723535021e-15,8.868661682848454e-12,4.3904556236559626e-20,9.100376246188772e-21,4.439114453968907e-13,4.698515481098548e-12,2.2544804497967143e-15,3.1726283741699387e-16,3.5833852765632153e-13,8.145880739898592e-16,1.0257095419889713e-14,6.524121759986414e-13
4.93313197110613e-05,0.09016241680595181,3.76,0.0,0.9482974288828788,0.9983775073603848,0.0007818655976244904,1.1518050202392385e-22,2.4088227827480052e-17,7.419334001113648e-06,4.011192069667225e-05,0.00029312840057307653,2.2080832750664117e-06,0.0034875835651208944,0.0006385949990067148,0.0016916685103762856,2.4857031063060997e-06,1.7056495858792107e-07,3.0877097749880996e-09,0.0005801578879157873,4.835056581738304e-08,5.245859777569197e-07,1.7760921045936493e-05,2.9988056930329557e-09,1.58097135507251e-06,5.914793524971394e-08,1.3312869936384897e-08,2.9263011446013306e-12,1.5282376304510764e-16,4.561404335795251e-13,1.5828778349803314e-10,8.706071892112276e-16,3.3685400107907976e-08,6.751871078522444e-09,2.7697760838078857e-07,4.760747714980764e-18,7.02969023075027e-12,1.26462072577955e-10,1.1464115425773736e-15,3.7770854547324005e-08,8.458107449906544e-13,2.4156998428559745e-11,1.997165893771023e-15,9.728324511839365e-12,4.922114045435335e-20,9.966678504799506e-21,4.634006529981443e-13,5.009422998785419e-12,2.403524977130556e-15,3.382366295962406e-16,3.820883950295386e-13,8.821947773153733e-16,1.1200755125552253e-14,7.387779521162126e-13
5.010326119396309e-05,0.09016379887080134,3.76,0.0,0.9481554357155688,0.998317846927263,0.0008218993339866287,1.2927641303305553e-22,2.631522067901305e-17,7.460181531411296e-06,4.1222990313686096e-05,0.00029814294710350716,2.268220579275172e-06,0.003625425829010214,0.0006540834592208149,0.0017567272154961739,2.55439982470717e-06,1.7148884487387182e-07,3.302998037438231e-09,0.0006038068051100746,5.239807365185605e-08,5.44925252156007e-07,1.845453895520859e-05,3.205463614207766e-09,1.7087787085187947e-06,6.078143082765039e-08,1.424307589445422e-08,3.06458950671024e-12,1.7029247231696896e-16,5.084437936521017e-13,1.6848328854797622e-10,9.315049257118741e-16,3.549456691195457e-08,6.951860174803995e-09,2.996893565370111e-07,5.0794281379786636e-18,7.380569798299194e-12,1.3218437447821034e-10,1.2408252326670225e-15,4.060924636117864e-08,9.351047042924308e-13,2.6224966552178264e-11,2.076673865610068e-15,1.0659003111582629e-11,5.514424786468282e-20,1.0906501288693502e-20,4.836885979512073e-13,5.337708587837264e-12,2.560884756665477e-15,3.603805198003909e-16,4.0716485513425173e-13,9.545469995173667e-16,1.2220597971470413e-14,8.349957095187706e-13
