Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15)
3.220517171325831e-06,0.16912072553571073,3.76,0.0,0.5474989968466015,0.9712810781545161,0.03593933901882062,1.862369806421556e-13,5.812102261155783e-11,0.008249106213468546,0.0024817344456407766,0.034446963825881076,0.0015546127149293444,0.18375589584017682,0.0032530223356249245,0.14284502029848262,5.3268984462318146e-06,7.879988168764064e-06,0.0001227711802475231,0.002088586696282417,0.0016399812291216932,0.0002974989993448896,0.004591838175590057,0.00011422998680238595,0.005049372173101441,7.72009637939387e-05,5.991249005283655e-05,4.647102165888054e-09,6.89486912756099e-08,1.9684035680612145e-06,3.017295582748208e-07,4.691109596300679e-08,0.0006261903828828099,6.841136827261684e-06,0.0005788188667681742,1.486080828361194e-10,3.604115575811973e-07,6.079461409964234e-07,2.4949678160988465e-10,5.4425065494687895e-06
3.234434932654618e-06,0.16915163083453344,3.76,0.0,0.546287813573047,0.9710679052449933,0.03620779446821484,1.893043071825802e-13,5.904109708113629e-11,0.008258509774426884,0.0024791980242180626,0.03467608851484391,0.0015552572799532383,0.18475032329297805,0.003260053141140011,0.14364143992563594,5.31942563377867e-06,7.885923367479811e-06,0.00012358010050399733,0.0020987750561004175,0.0016612705812606753,0.00029818165120848537,0.004634758319222584,0.00011514384311216014,0.00512030163960106,7.735580616703659e-05,6.0303482651567044e-05,4.671984702892702e-09,6.987620542549313e-08,1.998124923481809e-06,3.0397567058142185e-07,4.728249861916573e-08,0.0006347515247546171,6.8623076679650936e-06,0.0005860315191853482,1.4980756823848226e-10,3.6517671029809394e-07,6.124182459728317e-07,2.5232411339040625e-10,5.541177799321245e-06
3.2483526939834047e-06,0.1691824990377906,3.76,0.0,0.5450785447228641,0.9708542760844309,0.036476615982739186,1.9240598674370342e-13,5.99710674466124e-11,0.008267698015052807,0.0024766237855055637,0.0349050066966109,0.0015558798480269154,0.1857425177319267,0.0032670795160651693,0.14443670609862078,5.3118751950131974e-06,7.89164323250154e-06,0.0001243874801165296,0.002108910216427442,0.0016826982263034237,0.0002988597348817541,0.0046777583222451565,0.00011605752891561963,0.005191777185807685,7.75097344184301e-05,6.069353205196015e-05,4.696832485557942e-09,7.080958787337942e-08,2.028079846320354e-06,3.0622016728518617e-07,4.765296157792939e-08,0.0006433644104152777,6.883318112356606e-06,0.000593284575355696,1.5100448990153587e-10,3.6996542792728816e-07,6.168812379611146e-07,2.551633469978531e-10,5.641081381633387e-06
3.2622704553121915e-06,0.16921332972964856,3.76,0.0,0.5438712077390463,0.9706401936983571,0.03674579870471886,1.9553998302576632e-13,6.091044648038505e-11,0.008276673725755678,0.0024740125085936206,0.03513371194886318,0.001556480731608645,0.18673246480753425,0.003274101648169533,0.14523080945273054,5.3042489305131e-06,7.897150725971056e-06,0.0001251933001048739,0.002118992439786365,0.0017042638430740994,0.0002995332940393896,0.004720836592207608,0.00011697100839550702,0.005263798474608744,7.766275614295519e-05,6.10826282068844e-05,4.7216449932062715e-09,7.174881607297766e-08,2.058267863388425e-06,3.084629729784009e-07,4.802246823041256e-08,0.0006520286834115483,6.904169818695006e-06,0.0006005778395576456,1.521987944433347e-10,3.747774193593206e-07,6.213349551740006e-07,2.580143979151907e-10,5.742224935768195e-06
3.2761882166409783e-06,0.16924412255199037,3.76,0.0,0.5426658196464357,0.9704256610969264,0.03701533783305613,1.9870335960968617e-13,6.185909336305314e-11,0.00828543967863169,0.0024713649618200674,0.035362197973293125,0.0015570602394677714,0.1877201505541928,0.00328111971177967,0.14602374085753675,5.296548614884825e-06,7.902448788343776e-06,0.00012599754194322433,0.002129021992100691,0.0017259671071308612,0.00030020237181854124,0.004763991551504998,0.00011788424626335545,0.005336365148983915,7.781487885489666e-05,6.147076133284972e-05,4.746421723294064e-09,7.269386724073913e-08,2.088688493005143e-06,3.107040142775454e-07,4.839100205426877e-08,0.0006607439857884954,6.924864425469122e-06,0.0006079111153666814,1.533904287553371e-10,3.796123934857747e-07,6.257792397056127e-07,2.6087718157783475e-10,5.844616084789985e-06
3.290105977969765e-06,0.16927487713743836,3.76,0.0,0.5414623971160905,0.9702106812767212,0.03728522861431591,2.018977743682459e-13,6.281752131322784e-11,0.008293998628803133,0.0024686819048077126,0.03559045857653586,0.0015576186776984043,0.1887055613310737,0.0032881338709125755,0.14681549138136912,5.288776001543692e-06,7.90754033972271e-06,0.00012680018751050223,0.0021389991417393797,0.0017478076913227036,0.00030086701090121593,0.004807221635086796,0.00011879720769074899,0.005409476835096203,7.79661100214314e-05,6.185792186566986e-05,4.7711621830275084e-09,7.364471821290553e-08,2.1193412451153877e-06,3.129432189921945e-07,4.8758547125125194e-08,0.000669509958479728,6.945403544576454e-06,0.0006152842057989516,1.545793415673048e-10,3.844700587947761e-07,6.302139377640443e-07,2.637516140208156e-10,5.948262437185738e-06
3.304023739298552e-06,0.16930559312065202,3.76,0.0,0.5402609564007486,0.9699952572186776,0.03755546635173615,2.0512769713717939e-13,6.378598763968008e-11,0.008302353312522453,0.002465964085984495,0.03581848768963047,0.0015581563487373853,0.18968868388162977,0.003295144276377178,0.14760605232706836,5.28093281639704e-06,7.912428277620626e-06,0.00012760121919260813,0.0021489241603128016,0.0017697852652628293,0.0003015272535673777,0.004850525292844519,0.00011970985840797807,0.00548313313920612,7.81164570375846e-05,6.224410050688722e-05,4.795865877567143e-09,7.460134592071032e-08,2.15022562119844e-06,3.151805152049751e-07,4.9125088619888185e-08,0.0006783262409959803,6.965788776165896e-06,0.0006226969131868523,1.5576548496846766e-10,3.8935012477529535e-07,6.346389008535399e-07,2.6663761234044517e-10,6.053171584873952e-06
3.3179415006273387e-06,0.16933627015855252,3.76,0.0,0.539061513291763,0.9697793918860074,0.03782604641127667,2.0838981723636202e-13,6.476394273689056e-11,0.008310506444096274,0.0024632122417071805,0.03604627938130365,0.0015586735509091753,0.1906695053728174,0.003302151064986634,0.14839541525612623,5.2730207560924635e-06,7.917115473952326e-06,0.00012840061991526523,0.002158797322687709,0.0017918994950608964,0.0003021831416105488,0.0048939009913112974,0.00012062216476599692,0.005557333645687916,7.826592722047538e-05,6.262928825354519e-05,4.820532334334333e-09,7.556372726252681e-08,2.181341113183993e-06,3.1741583343149263e-07,4.949061144633421e-08,0.0006871924714115577,6.986021690517291e-06,0.0006301490391465255,1.5694881023874015e-10,3.9425230075288503e-07,6.390539845802327e-07,2.6953509316741175e-10,6.159351100832726e-06
3.3318592619561254e-06,0.1693669078968924,3.76,0.0,0.5378640831836521,0.9695630882262477,0.03809696421343187,2.1168173526495602e-13,6.575130244549272e-11,0.008318460717929715,0.0024604270974035946,0.03627382783980156,0.0015591705786544704,0.19164801333582568,0.0033091543616682005,0.14918357195212964,5.2650414905080274e-06,7.92160477730754e-06,0.0001291983730588798,0.0021686189062662016,0.0018141500438893557,0.00030283471644358944,0.004937347211683307,0.00012153409364375918,0.0056320779201653026,7.841452780031678e-05,6.301347635763571e-05,4.845161083528047e-09,7.653183917664321e-08,2.212687205647539e-06,3.196491048841762e-07,4.985510125024218e-08,0.0006961082866977884,7.0061038537933845e-06,0.0006376403847251389,1.5812927091554225e-10,3.9917629706309174e-07,6.43459048822979e-07,2.724439738564799e-10,6.266808541106774e-06
3.3457770232849122e-06,0.16939750603360781,3.76,0.0,0.5366686812203819,0.9693463491768605,0.038368215212725036,2.1500643387347707e-13,6.674870236509887e-11,0.008326218815114056,0.0024576093727043894,0.03650112732822019,0.0015596477248151972,0.192624195531459,0.003316154284686337,0.1499705143392538,5.256996676318956e-06,7.92589902092825e-06,0.0001299944622931127,0.0021783891898387742,0.0018365365730680407,0.00030348201898110997,0.004980862444191947,0.0001224456122730491,0.00570736551641478,7.8562265991585e-05,6.339665622712922e-05,4.869751669628492e-09,7.750565816331528e-08,2.244263376805577e-06,3.2188026217646583e-07,5.02185446100849e-08,0.0007050733231733675,7.026036763285772e-06,0.0006451707506127548,1.5930682339454302e-10,4.0412182205485786e-07,6.478539573039165e-07,2.753641728207612e-10,6.375551450706457e-06
3.359694784613699e-06,0.16942806421558806,3.76,0.0,0.5354753220765757,0.9691291776564231,0.038639794928321446,2.1836487698935425e-13,6.775602460188161e-11,0.008333783392453626,0.002454759773916062,0.03672817225144475,0.0015601052777271978,0.19359804015149626,0.003323150938564231,0.15075623460442678,5.248887936802814e-06,7.930001008876568e-06,0.00013078887186821487,0.002188108454992263,0.00185905874048867,0.000304125089789173,0.00502444519649196,0.000123356688537019,0.005783195966077965,7.870914891207951e-05,6.377881957418438e-05,4.894303638318679e-09,7.848516094324574e-08,2.276069096165566e-06,3.2410923867296397e-07,5.058092796757801e-08,0.000714087215955459,7.04582195260293e-06,0.0006527399368528397,1.6048142365913088e-10,4.0908858753644346e-07,6.522385789019578e-07,2.7829560807264844e-10,6.485587354289479e-06
3.373612545942486e-06,0.1694585821251693,3.76,0.0,0.5342840199415002,0.9689115765636397,0.03891169894685476,2.2175563687372642e-13,6.877301868791936e-11,0.008341157080698353,0.0024518789935088314,0.03695495716202679,0.0015605435207496144,0.1945695358329715,0.003330144413725947,0.15154072520571024,5.240716861598492e-06,7.933913515270466e-06,0.00013158158660079696,0.0021977769859807977,0.0018817162005668056,0.0003047639689566252,0.0050680939946277,0.00012426729098262882,0.00585956877798043,7.885518356940927e-05,6.415995842634681e-05,4.918816546637683e-09,7.9470324369411e-08,2.3081038248894514e-06,3.263359692525173e-07,5.094223846314825e-08,0.0007231495990275942,7.065460936595828e-06,0.0006603477428626959,1.6165302983202545e-10,4.1407630594106536e-07,6.566127866199448e-07,2.812381983113596e-10,6.596923754936211e-06
3.3875303072712726e-06,0.1694890594856812,3.76,0.0,0.5330947887612417,0.9686935487867805,0.039183922888284976,2.2517734807799472e-13,6.979966598803332e-11,0.00834834249592728,0.0024489677188669423,0.03718147668591135,0.0015609627357014797,0.19553867143520026,0.003337134794930843,0.15232397873749656,5.232485029403069e-06,7.937639298386007e-06,0.0001323725915410646,0.0022073950679461427,0.0019045086060175502,0.00030539869603447904,0.00511180737366898,0.00012517738847651788,0.005936483449557144,7.90003769569964e-05,6.454006495670481e-05,4.943289969837094e-09,8.04611246479543e-08,2.3403670178054315e-06,3.2856039047610987e-07,5.1302463960059684e-08,0.0007322601059249423,7.084955143987314e-06,0.0006679939677740047,1.628216022550727e-10,4.1908468666824814e-07,6.609764558655597e-07,2.8419186310616674e-10,6.7095681440235905e-06
3.4014480686000594e-06,0.1695194959714245,3.76,0.0,0.5319076420551901,0.9684750971961558,0.03945646243249721,2.286312798681881e-13,7.08362531733902e-11,0.008355342230296544,0.00244602662444853,0.0374077255799493,0.0015613631998864605,0.19650543620908362,0.00334412215476917,0.15310598803216982,5.22419398661331e-06,7.941181088199919e-06,0.00013316187225779984,0.0022169629880989987,0.0019274356065756846,0.0003060293101640501,0.00515558388513109,0.00012608695050207006,0.006013939458255161,7.914473596768069e-05,6.491913161898072e-05,4.967723476060563e-09,8.145753855886233e-08,2.372858122961013e-06,3.3078243892496136e-07,5.166159255742075e-08,0.000741418369335589,7.104306024104327e-06,0.0006756784102162414,1.639871019965985e-10,4.241134423899788e-07,6.653294676902649e-07,2.8715652216413147e-10,6.823527993193545e-06
3.415365829928846e-06,0.1695498913116177,3.76,0.0,0.5307225930800105,0.9682562246506451,0.03972931329582718,2.3211956194821325e-13,7.188297158633832e-11,0.008362158859870942,0.00244305637810528,0.03763369868114407,0.0015617451885535142,0.197469819646094,0.003351106559405295,0.15388674606912922,5.215845264073204e-06,7.944541596134067e-06,0.0001339494146165941,0.002226481034572243,0.0019504968501745015,0.00030665585012041305,0.005199422090514241,0.00012699594689991294,0.006091936269243788,7.928826745730881e-05,6.529715102755286e-05,4.9921166486624325e-09,8.245954234739707e-08,2.4055765826433764e-06,3.330020527674584e-07,5.201961266141128e-08,0.0007506240215251407,7.1235150070754795e-06,0.0006834008685326056,1.651494910731845e-10,4.2916228621255947e-07,6.696717067326679e-07,2.9013209542440697e-10,6.938810761374893e-06
3.429283591257633e-06,0.16958024519935158,3.76,0.0,0.5295396546151928,0.9680369339882139,0.04000247126163181,2.3564155575776027e-13,7.293961469091856e-11,0.008368794931877595,0.002440057633977521,0.037859390973139846,0.001562108972221939,0.1984318116751742,0.0033580880626169255,0.1546662460943817,5.207440358867654e-06,7.947723500094083e-06,0.0001347352050504027,0.0022359494972528583,0.0019736919815193893,0.0003072783542481735,0.0052433205698713395,0.00012790434818116833,0.006170473325451763,7.943097817960015e-05,6.567411610257137e-05,5.01646908214651e-09,8.34671124949751e-08,2.438521830720073e-06,3.352191716594844e-07,5.2376513280363406e-08,0.0007598766940489792,7.142583523190033e-06,0.0006911611405692134,1.6630873334573712e-10,4.3423093288423033e-07,6.740030618479231e-07,2.9311850343986465e-10,7.055423884316994e-06
3.4432013525864197e-06,0.1696105573837036,3.76,0.0,0.5283588391390066,0.9678172280333829,0.04027593215551921,2.3919373824417674e-13,7.4005812338577e-11,0.008375252974398667,0.002437031038371285,0.03808479753227158,0.0015624548188468933,0.1993914025008882,0.003365066710942522,0.15544448152213822,5.19898074970214e-06,7.950729456721808e-06,0.00013551923033798985,0.0022453686668999573,0.001997020643310349,0.00030789686044915566,0.005287277914972967,0.0001288121252816298,0.006249550055792835,7.95728748468072e-05,6.605001995175714e-05,5.040780381029647e-09,8.448022516252444e-08,2.471693294954085e-06,3.3743373636940105e-07,5.273228403239961e-08,0.0007691760180792072,7.161512952132472e-06,0.0006989590238799869,1.67464794544372e-10,4.393190962734084e-07,6.783234242682942e-07,2.9611566752252696e-10,7.1733747825973895e-06
3.4571191139152065e-06,0.16964082757406831,3.76,0.0,0.5271801587137367,0.9675971095919855,0.04054969186230197,2.427777414419435e-13,7.508207781618519e-11,0.008381535489446933,0.0024339772253026033,0.03830991356382052,0.0015627829918486557,0.2003485827088691,0.0033720425402280806,0.15622144599845084,5.190467885462864e-06,7.953562093288567e-06,0.00013630147771837267,0.002254738835561158,0.002020482475516942,0.00030851140614011625,0.005331292734154924,0.00012971924972435543,0.006329165869887926,7.971396407074006e-05,6.642485595224886e-05,5.065050142991577e-09,8.549885693139458e-08,2.5050903966579657e-06,3.3964568770772035e-07,5.308691467906857e-08,0.000778521624307085,7.180304655906837e-06,0.0007067943156373861,1.6861764085485026e-10,4.444264918533178e-07,6.826326902933514e-07,2.991235089922837e-10,7.292670855850037e-06
3.4710368752439933e-06,0.16967105552533657,3.76,0.0,0.5260036250664065,0.9673765814543325,0.04082374631479749,2.4639716933909736e-13,7.616873860000944e-11,0.00838764495659079,0.0024308968192302202,0.03853473437771946,0.001563093751197116,0.20130334319145832,0.0033790155782819392,0.15699713335591226,5.18190319231313e-06,7.956224011914973e-06,0.0001370819347836611,0.0022640602959763142,0.002044077115977494,0.00030912202824078894,0.005375363649287523,0.00013062569349333827,0.006409320161869087,7.985425238486771e-05,6.679861769014055e-05,5.089277987629019e-09,8.652298419219758e-08,2.5387125516496745e-06,3.418549687071786e-07,5.3440395427971123e-08,0.0007879131431767092,7.198959981477166e-06,0.0007146668127552863,1.6976723982914505e-10,4.4955283600854256e-07,6.869307597013986e-07,3.0214194962093105e-10,7.413319486075497e-06
3.48495463657278e-06,0.16970124098414344,3.76,0.0,0.5248292496304479,0.9671556463968072,0.04109809148772346,2.5004991681582957e-13,7.726524382459054e-11,0.008393583834768618,0.002427790436725784,0.038759255375521356,0.0015633873542464588,0.20225567510940207,0.0033859858465067785,0.1577715375906992,5.173288077584112e-06,7.958717791369732e-06,0.00013786058943252553,0.0022733333412376685,0.0020678042007006465,0.0003097287632390787,0.005419489294092601,0.00013153142897122635,0.006490012312333392,7.999374626793774e-05,6.717129892705509e-05,5.113463540988435e-09,8.755258300305386e-08,2.5725591701532237e-06,3.4406152321498574e-07,5.379271706587261e-08,0.0007973502050111737,7.217480253267764e-06,0.0007225763119473085,1.709135607932721e-10,4.546978455184216e-07,6.912175350174092e-07,3.051709119373433e-10,7.535328039231581e-06
3.498872397901567e-06,0.1697313837033691,3.76,0.0,0.523657043527897,0.9669343071809607,0.04137272340031187,2.5373349873418745e-13,7.837155214856739e-11,0.008399354561099465,0.002424658685598217,0.038983472055993756,0.0015636640555076705,0.20320556990837071,0.003392953359460443,0.15854465287259978,5.164623927329138e-06,7.96104598543569e-06,0.0001386374299181929,0.002282558264812249,0.002091663363759767,0.00031033164724611684,0.005463668314898369,0.0001324364289803676,0.006571241687523959,8.013245214183883e-05,6.754289361254183e-05,5.137606427335819e-09,8.858762944990662e-08,2.6066296566995935e-06,3.4626529537117145e-07,5.4143870628586125e-08,0.0008068324400266062,7.235866780268116e-06,0.0007305226097180127,1.7205657385222602e-10,4.598612385377698e-07,6.954929227806769e-07,3.0821031867934054e-10,7.658703864061933e-06
3.5127901592303536e-06,0.16976148344433098,3.76,0.0,0.5224870175455901,0.9667125665522749,0.04164763812005386,2.5745007544791656e-13,7.94880783280378e-11,0.008404959549209898,0.0024215021636765375,0.03920738002297606,0.0015639241061209139,0.2041530193408502,0.003399918124143048,0.15931647355811043,5.1559121033790706e-06,7.963211121184018e-06,0.0001394124449021519,0.002291735360566077,0.002115654237167519,0.00031093071600475744,0.005507899371761593,0.00013334066683922917,0.006653007638252755,8.027037636263258e-05,6.791339590524603e-05,5.161706286428834e-09,8.962809982720191e-08,2.640923410362553e-06,3.4846623102014296e-07,5.449384757913606e-08,0.0008163594783613345,7.254120857492477e-06,0.0007385055023584412,1.7319625042043137e-10,4.6504273473496896e-07,6.997568333187192e-07,3.112600930244499e-10,7.783454290700796e-06
3.5267079205591404e-06,0.1697915399762663,3.76,0.0,0.5213191821435686,0.9664904272403342,0.041922831761736445,2.612006351918104e-13,8.061476270478055e-11,0.008410401189277317,0.0024183214591967793,0.03943097498309338,0.0015641677538387304,0.2050980154581786,0.0034068801403585236,0.1600869941855909,5.147153944605317e-06,7.965215699471098e-06,0.00014018562342482083,0.0023008649226224846,0.0021397764509674794,0.00031152600484020475,0.005552181138260222,0.0001342441163469798,0.006735309500332223,8.040752521828024e-05,6.828280016957218e-05,5.1857627635643796e-09,9.067397038135474e-08,2.6754398250035162e-06,3.5066427686952706e-07,5.484263979816455e-08,0.0008259309501467442,7.272243758922053e-06,0.0007465247859746278,1.743325632004465e-10,4.702420545694894e-07,7.040091799858347e-07,3.143201586390552e-10,7.909586630860779e-06
3.540625681887927e-06,0.1698215530744267,3.76,0.0,0.5201535474682172,0.9662678919591583,0.0421983004857704,2.649843162378918e-13,8.175156895211984e-11,0.008415681848233601,0.0024151171513016,0.039654252741983,0.001564395243174027,0.20604055059831983,0.003413839401290946,0.16085620946784152,5.138350768156291e-06,7.967062195248987e-06,0.0001409569548716537,0.0023099472451705,0.0021640296333608443,0.00031211754863997166,0.005596512301087746,0.00013514675175787204,0.006818146595229761,8.05439049281478e-05,6.865110096639359e-05,5.209775511170741e-09,9.172521725006708e-08,2.710178289467016e-06,3.528593806133556e-07,5.519023952591276e-08,0.0008355464855986948,7.290236738772154e-06,0.000754580256525031,1.7546548600177664e-10,4.7545891952493977e-07,7.082498795020776e-07,3.1739043958861596e-10,8.037108178021147e-06
3.554543443216714e-06,0.16985152252099853,3.76,0.0,0.518990123360832,0.9660449634073726,0.04247404049711666,2.6880087225615015e-13,8.289849492893262e-11,0.008420803869822194,0.0024118898102396384,0.03987720920187444,0.0015646068155389103,0.2069806173779825,0.003420795893913024,0.16162411428729398,5.129503869851898e-06,7.968753057506346e-06,0.00014172642896148106,0.0023189826223176772,0.002188413410793538,0.00031270538187188685,0.0056408915598060655,0.00013604854776728316,0.00690151823049682,8.067952164495288e-05,6.901829304528524e-05,5.233744186880996e-09,9.278181654757423e-08,2.7451381877177633e-06,3.5505149075880525e-07,5.5536639379297764e-08,0.0008452057150932448,7.308101034180344e-06,0.0007626717098495086,1.7659499379754833e-10,4.806930523441607e-07,7.124788518371502e-07,3.2047086039724453e-10,8.166026207472222e-06
3.582378965874287e-06,0.16991132962180044,3.76,0.0,0.5166699447206009,0.9655979372094182,0.04302631942124977,2.765332962585334e-13,8.522290096029152e-11,0.008430581258975283,0.0024053682651947734,0.04032214230877961,0.0015649831596567106,0.2088533176879252,0.0034347004927882366,0.1631559728981379,5.111683984362806e-06,7.971677546647895e-06,0.0001432597656251611,0.002336913715602775,0.002237571248203687,0.00031387005252996665,0.0057297892270398,0.00013784952255671058,0.007069862284410708,8.094849039016344e-05,6.974933096584518e-05,5.281547994067728e-09,9.491097700350434e-08,2.8157197982803086e-06,3.5942652959748496e-07,5.6225811686268456e-08,0.0008646537790082794,7.34344843715842e-06,0.00077896174775946,1.788436696729374e-10,4.9121201908168e-07,7.20901310937421e-07,3.2666182169905455e-10,8.428080722418614e-06
3.6102144885318603e-06,0.1699709596679612,3.76,0.0,0.5143587190039264,0.9651493699275631,0.043579639049396,2.843990524350138e-13,8.758821387971267e-11,0.008439751638908697,0.0023987612093852107,0.0407657434147535,0.001565298656024149,0.2107160627553077,0.0034485937167975534,0.16468253238341168,5.093704231267812e-06,7.97400823658155e-06,0.0001447855578077808,0.0023546605498131895,0.0022872469416901544,0.0003150202845757165,0.005818863991378742,0.0001396468470132157,0.007240335852264716,8.121447938876679e-05,7.047587558649661e-05,5.329171591198542e-09,9.706126077126297e-08,2.887179636815394e-06,3.6378900106855147e-07,5.691010471524918e-08,0.000884272190408289,7.378295526634613e-06,0.0007953932648672354,1.8107841238503546e-10,5.017967625308737e-07,7.292759800945985e-07,3.328924470731808e-10,8.695808009851189e-06
3.6380500111894334e-06,0.17003041114903172,3.76,0.0,0.5120565143838561,0.964699282597677,0.044133970581052465,2.923982661563223e-13,8.999459769487022e-11,0.008448332915702956,0.0023920728898437693,0.0412079831051064,0.0015655551259086342,0.21256880315327367,0.0034624752605336958,0.16620375766683942,5.0755742229725124e-06,7.975763779155272e-06,0.00014630373502358675,0.0023722254645757728,0.0023374374451577847,0.00031615633946596006,0.00590810590516665,0.0001414403342670916,0.007412932916008929,8.14775355579137e-05,7.11978913865018e-05,5.376612489165526e-09,9.923247684165262e-08,2.959512615283432e-06,3.681385274753865e-07,5.758947190279114e-08,0.0009040580041434177,7.41265159307134e-06,0.0008119646257958647,1.8329906028875325e-10,5.124451118301837e-07,7.376023302033044e-07,3.391621477395306e-10,8.969265606872242e-06
3.6658855338470065e-06,0.17008968264728028,3.76,0.0,0.5097633945910399,0.9642476960120854,0.044689285881758224,3.005310469032306e-13,9.244223197234998e-11,0.008456342618419802,0.0023853074188839047,0.04164883339470797,0.0015657543429837663,0.2144114935067478,0.0034763447412826383,0.16771961613650385,5.057303250219535e-06,7.97696240886327e-06,0.00014781423168186032,0.002389610788519771,0.0023881396898995867,0.0003172784724333513,0.005997505218108265,0.0001432298040887946,0.007587647257965456,8.173770480683317e-05,7.191534555491006e-05,5.423868299284974e-09,1.0142443420386673e-07,3.0327135825874027e-06,3.7247474521217784e-07,5.8263871883991854e-08,0.0009240082833606299,7.4465256680979426e-06,0.0008286741953559807,1.8550546780263983e-10,5.231549187553456e-07,7.458798782919148e-07,3.454703415491327e-10,9.248510751308982e-06
3.6937210565045797e-06,0.17014877284327334,3.76,0.0,0.5074794190734969,0.9637946307214815,0.04524555746531025,3.0879782429606765e-13,9.493129694956326e-11,0.008463797899140774,0.0023784687775468896,0.04208826768404216,0.0015658980344027788,0.21624409234399236,0.0034902017063203994,0.1692300775542857,5.038900290720366e-06,7.977621944075414e-06,0.00014931698687645315,0.0024068188363571513,0.0024393505864559843,0.0003183869325986599,0.006087052373681734,0.00014501508269754794,0.007764472469094253,8.199503205164635e-05,7.262820787816107e-05,5.470936729912512e-09,1.0363694195497607e-07,3.1067773292368375e-06,3.7679730432546786e-07,5.893326825698688e-08,0.0009441201013116688,7.479926533967452e-06,0.0008455203392221056,1.8769750469373902e-10,5.339240587930401e-07,7.541081856505184e-07,3.51816452901171e-10,9.533600379708724e-06
3.721556579162153e-06,0.17020768050542914,3.76,0.0,0.5052046431454933,0.9633401070368794,0.04580275847710248,3.1719894293099087e-13,9.746196122070392e-11,0.008470715533742262,0.0023715608188015895,0.04252626071770487,0.0015659878817934712,0.2180665619583449,0.0035040456394217876,0.1707351139716305,5.020374017178957e-06,7.977759789054987e-06,0.0001508119442079412,0.002423851906360216,0.002491067026320521,0.00031948196310898713,0.006176738005718632,0.00014679600258849486,0.007943401956671953,8.224956123519413e-05,7.333645063553749e-05,5.517815583601919e-09,1.0586980938907823e-07,3.1816985916263436e-06,3.811058681327946e-07,5.95976293620459e-08,0.0009643905429866817,7.5128627312788095e-06,0.0008625014245483201,1.898750554067143e-10,5.447504320444334e-07,7.622868559754126e-07,3.581999126532245e-10,9.82459112543535e-06
3.7772276244772995e-06,0.17032494373330986,3.76,0.0,0.5006828914599404,0.9624267645431553,0.04691984443350446,3.3440525591384703e-13,1.0264874765542658e-10,0.008483003096352689,0.0023575517390513213,0.04339782848634136,0.0015660125486403136,0.22168098076111825,0.0035316920610159227,0.17372881099898718,4.982984740097941e-06,7.976537971879444e-06,0.000153778261225064,0.002457402211326214,0.0025960040158825256,0.00032163267860591297,0.006356488167092261,0.00015034412663321998,0.008307546513751886,8.275039642516383e-05,7.47389784763461e-05,5.6109962222765035e-09,1.103958617772725e-07,3.3340923617548657e-06,3.896797270238826e-07,6.091114157373166e-08,0.001005395704708706,7.577374115555008e-06,0.0008968618988655413,1.9418630561422946e-10,5.665666060868928e-07,7.78493901655825e-07,3.710766325087294e-10,1.0424500975656132e-05
3.832898669792446e-06,0.17044146417011835,3.76,0.0,0.4961985047109718,0.9615078263037099,0.048040340945439665,3.5215173057390794e-13,1.0800386119539659e-10,0.008493332051600943,0.0023433085624177496,0.04426336002571946,0.0015658409212464526,0.22525451860428006,0.003559278826113744,0.1767005264060192,4.945199002380015e-06,7.973428020636113e-06,0.00015671281517403517,0.0024902796797027136,0.0027029254696483,0.00032373244932163895,0.006536684453765275,0.00015387295547358027,0.008680024788474006,8.324054310760199e-05,7.612275351692148e-05,5.703394400857917e-09,1.1500107183594413e-07,3.4898518524369577e-06,3.9819387849995043e-07,6.220424201859578e-08,0.001047000739068458,7.640123594781973e-06,0.0009317426065176607,1.9843856301787193e-10,5.885871628147824e-07,7.944986254429412e-07,3.8409607368581214e-10,1.10486872355503e-05
3.8885697151075925e-06,0.17055723485878463,3.76,0.0,0.49175179075776476,0.9605834463941035,0.04916405431579887,3.7044037014777645e-13,1.135285095797256e-10,0.008501823259049631,0.0023288578247784683,0.04512269764243137,0.0015654849087799138,0.2287869962221177,0.003586800090477532,0.17965011103266398,4.907076012635936e-06,7.968554587024864e-06,0.00015961529980775536,0.0025225018988744986,0.0028118059920558373,0.00032578301780963463,0.006717258450691217,0.0001573813583230391,0.009060778154607953,8.372031951048722e-05,7.748763409195775e-05,5.794995617899798e-09,1.1968392674857751e-07,3.64893340177852e-06,4.066460662449142e-07,6.347682675971403e-08,0.0010891828940233527,7.701171550833106e-06,0.0009671305940431975,2.026313665750719e-10,6.107962631769503e-07,8.102992051688167e-07,3.972539062615805e-10,1.1697591873512164e-05
