Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15)
3.4617344825215927e-12,0.16368965834181656,3.76,0.0,0.763322419815914,0.9999999999020609,9.420220979839412e-20,3.1963646707708797e-34,3.0288601500155713e-21,1.5124443399848367e-08,1.3006878037825968e-10,6.652213570857853e-14,3.207704251299786e-11,7.448075492813917e-15,9.793443338101513e-11,2.758522411429508e-15,1.1471147221381423e-16,3.4067834480461934e-15,1.1975345580428337e-26,3.0783363803625756e-17,1.386881713059126e-31,1.0324371747943424e-15,8.168084912850346e-16,1.2284202388208481e-24,9.233007894646684e-25,3.437049553168596e-16,1.0944728745121787e-31,1.1997760026425794e-18,4.3492338795537207e-47,6.014717516241723e-48,1.180295832499308e-20,5.286025571600693e-37,1.4590085781698094e-29,1.1571365008071797e-16,1.71908544544916e-35,6.439155557976888e-36,7.051815889673143e-31,2.2880838276905844e-29,2.2708946858439857e-41,1.5234569223978148e-25
5.592032660340191e-12,0.16368965848031902,3.76,0.0,0.7633224150821021,0.9999999998417858,4.049975996391123e-19,1.564416612542584e-33,7.870743159389195e-21,2.443172348942079e-08,2.1017190201470557e-10,1.729583023513315e-13,5.1820928695617447e-11,1.9369391856506075e-14,1.5820198853829799e-10,7.17264236627161e-15,2.9826384633002495e-16,8.856767960141311e-15,5.155004901695985e-26,8.003730442751402e-17,1.0241314200399441e-30,2.6842943543150744e-15,2.1237796083426053e-15,5.281257919591668e-24,3.971414262103524e-24,8.827114661385282e-16,8.08330963724378e-31,3.0920469870563094e-18,6.653301426256524e-46,9.288208683354384e-47,5.027135902438908e-20,6.807667563466294e-36,1.0594382641890606e-28,3.0079637815346066e-16,1.323647897832871e-34,4.63375302371654e-35,5.118680459654386e-30,1.6604485416805435e-28,2.971802195986911e-40,6.5466073629949795e-25
9.852629015977387e-12,0.16368965875732416,3.76,0.0,0.7633224056143216,0.9999999997212246,2.2804950311025623e-18,1.0963115000974323e-32,2.4368055619634366e-20,4.304612343781725e-08,3.705175966360278e-10,5.360921894288377e-13,9.131827733837584e-11,6.006393245420725e-14,2.7873758231857757e-10,2.223483817305103e-14,9.245639113486311e-16,2.7446148329614648e-14,2.9101763046688013e-25,2.4808065133112997e-16,1.0851119328628676e-29,8.319748211651353e-15,6.583188946550693e-15,2.97379710015496e-23,2.2384307425775126e-23,2.711889187323183e-15,8.567136926925884e-30,9.41294785978613e-18,1.7283576608111536e-44,2.4779974183749876e-45,2.776161131979388e-19,1.3257260014041884e-34,1.0877512725095542e-27,9.319454200730293e-16,1.5235855664507195e-33,4.669796882585922e-34,5.251403101592064e-29,1.7026521783004194e-27,5.998992196703525e-39,3.6826608059177206e-24
1e-11,0.1636896593113355,3.76,0.0,0.763322405286834,0.9999999997170542,2.3997050835866464e-18,1.1714252445276898e-32,2.5100578914776947e-20,4.3689978410806184e-08,3.760671659549173e-10,5.522374809496706e-13,9.268469144486179e-11,6.187421686973835e-14,2.829068339421922e-10,2.2904620013706954e-14,9.524126717463226e-16,2.827244764267543e-14,3.0629229849034276e-25,2.5555207203011885e-16,1.185058022587908e-29,8.5702940124012e-15,6.7814738739086435e-15,3.129246915917339e-23,2.355621932275043e-23,2.793074436294519e-15,9.35661173115487e-30,9.688359488214827e-18,2.1330201260230283e-44,3.0742255834052165e-45,2.9168873330409416e-19,1.5383523058121753e-34,1.1854895274333729e-27,9.599934326210065e-16,1.6832059211948934e-33,5.07655533999685e-34,5.722632931146983e-29,1.855307345745043e-27,6.991899235656352e-39,3.874859312277809e-24
1.8373821727251778e-11,0.1636896593113355,3.76,0.0,0.7633223866781348,0.9999999994800577,1.5142044637022266e-17,1.0119292159205528e-31,8.450643196257903e-20,8.027428244486119e-08,6.917666887783569e-10,1.8633960272954715e-12,1.703513757491694e-10,2.0896980646941186e-13,5.198107063384955e-10,7.730627249222111e-14,3.2142522413597257e-15,9.535884557278113e-14,1.9422067333260302e-24,8.623099309809717e-16,1.4108876315936822e-28,2.8916080003241666e-14,2.2885482992453198e-14,1.9745156162408397e-22,1.4891458697566826e-22,9.37400808283959e-15,1.1145537802104548e-28,3.157411232021069e-17,6.3262034446824325e-43,9.338241053532346e-44,1.773323695217957e-18,3.219733893968927e-33,1.374472623467116e-26,3.236618089200307e-15,2.3000479172233367e-32,5.6886948893265614e-33,6.625261669243418e-28,2.1459347566048632e-26,1.5081099021234317e-37,2.4402977176924365e-23
2.6895014438526173e-11,0.16368965986534817,3.76,0.0,0.7633223677411135,0.9999999992388316,4.549673124212365e-17,3.7112975555529093e-31,1.8069287980823223e-19,1.1750158697516065e-07,1.0137592514200416e-09,3.992068454249967e-12,2.494358009815454e-10,4.480406206672262e-13,7.608864156974908e-10,1.6565513257812886e-13,6.887125404982732e-15,2.0421921380256116e-13,5.858697899946716e-24,1.8473971366052646e-15,5.684037665118532e-28,6.194431723411059e-14,4.9034502287011886e-14,5.93273950727281e-22,4.4812911531851885e-22,2.003998152222089e-14,4.492585385630045e-28,6.566176358675446e-17,3.844591067599706e-42,5.543612345831794e-43,5.1884261196495515e-18,1.6732166095850788e-32,5.676620720708957e-26,6.92909073647622e-15,9.99487343851791e-32,2.3035611161599538e-32,2.7339222041074384e-27,8.85035891474324e-26,7.699877862601883e-37,7.322074705756013e-23
3.541620714980057e-11,0.16368966041936206,3.76,0.0,0.7633223488032577,0.9999999989975464,1.0081190108742108e-16,9.692051683585003e-31,3.1272754294554376e-19,1.5472803708838927e-07,1.3364950985327346e-09,6.922091780769255e-12,3.2857172804466517e-10,7.774755226423498e-13,1.0019647151393151e-09,2.8730201593936296e-13,1.1943742230632159e-14,3.539841096795542e-13,1.3032036817009126e-23,3.203343980896276e-15,1.5647915867605336e-27,1.0740168240652305e-13,8.503315658456936e-14,1.3145803884306322e-21,9.944925593484448e-22,3.470818990498462e-14,1.2374784946292442e-27,1.1066916807191796e-16,1.505939510019944e-41,2.071267607736036e-42,1.1213202037803497e-17,5.610790051566094e-32,1.5982291964352443e-25,1.200652766452341e-14,2.939950654424933e-31,6.368133502210762e-32,7.691085219246728e-27,2.4885042439602987e-25,2.531958167913102e-36,1.6202927694603832e-22
4.393739986107496e-11,0.16368966097337742,3.76,0.0,0.7633223298645673,0.9999999987562024,1.8880590775699632e-16,2.091741526818073e-30,4.804048805411621e-19,1.9195363284606697e-07,1.6599740380088983e-09,1.0653447826048089e-11,4.0775933774500034e-10,1.1974803609957477e-12,1.24304560957183e-09,4.422682893658244e-13,1.83846789157473e-14,5.446089790052027e-13,2.45020718451251e-23,4.930152291126671e-15,3.5024670180357896e-27,1.6528531105596723e-13,1.3088443471270098e-13,2.4620201052483234e-21,1.8654272457233524e-21,5.3376965949081685e-14,2.771418744964412e-27,1.65641097585489e-16,4.620166201322613e-41,6.030780429654188e-42,2.049113252323897e-17,1.4797140877632244e-31,3.637977756896657e-25,1.8466003014676605e-14,6.998622227471183e-31,1.4235894910848108e-31,1.7492857700794585e-26,5.65701671838471e-25,6.566185727486818e-36,3.0306020639727728e-22
6.097978528362374e-11,0.163689662081412,3.76,0.0,0.7633222919846825,0.9999999982733369,4.91440583435023e-16,6.893781788352811e-30,9.219316045664511e-19,2.6640226152238e-07,2.309160482537515e-09,2.0520090823698038e-11,5.662902747420308e-10,2.3099628682824998e-12,1.7252152016266665e-09,8.522386338662674e-13,3.5421638744513446e-14,1.0482736901200064e-12,6.427674648764732e-23,9.496360202180398e-15,1.211797468956391e-26,3.183207707115332e-13,2.521558353371535e-13,6.4083935431958294e-21,4.87074903139183e-21,1.0271007756395666e-13,9.60015764722641e-27,3.023814772697369e-16,2.8060369003915605e-40,3.3017255876428144e-41,5.082891794647404e-17,6.686156592033526e-31,1.2879806199894481e-24,3.55202524785754e-14,2.7183742416679234e-30,4.859206816743582e-31,6.182883246315666e-26,1.9973521786660444e-24,2.8921820155266094e-35,7.867759957344094e-22
7.802217070617253e-11,0.163689663189452,3.76,0.0,0.763322254101459,0.9999999977902357,1.0152773541246209e-15,1.7152847266801408e-29,1.503644056168074e-18,3.4084747349611173e-07,2.9613170466218657e-09,3.359185198402931e-11,7.250300597880281e-10,3.787138335685301e-12,2.2073952312878074e-09,1.3957388080211052e-12,5.800259539579278e-14,1.7148568061833142e-12,1.3380277408816796e-22,1.55460358222225e-14,3.112105762697243e-26,5.210278246375721e-13,4.12872335169115e-13,1.3239309004317635e-20,1.0093417806201516e-20,1.6802606628381992e-13,2.4682052504703719e-26,4.695767865262583e-16,1.0545852759002498e-39,1.1805904065570298e-40,1.0025697685095996e-16,2.0712768097712998e-30,3.352247989971536e-24,5.806847498018779e-14,7.67263925441431e-30,1.2239677538532232e-30,1.606812924146435e-25,5.185712084813799e-24,8.832656180154117e-35,1.6213053918024992e-21
9.506455612872132e-11,0.16368966429749748,3.76,0.0,0.763322216214897,0.999999997306899,1.8254331988691545e-15,3.6041904036843083e-29,2.223845091071084e-18,4.152892692842649e-07,3.6164421126379452e-09,4.986857822306186e-11,8.83980214956244e-10,5.630743290378568e-12,2.6895857401188543e-09,2.0729517252634164e-12,8.613235287319094e-14,2.543983691908433e-12,2.4239786195206504e-22,2.3079195040833218e-14,6.708791479271234e-26,7.733824841275446e-13,6.130585214140259e-13,2.380393544105613e-20,1.820304676885286e-20,2.493110937119617e-13,5.326482416265031e-26,6.616737305122621e-16,3.116293151230457e-39,3.375636242753743e-40,1.7216317195175936e-16,5.1920879091407276e-30,7.275558194340695e-24,8.608616684295719e-14,1.8018424786230887e-29,2.572154378888494e-30,3.482101526640383e-25,1.1226978853540894e-23,2.1957826260392813e-34,2.9076370527487025e-21
9.999999999999999e-11,0.1636896654055485,3.76,0.0,0.7633222052423939,0.9999999971668817,2.122714886404182e-15,4.36937193526053e-29,2.4580378028169277e-18,4.3684684032593624e-07,3.8067192301181155e-09,5.518073857146875e-11,9.300513889091119e-10,6.2333175304900605e-12,2.8292291985585467e-09,2.2940659529422805e-12,9.53154953377032e-14,2.8143967553498075e-12,2.8250375608154844e-22,2.5537801360906e-14,8.190825880941468e-26,8.557313908336738e-13,6.784057810600267e-13,2.768057066467916e-20,2.118659131372199e-20,2.7583109597125043e-13,6.505273117899597e-26,7.213446977738254e-16,4.1645588629914e-39,4.4736323681643425e-40,1.975221139023538e-16,6.603377884396663e-30,8.891676379301839e-24,9.521792274967871e-14,2.2557952748205456e-29,3.1127504380697538e-30,4.253584719980301e-25,1.3710247998735583e-23,2.7885237877669274e-34,3.378597168338333e-21
1.1210694155127011e-10,0.1636896654055485,3.76,0.0,0.7633221783249963,0.9999999968233271,2.9864413708966014e-15,6.756109731290489e-29,3.080874946874391e-18,4.897276493982428e-07,4.274534079172897e-09,6.935011781053631e-11,1.0431422466399614e-09,7.842498579435385e-12,3.1717867694058855e-09,2.884060260265214e-12,1.198156371481011e-13,3.5352838208905542e-12,3.996153350666998e-22,3.209585379909195e-14,1.286963949449072e-25,1.0753610799880782e-12,8.52738424216838e-13,3.8943822856261843e-20,2.9872698530452336e-20,3.465515827202534e-13,1.0229047209528146e-25,8.743926875828092e-16,7.944444906446822e-39,8.39746996281449e-40,2.6891664589802954e-16,1.1340911453471978e-29,1.3989682569748475e-23,1.195491531730539e-13,3.7521209681874097e-29,4.7847055861135e-30,6.684918714302157e-25,2.1531526689789826e-23,4.777429216983554e-34,4.7445300197555786e-21
1.4619171239636768e-10,0.16368966762166737,3.76,0.0,0.763322102535178,0.9999999958554787,6.6083780312150516e-15,1.897949296177011e-28,5.199210926064554e-18,6.385941645578964e-07,5.599612587175407e-09,1.179270550602461e-10,1.3621076994484976e-09,1.3377055501557022e-11,4.136220548264928e-09,4.908676346928941e-12,2.0386065764014318e-13,6.0029887755335745e-12,8.98835962795412e-22,5.457973229140395e-14,3.781436923508255e-25,1.8281000791789374e-12,1.4506695808515482e-12,8.617522066397261e-20,6.6540208535159e-20,5.888478587774221e-13,3.012902906310678e-25,1.3510716756780107e-15,4.1688169687273534e-38,4.356675763649723e-39,5.414740032294317e-16,4.220533023406696e-29,4.0964014334569067e-23,2.027191028775675e-13,1.3206108754135014e-28,1.2984659772426144e-29,1.9497636821550033e-24,6.264137970742797e-23,1.7888055771000368e-33,1.0439481607829404e-20
1.7686800615695548e-10,0.16368966961619386,3.76,0.0,0.7633220343129217,0.999999994983614,1.1693694423889898e-14,3.980651700744408e-28,7.557991307196287e-18,7.725623515377424e-07,6.802314550548095e-09,1.726052880923398e-10,1.6499157900687934e-09,1.9633912307511353e-11,5.004247331291453e-09,7.190557556963044e-12,2.9853938800927457e-13,8.7749778098903e-12,1.6134032416464938e-21,7.988894932135478e-14,8.192368577515435e-25,2.6750515562721936e-12,2.1241040997666512e-12,1.5249010888475376e-19,1.1842987848845076e-19,8.61353178398571e-13,6.540152313212789e-25,1.8235440363765198e-15,1.3001223212465567e-37,1.3590815791282042e-38,8.833785639979668e-16,1.0606645026727587e-28,8.826390575086793e-23,2.959626678082865e-13,3.256973673788904e-28,2.6315535708091626e-29,4.187315669483319e-24,1.342444309669745e-22,4.532889977394709e-33,1.8380542813466645e-20
2.075442999175433e-10,0.16368967161073913,3.76,0.0,0.763321966079846,0.9999999941109918,1.8886438630711898e-14,7.410464649791227e-28,1.0335992122943747e-17,9.065194793919779e-07,8.014605251566e-09,2.3766483181724487e-10,1.9384329368647482e-09,2.7109454948841854e-11,5.8723088253837845e-09,9.90907527656608e-12,4.112812386460968e-13,1.2066864920616082e-11,2.642523860473119e-21,1.1000495173350687e-13,1.5687661312786406e-24,3.6824327231083244e-12,2.9258497020271017e-12,2.4628763226184314e-19,1.9237105426773624e-19,1.1853554412792928e-12,1.254723925693632e-24,2.3259045906955818e-15,3.3606583575484517e-37,3.5305735131233886e-38,1.3199745419460877e-15,2.2808912217833276e-28,1.6796244878044886e-22,4.064896966913943e-13,6.9809153607712694e-28,4.730138136061007e-29,7.942786602983787e-24,2.5411912497641896e-22,9.840352267945165e-33,2.953950432390741e-20
2.382205936781311e-10,0.16368967360530368,3.76,0.0,0.7633218978359501,0.9999999932376142,2.8550786853018527e-14,1.2656827613018787e-27,1.352447591751799e-17,1.040465550982379e-06,9.236475703039922e-09,3.1310482826510436e-10,2.2276675800580474e-09,3.5813390705025354e-11,6.740405266331729e-09,1.3065308903017601e-11,5.421118525914705e-13,1.587658133513535e-11,4.050067988500859e-21,1.4492783475803052e-13,2.748369779076323e-24,4.8501130882956395e-12,3.856035190513664e-12,3.7231760569582615e-19,2.9245433430370067e-19,1.5607820685565257e-12,2.2021670606806107e-24,2.8507294394281805e-15,7.623248544968304e-37,8.050073248684233e-38,1.851751705116225e-15,4.39092728000397e-28,2.923475780810489e-22,5.341669622373224e-13,1.3513168781140425e-27,7.803789683924118e-29,1.3781511102413316e-23,4.400311879316344e-22,1.9127070169935885e-32,4.443610891890106e-20
2.995731811993067e-10,0.16368967759449157,3.76,0.0,0.763321761315695,0.9999999914885986,5.674958250205666e-14,3.0915643100065596e-27,2.1099143472509906e-17,1.3083245367636069e-06,1.1708920041656199e-08,4.951227476153345e-10,2.808322964972035e-09,5.6945224674283466e-11,8.476703936464405e-09,2.069532943033294e-11,8.581398704782836e-13,2.5041278235361266e-11,8.275597221118203e-21,2.2919463363016895e-13,7.044078807291626e-24,7.665856012137854e-12,6.102230589981553e-12,7.400585175462683e-19,5.879700383199637e-19,2.465626197761481e-12,5.664979263020925e-24,3.951507306609102e-15,3.122900639664337e-36,3.363437330613136e-37,3.193650290923546e-15,1.3097790854723249e-27,7.387011704382569e-22,8.404459590297124e-13,4.1648587406691885e-27,1.7787793810282209e-28,3.4593821246073737e-23,1.0998717169846492e-21,5.831332291522697e-32,8.744948384594601e-20
3.6092576872048233e-10,0.16368968158376035,3.76,0.0,0.7633216247521504,0.9999999897365812,9.919914902245244e-14,6.3766744887618996e-27,3.021557619892827e-17,1.5761393316137235e-06,1.4219576064139836e-08,7.186521833414266e-10,3.391949017519164e-09,8.310693206856875e-11,1.0213145241091076e-08,3.0089511600176886e-11,1.2468225179551967e-12,3.6252669637925443e-11,1.485917733122646e-20,3.3269013733066996e-13,1.5162850746392402e-23,1.1121255772481673e-11,8.86369142725607e-12,1.2936642242137105e-18,1.039347219856948e-18,3.57532867216733e-12,1.223594593549081e-23,5.098377551455173e-15,9.643027092354878e-36,1.0605483907476811e-36,4.892252691069153e-15,3.144814191187931e-27,1.5683996351730438e-21,1.2137533885540336e-12,1.042149371946253e-26,3.4459195060631626e-28,7.29858662224287e-23,2.3110833422295195e-21,1.4286165914325196e-31,1.513706170282973e-19
4.2227835624165794e-10,0.16368968557311273,3.76,0.0,0.7633214881453105,0.9999999879815755,1.5880447511711017e-13,1.1714858993506167e-26,4.0810029060577224e-17,1.8439099581342566e-06,1.6768372597182197e-08,9.836862750243913e-10,3.978612440316321e-09,1.1437590144715864e-10,1.1949731089456433e-08,4.1256948589473995e-11,1.7083540832507777e-12,4.949447965944447e-11,2.4416798213478638e-20,4.554151605639298e-13,2.897361119498749e-23,1.521530346249952e-11,1.2141397709983093e-11,2.0710427428682713e-18,1.6822554692783668e-18,4.88935135915025e-12,2.3456123576220766e-23,6.277893480287834e-15,2.480717028070719e-35,2.788681290716817e-36,6.9233266351167595e-15,6.52835155382449e-27,2.9574840847478252e-21,1.6530585082748206e-12,2.262613217688942e-26,5.982856113517773e-28,1.3678676368764423e-22,4.31429901137004e-21,3.022062385364665e-31,2.3998980505544394e-19
4.836309437628336e-10,0.16368968956255148,3.76,0.0,0.7633213514951688,0.9999999862235945,2.384660242990735e-13,1.9790568539919467e-26,5.282143960789831e-17,2.1116364387903936e-06,1.9355238816554713e-08,1.2902181655287005e-09,4.568379545114732e-09,1.5082937826376257e-10,1.3686463400740977e-08,5.420694012834671e-11,2.242923923531035e-12,6.475056136649125e-11,3.761382261521439e-20,5.9737054227143e-13,5.0805748193430465e-23,1.994700662336386e-11,1.5936309031437055e-11,3.1100556816813174e-18,2.553715783286413e-18,6.407175508736252e-12,4.125746285705378e-23,7.484282550166901e-15,5.626871022066655e-35,6.471704383883628e-36,9.260339111280714e-15,1.2220993262506499e-26,5.119449403078869e-21,2.157346621145274e-12,4.4376871109366585e-26,9.603421995396857e-28,2.35360591099785e-22,7.394710054781776e-21,5.75982299751828e-31,3.5693710695133346e-19
5.449835312840092e-10,0.16368969355207916,3.76,0.0,0.7633212148017187,0.9999999844626519,3.410797016839018e-13,3.137214207128621e-26,6.619130450140879e-17,2.379318795912741e-06,2.1980104246818577e-08,1.638241001275203e-09,5.16131625401542e-09,1.9254446285332587e-10,1.5423344103847863e-08,6.8948989862123e-11,2.850716559829815e-12,8.200489585349182e-11,5.516556506030371e-20,7.585571455803667e-13,8.348281424433275e-23,2.5315389265054492e-11,2.0249365939843377e-11,4.44852033064968e-18,3.692097278250415e-18,8.128301467632998e-12,6.799432603306284e-23,8.714972453642904e-15,1.161864980105742e-34,1.3686839250483613e-35,1.187773647136093e-14,2.117092544168075e-26,8.306278516524111e-21,2.725618792766821e-12,8.06108338148943e-26,1.453357159592865e-27,3.7960855735452223e-22,1.1881317229738555e-20,1.0152655905245613e-30,5.056897223361131e-19
6.676887063263605e-10,0.16368970153141257,3.76,0.0,0.7633209412848673,0.9999999809319334,6.267261352659604e-13,6.847541481582757e-26,9.678358810986348e-17,2.9145512282584074e-06,2.734355246362367e-08,2.458732110998263e-09,6.356960359575875e-09,2.920671786777833e-10,1.8897558446080925e-08,1.0384822541083949e-10,4.286686200685431e-12,1.224448410379407e-10,1.0643532501025148e-19,1.1386275836834813e-12,1.9526055403935276e-22,3.7958366645049346e-11,3.0433595459194744e-11,8.174890197384805e-18,6.929455390683136e-18,1.2178548187264242e-11,1.5993167422404468e-22,1.1241877444576994e-14,4.047408559462945e-34,5.030530472017561e-35,1.786316993637361e-14,5.359445343083209e-26,1.8952248855048753e-20,4.0501917006355e-12,2.24661938732552e-25,2.9284345801188695e-27,8.560200710958027e-22,2.659109127888018e-20,2.6578062106494494e-30,9.11850466654732e-19
