Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16)
3.591649470307235e-10,0.4582474470069889,3.76,0.0,0.6662028389171263,0.9999999807831897,1.2104401235130232e-13,7.860896177118975e-25,1.8272499645646177e-15,9.64667217576885e-06,3.9662858903241865e-08,2.7467065699394365e-09,1.8172265559469918e-08,2.832895724657113e-10,1.915634316614722e-08,7.680203473114605e-11,4.449887667444336e-13,2.4801300579199408e-11,1.8199860465336772e-19,4.230903873054125e-13,2.121215771923914e-22,3.4677093479815077e-11,3.479802121542292e-11,7.047886360717303e-18
4.266484159787256e-10,0.4582475238571588,3.76,0.0,0.6662019242653954,0.9999999771587835,2.0278987785473804e-13,1.537792292957242e-24,2.5686108317172023e-15,1.1458550463840777e-05,4.767883900148427e-08,3.875682436942252e-09,2.1635384896042613e-08,4.0301268166977117e-10,2.2755969582344646e-08,1.0853281934965486e-10,6.300309317395627e-13,3.4919148824060087e-11,3.1575776429910106e-19,5.970093909119982e-13,4.338920367737642e-22,4.8898475996184144e-11,4.910107098041511e-11,1.1827950431109072e-17
4.941318849267278e-10,0.45824760070894,3.76,0.0,0.6662010094155089,0.9999999735300453,3.1487569483049983e-13,2.7310094768414005e-24,3.432376127085066e-15,1.3270228237298911e-05,5.587197934598871e-08,5.198489927659209e-09,2.5115045850392192e-08,5.449625906616725e-10,2.635571085038946e-08,1.4579796759123975e-10,8.479053536848803e-13,4.673550856237779e-11,5.0735904303805165e-19,8.007968313433833e-13,8.021206200215572e-22,6.554523869800455e-11,6.585981163604964e-11,1.839718462875766e-17
5.616153538747299e-10,0.45824767756237395,3.76,0.0,0.6662000943674599,0.9999999698969841,4.620640036521296e-13,4.511459275536362e-24,4.417140920020945e-15,1.5081705523046464e-05,6.424180436522081e-08,6.715107017045627e-09,2.861170506183915e-08,7.096246693347182e-10,2.995556960119976e-08,1.8862420275289108e-10,1.098903371156357e-12,6.023903895683146e-11,7.699013394387325e-19,1.0344519309774343e-12,1.3750763126886996e-21,8.46123530203357e-11,8.507397253431401e-11,2.7043573209705713e-17
6.965822917707341e-10,0.4582478312743656,3.76,0.0,0.666198263676845,0.9999999626179269,8.807490560629104e-13,1.0518714849647868e-23,6.744128173129102e-15,1.8704058738650065e-05,8.150961619431586e-08,1.0329681906517388e-08,3.565783472384594e-08,1.1090203631343448e-09,3.7155650102946425e-08,2.9107043318194633e-10,1.7014040882822856e-12,9.226261742835179e-11,1.566052026026861e-18,1.591362153696373e-12,3.4335054597871594e-21,1.2998757157958512e-10,1.3086747257844887e-10,5.172658885421366e-17
8.315492296667384e-10,0.4582479849934632,3.76,0.0,0.6661964321934823,0.9999999553216796,1.4967483033561257e-12,2.1132848879657718e-23,9.53864831174724e-15,2.2325610324386872e-05,9.947851014815409e-08,1.4719230964693402e-08,4.277738661714665e-08,1.6050568977386043e-09,4.435623224743207e-08,4.160997275347376e-10,2.439738281806892e-12,1.3090063368251934e-10,2.832572294195805e-18,2.267734464486512e-12,7.342767263416918e-21,1.849841006544528e-10,1.8647940637829016e-10,8.820828019143549e-17
9.665161675627427e-10,0.4582481387199944,3.76,0.0,0.6661945999172926,0.9999999480083095,2.3478076114821968e-12,3.82519269238214e-23,1.2790024134386269e-14,2.5946360492812534e-05,1.1814475386829351e-07,1.988357809871667e-08,4.997394137497664e-08,2.201570872374036e-09,5.1557337282959814e-08,5.639517709162042e-10,3.3160136971123168e-12,1.7606500549586924e-10,4.717573082423583e-18,3.06356377134546e-12,1.4085345322837848e-20,2.495620669898233e-10,2.5190760956092386e-10,1.3884198010064016e-16
9.999999999999999e-10,0.45824829245428517,3.76,0.0,0.6661941452267017,0.9999999461912985,2.5997022043228196e-12,4.375673717157419e-23,1.36661690042847e-14,2.6844505262201584e-05,1.228831790928934e-07,2.1284729366486134e-08,5.177166239522445e-08,2.365558486399222e-09,5.334393671215959e-08,6.041945243062574e-10,3.5549996494581526e-12,1.8827008747436801e-10,5.300102966532302e-18,3.2794940166717962e-12,1.6337771149298576e-20,2.670619339666427e-10,2.6965912750671807e-10,1.5386975619552153e-16
1.101483105458747e-09,0.45824829245428517,3.76,0.0,0.6661927668481851,0.9999999406778821,3.4715159997297517e-12,6.409735605943523e-23,1.6487819824874462e-14,2.9566309455318586e-05,1.3750464670639265e-07,2.5822547263394752e-08,5.72510477994464e-08,2.9023785198808546e-09,5.8758986544542784e-08,7.348776165681238e-10,4.332243849208571e-12,2.2766880369247496e-10,7.389823603842963e-18,3.9788454855072015e-12,2.4930664069382016e-20,3.2368175454335455e-10,3.2714991811506746e-10,2.0600316916184955e-16
1.2364500433547513e-09,0.4582484461966594,3.76,0.0,0.6661909329860579,0.9999999333304619,4.905306304165329e-12,1.0121281476556046e-22,2.0621835317653602e-14,3.318545742214831e-05,1.5755451943588822e-07,3.2535962460991245e-08,6.461222314864618e-08,3.711275886711776e-09,6.59612014521751e-08,9.291395803517342e-10,5.490351156055643e-12,2.856262364867807e-10,1.1039631144300977e-17,5.013575521713531e-12,4.1474086402634175e-20,4.073036038252937e-10,4.122041683903729e-10,2.920895618176289e-16
1.3714169812507556e-09,0.45824859994743916,3.76,0.0,0.6661890983307981,0.9999999259661126,6.6864558293155485e-12,1.524637373548188e-22,2.5182100949719445e-14,3.680380460241204e-05,1.782907339726687e-07,4.002364774102452e-08,7.206095341485513e-08,4.632039007394017e-09,7.316400350919182e-08,1.147011138503341e-09,6.792169883603929e-12,3.49852634425818e-10,1.5879693853199626e-17,6.167750298426464e-12,6.567652943111803e-20,5.003882112499167e-10,5.07068197096747e-10,3.995211938241392e-16
1.641350857042764e-09,0.458248907475496,3.76,0.0,0.6661854266403742,0.9999999111868746,1.1439167600915271e-11,3.10444200244201e-22,3.554262651322498e-14,4.4038097434103037e-05,2.2180779029858666e-07,5.7321124981774363e-08,8.723486787754667e-08,6.824167552717845e-09,8.757145549240088e-08,1.654732177668657e-09,9.83385399606124e-12,4.967791760060746e-10,3.0098295189462896e-17,8.834422267644887e-12,1.4697364019644508e-19,7.147888622251912e-10,7.262169384414132e-10,6.882125051025063e-16
1.9112847328347726e-09,0.45824921504099797,3.76,0.0,0.6661817517757919,0.999999896340654,1.802478229225968e-11,5.674085688719872e-22,4.7494054082113955e-14,5.126918960117289e-05,2.680273236935396e-07,7.771357232031727e-08,1.0280006393634661e-07,9.50857853734149e-09,1.0198151612854488e-07,2.260448022165896e-09,1.3470312614371765e-11,6.677929706397261e-10,5.222752572451795e-17,1.197884282643108e-11,2.93421981038389e-19,9.665715738171677e-10,9.845788430170405e-10,1.091887593445547e-15
2.181218608626781e-09,0.4582495226464605,3.76,0.0,0.6661780737357601,0.9999998814279198,2.673598126581436e-11,9.579166358575744e-22,6.096440723299125e-14,5.849708273720795e-05,3.16921323402811e-07,1.0119958383652728e-07,1.187833310651625e-07,1.2714776787588175e-08,1.1639436028746338e-07,2.966738272475721e-09,1.7713325353617773e-11,8.622556004933884e-10,8.486264430050863e-17,1.560100148641562e-11,5.382718590471464e-19,1.2554266681609576e-09,1.28213661742916e-09,1.6307207748927664e-15
2.4511524844187898e-09,0.4582498302943715,3.76,0.0,0.6661743925188185,0.9999998664491241,3.786301540530097e-11,1.5217743893003594e-21,7.588492598337554e-14,6.572177845904769e-05,3.684622516246201e-07,1.2777775435028034e-07,1.352109837172384e-07,1.6471962746923885e-08,1.308101640288255e-07,3.776351800442807e-09,2.257351421822722e-11,1.0795452472551188e-09,1.3103989335041252e-16,1.970089584602756e-11,9.24970119447411e-19,1.5810469041454883e-09,1.6188729740078328e-09,2.3252539607255206e-15
2.7210863602107984e-09,0.4582501379871923,3.76,0.0,0.6661707081233436,0.9999998514047032,5.1693724281849724e-11,2.30411063443303e-21,9.218992353091586e-14,7.294327836722312e-05,4.2262303533164983e-07,1.5744667941628717e-07,1.5210886947744288e-07,2.0809037586398395e-08,1.4522910455845816e-07,4.69220374633466e-09,2.8060418240895092e-11,1.3190562615337704e-09,1.942642401881674e-16,2.4278531597749776e-11,1.5088100804959587e-18,1.943127458347745e-09,1.994770630793603e-09,3.196400696286587e-15
2.991020236002807e-09,0.45825044572735807,3.76,0.0,0.6661670205475488,0.999999836295077,6.851355525663818e-11,3.355470705399351e-21,1.0981664867369707e-13,8.016158404638606e-05,4.793770582016026e-07,1.9020495531902778e-07,1.6950237710768962e-07,2.5754608249229018e-08,1.5965136018642355e-07,5.717372555092176e-09,3.418256409763825e-11,1.5801987415867832e-09,2.785373149319472e-16,2.9333922534661326e-11,2.358683758692393e-18,2.3413659060288683e-09,2.4098123115233053e-09,4.265450470518442e-15
3.2609541117948156e-09,0.4582507535172783,3.76,0.0,0.6661633297894897,0.9999998211206506,8.860558237867349e-11,4.7319253693576305e-21,1.2870515424130451e-13,8.737669706572758e-05,5.38698152694905e-07,2.2605117906785465e-07,1.8741644444730048e-07,3.1336992405019334e-08,1.740771102869355e-07,6.85509706537576e-09,4.09475326248795e-11,1.8623981229964932e-09,3.88385511191413e-16,3.486709055655301e-11,3.558934231651121e-18,2.775462202333786e-09,2.863980745616337e-09,5.554073295018916e-15
3.530887987586824e-09,0.4582510613593372,3.76,0.0,0.6661596358470647,0.9999998058818129,1.122505250660364e-10,6.495193593186329e-21,1.4879817173117164e-13,9.458861897938473e-05,6.005605922914616e-07,2.649839483922569e-07,2.0587556615642268e-07,3.758422330630962e-08,1.8850653526016176e-07,8.108773655956398e-09,4.836202117895051e-11,2.1650947799974996e-09,5.288882192790316e-16,4.087806567554431e-11,5.211308871554794e-18,3.2451186637056507e-09,3.35725866816121e-09,7.084324545478217e-15
3.800821863378832e-09,0.45825136925589394,3.76,0.0,0.6661559387180207,0.9999997905789393,1.3972676663856412e-10,8.712777437674736e-21,1.700409917702962e-13,0.00010179735132683686,6.649390838693258e-07,3.0700186173724124e-07,2.2490380131953273e-07,4.4524054558399025e-08,2.0293981649578195e-07,9.481953443496472e-09,5.643190211274396e-11,2.487743637619571e-09,7.057062213818583e-16,4.736688602107776e-11,7.437015544524606e-18,3.750039949446821e-09,3.889628819902012e-09,8.878650056842623e-15
4.0707557391708405e-09,0.45825167720928356,3.76,0.0,0.666152238399952,0.9999997752123904,1.7131037273808239e-10,1.1458107065058709e-20,1.923813498566092e-13,0.00010900289563329192,7.31808760209114e-07,3.521035182588155e-07,2.445247809250011e-07,5.218396481240743e-08,2.173771363381188e-07,1.0978339525896477e-08,6.516227776653098e-11,2.8298137936261256e-09,9.251103000262291e-16,5.4333597844322286e-11,1.0378883013322212e-17,4.2899330433903985e-09,4.461073947224703e-09,1.09598914658921e-14
4.340689614962849e-09,0.4582519852218169,3.76,0.0,0.6661485348903069,0.9999997597825123,2.0727510961863372e-10,1.4810694120447323e-20,2.157693170716682e-13,0.00011620525341006362,8.011451726232088e-07,4.0028751781958155e-07,2.6476171522151756e-07,6.059116238185173e-08,2.3181867805273732e-07,1.2601784270789629e-08,7.455753223467295e-11,3.1907881499419813e-09,1.1940100885364828e-15,6.177825552210608e-11,1.4203625833627103e-17,4.8645072357001335e-09,5.071576802143421e-09,1.3351291796823797e-14
4.610623490754857e-09,0.45825229329578154,3.76,0.0,0.6661448281863874,0.9999997442896381,2.478924622825243e-10,1.8856292175370538e-20,2.4015719565447456e-13,0.00012340442615493897,8.729242837148207e-07,4.5155246098445125e-07,2.8563740094621595e-07,6.977258977935887e-08,2.462646257944719e-07,1.4356286651015026e-08,8.462138003589821e-11,3.5701630536695297e-09,1.5199831700121667e-15,6.970092156045304e-11,1.9104214149292542e-17,5.473474104822972e-09,5.7211201422869095e-09,1.6076501285247548e-14
4.880557366546865e-09,0.45825260143344115,3.76,0.0,0.6661411182853539,0.9999997287340869,2.9343165246216275e-10,2.368706311701238e-20,2.654994193013345e-13,0.00013060041535253625,9.471224602669375e-07,5.058969490164781e-07,3.0717422842439824e-07,7.975492817344186e-08,2.6071516457683066e-07,1.6245989627149307e-08,9.53569118142373e-11,3.967447947612122e-09,1.911304431956754e-15,7.810166659773296e-11,2.530234937368682e-17,6.116547499594212e-09,6.4096867308850276e-09,1.9159583435151045e-14
5.150491242338873e-09,0.4582529096370372,3.76,0.0,0.6661374051842259,0.9999997131161655,3.441596564610885e-10,2.940174837509361e-20,2.917524579573316e-13,0.0001377932224746542,1.0237164662561064e-06,5.633195838727952e-07,3.293941885458162e-07,9.056460176845302e-08,2.751704802427005e-07,1.8275177575334235e-08,1.0676663725335259e-10,4.382165029951756e-09,2.376975693761531e-15,8.69805694074266e-11,3.30510469880935e-17,6.79344352148187e-09,7.137259336755275e-09,2.262502130330907e-14
5.6903589939228904e-09,0.4582535262508926,3.76,0.0,0.6661299693690816,0.9999996816943743,4.6223888974111466e-10,4.391178726468264e-20,3.468265100346992e-13,0.00015216929631756013,1.1840009676508438e-06,6.873937053338258e-07,3.7596951382078623e-07,1.1477039212978875e-07,3.0409618957908304e-07,2.2769837954314434e-08,1.3161603625055357e-10,5.262046371069208e-09,3.5711907596962075e-15,1.0617320412688353e-10,5.438530406407947e-17,8.247579010385116e-09,8.709353703439747e-09,3.080303402427693e-14
6.1762399703485055e-09,0.4582540814508977,3.76,0.0,0.666123266158456,0.9999996532042742,5.888888984304555e-10,6.112534246497306e-20,3.991100144541799e-13,0.00016509689459248935,1.3362255439837674e-06,8.095736656948729e-07,4.204362944409654e-07,1.3964506688073256e-07,3.3014754531285534e-07,2.7337858722226372e-08,1.5630089242908962e-10,6.109013981895869e-09,5.006516087401803e-15,1.2508283185171278e-10,8.216609743785817e-17,9.669171766290706e-09,1.0257466463232547e-08,3.972534115231909e-14
6.6621209467741206e-09,0.45825463689839274,3.76,0.0,0.666116552527043,0.9999996245162979,7.364019080811148e-10,8.305788189759766e-20,4.537514522693937e-13,0.0001780142052814274,1.4958686817499979e-06,9.417051107193075e-07,4.674408831863306e-07,1.6759995965159757e-07,3.5621730343612176e-07,3.2430642161231384e-08,1.8318662528866623e-10,7.00557995624937e-09,6.8591542116879465e-15,1.4554328788799024e-10,1.2063328952662385e-16,1.1196035753333709e-08,1.1931690993606327e-08,5.028712849292043e-14
7.148001923199736e-09,0.45825519260567504,3.76,0.0,0.666109828452724,0.999999595631802,9.06256035026109e-10,1.1054669846841104e-19,5.105594953050958e-13,0.00019092123654727706,1.6628083527347096e-06,1.0837799116191156e-06,5.170979647067443e-07,1.98780435629312e-07,3.8230657432807693e-07,3.8077964784825055e-08,2.1227164509155134e-10,7.949377223341219e-09,9.21190670798243e-15,1.6755532604670827e-10,1.7277528351830567e-16,1.2826594435938606e-08,1.3731927002584508e-08,6.26472590275576e-14
7.633882899625351e-09,0.45825574858483237,3.76,0.0,0.6661030939121003,0.9999995665520305,1.0999071999259085e-09,1.445125136251999e-19,5.693579354061891e-13,0.00020381799644332576,1.8369261815127642e-06,1.2357899466025575e-06,5.695185469227427e-07,2.333294868728234e-07,4.0841647511677373e-07,4.4310897167262864e-08,2.435508925901048e-10,8.938148362375972e-09,1.2157680996468765e-14,1.9111978565859932e-10,2.4215381043023794e-16,1.4559293556135635e-08,1.5658074255789426e-08,7.696957542537648e-14
8.119763876050967e-09,0.45825630484774804,3.76,0.0,0.6660963488805351,0.9999995372781185,1.318789441997731e-09,1.859628606368715e-19,6.299844875515464e-13,0.00021670449291849884,2.0181073325934598e-06,1.3977271008133122e-06,6.248100738609143e-07,2.713878032271352e-07,4.3454812929439496e-07,5.1161762308470495e-08,2.770163016619079e-10,9.969740519966088e-09,1.5800107286554515e-14,2.1623759158476161e-10,3.329718628494246e-16,1.6392600820711843e-08,1.7710032576197572e-08,9.342305349080189e-14
8.605644852476583e-09,0.4582568614061092,3.76,0.0,0.6660895933321935,0.999999507811099,1.5643152287653032e-09,2.3599540796370057e-19,6.922896885857572e-13,0.00022958073382237416,2.2062404011126122e-06,1.5695832662724266e-06,6.830765349651408e-07,3.130938410330861e-07,4.607026663585303e-07,5.8664095292999154e-08,3.126572110920588e-10,1.104210056592053e-08,2.025416867263972e-14,2.42909754222325e-10,4.501457671423307e-16,1.8325005592800394e-08,1.9887701843897473e-08,1.1218196197708687e-13
9.091525828902199e-09,0.45825741827141075,3.76,0.0,0.666082827240081,0.9999994781519056,1.8378757614806936e-09,2.9580120775456004e-19,7.561358824765299e-13,0.00024244672690997392,2.401217306889062e-06,1.7513503418228828e-06,7.444185710635597e-07,3.5858388974409165e-07,4.868812214768423e-07,6.685260417713294e-08,3.5046073142040797e-10,1.215327047179108e-08,2.5646844475878025e-14,2.711373695060021e-10,5.993813895495711e-16,2.035501858775953e-08,2.219098199585033e-08,1.3342602838605454e-13
9.577406805327815e-09,0.4582579754549626,3.76,0.0,0.6660760505760811,0.9999994483013769,2.140841276172039e-09,3.6666785857109673e-19,8.213962881586077e-13,0.0002553024798463379,2.6029331918300753e-06,1.9430202330767377e-06,8.089335770050594e-07,4.079921364574772e-07,5.130849351739464e-07,7.576313209922732e-08,3.904120698407653e-10,1.330138290827886e-08,3.2117767306980644e-14,3.009216189061133e-10,7.872546501114788e-16,2.2481171573387965e-08,2.4619773025653612e-08,1.573406107401162e-13
9.999999999999999e-09,0.4582585329678949,3.76,0.0,0.6660701479787435,0.9999994221839996,2.429303894606894e-09,4.383738617366403e-19,8.79215129310265e-13,0.000266475403350109,2.7837751158125134e-06,2.1177701304738397e-06,8.676986002186981e-07,4.542535086665346e-07,5.358968663378573e-07,8.41288124865335e-08,4.268932694694646e-10,1.4328600311280142e-08,3.8741173060380396e-14,3.2809304682713606e-10,9.87904713146629e-16,2.4407430625125383e-08,2.683418056934729e-08,1.8046017228182134e-13
1.0063287781753431e-08,0.4582585329678949,3.76,0.0,0.6660692633109933,0.999999418260263,2.4745613404480436e-09,4.499825708552028e-19,8.879541412361973e-13,0.00026814800021089164,2.8112863205180327e-06,2.1445848523646564e-06,8.767158011299006e-07,4.61450728462101e-07,5.393149530379921e-07,8.54326205530127e-08,4.324948188752053e-10,1.4484657046825542e-08,3.981989391756765e-14,3.3226376942397287e-10,1.021296377907006e-15,2.4702017074348437e-08,2.717397498330786e-08,1.8411687501481376e-13
1.0549168758179047e-08,0.45825909082116323,3.76,0.0,0.6660624654145662,0.9999993880292263,2.840365146127187e-09,5.472351264116722e-19,9.557019031552743e-13,0.00028098329550162073,3.026177983869602e-06,2.3560361186877233e-06,9.47856441681028e-07,5.190898338679558e-07,5.655724254451345e-07,9.589907378488339e-08,4.766912130114255e-10,1.5701394555138815e-08,4.8920189998336114e-14,3.6516517358530154e-10,1.3100815986001498e-15,2.701612808073329e-08,2.985348797498667e-08,2.1395197804600162e-13
1.1035049734604663e-08,0.4582596490255545,3.76,0.0,0.6660556568555336,0.9999993576088482,3.2395617977643348e-09,6.600207273677686e-19,1.0245405322230648e-12,0.00029380837313905975,3.2475124057603893e-06,2.577365957671403e-06,1.022443740261253e-06,5.810377003828014e-07,5.918585073003582e-07,1.0720152427666558e-07,5.229823568012884e-10,1.6949975776949856e-08,5.960032900298827e-14,3.9962726943217373e-10,1.6633233359480571e-15,2.94220977607012e-08,3.265821216281012e-08,2.470492557219717e-13
1.1520930711030279e-08,0.4582602075916911,3.76,0.0,0.6660488376016475,0.999999326999631,3.673440597116656e-09,7.900427324697142e-19,1.0943788121881597e-12,0.0003066232404701035,3.4751966525372314e-06,2.8085663015215755e-06,1.1005630724127924e-06,6.474207122831107e-07,6.18174357793505e-07,1.1937999928586988e-07,5.713484270171937e-10,1.8228856088611913e-08,7.20574050842255e-14,4.3565158051387375e-10,2.0919710319532608e-15,3.1918539177144505e-08,3.558804776462186e-08,2.836184163316843e-13
1.2006811687455894e-08,0.4582607665300371,3.76,0.0,0.6660420076197092,0.9999992962020016,4.143271323600042e-09,9.391152800497772e-19,1.1651327340957994e-12,0.00031942790477164877,3.7091405453335304e-06,3.0496290889825434e-06,1.1822970354024176e-06,7.183634456308993e-07,6.4452114016938e-07,1.3247548841293806e-07,6.217688514117575e-10,1.953656242481049e-08,8.650466016267405e-14,4.732397158770217e-10,2.6083136815652346e-15,3.4504085008337405e-08,3.864289505376965e-08,3.2387573893021067e-13
1.249269266388151e-08,0.4582613258509015,3.76,0.0,0.6660351668756016,0.999999265216316,4.650304510792303e-09,1.10916579744187e-18,1.236724927164846e-12,0.00033222237325407334,3.949256575099766e-06,3.3005462652969295e-06,1.2677255332987948e-06,7.939887217901291e-07,6.709000215108041e-07,1.4652991216376149e-07,6.742224665823751e-10,2.0871689965514023e-08,1.0317222510649921e-13,5.123933700553169e-10,3.2260877749274058e-15,3.7177387272510276e-08,4.1822654358889976e-08,3.6804427658212576e-13
1.2978573640307126e-08,0.4582618855644444,3.76,0.0,0.6660283153343194,0.9999992340428614,5.195771719044455e-09,1.3022373975083794e-18,1.309084134595533e-12,0.00034500665306456,4.1954598202592135e-06,3.561309782167361e-06,1.3569258594307823e-06,8.744176592978016e-07,6.973121725335531e-07,1.6158609147494976e-07,7.286876572907092e-10,2.223289897629985e-08,1.2230787495694043e-13,5.531143230592199e-10,3.960590135948874e-15,3.99371170562901e-08,4.5127226063696425e-08,4.163540643420284e-13
1.3464454616732742e-08,0.458262445680681,3.76,0.0,0.6660214529599984,0.9999992026818595,5.78088580425744e-09,1.5204911638323258e-18,1.382144730674633e-12,0.00035778075129027417,4.447667866904878e-06,3.8319115977198545e-06,1.4499727763096274e-06,9.5976972414132e-07,7.237587673922461e-07,1.7768771817144082e-07,7.851424792531728e-10,2.3618911794794095e-08,1.4417779811111574e-13,5.954044403658269e-10,4.8287957479663725e-15,4.27819642469513e-08,4.855651060677212e-08,4.69042331844592e-13
1.3950335593158358e-08,0.45826300620948524,3.76,0.0,0.6660145797159427,0.9999991711334697,6.406841182877701e-09,1.7662083269590044e-18,1.4558462759660698e-12,0.0003705446749614007,4.705800731459376e-06,4.1123436764688345e-06,1.5469385930924944e-06,1.0501627784903165e-06,7.502409834963876e-07,1.9487932632806547e-07,8.435647671197669e-10,2.502850995653662e-08,1.6906737935034136e-13,6.392656729091409e-10,5.849480658488053e-15,4.571063726842459e-08,5.211040848136637e-08,5.263537203887277e-13
1.4436216569583974e-08,0.4582635671605954,3.76,0.0,0.6660076955646544,0.9999991393977925,7.0748140931631255e-09,2.04179233450243e-18,1.5301331076579992e-12,0.00038329843105404474,4.969780785722891e-06,4.402597989283704e-06,1.6478932406614122e-06,1.1457131279291172e-06,7.767600013358356e-07,2.132062645078965e-07,9.039322291660426e-10,2.646053145395828e-08,1.9728199657937485e-13,6.847000570709155e-10,7.043350054943531e-15,4.872186282101368e-08,5.5788820235195426e-08,5.885405044091468e-13
1.4922097546009588e-08,0.4582641285436164,3.76,0.0,0.6660008004678591,0.9999991074748701,7.78596285277135e-09,2.349770818172364e-18,1.6049539623086656e-12,0.0003960420264930066,5.239532684235489e-06,4.702666513356885e-06,1.7529043443906815e-06,1.2465355672353924e-06,8.033170043150207e-07,2.327146688505874e-07,9.662225301080667e-10,2.7913868122347757e-08,2.291478311180673e-13,7.317097146722225e-10,8.433171601518436e-15,5.18143856247691e-08,5.9591646470247786e-08,6.558628172329017e-13
1.5407978522435202e-08,0.45826469036802553,3.76,0.0,0.6659938943865314,0.999999075364692,8.5414281127229e-09,2.692797460942188e-18,1.6802616284037326e-12,0.0004087754681544318,5.51498329388126e-06,5.0125412321732804e-06,1.8620372946746123e-06,1.3527434247498393e-06,8.299131785952842e-07,2.534514369843366e-07,1.0304133633364268e-09,2.9387463146882715e-08,2.6501269136610373e-13,7.802968529658766e-10,1.0043914125340727e-14,5.498696816646773e-08,6.351878784259371e-08,7.285888810226594e-13
1.5893859498860817e-08,0.45826525264317536,3.76,0.0,0.6659869772809206,0.9999990430671946,9.342333107791038e-09,3.07365376775105e-18,1.7560126263428043e-12,0.000421498762868345,5.796061625664019e-06,5.332214135481083e-06,1.9753553152853107e-06,1.4644486053804547e-06,8.56549712944765e-07,2.7546420273589e-07,1.096482513729301e-09,3.088030868506988e-08,3.0524684964446343e-13,8.304637646298355e-10,1.1902891738986571e-14,5.823839045014721e-08,6.757014506219935e-08,8.069952408139939e-13
1.637974047528643e-08,0.45826581537829747,3.76,0.0,0.6659800491105753,0.9999990105822654,1.0189783903368954e-08,3.49525074325403e-18,1.832166913686849e-12,0.0004342119174210738,6.082698768587042e-06,5.661677219263848e-06,2.092919529627553e-06,1.581761632283294e-06,8.832277985953159e-07,2.9880131161398305e-07,1.1644079120665126e-09,3.239144359924416e-08,3.5024389200326814e-13,8.822128277616547e-10,1.4039913485317764e-14,6.156744975114597e-08,7.17456188927455e-08,8.913670025602859e-13
1.6865621451712045e-08,0.4582663785825065,3.76,0.0,0.6659731098343664,0.9999989779097446,1.1084869638863788e-08,3.960630480174213e-18,1.908687613684296e-12,0.0004469149385575629,6.3748278255718285e-06,6.000922485713818e-06,2.2147890249553265e-06,1.7047916872601208e-06,9.099486291059839e-07,3.235117970425114e-07,1.2341676819510871e-09,3.391995129405232e-08,4.004215807732954e-13,9.355465058740776e-10,1.6487438589500704e-14,6.49729603735999e-08,7.604511015145099e-08,9.81998075104618e-13
1.735150242813766e-08,0.458266942264803,3.76,0.0,0.6659661594105102,0.9999989450494272,1.202866276766634e-08,4.472967661781703e-18,1.9855407652459416e-12,0.0004596078329835895,6.672383851352846e-06,6.3499419432063925e-06,2.341020914612679e-06,1.833646649912153e-06,9.36713400232625e-07,3.496453573204325e-07,1.3057401800544306e-09,3.546495765407667e-08,4.562227296271759e-13,9.90467347891811e-10,1.928073740155436e-14,6.845375341134848e-08,8.046851970890071e-08,1.0791914160028445e-12
1.7837383404563274e-08,0.4582675064340769,3.76,0.0,0.6659591977965904,0.9999989120010655,1.3022219293744787e-08,5.035570981967529e-18,2.0626950926730212e-12,0.0004722906073678795,6.975303792287044e-06,6.708727606275722e-06,2.4716703983597886e-06,1.9684331355880633e-06,9.635233098032614e-07,3.7725233328603383e-07,1.3791040304236419e-09,3.702562907696091e-08,5.181160909063884e-13,1.046977988149535e-09,2.2458058111084457e-14,7.200867651220222e-08,8.501574848887863e-08,1.1832592811262494e-12
1.8323264380988888e-08,0.4582680710991119,3.76,0.0,0.6659522249495795,0.9999988787643704,1.406657900491024e-08,5.651884486313831e-18,2.140121793572758e-12,0.00048496326834413254,7.28352642801868e-06,7.077271495591372e-06,2.606790820843405e-06,2.1092565321632785e-06,9.903795575988158e-07,4.0638368666384714e-07,1.4542381535150407e-09,3.860117059760726e-08,5.865972549619163e-13,1.1050811463911841e-09,2.6060799314180355e-14,7.563659364552517e-08,8.968669746820555e-08,1.294523477976341e-12
1.8809145357414502e-08,0.4582686362685873,3.76,0.0,0.6659452408258599,0.9999988453390136,1.5162765702801192e-08,6.325488837482236e-18,2.2177943435223123e-12,0.0004976258225129576,7.596992314941921e-06,7.455565637935975e-06,2.7464337282688695e-06,2.25622103568647e-06,1.017283345238889e-06,4.370909790731855e-07,1.5311217905464317e-09,4.0190824099222865e-08,6.621895612497663e-13,1.1647796277705201e-09,3.013368851081907e-14,7.933638487308582e-08,9.448126767658186e-08,1.4133156226484772e-12
1.9295026333840116e-08,0.4582692019510813,3.76,0.0,0.6659382453812444,0.9999988117246299,1.631178742963324e-08,7.06010250814306e-18,2.2956883161595126e-12,0.0005102782764437241,7.915643731405659e-06,7.843602066183893e-06,2.89064892332917e-06,2.4094296849280053e-06,1.0442358760722803e-06,4.6942635167794774e-07,1.6097345236960982e-09,4.179386660719626e-08,7.454450209171903e-13,1.2260763228530182e-09,3.4724966609477064e-14,8.31069461231312e-08,9.939936019643514e-08,1.539977400385011e-12
