Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168)
1.8151336780804287e-06,0.358227521032269,3.76,0.0,0.4917498034206339,0.9772696769187148,0.030351943585283127,7.274327429142514e-09,7.225923509318154e-07,0.023933814508937168,0.0036744993527012266,0.03720600490292928,0.005079153539248255,0.17686245939507003,0.0020495050915425783,0.14229099919607294,1.7699883207860563e-06,5.560061951544428e-06,0.00035532612231898734,0.0005392133669043049,0.0028377745891140535,0.0008657632545314104,0.0034136274338444966,0.00026924252435060265,0.003996639261559121,0.0002535569959840034,7.049153776258242e-05,6.136859831300473e-09,7.015495689570236e-07,5.0893351872510305e-06,2.429268073275229e-07,4.224091534118451e-07,0.0008255252136537306,8.042540606953789e-06,0.00043848682970217803,1.1927132362342605e-09,3.190443109377518e-07,4.245185861137696e-07,7.497390900562834e-10,0.0002977079789631563,1.1179617518961988e-05,5.187183726665664e-05,1.176071596382414e-09,2.292762603163757e-05,7.914726702581959e-11,1.3338186774068818e-12,5.597127035354028e-06,5.226754364730914e-05,3.6827017517450517e-11
1.8296395407030444e-06,0.3583610679870089,3.76,0.0,0.4893603858297314,0.9769275076764925,0.030780823767269358,7.371290103907273e-09,7.307849656962982e-07,0.024023044060067753,0.003665739776041026,0.03769099782680786,0.005087295397418955,0.17875097266764814,0.0020643002821337025,0.14391284140961183,1.7645791748642847e-06,5.57724202098141e-06,0.00035991294051365875,0.000547285676848708,0.002910597241920918,0.0008693247711151446,0.0034791931738750452,0.0002737388160385153,0.004107291498404663,0.00025457403241229684,7.141197306736507e-05,6.1673558275856e-09,7.20014132324989e-07,5.252434170315818e-06,2.4637606662129013e-07,4.2994515964850264e-07,0.0008489867435110733,8.124496753295295e-06,0.00044944306959457343,1.2142147473724398e-09,3.2811411317057495e-07,4.3245389784307724e-07,7.674337838980937e-10,0.0003038488332951002,1.164216736257393e-05,5.328395539308668e-05,1.1914716396033564e-09,2.3820115401374128e-05,8.239619050436108e-11,1.3766403740469396e-12,5.631445636699844e-06,5.26846043886697e-05,3.756759820800161e-11
1.8441454033256601e-06,0.35849427529601857,3.76,0.0,0.4869786090425412,0.9765838137338264,0.03121067937769941,7.4672568467133e-09,7.388934240015642e-07,0.024109385097913417,0.0036567105831115583,0.03817561052527583,0.005095102057852544,0.1806311377586201,0.002079055122271656,0.14553109851452428,1.7590453206213837e-06,5.593714476400693e-06,0.00036447917148659296,0.0005553481973475229,0.0029843494709780975,0.0008728336002185715,0.003545071128416006,0.00027823835334250097,0.004219652040732025,0.000255577371012234,7.232773110718674e-05,6.197536906522084e-09,7.386938022102837e-07,5.418408063638489e-06,2.498178632163986e-07,4.374630360717262e-07,0.0008727623540828331,8.205678475377795e-06,0.00046052298675009856,1.2356739609926626e-09,3.3729354429767233e-07,4.404070093449715e-07,7.85288299886984e-10,0.0003100384094811842,1.2117508867627565e-05,5.471195648032983e-05,1.2067780195256497e-09,2.473519052814253e-05,8.57339198952937e-11,1.4201784842572378e-12,5.664866170921499e-06,5.309612537601576e-05,3.8313485965260105e-11
1.8572006796860143e-06,0.3586138649275505,3.76,0.0,0.4848416811884461,0.9762732039016115,0.03159835818410823,7.55275664552202e-09,7.461182465278313e-07,0.024184649256169397,0.0036483610539912933,0.03861138011081491,0.005101846039147271,0.18231603469137628,0.0020923015956179386,0.14698438124637625,1.7539620260381122e-06,5.607942244771975e-06,0.0003685706675127741,0.0005625953874215707,0.003051517213249419,0.0008759469839852118,0.0036046184702852955,0.00028228993335006625,0.00432223600109549,0.0002564687585263363,7.314780279053436e-05,6.224431788343141e-09,7.556872415980539e-07,5.570237767739547e-06,2.529086025311658e-07,4.442116447941506e-07,0.0008944256171920736,8.278078684921835e-06,0.00047059966017339353,1.2549454931202192e-09,3.4564676502629465e-07,4.4757831880677906e-07,8.014918127826133e-10,0.0003156501487122468,1.2556365834487501e-05,5.601047231603112e-05,1.2204713130688217e-09,2.5578221519811105e-05,8.881456433053195e-11,1.4599711676403503e-12,5.694181416785435e-06,5.346177797481434e-05,3.8989251075077484e-11
1.8702559560463685e-06,0.35873316747071987,3.76,0.0,0.4827111955152413,0.9759613931463421,0.03198678047391711,7.63741574538048e-09,7.532734023538786e-07,0.024257624324391713,0.003639806558169907,0.039046737240936345,0.005108327003792661,0.18399396146474867,0.002105518314578068,0.14843460718795937,1.7487847308026738e-06,5.621611046255413e-06,0.00037264455482767696,0.0005698333555691776,0.003119430271098182,0.0008790185923071651,0.0036644006174656922,0.000286342702980216,0.004426201344792776,0.0002573492261094569,7.396388189902185e-05,6.25107367461502e-09,7.72850833441908e-07,5.724386541171062e-06,2.559923835416603e-07,4.509419030906762e-07,0.0009163370198031446,8.349849586074676e-06,0.00048077464635507325,1.2741724528252551e-09,3.540850278053193e-07,4.5476087927234925e-07,8.178206452653524e-10,0.0003213003556986679,1.300579138427387e-05,5.732135668279686e-05,1.2340842505365046e-09,2.6439826184847897e-05,9.196853673254782e-11,1.500336298041034e-12,5.722778149330168e-06,5.382298269109115e-05,3.9669182333546155e-11
1.8833112324067227e-06,0.35885217756405563,3.76,0.0,0.4805872655414852,0.9756483975291653,0.032375924698633846,7.72121938225791e-09,7.603582633258781e-07,0.024328334967973965,0.0036310532990811396,0.03948163414115243,0.0051145489227947824,0.18566482522140845,0.0021187065521769952,0.14988170737301806,1.7435166677031937e-06,5.634727751993209e-06,0.0003767004143417747,0.0005770615267516095,0.003188084889882576,0.0008820488486834244,0.0037244091279346183,0.00029039599553444247,0.004531546619810727,0.0002582188561103916,7.477587692196941e-05,6.277463571700653e-09,7.901826086664888e-07,5.880849015691882e-06,2.590687904910888e-07,4.5765211849639056e-07,0.0009384934918698843,8.420990528152373e-06,0.0004910470462814192,1.293350060135506e-09,3.6260650749829114e-07,4.61953215437117e-07,8.342728274724487e-10,0.0003269885613718745,1.3465879992562632e-05,5.86443701474548e-05,1.247614854233817e-09,2.7320129818861074e-05,9.519647204268006e-11,1.5412698888161418e-12,5.750661054766537e-06,5.4179760505206326e-05,4.035321753699886e-11
1.8963665087670769e-06,0.3589708900391911,3.76,0.0,0.4784700008024113,0.9753342330539895,0.032765769644916114,7.804153641100107e-09,7.67372250436833e-07,0.02439680625202448,0.0036221073814006865,0.03991602412602995,0.005120515733771224,0.18732853667849692,0.002131867510234042,0.1513256149778855,1.7381610127414608e-06,5.647299314441088e-06,0.00038073784128876903,0.0005842793486080704,0.003257477232840983,0.0008850381742671475,0.0037846356432605283,0.0002944491541838471,0.004638270161356386,0.0002590777304644798,7.55836995534733e-05,6.303602604389261e-09,8.076805780167607e-07,6.039619317124923e-06,2.6213741575337946e-07,4.643406898598155e-07,0.0009608919024438773,8.491501041274555e-06,0.0005014159519890433,1.3124737412139788e-09,3.712093526603107e-07,4.691538685583465e-07,8.50846453802724e-10,0.00033271429890148615,1.3936723717545883e-05,5.9979270904950995e-05,1.2610613656921589e-09,2.821925325326129e-05,9.849898829139123e-11,1.5827676899154286e-12,5.777835094668716e-06,5.453213380084224e-05,4.10412948868537e-11
1.909421785127431e-06,0.3590892999175465,3.76,0.0,0.4763595069201689,0.9750189156649723,0.0331562944311949,7.88620538259854e-09,7.743148301066552e-07,0.024463063610413904,0.00361297481111234,0.040349861594495474,0.00512623134090276,0.1889850100637715,0.0021450023208900355,0.1527662652826364,1.7327208853179078e-06,5.659332759566667e-06,0.0003847564450067435,0.0005914862906814478,0.0033276033841168145,0.000887986987785063,0.003845071890591172,0.0002985015321163239,0.0047463700959016,0.00025992593071059403,7.638726464437513e-05,6.329491719153188e-09,8.253427334111008e-07,6.20069107708117e-06,2.6519786228576403e-07,4.710060261079207e-07,0.0009835290628626902,8.561380825895192e-06,0.0005118804471077853,1.3315390694963615e-09,3.79891687492e-07,4.763613971111984e-07,8.675395502295304e-10,0.0003384771038416946,1.4418412181110513e-05,6.132581499277993e-05,1.274421748707767e-09,2.913731284778725e-05,1.018766867017434e-10,1.6248254332276794e-12,5.8043054925435034e-06,5.488012629120674e-05,4.173335300651627e-11
1.92117153385175e-06,0.3591956061225785,3.76,0.0,0.47446593570753337,0.9747341574012826,0.03350833100805875,7.959287173145541e-09,7.805016971569775e-07,0.024520823621316433,0.003604600794396322,0.04073980609455241,0.00513116380783432,0.19046957944706477,0.0021568021752918633,0.15406001373927292,1.7277550794292477e-06,5.669708630196643e-06,0.00038835678279858796,0.000597962814961816,0.003391341028521614,0.0008906066261933978,0.003899637066895453,0.0003021474783275202,0.004844835139550625,0.0002606802516532667,7.710676515835939e-05,6.352579121837366e-09,8.413773785384487e-07,6.3476177556267435e-06,2.6794495227174015e-07,4.769836691891656e-07,0.0010041039588349666,8.623733240691075e-06,0.00052137945792213,1.34864429568272e-09,3.8777218413954774e-07,4.828528743443393e-07,8.826638729171096e-10,0.0003436949390875938,1.4861276146713471e-05,6.254745650727282e-05,1.2863710416051924e-09,2.997984946579315e-05,1.0498137926635082e-10,1.6631524379556598e-12,5.827531754544535e-06,5.5189594559569766e-05,4.235955849690148e-11
1.932921282576069e-06,0.35930165997161023,3.76,0.0,0.4725780029600941,0.9744484896758915,0.03386088684478421,8.031635688521845e-09,7.866300124376001e-07,0.02457683022905818,0.003596084613741147,0.0411292352649804,0.0051358987337764995,0.19194816159565672,0.0021685824427297917,0.1553510287369386,1.722725526674589e-06,5.679659580771789e-06,0.00039194130319501286,0.0006044297566819436,0.003455666864106768,0.0008931940886378005,0.003954359588992235,0.0003057918193029934,0.004944411726741182,0.00026142605121677056,7.782269288331277e-05,6.375465814162143e-09,8.575418859585276e-07,6.4963977517239414e-06,2.706848296510756e-07,4.829401390360057e-07,0.001024867215484284,8.6855746536525e-06,0.0005309544687089431,1.3656955225589023e-09,3.957141322280136e-07,4.89347742259819e-07,8.978820084422699e-10,0.0003489420898244761,1.5313056830609673e-05,6.377814945533297e-05,1.2982481119755985e-09,3.083789352616728e-05,1.0814785690582633e-10,1.7019259047400655e-12,5.850196649040701e-06,5.5495553623994084e-05,4.298889493189757e-11
1.9446710313003878e-06,0.359407458214037,3.76,0.0,0.470695777825267,0.9741619239783007,0.034213947394195164,8.103243025836693e-09,7.926994844878785e-07,0.024631102624767972,0.0035874304431065982,0.04151811809098876,0.00514043889508035,0.19342070102241207,0.0021803438102752505,0.15663926731369723,1.7176343844253415e-06,5.689190856833744e-06,0.0003955097498082162,0.0006108867716577771,0.0035205778835644395,0.0008957496750221194,0.004009233610473786,0.0003094341048207876,0.005045098074268488,0.0002621633880729784,7.853499210828683e-05,6.398152477483988e-09,8.73834757908248e-07,6.647025442698295e-06,2.734172244086595e-07,4.88874384984184e-07,0.0010458164004462146,8.746905162735498e-06,0.0005406047960358044,1.382689865500881e-09,4.037161213892151e-07,4.958449879924203e-07,9.131925347250218e-10,0.00035421822294725896,1.5773814448425127e-05,6.501771231044835e-05,1.3100515123208677e-09,3.1711520562891894e-05,1.1137652242749178e-10,1.7411424198928475e-12,5.872304476497987e-06,5.5798023262070496e-05,4.362131850409997e-11
1.9564207800247067e-06,0.3595129977140134,3.76,0.0,0.46881932705726403,0.9738744717528655,0.03456749831807205,8.17410173495589e-09,7.98709847678948e-07,0.024683660170286257,0.003578642392203581,0.04190642425270845,0.005144787045938636,0.1948871443855885,0.00219208692341609,0.15792468779341018,1.7124837735487745e-06,5.698307734356653e-06,0.0003990618749432954,0.000617333528231486,0.003586071034919932,0.0008982736834745389,0.004064253345018744,0.00031307389151736755,0.005146892272186078,0.00026289232066506143,7.924360907016435e-05,6.420639800505042e-09,8.902544874951518e-07,6.7994949107674816e-06,2.761418748711946e-07,4.947853388079242e-07,0.0010669490510538046,8.807724954860844e-06,0.0005503297522274326,1.399624349375893e-09,4.117767300403678e-07,5.023436113800259e-07,9.28594006032315e-10,0.0003595230072292284,1.6243607585729203e-05,6.626596263021318e-05,1.3217799405044463e-09,3.260080318103287e-05,1.1466776748638963e-10,1.7807984865625242e-12,5.893859677170044e-06,5.6097023955120583e-05,4.425678571847632e-11
1.9681705287490256e-06,0.359618275448829,3.76,0.0,0.4669487150581215,0.9735861443974438,0.034921525485063956,8.244204857905943e-09,8.046608690991352e-07,0.024734522382061353,0.003569724506646524,0.042294124120730484,0.005148945918297645,0.19634744045167643,0.00220381238704623,0.15920724976368478,1.7072757785730385e-06,5.70701551574389e-06,0.0004025974394567813,0.0006237697068493286,0.0036521432232000392,0.0009007664103104182,0.004119413067215612,0.00031671074294049986,0.005249792286227866,0.00026361290721121385,7.994849192389517e-05,6.442928900664083e-09,9.067995594115474e-07,6.953799949869e-06,2.7885852621989324e-07,5.006719938710504e-07,0.0010882626760172845,8.868034301619051e-06,0.000560128645656621,1.4164958702590122e-09,4.198945265253082e-07,5.088426253357956e-07,9.440851200441983e-10,0.00036485611338963795,1.6722493192497316e-05,6.752271716729856e-05,1.333432988287574e-09,3.350581106073329e-05,1.1802197233024896e-10,1.8208902017933413e-12,5.914866823868525e-06,5.639257685172518e-05,4.489525339996102e-11
1.9787453026009127e-06,0.35971279919125626,3.76,0.0,0.46527020777206757,0.9733259109232382,0.03524054560863261,8.306646317815618e-09,8.099658813031556e-07,0.024778865105026804,0.003561590693264828,0.04264251168432879,0.005152529310270882,0.19765641029668862,0.002214350682053542,0.16035907911136446,1.7025412134439144e-06,5.714507142530041e-06,0.0004057650973171762,0.0006295529687666822,0.003712100677884175,0.0009029833620957467,0.004169171824197439,0.0003199810444388817,0.005343345992123805,0.00026425434717368916,8.057965250105329e-05,6.462820102190512e-09,9.217960332199784e-07,7.094238542206169e-06,2.8129646499601614e-07,5.059484176610266e-07,0.0011075975908275792,8.921876572149742e-06,0.0005690102914912733,1.431624317569479e-09,4.2724824832689925e-07,5.146912663599703e-07,9.58102586538913e-10,0.00036967985360638104,1.716131004870498e-05,6.866091534263132e-05,1.34385497052087e-09,3.433381849107937e-05,1.2109489245276142e-10,1.857342244743474e-12,5.93330855029055e-06,5.6655644580670014e-05,4.5472404291619214e-11
1.9893200764528e-06,0.35980710649612074,3.76,0.0,0.4635965239024892,0.9730649860281588,0.035559930193772744,8.368466173354035e-09,8.152225268100258e-07,0.024821864943190147,0.0035533577984715034,0.04299036406705526,0.005155963541556055,0.19896032655373477,0.0022248755248261997,0.16150853361313786,1.6977632952568327e-06,5.721675609802294e-06,0.0004089189916197346,0.0006353271964321242,0.0037725222985612395,0.0009051754276767941,0.004219035296758445,0.00032324831211964983,0.005437792009567118,0.00026488911595127194,8.120771282959263e-05,6.482551765176541e-09,9.36891685609463e-07,7.236153776024006e-06,2.8372754273030915e-07,5.112036757388472e-07,0.0011270752022412619,8.975305976042981e-06,0.000577950754103928,1.4466977253130168e-09,4.346460693566782e-07,5.205387335433525e-07,9.721904775039595e-10,0.00037452603227056634,1.7607575814437855e-05,6.980571844796066e-05,1.354213804318792e-09,3.517466415535356e-05,1.242193701574324e-10,1.8941414808406535e-12,5.951313664629694e-06,5.691595351896507e-05,4.6051919843708154e-11
1.999894850304687e-06,0.35990119538675897,3.76,0.0,0.46192770567775226,0.9728033779194283,0.03587966935977523,8.42966033964514e-09,8.204306889930007e-07,0.02486353638461475,0.003545028639214544,0.043337661081671114,0.005159250557218866,0.2002591561034766,0.0022353872762316735,0.16265558634593347,1.692943468939888e-06,5.728524822903454e-06,0.0004120589652520641,0.0006410921803979115,0.0038334057461953887,0.0009073428191607031,0.004268999440159651,0.00032651224232809026,0.005533128607241176,0.00026551725553327927,8.183263897679552e-05,6.502124589079157e-09,9.5208539723477e-07,7.379540555816969e-06,2.861515863283315e-07,5.164370824961377e-07,0.0011466936416294339,9.028322871864226e-06,0.0005869495222067275,1.4617140521776032e-09,4.4208692895751525e-07,5.263843350220311e-07,9.86347814725225e-10,0.0003793944136168958,1.8061328598286356e-05,7.095699166904934e-05,1.3645090307750687e-09,3.602839280918281e-05,1.2739565917955667e-10,1.931284982659503e-12,5.968885748477499e-06,5.7173520324084643e-05,4.663376927207442e-11
2.010469624156574e-06,0.35999506394970326,3.76,0.0,0.46026379387568966,0.9725410947708671,0.036199753356748264,8.490225031270366e-09,8.255902698579266e-07,0.024903893985152505,0.003536605991124737,0.0436843829815851,0.005162392287542179,0.20155286712576476,0.0022458862728790526,0.16380021116667265,1.6880831561459657e-06,5.735058696350226e-06,0.0004151848663961986,0.0006468477182459763,0.0038947486571810777,0.0009094857473903075,0.004319060250992648,0.0003297725360314426,0.005629353977840993,0.0002661388077728992,8.245439819918392e-05,6.521539199979587e-09,9.673760448506252e-07,7.52439361253831e-06,2.8856842557454997e-07,5.216479971763716e-07,0.0011664510254140853,9.080927663256287e-06,0.000596006082541298,1.4766714750213914e-09,4.495697625474958e-07,5.322273877778902e-07,1.0005736200404053e-09,0.0003842847632874234,1.8522605431138884e-05,7.211459990761335e-05,1.3747399632991761e-09,3.689504731020678e-05,1.3062400576912413e-10,1.9687698273556256e-12,5.9860284524535584e-06,5.7428362011165334e-05,4.7217922016632665e-11
2.021044398008461e-06,0.36008871034822765,3.76,0.0,0.45860482785920953,0.9722781447218523,0.03652017256371739,8.550156776486636e-09,8.307011881888693e-07,0.02494295235628386,0.0035280925884638293,0.04403051045550528,0.005165390647962672,0.20284142906774458,0.0022563728280219648,0.16494238269370165,1.6831837553156886e-06,5.741281150629482e-06,0.0004182965484196084,0.0006525936142536387,0.0039565486446947835,0.0009116044219167175,0.004369213767623871,0.00033302889883825835,0.005726466240197017,0.00026675381438485973,8.307295891653451e-05,6.540796062252625e-09,9.827625017875377e-07,7.670707509261468e-06,2.909778938681632e-07,5.26835781745326e-07,0.0011863454565676165,9.13312079853966e-06,0.0006051199201068419,1.4915682851261963e-09,4.570935019539368e-07,5.380672179535136e-07,1.0148668641714426e-09,0.0003891968483754455,1.899144226611054e-05,7.327840787541542e-05,1.3849056380819838e-09,3.7774668628792755e-05,1.3390464881498639e-10,2.0065931623858225e-12,6.002745493672025e-06,5.76804959237751e-05,4.780434774598271e-11
2.0316191718603482e-06,0.36018213280280137,3.76,0.0,0.45695084559217336,0.9720145358768375,0.03684091748773956,8.609452389772893e-09,8.357633766924562e-07,0.024980726159714618,0.003519491124545299,0.04437602462504055,0.005168247539094688,0.20412481262924484,0.002266847231993809,0.16608207629834326,1.6782466419536612e-06,5.747196111028563e-06,0.00042139386981209843,0.0006583296792423591,0.004018803299308687,0.0009136990509937457,0.00441945607033462,0.00033628104100851783,0.00582446344027363,0.0002673623169498489,8.368829069853881e-05,6.559895803632861e-09,9.982436382993435e-07,7.818476644086942e-06,2.9337982998099164e-07,5.319997867602913e-07,0.0012063750252450961,9.184902768380181e-06,0.0006142905182628238,1.5064025767586603e-09,4.64657075973538e-07,5.439031610074505e-07,1.0292265480769963e-09,0.00039413043744496943,1.9467873979205713e-05,7.444828013305364e-05,1.3950055733527316e-09,3.8667295853682896e-05,1.3723781986239338e-10,2.0447519684211596e-12,6.0190406519289364e-06,5.792993971821801e-05,4.839301635943177e-11
2.0421939457122353e-06,0.3602753296071037,3.76,0.0,0.45530188367132784,0.9717502763044691,0.03716197876217616,8.668108948215696e-09,8.407767828584909e-07,0.025017230097057825,0.0035108042516557463,0.04472090703946534,0.0051709648465899875,0.20540298973423787,0.0022773097530158853,0.16721926808841417,1.6732731686144563e-06,5.7528075049840874e-06,0.00042447669408668344,0.0006640557302905865,0.0040815101901712815,0.0009157698415537056,0.0044697832816480215,0.0003395286774631311,0.005923343553073403,0.0002679643569114338,8.430036424197404e-05,6.578839226575139e-09,1.0138183219388846e-06,7.967695255111751e-06,2.95774076505152e-07,5.371394140908792e-07,0.0012265378100176907,9.236274104412287e-06,0.0006235173589254784,1.5211724984106264e-09,4.722594111322908e-07,5.497345617966488e-07,1.0436517469453578e-09,0.0003990853005652665,1.9951934370700758e-05,7.562408116746365e-05,1.405039569298145e-09,3.957296620384374e-05,1.40623742959029e-10,2.0832430555123006e-12,6.034917765442098e-06,5.8176711341427385e-05,4.898389799054174e-11
2.0527687195641225e-06,0.36036829911125273,3.76,0.0,0.45365797734173474,0.9714853740371384,0.037483347145809254,8.72612380732239e-09,8.457413712083429e-07,0.025052478904852953,0.003502034581554584,0.045065139673163654,0.005173544441195532,0.20667593351659835,0.0022877606376320602,0.16835393490005401,1.668264665207586e-06,5.7581192610284614e-06,0.00042754488971264066,0.0006697715905911653,0.004144666865592722,0.0009178169992074676,0.004520191566415738,0.0003427715277871857,0.006023104483625775,0.0002685599755808632,8.490915135719816e-05,6.597626850907646e-09,1.0294854179071526e-06,8.118357423300049e-06,2.9816047797552345e-07,5.422541141857547e-07,0.0012468318784575251,9.287235376859116e-06,0.0006327999226646395,1.5358766017055091e-09,4.798994322552895e-07,5.555607743806696e-07,1.05814148165351e-09,0.0004040612093270016,2.0443656166710235e-05,7.680567542701614e-05,1.4150067069849352e-09,4.049171503537333e-05,1.440626347141522e-10,2.122063402953121e-12,6.050380726647839e-06,5.8420829017805955e-05,4.957696300875756e-11
2.0633434934160096e-06,0.36046103973306615,3.76,0.0,0.45201916052119906,0.9712198370703328,0.03780501352150244,8.783494612935984e-09,8.506571217076757e-07,0.025086487347003538,0.003493184685474215,0.045408704921405536,0.0051759881786168785,0.2079436182982236,0.0022982001113258845,0.16948605428515615,1.6632224390378785e-06,5.763135306890791e-06,0.00043059833004909507,0.0006754770892388715,0.004208270853933163,0.0009198407282248202,0.00457067713201758,0.00034600931623528024,0.0061237440684509935,0.00026914921413533007,8.551462495076113e-05,6.616259073761928e-09,1.0452437893441072e-06,8.270457076303612e-06,3.005388837582321e-07,5.473432868818519e-07,0.0012672552881945892,9.33778719348768e-06,0.0006421376888500532,1.5505132959762023e-09,4.875760628813692e-07,5.61381162367078e-07,1.0726946988396155e-09,0.0004090579368666332,2.094307102115671e-05,7.799292738550134e-05,1.4249060828245423e-09,4.1423575851858825e-05,1.4755470457489073e-10,2.161210034720355e-12,6.065433479528809e-06,5.866231123280335e-05,5.01721820218307e-11
2.0739182672678967e-06,0.36055354996679606,3.76,0.0,0.4503854656676784,0.9709536733571208,0.03812696890978792,8.840219288523043e-09,8.555240271218803e-07,0.02511927020786044,0.0034842570899806455,0.0457515856469059,0.005178297897456312,0.2092060197070605,0.0023086283768485685,0.1706156045836251,1.6581477726287605e-06,5.767859567091009e-06,0.0004336368937673604,0.0006811720616624223,0.004272319662335776,0.0009218412313194166,0.0046212362338547966,0.0003492417722975566,0.006225260069070268,0.0002697321136057664,8.611675913197486e-05,6.634736770125194e-09,1.0610922970694042e-06,8.423987974938543e-06,3.029091483187404e-07,5.524063825361397e-07,0.0012878060868768285,9.387930194755911e-06,0.0006515301357032232,1.565080801950728e-09,4.952882251480123e-07,5.671950993214096e-07,1.0873105046142961e-09,0.0004140752580906003,2.1450209385768933e-05,7.918570161756583e-05,1.4347377465264948e-09,4.236858008963332e-05,1.511001536033105e-10,2.2006795764573784e-12,6.080080017982271e-06,5.8901176737836e-05,5.076952590858115e-11
2.083435563734595e-06,0.3606366109652056,3.76,0.0,0.4489195456142313,0.970713596696394,0.03841696851892748,8.890717499746738e-09,8.59862483280398e-07,0.025147739136997905,0.0034761578842039155,0.04605957912528623,0.005180263568805022,0.21033764425787463,0.0023180043881303636,0.1716299858096503,1.6535538825008414e-06,5.771865165210749e-06,0.00043635878427536717,0.0006862884043012048,0.004330341839483744,0.0009236219926553123,0.004666799230754502,0.0003521462028921432,0.006317371914417685,0.00027025133703198674,8.665580395619573e-05,6.651235046501203e-09,1.0754320788408077e-06,8.563384252225127e-06,3.0503530699835433e-07,5.569404407033077e-07,0.0013064091046261221,9.43270991792592e-06,0.0006600296580419741,1.5781312128226122e-09,5.022586606111278e-07,5.724216163365626e-07,1.1005174428793942e-09,0.00041860826974610187,2.1913262019636025e-05,8.026380813018708e-05,1.4435277954527882e-09,4.323034637271895e-05,1.5433685854271177e-10,2.236475635352859e-12,6.09291792109259e-06,5.911393403892312e-05,5.130892825644735e-11
2.0929528602012934e-06,0.36071948307484086,3.76,0.0,0.4474578216950583,0.9704730245315846,0.03870718865761943,8.940689641943396e-09,8.641613920367536e-07,0.02517523811851716,0.0034679995488269095,0.046366992611547114,0.00518212348306814,0.21146495410385993,0.002327371592565062,0.17264225415082535,1.648935643841282e-06,5.775640447170665e-06,0.00043906844760020764,0.0006913959785603234,0.004388720447742213,0.000925384250238754,0.004712416117355615,0.0003550459074691123,0.006410190078107145,0.00027076548861831076,8.719210617036307e-05,6.667609029588864e-09,1.0898431173190228e-06,8.703929942290714e-06,3.071546529143825e-07,5.614525740335126e-07,0.001325112286641208,9.47715957715605e-06,0.0006685726669649559,1.5911233538750777e-09,5.092562200016522e-07,5.776419639840482e-07,1.1137735868929802e-09,0.0004231576191636579,2.2382615369117794e-05,8.13461795804093e-05,1.4522620366006244e-09,4.4102803450391496e-05,1.576170950299052e-10,2.2725283500632737e-12,6.105433029099696e-06,5.932460110271602e-05,5.185000743637543e-11
2.1024701566679917e-06,0.3608021654478949,3.76,0.0,0.4460003152133881,0.970231962587904,0.03899762300512607,8.990134707323766e-09,8.684207772901227e-07,0.02520177794250097,0.0034597838501332755,0.04667381437763207,0.005183878953217154,0.21258793358908973,0.0023367301019712834,0.17365239509235797,1.6442939503453418e-06,5.779188261823384e-06,0.00044176580405491314,0.0006964946744036687,0.004447453637085197,0.0009271281492214304,0.00475808424417859,0.0003579406976242599,0.006503712807789349,0.00027127459805484757,8.772564885046905e-05,6.683859207375103e-09,1.104324578688814e-06,8.845620229929037e-06,3.0926708760755374e-07,5.65942418114085e-07,0.001343914195966991,9.521279695214623e-06,0.000677158780606176,1.6040561559730255e-09,5.16280116818433e-07,5.828557064820324e-07,1.1270782483483367e-09,0.00042772314526117166,2.2858289640449666e-05,8.243271758906366e-05,1.4609401998776209e-09,4.4985970832891695e-05,1.609409960161118e-10,2.3088352934601314e-12,6.11762833527718e-06,5.953319199014923e-05,5.2392742676559746e-11
2.11198745313469e-06,0.36088465700463007,3.76,0.0,0.44454704652350446,0.9699904165599332,0.03928826533241761,9.03905187179327e-09,8.726406715773236e-07,0.02522736939757702,0.0034515125246043664,0.04698003300758528,0.005185531279690255,0.2137065679052008,0.0023460800137679945,0.17466039463203262,1.6396296785000216e-06,5.782511453125104e-06,0.00044445077745679934,0.0007015843857367779,0.004506539544898562,0.0009288538337807271,0.00480380099508657,0.00036083038849324547,0.006597938303067421,0.00027177869488278974,8.825641586326418e-05,6.699986057818582e-09,1.1188756317561861e-06,8.988450195791066e-06,3.1137251421374535e-07,5.70409621338615e-07,0.0013628133907032445,9.56507083905514e-06,0.0006857876166364061,1.6169285940320779e-09,5.233295678293411e-07,5.880624139244588e-07,1.1404307466493666e-09,0.0004323046882238134,2.334030422119838e-05,8.352332396219863e-05,1.4695620096975442e-09,4.587986663461247e-05,1.6430868880862604e-10,2.345394039451405e-12,6.129506861624347e-06,5.9739720908502035e-05,5.293711339650596e-11
