Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212),C2H2O(189),CH3CO(33),C3H3(2030),C4H7(59),C4H7(2027),H2CC(23),C3H3(3173),C3H5(76),C4H7(77)
5.596077986014064e-13,0.2736683615508141,3.76,0.0,0.7125074841588804,0.9999999999974124,2.2504674686652788e-23,7.625222435762666e-37,1.0481781017272506e-24,3.59334041552206e-10,3.0735136714763213e-12,1.2460459821754717e-16,4.858072211251123e-13,1.4320000949335512e-17,2.587610738743714e-12,3.758536935191437e-18,2.8776591176632126e-19,7.653293613002824e-18,1.2749569047475631e-30,5.75039749884923e-20,4.745963573059034e-34,1.9756371354968812e-18,1.6754802158337787e-18,1.4223322111716671e-28,2.0324512682579578e-27,5.750105190238099e-19,1.943156477125399e-36,1.97565695385414e-21,3.102251550995499e-51,5.500007051402745e-52,3.193023803691864e-24,4.956546707755674e-40,1.538416940379956e-34,1.9050697943712803e-19,2.519773647627108e-40,1.0187364039029202e-41,3.420837384387791e-36,1.1876766155096789e-34,2.938605984934908e-47,2.350773843079837e-27,2.502311007445065e-49,4.873045162291791e-41,2.3744796512139258e-30,2.4313218564988345e-48,2.0358329945434515e-53,1.6381945087404177e-54,7.894774334953162e-18,7.512588019151791e-22,2.506260052720488e-32,7.487607838969916e-31,5.418831407523745e-26,6.427158326088587e-50,2.3458822600243025e-44,5.2881962236800205e-51,3.0465072606830294e-51,7.427296313644093e-55,1.588213013849657e-28,7.246482463944486e-61,5.252951073902452e-44,6.190250053159491e-54
1e-12,0.2736683615598231,3.76,0.0,0.7125074840150695,0.999999999995376,1.4647678983680973e-22,4.962633083407982e-36,3.5224175583639256e-24,6.421174458558732e-10,5.492430531929668e-12,4.0635564605290883e-16,8.681362592211393e-13,4.8129394784829883e-17,4.623972598110554e-12,1.2632260882550955e-17,9.671510434795032e-19,2.5721541566114645e-17,8.299340255120717e-30,1.932649771402793e-19,6.077037360839707e-33,6.6398784459003414e-18,5.631138980861543e-18,9.257825756420776e-28,1.3226536482554095e-26,1.802940589627321e-18,2.4884063898831825e-35,6.626597890629142e-21,8.106411081451525e-50,1.3977521874775733e-50,2.0735087934581106e-23,6.33807213794448e-39,1.533124248442141e-33,6.402539922778167e-19,3.2498043003329574e-39,1.301778289580261e-40,4.375865344570187e-35,1.5202071548956738e-33,7.453480643568153e-46,1.573927391341401e-26,6.629337099501239e-48,6.2406886180751224e-40,1.542242989299738e-29,6.176783361910893e-47,5.163254674891411e-52,4.563820268159351e-53,1.410601198337831e-17,2.5244445408943974e-21,1.6388681538039502e-31,4.8713033165237035e-30,3.5219560587891257e-25,1.6457332073757196e-48,5.956376622425993e-43,1.3428297716997377e-49,7.805361122995533e-50,3.751787144232059e-53,1.0337423541406003e-27,3.6642896564128857e-59,6.725887766335563e-43,3.1282768841002213e-52
1.1192160715886237e-12,0.2736683615598231,3.76,0.0,0.7125074839761393,0.9999999999948248,1.8003657701695896e-22,6.09962123390508e-36,4.192204868977136e-24,7.186681351380116e-10,6.1472417767403615e-12,4.826268719788852e-16,9.716343816477257e-13,5.728174376616937e-17,5.175224551336888e-12,1.5034416293129202e-17,1.1510635338491019e-18,3.0612694349062317e-17,1.0200871176205498e-29,2.300160669644653e-19,7.59364234527679e-33,7.902508720010028e-18,6.701952898578713e-18,1.137892771157815e-27,1.625682371297857e-26,2.1353465648875343e-18,3.1094266651761126e-35,7.885627696134686e-21,1.0216872294348847e-49,1.761240986764502e-50,2.5483800483529067e-23,7.919639787881659e-39,1.9065019949703053e-33,7.620024517403335e-19,4.061329003600303e-39,1.6265976621828264e-40,5.467827452895957e-35,1.8995828805218646e-33,9.391620722185112e-46,1.936359872611572e-26,8.356188653647833e-48,7.798154551359712e-40,1.8954566395799277e-29,7.783048371065328e-47,6.505859143981452e-52,5.754919499157594e-53,1.5787420849831893e-17,3.0044535813059566e-21,2.0146713011715193e-31,5.98729339113437e-30,4.328674672805715e-25,2.0738417015688168e-48,7.50528946174669e-43,1.6920242168105747e-49,9.835835833505397e-50,4.747306121383215e-53,1.2705872631295878e-27,4.63661215649035e-59,8.404414988146354e-43,3.958357677693054e-52
1.6788243445758409e-12,0.27366836156883223,3.76,0.0,0.712507483793398,0.9999999999922372,5.147906207746334e-22,1.744031355748334e-35,8.907687755891653e-24,1.0780020392908487e-09,9.221128752084767e-12,1.01571227864757e-15,1.4574761890275017e-12,1.217262303469038e-16,7.762839024209407e-12,3.1948521009447235e-17,2.4460092254995815e-18,6.505125393146895e-17,2.917029797702365e-29,4.887842644864976e-19,2.7949819305483315e-32,1.6792768314296134e-17,1.4241693356142123e-17,3.253706180406066e-27,4.647978473571513e-26,4.4346723734387905e-18,1.1445467025199714e-34,1.6732049016639067e-20,4.727790780116779e-49,8.239730689179119e-50,7.276876226433764e-23,3.017506437595942e-38,6.800362036050466e-33,1.6192174097514697e-18,1.5001013950997245e-38,6.195473719069886e-40,2.084145497555474e-34,7.241500595093234e-33,4.28568243365129e-45,5.628185353231159e-26,3.983541332576415e-47,2.973324877966012e-39,5.413057677454883e-29,3.6534238542904995e-46,3.042066235056713e-51,2.7223828312301224e-52,2.3678466911782327e-17,6.383609486146289e-21,5.77656329872752e-31,1.7115329686317618e-29,1.236682149687603e-24,9.500351127191737e-48,3.509828863030168e-42,7.915583963345096e-49,4.366687766429776e-49,2.5940215263113138e-52,3.6331122797522635e-27,2.5987390669185405e-58,3.20418654090603e-42,2.1984197934513286e-51
2.2384326175630583e-12,0.27366836157784125,3.76,0.0,0.7125074836106567,0.9999999999896494,1.0858396325317027e-21,3.6785536405839223e-35,1.5194292111913998e-23,1.4373357540111353e-09,1.2295174596546095e-11,1.7238607258746202e-15,1.9433326441752085e-12,2.076545786323422e-16,1.035045415740169e-11,5.4501021073840333e-17,4.172602431895875e-18,1.1096864454151585e-16,6.153334914911742e-29,8.33808581466952e-19,7.088718669432669e-32,2.8646386501104766e-17,2.4294719799324472e-17,6.863093803604787e-27,9.803061189276274e-26,7.472984577979827e-18,2.9030093850837922e-34,2.850386401773833e-20,1.4393774255385826e-48,2.6562946367566856e-49,1.5330135554066988e-22,8.114255649306668e-38,1.7454187653521698e-32,2.7621348361799875e-18,3.816675563040957e-38,1.6655840341362676e-39,5.606730029278277e-34,1.948259929952264e-32,1.27685540466823e-44,1.204613281717008e-25,1.2671753757523516e-46,8.000255654999263e-39,1.1404789721103889e-28,1.1390417613268127e-45,9.809301744523075e-51,8.37094060456762e-52,3.156791285735032e-17,1.0888345166079716e-20,1.2214780430366869e-30,3.609241286201473e-29,2.6065174744625407e-24,2.840515534950671e-47,1.131202352891692e-41,2.55341569905765e-48,1.4962455943208782e-48,9.926576729961693e-52,7.663336816415727e-27,9.485809353296787e-58,8.620747932359052e-42,8.315735288213496e-51
3.3576491635374928e-12,0.27366836159585944,3.76,0.0,0.7125074832451735,0.9999999999844741,2.9657515071247356e-21,1.004708141757928e-34,3.145378889996188e-23,2.1560027388663992e-09,1.8443639138571012e-11,3.5510195718558863e-15,2.9150799347104712e-12,4.2993605116080903e-16,1.5525685973641645e-11,1.1283951723134429e-16,8.638837412877867e-18,2.2974252252629096e-16,1.6809316740916986e-28,1.7262950908818268e-18,2.478982480930593e-31,5.930835284618389e-17,5.0299357483761635e-17,1.874563533460456e-26,2.6771264206683155e-25,1.528395437431812e-17,1.0153382016607504e-33,5.887908138662612e-20,6.720897851352104e-48,1.4589328002813817e-48,4.178556828569329e-22,3.278829224471664e-37,6.649903558775669e-32,5.7184431397145064e-18,1.3418773470671912e-37,6.728013985408113e-39,2.2673621241538293e-33,7.879515298169842e-32,5.584782501509352e-44,3.369487998674129e-25,6.585567845285838e-46,3.235863857469008e-38,3.109140866795131e-28,5.613797369802289e-45,5.394979372789115e-50,3.856397912265732e-51,4.7343050424327537e-17,2.25383051935487e-20,3.350026573701296e-30,9.853968621509967e-29,7.110109114655029e-24,1.2500118512126645e-46,6.212076018552455e-41,1.405206904431403e-47,9.251511702893736e-48,7.437257257963015e-51,2.0931179247572223e-26,6.176740599300186e-57,3.486386990794738e-41,6.083539940547217e-50
4.476865709511927e-12,0.2736683616138776,3.76,0.0,0.7125074828796897,0.9999999999792986,6.205319307075385e-21,2.1021557852365687e-34,5.348808073849147e-23,2.8746690271140677e-09,2.4592687890997645e-11,6.021946888174656e-15,3.886881097878509e-12,7.312306322935847e-16,2.0700920218448536e-11,1.9191381632678607e-16,1.4692389645122835e-17,3.907254331157073e-16,3.517571343716421e-28,2.9359762327965684e-18,6.194350094699663e-31,1.0086740135085783e-16,8.55463953005957e-17,3.922287810221096e-26,5.600714309307745e-25,2.5812412759126488e-17,2.5373570063030474e-33,9.992077896570721e-20,2.035642289527805e-47,4.678595482073572e-48,8.727052479843381e-22,8.874241065178379e-37,1.7469493087408355e-31,9.725240034937137e-18,3.367790172073708e-37,1.820347953488521e-38,6.141162781525013e-33,2.1342484794989587e-31,1.6261857042907574e-43,7.197068796395518e-25,2.1237185304202264e-45,8.765346467245174e-38,6.4945104939059886e-28,1.7617594274545023e-44,1.730167117519839e-49,1.1667736590890178e-50,6.311230660198511e-17,3.8324265869552104e-20,7.034957780003911e-30,2.0610399953461234e-28,1.4859864946692103e-23,3.656799964242072e-46,1.991825212530238e-40,4.509093221874672e-47,3.116045225667197e-47,2.7786591224761787e-50,4.379545321921426e-26,2.270536315811671e-56,9.442912220204534e-41,2.2432465819153236e-49
5.596082255486362e-12,0.2736683616318957,3.76,0.0,0.7125074825142051,0.999999999974123,1.1296500357328948e-20,3.826844215309421e-34,8.170741772354807e-23,3.5933345689992433e-09,3.074236257670101e-11,9.182625519716882e-15,4.858739987811837e-12,1.1171895878420065e-15,2.587615706556158e-11,2.932061836161519e-16,2.2446635221395722e-17,5.969301162237047e-16,6.404537277988246e-28,4.485508859893147e-18,1.3142091755366433e-30,1.541016984297435e-16,1.3069612626330719e-16,7.14051187371409e-26,1.0194536158159233e-24,3.925244357721057e-17,5.383946862236385e-33,1.523178904076819e-19,5.140582437744456e-47,1.2218436864170556e-47,1.5857922324101657e-21,1.9918708255147163e-36,3.8402021162167726e-31,1.485744670467638e-17,7.177008644612161e-37,4.0844211403478776e-38,1.3795192805357808e-32,4.7943457758222665e-31,3.945960239466582e-43,1.3373654548529805e-24,5.617805525359698e-45,1.9691752566056497e-37,1.1802965485874551e-27,4.529829598375908e-44,4.517610432449119e-49,2.9389853173664e-50,7.887526354060733e-17,5.85391100227532e-20,1.2854209704058832e-29,3.750675311772757e-28,2.702064362818881e-23,8.914972689476511e-46,5.201158834612326e-40,1.1780404144633463e-46,8.453036458545667e-47,8.369838990728513e-50,7.972873397612952e-26,6.685735867080237e-56,2.121143932390253e-40,6.690669661573687e-49
7.83451534743523e-12,0.27366836166793196,3.76,0.0,0.712507481783234,0.9999999999637718,2.982575660513519e-20,1.010331905187307e-33,1.5707459771353707e-22,5.030663366818862e-09,4.304362902179129e-11,1.7616558714297712e-14,6.802634615285144e-12,2.1484693853351646e-15,3.622663873199885e-11,5.638484361661275e-16,4.3164008913797144e-17,1.1478305219226383e-15,1.691610923852274e-27,8.62547669561769e-18,4.814976585328153e-30,2.963280773568728e-16,2.513265202172246e-16,1.885403116805783e-25,2.6906825407293092e-24,7.504995834022281e-17,1.9732547142648316e-32,2.9140332196217877e-19,2.9714519741508336e-46,6.833781825235499e-47,4.165950657900315e-21,7.70155499201782e-36,1.4405448035794597e-30,2.856801051388715e-17,2.667550821757854e-36,1.5770542574005537e-37,5.349201604017352e-32,1.8589974121119223e-30,2.0366186019444505e-42,3.725936504479711e-24,3.4757865557862363e-44,7.638066045083125e-37,3.101986124748927e-27,2.5574641860426813e-43,2.5197512141378866e-48,1.7335616422624606e-49,1.1038189924459951e-16,1.1251640183510469e-19,3.4279588141030104e-29,9.893028165905313e-28,7.111869632803985e-23,4.6847553288770055e-45,2.90669746133399e-39,6.587393229192373e-46,4.822348403556727e-46,6.932549385864137e-49,2.105130175133777e-25,5.6066927737094305e-55,8.224076185105194e-40,5.527218525501611e-48
1e-11,0.27366836174000464,3.76,0.0,0.7125074810760815,0.9999999999537577,6.311843386723661e-20,2.1378594117925515e-33,2.538290704552596e-22,6.4211480816144725e-09,5.494642625480279e-11,2.8439805592663367e-14,8.68340263387822e-12,3.473314337405133e-15,4.6239817945647796e-11,9.115121753753898e-16,6.977511311100169e-17,1.8554021666751277e-15,3.581619510633955e-27,1.3943213067257948e-17,1.4140105409145177e-29,4.790112613380909e-16,4.0627758880765563e-16,3.9903094690699185e-25,5.6913476445770394e-24,1.2092641499851517e-16,5.797950824175248e-32,4.683390695961327e-19,1.4870104982586807e-45,2.960592611971513e-46,8.755444958886219e-21,2.2765769271016316e-35,4.183951662637759e-30,4.617631594030422e-17,8.021958261235204e-36,4.6509438862736215e-37,1.5887097609725284e-31,5.520626224553893e-30,8.88037262905325e-42,8.451797901911054e-24,1.778728707475352e-43,2.2696573840855248e-36,6.523132012618007e-27,1.1545596072128998e-42,1.0842219297137666e-47,9.396192674411473e-49,1.4083747893316862e-16,1.8178839798627752e-19,7.354178318879977e-29,2.090745071818814e-27,1.4985508883105527e-22,2.1139446246683968e-44,1.25655838718608e-38,2.8481103841559694e-45,2.1183724282080082e-45,4.610335555269361e-48,4.45519431153469e-25,3.9597448077240075e-54,2.442119678749179e-39,3.686728344165877e-47
1.2311381531332968e-11,0.27366836174000464,3.76,0.0,0.7125074803212826,0.9999999999430687,1.1532848811166478e-19,3.905943817493767e-33,3.8297368126122797e-22,7.905311874687574e-09,6.765378305761092e-11,4.2883021881511945e-14,1.069112716942497e-11,5.242420192522315e-15,5.692763376912607e-11,1.3757419773870742e-15,1.0530671010508436e-16,2.8001227105190805e-15,6.546334227145164e-27,2.1043561144414997e-17,3.0537041642727097e-29,7.229295816569563e-16,6.131736886441937e-16,7.291408544529396e-25,1.0395785395701977e-23,1.8209577269972135e-16,1.2524170842029649e-31,7.031834784649546e-19,3.790158912651665e-45,7.273051319437386e-46,1.592562593678429e-20,4.919698857740377e-35,8.979910598998069e-30,6.968503831676524e-17,1.7500190290871088e-35,1.0040585636513801e-36,3.4402211032354655e-31,1.195390071980986e-29,2.18874403065015e-41,1.6116607226675785e-23,4.5532948913664195e-43,4.915833088958389e-36,1.1869717504335813e-26,2.868284294726032e-42,2.658497717869983e-47,2.4378249531410613e-48,1.7331861631304367e-16,2.742317794236138e-19,1.3556075455139227e-28,3.816761546950971e-27,2.730400733714942e-22,5.257522610181976e-44,3.0850462712685997e-38,6.992757812205015e-45,5.222573056352505e-45,1.2401722126438917e-47,8.140704273919438e-25,1.0757659090606262e-53,5.2878125498459656e-39,9.922494753673295e-47
1.6788247715230706e-11,0.27366836181207727,3.76,0.0,0.7125074788593199,0.9999999999223644,2.862106117560713e-19,9.692044149732469e-33,7.090615513384367e-22,1.0779948255257271e-08,9.22741070196145e-11,7.935720966291464e-14,1.458055858163895e-11,9.713134016907051e-15,7.762867112912483e-11,2.5488175240407076e-15,1.950835601475463e-16,5.18691946520759e-15,1.6256810672086602e-26,3.8983926083654413e-17,9.948655530813353e-29,1.339215385985591e-15,1.1359472865486654e-15,1.809716042312958e-24,2.5782555868218542e-23,3.3644876440724834e-16,4.082427095137431e-31,1.2896435370310237e-18,1.7376663441512883e-44,3.0722046403995074e-45,3.916322068818062e-20,1.6161424512035436e-34,2.927065287752545e-29,1.2907300024090683e-16,5.830654271130894e-35,3.291454128915837e-36,1.1353027943661248e-30,3.944432464734548e-29,9.10620835273939e-41,4.3365399537762417e-23,2.1014671496480283e-42,1.6228379249459517e-35,2.921204042658295e-26,1.2134838873081622e-41,1.1176475137853328e-46,1.1498980651957641e-47,2.361532908569222e-16,5.075566370431446e-19,3.423878537006977e-28,9.454956294816877e-27,6.737413801539185e-22,2.240392471174394e-43,1.301230428341198e-37,2.9496566543523414e-44,2.296181148539916e-44,6.537930444975127e-47,2.02041911558863e-24,5.652556404217477e-53,1.7445174902779685e-38,5.2012962833051265e-46
2.5741980083026182e-11,0.27366836195622257,3.76,0.0,0.7125074759353595,0.9999999998809529,1.0394679546123477e-18,3.5186239577443573e-32,1.6608376840254643e-21,1.652918464656122e-08,1.415452529931648e-10,1.8591838318055448e-13,2.2362239527100202e-11,2.2786547828783408e-14,1.1903087288587922e-10,5.978636300221958e-15,4.575132545739179e-16,1.216250050913201e-14,5.913344853056288e-26,9.14265414935945e-17,5.696668175371949e-28,3.1405910645798462e-15,2.664175724898222e-15,6.57439833147366e-24,9.349158813956092e-23,7.87024718723305e-16,2.340924871638741e-30,2.9603862607917545e-18,2.0514438894228637e-43,2.8319386726306953e-44,1.3916480782055346e-19,9.124899704370202e-34,1.6503716818616229e-28,3.0260049579137317e-16,3.5437559513624185e-34,1.8474017991652358e-35,6.49067112584196e-30,2.2542651856511936e-28,8.292220411622388e-40,1.86503219133774e-22,2.4816108673065836e-41,9.28834024738467e-35,1.0400330970629193e-25,1.1241519000453988e-40,1.0135360432492454e-45,1.4321988340051184e-46,3.6151748514287017e-16,1.1879740792254515e-18,1.2955415790301023e-27,3.41892720185807e-26,2.4135803730367223e-21,2.1932906107908252e-42,1.192408145309719e-36,2.703807237069175e-43,2.2157165749125333e-43,9.731442035354078e-46,7.339057178382072e-24,8.510239414287852e-52,9.967175946547057e-38,7.816448194280134e-45
4.3649444818617136e-11,0.27366836224451363,3.76,0.0,0.7125074700873,0.9999999997981178,5.1938257493622316e-18,1.7564247380380949e-31,4.7571567467076204e-21,2.8027511959333033e-08,2.4020951876179166e-10,5.33488103386443e-13,3.7936889151041475e-11,6.548000777807461e-14,2.0183578522412018e-10,1.717576620039539e-14,1.3138615579906704e-15,3.491591068526347e-14,2.9642463314022837e-25,2.625584423302682e-16,5.1203636751706346e-27,9.01802244490119e-15,7.651628733455406e-15,3.2869536850641515e-23,4.655516126491133e-22,2.2555907100953085e-15,2.110419076668826e-29,8.139832632896351e-18,4.838880081590922e-42,4.529815866574778e-43,6.637987063212155e-19,7.802201830060246e-33,1.435828990562336e-27,8.683702456344307e-16,3.6028124150952216e-33,1.5593604946235023e-34,5.703202388729405e-29,1.9790844812931645e-27,1.3479283843854456e-38,1.2350704696412821e-21,5.814057680576942e-40,8.182523113726476e-34,4.982359946697846e-25,1.8472682717811874e-39,1.5560587540425124e-44,3.687537184539444e-45,6.11030923492735e-16,3.3974859902427676e-18,7.032213640049044e-27,1.6921693668642823e-25,1.1709565476436858e-20,4.1273252527756396e-41,1.8733551562717558e-35,4.2518045284237836e-42,3.892933045937435e-42,2.734366088754691e-44,3.6684003459749754e-23,2.540341417479504e-50,8.747260369057379e-37,2.2272455922625837e-43
7.946437428979904e-11,0.27366836282109697,3.76,0.0,0.7125074583906256,0.9999999996323987,3.2189866510962883e-17,1.0862495253245149e-30,1.567579888316007e-20,5.102358477288903e-08,4.3802580501550024e-10,1.76639486311697e-12,6.913146322065543e-11,2.1720555948436293e-13,3.6744765071342284e-10,5.694314853827711e-14,4.352412872279486e-15,1.1558625093602774e-13,1.8490094217940924e-24,8.698061669473679e-16,6.094509503458531e-26,2.986742407753878e-14,2.535280581252881e-14,2.039692646529218e-22,2.8651170076362605e-21,7.461889195589347e-15,2.526763513084467e-28,2.4788064767716392e-17,1.7743999604574253e-40,1.0391818131208933e-41,3.75391780895661e-18,8.558703994916336e-32,1.6540099749746836e-26,2.8724321018043947e-15,5.324508955554596e-32,1.669369097987146e-33,6.599094726682726e-28,2.2859004379711948e-26,2.9849065482401517e-37,1.122290812163796e-20,2.1227939454063124e-38,9.514516999431925e-33,2.8444938415843912e-24,4.2303154242954016e-38,3.2530187461049228e-43,1.3675845256661027e-43,1.1052433483754062e-15,1.1160172134264715e-17,5.05259262170317e-26,1.0284945212805055e-24,6.840643946742881e-20,1.1600038991309787e-39,4.089433748112245e-34,9.304494570118428e-41,1.0568537355187694e-40,1.1060325080319192e-42,2.2753050769799546e-22,1.0908188124218825e-48,1.009834124336461e-35,9.170971594951099e-42
9.999999999999999e-11,0.2736683633976823,3.76,0.0,0.7125074516836323,0.9999999995373492,6.365869151205778e-17,2.146580679912841e-30,2.4752559068567014e-20,6.420876257182384e-08,5.517433204282195e-10,2.796743980647081e-12,8.704516446748292e-11,3.441903300757989e-13,4.624076969678496e-10,9.020759577470611e-14,6.892027928411785e-15,1.8296331168785998e-13,3.66872386367791e-24,1.3773617996723526e-15,1.4834018843999015e-25,4.7289478530254364e-14,4.015056800737005e-14,4.036128395937565e-22,5.6469818203593e-21,1.1811573674094096e-14,6.167190470898309e-28,3.758418149010705e-17,6.115037155548231e-40,3.1925259058156827e-41,7.111247410503962e-18,2.070573494650345e-31,4.089632329185912e-26,4.544928127652113e-15,1.4039951511861105e-31,4.00354412414559e-33,1.6326266763718655e-27,5.651194723430249e-26,8.619288220006108e-37,2.5363815571831785e-20,7.331431671596411e-38,2.3559278049908093e-32,5.414728272597815e-24,1.2633117662120753e-37,9.611058547883833e-43,4.501265757708483e-43,1.3857464841263523e-15,1.7592559109288284e-17,1.063555786899399e-25,2.0150009100363642e-24,1.3154627824214766e-19,3.609989502649404e-39,1.2275664208248372e-33,2.7924109857692893e-40,3.536512465105739e-40,3.952561704303831e-42,4.501292532310835e-22,3.848966488375491e-48,2.4935315921213626e-35,3.2481576731869433e-41
