Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),C2H4(29),H(6),H2(9),C2H3(28),C2H2(22),HO2(12),CH3O2(36),C2H5O2(40),OH(8),O(7),CH2O(19),H2O2(13),HCO(16),CO(14),C2H5O(43),CH2CHO(34),C2H(21),CH3O(26),HCCO(20),C3H6(255),C3H6(60),C3H6(51),C3H5(214),CH2CO(27),CH2(S)(24),CH2(T)(17),C1OO1(799),CH2O2(129),CHO2(157),CO2(15),C2H5O(91),C2H2O(94),C3H7(48),C2H4(47),C2H2O(788),C3H7(196),C#CC(211),C3H4(1113),C3H4(430),C4H7(54),C4H7(1650),C2H2O(167),C3H3(1111),C4H7(64),H2CC(23),C4H7(1651),C4H6(61)
7.682676455542185e-11,0.5472483053986975,3.76,0.0,0.8684769168689702,0.9999999999973004,4.6325654113513415e-21,1.3733683472608995e-38,5.972820455160021e-27,8.897754884664137e-11,2.7391201128684724e-12,4.222830669755053e-16,1.1766929610588845e-16,3.946548486075734e-14,9.59744008221563e-18,4.1945013349399435e-30,5.360279260272543e-32,2.69946683711354e-12,1.2009841064109674e-16,2.0302814724943517e-17,7.880942100140441e-18,8.599972169577446e-19,7.385464667146859e-18,8.007426090367138e-19,1.403865859900107e-27,1.4605769698831172e-25,1.0415816205392522e-20,3.5762808198896586e-34,3.9171056396679783e-50,3.4719891207442245e-19,9.34391959575835e-51,3.0745242436316446e-39,3.5193795972038066e-33,1.8619378862394514e-41,7.627883430798161e-40,3.406490504195951e-38,1.3899042886125552e-19,8.834660154234675e-22,1.4383860087191297e-30,3.004583363663477e-29,3.6838801824667916e-24,5.3338662602373295e-25,1.5746767591190435e-21,9.953828910323467e-45,7.324325160760643e-33,2.7030118888947463e-30,2.368051103961483e-52,1.49373986932155e-34,9.440355661875167e-48,1.5945581431193064e-53,2.404331525421984e-46,1.2375207169003496e-49,2.1460063382426052e-51,8.272904071630606e-48,1.6184690617350137e-50,1.158027468792422e-50,3.651578724799339e-28,1.0844648309430325e-50,6.3442873341235745e-50
9.999999999999999e-11,0.5472483054008623,3.76,0.0,0.8684769168547245,0.9999999999964861,9.827933533048939e-21,2.9054388485858855e-38,1.000150587009801e-26,1.1581561459953646e-10,3.5654312113899123e-12,7.088185149618312e-16,1.9753335153380924e-16,5.1402936361660605e-14,1.611910596289385e-17,8.900369102328641e-30,1.4026125788007288e-31,3.5137130275793904e-12,2.0159444351635276e-16,3.4078769066419804e-17,1.3227993760581693e-17,1.4437071549822542e-18,1.239788467330349e-17,1.3441817576448903e-18,2.9786748954490025e-27,3.0897807068396753e-25,1.681325536969578e-20,9.36044276255176e-34,1.343998733623353e-49,5.82739327917856e-19,3.0061851525995547e-50,8.106228127428425e-39,9.441787430880733e-33,4.877713120764684e-41,2.055149448556486e-39,9.204112493017989e-38,1.8039760805007516e-19,1.4777636572466066e-21,3.364536500181587e-30,6.320621482196744e-29,7.62982289652253e-24,1.291568451351909e-24,3.2256452884445665e-21,3.1030284429042733e-44,1.9749007243909998e-32,5.583704511764704e-30,8.397976889323126e-52,4.028026357607935e-34,3.3659075742961544e-47,5.084409717961844e-53,7.755794686545444e-46,4.4302924221704865e-49,7.88740777383371e-51,2.760196185666491e-47,5.20631910497395e-50,4.317499162315604e-50,7.74590072381284e-28,4.05959201704338e-50,2.377657813742421e-49
1.1524027708728496e-10,0.5472483054008623,3.76,0.0,0.8684769168453557,0.9999999999959506,1.3244756787379793e-20,3.913031379775198e-38,1.265104016443514e-26,1.3346613040856617e-10,4.108868925639348e-12,8.972634834292214e-16,2.5005732199735425e-16,5.92538067774427e-14,2.0408191763188655e-17,1.1995264024647607e-29,1.9725368890871646e-31,4.049216047416406e-12,2.5519171203346796e-16,4.3138762514810146e-17,1.674457430454791e-17,1.8275940410138222e-18,1.5694388951024057e-17,1.7015838659812393e-18,4.0143751591746094e-27,4.1612545820454555e-25,2.1020641332101054e-20,1.3164496406020175e-33,1.9702874366928667e-49,7.376465359032708e-19,4.368735600280778e-50,1.1415414779142732e-38,1.3336760863701975e-32,6.861089603390891e-41,2.9050929703145853e-39,1.301701836748262e-37,2.0762975203574028e-19,1.8686137288892267e-21,4.6313025187595484e-30,8.501471017830765e-29,1.0224940029673354e-23,1.7901997766228218e-24,4.311433153910513e-21,4.489157811379109e-44,2.792031323704549e-32,7.478241590146987e-30,1.2363661353387778e-51,5.694743480144381e-34,4.958693379359502e-47,7.379570664360552e-53,1.1275276529854536e-45,6.5300736797827e-49,1.1663339233944804e-50,4.0314049350212927e-47,7.565930430607039e-50,6.395380094129671e-50,1.0438602047232556e-27,6.016235611094997e-50,3.5241224183239564e-49
1.5365378961914807e-10,0.5472483054030269,3.76,0.0,0.868476916821741,0.9999999999946005,2.7934172103868054e-20,8.227224282511171e-38,2.1516756177917196e-26,1.7795450575338194e-10,5.47872821337147e-12,1.5305461183925603e-15,4.265839325468972e-16,7.907543053697154e-14,3.4835363509259114e-17,2.530547696654299e-29,5.0018573073744595e-31,5.398971989497069e-12,4.3529943551948043e-16,7.35821997666317e-17,2.856044422822516e-17,3.1180606230483656e-18,2.6773192738451272e-17,2.902709313525268e-18,8.467851184181102e-27,8.748552128311769e-25,3.423835060665897e-20,3.339226173577651e-33,6.667806567911262e-49,1.2581001318508914e-18,1.3986747642904304e-49,2.9993758703904406e-38,3.573865196398337e-32,1.7920162875061899e-40,7.796197324420086e-39,3.4113075444458197e-37,2.757611744821622e-19,3.1739578365622382e-21,1.0743224509264045e-29,1.7762487940017165e-28,2.1000347723510213e-23,4.259969442190426e-24,8.75062574866573e-21,1.3234314457197856e-43,7.511364010795579e-32,1.531799325773481e-29,4.0763651834363606e-51,1.5321892610939006e-33,1.7631537593901643e-46,2.353961878636447e-52,3.5085894024510054e-45,2.431416504134672e-48,4.369031612529959e-50,1.2667801932762173e-46,2.4326243787154406e-49,2.401487719176194e-49,2.201299156175905e-27,2.2821716982777764e-49,1.3339600105780436e-48
2.3048081468287428e-10,0.5472483054073566,3.76,0.0,0.8684769167745113,0.9999999999919004,7.628385707347225e-20,2.2351908839212146e-37,4.432637397659088e-26,2.669307724911759e-10,8.21870608163995e-12,3.1686347272113794e-15,8.83241141760679e-16,1.1879682358063518e-13,7.219606840076324e-17,6.914323707746006e-29,1.7486282797138278e-30,8.098499678383003e-12,9.01136327326121e-16,1.5231676392143078e-16,5.911750853061738e-17,6.457385518980884e-18,5.5431859569639145e-17,6.009713375055913e-18,2.313001399148364e-26,2.3765004829203743e-24,6.579748648997913e-20,1.1681073937285654e-32,4.0150260089450444e-48,2.603912798314256e-18,7.532389577331654e-49,1.1660430124775938e-37,1.438526635634026e-31,6.905949555108872e-40,3.1324393517090607e-38,1.2579367329846013e-36,4.1084369429988173e-19,6.524322635484819e-21,3.367315251421908e-29,4.775626251046634e-28,5.491210744190228e-23,1.370575951866102e-23,2.245994932954769e-20,5.68608514603285e-43,3.037623886050906e-31,3.98972397653965e-29,2.0518047788966743e-50,6.197143099355339e-33,1.1618227026552691e-45,1.268547936097882e-51,1.7199755347377633e-44,1.7402209261289226e-47,3.1547619825964227e-49,6.0002137102945126e-46,1.3271238484797967e-48,1.7353293149250958e-48,6.010134546338359e-27,1.6793648437757404e-48,9.772707976424144e-48
3.073078397466005e-10,0.5472483054116859,3.76,0.0,0.868476916727281,0.9999999999892002,1.5958712404831569e-19,4.654772053741278e-37,7.503153373303613e-26,3.5590628096764957e-10,1.095909024545957e-11,5.388850958242631e-15,1.5022476388049232e-15,1.5864064761662193e-13,1.2290610255708767e-16,1.4472044037942583e-28,4.368220367521435e-30,1.0798052137557716e-11,1.5324413038385203e-15,2.5900904899406263e-16,1.0052190900657088e-16,1.0985720887858238e-17,9.427721316968723e-17,1.0220981700858555e-17,4.839883044907618e-26,4.9484296264394584e-24,1.0443046641599062e-19,2.9195840991360583e-32,1.3799395580065138e-47,4.4272399511976466e-18,2.398504240534669e-48,3.054062145963191e-37,3.8874862660229236e-31,1.7948461964975103e-39,8.446248399619956e-38,3.277408781530628e-36,5.440896656962425e-19,1.1020689312084505e-20,7.831946221646781e-29,9.853568000147206e-28,1.1056952852218717e-22,3.2307939070204097e-23,4.451097925106562e-20,1.633184788014852e-42,8.22686450420236e-31,8.008746720571373e-29,6.532286499976291e-50,1.6786074668416661e-32,4.135881266626773e-45,4.0031142358143394e-51,5.377660172197117e-44,6.347783999953274e-47,1.1434519430697735e-48,1.8443340410138027e-45,4.2366992296551316e-48,6.330872213253354e-48,1.2570949219525964e-26,6.207935357353698e-48,3.605098209968177e-47
3.841348648103267e-10,0.5472483054160152,3.76,0.0,0.8684769166800501,0.9999999999864997,2.9047737311246745e-19,8.433351189755714e-37,1.1407816333737824e-25,4.4488097707961464e-10,1.3699909757878417e-11,8.232770452128973e-15,2.2952287406990655e-15,1.9861562216972996e-13,1.879595860671597e-16,2.6355089335344635e-28,9.265233532928457e-30,1.3497631148507864e-11,2.340980422950305e-15,3.9564177660549793e-16,1.535411412540839e-16,1.6789365363282302e-17,1.4403753585351414e-16,1.5615400118177783e-17,8.811392787183937e-26,8.964230227832538e-24,1.4901650424442837e-19,6.195995495130862e-32,3.9040299218159433e-47,6.761736353108853e-18,6.233732568634229e-48,6.62503000365721e-37,8.71937313970223e-31,3.863441204017913e-39,1.888321084814446e-37,7.24224953350125e-36,6.753926964694339e-19,1.6719958846079358e-20,1.5679651095142564e-28,1.7685617951073084e-27,1.9369019396170577e-22,6.513486118649152e-23,7.678648362778121e-20,3.9089334470738086e-42,1.8478486752282995e-30,1.3991453138809788e-28,1.711101898992373e-49,3.770873881736227e-32,1.1985942175436778e-44,1.0281188227677986e-50,1.3775286188867443e-43,1.8732930354189477e-46,3.3606152491604525e-48,4.699359065159923e-45,1.100603324732852e-47,1.8704597154042343e-47,2.2877040745025456e-26,1.8558351853202148e-47,1.0757658077666502e-46
5.377889149377792e-10,0.5472483054246742,3.76,0.0,0.8684769165855862,0.9999999999810977,7.666221344596695e-19,2.1978788805690243e-36,2.1694087746389913e-25,6.228278815769087e-10,1.9182882390745712e-11,1.5830863414080387e-14,4.41423892155387e-15,2.789670879485935e-13,3.6227289476272345e-16,6.96437803922315e-28,3.3915978942200107e-29,1.8896870576072286e-11,4.500534310529559e-15,7.605127312727389e-16,2.951041721224292e-16,3.231195330075538e-17,2.769929554592472e-16,3.002807236186362e-17,2.3268707365843615e-25,2.335464677534752e-23,2.492136903336045e-19,2.2719438362358485e-31,2.947199131663996e-46,1.29932778454428e-17,3.497764965797539e-47,2.2998869142809677e-36,3.3741167678649495e-30,1.3116640649509225e-38,7.232937926330329e-37,2.999286246284954e-35,9.32211887677797e-19,3.163856310429542e-20,5.098307429166868e-28,4.495929675723352e-27,4.638023529253039e-22,2.1050572586756686e-22,1.7781557383397226e-19,1.9173155070901393e-41,7.16153853212792e-30,3.336695557923262e-28,1.0725249788471168e-48,1.4621850154575463e-31,9.376549076993334e-44,5.39846480558274e-50,7.680672268203053e-43,1.4892928101955996e-45,2.5627352250048953e-47,2.785652690872929e-44,6.057634836831708e-47,1.4805150042074268e-46,6.034529955067583e-26,1.5399253397718094e-46,8.899380153390008e-46
8.45097015192684e-10,0.5472483054419917,3.76,0.0,0.8684769163966505,0.9999999999702909,2.9615398243802706e-18,8.251954623379125e-36,5.169252506543839e-25,9.787118027744692e-10,3.0154130692339135e-11,3.862114237339246e-14,1.0772528607460176e-14,4.412652780960332e-13,8.882108798426604e-16,2.6975217999742565e-27,2.1464300509480353e-28,2.969567353250474e-11,1.0974224545012329e-14,1.853886408699887e-15,7.191778615591474e-16,7.897520035508936e-17,6.758475668729304e-16,7.326048331204953e-17,9.001115628367628e-25,8.762154691329126e-23,4.746681037783879e-19,1.4433119816056069e-30,4.9626859741955923e-45,3.165088993057915e-17,3.911774789318673e-46,1.1830246322305823e-35,2.167164110734706e-29,6.51111408410047e-38,4.53777436478099e-36,2.4327404308323375e-34,1.4237358160749363e-18,7.458716221523467e-20,2.7108768570957073e-27,1.5986706080649567e-26,1.4686239618257092e-21,1.061121728990188e-21,5.337336995675314e-19,1.8354759959232075e-40,4.5995703265857564e-29,1.0575511752566841e-27,1.4222382880371845e-47,9.402337883502173e-31,1.6118367118509306e-42,5.028999142475552e-49,8.398982691630963e-42,2.591842764840752e-44,3.9905875182011414e-46,3.589192902712346e-43,6.2391760142258464e-46,2.418084471753153e-45,2.328437307899327e-25,2.7919210748621788e-45,1.6034165252281656e-44
9.999999999999999e-10,0.5472483054593092,3.76,0.0,0.8684769163014111,0.9999999999648419,4.897197749413829e-18,1.346310503333325e-35,7.137377182434144e-25,1.1580951149245984e-09,3.568702647911469e-11,5.395038778835257e-14,1.505065875167074e-14,5.238804490125023e-13,1.2438196130048016e-15,4.4663265728132456e-27,4.205649424620445e-28,3.513912675367165e-11,1.53262518615927e-14,2.5886829404975333e-15,1.004093936883665e-15,1.1042414169421247e-16,9.441586415275783e-16,1.0234060806984089e-16,1.489376422884341e-24,1.4290269342733595e-22,5.953725096204559e-19,2.832737237980574e-30,1.3305804295825475e-44,4.41801574240795e-17,9.42002579952356e-46,2.1356540728863792e-35,4.284735777400783e-29,1.16192248501341e-37,8.855828919790208e-36,5.2284291677007244e-34,1.6607505670789686e-18,1.0243469200289524e-19,5.0014932211328424e-27,2.5431596270921795e-26,2.2224916468284988e-21,1.903202530353863e-21,7.918999084863683e-19,4.062844312716964e-40,9.090101330142823e-29,1.606191626777851e-27,3.4265244008430154e-47,1.8591327063587316e-30,4.3419448592258385e-42,1.115398209637255e-48,1.9417859342042547e-41,7.042862425486555e-44,1.0481904626635519e-45,8.659366837331568e-43,1.4333180568335994e-45,6.388923126639573e-45,3.8481348109179333e-25,7.645107204267819e-45,4.377535243089524e-44
1.1524051154475889e-09,0.5472483054593092,3.76,0.0,0.8684769162077047,0.9999999999594799,7.344110192922146e-18,2.00028530820465e-35,9.372062063893656e-25,1.3345825319587534e-09,4.1132457455039623e-11,7.154532707945963e-14,1.9961793534774588e-14,6.056909716106626e-13,1.6528955434843431e-15,6.703843324861967e-27,6.982777030434106e-28,4.0494909633886046e-11,2.032038050788828e-14,3.4317746895726923e-15,1.3309617427428886e-15,1.4655179730056224e-16,1.2521426463944446e-15,1.357193493162186e-16,2.2345330336988887e-24,2.1226348434811076e-22,7.1874937470269135e-19,4.707650653359377e-30,2.543281703289185e-44,5.855134706712211e-17,1.7268144253755136e-45,3.3818338374007117e-35,7.150032470738072e-29,1.827198824634279e-37,1.4671132213046658e-35,9.104566363382373e-34,1.8869147039464052e-18,1.3388800108323164e-19,8.027813493692118e-27,3.7113642912960674e-26,3.126020623608488e-21,3.002072539816261e-21,1.0974239047090105e-18,7.16932248770697e-40,1.5165193997296543e-28,2.2661890564600504e-27,6.275991528244641e-47,3.102495212063558e-30,8.313358574969413e-42,1.970660788155604e-48,3.4950839297777176e-41,1.3528212617930983e-43,1.9883485973069918e-45,1.587279143925168e-42,2.573380310221279e-45,1.214473184292462e-44,5.768647699479595e-25,1.4724911167502169e-44,8.422242116959842e-44
1.7670213159573988e-09,0.5472483054939438,3.76,0.0,0.8684769158297817,0.9999999999378462,2.662402343037e-17,6.872683857459764e-35,2.1007426499694625e-24,2.0462844490439486e-09,6.311035241338522e-11,1.6778432288419015e-13,4.684207496925972e-14,9.409129457512037e-13,3.9142275303010965e-15,2.4424278543818552e-26,3.982529282944272e-27,6.209468565922398e-11,4.760667985992459e-14,8.035096026776237e-15,3.1146444996775504e-15,3.4495814959180597e-16,2.9371053757426914e-15,3.18302952778933e-16,8.121640134350418e-24,7.281860146316179e-22,1.2209926907089927e-18,2.70371168519272e-29,3.700756209300928e-43,1.3689715371764052e-16,1.9816358986844516e-44,1.4108278219489193e-34,4.090859149401761e-28,7.418346887499658e-37,7.985940452272965e-35,7.08870432226795e-33,2.7363576013536544e-18,2.9373426817725274e-19,3.7819543721128916e-26,1.1593261334455543e-25,8.349269535565952e-21,1.2671702387563298e-20,2.8086340078537226e-18,5.508979711416858e-39,8.64766114147071e-28,6.254363326928707e-27,5.89336257329342e-46,1.7730680104898972e-29,1.2239958141266281e-40,1.5073669546016057e-47,3.087013144713535e-40,2.0188605999655096e-42,2.626232793725351e-44,1.5517992936972768e-41,2.22378523272508e-44,1.5925839268227681e-43,2.0864910769685715e-24,2.2548691453127974e-43,1.2749373639420809e-42
2.9962537169770183e-09,0.547248305563212,3.76,0.0,0.8684769150738109,0.9999999998945308,1.3250484796598144e-16,3.0596258879933987e-34,5.5181720624310924e-24,3.469530267249476e-09,1.0715118613061396e-10,4.818103609089376e-13,1.3468244065410466e-13,1.6367747029059598e-12,1.1467168206454275e-14,1.228171943910996e-25,3.547899280368685e-26,1.0529948362460459e-10,1.3642103111855316e-13,2.299629327803136e-14,8.904311198373393e-15,9.981656711311135e-16,8.437740301493198e-15,9.141550237283842e-16,4.0644920007776735e-23,3.230188733037354e-21,2.251026765307506e-18,2.44512003092927e-28,1.0315618294130101e-41,3.906450381337663e-16,5.5278442489584405e-43,7.431184361425383e-34,3.60582049771049e-27,3.827112160428699e-36,6.368506139859298e-34,1.0208764199116783e-31,4.1714861204260895e-18,7.379740459390953e-19,2.4147226516674105e-25,4.321176920729914e-25,2.495099522163227e-20,6.827670525146702e-20,8.185227964183094e-18,6.674503865345449e-38,7.553833627916572e-27,2.064522901389479e-26,8.610403491396125e-45,1.55648816027986e-28,3.464364520059522e-39,1.870960360747757e-46,4.6120836258535984e-39,5.768597118105167e-41,6.45315387478898e-43,2.5125928947831367e-40,3.1283490084387178e-43,3.56004339048525e-42,1.0333111514129977e-23,6.699187389761726e-42,3.693086113835759e-41
4.225486117996638e-09,0.5472483056324787,3.76,0.0,0.8684769143176734,0.9999999998511518,3.612764679558901e-16,7.685822510783874e-34,1.0163476772099874e-23,4.8925655930764164e-09,1.5130551434267777e-10,9.578820183408672e-13,2.680589087013358e-13,2.366442113365941e-12,2.3195551287909856e-14,3.3761415416656313e-25,1.2839053507600398e-25,1.4851131653287877e-10,2.707145086715154e-13,4.558354720014149e-14,1.7633319925804598e-14,1.99765478728319e-15,1.6780848426064057e-14,1.817616609441318e-15,1.1127065450377767e-22,8.088598704442443e-21,3.3031701643661895e-18,8.934709575820152e-28,6.013953414075567e-41,7.723334147901822e-16,3.6223662108735564e-42,2.023848911188848e-33,1.3323617567301688e-26,1.0406332694395109e-35,2.1717620306266893e-33,4.585083440991494e-31,5.30488642889048e-18,1.3042158175467465e-18,7.188310041260864e-25,9.53969577580064e-25,4.78278146689516e-20,1.8557755542482727e-19,1.572825029907144e-17,2.701122459313475e-37,2.775536459893017e-26,4.3648590697547996e-26,3.704062388603436e-44,5.73607907260237e-28,2.0313099560030324e-38,8.139306744631879e-46,2.0533890383891326e-38,3.413375235108401e-40,3.664009571200767e-42,1.1377376831270572e-39,1.3677717563817457e-42,1.9177363305986463e-41,2.807061448995376e-23,4.0196052914326986e-41,2.18993780854076e-40
5.454718519016257e-09,0.5472483057017441,3.76,0.0,0.868476913561369,0.9999999998077095,7.586822704690546e-16,1.496895311769902e-33,1.5768836668991066e-23,6.315390695132913e-09,1.9557348017565407e-10,1.5959755836607928e-12,4.4710603820662e-13,3.12979821383712e-12,3.9286906151788233e-14,7.146336928266926e-25,3.3184005003935325e-25,1.9173024050301668e-10,4.5024291359096896e-13,7.573250226235893e-14,2.926905162196365e-14,3.349514540908031e-15,2.7968478180481173e-14,3.0287329456223033e-15,2.3455286909516404e-22,1.570185414668316e-20,4.371615175460201e-18,2.3306153775186465e-27,2.3013893032611196e-40,1.2799434843691592e-15,1.6142906016082113e-41,4.1445499421656175e-33,3.522461531882929e-26,2.1403590664489874e-35,5.317610005906896e-33,1.4017393572481981e-30,6.1966270151799446e-18,1.9418741707073775e-18,1.5673606332492886e-24,1.6575185084836374e-24,7.460339920875751e-20,3.7840463377860275e-19,2.4919976803851e-17,7.51879980417937e-37,7.299627814893554e-26,7.530200387603256e-26,1.0738313530867027e-43,1.5126845513915564e-27,7.808574006622909e-38,2.5157420709167788e-45,6.162059055220556e-38,1.3212531754425536e-39,1.3803451770443648e-41,3.4486065812683735e-39,4.058811785607318e-42,6.907637563492787e-41,5.874749944685946e-23,1.5752035801253727e-40,8.49670396015213e-40
6.683950920035877e-09,0.5472483057710081,3.76,0.0,0.8684769128048976,0.999999999764204,1.3714991875855175e-15,2.5162068392975507e-33,2.2113862236352232e-23,7.738005848781348e-09,2.399552302903713e-10,2.3960672164825167e-12,6.719629785137821e-13,3.926723063498278e-12,5.993439989659896e-14,1.3021277321609566e-24,7.104141387604932e-25,2.349563133286787e-10,6.747553322019251e-13,1.1337739488889241e-13,4.3778313730486497e-14,5.059944001163532e-15,4.2002622308352834e-14,4.547552347434743e-15,4.255739911409783e-22,2.6303129452285516e-20,5.4535547642703e-18,5.035251324975386e-27,6.935542836506399e-40,1.911420375903362e-15,5.685662603837722e-41,7.219545351471757e-33,7.695490567209764e-26,3.7567881805045266e-35,1.079749295961863e-32,3.464245379954903e-30,6.897202710191358e-18,2.61156288704722e-18,2.8618308963647946e-24,2.507159799359214e-24,1.0334824469186015e-19,6.553569972215874e-19,3.534532824852548e-17,1.7026281488965473e-36,1.5864890781104291e-25,1.1562879747782705e-25,2.5088040884879467e-43,3.2964278325370565e-27,2.3626380599572484e-37,6.466409252771002e-45,1.487101206711297e-37,4.01704852718501e-39,4.106513572600418e-41,8.39534556641254e-39,9.686599047372165e-42,1.9710784182700914e-40,1.0584500520450259e-22,4.847530120480539e-40,2.590711580716834e-39
