Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032),S(1627),CH2(S)(24),CH2(T)(17),S(3168),CH2O2(165),CHO2(212)
1.8434317977973732e-08,0.6373084367142771,3.76,0.0,0.5036441537698328,0.9999945372398722,1.5721116472656258e-07,4.902264552727375e-15,3.135665980191703e-10,0.0032190552358427695,4.501791082617088e-05,5.435671296180358e-05,2.856239441009797e-05,2.497313859984682e-05,3.815736367639974e-06,3.7925724675575883e-06,2.6317069952500118e-09,8.604049008217579e-08,1.1785775724360767e-10,5.5174519459487415e-09,1.0887087688432271e-11,1.319604095855617e-06,9.747144209720556e-07,9.026845471735926e-11,5.790281824865621e-10,5.62432699383668e-07,1.2258889167806263e-12,1.3333009619814269e-10,3.0498169779413706e-18,5.673449630601891e-19,6.20810533778684e-11,2.957334622476607e-14,4.50854928163871e-11,8.445901760190631e-08,9.775721643693977e-14,1.4262183205137106e-16,1.00782765939517e-13,5.76896241123499e-13,1.9962614316876145e-18,2.9526077444886874e-09,9.567459305660174e-17,3.6283679681469924e-14,1.021978666047084e-12,5.649322824844897e-16,3.983469822941016e-21,2.532105262931259e-22,5.056107003173106e-09,5.846084130521432e-09,1.4500332084420088e-15,3.5213538342175644e-15,2.3778322701710554e-10
1.8639965454001976e-08,0.6373107387191799,3.76,0.0,0.5036244500293422,0.9999944523025113,1.6294442281819886e-07,5.1354637763624394e-15,3.1853402459280853e-10,0.0032542765947808708,4.5785885850556717e-05,5.556705821405888e-05,2.9220791010714555e-05,2.5680206383406673e-05,3.859360053311258e-06,3.916052026433963e-06,2.6839614081362845e-09,8.742047864015346e-08,1.236060685179973e-10,5.6417567180223824e-09,1.1529308327297559e-11,1.3540265702070558e-06,9.97134551527016e-07,9.373446102604123e-11,6.039196330485111e-10,5.778279467869162e-07,1.2978231190319674e-12,1.356491222524215e-10,3.332985751303739e-18,6.222294236020192e-19,6.319912979642538e-11,3.126320360348805e-14,4.739437743821689e-11,8.569528997507855e-08,1.0453003503062151e-13,1.4954403275849221e-16,1.0507006444562148e-13,6.000936516599573e-13,2.132284836337641e-18,3.0822405097088786e-09,1.0339647644853391e-16,3.878447232452466e-14,1.0513746686593713e-12,6.102241242575567e-16,4.3102106466256846e-21,2.7099868519030252e-22,5.219013494554744e-09,6.03573433528151e-09,1.5092124254288921e-15,3.643502530276873e-15,2.4564983820087585e-10
1.884561293003022e-08,0.6373130420790444,3.76,0.0,0.5036047308690619,0.9999943666969517,1.6882649495354173e-07,5.376962673214337e-15,3.235111283258584e-10,0.0032894828173782634,4.655815492259848e-05,5.67905259277785e-05,2.988806852621694e-05,2.6399268460903856e-05,3.903018170679126e-06,4.042361158462993e-06,2.736580854512483e-09,8.880334540083109e-08,1.2957781079490922e-10,5.767471224524304e-09,1.220271865996635e-11,1.389017580393161e-06,1.0198128948620296e-06,9.730102106267209e-11,6.296368322752061e-10,5.934951418367531e-07,1.3732178475937488e-12,1.379813859566673e-10,3.639440809426587e-18,6.818198358100924e-19,6.432439548936867e-11,3.303094514752122e-14,4.9794379313760506e-11,8.69324885722267e-08,1.11697902685389e-13,1.56732906454148e-16,1.094870371850894e-13,6.239499733954245e-13,2.2761154996987255e-18,3.2161184980115614e-09,1.1165317264149514e-16,4.1429538037330944e-14,1.0812774600608378e-12,6.586216489207672e-16,4.6599455122530765e-21,2.8983973999901965e-22,5.385614285424031e-09,6.22952692603126e-09,1.5700995022863283e-15,3.768517333388264e-15,2.536914963524838e-10
1.9051260406058463e-08,0.6373153468017283,3.76,0.0,0.5035849962546246,0.9999942804180161,1.748598281277555e-07,5.626953805053345e-15,3.284976041102264e-10,0.003324673906111634,4.733468780387842e-05,5.802710945182576e-05,3.056425124077563e-05,2.7130391486304142e-05,3.946711074903178e-06,4.171537719588498e-06,2.7895622257689433e-09,9.01889940157247e-08,1.3577960305762102e-10,5.8945966966854845e-09,1.2908526469534382e-11,1.4245820681918363e-06,1.0427494446057512e-06,1.0097028960804857e-10,6.561997524593385e-10,6.094365807652215e-07,1.4522046896256097e-12,1.4032657112423988e-10,3.970859697354695e-18,7.464699190263433e-19,6.545637285906885e-11,3.487935198551053e-14,5.228803987372439e-11,8.817056309866531e-08,1.1927971594948993e-13,1.6419632244968276e-16,1.1403600945648792e-13,6.484761903390874e-13,2.4281211549033327e-18,3.354335256112812e-09,1.2047583818404165e-16,4.422565377311279e-14,1.1116898255626391e-12,7.10303156962105e-16,5.034035140545791e-21,3.0978487331636577e-22,5.555957328867178e-09,6.427511520411305e-09,1.63272350060159e-15,3.896435163675007e-15,2.619103977521358e-10
1.9256907882086706e-08,0.6373176528950331,3.76,0.0,0.5035652461515225,0.9999941934605098,1.8104689048585033e-07,5.885631539070591e-15,3.3349315727763504e-10,0.003359849863460025,4.8115454860799284e-05,5.9276802136207296e-05,3.124936285195926e-05,2.787364164430124e-05,3.9904391207983815e-06,4.303619666066498e-06,2.8429024648750245e-09,9.157733081729267e-08,1.422182034668346e-10,6.0231343824709065e-09,1.364797521229419e-11,1.4607249886468114e-06,1.0659441924283867e-06,1.0474445685187739e-10,6.836286848566916e-10,6.256545509977423e-07,1.53491897216321e-12,1.426847484202385e-10,4.329024574914368e-18,8.165564317346549e-19,6.659465502768303e-11,3.681127817862944e-14,5.487794221467409e-11,8.940946552740028e-08,1.272950863823931e-13,1.719423220730747e-16,1.1871931874989434e-13,6.736833329810415e-13,2.5886832360502626e-18,3.4969855416063193e-09,1.2989711896694055e-16,4.7179846493774385e-14,1.142614762571313e-12,7.654552933186712e-16,5.43390629951243e-21,3.3088724098446194e-22,5.73009073707771e-09,6.62973793002971e-09,1.6971136374382671e-15,4.0272930987192104e-15,2.703086674850049e-10
1.946255535811495e-08,0.6373199603667041,3.76,0.0,0.5035454805251109,0.9999941058192222,1.8739017140143046e-07,6.1531920208975964e-15,3.3849750306427843e-10,0.0033950106919048194,4.89004270488143e-05,6.053959733206904e-05,3.194342648731179e-05,2.8629084662563157e-05,4.034202662827633e-06,4.438645051071288e-06,2.8965985867101e-09,9.29682646891461e-08,1.4890051120216895e-10,6.153085546544247e-09,1.4422344762822489e-11,1.4974513094096564e-06,1.0893971282747452e-06,1.0862574885066527e-10,7.119442422250596e-10,6.421513307380241e-07,1.6214998336246916e-12,1.450561109237332e-10,4.715827600897028e-18,8.92480411034567e-19,6.773946026102185e-11,3.8829651954889383e-14,5.7566711315370146e-11,9.064914969845924e-08,1.3576436052359245e-13,1.7997912217335965e-16,1.2353931459629784e-13,6.995824826079272e-13,2.758197257922001e-18,3.6441653077833274e-09,1.3995120560153158e-16,5.0299399994846086e-14,1.17405524283293e-12,8.242733487629092e-16,5.861054294755207e-21,3.532020285119419e-22,5.908062783975475e-09,6.836256155981258e-09,1.7632992843304206e-15,4.16112838397316e-15,2.788883806232987e-10
1.9668202834143193e-08,0.6373222692244335,3.76,0.0,0.5035256993406106,0.9999940174889265,1.9389218155208334e-07,6.4298331466325e-15,3.435103661416558e-10,0.003430156393930829,4.968957589662268e-05,6.181548839169212e-05,3.264646472064809e-05,2.9396785824430132e-05,4.078002055105357e-06,4.576652021311682e-06,2.9506476734660813e-09,9.436170694772272e-08,1.558335683315259e-10,6.284451470208489e-09,1.5232952176401345e-11,1.53476601047538e-06,1.1131082415333778e-06,1.1261642799652037e-10,7.411673610783921e-10,6.589291885678732e-07,1.7120902966039577e-12,1.474403916780041e-10,5.1332765466719264e-18,9.746684665083368e-19,6.889099246904953e-11,4.093747730076658e-14,6.035701428656635e-11,9.188957109270333e-08,1.447086403072324e-13,1.8831511925542191e-16,1.2849835852964882e-13,7.261847778408844e-13,2.9370732062916096e-18,3.79597155724133e-09,1.5067389038676364e-16,5.359186184006595e-14,1.2060139339971743e-12,8.869615694333506e-16,6.3170455320374325e-21,3.7678651008143046e-22,6.089921907503781e-09,7.047116388493048e-09,1.8313099689877772e-15,4.29797840329827e-15,2.876517127521419e-10
1.9873850310171436e-08,0.6373245794758589,3.76,0.0,0.5035059025631118,0.9999939284643804,2.0055545295800632e-07,6.71575454295107e-15,3.48531480531874e-10,0.0034652869720264872,5.048287349697379e-05,6.310446866848961e-05,3.335849958125616e-05,3.0176809976218086e-05,4.121837651406095e-06,4.717678815160405e-06,3.005046858372579e-09,9.575757130831747e-08,1.630245615498969e-10,6.4172334513750335e-09,1.6081152456342477e-11,1.5726740838662736e-06,1.1370775210462488e-06,1.1671879345053282e-10,7.713193038881368e-10,6.759903833300445e-07,1.8068373404578326e-12,1.498370964331006e-10,5.583500777981668e-18,1.0635741625935246e-18,7.004898616455483e-11,4.313783538233777e-14,6.325156056645645e-11,9.313068695842734e-08,1.5414980403903906e-13,1.9695889181692253e-16,1.335988240004519e-13,7.535014099637618e-13,3.1257359301748887e-18,3.952502365393106e-09,1.6210262675949788e-16,5.70650504900085e-14,1.2384934075275367e-12,9.537334793098964e-16,6.803520195516995e-21,4.017001081012982e-22,6.275716704681574e-09,7.2623690100553086e-09,1.9011753752852086e-15,4.437880669784731e-15,2.9660091974071833e-10
2.007949778619968e-08,0.6373268911285637,3.76,0.0,0.503486090157573,0.9999938387403262,2.0738253898611577e-07,7.0111575556927924e-15,3.5356058983487046e-10,0.003500402428682756,5.1280292503758137e-05,6.44065315170039e-05,3.4079552556513935e-05,3.096922152916719e-05,4.165709805170445e-06,4.86176376220977e-06,3.0597933149726615e-09,9.715577392184681e-08,1.7048082380824436e-10,6.551432804575587e-09,1.6968339331731286e-11,1.6111805330684853e-06,1.1613049536865196e-06,1.2093518153584256e-10,8.024216613874011e-10,6.933371642678121e-07,1.9058919740463896e-12,1.5224640143862925e-10,6.0687578720553355e-18,1.1596795551414317e-18,7.121320216322201e-11,4.5433885636147004e-14,6.625310203996872e-11,9.437245664372289e-08,1.641105282957985e-13,2.0591920131346524e-16,1.3884309617701008e-13,7.81543610833582e-13,3.3246255433884505e-18,4.1138570907026665e-09,1.742765929442769e-16,6.072706276896035e-14,1.2714966238571131e-12,1.0248122246985877e-15,7.322195119607234e-21,4.280044539143819e-22,6.4654959203822626e-09,7.482064598835108e-09,1.972925340265339e-15,4.5808728580874944e-15,3.057381312259919e-10
2.0285145262227923e-08,0.6373292041900819,3.76,0.0,0.5034662620888242,0.999993748311491,2.1437601441512154e-07,7.316245224462095e-15,3.585974467844139e-10,0.00353550276639346,5.208180611794977e-05,6.572167029290253e-05,3.4809644606523295e-05,3.1774084470447724e-05,4.209618869500336e-06,5.008945280269387e-06,3.114884271120271e-09,9.855623326523148e-08,1.7820983617778162e-10,6.687050860930069e-09,1.7895946042752604e-11,1.6502903725239815e-06,1.1857905248651104e-06,1.252679661951569e-10,8.344963549686928e-10,7.10971770682005e-07,2.009409309899685e-12,1.5466864167028177e-10,6.591440065294842e-18,1.2634966885520158e-18,7.23837585498595e-11,4.78288671492282e-14,6.936443324482633e-11,9.561484128536691e-08,1.7461430954858203e-13,2.1520499628595297e-16,1.4423357182382807e-13,8.103226604409948e-13,3.534197835535192e-18,4.280136298246543e-09,1.8723675434425193e-16,6.458628124062132e-14,1.305026566352147e-12,1.1004309121913294e-15,7.874866599481726e-21,4.557634495256008e-22,6.659308448879761e-09,7.706253925109798e-09,2.0465898538548414e-15,4.726992806809611e-15,3.1506543258656854e-10
2.0490792738256167e-08,0.6373315186678972,3.76,0.0,0.5034464183215718,0.9999936571725879,2.215384755159701e-07,7.631222252796795e-15,3.6364181265418373e-10,0.0035705879876561444,5.288738807061534e-05,6.704987835297399e-05,3.5548796181844784e-05,3.259146237666323e-05,4.253565197155666e-06,5.159261871697277e-06,3.1703170200788822e-09,9.995886999793147e-08,1.8621922976717987e-10,6.82408896809352e-09,1.8865446135057527e-11,1.6900086272391076e-06,1.21053421964745e-06,1.2971955947367195e-10,8.675656389944877e-10,7.28896431467464e-07,2.117548639280174e-12,1.5710364168746635e-10,7.15408076628764e-18,1.3755691087711735e-18,7.356092824970008e-11,5.032610022170527e-14,7.258839161793455e-11,9.685780339662353e-08,1.8568548589146867e-13,2.2482541682588984e-16,1.497726592448867e-13,8.398498954189769e-13,3.754924687990053e-18,4.45144161892504e-09,2.0102592627483095e-16,6.865138161285743e-14,1.3390858657716014e-12,1.180832948298519e-15,8.463413216490905e-21,4.850433303362243e-22,6.857203338626163e-09,7.93498794748191e-09,2.122199060022868e-15,4.876278500243813e-15,3.2458501102514997e-10
2.069644021428441e-08,0.6373338345694447,3.76,0.0,0.5034265588203997,0.9999935653183153,2.2887254010767696e-07,7.956294982934606e-15,3.6869345694029645e-10,0.003605658094972546,5.369701261019491e-05,6.839114905512386e-05,3.6297027236584944e-05,3.3421418423980886e-05,4.297549140558775e-06,5.312752120715816e-06,3.226088913738412e-09,1.0136360687786282e-07,1.9451678755157585e-10,6.962548490210914e-09,1.9878354270064854e-11,1.7303403324607393e-06,1.235536023212954e-06,1.342924119887337e-10,9.016521029429744e-10,7.471133648391973e-07,2.2304735080237847e-12,1.595507943832072e-10,7.759361573708921e-18,1.496473498076488e-18,7.47445647965287e-11,5.292898793014606e-14,7.592785772615692e-11,9.810130675629368e-08,1.9734925952826728e-13,2.347897974398622e-16,1.554627782427175e-13,8.701367061329543e-13,3.987294497462929e-18,4.6278757336814035e-09,2.156888399287475e-16,7.293134039607677e-14,1.3736769430521075e-12,1.2662723957420538e-15,9.089798812908602e-21,5.159127295773546e-22,7.05922979227833e-09,8.168317813100132e-09,2.199783257565918e-15,5.028768049448267e-15,3.342991752883413e-10
2.0902087690312654e-08,0.6373361519021089,3.76,0.0,0.5034066835497712,0.9999934727433583,2.363808475632051e-07,8.291671382477999e-15,3.737521575536738e-10,0.0036407130908478426,5.4510654498743185e-05,6.974547575837245e-05,3.705435723186607e-05,3.426401539090065e-05,4.341571051804206e-06,5.469454692776805e-06,3.2821973432739745e-09,1.0277036878963807e-07,2.0311044604841263e-10,7.102430807913702e-09,2.0936227047574027e-11,1.7712905332403271e-06,1.2607959197735988e-06,1.3898901334656306e-10,9.367786735108312e-10,7.656247784396315e-07,2.3483517924514163e-12,1.6200996938072577e-10,8.410120010115556e-18,1.6268214834574718e-18,7.593409299590741e-11,5.564101741547672e-14,7.938575541525138e-11,9.934531674972768e-08,2.0963172029103997e-13,2.45107668218478e-16,1.6130635998892696e-13,9.01194523646783e-13,4.231812607797641e-18,4.8095425601559965e-09,2.312722129863103e-16,7.743544292057722e-14,1.4088025522355779e-12,1.3570143539316829e-15,9.756075681701163e-21,5.484427442142349e-22,7.2654371570370476e-09,8.406294862012504e-09,2.2793728982518374e-15,5.184499705326393e-15,3.442101720204006e-10
2.1107735166340897e-08,0.6373384706732262,3.76,0.0,0.5033867924740295,0.9999933794423874,2.440660588084069e-07,8.637561034612942e-15,3.7881770100974747e-10,0.0036757529777897906,5.532828900927806e-05,7.111285182285161e-05,3.7820805138167644e-05,3.511931565995653e-05,4.38563128266009e-06,5.6294083341647596e-06,3.3386397385134266e-09,1.0417908277508743e-07,2.1200829702104714e-10,7.243737318341819e-09,2.204066383038095e-11,1.8128642838579272e-06,1.286313891466164e-06,1.4381189253359317e-10,9.72968616916838e-10,7.844328694772778e-07,2.471355775180005e-12,1.6448168578014438e-10,9.10935759172809e-18,1.767261528951446e-18,7.71295401294028e-11,5.846576099881412e-14,8.296505190783767e-11,1.0058980060688569e-07,2.2255986955873166e-13,2.557887575720888e-16,1.6730584679705683e-13,9.330348194756245e-13,4.489001750981648e-18,4.99654735749635e-09,2.4782482231984317e-16,8.217329149928347e-14,1.4444657084683673e-12,1.4533353506356266e-15,1.0464387851740602e-20,5.8270700188059115e-22,7.475874914397317e-09,8.648970628293105e-09,2.3609985836421824e-15,5.343511897974291e-15,3.543200853929095e-10
2.131338264236914e-08,0.6373407908900895,3.76,0.0,0.5033668855574006,0.9999932854100602,2.5193085640286813e-07,8.994175107688077e-15,3.8388988176005814e-10,0.003710777758309898,5.6149891908147274e-05,7.249327060979992e-05,3.8596389453764134e-05,3.598738123176733e-05,4.429730184561145e-06,5.792651868172725e-06,3.3954135871767213e-09,1.0558967787486134e-07,2.2121858944197583e-10,7.386469435093951e-09,2.3193307568553665e-11,1.8550666474788297e-06,1.3120899198669025e-06,1.48763618406415e-10,1.0102455412092488e-09,8.035398242269291e-07,2.5996622221578837e-12,1.6696604889305351e-10,9.86024729911693e-18,1.9184806839583176e-18,7.833138734159546e-11,6.140687783864171e-14,8.666875804491577e-11,1.018347268804183e-07,2.3616164325838705e-13,2.668429975035457e-16,1.7346369207016699e-13,9.65669119410202e-13,4.759402489303306e-18,5.1889965039182155e-09,2.653975725559141e-16,8.71548132686302e-14,1.4806690973413725e-12,1.5555237120029894e-15,1.1216974179292269e-20,6.187817278699046e-22,7.690592686552394e-09,8.896396834205126e-09,2.4446910666977144e-15,5.505843217886988e-15,3.646310654389419e-10
2.1519030118397384e-08,0.6373431125599456,3.76,0.0,0.5033469627639987,0.9999931906410219,2.599779446252329e-07,9.36172632031315e-15,3.8896850154149087e-10,0.0037457874349244606,5.6975439436267637e-05,7.388672548155801e-05,3.93811282243234e-05,3.6868273740073415e-05,4.473868108609265e-06,5.9592241910510895e-06,3.4525164373949314e-09,1.0700208497056223e-07,2.3074973160612193e-10,7.530628588156366e-09,2.439584572705426e-11,1.8979026958473906e-06,1.3381239872650464e-06,1.5384680025203493e-10,1.0486333985498136e-09,8.229478175179527e-07,2.733452468763981e-12,1.6946253988341424e-10,1.0666142303689324e-17,2.0812066299199304e-18,7.953961479635724e-11,6.44681158511452e-14,9.049992858731287e-11,1.0308006503111107e-07,2.504659378528489e-13,2.782805275598607e-16,1.7978236032663875e-13,9.99109003718872e-13,5.0435737073993155e-18,5.386997398168125e-09,2.8404357446267274e-16,9.239026905146621e-14,1.517415112381189e-12,1.6638799846764175e-15,1.2016171886246514e-20,6.567458204664925e-22,7.909640242763412e-09,9.148625387184593e-09,2.530481254088162e-15,5.671532377842074e-15,3.7514543158785405e-10
2.1724677594425627e-08,0.6373454356899954,3.76,0.0,0.5033270240578251,0.9999930951299046,2.682100494600492e-07,9.740428935153901e-15,3.9405336966788385e-10,0.0037807820101536135,5.780490830894781e-05,7.529320980156695e-05,4.017503904267532e-05,3.776205445160719e-05,4.518045405581503e-06,6.12916427214142e-06,3.5099458816271392e-09,1.0841623683850694e-07,2.4061029245345493e-10,7.676216223915815e-09,2.5650010980832454e-11,1.9413775088946467e-06,1.3644160753714256e-06,1.590640881086692e-10,1.0881564868470096e-09,8.426590129350065e-07,2.872912482714398e-12,1.7197087472341784e-10,1.1530583460787973e-17,2.2562094473373176e-18,8.07539995515766e-11,6.76533126917763e-14,9.446166230628415e-11,1.0432578580027787e-07,2.65502630867983e-13,2.9011169566596e-16,1.8626432706586945e-13,1.0333660957191974e-12,5.342092987845672e-18,5.5906586573451634e-09,3.038182092946467e-16,9.789026036816449e-14,1.554706303204537e-12,1.7787172808624513e-15,1.2864419471340682e-20,6.966809083128329e-22,8.133067489289092e-09,9.405708383701587e-09,2.61840020384048e-15,5.84061823455254e-15,3.8586547715960556e-10
2.193032507045387e-08,0.6373477602873956,3.76,0.0,0.5033070694027706,0.999992998871328,2.7662991862090133e-07,1.0130498741023199e-14,3.9914430296365646e-10,0.0038157614865211454,5.863827570824318e-05,7.671271693436446e-05,4.097813905647787e-05,3.866878427196575e-05,4.562262425932517e-06,6.30251115235122e-06,3.5676995540474024e-09,1.0983206812252565e-07,2.508090034642126e-10,7.823233805149519e-09,2.6957582125522955e-11,1.985496174283132e-06,1.390966165021452e-06,1.6441817323018845e-10,1.128839451998849e-09,8.626755627603519e-07,3.01823294714739e-12,1.7449107648883762e-10,1.2457308877240801e-17,2.4443038713462598e-18,8.197438812333369e-11,7.09663972680503e-14,9.855710215511767e-11,1.0557186125917961e-07,2.8130260740222817e-13,3.0234706145018727e-16,1.9291207864082998e-13,1.0684520611983646e-12,5.6555571088417626e-18,5.800090155223863e-09,3.247792113595797e-16,1.0366573849439971e-13,1.5925453642521219e-12,1.9003617214225983e-15,1.3764260441741483e-20,7.38671425926211e-22,8.360924464546627e-09,9.667698109368336e-09,2.7084791241423078e-15,6.013139798585332e-15,3.9679343548287747e-10
2.2135972546482114e-08,0.6373500863592626,3.76,0.0,0.5032870987626172,0.9999929018598993,2.8524032159005123e-07,1.0532153030555127e-14,4.0424112551221933e-10,0.003850725866554778,5.9475519272113714e-05,7.814524024558098e-05,4.179044497930929e-05,3.958852375411921e-05,4.60651951979473e-06,6.479303941898769e-06,3.625775133309211e-09,1.1124951526608454e-07,2.6135476064207123e-10,7.97168281100123e-09,2.832038500837276e-11,2.0302637870037743e-06,1.4177742364820887e-06,1.69911788578665e-10,1.1707072901618233e-09,8.829996077818916e-07,3.1696093455732124e-12,1.770232144822386e-10,1.3450263770181124e-17,2.6463516190738176e-18,8.320074756183672e-11,7.441139139152514e-14,1.0278943547101731e-10,1.0681826468794501e-07,2.9789778715343683e-13,3.1499740028055564e-16,1.9972811216584485e-13,1.1043786118027954e-12,5.984582552269467e-18,6.015402977289681e-09,3.469867524985537e-16,1.0972801369487977e-13,1.6309349741425995e-12,2.0291528891306742e-15,1.4718347131882006e-20,7.828046913509612e-22,8.59326133783815e-09,9.934647037297393e-09,2.8007493731680478e-15,6.189136232628002e-15,4.079315297520878e-10
2.2341620022510358e-08,0.6373524139126691,3.76,0.0,0.5032671121010407,0.9999928040902147,2.9404404965527324e-07,1.094561057901046e-14,4.0934366841484403e-10,0.003885675152786432,6.031661708414124e-05,7.959077310193572e-05,4.2611973101199516e-05,4.052133310649844e-05,4.6508170369789685e-06,6.659581818173255e-06,3.684170344087084e-09,1.126685164473837e-07,2.722566263908721e-10,8.121564736956906e-09,2.9740293421777475e-11,2.0756854490135927e-06,1.4448402697451757e-06,1.7554770929505682e-10,1.2137853498567583e-09,9.03633277109955e-07,3.3272420430396163e-12,1.7956725855555312e-10,1.4513610221748465e-17,2.863263697575799e-18,8.443309107753211e-11,7.79924113617199e-14,1.0716189417103514e-10,1.0806497046138063e-07,3.1532115050958786e-13,3.2807370686708767e-16,2.067149354427212e-13,1.1411575064427625e-12,6.3298059899350895e-18,6.236709389536114e-09,3.705035244625205e-16,1.1608876413820798e-13,1.669877729844511e-12,2.16544427026211e-15,1.5729444429987246e-20,8.291709811181401e-22,8.830128408402054e-09,1.020660782661621e-08,2.8952424590776694e-15,6.368646847130436e-15,4.1928200875318837e-10
2.25472674985386e-08,0.6373547429546469,3.76,0.0,0.5032471093816129,0.9999927055568585,3.0304391593913106e-07,1.1371091625176916e-14,4.144517696152496e-10,0.003920609347752332,6.116154766461198e-05,8.10493088712332e-05,4.34427392977228e-05,4.146727219997658e-05,4.695155326976024e-06,6.843384023900167e-06,3.742882956316404e-09,1.1408901152929393e-07,2.835238313191721e-10,8.272881094824936e-09,3.121922998242975e-11,2.1217662688766585e-06,1.472164244610404e-06,1.813287531530505e-10,1.2580993339738066e-09,9.245786880439819e-07,3.4913363655468675e-12,1.8212310949117868e-10,1.565173711994997e-17,3.0960027609056204e-18,8.567141329715477e-11,8.171366948936678e-14,1.1167775493589969e-10,1.0931195399215605e-07,3.33606764431415e-13,3.4158719845079774e-16,2.1387506688669408e-13,1.1788005503199508e-12,6.6918847641901085e-18,6.464122843809541e-09,3.953948215501809e-16,1.2276004474502482e-13,1.7093761797139217e-12,2.3096036970678257e-15,1.6800433518262306e-20,8.778636044067498e-22,9.07157610353416e-09,1.0483633321567605e-08,2.991990039765597e-15,6.5517110982831546e-15,4.3084714571167127e-10
2.2752914974566844e-08,0.6373570734921867,3.76,0.0,0.5032270905678027,0.9999926062544028,3.1224275542399095e-07,1.1808817853241876e-14,4.195652737592269e-10,0.003955528453993026,6.201028996225822e-05,8.252084092235973e-05,4.4282759038384135e-05,4.242640057430773e-05,4.739534738958568e-06,7.030749865457275e-06,3.801910783628946e-09,1.1551094201707864e-07,2.9516577604729717e-10,8.425633412719354e-09,3.2759167023767674e-11,2.168511361397001e-06,1.499746140665583e-06,1.8725778101272802e-10,1.3036753017623601e-09,9.458379459671693e-07,3.6621026803193875e-12,1.8469067091834152e-10,1.6869270549932806e-17,3.3455855782870985e-18,8.691568035255682e-11,8.557947562749327e-14,1.1634033938873971e-10,1.1055919170328175e-07,3.5278980889892095e-13,3.555493179884205e-16,2.2121103544755744e-13,1.2173195936018285e-12,7.071497380483915e-18,6.697757996149401e-09,4.2172862583595945e-16,1.2975429623473553e-13,1.7494328661348095e-12,2.4620138036077907e-15,1.7934315730915802e-20,9.289789787872446e-22,9.31765497611768e-09,1.0765776550830939e-08,3.0910239224165503e-15,6.7383685880689325e-15,4.426292240801976e-10
2.2958562450595088e-08,0.637359405532242,3.76,0.0,0.5032070556229786,0.9999925061774104,3.2164342497391154e-07,1.2259012376334713e-14,4.24684032067783e-10,0.003990432474053427,6.286282334675332e-05,8.400536262528012e-05,4.5132047394231945e-05,4.3398777443975896e-05,4.783955621782761e-06,7.2217187113462896e-06,3.861251682225189e-09,1.1693425102009586e-07,3.071920328832046e-10,8.579823235045222e-09,3.436212742823059e-11,2.215925847283177e-06,1.527585937285907e-06,1.9333769724057924e-10,1.3505396706550536e-09,9.674131442533277e-07,3.8397564704358344e-12,1.8726987281245793e-10,1.8171083735343433e-17,3.613085398744381e-18,8.816584761920787e-11,8.959423861910804e-14,1.2115301425854632e-10,1.1180666100159968e-07,3.7290660168975367e-13,3.6997173725337403e-16,2.287253805362375e-13,1.2567265308901658e-12,7.46934397376197e-18,6.937730717145259e-09,4.495756876756952e-16,1.3708435361010114e-13,1.7900503336010907e-12,2.6230724557337876e-15,1.9134216197688176e-20,9.826167014032574e-22,9.568415702352757e-09,1.1053090726805265e-08,3.1923760630809416e-15,6.928659064593973e-15,4.5463053100251855e-10
2.316420992662333e-08,0.6373617390817238,3.76,0.0,0.5031870045104094,0.9999924053204323,3.3124880336219754e-07,1.2721899715501665e-14,4.29807902168502e-10,0.004025321410482878,6.371912759904344e-05,8.550286735103352e-05,4.599061904766578e-05,4.4384461705736794e-05,4.828418323990122e-06,7.416329990222572e-06,3.920903549865553e-09,1.1835888320148451e-07,3.196123479860365e-10,8.735452122479889e-09,3.6030185708079413e-11,2.2640148527258762e-06,1.5556836136761093e-06,1.9957145025223207e-10,1.3987192185988964e-09,9.893063641453388e-07,4.024518431446333e-12,1.8986066315249804e-10,1.9562310202395886e-17,3.8996350870976745e-18,8.942187856178665e-11,9.376246815521967e-14,1.2611919159078023e-10,1.1305434023531863e-07,3.9399463068949054e-13,3.84866360882458e-16,2.3642065193335413e-13,1.2970333010497256e-12,7.88614690868096e-18,7.184158096852489e-09,4.79009631360425e-16,1.44763457220564e-13,1.831231119240247e-12,2.7931933153035435e-15,2.040338862958443e-20,1.038879641804861e-21,9.823909079027656e-09,1.1345629244530001e-08,3.2960785661810715e-15,7.122622421977444e-15,4.668533573287485e-10
