Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55),C3H7(218),C3H7(49),C2H2O(140),CO2(15),C#CC(416),C3H5(219),C2H4(47),C3H4(2022),C3H4(2032)
4.989104101481387e-08,0.2648793495950198,3.76,0.0,0.6571306857224527,0.9999400233076615,2.4761575177261063e-05,8.808753157820894e-14,1.6922491888801514e-10,0.00595013282580049,0.0003457766130340665,0.0006368112794118947,0.0003504970788827014,0.0006623578826042318,2.0221970471828724e-05,0.0002961425961806985,9.350744049898408e-08,8.321473457602087e-07,4.4150389398380106e-08,1.476683840167733e-07,1.2693111331990503e-08,3.109266304965761e-05,9.650818809487162e-06,1.294992063874486e-08,7.734533605706277e-08,1.158251789845221e-05,2.014838408808772e-09,6.997681461544913e-10,1.4688152215804602e-13,6.148942158672376e-14,7.784085513503582e-10,1.734743532606424e-11,1.2568174614978004e-08,1.8062903527753494e-07,5.181457078811232e-10,4.3576827176087416e-14,1.951369785773907e-11,1.87449194309639e-10,5.581746619420341e-15,1.4346853141147707e-10,5.255235512330276e-13,5.981006596805723e-11,9.860480510432785e-12,1.9348690430385878e-12,1.2424393356011018e-17
5.089795046101634e-08,0.264884327380584,3.76,0.0,0.6570168191986029,0.9999370709473715,2.6622558588126366e-05,9.411156980181673e-14,1.724640326813955e-10,0.006057122560070244,0.00035755373140153394,0.0006617836553448423,0.0003654441217847393,0.0006982422953004286,2.0898929644551886e-05,0.00031514041469032965,9.680941151354173e-08,8.486619550875707e-07,4.900525594027909e-08,1.5513322283333444e-07,1.4367792901433041e-08,3.275799603668218e-05,1.0045766131499199e-05,1.4306155045271941e-08,8.44218795289654e-08,1.214484089642501e-05,2.2638879172177776e-09,7.236790293286083e-10,1.7671970629438574e-13,7.444263822924345e-14,8.071270641726442e-10,1.9541668225141406e-11,1.378192349675732e-08,1.8445905586709343e-07,5.941104214960277e-10,4.8996371365412983e-14,2.0982960811120155e-11,2.0127682262301133e-10,6.38135252345618e-15,1.4958006595910402e-10,6.170240293900153e-13,6.873993047561475e-11,1.0396682568737632e-11,2.267217896077329e-12,1.4600628887663978e-17
5.1904859907218806e-08,0.2648893622258738,3.76,0.0,0.6569015793135592,0.9999340167344954,2.858192441639451e-05,1.0039702664630516e-13,1.7569007215178475e-10,0.00616363583419432,0.0003695058499303323,0.000687197686788796,0.00038069770006245336,0.0007353373009188051,2.159170579079732e-05,0.00033493651288718263,1.0016205917922396e-07,8.651016655517625e-07,5.428417386192249e-08,1.628696031951866e-07,1.622495732124342e-08,3.44739172183422e-05,1.044885529797382e-05,1.577801560657445e-08,9.198466116142234e-08,1.272098280536135e-05,2.5377395759073533e-09,7.479474758576089e-10,2.118348863369593e-13,8.978558379548952e-14,8.364786362568179e-10,2.196379874182585e-11,1.508656014909631e-08,1.8829706715746852e-07,6.79364863231839e-10,5.4971345761595716e-14,2.2530732880751457e-11,2.158204517971578e-10,7.276036149383717e-15,1.5583070754772407e-10,7.222316113016942e-13,7.879306325611441e-11,1.0951124629778537e-11,2.6486879901043763e-12,1.7105206938639433e-17
5.2911769353421275e-08,0.2648944549661443,3.76,0.0,0.656784948270166,0.9999308587951778,3.064260890929998e-05,1.0694856248156409e-13,1.789031766690117e-10,0.006269675584439166,0.000381632444475611,0.0007130513016381102,0.0003962569902671957,0.0007736607034313752,2.2300579477184695e-05,0.0003555468417777965,1.0356523644771934e-07,8.814668734435861e-07,6.001476754180906e-08,1.7088536184144864e-07,1.8280408878583383e-08,3.6240620911068e-05,1.0860117729528997e-05,1.737312503435904e-08,1.0005641755795982e-07,1.3310918191787987e-05,2.8382766908978324e-09,7.725725540884834e-10,2.5302513581207036e-13,1.0789854039178687e-13,8.664777051879596e-10,2.4632424966257963e-11,1.6487066873561472e-08,1.9214374878503349e-07,7.74824478955433e-10,6.15466386404969e-14,2.4159613047388964e-11,2.3110200321875154e-10,8.274836009656002e-15,1.6222258410278466e-10,8.428766185485189e-13,9.008497103809409e-11,1.1524089434294047e-11,3.08539668746936e-12,1.9979950416848446e-17
5.3918678799623743e-08,0.2648996064340066,3.76,0.0,0.6566669083178401,0.9999275952606587,3.280755824506623e-05,1.1377077845078585e-13,1.821034886593499e-10,0.006375244792820753,0.0003939329689523031,0.0007393424388520202,0.0004121211480299919,0.0008132302498734932,2.302582930434965e-05,0.00037698729555988317,1.0701879024696808e-07,8.977579827818089e-07,6.622584674792664e-08,1.7918853648569546e-07,2.055097367188725e-08,3.8058283626247794e-05,1.1279586332935995e-05,1.909945978208114e-08,1.0866049475055797e-07,1.3914620204641785e-05,3.167480920031035e-09,7.975532940424606e-10,3.0118918951656146e-13,1.2921293001528055e-13,8.971392916836346e-10,2.75672486081681e-11,1.7988611638530872e-08,1.959997891852746e-07,8.814735109791724e-10,6.876978543931666e-14,2.5872241936137038e-11,2.4714361313566416e-10,9.387436567022589e-15,1.6875801681345697e-10,9.808680643078678e-13,1.0274042299950596e-10,1.211586025026638e-11,3.5840841451126787e-12,2.327105423208572e-17
5.492558824582621e-08,0.26490481745931965,3.76,0.0,0.6565474417551432,0.9999242242673952,3.5079727505480006e-05,1.2086821707229862e-13,1.8529115363871782e-10,0.006480346487571569,0.00040640685474967707,0.0007660690485728929,0.000428289306997434,0.0008540636279719883,2.3767731865514045e-05,0.0003992737102659395,1.1052256125710515e-07,9.13975405109911e-07,7.294742933054536e-08,1.8778736797431828e-07,2.305454320938088e-08,3.992706482419018e-05,1.170729550570643e-05,2.096535920604558e-08,1.1782085777454672e-07,1.4532060656343506e-05,3.527434954400591e-09,8.228886863067078e-10,3.573366386204971e-13,1.5421695973714374e-13,9.284790080112046e-10,3.0789114937103284e-11,1.959655265040914e-08,1.9986588539149726e-07,1.0003685541730804e-09,7.669106428034844e-14,2.7671302454168555e-11,2.639676290768782e-10,1.0624198955448185e-14,1.754395309757438e-10,1.1383080769871973e-12,1.1689398259580636e-10,1.2726720922719317e-11,4.152162745585681e-12,2.7029444660802e-17
5.593249769202868e-08,0.2649100888690782,3.76,0.0,0.6564265309323606,0.9999207439571891,3.7462079691219005e-05,1.2824536283278125e-13,1.8846632024480968e-10,0.00658498374358412,0.0004190535102088658,0.0007932290922469364,0.0004447605777868171,0.0008961784637151443,2.452656170409739e-05,0.0004224218623492104,1.1407638371200563e-07,9.301195593514674e-07,8.021076351208568e-08,1.966903024444947e-07,2.5810118843050425e-08,4.184710762815254e-05,1.2143281140871543e-05,2.2979534724396634e-08,1.2756210066996037e-07,1.5163210090101705e-05,3.920325184835366e-09,8.485776810550471e-10,4.2259890249797015e-13,1.834617558500485e-13,9.605130663150242e-10,3.4320053075588814e-11,2.13164430213873e-08,2.0374274283456236e-07,1.1326422079570796e-09,8.536359235075496e-14,2.95595204740055e-11,2.815966063199768e-10,1.1996192370697577e-14,1.822698672879482e-10,1.3175071639116658e-12,1.3269055713174678e-10,1.3356955925733726e-11,4.797769333893596e-12,3.131116030243689e-17
5.693940713823115e-08,0.2649154214872989,3.76,0.0,0.6563041582540837,0.9999171524773195,3.9957584777606855e-05,1.359066427742601e-13,1.916291402680801e-10,0.006689159682830303,0.000431872320155327,0.0008208205427472655,0.0004615340469653268,0.0009395923188704816,2.5302591270423057e-05,0.0004464474672133295,1.1768008522303882e-07,9.461908717116456e-07,8.804834975315632e-08,2.0590599347911097e-07,2.8837857023677996e-08,4.381853949940201e-05,1.2587580631944314e-05,2.5151078967244935e-08,1.3790945690809844e-07,1.5808037835038334e-05,4.348444351060498e-09,8.74619187180698e-10,4.98241015759436e-13,2.1756801760763464e-13,9.932582868275706e-10,3.818331662172645e-11,2.3154035534753894e-08,2.076310751435573e-07,1.2795068236220779e-09,9.484342309957089e-14,3.153966556366671e-11,3.00053304408989e-10,1.3515226114602046e-14,1.8925199361105393e-10,1.5210003445061736e-12,1.502859651284362e-10,1.4006850416620545e-11,5.529820352157421e-12,3.617775543042048e-17
5.794631658443362e-08,0.26492081613490526,3.76,0.0,0.6561803061818074,0.9999134479806815,4.256921880853184e-05,1.4385642707731443e-13,1.947797686815031e-10,0.006792877474756082,0.000444862645479241,0.0008488413844992192,0.00047860877605722954,0.0009843226884556672,2.6096090877573386e-05,0.0004713661776871534,1.2133348662207326e-07,9.62189775613512e-07,9.649396217381228e-08,2.154433042559504e-07,3.2159115361756314e-08,4.58414728743954e-05,1.3040232878054574e-05,2.7489474911059444e-08,1.488888102417753e-07,1.646651205057955e-05,4.814194171152243e-09,9.01012071526346e-10,5.856742695710255e-13,2.572332223100752e-13,1.026732105940787e-09,4.240342456854651e-11,2.5115287508688842e-08,2.1153160394730125e-07,1.4422583463396826e-09,1.0518964413066788e-13,3.361455176499914e-11,3.193606837259492e-10,1.5193882276174856e-14,1.9638911720667072e-10,1.7515641826392636e-12,1.6984752152077414e-10,1.467669029264062e-11,6.358069964247428e-12,4.1696726568268535e-17
5.895322603063609e-08,0.2649262736296083,3.76,0.0,0.6560549572365326,0.9999096286259312,4.5299963026333755e-05,1.520990296429452e-13,1.979183636690617e-10,0.006896140336650801,0.000458023822757881,0.0008772896136078214,0.0004959838005821923,0.0010303869981672358,2.690732865644797e-05,0.0004971935824464771,1.250364018212012e-07,9.78116711660211e-07,1.0558266950904292e-07,2.2531130968843178e-07,3.57964994783045e-08,4.7916005765268586e-05,1.3501278289246773e-05,3.000460499033956e-08,1.605267059775099e-07,1.713859976141885e-05,5.320087948896041e-09,9.277551581991288e-10,6.86469746904427e-13,3.0323941461885867e-13,1.0609525841165086e-09,4.7006202490294505e-11,2.7206365759387744e-08,2.1544505867664299e-07,1.6222802511321919e-09,1.1646447573137539e-13,3.5787038421503584e-11,3.3954190211912747e-10,1.7045549040792468e-14,2.0368469746529494e-10,2.0122347480094223e-12,1.9155464070322945e-10,1.5366762250302342e-11,7.293171262613315e-12,4.794196312133973e-17
5.996013547683856e-08,0.264931794785788,3.76,0.0,0.6559280940013841,0.9999056925776344,4.815280303553527e-05,1.6063870867557595e-13,2.0104508665295486e-10,0.006998951533990614,0.00047135516391497324,0.0009061632379872807,0.000513658129127058,0.0010778026017712135,2.7736570510079835e-05,0.0005239452043844935,1.2878863768705856e-07,9.939721276166933e-07,1.1535085557747909e-07,2.355192985551589e-07,3.977391062884045e-08,5.0042222324914005e-05,1.3970758791929785e-05,3.270676017947888e-08,1.7285036266769694e-07,1.7824266884230872e-05,5.868753156652256e-09,9.548472279600214e-10,8.023727918606591e-13,3.5646161411334924e-13,1.0959384136170228e-09,5.201882397116562e-11,2.9433651664278765e-08,2.1937217636755887e-07,1.8210475719880585e-09,1.2873337001188394e-13,3.80600310569601e-11,3.606203115904953e-10,1.9084454615101296e-14,2.1114245913772246e-10,2.3063265366539275e-12,2.155994574249049e-10,1.6077353847032997e-11,8.346740649530316e-12,5.4994222893048675e-17
6.096704492304103e-08,0.2649373804143718,3.76,0.0,0.6557996991242412,0.9999016380064215,5.1130727998372394e-05,1.6947966726961536e-13,2.0416010231949876e-10,0.007101314380755348,0.0004848559559129065,0.0009354602774924155,0.0005316307424527569,0.0011265867784592222,2.858408006726428e-05,0.0005516364989329844,1.3258999392796578e-07,1.009756478406413e-06,1.2583623924231626e-07,2.460767756155147e-07,4.411659408300451e-08,5.222019337799085e-05,1.4448717834467836e-05,3.560664903763576e-08,1.858876842206188e-07,1.8523478247194358e-05,6.462933991330111e-09,9.822870176787969e-10,9.353184536455067e-13,4.17876876228324e-13,1.1317089260382697e-09,5.746985224831296e-11,3.1803746326015963e-08,2.233137014650627e-07,2.0401310232219322e-09,1.4206511055804038e-13,4.043648230616005e-11,3.826194550452035e-10,2.132570174916013e-14,2.1876640608253093e-10,2.637452380842703e-12,2.421874655184072e-10,1.6808753565456927e-11,9.531425484888727e-12,6.294163333613847e-17
6.19739543692435e-08,0.26494303132271224,3.76,0.0,0.6556697553203824,0.999897463089148,5.423672986016014e-05,1.7862605400192364e-13,2.0726357864368833e-10,0.007203232239718316,0.0004985254604743042,0.0009651787640518948,0.0005499005926375599,0.0011767567301732623,2.9450118635554716e-05,0.0005802828523363011,1.3644026299238716e-07,1.0254702261192292e-06,1.3707789384346828e-07,2.5699346370851266e-07,4.8851188241560944e-08,5.444997691925444e-05,1.4935200392901514e-05,3.8715406709334484e-08,1.9966727242598612e-07,1.9236197603273236e-05,7.105493901066648e-09,1.0100732198472916e-09,1.0874479461387587e-12,4.885740428328919e-13,1.168284099629564e-09,6.338928203771723e-11,3.432347583785257e-08,2.2727038562792227e-07,2.2812012120913956e-09,1.5653191251063088e-13,4.2919392899053415e-11,4.055630631060255e-10,2.3785302841003408e-14,2.2656083554261426e-10,3.0095443787819766e-12,2.7153817443044186e-10,1.756125088043391e-11,1.0860975092467972e-11,7.188021939962037e-17
6.298086381544597e-08,0.26494874831446313,3.76,0.0,0.6555382453751433,0.999893166009057,5.7473802602613754e-05,1.8808196353241406e-13,2.1035568691237597e-10,0.007304708522708405,0.0005123629138300099,0.0009953167418031831,0.0005684666022575107,0.0012283295789020576,3.0334945153679444e-05,0.0006098995798802483,1.4033922997743016e-07,1.0411138400271886e-06,1.4911626607998935e-07,2.68279305832094e-07,5.4005774471725554e-08,5.6731618580613547e-05,1.5430252976787813e-05,4.204460387343261e-08,2.142184398935366e-07,1.996238763810641e-05,7.799418080204066e-09,1.038204482144746e-09,1.2611261642912557e-12,5.69764219825081e-13,1.2056845663850522e-09,6.980858151456187e-11,3.699989665091116e-08,2.3124298753417316e-07,2.5460329415945693e-09,1.7220952303909907e-13,4.5511812699615706e-11,4.294750509954936e-10,2.6480215610953025e-14,2.34530352963801e-10,3.426875874695099e-12,3.0388578350489835e-10,1.8335136328626244e-11,1.2350315216353678e-11,8.191445882651908e-17
6.398777326164844e-08,0.2649545321894545,3.76,0.0,0.65540515214659,0.9998887449559498,6.084494152332926e-05,1.9785143721489525e-13,2.1343660174603684e-10,0.0074057466908439415,0.0005263675264909962,0.0010258722672290717,0.0005873276636045817,0.0012813223639515914,3.123881614343288e-05,0.0006405019240780066,1.4428667254629787e-07,1.0566877966054424e-06,1.619931943218329e-07,2.7994446720004193e-07,5.960992764099158e-08,5.9065152068335285e-05,1.5933923635148024e-05,4.5606255633006485e-08,2.295712234020627e-07,2.0702009973268152e-05,8.54781593015618e-09,1.0666794070498425e-09,1.4589602988011465e-12,6.627920202211863e-13,1.2439316188931007e-09,7.676073442104689e-11,3.984030104378209e-08,2.3523227268743342e-07,2.8365096022844735e-09,1.8917732213445345e-13,4.821684180072955e-11,4.543795154882617e-10,2.942837932821405e-14,2.426798873686216e-10,3.894084519972197e-12,3.3947987395214917e-10,1.9130701580643037e-11,1.4015626018779595e-11,9.315786576917543e-17
6.499468270785091e-08,0.2649603837435672,3.76,0.0,0.6552704585682073,0.9998841981263573,6.435314253971159e-05,2.0793846372013537e-13,2.1650650111909354e-10,0.00750635025473777,0.0005405384830421317,0.0010568434092956829,0.0006064826379428239,0.0013357520391922343,3.216198566109408e-05,0.0006721050528152609,1.482823608537851e-07,1.072192579556235e-06,1.7575192633006433e-07,2.9199933727366263e-07,6.569476732885187e-08,6.145059957181726e-05,1.6446261962512326e-05,4.941283033863006e-08,2.457563976560868e-07,2.1455025165579802e-05,9.353923483753153e-09,1.0954965514950571e-09,1.6838195906608033e-12,7.69147612312568e-13,1.2830472169304771e-09,8.428028227187847e-11,4.2852222694798485e-08,2.392390132240371e-07,3.1546276518478404e-09,2.075184236243157e-13,5.1037631676366175e-11,4.80300731936289e-10,3.2648751571179644e-14,2.510147072983104e-10,4.416196446187246e-12,3.7858611842155686e-10,1.994823951597095e-11,1.5874423710208178e-11,1.0573360360366169e-16
6.600159215405338e-08,0.26496630376860564,3.76,0.0,0.6551341476516009,0.9998795237237182,6.800140151572175e-05,2.1834697967299255e-13,2.195655663787778e-10,0.007606522774672975,0.0005548749419561056,0.0010882282495918263,0.0006259303548025579,0.0013916354702846446,3.310470524842502e-05,0.0007047240574567161,1.5232605747906133e-07,1.08762867983443e-06,1.9043713636471147e-07,3.0445453176536995e-07,7.229300969504784e-08,6.388797214533955e-05,1.6967319105049847e-05,5.347725833745033e-08,2.628054894472443e-07,2.2221392703080154e-05,1.0221105790653304e-08,1.1246544265597539e-09,1.9388562672249517e-12,8.904796135425371e-13,1.3230539937889855e-09,9.240336662721231e-11,4.6043442357251014e-08,2.432639877210122e-07,3.502501181107958e-09,2.2731977636440482e-13,5.397738639234382e-11,5.072631513694738e-10,3.616134550575347e-14,2.5954043733612937e-10,4.998651580870489e-12,4.214870080773678e-10,2.078804430052153e-11,1.794564590190501e-11,1.1977512782194312e-16
6.700850160025584e-08,0.26497229305217085,3.76,0.0,0.6549962024892144,0.9998747199585586,7.179271360989822e-05,2.2908087030532045e-13,2.2261398226250285e-10,0.00770626786074876,0.0005693760354261132,0.0011200248824695886,0.0006456696113124928,0.0014489894318864883,3.406722388330033e-05,0.0007383739509161771,1.5641751736511187e-07,1.1029965956733576e-06,2.0609494165952584e-07,3.1732089461129383e-07,7.94390199822089e-08,6.637727006419095e-05,1.749714776677314e-05,5.781294064039919e-08,2.807507922172813e-07,2.3001070998194552e-05,1.1152859261411456e-08,1.154151497198932e-09,2.227527701425306e-12,1.0286088718197662e-12,1.3639752623230071e-09,1.011677714047035e-10,4.942199363771848e-08,2.473079810049254e-07,3.882366565022899e-09,2.486722655468876e-13,5.703936387693026e-11,5.352913976742331e-10,3.9987267664656524e-14,2.6826307522509447e-10,5.647330136995461e-12,4.684825970612306e-10,2.165041146668335e-11,2.0249740770612412e-11,1.3542685988276771e-16
6.801541104645831e-08,0.2649783523775315,3.76,0.0,0.6548566062570591,0.9998697850486761,7.573007264318945e-05,2.4014397012621457e-13,2.256519369137185e-10,0.007805589172995901,0.0005840408692161562,0.001152231415186035,0.0006656991715695308,0.001507830604841878,3.504978793001958e-05,0.000773069665692364,1.605564877643127e-07,1.118296832609948e-06,2.2277291824302815e-07,3.306094999100195e-07,8.716886562998182e-08,6.89184831565402e-05,1.803580221580597e-05,6.24337574998215e-08,2.9962538101941094e-07,2.379401737858276e-05,1.215281396779512e-08,1.1839861820051184e-09,2.553619835644443e-12,1.18554317702993e-12,1.4058350207068936e-09,1.10612965202085e-10,5.2996168877603744e-08,2.513717839616169e-07,4.296587197162059e-09,2.7167081402810426e-13,6.022687725254307e-11,5.644102648524033e-10,4.414875620783419e-14,2.771890095931513e-10,6.368580307193088e-12,5.198912642078134e-10,2.253563799606017e-11,2.2808760124184346e-11,1.5284489291591103e-16
6.902232049266078e-08,0.26498448252349566,3.76,0.0,0.6547153422174603,0.9998647172193281,7.981647048521455e-05,2.5154006361102164e-13,2.286796218962255e-10,0.007904490421461382,0.0005988685225280233,0.001184845968045896,0.0006860177660459285,0.001568175573355349,3.60526410893526e-05,0.0008088260518726206,1.6474270818970614e-07,1.1335299035082881e-06,2.405201160853353e-07,3.4433165382455457e-07,9.552036997698716e-08,7.151159111239205e-05,1.8583338290703252e-05,6.735407688974624e-08,3.19463127874606e-07,2.4600188076091673e-05,1.3224735896942814e-08,1.2141568530014264e-09,2.9212719115592303e-12,1.3634929465316397e-12,1.4486579578914836e-09,1.2078014360035146e-10,5.6774525137879435e-08,2.554561933468537e-07,4.747658306055469e-09,2.964144836152694e-13,6.354329622978423e-11,5.946447143628156e-10,4.8669219645019576e-14,2.8632503829880553e-10,7.169247193740453e-12,5.760504918633586e-10,2.3444022404825126e-11,2.564645645620953e-11,1.721977301762097e-16
7.002922993886325e-08,0.26499068426428074,3.76,0.0,0.654572393721811,0.9998595147034215,8.405489645764787e-05,2.6327288591039777e-13,2.3169723220692705e-10,0.00800297536626159,0.000613858047884196,0.0012178666745451198,0.0007066240910334096,0.0016300408221520876,3.707602434836765e-05,0.000845657875106647,1.6897591037161856e-07,1.1486963285808894e-06,2.593870735504038e-07,3.584988964446144e-07,1.0453316652618339e-07,7.415656377093429e-05,1.913981340681242e-05,7.258876288098069e-08,3.402987175192304e-07,2.541953821419033e-05,1.4372529156963045e-08,1.244661835464079e-09,3.335002546969283e-12,1.564887929423824e-12,1.4924694587495533e-09,1.3171227141809707e-10,6.076589028695989e-08,2.595620115979307e-07,5.2382118517217715e-09,3.230065762626098e-13,6.699204856502839e-11,6.26019872547864e-10,5.357327600225936e-14,2.9567838741014524e-10,8.056703005389496e-12,6.373176616403468e-10,2.4375864831482612e-11,2.8788384076723004e-11,1.9366705714068592e-16
7.103613938506572e-08,0.2649969583693839,3.76,0.0,0.6544277442133433,0.9998541757417069,8.844833675349896e-05,2.753461235805565e-13,2.3470496628699803e-10,0.008101047817603757,0.0006290084710260858,0.0012512916815151573,0.0007275168081237754,0.001693442733626071,3.812017593009159e-05,0.0008835798145523782,1.7325581821933153e-07,1.1637966354071505e-06,2.794258311334866e-07,3.7312300360630606e-07,1.142487537484669e-07,7.685336138754381e-05,1.9705286562664994e-05,7.81531839031667e-08,3.6216766354023043e-07,2.6252021794221086e-05,1.56002381315783e-08,1.2754994077730071e-09,3.799737200236132e-12,1.7923949753469601e-12,1.5372956089004151e-09,1.4345412488841747e-10,6.497936919152829e-08,2.6369004664625677e-07,5.7710215005924775e-09,3.515547350858137e-13,7.057662158276477e-11,6.58561028147285e-10,5.888679241215381e-14,3.052567308301145e-10,9.038878552101122e-12,7.040708669248558e-10,2.5331467127125613e-11,3.226200440508879e-11,2.1744854815041735e-16
7.204304883126819e-08,0.2650033056034517,3.76,0.0,0.654281377229908,0.9998486985829735,9.299977387113305e-05,2.8776341533572e-13,2.3770302603145183e-10,0.008198711635775024,0.0006443187908271369,0.0012851191492678528,0.0007486945437255153,0.0017583975849777252,3.918533124305056e-05,0.0009226064607960952,1.7758214778757186e-07,1.1788313589485654e-06,3.00689944463786e-07,3.882159886662892e-07,1.2471055039859144e-07,7.960193488168048e-05,2.027981834638781e-05,8.406322088590401e-08,3.85106324893915e-07,2.7097591680761913e-05,1.6912049581425542e-08,1.306667801289503e-09,4.320837062471495e-12,2.0489369145275124e-12,1.5831631992041397e-09,1.5605233372928794e-10,6.942435001006107e-08,2.678411117309599e-07,6.349007676961842e-09,3.821710451205095e-13,7.43005637638726e-11,6.922936299012664e-10,6.463692510668368e-14,3.1506821058079e-10,1.0124296068732821e-11,7.767097419368271e-10,2.6311132948205933e-11,3.609679551002872e-11,2.4375270850401756e-16
7.304995827747066e-08,0.2650097267261493,3.76,0.0,0.6541332764067657,0.9998430814842488,9.771218606194935e-05,3.0052835282365376e-13,2.4069161679708884e-10,0.00829597073109887,0.0006597879792204403,0.0013193472517408133,0.0007701558886159054,0.0018249215453426566,4.027172283073921e-05,0.0009627523137488355,1.819546072476346e-07,1.1938010415603303e-06,3.232344965524896e-07,4.0379010422749304e-07,1.3596395131675048e-07,8.240222606685457e-05,2.0863470942122786e-05,9.033527527101855e-08,4.091519228041564e-07,2.7956199586359285e-05,1.8312294689633496e-08,1.338165200260096e-09,4.9041294170260755e-12,2.337712596690972e-12,1.6300997299161804e-09,1.6955542307794053e-10,7.411051058870433e-08,2.7201602521354723e-07,6.975242689003666e-09,4.149721337790595e-13,7.816748640098513e-11,7.272432842449513e-10,7.085215979235963e-14,3.251214577592984e-10,1.132210339869343e-11,8.556563071271852e-10,2.7315167851585993e-11,4.0324365980574926e-11,2.7280575290509143e-16
7.405686772367313e-08,0.26501622249202955,3.76,0.0,0.6539834254793864,0.9998373227109983,0.00010258854679070214,3.136444814250415e-13,2.43670947408808e-10,0.008392829063858355,0.0006754149811405938,0.0013539741766431179,0.0007918993975280667,0.0018930306729129933,4.137958032106568e-05,0.001004031780521146,1.8637289686299218e-07,1.208706232999035e-06,3.4711610926660804e-07,4.1985784381346293e-07,1.4805638368843548e-07,8.52541678638105e-05,2.1456308136444802e-05,9.698627688803247e-08,4.3434255803563343e-07,2.8827796055860364e-05,1.9805451049307428e-08,1.3699897417459595e-09,5.555939505141476e-12,2.6622181373515195e-12,1.6781334144935426e-09,1.8401385526035363e-10,7.904782495906952e-08,2.762156103936591e-07,7.652955927308494e-09,4.500792709262238e-13,8.218106532207211e-11,7.634357530963256e-10,7.756235238679133e-14,3.354256141778674e-10,1.2642109568526673e-11,9.413558306795783e-10,2.8343879391837552e-11,4.497857321043693e-11,3.0485052116791145e-16
7.50637771698756e-08,0.2650227936504019,3.76,0.0,0.6538318082862586,0.9998314205373289,0.00010763182420751689,3.271153010773315e-13,2.4664123016426927e-10,0.00848929064418589,0.0006911987144796197,0.001388998125601241,0.0008139235887724582,0.0019627409120528466,4.25091303758193e-05,0.001046459173278185,1.9083670896927545e-07,1.2235474904261833e-06,3.723929540092869e-07,4.364319434884215e-07,1.6103736373445905e-07,8.815768449802494e-05,2.2058395324766742e-05,1.0403369168487946e-07,4.607172285375236e-07,2.9712330450544857e-05,2.1396144590564107e-08,1.4021395155773678e-09,6.283123935835437e-12,3.02626942083293e-12,1.7272931830438562e-09,1.9948007136727198e-10,8.424656993742753e-08,2.8044069532595307e-07,8.38553913380716e-09,4.876184684892197e-13,8.634504268334229e-11,8.008969517393753e-10,8.479877009436758e-14,3.459903547003425e-10,1.4094821784316421e-11,1.0342777058685064e-09,2.93975772208461e-11,5.0095646176899076e-11,3.401474320910615e-16
7.607068661607806e-08,0.2650294409452009,3.76,0.0,0.6536784087717062,0.9998253732461921,0.00011284498063071679,3.4094426712357465e-13,2.4960268083689227e-10,0.008585359531919046,0.000707138070056811,0.0014244173143050474,0.0008362269438922783,0.0020340680904093905,4.366059664020682e-05,0.0010900487070771591,1.9534572795854091e-07,1.2383253784073282e-06,3.991247615875415e-07,4.535253834201274e-07,1.7495855380231804e-07,9.111269168257258e-05,2.2669799517721206e-05,1.1149552930590152e-07,4.883158474528206e-07,3.060975093223266e-05,2.3089151444773643e-08,1.4346125643328617e-09,7.093105677192717e-12,3.4340259101833863e-12,1.7776086854089406e-09,2.1600853260788698e-10,8.971733182469383e-08,2.846921126381587e-07,9.17655173885946e-09,5.277205795533686e-13,9.066322883253661e-11,8.396529468043111e-10,9.259413279877771e-14,3.568259102873202e-10,1.5691483880720636e-11,1.134916344009819e-09,3.0476573189523965e-11,5.571431279390225e-11,3.789754764053958e-16
7.707759606228053e-08,0.2650361651148552,3.76,0.0,0.6535232109887111,0.999819179129592,0.00011823097203963591,3.5513479118665575e-13,2.5255551867718275e-10,0.008681039836422183,0.0007232319116024349,0.0014602299726537294,0.000858807907352263,0.002107027916021043,4.48341996925033e-05,0.001134814497689057,1.9989963026776217e-07,1.2530404689066507e-06,4.2737283124866854e-07,4.711513893826304e-07,1.8987381982936845e-07,9.411909678736836e-05,2.329058934750814e-05,1.193903505091641e-07,5.171792614882232e-07,3.152000444752068e-05,2.4889399743680568e-08,1.4674068833428653e-09,7.993910665229303e-12,3.8900158149137425e-12,1.8291102938747571e-09,2.336557614124266e-10,9.547101320650911e-08,2.889706993503411e-07,1.0029726264200056e-08,5.705213968776421e-13,9.51395042436518e-11,8.797299543465672e-10,1.0098265475023569e-13,3.679430917618457e-10,1.744411625333855e-11,1.2437920827239182e-09,3.1581181451486487e-11,6.187593191741448e-11,4.2163324969930586e-16
