Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55)
1.4289521953245048e-10,0.06529501714775354,3.76,0.0,0.7142778754333375,0.9999999994758945,2.0578332146780857e-16,1.4686615071537882e-33,9.289316877049362e-22,1.1942201401926528e-08,5.467501462963889e-10,1.6122238467206907e-12,2.2764247654237118e-11,4.394114717437177e-13,5.231615351738332e-10,9.666771593403485e-14,1.1886190028633134e-13,7.847175547498435e-13,2.816093982746011e-24,4.6187835871716045e-15,5.156379766020643e-28,3.3448352626077576e-14,2.6503304276148897e-14,3.8967540316560664e-22,4.6275604225556467e-23,9.381416681514617e-15,2.2123010770218075e-27,4.244309024505657e-17,6.909107175925628e-43,1.1612849947245861e-42,6.270278886842603e-17,1.0628910640690237e-33,1.2746984265949136e-26,2.1635938681409667e-15,5.568060200509065e-31,2.0228791543136035e-34
1.954543817640404e-10,0.06529501717404823,3.76,0.0,0.714277873034453,0.9999999992826131,5.146887779029256e-16,4.7150842797767806e-33,1.6967984842017696e-21,1.6333517457802155e-08,7.484350796884449e-10,3.016021063343609e-12,3.1269438701990095e-11,8.225697728958231e-13,7.156231320186248e-10,1.8134054037293246e-13,2.2208932962237264e-13,1.466000469277242e-12,7.070401687592544e-24,8.641109779173531e-15,1.6970763453118206e-27,6.251496473597539e-14,4.9599086107958946e-14,9.746270062303889e-22,1.1782053783035403e-22,1.7551763909253155e-14,7.28533956312596e-27,6.338336536320866e-17,3.9966312179238484e-42,5.76662377965819e-42,1.2838750477220927e-16,4.184129456332573e-33,4.2757676699429996e-26,4.0330797612035695e-15,2.1414683764580306e-30,5.849089996800455e-34
2.480135439956303e-10,0.06529501720034124,3.76,0.0,0.7142778706351043,0.9999999990890605,1.0382227840415743e-15,1.1492094503245915e-32,2.6677330570260153e-21,2.0724179974192056e-08,9.504329331126873e-10,4.855817495033913e-12,3.9845496771383436e-11,1.3252388415437543e-12,9.081034129593829e-10,2.927714088964035e-13,3.571329250559057e-13,2.357063877106265e-12,1.4315799341730126e-23,1.3913313401950237e-14,4.2260187780281365e-27,1.0055664664864924e-13,7.988447817710719e-14,1.9659994843499465e-21,2.417803397052797e-22,2.8262182465026056e-14,1.8151539537802527e-26,8.448959477462387e-17,1.46442399921695e-41,1.9483931806312943e-41,2.1706397499261414e-16,1.1713251699506787e-32,1.0780160167691504e-25,6.470109609671585e-15,6.034124079769257e-30,1.3026513943246747e-33
3.0057270622722023e-10,0.06529501722663256,3.76,0.0,0.714277868235291,0.9999999988952372,1.8368227040309483e-15,2.3688561489160955e-32,3.825574790130732e-21,2.5114189976192994e-08,1.1527438347272402e-09,7.131545659535027e-12,4.8492284235961495e-11,1.947659564886239e-12,1.100602515063588e-09,4.311908885277006e-13,5.238635579265624e-13,3.4569518424457024e-12,2.5422395327567904e-23,2.04355093668252e-14,8.911259309991037e-27,1.4754528434362115e-13,1.17366291757406e-13,3.478225866662885e-21,4.350780609005434e-22,4.1513648141668404e-14,3.829588398199533e-26,1.0570010330601094e-16,4.2484882785421226e-41,5.344413274041827e-41,3.2726183586335963e-16,2.6915453269965856e-32,2.289577597460889e-25,9.468007504653759e-15,1.4187827387595085e-29,2.4744209241989528e-33
4.0569103069040005e-10,0.06529501727921022,3.76,0.0,0.71427786343427,0.9999999985067838,4.492904916213324e-15,7.435106919187213e-32,6.6490785690231665e-21,3.3892256389173224e-08,1.5583052724190006e-09,1.299053624021608e-11,6.599751681285643e-11,3.552692649445498e-12,1.4856577136276047e-09,7.898894782918002e-13,9.518896022938161e-13,6.279516049878589e-12,6.269592465861919e-23,3.7230335612470375e-14,2.9717454539064854e-26,2.6825518717895e-13,2.139443805178159e-13,8.507640051211373e-21,1.1040680294868475e-21,7.564320578568036e-14,1.278690613150815e-25,1.490449816781305e-16,2.749837751606267e-40,3.278278874420663e-40,6.065259958899983e-16,1.0073039781986347e-31,7.664336278947681e-25,1.7121059070531352e-14,6.013979256313769e-29,6.682202362783306e-33
5.108093551535799e-10,0.06529501733178132,3.76,0.0,0.7142778586313884,0.9999999981172595,8.947353069961175e-15,1.7706097000590052e-31,1.0065131564663089e-20,4.266772454784748e-08,1.9651203630718732e-09,2.0592473093374903e-11,8.378408259783044e-11,5.639532597465764e-12,1.8707897830831012e-09,1.2592135629121927e-12,1.5051822814189966e-12,9.926373135065341e-12,1.2585350015241833e-22,5.90264999483012e-14,7.486198132732665e-26,4.2442976035929323e-13,3.3938310183564983e-13,1.6942062873153178e-20,2.2768417725475596e-21,1.1994723135778753e-13,3.2247571954065827e-25,1.933533266783623e-16,1.0746922100394576e-39,1.2608561313330355e-39,9.563019111394353e-16,2.716814449505415e-31,1.9286512959482665e-24,2.6942054843142117e-14,1.811815969437376e-28,1.4246385579205753e-32
6.159276796167597e-10,0.065295017384346,3.76,0.0,0.7142778538266439,0.9999999977266714,1.5658826219511976e-14,3.5508232141136697e-31,1.3986886981556495e-20,5.144060218791885e-08,2.3731900538443415e-09,2.993684143459603e-11,1.0185094346836505e-10,8.210028920716238e-12,2.2559997672371155e-09,1.84092235969107e-12,2.182773765749835e-12,1.4390312555900725e-11,2.219786546792918e-22,8.582492154517468e-14,1.5839312036150133e-25,6.158575923875923e-13,4.937298330184613e-13,2.964969362368114e-20,4.120127877047458e-21,1.7443191918195826e-13,6.830144064603139e-25,2.3846346559315802e-16,3.207701557968539e-39,3.746095503315923e-39,1.3680990539114418e-15,6.022424051435277e-31,4.0694727928280964e-24,3.8882246246597654e-14,4.435993693655182e-28,2.62920037182019e-32
7.210460040799396e-10,0.06529501743690432,3.76,0.0,0.7142778490200352,0.9999999973350265,2.5082841732026278e-14,6.339955227666577e-31,1.834072438986855e-20,6.021089697355119e-08,2.782515273934856e-09,4.102312841587315e-11,1.2019707115212183e-10,1.1266027803734946e-11,2.641288704313032e-09,2.5367671491905374e-12,2.9837081312977874e-12,1.966419245118569e-11,3.583231767866143e-22,1.1762653288961997e-13,2.9791173639493083e-25,8.423296032800077e-13,6.770299246252276e-13,4.7492693952241936e-20,6.816898348744295e-21,2.3910289413289735e-13,1.2859694046772956e-24,2.8427364001720083e-16,8.086549417083344e-39,9.443880488565233e-39,1.834506822738313e-15,1.1720879897541165e-30,7.628091743488197e-24,5.289403939709571e-14,9.46243168012211e-28,4.4035864820694993e-32
8.261643285431195e-10,0.06529501748945642,3.76,0.0,0.7142778442115603,0.999999996942332,3.76724987919798e-14,1.0408581140020608e-30,2.3063983832504395e-20,6.897861650997311e-08,3.193096936326372e-09,5.3850822349590563e-11,1.3882144555164576e-10,1.4809374846165576e-11,3.0266576285633258e-09,3.3484939524832704e-12,3.907039705083611e-12,2.574092795575268e-11,5.423165935646589e-22,1.544322808971414e-13,5.146399256630119e-25,1.1036387139287562e-12,8.893269341397149e-13,7.132855750011363e-20,1.056657069501594e-20,3.1396523804480476e-13,2.2237814581432766e-24,3.3072479002009643e-16,1.806503009804003e-38,2.117965251228537e-38,2.3490379599163452e-15,2.0780112695128313e-30,1.3129093736035756e-23,6.893088665594498e-14,1.8276412825286946e-27,6.87850784500589e-32
9.999999999999999e-10,0.06529501759454232,3.76,0.0,0.7142778362556166,0.9999999962906416,6.664193754116834e-14,2.0680561651023345e-30,3.1542631784132226e-20,8.347228870462873e-08,3.874841015443927e-09,7.888386821660756e-11,1.702286779942489e-10,2.1743347472223786e-11,3.6641259743645216e-09,4.9497808767596854e-12,5.700038319447825e-12,3.7533008066340534e-11,9.715126164343808e-22,2.2628133205197718e-13,1.1101125299700852e-24,1.6116629439115653e-12,1.3041435073577519e-12,1.2617349181132216e-19,1.9658854302195443e-20,4.601405442659588e-13,4.804970860395841e-24,4.0879688843851184e-16,5.661947068459922e-38,6.744557676890014e-38,3.2904224995711554e-15,4.624415963533243e-30,2.8140214166850587e-23,9.977328854287349e-14,4.637423859632046e-27,1.2884935792739954e-31
1.0364009774694792e-09,0.06529501759454232,3.76,0.0,0.7142778345890041,0.9999999961538203,7.414940362129395e-14,2.3487580452377723e-30,3.340765151171206e-20,8.650635997451718e-08,4.018033164129208e-09,8.472839039413355e-11,1.7690089325596072e-10,2.336549084211021e-11,3.7976395559472445e-09,5.3265510955456675e-12,6.117160134865609e-12,4.027489891698711e-11,1.0837976296476121e-21,2.4306004049278934e-13,1.2822005420035172e-24,1.7299495293883717e-12,1.4010783939805802e-12,1.403861480198618e-19,2.2099733937744355e-20,4.942818917484858e-13,5.551771393191324e-24,4.2532430119072055e-16,7.008995254020653e-38,8.381059903614587e-38,3.5001222126957284e-15,5.369149861579598e-30,3.24587676420754e-23,1.0689833246940569e-13,5.5235238387899035e-27,1.4496481017386743e-31
1.246637626395839e-09,0.06529501769960454,3.76,0.0,0.7142778249589615,0.99999999536119,1.2866416436927898e-13,4.503147693324492e-30,4.4678093499127086e-20,1.0402389222489973e-07,4.848005720648715e-09,1.2256547855486193e-10,2.160812924235472e-10,3.389311742278259e-11,4.568953738844119e-09,7.788946829872742e-12,8.805774664561718e-12,5.793670649329891e-11,1.9093446936918207e-21,3.5171605152524257e-13,2.7054699242282255e-24,2.493174250659514e-12,2.029301252705076e-12,2.4358523073784553e-19,4.064133174093533e-20,7.154121745096641e-13,1.1737911942584797e-23,5.218960816210548e-16,2.1220822680644003e-37,2.60719704149536e-37,4.784152664443439e-15,1.1600236115350407e-29,6.795191703128281e-23,1.5243231766454414e-13,1.3708349773465268e-26,2.6711581740371345e-31
1.4568742753221987e-09,0.06529501780464392,3.76,0.0,0.714277815321418,0.9999999945644938,2.0474999509324201e-13,7.724503711672568e-30,5.66287872437265e-20,1.2153127192808062e-07,5.6830213337476675e-09,1.673580430327318e-10,2.5635478492674366e-10,4.6406968202307646e-11,5.340608295652829e-09,1.074943566507066e-11,1.19656876833143e-11,7.867177754640083e-11,3.0846691895396366e-21,4.804083803023936e-13,5.091354561727979e-24,3.391730430754865e-12,2.774290195020441e-12,3.876078458663427e-19,6.837556608312008e-20,9.773783825402462e-13,2.213283445039917e-23,6.201146727677366e-16,5.417288091739777e-37,6.862523549431633e-37,6.172875379775729e-15,2.218649942794885e-29,1.268719990182556e-22,2.051961801586594e-13,2.9668278598294706e-26,4.490288255246865e-31
1.6671109242485585e-09,0.06529501790966125,3.76,0.0,0.7142778056763597,0.9999999937637836,3.05899325985852e-13,1.2221768475821782e-29,6.907750562436224e-20,1.3902855679207687e-07,6.523086482665376e-09,2.1910206341147077e-10,2.9771364655620534e-10,6.092172813263779e-11,6.112611274320052e-09,1.4221673639429446e-11,1.5589864164871488e-11,1.0242646904780847e-10,4.6782587863477525e-21,6.291453026111448e-13,8.811473803620119e-24,4.424068448716072e-12,3.636320288938511e-12,5.790557708275767e-19,1.0774700869179395e-19,1.2801952240101463e-12,3.837880419489494e-23,7.197402443636255e-16,1.2217148913681832e-36,1.5987484873115184e-36,7.644513446153987e-15,3.884146014009215e-29,2.178501456325398e-22,2.6486804028374926e-13,5.805991760618301e-26,7.060293441845934e-31
2.0875842221012775e-09,0.0652950181196329,3.76,0.0,0.7142777863636426,0.9999999921505217,5.971621965246133e-13,2.580645788050185e-29,9.493762598793873e-20,1.7399306819803318e-07,8.218390106487455e-09,3.434285028278497e-10,3.8365722991672386e-10,9.60125813849326e-11,7.65769435035297e-09,2.275554636525298e-11,2.420363856060533e-11,1.587846469247544e-10,9.408300667385865e-21,9.86787065823694e-13,2.2086926254276244e-23,6.884050166488145e-12,5.712520308809628e-12,1.1302413640096135e-18,2.324808543629352e-19,2.008404161010997e-12,9.65678144262794e-23,9.225296005181987e-16,4.837325795721946e-36,6.822169908811616e-36,1.077068488249707e-14,9.877360403521456e-29,5.374431385659692e-22,4.037168074996988e-13,1.7988984618294254e-25,1.5145593851693996e-30
2.508057519953997e-09,0.0652950183295257,3.76,0.0,0.7142777670206995,0.999999990521799,1.0296117699858047e-12,4.666335567601243e-29,1.2157035698848328e-19,2.0891786962572078e-07,9.933963652230809e-09,4.955130820795617e-10,4.738528385262734e-10,1.3928262529060607e-10,9.204266002035876e-09,3.349792198169251e-11,3.459388777953723e-11,2.2660005729721134e-10,1.6704067242218142e-20,1.4247116856957964e-12,4.690604244832321e-23,9.861353850055382e-12,8.259770791995057e-12,1.9483849413875665e-18,4.396052879010876e-19,2.9000159696519006e-12,2.0583008944663243e-22,1.1292972549413385e-15,1.4834737079042562e-35,2.2400435328404126e-35,1.4071172687107811e-14,2.114578294680987e-28,1.123638175711266e-21,5.666752762594608e-13,4.546897226659793e-25,2.8475922298543683e-30
2.9285308178067165e-09,0.06529501853934569,3.76,0.0,0.7142777476474215,0.9999999888779937,1.6298082008917527e-12,7.602245783023564e-29,1.4862295472036428e-19,2.438033899787037e-07,1.1669850513353456e-08,6.75324432922717e-10,5.68243274416649e-10,1.9084840428564643e-10,1.0752388228313108e-08,4.655469755532028e-11,4.67097511524147e-11,3.054754149270378e-10,2.7216422882910044e-20,1.9429927734378213e-12,8.885383444483978e-23,1.3344698278471735e-11,1.127971575388861e-11,3.0834936624547345e-18,7.580325213601128e-19,3.954903716520528e-12,3.9126477825593918e-22,1.3394785707160998e-15,3.823055088602031e-35,6.147674351181395e-35,1.7493852818235543e-14,4.0237337671037433e-28,2.096047796509216e-21,7.516393542430105e-13,9.981112656004767e-25,4.8872095844161625e-30
3.349004115659436e-09,0.06529501874909868,3.76,0.0,0.7142777282437011,0.9999999872194703,2.4237382831086215e-12,1.1493835908800026e-28,1.7589718180504053e-19,2.786500443919236e-07,1.342609057562047e-08,8.828315220323204e-10,6.667732773096784e-10,2.508260736135313e-10,1.2302122033825146e-08,6.203036149615973e-11,6.050260794706653e-11,3.9502684791321414e-10,4.164332999906339e-20,2.5417071535687157e-12,1.5482064436810098e-22,1.732326356913535e-11,1.4773806332200197e-11,4.584359638781612e-18,1.2207896791388523e-18,5.17284537858506e-12,6.840341968593662e-22,1.552737139946376e-15,8.696188381309491e-35,1.4834960061568635e-34,2.1007416729632883e-14,7.027394175943991e-28,3.597391038132536e-21,9.566862409329218e-13,1.9767909849399374e-24,7.844004456021294e-30
3.7694774135121555e-09,0.06529501895879038,3.76,0.0,0.7142777088094329,0.9999999855465789,3.4368391836812977e-12,1.6434059641155724e-28,2.0327223742627268e-19,3.134582347109153e-07,1.520272036803442e-08,1.1180036403308114e-09,7.693894586220091e-10,3.1933140957740144e-10,1.3853527467916423e-08,8.002804142612263e-11,7.592597436864676e-11,4.948834366305328e-10,6.073059188326202e-20,3.2209348106189974e-12,2.5309592395876943e-22,2.1786668130271598e-11,1.8743324031440238e-11,6.4985800328300505e-18,1.8649711766697496e-18,6.553532003653145e-12,1.1218483687561637e-21,1.7688653290971299e-15,1.7998162575479871e-34,3.246957031682283e-34,2.45921831331079e-14,1.1498323930462265e-27,5.793869261195101e-21,1.1800583636040207e-12,3.6199124570065016e-24,1.1958373879044147e-29
4.189950711364875e-09,0.06529501916842624,3.76,0.0,0.7142776893445124,0.9999999838596557,4.694020379731252e-12,2.250755821924516e-28,2.3067919428295535e-19,3.482283499390044e-07,1.6999773203089325e-08,1.380810392841635e-09,8.760402385478991e-10,3.9647981853963267e-10,1.540666366113784e-08,1.0064954952886045e-10,9.293540819480415e-11,6.046867799703649e-10,8.527254205226995e-20,3.9807588396587235e-12,3.9346080822344156e-22,2.6724946724481436e-11,2.318939780719541e-11,8.872577513713918e-18,2.7316867225529435e-18,8.09657508338871e-12,1.749442168953037e-21,1.9877356755749883e-15,3.45797947551587e-34,6.578718985977859e-34,2.8236151225582052e-14,1.7873144806044773e-27,8.875527536281476e-21,1.42014929871601e-12,6.231395705823974e-24,1.7501850199210706e-29
4.6104240092175944e-09,0.0652950193780116,3.76,0.0,0.7142776698488377,0.9999999821590245,6.219682642492139e-12,2.9793211622428902e-28,2.580861723676134e-19,3.829607666292439e-07,1.881727929852112e-08,1.6712216896352103e-09,9.866757902623097e-10,4.823863451209528e-10,1.6961588857265407e-08,1.2399542277863084e-10,1.114884261214276e-10,7.240906143801174e-10,1.1611265598513955e-19,4.821265403988463e-12,5.872733550592437e-22,3.212853150384296e-11,2.8113017396993784e-11,1.1751619802015241e-17,3.86601336954074e-18,9.801512809487069e-12,2.6190136521954686e-21,2.2092781178309045e-15,6.252671036165563e-34,1.2507825943915907e-33,3.193274222527246e-14,2.665560144310761e-27,1.3056583928339953e-20,1.6754921080631316e-12,1.0201716764494776e-23,2.477841736111209e-29
5.030897307070314e-09,0.06529501958755161,3.76,0.0,0.7142776503223068,0.9999999804449965,8.037741488275754e-12,3.836623645235963e-28,2.8547935655034104e-19,4.176558493749078e-07,2.065526592864103e-08,1.989207734449299e-09,1.1012479695874124e-09,5.77165682477373e-10,1.8518360453214315e-08,1.501649734071314e-10,1.315444012372739e-10,8.527603368961635e-10,1.5414432211579646e-19,5.742543682759832e-12,8.47579699031994e-22,3.798822872100343e-11,3.351504912998042e-11,1.5179845634941534e-17,5.316933297686934e-18,1.166781771376595e-11,3.79079433757602e-21,2.433454408428157e-15,1.0756327873473829e-33,2.257081902530604e-33,3.567829649144595e-14,3.8420002894758894e-27,1.8575854188108436e-20,1.944745356562167e-12,1.602397597863798e-23,3.4125911166910106e-29
5.451370604923033e-09,0.06529501979705135,3.76,0.0,0.7142776307648202,0.9999999787178697,1.0171645646356924e-11,4.829794220382309e-28,3.1285136442786356e-19,4.523139512035316e-07,2.2513757544947594e-08,2.3347390155531005e-09,1.2197102578872728e-09,6.809321802127212e-10,2.0077035030833207e-08,1.7925632940496718e-10,1.5306448164704873e-10,9.903726215121094e-10,2.0031146231649524e-19,6.744685829062633e-12,1.1892088428079798e-21,4.429520047686802e-11,3.939624747954327e-11,1.9200287242996276e-17,7.137281076430466e-18,1.3694902594122466e-11,5.333534070928989e-21,2.6602419800367338e-15,1.7746413387761823e-33,3.897982883685768e-33,3.947063260790158e-14,5.381462146103322e-27,2.569710660170228e-20,2.2266825740839825e-12,2.430841893128766e-23,4.591739853567058e-29
5.871843902775753e-09,0.06529502000651564,3.76,0.0,0.7142776111762796,0.9999999769779317,1.2644393928383763e-11,5.96564879092203e-28,3.4019745404171674e-19,4.86935413944202e-07,2.4392775887683322e-08,2.7077862972453098e-09,1.3420177082739704e-09,7.93799851330148e-10,2.163766838626544e-08,2.1136647220244071e-10,1.760115155514836e-10,1.1366150609880808e-09,2.5560910921898477e-19,7.827786930856993e-12,1.6288664414884798e-21,5.104094809066157e-11,4.575726459633191e-11,2.3854892730343938e-17,9.383690946789277e-18,1.588212583359108e-11,7.32497914788517e-21,2.8896270076851884e-15,2.825195381786663e-33,6.482639448592765e-33,4.330843946033251e-14,7.356495472559259e-27,3.4709405081454726e-20,2.5201830808644044e-12,3.579762919390006e-23,6.056249580904276e-29
6.712790498481192e-09,0.06529502042535672,3.76,0.0,0.7142775719056488,0.9999999734607127,1.8696266075756086e-11,8.691610562151242e-28,3.948090906776379e-19,5.560697356537427e-07,2.8212466809436772e-08,3.5363132496064378e-09,1.5979958464565874e-09,1.0472931218769316e-09,2.4765030858133112e-08,2.850255329127419e-10,2.2604590108217165e-10,1.4537932530711878e-09,3.9783499993632107e-19,1.0237260796682198e-11,2.8790615132691957e-21,6.581637679394488e-11,5.992090272826558e-11,3.522910743973311e-17,1.5399902627666766e-17,2.0734178942826718e-11,1.3012943652542628e-20,3.356170328874719e-15,6.553358256619608e-33,1.6325704637287867e-32,5.111851806519458e-14,1.294422681597886e-26,5.969197342167873e-20,3.137869674769651e-12,7.212367739177042e-23,1.0024330806504459e-28
