Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21),HCCO(20),C2H5O(101),C3H6(221),C3H6(74),CH3O(26),CH2CO(27),C3H6(55)
3.236151056241184e-07,0.06529524178622066,3.76,0.0,0.7142505446016097,0.9999952508195522,7.499783080232933e-07,2.0410544096944674e-23,1.5730741892690764e-17,1.9965937891335677e-05,5.311557413349983e-06,6.730826518985569e-06,6.24234927540776e-07,8.356045417415643e-06,3.852706182299556e-06,4.716288751190843e-06,1.4900982969421467e-07,2.2194799536199346e-07,1.0907100140884848e-12,5.356874961065012e-08,3.2467482155876364e-13,4.773529973706041e-08,1.2240907097522578e-07,1.745406755629714e-12,2.6773989437042687e-11,2.343531570629369e-08,1.2258961307312815e-12,6.557866194605162e-13,1.1286712235842928e-21,7.554991726021047e-20,1.1152406437192998e-11,8.419686118998974e-19,7.850254934467093e-13,2.95540519500701e-10,2.9318959024364056e-13,3.3976475448219796e-21
3.3451377350446087e-07,0.06529525275826364,3.76,0.0,0.7142491150633217,0.9999949220445106,8.158000953377155e-07,2.195319524524479e-23,1.611165564543202e-17,2.0446771112848048e-05,5.565134427300694e-06,7.147010199167102e-06,6.553117177773814e-07,9.06945153549148e-06,4.124553210366264e-06,5.132091780286561e-06,1.5638266693413984e-07,2.2758206119710869e-07,1.2428947659932923e-12,5.8945138764563563e-08,3.8321857435163726e-13,5.0096803271120697e-08,1.3010507485739416e-07,1.9498514506329138e-12,3.0251543939084234e-11,2.4629411455803064e-08,1.4319603297839687e-12,6.871456780881812e-13,1.4012921046666276e-21,9.68130135579859e-20,1.1688264945179098e-11,9.81473896040704e-19,9.040622030913706e-13,3.070759229538559e-10,3.549692908047467e-13,3.9572224422980215e-21
3.4541244138480334e-07,0.06529526399357687,3.76,0.0,0.7142476504289147,0.9999945802282033,8.848120396959149e-07,2.3542434756064657e-23,1.6484874516356432e-17,2.0917712136944734e-05,5.820297434667132e-06,7.573002185410039e-06,6.866152529145814e-07,9.816317415254913e-06,4.4074216855669455e-06,5.568167841444747e-06,1.6380761211566092e-07,2.3310019775073098e-07,1.4097541351426177e-12,6.469837671737349e-08,4.4977408419542006e-13,5.247619303854377e-08,1.3799667731081396e-07,2.171260629000457e-12,3.405160264381778e-11,2.5832837303969147e-08,1.6632698891418026e-12,7.187038819827458e-13,1.7264434804259804e-21,1.2297267786723233e-19,1.2227725774553302e-11,1.137720110995114e-18,1.0361289186640117e-12,3.188429536626227e-10,4.2692293043224774e-13,4.583568426771597e-21
3.563111092651458e-07,0.06529527549368719,3.76,0.0,0.7142461507134316,0.9999942252950748,9.570369314023086e-07,2.517657802512215e-23,1.6850565588885007e-17,2.1378965217363143e-05,6.076838548215086e-06,8.008601332783904e-06,7.181184625603357e-07,1.0596840827572642e-05,4.701367212545197e-06,6.024655410817056e-06,1.7127831911836377e-07,2.3850479718815e-07,1.5920575964657604e-12,7.08437983161294e-08,5.250985039379947e-13,5.4871560011179063e-08,1.460811762345541e-07,2.4104159318879308e-12,3.819311344133372e-11,2.7044520932010063e-08,1.921755975288418e-12,7.504356240666292e-13,2.1117535922207142e-21,1.5491431595299275e-19,1.2770360740809068e-11,1.311940312395734e-18,1.182111466606369e-12,3.3085164213355876e-10,5.102705503155121e-13,5.281580684162237e-21
3.672097771454883e-07,0.06529528725991417,3.76,0.0,0.7142446159486672,0.999993857180098,1.0324950541828466e-06,2.6853920606986827e-23,1.7208892636489215e-17,2.1830730466497886e-05,6.334559542595652e-06,8.453610656217575e-06,7.497955229154164e-07,1.141119280775638e-05,5.006435671427971e-06,6.501675777574137e-06,1.7878873417506484e-07,2.437982032943472e-07,1.7905740526802647e-12,7.739683100801673e-08,6.099877415774343e-13,5.7281086534155185e-08,1.5435595547853233e-07,2.6680957503891375e-12,4.2695548631389915e-11,2.8263439189925874e-08,2.209397001673821e-12,7.823164920604188e-13,2.5655939629499743e-21,1.9363993056518963e-19,1.331576201099612e-11,1.5053928503437746e-18,1.3429167746585982e-12,3.4311154401327855e-10,6.063232079973603e-13,6.056255419688812e-21
3.7810844502583076e-07,0.0652952992933798,3.76,0.0,0.7142430461822928,0.9999934758282818,1.1112043057696263e-06,2.857274504353203e-23,1.7560016171387246e-17,2.227320393233129e-05,6.5932714987824515e-06,8.907837245672312e-06,7.816218110364804e-07,1.2259518904680449e-05,5.322663676431515e-06,6.999333839215622e-06,1.8633308514972667e-07,2.4898271236701613e-07,2.0060704124498667e-12,8.437298148808032e-08,7.052764046473843e-13,5.970304286793486e-08,1.628184825875998e-07,2.9450738138359293e-12,4.757890160820469e-11,2.948861629407061e-08,2.5282143750016643e-12,8.143232242703246e-13,3.097112777815948e-21,2.402774451371537e-19,1.3863541331727584e-11,1.7193584878491068e-18,1.5194718036926288e-12,3.5563174027890663e-10,7.164850780009706e-13,6.912678677959765e-21
3.8900711290617323e-07,0.06529531159501763,3.76,0.0,0.7142414414770089,0.9999930811941969,1.19318031391258e-06,3.033132708713285e-23,1.790409349311714e-17,2.2706577674237238e-05,6.852794460277863e-06,9.371092182915729e-06,8.135738606053204e-07,1.314194038374427e-05,5.6500790176431715e-06,7.517718867638408e-06,1.9390587117000054e-07,2.5406057407861287e-07,2.2393102492193267e-12,9.178782287660768e-08,8.118376753742435e-13,6.21357838480172e-08,1.7146630656540186e-07,3.2421178673258685e-12,5.286368293940771e-11,3.071912208407281e-08,2.880268207750114e-12,8.464336668462395e-13,3.7162669708540265e-21,2.9609016872693454e-19,1.4413329283415174e-11,1.9551375315604874e-18,1.7127224816708653e-12,3.6842083891998597e-10,8.422553535508566e-13,7.856015210462615e-21
3.999057807865157e-07,0.06529532416558208,3.76,0.0,0.714239801909735,0.9999926732415195,1.2784365479760003e-06,3.2127941359417476e-23,1.8241278736970513e-17,2.3131039837642075e-05,7.112957100704748e-06,9.843190459871861e-06,8.456293191568809e-07,1.4058555385237415e-05,5.9887010865385874e-06,8.05690524694252e-06,2.015018526029086e-07,2.5903399234101153e-07,2.491052540731535e-12,9.9656982408882e-08,9.305831206791985e-13,6.457774565914976e-08,1.8029705566120202e-07,3.559988437874081e-12,5.857091585380373e-11,3.1954070337373976e-08,3.2676530217232535e-12,8.786267324628821e-13,4.433852892149513e-21,3.6248636151949534e-19,1.496477455991484e-11,2.21404699037053e-18,1.9236326429297523e-12,3.8148697795255664e-10,9.852299483577218e-13,8.891497450230323e-21
4.108044486668582e-07,0.06529533700565694,3.76,0.0,0.7142381275708295,0.9999922519425931,1.3669844262705244e-06,3.396086648398386e-23,1.8571722922293596e-17,2.3546774727559077e-05,7.373596402423366e-06,1.0323950898522828e-05,8.777669067201918e-07,1.5009440039583098e-05,6.3385412857646456e-06,8.616953183903577e-06,2.0911604136259137e-07,2.639051261722318e-07,2.7620504888193925e-12,1.0799612962121958e-07,1.0624624410558096e-12,6.702744272021284e-08,1.8930843518245985e-07,3.899437687865318e-12,6.472213115689877e-11,3.319261713953349e-08,3.6924934651351916e-12,9.108823603792838e-13,5.261535451826785e-21,4.41028860407947e-19,1.5517543272808343e-11,2.497417775901029e-18,2.1531829756200745e-12,3.9483782963069276e-10,1.147102998609006e-12,1.0024414647393509e-20
4.2170311654720065e-07,0.06529535011566359,3.76,0.0,0.7142364185633391,0.9999918172780041,1.4588334192658238e-06,3.58283897289652e-23,1.8895574000673703e-17,2.3953962881030608e-05,7.634557345828067e-06,1.0813196072337788e-05,9.099663758279369e-07,1.5994649540879778e-05,6.699603423698444e-06,9.197909392006054e-06,2.167436915395873e-07,2.6867609054526655e-07,3.053050418833714e-12,1.1682096501802453e-07,1.2084631623035045e-12,6.948346467574596e-08,1.9849822533562463e-07,4.261208354213251e-12,7.133936159610446e-11,3.44339593084532e-08,4.156940063689353e-12,9.43181477833713e-13,6.211875652944502e-21,5.334447244980062e-19,1.6071318279574375e-11,2.8065919569905756e-18,2.4023699798312974e-12,4.0848060573721854e-10,1.3296681663111635e-12,1.1260102212121576e-20
4.326017844275431e-07,0.06529536349586933,3.76,0.0,0.7142346750022788,0.9999913692361758,1.553991148825162e-06,3.772881119326432e-23,1.9212976904012784e-17,2.435278113849636e-05,7.895692608986046e-06,1.131075222920531e-05,9.422084728520298e-07,1.701421918012804e-05,7.07188409428094e-06,9.799807749911075e-06,2.2438029034154274e-07,2.7334895721384763e-07,3.364790757728801e-12,1.261472092050692e-07,1.3696102740636867e-12,7.19444734906334e-08,2.0786427909735743e-07,4.646032771553879e-12,7.844513569981346e-11,3.567733287083496e-08,4.6631650243801054e-12,9.75505962731991e-13,7.298356435277372e-21,6.416348609213344e-19,1.6625798534912075e-11,3.1429200787945317e-18,2.6722049386770193e-12,4.2242206383585224e-10,1.5348197460050524e-12,1.2603931305671005e-20
4.435004523078856e-07,0.06529537714639479,3.76,0.0,0.71423289701394,0.9999909078129763,1.6524634835989764e-06,3.966044756848069e-23,1.9524073592472475e-17,2.4743402714088727e-05,8.156862277288859e-06,1.1816449215845704e-05,9.744749006239039e-07,1.8068165339495805e-05,7.455373042611731e-06,1.0422669935211174e-05,2.3202154933550267e-07,2.779257555258202e-07,3.69800108940281e-12,1.3599059247467614e-07,1.546965819062001e-12,7.440920064488124e-08,2.1740452011815311e-07,5.054631977557103e-12,8.6062471116692e-11,3.692201158929976e-08,5.213358109052086e-12,1.007838607588152e-12,8.535406764060174e-21,7.676835922686299e-19,1.718069846449073e-11,3.507758555999326e-18,2.9637129043816397e-12,4.366685143711519e-10,1.7645535776899645e-12,1.406129871600583e-20
4.5439912018822806e-07,0.06529539106722163,3.76,0.0,0.714231084735227,0.999990433011341,1.754254630710243e-06,4.1621635506633896e-23,1.9829003102275476e-17,2.5125997264859794e-05,8.417933562799505e-06,1.2330120403680036e-05,1.006748282299349e-06,1.915648644893012e-05,7.850053516775668e-06,1.1066506034296633e-05,2.396633959821717e-07,2.82408473230469e-07,4.053401285561971e-12,1.4636684482906195e-07,1.7416284368852406e-12,7.687644442533623e-08,2.2711694066007944e-07,5.487714898070986e-12,9.421486748345967e-11,3.816730553859819e-08,5.809722592975634e-12,1.0401630846778052e-12,9.938423912927766e-21,9.138681282431138e-19,1.7735747360420412e-11,3.902467148533507e-18,3.277931701171037e-12,4.512258285158937e-10,2.0209677695553017e-12,1.563761705015842e-20
4.6529778806857053e-07,0.0652954052581995,3.76,0.0,0.7142292383130179,0.9999899448409117,1.8593672238598108e-06,4.3610734621888855e-23,2.0127901593354965e-17,2.5500730958954585e-05,8.678780532990265e-06,1.2851602616132853e-05,1.0390121264289484e-06,2.027916390637635e-05,8.255902606355048e-06,1.1731315129128804e-05,2.4730196545288806e-07,2.8679905727541527e-07,4.431700710195565e-12,1.5729168642869103e-07,1.9547328660222915e-12,7.934506731106359e-08,2.3699959957011113e-07,5.945977609558769e-12,1.0292629885082792e-10,3.941255972934195e-08,6.45447132193286e-12,1.0724639123661202e-12,1.1523793903660014e-20,1.0826679056577705e-18,1.8290688797763035e-11,4.328406526864688e-18,3.6159109465453636e-12,4.660994466760282e-10,2.306263234802959e-12,1.7338305270547343e-20
4.76196455948913e-07,0.06529541971905299,3.76,0.0,0.7142273579035525,0.9999894433176851,1.9678024079755363e-06,4.5626130152758647e-23,2.042090239684167e-17,2.5867766542744852e-05,8.939283848576403e-06,1.3380736057345834e-05,1.0712507931965933e-06,2.143616296282473e-05,8.672891568066688e-06,1.2417085861690055e-05,2.549335927204383e-07,2.91099414588199e-07,4.833597495611804e-12,1.6878081845297115e-07,2.187449407793896e-12,8.181399344925396e-08,2.470506202903279e-07,6.430102676209988e-12,1.122212056981469e-10,4.0657152777755526e-08,7.149822879679091e-12,1.1047264225735101e-12,1.3308910076249495e-20,1.2767737625815633e-18,1.8845280071421754e-11,4.786935932711781e-18,3.978711092311004e-12,4.812943875673272e-10,2.622744047433497e-12,1.9168779597650882e-20
4.870951238292555e-07,0.06529543444938822,3.76,0.0,0.7142254436718456,0.99998892846368,2.0795599205250366e-06,4.7666235309697155e-23,2.070813606237164e-17,2.6227263406930956e-05,9.19933051015981e-06,1.3917364242279897e-05,1.1034494617897801e-06,2.2627433573367955e-05,9.100986138950239e-06,1.3123796976857411e-05,2.6255480491513036e-07,2.953114128439208e-07,5.259777887818176e-12,1.8084991436102626e-07,2.4409833556913345e-12,8.428220621879138e-08,2.572681889060617e-07,6.940758559061077e-12,1.2212448656789879e-10,4.190049562003054e-08,7.897997876150969e-12,1.1369367293432028e-12,1.5312189773771753e-20,1.4990969142882397e-18,1.939929165276208e-11,5.279410939961269e-18,4.367402486568225e-12,4.968152577825069e-10,2.972817622378411e-12,2.113444479745068e-20
4.97993791709598e-07,0.06529544944869924,3.76,0.0,0.7142234957911222,0.999988400306613,2.1946381696081718e-06,4.972949333150732e-23,2.0989730405193855e-17,2.657937765161669e-05,9.458813613405174e-06,1.4461333928183691e-05,1.135594098866494e-06,2.385291121541822e-05,9.540146837521709e-06,1.3851417844424928e-05,2.701623139377758e-07,2.994368812223976e-07,5.710915658864066e-12,1.935146115406589e-07,2.7165743935331037e-12,8.67487458787137e-08,2.6765055223289767e-07,7.478599094350533e-12,1.3266148935159016e-10,4.314203026990765e-08,8.701215365371263e-12,1.1690816984758962e-12,1.7553089137821752e-20,1.7527777006834666e-18,1.995250666533423e-11,5.807181319693932e-18,4.783064457683562e-12,5.126662617756788e-10,3.358994725806936e-12,2.324068586867885e-20
5.088924595899405e-07,0.06529546471637412,3.76,0.0,0.7142215144422778,0.9999878588795903,2.3130343089416555e-06,5.181437927252305e-23,2.1265810553059257e-17,2.6924262150365016e-05,9.717632112480813e-06,1.501249504740629e-05,1.167671428084448e-06,2.5112517675195092e-05,9.990329253292984e-06,1.4599908960976725e-05,2.777530093214769e-07,3.034776111551389e-07,6.1876715836552465e-12,2.067905033340012e-07,3.0154959657272273e-12,8.921270729879107e-08,2.781960159432669e-07,8.04426303821407e-12,1.438580022587861e-10,4.43812286181298e-08,9.561689400626536e-12,1.2011489181978747e-12,2.005211602049362e-20,2.0411940770470195e-18,2.0504720379085043e-11,6.3715890123586755e-18,5.226784421118693e-12,5.288512121980947e-10,3.783889321823286e-12,2.5492860141570498e-20
5.19791127470283e-07,0.06529548025170082,3.76,0.0,0.7142194998133589,0.9999873042208081,2.434744309844475e-06,5.39194015411492e-23,2.1536498992873528e-17,2.7262066613244344e-05,9.975690591504763e-06,1.5570700641532386e-05,1.199668900659552e-06,2.6406161803559938e-05,1.0451484325045596e-05,1.5369222432290412e-05,2.8532395133440723e-07,3.074353570602897e-07,6.6906929786964344e-12,2.206931314287148e-07,3.3390546227987935e-12,9.167323776950146e-08,2.889029427332183e-07,8.638373674776095e-12,1.557402445009452e-10,4.561759127244813e-08,1.0481625733194438e-11,1.2331266708300033e-12,2.28308410279252e-20,2.367969822177692e-18,2.105573972246593e-11,6.973966209248154e-18,5.6996570098419826e-12,5.453735405234768e-10,4.250218262095656e-12,2.7896289796448904e-20
5.306897953506256e-07,0.0652954960538728,3.76,0.0,0.7142174520990673,0.9999867363732675,2.559763030329202e-06,5.604310320902011e-23,2.1801915617094293e-17,2.7592937648873783e-05,1.0232899043745042e-05,1.6135806796818288e-05,1.23157466692156e-06,2.773374024223822e-05,1.0923558608234766e-05,1.615930243692903e-05,2.9287236431603705e-07,3.113118370649551e-07,7.220613300178671e-12,2.3523797860393135e-07,3.688589345212909e-12,9.412953488881847e-08,2.9976975052981274e-07,9.261538484704715e-12,1.6833485672140796e-10,4.685064643691596e-08,1.1463218659698006e-11,1.265003905426035e-12,2.591190671903027e-20,2.736982440339014e-18,2.160538281185949e-11,7.615633544627024e-18,6.202783228916163e-12,5.622363079054434e-10,4.760800825222222e-12,3.0456254807395147e-20
5.415884632309681e-07,0.06529551212199447,3.76,0.0,0.7142153715002836,0.9999861553844983,2.6880842814008213e-06,5.818406310886317e-23,2.2062177769851857e-17,2.7917018825473702e-05,1.0489172658330637e-05,1.6707672580907402e-05,1.2633775488358332e-06,2.9095138121438876e-05,1.1406494531888373e-05,1.6970085671659588e-05,3.003956302394823e-07,3.15108733715959e-07,7.778051798784766e-12,2.504404618204239e-07,4.065470848393783e-12,9.658084452334318e-08,3.107949107394615e-07,9.914348871308388e-12,1.8166889120244342e-10,4.8079948829251874e-08,1.2508648022059461e-11,1.2967702113496206e-12,2.9319034991144766e-20,3.1523707357593303e-18,2.2153478497763475e-11,8.29789839918607e-18,6.737269634734654e-12,5.794422162149424e-10,5.3185581128480565e-12,3.3177986313659324e-20
5.524871311113106e-07,0.06529552845508646,3.76,0.0,0.7142132582236093,0.9999855613062969,2.819700890661474e-06,6.034089673799932e-23,2.2317400292772873e-17,2.8234450730928554e-05,1.0744431614237307e-05,1.7286159980804002e-05,1.2950670134610654e-06,3.04902297298485e-05,1.1900230645354422e-05,1.780150177931631e-05,3.0789128249287114e-07,3.188276946798104e-07,8.363613228556767e-12,2.6631592564478367e-07,4.4711008717095966e-12,9.902645884136654e-08,3.219769465374083e-07,1.0597379941246221e-11,1.9576980187969034e-10,4.930507863508306e-08,1.3620076362997328e-11,1.3284157927603187e-12,3.307703269150168e-20,3.6185420408239855e-18,2.2699865927186448e-11,9.022053314903191e-18,7.304227539268248e-12,5.969936192106058e-10,5.926512309707102e-12,3.6066660419200835e-20
5.633857989916532e-07,0.06529554505209048,3.76,0.0,0.7142111124809319,0.9999849541944705,2.9546047633163165e-06,6.251225698331935e-23,2.256769557048712e-17,2.8545371031869676e-05,1.099860088131977e-05,1.7871133842084282e-05,1.3266331473136984e-06,3.1918879157947006e-05,1.2404701855239571e-05,1.865347375970787e-05,3.1535699987284427e-07,3.2247033343158207e-07,8.977887607169638e-12,2.828796359976521e-07,4.906911454059964e-12,1.0146571441549749e-07,3.333144311984474e-07,1.1311190336931178e-11,2.1066543419363556e-10,5.052564049791039e-08,1.479964623905207e-11,1.359931443979856e-12,3.721179549983474e-20,4.140179081486978e-18,2.3244394121725943e-11,9.789374520826774e-18,7.904772239581988e-12,6.14892533798707e-10,6.587785814878747e-12,3.9127392418580194e-20
5.851831347523381e-07,0.06529557903323535,3.76,0.0,0.7142067244690977,0.9999837011118072,3.2342376499370967e-06,6.689335909609558e-23,2.3053941912587763e-17,2.9148213225687526e-05,1.1503393053747239e-05,1.9060014270843263e-05,1.389358720564552e-06,3.4876260459908506e-05,1.3445572308822218e-05,2.0418746433075993e-05,3.301900381517908e-07,3.295329312654781e-07,1.029486056929733e-11,3.181324322065468e-07,5.874949505635655e-12,1.063227068952162e-07,3.564502810863214e-07,1.2833300782964052e-11,2.429541409807139e-10,5.295159552565903e-08,1.7371666281002876e-11,1.4225389442052065e-12,4.6720653515995117e-20,5.369995886012221e-18,2.4327315875992275e-11,1.1458531181037458e-17,9.211098761862317e-12,6.517393485266493e-10,8.083275068709806e-12,4.578515594614921e-20
6.048007369369545e-07,0.06529561050677989,3.76,0.0,0.7142026664441857,0.9999825293960248,3.497051610993205e-06,7.08733003891375e-23,2.34757911669074e-17,2.9669824806535578e-05,1.1953318014115869e-05,2.0150890933418158e-05,1.445302319720172e-06,3.7651120412210695e-05,1.4418349986398303e-05,2.2076898044948193e-05,3.434168854836297e-07,3.356437573816117e-07,1.1583946018941795e-11,3.5236508623576727e-07,6.864361671347568e-12,1.1066644360282096e-07,3.777908373091584e-07,1.4313729428274913e-11,2.7501892077768703e-10,5.511583348388069e-08,1.994052743970868e-11,1.478360242450226e-12,5.684928750996156e-20,6.7193602907875266e-18,2.5294260374212045e-11,1.3120823913368748e-17,1.0512903957061735e-11,6.861037074733208e-10,9.644905665745743e-12,5.241547171512215e-20
6.24418339121571e-07,0.06529564281583225,3.76,0.0,0.714198506723904,0.9999813164778719,3.7703541877646216e-06,7.488111109149213e-23,2.3883316389195382e-17,3.017235230352608e-05,1.2398744864497092e-05,2.126080629064661e-05,1.5007179373425256e-06,4.0532190601011676e-05,1.54247536375933e-05,2.3800189606162435e-05,3.565166980653166e-07,3.415308999735167e-07,1.2974548290499412e-11,3.890608844014957e-07,7.975136275334141e-12,1.1498110322886675e-07,3.996149815310024e-07,1.5901810662599158e-11,3.10108448500703e-10,5.726014097975307e-08,2.2762324411235153e-11,1.5336419463241724e-12,6.865120395158895e-20,8.334490480888614e-18,2.6253242793978333e-11,1.4941944602906627e-17,1.1940981585930458e-11,7.216111695550031e-10,1.1432314331990592e-11,5.967950570146888e-20
6.440359413061874e-07,0.065295675951941,3.76,0.0,0.7141942466839637,0.9999800627979982,4.05407198647333e-06,7.891032836939697e-23,2.42770900328206e-17,3.065650039624492e-05,1.2839385425889103e-05,2.2389067905733877e-05,1.5555670855119642e-06,4.351838545484732e-05,1.6464299842857625e-05,2.5587980295120246e-05,3.6948047668658196e-07,3.4720261920867187e-07,1.4469560585020652e-11,4.283053001535657e-07,9.216622214756272e-12,1.192641957109186e-07,4.219159995882957e-07,1.7600201588332164e-11,3.4839790175531485e-10,5.9382975649811124e-08,2.5848533571258472e-11,1.5883487593387276e-12,8.23167195909955e-20,1.02534160852805e-17,2.7203689374044165e-11,1.692859181262229e-17,1.350188791329281e-11,7.582628037606441e-10,1.3467179295888536e-11,6.760428333530151e-20
6.636535434908038e-07,0.06529570990619676,3.76,0.0,0.7141898877266764,0.9999787688222109,4.348125990938268e-06,8.295489298548975e-23,2.465766225610731e-17,3.1122947479394866e-05,1.3274988154119787e-05,2.353500890783177e-05,1.6098160191566564e-06,4.660855536211124e-05,1.7536482786256705e-05,2.7439587054277402e-05,3.823003360928162e-07,3.5266686742044297e-07,1.607171723917488e-11,4.7018258491337775e-07,1.0598426579429175e-11,1.235135675349186e-07,4.4468758426089337e-07,1.9411387984280806e-11,3.9006573222682597e-10,6.14829825352498e-08,2.921026184032213e-11,1.6424498915271951e-12,9.804735923167196e-20,1.2517467538383638e-17,2.8145101256726945e-11,1.9087211560110074e-17,1.5202168407071862e-11,7.96057033745041e-10,1.577212493534442e-11,7.621587075132632e-20
6.832711456754203e-07,0.06529574466923332,3.76,0.0,0.7141854312754242,0.9999774350381786,4.652432347561816e-06,8.700914343518312e-23,2.5025561713489984e-17,3.157234661996924e-05,1.37053353983792e-05,2.4697987035528608e-05,1.6634353827356177e-06,4.980149503179511e-05,1.8640777333731523e-05,2.9354289940698516e-05,3.949694221466763e-07,3.5793130027933085e-07,1.7783595690525406e-11,5.147756970298735e-07,1.2130400550090248e-11,1.2772737586805228e-07,4.6792381053145084e-07,2.133768752898517e-11,4.352934688065919e-10,6.35589801600052e-08,3.2858221962506176e-11,1.6959187209872656e-12,1.1605568972642253e-19,1.5171337417013208e-17,2.907704876479566e-11,2.1423986618332138e-17,1.7048347433581673e-11,8.349898389279969e-10,1.837068981445387e-11,8.553933171172362e-20
7.028887478600367e-07,0.06529578023133367,3.76,0.0,0.7141808787695842,0.9999760619523872,4.966903088954225e-06,9.106780702121772e-23,2.5381296331532537e-17,3.2005326483537995e-05,1.4130240833955279e-05,2.587738371591394e-05,1.7163998793766991e-06,5.3095951217292635e-05,1.9776641875977315e-05,3.1331337071192005e-05,4.074818342360352e-07,3.630032876067678e-07,1.9607619409718054e-11,5.621662387954762e-07,1.3822625508986381e-11,1.3190406439132804e-07,4.916191121488736e-07,2.3381253860567758e-11,4.842655235593475e-10,6.560994749279921e-08,3.680271250769085e-11,1.7487324771428255e-12,1.3656511268289566e-19,1.8263128071482056e-17,2.999916606205739e-11,2.394482937216033e-17,1.9046918774702448e-11,8.750549506323385e-10,2.1287292826805973e-11,9.559869819967071e-20
7.225063500446532e-07,0.06529581658245869,3.76,0.0,0.7141762316598699,0.9999746500873262,5.291446801310259e-06,9.51259901810692e-23,2.5725354063739984e-17,3.2422492230808646e-05,1.4549547056071725e-05,2.7072603177315018e-05,1.7686879607681927e-06,5.64906298551452e-05,2.094352095491934e-05,3.3369949194981436e-05,4.198325525342714e-07,3.6788992384553257e-07,2.15460616556086e-11,6.124344009314199e-07,1.568539944482095e-11,1.360423406965162e-07,5.157682594297291e-07,2.554408146972853e-11,5.37169001490918e-10,6.763501172702504e-08,4.1053602318953433e-11,1.8008719439749427e-12,1.5980963320307834e-19,2.1844385813630254e-17,3.091114615782254e-11,2.6655375859339522e-17,2.1204336922189147e-11,9.162440409392346e-10,2.454719786080241e-11,1.0641694568621598e-19
7.421239522292696e-07,0.06529585371231118,3.76,0.0,0.7141714914040754,0.9999731999788979,5.625969237454236e-06,9.917916741566208e-23,2.6058203628051405e-17,3.282442638432948e-05,1.4963123330493542e-05,2.8283071595500714e-05,1.8202815372355542e-06,5.998420263778938e-05,2.2140847680735194e-05,3.546932390599194e-05,4.320173699835469e-07,3.725980381847215e-07,2.3601049843866202e-11,6.656589143094361e-07,1.772922371077786e-11,1.4014115519840939e-07,5.403663382896535e-07,2.782801123181498e-11,5.941935150734641e-10,6.963343685572587e-08,4.5620319232429994e-11,1.852321182759863e-12,1.860336052191847e-19,2.5970122196057014e-17,3.1812736253059805e-11,2.956098294892595e-17,2.3527009141643203e-11,9.585469038375967e-10,2.8176477264830602e-11,1.1801598047448358e-19
7.61741554413886e-07,0.06529589161037767,3.76,0.0,0.7141666594631848,0.9999717121740297,5.970373880420661e-06,1.032231680641637e-22,2.638029522924692e-17,3.3211689666451346e-05,1.5370863488375783e-05,2.9508236271603617e-05,1.8711657063965578e-06,6.35753130698586e-05,2.336804595758784e-05,3.762863952620761e-05,4.44032828624681e-07,3.7713420435144884e-07,2.5774570428151115e-11,7.219170083139648e-07,1.9964790197244345e-11,1.4419968143988246e-07,5.654087304390861e-07,3.0234736380137134e-11,6.555310044932319e-10,7.160461297772138e-08,5.0511842688615664e-11,1.903067272788641e-12,2.1549145020271055e-19,3.0698823225378064e-17,3.2703733404060395e-11,3.266672877574787e-17,2.6021288262331557e-11,1.001951629138296e-09,3.220197452188638e-11,1.3041663955579918e-19
7.813591565985025e-07,0.06529593026597424,3.76,0.0,0.7141617372978212,0.9999701872284779,6.324562461110523e-06,1.0725416301393758e-22,2.6692061258098317e-17,3.3584821809216966e-05,1.577268395637773e-05,3.074756484060875e-05,1.921328499247604e-06,6.726258204404453e-05,2.4624532531277434e-05,3.9847058682955406e-05,4.558761600031976e-07,3.8150475007690614e-07,2.806847424457908e-11,7.81284375399329e-07,2.2402968962838384e-11,1.4821729770122682e-07,5.908910946984054e-07,3.2765808825482764e-11,7.213755642801244e-10,7.354804628985932e-08,5.5736699890001064e-11,1.9531000687992258e-12,2.4844735948926247e-19,3.609244737364023e-17,3.358398046971348e-11,3.597741322564398e-17,2.8693466161170944e-11,1.046444768668267e-09,3.6651266466888304e-11,1.4363869081768936e-19
8.009767587831189e-07,0.06529596966828478,3.76,0.0,0.7141567263650109,0.9999686257048066,6.68843543326902e-06,1.112686512614803e-22,2.699391697126569e-17,3.3944342336880556e-05,1.61685219137298e-05,3.200054450926116e-05,1.97076064260764e-06,7.104461296959212e-05,2.5909718870960598e-05,4.2123731601126675e-05,4.675452294013139e-07,3.857157662450887e-07,3.048448224418271e-11,8.438351414320673e-07,2.5054796361317218e-11,1.5219356982967032e-07,6.168093493845581e-07,3.5422645808715816e-11,7.919232768211569e-10,7.546334972366613e-08,6.130296519352715e-11,2.0024119741524926e-12,2.8517498826046947e-19,4.221641321419079e-17,3.44533623305034e-11,3.949756078282569e-17,3.1549767906210894e-11,1.092011493952255e-09,4.155262533995064e-11,1.5770084237333322e-19
