Time (s),Volume (m^3),N2,Ne,C2H6(1),O2(2),H2O(3),C(4),CH(5),CH3(18),C2H5(31),CH4(30),H(6),C2H4(29),HO2(12),H2(9),C2H5O2(40),CH3O2(36),C2H3(28),H2O2(13),C2H2(22),OH(8),CH2O(19),HCO(16),CO(14),O(7),CH2CHO(34),C2H5O(43),C2H(21)
6.030796400501712e-08,0.5419649634234318,3.76,0.0,0.5029782804758777,0.9999989348904396,5.190250965081684e-08,1.0829225554985774e-18,3.195354981509e-13,0.00032244943874866076,5.7894661311855e-06,6.8226240224025005e-06,2.7189506265998475e-06,3.00114167519069e-06,8.155927906997721e-07,6.409689247279627e-07,1.9851129420328835e-09,4.710954409439936e-08,1.0991540336742169e-12,1.2393140980836483e-09,8.21219192809135e-14,1.6933358871187731e-07,1.2092806066465025e-07,2.213023029528593e-12,1.2959994155717394e-11,5.617404100820098e-08,3.756619855239731e-14,1.2186443006110346e-11,1.4668960508366093e-21
6.166182099951303e-08,0.5419653629979478,3.76,0.0,0.5029741973106381,0.9999989027082962,5.575882926404554e-08,1.175369167137616e-18,3.2751724957973725e-13,0.00032952825234445197,5.999059866985796e-06,7.13004932869237e-06,2.853704622018486e-06,3.178082926011669e-06,8.352679713617435e-07,6.861272393866604e-07,2.0661348462846807e-09,4.851133108689964e-08,1.222897980424045e-12,1.2966323191795635e-09,9.324987531299859e-14,1.783527676027673e-07,1.2638315388521322e-07,2.3856562211820917e-12,1.4284585478276094e-11,5.977517103458335e-08,4.2697217138967453e-14,1.2633982501630576e-11,1.7785786819080325e-21
6.301567799400895e-08,0.5419657632085677,3.76,0.0,0.5029701049997368,0.999998870043951,5.98186157675798e-08,1.2732993399324535e-18,3.354915302554887e-13,0.00033660013701477116,6.2115306436720055e-06,7.444145175185226e-06,2.992223793827772e-06,3.3613602415340193e-06,8.550317743403725e-07,7.334999029961006e-07,2.148435167299141e-09,4.9915093251135575e-08,1.3577235250007145e-12,1.3553188215067928e-09,1.056176051103807e-13,1.8767888511562085e-07,1.3195705611045412e-07,2.5684373038659396e-12,1.5716385307991265e-11,6.352487661054539e-08,4.840438836854697e-14,1.3087749984498584e-11,2.1486126856884456e-21
6.436953498850486e-08,0.541966164063908,3.76,0.0,0.5029660034776441,0.9999988368884468,6.408873664856743e-08,1.3768935641832598e-18,3.4345829748350505e-13,0.00034366509809985885,6.426858701319477e-06,7.764904964886498e-06,3.1345237890092212e-06,3.551059720682401e-06,8.748860590201204e-07,7.831480382152117e-07,2.2320022990566146e-09,5.132057758267018e-08,1.5043827979439256e-12,1.4153800210616983e-09,1.1933503996168608e-13,1.9731739546072133e-07,1.376496747704363e-07,2.7618148114994405e-12,1.7261811662521667e-11,6.742563559248802e-08,5.4739071285467846e-14,1.3547701352043334e-11,2.586510889973831e-21
6.572339198300077e-08,0.5419665655725232,3.76,0.0,0.5029618926783758,0.9999988032327748,6.857618017097807e-08,1.4863329265341645e-18,3.5141751706889476e-13,0.00035072314092576384,6.645025304489876e-06,8.09232210689694e-06,3.2806193963955975e-06,3.747266884563939e-06,8.948326849244738e-07,8.351330128743786e-07,2.3168252056866267e-09,5.272755012035217e-08,1.6636636138919924e-12,1.476822478703112e-09,1.3451950342626616e-13,2.0727374353432397e-07,1.4346091792241452e-07,2.9662533637921108e-12,1.892752517953674e-11,7.147987375908925e-08,6.175606284225097e-14,1.4013794776768143e-11,3.1031151107431093e-21
6.707724897749668e-08,0.5419669677429103,3.76,0.0,0.5029577725355103,0.9999987690678803,7.32880551310586e-08,1.6017990391791658e-18,3.5936916185234185e-13,0.0003577742708059032,6.866012696552668e-06,8.426390016395321e-06,3.4305245919340533e-06,3.9500667065457186e-06,9.148735116744761e-07,8.895164264247322e-07,2.402893397281715e-09,5.4135794518777475e-08,1.836390468618947e-12,1.539652900290403e-09,1.512960590459605e-13,2.1755336178136574e-07,1.4939069426088998e-07,3.182234129680541e-12,2.072043206081993e-11,7.568996488411553e-08,6.951375352078736e-14,1.4485990605037485e-11,3.7107516447237106e-21
6.843110597199259e-08,0.541967370583511,3.76,0.0,0.5029536429822039,0.9999987343846642,7.823159054497707e-08,1.7234739733140396e-18,3.6731321049940403e-13,0.00036481849304251284,7.089804056001721e-06,8.767102114622355e-06,3.5842525817997558e-06,4.159543640990657e-06,9.350103989513694e-07,9.463600971038624e-07,2.4901969065865884e-09,5.554511072777729e-08,2.0234255441610103e-12,1.6038781368266655e-09,1.6979786769671282e-13,2.2816166721723712e-07,1.5543891312726947e-07,3.4102552952791088e-12,2.264768690874865e-11,8.005823089296859e-08,7.807428654828654e-14,1.4964251260049504e-11,4.423401472990296e-21
6.97849629664885e-08,0.5419677741027144,3.76,0.0,0.5029495039512041,0.9999986991739861,8.341413527213121e-08,1.8515401966654537e-18,3.752496464988111e-13,0.000371855812927998,7.316383454680373e-06,9.114451828865776e-06,3.7418158434570495e-06,4.375781650710349e-06,9.55245206463107e-07,1.005726049783863e-06,2.578726266554308e-09,5.695531377090442e-08,2.225669721867205e-12,1.6695051846070877e-09,1.901665546580105e-13,2.3910405860365097e-07,1.616054845191391e-07,3.650832536284212e-12,2.4716695457651492e-11,8.458694209614463e-08,8.750372069555213e-14,1.544854114908981e-11,5.2568862365252904e-21
7.249267695548032e-08,0.5419685832102411,3.76,0.0,0.502941197185151,0.9999986271334931,9.452624449236256e-08,2.1275780255983265e-18,3.9109963414481994e-13,0.00038590976677331366,7.777846890261214e-06,9.829037844708353e-06,4.0684946765137855e-06,4.828874442713793e-06,9.960160209892739e-07,1.1322738669579257e-06,2.759427044728756e-09,5.97777093379827e-08,2.6795885570206844e-12,1.8049934264823106e-09,2.371156826067132e-13,2.6201258746295445e-07,1.7429332820270505e-07,4.1718082712725024e-12,2.931086767663767e-11,9.4134525300912e-08,1.092541158824008e-13,1.6435075660818585e-11,7.36012814911783e-21
7.492961954557296e-08,0.541969313811026,3.76,0.0,0.502933687999421,0.9999985604006791,1.0542071538000875e-07,2.399706925491452e-18,4.053384944815414e-13,0.0003985347721280194,8.202556201813462e-06,1.0494800091635287e-05,4.375733851278996e-06,5.260613985182784e-06,1.033063297421774e-06,1.2554191779605592e-06,2.926164677636353e-09,6.231931313845828e-08,3.149996890380018e-12,1.9318002057778243e-09,2.873622598659329e-13,2.8382653264575594e-07,1.8611626399232077e-07,4.689176514980038e-12,3.4009947161951394e-11,1.0329780385019457e-07,1.3254994633623571e-13,1.7343257210426458e-11,9.87029692998314e-21
7.73665621356656e-08,0.5419700467388572,3.76,0.0,0.5029261470427696,0.9999984918151134,1.1720929116249383e-07,2.69539365912875e-18,4.1955257938174346e-13,0.0004111374958475369,8.636087835157957e-06,1.118196627065823e-05,4.695563989311639e-06,5.715545385035035e-06,1.0704567560089195e-06,1.3877095860092563e-06,3.096747503426651e-09,6.486149163877483e-08,3.685570744263267e-12,2.063264317359228e-09,3.4628787132211767e-13,3.0680577592688365e-07,1.983212931404816e-07,5.256096483029081e-12,3.929522813370528e-11,1.1301391224462865e-07,1.5988529903543084e-13,1.8270501658082274e-11,1.3125642703011897e-20
7.980350472575823e-08,0.5419707820411044,3.76,0.0,0.5029185739098856,0.9999984213223047,1.2993909336958692e-07,3.0157098302474306e-18,4.337418853938846e-13,0.0004237179685890943,9.07837632275538e-06,1.1890498266766793e-05,5.02803624815126e-06,6.194143735154643e-06,1.1082072403430111e-06,1.5295129127593102e-06,3.2711357416936407e-09,6.740358037663758e-08,4.2930996553784695e-12,2.199431838622829e-09,4.150765362504627e-13,3.3098082282922734e-07,2.1090791556999328e-07,5.876271836182386e-12,4.521930521397304e-11,1.2329427831365225e-07,1.9180976448397226e-13,1.9216662348848497e-11,1.7316294093871902e-20
8.224044731585086e-08,0.5419715197648062,3.76,0.0,0.5029109681921198,0.9999983488674956,1.4365845274321469e-07,3.3617274548370757e-18,4.4790642171861814e-13,0.00043627622098708126,9.529362819652541e-06,1.2620358027567082e-05,5.373196794218702e-06,6.696880770696091e-06,1.1463255927307785e-06,1.6811983830413863e-06,3.4492933543172496e-09,6.994500274949429e-08,4.979862827513284e-12,2.3403503858518985e-09,4.950338812910028e-13,3.563818102292651e-07,2.238756387095423e-07,6.553629011398515e-12,5.183759365193032e-11,1.341498269200909e-07,2.289282564715218e-13,2.018160734161025e-11,2.267339228843253e-20
8.46773899059435e-08,0.5419722599566631,3.76,0.0,0.5029033294776685,0.9999982743956919,1.5841689386861393e-07,3.7345183314012545e-18,4.620462065096817e-13,0.00044881228366690804,9.988994574004878e-06,1.3371507563142157e-05,5.7310873018272594e-06,7.22422521335808e-06,1.184822654041879e-06,1.843136486059329e-06,3.631187751701772e-09,7.248525846454502e-08,5.75364949562121e-12,2.486069117920214e-09,5.875957851633816e-13,3.830384751001302e-07,2.3722397761261984e-07,7.292326857103724e-12,5.920836546690529e-11,1.4559099270939573e-07,2.719046828123687e-13,2.116521823414156e-11,2.9476363313865575e-20
8.711433249603613e-08,0.541973002663104,3.76,0.0,0.5028956573517451,0.9999981978516883,1.742651186198186e-07,4.135153494017002e-18,4.761612642330382e-13,0.00046132618725732875,1.0457224439140455e-05,1.4143908945933108e-05,6.101745408484295e-06,7.776643087826128e-06,1.2237092636254395e-06,2.0156988506715018e-06,3.816789521184594e-09,7.502391351277858e-08,6.6227795189942914e-12,2.6366387401825607e-09,6.943373841071371e-13,4.1098012696597503e-07,2.509524550667883e-07,8.096766404979134e-12,6.739278294105368e-11,1.5762773377682863e-07,3.2146573438084666e-13,2.2167389080309358e-11,3.806122186502419e-20
8.955127508612877e-08,0.541973747930297,3.76,0.0,0.5028879513967374,0.9999981191800891,1.9125498858132973e-07,4.564702742029197e-18,4.902516238602365e-13,0.00047381796240144377,1.0934010423250308e-05,1.4937524310638462e-05,6.485205130767474e-06,8.35459801302503e-06,1.2629962592856558e-06,2.199258133298668e-06,4.006072175661988e-09,7.756059145420384e-08,7.596124191080371e-12,2.792111508548151e-09,8.169824337738331e-13,4.402356237514378e-07,2.6506060169413935e-07,8.971600772314978e-12,7.645492971499185e-11,1.7026954605109133e-07,3.78404788775151e-13,2.318802539057846e-11,4.8830005406784633e-20
9.19882176762214e-08,0.5419744958041874,3.76,0.0,0.5028802111923537,0.9999980383253306,2.0943950653790497e-07,5.024234239433971e-18,5.043173177021249e-13,0.00048628763976650227,1.1419315275018112e-05,1.5752315854130893e-05,6.881497242689498e-06,8.958551469326731e-06,1.3026944773115324e-06,2.3941879177773217e-06,4.199011921682473e-09,8.009496589603785e-08,8.683127267341315e-12,2.952541233741845e-09,9.574130388886436e-13,4.708333509007066e-07,2.795479560432138e-07,9.921745196384053e-12,8.646183956923072e-11,1.8352547826185813e-07,4.4358593030474966e-13,2.4227043212304233e-11,6.226145970203439e-20
9.442516026631404e-08,0.5419752463305204,3.76,0.0,0.502872436315759,0.9999979552316972,2.2887279718805772e-07,5.51481417489883e-18,5.183583805877525e-13,0.0004987352500527112,1.1913106101534332e-05,1.658824583538905e-05,7.290649620560994e-06,9.588963044180388e-06,1.3428147525521967e-06,2.600862625790571e-06,4.395587445258252e-09,8.262675396139949e-08,9.893826201527313e-12,3.117983285751673e-09,1.1176797496460154e-12,5.028012034700781e-07,2.944140646731382e-07,1.0952387196462182e-11,9.748352311458596e-11,1.974041472976861e-07,5.179480835598364e-13,2.5284368281780346e-11,7.892309153338366e-20
9.686210285640667e-08,0.541975999554866,3.76,0.0,0.5028646263416997,0.9999978698433372,2.496100872042e-07,6.037506475011106e-18,5.323748492383766e-13,0.0005111608240011973,1.2415354015807512e-05,1.7445276575443083e-05,7.712687557313887e-06,1.0246290657980201e-05,1.3833679185313167e-06,2.8196574368597648e-06,4.59577971404871e-09,8.51557106029084e-08,1.1238873585949341e-11,3.288494598463012e-09,1.3000120285425892e-12,5.361665709709377e-07,3.096584822305196e-07,1.2068996861644093e-11,1.0959299255474935e-10,2.119137538061942e-07,6.025092595093031e-13,2.6359935241924148e-11,9.948471743312118e-20
9.929904544649931e-08,0.54197675552264,3.76,0.0,0.5028567808426211,0.9999977821042759,2.7170768474923834e-07,6.593372565238315e-18,5.463667617947762e-13,0.0005235643924012413,1.2926033811471033e-05,1.832337045733259e-05,8.147634048918978e-06,1.0930990771792674e-05,1.4243648075950847e-06,3.0509482169994767e-06,4.799571794625408e-09,8.768162364657044e-08,1.272955879068031e-11,3.4641336744790553e-09,1.5068290902732987e-12,5.70956324752531e-07,3.252807715196409e-07,1.3277337262289084e-11,1.2286628468836648e-10,2.2706209791814137e-07,6.983709128301878e-13,2.7453686920238526e-11,1.2473364512794547e-19
9.999999999999998e-08,0.5419775142791251,3.76,0.0,0.5028545175484098,0.9999977564240525,2.7832375334708125e-07,6.759553046839595e-18,5.503868098867975e-13,0.0005271280453028051,1.3074482456132725e-05,1.8579837930904102e-05,8.275134188293763e-06,1.113306908293474e-05,1.4362407255048614e-06,3.119843202447731e-06,4.858854382104033e-09,8.840757917694921e-08,1.3186975183200893e-11,3.515611983068431e-09,1.5712163046772642e-12,5.812306505516512e-07,3.298442337475054e-07,1.3642736633087778e-11,1.269107870898115e-10,2.3153866206835763e-07,7.282026175720716e-13,2.7771650600091088e-11,1.3299069252683882e-19
1.0173598803659194e-07,0.5419775142791251,3.76,0.0,0.5028488993887748,0.9999976919584287,2.952229585391244e-07,7.183471173937183e-18,5.603341574949395e-13,0.0005359459860968629,1.3445123662829215e-05,1.922248992607639e-05,8.595510054935077e-06,1.1643518578196882e-05,1.4658162510894676e-06,3.295111455340945e-06,5.006948683790763e-09,9.020430948434338e-08,1.4377829798970855e-11,3.6449605901279666e-09,1.7407511191838084e-12,6.071968077540825e-07,3.412805035663909e-07,1.4583474984078288e-11,1.373824822881757e-10,2.4285659500660747e-07,8.067224098991108e-13,2.8565573663037255e-11,1.5559163393778576e-19
1.0417293062668458e-07,0.5419782758694887,3.76,0.0,0.502840981548319,0.9999975993496102,3.202143165385544e-07,7.808858174606526e-18,5.742770764704751e-13,0.000548305635992843,1.3972604848393413e-05,2.014259748865321e-05,9.056334735211715e-06,1.2384328176486066e-05,1.5077330795625688e-06,3.5525242080379373e-06,5.217897152949882e-09,9.272360933679843e-08,1.6196315235571266e-11,3.83103700065683e-09,2.004610867966405e-12,6.449138264539133e-07,3.576572576763721e-07,1.599379078339735e-11,1.5322373399859453e-10,2.593042913988246e-07,9.288456066254791e-13,2.9695552721840366e-11,1.9313378759429915e-19
1.0660987321677721e-07,0.5419790403387991,3.76,0.0,0.5028330268874116,0.999997504221544,3.4674118437471266e-07,8.470586461594908e-18,5.881955596122806e-13,0.0005606433730602542,1.4508461496083308e-05,2.1083655713992524e-05,9.530125664735943e-06,1.3153872733461634e-05,1.5501261229880435e-06,3.823564048781655e-06,5.4324056045644485e-09,9.523938600934584e-08,1.8198346584714382e-11,4.022426145612336e-09,2.3014656410173693e-12,6.841326448440479e-07,3.7441062148762914e-07,1.7514990362762395e-11,1.7047527289085672e-10,2.764118799627428e-07,1.066119535215809e-12,3.0843587687821284e-11,2.386095407501604e-19
1.0904681580686985e-07,0.5419798077320431,3.76,0.0,0.5028250349702966,0.9999974065178715,3.748639835496983e-07,9.169705855005916e-18,6.020896484698991e-13,0.0005729592283415755,1.5052680348338536e-05,2.2045627232974865e-05,1.0016899028531237e-05,1.3952604631002783e-05,1.5930062110057814e-06,4.108609025282108e-06,5.650463939743928e-09,9.775152107210317e-08,2.0397980594333004e-11,4.219192854407908e-09,2.6346096654755197e-12,7.248779802622257e-07,3.915401910184295e-07,1.915411526492335e-11,1.8922543381354958e-10,2.9418571549876146e-07,1.2200251988501215e-12,3.200964797041361e-11,2.9346590884845664e-19
1.1148375839696248e-07,0.5419805780941377,3.76,0.0,0.5028170053593839,0.9999973061821572,4.0464410952394237e-07,9.90726303123441e-18,6.159593851745167e-13,0.0005852532329554473,1.5605250545572804e-05,2.3028474738441064e-05,1.0516669798307666e-05,1.4780975601468361e-05,1.636384173176561e-06,4.408037621146195e-06,5.872063436109234e-09,1.0025991240615852e-07,2.2810021863517522e-11,4.421403552076862e-09,3.0075868531046075e-12,7.671740009262264e-07,4.0904557071049886e-07,2.091855388448552e-11,2.095656696676777e-10,3.1263182988015557e-07,1.3921504733495147e-12,3.3193708316644026e-11,3.5937318006526295e-19
1.1392070098705512e-07,0.5419813514699449,3.76,0.0,0.502808937615323,0.9999972031578951,4.3614390973499164e-07,1.068430147599195e-17,6.29804812386942e-13,0.0005975254181011123,1.6166163426574933e-05,2.4032160985209856e-05,1.1029451892370356e-05,1.5639436851870986e-05,1.6802708392478198e-06,4.72222872264967e-06,6.097196635148315e-09,1.0276447206981793e-07,2.5450045610557242e-11,4.6291262652112015e-09,3.4242039562834733e-12,8.110443250279865e-07,4.269263734680843e-07,2.281605259606292e-11,2.3159056672702654e-10,3.3175594689742417e-07,1.5841951150004853e-12,3.4395748368089324e-11,4.3825323715441e-19
1.1635764357714775e-07,0.5419821279042824,3.76,0.0,0.5028008312970731,0.999997097388515,4.694266616100795e-07,1.1501861456882592e-17,6.436259732680561e-13,0.0006097758150625884,1.6735412344580157e-05,2.50566487901035e-05,1.1555258320160337e-05,1.6528439177682646e-05,1.7246770394280064e-06,5.051561589946603e-06,6.325857238351899e-09,1.0526512444490388e-07,2.8334420619160333e-11,4.842430628085574e-09,3.888544121389709e-12,8.565120212543015e-07,4.4518222069319215e-07,2.4854726998101393e-11,2.553978591175362e-10,3.5156349676977495e-07,1.7979758737481438e-12,3.561575225259582e-11,5.323107060520417e-19
1.1879458616724039e-07,0.5419829074419356,3.76,0.0,0.5027926859619668,0.9999969888173856,5.045565506265594e-07,1.2360980012803645e-17,6.574229114633301e-13,0.0006220044552126024,1.7312992497809283e-05,2.6101901031981146e-05,1.2094101312717518e-05,1.7448433067080707e-05,1.7696136046671926e-06,5.396415832289805e-06,6.558040011464355e-09,1.0776180462676596e-07,3.148033236050892e-11,5.061387888965876e-09,4.404980842751002e-12,9.035996106071332e-07,4.6381274231733286e-07,2.7043073271548316e-11,2.8108844256440805e-10,3.7205963029235193e-07,2.035431710963275e-12,3.685370820810033e-11,6.440671371810364e-19
1.2123152875733302e-07,0.5419836901276657,3.76,0.0,0.5027845011657689,0.9999968773878184,5.415986484700349e-07,1.3262690957765055e-17,6.71195671093668e-13,0.0006342113700163245,1.7898900773346894e-05,2.7167880651779357e-05,1.2645992440272686e-05,1.8399868796393007e-05,1.8150913669418056e-06,5.757171386864964e-06,6.793740696225227e-09,1.1025445702529318e-07,3.490580628886158e-11,5.286070916601889e-09,4.978192320240406e-12,9.523290694027719e-07,4.8281757683009e-07,2.9389979652582317e-11,3.087663875106828e-10,3.932492325929796e-07,2.298629120985544e-12,3.810960823606601e-11,7.7639843470319685e-19
1.2366847134742566e-07,0.5419844760062213,3.76,0.0,0.5027762764627328,0.9999967630430715,5.806188913353431e-07,1.420802489704422e-17,6.849442967496778e-13,0.0006463965910349289,1.8493135603316215e-05,2.8254550652559765e-05,1.3210942718078277e-05,1.9383196517442233e-05,1.861121159541591e-06,6.13420850087513e-06,7.032955929020845e-09,1.1274303414865882e-07,3.862973130850883e-11,5.516554206903308e-09,5.613176223544673e-12,1.0027218333364343e-06,5.0219637130481e-07,3.190473801867292e-11,3.3853895170542404e-10,4.1513693647782314e-07,2.589767555663543e-12,3.9383447782214134e-11,9.325757585353986e-19
1.261054139375183e-07,0.5419852651223448,3.76,0.0,0.502768011405651,0.9999966457263512,6.216840584108059e-07,1.519800925382842e-17,6.986688334897674e-13,0.0006585601499290054,1.909569683239818e-05,2.936187409956344e-05,1.3788962701487707e-05,2.0398866337428662e-05,1.9077138173571468e-06,6.527907716547004e-06,7.275683165912289e-09,1.152274955459261e-07,4.267188341002349e-11,5.75291388979838e-09,6.315264866127138e-12,1.05479880250667e-06,5.219487814216899e-07,3.4597055587312925e-11,3.705165923535731e-10,4.3772713535081577e-07,2.9111849511449498e-12,4.0675225442426965e-11,1.1163101336938194e-18
1.3097929911770356e-07,0.5419868532462795,3.76,0.0,0.502751358433493,0.9999964019495716,7.10220370033389e-07,1.731602323277335e-17,7.260458228173347e-13,0.0006828224085023238,2.0325804231013988e-05,3.163833390448937e-05,1.4984252187282293e-05,2.252903289587813e-05,2.0026310779137314e-06,7.366816030842548e-06,7.77166717902435e-09,1.2018393946676436e-07,5.1794551636847517e-11,6.243575166064197e-09,7.943853826272197e-12,1.1640863169501583e-06,5.62573114453585e-07,4.0555345154767484e-11,4.415449987377641e-10,4.850314679994105e-07,3.65493491464813e-12,4.33126036889521e-11,1.5837987519708633e-18
1.353657957798703e-07,0.541988294079298,3.76,0.0,0.5027362282330438,0.9999961718155861,7.975831329181973e-07,1.9385183585142696e-17,7.506031908472414e-13,0.000704584676520718,2.1461400432004144e-05,3.375741326088526e-05,1.6104810414621695e-05,2.4561309783659775e-05,2.0900903499219214e-06,8.182641153874539e-06,8.230052780808173e-09,1.2463037159129122e-07,6.131069032033672e-11,6.706065021420797e-09,9.699988073659919e-12,1.268403989996676e-06,6.004095023698448e-07,4.663136501304999e-11,5.141859509557613e-10,5.300475045665535e-07,4.454354771480578e-12,4.5747633757661724e-11,2.146831266635112e-18
1.3975229244203703e-07,0.5419897460983719,3.76,0.0,0.5027209602684743,0.9999959311669964,8.926463074550329e-07,2.1614848750031567e-17,7.75083233351441e-13,0.0007262772565214075,2.262402439408219e-05,3.594283822273312e-05,1.726786573270876e-05,2.6705380175764702e-05,2.1795419125912557e-06,9.05838208886574e-06,8.699808424328641e-09,1.290630760758162e-07,7.220852033425632e-11,7.188853809205811e-09,1.1773458176772766e-11,1.378479744938735e-06,6.394514454689416e-07,5.34538875259997e-11,5.958366376483607e-10,5.773982807483843e-07,5.395173510225021e-12,4.8240879000862384e-11,2.8825729301085917e-18
1.4413878910420376e-07,0.5419912095650323,3.76,0.0,0.5027055518844418,0.9999956796709262,9.958270902522757e-07,2.4010901668348763e-17,7.994862306928843e-13,0.0007479003371543347,2.3813712276303955e-05,3.819439564429827e-05,1.847347240430769e-05,2.8963875751532395e-05,2.271049049867736e-06,9.996267682311837e-06,9.180940970965693e-09,1.3348197483966057e-07,8.463862651915556e-11,7.692445572785306e-09,1.4209614817910768e-11,1.4944170385755297e-06,6.796972491888197e-07,6.109612588262144e-11,6.8725844346795e-10,6.271023033513464e-07,6.496798589018164e-12,5.079241403056634e-11,3.836029197772951e-18
1.485252857663705e-07,0.541992684741322,3.76,0.0,0.5026900004133021,0.9999954169940417,1.1075499085662493e-06,2.657919608847042e-17,8.238124686583008e-13,0.0007694541083522408,2.5030507575420773e-05,4.051187303906529e-05,1.972168461890885e-05,3.1339432080073014e-05,2.3646750842710122e-06,1.0998529406668928e-05,9.673461637879705e-09,1.378870158384338e-07,9.876284863788814e-11,8.21736211865311e-09,1.705867816844345e-11,1.6163143407726114e-06,7.211453105178209e-07,6.963662531904947e-11,7.892472442987485e-10,6.791764423747288e-07,7.780566967400246e-12,5.3402329898451365e-11,5.061968505479095e-18
1.5291178242853722e-07,0.5419941718896497,3.76,0.0,0.5026743031756284,0.999995142802552,1.228246068062563e-06,2.932555775953993e-17,8.480622386132831e-13,0.0007909387613826851,2.6274459927269107e-05,4.2895058581767585e-05,2.1012557111745243e-05,3.383468927829776e-05,2.4604833814909134e-06,1.206740136698326e-05,1.0177385316091958e-08,1.4227816722577745e-07,1.1475475514038285e-10,8.764143176278345e-09,2.037609651826682e-11,1.7442653210186183e-06,7.637941181771673e-07,7.915950282283292e-11,9.026336252269631e-10,7.336361004666973e-07,9.269866279227404e-12,5.607073143495327e-11,6.626627649318948e-18
1.5729827909070396e-07,0.5419956712729966,3.76,0.0,0.5026584574806656,0.999994856762204,1.3583534145506536e-06,3.225578564936495e-17,8.722358376668485e-13,0.0008123544888990984,2.754562407728735e-05,4.534374111060217e-05,2.2346145641598763e-05,3.645229255981654e-05,2.5585373546980313e-06,1.3205120336098648e-05,1.0692729984050282e-08,1.4665541281623424e-07,1.328001222130873e-10,9.333346563929585e-09,2.422292007415736e-11,1.8783590422320349e-06,8.076422527816169e-07,8.975469058072665e-11,1.028283106296207e-09,7.904953682126622e-07,1.0990259305280122e-11,5.879773496389329e-11,8.60964838297754e-18
1.616847757528707e-07,0.5419971831548778,3.76,0.0,0.5026424606267335,0.9999945585382732,1.4983160096779566e-06,3.537565315307977e-17,8.963335688427245e-13,0.000833701484991112,2.8844058995675905e-05,4.785771012962193e-05,2.3722507350872473e-05,3.919489269078748e-05,2.65890046856125e-06,1.441392581187842e-05,1.1219516202923888e-08,1.5101874859207632e-07,1.5309741787409757e-10,9.925548360306642e-09,2.866618974988636e-11,2.018680159195497e-06,8.526883869863492e-07,1.0151818304502156e-10,1.1670963785354763e-09,8.497671662815639e-07,1.2969611634416811e-11,6.158346633828915e-11,1.110626618446175e-17
1.6607127241503742e-07,0.5419987077994207,3.76,0.0,0.5026263099015839,0.9999942477955525,1.6485838210716114e-06,3.869090927641036e-17,9.203557412521467e-13,0.0008549799452343346,3.016982712336489e-05,5.0436755811306204e-05,2.514170102194703e-05,4.2065146361867746e-05,2.7616362429558885e-06,1.5696060092121993e-05,1.175776668587513e-08,1.5536818007894877e-07,1.7585829118088135e-10,1.0541343082047992e-08,3.3779341426678617e-11,2.1653091197470195e-06,8.989312856245323e-07,1.1455228769535844e-10,1.3200095521235343e-09,9.114633747568395e-07,1.5238222557167217e-11,6.442805926665743e-11,1.4229775834537708e-17
1.7045776907720415e-07,0.5420002454713808,3.76,0.0,0.5026100025827174,0.9999939241983381,1.80961242695534e-06,4.220727976493684e-17,9.44302670264797e-13,0.0008761900667398401,3.1522993725454795e-05,5.3080668999303085e-05,2.66037872522946e-05,4.5065716491593536e-05,2.866808256353782e-06,1.7053768360831104e-05,1.2307505928201553e-08,1.5970372031749537e-07,2.0130806636379234e-10,1.1181343866982283e-08,3.9642625643710965e-11,2.318322366224255e-06,9.463698058421115e-07,1.289658794103332e-10,1.4879944187232916e-09,9.755949505739058e-07,1.782895910697194e-11,6.733165387803107e-11,1.8114297158729318e-17
1.7484426573937089e-07,0.5420017964361732,3.76,0.0,0.5025935359376666,0.9999935874104168,1.981862735258885e-06,4.593046817347704e-17,9.68174677679318e-13,0.0008973320482035185,3.2903626335372666e-05,5.578924121134065e-05,2.8108828564383356e-05,4.819927247215975e-05,2.9744801488899238e-06,1.848929878132939e-05,1.2868759888933183e-08,1.6402538826243822e-07,2.2968624181538404e-10,1.1846182663058067e-08,4.634354287865881e-11,2.4777925352790647e-06,9.950028972347334e-07,1.4487465843203744e-10,1.672058729708019e-09,1.0421720338284559e-06,2.0777393214765645e-11,7.029439548850035e-11,2.2917866671032522e-17
1.7923076240153762e-07,0.5420033609598893,3.76,0.0,0.5025769072242517,0.9999932370950494,2.1658007170062422e-06,4.9866156873407985e-17,9.919720918956736e-13,0.0009184060899553763,3.4311794276679276e-05,5.856226464230444e-05,2.965688946241001e-05,5.14684903660777e-05,3.084715625107825e-06,2.0004902593072284e-05,1.3441555716536564e-08,1.6833320751656266e-07,2.6124699384130934e-10,1.253651042288384e-08,5.397729453444259e-11,2.6437886546726015e-06,1.0448296019907556e-06,1.6240141188876658e-10,1.8732464916615116e-09,1.1112040437838705e-06,2.412194193532687e-11,7.331643354027874e-11,2.8825882493861276e-17
