Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594)
1.4045622849219355e-06,0.33244938081970826,3.76,0.0,0.35517354454038425,0.9861019896851543,0.017722469609798185,0.001111365980926163,0.0023823670113536583,0.06751881268339342,0.07123309565751983,2.1699866564791817e-09,0.08238723779185059,1.4873306501067395e-05,0.00019663954796347418,0.0013888796602124502,0.0016769629802710932,2.892551187499111e-05,0.00046839002083199553,0.011186682340170522,0.10087254210207033,0.000351909392075411,0.00037809498403285557,0.0005948226023081807,0.0019127579434068428,0.0005202383756250677,0.0002612809869013001,0.0006573443245563787,2.0310865891358033e-07,0.00023274183865549272,3.169440459510653e-09,0.00015180739657261248,0.0002485764901833152,0.00014243866495347213,1.3564255118135897e-07,5.174528972444217e-08,0.0004504797605364861,0.00016098296371766773,0.0004256505727928333,6.469513147074542e-06,8.899443842125912e-10,1.7873097579311728e-09,5.2477322970746134e-05,3.7219829733835353e-07,1.4758054609031777e-06,9.637457339522302e-08,1.0433589184940344e-08,2.8796379265114636e-06,1.0246291019481877e-08,3.794471358259551e-11,4.355047565722792e-09,0.00011437196582401963,3.989804813762008e-08,9.601503374665823e-09,3.952281731748064e-05,4.4007856394072446e-10,2.03269371756587e-12,3.109084786984741e-08,4.919171318113537e-05,2.2583837712057516e-08,3.636754248202157e-06,2.780971433362913e-09,1.0010943572128392e-08,1.4830693267250492e-05,4.54198890439851e-07,1.884020309880787e-06,0.0002051304474068407,0.0007193971170490875,3.171691111399806e-06,9.614577236869289e-12,4.886322531838235e-12,1.5543443164578071e-07,1.8437338770369925e-06,3.743692019840142e-08
1.4094077786798795e-06,0.33257585443789334,3.76,0.0,0.3531058843352699,0.9857966122079348,0.018099145150301213,0.001117192762957996,0.0024338076855515305,0.06762508114716718,0.07143374656354366,2.233492043562715e-09,0.08384995213466744,1.5340223135288155e-05,0.00020129591162580999,0.0014316161118368919,0.0017001076878508192,2.9772560079826344e-05,0.0004763066493854625,0.011389297453725722,0.10264035524336013,0.00035882076439117604,0.0003856833163095228,0.0006070303204221435,0.0019584537391472523,0.0005335482092567848,0.0002711974660679549,0.0006830233068193809,2.0640643853455704e-07,0.00024369669163427408,3.291047965198325e-09,0.0001575817773569197,0.00025794800825683925,0.00014798468839804211,1.4167429997028172e-07,5.372453930978305e-08,0.0004652051889473894,0.00016739890935530042,0.0004392655438993697,6.705875929907215e-06,9.352425326943116e-10,1.8268678447144514e-09,5.356392231740456e-05,3.868260200972192e-07,1.5336206948436708e-06,1.0059153486349361e-07,1.0869848418423736e-08,3.0494544855311224e-06,1.1023775294414133e-08,3.96349363003104e-11,4.543090934002181e-09,0.00011794779247622822,4.292093789979754e-08,1.0392519976213196e-08,4.1818566459967696e-05,4.65836667878686e-10,2.1104173341976667e-12,3.314622532172153e-08,4.999101495666202e-05,2.3897056211599273e-08,3.825261443346007e-06,2.9191557025287883e-09,1.0520035611964884e-08,1.5104878077570864e-05,4.760369121530481e-07,2.0115998513617164e-06,0.000199969017997667,0.0007269578723153678,3.2849064331116974e-06,9.95024098404004e-12,5.057219179699742e-12,1.607263115152015e-07,1.8781659062709848e-06,3.941946045623698e-08
1.4142532724378236e-06,0.33270381833056795,3.76,0.0,0.35101444629910644,0.9854848769628678,0.018483017643825955,0.0011231119194764641,0.0024862085972625595,0.06772868635131304,0.07163404978454226,2.2989630452778093e-09,0.0853310974793122,1.582215104024443e-05,0.00020604732495226405,0.0014757496374783923,0.0017233454618466122,3.0642127299797225e-05,0.00048430170760210324,0.011594480629860604,0.1044291377733797,0.00036583747241295927,0.00039337293204460666,0.0006194206512406174,0.0020051141909299933,0.0005472003112305582,0.00028144458332920937,0.0007096056878800461,2.0973166742704717e-07,0.00025515524561776063,3.4168051301171076e-09,0.0001635534862765679,0.0002676290877301063,0.00015372551109082736,1.479653186021756e-07,5.577124586728329e-08,0.0004804748423017688,0.0001740687888720734,0.0004533314200107483,6.9571351224074914e-06,9.82825797888837e-10,1.8670987921671103e-09,5.469393006721797e-05,4.0226443165320056e-07,1.5934720112564088e-06,1.0498567310156447e-07,1.1336402483791878e-08,3.230669537097982e-06,1.186525308409275e-08,4.1397661123983835e-11,4.7387990554660566e-09,0.00012164675940377621,4.619256068571816e-08,1.125119509065427e-08,4.4242450001714203e-05,4.930522207084517e-10,2.1907883359339428e-12,3.533258328091321e-08,5.079488989820623e-05,2.531361984385307e-08,4.023379552798828e-06,3.0640096960536338e-09,1.1054462891419533e-08,1.5382233830935042e-05,4.989839442747519e-07,2.147930366754959e-06,0.00019487096397398113,0.0007344484592648556,3.40235231199067e-06,1.0298131663152404e-11,5.234332394145871e-12,1.6620559133599857e-07,1.9130792609478977e-06,4.150900647749419e-08
1.4190987661957676e-06,0.33283327245085226,3.76,0.0,0.348899260804547,0.9851666715495809,0.018874187876232712,0.001129126627322365,0.0025395776981714936,0.0678295915394284,0.07183402142075697,2.3664360805869143e-09,0.0868306315125803,1.6319406055312737e-05,0.00021089459991271463,0.001521324731925379,0.0017466684900146543,3.153461923245356e-05,0.0004923733194170268,0.011802212134602148,0.10623875235633219,0.00037295932654173936,0.0004011628922978945,0.0006319943061620387,0.0020527548009204566,0.0005612024697027866,0.0002920304526695292,0.0007371171524646828,2.130833481088396e-07,0.00026713943722473277,3.546822478677482e-09,0.00016972793690874714,0.00027762720905925105,0.00015966668817764935,1.5452605778484155e-07,5.788721411836735e-08,0.0004963062855941541,0.0001810017331339048,0.00046786110199309715,7.224299393276736e-06,1.0328052490374879e-09,1.9080034985252308e-09,5.586954356677712e-05,4.1857289260229064e-07,1.6554204451721148e-06,1.0956329707081185e-07,1.1835723142114814e-08,3.4240496210317574e-06,1.2776029696914958e-08,4.3235747977456716e-11,4.942447412180472e-09,0.00012547328724661858,4.973395137977504e-08,1.218326675816443e-08,4.680111108872624e-05,5.218026604009274e-10,2.2738774491157445e-12,3.76578267645254e-08,5.1603033799163216e-05,2.6842031028140846e-08,4.231581504311834e-06,3.2158233509263116e-09,1.1615417378615544e-08,1.5662736309687938e-05,5.230935188164942e-07,2.293585324437244e-06,0.00018983951221274463,0.0007418658731988914,3.52418272452178e-06,1.0658680592033449e-11,5.417879708085657e-12,1.7187864224122646e-07,1.948473989919623e-06,4.371118064590034e-08
1.4239442599537116e-06,0.33296421583135216,3.76,0.0,0.34676037432433376,0.9848418828295756,0.019272756077646457,0.0011352401431102771,0.0025939223582996667,0.06792776007347506,0.07203367864584063,2.435946443042192e-09,0.08834849952263998,1.683229870670064e-05,0.00021583848647607225,0.0015683870996123274,0.0017700687282547875,3.2450436607011175e-05,0.0005005194605977565,0.012012469253132227,0.10806904287484059,0.0003801860197022722,0.00040905212965377017,0.0006447519522144089,0.0021013911034346864,0.0005755625475523762,0.00030296319449133315,0.0007655837262563941,2.1646041855792028e-07,0.0002796720416628365,3.68121152578276e-09,0.00017611061061428317,0.0002879498535730996,0.0001658138509070098,1.6136733222276615e-07,6.007426596231892e-08,0.0005127174740888258,0.00018820713095238763,0.0004828677168597648,7.508441621959778e-06,1.0852968473368105e-09,1.949582212113219e-09,5.7093069959640976e-05,4.358155989327289e-07,1.7195283809591323e-06,1.1433085065479918e-07,1.2370475674020631e-08,3.6304090661258107e-06,1.3761827931376728e-08,4.515214770419746e-11,5.154318394558661e-09,0.00012943194947302722,5.356788356977865e-08,1.3194935921462319e-08,4.9501490927009107e-05,5.521690713997917e-10,2.3597560659045265e-12,4.013029674810066e-08,5.241513032121727e-05,2.8491447028979836e-08,4.450361672977248e-06,3.3748963254287514e-09,1.2204139828599473e-08,1.5946359391533775e-05,5.484213914058819e-07,2.449172183956946e-06,0.00018487778240630415,0.0007492072331176695,3.65055627894771e-06,1.1032331390067585e-11,5.6080846872545426e-12,1.7775200483189105e-07,1.9843497833706223e-06,4.6031877695241297e-08
1.4287897537116557e-06,0.333096646553301,3.76,0.0,0.34459784995888926,0.9845103970005505,0.019678821800216798,0.001141455803744764,0.002649249323023861,0.06802315547075366,0.07223303974369652,2.5075281921780872e-09,0.08988463404013704,1.7361133205106815e-05,0.0002208796685470996,0.0016169836717757295,0.001793537905789912,3.3389974321322985e-05,0.0005087379549440053,0.012225226186893057,0.10991983390488815,0.00038751712164346975,0.00041703944414065266,0.0006576942131614979,0.0021510386532696234,0.0005902884748726489,0.0003142509205028931,0.0007950317532275427,2.1986175090687035e-07,0.0002927766945100003,3.820084647715451e-09,0.00018270705202717103,0.0002986044893863288,0.00017217270188555717,1.6850032862265625e-07,6.233423843262393e-08,0.0005297267506380137,0.00019569463132283816,0.0004983646124986864,7.810702533224632e-06,1.1404215970578505e-09,1.991834496187598e-09,5.836693088465519e-05,4.540619683805504e-07,1.7858595596181963e-06,1.1929490905959184e-07,1.2943532071982178e-08,3.8506125104245675e-06,1.4828817209166995e-08,4.714990320002145e-11,5.374701230202703e-09,0.0001335274765615366,5.771900297412744e-08,1.4292900131095387e-08,5.2350838100803376e-05,5.842363146861316e-10,2.4484961637743668e-12,4.2758789789505674e-08,5.3230851072211624e-05,3.027172353417481e-08,4.680236671429017e-06,3.5415380945350894e-09,1.2821921077192333e-08,1.6233075086851394e-05,5.750255999625962e-07,2.6153340341588883e-06,0.00017998878027230566,0.0007564697893170447,3.781636258457977e-06,1.1419540046541232e-11,5.805176947236332e-12,1.8383238932902162e-07,2.0207059556878243e-06,4.847727580147695e-08
1.4336352474695997e-06,0.33323056171602905,3.76,0.0,0.3424117679580001,0.9841720996757193,0.020092483790915938,0.0011477770268446179,0.002705564668858455,0.06811574144229354,0.07243212414533293,2.5812139476139752e-09,0.09143895448625564,1.790620639448023e-05,0.00022601875985794342,0.001667162622746473,0.0018170675310343561,3.4353620547052635e-05,0.0005170264706292374,0.012440453951657889,0.11179093020207363,0.0003949520731924522,0.0004251234992326077,0.0006708216708510993,0.002201713013453906,0.0006053882407813314,0.00032590171761700084,0.0008254878707787181,2.2328615022539133e-07,0.0003064779131783846,3.963554942759832e-09,0.00018952286413577186,0.0003095985564063649,0.00017874900985580326,1.7593661348537153e-07,6.466898148498815e-08,0.000547352842091426,0.0002034741452801196,0.0005143653516966458,8.132294491536831e-06,1.198305713336927e-09,2.0347591952683886e-09,5.969366729675091e-05,4.7338705469665404e-07,1.8544790847422566e-06,1.2446217466940478e-07,1.3557984897268666e-08,4.085577507484256e-06,1.598364425537803e-08,4.9232150062382105e-11,5.603891888100614e-09,0.00013776476019259102,6.22139696452799e-08,1.5484389241048877e-08,5.535671782597197e-05,6.180931588133644e-10,2.540170218560677e-12,4.555257827207025e-08,5.404985571403242e-05,3.219346029973331e-08,4.921746151780281e-06,3.716068026282526e-09,1.3470103302785953e-08,1.6522853584523964e-05,6.029665218603915e-07,2.792751272856028e-06,0.00017517539107516638,0.0007636509307021483,3.917590655716803e-06,1.1820774962117593e-11,6.009392155951726e-12,1.9012667538078404e-07,2.0575414280722656e-06,5.1053847961996933e-08
1.4384807412275437e-06,0.33336595740685016,3.76,0.0,0.34020222623497565,0.9838268759682495,0.020513839859382776,0.0011542073110691075,0.0027628737580501915,0.06820548193265116,0.0726309524656246,2.657034737998568e-09,0.09301136682896739,1.846780665240059e-05,0.0002312562998264355,0.0017189733852905978,0.0018406488981648208,3.534175580409214e-05,0.0005253825167012978,0.01265812027691258,0.11368211620114363,0.00040249018047695595,0.0004333028179490378,0.0006841348668139185,0.0022534297424082464,0.000620869884518409,0.0003379236308434497,0.0008569789826056319,2.267323533948698e-07,0.0003208011179688328,4.11173608134539e-09,0.0001965637029424886,0.00032093945041923344,0.00018554860397735956,1.8368814064424876e-07,6.70803556119565e-08,0.0005656148547473087,0.00021155584733952343,0.0005308837054333996,8.474505457717665e-06,1.2590807900484024e-09,2.0783544002808606e-09,6.10759444062246e-05,4.938719914677939e-07,1.925453426984386e-06,1.2983947233373693e-07,1.4217161806029167e-08,4.33627721678401e-06,1.7233465361628808e-08,5.1402117378375365e-11,5.8421929562934695e-09,0.00014214885744040997,6.708160934822873e-08,1.6777203159431573e-08,5.852702109974286e-05,6.538324115521758e-10,2.634851110237996e-12,4.8521431887279615e-08,5.487179210101689e-05,3.426804887862715e-08,5.175453617718067e-06,3.898815437487116e-09,1.4150081247601484e-08,1.6815663306714938e-05,6.323069292258816e-07,2.98214332521656e-06,0.00017044037349365487,0.0007707481917829365,4.058592197752388e-06,1.2236516961318463e-11,6.220972020307143e-12,1.966419110887164e-07,2.0948547106981545e-06,5.37683736572838e-08
1.4433262349854878e-06,0.3335028286714832,3.76,0.0,0.33796934087148295,0.983474610580945,0.020942986740864686,0.0011607502363401821,0.002821181192050616,0.06829234116109963,0.0728295465398568,2.7350198608358095e-09,0.09460176324881696,1.9046212743000984e-05,0.00023659274939499776,0.0017724666649056402,0.0018642730944043136,3.6354752005649366e-05,0.0005338034397658414,0.012878189506934626,0.11559315553094641,0.00041013060913333354,0.0004415757790684499,0.0006976343041205414,0.0023062043805069346,0.0006367414858022122,0.0003503246451630297,0.0008895322292231645,2.301990280811515e-07,0.00033577265261333763,4.264742145469746e-09,0.00020383527169043404,0.00033263450624428553,0.0001925773675944434,1.9176725850580833e-07,6.957022927966815e-08,0.0005845322687963459,0.00021995017648857474,0.0005479336454202896,8.838703109310226e-06,1.3228839548476784e-09,2.1226174126841015e-09,6.251655673085327e-05,5.156044671437893e-07,1.9988504268485686e-06,1.3543374406781107e-07,1.4924640744936583e-08,4.603743175391784e-06,1.8585980259016897e-08,5.3663128289416604e-11,6.089913491350514e-09,0.00014668499495312546,7.235307449241493e-08,1.8179751711665695e-08,6.18699737043962e-05,6.91551051728339e-10,2.7326120219445915e-12,5.167563976014384e-08,5.569629644919031e-05,3.6507722434292866e-08,5.4419472448323405e-06,4.090119626980015e-09,1.4863303388301123e-08,1.7111470973002737e-05,6.631120419890992e-07,3.184270397223226e-06,0.0001657863538708338,0.000777759259314808,4.20481836023448e-06,1.2667259273244195e-11,6.440164255619176e-12,2.0338531170563232e-07,2.132643884587729e-06,5.662795078722936e-08
1.4481717287434318e-06,0.3336411694851178,3.76,0.0,0.3357132466112308,0.9831151879012634,0.021380019954318097,0.0011674094639543989,0.0028804907639392537,0.06837628366418726,0.07302792945991933,2.8151966768404257e-09,0.0962100218156047,1.9641692623609102e-05,0.0002420284868645943,0.0018276944529769803,0.0018879310080268375,3.739297147559685e-05,0.0005422864208761393,0.01310062250395868,0.11752379054697507,0.00041787237851988884,0.0004499406134744791,0.000711320449503025,0.0023600524360322473,0.0006530111544157379,0.0003631126663756677,0.0009231749560785022,2.3368477181894407e-07,0.00035141980419750465,4.4226874571558135e-09,0.000211343314646106,0.0003446909799515034,0.00019984123147282414,2.0018671694650285e-07,7.214047618242557e-08,0.0006041249317095538,0.00022866783669491815,0.000565529335858141,9.226339125666559e-06,1.389858032493965e-09,2.16754470947491e-09,6.401843325445623e-05,5.386792329664888e-07,2.074739295682846e-06,1.4125204315187475e-07,1.5684265814524185e-08,4.88906814740447e-06,2.004946760744712e-08,5.601860012349322e-11,6.347368837891221e-09,0.00015137857310897084,7.806201498775471e-08,1.9701096665029065e-08,6.539414502006238e-05,7.313503608048343e-10,2.8335263320175744e-12,5.502603230856646e-08,5.652299353721176e-05,3.8925607606736157e-08,5.721840707074128e-06,4.2903298844959445e-09,1.5611273047349536e-08,1.741024167428568e-05,6.954495782763805e-07,3.3999352601015832e-06,0.00016121582087969704,0.0007846819785501712,4.356451370211322e-06,1.3113507477541125e-11,6.6672225364311286e-12,2.1036425786786125e-07,2.1709065834484808e-06,5.96400078736707e-08
1.4530172225013759e-06,0.3337809727242254,3.76,0.0,0.3334340973406942,0.982748492101794,0.021825033655731543,0.0011741887365781707,0.0029408054098761078,0.06845727433963929,0.0732261256100143,2.897590437222025e-09,0.09783600617731673,2.0254502206535722e-05,0.00024756380373855684,0.0018847100386964709,0.0019116133370885744,3.845676593978278e-05,0.0005508284726501009,0.01332537655381512,0.11947374188365707,0.000425714355955751,0.00045839540065387423,0.0007251937357468384,0.002414989370512953,0.0006696870189960199,0.0003762955009193056,0.0009579346791871267,2.3718811121912814e-07,0.0003677708223509109,4.585686395768811e-09,0.00021909361042733754,0.0003571160301382397,0.00020734616648958662,2.089596738174052e-07,7.479297231101731e-08,0.0006244130505210385,0.00023771979689491988,0.0005836851243894674,9.638953638514905e-06,1.4601517070125156e-09,2.2131319079494563e-09,6.558464268500419e-05,5.631986455533157e-07,2.1531906147819038e-06,1.4730152761428553e-07,1.6500163792741415e-08,5.1934090471994775e-06,2.1632822095256897e-08,5.84720444883112e-11,6.614880416200025e-09,0.00015623517013593438,8.424475939014642e-08,2.1350995955997352e-08,6.910845659849495e-05,7.733360537326351e-10,2.9376674984471353e-12,5.858400313529363e-08,5.73514969400927e-05,4.153577837740588e-08,6.015774007097379e-06,4.4998054733914425e-09,1.639554943557879e-08,1.7711938956869532e-05,7.293898017155617e-07,3.6299850612268116e-06,0.00015673112063393816,0.0007915143590705833,4.513678196333951e-06,1.3575779412837428e-11,6.902406427359283e-12,2.1758629304768563e-07,2.2096399753809266e-06,6.281231652064037e-08
1.4578627162593199e-06,0.3339222301392184,3.76,0.0,0.3311320665550068,0.9823744072462808,0.022278120486752966,0.0011810918781198867,0.0030021271596713866,0.06853527849157326,0.07342416070173166,2.9822241187207096e-09,0.099479565262689,2.088488407779672e-05,0.0002531989005920603,0.0019435680196427947,0.0019353105988888502,3.95464754932299e-05,0.0005594264366367923,0.013552405274445779,0.12144270802861236,0.0004336552510059254,0.000466938065366064,0.0007392545643578159,0.0024710305834389737,0.0006867772149996821,0.0003898808346598625,0.0009938390482306077,2.4070750130596935e-07,0.0003848549375866909,4.753853204040599e-09,0.00022709196486677877,0.00036991669826593517,0.00021509817576001504,2.18099701006157e-07,7.752959283125715e-08,0.0006454171829571766,0.000247117290426858,0.0006024155322212932,1.0078179848106379e-05,1.5339196729979044e-09,2.2593737299353286e-09,6.721839880434871e-05,5.892732459254065e-07,2.2342763324508003e-06,1.5358945308320411e-07,1.7376761304672415e-08,5.517989931744462e-06,2.3345593138816824e-08,6.102706710100682e-11,6.8927754759752104e-09,0.00016126054618086094,9.094050668526398e-08,2.3139950154315968e-08,7.302219044582504e-05,8.176184085521578e-10,3.0451089359811012e-12,6.236153198445093e-08,5.818140929629752e-05,4.435331186938775e-08,6.3244143080064194e-06,4.718915585320763e-09,1.7217748614626646e-08,1.8016524917136157e-05,7.65005565196172e-07,3.8753131564120145e-06,0.00015233445227150978,0.0007982545801706621,4.6766905255064e-06,1.4054605044961851e-11,7.145981292551514e-12,2.250591204721356e-07,2.2488407442953883e-06,6.615300412252987e-08
1.462708210017264e-06,0.3340649323280737,3.76,0.0,0.32880734780704163,0.9819928174012829,0.022739371418734076,0.001188122793472426,0.0030644570865725907,0.06861026187699167,0.07362206180833467,3.069118214872012e-09,0.10114053299885303,2.1533066174965002e-05,0.00025893388298424825,0.002004324310919711,0.001959013140161173,4.0662427545449204e-05,0.0005680769809571805,0.013781658527728497,0.12343036492120457,0.00044169360983518875,0.0004755663745035978,0.0007535033085074265,0.0025281913963458684,0.0007042898718187628,0.0004038762106573609,0.0010309158070629036,2.442413249935414e-07,0.00040270237866345883,4.927301782663839e-09,0.00023534420340271239,0.00038309988806199463,0.0002231032861873702,2.2762079000233596e-07,8.035220876979412e-08,0.0006671582273652417,0.0002568718138717593,0.0006217352433966832,1.054574880407195e-05,1.6113227888440908e-09,2.3062639666944274e-09,6.892306590023628e-05,6.170223767842125e-07,2.3180697588323963e-06,1.6012316499492577e-07,1.8318802619220316e-08,5.864105056191893e-06,2.5198025163453903e-08,6.368736719409916e-11,7.181386814342634e-09,0.00016646064731308766,9.819152903184834e-08,2.5079251187710988e-08,7.714499695955206e-05,8.643123941776748e-10,3.155923885799066e-12,6.637120868975196e-08,5.901232260843883e-05,4.7394346003673084e-08,6.648456763728515e-06,4.948039264932854e-09,1.8079544367890573e-08,1.832396030716854e-05,8.023723505953098e-07,4.136860957720397e-06,0.00014802786403770647,0.0008049009957656126,4.845684724852362e-06,1.4550526292039019e-11,7.398218182216454e-12,2.3279059943818543e-07,2.288505071214081e-06,6.967056680825605e-08
1.467553703775208e-06,0.33420906871104256,3.76,0.0,0.3264601551376352,0.9816036067535325,0.023208875592330126,0.0011952854681195934,0.0031277952563810644,0.06868219075350804,0.07381985739808729,3.1582905471880128e-09,0.10281872804554523,2.2199260426732576e-05,0.00026476875743092627,0.0020670361527455458,0.001982711147991313,4.180493574635909e-05,0.0005767765982436293,0.014013082335061808,0.12543636557777232,0.00044982780965564394,0.0004842779341633352,0.0007679403162582042,0.002586487036264055,0.0007222330990225943,0.00041828900591909575,0.0010691927515795057,2.477878927133964e-07,0.00042134438883543275,5.1061454733819015e-09,0.0002438561629904589,0.0003966723439972024,0.00023136753942277105,2.3753735690951752e-07,8.326268350485969e-08,0.0006896574113960112,0.0002669951252644157,0.0006416590931945078,1.1043494349190988e-05,1.6925282263950602e-09,2.353795444190393e-09,7.070216426995795e-05,6.465748398467245e-07,2.4046455583192617e-06,1.6691009015080655e-07,1.933136804754297e-08,6.2331219859958356e-06,2.7201099430094867e-08,6.645673674143117e-11,7.481052456271945e-09,0.00017184160944669035,1.0604338575397845e-07,2.7181033338248606e-08,8.148690246272617e-05,9.135377957538783e-10,3.270185277384395e-12,7.062625682894091e-08,5.984381857780806e-05,5.0676138904022496e-08,6.988625344945652e-06,5.187565302668388e-09,1.89826689683188e-08,1.863420465168772e-05,8.415683039507818e-07,4.415619790219077e-06,0.00014381324989221718,0.0008114521387962379,5.020861787885544e-06,1.5064096803308086e-11,7.659393694656678e-12,2.4078874079503265e-07,2.3286286157109543e-06,7.337388260777937e-08
1.472399197533152e-06,0.33435462750656514,3.76,0.0,0.32409072348489,0.9812066597330498,0.02368672015281226,0.0012025839675999122,0.003192140676020735,0.06875103192825632,0.0740175773664467,3.249756082278542e-09,0.10451395354736878,2.2883661357133142e-05,0.00027070342745636643,0.00213176211638513,0.002006394661456115,4.2974298895515853e-05,0.0005855216039019326,0.014246618797167845,0.1274603397459463,0.0004580560532936934,0.0004930701869492117,0.0007825659140696855,0.0026459326185285393,0.0007406149717031615,0.00043312640715685363,0.0011086976849109123,2.513454422036475e-07,0.00044081324085072453,5.2904968305499275e-09,0.000252633683528921,0.00041064062885444783,0.00023989698222375022,2.478642468448956e-07,8.626286906026278e-08,0.0007129362793963892,0.00027749924163689556,0.0006622020556383072,1.1573358223437364e-05,1.7777096097134125e-09,2.401959988420835e-09,7.255937578384013e-05,6.780695950542674e-07,2.4940797394024913e-06,1.7395772761697725e-07,2.0419892909674715e-08,6.626484757870507e-06,2.9366577352997892e-08,6.93390593618861e-11,7.792115295492943e-09,0.00017740976216408454,1.1454514883754621e-07,2.9458326506875513e-08,8.605831627450594e-05,9.654193369347196e-10,3.3879655827158584e-12,7.514055662642598e-08,6.067546897308836e-05,5.4217129911945e-08,7.345673657267265e-06,5.437892093759747e-09,1.992891383014217e-08,1.8947216376639096e-05,8.826742655375873e-07,4.712632750429886e-06,0.0001396923466610154,0.0008179067251086109,5.202427263759183e-06,1.5595881688485814e-11,7.929789812316094e-12,2.4906170171601904e-07,2.369206497410047e-06,7.727222482609784e-08
1.477244691291096e-06,0.3345015957069166,3.76,0.0,0.32169930906593086,0.9808018611431557,0.024172990080452927,0.0012100224367883568,0.0032574912414742537,0.06881675280814523,0.07421525306670627,3.3435267220922233e-09,0.10622599690969868,2.3586444650862372e-05,0.0002767376897605552,0.0021985621079702532,0.0020300535841290246,4.4170799834276724e-05,0.0005943081347051165,0.014482206019368499,0.12950189359672967,0.0004663763638756253,0.0005019404095598737,0.000797380410645938,0.0027065431288329066,0.0007594435148725846,0.0004483953854092956,0.0011494583693808492,2.549121384739269e-07,0.0004611422503072487,5.48046737773916e-09,0.0002616825986944962,0.00042501110024731375,0.0002486976560825542,2.586167375462466e-07,8.935460214473257e-08,0.0007370166782008211,0.0002883964357263503,0.0006833792299317797,1.2137395355649326e-05,1.8670471503058827e-09,2.450748391681305e-09,7.449854950524948e-05,7.116565113650709e-07,2.5864496418684357e-06,1.812736390095166e-07,2.159018701100625e-08,7.045717089998315e-06,3.170704528436076e-08,7.233830888188641e-11,8.114922697698554e-09,0.00018317163239937122,1.237496423427522e-07,3.1925112098578593e-08,9.087003715945416e-05,1.0200867975350665e-09,3.5093366604882008e-12,7.992866883078915e-08,6.15068360363841e-05,5.803700217640169e-08,7.720385746979366e-06,5.699427467372273e-09,2.092013005955998e-08,1.9262952952118356e-05,9.257737942785537e-07,5.028996558354277e-06,0.00013566673187557192,0.000824263656667543,5.390591169403861e-06,1.6146457187765366e-11,8.209693709430572e-12,2.5761777971458134e-07,2.4102332768707798e-06,8.137527565115726e-08
1.48209018504904e-06,0.33464995906473227,3.76,0.0,0.3192861897486622,0.9803890962925615,0.024667768019843803,0.0012176050991336638,0.0033238436862273652,0.06887932145042426,0.07441291733985914,3.439611096455586e-09,0.10795462958188447,2.4307765716435716e-05,0.00028287123045069577,0.002267497371582014,0.002053677696739661,4.539470433986385e-05,0.0006031321478329985,0.014719778039346012,0.1315606094294993,0.0004747865798236744,0.0005108857105426891,0.000812384100841794,0.0027683334050227684,0.0007787266870275622,0.0004641026702924162,0.0011915024775444117,2.584860739344503e-07,0.0004823657882558909,5.676167365580248e-09,0.00027100872664058504,0.0004397898868514305,0.0002577755866403955,2.6981054263454495e-07,9.25397002016418e-08,0.0007619207424596143,0.00029969923237611494,0.0007052058265312928,1.2737779199580588e-05,1.960727775148526e-09,2.5001503785037927e-09,7.652370730585291e-05,7.474971366330747e-07,2.6818339205164624e-06,1.8886543788430257e-07,2.2848454704862077e-08,7.492425588873262e-06,3.4235960538724313e-08,7.54585471640422e-11,8.449826046955131e-09,0.00018913394806224567,1.3371368623821894e-07,3.4596379847043965e-08,9.593325947664979e-05,1.0776751293939092e-09,3.6343696010999933e-12,8.500585787728593e-08,6.233747291472262e-05,6.215674604305795e-08,8.113576894004945e-06,5.972588451929434e-09,2.1958228732895275e-08,1.9581371039436193e-05,9.709531855364334e-07,5.365863392729365e-06,0.00013173782174601668,0.0008305220246367466,5.585567878486677e-06,1.671641030991489e-11,8.499397533430132e-12,2.6646540577562117e-07,2.4517029391017764e-06,8.569313978072836e-08
