Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594)
4.922466614434921e-18,0.32174972093904547,3.76,0.0,0.5312145923394621,0.9999999999999998,8.897071511371169e-38,3.6569927519157745e-15,3.4407366466425606e-28,2.762152584336466e-13,2.7621525843365326e-13,4.644508926924914e-29,1.7429516300637572e-27,1.742505492080602e-27,3.437940442981215e-37,3.0661055107706887e-37,2.296253804200884e-16,1.3518198952611677e-29,9.830712884448732e-17,3.396530000673899e-21,4.241887289924173e-25,1.3132164726707312e-16,4.945914510834517e-29,5.771958371299975e-29,4.805785635465922e-38,7.689841625272054e-22,1.8587588191454744e-43,1.822296951020418e-45,1.0758472806805801e-28,6.366802897771233e-41,3.728542301775877e-59,1.4659796831580502e-29,3.628893050620156e-42,8.95048346880886e-53,1.2688637752664082e-48,8.969559816290812e-65,5.046430162844288e-16,2.711898968089486e-28,5.046430162806152e-16,5.71895461411453e-32,2.5015599925332213e-54,3.089920380738569e-31,2.047382616177321e-17,5.719050957844967e-42,2.0644786895116838e-57,1.202118305822522e-29,4.487112318956549e-41,5.511139538947434e-50,1.6895826352619838e-44,1.3335875622133957e-56,1.6152458876225052e-51,3.5644231326887544e-37,2.2178333062831454e-54,1.56847498911019e-44,1.1768554314755318e-54,1.6369408425630027e-69,8.757628017281029e-69,1.019538280207411e-74,1.0483337672954585e-17,1.8458117900418526e-41,1.0751147659409885e-57,7.451129539391156e-46,7.67886577325642e-50,5.705539384148417e-29,2.047382614646902e-17,1.3074368104954002e-43,3.656992751911219e-15,5.564765018224971e-30,1.4768998421975025e-26,4.1759095867902176e-42,9.151963168616941e-41,8.59255444844366e-36,1.0483337668156666e-17,3.5863256369421352e-65
9.849209915763355e-18,0.3217497209390625,3.76,0.0,0.5312145923391812,0.9999999999999996,7.123067043550116e-37,7.31716273472593e-15,1.3771913590904905e-27,5.526704953713861e-13,5.526704953714129e-13,1.8590139304190876e-28,6.976348967931783e-27,6.97456306782784e-27,2.752442768923994e-36,2.4547487292371596e-36,4.594502616074451e-16,5.410802525378986e-29,1.9669966746823176e-16,6.796862288345897e-21,1.697860381035126e-24,2.6275738764520186e-16,1.9796547480305389e-28,2.3102875709489763e-28,3.847550631404842e-37,1.5386364503944612e-21,1.4881381515529382e-42,1.458945605774131e-44,4.306192845087713e-28,5.097313598468696e-40,5.970525635127089e-58,5.86773917545669e-29,2.9058827562738486e-41,1.4335404471655184e-51,1.0158625420247806e-47,2.8732892672285527e-63,1.0097244713299494e-15,1.0854663285007358e-27,1.009724471314685e-15,2.289072263781284e-31,4.005755221718363e-53,1.2367733996028624e-30,4.096544018399696e-17,4.5798791131362527e-41,3.3058560327069163e-56,4.811606030386763e-29,3.592444571792327e-40,8.82507338353934e-49,1.3530364439711021e-43,1.09589330928244e-55,1.293178867705788e-50,2.8537066186841487e-36,3.552387666190493e-53,1.2560520802876837e-43,1.884888137626605e-53,5.243728310442475e-68,2.805399481115872e-67,3.26595983521356e-73,2.097578336705224e-17,1.4778437418847727e-40,1.7215848497883297e-56,5.96694696621278e-45,6.147762691348331e-49,2.283702659701264e-28,4.0965440122740315e-17,1.0470098523551257e-42,7.317162734707697e-15,2.2273562269407403e-29,5.911448273252119e-26,3.3432668435747114e-41,7.327135282011523e-40,6.879268112041782e-35,2.0975783347848052e-17,1.1490410513581483e-63
1.9702696518420227e-17,0.3217497209390967,3.76,0.0,0.5312145923386195,0.9999999999999991,5.700618534883873e-36,1.4637502700365842e-14,5.5105594599077086e-27,1.1055809692462843e-12,1.1055809692463915e-12,7.4384769248921155e-28,2.791448446466014e-26,2.7907337053500993e-26,2.2027907379518937e-35,1.9645450271717687e-35,9.19100023989213e-16,2.165025799830178e-28,3.9348474348255394e-16,1.3600082018880816e-20,6.79365306836482e-24,5.256288671591076e-16,7.921197621256516e-28,9.24415962605541e-28,3.079209853709006e-36,3.077941099411643e-21,1.1909631524754234e-41,1.1675999046152725e-43,1.7230380323723188e-27,4.079400042867531e-39,9.556729360154652e-57,2.347859970210851e-28,2.3258140611448507e-40,2.294835842165011e-50,8.129987722881859e-47,9.199376718666004e-62,2.0198873814150775e-15,4.343279199348797e-27,2.0198873813539995e-15,9.159270834264553e-31,6.411816898566664e-52,4.9487044968738966e-30,8.194866823161734e-17,3.6657595354919954e-40,5.291523576618423e-55,1.9252691499655144e-28,2.8750580062509287e-39,1.412592036545584e-47,1.0829775861268728e-42,9.22204669227681e-55,1.0349361479669138e-49,2.283833860203102e-35,5.686905523693063e-52,1.0053507482779347e-42,3.0173574376182547e-52,1.6788764066614725e-66,8.982014687026502e-66,1.0456578328125272e-71,4.1960674741330245e-17,1.1827529264634606e-39,2.755658385021596e-55,4.775976331733656e-44,4.920080174052982e-48,9.137785295799646e-28,8.194866798651098e-17,8.3803228204602e-42,1.4637502700292882e-14,8.9123261738705e-29,2.365349305008885e-25,2.6756296296745868e-40,5.863935030313045e-39,5.505505099322392e-34,4.196067466448849e-17,3.679199987776141e-62
3.9409669723733965e-17,0.32174972093916493,3.76,0.0,0.5312145923374959,0.9999999999999982,4.561361038479161e-35,2.927818263172407e-14,2.2045827290479208e-26,2.211401916993757e-12,2.2114019169941865e-12,2.9758749147985656e-27,1.1167612650195348e-25,1.1164752032526281e-25,1.762567270097752e-34,1.5719344976614734e-34,1.838399548780969e-15,8.661512979551002e-28,7.870548905785318e-16,2.721674210059554e-20,2.717903586394599e-23,1.0513718212175116e-15,3.168994853446621e-27,3.6982658366277806e-27,2.463835721646522e-35,6.1565506905774616e-21,9.529516118734372e-41,9.342573495741077e-43,6.893273998412316e-27,3.264139816074465e-38,1.5293878564589508e-55,9.392968648282125e-28,1.861094499356412e-39,3.672674513691541e-49,6.505225364538511e-46,2.9445769321136927e-60,4.040213201561679e-15,1.7375944970785518e-26,4.040213201317328e-15,3.664304849172296e-30,1.0260993931948368e-50,1.979803980230573e-29,1.6391512433954965e-16,2.933350306947248e-39,8.46816368189538e-54,7.702330236654344e-28,2.3004874207244589e-38,2.2606115933806915e-46,8.666015408872953e-42,8.101686984326954e-54,8.28106209919908e-49,1.8274161076520634e-34,9.1015177428653e-51,8.044842816129624e-42,4.8290013884477826e-51,5.373818290429955e-65,2.875002676474619e-64,3.3469888757920397e-70,8.393045743421707e-17,9.463935529403918e-39,4.409955217698768e-54,3.821749194822088e-43,3.936814216548822e-47,3.655709132386141e-27,1.639151233589646e-16,6.705956772228903e-41,2.9278182631432164e-14,3.565510805590961e-28,9.462937394297919e-25,2.1409103338813104e-39,4.692038862923399e-38,4.405240333606242e-33,8.393045712680003e-17,1.1777071089489529e-60
7.882361613436145e-17,0.3217497209393015,3.76,0.0,0.5312145923352488,0.9999999999999963,3.649435456808484e-34,5.855954249475415e-14,8.819049571599474e-26,4.42304381247941e-12,4.4230438124811266e-12,1.190446669953109e-26,4.467409568308249e-25,4.466264277800556e-25,1.4101877008345457e-33,1.2576669926689619e-33,3.676998598477361e-15,3.4648871680028935e-27,1.5741951650398218e-15,5.449094474565407e-20,1.0872499024235302e-22,2.102857709456692e-15,1.2677011142336058e-26,1.4794267660784535e-26,1.9712557316324486e-34,1.2313771045441105e-20,7.624337310998917e-40,7.474768895586742e-42,2.7575339254819284e-26,2.611559765994019e-37,2.447269572437927e-54,3.757493194274101e-27,1.4890529244976734e-38,5.877029072563031e-48,5.2046743671144816e-45,9.423888455029143e-59,8.08086484176027e-15,6.950943663168243e-26,8.08086484078278e-15,1.4658413110074688e-29,1.6419258538793147e-49,7.919859976903014e-29,3.2784803660618026e-16,2.3469773519801056e-38,1.355045047955452e-52,3.0811828259606146e-27,1.840566332131051e-37,3.617350007473714e-45,6.933691058646648e-41,7.638312157485574e-53,6.625479495577763e-48,1.462074939537424e-33,1.4564403779024264e-49,6.436689078488003e-41,7.727385987348315e-50,1.7198481003592822e-63,9.201221092750521e-63,1.0711794397687225e-68,1.6787002259731398e-16,7.571913296322273e-38,7.056661007815347e-53,3.057787278327593e-42,3.149754490815562e-46,1.4624026625754753e-26,3.2784803268352095e-16,5.365445708033687e-40,5.855954249358642e-14,1.4263203978395819e-27,3.785482985280827e-24,1.712891066700491e-38,3.753987346160577e-37,3.5245265347576266e-32,1.6787002136754572e-16,3.769243833645789e-59
1.5765150895561643e-16,0.32174972093957455,3.76,0.0,0.5312145923307547,0.9999999999999927,2.9196871909130007e-33,1.1712226222206878e-13,3.5277641361350866e-25,8.84632760341355e-12,8.846327603420411e-12,4.7619790401094706e-26,1.787037299137189e-24,1.7865784040115746e-24,1.128203715126015e-32,1.0061813407658488e-32,7.354196698321664e-15,1.3860112644905963e-26,3.148475635039744e-15,1.092028799546836e-19,4.349176469766061e-22,4.205829406424544e-15,5.071010846146002e-26,5.917948140641491e-26,1.5770794491919935e-33,2.462821644534593e-20,6.099759597114817e-39,5.980099682679569e-41,1.1030583860954441e-25,2.0893469416433495e-36,3.915830670827406e-53,1.50305839463746e-26,1.1913132797511448e-37,9.40384648121628e-47,4.163937051569138e-44,3.0158430044423806e-57,1.6162168121778997e-14,2.780490604180592e-25,1.6162168117868875e-14,5.863604473203399e-29,2.627214362067117e-48,3.168072524243403e-28,6.55713861342506e-16,1.8777007293740337e-37,2.1681856184544097e-51,1.232523267296748e-26,1.4725235802141092e-36,5.788057016490154e-44,5.547305539283768e-40,7.961182472131896e-52,5.30063646892823e-47,1.1697206652270384e-32,2.3304626423703665e-48,5.149677203551491e-40,1.2364604769684153e-48,5.503875991494131e-62,2.9445845028226293e-61,3.4280130634305065e-67,3.3574915203280067e-16,6.057836508994708e-37,1.1291279387739541e-51,2.446385998603458e-41,2.519929733615452e-45,5.84984866467991e-26,6.557138456512304e-16,4.292629980687604e-39,1.1712226221739772e-13,5.705513751859531e-27,1.5142547784352223e-23,1.3703781849394247e-37,3.0033321985190005e-36,2.8197545108521536e-31,3.357491471135276e-16,1.2062510073949333e-57
3.1530729459812633e-16,0.3217497209401206,3.76,0.0,0.5312145923217665,0.9999999999999853,2.3358055526431364e-32,2.342477016817159e-13,1.4111349735063783e-24,1.7692895185133138e-11,1.7692895185160593e-11,1.9048292450583893e-25,7.14830068339589e-24,7.146458983177187e-24,9.025843907688925e-32,8.049641497970871e-32,1.4708592899816336e-14,5.544157854908584e-26,6.297036259348992e-15,2.19280869987562e-19,1.739705894982558e-21,8.411772482318237e-15,2.028445645959258e-25,2.367227636298843e-25,1.261693502765989e-32,4.925712600626181e-20,4.879923526397773e-38,4.784194393981255e-40,4.412322770434721e-25,1.6715171391886667e-35,6.265489012896659e-52,6.012355556646824e-26,9.530790101808151e-37,1.5046634495938008e-45,3.3312285339207778e-43,9.6510150351453e-56,3.232477468030261e-14,1.1122188697890563e-24,3.232477466466182e-14,2.345490018366638e-28,4.203647868030691e-47,1.2672544910098336e-27,1.3114455116274148e-15,1.5022081208126654e-36,3.4691956585277303e-50,4.9301932557341994e-26,1.1780469947307852e-35,9.261128259722934e-43,4.437987397964218e-39,9.329553634813857e-51,4.2406118188810055e-46,9.358070410334744e-32,3.7288666472331554e-47,4.119872128135572e-39,1.9783997797286667e-47,1.7612982810754027e-60,9.422978724492871e-60,1.0970088243147548e-65,6.715074073409461e-16,4.846391408810913e-36,1.8066658412808978e-50,1.9571728671523578e-40,2.0160020646537956e-44,2.3399870589237328e-25,1.3114454488610364e-15,3.4342154040927054e-38,2.3424770166303124e-13,2.2822519344936647e-26,6.057142097514378e-23,1.0963290145041854e-36,2.402722387609878e-35,2.255856233326917e-30,6.715073876634538e-16,3.8601519897883733e-56
6.306188658831461e-16,0.32174972094121285,3.76,0.0,0.5312145923037901,0.9999999999999707,1.868667191568825e-31,4.684985806210819e-13,5.644602188978253e-24,3.5386030347977574e-11,3.5386030348087395e-11,7.619385489087982e-25,2.859354203490317e-23,2.8586126499637476e-23,7.220760742969905e-31,6.439789156485566e-31,2.941738531002999e-14,2.2176857018409082e-25,1.2594156245205385e-14,4.420533280259524e-19,6.95889367016584e-21,1.682365736193779e-14,8.113865430963837e-25,9.469008617491681e-25,1.009366775030932e-31,9.851502017568691e-20,3.903985075272624e-37,3.827402684240338e-39,1.764946627663992e-24,1.3372294391528763e-34,1.0024911816413321e-50,2.404966412146922e-25,7.624745780229016e-36,2.4074999740057145e-44,2.6650141724699506e-42,3.0883752737504083e-54,6.464998779129455e-14,4.448920735243316e-24,6.464998772873074e-14,9.382059591695118e-28,6.725915665021945e-46,5.069067120381015e-27,2.622908815446262e-15,1.2017855066601943e-35,5.5508170551318e-49,1.9720972685309284e-25,9.424487265565012e-35,1.4817992996451482e-41,3.5504501223295024e-38,1.2200511580755356e-49,3.39253290044392e-45,7.486677929841265e-31,5.966287724150309e-46,3.2959498254393214e-38,3.1654901871258976e-46,5.63624743769193e-59,3.015401434511131e-58,3.510540793696418e-64,1.343023903705925e-15,3.877161767506005e-35,2.8907507245490697e-49,1.565766475011168e-39,1.6128374753333501e-43,9.360043337275185e-25,2.6229085643782046e-15,2.7474201725884696e-37,4.684985805463421e-13,9.129100612885036e-26,2.42288128632695e-22,8.770743315248577e-36,1.9222000797274442e-34,1.804704932802068e-29,1.3430238249951582e-15,1.2352724336402235e-54
1.2612420084531858e-15,0.3217497209433973,3.76,0.0,0.5312145922678373,0.9999999999999413,1.4949435398047954e-30,9.370003385801003e-13,2.2578562597016647e-23,7.077230067128753e-11,7.077230067172676e-11,3.0477624976041553e-24,1.143751373450307e-22,1.1434508577562453e-22,5.776642746935896e-30,5.151861145997501e-30,5.883497015935447e-14,8.870787929618843e-25,2.5188391165872054e-14,8.980641521001152e-19,2.7835710665392175e-20,3.364742203250717e-14,3.245562926995903e-24,3.787624110624936e-24,8.074982016531684e-31,1.9703110873025886e-19,3.1232064244888014e-36,3.061943110037738e-38,7.059818942755265e-24,1.0697896716702547e-33,1.6039967038505475e-49,9.619912376990802e-25,6.099842346549518e-35,3.8520308629090474e-43,2.1320235367456627e-41,9.882879531693769e-53,1.293004139890572e-13,1.7795773449155252e-23,1.2930041373880074e-13,3.752846187775469e-27,1.0761512849910901e-44,2.0276352340750294e-26,5.245835436080074e-15,9.614360010614303e-35,8.881470698431354e-48,7.888428436770796e-25,7.539632390187175e-34,2.370893310421406e-40,2.840389005993257e-37,1.733933953090829e-48,2.714047518299354e-44,5.9895902882655056e-30,9.546141074139603e-45,2.6367806713106284e-37,5.0648251327444654e-45,1.8036141747658744e-57,9.649354811622107e-57,1.1234173826245832e-62,2.6860568394306376e-15,3.1017484849390857e-34,4.625386155196132e-48,1.252628538362549e-38,1.2903043296587804e-42,3.744036287014241e-24,5.245834431802818e-15,2.1979605272619036e-36,9.370003382811404e-13,3.6516588254860535e-25,9.691572842946767e-22,7.016647662734973e-35,1.5377681602067402e-33,1.4437701583538983e-28,2.6860565245859982e-15,3.9529098233378873e-53
2.5224882935932654e-15,0.3217497209477662,3.76,0.0,0.5312145921959317,0.9999999999998824,1.1959598452089807e-29,1.874003854819283e-12,9.031479207614319e-23,1.4154484130839168e-10,1.4154484131014864e-10,1.2191023395789586e-23,4.575048125934522e-22,4.573814917842663e-22,4.6213277075842805e-29,4.121499944941076e-29,1.1767013997359203e-13,3.548324198158221e-24,5.0376840803039225e-14,1.8519494010927806e-18,1.113430810607012e-19,6.729493101897994e-14,1.2982286698157479e-23,1.5150546162503476e-23,6.460004619309508e-30,3.940644869050742e-19,2.4985722653027827e-35,2.449566224955661e-37,2.823931977907986e-23,8.558339121797593e-33,2.5664048535140348e-48,3.847972975867009e-24,4.879892554277646e-34,6.163274553987831e-42,1.7056231658048365e-40,3.1625327006686733e-51,2.586012662876978e-13,7.118327477822756e-23,2.5860126528666925e-13,1.5011449032315118e-26,1.7218409267162206e-43,8.110546145093385e-26,1.0491688729332174e-14,7.691518258280071e-34,1.421074051327452e-46,3.155378791250949e-24,6.031719830258521e-33,3.7934389483898906e-39,2.272330490272343e-36,2.5997678036273066e-47,2.171252605396125e-43,4.792026292644236e-29,1.527388979184516e-43,2.1094328000682582e-36,8.103754163506877e-44,5.771590147342973e-56,3.087800315772952e-55,3.595174995901892e-61,5.372122482859104e-15,2.4814057997382e-33,7.401139262276612e-47,1.0021155112562776e-37,1.0322892362781032e-41,1.4976182505977014e-23,1.0491684712213565e-14,1.7583865764401602e-35,1.87400385362344e-12,1.4606672504830034e-24,3.876637718950579e-21,5.613352983336754e-34,1.2302165323626572e-32,1.155015785311842e-27,5.37212122347758e-15,1.2649372037406348e-51
5.044980863873425e-15,0.321749720956504,3.76,0.0,0.5312145920521205,0.9999999999997647,9.567716394869641e-29,3.748010888582232e-12,3.612621237218931e-22,2.8308992254453697e-10,2.8308992255156485e-10,4.8763694810235244e-23,1.830046375176481e-21,1.829528177503444e-21,3.6970673284360805e-28,3.297202926865266e-28,2.3534048006442113e-13,1.4193314859990813e-23,1.0075365926085542e-13,3.9271740532944e-18,4.453725324744538e-19,1.3458986757336512e-13,5.192922861988625e-23,6.06023512313248e-23,5.168011105103342e-29,7.881360491396672e-19,1.998860310506031e-34,1.959663037687652e-36,1.1295720028261826e-22,6.846675623970708e-32,4.106260593073867e-47,1.5391897388595305e-23,3.9039221350880476e-33,9.861260863892898e-41,1.3644993982257346e-39,1.0120114102601494e-49,5.172029704974396e-13,2.8473346079524407e-22,5.172029664933208e-13,6.004608132322928e-26,2.754928732613513e-42,3.244210249378314e-25,2.0983395523774274e-14,6.1532264933459526e-33,2.2738316073346532e-45,1.2621526350072046e-23,4.8253764505983573e-32,6.069503980831846e-38,1.8178844618957003e-35,4.019985373955998e-46,1.7370176992302433e-42,3.8341704691767337e-28,2.443827332735523e-42,1.687549447035696e-35,1.2966037932316786e-42,1.8469133229832786e-54,9.880943312293696e-54,1.1506021034285276e-59,1.0744252857632376e-14,1.9851264579297729e-32,1.1843434885000999e-45,8.017079407380426e-37,8.259009535362841e-41,5.990480036884941e-23,2.0983379455284483e-14,1.4067299612788506e-34,3.748010883798855e-12,5.842676476229754e-24,1.5506560377151388e-20,4.4907181660287345e-33,9.841720525630527e-32,9.240079697846691e-27,1.0744247820101751e-14,4.047808585407535e-50
1.0089966004433743e-14,0.32174972097397947,3.76,0.0,0.531214591764498,0.9999999999995294,7.654216296654105e-28,7.496024961246463e-12,1.4450693820126137e-21,5.661800848645754e-10,5.66180084892687e-10,1.9505121711059458e-22,7.320388536888245e-21,7.318116434751298e-21,2.957655541050556e-27,2.6377612252978277e-27,4.706811620954909e-13,5.677329569243059e-23,2.0150697291158684e-13,8.74743798128103e-18,1.7814883978301097e-18,2.691794150087223e-13,2.0771717290557615e-22,2.424102752165634e-22,4.134411539478784e-28,1.5762984101268641e-18,1.5990886844963974e-33,1.5677430339548504e-35,4.518273086700942e-22,5.477335233242004e-31,6.570042332550491e-46,6.15675160046553e-23,3.123141938075773e-32,1.5778039248410166e-39,1.0915984744431079e-38,3.2384325606573765e-48,1.034406377366766e-12,1.1389345642957905e-21,1.0344063613502817e-12,2.4018614873243657e-25,4.4078218637709765e-41,1.297675057771779e-24,4.196680994441004e-14,4.9225856082236556e-32,3.638483898999002e-44,5.0486098586200026e-23,3.8602934256851737e-31,9.711188314589434e-37,1.4543353660715498e-34,6.320193787261947e-45,1.389636051487171e-41,3.068208631271718e-27,3.9101271937611257e-41,1.3500406832492254e-34,2.0745698859475866e-41,5.910133057146904e-53,3.1618807629607795e-52,3.682850453785023e-58,2.148850995884569e-14,1.5881003150747411e-31,1.8954609253190098e-44,6.41389300387539e-36,6.6083060713909e-40,2.396193071975098e-22,4.196674567045066e-14,1.1254137502572274e-33,7.496024942112942e-12,2.3370721123238146e-23,6.202619921369271e-20,3.592623785135569e-32,7.873340127300421e-31,7.391972775184476e-26,2.1488489808725375e-14,1.2953001683445908e-48
2.0179936285554377e-14,0.3217497210089305,3.76,0.0,0.5312145911892532,0.9999999999990586,6.123435313372088e-27,1.4992053127128258e-11,5.7804391120544355e-21,1.1323604088956442e-09,1.1323604090080905e-09,7.801756288704722e-22,2.928315050590744e-20,2.9272467620502537e-20,2.3661244855251853e-26,2.1102048464754255e-26,9.413625335552441e-13,2.27093256216522e-22,4.0301230716281903e-13,2.106720838544296e-17,7.12593293903398e-18,5.383572071924113e-13,8.308699665942327e-22,9.6964713845836e-22,3.3075298001805346e-27,3.1527001819978485e-18,1.2792702210086615e-32,1.2542131978216602e-34,1.80729557152176e-21,4.381854885811345e-30,1.051213642759446e-44,2.462692407637295e-22,2.4985168317907704e-31,2.524489502546729e-38,8.732761373221e-38,1.0362942890189388e-46,2.06881318490479e-12,4.55573968141114e-21,2.0688131208388394e-12,9.607582662182482e-25,7.052301436483312e-40,5.190622946576926e-24,8.393364211268791e-14,3.9380697061652317e-31,5.822697944483303e-43,2.0194414724328396e-22,3.0882188957631633e-30,1.5537824826490847e-35,1.1635110410984882e-33,1.0022666753402518e-43,1.1117426337018698e-40,2.4559597321062389e-26,6.256204642479827e-40,1.0800327453711824e-33,3.3193190792837686e-40,1.8912463338908132e-51,1.011786779286245e-50,1.1791015145331122e-56,4.297700956795061e-14,1.2704773859228878e-30,3.0343701637851366e-43,5.131473952665741e-35,5.288396841506837e-39,9.584771604917064e-22,8.393338501709366e-14,9.003773144370556e-33,1.499205305059415e-11,9.348291708759224e-23,2.4810422188550347e-19,2.8741746327395834e-31,6.298607025467794e-30,5.913426072799026e-25,4.297692896756383e-14,4.144962094219851e-47
4.0359876847795645e-14,0.32174972107883254,3.76,0.0,0.5312145900387634,0.9999999999981173,4.8988451664213815e-26,2.998410954110518e-11,2.312303808520165e-20,2.2647210545217493e-09,2.264721054971532e-09,3.1204671356894295e-21,1.1714531692251355e-19,1.1708982970120203e-19,1.892898619675586e-25,1.6881563240575392e-25,1.8827253060649364e-12,9.083731792943634e-22,8.060178035393474e-13,5.642359181910957e-17,2.850355294797215e-17,1.0767075808646998e-12,3.3234884804510005e-21,3.878635004790319e-21,2.6460232778485474e-26,6.305812755910627e-18,1.0234144448186765e-31,1.0034000331129169e-33,7.229069535578956e-21,3.5054606775137387e-29,1.6819628079447859e-43,9.850699073743677e-22,1.9988173208554543e-30,4.0391904970469465e-37,6.986162936904387e-37,3.316112728783171e-45,4.137626775178325e-12,1.8222961430084515e-20,4.137626518914531e-12,3.843140602683566e-24,1.1282992283376923e-38,2.0761863635818602e-23,1.6786731975726868e-13,3.1504553794368146e-30,9.319907007127399e-42,8.077742269925789e-22,2.4705483776150302e-29,2.4860260038048202e-34,9.308765386921511e-33,1.5963855954976655e-42,8.894476851542279e-40,1.9669950478237864e-25,1.0009923096672941e-38,8.640258734434334e-33,5.310929802828477e-39,6.0520076393405875e-50,3.2376187823276147e-49,3.776893931995417e-55,8.595395041296348e-14,1.0163767213143564e-29,4.860213937176493e-42,4.105751384882619e-34,4.2335194335483883e-38,3.8339062674323265e-21,1.6786629137732826e-13,7.203754195278635e-32,2.9984109234968715e-11,3.739317508079226e-22,9.92411814593393e-19,2.2994593901303513e-30,5.038778697675148e-29,4.730494807659359e-24,8.595362801232589e-14,1.3263876830817066e-45
8.071975797227818e-14,0.32174972121863665,3.76,0.0,0.5312145877377837,0.9999999999962346,3.91923010571403e-25,5.996822269791229e-11,9.250238322175593e-20,4.529442336029826e-09,4.529442337828948e-09,1.2479982927358354e-20,4.686828732536405e-19,4.6835888089333985e-19,1.5143169245315646e-24,1.3505125987330949e-24,3.765450969442924e-12,3.633493086309608e-21,1.6120081083885327e-12,1.7000270867647285e-16,1.1401275417278167e-16,2.1533874858530133e-12,1.3294019649745641e-20,1.55149079224021e-20,2.1168171336672175e-25,1.2613280668904048e-17,8.18728557882236e-31,8.027669629021575e-33,2.8915369275180885e-20,2.8043305929831716e-28,2.691206821802388e-42,3.94022224593651e-21,1.5990594673717387e-29,6.46272571660071e-36,5.588854938066364e-36,1.0611371063590273e-43,8.27525385651534e-12,7.289184997708712e-20,8.27525283146049e-12,1.5373419047558744e-23,1.8050574587894827e-37,8.304240995759846e-23,3.357347282785288e-13,2.5203627520338376e-29,1.4923335632368023e-40,3.231077241937983e-21,1.9763953657465588e-28,3.9775573123095945e-33,7.44809280910633e-32,2.5482014540310017e-41,7.116436918944045e-39,1.5771586789027716e-24,1.6015856730431407e-37,6.912199258351889e-32,8.497546197246455e-38,1.9366540953174376e-48,1.0359743134728552e-47,1.2110178440792415e-53,1.7190759861092008e-13,8.130928366525774e-29,7.793049214809653e-41,3.2855154081507726e-33,3.3913013820095863e-37,1.533560241720852e-20,3.3573061477924137e-13,5.7641782888931895e-31,5.996822147336639e-11,1.4957273063620703e-21,3.969605728805071e-18,1.839758480721123e-29,4.030850769289381e-28,3.7840011670675793e-23,1.7190630901595324e-13,4.2444374728301716e-44
1.6143952022124325e-13,0.321749721498245,3.76,0.0,0.5312145831358246,0.9999999999924691,3.1356299966254205e-24,1.199364503269391e-10,3.7009133318772525e-19,9.05888486006945e-09,9.058884867265866e-09,4.99048472192611e-20,1.875544083204711e-18,1.8734317969610175e-18,1.2114502171993395e-23,1.0803899923577048e-23,7.53090276961619e-12,1.4533973565680898e-20,3.223905971270117e-12,5.686181787078275e-16,4.56039301845878e-16,4.306663929797215e-12,5.317659784135926e-20,6.206256742905028e-20,1.693451089204682e-24,2.5233240708384217e-17,6.549779619809995e-30,6.422885789881575e-32,1.156541928760165e-19,2.2434034466330302e-27,4.3061425046114927e-41,1.5760428057686872e-20,1.2792563274596362e-28,1.034042615939934e-34,4.470962676133821e-35,3.395516703441135e-42,1.6550507622349175e-11,2.9156739920479734e-19,1.6550503522132862e-11,6.15005219428764e-23,2.8873835550540697e-36,3.3212925025316277e-22,6.714697582494311e-13,2.0162873453468356e-28,2.39140830591552e-39,1.2924150101503012e-20,1.5810467360097356e-27,6.363821015822954e-32,5.960201839772379e-31,4.071597863885801e-40,5.694517981031466e-38,1.2674252594072328e-23,2.5625300960070457e-36,5.529746014600471e-31,1.3596258613313313e-36,6.197366471937697e-47,3.314709587549956e-46,3.890692247375536e-52,3.4381396104430686e-13,6.5046050886415785e-28,1.2522338174864866e-39,2.629874597153099e-32,2.7202297105495804e-36,6.1342221137001e-20,6.714533044180329e-13,4.613221610793673e-30,1.1993644542875595e-10,5.982910938537268e-21,1.587808879326629e-17,1.4721120847461744e-28,3.224404692796149e-27,3.0265692008040297e-22,3.4380880272572217e-13,1.3582176919126348e-42
