Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584),C3H3(6828),CHO2(178),C2H3F(124),C3H5(2350),S(2293),S(2934),C2H3F(191),S(5865),S(2726),S(9381),S(2727),S(5643),S(5886),S(2074),S(5582),S(10105)
2.0780110945131576e-17,0.6231140286451345,3.76,0.0,0.6582802955547103,0.9999999999999999,1.3270801847580895e-37,1.3231326427179786e-15,3.424851544332145e-28,3.2554907419286083e-13,3.2554907419286497e-13,1.357459942918644e-29,1.6310502086853567e-19,6.357195749309074e-28,2.7316996756449196e-37,3.2499238065736905e-37,1.3919053855375438e-16,9.935814436240641e-30,6.315435818791768e-17,2.027072158029731e-21,3.2108392760327e-25,7.603820680775222e-17,1.2330211474333884e-29,4.825773698744646e-29,3.1966364390450427e-38,5.719978414873035e-23,9.85929068362507e-34,1.956598804869046e-43,1.2557180661352932e-28,5.009591093236677e-41,5.320642301263345e-57,1.6485586169524894e-29,5.3760534904495745e-34,3.5565270821276296e-44,2.26936805927241e-49,5.561909549034732e-56,3.3913499261648107e-16,2.7763384346641482e-28,3.391349926129678e-16,2.3770146344470043e-32,8.773642355232175e-55,6.241103177422079e-32,4.739179947850281e-18,1.6647453367878195e-42,1.3309534861546874e-58,7.713332221321135e-30,1.6712066187621772e-41,5.380756748772869e-43,4.8838188078331155e-45,8.741102564451395e-58,1.5061430314472693e-52,3.778661619001436e-37,3.3403048019979145e-43,9.88200471824024e-44,4.775940967606885e-46,2.2813986627706844e-61,4.485779586658635e-60,1.2721262221197702e-66,2.2219403595247483e-18,5.443860020158046e-42,1.803203710559737e-58,5.249081702493146e-47,8.196126798411081e-51,1.582366138192153e-29,4.739179939990871e-18,4.5993631301316116e-43,1.3231326427138215e-15,1.433173896360549e-30,7.395256374922625e-27,1.9982390441690968e-42,5.342880285961426e-41,9.064771170974704e-36,2.221940356061796e-18,1.9526920232986847e-57,1.2514881804907235e-33,4.874930525377238e-58,8.226571886688607e-59,2.4948863688004764e-43,8.087253593026471e-62,1.2772836494317355e-56,4.3406418710026594e-29,6.2549963737197044e-49,1.3697059630491431e-43,4.6526182743661256e-63,2.3881058187541863e-56,2.1871535102208925e-55,2.3073605606755884e-69,2.4569492861457406e-50,1.6310501825939045e-19,2.1712177284211275e-63,4.9091594859762676e-61,1.0819741867740873e-54,1.4550104624423147e-32,1.2698019034540094e-58,2.3602509442405727e-57,1.1645589388826864e-59,4.004412812185158e-57,7.640682216226932e-59,5.4078288107640065e-59,2.7680286197323e-59,2.273886880434871e-55,2.3171868206423315e-56
4.1578275852856665e-17,0.6231140286451722,3.76,0.0,0.6582802955543827,0.9999999999999998,1.0624710765776174e-36,2.647414835958357e-15,1.3708331789908634e-27,6.513809885889745e-13,6.51380988588991e-13,5.433377196701094e-29,3.2635175023963775e-19,2.5445350320796183e-27,2.187020730107831e-36,2.6019151316670292e-36,2.7850200720604535e-16,3.9769151225165376e-29,1.2636358518765055e-16,4.0565410976026874e-21,1.285172476731982e-24,1.521424760368798e-16,4.9352979399057884e-29,1.931567119348475e-28,2.559252842462486e-37,1.1444927962602656e-22,3.946285642493716e-33,1.5664687263067507e-42,5.026144736023125e-28,4.0107189126189435e-40,8.519959849903498e-56,6.5985307217496e-29,2.151822450728125e-33,2.8473842043521633e-43,1.8168743168091585e-48,8.906301937148333e-55,6.785646290128475e-16,1.1112589085398485e-27,6.785646289987856e-16,9.514253311925539e-32,1.404925858169115e-53,2.4980677187513347e-31,9.48247734228064e-18,1.3331464359265097e-41,2.1312602528816908e-57,3.087343037662661e-29,1.33798932141695e-40,4.3089696156772276e-42,3.911016123838516e-44,7.518010086870785e-57,1.2058302335002503e-51,3.025228716572177e-36,2.6749529480668583e-42,7.913618431958238e-43,3.8236567545933576e-45,3.653210308123337e-60,7.183091814666656e-59,2.037059866617949e-65,4.445811161314828e-18,4.358593273219055e-41,2.88747909514149e-57,4.203523921480765e-46,6.561889317690743e-50,6.333588316544344e-29,9.482477310822516e-18,3.68322077668559e-42,2.647414835941718e-15,5.736430544576474e-30,2.9600298013189093e-26,1.5998063322112258e-41,4.277552888452639e-40,7.257328503121682e-35,4.445811147453996e-18,3.1279432261197396e-56,5.009214188069393e-33,7.808965785894053e-57,1.3177839567775724e-57,1.9979325220045168e-42,1.2954914322607392e-60,2.046032148557716e-55,1.7373879512816894e-28,5.0078006931730333e-48,1.096875607059413e-42,1.4906759490516684e-61,3.82541600784034e-55,3.5035181109874787e-54,7.392436895442888e-68,3.934319899133599e-49,3.2635173979625715e-19,3.478009863630964e-62,7.863798697270157e-60,1.7330390611313639e-53,5.823833637460429e-32,2.0340474270904187e-57,3.7807963148144436e-56,1.865462653544147e-58,6.41451674753247e-56,1.2239318553862486e-57,8.66259533384705e-58,4.433999966856489e-58,3.642453019035245e-54,3.711813487204164e-55
8.317460566830685e-17,0.6231140286452476,3.76,0.0,0.6582802955537275,0.9999999999999994,8.502997794453549e-36,5.295979222461444e-15,5.48511846241107e-27,1.3030448173805532e-12,1.3030448173806195e-12,2.1740584346324818e-28,6.528452128034469e-19,1.0181454533323792e-26,1.7502812631145053e-35,2.082322870218451e-35,5.57124944523305e-16,1.591284066229498e-28,2.5278203825937586e-16,8.117386729445358e-21,5.142363901228287e-24,3.043510135569222e-16,1.9747620317493729e-28,7.7287845155311625e-28,2.0481800822283222e-36,2.2894831739957346e-22,1.5790282554874879e-32,1.2536510413814806e-41,2.0111125606780528e-27,3.2097940569340104e-39,1.363748397140143e-54,2.640271776079483e-28,8.610092798086297e-33,2.2787727703629488e-42,1.4540516329733384e-47,1.4255883371728978e-53,1.3574239018004484e-15,4.446483115893345e-27,1.3574239017441819e-15,3.8069406898555774e-31,2.2487961972941674e-52,9.995524513645254e-31,1.896907213392054e-17,1.0670574790952589e-40,3.411406205478944e-56,1.2353393575129713e-28,1.0708012383719147e-39,3.4489225101905655e-41,3.1303982560445255e-43,6.848709763647743e-56,9.650306774704264e-51,2.4211053364806337e-35,2.1410465307190242e-41,6.334102173931447e-42,3.060087497323849e-44,5.847515645344529e-59,1.1497624658200334e-57,3.260623863578415e-64,8.893552761473538e-18,3.488277331633866e-40,4.6218590385502295e-56,3.364525035149785e-45,5.25151260165884e-49,2.534260313585554e-28,1.896907200804706e-17,2.9480694896289757e-41,5.295979222394866e-15,2.2953194226463633e-29,1.1843974757960462e-25,1.2803314108081272e-40,3.4233422819639795e-39,5.808068128502167e-34,8.893552706012153e-18,5.007620002217271e-55,2.004338150614997e-32,1.250161105092225e-55,2.109682684113393e-56,1.5991557660289811e-41,2.074071845991593e-59,3.2755553234328175e-54,6.951814849428587e-28,4.007762989370252e-47,8.77944984849285e-42,4.773106133854983e-60,6.124225360577264e-54,5.608889098932484e-53,2.3670020730334941e-66,6.297473639899885e-48,6.528451710163202e-19,5.568111965165748e-61,1.2589403825534843e-58,2.774367643035807e-52,2.3302919812180364e-31,3.2563686270811446e-56,6.052792242728968e-55,2.98647590166261e-57,1.0269195696579311e-54,1.9594298732523528e-56,1.3868212753404092e-56,7.098526187066689e-57,5.831314290916287e-53,5.942355386701099e-54
1.663672652992072e-16,0.623114028645398,3.76,0.0,0.6582802955524168,0.9999999999999989,6.803690322786633e-35,1.0593107995556938e-14,2.1944046772836014e-26,2.6063724749611158e-12,2.6063724749613807e-12,8.697648006522998e-28,1.3058321532174948e-18,4.0732447855448337e-26,1.4004909374578738e-34,1.666174657435399e-34,1.1143708192085345e-15,6.366172447189619e-28,5.056189406918643e-16,1.624670900380572e-20,2.057280394818758e-23,6.087680848441564e-16,7.900334042498625e-28,3.092017118805392e-27,1.6388552544654962e-35,4.57946580223291e-22,6.317140991212247e-32,1.0031112721417832e-40,8.045759645335024e-27,2.568322905460308e-38,2.1824413102613107e-53,1.0562806257641734e-27,3.4445978681296794e-32,1.8233644874656874e-41,1.1634622185870881e-46,2.2814054938264893e-52,2.7151424473551207e-15,1.7788827839292637e-26,2.7151424471300184e-15,1.5230242300039046e-30,3.5988056467118425e-51,3.99886047869688e-30,3.794226172831707e-17,8.538621679133378e-40,5.459366425979001e-55,4.942161813884904e-28,8.56804929977453e-39,2.759837350453249e-40,2.5049531451041554e-42,6.811487867137954e-55,7.721711866744522e-50,1.9372568157573426e-34,1.7132709995384287e-40,5.068565021709563e-41,2.448534942227545e-43,9.357928853613874e-58,1.8399942081139603e-56,5.218064384438109e-63,1.7789035948105147e-17,2.791183060813838e-39,7.39651769599175e-55,2.6923051808711714e-44,4.2020189404094954e-48,1.0138691456636857e-27,3.794226122474119e-17,2.359052932918974e-40,1.0593107995290585e-14,9.18277231391592e-29,4.738361084751402e-25,1.0244598657689409e-39,2.739193847822969e-38,4.647336432469061e-33,1.7789035726223497e-17,8.014521895248046e-54,8.01865770926614e-32,2.0008390547670465e-54,3.376480373990987e-55,1.2796485626414715e-40,3.3197359652210196e-58,5.242412096186175e-53,2.7811786081248596e-27,3.2068200501097733e-46,7.025337468204279e-41,1.5278650129544993e-58,9.801609493632532e-53,8.976831477865041e-52,7.57668287536544e-65,1.0078006785374254e-46,1.3058319860417678e-18,8.911760506432069e-60,2.014892892869314e-57,4.4401926804593305e-51,9.322684813986864e-31,5.2117044898937576e-55,9.687282993340185e-54,4.779749903369717e-56,1.6435489773789133e-53,3.1359992127927013e-55,2.2195589251935476e-55,1.136094460330413e-55,9.332815424137893e-52,9.510532202449117e-53
3.3275258456100794e-16,0.6231140286456995,3.76,0.0,0.6582802955497957,0.9999999999999978,5.443469369845998e-34,2.118736554210521e-14,8.778334081894302e-26,5.213027790111859e-12,5.21302779011292e-12,3.4793412399309124e-27,2.611806095191389e-18,1.6294305155303537e-25,1.1204991297711424e-33,1.3330662643025173e-33,2.228862568781835e-15,2.546676230278387e-27,1.0112927307129936e-15,3.2535877594330433e-20,8.229791197806231e-23,1.2176022124072216e-15,3.1603908350318954e-27,1.2369075438347866e-26,1.3112086905637317e-34,9.159438549836666e-22,2.527061865646434e-31,8.025651601935729e-40,3.218565664157332e-26,2.0548533851336565e-37,3.4922609436891846e-52,4.225466305156143e-27,1.3779513610191004e-31,1.458830168349884e-40,9.30858138303763e-46,3.6506202138427365e-51,5.430579538382347e-15,7.116110251978652e-26,5.430579537481867e-15,6.092593229334086e-30,5.758673497840866e-50,1.599674217640248e-29,7.588864096157706e-17,6.831762182723083e-39,8.735893604935083e-54,1.9770256012671937e-27,6.855095132903404e-38,2.208150362791024e-39,2.0042167513407948e-41,7.580276410233851e-54,6.1779564084662775e-49,1.5499601232486985e-33,1.3707903310148798e-39,4.0553653896328056e-40,1.9590139635037034e-42,1.4974209491145422e-56,2.944290017688643e-55,8.349767207864993e-62,3.558000226662514e-17,2.2331709300919418e-38,1.1835755435506318e-53,2.15412244246952e-43,3.36195189743731e-47,4.055806641266646e-27,7.588863894710965e-17,1.8874813888791855e-39,2.1187365541039713e-14,3.6734078721703506e-28,1.8954986501424206e-24,8.196460478443748e-39,2.1915629856031433e-37,3.7182213326925056e-32,3.558000137902632e-17,1.2825100711488671e-52,3.2077240997634347e-31,3.2018070576603825e-53,5.403175431678187e-54,1.0238483999974053e-39,5.313169686941199e-57,8.389078323845101e-52,1.1125619793811357e-26,2.565700816871515e-45,5.620979750413953e-40,4.8899217414804474e-57,1.5684855289126868e-51,1.4365017739496104e-50,2.4249026647975578e-63,1.6126447060311096e-45,2.611805426433978e-18,1.426150165428704e-58,3.2243057817891524e-56,7.105271962567809e-50,3.729377021443514e-30,8.3399391169734e-54,1.550190539124933e-52,7.648709134878585e-55,2.6300605508985437e-52,5.018327971079304e-54,3.5518098111681596e-54,1.8180155978442066e-54,1.493467540692763e-50,1.5219061577489274e-51
6.655232230846094e-16,0.623114028646302,3.76,0.0,0.6582802955445535,0.9999999999999956,4.3549827059956714e-33,4.2375880636630916e-14,3.511477302195353e-25,1.0426338420371828e-11,1.0426338420376072e-11,1.391792236301037e-26,5.223754223723007e-18,6.517987253599079e-25,8.964418542583322e-33,1.0665035980155285e-32,4.4578460687398006e-15,1.0187119440191864e-26,2.022640251379866e-15,6.523631093542708e-20,3.2920503293435196e-22,2.4352704074877436e-15,1.2642077927440683e-26,4.9478317881384105e-26,1.0490167470589163e-33,1.8319414010077546e-21,1.0108657300864974e-30,6.420825207362034e-39,1.2874785542096728e-25,1.6439606981167015e-36,5.587900455437648e-51,1.690255242488411e-26,5.5120303276164784e-31,1.167119657168617e-39,7.44721840480645e-45,5.841289672306191e-50,1.0861453720108335e-14,2.84655992806965e-25,1.0861453716506264e-14,2.4371368498372584e-29,9.214342013071011e-49,6.398955990099297e-29,1.5178139960596476e-16,5.465755695518187e-38,1.3978200518402985e-52,7.908424067865142e-27,5.484338182581284e-37,1.766633628240203e-38,1.6034757224514032e-40,9.473578314877851e-53,4.942600343128343e-48,1.240038988063629e-32,1.0967016819445847e-38,3.2444976676513216e-39,1.56728559803468e-41,2.3959954173817916e-55,4.7111029498393983e-54,1.3360354528302133e-60,7.116193468469224e-17,1.7866265071878783e-37,1.8938566084514554e-52,1.7234160051516142e-42,2.6897172907089935e-46,1.622388666297996e-26,1.517813915477674e-16,1.5100808569746923e-38,4.237588063236874e-14,1.4694229408371249e-27,7.582302795584968e-24,6.557485053374039e-38,1.7533333578131607e-36,2.97471695180744e-31,7.116193113415258e-17,2.0521658477347865e-51,1.2831418258604116e-30,5.123261265280355e-52,8.645778180507578e-53,8.191304697301679e-39,8.504313925502835e-56,1.342350027744872e-50,4.450428964337045e-26,2.0526599891224094e-44,4.4970655731936094e-39,1.5648954843782469e-55,2.5097594587870344e-50,2.298569809147007e-49,7.760270455055096e-62,2.580361419737614e-44,5.22375154858388e-18,2.2822020785355988e-57,5.159291650332187e-55,1.1369206055006691e-48,1.4918111870387103e-29,1.3344872166365207e-52,2.4804850563860545e-51,1.2238816804643202e-53,4.2084026297720705e-51,8.029908117848651e-53,5.683306679914937e-53,2.909037188439516e-53,2.389721841888581e-49,2.435226294974896e-50
1.3310645001318123e-15,0.6231140286475073,3.76,0.0,0.658280295534069,0.9999999999999911,3.484069618141323e-32,8.475291083139891e-14,1.404620127112991e-24,2.085295968072568e-11,2.085295968074266e-11,5.567275074672479e-26,1.0447651459126644e-17,2.607247924207219e-24,7.171704980324383e-32,8.532230632271618e-32,8.915813071901197e-15,4.074930682579753e-26,4.0453350552120976e-15,1.3112556220045904e-19,1.316846839654825e-21,4.870606557466379e-15,5.0569341966162654e-26,1.9791732089365653e-25,8.392333114650018e-33,3.663948479481866e-21,4.0435439977156454e-30,5.136780682853176e-38,5.150018199611949e-25,1.3151996937877367e-35,8.940864052241512e-50,6.761158073712407e-26,2.2048574669693812e-30,9.337180764081816e-39,5.957915768185431e-44,9.346301899762897e-49,2.1723202082246432e-14,1.1386471370173592e-24,2.1723202067837856e-14,9.748748860759527e-29,1.4743308579723025e-47,2.5596334672306106e-28,3.035669176062111e-16,4.372742928304085e-37,2.2365880959596948e-51,3.1634338807809446e-26,4.3875750353051066e-36,1.4133540602963363e-37,1.2828225014807595e-39,1.3033674978907695e-51,3.9541750640308197e-47,9.920739757454254e-32,8.773891138032852e-38,2.595680270212508e-38,1.2538582811063054e-40,3.83369027045056e-54,7.53795419524163e-53,2.1377262776133737e-59,1.4232579864493483e-16,1.4293370569281683e-36,3.0303737685845113e-51,1.3787907865745817e-41,2.151869851949763e-45,6.489686652872887e-26,3.035668853727672e-16,1.2081031819263796e-37,8.475291081434986e-14,5.877811353569856e-27,3.0329825595727405e-23,5.246121167190531e-37,1.4026995579877508e-35,2.3798279226970703e-30,1.423257844424881e-16,3.283586643924542e-50,5.13267152428791e-30,8.197508531913203e-51,1.383396941082206e-51,6.553249588922045e-38,1.361579595839003e-54,2.147837949440402e-49,1.7802077702240191e-25,1.6421699981226363e-43,3.597761723418913e-38,5.00785791594002e-54,4.015761836928855e-49,3.6778451716741e-48,2.483379174961365e-60,4.12867894088793e-43,1.0447640758347365e-17,3.6522832229432593e-56,8.255254642477352e-54,1.8191346188855817e-47,5.9673635642818e-29,2.1352571011841805e-51,3.9689201579497535e-50,1.958279565782791e-52,6.733688731904581e-50,1.2848319480901941e-51,9.093614762371244e-52,4.654631359625622e-52,3.8236943078826954e-48,3.896502027983027e-49
2.662147054226218e-15,0.6231140286499177,3.76,0.0,0.6582802955130999,0.9999999999999822,2.7872899836347564e-31,1.6950697124380123e-13,5.6185426961384135e-24,4.170620220076905e-11,4.1706202200836973e-11,2.2269269734178987e-25,2.089544984333617e-17,1.0429097611530282e-23,5.737431947585949e-31,6.825864440470541e-31,1.7831747091205838e-14,1.6299888554492508e-25,8.090723712870768e-15,2.6485760260307734e-19,5.2674402741013234e-21,9.741277896694218e-15,2.0227943690339003e-25,7.916775187061222e-25,6.71394607513953e-32,7.328010585434528e-21,1.6174331013069577e-29,4.109471063132861e-37,2.060027599637748e-24,1.0521721108456455e-34,1.43055514173605e-48,2.7044903788481014e-25,8.819523407856008e-30,7.469836272521594e-38,4.766388586981307e-43,1.4954275549980776e-47,4.344669880126713e-14,4.554634879432495e-24,4.3446698743632223e-14,3.899541710276863e-28,2.3589550223879146e-46,1.0238629983088187e-27,6.071379564525871e-16,3.498249672932202e-36,3.5786476884979064e-50,1.265386339097822e-25,3.5101012739782383e-35,1.1307050254065112e-36,1.0262763608063558e-38,1.915455388426414e-50,3.1633790883262605e-46,7.936993809775695e-31,7.019223993865618e-37,2.0765770570382372e-37,1.0030985957017301e-39,6.133982773853583e-53,1.2060872958537862e-51,3.4204541408827396e-58,2.846535230618537e-16,1.1434838981193904e-35,4.849063311990507e-50,1.1030730395407958e-40,1.7215882247507398e-44,2.5959010315185765e-25,6.071378275175106e-16,9.664982592428135e-37,1.6950697117560437e-13,2.3511484630087287e-26,1.2132051531964792e-22,4.196960508871824e-36,1.1221722882487357e-34,1.9038815317369745e-29,2.8465346625149535e-16,5.253840448017055e-49,2.0530893317320952e-29,1.3116228515886993e-49,2.213546271369862e-50,5.242680126152949e-37,2.1812547566694234e-53,3.436602740773376e-48,7.120903246374704e-25,1.3137564358962381e-42,2.8782475689902667e-37,1.6025450011230062e-52,6.425338245769125e-48,5.884658722196973e-47,7.94695847772691e-59,6.60595645489757e-42,2.0895407039743165e-17,5.845766486971474e-55,1.3208929272853938e-52,2.9106646301915755e-46,2.3869676347904834e-28,3.416473358986337e-50,6.350387211024399e-49,3.1332969649353374e-51,1.0774097324341386e-48,2.0557683673149942e-50,1.4550027765945486e-50,7.447554274865792e-51,6.118023451570919e-47,6.234511359651331e-48
5.324312162415029e-15,0.6231140286547387,3.76,0.0,0.6582802954711616,0.9999999999999644,2.2298471543917223e-30,3.3901509216007127e-13,2.2474325358088586e-23,8.341268723819841e-11,8.341268723847011e-11,8.907707520886803e-25,4.179106226568954e-17,4.171660122224364e-23,4.589972589843916e-30,5.460722237354909e-30,3.566361518174248e-14,6.5199885945325675e-25,1.6181497228167006e-14,5.401358312281296e-19,2.1069862921210288e-20,1.9482616732233767e-14,8.091219537696916e-25,3.1667276357471363e-24,5.371188577026791e-31,1.4656326619763154e-20,6.46975770263244e-29,3.287592752445137e-36,8.240147222740788e-24,8.417424734856927e-34,2.288898628675712e-47,1.0818013641296702e-24,3.5278303650929706e-29,5.975909294574947e-37,3.813132545016228e-42,2.392700054752875e-46,8.689369221828657e-14,1.8218632175841733e-23,8.689369198774575e-14,1.5598266160109106e-27,3.7743381252482807e-45,4.0954663928587954e-27,1.2142800455288731e-15,2.798621839731791e-35,5.726068646097089e-49,5.061570417627991e-25,2.8080966367496328e-34,9.045773933413473e-36,8.210309764874426e-38,2.9287720135820734e-49,2.5307206789333e-45,6.350125225555535e-30,5.6154236428136324e-36,1.6612747595665605e-36,8.024837442595199e-39,9.814435936555243e-52,1.9297496654398767e-50,5.472916954470225e-57,5.693089578814273e-16,9.147926786183014e-35,7.759842246036105e-49,8.825021430247936e-40,1.3773938162791149e-43,1.0383656647833758e-24,1.2142795297860291e-15,7.732053968081129e-36,3.3901509188728256e-13,9.404641721998626e-26,4.852843599549333e-22,3.3576103566930363e-35,8.977420761566143e-34,1.523108820947748e-28,5.693087306388893e-16,8.406241486142941e-48,8.212397792442734e-29,2.098608137228281e-48,3.541933267945879e-49,4.194173277293685e-36,3.498640434584182e-52,5.498613031409847e-47,2.848375568394467e-24,1.0510191388733172e-41,2.3026045052929373e-36,5.1281907610874994e-51,1.0280642853918036e-46,9.415538038241636e-46,2.5430479528733211e-57,1.056955320884361e-40,4.179089105012292e-17,9.35973435565255e-54,2.1135381007833033e-51,4.65710254152899e-45,9.54790252265245e-28,5.466406819494377e-49,1.016071055085041e-47,5.013297454284657e-50,1.7238711138768704e-47,3.289258965003402e-49,2.3280191364452515e-49,1.191622327307832e-49,9.788930988159124e-46,9.975292341114844e-47
1.0648642378792652e-14,0.6231140286643805,3.76,0.0,0.6582802953872853,0.9999999999999287,1.783886113318099e-29,6.780313343584731e-13,8.989785216098603e-23,1.668256573024278e-10,1.6682565730351457e-10,3.5630555262096615e-24,8.358234972873586e-17,1.668668180083679e-22,3.671988638641971e-29,4.3685880013617393e-29,7.132735157052507e-14,2.6080020785775135e-24,3.236302905869171e-14,1.1219488503943125e-18,8.427962328187282e-20,3.896527903166127e-14,3.2364967718815843e-24,1.2666954389599532e-23,4.296963361765065e-30,2.931372618935776e-20,2.587903574824708e-28,2.630076234888126e-35,3.2960632014916307e-23,6.733956406385782e-33,3.662236166163203e-46,4.3272141432723054e-24,1.4111381815473729e-28,4.780749325276837e-36,3.0505135643080973e-41,3.828334671669704e-45,1.7378767896823759e-13,7.28747139797887e-23,1.7378767804607196e-13,6.2393383172405186e-27,6.038915694923856e-44,1.638185578455072e-26,2.4285642692155817e-15,2.2389062629360974e-34,9.162365969168071e-48,2.0246327693511642e-24,2.2464821471079967e-33,7.236747232089314e-35,6.568328066420858e-37,4.5772430443128757e-48,2.0245863760262527e-44,5.080903245941472e-29,4.492356715817444e-35,1.3290250172291293e-35,6.419890694417268e-38,1.5703150937502877e-50,3.08760199377986e-49,8.75719267537085e-56,1.1386197714635253e-15,7.318361414357868e-34,1.2419920256634142e-47,7.060632744628258e-39,1.1021024354885875e-42,4.153472988137363e-24,2.4285622062396414e-15,6.185678394365718e-35,6.780313332673153e-13,3.761866284085273e-25,1.941141019519323e-21,2.686131496162183e-34,7.181940612055186e-33,1.2184819639716307e-27,1.1386188624914706e-15,1.3450112799240067e-46,3.2849664271348046e-28,3.357764312578349e-47,5.667845578390117e-48,3.3553454830280105e-35,5.625373801292299e-51,8.79781665804457e-46,1.1393529506806904e-23,8.408302114800442e-41,1.8420720627223793e-35,1.6410272499725412e-49,1.6449129781184654e-45,1.5064924683993509e-44,8.137774767092206e-56,1.691119707527881e-39,8.35816648621375e-17,1.4996196738075783e-52,3.3819650947993633e-50,7.451394544017528e-44,3.8191574579220805e-27,8.746289977648956e-48,1.625720663829279e-46,8.021238039219166e-49,2.7582059392363245e-46,5.262837291381094e-48,3.724826892010285e-48,1.9066134072250894e-48,1.5662375290064097e-44,1.5960487632236566e-45
2.1297302811547896e-14,0.6231140286836643,3.76,0.0,0.6582802952195326,0.9999999999998574,1.4271159630444767e-28,1.3560638202187234e-12,3.5959444274736827e-22,3.3365159738836894e-10,3.3365159739271603e-10,1.425194788704836e-23,1.671651751490051e-16,6.674680308028494e-22,2.937594744060255e-28,3.494871185603885e-28,1.4265482517892624e-13,1.0432021645474634e-23,6.47260319196027e-14,2.410600901486058e-18,3.371185798981133e-19,7.793054214401306e-14,1.2946009356760785e-23,5.06679750490873e-23,3.4375753908130195e-29,5.863159702224534e-20,1.0351578761430425e-27,2.104054876563938e-34,1.318423701116273e-22,5.387167739244867e-32,5.859544678345516e-45,1.7308860039035414e-23,5.644579478307723e-28,3.824617462510074e-35,2.4404120357226448e-40,6.125352936065498e-44,3.4757565213178806e-13,2.9149922615069763e-22,3.4757564844312106e-13,2.4957512890269227e-26,9.662138063387322e-43,6.552709487784447e-26,4.857132898725542e-15,1.791128447715949e-33,1.4661815288215867e-46,8.09853700234828e-24,1.7971853978339406e-32,5.789568367923249e-34,5.254759679680473e-36,7.236471790857649e-47,1.6196776259635506e-43,4.065989390947981e-28,3.5938925291505766e-34,1.0632220399879764e-34,5.135922883019704e-37,2.512509270038914e-49,4.940147726939535e-48,1.4013123232704237e-54,2.2772411743995823e-15,5.8546935174183954e-33,1.988513023316018e-46,5.649457640725079e-38,8.819778714855933e-42,1.6613911207608754e-23,4.857124646816747e-15,4.948569702812228e-34,1.3560638158540873e-12,1.5047484497114582e-24,7.764563096188868e-21,2.1489647703803238e-33,5.745533323715468e-32,9.747730846614894e-27,2.277237538510012e-15,2.1520438432479128e-45,1.3139874065172451e-27,5.372358442102083e-46,9.070898682896304e-47,2.68427143590692e-34,9.088694244181942e-50,1.407652534926764e-44,4.557416204155841e-23,6.72685016432957e-40,1.4736304398328418e-34,5.2512889714066324e-48,2.631875225681208e-44,2.4103919532851343e-43,2.6040832299589102e-54,2.705750451683861e-38,1.6716243565840707e-16,2.4059741378277422e-51,5.412080948230176e-49,1.1922252999271272e-42,1.5276543147303955e-26,1.3994093649815321e-46,2.6011576654066132e-45,1.283377220287823e-47,4.413138343234118e-45,8.42055573737574e-47,5.9596705063108e-47,3.0506172585698193e-47,2.5059904026486663e-43,2.5536669895093635e-44
