Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41)
8.731919394214418e-09,0.3494012388179282,3.76,0.0,0.7927164489978216,0.9999998786579435,6.304868398641507e-11,1.43530986547654e-09,6.100897617196269e-10,0.00020835038044670932,0.00020835059788373403,1.7185880999602844e-13,6.514519237002216e-09,1.9123058049934608e-10,3.555343230948387e-11,1.3862314674104748e-12,1.2071548309224748e-07,5.679746099011603e-12,2.8194115026765554e-08,5.7440585826990495e-08,6.49268398039837e-08,3.469206285488189e-08,3.137968868653239e-12,1.3965276892329441e-11,4.359653139463105e-12,3.1567907021488905e-10,2.3023855795595043e-17,1.757451132243606e-18,2.544496996100001e-11,5.051719600268279e-15,8.788296505225443e-24,4.998158303375771e-12,4.2569943226558093e-17,9.035284527789515e-19,7.812174678516818e-22,3.2706752768265674e-22,1.7751984362494277e-07,1.461713887393491e-10,1.7621687015503636e-07,2.0414608598956563e-15
9.027659499015728e-09,0.3494016833621956,3.76,0.0,0.7927093825894549,0.9999998744970975,7.0864462559551e-11,1.5338830789526286e-09,6.630256432322337e-10,0.00021540600148360113,0.00021540623390647168,1.7778885502904422e-13,7.1048033481461385e-09,2.0365180580854968e-10,3.913157236736383e-11,1.5770426157623385e-12,1.248243530678593e-07,6.071667490887928e-12,2.8725615608297206e-08,6.042992744770198e-08,6.857651262527356e-08,3.5265659431914455e-08,3.359976751922476e-12,1.492747940433571e-11,4.804632026334247e-12,3.414793857894372e-10,2.623340404647847e-17,2.0630781646132057e-18,2.6214139330272666e-11,5.528845398239993e-15,1.0446097040817691e-23,5.2805636772466395e-12,4.740587587507026e-17,1.0386743796209682e-18,9.266375402208563e-22,3.825945280753022e-22,1.8352630192652334e-07,1.562352460017067e-10,1.8213387095153192e-07,2.2253580680271526e-15
9.323399603817038e-09,0.34940212790643516,3.76,0.0,0.7927023162098608,0.999999870332741,7.934611624253236e-11,1.635709605349907e-09,7.185316735900204e-10,0.0002224615591256375,0.00022246180703480142,1.837188464068743e-13,7.7249191123079e-09,2.1641615960732074e-10,4.293150310683964e-11,1.7865518120861802e-12,1.2893432731751488e-07,6.476700933863027e-12,2.924742320271873e-08,6.345000451944125e-08,7.228931282972722e-08,3.582000933293799e-08,3.5901220933388006e-12,1.5921767570340096e-11,5.278033381029626e-12,3.6825192169469255e-10,2.9764415883101676e-17,2.4098661717851154e-18,2.6965990689912297e-11,6.032456799602056e-15,1.2348501741240758e-23,5.568188023538732e-12,5.2622937731255394e-17,1.1889947830551436e-18,1.0923525827092625e-21,4.452890254986967e-22,1.8953237157771424e-07,1.6663376632085986e-10,1.8804753336653817e-07,2.4184358814319548e-15
9.619139708618348e-09,0.3494025724505482,3.76,0.0,0.7926952498586844,0.9999998661648619,8.852533898185674e-11,1.7407875448926601e-09,7.766297326569462e-10,0.00022951705337299037,0.00022951731726901127,1.8964878430875331e-13,8.375156929482364e-09,2.2951964220173093e-10,4.695861753115884e-11,2.0158873294450435e-12,1.330453951513491e-07,6.89484951404956e-12,2.9760346242780154e-08,6.649894512229331e-08,7.606366609044662e-08,3.635623263176914e-08,3.8284655882825545e-12,1.6948146478923683e-11,5.780631785589903e-12,3.9598099716593154e-10,3.3636606946013546e-17,2.801760884169923e-18,2.7701226872156486e-11,6.563036868808853e-15,1.4521613929821803e-23,5.860938220390828e-12,5.823895406600116e-17,1.3556717496080143e-18,1.2802775119439196e-21,5.158044432722913e-22,1.9553805260033348e-07,1.773669166972924e-10,1.93957859321945e-07,2.6207863947619052e-15
9.914879813419658e-09,0.34940301699444326,3.76,0.0,0.7926881835355886,0.9999998619934484,9.843408053697035e-11,1.8491149989179998e-09,8.373397213941451e-10,0.00023657248422582821,0.00023657276460938592,1.9557866912929967e-13,9.05578952801883e-09,2.4295830048515304e-10,5.12182065572186e-11,2.2662040162662326e-12,1.3715754670986235e-07,7.326116285043075e-12,3.026513205486111e-08,6.957500204075559e-08,7.98981047622563e-08,3.687538580763233e-08,4.075068306652107e-12,1.8006621459501075e-11,6.31319320522708e-12,4.2465035277896397e-10,3.787010589001478e-17,3.2429308056121996e-18,2.842057075102782e-11,7.121060515460448e-15,1.6993230093717486e-23,6.1587288817487405e-12,6.427203448413611e-17,1.5399415553720457e-18,1.492420436339689e-21,5.948304405059882e-22,2.0154334501619895e-07,1.8843466413382107e-10,1.9986485073863174e-07,2.8324981725624625e-15
9.999999999999999e-09,0.3494034615380347,3.76,0.0,0.7926861497051916,0.9999998607921718,1.0142576889344215e-10,1.8808958727020177e-09,8.55299987849487e-10,0.0002386031730171551,0.0002386034582389787,1.9728540416150654e-13,9.257359525336632e-09,2.4688779242124067e-10,5.248802614820535e-11,2.342305109259842e-12,1.3834130946570855e-07,7.4526755143351e-12,3.040901086490191e-08,7.046514776826593e-08,8.10126763483029e-08,3.702178761264392e-08,4.1475850855295416e-12,1.8317221868245923e-11,6.4721358578403886e-12,4.3307390011692326e-10,3.915844851182342e-17,3.3796562993027396e-18,2.8624771207419366e-11,7.286823775335174e-15,1.77640634189159e-23,6.245362187909846e-12,6.608836796206161e-17,1.596419856468686e-18,1.5582625495439703e-21,6.192548035642148e-22,2.032717217364052e-07,1.9168219980014772e-10,2.0156438867171586e-07,2.895180327304768e-15
1.0210619918220968e-08,0.3494034615380347,3.76,0.0,0.7926811172402533,0.9999998578184891,1.0910452267576402e-10,1.960690069875128e-09,9.00679642998415e-10,0.00024362785168431593,0.0002436281490562076,2.0150850081496547e-13,9.767073141531384e-09,2.5672822739550125e-10,5.571546040039608e-11,2.538682791718642e-12,1.41270772910956e-07,7.770504270494285e-12,3.076247140431202e-08,7.267654458226572e-08,8.379126090157449e-08,3.737846532388151e-08,4.329991648621042e-12,1.9097198081513756e-11,6.8764750939498215e-12,4.542432463293298e-10,4.2485441608604996e-17,3.737770349405924e-18,2.9124756055464913e-11,7.706995182807999e-15,1.9792871969634876e-23,6.461481775779096e-12,7.07405665664398e-17,1.7430954400565293e-18,1.7308822462966476e-21,6.830936441591132e-22,2.0754824884712774e-07,1.9983697563559532e-10,2.0576850953646394e-07,3.0536566426067437e-15
1.0506360023022278e-08,0.3494039060812432,3.76,0.0,0.7926740509723741,0.9999998536399726,1.205690563490825e-10,2.0755108613246153e-09,9.66665681355602e-10,0.00025068315574861515,0.0002506834706097559,2.0743827912088309e-13,1.0509248608924686e-08,2.7082556137883063e-10,6.045546994209247e-11,2.834530147956439e-12,1.4538506540042384e-07,8.228016466518377e-12,3.125300270698903e-08,7.580205093252643e-08,8.77418597446234e-08,3.786641100803883e-08,4.593297304756823e-12,2.0219882153546075e-11,7.471226498698769e-12,4.847425404146997e-10,4.750353132399209e-17,4.2909028106220645e-18,2.981451965456165e-11,8.321301484591938e-15,2.2951816836398396e-23,6.76912528604286e-12,7.766320996689373e-17,1.9664803602338316e-18,1.9978561110605916e-21,7.813583611705374e-22,2.1355276411493625e-07,2.1157381821009728e-10,2.1166883763429052e-07,3.2843444568053263e-15
1.0802100127823588e-08,0.34940435062399433,3.76,0.0,0.7926669847316609,0.999999849457888,1.3286025980835897e-10,2.1935754779376914e-09,1.0353122768890606e-09,0.0002577383964188844,0.00025773872927030786,2.1336800404609046e-13,1.1282542403068348e-08,2.852464858592407e-10,6.54432280801905e-11,3.1549776591450207e-12,1.4950041650564805e-07,8.698655843953047e-12,3.173731593383165e-08,7.895010100863497e-08,9.174871361062863e-08,3.834010924505361e-08,4.8650472200500734e-12,2.137467972237411e-11,8.09818816202742e-12,5.161307823956124e-10,5.294566954021344e-17,4.907183191200046e-18,3.049059509919264e-11,8.96443379439389e-15,2.650312615355755e-23,7.081593912012769e-12,8.505889098329214e-17,2.211499723881234e-18,2.2956268945452733e-21,8.904272713953713e-22,2.195568908414399e-07,2.2364515886714148e-10,2.1756583694994048e-07,3.5246418224651494e-15
1.1097840232624898e-08,0.349404795166219,3.76,0.0,0.7926599185178385,0.9999998452722249,1.460108776377332e-10,2.3148820254955527e-09,1.1066321998698667e-09,0.0002647935736952794,0.00026479392503813803,2.1929767573829982e-13,1.2087167592265749e-08,2.999872287149704e-10,7.068363106272139e-11,3.501281497170036e-12,1.5361681919231195e-07,9.182425350473894e-12,3.2215956228222666e-08,8.211936978085454e-08,9.58107162050754e-08,3.8800395992996914e-08,5.14530356159658e-12,2.2561597071954837e-11,8.758092623368414e-12,5.483902772356561e-10,5.883351779752402e-17,5.591700890595696e-18,3.115370728763456e-11,9.63684079058515e-15,3.0481672672013005e-23,7.398827806412991e-12,9.294679756520288e-17,2.4796141076528113e-18,2.6265705014248922e-21,1.011142102065485e-21,2.2556062904845295e-07,2.360509646188754e-10,2.2345950940021995e-07,3.774626805681989e-15
1.1393580337426208e-08,0.3494052397078529,3.76,0.0,0.7926528523306442,0.9999998410829724,1.6005380067332823e-10,2.439428610888671e-09,1.1806366212527824e-09,0.0002718486875779527,0.00027184905791351925,2.2522729421853861e-13,1.292332473837418e-08,3.1504406176057734e-10,7.618147980502141e-11,3.874721953935719e-12,1.577342670239543e-07,9.679327912575424e-12,3.268942725440816e-08,8.530862103591232e-08,9.99268372998392e-08,3.9248059629835645e-08,5.434128689676868e-12,2.3780640722362804e-11,9.451664318923152e-12,5.815031536859999e-10,6.518909516032695e-17,6.349782273147229e-18,3.18045681352604e-11,1.0338965959726156e-14,3.492416613018848e-23,7.72077234704529e-12,1.0134637471710173e-16,2.772341958006431e-18,2.9931531640744375e-21,1.1443842844756459e-21,2.3156397875778812e-07,2.4879120247977865e-10,2.293498569009093e-07,4.0343756085149345e-15
1.1689320442227518e-08,0.349405684248836,3.76,0.0,0.7926457861698271,0.9999998368901211,1.7502204678025932e-10,2.5672133421161107e-09,1.2573351811059524e-09,0.0002789037380670545,0.0002789041278967217,2.311568594008894e-13,1.3791202735694802e-08,3.304133002351315e-10,8.194148119059076e-11,4.276602970172462e-12,1.6185275412417995e-07,1.01893664374262e-11,3.315819429656008e-08,8.851670155285925e-08,1.0409611776542805e-07,3.968384364046711e-08,5.73158513191554e-12,2.5031817428681976e-11,1.017961968020687e-11,6.154514243112786e-10,7.203476939805728e-17,7.186993123550716e-18,3.2443873110919375e-11,1.1071248061470034e-14,3.986917764524784e-23,8.047377740603339e-12,1.1027732027781145e-16,3.09126027744478e-18,3.3979306801123575e-21,1.2910755936586851e-21,2.3756693999125676e-07,2.6186583946666395e-10,2.3523688136676013e-07,4.30396282188327e-15
1.1985060547028828e-08,0.3494061287891127,3.76,0.0,0.7926387200351482,0.9999998326936603,1.9094874245679192e-10,2.6982343282848544e-09,1.3367360547049798e-09,0.00028595872516273233,0.0002859591349880137,2.370863712611708e-13,1.46909795947905e-08,3.460913022963673e-10,8.796824935583167e-11,4.708251670679254e-12,1.6597227514133715e-07,1.0712543814606996e-11,3.362268712819207e-08,9.174253566225958e-08,1.0831766493034515e-07,4.0108449153333847e-08,6.0377355601943176e-12,2.63151341798599e-11,1.0942667231277676e-11,6.502170398574707e-10,7.939324883623882e-17,8.10914100199852e-18,3.307229850254319e-11,1.18341215580414e-14,4.5357162908255464e-23,8.378598655960335e-12,1.197595810723223e-16,3.4380052972867654e-18,3.843547609410551e-21,1.4521787718832862e-21,2.4356951277066846e-07,2.7527484259867617e-10,2.411205847114924e-07,4.583461656228131e-15
1.2280800651830138e-08,0.34940657332863095,3.76,0.0,0.7926316539263791,0.9999998284935809,2.0786710523620525e-10,2.832489679609134e-09,1.4188460163604038e-09,0.00029301364886513134,0.00029301407918766177,2.4301582984811175e-13,1.5622823175034144e-08,3.6207446852073903e-10,9.426630695885235e-11,5.171017905924222e-12,1.700928252154904e-07,1.1248862917739875e-11,3.408330266975755e-08,9.498512016200606e-08,1.1259064824474795e-07,4.05225373352965e-08,6.352642770038251e-12,2.7630598197530748e-11,1.1741507684677162e-11,6.857819384166916e-10,8.728757485205286e-17,9.122277509892014e-18,3.3690499298198306e-11,1.2628017011070357e-14,5.1430484289739465e-23,8.71439388465155e-12,1.2981334942854282e-16,3.81427313837935e-18,4.332736438565267e-21,1.6286981368541248e-21,2.49571697117831e-07,2.8901817889729246e-10,2.470009688477916e-07,4.872944151775737e-15
1.2576540756631448e-08,0.3494070178673425,3.76,0.0,0.7926245878433017,0.9999998242898736,2.2581042685893054e-10,2.9699775074097658e-09,1.503670501044103e-09,0.0003000685091743943,0.00030006896049593036,2.489452351831984e-13,1.6586891869229446e-08,3.783592414093055e-10,1.0084008643254197e-10,5.66627379992314e-12,1.7421439994753803e-07,1.1798326606015342e-11,3.454040744988479e-08,9.824351956632292e-08,1.1691429522837371e-07,4.092673165256508e-08,6.676369662244636e-12,2.8978216934812282e-11,1.2576834036110085e-11,7.221280897854762e-10,9.574111497760843e-17,1.0232700475897318e-17,3.429910759572526e-11,1.3453361448193473e-14,5.8133431955976e-23,9.054726026572363e-12,1.4045906004069782e-16,4.221820461013897e-18,4.868316720082266e-21,1.821680175503109e-21,2.555734930545504e-07,3.0309581538632234e-10,2.5287803568730624e-07,5.172481369952416e-15
1.2872280861432758e-08,0.34940746240520243,3.76,0.0,0.7926175217857068,0.9999998200825286,2.4481205718889284e-10,3.1106959241134973e-09,1.5912136638776704e-09,0.00030712330609066174,0.0003071237789130825,2.548745872402381e-13,1.7583335243342607e-08,3.9494210489937033e-10,1.0769393122212694e-10,6.1954133043157474e-12,1.7833699537033662e-07,1.2360937725623834e-11,3.499433988415885e-08,1.0151686166666883e-07,1.212878876845452e-07,4.132162000489195e-08,7.008979226552388e-12,3.035799807508147e-11,1.344933165789004e-11,7.592375353747476e-10,1.0477755656905714e-16,1.1446956071095466e-17,3.4898731469040754e-11,1.4310578701593046e-14,6.551224408872154e-23,9.399561199108306e-12,1.517173871557807e-16,4.662465105162131e-18,5.453194192891595e-21,2.0322141242512097e-21,2.615749006026304e-07,3.175077190919077e-10,2.5875178714064493e-07,5.482143567331671e-15
1.3168020966234068e-08,0.34940790694216944,3.76,0.0,0.7926104557533943,0.9999998158715373,2.649053888484969e-10,3.2546430432523478e-09,1.6814784375448613e-09,0.00031417803961407214,0.0003141785344393791,2.608038860029353e-13,1.861229463423971e-08,4.118195838818089e-10,1.1483209700740689e-10,6.759851758562396e-12,1.824606079217035e-07,1.2936699111097733e-11,3.544541238464267e-08,1.0480433338426532e-07,1.2571075816293502e-07,4.1707756739942976e-08,7.350534527160392e-12,3.1769949530733066e-11,1.4359678391176382e-11,7.970924240114613e-10,1.144209010028127e-16,1.2771840861292404e-17,3.5489954224055625e-11,1.5200089720532863e-14,7.361512629444902e-23,9.748868768005488e-12,1.6360924206145213e-16,5.13808672206058e-18,6.090359890198371e-21,2.2614325366081315e-21,2.6757591978387286e-07,3.3225385704252216e-10,2.646222251173738e-07,5.802000353438238e-15
1.3463761071035378e-08,0.34940835147820437,3.76,0.0,0.7926033897461726,0.9999998116568903,2.86123842547009e-10,3.401816979462961e-09,1.7744665876897022e-09,0.00032123270974476206,0.0003212332270750799,2.6673313148508687e-13,1.967390370821011e-08,4.2898824372401494e-10,1.222587529098575e-10,7.36102545618605e-12,1.865852344191695e-07,1.3525613586569767e-11,3.5893913312750444e-08,1.0810517689478805e-07,1.301822866544617e-07,4.20856645545363e-08,7.701098689911465e-12,3.3214079441925323e-11,1.5308544637026016e-11,8.356750439572088e-10,1.2469545836547906e-16,1.4214403804047624e-17,3.6073333981176074e-11,1.6122312859857202e-14,8.249227028392926e-23,1.0102621098363963e-11,1.761557708577411e-16,5.650627398131693e-18,6.782889240061906e-21,2.5105118389670494e-21,2.735765506200772e-07,3.4733419626897137e-10,2.7048935152601446e-07,6.132120833694736e-15
1.3759501175836688e-08,0.34940879601327135,3.76,0.0,0.7925963237638571,0.9999998074385794,3.085008530777064e-10,3.5522158484859587e-09,1.8701787663608073e-09,0.0003282873164828656,0.00032828785682044285,2.7266232369863825e-13,2.0768288982888208e-08,4.46444689798407e-10,1.2997798268478277e-10,8.00039121698557e-12,1.9071087203636705e-07,1.4127683966953199e-11,3.634010878723411e-08,1.1141868600694484e-07,1.347018975027086e-07,4.245583628910932e-08,8.060734890971752e-12,3.469039617531629e-11,1.629659344628246e-11,8.749678514476758e-10,1.3562584260676333e-16,1.5781948197453926e-17,3.6649403529044766e-11,1.7077664146286533e-14,9.219587189828326e-23,1.0460793324244949e-11,1.8937835249649697e-16,6.2020922721886796e-18,7.533941163505117e-21,2.780672875439817e-21,2.7957679313304117e-07,3.627487038043928e-10,2.76353168274041e-07,6.472573738714491e-15
1.4055241280637998e-08,0.349409240547337,3.76,0.0,0.7925892578062714,0.9999998032165954,3.3206985596004443e-10,3.7058377671652982e-09,1.9686145635608305e-09,0.00033534185982851553,0.0003353424236757245,2.7859146263713973e-13,2.1895570314983414e-08,4.641855670164275e-10,1.379937858986994e-10,8.679425965146453e-12,1.94837518280943e-07,1.4742913059049022e-11,3.678424435802171e-08,1.1474420277809858e-07,1.3926905651748164e-07,4.281873662137084e-08,8.429506346853849e-12,3.619890832279395e-11,1.7324480608323944e-11,9.149534960312334e-10,1.4723696712465215e-16,1.7482033587107295e-17,3.7218670403536103e-11,1.8066557524183923e-14,1.0278014855257885e-22,1.0823363135512535e-11,2.0329859707180993e-16,6.79455014680877e-18,8.346757174425734e-21,3.0731814425599937e-21,2.855766473445594e-07,3.784973466842557e-10,2.822136772678784e-07,6.823427541035833e-15
1.4350981385439308e-08,0.34940968508037046,3.76,0.0,0.7925821918732459,0.9999997989909306,3.5686427470396107e-10,3.862680853447626e-09,2.0697725569583674e-09,0.00034239633978184266,0.0003423969276411801,2.8452054829274046e-13,2.3055861356043034e-08,4.82207559367972e-10,1.4631007909213638e-10,9.399626313175596e-12,1.9896517097389833e-07,1.5371303662584702e-11,3.722654655572638e-08,1.1808111435140002e-07,1.4388326827724104e-07,4.3174803664717206e-08,8.807476305649503e-12,3.773962470020308e-11,1.8392854738691303e-11,9.556148429616503e-10,1.595540407519166e-16,1.932247763710821e-17,3.778161715362048e-11,1.9089405082322426e-14,1.1430135616264717e-22,1.1190310580647629e-11,2.179383443437537e-16,7.43013409468493e-18,9.22466048511336e-21,3.389348814655997e-21,2.915761132764248e-07,3.9458009194636046e-10,2.880708804128997e-07,7.184750560295804e-15
1.4646721490240618e-08,0.3494101296123429,3.76,0.0,0.7925751259646162,0.9999997947615762,3.829175086741592e-10,4.022743226381647e-09,2.1736503598181983e-09,0.0003494507563429759,0.0003494513687170632,2.904495806684839e-13,2.424926997832606e-08,5.00507389466182e-10,1.5493069692802824e-10,1.016250815158766e-11,2.0309382823025888e-07,1.601285857118897e-11,3.766722432592457e-08,1.214288499999288e-07,1.485440736080263e-07,4.352445047668354e-08,9.194708039350127e-12,3.931255434607114e-11,1.9502357365615893e-11,9.969349928815292e-10,1.726025641141141e-16,2.1311357970395863e-17,3.833870176067473e-11,2.014661726307074e-14,1.2681780561553997e-22,1.1561617884364002e-11,2.33319662478148e-16,8.111042060696045e-18,1.0171055120750533e-20,3.730532260667156e-21,2.975751909504276e-07,4.109969066308393e-10,2.93924779613424e-07,7.556611057769082e-15
1.494246159504193e-08,0.3494105741432278,3.76,0.0,0.7925680600802257,0.9999997905285244,4.10262921532813e-10,4.186023006117481e-09,2.2802446672045716e-09,0.00035650510951204246,0.00035650574690362653,2.9637855976974723e-13,2.5475898672742382e-08,5.190818180975428e-10,1.6385939332587933e-10,1.0969606244271782e-11,2.0722348844099227e-07,1.666758057330669e-11,3.810647035670358e-08,1.247868783642124e-07,1.5325104722723886e-07,4.3868066482436966e-08,9.591264837142357e-12,4.091770652033548e-11,2.0653623015466586e-11,1.038897299017586e-09,1.864083263313183e-16,2.345701398324363e-17,3.889035818149692e-11,2.1238603055320353e-14,1.4038987883925972e-22,1.1937269278933103e-11,2.4946484698626107e-16,8.83953746037699e-18,1.118942504587317e-20,4.098135553144018e-21,3.035738803883556e-07,4.277477577801556e-10,2.99775376772715e-07,7.939077321139324e-15
1.523820169984324e-08,0.34941101867300056,3.76,0.0,0.792560994219922,0.9999997862917669,4.389338302397647e-10,4.352518313906033e-09,2.3895513005109762e-09,0.00036355939928916825,0.00036356006220112123,3.023074855956584e-13,2.6735844920690865e-08,5.379276437772193e-10,1.7309984258186873e-10,1.1822473829468412e-11,2.1135415025608658e-07,1.7335472453057706e-11,3.854446230739215e-08,1.2815470487034367e-07,1.5800379554137331e-07,4.42060188180595e-08,9.997209999574607e-12,4.2555090703074074e-11,2.18472792971344e-11,1.0814853820938024e-09,2.0099740203781908e-16,2.576804863831291e-17,3.9436996989006194e-11,2.2365770172385534e-14,1.5508004452302354e-22,1.2317250848199275e-11,2.6639641984956734e-16,9.617949775419299e-18,1.228333330538746e-20,4.49360947014243e-21,3.0957218161199423e-07,4.4483261243910375e-10,3.0562267379297844e-07,8.332217740311394e-15
1.553394180464455e-08,0.34941146320163863,3.76,0.0,0.7925539283835589,0.9999997820512959,4.689634945899302e-10,4.522227272098356e-09,2.501565250368563e-09,0.00037061362567447734,0.0003706143146097974,3.08236358143082e-13,2.8029201541507065e-08,5.570417023095744e-10,1.8265564047506736e-10,1.272268222628677e-11,2.1548581256871545e-07,1.801653699104329e-11,3.898136394579457e-08,1.3153186931678137e-07,1.6280195458752862e-07,4.453865359810414e-08,1.041260683350077e-11,4.4224716593241216e-11,2.3083946985372354e-11,1.1246831431531668e-09,2.163961486955077e-16,2.8253330240252835e-17,3.9979006088515475e-11,2.3528525216014254e-14,1.7095287353518141e-22,1.2701550383343085e-11,2.8413712881542743e-16,1.0448675146784275e-17,1.3456421182394469e-20,4.918452290688388e-21,3.1557009464312627e-07,4.622514376548089e-10,3.114666725753604e-07,8.736100875011487e-15
1.612542201424717e-08,0.34941235225542766,3.76,0.0,0.7925397967820926,0.9999997735591819,5.332317856542883e-10,4.871278634595495e-09,2.7336911511367363e-09,0.00038472188827013413,0.00038472263076168826,3.2009394340387253e-13,3.071649574216103e-08,5.960620450074068e-10,2.0272727921106785e-10,1.46714948265326e-11,2.2375213538959227e-07,1.9418195150913976e-11,3.985248794014657e-08,1.3831253006744811e-07,1.725331860710441e-07,4.518925678206965e-08,1.1272008751200691e-11,4.76607333785436e-11,2.568876600019714e-11,1.212844764316607e-09,2.4972948535168697e-16,3.378344474510058e-17,4.105057822649908e-11,2.5962420797702253e-14,2.0651540610230699e-22,1.348306228769524e-11,3.221380722036436e-16,1.227698646172497e-17,1.6055087238056893e-20,5.8624781834859804e-21,3.2756475621499e-07,4.980908679566454e-10,3.2314478302575685e-07,9.576370712248082e-15
1.6657754202889528e-08,0.3494131523997622,3.76,0.0,0.7925270784212767,0.9999997659035016,5.960523431250762e-10,5.196396731152176e-09,2.9517976490578923e-09,0.00039741910780742676,0.00039741990022111606,3.3076558793495724e-13,3.325017072489278e-08,6.320667148094395e-10,2.2190475000417312e-10,1.6603451811907874e-11,2.3119524100191228e-07,2.07247658346921e-11,4.063416468336743e-08,1.44443070953332e-07,1.8144348919183607e-07,4.575969624222253e-08,1.2078430276983487e-11,5.086351686172241e-11,2.8186292699388336e-11,1.2941199047238685e-09,2.827686920220703e-16,3.9450933996918946e-17,4.200261501282028e-11,2.8278698889131975e-14,2.432577412996179e-22,1.4201098425003406e-11,3.593389785767937e-16,1.4126801075032624e-17,1.8702783560210027e-20,6.828563631976433e-21,3.3835862422976886e-07,5.31488203996888e-10,3.33643821508105e-07,1.0370046889212968e-14
1.7190086391531886e-08,0.34941395254013863,3.76,0.0,0.7925143601359594,0.9999997582356704,6.63788913250296e-10,5.531897904036946e-09,3.178564186973307e-09,0.00041011612195709663,0.00041011696592460986,3.4143705985397476e-13,3.589335789841143e-08,6.688929084229084e-10,2.421563973312498e-10,1.8714016130369158e-11,2.3864158065814183e-07,2.2074059089601388e-11,4.141432409096349e-08,1.5059805734037202e-07,1.9049642644696968e-07,4.631744827731734e-08,1.2916459656227136e-11,5.4170924186972754e-11,3.083252688189503e-11,1.3771338191984242e-09,3.18853840834426e-16,4.583321621024756e-17,4.294473337561375e-11,3.071656930360577e-14,2.8493377513051417e-22,1.493299986146655e-11,3.995255348152104e-16,1.618648388477517e-17,2.1667142230716674e-20,7.915327889253399e-21,3.491512348394781e-07,5.659670922644372e-10,3.4413220321774167e-07,1.1199609109820462e-14
1.7722418580174244e-08,0.34941475267647787,3.76,0.0,0.792501641925439,0.9999997505556457,7.366322011984602e-10,5.877771242497713e-09,3.4139366165074467e-09,0.00042281293071981676,0.0004228138278735899,3.521083591567297e-13,3.86464681716789e-08,7.065234644945741e-10,2.635004935886697e-10,2.10129555958375e-11,2.460911549491022e-07,2.3466091094708674e-11,4.219354079119437e-08,1.567757828717722e-07,1.996907202444043e-07,4.6863914144191796e-08,1.378646587427593e-11,5.758301966921812e-11,3.363085241120568e-11,1.4618038203778062e-09,3.5814860960287955e-16,5.299183612491263e-17,4.3878484332249906e-11,3.327838052626967e-14,3.3199805178394924e-22,1.5678741719724114e-11,4.4283852765002047e-16,1.8472497199276813e-17,2.497212476402669e-20,9.133289956261144e-21,3.599425881710633e-07,6.015273406623902e-10,3.546099392036326e-07,1.2065469810852274e-14
1.82547507688166e-08,0.349415552808711,3.76,0.0,0.7924889237890492,0.9999997428633849,8.147716433473549e-10,6.234005847281107e-09,3.6578549820363437e-09,0.0004355095340962466,0.0004355104860694664,3.627794858440055e-13,4.150988435162295e-08,7.449415797919509e-10,2.859545705379105e-10,2.3510198287837003e-11,2.5354396606127804e-07,2.4900878041625937e-11,4.2972309199746064e-08,1.62974757022587e-07,2.0902528031938896e-07,4.740035353452163e-08,1.4688817768029536e-11,6.109986982337471e-11,3.6584587712348294e-11,1.5480506339573406e-09,4.008195093270439e-16,6.099126293718133e-17,4.480524801614006e-11,3.5966478668918126e-14,3.849283499306553e-22,1.6438308759797742e-11,4.89421102992569e-16,2.1002050093421262e-17,2.8642454356409407e-20,1.0493505431148268e-20,3.7073268435144306e-07,6.381687571183012e-10,3.6507704050350544e-07,1.296804643369268e-14
1.878708295745896e-08,0.34941635293678075,3.76,0.0,0.7924762057261548,0.9999997351588461,8.983952851185234e-10,6.6005908306206225e-09,3.910254097479968e-09,0.0004482059320870332,0.00044820694051364064,3.734504399199926e-13,4.448396472782501e-08,7.841308017262963e-10,3.095354379941446e-10,2.6215825997839678e-11,2.610000176101619e-07,2.6378436143295298e-11,4.3751054294667486e-08,1.6919368007636174e-07,2.184991823699584e-07,4.792789883448753e-08,1.5623884005743784e-11,6.472154334227125e-11,3.969698718312013e-11,1.6357984112824786e-09,4.470358664764058e-16,6.98989232439705e-17,4.572624914734364e-11,3.878320895838053e-14,4.442259520017704e-22,1.721169402715697e-11,5.39418771656235e-16,2.3793109570608445e-17,3.2703603926841946e-20,1.2007575256272719e-20,3.8152152350750944e-07,6.758911495841766e-10,3.755335181438312e-07,1.3907761793417301e-14
