Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34)
3.2119020753591115e-17,0.47376279343142935,3.76,0.0,0.8443838798778034,1.0,2.0417023998467353e-37,2.556306810490216e-27,4.131252878867314e-28,2.542641573997047e-13,2.542641573997049e-13,3.692473245002658e-30,2.002759785144861e-28,1.9991893474118754e-28,1.744641093707805e-37,2.61577143754768e-40,1.0725584810913678e-16,1.067043395409352e-29,5.091857387109557e-17,8.99105584141956e-22,1.8442839544688473e-25,5.633817297725257e-17,2.1374505438816164e-30,2.5310099933821245e-29,1.8312727414944838e-38,7.462696736703306e-24,1.5360506226750055e-44,5.32776002661274e-46,3.608924433100012e-28,3.4487229308819607e-41,4.343964798175244e-59,2.3005491434108225e-29,1.0044652059832554e-43,1.392836590604831e-53,1.0698768017324748e-49,5.60476551078835e-65,1.3574438548436347e-16,3.647668458136646e-28,1.3574438548241772e-16,7.646200042788588e-33,3.361690345980698e-55,4.321951121433243e-43,2.743102430853744e-28,1.0171256533802316e-48,1.078868194402271e-59,3.2013394221986766e-30,6.098464837099879e-42,6.161994638978525e-51,4.115406071785847e-53,1.2996639264810422e-58,6.767440966493328e-53,1.4008088026593556e-50,2.8443432468069793e-69,8.387285751606507e-72,9.535870615965348e-56,1.5646866695121545e-71,4.2623854275653634e-69,9.57384452305762e-77,1.7344191346509932e-29,1.399591684244036e-42,4.85378969486753e-59,1.0097589815415239e-53,2.5962307581802e-57
6.426594682495252e-17,0.4737627934314508,3.76,0.0,0.8443838798775487,0.9999999999999999,1.6346033751909842e-36,1.0231889169601373e-26,1.653577801044444e-27,5.087492219734158e-13,5.087492219734166e-13,1.4779514634121268e-29,8.016260941757359e-28,8.001967423235132e-28,1.3967736904891223e-36,2.094207919454369e-39,2.1460488115083255e-16,4.2709543771122003e-29,1.0188138611350154e-16,1.7993533789984603e-21,7.381942149808038e-25,1.1272529292426406e-16,8.555372541945384e-30,1.0130635977697733e-28,1.4661316847152375e-37,1.4931883583286323e-23,1.229774481162246e-43,4.2654475677350555e-45,1.4445102791289192e-27,2.76107531200326e-40,6.956003452501579e-58,9.208191963839157e-29,8.041829214319462e-43,2.230353275084838e-52,8.56551971079417e-49,1.7950341064496745e-63,2.7160670701038553e-16,1.4600179930823822e-27,2.716067070025975e-16,3.060472678584114e-32,5.383084232249122e-54,3.460195023523346e-42,1.097955845461464e-27,8.143189797269832e-48,1.727594780478054e-58,1.281370060157295e-29,4.882479985564496e-41,9.867219889566879e-50,6.590011681279334e-52,1.1713344309253589e-57,5.4180676578597975e-52,2.2431192028120708e-49,9.109557128528015e-68,2.6861898313050734e-70,1.5269817292224222e-54,5.0112104465652756e-70,1.3651110051598687e-67,3.066208119770413e-75,6.942196571077872e-29,1.1205243577345695e-41,7.772387568227082e-58,1.6174945433923392e-52,4.1573663541163375e-56
1.2855979896767532e-16,0.4737627934314938,3.76,0.0,0.8443838798770392,0.9999999999999997,1.3081795100523386e-35,4.0940884329861833e-26,6.616465200447222e-27,1.0177193511205297e-12,1.0177193511205331e-12,5.913730007158515e-29,3.207550510522741e-27,3.201829270446402e-27,1.1178434589061575e-35,1.676003237701969e-38,4.293029472583865e-16,1.70893806852071e-28,2.0380701005465568e-16,3.600932616202959e-21,2.953738393801775e-24,2.2549953226865303e-16,3.423263413292476e-29,4.053573968935607e-28,1.1733509339926777e-36,2.9870276623953465e-23,9.84193336073717e-43,3.413654475226949e-44,5.779922622575523e-27,2.2096993905350517e-39,1.1134135613914384e-56,3.6844761969591153e-28,6.435907428288225e-42,3.5700177407587144e-51,6.855018985661756e-48,5.746525014609187e-62,5.433313500584263e-16,5.841973733776219e-27,5.433313500272639e-16,1.2245877198452394e-31,8.616439583949961e-53,2.769210052122044e-41,4.3932535355244585e-27,6.517026736747763e-47,2.7652767628319674e-57,5.127149287592639e-29,3.9074678548798776e-40,1.5793977746335198e-48,1.0548310368696778e-50,1.146803873798321e-56,4.336100772992399e-51,3.590451544322647e-48,2.916284331544742e-66,8.599422868730647e-69,2.444165202027454e-53,1.604261796296249e-68,4.370192315204786e-66,9.815992768542877e-74,2.7777828960196913e-28,8.967600342986075e-41,1.2440881956021468e-56,2.5894963768050412e-51,6.654506562862997e-55
2.5714750325312088e-16,0.47376279343157995,3.76,0.0,0.8443838798760203,0.9999999999999992,1.0467423991565014e-34,1.6379019641131606e-25,2.647017007685145e-26,2.035659609413524e-12,2.035659609413538e-12,2.3658763077730812e-28,1.2832306415937635e-26,1.2809401960814277e-26,8.944446041900876e-35,1.3410579211406132e-37,8.586990795701438e-16,6.8368650685710705e-28,4.076582557623328e-16,7.208425680522514e-21,1.1816876865216303e-23,4.510480087588949e-16,1.3695282809524411e-28,1.6216935415895737e-27,9.388590184185538e-36,5.974714009591643e-23,7.875041983546566e-42,2.7314423367817415e-43,2.3123453704122752e-26,1.7680952330682427e-38,1.781824199102416e-55,1.4740303885649446e-27,5.149703751205813e-41,5.713190650315969e-50,5.485056674741248e-47,1.8392746184746676e-60,1.0867806361384939e-15,2.3371698999487053e-26,1.086780636013824e-15,4.899148310096077e-31,1.3789105710913736e-51,2.215789635770185e-40,1.7575874856689875e-26,5.2146115813218536e-46,4.42534319196812e-56,2.0511935630811174e-28,3.1265679346223015e-39,2.5275506236937957e-47,1.6880730677499837e-49,1.2526893673810726e-55,3.469539400238631e-50,5.745891406804821e-47,9.334072046935889e-65,2.752393970809196e-67,3.911460053179003e-52,5.1347171384293686e-67,1.3987554576447335e-64,3.141778137916547e-72,1.1112940404559095e-27,7.175442732549044e-40,1.9909461864353023e-55,4.144398629073838e-50,1.0649391592069703e-53
5.14322911824012e-16,0.4737627934317522,3.76,0.0,0.8443838798739824,0.9999999999999983,8.374734837624907e-34,6.55214107560204e-25,1.058893048220488e-25,4.071540125994578e-12,4.0715401259946345e-12,9.464269250635087e-28,5.133352917863171e-26,5.1241777736351624e-26,7.156236225073224e-34,1.0729493053282655e-36,1.7174913445802556e-15,2.7349686026842918e-27,8.153607384791629e-16,1.444075016836061e-20,4.727135390121612e-23,9.021449529452347e-16,5.478559023489472e-28,6.487302118767082e-27,7.511585286742002e-35,1.1950117660735123e-22,6.300631722117698e-41,2.1853615180115663e-42,9.250133910518517e-26,1.414610477108235e-37,2.8512087660218264e-54,5.89660135458443e-27,4.1201541292326686e-40,9.142034888013256e-49,4.388461941761772e-46,5.886297256222401e-59,2.173679208234575e-15,9.349440466578192e-26,2.173679207735855e-15,1.9598188377899083e-30,2.206480436609114e-50,1.7728001891174946e-39,7.030922126154785e-26,4.17208541739197e-45,7.081269672461762e-55,8.205441924748687e-28,2.5014917970276046e-38,4.044492339809086e-46,2.7011916339837277e-48,1.5384123664584875e-54,2.775895032915702e-49,9.1943614797454e-46,2.9872170346837416e-63,8.808586885279496e-66,6.258972695082131e-51,1.643282194787624e-65,4.4764871698047996e-63,1.0054746841158948e-70,4.44553797381761e-27,5.740899186875479e-39,3.1858380766626383e-54,6.632001331712031e-49,1.7040785173771133e-52
1.0286737289657942e-15,0.47376279343209654,3.76,0.0,0.8443838798699068,0.9999999999999967,6.700106776800043e-33,2.620963077339868e-24,4.235745117379518e-25,8.143301159136945e-12,8.143301159137172e-12,3.7858567935549685e-27,2.0534347979928935e-25,2.0497544973313838e-25,5.7252607043358964e-33,8.58401954032883e-36,3.4350758761468706e-15,1.0940319581163601e-26,1.6307656691187286e-15,2.897475257728682e-20,1.8909310545054242e-22,1.80433880614134e-15,2.1915128218335186e-27,2.59502644717368e-26,6.00955346568824e-34,2.3901048794020905e-22,5.04074457002069e-40,1.7483724763277466e-41,3.700203841339988e-25,1.131742081698226e-36,4.562166112012903e-53,2.3587364625872672e-26,3.296279703932363e-39,1.4627999487670707e-47,3.510936143860045e-45,1.8837139648754707e-57,4.347476352170521e-15,3.7399283651850875e-25,4.347476350175557e-15,7.839594520025118e-30,3.5305453032966145e-49,1.418307266824559e-38,2.812483291083277e-25,3.337826856512386e-44,1.1330608534944822e-53,3.2823102521657096e-27,2.001288364303403e-37,6.471516655963729e-45,4.322126294401487e-47,2.088692802498286e-53,2.2208213919882373e-48,1.4711726480771107e-44,9.559596835043952e-62,2.8188961365211877e-64,1.0014865461302213e-49,5.258779282428633e-64,1.432550652643053e-61,3.2176880471693466e-69,1.7782875722096956e-26,4.5929372964358917e-38,5.09760053494688e-53,1.0611972458531929e-47,2.726670657964075e-51
2.0573753632493587e-15,0.4737627934327854,3.76,0.0,0.8443838798617556,0.9999999999999932,5.3602139986592e-32,1.0484065603130503e-23,1.6943329749193923e-24,1.6286823225342724e-11,1.6286823225343635e-11,1.514369563769358e-26,8.213986917236401e-25,8.199184664416056e-25,4.580317181107635e-32,6.86740679933744e-35,6.870244945465663e-15,4.376216871387385e-26,3.261575391221497e-15,5.832017109977183e-20,7.563877752956527e-22,3.608726371827263e-15,8.766229949997502e-27,1.0380317035191717e-25,4.8077568145967744e-33,4.780340641654997e-22,4.032691216197942e-39,1.39873160359808e-40,1.4801114212969482e-24,9.054151153463536e-36,7.299651562755759e-52,9.435137353443525e-26,2.637086230446527e-38,2.340539330824388e-46,2.808815458267045e-44,6.028042073108261e-56,8.695070639017538e-15,1.496001782149663e-24,8.695070631037523e-15,3.135901746922649e-29,5.649006654323918e-48,1.1346722119471747e-37,1.1250162048457855e-24,2.670324981065668e-43,1.8129437144197403e-52,1.312950752215897e-26,1.6010685701306484e-36,1.035468920592963e-43,6.915577455303913e-46,3.0436692051813295e-52,1.7766991888795125e-47,2.3539360505521332e-43,3.059151312498606e-60,9.020705840353487e-63,1.6024191524306756e-48,1.6828535117885748e-62,4.5842791484865334e-60,1.0296871988689044e-67,7.113295198440457e-26,3.67443691418168e-37,8.156369363205538e-52,1.6979770443530381e-46,4.362802940603957e-50
4.114778631816488e-15,0.47376279343416294,3.76,0.0,0.8443838798454529,0.9999999999999863,4.288224248320994e-31,4.193668897006708e-23,6.777404495861377e-24,3.257386735743845e-11,3.25738673574421e-11,6.057508165633564e-26,3.285692680711487e-24,3.2797071181744823e-24,3.664297072562052e-31,5.494035704992636e-34,1.3740583108845492e-14,1.75050455909916e-25,6.5231942787217134e-15,1.1812066273633236e-19,3.0255815966689488e-21,7.217500940374067e-15,3.5065279005377014e-26,4.1521690984749815e-25,3.846250980274963e-32,9.561010334113565e-22,3.2261910066542886e-38,1.1189992390811464e-39,5.9205040856332115e-24,7.243406234417566e-35,1.1679591477227437e-50,3.774092968874226e-25,2.1096938202689236e-37,3.744910196601688e-45,2.2470788325908518e-43,1.9289981537256944e-54,1.7390259208612098e-14,5.984067999876005e-24,1.739025917669171e-14,1.2543735698681191e-28,9.038495202623855e-47,9.077476115839498e-37,4.5001105956614354e-24,2.1362855197312432e-42,2.900747607264339e-51,5.251855947405052e-26,1.2808698589836258e-35,1.65677109166583e-42,1.1065063069320545e-44,4.631256562073086e-51,1.4213760660991855e-46,3.7663454132027444e-42,9.789412407411642e-59,2.886664534041233e-61,2.5639030126359054e-47,5.385201471421566e-61,1.4669864207862149e-58,3.295042106138463e-66,2.845347174882137e-25,2.939584196112007e-36,1.3050360384723247e-50,2.7168118639297298e-45,6.980632969393442e-49
8.229585168950746e-15,0.473762793436918,3.76,0.0,0.8443838798128477,0.9999999999999726,3.4306032070720026e-30,1.6774760872880182e-22,2.710978509350216e-23,6.514795562036658e-11,6.514795562038121e-11,2.4229902225951717e-25,1.3143353498361285e-23,1.311889431455503e-23,2.9314547972997595e-30,4.39532674688511e-33,2.7481259534574108e-14,7.002053878454061e-25,1.3046429826901887e-14,2.4216026256029755e-19,1.2102385683726412e-20,1.44350478261683e-14,1.4026184945024363e-25,1.660876124085586e-24,3.0770188536522275e-31,1.912314259539966e-21,2.580967713485462e-37,8.952057849988821e-39,2.368212218706827e-23,5.794758329299234e-34,1.868746665850339e-49,1.5096445743122768e-24,1.6877647484983558e-36,5.991893284856745e-44,1.7976734098942028e-42,6.172830449446345e-53,3.478063633140327e-14,2.3936393731274657e-23,3.4780636203721067e-14,5.0175206874076275e-28,1.446158707006416e-45,7.262008780897406e-36,1.800053392797679e-23,1.70903884772075e-41,4.641228173821742e-50,2.1007526750113177e-25,1.0247016503008013e-34,2.6508498061798617e-41,1.7704208484405355e-43,7.219070177894143e-50,1.1371073544149077e-45,6.02619046542333e-41,3.132632282011444e-57,9.237391906043042e-60,4.102270156510275e-46,1.7232754563470506e-59,4.6943734214636057e-57,1.0544202570319335e-64,1.138144779742155e-24,2.351680956469794e-35,2.0880720443907516e-49,4.346936036790419e-44,1.1169273291606872e-47
1.6459198243219265e-14,0.4737627934424283,3.76,0.0,0.8443838797476373,0.999999999999945,2.7444962306842144e-29,6.709921384532415e-22,1.0843964993126771e-22,1.302961321411696e-10,1.3029613214122816e-10,9.691782601729811e-25,5.257767512308126e-23,5.2475703636184533e-23,2.345170386464908e-29,3.516387193086233e-32,5.4962612781906986e-14,2.8008286964573617e-24,2.6092892015989443e-14,5.079939138874725e-19,4.840964777572324e-20,2.887013259256571e-14,5.610489847752004e-25,6.643521687997698e-24,2.461622083313114e-30,3.825058025990871e-21,2.064779645410117e-36,7.161684834470321e-38,9.472861278289263e-23,4.6358187471954724e-33,2.990004645007896e-48,6.038591320642334e-24,1.350215288288775e-35,9.587056131877818e-43,1.438142477233743e-41,1.975309546758136e-51,6.956139051139392e-14,9.57458182985744e-23,6.956139000066382e-14,2.0070140890598395e-27,2.313830183622038e-44,5.809599811935261e-35,7.200231874191275e-23,1.3672355996307526e-40,7.425996666174026e-49,8.403028958540412e-25,8.197632445693258e-34,4.2413706316643086e-40,2.832680766603811e-42,1.1397612785035461e-48,9.096881890857078e-45,9.641933766300258e-40,1.0024454510203452e-55,2.955978134248453e-58,6.563650731031042e-45,5.514497424415138e-58,1.5021954912431586e-55,3.374154983430691e-63,4.552591663871052e-24,1.8813497787553718e-34,3.340929434675131e-48,6.9551214777634265e-43,1.7871499868454025e-46
3.2918424391756296e-14,0.4737627934534485,3.76,0.0,0.8443838796172164,0.9999999999998901,2.195609077171645e-28,2.6839719435901922e-21,4.337610215313295e-22,2.605924851625627e-10,2.605924851627969e-10,3.876555630183938e-24,2.1034398734053573e-22,2.0990302485260872e-22,1.8761384372696913e-28,2.8132985084444126e-31,1.0992532086007364e-13,1.1203329209183858e-23,5.218578076513925e-14,1.110678907065938e-18,1.9363869275650758e-19,5.774026610464767e-14,2.2442000738856655e-24,2.6574122913149546e-23,1.9693001029620532e-29,7.65181612483252e-21,1.6518251243391616e-35,5.72938405651773e-37,3.789139979637626e-22,3.7086578264778156e-32,4.784016554969139e-47,2.415437732808488e-23,1.080173006533606e-34,1.5339302671180983e-41,1.1505148603595076e-40,6.320983742909929e-50,1.3912289860900833e-13,3.8298375921693303e-22,1.3912289656608525e-13,8.02807224442567e-27,3.7020346517899975e-43,4.647647575878235e-34,2.8800964053955777e-22,1.0937908461544222e-39,1.188163909377147e-47,3.3612133682013824e-24,6.55810755909653e-33,6.78619566527548e-39,4.5322913240560294e-41,1.8113393517906503e-47,7.277510018384588e-44,1.5427113333233872e-38,3.2078296102888546e-54,9.459164857251318e-57,1.050185023099604e-43,1.764640697914455e-56,4.806976263807796e-54,1.0797307777369991e-61,1.8210397547688288e-23,1.5050811464067418e-33,5.345506929391166e-47,1.1128194780093974e-41,2.859638320019542e-45
6.583687668883037e-14,0.4737627934754894,3.76,0.0,0.8443838793563746,0.9999999999997802,1.7565027013446688e-27,1.0735894415497903e-20,1.7350601512493684e-21,5.211851911244967e-10,5.211851911254337e-10,1.5504933810689218e-23,8.41640639162825e-22,8.396121804399294e-22,1.500910814885205e-27,2.2509358052646212e-30,2.1985074335039714e-13,4.481334674895459e-23,1.0437141574786445e-13,2.6001187259794857e-18,7.745541069098443e-19,1.15480389046371e-13,8.976816250575264e-24,1.0629657819740297e-22,1.5754404747344347e-28,1.5310425059535888e-20,1.321459411793509e-34,4.583554948145233e-36,1.5156494756563438e-21,2.9669241850187604e-31,7.654437431679343e-46,9.661742139334476e-23,8.641377237622894e-34,2.4542866911842525e-40,9.204112458695561e-40,2.0227054582143256e-48,2.7824591375476964e-13,1.531936003114678e-21,2.782459055830723e-13,3.211235483384447e-26,5.922941690199686e-42,3.718058130937595e-33,1.1520392893943564e-21,8.750345160866544e-39,1.901071940594313e-46,1.344484210706795e-23,5.246476936669516e-32,1.0857895671952842e-37,7.251655541157612e-40,2.8881706316343515e-46,5.822002285210122e-43,2.4683384266307236e-37,1.026505613237999e-52,3.0269475867385977e-55,1.680294930467547e-42,5.646846062916415e-55,1.5381970587282196e-52,3.45513755060932e-60,7.284169839399681e-23,1.2040643552366502e-32,8.55285416038192e-46,1.7805052334646034e-40,4.57604504228117e-44
1.3167378128297852e-13,0.47376279351957096,3.76,0.0,0.8443838788346911,0.9999999999995604,1.4052253009564303e-26,4.294358983690084e-20,6.94036250704407e-21,1.042370602724957e-09,1.0423706027287046e-09,6.200936884146162e-23,3.368676855402123e-21,3.3584461671314433e-21,1.2007274200647744e-26,1.8012218378452732e-29,4.397016136668986e-13,1.792534553441937e-22,2.0874211565523201e-13,6.715270257763189e-18,3.0982081600604275e-18,2.309600586033431e-13,3.590735837675339e-23,4.251865996583152e-22,1.2603516052730067e-27,3.0648097662148614e-20,1.057165253154739e-33,3.666916203242888e-35,6.0625399919121265e-21,2.3735333853369837e-30,1.2247120309801815e-44,3.864686136610383e-22,6.913083195266689e-33,3.926848469002453e-39,7.363271495873282e-39,6.472589721164813e-47,5.564919398484223e-13,6.127745898562217e-21,5.564919071616241e-13,1.284498236842444e-25,9.475691555159496e-41,2.974347304878097e-32,4.6081585807853176e-21,7.000297766602826e-38,3.041742480087321e-45,5.377922621487159e-23,4.197162302600034e-31,1.737255670977917e-36,1.1602601187195475e-38,4.6126173299560565e-45,4.657587532654705e-42,3.949337713230689e-36,3.284814798991901e-51,9.686315273496637e-54,2.6884651431753517e-41,1.8069858452400285e-53,4.9219983285962214e-51,1.1056420572486682e-58,2.9136738133013464e-22,9.632495134411928e-32,1.368468815410447e-44,2.8487845419574834e-39,7.323659184881902e-43
2.6334759047127477e-13,0.473762793607734,3.76,0.0,0.8443838777913241,0.9999999999991207,1.1242166390080727e-25,1.7177437483847576e-19,2.7762412002021497e-20,2.0847414246322463e-09,2.084741424647236e-09,2.4795446479155583e-22,1.3491615217384931e-20,1.3433757825845591e-20,9.605794307253741e-26,1.441733775814339e-28,8.794034556424672e-13,7.17014026264354e-22,4.1748123527135355e-13,1.9490601407780603e-17,1.2392760590991886e-17,4.619170924376908e-13,1.436301116624714e-22,1.7007478825944875e-21,1.0082794840648324e-26,6.140593206584301e-20,8.45728091026643e-33,2.9336469215122616e-34,2.4249685129173595e-20,1.8988161117640528e-29,1.9595446149756468e-43,1.545865142321934e-21,5.530433728936999e-32,6.282921050109633e-38,5.890584366557431e-38,2.071184080099687e-45,1.112983975244249e-12,2.4510986995329012e-20,1.1129838444970452e-12,5.1380228450344e-25,1.5157849981142377e-39,2.3793178136454815e-31,1.84326369194393e-20,5.6002697182516456e-37,4.866872754124055e-44,2.151156645864097e-22,3.3576971797527934e-30,2.779582980182845e-35,1.8563998264522415e-37,7.371899941638503e-44,3.726045327278527e-41,6.31892451280263e-35,1.051138064009754e-49,3.099672096171374e-52,4.301520080275899e-40,5.7823198172820745e-52,1.574889870808542e-49,3.5380399619851003e-57,1.1654736715644297e-21,7.705960288907771e-31,2.189587663516505e-43,4.557975031782548e-38,1.1724206707474368e-41
5.266952088478674e-13,0.4737627937840603,3.76,0.0,0.8443838757045901,0.9999999999982413,8.994312976263564e-25,6.870974594640689e-19,1.1105731723968087e-19,4.169483063272298e-09,4.169483063332256e-09,9.91154160473285e-22,5.410170756865114e-20,5.3734803751855686e-20,7.684593223232681e-25,1.1545967792171514e-27,1.7588075449570506e-12,2.8680570603501933e-21,8.349503539788763e-13,6.322090015112336e-17,4.957045416365181e-17,9.238219391984073e-13,5.745257292825155e-22,6.803001779952027e-21,8.066204825996264e-26,1.2325691954650297e-19,6.765757088815742e-32,2.3470992162888925e-33,9.699491885505797e-20,1.5190355128544637e-28,3.1352876141509305e-42,6.183384598222864e-21,4.424293231907053e-31,1.0052553888023663e-36,4.7124136560406765e-37,6.627501395559424e-44,2.225967978869989e-12,9.804395181445769e-20,2.2259674558812233e-12,2.055232565714767e-24,2.4242138368248737e-38,1.903197724510259e-30,7.373055086940772e-20,4.4802649356025154e-36,7.787265765067181e-43,8.60452531175756e-22,2.686104738197181e-29,4.447247946087553e-34,2.970186475133825e-36,1.1783529421917157e-42,2.9807965472646336e-40,1.0110225556828618e-33,3.3636236727293936e-48,9.919275391472606e-51,6.882352806332658e-39,1.8503194451119911e-50,5.038688903532644e-48,1.1321631548017967e-55,4.661926743902044e-21,6.164709207485944e-30,3.5034593075142874e-42,7.2925003459229616e-37,1.8779048266488095e-40
1e-12,0.473762794136713,3.76,0.0,0.8443838719541813,0.9999999999966608,6.558063520610024e-24,2.5394385942762274e-18,4.1051112542007653e-19,7.916310952079714e-09,7.916310952301311e-09,3.658437566389311e-21,2.0092639192938456e-19,1.9859646406562688e-19,5.6023286963637745e-24,8.43488648311108e-27,3.3393289679538452e-12,1.0600039674773135e-20,1.5852191515281422e-12,2.0715946039759336e-16,1.832028798565768e-16,1.753953041861717e-12,2.1234236765459748e-21,2.5143242224065723e-20,5.880555560021957e-25,2.356632327159068e-19,4.932422313495505e-31,1.7113945674395238e-32,3.5845539686839e-19,1.107415347744818e-27,4.539775806258077e-41,2.2852583431192745e-20,3.225417269958976e-30,1.4555217174079558e-35,3.4354689651422776e-36,1.912370027876372e-42,4.226292117205462e-12,3.623600099137912e-19,4.2262901842951435e-12,7.59608863886368e-24,3.507139124452899e-37,1.387141942506444e-29,2.725002702093488e-19,3.2663709366133233e-35,1.1276322120961353e-41,3.1800679227805793e-21,1.9582063300410803e-28,6.439133809344427e-33,4.300518410653026e-35,1.7039651051730728e-41,2.1730700200068842e-39,1.4638912794287798e-32,9.706494242898503e-47,2.862647967635598e-49,9.965051541168134e-38,5.339439488924724e-49,1.4534918214964465e-46,3.267092584056337e-54,1.7230214162512407e-20,4.4942456169018873e-29,5.073163893548389e-41,1.0558403955688354e-35,2.72494715971684e-39
1.0533904456010524e-12,0.473762794136713,3.76,0.0,0.844383871531122,0.9999999999964825,7.196377143301546e-24,2.7483891911042066e-18,4.442905685074051e-19,8.3389663198543e-09,8.33896632009413e-09,3.9593165184901275e-21,2.174887328771096e-19,2.1493736899463392e-19,6.147606168051882e-24,9.256128774889852e-27,3.517617344985475e-12,1.147223451598475e-20,1.6698521114527875e-12,2.2339623639140073e-16,1.9827708761417694e-16,1.8475947507711057e-12,2.2981448142586304e-21,2.721208586995e-20,6.452913287639622e-25,2.483430603041234e-19,5.412496783219241e-31,1.8779697906907934e-32,3.8794905864649147e-19,1.2152004400229782e-27,5.016511341503844e-41,2.4732927704358454e-20,3.539348101334306e-30,1.608370053430958e-35,3.769844266979046e-36,2.120616040292989e-42,4.451935717457851e-12,3.921757911719638e-19,4.451933625503421e-12,8.221116697499222e-24,3.875410771391219e-37,1.5221476938932677e-29,2.9492219385335536e-19,3.5842901051591733e-35,1.246048783053243e-41,3.441728699717515e-21,2.148798686881083e-28,7.115324235459999e-33,4.7521272688634404e-35,1.8828861280974362e-41,2.3845755297151616e-39,1.6176186758217482e-32,1.0763478084034969e-46,3.1743754380040207e-49,1.1011509052623673e-37,5.920874793933519e-49,1.611766994217136e-46,3.622860922973788e-54,1.864796120050092e-20,4.931672245236108e-29,5.60591437535227e-41,1.1667167098464085e-35,3.011147358995932e-39
2.1067809191074224e-12,0.47376279484201833,3.76,0.0,0.844383863184186,0.9999999999929648,5.758584070605514e-23,1.0993550935137535e-17,1.7776525428383714e-18,1.667793275022593e-08,1.6677932751185204e-08,1.579502249993789e-20,8.786093759133686e-19,8.597346569886179e-19,4.917975137476789e-23,7.435868768321552e-26,7.035243430203189e-12,4.588898552281607e-20,3.339509723896049e-12,8.345754109336286e-16,7.930704740528793e-16,3.694992859585789e-12,9.192912452585618e-21,1.08848966952525e-19,5.1622493500895504e-24,5.043950709278361e-19,4.329823186751068e-30,1.5028403716018218e-31,1.5515512522593812e-18,9.721155359796285e-27,8.02658106371385e-40,9.892681986846519e-20,2.831339941680038e-29,2.5732685031055364e-34,3.015736570899775e-35,6.784790903488478e-41,8.903870119979358e-12,1.5687029424989578e-18,8.90386175216719e-12,3.288595619548845e-23,6.190022710115723e-36,1.2170618328508304e-28,1.1796886281041048e-18,2.8675569275758068e-34,1.9939555504456165e-40,1.3766262621236233e-20,1.7189026773984387e-27,1.1383646081940841e-31,7.6028556214258335e-34,3.005672065259526e-40,1.907568920031396e-38,2.588133966958751e-31,3.444237457458268e-45,1.0159327470886562e-47,1.7617595990268924e-36,1.8945854562699704e-47,5.153732354947196e-45,1.1592775838137262e-52,7.459387394227172e-20,3.9451853381648544e-28,8.970672670488391e-40,1.866479876706897e-34,4.838624547977584e-38
3.1601713926137924e-12,0.4737627955473236,3.76,0.0,0.8443838548372501,0.9999999999894472,1.6468386000082464e-22,2.3361286968509234e-17,3.778231679907294e-18,2.501689909780521e-08,2.5016899099843617e-08,3.350256832627217e-20,1.8797552466033884e-18,1.826914366730374e-18,1.4062154708684747e-22,2.131279949726221e-25,1.055287600014564e-11,9.751416385661523e-20,5.0090214510927084e-12,1.7365526377889715e-15,1.6852191169619653e-15,5.54224346753277e-12,1.9535428478746273e-20,2.3130496859540623e-19,1.476067312106451e-23,7.666698136854895e-19,1.2380312986239535e-29,4.297947593679879e-31,3.296686620529572e-18,2.779569231270781e-26,2.9543438521044476e-39,2.1021230750555001e-19,8.095636450713559e-29,9.4711194845086e-34,8.622893735735939e-35,3.0974746413783617e-40,1.3355803447846903e-11,3.3334934001475467e-18,1.3355785666254372e-11,6.988517045965579e-23,2.2764605352712824e-35,3.4799089855049623e-28,2.5068380968322054e-18,8.19965147183726e-34,7.339647464857855e-40,2.925235018926625e-20,4.9147634814472926e-27,4.189783221104138e-31,2.798258737121957e-33,1.105144963969114e-39,5.454394655736083e-38,9.525952655029954e-31,1.5725049500570842e-44,4.638633338162601e-47,6.484301274712746e-36,8.649826875737503e-47,2.352282753207405e-44,5.292778972568153e-52,1.5851496080838447e-19,1.1280513820049924e-27,3.302017279208749e-39,7.115487630460084e-34,1.7857254251569974e-37
