Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34)
9.999999999999998e-05,0.5615447846230419,3.76,0.0,0.004842853853846601,0.5955422775740886,0.3439201454427257,0.06506165849236688,0.0001104967502957855,0.06910015570045584,0.29803346142498743,1.4079718959120097e-11,0.5329103806064518,2.3014803988746092e-07,4.3960603919098174e-05,0.3772150877337572,0.0016566814279166137,0.00025647173334846857,4.972523989531399e-05,0.0004347869983845289,0.41466116523537194,5.445704489399816e-05,2.3537542052309083e-05,0.008798692743699406,0.019719048467850442,6.090096812841667e-05,3.905211590884986e-05,0.0004310863724999621,4.617560540475226e-08,0.04921295977966577,2.00746199723684e-09,0.0010257626109805552,3.6566097290820056e-05,0.00015411503200475442,4.061903429756989e-06,7.929051474190208e-08,0.004567711976990934,0.0173683527220682,0.0037590905886656294,0.018799569074065624,9.138345128735414e-09,1.8456194953201242e-10,0.031045536314156214,0.0008371831224328843,3.1365350593947147e-07,1.5531863797058976e-06,4.309157201143981e-06,0.013224801074396497,9.13429194507544e-06,6.0083239895442414e-12,9.951667158574616e-10,0.0033444458503543942,1.0800900294742666e-05,8.638391768344076e-07,0.0062930741908060785,8.026831961472332e-09,1.4379922303192947e-12,4.067438409508122e-08,9.599732869641944e-06,1.611354697905472e-06,5.2689214286260384e-05,1.749431035114891e-07,3.5191210647097505e-08
0.000100036923497067,0.5615447846230419,3.76,0.0,0.0048376930017554835,0.5954814216074577,0.3439584420253764,0.06507592054352669,0.00011048264009044922,0.06909561290805295,0.29807916983164756,1.4078354732489748e-11,0.532908320154581,2.3014912627746908e-07,4.395457058663633e-05,0.37730490484378737,0.0016563696474607,0.0002563917158389273,4.971473491871121e-05,0.0004347538402182482,0.4146151176202543,5.4445993122129114e-05,2.353514214876851e-05,0.0087979822085794,0.019722031953039214,6.089388338198927e-05,3.9047592208821763e-05,0.00043099411775320825,4.6160636965476776e-08,0.049210178050426864,2.00680571640868e-09,0.0010254123597719887,3.656136434771654e-05,0.00015407728512435625,4.060835122129666e-06,7.926214087913829e-08,0.004567356430972413,0.017364367463488465,0.003759055512901291,0.018798868386358043,9.137824914546733e-09,1.845258008222689e-10,0.031047662535003098,0.0008371205011459363,3.1367393155610555e-07,1.552866034598239e-06,4.3094137254127375e-06,0.013229249840109843,9.136616721979028e-06,6.007107604870176e-12,9.949298336512125e-10,0.003345630533820192,1.0803310508624937e-05,8.640341368663847e-07,0.006293919539484831,8.027911081825673e-09,1.4374776592369495e-12,4.067556961235685e-08,9.598447402771623e-06,1.611459038153927e-06,5.2688198482308633e-05,1.749201626757515e-07,3.518712979942753e-08
0.00010047604199261286,0.561616449541538,3.76,0.0,0.004776776623621485,0.5947586109063565,0.34441331745876036,0.0652453458296293,0.00011031573738486369,0.06904152180790908,0.29862181693323614,1.4062177108957984e-11,0.5328836521674734,2.301622482490788e-07,4.3883063529375025e-05,0.3783717340667907,0.0016526726180211128,0.00025544378269588337,4.959045028208411e-05,0.00043436309402985584,0.4140680762110995,5.431521726130607e-05,2.3506740344236903e-05,0.008789520001919772,0.019757467512170165,6.081001008748383e-05,3.89940938217584e-05,0.0004299011039268969,4.598348200649204e-08,0.04917694188175436,1.999031429633957e-09,0.0010212731545046552,3.6505367165450486e-05,0.00015363028302763502,4.04818511114334e-06,7.892617295397273e-08,0.004563148768195344,0.017317124832536872,0.003758646716262323,0.01879049749394293,9.13161040932485e-09,1.8409745255614053e-10,0.03107283346022765,0.000836379779103454,3.1391728731253583e-07,1.549070986530551e-06,4.312469679878462e-06,0.013282098624228859,9.164262197025182e-06,5.992696901563726e-12,9.921229141481964e-10,0.0033597200343771553,1.0831930678791319e-05,8.663491706798632e-07,0.006303966691849966,8.040736627850494e-09,1.4313847489311451e-12,4.0689811895619636e-08,9.583231553034814e-06,1.6127016616676168e-06,5.267626729184217e-05,1.7464807550509305e-07,3.513879594144967e-08
0.00010091516048815871,0.5616878839850676,3.76,0.0,0.0047166996786225995,0.5940375039969815,0.34486714274281305,0.06541442509205839,0.00011015048620397115,0.0689873124069568,0.29916272622615564,1.4046084614829149e-11,0.5328586856529343,2.3017573551389942e-07,4.381200444823308e-05,0.3794361115842066,0.0016489954701805667,0.00025450258824358436,4.946734690524465e-05,0.0004339789042971935,0.41352211556489876,5.418564405745598e-05,2.3478593148232053e-05,0.00878103585796353,0.019792818629898176,6.072683639591695e-05,3.89411438106604e-05,0.00042881565508680016,4.580789539045488e-08,0.049143424104820484,1.9913131385556605e-09,0.0010171816604456355,3.6449899506326184e-05,0.0001531867660001142,4.035635478804596e-06,7.859289474339135e-08,0.004558978966099491,0.017270163024372714,0.0037582531533353765,0.018782057673047164,9.125345114199869e-09,1.8367194657147985e-10,0.03109779255439569,0.0008356463912549298,3.1416144302076046e-07,1.5453027968233283e-06,4.3155351565768655e-06,0.013334839036704668,9.191903421544582e-06,5.9783873320707605e-12,9.893347139696677e-10,0.003373810426020329,1.0860470508674557e-05,8.686576580927273e-07,0.006314002363707619,8.053547457738777e-09,1.4253406161465965e-12,4.070431590892183e-08,9.568146734503419e-06,1.6139474717139273e-06,5.26646082760863e-05,1.7437734223322636e-07,3.509082368257754e-08
0.00010135427898370457,0.5617590900360346,3.76,0.0,0.0046574495572931085,0.5933180880534907,0.34531992690911073,0.06558316051773518,0.00010998686086089502,0.06893298757323814,0.29970191168951454,1.4030075960806162e-11,0.5328334256006975,2.3018957820333206e-07,4.3741386905391264e-05,0.3804980529688475,0.0016453379653191338,0.0002535680419238221,4.934540645556767e-05,0.00043360117091229195,0.4129772323120229,5.4057255092493035e-05,2.345069688467636e-05,0.008772530206032534,0.019828085923112797,6.0644352055600944e-05,3.888873391567543e-05,0.00042773766841225174,4.563385332581669e-08,0.04910962828921751,1.983650113906157e-09,0.0010131369744783405,3.639495343484703e-05,0.00015274668348050873,4.023184686582685e-06,7.826226846873096e-08,0.0045548464993302945,0.017223480764818486,0.0037578745889283683,0.018773550199674114,9.119029668761359e-09,1.832492433531534e-10,0.03112254156199533,0.0008349202439585736,3.1440637941933596e-07,1.5415610833687822e-06,4.318610039252783e-06,0.013387471391428327,9.219540343539026e-06,5.964177531357738e-12,9.86564990941586e-10,0.0033879017521578534,1.0888930327280209e-05,8.709596264847661e-07,0.0063240267283503375,8.066343793782146e-09,1.4193445757891605e-12,4.071907785273757e-08,9.553191024030918e-06,1.6151964294074367e-06,5.265321649642728e-05,1.7410794610911047e-07,3.504320713061713e-08
0.00010179339747925042,0.5618300697108469,3.76,0.0,0.004599013869720203,0.5926003504392762,0.3457716788462961,0.0657515542594016,0.00010982483632534605,0.06887855012883225,0.30023938713721904,1.4014149893857274e-11,0.5328078769096084,2.3020376673811826e-07,4.3671204570613e-05,0.38155757361356285,0.0016416998690154986,0.0002526400549713115,4.9224611005327315e-05,0.0004332297958594526,0.4124334230963474,5.393003234908037e-05,2.342304794594897e-05,0.008764003468675478,0.01986326999968133,6.056254668398675e-05,3.8836855992692044e-05,0.00042666704306661694,4.5461332484552906e-08,0.049075557948343,1.976041640984184e-09,0.0010091382145588877,3.634052114300992e-05,0.00015230998589605378,4.01083122875201e-06,7.79342571256785e-08,0.004550750851230561,0.0171770767524017,0.003757510791033503,0.01876497632791025,9.112664702574768e-09,1.8282930434585258e-10,0.031147082203154684,0.00083420124508838,3.146520740507312e-07,1.5378454714070324e-06,4.321694211916409e-06,0.013439995999227374,9.247172911373795e-06,5.950066138223269e-12,9.838135032243505e-10,0.0034019940551612707,1.0917310466879257e-05,8.732551032058396e-07,0.006334039955965525,8.079125854288331e-09,1.4133959568316002e-12,4.0734093717844514e-08,9.53836253543219e-06,1.6164484962870902e-06,5.2642087076043494e-05,1.7383987064694884e-07,3.499594050839688e-08
0.00010223251597479627,0.5619008249849305,3.76,0.0,0.0045413804037491195,0.591884278671169,0.34622240732738285,0.06591960844207537,0.00010966438777993797,0.06882400285854104,0.30077516624856876,1.3998305171750728e-11,0.5327820444050613,2.3021829174154587e-07,4.3601451179650814e-05,0.3826146887647,0.0016380809502799334,0.00025171854006445334,4.910494285782956e-05,0.00043286468270510434,0.4118906845731865,5.3803958051936605e-05,2.3395642797849317e-05,0.008755456062933924,0.019898371460171545,6.048141010838806e-05,3.8785502125761965e-05,0.0004256036796419779,4.529030976674961e-08,0.04904121655002326,1.968487013931392e-09,0.0010051845156196875,3.628659495784819e-05,0.00015187662445063986,3.998573625753972e-06,7.760882417565924e-08,0.004546691512218276,0.017130949664173542,0.0037571615303011036,0.018756337294109374,9.10625083714564e-09,1.8241209150230547e-10,0.031171416178273875,0.000833489303748508,3.148985090850499e-07,1.5341555909598877e-06,4.324787564335145e-06,0.013492413168418918,9.274801090102123e-06,5.936051794839598e-12,9.810800084978058e-10,0.003416087376553814,1.0945611255267987e-05,8.755441154906152e-07,0.006344042214220378,8.091893854336058e-09,1.407494096636883e-12,4.0749359824149626e-08,9.52365941400279e-06,1.617703635792328e-06,5.263121518699547e-05,1.7357309953737745e-07,3.494901813898061e-08
0.00010267163447034213,0.5619713578886197,3.76,0.0,0.004484537202800499,0.5911698604871714,0.3466721209586253,0.06608732515082692,0.00010950549088496336,0.06876934849320604,0.30130926250740453,1.3982540602304095e-11,0.5327559328072667,2.3023314424619954e-07,4.353212059605281e-05,0.38366941345566874,0.0016344809830244715,0.00025080341197084764,4.8986384836105204e-05,0.00043250573703818886,0.41134901341508473,5.3679014932685756e-05,2.3368477976038937e-05,0.008746888397973435,0.019933390894612497,6.0400932655812366e-05,3.873466461509599e-05,0.00042454748093408574,4.5120762962571e-08,0.049006607496708245,1.96098554666097e-09,0.001001275037004683,3.62331674040054e-05,0.0001514465515251476,3.986410435653353e-06,7.728593418591658e-08,0.00454266798255271,0.017085098147286527,0.00375682658101727,0.01874763430919914,9.099788682439423e-09,1.8199756756911884e-10,0.031195545159426387,0.0008327843307892167,3.1514566945265983e-07,1.530491081471716e-06,4.327889974753552e-06,0.013544723203775706,9.30242480460763e-06,5.9221331928845126e-12,9.78364273271874e-10,0.00343018175660282,1.0973832995142386e-05,8.778266890847039e-07,0.006354033667158567,8.104648004347334e-09,1.401638352689534e-12,4.0764872754371944e-08,9.50907984503896e-06,1.6189618081272343e-06,5.262059608844257e-05,1.7330761680330674e-07,3.4902434440154335e-08
0.00010311075296588798,0.5620416702952089,3.76,0.0,0.004428472506826938,0.5904570837950183,0.347120828218167,0.06625470643992284,0.00010934812181284255,0.06871458972228645,0.30184168924717747,1.396685501620331e-11,0.5327295467556421,2.3024831547522497e-07,4.346320683248737e-05,0.3847217625560062,0.0016308997448849978,0.0002498945870284019,4.8868919998106336e-05,0.0004321528660132373,0.4108084063076695,5.3555185962787214e-05,2.334155006150091e-05,0.008738300876888972,0.019968328884900896,6.0321104916692874e-05,3.868433579571018e-05,0.00042349835146373693,4.495266999974228e-08,0.0489717341408847,1.953536561695563e-09,0.0009974089565251904,3.618023112543977e-05,0.00015101972033357148,3.974340245091494e-06,7.696555218935687e-08,0.0045386797704309685,0.01703952082664185,0.00375650572048502,0.018738868564556307,9.093278839476413e-09,1.8158569579830389e-10,0.03121947079684772,0.0008320862384160612,3.153935381262527e-07,1.5268515877012679e-06,4.331001326795937e-06,0.01359692640725762,9.330043987292572e-06,5.9083090613322106e-12,9.756660713440346e-10,0.003444277234634747,1.1001975992968012e-05,8.801028494420014e-07,0.006364014476047984,8.117388511180837e-09,1.3958280909006918e-12,4.078062910075927e-08,9.494622042111721e-06,1.6202229745768803e-06,5.261022514955248e-05,1.7304340666604587e-07,3.485618392312135e-08
0.00010354987146143384,0.5621117641719348,3.76,0.0,0.00437317476533587,0.5897459366844933,0.34756853744706234,0.06642175433061796,0.000109192257347215,0.06865972919060272,0.30237245963870735,1.3951247253527845e-11,0.5327028908036308,2.3026379677261888e-07,4.3394704018707425e-05,0.38577175075771,0.0016273370175450108,0.00024899198327033484,4.875253169267868e-05,0.0004318059788920033,0.41026885995174933,5.3432454406768994e-05,2.3314855706059288e-05,0.00872969389629857,0.020003186004245877,6.024191730356839e-05,3.863450810275608e-05,0.0004224561977160324,4.478600919470038e-08,0.048936599781967204,1.946139392705017e-09,0.0009935854717615048,3.612777888163851e-05,0.000150596085057741,3.962361671569826e-06,7.664764381956003e-08,0.004534726392228008,0.016994216304420894,0.0037561987290757573,0.018730041230736218,9.086721899732319e-09,1.8117644035164386e-10,0.031243194717465762,0.000831394940275693,3.156420953541844e-07,1.5232367598855354e-06,4.334121514432325e-06,0.013649023077769953,9.35765859444052e-06,5.89457813529936e-12,9.72985177704582e-10,0.0034583738489482553,1.103004055200655e-05,8.823726213112333e-07,0.0063739847991745755,8.130115577873563e-09,1.3900626879612515e-12,4.079662523420863e-08,9.480284253324198e-06,1.6214870983079978e-06,5.260009781866788e-05,1.727804535408037e-07,3.481026123103624e-08
0.0001039889899569797,0.5621816413619688,3.76,0.0,0.004318632604662254,0.5890364073991426,0.34801525687094836,0.06658847081626126,0.00010903787455735883,0.06860476950544386,0.30290158671515255,1.393571617805669e-11,0.5326759694319995,2.30279579642142e-07,4.332660631953199e-05,0.3868193926026843,0.0016237925860721652,0.0002480955201267382,4.863720361638306e-05,0.0004314649864762605,0.4097303710607133,5.3310803863501754e-05,2.3288391633421918e-05,0.008721067847319401,0.02003796281857084,6.016336015763999e-05,3.858517422387441e-05,0.00042142092751965574,4.462075945376302e-08,0.04890120767457471,1.938793387050603e-09,0.0009898037966818971,3.607580355481803e-05,0.00015017560060192394,3.950473357930999e-06,7.633217541111504e-08,0.004530807371544073,0.016949183164431485,0.003755905389942056,0.01872115346068303,9.080118446741355e-09,1.8076976612221084e-10,0.031266718528469115,0.0008307103512531556,3.158913232007362e-07,1.519646255020079e-06,4.337250429468041e-06,0.01370101351163956,9.385268587809368e-06,5.880939152455154e-12,9.703213671015065e-10,0.0034724716370030484,1.1058026978373127e-05,8.84636030267286e-07,0.006383944792312598,8.142829404242511e-09,1.3843415334002205e-12,4.081285748870113e-08,9.46606475622e-06,1.6227541437963731e-06,5.259020957700358e-05,1.7251874210407277e-07,3.476466108084609e-08
0.00010442810845252555,0.5622513037558775,3.76,0.0,0.004264834842315327,0.5883284843491898,0.34846099459027624,0.06675485785998085,0.00010888495074238252,0.06854971323316011,0.30342908335902896,1.3920260709249321e-11,0.532648787043526,2.3029565603856772e-07,4.3258907994040644e-05,0.387864702468631,0.0016202662391917953,0.0002472051185617649,4.852291986303155e-05,0.00043112980079741345,0.40919293636270426,5.319021832968004e-05,2.326215461691026e-05,0.008712423115130265,0.02007265988588294,6.008542448020145e-05,3.853632705314239e-05,0.00042039245022610185,4.445690011250636e-08,0.048865561024763166,1.9314979066127336e-09,0.0009860631630915688,3.602429819707017e-05,0.00014975822271820266,3.938673974338289e-06,7.601911411579363e-08,0.0045269222394397944,0.016904419971253103,0.003755625489086225,0.018712206388369148,9.073469055554875e-09,1.8036563833082333e-10,0.03129004381576697,0.0008300323875489475,3.161412076737955e-07,1.516079737269681e-06,4.3403879481379875e-06,0.013752898002478354,9.41287387969699e-06,5.867390891181929e-12,9.676744210231667e-10,0.003486570635303105,1.1085935558830045e-05,8.868931008966498e-07,0.00639389460850991,8.155530186601333e-09,1.3786640316793768e-12,4.082932265303786e-08,9.45196185926809e-06,1.6240240721486667e-06,5.258055596708561e-05,1.7225825729476502e-07,3.471937824842784e-08
0.0001048672269480714,0.5623207531683935,3.76,0.0,0.004211770475362214,0.5876221561007908,0.34890575858802064,0.06692091739650366,0.00010873346366922186,0.06849456290185243,0.3039549623116505,1.3904879774320353e-11,0.532621347967743,2.3031201816438045e-07,4.3191603471764314e-05,0.38890769457914864,0.001616757768982615,0.00024632070094717065,4.840966466397376e-05,0.00043080033527882376,0.40865655259950734,5.307068196208789e-05,2.3236141455753228e-05,0.008703760079379229,0.02010727775669392,6.000810183856328e-05,3.848795941076707e-05,0.0004193706767989895,4.4294410568899605e-08,0.04882966299334843,1.9242523172298096e-09,0.0009823628192495105,3.5973255966386856e-05,0.0001493439079153457,3.926962216294296e-06,7.57084273372203e-08,0.004523070534162887,0.016859925272004472,0.003755358815276551,0.018703201129979048,9.066774293146713e-09,1.7996402252585146e-10,0.03131317214527822,0.0008293609665993832,3.163917351388916e-07,1.5125368745137389e-06,4.343533954238691e-06,0.013804676841270591,9.440474375068618e-06,5.853932167860491e-12,9.65044128105456e-10,0.0035006708794763602,1.111376657357164e-05,8.891438565604308e-07,0.006403834398279231,8.168218118004255e-09,1.3730295915380502e-12,4.084601791795011e-08,9.437973895489047e-06,1.625296843200117e-06,5.2571132652450854e-05,1.7199898418692352e-07,3.4674407609886775e-08
0.00010530634544361726,0.5623899914284427,3.76,0.0,0.004159428687668171,0.5869174113831874,0.3493495567245615,0.06708665133085767,0.00010858339180759043,0.06843932099939731,0.30447923616609407,1.3889572288368975e-11,0.5325936564579093,2.3032865808606284e-07,4.3124687290281533e-05,0.38994838299564155,0.0016132669711239867,0.00024544219114186206,4.829742250442588e-05,0.00043047650541479915,0.4081212165275378,5.295217915044533e-05,2.3210349009242337e-05,0.00869507911394546,0.020141816973714085,5.993138327314463e-05,3.8440064120873675e-05,0.00041835552006412585,4.413327091045139e-08,0.04879351669447076,1.917055996835639e-09,0.0009787020306354398,3.592267008344569e-05,0.00014893261356021232,3.915336806466114e-06,7.540008310210662e-08,0.00451925180132784,0.016815697596184415,0.0037551051600803746,0.01869413878318939,9.060034717965346e-09,1.7956488541811924e-10,0.03133610506207983,0.000828696007133606,3.1664288690155693e-07,1.5090173401344503e-06,4.346688348171584e-06,0.01385635031616874,9.468070025602941e-06,5.840561813678651e-12,9.624302808668455e-10,0.0035147724042305026,1.1141520305509093e-05,8.913883201893183e-07,0.006413764309469712,8.180893388092422e-09,1.3674376330110004e-12,4.086293985110502e-08,9.42409922521364e-06,1.6265724202162703e-06,5.256193538027078e-05,1.717409080616056e-07,3.4629744154243586e-08
0.00010574546393916311,0.5624590203127747,3.76,0.0,0.0041077988401359115,0.5862142390810343,0.3497923967441908,0.06725206153987753,0.00010843471399682789,0.06838398997548699,0.30500191737393983,1.387433721910978e-11,0.5325657166948308,2.3034556798044935e-07,4.3058153983051035e-05,0.3909867816248713,0.0016097936446898542,0.0002445695143988466,4.8186178373653077e-05,0.0004301582284198464,0.4075869249171716,5.283469475457533e-05,2.3184774230246107e-05,0.008686380587162564,0.02017627807235879,5.9855259217182016e-05,3.839263441219137e-05,0.0004173468942083986,4.3973461768183005e-08,0.04875712519777966,1.9099083424586448e-09,0.0009750800789122879,3.587253390411188e-05,0.00014852429778064222,3.903796492823991e-06,7.509405038964676e-08,0.004515465593681334,0.016771735457270332,0.0037548643178287604,0.01868502042803632,9.053250880507825e-09,1.7916819466341564e-10,0.03135884409139356,0.0008280374291379415,3.1689464042943186e-07,1.5055208155450397e-06,4.349851021112657e-06,0.013907918712669842,9.495660791391583e-06,5.827278658354368e-12,9.598326714813631e-10,0.0035288752434243925,1.116919704051289e-05,8.936265156467581e-07,0.006423684487394093,8.19355618326217e-09,1.361887593870925e-12,4.088008424626625e-08,9.410336243404357e-06,1.627850769190694e-06,5.25529598812588e-05,1.7148401451470272e-07,3.458538294355609e-08
0.00010618458243470897,0.5625278415944184,3.76,0.0,0.004056870471747267,0.5855126282353847,0.35023428627431213,0.06741714987202647,0.00010828740904230583,0.06832857224125413,0.30552301824278716,1.385917359569832e-11,0.532537532787152,2.3036274075858309e-07,4.299199815709846e-05,0.39202290421673214,0.0016063375921268415,0.00024370259737967992,4.8075917563801635e-05,0.00042984542247991985,0.40705367455433406,5.2718213980348684e-05,2.3159414127684324e-05,0.008677664861777042,0.020210661580676505,5.977972117573007e-05,3.834566384720389e-05,0.0004163447145955448,4.381496364171672e-08,0.048720491527720275,1.902808758347305e-09,0.000971496262024728,3.582284099850938e-05,0.00014811891945827878,3.8923400479589125e-06,7.479029863858165e-08,0.00451171147096141,0.016728037353337943,0.0037546360855951334,0.01867584712689184,9.046423323547172e-09,1.7877391770519063e-10,0.0313813907385348,0.0008273851538411997,3.17146980875384e-07,1.5020469872489481e-06,4.353021846637337e-06,0.013959382313693241,9.523246567270224e-06,5.81408153459874e-12,9.572510900024403e-10,0.003542979430020636,1.1196797045199873e-05,8.958584660648311e-07,0.006433595074811215,8.206206686628828e-09,1.3563789199598602e-12,4.0897448029593825e-08,9.396683378626271e-06,1.6291318517322602e-06,5.254420191260501e-05,1.7122828931985263e-07,3.45413191200937e-08
0.00010662370093025482,0.5625964570077774,3.76,0.0,0.00400663329342318,0.5848125680369672,0.35067523282954466,0.0675819181483663,0.00010814145599451825,0.06827307017082712,0.306042550941551,1.3844080416497968e-11,0.5325091087741425,2.3038016964334173e-07,4.292621463547247e-05,0.3930567643697986,0.0016028986190978556,0.00024284136807647776,4.7966625315102e-05,0.00042953800675676917,0.40652146223974994,5.26027220226702e-05,2.3134265704495287e-05,0.008668932295261946,0.02024496801944852,5.9704762137277214e-05,3.8299145704503625e-05,0.00041534889819910543,4.365775753077025e-08,0.04868361866563579,1.8957566490429064e-09,0.0009679498933465512,3.5773585028140486e-05,0.00014771643820693926,3.880966267892351e-06,7.448879739829468e-08,0.00450798899967452,0.016684601768312417,0.003754420263138785,0.01866661992521312,9.03955258233119e-09,1.7838202206459784e-10,0.03140374648969424,0.0008267391036393546,3.17399905585471e-07,1.4985955443562103e-06,4.35620071198331e-06,0.01401074139960081,9.550827230868327e-06,5.800969327228634e-12,9.546853350475864e-10,0.0035570849961086416,1.1224320568447709e-05,8.980841925122295e-07,0.006443496212056018,8.218845078181402e-09,1.3509110585568197e-12,4.091502979907924e-08,9.383139075284947e-06,1.6304156258376228e-06,5.253565742024384e-05,1.709737183423364e-07,3.449754790157085e-08
0.00010706281942580068,0.5626648682748411,3.76,0.0,0.003957077186324256,0.5841140478255232,0.3511152438123893,0.0677463681626383,0.00010799683488211903,0.06821748610129898,0.3065605275012441,1.3829056669282611e-11,0.5324804486259651,2.3039784725505422e-07,4.2860798375842806e-05,0.39408837553128434,0.0015994765345262337,0.00024198575580847408,4.785828719746774e-05,0.0004292359023365173,0.4059902847878791,5.2488204326963406e-05,2.310932599827459e-05,0.008660183239874844,0.020279197902239934,5.9630374063559434e-05,3.8253073032504626e-05,0.0004143593639973267,4.3501825474918776e-08,0.048646509551182236,1.8887514381974286e-09,0.0009644403015167731,3.572475962584845e-05,0.000147316814431285,3.869673973252648e-06,7.418951714829849e-08,0.004504297753126506,0.016641427172667124,0.00375421665284409,0.018657339851672006,9.032639184241001e-09,1.7799247693338523e-10,0.03142591281203148,0.0008260992021006919,3.1765340171118447e-07,1.4951661830953847e-06,4.3593875204934015e-06,0.014061996248086224,9.578402723811299e-06,5.787941004547076e-12,9.521352247933512e-10,0.003571191972928527,1.12517678671892e-05,9.003037156223927e-07,0.006453388037043504,8.23147153480667e-09,1.3454834745199503e-12,4.0932826501631716e-08,9.369701794779534e-06,1.6317020544976052e-06,5.2527322498522286e-05,1.7072028774296576e-07,3.445406456422872e-08
0.00010750193792134653,0.5627330770830234,3.76,0.0,0.003908192217141007,0.5834170571060356,0.3515543265029313,0.06791050167869742,0.00010785352652268987,0.06816182232898027,0.307076959800452,1.3814101447805297e-11,0.5324515562369174,2.304157662927339e-07,4.279574423363553e-05,0.3951177509812358,0.0015960711508847963,0.00024113569134531226,4.775088954820787e-05,0.0004289390328689605,0.4054601390291188,5.237464705778509e-05,2.3084592200177413e-05,0.008651418041970298,0.020313351735011292,5.9556546434404205e-05,3.8207439782997056e-05,0.0004133760321962856,4.334714888616822e-08,0.04860916707804297,1.881792569948876e-09,0.0009609668318410153,3.5676358604538244e-05,0.00014692000931809158,3.85846201154721e-06,7.389242932128676e-08,0.004500637312226494,0.01659851202284292,0.003754025060019214,0.0186480079163715,9.025683648110491e-09,1.7760525271361147e-10,0.03144789115169885,0.000825465374145794,3.179074257884603e-07,1.4917586080961726e-06,4.362582160652172e-06,0.014113147133930064,9.605973015922758e-06,5.7749954776097715e-12,9.496005688414332e-10,0.003585300390839932,1.1279139220033168e-05,9.025170582745998e-07,0.006463270684985688,8.244086229955762e-09,1.340095650413192e-12,4.0950831844905045e-08,9.356370048266355e-06,1.6329911074275976e-06,5.251919309245594e-05,1.704679840004476e-07,3.4410864537999474e-08
0.00010794105641689239,0.5628010851109341,3.76,0.0,0.003859968585113987,0.5827215854998168,0.3519924880944051,0.06807432043914055,0.00010771151080391284,0.06810608112137619,0.30759185960698837,1.379921382038176e-11,0.5324224354484414,2.304339207148442e-07,4.273104718508415e-05,0.3961449038797843,0.0015926822831284226,0.0002402911064761955,4.764441841849208e-05,0.0004286473219193983,0.4049310218083519,5.226203624927174e-05,2.3060061506612032e-05,0.008642637043726902,0.020347430018213118,5.948327245337562e-05,3.8162239789791726e-05,0.0004123988236784801,4.3193710048589856e-08,0.0485715941056348,1.8748794772492826e-09,0.0009575288413655277,3.562837598221301e-05,0.00014652598455860174,3.847329246601352e-06,7.359750502118448e-08,0.00449700726305833,0.01655585476626423,0.0037538452921255265,0.018638625116368785,9.018686487596015e-09,1.7722031841857037e-10,0.031469682940035666,0.0008248375456205976,3.1816197866810794e-07,1.4883725238184204e-06,4.365784520495409e-06,0.014164194329988219,9.633537991028338e-06,5.762131584559937e-12,9.470811537935836e-10,0.0035994102795292144,1.1306434878629165e-05,9.047242424139992e-07,0.006473144289209054,8.256689334632516e-09,1.3347470614413183e-12,4.096904500799435e-08,9.343142369075002e-06,1.6342827449430677e-06,5.251126520197033e-05,1.702167935619976e-07,3.4367943308180886e-08
0.00010833626306288365,0.5628621220322603,3.76,0.0,0.003817124779196543,0.5820969514234497,0.35238605185304694,0.06822148962843545,0.0001075847858142218,0.06805584967519421,0.30805396877873903,1.378587199142922e-11,0.5323960345840156,2.304504556354954e-07,4.267312115483327e-05,0.3970674519753031,0.0015896462725502425,0.000239535609694308,4.7549375337135946e-05,0.0004283891301701109,0.4044556931123124,5.2161484415666926e-05,2.3038155216788185e-05,0.008634720915135796,0.020378036286746053,5.941779349877261e-05,3.8121925020033054e-05,0.00041152450733117476,4.305665893566836e-08,0.04853758368743513,1.8686963795419305e-09,0.000954464463828634,3.55855444332853e-05,0.0001461737083690637,3.837376549076204e-06,7.333389985711796e-08,0.004493765866353589,0.016517682442716106,0.003753693454104775,0.01863013791931296,9.012353873342136e-09,1.7687581081755493e-10,0.03148913721774672,0.0008242775689916296,3.183915247303684e-07,1.4853431839387457e-06,4.368673149438954e-06,0.014210048375363226,9.65834182385549e-06,5.750623079285186e-12,9.44826569122219e-10,0.0036121104607779323,1.1330936443408606e-05,9.067054589597956e-07,0.006482022909122772,8.268022358133342e-09,1.3299664586054237e-12,4.098561272642993e-08,9.331325229496486e-06,1.6354473954700928e-06,5.2504299241741e-05,1.6999166308776302e-07,3.432954883774528e-08
