Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66),C2H2F3(67),S(4446)
6.741887953523303e-06,0.7456847786114599,0.025928263178026358,0.002055586671894334,0.006092007460884884,0.22952251088108974,0.0,0.0,0.0026015459773402823,0.00014597217209229093,0.013917943979847953,0.0012687179414157493,0.0005415521119673685,2.092328028528058e-07,3.830897060538296e-06,2.2477495293487832e-05,0.005080608678556655,0.0022100960667394234,6.937337786375775e-05,2.816256718947788e-06,0.004112688359648422,4.3096316180879264e-05,8.733104387618037e-06,8.610408180446282e-05,2.4871577868991734e-06,0.006371819161888456,0.000509506261458792,0.055412127012611584,6.02507627467903e-05,7.640719625565022e-05,8.453736319018283e-06,3.744092217246782e-07,0.0001091125830064328,0.00028860015251284883,3.76,0.0,0.18393992828755656,0.9387520441352077,0.07020929651427757,0.0018845726442467139,0.07460196702260942,0.001248890936455921,0.2709115920444127,0.0010833350255581161,0.0011204556382166855,0.0010964428638513709,0.004736786657789556,1.4022216535279984e-06,0.0016805666523417283,0.003949498505149874,0.0030999255602007798,0.00034800736797674007,9.13717903030772e-11,2.5614898275556926e-11,9.24112572439992e-07,6.435133343463457e-07,0.0007853201333079508,3.3111015985530042e-09,7.565704906154483e-09,0.0011408615872948243,5.697568082930511e-07,3.377094654563507e-09,2.7311842596319685e-05,2.6428832016784636e-10,7.847706318184076e-07,0.00014950222307148444,1.803842762096309e-06,2.8417525515781435e-07,2.2735636304816527e-06,4.620365704179613e-06,1.081003241517323e-06,5.96324689023352e-07,1.2123798939464078e-11,0.0015505830492819617,1.278127018287724e-06,0.00010117977247759917,4.1388950435290326e-09,0.0007123533904855057,6.826003518169598e-07,7.588100379011082e-07,3.737874774980269e-12,1.8549693277581482e-07,2.5858250569802597e-05,5.0972162575820034e-05,1.703774756420008e-06,0.000275920877423752,1.7153114543937518e-09,5.066815062979551e-09,6.711714159413466e-10,2.3249217094805696e-08
6.759458392791434e-06,0.7460488176664097,0.025972725398219012,0.002080751761908115,0.006120306557226471,0.2314575121453717,0.0,0.0,0.0026055809506366208,0.00014804799603516046,0.014288377516687462,0.0013070302476611206,0.0005467362740646701,2.143426646681621e-07,3.911009163667732e-06,2.29538999791464e-05,0.005179139429555451,0.0022461464155543965,7.176710301728027e-05,2.8879399534998162e-06,0.004185424033287374,4.3333517002001973e-05,8.950674335510538e-06,8.910971132698495e-05,2.539594018947721e-06,0.00656144532883165,0.0005105297906085384,0.05532020488875192,6.17993255385676e-05,7.636481692435183e-05,8.684506410789901e-06,3.778897883569171e-07,0.00010959213142211461,0.0002916428024076873,3.76,0.0,0.18126559373606227,0.9377792020503034,0.071176545952579,0.0019235197201070491,0.07493229835911541,0.001247527269256538,0.27277513832543054,0.0010860895852181183,0.0011340410395197986,0.0011093858085965405,0.004815955548233073,1.4437167085562392e-06,0.0017122001228356539,0.0040424597001463055,0.003182480461962322,0.00036442395059922813,9.324236065825553e-11,2.6125284431590745e-11,9.420839839292009e-07,6.418922330228042e-07,0.0008158494517070575,3.319488922308187e-09,7.795513305019732e-09,0.0011793014600066896,5.796438800072267e-07,3.499779371401456e-09,2.891890393554475e-05,2.6995320065367655e-10,8.184770460167062e-07,0.0001558579771348531,1.8853711099991794e-06,2.8490620640099797e-07,2.3673989482001903e-06,4.8596273092278365e-06,1.1315102378318417e-06,6.188530228174114e-07,1.2333638641122075e-11,0.0015841874892992176,1.282793057723128e-06,0.00010507433863854649,4.152124790953225e-09,0.0007116171508984421,7.108981480215739e-07,7.72646254815855e-07,3.896164393255221e-12,1.947518987147635e-07,2.6460383879130788e-05,5.244033594801956e-05,1.848183797400559e-06,0.0002779674153622614,1.7905820830184745e-09,5.328269626657668e-09,7.063562349853711e-10,2.4461562316027738e-08
6.777028832059564e-06,0.746409552478578,0.026009457069172418,0.002105453143112643,0.006146548606087442,0.2333723183844774,0.0,0.0,0.002609479370219714,0.00015011935350939446,0.014665298765059785,0.0013461028151151254,0.0005518367161057486,2.1935218164070547e-07,3.9898611163664075e-06,2.342894285321968e-05,0.005278027998318113,0.0022826182393752754,7.42065727745713e-05,2.960444228330897e-06,0.004258644364967108,4.3547942020064684e-05,9.168128885860493e-06,9.21761170137936e-05,2.592256200098236e-06,0.006754075207983208,0.0005114095101333518,0.05522711779514563,6.339238024102258e-05,7.631055999658206e-05,8.916437828212435e-06,3.812053690202411e-07,0.0001100461588441904,0.00029465611145481854,3.76,0.0,0.1786206393070955,0.9368017313074558,0.07214407083307167,0.001963002963356645,0.07526636759667052,0.0012457603554910477,0.2746023734678782,0.0010884580131774303,0.0011472440712214187,0.001121947144265263,0.004894470531816286,1.4858151913193894e-06,0.0017436908998358363,0.004136345556342416,0.0032660661606393232,0.0003814053980552574,9.510484528488374e-11,2.663280174496953e-11,9.599404348984502e-07,6.400658553651923e-07,0.000847210853607216,3.3266631824383836e-09,8.027981379575723e-09,0.0012183889374415245,5.894520841948245e-07,3.6249978621990727e-09,3.0598194038128285e-05,2.7558963817233805e-10,8.528441470772229e-07,0.000162379391170319,1.9687343606229834e-06,2.8553207611998307e-07,2.462761918607526e-06,5.106650634566187e-06,1.183282471162373e-06,6.418199992814594e-07,1.2541783015562656e-11,0.0016179472555012948,1.2871341761514563e-06,0.00010904660434754615,4.163004399925703e-09,0.0007108773618160502,7.401313684083758e-07,7.865017316369796e-07,4.059459455028099e-12,2.0436766191130333e-07,2.7072698474109467e-05,5.394032484108836e-05,2.0029554056056028e-06,0.0002800740170549944,1.867396954946319e-09,5.600581591968114e-09,7.430293469401903e-10,2.5725137104517547e-08
6.794599271327695e-06,0.7467669114408678,0.026038472406793637,0.002129664863077185,0.006170714599473107,0.2352665587384908,0.0,0.0,0.002613248992443165,0.0001521857926486897,0.01504867533938039,0.0013859310790068117,0.0005568509750823789,2.2424903839835133e-07,4.06731328229728e-06,2.390209822032876e-05,0.005377225011353288,0.0023195074467288897,7.669083332558593e-05,3.033733197087525e-06,0.004332325080443777,4.3739394721889284e-05,9.385202360321123e-06,9.530246050791657e-05,2.645120406097385e-06,0.006949641910031633,0.0005121459289459165,0.05513293006319011,6.503082812282206e-05,7.624468486478474e-05,9.149290087517856e-06,3.8435249014543884e-07,0.00011047449221563095,0.0002976390464556392,3.76,0.0,0.17600564023470144,0.9358199366905617,0.07311155216760466,0.0020030147571142827,0.07560411296663455,0.0012435953642106845,0.2763929795580652,0.001090440201301118,0.0011600511094341697,0.0011341138693276073,0.00497226669454584,1.5284976199035298e-06,0.0017750108688727939,0.004231125210936781,0.0033506518843223806,0.0003989592260450372,9.695712531526551e-11,2.7136867172872696e-11,9.77661443673595e-07,6.380379713657469e-07,0.000879407711481376,3.332624801895977e-09,8.262928194934443e-09,0.0012581064038021553,5.991723785179729e-07,3.7527103892860805e-09,3.2351386925132995e-05,2.811908217296281e-10,8.87838481769477e-07,0.00016906523837577093,2.05386116247282e-06,2.8605288842751097e-07,2.5595399982315583e-06,5.361377891030282e-06,1.2362838653720653e-06,6.65211808798221e-07,1.2748040185685805e-11,0.0016518437810981964,1.2911476927772724e-06,0.00011309451475360236,4.171532897739393e-09,0.0007101342528814942,7.703186905192002e-07,8.003690967159331e-07,4.227823853199347e-12,2.1435248256885596e-07,2.769488545804271e-05,5.5472488624313184e-05,2.168649537022718e-06,0.00028224092094397674,1.9456822830856485e-09,5.884060422534682e-09,7.812341850753995e-10,2.7041470306310475e-08
6.812169710595825e-06,0.7471208277117148,0.026059796543699717,0.0021533616331873722,0.00619278900094392,0.23713988974609376,0.0,0.0,0.002616897395356006,0.0001542468849373294,0.015438468979838065,0.0014265095998136357,0.0005617766450836451,2.2902113864897684e-07,4.143228183169696e-06,2.437283799871422e-05,0.005476680699220531,0.002356809348091964,7.92188494195567e-05,3.107768621753087e-06,0.0044064413752566345,4.390772738856053e-05,9.60162660686399e-06,9.848781551674504e-05,2.69816253166704e-06,0.007148074673728035,0.0005127397358455059,0.05503770591732046,6.671555269481416e-05,7.616745548678881e-05,9.382817507954748e-06,3.873280313431815e-07,0.00011087698593140053,0.00030059062330039805,3.76,0.0,0.1734211313511045,0.9348341258792962,0.07407867368278026,0.002043547005116478,0.07594546685714693,0.0012410380314439033,0.27814668690012107,0.0010920366961427713,0.0011724493048633942,0.0011458737539741868,0.005049280115196087,1.5717434282590338e-06,0.001806131993883401,0.004326767141906283,0.0034362057401935223,0.00041709248754197964,9.879707732388425e-11,2.763689833873923e-11,9.95226588687326e-07,6.358126228708869e-07,0.0009124425534716241,3.3373762521164693e-09,8.50016637782234e-09,0.001298435262930765,6.087958151002059e-07,3.882873234349368e-09,3.418010260716564e-05,2.8674994539278313e-10,9.234243224855995e-07,0.00017591402059717143,2.1406739050610205e-06,2.864688457389092e-07,2.6576145607316214e-06,5.623730339057236e-06,1.2904742996549314e-06,6.89013494683311e-07,1.295222032753378e-11,0.0016858583472973102,1.2948313517686832e-06,0.00011721586019229173,4.17771449955756e-09,0.0007093880559596703,8.014786094321988e-07,8.14240966065673e-07,4.4013177540288514e-12,2.2471452512223165e-07,2.8326628469091245e-05,5.7037175832167155e-05,2.3458409704189783e-06,0.00028446826144968803,2.025358783514337e-09,6.179017920033263e-09,8.21014544402166e-10,2.8412109172317344e-08
6.829740149863956e-06,0.7474712392157331,0.026073465350872738,0.002176518897797992,0.006212759761696386,0.23899199523458328,0.0,0.0,0.0026204319655927593,0.00015630222498306612,0.015834635555085998,0.001467832065200784,0.0005666113781116818,2.336566674259278e-07,4.217471045218756e-06,2.484063325323345e-05,0.005576344990103731,0.0023945186552234176,8.178950623308059e-05,3.182510418590056e-06,0.004480967958838149,4.405284101431442e-05,9.817131847030124e-06,0.0001017311694623969,2.751358323605131e-06,0.0073492990247601185,0.0005131917951551624,0.054941509385535395,6.844741794356202e-05,7.607913977148104e-05,9.616769915278201e-06,3.9012923134235587e-07,0.00011125352177192947,0.0003035099079440356,3.76,0.0,0.170867607029984,0.9338446089543188,0.07504512227781468,0.0020845911447479933,0.07629035595517879,0.0012380946372110451,0.27986327354404433,0.0010932486894949744,0.0011844266122895024,0.00115721536808773,0.005125447997635778,1.6155310020017858e-06,0.001837026381484426,0.0044232392218136775,0.003522694781795213,0.00043581175498051206,1.0062257956007882e-10,2.813231525678222e-11,1.0126155687260648e-06,6.333941088032151e-07,0.0009463170528974356,3.340922023051805e-09,8.739502689833683e-09,0.0013393559872889739,6.183135611810911e-07,4.015438787958923e-09,3.6085902121490754e-05,2.92260229936145e-10,9.595637802936807e-07,0.0001829239705032793,2.2290889206737287e-06,2.8678032619232957e-07,2.7568613025750115e-06,5.893608018267045e-06,1.3458096838793735e-06,7.132089769752416e-07,1.3154136107146706e-11,0.0017199721222712807,1.2981833271340566e-06,0.00012140828182585572,4.181558520044052e-09,0.0007086390048129543,8.3362941324276e-07,8.281099574080114e-07,4.5799974528095606e-12,2.3546184466922248e-07,2.8967604001953886e-05,5.863472308392461e-05,2.5351185577471643e-06,0.00028675606833257646,2.1063419073512813e-09,6.485767915310248e-09,8.624145409783429e-10,2.9838618443859774e-08
6.847310589132086e-06,0.7478180886280599,0.026079525226151434,0.002199112900705697,0.006230618323662303,0.240822586138742,0.0,0.0,0.002623859886487819,0.000158351430203028,0.016237125079651755,0.0015098912945730766,0.0005713528849887638,2.3814415189854257e-07,4.289910334161208e-06,2.530495573869827e-05,0.005676167603890944,0.002432629482819079,8.440161153254983e-05,3.2579167110624203e-06,0.004555879100105935,4.417468502225434e-05,1.0031447535321703e-05,0.00010503142543130385,2.804683414233264e-06,0.007553236946003386,0.0005135031419350044,0.05484440421197349,7.022726660547892e-05,7.598000897642953e-05,9.850893370082888e-06,3.9275369237538115e-07,0.00011160400878057675,0.00030639601721774775,3.76,0.0,0.16834552124299182,0.9328516979009324,0.07601058846780168,0.002126138161313097,0.076638701407258,0.0012347719809510623,0.28154256468315403,0.0010940780065894138,0.0011959718165162922,0.0011681281057091132,0.0052007087982031425,1.659837717818819e-06,0.001867666344646577,0.004520508771754029,0.0036100850789037263,0.00045512310374506846,1.0243151821876174e-10,2.86225420538016e-11,1.0298082631425744e-06,6.307869697622829e-07,0.0009810320202608127,3.3432685862788105e-09,8.980738618674594e-09,0.0013808481701536772,6.277169192902493e-07,4.150355653644775e-09,3.8070282722697805e-05,2.9771494420954714e-10,9.96216930833268e-07,0.0001900930548169102,2.319016721542122e-06,2.8698788046168123e-07,2.8571506839681755e-06,6.170889579097376e-06,1.4022420557916729e-06,7.377810812739172e-07,1.3353603108293533e-11,0.0017541662000783837,1.3012022247369506e-06,0.0001256692778973027,4.183079267945109e-09,0.0007078873347482779,8.667891587730301e-07,8.41968704151849e-07,4.763915240571782e-12,2.4660237350440063e-07,2.961748177343924e-05,6.026545398800012e-05,2.737084392660008e-06,0.0002891042664201202,2.188542103940037e-09,6.804625939161503e-09,9.05478568726567e-10,3.1322579360224514e-08
6.864881028400217e-06,0.7481613233472427,0.026078032851076773,0.0022211207485904718,0.0062463596097775236,0.24263140025157412,0.0,0.0,0.002627188127406855,0.00016039414042822301,0.016645881746112735,0.0015526792462305376,0.0005759989363665268,2.42472520216738e-07,4.360418274495569e-06,2.5765279445921618e-05,0.005776098146384001,0.0024711353524803424,8.705389811923917e-05,3.3339438895952793e-06,0.004631148674333354,4.427325678249403e-05,1.0244303226000272e-05,0.00010838740441315999,2.8581133551018414e-06,0.007759807058237633,0.0005136749768016594,0.05474645377177008,7.205591848837647e-05,7.587033711894245e-05,1.0084930916643608e-05,3.9519938303577383e-07,0.00011192838308649676,0.00030924811947693456,3.76,0.0,0.16585528772610855,0.9318557061130541,0.07697476681111645,0.0021681786034913027,0.07699041899798548,0.0012310773555468167,0.2831844319267342,0.0010945270920539986,0.0012070745547051584,0.001178602205925258,0.00527500234768642,1.7046399863017173e-06,0.0018980244654953973,0.004618542615248991,0.003698341789677122,0.0004750320970152866,1.0422179370781408e-10,2.910700868004156e-11,1.0467847915582996e-06,6.279959720085271e-07,0.001016587397765671,3.3444243518477863e-09,9.223670983247807e-09,0.0014228905807192403,6.369973468874009e-07,4.287568765957738e-09,4.013467325237699e-05,3.0310742601550255e-10,1.033341952173378e-06,0.000197418978581325,2.410362270849765e-06,2.870922280188437e-07,2.9583484017487727e-06,6.455432219227418e-06,1.4597196995530782e-06,7.62711572513321e-07,1.3550440249130759e-11,0.0017884216393690606,1.303887083943721e-06,0.00012999621055926345,4.182295923467988e-09,0.0007071332821676719,9.009756475949834e-07,8.558098692481629e-07,4.953119284452475e-12,2.581439078024005e-07,3.02759251277229e-05,6.192967803676291e-05,2.95235289894292e-06,0.00029151267570166114,2.2718651136069486e-09,7.135908872486467e-09,9.502512537312334e-10,3.2865588584485436e-08
6.882451467668347e-06,0.74850089545489,0.026069054917800084,0.0022425204711047043,0.006259982001647753,0.24441820191029814,0.0,0.0,0.002630423434281178,0.00016243001743266423,0.017060843971997593,0.0015961870271015794,0.0005805473638452745,2.4663115787948267e-07,4.428871349483193e-06,2.6221082143830422e-05,0.005876086203255529,0.0025100291989716733,8.974502654330944e-05,3.410546677989607e-06,0.004706750211085253,4.434860093966854e-05,1.0455429441769475e-05,0.0001117978478173035,2.911623650857398e-06,0.007968924810344476,0.0005137086603862523,0.05464772098841244,7.39341688470696e-05,7.575040040224273e-05,1.0318623347988524e-05,3.9746463954717715e-07,0.00011222660767447773,0.0003120654350871981,3.76,0.0,0.16339728025180172,0.9308569478990754,0.07793735631979336,0.0022107025999132165,0.07734541934533994,0.0012270185201349218,0.2847887924543864,0.0010945989937666569,0.0012177253350428153,0.001188628770132542,0.005348269967500444,1.7499132980061562e-06,0.0019280736569692882,0.004717307131902199,0.0037874292347336025,0.0004955437720146768,1.0599132687260648e-10,2.958515259762864e-11,1.0635255722007748e-06,6.250260909690022e-07,0.0010529822563537703,3.3443996178376884e-09,9.468092582156993e-09,0.0014654612217747983,6.461464753653977e-07,4.4270195218375915e-09,4.22804297122868e-05,3.084311032403842e-10,1.0708952735861196e-06,0.00020489919043249836,2.5030252857328425e-06,2.870942527669202e-07,3.0603158907399176e-06,6.74707172666196e-06,1.5181872848921963e-06,7.879811935153001e-07,1.3744470183262536e-11,0.0018227195017135513,1.3062373788159732e-06,0.0001343863132337856,4.1792323884749796e-09,0.0007063770842394331,9.362064024526345e-07,8.696261588662607e-07,5.147653524180342e-12,2.700940944980772e-07,3.094259147701084e-05,6.362768949788266e-05,3.181549841330348e-06,0.00029398101179044326,2.3562122879520966e-09,7.479934575669022e-09,9.967774059933853e-10,3.4469257044184734e-08
6.9000219069364776e-06,0.7488367616640152,0.026052667827932648,0.0022632910773236247,0.006271487304901606,0.24618278162113882,0.0,0.0,0.0026335723213261734,0.0001644587443932712,0.017481944461305673,0.001640404905015193,0.00058499606120843,2.506099611545351e-07,4.495150778726659e-06,2.667184690866852e-05,0.00597608143337929,0.002549303378727156,9.247358807155252e-05,3.487678206281733e-06,0.004782656943003076,4.44008085577475e-05,1.0664558538851142e-05,0.00011526142025316551,2.9651897931912763e-06,0.008180502677972356,0.0005136057074636138,0.05454826825379296,7.586278681929094e-05,7.562047665833407e-05,1.0551709982942869e-05,3.9954816549100426e-07,0.0001124986721033672,0.00031484723675078785,3.76,0.0,0.16097183300261575,0.9298557379914494,0.07889806085182358,0.0022536998767875914,0.07770360811169859,0.0012226036718394747,0.28635560805899857,0.001094297344737947,0.0012279155517175954,0.0011981997756555123,0.005420454579692863,1.7956322725207838e-06,0.0019577872230770303,0.004816768310641408,0.0038773109728158514,0.0005166626277016108,1.0773806514545357e-10,3.0056420438501037e-11,1.080011379288712e-06,6.218824944241567e-07,0.0010902147952461664,3.3432065137143297e-09,9.71379285249486e-09,0.0015085373896173958,6.551561283233554e-07,4.568645924536342e-09,4.450883106389267e-05,3.1367951443586733e-10,1.1088317341500813e-06,0.00021253088884184602,2.5969005702127487e-06,2.8699499813097536e-07,3.162910849922573e-06,7.045622630479877e-06,1.5775860259948317e-06,8.135697081399711e-07,1.393551968610741e-11,0.001857040889392531,1.3082530176157345e-06,0.00013883669845654356,4.173917122512715e-09,0.0007056189785787592,9.724986441657465e-07,8.834103358374294e-07,5.347557581584267e-12,2.824604184099749e-07,3.1617132773427844e-05,6.535976630839651e-05,3.4253112617035787e-06,0.0002965088867498303,2.4414809353461592e-09,7.837021497168099e-09,1.0451019686427578e-09,3.613520868378772e-08
6.917592346204608e-06,0.7491688832559777,0.02602895736531922,0.00228341260829928,0.0062808807025958625,0.2479249556266233,0.0,0.0,0.00263664106392016,0.00016648002528682577,0.017909110280464484,0.0016853223234613674,0.0005893429857744935,2.543993871195489e-07,4.559142970347961e-06,2.7117063630518502e-05,0.0060760336611693265,0.002588949680552151,9.523810789235118e-05,3.5652900898102255e-06,0.00485884185522239,4.44300160910452e-05,1.0871425563366405e-05,0.00011877671255999857,3.0187872947891955e-06,0.008394450369630931,0.0005133677807854354,0.05444815735114102,7.784251392776978e-05,7.54808448089267e-05,1.0783929450724464e-05,4.014490300817853e-07,0.00011274459217484325,0.00031759284967663033,3.76,0.0,0.1585792410414742,0.9288523910618296,0.07985658948443931,0.0022971597765060574,0.07806488622943025,0.001217841416585989,0.28788488408557217,0.001093626343152914,0.0012376374962048858,0.0012073080857262141,0.005491500810460472,1.8417707103143567e-06,0.0019871389175108865,0.004916891802385441,0.003967949877697889,0.0005383926139328551,1.094599885898377e-10,3.0520269624385287e-11,1.0962233991531622e-06,6.185705254189349e-07,0.0011282823439656582,3.3408589388413865e-09,9.960558521087119e-09,0.00155209573585536,6.640183390646377e-07,4.7123827392717486e-09,4.6821075275376845e-05,3.188463283129809e-10,1.147104750057204e-06,0.00022031102928803437,2.691878375740826e-06,2.8679566171797274e-07,3.2659877895644503e-06,7.3508784593549366e-06,1.6378538590921407e-06,8.394559488253071e-07,1.4123420026083206e-11,0.0018913669825001975,1.3099343404767796e-06,0.00014334436615653036,4.1663829688606745e-09,0.0007048592027843247,1.0098692690944273e-06,8.971552328148465e-07,5.552866684879701e-12,2.952501896522481e-07,3.2299196008055696e-05,6.712616897778125e-05,3.684282344201815e-06,0.0002990958102781766,2.5275646891743504e-09,8.207488261447792e-09,1.0952699646256313e-09,3.7865079126235845e-08
6.9351627854727385e-06,0.7494972260070055,0.025998018344774984,0.0023028661854831763,0.006288170697113216,0.24964456541921282,0.0,0.0,0.0026396356926152173,0.00016849358423034222,0.018342262948474058,0.0017309279187754042,0.000593586159866074,2.579904999284394e-07,4.62073994471174e-06,2.755623048920096e-05,0.006175892967574153,0.0026289593384528132,9.8037048540067e-05,3.6433325142092996e-06,0.004935277735205312,4.4436404191252976e-05,1.1075769094068787e-05,0.00012234224506977044,3.0723917231873e-06,0.008610675039157537,0.0005129966846501746,0.05434744938099678,7.987406265390832e-05,7.53317843455601e-05,1.101502047853823e-05,4.031666649781414e-07,0.00011296440955440768,0.00032030165159779,3.76,0.0,0.15621976087366352,0.9278472212430694,0.08081265686756166,0.0023410712771477983,0.07842915013985602,0.0012127407391815483,0.2893766682733999,0.0010925907307222295,0.0012468843648859992,0.0012159474558535496,0.005561355086901347,1.8883016471169974e-06,0.002016103000385198,0.005017642971986395,0.004059308215992924,0.0005607371221214785,1.1115511580675373e-10,3.09761699370475e-11,1.112143283867928e-06,6.150956849467072e-07,0.0011671813668028886,3.337372495035338e-09,1.0208174290372023e-08,0.0015961123307521006,6.727253672584591e-07,4.85816165972348e-09,4.921827563535683e-05,3.239253632240545e-10,1.1856664894003783e-06,0.00022823633231105312,2.787844786775503e-06,2.864975894650863e-07,3.369398595240369e-06,7.66261210708024e-06,1.6989256375515596e-06,8.656178682760316e-07,1.430800731562984e-11,0.0019256790752170232,1.3112821158482413e-06,0.00014790621232026608,4.156666955590814e-09,0.0007040979941051041,1.0483348272406876e-06,9.108537651011693e-07,5.763611611392544e-12,3.0847053137874435e-07,3.2988423733130645e-05,6.892713950636336e-05,3.95911621329852e-06,0.0003017411912444646,2.6143538962137083e-09,8.591653236543649e-09,1.147326440902765e-09,3.966051424139675e-08
6.952733224740869e-06,0.7498217601048489,0.025959954238931045,0.0023216340548083943,0.0062933690410606575,0.2513414772052411,0.0,0.0,0.002642561988247212,0.00017049916477130384,0.018781318540914336,0.0017772095396660908,0.0005977236723928225,2.6137501293661784e-07,4.679839726897929e-06,2.7988855392642993e-05,0.006275609779381974,0.0026693230465130043,0.00010086881351985268,3.721754326005616e-06,0.005011937222769909,4.442019636118211e-05,1.127733206644354e-05,0.00012595647108580194,3.125978734431279e-06,0.008829081503479433,0.0005124943582429412,0.05424620469037315,8.19581150880781e-05,7.51735748299232e-05,1.1244722677616445e-05,4.0470085966221153e-07,0.00011315819134657838,0.00032297307264090024,3.76,0.0,0.15389361109514868,0.9268405416596881,0.08176598355669926,0.002385423012802157,0.07879629204431134,0.0012073109728317133,0.2908310495093963,0.001091195769506578,0.0012556502630478163,0.0012241125366349841,0.005629965726771323,1.9351974105783675e-06,0.002044654292883799,0.005118986949308601,0.00415134772552212,0.0005836989774028932,1.1282150966856752e-10,3.142360503056669e-11,1.1277532028975029e-06,6.114636145462974e-07,0.001206907469676097,3.3327644138350153e-09,1.0456423529839739e-08,0.0016405627277567968,6.812697146847659e-07,5.005911484423523e-09,5.1701457350670456e-05,3.2891060595522777e-10,1.2244680531363845e-06,0.0002363032923964549,2.8846821285957505e-06,2.8610226932753306e-07,3.47299310455574e-06,7.98057630345858e-06,1.7607333431290538e-06,8.920325950318717e-07,1.4489122842801699e-11,0.0019599586111168563,1.312297535932927e-06,0.00015251903798767894,4.14481008488989e-09,0.0007033355891760526,1.087911501060015e-06,9.244989430971048e-07,5.9798186446797644e-12,3.221283679014661e-07,3.368445460346915e-05,7.076290032541875e-05,4.250472669410082e-06,0.00030444433956452495,2.701736022277301e-09,8.989834081738922e-09,1.2013164102084064e-09,4.152316861975713e-08
6.9703036640089995e-06,0.7501424600563629,0.025914876785433173,0.0023396996262538237,0.006296490657732781,0.25301558132322877,0.0,0.0,0.0026454254781086354,0.00017249652913424207,0.019226187807421316,0.0018241542689963123,0.0006017536805424448,2.6454532636384576e-07,4.736346705620523e-06,2.8414457370078408e-05,0.006375134956505284,0.002710030975725755,0.00010373175111285624,3.8005031284598396e-06,0.005088792860100036,4.438165746662133e-05,1.147586257336062e-05,0.00012961778055860313,3.17952410643722e-06,0.009049572464585915,0.0005118628687787318,0.05414448280523544,8.409532166111326e-05,7.500649541527649e-05,1.1472777323252655e-05,4.0605175551012493e-07,0.00011332602962632749,0.0003256065950527219,3.76,0.0,0.15160097312161774,0.9258326639685235,0.08271629632469797,0.002430203294623542,0.07916620016599489,0.001201561768246399,0.29224815650063596,0.0010894472173759817,0.001263930205333131,0.001231798873084847,0.005697283021055204,1.9824296789346913e-06,0.0020727682296142187,0.0052208886793172335,0.004244029693908394,0.0006072804323148667,1.1445728284887988e-10,3.186207388142448e-11,1.1430358929423304e-06,6.076800789246058e-07,0.001247455409322486,3.3270534804999345e-09,1.0705088936233683e-08,0.0016854220288681063,6.896441400174628e-07,5.155558302040465e-09,5.427155444359707e-05,3.3379622883352456e-10,1.2634596608996265e-06,0.00024450818763291495,2.982269394401901e-06,2.856113246693625e-07,3.576619692353496e-06,8.304504188072428e-06,1.8232063119167062e-06,9.186764926173718e-07,1.466661338475753e-11,0.0019941872173813713,1.3129822108853582e-06,0.0001571795585254765,4.130857121319573e-09,0.0007025722235559683,1.12861508505221e-06,9.38083884326768e-07,6.2015095462604005e-12,3.36230413223946e-07,3.438692393327134e-05,7.263365326526626e-05,4.559016867078033e-06,0.00030720446840553153,2.7895960721300468e-09,9.40234727600339e-09,1.2572847904415948e-09,4.3454703950289455e-08
