Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69)
1.253409026245755e-10,0.8665015201845986,5.800414778627711e-10,2.9837842129880573e-13,5.522571619714139e-14,5.203208660830002e-12,0.0,0.0,1.1142793227125047e-08,1.2192705298246257e-14,1.4903067817134491e-18,1.8433803495337797e-25,4.956952218599733e-15,5.4580751115524266e-33,4.632254921452044e-23,1.8651295293088713e-21,7.366596681520542e-21,7.190946106636622e-18,3.6710795408056347e-31,8.08428562498279e-27,8.699994466247684e-16,4.5669599432047086e-12,6.650163935094544e-24,5.596599679709509e-32,3.713976521535085e-27,4.4432962415458706e-21,6.27575570652918e-14,1.2672460189408342e-05,1.2478397074389753e-17,1.987878359204968e-13,1.2616982443553739e-26,3.2774688023424625e-25,5.740339422583946e-18,1.439629701392755e-19,3.76,0.0,0.5810356775671611,0.9999999888570155,3.8802790021136634e-17,4.6887209162788e-23,1.267246502128487e-05,4.191243044931187e-09,5.805509776776249e-10,6.371971240405962e-09,8.38281668046495e-21
1.5118765450383362e-10,0.8665019441725513,8.373089919038688e-10,3.8845070027497886e-13,9.592781580898717e-14,7.753648015243832e-12,0.0,0.0,1.3440579972629814e-08,1.7739774308354054e-14,3.1541605695418125e-18,4.350528446094248e-25,8.697687801939476e-15,1.393646416721973e-32,9.74123114214235e-23,3.6708769086331344e-21,1.4990847953764023e-20,1.2623619232428494e-17,9.604391363483021e-31,1.7116081826232002e-26,1.5260256260879463e-15,6.643703451377464e-12,1.4026620655595067e-23,1.4912677807265302e-31,8.246670656559578e-27,9.401453178792299e-21,9.128642864882604e-14,1.5285633260895253e-05,2.1908431588642955e-17,2.8939009670741297e-13,2.6706476134517556e-26,6.90712168610666e-25,1.0068853328878182e-17,2.529873477435129e-19,3.76,0.0,0.5810330620935575,0.9999999865591559,8.125796176075301e-17,9.877622255473677e-23,1.5285640291190236e-05,4.987906115303468e-09,8.38327623559963e-10,7.615865442439382e-09,1.4654820946053305e-20
1.7703440638309172e-10,0.8665023681659206,1.139134406149925e-09,4.941950804626025e-13,1.5265572553418453e-13,1.0879702391162491e-11,0.0,0.0,1.5738369824930096e-08,2.4323823457817503e-14,5.92892348722076e-18,9.035266162128962e-25,1.3962062943336729e-14,3.0690753106213343e-32,1.8194467220951074e-22,6.5485923293738204e-21,2.7426689871406926e-20,2.0274012662708176e-17,2.1720395328901287e-30,3.218866663374202e-26,2.4488546716654852e-15,9.108126165002496e-12,2.6279458468155934e-23,3.4183899758834893e-31,1.6233790728579846e-26,1.7667279800456923e-20,1.2513637952039227e-13,1.789879415875063e-05,3.518978199469053e-17,3.9701496027610834e-13,5.020678958815839e-26,1.2928515485304246e-24,1.615773067333151e-17,4.06729379591648e-19,3.76,0.0,0.5810304466315226,0.9999999842612756,1.514090817022461e-16,1.8482816824670967e-22,1.7898803798522913e-05,5.762943184826647e-09,1.1408753818440207e-09,8.836808102302659e-09,2.344523479902369e-20
2.0288115826234983e-10,0.8665027921645417,1.4844712489353579e-09,6.180713590507832e-13,2.279253883128458e-13,1.461080487600828e-11,0.0,0.0,1.8036162199143602e-08,3.194486027802e-14,1.022455626485657e-17,1.7080602943520946e-24,2.100993944716862e-14,6.070470354609556e-32,3.1179197251895185e-22,1.086559742644473e-20,4.6400803496131115e-20,3.0522929623495034e-17,4.420284010559242e-30,5.554286300800831e-26,3.6837932092524494e-15,1.196005723849905e-11,4.517684066438954e-23,7.02070128666213e-31,2.9267493454660965e-26,3.045945601801378e-20,1.6430386173308621e-13,2.051194288305946e-05,5.298433399976053e-17,5.216860055863758e-13,8.659356904714858e-26,2.220179259193306e-24,2.4305879323478518e-17,6.129762856284338e-19,3.76,0.0,0.5810278311810272,0.9999999819633724,2.5913011102748735e-16,3.17319214123814e-22,2.0511955543393672e-05,6.51697208933546e-09,1.4871791412070564e-09,1.0035225970685441e-08,3.517067964350945e-20
2.2872791014160793e-10,0.8665032161682543,1.872298559582982e-09,7.62476063370893e-13,3.241975590041009e-13,1.897569718535871e-11,0.0,0.0,2.03339565246316e-08,4.0602892036780774e-14,1.6515421129103153e-17,3.004694473937203e-24,3.0100999023774036e-14,1.107077524723602e-31,5.004792151594769e-22,1.705061516498091e-20,7.392590304369651e-20,4.375169034435185e-17,8.308858031918176e-30,8.978002800375135e-26,5.276062977863067e-15,1.519932590099188e-11,7.275258966481235e-23,1.3266672488911309e-30,4.934648486641158e-26,4.9187206867002795e-20,2.0878542350124182e-13,2.3125079433906545e-05,7.595484941783736e-17,6.634254653602255e-13,1.3988984883385176e-25,3.571187298605123e-24,3.481163218337013e-17,8.795582366790876e-19,3.76,0.0,0.5810252157420424,0.9999999796654444,4.1571585465309554e-16,5.10309368368256e-22,2.312509552591178e-05,7.250592936519739e-09,1.8762485643303155e-09,1.1211538067187156e-08,5.0246692907698993e-20
2.5457466202086604e-10,0.8665036401769014,2.301620221981552e-09,9.2974404924064e-13,4.4387918384448143e-13,2.400244706728764e-11,0.0,0.0,2.2631752244629022e-08,5.029792574499083e-14,2.5340235797221373e-17,4.9931662502101854e-24,4.149474447366984e-14,1.8948162384228444e-31,7.631283988578607e-22,2.5596471305287987e-20,1.1230834852077542e-19,6.03421437451207e-17,1.4681063527016746e-29,1.3786576101113183e-25,7.270802722756598e-15,1.882576145559046e-11,1.1130403249689567e-22,2.348398374349724e-30,7.892264835731818e-26,7.54499294037821e-20,2.585777060922816e-13,2.5738203811376498e-05,1.0476491591581907e-16,8.222542612719081e-13,2.14666096057898e-25,5.4565642994717446e-24,4.797275679667657e-17,1.2143488207196761e-18,3.76,0.0,0.5810226003145399,0.9999999773674897,6.338500445445105e-16,7.796069093785815e-22,2.5738223746185042e-05,7.964388631958435e-09,2.307117440017257e-09,1.2366155819413224e-08,6.908872153521924e-20
2.8042141390012415e-10,0.8665040641903301,2.7714643441389183e-09,1.1221499908669042e-12,5.893246838277885e-13,2.971846450906065e-11,0.0,0.0,2.492954881589999e-08,6.10299681627835e-14,3.730202944443525e-17,7.922925055569546e-24,5.5450499286631346e-14,3.081797191662786e-31,1.1164063345435953e-21,3.706261823026303e-20,1.641552601027122e-19,8.067667617483961e-17,2.4683681122566428e-29,2.0313408686996824e-25,9.713069712657414e-15,2.2839193279694084e-11,1.6339044027588625e-22,3.943624527365361e-30,1.2094745564796468e-25,1.110368380299319e-19,3.1367744093732497e-13,2.8351316015553762e-05,1.4007889582896292e-16,9.98192036928021e-13,3.1604027666074595e-25,7.998929475302554e-24,6.408646259257863e-17,1.6252654366723795e-18,3.76,0.0,0.5810199848984919,0.9999999750695062,9.275752151386347e-16,1.142736169579172e-21,2.8351340204319838e-05,8.658925368616332e-09,2.7788430800118257e-09,1.3499483192719673e-08,9.211300212763112e-20
3.0626816577938225e-10,0.866504488208392,3.280882710216859e-09,1.3419096979479478e-12,7.62837088980191e-13,3.6150516062310294e-11,0.0,0.0,2.722734570843365e-08,7.279902580497493e-14,5.306810260414163e-17,1.2098761243362597e-23,7.22274072059114e-14,4.806375679205277e-31,1.5784787963587038e-21,5.207734446533443e-20,2.3238074646421576e-19,1.0513821894493032e-16,3.9835359042886884e-29,2.8929170799676563e-25,1.2647841067027355e-14,2.7239450825309905e-11,2.3183202016407e-22,6.339928221803053e-30,1.7891488860270904e-25,1.5792664664024418e-19,3.7408144709381586e-13,3.0964416046522615e-05,1.8256188068503607e-16,1.1912571870309017e-12,4.496779268293156e-25,1.133259646657659e-23,8.344940716340772e-17,2.120269636887308e-18,3.76,0.0,0.581017369493872,0.9999999727714924,1.3122660250061431e-15,1.6189101331417768e-21,3.096444490042116e-05,9.334753058036186e-09,3.2905057862942653e-09,1.4611916805920109e-08,1.1973729597024662e-19
3.3211491765864036e-10,0.8665049122309408,3.828950087149614e-09,1.591181783522862e-12,9.666694751956388e-13,4.332474298627607e-11,0.0,0.0,2.952514240505916e-08,8.5605104947951e-14,7.336997517862461e-17,1.7888237960517574e-23,9.208443209015058e-14,7.237957917267953e-31,2.1689529152299654e-21,7.13405424219001e-20,3.2021370658108978e-19,1.3411025835580406e-16,6.212620204893661e-29,4.004239186611805e-25,1.6120015503963996e-14,3.202636361918532e-11,3.1970902911432375e-22,9.826683288588907e-30,2.569175996907707e-25,2.18287162480534e-19,4.397866280508099e-13,3.357750390436717e-05,2.3287963482077e-16,1.4014668942576214e-12,6.217922557364308e-25,1.5603274286717853e-23,1.0635770463270859e-16,2.7073675684096776e-18,3.76,0.0,0.5810147541006532,0.9999999704734461,1.8045955358769528e-15,2.2289969519193232e-21,3.357753783459263e-05,9.992405874374087e-09,3.841208177028376e-09,1.5703846079281725e-08,1.5238177919887167e-19
3.5796166953789846e-10,0.8665053362578351,4.414763658917439e-09,1.872069026261129e-12,1.2030261382120153e-12,5.1266676069512014e-11,0.0,0.0,3.1822938401131596e-08,9.944821163529575e-14,9.900334262976572e-17,2.572814297807486e-23,1.1528035815337896e-13,1.0580838207489098e-30,2.908830478832989e-21,9.562594230431253e-20,4.312041275156156e-19,1.6797684428470387e-16,9.411651056392647e-29,5.410000954861643e-25,2.017441482493066e-14,3.719976126268772e-11,4.303615074818328e-22,1.4764844246196367e-29,3.5969505779276184e-25,2.944749500520678e-19,5.107899691333416e-13,3.619057958917134e-05,2.9169855035566095e-16,1.62883715933853e-12,8.391442463757297e-25,2.0967822752288267e-23,1.3310693283872013e-16,3.3946103412060013e-18,3.76,0.0,0.5810121387188103,0.9999999681753657,2.4225077115471862e-15,2.9954939119800417e-21,3.619061900693658e-05,1.0632402696485771e-08,4.430074636625552e-09,1.6775653357062437e-08,1.904697211454575e-19
3.8380842141715657e-10,0.8665057602889363,5.037442492601634e-09,2.1866196577434227e-12,1.4740637028733338e-12,6.000124963487431e-11,0.0,0.0,3.4120733204235396e-08,1.143283516831134e-13,1.3082803334719252e-16,3.6130983135636467e-23,1.4207379024914136e-13,1.5078239047806709e-30,3.820464114509315e-21,1.2578319795801608e-19,5.6922896603673765e-19,2.071225982901295e-16,1.3904863298607193e-28,7.158795488250864e-25,2.4855785326385746e-14,4.275947343165526e-11,5.67389493906641e-22,2.159741673241496e-29,4.926814309284723e-25,3.890350089317274e-19,5.870885350660447e-13,3.880364310101893e-05,3.59685604819435e-16,1.8733828294711667e-12,1.1090427699068793e-24,2.75940205050196e-23,1.6399214014207305e-16,4.190094375172455e-18,3.76,0.0,0.581009523348318,0.9999999658772494,3.185191407621958e-15,3.9425041622460486e-21,3.8803688417553995e-05,1.125524752366116e-08,5.0562507967204866e-09,1.7827714024678723e-08,2.344280813775766e-19
4.096551732964147e-10,0.8665061843241089,5.696127012624867e-09,2.5368286311094573e-12,1.7818922160283551e-12,6.955281533961815e-11,0.0,0.0,3.6418526333892425e-08,1.3024553068527482e-13,1.697679657829817e-16,4.969168387578395e-23,1.7272315402410907e-13,2.1016657369614228e-30,4.927514358788317e-21,1.6273992210618595e-19,7.384978883844841e-19,2.5193272135483847e-16,2.0097411964992467e-28,9.303178287828733e-25,3.0208799169733307e-14,4.8705329876333304e-11,7.346535880850383e-22,3.086073548581219e-29,6.6205457216818065e-25,5.047004527223136e-19,6.686794675880949e-13,4.141669443999356e-05,4.375083190354356e-16,2.1351176263370697e-12,1.4393447134358173e-24,3.5660335451137434e-23,1.993078519604724e-16,5.1019617354431336e-18,3.76,0.0,0.5810069079891518,0.9999999635790956,4.113054683795628e-15,5.09571480422396e-21,4.1416746066544635e-05,1.1861429884056152e-08,5.718903025114108e-09,1.8860396625005642e-08,2.8468806258286147e-19
4.613486770549309e-10,0.8665070324061451,7.1181783042116e-09,3.3519429757673555e-12,2.516136233354684e-12,9.120150295199562e-11,0.0,0.0,4.101410570881206e-08,1.6519102684982062e-13,2.7300940359370943e-16,8.912288311965324e-23,2.4662248326363436e-13,3.860923783716089e-30,7.828779116758876e-21,2.6116462340292176e-19,1.1893057443363411e-18,3.600898225079181e-16,3.9700197733920167e-28,1.500917952990585e-24,4.310808329355179e-14,6.175479496600316e-11,1.1766416401202282e-21,5.93706115341539e-29,1.1387124914430202e-24,8.112184763270183e-19,8.477273695960293e-13,4.664276059965767e-05,6.253332600866725e-16,2.710204035118947e-12,2.3153274062628764e-24,5.687918876153914e-23,2.8440631584324566e-16,7.307644978224822e-18,3.76,0.0,0.5810016773047024,0.9999999589826684,6.5518868240897135e-15,8.131276212248596e-21,4.664282608003849e-05,1.3025695511237979e-08,7.150401639099285e-09,2.0869068318234333e-08,4.058621384572396e-19
5.13042180813447e-10,0.8665078805029263,8.674447715285584e-09,4.3323553102587695e-12,3.4217493719213853e-12,1.163964338857295e-10,0.0,0.0,4.560967290950431e-08,2.0428474063862515e-13,4.1739908553397497e-16,1.5070712526788726e-22,3.3904216932436155e-13,6.670714808109901e-30,1.182641586882371e-20,3.9995792114205856e-19,1.82417866395021e-18,4.955416354631702e-16,7.368158651867287e-28,2.303044518066956e-24,5.92282142962479e-14,7.63467960216586e-11,1.79246411347456e-21,1.0695031966607382e-28,1.8559706966347823e-24,1.2396435357467018e-18,1.047912257672921e-12,5.1868778068829566e-05,8.605227632147223e-16,3.3541847355615088e-12,3.5409135432080295e-24,8.625696176546909e-23,3.9074831656951667e-16,1.0077722260566185e-17,3.76,0.0,0.5809964466652767,0.9999999543860708,9.925654283395559e-15,1.2338563674161265e-20,5.1868859048192063e-05,1.4128842139642121e-08,8.718296353748592e-09,2.280448449060421e-08,5.575461171036899e-19
5.647356845719633e-10,0.8665087286134838,1.0358773735931828e-08,5.492237219162011e-12,4.514047138125601e-12,1.4531285909887015e-10,0.0,0.0,5.020522449202364e-08,2.4752670933968783e-13,6.126309942983986e-16,2.429238508547392e-22,4.5204317340994063e-13,1.096899989708183e-29,1.715244373915278e-20,5.895516268662821e-19,2.689348132862511e-18,6.613913945427627e-16,1.2991003418322534e-27,3.393765372689725e-24,7.89240394961508e-14,9.247997372285961e-11,2.622520444075181e-21,1.8263638323501314e-28,2.895438167348592e-24,1.818578912013225e-18,1.2692137967155105e-12,5.709474684817286e-05,1.148432216819535e-15,4.067131853801096e-12,5.198703039676854e-24,1.2558252156582977e-22,5.206718850277733e-16,1.3479006983324078e-17,3.76,0.0,0.5809912160706978,0.9999999497892909,1.4438873370871005e-14,1.7978071468186472e-20,5.7094844971760915e-05,1.5174306583480322e-08,1.0416612350028759e-08,2.466935926804862e-08,7.433925642166352e-19
6.164291883304795e-10,0.8665095767368952,1.2165287911369772e-08,6.8450256189752505e-12,5.807701214154992e-12,1.7811798782000349e-10,0.0,0.0,5.4800757176390304e-08,2.9491696717232705e-13,8.694202383450274e-16,3.76296208332557e-22,5.876835979989963e-13,1.7316561259639218e-29,2.4055895479680975e-20,8.418075687577187e-19,3.83688448188193e-18,8.607522934167096e-16,2.193854189894549e-27,4.8372473211939475e-24,1.0254934612802564e-13,1.1015296993762178e-10,3.7115496826387355e-21,2.9836905089794356e-28,4.35577953743444e-24,2.5796066063340235e-18,1.5116126665414552e-12,6.232066693834881e-05,1.4944217789973529e-15,4.849102109156037e-12,7.380080796285084e-24,1.767942031812406e-22,6.765072750017982e-16,1.7579073185229716e-17,3.76,0.0,0.5809859855207972,0.9999999451923165,2.0313172545301083e-14,2.5333940942374272e-20,6.23207838514832e-05,1.6165331576157302e-08,1.2239659290002066e-08,2.6466308405306998e-08,9.671635513298248e-19
6.681226920889957e-10,0.8665104248722821,1.4088400488733068e-08,8.403457644662621e-12,7.316769485253321e-12,2.1497136683588372e-10,0.0,0.0,5.9396267838614115e-08,3.464555454314974e-13,1.1995016340702422e-15,5.636482828177163e-22,7.480186904701418e-13,2.6418706304561267e-29,3.280168705059137e-20,1.170069154195079e-18,5.324842541113821e-18,1.0967476815446288e-15,3.570911096944247e-27,6.70505226318182e-24,1.3045689878832506e-13,1.293644277211872e-10,5.1087293840133725e-21,4.695720688899707e-28,6.354490569317027e-24,3.557277587302858e-18,1.775090499084938e-12,6.754653834001655e-05,1.903855220533394e-15,5.7001375843062276e-12,1.0185223663673766e-23,2.419733323962106e-22,8.605771350363564e-16,2.24462643186927e-17,3.76,0.0,0.5809807550154131,0.9999999405951364,2.7786579689621747e-14,3.471359619386982e-20,6.754667568808043e-05,1.710497667841501e-08,1.4182017367748868e-08,2.819785270267383e-08,1.2327393861737841e-18
7.198161958475119e-10,0.8665112730188074,1.6122786727904615e-08,1.0179603982999012e-11,9.054724724166714e-12,2.560252428460957e-10,0.0,0.0,6.3991753503086e-08,4.0214247262570614e-13,1.6156282870230013e-15,8.203701839505551e-22,9.351008464543622e-13,3.914893999402762e-29,4.36695501984325e-20,1.5892094684604822e-18,7.217397585283372e-18,1.3725112477498794e-15,5.629772938487916e-27,9.076452731395466e-24,1.6299847516319065e-13,1.5011299131496268e-10,6.867791794756223e-21,7.15789421230508e-28,9.029705331432862e-24,4.789102218831e-18,2.059629819090914e-12,7.277236105383304e-05,2.3820988201107983e-15,6.620266461107487e-12,1.372310801683831e-23,3.2333799753103497e-22,1.0751966707952097e-15,2.814970152421335e-17,3.76,0.0,0.5809755245543918,0.9999999359977393,3.711283955027859e-14,4.6447458651707814e-20,7.277252048225825e-05,1.799612862333252e-08,1.6238524006314804e-08,2.9866421323082966e-08,1.5441255888704407e-18
7.715096996060281e-10,0.8665121211756736,1.826337381968497e-08,1.2184900784709772e-11,1.1034482047168479e-11,3.014249093255584e-10,0.0,0.0,6.858721133530612e-08,4.61977774609073e-13,2.131570170042912e-15,1.164690770300593e-21,1.150979613006131e-12,5.657458307920512e-29,5.695302224054626e-20,2.1156762049755977e-18,9.584972403403677e-18,1.6911871921190436e-15,8.630814509294199e-27,1.2038765858661214e-23,2.0052490019625558e-13,1.7239730614556585e-10,9.047156163146087e-21,1.0613803268045156e-27,1.2542033992311205e-23,6.315540843306618e-18,2.365213987984964e-12,7.799813508045318e-05,2.9345203076111226e-15,7.609503724947852e-12,1.8111517907879122e-23,4.2323704945884765e-22,1.322673798837438e-15,3.475929145697547e-17,3.76,0.0,0.5809702941375859,0.9999999314001149,4.856075878838781e-14,6.088873467144434e-20,7.799831823470731e-05,1.8841511146814342e-08,1.8404261145494857e-08,3.14743550175106e-08,1.905458365060612e-18
8.232032033645443e-10,0.8665129693421211,2.0505328468862236e-08,1.4430180015029693e-11,1.3268425021307627e-11,3.5130903637186146e-10,0.0,0.0,7.318263863498018e-08,5.259614747069536e-13,2.7621127026237132e-15,1.617957238280039e-21,1.3977016918141685e-12,7.998430198879163e-29,7.295849697508112e-20,2.7675332408217093e-18,1.2504354970881914e-17,2.055930385793654e-15,1.2907931117154517e-26,1.5687704923709547e-23,2.433860785841026e-13,1.9621601882383264e-10,1.1710076888645482e-20,1.536274129987843e-27,1.7076424949771363e-23,8.179994553173705e-18,2.691827151132412e-12,8.32238604205299e-05,3.566487860912781e-15,8.667851834514066e-12,2.347705378093623e-23,5.441443565978944e-22,1.6053092914235429e-15,4.2345733649831864e-17,3.76,0.0,0.5809650637648551,0.999999926802253,6.241358155993062e-14,7.841327771829825e-20,8.32240689461037e-05,1.964369425998701e-08,2.067454317639949e-08,3.302390924482316e-08,2.3210086076325216e-18
8.748967071230605e-10,0.8665138175174264,2.284404515556074e-08,1.6925698206733672e-11,1.5768430392434838e-11,4.058099831501154e-10,0.0,0.0,7.777803282949184e-08,5.940935938349817e-13,3.5230553343144138e-15,2.204920795756557e-21,1.677310942497754e-12,1.109174907609963e-28,9.200433718462431e-20,3.564498846216902e-18,1.6058806692391065e-17,2.4699065186862604e-15,1.8882683969709398e-26,2.0127747387382837e-23,2.919310255703429e-13,2.2156777714375465e-10,1.4924806688791316e-20,2.1767860020754065e-27,2.2844045679775054e-23,1.0428796164864341e-17,3.0394541885119112e-12,8.84495370747142e-05,4.283369157570652e-15,9.795301356169584e-12,2.9955141719322305e-23,6.886533238155665e-22,1.9253969123284703e-15,5.09805274132614e-17,3.76,0.0,0.580959833436065,0.999999922204144,7.896839643906572e-14,9.941952356872003e-20,8.844977261710994e-05,2.040510295655234e-08,2.3044905535766813e-08,3.451725717967446e-08,2.795184538125572e-18
9.265902108815767e-10,0.8665146657008996,2.5275135013300055e-08,1.9681163758180223e-11,1.8545891557321797e-11,4.650540944897182e-10,0.0,0.0,8.237339146771694e-08,6.663741506121159e-13,4.431210131151918e-15,2.954027924843789e-21,1.991848385897507e-12,1.511954237669199e-28,1.1442004300218318e-19,4.527980826013815e-18,2.033816205309157e-17,2.9362922361423406e-15,2.707997748802913e-26,2.5472518252404026e-23,3.4650789617723615e-13,2.484512300814083e-10,1.8764773323606576e-20,3.0264937074024502e-27,3.0084179689064463e-23,1.311120137200043e-17,3.408080668487101e-12,9.367516504365516e-05,5.0905304763533305e-15,1.0991831566110271e-11,3.7690043182586175e-23,8.594716531275188e-22,2.2852235444349494e-15,6.073597831336725e-17,3.76,0.0,0.5809546031510876,0.9999999176057789,9.853557190709011e-14,1.2432849203287949e-19,9.367542924837549e-05,2.1128025408783888e-08,2.551109390010717e-08,3.5956492616219876e-08,3.3325332188936804e-18
9.782837146400928e-10,0.8665155138918834,2.7794415255680793e-08,2.2705762935225013e-11,2.1611740917215047e-11,5.291619833647127e-10,0.0,0.0,8.696871221414167e-08,7.428031614683486e-13,5.504400363260886e-15,3.897716898393428e-21,2.343352207300396e-12,2.029540913501293e-28,1.4054546982303848e-19,5.6811089191295815e-18,2.5438920594383316e-17,3.4582752656941904e-15,3.8145295917989726e-26,3.184518776446565e-23,4.0746401303587844e-13,2.7686502779391627e-10,2.3308768508448086e-20,4.137175666248363e-27,3.906613812102638e-23,1.627938004985672e-17,3.797692804326908e-12,9.890074432800008e-05,5.993335843147235e-15,1.225741102381996e-11,4.6834865195529524e-23,1.0594163207907642e-21,2.6870693099884714e-15,7.168520427548854e-17,3.76,0.0,0.5809493729097999,0.9999999130071481,1.214382172936011e-13,1.5358384856649699e-19,9.890103884053725e-05,2.181462071032058e-08,2.806905391344036e-08,3.734363277744995e-08,3.937741155422772e-18
9.999999999999999e-10,0.8665163620897517,2.8878097614900842e-08,2.405877517896773e-11,2.2988257786953777e-11,5.575722197455742e-10,0.0,0.0,8.889918078838264e-08,7.761482016394402e-13,6.0089692434167124e-15,4.360881181741324e-21,2.5025344424371406e-12,2.2870732739861564e-28,1.527110288484376e-19,6.228029358193777e-18,2.785135699843948e-17,3.6949122084294074e-15,4.3832859057792973e-26,3.486061524154394e-23,4.350577644515693e-13,2.892577395073617e-10,2.5447790981164303e-20,4.69594413652403e-27,4.3430331501778024e-23,1.7768375012955928e-17,3.967624293078863e-12,0.00010109597993729515,6.40242138314436e-15,1.2809664121610779e-11,5.113580546607815e-23,1.1528000015474168e-21,2.8689646566066757e-15,7.665879392666291e-17,3.76,0.0,0.580947175714179,0.999999911075196,1.3213476184364484e-13,1.672818562377862e-19,0.00010109628767288303,2.2092715647681645e-08,2.917008347934747e-08,3.791129686874048e-08,4.2133852438914865e-18
1.029977218398609e-09,0.8665163620897517,3.0397899121207135e-08,2.6008184647031026e-11,2.4976471173574858e-11,5.982488000225905e-10,0.0,0.0,9.156399284326837e-08,8.233806407473636e-13,6.761459093312038e-15,5.0727191770574206e-21,2.7338577596204996e-12,2.686786314130788e-28,1.7073009258146423e-19,7.048764624653385e-18,3.146433168878639e-17,4.03905453455256e-15,5.286352862444673e-26,3.937888268356117e-23,4.751458928943278e-13,3.0680782161842897e-10,2.8641148090933715e-20,5.5698107913857296e-27,5.0091183789382063e-23,1.9988407700510637e-17,4.208277413297572e-12,0.00010412627492839448,6.997146218955251e-15,1.3591998118372877e-11,5.755157096178495e-23,1.2914087604147788e-21,3.1332076839986297e-15,8.390214134133363e-17,3.76,0.0,0.580944142712085,0.9999999084082437,1.4801166783234893e-13,1.8765202190018897e-19,0.00010412660139422035,2.2466926192814714e-08,3.071492141894988e-08,3.868062103352007e-08,4.615634122806314e-18
1.081670722157125e-09,0.8665172102939069,3.30817863266483e-08,2.959664401621908e-11,2.865015558398167e-11,6.724244879866176e-10,0.0,0.0,9.615923123430289e-08,9.081066008042264e-13,8.222227766622273e-15,6.520365245799523e-21,3.1653975665758703e-12,3.51239268098555e-28,2.0533231502491228e-19,8.657608533121396e-18,3.852447233455403e-17,4.681840278168079e-15,7.217941267390964e-26,4.821711043523431e-23,5.498992718331555e-13,3.38278264071098e-10,3.4852042773813706e-20,7.395640604524974e-27,6.349446469146447e-23,2.4296257038566128e-17,4.639821878249879e-12,0.00010935175684548211,8.10731872943587e-15,1.4995541588030956e-11,7.001099087883152e-23,1.5584702502041884e-21,3.625905601020082e-15,9.746154909424925e-17,3.76,0.0,0.5809389125578309,0.9999999038090571,1.786029934848549e-13,2.270223752989184e-19,0.00010935211691003857,2.308686432644427e-08,3.344501318519522e-08,3.996932952864848e-08,5.371176302068979e-18
1.1333642259156412e-09,0.8665180585037805,3.5842454010619295e-08,3.347890478452855e-11,3.2642467214024084e-11,7.517940273820734e-10,0.0,0.0,1.0075442536611415e-07,9.969810520982776e-13,9.907554803365434e-15,8.28689446186697e-21,3.6400013258685645e-12,4.5392866346344625e-28,2.4471882197738026e-19,1.0536105273731256e-17,4.673631828086508e-17,5.389854140281056e-15,9.721961541431057e-26,5.851419545498952e-23,6.320691292345895e-13,3.7127500884603857e-10,4.2037578582972596e-20,9.69729393901404e-27,7.96469542961195e-23,2.92637897134993e-17,5.092314111590014e-12,0.00011457719007990513,9.329205934631856e-15,1.6467981014047162e-11,8.439283392938621e-23,1.8637174988483763e-21,4.167423555615333e-15,1.1243901576986458e-16,3.76,0.0,0.5809336824469302,0.9999998992095805,2.1357053076553464e-13,2.722074285185023e-19,0.00011457758538859484,2.367624922141673e-08,3.6255818109042296e-08,4.1211561717742355e-08,6.209468818236667e-18
1.1850577296741573e-09,0.8665189067188293,3.867644813639282e-08,3.7662300625464134e-11,3.696269724707223e-11,8.364576663663489e-10,0.0,0.0,1.0534957331244823e-07,1.0900040032815274e-12,1.1839294192683384e-14,1.0423768549604898e-20,4.159695912351386e-12,5.805005847352848e-28,2.8926397158478456e-19,1.2714546237941054e-17,5.622380893376028e-17,6.166329265037665e-15,1.2931647347060441e-25,7.043572706894732e-23,7.219997105798448e-13,4.0579671081429124e-10,5.0300106197803275e-20,1.2569974353104464e-26,9.895739652800979e-23,3.495474815833323e-17,5.565742521467542e-12,0.00011980257463230397,1.0668155136446094e-14,1.800924729025912e-11,1.0088569942276465e-22,2.2103584192172345e-21,4.760015696931234e-15,1.2891096307540652e-16,3.76,0.0,0.5809284523792809,0.9999998946098064,2.532834361896526e-13,3.237431267792375e-19,0.00011980300683048193,2.4236792757715438e-08,3.914398886515377e-08,4.240905481643191e-08,7.135747784564413e-18
