Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264)
9.257881800117993e-05,0.09450973824047824,3.76,0.0,0.001901820353117815,0.32344926117398687,0.6251148800839209,0.04021005204369238,0.0001032244732626343,0.06167682793080442,0.4379575960343782,8.851635098452658e-12,0.22187212035365989,9.756139526939784e-08,2.8568652486324944e-05,0.598707420594066,0.0022374501713312202,0.0005946425014414948,6.786552011384632e-05,0.000167116241417407,0.16708426623856226,7.12679220821299e-05,2.7614347151004666e-05,0.01070689337988037,0.021811644254893413,2.5657951035369385e-05,1.6710995483639017e-05,0.00024330140461624594,3.0709378464275686e-07,0.03509833345412137,4.620265334055358e-09,0.002765895116623027,1.403075542700778e-05,0.0001742296905073978,2.4349743177135957e-05,3.9708290651251736e-07,0.0004901104310995993,0.009659886661061563,0.0012913006492731175,0.005440332313856085,3.5401906422103423e-09,5.562391938725665e-10,0.011191887659019894,0.00016110385087409347,2.2013566719242115e-07,1.1128409297880228e-06,6.054353894057666e-06,0.007301227300459555,1.5166179907956124e-05,1.8253059254565905e-12,6.174719220039626e-10,0.03237192448508057,6.277078466549536e-06,4.733211608928529e-07,0.0017672711318203692,1.2923714967168312e-09,4.410194034634362e-12,8.399163663565883e-09,3.1256716514467875e-05,2.135347061736259e-06,3.782808958354857e-05,1.844815467921666e-07,1.940340832275533e-08,0.003641500989620016,2.995584493506542e-08,0.0002182546581349197,1.9076273607918753e-06,2.4413848443525612e-05,4.7344967115417627e-07,1.484910187218839e-11,2.3136873992272216e-12,8.86863530664528e-09,1.4764457703299573e-08,0.00025076574360246,1.3369409988684732e-09,1.9609988856614789e-10,0.00015531679440588622,7.052394743063302e-11
9.318614419412772e-05,0.09453984935503443,3.76,0.0,0.0018533327755673084,0.32140180463666307,0.6266173038181153,0.040384148388920696,0.00010224712407876293,0.06142868800838309,0.4391788264160237,8.784511685571362e-12,0.22187053677099042,9.736027205484391e-08,2.8262763705035506e-05,0.6014054381253015,0.0022173605711335352,0.0005846428932134223,6.720299218009667e-05,0.00016649572807733013,0.16611801205511167,7.058381520846188e-05,2.7440830364850293e-05,0.010636791406128884,0.02184886148689054,2.5430080757422863e-05,1.658031590356391e-05,0.00023986929917959275,3.0207499789587983e-07,0.034921080052850294,4.524813654765828e-09,0.002712489208995923,1.3921170987074696e-05,0.0001716916837729144,2.39296853325112e-05,3.8869751740988425e-07,0.00048659905592580565,0.009507473234336088,0.0012872171158770955,0.00540820377945965,3.5220178514753225e-09,5.487880727328163e-10,0.01116340570423947,0.0001598077778280822,2.1907470843332834e-07,1.0990844768045674e-06,6.0427721352610465e-06,0.00735167103655774,1.5233771358448548e-05,1.8063985092172576e-12,6.082271579640659e-10,0.03257992292883112,6.267290601323996e-06,4.7236760763606874e-07,0.0017726657048248225,1.2963239520976454e-09,4.317063010440522e-12,8.357044203590947e-09,3.1047162028653274e-05,2.131045140256203e-06,3.7606997014268615e-05,1.8277639259477935e-07,1.9324705059737658e-08,0.0036515122915300327,2.9655059057988543e-08,0.0002183217745873631,1.8831670670218237e-06,2.410575826647378e-05,4.7054981997519276e-07,1.4660019602009224e-11,2.2842271530239367e-12,8.753449213164101e-09,1.4683923042554255e-08,0.00025248870048507455,1.3235187276873766e-09,1.9744373227119703e-10,0.00015709037532977385,7.046065691631006e-11
9.379347038707551e-05,0.0945695161421393,3.76,0.0,0.001806613035723169,0.3193811428207598,0.6280994626483966,0.04055619302420515,0.00010129006899640505,0.06118414597197195,0.4403806094326844,8.719000246104567e-12,0.2218689235324132,9.716448873204765e-08,2.7962930501491567e-05,0.6040668396777165,0.002197657615181501,0.0005749177207342116,6.655523607243646e-05,0.0001658888543046741,0.16516498817097455,6.991461956092337e-05,2.72711506234614e-05,0.010567402709475829,0.021885512588194555,2.520657485061239e-05,1.6452417794120336e-05,0.0002365204943219622,2.971896038765983e-07,0.034743221658966615,4.432200963021495e-09,0.0026604639223788795,1.3813856460338005e-05,0.00016921671551429788,2.352114933065001e-05,3.8056614721336466e-07,0.0004831555817111536,0.00935904592806204,0.0012831534378693066,0.005376344591619392,3.5037974700516557e-09,5.415154005841009e-10,0.011134755392438625,0.00015853644068805953,2.1802721738468265e-07,1.0856100597358605e-06,6.031311256758038e-06,0.007401361179590985,1.5300193026957647e-05,1.7878745441605725e-12,5.992075582441474e-10,0.03278607250466414,6.257219834843568e-06,4.7140087166529396e-07,0.0017779697822659227,1.3002100550748891e-09,4.226753179532684e-12,8.315373029873454e-09,3.0841591292256686e-05,2.126797023322102e-06,3.7387993847484276e-05,1.8109722806362433e-07,1.9246451166413315e-08,0.003661214165087273,2.9360378680003378e-08,0.00021838626140515085,1.8593222100083187e-06,2.380434016311684e-05,4.6770368527878524e-07,1.4475154401581488e-11,2.255423925366349e-12,8.640873755030806e-09,1.4604655659606235e-08,0.00025418661659359806,1.310395502495539e-09,1.9876804509982271e-10,0.00015885163507157739,7.039914530412893e-11
9.44007965800233e-05,0.09459874967893554,3.76,0.0,0.0017615827545458037,0.31738665812859096,0.629561841416306,0.04072622050874613,0.00010035267437345608,0.06094311212649619,0.44156344903168987,8.655043763114725e-12,0.22186729494147736,9.697385718277435e-08,2.766897712351601e-05,0.6066924569971713,0.0021783297591981892,0.0005654565965166392,6.592175595194263e-05,0.00016529520509530005,0.16422490044479932,6.925984773850377e-05,2.7105188763991084e-05,0.010498718355730623,0.02192161415166762,2.4987307682753787e-05,1.632721646016674e-05,0.00023325217810061266,2.924326259884663e-07,0.034564840760932566,4.3423165263337225e-09,0.0026097809685800117,1.3708743191198954e-05,0.0001668025823457052,2.3123732772340048e-05,3.726786556355805e-07,0.0004797781179840802,0.009214471622802948,0.0012791098651432522,0.005344757106306663,3.4855373228740523e-09,5.34415033902106e-10,0.011105951823364593,0.00015728921295167018,2.1699296271318886e-07,1.0724094735307697e-06,6.019973271609536e-06,0.007450311502453872,1.5365475685135697e-05,1.7697227360080023e-12,5.904055654645743e-10,0.032990406579580786,6.246881965446184e-06,4.7042183876966834e-07,0.0017831855556500458,1.3040314140513298e-09,4.1391519201956054e-12,8.274145113543767e-09,3.063988261423665e-05,2.1226028420282487e-06,3.717107277110259e-05,1.794435114874613e-07,1.9168652496031132e-08,0.0036706120809877,2.907162746313472e-08,0.00021844824150173074,1.8360707201032046e-06,2.3509416485373338e-05,4.649098495190063e-07,1.4294372990713971e-11,2.2272569475064432e-12,8.530825161395399e-09,1.4526626246569522e-08,0.0002558598258275836,1.2975620215337605e-09,2.0007308734482918e-10,0.00016060052160862224,7.033935173999203e-11
9.500812277297109e-05,0.09462756067043707,3.76,0.0,0.0017181676579376519,0.31541775328415367,0.6310049082725292,0.04089426451630514,9.943433205251235e-05,0.060705499823773844,0.44272783249825703,8.592587644324075e-12,0.22186566440521063,9.678819752075742e-08,2.7380734348690186e-05,0.6092830958191295,0.0021593659100379707,0.0005562496262713534,6.530207764098853e-05,0.00016471438147700975,0.1632974635265115,6.861903290519176e-05,2.6942830354708827e-05,0.010430729466813239,0.021957182130318803,2.477215819428344e-05,1.6204630494359195e-05,0.00023006165646452683,2.8779932735379117e-07,0.03438601582932582,4.255054818906363e-09,0.0025604029979004496,1.3605765175081196e-05,0.0001644471780890962,2.273704828704704e-05,3.650254109649256e-07,0.00047646483993265214,0.009073621864791652,0.0012750866208943792,0.005313443275191711,3.4672448474327995e-09,5.274810895159506e-10,0.011077009323404568,0.0001560654858016297,2.1597171527116695e-07,1.0594748143250217e-06,6.00875985370867e-06,0.007498535502830109,1.542964906178452e-05,1.7519322077373992e-12,5.818139541598313e-10,0.033192957650175964,6.236292029596904e-06,4.694313498475581e-07,0.0017883151420062828,1.3077895827175686e-09,4.054152218056219e-12,8.233355245105599e-09,3.044191922016964e-05,2.1184626502538778e-06,3.695622507808558e-05,1.7781471361225953e-07,1.909131428068624e-08,0.003679711431437047,2.8788635237523103e-08,0.00021850783123360286,1.8133915354914436e-06,2.322081472570828e-05,4.621669416808453e-07,1.4117548140137012e-11,2.1997064377840458e-12,8.423223835464003e-09,1.4449806462894984e-08,0.0002575086581919439,1.2850093469549392e-09,2.0135911626496975e-10,0.00016233698816322042,7.028121727832874e-11
9.561544896591888e-05,0.09465595946556789,3.76,0.0,0.0016762973412566833,0.313473850516098,0.6324291153820666,0.04106035786573789,9.853445823988744e-05,0.06047122533810206,0.4438742310399132,8.531580184894607e-12,0.22186404448833594,9.66073378109476e-08,2.709803927013167e-05,0.6118395367989922,0.002140755405325061,0.000547287381662747,6.469574721966314e-05,0.00016414599993700148,0.16238240055410574,6.799172783089098e-05,2.678396547098208e-05,0.010363427227000337,0.021992231866441714,2.4561009729971742e-05,1.6084581641348496e-05,0.00022694634780247097,2.832851854435981e-07,0.03420682150011085,4.170315555950198e-09,0.0025122935901705974,1.3504858947274743e-05,0.00016214848887077018,2.2360723058489187e-05,3.57597231854132e-07,0.00047321398590717637,0.0089363727372104,0.0012710839041739541,0.005282404674486571,3.448927115510197e-09,5.207079698561597e-10,0.011047941485091136,0.00015486466778848727,2.149632482512923e-07,1.0467984735393719e-06,5.997672376096019e-06,0.007546046407025354,1.549274182667451e-05,1.734492486269152e-12,5.734257543300954e-10,0.03339375736983348,6.225464332438771e-06,4.6843020313189834e-07,0.0017933605869973014,1.3114860623351547e-09,3.9716521735387895e-12,8.192998244820494e-09,3.0247589013899443e-05,2.1143764049097557e-06,3.674344078301e-05,1.762103202611811e-07,1.901444087154639e-08,0.003688517530047273,2.8511238463362336e-08,0.00021856514077810748,1.791264548319452e-06,2.29383673847286e-05,4.594736356810911e-07,1.3944555519708698e-11,2.1727529599669077e-12,8.317991318849723e-09,1.4374168386047519e-08,0.0002591334397705068,1.2727288639689382e-09,2.0262638605874647e-10,0.00016406099299102835,7.022468640475778e-11
9.622277515886668e-05,0.09468395607505921,3.76,0.0,0.0016359050200308017,0.31155439070992397,0.6338348996574684,0.041224532553544004,9.765249205628902e-05,0.06024020773715474,0.4450031003797857,8.47197162149167e-12,0.22186244697116173,9.64311133974426e-08,2.6820734893758576e-05,0.6143625364639101,0.0021224879914247957,0.0005385608726595141,6.41023302954113e-05,0.00016358969114985055,0.16147944284325996,6.737750376588806e-05,2.6628488436355733e-05,0.010296802890361124,0.022026778121985176,2.4353749786760533e-05,1.596699460634452e-05,0.00022390377711789782,2.7888589553165946e-07,0.034027328764476,4.088002978820671e-09,0.0024654172469392097,1.3405963434026032e-05,0.00015990458812277286,2.1994398370355848e-05,3.5038539880455995e-07,0.0004700238542644693,0.008802604738073604,0.0012671018904010121,0.005251642535359985,3.4305908461658964e-09,5.140902964552151e-10,0.011018761208512284,0.00015368618440982882,2.139673369375813e-07,1.0343731172344481e-06,5.986711905559418e-06,0.007592857173676243,1.555478164999055e-05,1.7173934781699056e-12,5.652343188253434e-10,0.03359283657663677,6.214412479985774e-06,4.6741915567572116e-07,0.0017983238681767149,1.3151223041352347e-09,3.891554923465281e-12,8.153068713575044e-09,3.0056784302445826e-05,2.1103440006648864e-06,3.653270872435994e-05,1.7462982832961528e-07,1.8938036189674773e-08,0.0036970356120861188,2.823927900624711e-08,0.00021862027452863292,1.7696705526736488e-06,2.2661911843987556e-05,4.568286475872551e-07,1.3775277333546249e-11,2.1463781922753373e-12,8.215053985383105e-09,1.429968515576057e-08,0.0002607344927224781,1.260712297783932e-09,2.03875147869659e-10,0.00016577249916223882,7.016970479273273e-11
9.676936873251969e-05,0.09470881716114703,3.76,0.0,0.0016007631573511964,0.309847327917333,0.6350847033383716,0.041370675123354114,9.687358751097198e-05,0.06003501179784143,0.4460044599465721,8.41948056481996e-12,0.22186103750330896,9.62763441109367e-08,2.657564480482544e-05,0.6166052503804649,0.0021063325000244574,0.0005309014715850607,6.357895177755437e-05,0.00016309904122368502,0.16067691519191823,6.683554608283019e-05,2.649137162441897e-05,0.010237413427345859,0.022057451031424574,2.417045073605226e-05,1.5863211173788495e-05,0.000221225690390712,2.750213344321525e-07,0.03386558604281452,4.015920870153177e-09,0.0024242542035670172,1.3318627990449371e-05,0.00015793039591829874,2.1672971128592833e-05,3.440728524300604e-07,0.0004672032932493724,0.008685094591844958,0.0012635359052844517,0.005224193746244095,3.4140776388054826e-09,5.082630341905265e-10,0.010992412959108988,0.00015264418387973908,2.1308156801083114e-07,1.023399038458343e-06,5.976956736776527e-06,0.007634398743826571,1.560973932249136e-05,1.7022876313710213e-12,5.580249849014434e-10,0.033770561675711325,6.204284871407192e-06,4.665013423072232e-07,0.0018027221531304143,1.3183445793039504e-09,3.82144543547982e-12,8.117493098713452e-09,2.9887988705489998e-05,2.106760731266039e-06,3.6344794431347186e-05,1.7322741520756213e-07,1.8869675522785554e-08,0.0037044598958072914,2.799903815718803e-08,0.0002186681165106283,1.7506764776377484e-06,2.2418094273515428e-05,4.5448844157687057e-07,1.362600931282658e-11,2.123121153774894e-12,8.12431432776576e-09,1.4233616037395942e-08,0.000262155415510248,1.2501164427155271e-09,2.0498341428354275e-10,0.00016730214155667752,7.012150267667096e-11
9.731596230617271e-05,0.0947333671587684,3.76,0.0,0.0015667230939773106,0.3081592426298861,0.6363202249927966,0.0415153110799969,9.610837265159519e-05,0.05983233524114443,0.44699228947399616,8.368050928242607e-12,0.2218596627135779,9.612509120454707e-08,2.633469198147899e-05,0.6188219901423231,0.0020904399816876282,0.0005234200833428858,6.30654044544624e-05,0.00016261763174239726,0.1598837966134952,6.630356240733412e-05,2.635684516498165e-05,0.010178559777632566,0.022087737631015923,2.3990136949828477e-05,1.576131212280681e-05,0.0002186029335164786,2.7124360491328615e-07,0.033703703278365076,3.945666746548972e-09,0.0023840373246466627,1.3232832222630229e-05,0.00015599779791496772,2.135912220109518e-05,3.379230243106986e-07,0.0004644294243822879,0.008570229669753739,0.0012599869090586695,0.005196970096894698,3.3975590288170362e-09,5.025539164243843e-10,0.010965992058180447,0.00015161942628738853,2.1220562860294732e-07,1.0126175483531265e-06,5.967305503813143e-06,0.007675392563677608,1.5663884582886164e-05,1.6874430268516113e-12,5.509653728272716e-10,0.033946938884068883,6.193995188075253e-06,4.655765899575584e-07,0.0018070567861511791,1.3215201904681487e-09,3.7531431452426865e-12,8.082255306366431e-09,2.972189213136526e-05,2.1032207602751302e-06,3.6158522927775566e-05,1.7184361559009447e-07,1.8801699208791046e-08,0.0037116587701461275,2.7762970517843703e-08,0.00021871434494349925,1.732086428064039e-06,2.2178890248098564e-05,4.5218548620049197e-07,1.3479578040264451e-11,2.100306074195824e-12,8.03532600047196e-09,1.4168442452443283e-08,0.00026355760521762497,1.2397222912639704e-09,2.0607706896258609e-10,0.0001688216132988246,7.007447685148373e-11
9.786255587982572e-05,0.09475761270331495,3.76,0.0,0.0015337428397844799,0.3064897630584264,0.637541753977986,0.041658462153110885,9.535648208574432e-05,0.0596321244206621,0.4479668912017572,8.317650698057414e-12,0.22185832974982447,9.597724846411734e-08,2.6097773313372225e-05,0.6210132605720923,0.0020748037355661822,0.0005161109719381206,6.256140785273401e-05,0.00016214522075643352,0.15909990710810792,6.578127493623387e-05,2.622484007734198e-05,0.010120235731129192,0.022117647580795152,2.3812734386591478e-05,1.5661248214784665e-05,0.00021603390342469323,2.675499588886394e-07,0.03354172531647689,3.877179511612096e-09,0.002344742600126606,1.3148536167501475e-05,0.00015410555340870648,2.105261750104251e-05,3.3193037645686773e-07,0.00046170112252487107,0.008457931502894929,0.0012564549849828654,0.005169971868642375,3.381039250876042e-09,4.969594733918869e-10,0.010939506612561545,0.00015061152597461904,2.1133936036220018e-07,1.0020238259510844e-06,5.957758464545788e-06,0.007715847540544216,1.5717235656212675e-05,1.6728530347968927e-12,5.440511750104692e-10,0.0341219890885298,6.183552038435348e-06,4.646453739474089e-07,0.0018113290785785024,1.3246500998710183e-09,3.686586522352917e-12,8.04735129141026e-09,2.9558424382968458e-05,2.0997238813395667e-06,3.597388403899308e-05,1.7047808743892932e-07,1.8734109003234424e-08,0.003718635889813113,2.75309719152202e-08,0.00021875902524386487,1.7138880881136528e-06,2.194419083852604e-05,4.499189275724499e-07,1.3335906940337657e-11,2.077921044606315e-12,7.948041219760853e-09,1.410414630698485e-08,0.00026494128855327343,1.2295244231541565e-09,2.0715628864382715e-10,0.00017033089668042403,7.002859178505627e-11
9.840914945347874e-05,0.09478156023911304,3.76,0.0,0.0015017822972400623,0.30483852789050725,0.6387495711533577,0.041800149599928504,9.461756296319984e-05,0.05943432725433368,0.4489285585352764,8.268249430016063e-12,0.22185704535563971,9.583271361461706e-08,2.5864788988432393e-05,0.6231795527382759,0.002059417284974094,0.0005089686338596638,6.20666918394379e-05,0.00016168157420891213,0.15832507136532656,6.526841592182197e-05,2.609528971090131e-05,0.010062435134613707,0.022147190221861863,2.3638171316931852e-05,1.5562971842879983e-05,0.00021351705510198765,2.639377531323551e-07,0.03337969500672419,3.810400835489029e-09,0.0023063465929969813,1.3065701177804737e-05,0.00015225246862581122,2.0753231028350777e-05,3.260895975978521e-07,0.00045901729645074567,0.008348124190482538,0.0012529402043708515,0.00514319917501222,3.364522349961587e-09,4.914763895553428e-10,0.010912964358115717,0.0001496201072868552,2.1048260654714114e-07,9.916132098720426e-07,5.948315751511652e-06,0.007755772416683172,1.5769810223809354e-05,1.6585112408318632e-12,5.37278212144336e-10,0.03429573270150924,6.172963656284422e-06,4.637081480843308e-07,0.0018155403037324073,1.327735241830811e-09,3.621716637302075e-12,8.012776994051885e-09,2.9397517667115344e-05,2.0962698502913474e-06,3.579086707840916e-05,1.691304978764269e-07,1.8666906163051262e-08,0.0037253948587799234,2.7302941753526658e-08,0.0002188022198062009,1.6960696235008603e-06,2.171388999357834e-05,4.476879358253551e-07,1.3194920606187644e-11,2.0559542630654636e-12,7.862412444697919e-09,1.4040709705130065e-08,0.00026630668965472776,1.2195175991521949e-09,2.082212480563815e-10,0.00017182997668175413,6.998381403720095e-11
9.895574302713176e-05,0.09480521602435088,3.76,0.0,0.0014708031527500488,0.30320518589097145,0.6399439492215031,0.041940394220987644,9.389127439511146e-05,0.05923889316377971,0.44987757634462133,8.219817234240677e-12,0.22185581589539438,9.569138813841184e-08,2.5635642351761474e-05,0.6253213444248445,0.0020442743671709846,0.0005019877860905229,6.158099626132417e-05,0.00016122646544872903,0.1575591186110875,6.476472706179572e-05,2.596812962703475e-05,0.010005151894410669,0.022176374590332115,2.3466378236687666e-05,1.5466436960699202e-05,0.0002110508988968751,2.60404462206395e-07,0.03321765329181335,3.745274319076671e-09,0.0022688264316801997,1.29842898674899e-05,0.00015043739448942535,2.0460744612617446e-05,3.2039561255084903e-07,0.0004563768871830013,0.00824073432689351,0.0012494426263613297,0.005116651974771906,3.3480121845047405e-09,4.86101430967829e-10,0.010886372678548436,0.00014864480429636917,2.096352121906773e-07,9.813811776468825e-07,5.938977348725859e-06,0.007795175771913983,1.582162539123059e-05,1.6444114285797462e-12,5.306425042258473e-10,0.034468189674825525,6.162237910362527e-06,4.627653444520624e-07,0.0018196916984335337,1.3307765238605382e-09,3.558477033411385e-12,7.978528290288984e-09,2.9239106464400707e-05,2.092858399974828e-06,3.560946084933377e-05,1.6780051863847282e-07,1.860009198068183e-08,0.00373193923067299,2.7078781965223865e-08,0.00021884398817754346,1.6786196587110893e-06,2.1487884467385863e-05,4.4549170387575587e-07,1.3056548731879115e-11,2.0343948690421983e-12,7.778396378200594e-09,1.3978115594413166e-08,0.0002676540301009172,1.2096967503459952e-09,2.092721199438557e-10,0.00017331884086586703,6.99401097565118e-11
9.944767724341946e-05,0.09482626181018576,3.76,0.0,0.0014437307157143748,0.30175019429061906,0.6410076181032134,0.04206539759849658,9.324814129950768e-05,0.05906498227748877,0.4507211058202922,8.177033520056221e-12,0.221854761321007,9.55668606685625e-08,2.5432614159749332e-05,0.6272283935613965,0.0020308489508861784,0.0004958389002183224,6.115137517995997e-05,0.0001608239858674668,0.1568772184860091,6.431904144999928e-05,2.5855677699878714e-05,0.009954034330763304,0.022202341431268716,2.3314077089134952e-05,1.5381007694619658e-05,0.00020887351157916522,2.5728995519414995e-07,0.03307183836322744,3.6880286187542852e-09,0.002235788679857601,1.291220701215809e-05,0.00014883541155053266,2.0203232170078853e-05,3.1539249559487385e-07,0.0004540367901200475,0.008146091648700844,0.001246309553936262,0.0050929521414697166,3.3331618450813577e-09,4.813538730014766e-10,0.01086240374041425,0.00014778051567170792,2.0888043323136862e-07,9.723214195367157e-07,5.930661875970866e-06,0.007830199853641893,1.5867623458749426e-05,1.631923515650479e-12,5.247845005468628e-10,0.03462231700297866,6.1524735195123534e-06,4.619123933583822e-07,0.0018233777925127557,1.33347690668871e-09,3.5029104717190256e-12,7.947979468268686e-09,2.909861765407809e-05,2.0898242508055715e-06,3.5447562805313666e-05,1.666183307471869e-07,1.854029208036268e-08,0.003737648581595489,2.6880269155924465e-08,0.00021888040735929416,1.6632207073564775e-06,2.128806886093651e-05,4.435441660945252e-07,1.293419118692585e-11,2.015330600943492e-12,7.704123966861492e-09,1.392248709501651e-08,0.0002688513757235777,1.2010129370321258e-09,2.1020600097426036e-10,0.00017465007583211065,6.990166798727325e-11
9.98904180380784e-05,0.09484500873999847,3.76,0.0,0.001419998646322027,0.3004526566335668,0.6419559516811758,0.04217692753754887,9.267764822366053e-05,0.058910036170691425,0.4514718757727167,8.139163248684342e-12,0.22185385784006598,9.545688750386966e-08,2.525242693591303e-05,0.6289283652694364,0.0020189269981639737,0.0004904102832440199,6.0770643395441575e-05,0.00016046738669461995,0.15626944715407623,6.392395728933343e-05,2.5756046784209308e-05,0.009908379040140216,0.022225474635198965,2.31788383098407e-05,1.5305270527966836e-05,0.00020694713714566927,2.545384493159831e-07,0.03294064672372776,3.6375832066582104e-09,0.0022066326703618815,1.2848272203620343e-05,0.0001474185406636517,1.9975980869585225e-05,3.109851444504984e-07,0.00045195945672839495,0.008062496794530766,0.0012435017583613199,0.00507177814378151,3.31980588546861e-09,4.771520232750527e-10,0.01084080641806254,0.00014701336013593012,2.0820741706364652e-07,9.642857237196568e-07,5.923249975085364e-06,0.007861371166216581,1.5908516979411385e-05,1.6208442896546228e-12,5.196024031495974e-10,0.034760165555657696,6.1436000034368895e-06,4.611413981522125e-07,0.00182665537920146,1.3358780042046491e-09,3.453960708721434e-12,7.920705714588257e-09,2.8973825123033218e-05,2.0871225991195547e-06,3.5302954795218104e-05,1.6556614835433e-07,1.8486742159128774e-08,0.003742642888243801,2.6704167095561042e-08,0.00021891226912701948,1.649602916474661e-06,2.111108082400664e-05,4.418144511069746e-07,1.2825790704239014e-11,1.9984409441187655e-12,7.63833963567168e-09,1.3872983130588423e-08,0.00026991676114471115,1.1933200365578822e-09,2.110369576365024e-10,0.0001758411007632432,6.986777368351733e-11
9.999999999999998e-05,0.09486357479811426,3.76,0.0,0.0014142151700703416,0.30013323290863286,0.6421893765714338,0.04220439105195254,9.25376442815603e-05,0.058871912886758054,0.4516564849419822,8.129881205064193e-12,0.22185364124799117,9.542996985067565e-08,2.5208194619008538e-05,0.6293467562188656,0.0020159993835411898,0.0004890817625810176,6.0677260833623657e-05,0.00016037993584606922,0.1561198770972779,6.382703793028205e-05,2.5731613990050884e-05,0.009897129866469184,0.022231166170338903,2.3145629460845548e-05,1.528669031412518e-05,0.00020647512299658353,2.5386482191815676e-07,0.0329081841755902,3.6252516335581737e-09,0.002199499470426335,1.2832583052579513e-05,0.00014707143027033062,1.9920381104849365e-05,3.099079564824995e-07,0.0004514494421392399,0.008042033659476255,0.0012428085586938204,0.005066560175457178,3.3165017635235717e-09,4.761222206649872e-10,0.010835457628582418,0.00014682502642284246,2.0804174962035387e-07,9.623138263825555e-07,5.9214259838868025e-06,0.007869035603949387,1.591856565262748e-05,1.618125108330604e-12,5.183327354706528e-10,0.03479415874435214,6.141391672666877e-06,4.609501067731923e-07,0.0018274608472200044,1.3364680720901722e-09,3.441997036147269e-12,7.913987176165902e-09,2.8943175032274865e-05,2.086458149862282e-06,3.526732326030295e-05,1.6530742862995484e-07,1.847352763299923e-08,0.0037438581634595828,2.6660948928142152e-08,0.00021892002467586614,1.64626702677955e-06,2.1067684887087547e-05,4.41389658215377e-07,1.2799208242273214e-11,1.9942991850111816e-12,7.622210009402274e-09,1.3860811601371608e-08,0.00027017867849117003,1.1914336023477046e-09,2.1124124224020805e-10,0.00017613485229820255,6.985948548026997e-11
0.00010033315883273734,0.09486357479811426,3.76,0.0,0.0013968477490516622,0.29916626545268604,0.6428959274849645,0.04228754639293436,9.211487274358757e-05,0.05875655520986046,0.452214826298176,8.101879966270104e-12,0.22185300057564938,9.534885627912413e-08,2.5074595516390812e-05,0.630613070332469,0.002007154350424092,0.00048507889792456224,6.0395397357836054e-05,0.00016011600927771097,0.15566721447928217,6.35344596112389e-05,2.565787639158069e-05,0.009863052554674335,0.022248387903517075,2.3045300229795608e-05,1.5230598899334513e-05,0.00020505154304294333,2.518345327507328e-07,0.03280951454151618,3.588129263756424e-09,0.002178012443606507,1.2785208887556561e-05,0.00014602470191978434,1.9752893119522565e-05,3.066657307404125e-07,0.00044990882697976077,0.00798036530186845,0.0012407053187677632,0.0050507515653858085,3.3064606479904577e-09,4.730157959928236e-10,0.010819188722275384,0.00014625615788358494,2.075402725865468e-07,9.563596188208578e-07,5.915906132905828e-06,0.007892215045004902,1.5948940958606118e-05,1.6099134099737836e-12,5.145036707583815e-10,0.03489720397196492,6.134649257325523e-06,4.6036744825906825e-07,0.0018298957971537664,1.338251855760336e-09,3.40598759823238e-12,7.893638288108933e-09,2.8850560415096494e-05,2.0844483101102435e-06,3.515938233101333e-05,1.6452496289150164e-07,1.843344823375778e-08,0.0037475025524614336,2.653044036050725e-08,0.00021894329243450858,1.6362080660586188e-06,2.0936736195472386e-05,4.401061795591122e-07,1.2718985146297058e-11,1.9817997805804728e-12,7.57353794513777e-09,1.3824002383082283e-08,0.0002709706826032403,1.1857406694477845e-09,2.1185897210804634e-10,0.00017702540896713466,6.983452912416705e-11
