Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58),CHF(40),CF(50),CH2(T)(18),S(6270),CH2O2(383),CHO2(142),F(37),C#CC(3594),CH(17),C3H4(6344),C3H4(6729),S(264),C3H5(2345),C3H5(2725),CH3O2(159),S(1527),S(3172),S(6223),S(6172),C3H3(5584)
2.3452988062145374e-18,0.3589780193149691,3.76,0.0,0.6861456494871746,0.9999999999999998,4.3062399756338175e-38,9.295886696698235e-15,2.2986000245150184e-28,2.982270376560032e-13,2.982270376560129e-13,7.514405353535376e-29,2.5742511865446908e-27,2.5736266437680202e-27,2.172626257519769e-37,1.5990140297564263e-37,2.956633684586782e-16,1.5409246813369032e-29,1.2232160589704723e-16,5.526320218927761e-21,4.3928597901543815e-25,1.7334728801761305e-16,1.2246504114400434e-28,5.995763565042051e-29,3.807161530614031e-38,2.320304326067684e-21,8.798599347813301e-42,1.2944467660196287e-45,4.3028981954576636e-29,4.0950463568686693e-41,9.987899237720435e-60,8.87842717490487e-30,5.670954100080728e-41,5.477385368737954e-52,1.195712930932361e-48,2.133409361056528e-64,8.816211563730762e-16,1.600881794188628e-28,8.81621156367321e-16,1.2949764066834333e-31,1.7449026979325843e-54,6.160755840738095e-31,5.73443251411992e-17,1.4764629210274256e-41,5.631421241846234e-57,1.4328115680684856e-29,6.72553881857118e-41,4.2747090038067265e-42,3.007476576877702e-44,2.8054436646430443e-56,1.7758017323616972e-51,1.8590919384237696e-37,6.956896633934156e-43,2.3005652834543362e-43,1.0538455435452763e-53,2.1042105785422234e-68,2.139696627855061e-68,1.1839828954202146e-73,3.070533301953477e-17,3.176036034288447e-41,1.4631436114071045e-57,2.5847275662310026e-45,1.2092641370137016e-49,1.421313212803668e-28,5.73443251226543e-17,3.6274314827476324e-42,9.295886696691605e-15,1.1634621838948815e-29,1.7742015923561563e-26,2.24025195515897e-42,4.2919622063022245e-41,4.497026420183052e-36,3.070533301275232e-17,3.8066094088163296e-56,3.902265657573654e-32,1.14097589367636e-56,1.8199934102516465e-57,3.35534679350306e-42,3.261318032910767e-60,5.180605316677987e-56,2.586520745148216e-29,1.6554584284024906e-56,1.3389002836795479e-42,4.347890796663752e-63,6.358124162776956e-65,1.777484387200443e-54
4.6926352308532404e-18,0.35897801931498946,3.76,0.0,0.6861456494868655,0.9999999999999994,3.447610372187227e-37,1.8599849750221428e-14,9.200390529094052e-28,5.96713177864096e-13,5.967131778641349e-13,3.007720427134642e-28,1.0303713577765988e-26,1.0301213639113423e-26,1.739422055717529e-36,1.2801834921665626e-36,5.915836121297832e-16,6.16771449096421e-29,2.447494855771073e-16,1.1058329891572575e-20,1.758288726156267e-24,3.468451814233677e-16,4.901793178270536e-28,2.3998679706910503e-28,3.0480441415582223e-37,4.64262458428426e-21,7.04597128296082e-41,1.0363447452005436e-44,1.7222806411000467e-28,3.278527044528632e-40,1.599365580715921e-58,3.553684649647848e-29,4.5413445229130245e-40,8.773298278930948e-51,9.57297388098705e-48,6.834542201037954e-63,1.7640082737831148e-15,6.407699195105014e-28,1.7640082737600792e-15,5.183280447469543e-31,2.794117737296991e-53,2.465907865924561e-30,1.1473847159165334e-16,1.1823677991049757e-40,9.01761161288359e-56,5.734980284460694e-29,5.384566366367814e-40,3.423234208165635e-41,2.408420460409799e-43,2.2733415027019056e-55,1.42172117517186e-50,1.4884041502099659e-36,5.5711595986540555e-42,1.8423180671938412e-42,1.6879778229573403e-52,6.741004464516604e-67,6.854683931924152e-67,3.792983754809781e-72,6.143734312150227e-17,2.542892906692068e-40,2.342936369930767e-56,2.0698783723267531e-44,9.68146681698659e-49,5.688956899575109e-28,1.147384715174254e-16,2.9048871734142565e-41,1.8599849750194888e-14,4.6568808056626943e-29,7.101430068228223e-26,1.7935637396420983e-41,3.436179452686743e-40,3.600355499568338e-35,6.143734309435483e-17,6.097663013629631e-55,1.5619232225762135e-31,1.8276859246778873e-55,2.915378616958745e-56,2.686998734391492e-41,5.224183720349179e-59,8.29861482998008e-55,1.0352823645243193e-28,2.6515993128612143e-55,1.0722061143655373e-41,1.3930427729926934e-61,2.0371116329641476e-63,2.847284710063825e-53
9.387308080130647e-18,0.35897801931503015,3.76,0.0,0.6861456494862475,0.9999999999999989,2.7591361184059433e-36,3.720777585729081e-14,3.6813547032193425e-27,1.193685458279758e-12,1.1936854582799135e-12,1.203479924710193e-27,4.1228276634932705e-26,4.1218272504113487e-26,1.392066290257179e-35,1.0245358666322199e-35,1.1834240994747167e-15,2.4678891784029795e-28,4.896052436812977e-16,2.21250147927387e-20,7.03544516409521e-24,6.938409669669072e-16,1.9613557605817766e-27,9.602597884317677e-28,2.4393616758759863e-36,9.287265188272358e-21,5.639615132064021e-40,8.293911679747891e-44,6.891365901086289e-28,2.6238180397775397e-39,2.5600277110775325e-57,1.4219367445496028e-28,3.634909009826621e-39,1.4044866916537655e-49,7.66128850619556e-47,2.188275403099223e-61,3.528782508595814e-15,2.5639143195052713e-27,3.5287825085036414e-15,2.0739873443936178e-30,4.472407973444939e-52,9.866843379981103e-30,2.2952676449728453e-16,9.463734582098745e-40,1.443405262396988e-54,2.2947391275400284e-28,4.3093079153617415e-39,2.739974922680619e-40,1.9277125584429217e-42,1.863029885179358e-54,1.137809071531473e-49,1.1911759838643028e-35,4.459185698600869e-41,1.474601154537315e-41,2.7022253122811655e-51,2.158327063007039e-65,2.1947243480602074e-65,1.2144339581017927e-70,1.2290136329639045e-16,2.0351403198862756e-39,3.750224839508491e-55,1.6567416510686028e-43,7.748117253097723e-48,2.2763237801646087e-27,2.2952676420027613e-16,2.325087121747601e-40,3.720777585718463e-14,1.863358909181144e-28,2.841497028203046e-25,1.435396102623831e-40,2.7499878726379655e-39,2.8813785873176568e-34,1.2290136318776536e-16,9.761934953977881e-54,6.249727387651182e-31,2.925998160090715e-54,4.667319654513766e-55,2.1506880316382585e-40,8.36356247413248e-58,1.3285505824267579e-53,4.1424779734660455e-28,4.244853177234413e-54,8.581994485422356e-41,4.4604872411701264e-60,6.522779225547614e-62,4.558305022251882e-52
1.877665377868546e-17,0.35897801931511153,3.76,0.0,0.6861456494850112,0.9999999999999977,2.2077281383481267e-35,7.442362807152162e-14,1.472781664895881e-26,2.3876300191089877e-12,2.387630019109609e-12,4.81470319890441e-27,1.649399617059912e-25,1.648999297078525e-25,1.1138645354158866e-34,8.197843545266414e-35,2.3671050741754802e-15,9.873163706546764e-28,9.793167548659588e-16,4.4269046818478766e-20,2.814636172187988e-23,1.3878325329821077e-15,7.846700209656179e-27,3.8416644603630306e-27,1.9518599646918154e-35,1.8576546746468768e-20,4.512827625670144e-39,6.636395968032936e-43,2.756995069038626e-27,2.099453070087113e-38,4.096881652123153e-56,5.688672854427851e-28,2.908660743491852e-38,2.2477860530471843e-48,6.130194789282527e-46,7.004436888352016e-60,7.058330978191705e-15,1.0257326798698041e-26,7.058330977822951e-15,8.297299971940329e-30,7.157308634864373e-51,3.947379780273758e-29,4.591033503274389e-16,7.572905008373337e-39,2.3099187848757363e-53,9.18045073838312e-28,3.448108380910969e-38,2.1925352183314995e-39,1.5425606721315555e-41,1.5605854628295265e-53,9.104201963052698e-49,9.531222601280902e-35,3.5682519874897913e-40,1.1799796766758164e-40,4.324729471943388e-50,6.908576208696682e-64,7.025079211968799e-64,3.8872793870459496e-69,2.4582940352997945e-16,1.6284427217996028e-38,6.001583328319285e-54,1.325729009173508e-42,6.199673259375367e-47,9.106777368747676e-27,4.591033491392115e-16,1.8605407864522917e-39,7.442362807109684e-14,7.45464898398563e-28,1.1367838359031384e-24,1.1485349853960745e-39,2.2004080940600166e-38,2.3055405977968192e-33,2.4582940309540855e-16,1.5623636871577006e-52,2.5002979113749017e-30,4.682957952518571e-53,7.469885689942462e-54,1.720986137056953e-39,1.3385613467330676e-56,2.1262988952861037e-52,1.657260929465029e-27,6.793602017005216e-53,6.867334077954822e-40,1.427796135611108e-58,2.0879331098483727e-60,7.295408312853761e-51
3.7555345175795083e-17,0.3589780193152743,3.76,0.0,0.6861456494825388,0.9999999999999953,1.7663502673036151e-34,1.488553325003514e-13,5.891606670126058e-26,4.775519140759069e-12,4.775519140761554e-12,1.9260378953205809e-26,6.598136145376359e-25,6.596534018223009e-25,8.911762382468882e-34,6.558897528429378e-34,4.7344670236205895e-15,3.949586904100715e-27,1.9587397571404052e-15,8.859975976280459e-20,1.1259460882329746e-22,2.7758156447249922e-15,3.1389355410148425e-26,1.5367908681887415e-26,1.5616362367846205e-34,3.7155111263746006e-20,3.6107163656402295e-38,5.30963126632897e-42,1.1028877576083032e-26,1.6797219146893535e-37,6.555689797467954e-55,2.2756543101780646e-27,2.3272220450980235e-37,3.5969436311333825e-47,4.9046214349757356e-45,2.24173272488469e-58,1.4117427917265444e-14,4.1032646473554553e-26,1.4117427915790308e-14,3.3191901838412194e-29,1.1452858148764178e-49,1.579080369726101e-28,9.182565220633141e-16,6.05909103548944e-38,3.6962474328428744e-52,3.672479152583487e-27,2.758751516412556e-37,1.7542505093293427e-38,1.234204893269551e-40,1.360403114152574e-52,7.284054193992657e-48,7.625709952716022e-34,2.854963005765953e-39,9.441032567986917e-40,6.920502475814713e-49,2.2110531732355815e-62,2.2483391499883835e-62,1.2441063389622838e-67,4.916854835324082e-16,1.3028863702297728e-37,9.603518595570426e-53,1.0607175391748521e-41,4.960213137461901e-46,3.6430074152650337e-26,9.182565173100185e-16,1.4886211211006072e-38,1.4885533249865215e-13,2.982102280812947e-27,4.547505403891681e-24,9.189152586901752e-39,1.7604935834487132e-37,1.8446075230609716e-32,4.916854817939832e-16,2.500145283263469e-51,1.0002005607132661e-29,7.493821318958909e-52,1.1953564583248308e-52,1.3769631959380917e-38,2.1420168599534604e-55,3.402572662666725e-51,6.629583225110087e-27,1.0871236150587167e-51,5.494562482076206e-39,4.5696520988200416e-57,6.682416159638243e-59,1.1674349780480624e-49
7.511272797001433e-17,0.35897801931559997,3.76,0.0,0.6861456494775938,0.9999999999999906,1.4131473860939246e-33,2.9771874135948347e-13,2.356739000919104e-25,9.551297384025717e-12,9.551297384035658e-12,7.704464060634144e-26,2.639362425860042e-24,2.638720975375198e-24,7.129748357176507e-33,5.247367082233301e-33,9.469190922685139e-15,1.5798990482302057e-26,3.9175856813097905e-15,1.774317812165548e-19,4.503967530352944e-22,5.551781787060701e-15,1.2556253140517552e-25,6.147413760228843e-26,1.2493682979622572e-33,7.431224590186641e-20,2.888754812448831e-37,4.247923281967634e-41,4.4117303518536833e-26,1.3438412966509477e-36,1.0489676534658704e-53,9.102987430496605e-27,1.8618950238030222e-36,5.755498594546196e-46,3.923883335471083e-44,7.174045284681501e-57,2.8235621794940758e-14,1.6413726468641586e-25,2.8235621789039984e-14,1.32773016003789e-28,1.8325502917376635e-48,6.316578105760842e-28,1.8365628658373335e-15,4.8475796555512906e-37,5.91430113500384e-51,1.4690514268495957e-26,2.2071070855182774e-36,1.4034896595161748e-37,9.874265987989236e-40,1.2672885434902909e-51,5.827521688757136e-47,6.10087016984286e-33,2.2841149800796956e-38,7.55330413978498e-39,1.1073552302295506e-47,7.075864264624225e-61,7.195187060061511e-61,3.981438718732258e-66,9.833976416782686e-16,1.0423619630959165e-36,1.536643811517913e-51,8.486278315378065e-41,3.968364647053849e-45,1.457262259398902e-25,1.836562846823377e-15,1.190972351554745e-37,2.977187413526861e-13,1.1928894518844399e-26,1.8190761639926008e-23,7.351671485410941e-38,1.4084616687555202e-36,1.4757559360210938e-31,9.833976347242862e-16,4.000523339885553e-50,4.0009650338073266e-29,1.1990984095957336e-50,1.9127126392626728e-51,1.1016402440251688e-37,3.427499795674412e-54,5.44451176804745e-50,2.6519411862736154e-26,1.739516640001332e-50,4.3959276728476435e-38,1.4624013873243147e-55,2.1385380236901393e-57,1.8680316880703044e-48
1.5022749355845282e-16,0.3589780193162513,3.76,0.0,0.6861456494677041,0.9999999999999811,1.1305448841210902e-32,5.95445559083638e-13,9.427151291594196e-25,1.910285387042496e-11,1.9102853870464725e-11,3.0818475105781648e-25,1.0557669070349142e-23,1.0555098627745944e-23,5.703934059385873e-32,4.197993243122057e-32,1.8938638721511547e-14,6.319724768426289e-26,7.835277208130576e-15,3.5577820633417547e-19,1.8016235940220933e-21,1.1103713747131899e-14,5.022603488487499e-25,2.459015650861378e-25,9.995183613842832e-33,1.4862653759259756e-19,2.311076544673662e-36,3.398445873487342e-40,1.7647278896992472e-25,1.0750985088330772e-35,1.678403516277752e-52,3.6412688833001534e-26,1.4895629762804196e-35,9.20910879037883e-45,3.13918104315803e-43,2.295774491067418e-55,5.6472009548402744e-14,6.565624165428469e-25,5.647200952479916e-14,5.311029179596295e-28,2.932154333016957e-47,2.5266823305683184e-27,3.673175554594445e-15,3.87818645411464e-36,9.463136648117257e-50,5.876325179093651e-26,1.7657279257411838e-35,1.1228279299419509e-36,7.899665745036833e-39,1.300124621508629e-50,4.662130718374817e-46,4.8808321316718657e-32,1.8273498165477511e-37,6.042834542832739e-38,1.77182824775294e-46,2.2643556344715626e-59,2.3025399284612186e-59,1.2741179438159933e-64,1.9668219505340016e-15,8.339106968156454e-36,2.4587012005126595e-50,6.78923888660911e-40,3.174776278565796e-44,5.829167607320145e-25,3.673175478537071e-15,9.528081493096989e-37,5.954455590564478e-13,4.7716548914827956e-26,7.276452565434965e-23,5.8814774636234e-37,1.126795984749673e-35,1.180632550036238e-30,1.9668219227175062e-15,6.4010705612675644e-49,1.6004185665583331e-28,1.9186267493236718e-49,3.060462060015146e-50,8.813400205837053e-37,5.4842750097027e-53,8.711535027958256e-49,1.060798046889572e-25,2.7833249558518697e-49,3.5168525482589356e-37,4.6798647350179305e-54,6.843585478700876e-56,2.988959263706579e-47
3.004570247353298e-16,0.35897801931755374,3.76,0.0,0.6861456494479244,0.9999999999999621,9.044468665448863e-32,1.1908991945555078e-12,3.770901669575246e-24,3.820596684268722e-11,3.820596684284629e-11,1.232750893078556e-24,4.2231142440363614e-23,4.222082385729886e-23,4.563201380967662e-31,3.3584343473698547e-31,3.7877534321953643e-14,2.5279156227298576e-25,1.5670658975700445e-14,7.152005850077063e-19,7.206567106456222e-21,2.2207576368873582e-14,2.0090618701687484e-24,9.836163604951284e-25,7.996241767873238e-32,2.9725521063383366e-19,1.8488903213102408e-35,2.718831499502155e-39,7.05898212962804e-25,8.600889396014456e-35,2.685520053413678e-51,1.4565222331329163e-25,1.1916691653533242e-34,1.4734822901147227e-43,2.5113744213092652e-42,7.346605775467225e-54,1.129447850477721e-13,2.6262763818034654e-24,1.1294478495335681e-13,2.1244336715344925e-27,4.691504342155739e-46,1.0106829595537605e-26,7.346400936944959e-15,3.1025982480127083e-35,1.514125652375249e-48,2.3505539165369764e-25,1.4125990953231735e-34,8.982776257793452e-36,6.319837315864831e-38,1.4981487460371509e-49,3.7297531718222244e-45,3.9047442796773145e-31,1.4619029874364513e-36,4.834344113451631e-37,2.8349731326891135e-45,7.246064602848866e-58,7.368254485045813e-58,4.0773322448198957e-63,3.933670538501516e-15,6.671369744866749e-35,3.933999382960732e-49,5.4314792474531565e-39,2.5398658941960573e-43,2.331690741906097e-24,7.346400632712376e-15,7.622587632996395e-36,1.1908991944467456e-12,1.9086813760335727e-25,2.910610529896251e-22,4.7052388900993993e-36,9.014473330126075e-35,9.445168941739371e-30,3.9336704272344065e-15,1.0241901071309445e-47,6.401739327002971e-28,3.069857250489894e-48,4.896862328842208e-49,7.050830661465924e-36,8.775242920566812e-52,1.3938708304860175e-47,4.243235274702753e-25,4.4534089762808673e-48,2.8135251340148244e-36,1.4975855261497667e-52,2.1899895796425567e-54,4.782421609282654e-46
6.009160870890838e-16,0.3589780193201587,3.76,0.0,0.6861456494083652,0.9999999999999243,7.235621473738235e-31,2.3818064655934914e-12,1.5083705744614196e-23,7.641219278506687e-11,7.641219278570315e-11,4.9310234418933116e-24,1.6892572145375377e-22,1.6888415324566332e-22,3.650582731547169e-30,2.6867632534006175e-30,7.57553255339949e-14,1.0111713922101858e-24,3.1341417366555276e-14,1.444963452890397e-18,2.882641041484211e-20,4.441529641875538e-14,8.036288655489884e-24,3.934486208031026e-24,6.397031338829965e-31,5.945129153699003e-19,1.4791239029537924e-34,2.175146161759581e-38,2.8236062239027464e-24,6.880751147924704e-34,4.296988300329596e-50,5.826117471974903e-25,9.533428479076586e-34,2.357591571550618e-42,2.00911111019612e-41,2.3509338500548995e-52,2.2589033601629246e-13,1.050515895711511e-23,2.2589033563862928e-13,8.497781018639592e-27,7.50644748460343e-45,4.0427503696176184e-26,1.469285172099116e-14,2.4820982198122537e-34,2.4226309606455024e-47,9.40226295894082e-25,1.1300857407111918e-33,7.186294944800282e-35,5.055917399250661e-37,1.9313882690425247e-48,2.9838271757636626e-44,3.123865534195363e-30,1.1695316450617247e-35,3.8675058596549424e-36,4.535995463827157e-44,2.318760962126462e-56,2.3578608141167322e-56,1.30481124215903e-61,7.867367595460744e-15,5.337128926367816e-34,6.294526837776491e-48,4.345221282500434e-38,2.0319283386469148e-42,9.326810244367652e-24,1.4692850504054675e-14,6.098121265235131e-35,2.3818064651584417e-12,7.634764363017064e-25,1.1642500499819609e-21,3.764215173247557e-35,7.211619007989735e-34,7.556174306396179e-29,7.867367150390068e-15,1.638719735987697e-46,2.5607087063084284e-27,4.911812011315337e-47,7.835159949097149e-48,5.640707438055627e-35,1.4041295421841963e-50,2.230213284412003e-46,1.6973026809484228e-24,7.125558816441234e-47,2.2508356346913398e-35,4.7923195448442903e-51,7.008034326930573e-53,7.65194379852811e-45
1.2018342117965917e-15,0.3589780193253688,3.76,0.0,0.6861456493292467,0.9999999999998486,5.788520122158246e-30,4.763621008046435e-12,6.033515519213513e-23,1.5282464466124664e-10,1.5282464466379175e-10,1.9724102241134075e-23,6.757069441668046e-22,6.755383215795302e-22,2.920474793167619e-29,2.1494167117427786e-29,1.515109080027057e-13,4.044695855287994e-24,6.26829135711407e-14,2.9481616050580773e-18,1.1530589785910387e-19,8.883071574412299e-14,3.214523877244788e-23,1.5737990889595398e-23,5.117640198620473e-30,1.189029759572407e-18,1.183303799284671e-33,1.7402309811497372e-37,1.1294445702354569e-23,5.5046153319614946e-33,6.875615605047738e-49,2.3304520404407698e-24,7.626772875254345e-33,3.7721624412992837e-41,1.6072930988021642e-40,7.523017872577984e-51,4.5178143783245965e-13,4.2020742675695066e-23,4.5178143632180324e-13,3.399123540309201e-26,1.201033115510933e-43,1.6171026354652027e-25,2.938575336646421e-14,1.985686404222778e-33,3.876268305061188e-46,3.760914324381098e-24,9.040707983834278e-33,5.7490860286534275e-34,4.04476199138824e-36,2.7176952025678037e-47,2.387079914914173e-43,2.4991823603542704e-29,9.356290202887884e-35,3.094016878505703e-35,7.257623830379016e-43,7.42006778116191e-55,7.54517988019868e-55,4.175756824471208e-60,1.573476123347602e-14,4.269715532696918e-33,1.0071555936610101e-46,3.47619638627792e-37,1.6255852002282413e-41,3.730733455977674e-23,2.938574849870625e-14,4.878520968693281e-34,4.763621006306229e-12,3.053913532863966e-24,4.65701137402243e-21,3.0113838324339022e-34,5.769308404410045e-33,6.0449482841955285e-28,1.5734759453188982e-14,2.6219656631030894e-45,1.0242860482668986e-26,7.858921462955983e-46,1.253666184427115e-46,4.512581049785992e-34,2.246866822793809e-49,3.568356498423978e-45,6.78922749476686e-24,1.1401083962259075e-45,1.8006719814702965e-34,1.5335494405784554e-49,2.24258188194955e-51,1.2243164794735112e-43
2.4036704612116077e-15,0.3589780193357888,3.76,0.0,0.6861456491710097,0.999999999999697,4.6308321974924256e-29,9.527250094460227e-12,2.413423578409203e-22,3.0564954837928816e-10,3.0564954838946863e-10,7.889617578782465e-23,2.702849933066132e-21,2.7021566471966458e-21,2.3363832092186214e-28,1.7195354910860786e-28,3.0302207311864004e-13,1.6178803995572383e-23,1.253658236719376e-13,6.129247369081155e-18,4.612238816051938e-19,1.776614712973569e-13,1.2858113779624898e-22,6.295209187564412e-23,4.09411814223793e-29,2.3780691878268696e-18,9.466449398666908e-33,1.3923610726078848e-36,4.5177776923668256e-23,4.4036957288270244e-32,1.1002322354006347e-47,9.321813015076981e-24,6.10143038402923e-32,6.03547265029406e-40,1.2858354934957557e-39,2.4073688791104893e-49,9.035636409812998e-13,1.6808318429504208e-22,9.035636349386666e-13,1.3596531357632453e-25,1.9216486791931973e-42,6.468405767765136e-25,5.8771556966933e-14,1.588552222384895e-32,6.202187772925896e-45,1.5043673036955362e-23,7.232569130741737e-32,4.599321647664141e-33,3.235835307177428e-35,4.050280791955028e-46,1.909684512037852e-42,1.9994808830478773e-28,7.4850470141803935e-34,2.4752183202107743e-34,1.1612224045341845e-41,2.3744270756147507e-53,2.4144579376140875e-53,1.3364643814899814e-58,3.1469546605894126e-14,3.4157760057950075e-32,1.6115414250559236e-45,2.7809715833842085e-36,1.3005304214855804e-40,1.492295176327993e-22,5.877153749587898e-14,3.902831946194489e-33,9.527250087499394e-12,1.2215669833695052e-23,1.862806382847717e-20,2.4091150544198736e-33,4.61544729940474e-32,4.835951247557796e-27,3.1469539484738446e-14,4.1951615575437817e-44,4.0971490896507944e-26,1.25742598688452e-44,2.0059821281943242e-45,3.6100675767379e-33,3.5957930083940275e-48,5.709380284283458e-44,2.715694055145373e-23,1.8242226359538908e-44,1.440534595015858e-33,4.907368737606597e-48,7.176279904340024e-50,1.958910532653021e-42
4.80734296004164e-15,0.35897801935662904,3.76,0.0,0.6861456488545359,0.999999999999394,3.704683273861181e-28,1.9054508273319425e-11,9.65381486650194e-22,6.112993556780991e-10,6.112993557188213e-10,3.1558223583405705e-22,1.0811556362351434e-20,1.0808632859995083e-20,1.869107807660706e-27,1.3756287264727274e-27,6.060444040645583e-13,6.471525714317717e-23,2.5073131464101897e-13,1.3190175088510743e-17,1.8448943289124902e-18,3.5532265001447996e-13,5.143250318386502e-22,2.5180891375473743e-22,3.2752967988217706e-28,4.756171011157227e-18,7.573167595366226e-32,1.1141684403718712e-35,1.807107159302037e-22,3.522954284853977e-31,1.7607953427409994e-46,3.7287219767058506e-23,4.881149215966757e-31,9.656766444596289e-39,1.0286677288902409e-38,7.703575430537438e-48,1.8071280453450042e-12,6.723331635453675e-22,1.8071280211744567e-12,5.438631926868587e-25,3.0746167783810525e-41,2.5873535528644275e-24,1.175431654059612e-13,1.2708429657541935e-31,9.923983929609624e-44,6.017470328912059e-23,5.786046674733829e-31,3.6795309207282113e-32,2.588701707704758e-34,6.241993484118606e-45,1.5277771384391185e-41,1.59979713722047e-27,5.988043607912701e-33,1.980176488867664e-33,1.8579582553387425e-40,7.598176239821969e-52,7.726242526450937e-52,4.278094092642537e-57,6.293910973628258e-14,2.732620033276482e-31,2.5787560536974107e-44,2.22479382478894e-35,1.0405216461822549e-39,5.969183671497596e-22,1.1754308752171668e-13,3.1222805672159166e-32,1.9054508245476076e-11,4.886271175455597e-23,7.451225985210817e-20,1.9273005363871686e-32,3.692350544558496e-31,3.8687405815851544e-26,6.293908125165395e-14,6.712288419241404e-43,1.638860427249952e-25,2.0118700956755026e-43,3.2099324204193886e-44,2.888049871631748e-32,5.755828710549251e-47,9.135008978981348e-43,1.0862779959384921e-22,2.9189044223185763e-43,1.1524194726015384e-32,1.5703590595216686e-46,2.2964127161732098e-48,3.134259506619771e-41
9.614687957701704e-15,0.3589780193983092,3.76,0.0,0.6861456482215881,0.999999999998788,2.963771346902702e-27,3.8109024655164285e-11,3.861618706048821e-21,1.2225989697266328e-09,1.2225989698895214e-09,1.2623080014324745e-21,4.324743724391623e-20,4.323454037798287e-20,1.4952865669004044e-26,1.1005022905031383e-26,1.2120890688125792e-12,2.588611109906961e-22,5.014609796570019e-13,3.0107042114033846e-17,7.379560697930354e-18,7.106436778966315e-13,2.057302010557224e-21,1.0072390644589357e-21,2.6202381797745954e-27,9.512466584492443e-18,6.058538066346727e-31,8.917810928406454e-35,7.228390402696896e-22,2.8183566150114565e-30,2.8186252343986017e-45,1.4914847848449578e-22,3.904921456603587e-30,1.5450834502754658e-37,8.229322020578543e-38,2.4651369160080277e-46,3.6142568463365073e-12,2.6893335003556105e-21,3.6142567496542948e-12,2.1754662031364747e-24,4.919313435770217e-40,1.0349334308380229e-23,2.350863872363802e-13,1.0166747649300463e-30,1.587990253603118e-42,2.406986727386658e-22,4.6288183242071096e-30,2.9437381331013165e-31,2.0710118328220296e-33,9.796329297788814e-44,1.2222675979404612e-40,1.2801761695026057e-26,4.7904373742620605e-32,1.5841417733496796e-32,2.97273620617633e-39,2.431418560113659e-50,2.4723789246010777e-50,1.3698890377814052e-55,1.2587820553928458e-13,2.1860921929454598e-30,4.1269320428392e-43,1.7798589122400995e-34,8.325721041900256e-39,2.387673564484356e-21,2.3508607569947155e-13,2.497844764582207e-31,3.810902454379084e-11,1.9545091998033928e-22,2.980487914724106e-19,1.5418523020890628e-31,2.9538654772446607e-30,3.0949563559360545e-25,1.2587809160083134e-13,1.0739741097346156e-41,6.555441788361146e-25,3.218949386720002e-42,5.1373909312763145e-43,2.3104297662292895e-31,9.217501479299624e-46,1.4615991115446962e-41,4.345110830974676e-22,4.6707139375802965e-42,9.219210852680358e-32,5.0251467164530034e-45,7.348527552557187e-47,5.014814325417106e-40
