Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14)
6.394706008865054e-14,0.4522347054403391,3.76,0.0,0.5010558699075912,0.9999999999988322,1.2868274121144869e-26,1.7758291095774324e-19,1.4553014331446608e-20,1.8874340796812016e-09,1.887434079737743e-09,1.3194616409033855e-21,5.3889373277270604e-20,5.385864773053184e-20,9.812321924047741e-26,6.682110472811385e-29,1.167948133748979e-12,4.4681168776620215e-22,5.107660150044151e-13,3.5482021942460425e-17,1.7283024469275083e-17,6.571832273808856e-13,1.3635056149254877e-21,2.5039982728230182e-21,1.2636830450560265e-26,2.0749699939025857e-18,3.74605374751242e-32,3.939037519532988e-34,4.3631816560759115e-21,1.8133180358952216e-29,5.562358972025637e-44,6.484359324508267e-22,1.87473684962708e-31,4.500031132241995e-38,1.89433440633479e-37,3.2896587588008354e-46,2.9098600732224058e-12,1.1387479269850659e-20,2.9098599245349353e-12,5.135185507037811e-30,3.669652142058892e-39,4.438013470172184e-33,2.0487451755781997e-20,1.496898883558366e-41,1.5784123389858935e-42,4.754926089449724e-22,3.625224637449478e-43,3.420367195249024e-48,4.6395173442470715e-51,4.0438835568734984e-43,1.7855832748078972e-40,2.725212755676695e-35
1.278941269533761e-13,0.452234705602831,3.76,0.0,0.5010558680160792,0.9999999999976642,1.0295540912991934e-25,7.103316585373065e-19,5.821763989685027e-20,3.7748683497488375e-09,3.7748683499750035e-09,5.276962448476865e-21,2.1561232866975057e-19,2.1543436464923586e-19,7.849846296086345e-25,5.349488963619085e-28,2.335896515719685e-12,1.7872469579316553e-21,1.0215150870426564e-12,1.0540001674478605e-16,6.913122297234497e-17,1.3143493370169931e-12,5.454047631057009e-21,1.0016005595075304e-20,1.0109455937365372e-25,4.150896727203206e-18,2.9968123487534475e-31,3.151422653793422e-33,1.7452201771908162e-20,1.4506353239495936e-28,8.900022726166894e-43,2.5937069898235364e-21,1.4997716567998131e-30,7.199965939453553e-37,1.5154475854703735e-36,1.0526575468747458e-44,5.819720376388346e-12,4.5549919906804907e-20,5.819719781638457e-12,4.108098721822553e-29,5.870672583237388e-38,3.5502241300669775e-32,8.194981236111554e-20,2.3950107120433186e-40,2.5254642950339575e-41,1.901959399637096e-21,5.800476423823281e-42,1.0945384294017669e-46,1.484671252009108e-49,6.458237631664876e-42,1.4285933472735263e-39,4.360334406289212e-34
2.5578826068282724e-13,0.45223470592781495,3.76,0.0,0.5010558642330549,0.9999999999953283,8.237906123525477e-25,2.8413264130873794e-18,2.3291519092092914e-19,7.549736861044214e-09,7.549736861948872e-09,2.1100777675350093e-20,8.628878796758189e-19,8.617355456926195e-19,6.27985817441862e-24,4.285671486216856e-27,4.671793653029042e-12,7.148988634415458e-21,2.0429622430720486e-12,3.4853829089766534e-16,2.7651785996126697e-16,2.6286299965313795e-12,2.1816389187254882e-20,4.0064117633248323e-20,8.087550146453429e-25,8.30565369085359e-18,2.397400518830606e-30,2.5214459851909137e-32,6.980460022149681e-20,1.160477531433347e-27,1.4240828909175496e-41,1.037453281567873e-20,1.1997886438502583e-29,1.1519675414036474e-35,1.2123259978971037e-35,3.3682908113036457e-43,1.1639440747531124e-11,1.8219968052654301e-19,1.1639438368531801e-11,3.2863988766216655e-28,9.390608906046763e-37,2.83988019818125e-31,3.2779925307163484e-19,3.831928375627404e-39,4.040756890634636e-40,7.607748403932135e-21,9.281134560164175e-41,3.502656054618431e-45,4.7511113395101994e-48,1.0321676344281309e-40,1.1430774403540027e-38,6.976514801519673e-33
3.8368239441227835e-13,0.45223470625279877,3.76,0.0,0.5010558604500309,0.9999999999929924,2.355768256898131e-24,6.037818203608966e-18,4.950103233920523e-19,1.13246053434997e-08,1.132460534542209e-08,4.4828768695987583e-20,1.8342808374904253e-18,1.8311851961339714e-18,1.7956438239549003e-23,1.2264329166350754e-26,7.007691163691905e-12,1.5191601868082246e-20,3.0643584138736788e-12,6.949739251734377e-16,5.875901153348273e-16,3.942859098381e-12,4.6360118265192366e-20,8.513638852314976e-20,2.3125314375383053e-24,1.2463343845654915e-17,6.854987529390352e-30,7.210265347312875e-32,1.4832859461940175e-19,3.318189921429745e-27,5.241710999611992e-41,2.2045448407659107e-20,3.430598760112952e-29,4.23996016723851e-35,3.4664419691579895e-35,1.5378025088331925e-42,1.7459160883484813e-11,3.871743163299729e-19,1.7459155828111676e-11,9.756361325051395e-28,3.4559310524928546e-36,8.430408257527053e-31,6.965734067143197e-19,1.4496801894709118e-38,1.4872699762510004e-39,1.6166334119651727e-20,3.5384566629607466e-40,1.6438397863115747e-44,2.2298769949893683e-47,3.798855825136601e-40,3.2688866092883817e-38,2.567817116286899e-32
6.394706618711806e-13,0.45223470690276674,3.76,0.0,0.5010558528839828,0.9999999999883206,1.0829595155811463e-23,1.6692788175217745e-17,1.3690251470336832e-18,1.8874342193051154e-08,1.8874342198365915e-08,1.2386439485725912e-19,5.075838293512341e-18,5.0626681522252165e-18,8.252068210542375e-23,5.650097887894585e-26,1.1679487678316152e-11,4.200031728641772e-20,5.10694683711804e-12,1.8009952426535742e-15,1.6244401304464558e-15,6.5711110881643376e-12,1.2817416255501592e-19,2.353780574002617e-19,1.0627501163597255e-23,2.0790694445486367e-17,3.150187778895897e-29,3.3142722586255003e-31,4.1004087274074205e-19,1.5248466084795385e-26,4.0334013041081005e-40,6.094608727850409e-20,1.5765106946783477e-28,3.262133594644347e-34,1.5929747606865277e-34,2.001656405291316e-41,2.9098600214635893e-11,1.0704230553832342e-18,2.9098586238019305e-11,4.569868434784189e-27,2.6578236127573743e-35,3.948260272498646e-30,1.925820516386435e-18,1.1440519399035173e-37,1.1443293770337828e-38,4.46942225705256e-20,2.910111349011079e-39,2.294037850010643e-43,3.109284868012086e-46,2.922345171485181e-39,1.502844900054988e-37,1.9756899014915965e-31
8.691525938191724e-13,0.4522347074863974,3.76,0.0,0.5010558460901429,0.9999999999841256,2.4331738238462567e-23,2.968675501607581e-17,2.4352480472907803e-18,2.5653535542330096e-08,2.5653535551781882e-08,2.2019587050457775e-19,9.032356173115237e-18,9.003517498097713e-18,1.8537367001972399e-22,1.270957016140053e-25,1.5874471157710988e-11,7.469413807546462e-20,6.940900088676164e-12,3.126261751882354e-15,2.888847369354063e-15,8.930951893695076e-12,2.279497009816748e-19,4.1860178522912643e-19,2.387354424187362e-23,2.8277929479929135e-17,7.076440539008043e-29,7.446042921677632e-31,7.291724107659747e-19,3.42532373106135e-26,1.1076513870501512e-39,1.0838399956162826e-19,3.54138891734349e-28,8.95791875972778e-34,3.5783630366951347e-34,6.51850478160036e-41,3.955009099436524e-11,1.9036598210914254e-18,3.9550066138099245e-11,1.0523885575658182e-26,7.297093699302724e-35,9.091789005004554e-30,3.4249142366960536e-18,3.2012594160630242e-37,3.142440717024855e-38,7.94839207228148e-20,8.464489410298536e-39,7.84095485991559e-43,1.061879379679473e-45,8.026660761727e-39,3.376896370163602e-37,5.425385101324652e-31
1e-12,0.4522347080700281,3.76,0.0,0.5010558422197631,0.9999999999817357,3.665346921520691e-23,3.915820669247085e-17,3.212698404370861e-18,2.9515571381919768e-08,2.951557139438703e-08,2.9037063494398735e-19,1.191894255126334e-17,1.1876036766300614e-17,2.7921136369222032e-22,1.9162796550178987e-25,1.8264310310783602e-11,9.852504826470012e-20,7.985585200278093e-12,4.08177417770904e-15,3.810446216802818e-15,1.027522855182327e-11,3.00678438719878e-19,5.521562562803232e-19,3.5958561955668285e-23,3.254935971180579e-17,1.0658464238122063e-28,1.1216303607878223e-30,9.617658196726685e-19,5.159163767335554e-26,1.896764552964912e-39,1.4296027064101964e-19,5.333990004331439e-28,1.5338931072192058e-33,5.389669202974193e-34,1.2630796544369725e-40,4.550419605940556e-11,2.511015762185285e-18,4.550416327283842e-11,1.6061953702741856e-26,1.2493085125771924e-34,1.3875465203553222e-29,4.517621043295941e-18,5.5493608752065415e-37,5.381001004824091e-38,1.0484199912404984e-19,1.4665981831883022e-38,1.5424791494282453e-42,2.08961061834403e-45,1.3743116110933844e-38,5.087206585157209e-37,9.29018215609448e-31
1.0988345257671642e-12,0.4522347080700281,3.76,0.0,0.501055839296303,0.9999999999799306,4.596058865503838e-23,4.6312390807282e-17,3.7999392186315044e-18,3.243272879331036e-08,3.2432728808055346e-08,3.4337657343853094e-19,1.4099302132682592e-17,1.404577087044883e-17,3.500909036380763e-22,2.403718870222245e-25,2.006945590936974e-11,1.1652553276722048e-19,8.774679616398989e-12,4.8035127297190276e-15,4.506568422766037e-15,1.1290617009905185e-11,3.5561350020719555e-19,6.530355415157352e-19,4.508688195446157e-23,3.577574985309477e-17,1.3364116752925614e-28,1.4064139402378052e-30,1.1374533624130422e-18,6.468805759813912e-26,2.4928147751758794e-39,1.6907717623871952e-19,6.688016679321938e-28,2.0158776908075746e-33,6.757824607720474e-34,1.7247666495073964e-40,5.0001580972468944e-11,2.9697771405111555e-18,5.000154219581323e-11,2.0245088492973283e-26,1.6417835057884693e-34,1.7488776176289225e-29,5.342988256793496e-18,7.3229802455967875e-37,7.071879340922608e-38,1.2399601773477464e-19,1.9350228775906697e-38,2.115318091468446e-42,2.8658990642085016e-45,1.8060994240877335e-38,6.3790755181953205e-37,1.2209425228950122e-30
1.328516457715156e-12,0.45223470865365883,3.76,0.0,0.5010558325024633,0.9999999999757356,7.678961158320176e-23,6.636392822613388e-17,5.4463533741721706e-18,3.9211921951561444e-08,3.921192197269028e-08,4.918591452520001e-19,2.02153877171812e-17,2.0127016797355257e-17,5.848217789286836e-22,4.0207124024450726e-25,2.426444186112581e-11,1.6697677980361703e-19,1.0608295279212776e-11,6.812777310742393e-15,6.457558818341782e-15,1.3650116402978245e-11,5.095861765416715e-19,9.357781744117797e-19,7.531706740565561e-23,4.328372369528951e-17,2.2324219244819836e-28,2.3496704871385137e-30,1.6298170135349014e-18,1.0805807778359012e-25,4.788002725277345e-39,2.422734932290925e-19,1.1172019492745044e-27,3.871697786994164e-33,1.1288599898873301e-33,3.764501965713586e-40,6.04530701943662e-11,4.2555802544094196e-18,6.045301462886646e-11,3.43996484416388e-26,3.152607445077321e-34,2.971422363941696e-29,7.656303612428828e-18,1.4269642339179887e-36,1.3582595141723992e-37,1.7767932203005292e-19,3.8239762287361123e-38,4.725231011533695e-42,6.400261521235133e-45,3.468916695479354e-38,1.0658978621439574e-36,2.344980713280634e-30
1.7878803216111396e-12,0.45223470982092034,3.76,0.0,0.501055818914784,0.9999999999673457,1.6384704968615865e-22,1.142757263937869e-16,9.381796333188732e-18,5.27703080567042e-08,5.2770308093086586e-08,8.464200879473108e-19,3.484357880289951e-17,3.4657684601550285e-17,1.2474972407513143e-21,8.595107081882788e-25,3.265441649980852e-11,2.875266869175181e-19,1.4275153150220754e-11,1.15879914761483e-14,1.111909178457797e-14,1.8368737487165648e-11,8.77500001772898e-19,1.6113758454247617e-18,1.6066091997767166e-22,5.832329877836829e-17,4.761919954340862e-28,5.0130934199224546e-30,2.806150668879962e-18,2.304930174683811e-25,1.236859648805394e-38,4.171616246910705e-19,2.3830567019578783e-27,1.0000572611040866e-32,2.4079125545057054e-33,1.1575217167132082e-39,8.135604691452423e-11,7.327920701971268e-18,8.135595123321389e-11,7.599010388944606e-26,8.140683028121958e-34,6.563362269552378e-29,1.3183815800885613e-17,3.783975577618525e-36,3.5085341177689806e-37,3.059490917769192e-19,1.0684666807951078e-37,1.5411029968377224e-41,2.0845942117076815e-44,8.963787246595643e-38,2.2749346228286938e-36,6.057215760083739e-30
2.2472441855071232e-12,0.45223471098818196,3.76,0.0,0.5010558053271053,0.9999999999589557,2.9787761529668595e-22,1.7485371332695965e-16,1.4360219107579495e-17,6.632869381901008e-08,6.632869387467814e-08,1.2943067629849077e-18,5.336436570653473e-17,5.3029641369881403e-17,2.2673859242705664e-21,1.5653654227858771e-24,4.10443955747867e-11,4.399458250576891e-19,1.7941405316494267e-11,1.7590487124390388e-14,1.7012563384578016e-14,2.3086745961768898e-11,1.3426888447159034e-18,2.4655834091684674e-18,2.9200941188344578e-22,7.340182979011546e-17,8.654826785484514e-28,9.11317738576796e-30,4.2932220546231654e-18,4.189179487847256e-25,2.618049076938493e-38,6.382669532860712e-19,4.331194052292717e-27,2.116622474980215e-32,4.376349536295497e-33,2.806426919482016e-39,1.0225902083884595e-10,1.1212480455475394e-17,1.0225887443652296e-10,1.42293529913865e-25,1.7224987322250455e-33,1.2288966837783319e-28,2.0172608861339408e-17,8.20295380054718e-36,7.426117862732992e-37,4.681237302443136e-19,2.3913140556603105e-37,3.923964356131433e-41,5.305371351251444e-44,1.897692951866051e-37,4.1370229099129584e-36,1.28203842484021e-29
2.7066080494031068e-12,0.4522347121554436,3.76,0.0,0.5010557917394267,0.9999999999505658,4.9271770136744265e-22,2.48955280712901e-16,2.0453370902497174e-17,7.98870792152719e-08,7.988707929453052e-08,1.8416561437655103e-18,7.605252489296179e-17,7.55028617695539e-17,3.74947539761226e-21,2.593893465864994e-24,4.943437938579642e-11,6.263915050141828e-19,2.1607010887117696e-11,2.490314846900254e-14,2.4221184952984582e-14,2.7804100440024273e-11,1.9117425049464734e-18,3.510493747703087e-18,4.828838398907367e-22,8.852311740540966e-17,1.4311784566495192e-27,1.5072814139648166e-29,6.111957436211193e-18,6.927222390997358e-25,4.951424731117557e-38,9.087104158482345e-19,7.1620925688682e-27,4.002731356804442e-32,7.23672824504482e-33,5.989472901025397e-39,1.2316199177807587e-10,1.5964240153076674e-17,1.2316178333165868e-10,2.407295206340712e-25,3.256492816012964e-33,2.078827303829628e-28,2.872159965352814e-17,1.5846385644555676e-35,1.4044072218709747e-36,6.66496026066797e-19,4.7234974280461495e-37,8.732743006829066e-41,1.1803264074324562e-43,3.589331894222194e-37,6.845026268145241e-36,2.4245085721212134e-29
3.6253357771950736e-12,0.4522347144899671,3.76,0.0,0.5010557645640705,0.9999999999337857,1.1367037951303835e-21,4.384902423937873e-16,3.605395835861641e-17,1.0700384888906272e-07,1.0700384902865828e-07,3.239188031168402e-18,1.3423780320646516e-16,1.3298360180432086e-16,8.644344696152329e-21,6.010787936690507e-24,6.621436147883911e-11,1.1032776975986105e-18,2.893624655752102e-11,4.3531470640635385e-14,4.265673699260356e-14,3.7236811124800726e-11,3.3673223222944355e-18,6.183171438329195e-18,1.1132844326123248e-21,1.189038272654882e-16,3.2993689208666896e-27,3.4765957860435194e-29,1.0762393607576714e-17,1.596921240711473e-24,1.4997768181796584e-37,1.600339903624356e-18,1.6510851362445366e-26,1.2121040765548375e-31,1.6682719936780192e-32,2.403473666969353e-38,1.6496792453325394e-10,2.8118166568609455e-17,1.6496755739216646e-10,5.721344031943015e-25,9.853412993673573e-33,4.939401576058968e-28,5.058798470474676e-17,4.981848803505009e-35,4.253308920796819e-36,1.1738561294882245e-18,1.5065764224884337e-36,3.76006912082387e-40,5.082092085927094e-43,1.0866922749950933e-36,1.580174575632978e-35,7.342355248656326e-29
4.544063504987041e-12,0.4522347168244912,3.76,0.0,0.501055737388716,0.9999999999170057,2.184316420141726e-21,6.829651307584274e-16,5.619998539359983e-17,1.3412061707578849e-07,1.3412061729320718e-07,5.0381602839498744e-18,2.095183762294819e-16,2.0712514564448818e-16,1.660085382697669e-20,1.1598513763773782e-23,8.299436280389994e-11,1.7183982408036452e-18,3.626285702685011e-11,6.747956359423303e-14,6.643248244142746e-14,4.666686612647291e-11,5.2449304724815706e-18,9.630621639000345e-18,2.13799293662749e-21,1.4947527924435036e-16,6.335868829668685e-27,6.679418781566864e-29,1.6758642820747918e-17,3.066527832748112e-24,3.5265497956444436e-37,2.492296106869773e-18,3.170572626599052e-26,2.849468592108568e-31,3.203542434394268e-32,6.868042669809526e-38,2.067738451613896e-10,4.3795123038284934e-17,2.0677327332531131e-10,1.1169272669290492e-24,2.3147611064028905e-32,9.640369861845877e-28,7.879272804575956e-17,1.1961396373043676e-34,9.999879671730664e-36,1.8282368570916695e-18,3.6331303758945445e-36,1.1104730763311887e-39,1.501048765802614e-42,2.5536783177382218e-36,3.0382843414885255e-35,1.7261730839986228e-28
6.381518960570975e-12,0.4522347214935399,3.76,0.0,0.5010556830380108,0.9999999998834456,6.0145828792498336e-21,1.336847048721538e-15,1.1019360539590037e-16,1.883541489850008e-07,1.883541494105519e-07,9.832561242933169e-18,4.119498972083296e-16,4.054224051006586e-16,4.5644822083843323e-20,3.2244873683804883e-23,1.1655442316199229e-10,3.3636269705851278e-18,5.090820235403474e-11,1.3133658180869567e-13,1.300066936092468e-13,6.551900762565866e-11,1.0267340982424037e-17,1.8851547590439814e-17,5.878567473750585e-21,2.112474731980833e-16,1.741858682868912e-26,1.8383726263153582e-28,3.2786075909174904e-17,8.429979449089161e-24,1.384540137072751e-36,4.877229741492836e-18,8.716222893759168e-26,1.1180537488074007e-30,8.806645878194544e-32,3.926357906383758e-37,2.903856500116557e-10,8.572535075546995e-17,2.9038453069061434e-10,3.1216984252109683e-24,9.066126089789506e-32,2.6927812273417262e-27,1.542302893136555e-16,4.810487151889079e-34,3.924672413119389e-35,3.578249812246762e-18,1.4487520817948186e-35,6.538855789568831e-39,8.842651770738658e-42,1.0004877492710631e-35,8.37628781914784e-35,6.774047722117807e-28
1e-11,0.45223473083164145,3.76,0.0,0.501055576005775,0.9999999998173555,2.3622030006281432e-20,3.2674995807492818e-15,2.702867143316649e-16,2.951556359764092e-07,2.9515563701639343e-07,2.388469465721105e-17,1.0162441603016042e-15,9.908873555545391e-16,1.7869484955859402e-19,1.2931174543335794e-22,1.8264410972982398e-10,8.221353888884198e-18,7.97184528933912e-11,3.192525388051472e-13,3.176106023770969e-13,1.02613285321894e-10,2.509945628702681e-17,4.6078746814805105e-17,2.3014481709582245e-20,3.3570239496681605e-16,6.817291192950814e-26,7.212973045431993e-28,8.004562416378962e-17,3.2988786736527045e-23,9.029214058564031e-36,1.1914564217656123e-17,3.411081175093971e-25,7.281286527566748e-30,3.4462856557218508e-31,4.427953906217045e-36,4.5504132578450106e-10,2.0952882470373864e-16,4.550385899593997e-10,1.2353739359389789e-23,5.879559922602431e-31,1.064196979132878e-26,3.769677638262897e-16,3.1889179883565445e-33,2.5573830158351356e-34,8.744007175959183e-18,9.338368607265645e-35,7.356967413059007e-38,9.95765814932197e-41,6.489530593109994e-35,3.2977229627294535e-34,4.413129933583112e-27
1.0056429871738844e-11,0.45223473083164145,3.76,0.0,0.5010555743366175,0.9999999998163249,2.4002335823527883e-20,3.3043617686791727e-15,2.73348096237171e-16,2.9682119494584603e-07,2.9682119599756105e-07,2.4152266422675662e-17,1.0278282275215914e-15,1.0020655157837571e-15,1.8156653344055732e-19,1.314180136981272e-22,1.836747745419227e-10,8.314103228999184e-18,8.016742389487219e-11,3.2283603927136346e-13,3.2119180873937567e-13,1.0319144105361774e-10,2.538266829931512e-17,4.659860948652227e-17,2.3384336309020948e-20,3.376727493114582e-16,6.926829758057505e-26,7.329033805926793e-28,8.094751471036734e-17,3.3518801409741446e-23,9.207387468600855e-36,1.2048897926346177e-17,3.465887061857892e-25,7.424907608493647e-30,3.501655504547287e-31,4.526570600640006e-36,4.576091140827533e-10,2.1189262140238963e-16,4.576063473935445e-10,1.2553216719090182e-23,5.995383419639378e-31,1.0813675738977287e-26,3.8122052110566933e-16,3.252114255244922e-33,2.6078353322015623e-34,8.84262828241642e-18,9.52182698579098e-35,7.520682439369589e-38,1.0179278396040688e-40,6.61737603380796e-35,3.350887038306134e-34,4.500186904859505e-27
1.3731340782906712e-11,0.45223474016974846,3.76,0.0,0.5010554656352467,0.9999999997492038,6.02651873104146e-20,6.151565769679114e-15,5.105350413754693e-16,4.0528821709598015e-07,4.052882190536629e-07,4.4708002578583555e-17,1.929724573406532e-15,1.865426936758844e-15,4.547182071502829e-19,3.353722057422662e-22,2.5079543324866124e-10,1.5478007767084978e-17,1.0938473101437934e-10,5.993054734322557e-13,5.976868392167261e-13,1.4082144106553254e-10,4.726086863325972e-17,8.675396826576167e-17,5.8565100602796e-20,4.684194402416671e-16,1.7343884641192656e-25,1.8387297952110427e-27,1.5054041646739323e-16,8.391717932556048e-23,3.039698272009523e-35,2.2419922184573447e-17,8.677536388911091e-25,2.4489674352706008e-29,8.766710278240805e-31,1.9164792013430077e-35,6.248323839758953e-10,3.94470518642483e-16,6.24827233370075e-10,3.153877986245685e-23,1.9718899272765143e-30,2.714000544617693e-26,7.097003501727429e-16,1.078025698237506e-32,8.604946743290485e-34,1.645859187851769e-17,3.1663298486620565e-34,3.2028960930459637e-37,4.3348867266841694e-40,2.1771996985723117e-34,8.432722070643232e-34,1.4846532942074207e-26
