Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14)
9.72277313297778e-07,0.4547395716460689,3.76,0.0,0.47190508056420755,0.9998432528899244,0.00016948645884440428,1.9385258080808004e-05,2.8625923372516507e-05,0.02785445462423162,0.027874684322560576,9.968596948049992e-11,0.0009485042748196508,5.879231439634856e-07,2.723458721099103e-06,1.4254765910602969e-05,4.399716345792458e-05,1.4512791668270042e-07,7.852993401634241e-06,0.00017327738284637326,0.0012203478353395153,4.748376998393836e-06,2.1505420974539763e-06,2.9202360171032975e-06,7.349549990995179e-06,5.267408649424752e-06,3.497581142486306e-08,8.09979242019466e-08,3.571347023203781e-09,2.734631634919051e-08,3.4928745983498615e-13,6.866893590894299e-08,3.383387258359296e-08,1.9636311589092563e-08,1.1945080004248026e-11,6.892965805723339e-12,3.8095368924071035e-05,1.7102473667338685e-06,2.3854392218859254e-05,2.8160748242863368e-09,4.658905889774652e-14,8.146983631440194e-12,3.104748615120346e-06,1.4408829208428216e-12,7.816793067745563e-11,7.175882863012766e-10,8.336857589388412e-15,1.4230278497536266e-12,1.1722420864394097e-16,3.855755444697935e-15,4.0574027299790566e-13,8.293236985003488e-09
9.794768463398014e-07,0.45475965603486007,3.76,0.0,0.4716710685017725,0.9998393813357644,0.00017432399953313732,1.9616701422399428e-05,2.933546103351293e-05,0.02805405159124112,0.02807481169572166,1.0040685534859034e-10,0.0009746842840369643,5.923558093566392e-07,2.7662062367607275e-06,1.453935250099569e-05,4.479678381969792e-05,1.484928015844348e-07,8.038930018148274e-06,0.00017748106160913354,0.0012536136601894502,4.8607031955696285e-06,2.2195157783739883e-06,3.0182247169264466e-06,7.583485548926139e-06,5.398217586540046e-06,3.683998033035223e-08,8.553435192863719e-08,3.6557882081281783e-09,2.8661892396169374e-08,3.6884315520677523e-13,7.099696952089637e-08,3.564473228652247e-08,2.0734462324387712e-08,1.2615375884644791e-11,7.278434555261593e-12,3.8336785494409575e-05,1.7343814316330436e-06,2.394991440563745e-05,2.9145395330752324e-09,4.8847578080493924e-14,8.40818194487529e-12,3.14787908006184e-06,1.5313020481638995e-12,8.267274413744866e-11,7.231931004608595e-10,8.793747235813986e-15,1.5332039591950365e-12,1.2753646026938843e-16,4.059103179618687e-15,4.2716726406045444e-13,8.462648640057113e-09
9.866763793818249e-07,0.45477979911738575,3.76,0.0,0.47143636403162653,0.9998354220823669,0.00017927964028544051,1.9848951808375395e-05,3.0060920897156278e-05,0.028253536946589608,0.028274840814230984,1.0112771028817851e-10,0.0010014844323000247,5.967895515375786e-07,2.8097473406916165e-06,1.482850682155661e-05,4.561105174394596e-05,1.5192866492584305e-07,8.228869651975627e-06,0.00018177721665028164,0.001287663190413789,4.975461885140022e-06,2.290446438787743e-06,3.119202735595524e-06,7.824275165186675e-06,5.531991800841131e-06,3.8797184120229834e-08,9.030661594593921e-08,3.742042438813475e-09,3.00394273806019e-08,3.8941480735444313e-13,7.340693793124561e-08,3.7546224224674916e-08,2.188956817159412e-08,1.3320714102061795e-11,7.683886588571774e-12,3.85777232393586e-05,1.7586924345195654e-06,2.4045205549535005e-05,3.0160217041272576e-09,5.1213363742340324e-14,8.676802177481397e-12,3.1912665852233114e-06,1.6270443921724075e-12,8.742489302077386e-11,7.288625863240684e-10,9.274143999407684e-15,1.6516430030820299e-12,1.3878797210130558e-16,4.272548375878534e-15,4.4965907713633433e-13,8.634956302370199e-09
9.938759124238483e-07,0.4548000023088439,3.76,0.0,0.4712009505022139,0.9998313732083068,0.00018435598213381352,2.0082005896835858e-05,3.0802649643494734e-05,0.028452910074011212,0.028474771408569154,1.0184887116291664e-10,0.0010289179809211835,6.012245254044169e-07,2.8541033314750337e-06,1.5122318169248193e-05,4.6440272300523624e-05,1.5543713909252164e-07,8.422895541386694e-06,0.00018616780988446905,0.0013225131794681229,5.092704271006514e-06,2.3633847998208077e-06,3.2232532945368837e-06,8.072107444955554e-06,5.668796918113256e-06,4.085182813064186e-08,9.532623289968613e-08,3.830147266722534e-09,3.1481811985732785e-08,4.1105197584642587e-13,7.590201326457186e-08,3.9542645884823185e-08,2.3104402094708016e-08,1.4062821355376906e-11,8.110293953563289e-12,3.881818790630197e-05,1.7831821054256153e-06,2.4140290889621594e-05,3.120605245641344e-09,5.3691465925715844e-14,8.953038362801812e-12,3.2349104562780953e-06,1.7284064006924853e-12,9.243741805637747e-11,7.345990975538011e-10,9.779203174744218e-15,1.7789495533115945e-12,1.5106635981528208e-16,4.496569487234882e-15,4.732661824464515e-13,8.810222425484583e-09
9.999999999999997e-07,0.4548202670535006,3.76,0.0,0.47100013157313797,0.9998278571366916,0.00018877102261504047,2.028087729665074e-05,3.144665088865799e-05,0.028622412613466847,0.02864475919405199,1.024622280980787e-10,0.0010527622425629858,6.049981067653981e-07,2.8924912619923556e-06,1.5375974943819986e-05,4.715762810138271e-05,1.5847993142531114e-07,8.591218133857578e-06,0.00018997837716815146,0.001352800188499101,5.194427289870549e-06,2.427046908740494e-06,3.3142432166921085e-06,8.288607045306064e-06,5.787602213422876e-06,4.267968866605032e-08,9.979972180405041e-08,3.906576470488973e-09,3.2762037985213046e-08,4.303344259225672e-13,7.80938357695399e-08,4.1318920968453766e-08,2.418694542533299e-08,1.472436521321333e-11,8.49025893121721e-12,3.902236477320588e-05,1.804155579384777e-06,2.422102982291475e-05,3.2120718443504584e-09,5.589174631257385e-14,9.194154235485189e-12,3.2722362176011962e-06,1.819283492540563e-12,9.691635664133019e-11,7.395332642361639e-10,1.0229133584149857e-14,1.894702330426086e-12,1.6239034491388839e-16,4.6958247859156085e-15,4.94264172469295e-13,8.96168446443702e-09
1.0010754454658717e-06,0.4548202670535006,3.76,0.0,0.47096481092109177,0.9998272327504406,0.00018955568150414665,2.0315860583155835e-05,3.1561001490290765e-05,0.02865217034176532,0.02867460320274041,1.0256985255200182e-10,0.0010569984627965142,6.056608939119953e-07,2.899296050086899e-06,1.5420878382412313e-05,4.728475691344531e-05,1.5901990055954733e-07,8.621092621726762e-06,0.0001906548441105085,0.0013581807238431621,5.212482629405313e-06,2.438382822573434e-06,3.3304617347942226e-06,8.327175880038227e-06,5.808700028156751e-06,4.3008518289120426e-08,1.006052552182436e-07,3.9201410041001705e-09,3.299207060711003e-08,4.3380652238514714e-13,7.848549974412414e-08,4.163849042647081e-08,2.4381865639619417e-08,1.4843505654983715e-11,8.558673708471453e-12,3.905818548585535e-05,1.8078522821814923e-06,2.4235196050019935e-05,3.2283763299578704e-09,5.62871706826678e-14,9.23708937859017e-12,3.2788100283208152e-06,1.835700304239799e-12,9.772402365654588e-11,7.404050483886701e-10,1.0310135560861971e-14,1.91577162714281e-12,1.6446750365070186e-16,4.731666900180019e-15,4.98041362589196e-13,8.988511376307357e-09
1.0082749785078952e-06,0.45484059482526834,3.76,0.0,0.470727927948174,0.9998229987030077,0.00019488145138551807,2.0550513003004864e-05,3.2336338356287036e-05,0.028851317102283325,0.028874335914143588,1.0329075535641208e-10,0.0010857396877656782,6.100988284685394e-07,2.94534789345671e-06,1.5724281912615157e-05,4.8144823482308675e-05,1.6267867119769865e-07,8.823547558589285e-06,0.0001952403638315713,0.0013946832698241965,5.33485033112883e-06,2.5154937368174093e-06,3.4409155667771823e-06,8.589678968476982e-06,5.9517697179886345e-06,4.527206999104904e-08,1.0615629517037626e-07,4.012062738661875e-09,3.4573367471296546e-08,4.577327139628273e-13,8.116083933130062e-08,4.3838455328926095e-08,2.5724994688656624e-08,1.5664660031591384e-11,9.03008993220305e-12,3.9297722223866846e-05,1.832704915271969e-06,2.432994705495773e-05,3.3394234580438764e-09,5.900601102488954e-14,9.529159063738653e-12,3.3229646462140406e-06,1.9492549292696765e-12,1.0329911059705045e-10,7.46282915717371e-10,1.0868210143613506e-14,2.0628037722773784e-12,1.7909632962590435e-16,4.978363912108785e-15,5.240398160707404e-13,9.169889495998543e-09
1.0147545582457163e-06,0.4548589449505935,3.76,0.0,0.47051408305541864,0.9998191063484149,0.000199784723372149,2.0762380071778105e-05,3.3048969190043514e-05,0.02903045158980944,0.029054010399643483,1.0393991950778549e-10,0.0011121833668856938,6.14094457348569e-07,2.9875480741683663e-06,1.6001566354093646e-05,4.8932474026058604e-05,1.660380133813585e-07,9.009470519070381e-06,0.00019945326072582113,0.0014282641942334313,5.4472401620662065e-06,2.5867451217514e-06,3.5431729410028607e-06,8.832456565888975e-06,6.083297785006177e-06,4.740478913992612e-08,1.1139570109727473e-07,4.096473680022394e-09,3.606000528197592e-08,4.80314917325358e-13,8.365013975925475e-08,4.5911500850043673e-08,2.6992576963394776e-08,1.6439937030512993e-11,9.474979713081698e-12,3.951291664627669e-05,1.8552299920586623e-06,2.4415113000098268e-05,3.4422419656408365e-09,6.15630292971582e-14,9.799050308741327e-12,3.362921333205521e-06,2.0570928276107695e-12,1.0857583067891105e-10,7.516365842458699e-10,1.1394781775317528e-14,2.2044764384294783e-12,1.9340662425703213e-16,5.210760642786938e-15,5.485319765208541e-13,9.335827514530087e-09
1.0212341379835375e-06,0.4548773484636774,3.76,0.0,0.47029960853781216,0.9998151350022207,0.0002047944166958242,2.0974889438754435e-05,3.377593244870916e-05,0.029209493103714932,0.029233604178144648,1.0458913900924655e-10,0.0011391841314046236,6.180916384831749e-07,3.0304798883325662e-06,1.6282925254524833e-05,4.973324992339124e-05,1.694616775617043e-07,9.198979657759678e-06,0.00020374917229487433,0.001462549115658042,5.561811992519012e-06,2.65979276875181e-06,3.648198720437877e-06,9.081573180756195e-06,6.2174997568197455e-06,4.963196855447998e-08,1.1687616631038506e-07,4.182508218625772e-09,3.760938255783084e-08,5.039353179742699e-13,8.621946098085818e-08,4.8076592687975396e-08,2.8318335935099247e-08,1.725110800563754e-11,9.940277041287282e-12,3.9727748001980296e-05,1.8779061248880673e-06,2.4500195062888848e-05,3.5478556302305166e-09,6.422888371601181e-14,1.0075761735654095e-11,3.403083621803333e-06,2.170547269574833e-12,1.1411002754537791e-10,7.570524622787692e-10,1.1945428808735388e-14,2.355601012242136e-12,2.0889538957249482e-16,5.453412167325261e-15,5.741056115869843e-13,9.504374421043406e-09
1.0277137177213587e-06,0.4548958065030135,3.76,0.0,0.4700844910044499,0.9998110831099907,0.0002099126314589434,2.1188039527950375e-05,3.451750864424996e-05,0.02938844113758774,0.029413117029377957,1.052381002200101e-10,0.0011667526460557396,6.2209051609461e-07,3.0741608745757248e-06,1.6568433198316477e-05,5.054739687262946e-05,1.7295101877457543e-07,9.392141884686005e-06,0.0002081296789945523,0.0014975515068935742,5.678607095349409e-06,2.734678236679391e-06,3.7560614122842356e-06,9.337184413692644e-06,6.35442888137759e-06,5.195759171858844e-08,1.226081509787975e-07,4.270196520729044e-09,3.922412272014579e-08,5.286389140367708e-13,8.887162238571295e-08,5.0337616683234405e-08,2.97047884192831e-08,1.8099745470388368e-11,1.0426863898572305e-11,3.994222142585567e-05,1.900734990470967e-06,2.458521310891643e-05,3.6563340774560725e-09,6.700816779957545e-14,1.0359452735772443e-11,3.443451056196616e-06,2.289895958159817e-12,1.1991378650099934e-10,7.625324943986603e-10,1.252120879849656e-14,2.5167942184333773e-12,2.25661517103051e-16,5.70675176193412e-15,6.008064225864129e-13,9.675582936378374e-09
1.0341932974591799e-06,0.4549143202279679,3.76,0.0,0.4698687168187434,0.9998069490869791,0.00021514150793930161,2.140182892936461e-05,3.527398377010506e-05,0.02956729517370611,0.029592548728404316,1.0588748902056361e-10,0.001194899771226058,6.260912410568731e-07,3.118608972156958e-06,1.6858166676585298e-05,5.137516513469881e-05,1.7650742535671992e-07,9.589025331463594e-06,0.00021259639078179102,0.0015332850878280297,5.797667519767437e-06,2.8114439921244006e-06,3.86683107752526e-06,9.599449465132953e-06,6.4941394765360235e-06,5.438580405989143e-08,1.2860254911708344e-07,4.359569299590483e-09,4.090695791964265e-08,5.544725669437712e-13,9.160954929200365e-08,5.269861660630314e-08,3.1154555279260645e-08,1.8987487998768022e-11,1.0935658673357675e-11,4.0156342253580545e-05,1.9237183528845654e-06,2.467018730637044e-05,3.76774863442366e-09,6.990566753854164e-14,1.0650286264937045e-11,3.4840231879522145e-06,2.4154297701872986e-12,1.25999740884604e-10,7.680786719369322e-10,1.3123225001882169e-14,2.6887123914084162e-12,2.4381225330616284e-16,5.97123043715989e-15,6.286819821382698e-13,9.849507241676235e-09
1.040672877197001e-06,0.45493289081931326,3.76,0.0,0.4696522720940941,0.9998027313175459,0.0002204832273476184,2.1616256401122655e-05,3.6045649407512254e-05,0.029746054682811267,0.029771899045531933,1.0653708008936675e-10,0.0012236365663854066,6.300939711855111e-07,3.1638425299226638e-06,1.7152204135545864e-05,5.221680960981703e-05,1.801323198370223e-07,9.789699372487344e-06,0.00021715094764111715,0.0015697638297653357,5.919036105702938e-06,2.8901334282077304e-06,3.980579363201035e-06,9.868531213677266e-06,6.636686951899781e-06,5.692091931652075e-08,1.3487070581842947e-07,4.450657824782521e-09,4.26607334540975e-08,5.814850753140265e-13,9.443627696786092e-08,5.5163800348368166e-08,3.2670365545037486e-08,1.9916042894730308e-11,1.1467617598912655e-11,4.0370116030298645e-05,1.946858067064894e-06,2.4755138136117748e-05,3.8821723737870285e-09,7.292636925927858e-14,1.0948428917458367e-11,3.524799576267838e-06,2.547453356980351e-12,1.3238109597646857e-10,7.736930344377522e-10,1.3752628391979908e-14,2.8720539605309324e-12,2.6346391423691594e-16,6.247317641008398e-15,6.57781809407729e-13,1.0026203020424243e-08
1.04650449896104e-06,0.45494965396562703,3.76,0.0,0.46945688684887493,0.9997988623611723,0.00022538909188855215,2.1809785786703508e-05,3.675338194960806e-05,0.02990685697349366,0.02993324455568638,1.0712163370594378e-10,0.0012500131537197632,6.336982789881668e-07,3.205239803041492e-06,1.742058420304502e-05,5.2986368274845804e-05,1.834544860281398e-07,9.973605324110346e-06,0.00022132653642142777,0.0016032435635418975,6.030277367220642e-06,2.962635293781628e-06,4.085560061333532e-06,1.0116670710254906e-05,6.767451905841841e-06,5.929763125974035e-08,1.4075586499319052e-07,4.534130760777581e-09,4.430223192378341e-08,6.068462088955911e-13,9.705885713152208e-08,5.7475158102600744e-08,3.4093408035507863e-08,2.0788105572328904e-11,1.196700800261989e-11,4.0562220459827195e-05,1.9678190998201455e-06,2.483159109113973e-05,3.987788427546031e-09,7.5754627793925e-14,1.1223147291781845e-11,3.5616726071488283e-06,2.672086740842975e-12,1.3838827813768078e-10,7.788059845566413e-10,1.4343498864616748e-14,3.0474416802810675e-12,2.82537748751316e-16,6.506124893916709e-15,6.850609605699174e-13,1.0187646098826783e-08
1.052336120725079e-06,0.45496646503925764,3.76,0.0,0.4692609365281833,0.99979492301346,0.0002303898091439916,2.2003830477580096e-05,3.747388026234121e-05,0.030067581856487568,0.03009452378221857,1.0770644307595363e-10,0.0012768848460779627,6.373044701408708e-07,3.24730247316807e-06,1.7692575706529205e-05,5.376756948199019e-05,1.8683439523313758e-07,1.0160691244356001e-05,0.0002255758718218105,0.0016373489501223812,6.1434559672286995e-06,3.0367642334697463e-06,4.193067321321761e-06,1.0370590795054794e-05,6.9006024951409114e-06,6.176796622477058e-08,1.4688128225134755e-07,4.619042837229181e-09,4.600583556119541e-08,6.332418404640122e-13,9.975829343306335e-08,5.987776371129244e-08,3.5574398256612456e-08,2.169601447407402e-11,1.2486721379143784e-11,4.075405280335849e-05,1.9889098445331143e-06,2.4908057362226717e-05,4.09595838329824e-09,7.869082280829321e-14,1.150405075136249e-11,3.5987104251590414e-06,2.8024781167980156e-12,1.4465639989339336e-10,7.839774146790688e-10,1.4958436218538434e-14,3.23325851152016e-12,3.0302870629782627e-16,6.775100666408581e-15,7.134125227551806e-13,1.0351423227976987e-08
1.058167742489118e-06,0.4549833249468215,3.76,0.0,0.46906441047145486,0.9997909120300145,0.00023548705739145025,2.2198389926904902e-05,3.8207368958138586e-05,0.03022822892104278,0.03025573654746845,1.0829162364575409e-10,0.001304260133537408,6.409126753596643e-07,3.290044804830774e-06,1.796824009844651e-05,5.456060900593136e-05,1.9027315927272771e-07,1.0351010376544936e-05,0.00022990021394600417,0.0016720907147177682,6.258604838348361e-06,3.1125538829197057e-06,4.303156802538957e-06,1.0630418173644454e-05,7.0361814722156616e-06,6.433544586006724e-08,1.5325623942975686e-07,4.7054180441223034e-09,4.7773872702837215e-08,6.607118862972273e-13,1.0253704428000205e-07,6.237505223878595e-08,3.711556810830597e-08,2.264116850720455e-11,1.3027539630372224e-11,4.094561757587757e-05,2.010131857247019e-06,2.4984552571721872e-05,4.2067393234801814e-09,8.173903985951199e-14,1.179126862845936e-11,3.6359127259041697e-06,2.93888080433162e-12,1.5119637907262722e-10,7.892089179382467e-10,1.5598387230296955e-14,3.430112218369084e-12,3.2504364193074825e-16,7.0546285459732574e-15,7.428769578446589e-13,1.051757830069551e-08
1.063999364253157e-06,0.455000234609837,3.76,0.0,0.4688672978428129,0.9997868281446429,0.0002406825437522187,2.239346370403478e-05,3.895407659529094e-05,0.030388797748237117,0.030416882670442055,1.0887652728064528e-10,0.001332147645727532,6.445230307193962e-07,3.3334813549929185e-06,1.8247640243778726e-05,5.5365685863437634e-05,1.9377191480635737e-07,1.0544616834789675e-05,0.00023430084397353307,0.001707479758756055,6.375757469764454e-06,3.190038534622532e-06,4.415885289668955e-06,1.0896282171589188e-05,7.174232363386033e-06,6.700371978610781e-08,1.5989036208618867e-07,4.793280760870653e-09,4.960875820853723e-08,6.89297738364054e-13,1.0539765134101486e-07,6.497058351509826e-08,3.8719231874534236e-08,2.362501908256216e-11,1.359027347386283e-11,4.113691945393595e-05,2.031486763307589e-06,2.5061092574024048e-05,4.320189594774729e-09,8.490351800939756e-14,1.2084932843511808e-11,3.673279210705559e-06,3.0815588511369644e-12,1.5801957517181292e-10,7.945021230400993e-10,1.6264335540756004e-14,3.638645504737958e-12,3.4869750024064047e-16,7.345106191981648e-15,7.734962099764855e-13,1.068615630979999e-08
1.0698309860171961e-06,0.45501719496509035,3.76,0.0,0.46866958762833194,0.9997826700689819,0.00024597800467551594,2.2589051496002375e-05,3.9714235746288044e-05,0.03054928791082735,0.03057796196675908,1.0946172567492648e-10,0.0013605561539963317,6.481356778601194e-07,3.3776269788808633e-06,1.8530840452075994e-05,5.618300236118216e-05,1.9733182392949698e-07,1.0741565617321744e-05,0.00023877906449316512,0.0017435271626131928,6.494947916399929e-06,3.269253149912482e-06,4.531310713339993e-06,1.116831478500701e-05,7.3147994830536e-06,6.97765700553112e-08,1.6679363151716313e-07,4.882655762189287e-09,5.151299656676451e-08,7.190423157055005e-13,1.083427423397416e-07,6.766804646045094e-08,4.038778909315241e-08,2.4649071985600438e-11,1.4175763443243448e-11,4.132796328173208e-05,2.0529762598083808e-06,2.5137693462239e-05,4.436368837771787e-09,8.818865552131041e-14,1.2385177960553797e-11,3.7108095867795125e-06,3.2307874639387336e-12,1.6513780639793746e-10,7.998586952800991e-10,1.6957303135035573e-14,3.859537938529684e-12,3.741139394851271e-16,7.64694587124704e-15,8.053137590390488e-13,1.085720337659842e-08
1.0750794456048312e-06,0.4550325034133153,3.76,0.0,0.46849112825069233,0.9997788632851862,0.00025083085696205596,2.276551982885745e-05,4.041007553841507e-05,0.030693661438980852,0.03072287604149135,1.0998886549761099e-10,0.0013865766285693093,6.513891414831623e-07,3.4179768213971524e-06,1.8789024035874344e-05,5.692922199784196e-05,2.0058900992539583e-07,1.0921723388287915e-05,0.00024287689694546327,0.0017765420280850795,6.603990260199791e-06,3.342054866869231e-06,4.637548295358596e-06,1.1418529591606694e-05,7.443498538626649e-06,7.23647843958502e-08,1.732452408761785e-07,4.964407066397641e-09,5.328825259493385e-08,7.46839892105866e-13,1.1106780152653657e-07,7.018607124482759e-08,4.194702883945943e-08,2.5606382520455364e-11,1.4722880478424794e-11,4.1499686237761945e-05,2.0724333440188284e-06,2.5206699817893046e-05,4.543313787547613e-09,9.125221117065042e-14,1.2661138623716718e-11,3.74472681520144e-06,3.370930767615438e-12,1.7180662126424885e-10,8.047351958749218e-10,1.7604952228518385e-14,4.0695012528494885e-12,3.986054897609401e-16,7.928668946412092e-15,8.350113142580657e-13,1.1013295833507013e-08
1.0803279051924664e-06,0.45504785439829176,3.76,0.0,0.4683121674749193,0.9997749943741596,0.00025576742755669145,2.294240429771803e-05,4.111717809667395e-05,0.030837970572379282,0.03086773569520173,1.1051579276148987e-10,0.0014130329299395722,6.546446924173395e-07,3.4589245550855985e-06,1.9050387945579773e-05,5.768567453354026e-05,2.0389757705178393e-07,1.110467508577708e-05,0.0002470396308748471,0.001810107622855754,6.714736927586146e-06,3.4163131795225552e-06,4.746062155363742e-06,1.1673950195650159e-05,7.5743057300292115e-06,7.504383370943973e-08,1.7993104708106278e-07,5.047422344193822e-09,5.5123747394573755e-08,7.756456369265171e-13,1.138655363976656e-07,7.279263771369625e-08,4.3562723273286325e-08,2.6598700816128865e-11,1.5289792832122363e-11,4.167120801929307e-05,2.0920022251176588e-06,2.5275780808174055e-05,4.652563952486181e-09,9.44206403080382e-14,1.2942642918601865e-11,3.778776358602642e-06,3.516829687492586e-12,1.7873367318200996e-10,8.096656709334841e-10,1.8276149254025033e-14,4.2906093702163516e-12,4.2473629912744475e-16,8.220263435882096e-15,8.657499719960937e-13,1.1171461799142317e-08
1.0855763647801015e-06,0.4550632486354666,3.76,0.0,0.46813269689059833,0.9997710623490681,0.0002607890452822827,2.3119704925291357e-05,4.183572159182469e-05,0.030982214981662162,0.031012540786224518,1.1104305455175541e-10,0.0014399317558339943,6.579024463735061e-07,3.500481653522622e-06,1.9314982200295138e-05,5.845251448171016e-05,2.0725842787182862e-07,1.12904626960099e-05,0.00025126826173453316,0.0018442324076204243,6.82721395834826e-06,3.4920550140636715e-06,4.856896991614787e-06,1.1934678582465289e-05,7.707255058966282e-06,7.781676948699984e-08,1.8685911806425764e-07,5.131720502226874e-09,5.7021506536005494e-08,8.05494235549198e-13,1.167380535347572e-07,7.549072201812172e-08,4.523681131814674e-08,2.7627245728339268e-11,1.5877179572906062e-11,4.184253253272317e-05,2.1116843000229896e-06,2.5344948689026994e-05,4.764165625309954e-09,9.769750439859037e-14,1.3229794637495695e-11,3.8129580165811484e-06,3.66870993550296e-12,1.8592860443500585e-10,8.146514147104643e-10,1.8971725146495382e-14,4.523443082525001e-12,4.526173642292951e-16,8.522062335575905e-15,8.975648440488213e-13,1.1331737362956974e-08
1.0902999784089732e-06,0.45507714102936947,3.76,0.0,0.46797073042733406,0.9997674687358338,0.00026538233132995527,2.3279631390026256e-05,4.2492342263232566e-05,0.031111979333972556,0.031142818598060548,1.1151796069313915e-10,0.0014645246727342234,6.608364075521282e-07,3.538413701952457e-06,1.9555921148073347e-05,5.9151681216542346e-05,2.1032865687847616e-07,1.1460131447715738e-05,0.00025513120614398444,0.0018754299144366107,6.9299445870802085e-06,3.561513709698961e-06,4.958670371335651e-06,1.2173958094726333e-05,7.828769531651104e-06,8.03952865063141e-08,1.9330840128288904e-07,5.208701554739845e-09,5.878445422200739e-08,8.332792035560619e-13,1.1938905058318272e-07,7.799978323115883e-08,4.6795071072104185e-08,2.8584950202020312e-11,1.6423912480984636e-11,4.1996559261442525e-05,2.129496146067098e-06,2.540728434324217e-05,4.8666566794092135e-09,1.0074243411474654e-13,1.3493147018006144e-11,3.843834304612567e-06,3.81070961686665e-12,1.9264132902135403e-10,8.191869300882691e-10,1.9619297659816694e-14,4.743522856166035e-12,4.7930459811110025e-16,8.80269000684301e-15,9.271483396230533e-13,1.1477819563623251e-08
1.095023592037845e-06,0.4550910695821598,3.76,0.0,0.46780833779935266,0.9997638224468623,0.0002700465963315067,2.3439895159201068e-05,4.3158510570087825e-05,0.03124169073983148,0.031273051990841766,1.1199289599535862e-10,0.0014894865620333681,6.637723407205755e-07,3.5768574645905923e-06,1.979955596276523e-05,5.985950463443796e-05,2.1344266559800303e-07,1.1632163275813488e-05,0.0002590490923089431,0.0019070936635834743,7.034117766428644e-06,3.6322165459083995e-06,5.062394329472863e-06,1.2417698071840499e-05,7.9520727005858e-06,8.305476983410214e-08,1.9996693301282106e-07,5.286751449666877e-09,6.060110449782115e-08,8.619648279133437e-13,1.2210400704418412e-07,8.058777055688784e-08,4.840375677937966e-08,2.95739656170857e-11,1.6988324768286645e-11,4.2150432499496294e-05,2.147401949605542e-06,2.5469709630608198e-05,4.971125774192534e-09,1.0388094605680536e-13,1.3761237704048004e-11,3.874817306815487e-06,3.957920689015418e-12,1.9958665562465014e-10,8.237692647238096e-10,2.028796131898921e-14,4.974061441477157e-12,5.075974251351045e-16,9.09211997493461e-15,9.576601854061044e-13,1.1625667908426619e-08
1.0997472056667166e-06,0.4551050348376699,3.76,0.0,0.46764551261454884,0.999760122730026,0.00027478285222545465,2.360049642017458e-05,4.3834362330641646e-05,0.03137134894680453,0.03140324085632947,1.1246799807383622e-10,0.001514822513959224,6.667103392903333e-07,3.6158217517330253e-06,2.0045925298335787e-05,6.0576102174776544e-05,2.1660115081864163e-07,1.1806590082723957e-05,0.0002630226773230614,0.0019392300849919995,7.139753312304928e-06,3.704184143807017e-06,5.168103151448986e-06,1.2665976842841159e-05,8.077190522890754e-06,8.579765611861042e-08,2.0684116577984498e-07,5.3658845481397844e-09,6.247307850924646e-08,8.915788444455192e-13,1.2488459588765377e-07,8.325706031282956e-08,5.0064418686428114e-08,3.059526805561821e-11,1.757095929103045e-11,4.230415536698166e-05,2.1654028443176744e-06,2.5532233856727266e-05,5.077608626938443e-09,1.071158937225003e-13,1.4034146295069168e-11,3.905906886432554e-06,4.11052604835386e-12,2.0677236042296127e-10,8.283994189806674e-10,2.0978384562998637e-14,5.21554728089932e-12,5.375934244401491e-16,9.390618322591574e-15,9.89128442377717e-13,1.177531044460424e-08
1.1044708192955883e-06,0.4551190373469321,3.76,0.0,0.46748224839623,0.9997563688225594,0.00027959212499498984,2.3761435415552946e-05,4.452003529230463e-05,0.03150095369844307,0.03153338508467529,1.129433419594861e-10,0.0015405376860269508,6.696504997225557e-07,3.65531551937442e-06,2.0295068527726057e-05,6.130159282995172e-05,2.1980482210503827e-07,1.1983444190360141e-05,0.00026705272846683865,0.0019718456935421637,7.246871311115124e-06,3.777437447472554e-06,5.275831676414155e-06,1.291887403578341e-05,8.20414933681945e-06,8.862645301754068e-08,2.1393774341013284e-07,5.4461153985730746e-09,6.440204589716789e-08,9.221498097214458e-13,1.2773253597555268e-07,8.601009800802255e-08,5.177865285294101e-08,3.16498629587237e-11,1.8172374919177896e-11,4.2457731075605785e-05,2.183500002541547e-06,2.559486645001401e-05,5.186141602804081e-09,1.1045021699920444e-13,1.4311953674613624e-11,3.937102909821851e-06,4.268714793983924e-12,2.1420647111555167e-10,8.330784120598357e-10,2.169125699702567e-14,5.468491359155781e-12,5.69396118684191e-16,9.698458933761665e-15,1.0215819973148083e-12,1.1926775793357432e-08
