Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56)
1.103756984201085e-08,0.17944989588409632,3.76,0.0,0.6607594365182231,0.9999982553110921,2.1913605180108788e-08,9.837296821017329e-08,6.676739516835555e-08,0.0013736201664327455,0.0013736641494211024,1.8245297856197957e-11,7.160554091670286e-07,3.2412418995650344e-08,1.4336193464024675e-08,1.703470989674934e-09,1.6760437410860652e-06,4.50176682966247e-10,1.6175757533782687e-07,1.4129717275762398e-06,2.152565206872623e-06,1.795285109905103e-07,1.104874512744218e-09,1.191519274064843e-09,2.380476645898682e-09,2.338707663641392e-08,9.863423485158654e-14,1.7614848349604162e-14,9.920284539820075e-11,1.1805223163399711e-12,1.238486354578946e-19,9.262244747104164e-11,9.531414725219795e-14,3.970031525945873e-15,8.67572168314556e-18,1.8551915071698707e-18,2.483072291884895e-06,6.737683169428263e-09,2.4022581592876738e-06,3.664952275900449e-13,4.694532007212058e-18,1.2954854486290928e-15,1.1980459777356197e-08,8.335060479297795e-19,4.096877293640894e-17,6.080517628149985e-11,7.449508738428467e-20,1.4577677999023543e-19
1.1316015530916739e-08,0.17945104617303947,3.76,0.0,0.6607246672962251,0.99999820863546,2.373598342329654e-08,1.033231603097388e-07,7.035386378357734e-08,0.0014082344349629916,0.001408280671749687,1.8708527369657932e-11,7.566473493115406e-07,3.385150448374435e-08,1.533053065216263e-08,1.8700237038419322e-09,1.7187352747582408e-06,4.731763322419649e-10,1.650425237046583e-07,1.4550416999325723e-06,2.236681359255216e-06,1.8177657069844693e-07,1.1617720527923418e-09,1.254952726098954e-09,2.5535489363400306e-09,2.432344973166735e-08,1.0803258213293205e-13,1.9711147035903973e-14,1.0129519855053588e-10,1.2594024148543449e-12,1.3902163477686694e-19,9.649267965282345e-11,1.03938341791259e-13,4.428795886370346e-15,9.631871570042548e-18,2.0792260634595015e-18,2.545164203624678e-06,7.080409071143559e-09,2.4602948021923446e-06,3.8915070840576537e-13,5.0122845453263905e-18,1.397072656610139e-15,1.2590302738352839e-08,9.10836278565476e-19,4.66199860559971e-17,6.259699199625185e-11,8.092745311722212e-20,1.625077054629496e-19
1.1594461219822628e-08,0.17945219644949648,3.76,0.0,0.6606898984646682,0.9999981618120389,2.565470659243078e-08,1.083911042504485e-07,7.40213980709986e-08,0.0014428468255252356,0.001442895372823054,1.9171731755236916e-11,7.984209744330984e-07,3.5312524721239324e-08,1.636433372467541e-08,2.0479384611225842e-09,1.76145121595871e-06,4.967495224298017e-10,1.6834461487478304e-07,1.4972899172042544e-06,2.3222042954231544e-06,1.8403481711824894e-07,1.2201550685486754e-09,1.320118180848949e-09,2.7342910520552473e-09,2.5266942360395607e-08,1.1807037951128994e-13,2.1996038792834556e-14,1.0339861503025573e-10,1.3415816838691642e-12,1.5559900859825034e-19,1.0043928719047903e-10,1.1312171217277058e-13,4.9279116394950996e-15,1.0664095624820581e-17,2.3238491958878263e-18,2.6072292735097893e-06,7.4315611090522004e-09,2.5182089874144384e-06,4.126549917608053e-13,5.343480848511244e-18,1.5036100028796886e-15,1.3215171535806178e-08,9.933615949156434e-19,5.286886672501628e-17,6.438629338122252e-11,8.774764902071442e-20,1.806864513272097e-19
1.1872906908728517e-08,0.17945334671370283,3.76,0.0,0.6606551300164085,0.9999981148397057,2.767190632558949e-08,1.1357653758898781e-07,7.776882299979223e-08,0.0014774573381161583,0.0014775082526698581,1.9634911013016106e-11,8.413809758178009e-07,3.679499583302859e-08,1.7437921490175252e-08,2.2376581648066592e-09,1.8041919393386108e-06,5.208963504192997e-10,1.7166383700568834e-07,1.5397184108521644e-06,2.4091410268366275e-06,1.8630336737501423e-07,1.2800297401480648e-09,1.3870217953295335e-09,2.9228257722922137e-09,2.6217332390435786e-08,1.2877530226018494e-13,2.448141861877444e-14,1.0551308567595837e-10,1.4271271300265092e-12,1.7367173480914006e-19,1.0446262174211663e-10,1.228876470916218e-13,5.4698966141420016e-15,1.1776270320746415e-17,2.5904008546317338e-18,2.6692675132690954e-06,7.791133870678556e-09,2.5760009815748135e-06,4.370231220844009e-13,5.68839615067343e-18,1.615186722899077e-15,1.385505811931873e-08,1.08131587254759e-18,5.975991557593056e-17,6.617298811424266e-11,9.497055287114959e-20,2.0040169347696347e-19
1.2151352597634406e-08,0.1794544969658949,3.76,0.0,0.660620361944298,0.9999980677173377,2.9789683005291963e-08,1.188791984676123e-07,8.159498081314948e-08,0.0015120659727318343,0.0015121193113184282,2.00980651430704e-11,8.855320979835531e-07,3.829844456801824e-08,1.8551592624600645e-08,2.4396291507616467e-09,1.8469578226166478e-06,5.456169190893347e-10,1.7500018103614444e-07,1.5823291747873377e-06,2.4974985843729276e-06,1.8858232055629843e-07,1.341402414171358e-09,1.4556697685442542e-09,3.11927368974322e-09,2.71744199943564e-08,1.401756357817845e-13,2.7179645595341014e-14,1.0763860206883599e-10,1.516106145093007e-12,1.9333442147517404e-19,1.0856303447126129e-10,1.3326006774531508e-13,6.057368049612216e-15,1.2972372303837272e-17,2.880275859980313e-18,2.7312789346233477e-06,8.159121946350127e-09,2.6336710507085423e-06,4.622702441928552e-13,6.047307272819912e-18,1.7318901947877378e-15,1.4509954443752833e-08,1.1749395495195606e-18,6.733957061236152e-17,6.795699744358369e-11,1.0261137923884726e-19,2.2174566785858386e-19
1.2429798286540295e-08,0.1794556472063096,3.76,0.0,0.6605855942411835,0.9999980204438141,3.201010623946682e-08,1.2429882561282836e-07,8.54987322995037e-08,0.0015466727293677362,0.0015467285487967722,2.0561194145468434e-11,9.308791376469482e-07,3.982240806579991e-08,1.970562626130568e-08,2.6543009665326655e-09,1.889749246416581e-06,5.709113373530219e-10,1.7835364060230305e-07,1.6251241638405373e-06,2.5872840157383314e-06,1.908717616603391e-07,1.4042796004008851e-09,1.5260683424041073e-09,3.3237532625088933e-09,2.813802573910439e-08,1.5230027963940322e-13,3.0103551912061715e-14,1.0977515688886166e-10,1.6085865065389028e-12,2.1468537841992558e-19,1.1274087611382472e-10,1.4426343321358548e-13,6.693044651057025e-15,1.4256479593648298e-17,3.194925063083704e-18,2.7932635492852e-06,8.535519929196791e-09,2.691219460266285e-06,4.884116023332904e-13,6.420492625322001e-18,1.853806005177333e-15,1.517985246922805e-08,1.2744797452458428e-18,7.565623027178008e-17,6.973825433020291e-11,1.106856833112925e-19,2.4481426005060694e-19
1.2708243975446185e-08,0.1794567974351843,3.76,0.0,0.660550826899906,0.9999979730180149,3.43352153738148e-08,1.2983515833407696e-07,8.947895787174364e-08,0.0015812776080187275,0.0015813359651325716,2.1024298020272564e-11,9.774269426544755e-07,4.1366433628455894e-08,2.0900282566531398e-08,2.8821261569435735e-09,1.932566594110855e-06,5.967797202002064e-10,1.8172421191932725e-07,1.668105293017157e-06,2.678504383626785e-06,1.931717646700145e-07,1.4686679686384825e-09,1.5982238024234596e-09,3.536380864923251e-09,2.910798883070508e-08,1.651787516004626e-13,3.3266451950266815e-14,1.1192274410953115e-10,1.7046363781930396e-12,2.3782668929505354e-19,1.1699649704346624e-10,1.5592274583980803e-13,7.379748662258195e-15,1.563277282676515e-17,3.535856516934387e-18,2.8552213689592214e-06,8.920322415150061e-09,2.7486464751156792e-06,5.154625394760915e-13,6.80823221049913e-18,1.9810180146069622e-15,1.5864744161118264e-08,1.3801903804491981e-18,8.476027587297311e-17,7.15167018469022e-11,1.1920936473046488e-19,2.6970709617372645e-19
1.2986689664352074e-08,0.1794579476527567,3.76,0.0,0.6605160599132986,0.9999979254388213,3.6767020030643773e-08,1.3548793652242e-07,9.353455847382993e-08,0.0016158806086790703,0.0016159415603531854,2.1487376767538912e-11,1.0251804108991892e-06,4.293007849738377e-08,2.21358033005969e-08,3.123560056038037e-09,1.975410251669924e-06,6.232221887376169e-10,1.8511189364933237e-07,1.7112744373224984e-06,2.7711667644329134e-06,1.9548239495326404e-07,1.5345743455911182e-09,1.672142478228445e-09,3.757270837265298e-09,3.008416550279069e-08,1.7884119169699228e-13,3.66821514246432e-14,1.140813590924264e-10,1.8043243109717723e-12,2.6286428412571233e-19,1.2133024733418286e-10,1.6826355661811793e-13,8.120407955677033e-15,1.7105536539903904e-17,3.904636657459961e-18,2.917152405341918e-06,9.313524002942321e-09,2.8059523595427406e-06,5.434384968131208e-13,7.210807625516802e-18,2.113608422353571e-15,1.656462149004836e-08,1.4923322982557918e-18,9.470409348778808e-17,7.329229179830176e-11,1.281986714512564e-19,2.96527635143813e-19
1.3265135353257963e-08,0.17945909785926506,3.76,0.0,0.6604812932741873,0.9999978777051157,3.9307500669571197e-08,1.4125690064923007e-07,9.766445633314133e-08,0.0016504817313424181,0.0016505453344856454,2.1950430387317427e-11,1.0741444892400938e-06,4.451290963502296e-08,2.341241236516166e-08,3.379060585193583e-09,2.018280607516882e-06,6.502388702267779e-10,1.8851668677040012e-07,1.7546334319783914e-06,2.865278247358621e-06,1.9780371116091246e-07,1.6020057118286906e-09,1.7478307439097293e-09,3.986535534383622e-09,3.106642753790207e-08,1.9331836631095865e-13,4.036495658110183e-14,1.162509986297259e-10,1.9077192436790875e-12,2.899080123177576e-19,1.257424768193886e-10,1.8131197059049308e-13,8.918058139641471e-15,1.8679160489776122e-17,4.3028914946122256e-18,2.9790566701217433e-06,9.715119294106081e-09,2.863137377253261e-06,5.723550134185482e-13,7.628502065588812e-18,2.251657830571731e-15,1.7279476431890557e-08,1.611173386481926e-18,1.0554209527646575e-16,7.506498352881477e-11,1.376702036277063e-19,3.253832622798752e-19
1.3543581042163852e-08,0.17946024805494806,3.76,0.0,0.6604465269753882,0.9999978298157827,4.195860916610967e-08,1.4714179176488318e-07,1.018675955744795e-07,0.0016850809760018202,0.0016851472875566572,2.2413458879651877e-11,1.1243241724340197e-06,4.6114503511372514e-08,2.473031633688976e-08,3.6490880572514363e-09,2.0611780523870948e-06,6.778298981197631e-10,1.919385944500436e-07,1.7981840729223933e-06,2.9608459338149073e-06,2.0013576673386057e-07,1.6709691988168362e-09,1.8252950182453425e-09,4.224285373258803e-09,3.205466091113229e-08,2.0864167229047735e-13,4.432968344990272e-14,1.1843166095443356e-10,2.0148905038738233e-12,3.190717161160088e-19,1.3023353514753987e-10,1.950946522571827e-13,9.775844682578768e-15,2.03581410071593e-17,4.7323078133659674e-18,3.0409341749791185e-06,1.0125102892973229e-08,2.9202017913742194e-06,6.022277260416163e-13,8.06160032746616e-18,2.3952453075264246e-15,1.800930096776026e-08,1.736988701153355e-18,1.173307403219602e-16,7.683474289206529e-11,1.4764091753098224e-19,3.563853842813632e-19
1.382202673106974e-08,0.17946139824004473,3.76,0.0,0.6604117610097084,0.9999977817697068,4.472226940470874e-08,1.5314235149745426e-07,1.0614294270954338e-07,0.0017196783426497184,0.0017197474195925994,2.287646224457985e-11,1.1757245020847988e-06,4.773444589519623e-08,2.6089704987827544e-08,3.934104986513993e-09,2.1041029791926257e-06,7.059954120928568e-10,1.9537762192129245e-07,1.8419281175275814e-06,3.057876937061979e-06,2.0247861108976526e-07,1.7414720860262593e-09,1.904541764814072e-09,4.470628879526949e-09,3.304876454647398e-08,2.2484314110193096e-13,4.859166715328925e-14,1.2062334572206095e-10,2.1259078087995745e-12,3.504733045053513e-19,1.3480377183470307e-10,2.096388310032208e-13,1.0697025054238591e-14,2.2147082382940694e-17,5.194634384566983e-18,3.102784931586449e-06,1.0543469406674262e-08,2.977145864455193e-06,6.330723690089396e-13,8.51038881319353e-18,2.5444484497219345e-15,1.8754087084011588e-08,1.87006059129193e-18,1.3012855499543695e-16,7.860154136048497e-11,1.581281295009721e-19,3.896495255912116e-19
1.410047241997563e-08,0.17946254841479442,3.76,0.0,0.6603769953699449,0.9999977335657756,4.760037788320305e-08,1.5925832205141587e-07,1.1048948701431787e-07,0.0017542738312779482,0.0017543457306195233,2.333944048213285e-11,1.2283505656133864e-06,4.937233164981449e-08,2.7490751792795824e-08,4.234575904467021e-09,2.1470557828912477e-06,7.347355580781956e-10,1.988337763612379e-07,1.8858672854922206e-06,3.156378382040813e-06,2.048322905459275e-07,1.8135217981192658e-09,1.98557749201685e-09,4.725672732986926e-09,3.4048649177041546e-08,2.419554430220527e-13,5.3166771267068433e-14,1.2282605396817207e-10,2.2408412663736087e-12,3.842348275481925e-19,1.3945353631430609e-10,2.2497230654317087e-13,1.16849708838705e-14,2.4050698284109437e-17,5.691683185584066e-18,3.1646089516081355e-06,1.0970213445137569e-08,3.033969858469762e-06,6.649047742196773e-13,8.975155534117652e-18,2.6993434428303493e-15,1.9513826772232413e-08,2.0106788250009556e-18,1.4399615288222732e-16,8.036535525690908e-11,1.691495199322715e-19,4.252954261620772e-19
1.4657363797787408e-08,0.1794648487342123,3.76,0.0,0.6603074650392987,0.999997636679902,5.3707392316795575e-08,1.7183546731561147e-07,1.193922394079764e-07,0.001823459174439702,0.0018235368897488748,2.4265321575209347e-11,1.3373004671415144e-06,5.270035701456924e-08,3.041843520275357e-08,4.883746865224052e-09,2.2330466102825595e-06,7.939403612649339e-10,2.0579750390062716e-07,1.9743376882091233e-06,3.357821155559194e-06,2.0957232825988066e-07,1.9622921054154114e-09,2.1530421454953333e-09,5.262279235161985e-09,3.606545744386821e-08,2.7904644691606956e-13,6.33224939836327e-14,1.2726455157479634e-10,2.4827390309724866e-12,4.593470333799486e-19,1.489930462436017e-10,2.5812123137743637e-13,1.3875229342181072e-14,2.8221363985526805e-17,6.797518836048704e-18,3.2881768285122715e-06,1.1848812550049459e-08,3.1472586543225413e-06,7.315966874403606e-13,9.953783799766737e-18,3.0265070221558205e-15,2.1078134857069422e-08,2.3157512601826554e-18,1.7519370448880735e-16,8.388395521454735e-11,1.9286740227803714e-19,5.042331426077449e-19
1.5158566037818007e-08,0.17946691898871103,3.76,0.0,0.6602448887838595,0.9999975489316146,5.96136050136643e-08,1.835470286133754e-07,1.276385452754174e-07,0.0018857195603636508,0.001885802705369047,2.5098528623546917e-11,1.4395993285843907e-06,5.5753061081071104e-08,3.3197244998786637e-08,5.525548654175174e-09,2.3105376936264287e-06,8.491915186989079e-10,2.1212354077675446e-07,2.0546448899796045e-06,3.5442202799819063e-06,2.1387584157188145e-07,2.101552885004593e-09,2.3099448541893984e-09,5.776014246179143e-09,3.7899667122083347e-08,3.158843779769173e-13,7.370381353578071e-14,1.312969362928587e-10,2.7145516207566306e-12,5.363308410047794e-19,1.5785409565407205e-10,2.9094541641801056e-13,1.6111038647871358e-14,3.2416728596118384e-17,7.931036547777162e-18,3.399296595457106e-06,1.2668148863217284e-08,3.2488105165587565e-06,7.951583832691475e-13,1.089211723785868e-17,3.3411578599180043e-15,2.2537073116128745e-08,2.6191883379407233e-18,2.0758165118665916e-16,8.704032816605427e-11,2.162253532466584e-19,5.847137851948151e-19
1.5659768277848606e-08,0.1794689892134257,3.76,0.0,0.6601823134718424,0.9999974606546356,6.591893791099563e-08,1.956285379440737e-07,1.3610087202090358e-07,0.001947973861349077,0.0019480626213100654,2.5931654259401387e-11,1.5459506783560259e-06,5.885799600376426e-08,3.611303121355835e-08,6.2247196388398705e-09,2.388125321042221e-06,9.063070422572509e-10,2.185052579988808e-07,2.1356094259491408e-06,3.7354949824093764e-06,2.182151004092659e-07,2.245947200705341e-09,2.4727471158407996e-09,6.319517704719801e-09,3.975165721272674e-08,3.562111468421289e-13,8.537150812944705e-14,1.3536511000910664e-10,2.9601608355051254e-12,6.230561818873348e-19,1.6697825040291405e-10,3.267859118820253e-13,1.8621053161265806e-14,3.706210020482349e-17,9.208254199813098e-18,3.510329916905193e-06,1.3514544658021488e-08,3.349977370656108e-06,8.621711193246481e-13,1.1886773337593089e-17,3.675376813314589e-15,2.4044336640150455e-08,2.9519347567803427e-18,2.444757789780561e-16,9.018682327492328e-11,2.416060763956623e-19,6.749768403148556e-19
1.6160970517879205e-08,0.17947105940976676,3.76,0.0,0.6601197390608047,0.9999973718425317,7.263354278296452e-08,2.080785125154258e-07,1.447741661490524e-07,0.0020102220773263206,0.0020103166377118883,2.676469848273751e-11,1.6563857173926225e-06,6.201310254724866e-08,3.9166278652271714e-08,6.9840195895113915e-09,2.465811854149028e-06,9.652880127061645e-10,2.2494275406730837e-07,2.2172401056313104e-06,3.931687251422424e-06,2.2259032785611277e-07,2.395523260520674e-09,2.641488489213165e-09,6.893350670260072e-09,4.1621215268852266e-08,4.0024095504875923e-13,9.843845555382037e-14,1.3946912075399285e-10,3.2199898202450316e-12,7.203945410134671e-19,1.7636755098470858e-10,3.6582619390309293e-13,2.142935469344514e-14,4.218911992068916e-17,1.0642189138451365e-17,3.6212768605960913e-06,1.4387968600634131e-08,3.450760723803327e-06,9.327307763563032e-13,1.2939490581204527e-17,4.029564717967271e-15,2.5599878912526688e-08,3.3159658238619195e-18,2.8630754461337213e-16,9.33234086632193e-11,2.6912638611959694e-19,7.758864716766486e-19
1.6662172757909804e-08,0.17947312957914807,3.76,0.0,0.660057165508162,0.999997282488888,7.976733343081285e-08,2.2089547548319981e-07,1.53653615556621e-07,0.0020724642082192873,0.0020725647547109585,2.7597661293457312e-11,1.770936055401836e-06,6.521640214205233e-08,4.235733732691652e-08,7.806216587566425e-09,2.5435996669927556e-06,1.0261355783767735e-09,2.314361404599318e-07,2.2995454310220537e-06,4.132839212116092e-06,2.2700174260193872e-07,2.5503305988934714e-09,2.81620898760239e-09,7.498058126894726e-09,4.350818979592663e-08,4.481950621205104e-13,1.1302384650404398e-13,1.4360902630427674e-10,3.494465917508897e-12,8.292669537440458e-19,1.8602404011824723e-10,4.082561685408447e-13,2.4561401530736197e-14,4.7830698622736506e-17,1.2246622997473621e-17,3.732137494186621e-06,1.528838938654024e-08,3.5511620772547244e-06,1.006934276669376e-12,1.405202473918754e-17,4.4041119728316534e-15,2.7203653471064382e-08,3.7133452700442515e-18,3.335317801518291e-16,9.645006941968278e-11,2.9890724932373635e-19,8.883594036531857e-19
1.7163374997940403e-08,0.1794751997229886,3.76,0.0,0.6599945927711826,0.9999971925873076,8.732999719570844e-08,2.3407795592714674e-07,1.6273464558911466e-07,0.0021347002539454317,0.0021348069724401904,2.843054269140039e-11,1.8896336963757315e-06,6.846599372138565e-08,4.5686430088168865e-08,8.694084397789052e-09,2.6214911442115777e-06,1.0888509554738693e-09,2.3798554038253413e-07,2.38253361636765e-06,4.338993131030506e-06,2.314495609225644e-07,2.7104200362506037e-09,2.9969490732406193e-09,8.134169689375806e-09,4.5412480461282666e-08,5.003018740128282e-13,1.2925337055029876e-13,1.4778489325909872e-10,3.784020693847436e-12,9.50645482623062e-19,1.9594976330729572e-10,4.542722792133122e-13,2.804407209034922e-14,5.4021047586473444e-17,1.4036126410162553e-17,3.842911885251168e-06,1.6215775740524575e-08,3.6511829263564573e-06,1.0848795900597808e-12,1.5226148979405722e-17,4.799399439657003e-15,2.88556139078298e-08,4.146227873541409e-18,3.8662701538738906e-16,9.95668035807534e-11,3.3107386701927768e-19,1.013367021371886e-18
1.7664577237971002e-08,0.17947726984271162,3.76,0.0,0.6599320208069823,0.9999971021314137,9.533100624459965e-08,2.4762448882704076e-07,1.7201291399254452e-07,0.0021969302144157344,0.002197043291028945,2.926334267634412e-11,2.012511025051986e-06,7.176005068357413e-08,4.9153659906656925e-08,9.650399992256836e-09,2.699488679310546e-06,1.153435428335618e-09,2.445910876703352e-07,2.46621260691302e-06,4.550191421042576e-06,2.3593399786541345e-07,2.8758436408880052e-09,3.1837496515760067e-09,8.802200281395788e-09,4.7334029781222006e-08,5.567970337543713e-13,1.4725940398679525e-13,1.5199679620220798e-10,4.089089967547705e-12,1.0855547091510811e-18,2.061467693497778e-10,5.040776152578766e-13,3.190570916818108e-14,6.079570967721363e-17,1.6026084059192156e-17,3.9536001012819815e-06,1.7170096416658777e-08,3.750824760572625e-06,1.1666657402051452e-12,1.6463653981407698e-17,5.215799297797308e-15,3.055571386898265e-08,4.616862136223807e-18,4.46095791897961e-16,1.0267361904179394e-10,3.657557571428119e-19,1.151937525664654e-18
1.81657794780016e-08,0.17947933993974513,3.76,0.0,0.6598694495725206,0.9999970111148486,1.037796285962406e-07,2.61533615038823e-07,1.8148430500509443e-07,0.0022591540895346806,0.0022592737106030174,3.0096061248004e-11,2.139600794240282e-06,7.50968179726498e-08,5.275901682547307e-08,1.0677941215828345e-08,2.777594673037597e-06,1.2198903496481394e-09,2.5125292581876677e-07,2.5505900966708262e-06,4.7664766461714854e-06,2.404552678107006e-07,3.0466546930332056e-09,3.3766520655657513e-09,9.50265078779152e-09,4.9272816061091624e-08,6.179235142821715e-13,1.6718119958507283e-13,1.5624481693895816e-10,4.41011383750294e-12,1.2350732404816317e-18,2.1661711080218595e-10,5.57882021655356e-13,3.617616477156916e-14,6.819159112224964e-17,1.823272005892957e-17,4.064202209689464e-06,1.8151320198288664e-08,3.850089063511201e-06,1.2523928112245052e-12,1.776634805561151e-17,5.653675844572548e-15,3.230390705460072e-08,5.127593012455512e-18,5.1246497065557905e-16,1.0577053121055698e-10,4.0308683863325617e-19,1.3051581427872611e-18
1.86669817180322e-08,0.17948141001552206,3.76,0.0,0.6598068790245967,0.999996919531274,1.1268493885190833e-07,2.7580388127084997e-07,1.9114492274931136e-07,0.002321371879200243,0.0023214982312846177,3.0928698406033955e-11,2.2709361129931595e-06,7.847460927564354e-08,5.650238458878217e-08,1.1779484590691419e-08,2.855811531858541e-06,1.2882171406163312e-09,2.579712071351671e-07,2.6356735450998263e-06,4.9878915261640805e-06,2.4501358462122516e-07,3.2229076510383868e-09,3.5756980901019876e-09,1.0236008681004202e-08,5.122884746003334e-08,6.839317135508841e-13,1.8916507831419258e-13,1.605290438201608e-10,4.7475367131754615e-12,1.4003352315376133e-18,2.2736284440266898e-10,6.159022099749062e-13,4.088684555343902e-14,7.624699381975359e-17,2.0673123679364384e-17,4.174718277802478e-06,1.9159415898021948e-08,3.948977312949785e-06,1.3421619544041583e-12,1.913605726711603e-17,6.113386244534825e-15,3.410014721849564e-08,5.6808646925067774e-18,5.86286033148145e-16,1.0885756127217832e-10,4.432055167565715e-19,1.4741773911700012e-18
1.91681839580628e-08,0.17948348007148013,3.76,0.0,0.6597443091198456,0.9999968273743715,1.2205582859674234e-07,2.9043384006024585e-07,2.0099108416285592e-07,0.00238358358330385,0.0023837168531923463,3.176125415002648e-11,2.4065504355600953e-06,8.189180432982422e-08,6.038354696630403e-08,1.2957803250903639e-08,2.934141666523715e-06,1.3584172910945536e-09,2.6474609199300414e-07,2.721470192587314e-06,5.214478940690607e-06,2.4960916168206835e-07,3.404658119551014e-09,3.780929926727659e-09,1.1002748623302482e-08,5.320215696705067e-08,7.550795519138496e-13,2.1336462305993775e-13,1.648495711562831e-10,5.101807345585728e-12,1.5825319227791958e-18,2.3838603145918836e-10,6.783618705711653e-13,4.607075884553678e-14,8.500164817760265e-17,2.336527540973253e-17,4.2851483728686335e-06,2.019435235771624e-08,4.047490980861191e-06,1.4360753949010114e-12,2.057462556387297e-17,6.595281231015259e-15,3.5944388168020346e-08,6.27922344089785e-18,6.681353772636351e-16,1.1193473486284139e-10,4.862547696611002e-19,1.6602074056879142e-18
1.9669386198093398e-08,0.1794855501090623,3.76,0.0,0.659681739814735,0.9999967346378423,1.3190101644815281e-07,3.0542204974935656e-07,2.1101931163520468e-07,0.002445789201730369,0.002445929576441184,3.259372847951294e-11,2.5464775510688745e-06,8.534684633528432e-08,6.440219378732947e-08,1.421566500055423e-08,3.012587490721357e-06,1.4304923596797978e-09,2.7157774817205763e-07,2.807987074769947e-06,5.446281933126031e-06,2.542422119401575e-07,3.5919628195507762e-09,3.9923901987331205e-09,1.1803333045797646e-08,5.519279813596717e-08,8.316325717997262e-13,2.39940874381247e-13,1.6920649870798242e-10,5.473378859258097e-12,1.782913193962442e-18,2.496887382074814e-10,7.454917860695235e-13,5.176255929573192e-14,9.449674644690063e-17,2.6328073364614638e-17,4.3954925620545926e-06,2.12560984484674e-08,4.145631533438849e-06,1.5342364384097433e-12,2.2083914908933463e-17,7.099705763309942e-15,3.7836583763869485e-08,6.92532049064595e-18,7.58614608412725e-16,1.1500208102974568e-10,5.323822361491979e-19,1.8645263206658116e-18
2.0170588438123997e-08,0.17948762012971659,3.76,0.0,0.6596191710655632,0.9999966413154081,1.422290577413309e-07,3.2076707446230625e-07,2.212263254673228e-07,0.0025079887343580753,0.0025081364011424663,3.342612139396381e-11,2.690751573873458e-06,8.883823946837931e-08,6.855792669754265e-08,1.5555830489401577e-08,3.091151419813101e-06,1.5044439737698336e-09,2.7846635027040174e-07,2.895231035832982e-06,5.6833437139930326e-06,2.589129479227837e-07,3.7848795601374005e-09,4.210121946666073e-09,1.2638212705254341e-08,5.7200841462882604e-08,9.138640396853086e-13,2.690625283530207e-13,1.7359993123296083e-10,5.862708785085125e-12,2.0027891342427454e-18,2.6127303614257806e-10,8.175299461686428e-13,5.799859611410843e-14,1.0477497654560422e-16,2.958136003492635e-17,4.505750912446358e-06,2.234462307059823e-08,4.2434004311220366e-06,1.6367494777696567e-12,2.3665805416571512e-17,7.626999639290144e-15,3.977668791987308e-08,7.621914994228336e-18,8.583508266664847e-16,1.1805963141390154e-10,5.817403046701154e-19,2.088480712687562e-18
2.0671790678154596e-08,0.1794896901348964,3.76,0.0,0.6595566028284556,0.9999965474008097,1.5304835384854095e-07,3.36467484081655e-07,2.316090362307171e-07,0.0025701821810586323,0.002570337327403869,3.425843289278883e-11,2.8394069345212707e-06,9.236454649259041e-08,7.285026464886916e-08,1.698105150120576e-08,3.1698358696481294e-06,1.5802738295882887e-09,2.854120791796577e-07,2.983208740909123e-06,5.9257076641383795e-06,2.636215816982238e-07,3.9834672119768085e-09,4.434168624260981e-09,1.350782721946369e-08,5.922637132579467e-08,1.0020550503720766e-12,3.0090613654867113e-13,1.780299780785808e-10,6.270259094077658e-12,2.2435316290273863e-18,2.7314100232640707e-10,8.9472166379034e-13,6.481696093574368e-14,1.1588055636104388e-16,3.314594938811477e-17,4.615923491049571e-06,2.3459895153647574e-08,4.34079912862094e-06,1.7437199995336096e-12,2.532219549215192e-17,8.177498065814361e-15,4.176465460278424e-08,8.371877032334482e-18,9.679969103556586e-16,1.211074196257326e-10,6.344862035421036e-19,2.333488104584544e-18
2.1172992918185195e-08,0.17949176012606013,3.76,0.0,0.6594940350593628,0.9999964528878087,1.6436716113089214e-07,3.5252185422515797e-07,2.4216453709745817e-07,0.002632369541697058,0.0026325323553293856,3.5090662975337306e-11,2.99247837129959e-06,9.592438646318917e-08,7.727864913308274e-08,1.8494069349770763e-08,3.2486432554522724e-06,1.6579836921786874e-09,2.92415121617042e-07,3.0719266876374902e-06,6.173417337660982e-06,2.6836832479838967e-07,4.187785682310353e-09,4.664574094799375e-09,1.4412605581987164e-08,6.126948340990497e-08,1.0964946335626582e-12,3.356563082172253e-13,1.8249675281831138e-10,6.6964962319746216e-12,2.5065759640127953e-18,2.8529471967386935e-10,9.773196926033194e-13,7.225753630726732e-14,1.2785926852987108e-16,3.704365432138993e-17,4.726010364789799e-06,2.460188365635976e-08,4.437829074941543e-06,1.855254590491886e-12,2.7055001975649218e-17,8.751532190304911e-15,4.380043783206189e-08,9.178190681399485e-18,1.0882317966609837e-15,1.241454807767715e-10,6.907820924088728e-19,2.601039531895458e-18
