Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56)
8.718808209014278e-14,0.17940429036990696,3.76,0.0,0.6621380856070708,0.9999999999868783,2.7348747530616078e-24,7.959200987517824e-18,6.399800754871607e-19,1.08621703689649e-08,1.0862170372495655e-08,9.682387248073549e-20,3.350799575085212e-18,3.347307083500028e-18,1.8800364687714623e-23,1.7731761460109364e-26,1.312166767158021e-11,3.5371678652814946e-20,5.535330588205491e-12,7.729370139682456e-16,6.219118429487423e-16,7.58587478917918e-12,8.661352703105818e-20,7.820844366805283e-20,2.7931570167463905e-24,5.765333208072393e-17,1.181591656119659e-29,1.4357745574487191e-31,2.8127385588584734e-19,3.454728546881869e-27,1.3850284211054225e-40,2.6224876299376928e-20,5.20551779147448e-29,3.365622069004857e-35,8.721384128057599e-41,1.2889088553777397e-42,1.978291023822348e-11,5.338976403419088e-19,1.9782903665433138e-11,1.1784094681303075e-27,3.7469904828986005e-36,2.1316852522138244e-30,9.480290959813465e-19,2.7460504738736604e-38,6.606272831468471e-39,1.7307721203928534e-20,9.085676731255181e-40,2.503608276699691e-44
1.1625077663345603e-13,0.17940429048992537,3.76,0.0,0.662138081975379,0.9999999999825043,5.768972492480364e-24,1.3577459446150842e-17,1.0918123331361386e-18,1.4482893845991049e-08,1.4482893852014087e-08,1.6514895276611008e-19,5.71714745836846e-18,5.7101072972608934e-18,3.965537637963635e-23,3.741422928382838e-26,1.7495557641279513e-11,6.033992313950241e-20,7.380327332705083e-12,1.2615564878680326e-15,1.0608986674658595e-15,1.0114384727731353e-11,1.4775315264145136e-19,1.3341458057499547e-19,5.8915739437645534e-24,7.687752974617744e-17,2.4923058970073318e-29,3.0285565424638846e-31,4.7980775697081e-19,7.286964613828181e-27,3.5127491312626298e-40,4.473608255019063e-20,1.0979869695803579e-28,8.5359349036896e-35,2.3466861508206424e-40,3.841828216051439e-42,2.6377213138978393e-11,9.107665464207152e-19,2.637720192657238e-11,2.5676714262032132e-27,9.502708678917872e-36,4.64466268905264e-30,1.6172260832358688e-18,7.147909623202313e-38,1.6754947717105185e-38,2.952476969889638e-20,2.444648708114612e-39,7.81040034483577e-44
1.7437616572008252e-13,0.17940429072996222,3.76,0.0,0.6621380747119956,0.9999999999737565,1.5758352168055903e-23,2.811040132269167e-17,2.2607407878619022e-18,2.1724340751973407e-08,2.1724340764443263e-08,3.418467428976511e-19,1.1840351462200001e-17,1.1822035252450133e-17,1.083109599218231e-22,1.0224813114754354e-25,2.6243338323936073e-11,1.24926148962104e-19,1.1070194669614342e-11,2.49555537577291e-15,2.196422158530406e-15,1.5171276724832345e-11,3.0590643378748974e-19,2.7621855169053533e-19,1.6091701254583943e-23,1.1533317961194205e-16,6.807206680352544e-29,8.272347355053558e-31,9.933383316212866e-19,1.9902694416793e-26,1.2284356082591316e-39,9.261874787379956e-20,2.9989097875040574e-28,2.9850650871138535e-34,9.492922679493474e-40,1.6816171426023164e-41,3.95658182418401e-11,1.8856263808867195e-18,3.95657950279814e-11,7.453033167346076e-27,3.3228655943448664e-35,1.3481246451828005e-29,3.3482610892568546e-18,2.623148634545139e-37,5.859300677792983e-38,6.112670989275091e-20,9.888649167842234e-39,3.858323490638277e-43
2.3250155480670903e-13,0.17940429096999905,3.76,0.0,0.6621380674486123,0.9999999999650088,3.2974525977009466e-23,4.780842365816555e-17,3.845384339868817e-18,2.8965787582636233e-08,2.8965787603844085e-08,5.8127336816260505e-19,2.014336261852475e-17,2.0106158631738555e-17,2.2662243829798694e-22,2.1404543211085256e-25,3.4991120171168207e-11,2.1246666296569536e-19,1.4759864348463444e-11,4.1318539569338826e-15,3.7354841404640495e-15,2.022796835443958e-11,5.20270440685566e-19,4.697763939918927e-19,3.366919481875849e-23,1.5380027779088588e-16,1.4242854730463383e-28,1.7309297630726388e-30,1.6893392533422074e-18,4.1642600441544104e-26,3.069547247840861e-39,1.5751759565436132e-19,6.274661008105779e-28,7.4588624264047245e-34,2.57162895186567e-39,4.899361785950044e-41,5.275442225000848e-11,3.206956476259442e-18,5.2754382769321166e-11,1.629871206871801e-26,8.302363649411512e-35,2.9480451757726795e-29,5.6945149714732485e-18,6.80194939191835e-37,1.4640823942736971e-37,1.0395959181012444e-19,2.678720825906023e-38,1.211365374642964e-42
3.4875233297996206e-13,0.17940429145007286,3.76,0.0,0.6621380529218458,0.9999999999475132,1.04148584027941e-22,1.0416477359650828e-16,8.380695345878236e-18,4.344868099663916e-08,4.344868104284614e-08,1.265857285866032e-18,4.3919795913912166e-17,4.3807079118485254e-17,7.156008765542395e-22,6.768689709970653e-25,5.248668768950204e-11,4.629215562211284e-19,2.2138554742230433e-11,8.725334123077052e-15,8.138572349734056e-15,3.03406937287352e-11,1.1335826405605994e-18,1.0235521214341852e-18,1.0631669145058994e-22,2.3077304362990845e-16,4.497361052205571e-28,5.466448217934866e-30,3.680364525699627e-18,1.3149001933035318e-25,1.4215045046024705e-38,3.4318493672498737e-19,1.9812882185698255e-27,3.454044290563883e-33,1.2899897331612517e-38,3.394940047029746e-40,7.913162667175563e-11,6.987303637743974e-18,7.913154065142049e-11,5.421521346011693e-26,3.843800322512208e-34,9.805018692752002e-29,1.2407186102734741e-17,3.361592863341579e-36,6.780021802317516e-37,2.265018807475398e-19,1.3435370575343773e-37,9.384546566746229e-42
4.650031111532151e-13,0.17940429193014665,3.76,0.0,0.6621380383950797,0.9999999999300176,2.3693930338138263e-22,1.8287823432924493e-16,1.4717675880931174e-17,5.7931574084620764e-08,5.7931574165743684e-08,2.221384265739729e-18,7.716112993465017e-17,7.691025370604453e-17,1.6276547860595888e-21,1.5414883141601723e-24,6.998226024828019e-11,8.127345078280895e-19,2.951638974681746e-11,1.5059876002900012e-14,1.42881158078424e-14,4.045255192972643e-11,1.990222157638336e-18,1.7970217060483122e-18,2.4182074326931936e-22,3.0779764120113753e-16,1.0229229730866215e-27,1.2435024360587579e-29,6.460877050003347e-18,2.9907009329636228e-25,4.1220638948469237e-38,6.02494190944986e-19,4.506402329884795e-27,1.0015647441403462e-32,3.8710838297530103e-38,1.235010942258515e-39,1.0550882635510468e-10,1.2267352861942883e-17,1.0550867533239693e-10,1.2612173886165196e-25,1.1143950383970745e-33,2.28071521692504e-28,2.178284217009339e-17,1.002115632144057e-35,1.966034612715509e-36,3.976529277520833e-19,4.0313468828152405e-37,3.5497910334733853e-41
6.97504667499721e-13,0.17940429289029441,3.76,0.0,0.6621380093415481,0.9999999998950263,7.914915899854931e-22,4.0768537121781814e-16,3.282915699171095e-17,8.689735927801614e-08,8.689735945885647e-08,4.947045920162754e-18,1.7226979935414801e-16,1.7145286089530588e-16,5.4343567954956e-21,5.162269103838774e-24,1.0497342055533065e-10,1.811807831295509e-18,4.426948236874953e-11,3.297518916767019e-14,3.184979391972012e-14,6.067365523794832e-11,4.436907761540124e-18,4.0060951666527564e-18,8.073856126893539e-22,4.620107878960865e-16,3.4151770410938586e-27,4.152918079685031e-29,1.4400123575148786e-17,9.984622110104897e-25,2.094699080264984e-37,1.343012261661657e-18,1.5045047345034773e-26,5.089096484819291e-32,2.003898093509266e-37,9.745842954528434e-39,1.5826321144112506e-10,2.7347282331691583e-17,1.5826287477043434e-10,4.294112591289009e-25,5.659863567043925e-33,7.763183951748855e-28,4.855991037035696e-17,5.239671359546799e-35,9.990334550213001e-36,8.86437560272341e-19,2.086269691600174e-36,2.888946255666631e-40
1e-12,0.17940429481059053,3.76,0.0,0.6621379715415547,0.999999999849501,2.4237757591465247e-21,8.346843293550622e-16,6.727279178825741e-17,1.2458319030998846e-07,1.245831906802219e-07,1.0113190158254004e-17,3.5348221207144567e-16,3.5102494179179606e-16,1.6626790668563974e-20,1.5876855028622604e-23,1.504985769763833e-10,3.709451910262153e-18,6.345879822272629e-11,6.675389266370083e-14,6.520140952319707e-14,8.697703527261852e-11,9.084496589974975e-18,8.202109824353555e-18,2.4702679207704454e-21,6.630015169930686e-16,1.0448309270190331e-26,1.2712250966563706e-28,2.947351321520247e-17,3.0545334667023772e-24,1.0210222481328253e-36,2.7493090809776403e-18,4.602726160950829e-26,2.4800658837282257e-31,9.67576816215913e-37,8.066256952834711e-38,2.268990901842759e-10,5.599014808207812e-17,2.268984008936598e-10,1.325983457502868e-24,2.7558075195015183e-32,2.3960922292079758e-27,9.942036217127235e-17,2.5921442474754533e-34,4.869190449795568e-35,1.814749989127746e-18,1.0067692616969065e-35,2.3779251798217133e-39
1.162507780192733e-12,0.17940429481059053,3.76,0.0,0.6621379512344886,0.9999999998250437,3.725959516784676e-21,1.1268884774627395e-15,9.085692381082008e-17,1.4482892573354655e-07,1.448289262333823e-07,1.3644976489392891e-17,4.776696192153582e-16,4.739090764211379e-16,2.5553212188766962e-20,2.443638817066103e-23,1.7495580193318808e-10,5.008049633574658e-18,7.376535932898708e-11,8.978949910487899e-14,8.802298666265272e-14,1.01105409472804e-10,1.2265049286284189e-17,1.107356001270208e-17,3.796486952074349e-21,7.71143061223343e-16,1.6057404097140853e-26,1.9539719614749655e-28,3.978648797197095e-17,4.6942770079621765e-24,1.7337401102072335e-36,3.711588763974858e-18,7.073613113294968e-26,4.211106749087295e-31,1.6397361680626477e-36,1.467041147539455e-37,2.637719244759307e-10,7.559105800608057e-17,2.6377099388029234e-10,2.0420369151891613e-24,4.6786035355820025e-32,3.689544167741593e-27,1.3422523041802408e-16,4.4114957930814565e-34,8.267975344798274e-35,2.4499858154452562e-18,1.7059822288056403e-35,4.321711563784485e-39
2.092514005578757e-12,0.17940429865118498,3.76,0.0,0.6621378350203838,0.9999999996850781,2.2333365785594733e-20,3.643934326602507e-15,2.9455264555768117e-16,2.6069204291543825e-07,2.606920445315376e-07,4.392920825966542e-17,1.5545703291888819e-15,1.5324039235213894e-15,1.5280268006835144e-19,1.4815465701969012e-22,3.1492080773089497e-10,1.6194204870786502e-17,1.3271590047723125e-10,2.8732224286110084e-13,2.845437475353316e-13,1.8192711864547598e-10,3.966674945593883e-17,3.5809467441526844e-17,2.2702557284152802e-20,1.3926363319341625e-15,9.600344496735816e-26,1.1699355426281425e-27,1.2854085201327485e-16,2.8062628905338485e-23,1.972241400364739e-35,1.1997562689749745e-17,4.228856291831099e-25,4.787947147930427e-30,1.8221416161899018e-35,3.2362365384397406e-36,4.747891219353886e-10,2.444336159776142e-16,4.747861127399525e-10,1.2265574783486694e-23,5.308117081535489e-31,2.2133842880047388e-26,4.3403498111308625e-16,5.051127884357068e-33,9.403399099228214e-34,7.920816537942406e-18,1.8925235232170493e-34,9.309402542385027e-38
3.952526456350805e-12,0.17940430633238308,3.76,0.0,0.6621376025922304,0.9999999994051454,1.5424777103536306e-19,1.2992665284182562e-14,1.0556833741814876e-15,4.924182143614993e-07,4.924182201225043e-07,1.5525474795722678e-16,5.614641399922825e-15,5.4635885140950996e-15,1.0503134462264417e-18,1.0466057812802218e-21,5.948517908980605e-10,5.774177998585611e-17,2.5045237741155355e-10,1.017590283571422e-12,1.013913232806799e-12,3.434035060605018e-10,1.4147811361326053e-16,1.276932593718057e-16,1.56054973407931e-19,2.6517563811310323e-15,6.596708154907141e-25,8.062629518122835e-27,4.57502421186672e-16,1.9277994687951985e-22,2.657973116604209e-34,4.274692454855457e-17,2.9053678639281626e-24,6.446037014266299e-29,2.4190729330057426e-34,8.611610306917865e-35,8.968226023889537e-10,8.715463146157572e-16,8.968118729341014e-10,8.439587656549872e-23,7.115623550708797e-30,1.519140613607311e-25,1.5475846214091591e-15,6.815489960871516e-32,1.2667721829520927e-32,2.823121433111102e-17,2.5005287189119062e-33,2.4316694884065387e-36
5.6103201955500555e-12,0.17940431317849914,3.76,0.0,0.6621373954334988,0.999999999155645,4.209189079027449e-19,2.6173702395075425e-14,2.134656725629469e-15,6.989512752340778e-07,6.989512868377307e-07,3.1075518964651066e-16,1.1415977426560988e-14,1.10059651966066e-14,2.858351980691328e-18,2.8922157291216293e-21,8.443500460423068e-10,1.1632127122670492e-16,3.552039220578443e-10,2.044750774227571e-12,2.0415804881714826e-12,4.871367989270857e-10,2.850713350263246e-16,2.5725616407775407e-16,4.247005987164968e-19,3.795227718301203e-15,1.7949323992114407e-24,2.197440978283759e-26,9.20438452100935e-16,5.244609583208372e-22,9.261490790973552e-34,8.606796022643613e-17,7.904611073229024e-24,2.24506007789421e-28,8.73558585674547e-34,3.6568017321517093e-34,1.2729719931489333e-09,1.7557339794158017e-15,1.2729503786963727e-09,2.2965931375088206e-22,2.4735123726970297e-29,4.128285774493138e-25,3.1176168981596113e-15,2.37445050744545e-31,4.413366803188189e-32,5.685568449910181e-17,8.994691522715352e-33,1.0575207288717123e-35
7.268113934749306e-12,0.17940432002462492,3.76,0.0,0.6621371882748266,0.999999998906143,8.933885786283892e-19,4.392467501714267e-14,3.5958409973249035e-15,9.054842694663778e-07,9.0548428893647e-07,5.181599653805017e-16,1.9335784614109252e-14,1.8469480692229926e-14,6.049528008900528e-18,6.218741262826794e-21,1.0938493287861313e-09,1.9521114549857958e-16,4.5978171274322043e-10,3.4259491202843397e-12,3.4245830774631444e-12,6.306935803660661e-10,4.785129720736616e-16,4.317578550884129e-16,8.98871286442863e-19,4.963431028328726e-15,3.7981923911357525e-24,4.6579727833669904e-26,1.5426582833016965e-15,1.1096001032482247e-21,2.410469321110495e-33,1.4436220285794284e-16,1.6724911724588733e-23,5.840210774985398e-28,2.3389975210789353e-33,1.1442919869050947e-33,1.649120415316683e-09,2.946479692608549e-15,1.6490841419964704e-09,4.859286662619533e-22,6.420579344680345e-29,8.722537137943373e-25,5.2319981660827275e-15,6.177448758081425e-31,1.148470301256993e-31,9.538807262203323e-17,2.397312528226255e-32,3.3826171277141333e-35
8.925907673948557e-12,0.17940432687076022,3.76,0.0,0.6621369811162141,0.9999999986566392,1.6292721364426776e-18,6.624553266098723e-14,5.443288058211167e-15,1.1120171970592581e-06,1.1120172264186447e-06,7.764928539609078e-16,2.942748607348597e-14,2.785389746988959e-14,1.1001954610508697e-17,1.1483150944210585e-20,1.3433496383334265e-09,2.944114596501416e-16,5.641860690430913e-10,5.16064457976535e-12,5.162436955239324e-12,7.740740689183593e-10,7.218333943647229e-16,6.51207148922792e-16,1.6347618191017264e-18,6.1604731517577256e-15,6.906423592523492e-24,8.484052424747676e-26,2.3235535259042494e-15,2.017278340037408e-21,5.1850134812977954e-33,2.176063335879592e-16,3.0408375804627593e-23,1.2556434312996775e-27,5.160679840332849e-33,2.857842375028425e-33,2.0252678688931163e-09,4.443782814432866e-15,2.0252131628852675e-09,8.83439019268321e-22,1.3775608541315833e-28,1.5836216400530447e-24,7.890727646880279e-15,1.3281767903644546e-30,2.4700787343643155e-31,1.4382010879734698e-16,5.259965628880262e-32,8.609009063974574e-35
1e-11,0.17940433371690515,3.76,0.0,0.6621368468972106,0.9999999984949839,2.279284791900912e-18,8.314688982451284e-14,6.848728123019325e-15,1.2458308123383727e-06,1.2458308491844497e-06,9.705187533117592e-16,3.715527721175521e-14,3.4959430075384714e-14,1.5362658781371677e-17,1.6197528920927912e-20,1.5050026048507102e-09,3.6952640847145155e-16,6.317377324638725e-10,6.472971106066726e-12,6.477564464393189e-12,8.668769685171986e-10,9.06125885010057e-16,8.173892346229246e-16,2.2827418534868298e-18,6.95373375211357e-15,9.64279081233052e-24,1.1858834925118438e-25,2.9138670295964652e-15,2.8161912515664834e-21,7.993171969399887e-33,2.73029389887232e-16,4.2453163749341565e-23,1.9350464017655392e-27,8.078909687773854e-33,4.824544382777311e-33,2.2689750482571476e-09,5.577545427018586e-15,2.2689063850284634e-09,1.233297420389905e-21,2.119911396187238e-28,2.2087361969731467e-24,9.903926513199319e-15,2.0468000821393076e-30,3.807541803033666e-31,1.80479672355881e-16,8.198207122166195e-32,1.4699608549085947e-34
1.0583701413147808e-11,0.17940433371690515,3.76,0.0,0.6621367739576608,0.999999998407134,2.689652576256943e-18,9.313621870192857e-14,7.681244365546913e-15,1.3185500580136544e-06,1.318550099284224e-06,1.0847483456246783e-15,4.174705498719149e-14,3.9158964777110536e-14,1.8112327823837786e-17,1.9189370895525153e-20,1.5928509738493318e-09,4.139222570725913e-16,6.684173258366601e-10,7.248270327469441e-12,7.254634700594212e-12,9.172784937769624e-10,1.0150637540155869e-15,9.156132550875455e-16,2.691333239712464e-18,7.390655013833906e-15,1.136810560072425e-23,1.398824396512721e-25,3.26248752887109e-15,3.3198743667287002e-21,9.852472094647831e-33,3.0577591489461095e-16,5.0047167570470697e-23,2.3848083488338314e-27,1.0024253723891563e-32,6.175769633796967e-33,2.4014143538799676e-09,6.247642429062911e-15,2.401337441419927e-09,1.4538647326932935e-21,2.610991002718439e-28,2.6026007475437263e-24,1.1093804089598563e-14,2.5225175153789465e-30,4.693051717030769e-31,2.0214311422439699e-16,1.0152271638642123e-31,1.8901305780740356e-34
1.389928889154631e-11,0.1794043474092238,3.76,0.0,0.6621363596407323,0.9999999979081188,6.006050950540202e-18,1.6062686231765083e-13,1.3343866103665653e-14,1.7316155800104124e-06,1.7316156511656402e-06,1.847525320975432e-15,7.326981390471328e-14,6.75301484733964e-14,4.0227353005159226e-17,4.386386704777151e-20,2.091856719801585e-09,7.138754085770405e-16,8.763617374962184e-10,1.2480286407523307e-11,1.2500247799589154e-11,1.2031599722606582e-09,1.7513621893453164e-15,1.5793287496396602e-15,5.977662875423501e-18,9.965796426887871e-15,2.5240982519584862e-23,3.115995257709079e-25,5.612201296801215e-15,7.368460070178593e-21,2.7637907671111826e-32,5.26804102770906e-16,1.1109539172185155e-22,6.683469195768309e-27,2.926173068445685e-32,2.1462046172791205e-32,3.153704418093425e-09,1.077502712868479e-14,3.1535717716428375e-09,3.2265837468865322e-21,7.287609859797996e-28,5.760662352809452e-24,1.9132992087191216e-14,7.068672922180635e-30,1.3162394286523155e-30,3.4843096274449945e-16,2.9179267878624866e-31,6.740766992247359e-34
1.721487636994481e-11,0.17940436110158067,3.76,0.0,0.6621359453240406,0.9999999974090971,1.1342412992482387e-17,2.463961296618162e-13,2.0617590605125526e-14,2.1446808354641665e-06,2.144680944580803e-06,2.7987714056462097e-15,1.1435039410504152e-13,1.0358101633370632e-13,7.556725315613979e-17,8.470876529724924e-20,2.590866559981895e-09,1.0950708431070043e-15,1.0836176172511688e-09,1.9117476050950727e-11,1.9157374774105814e-11,1.488339845644572e-09,2.6876456522357866e-15,2.422977685322209e-15,1.1229490453750288e-17,1.272311514998952e-14,4.7402250409403725e-23,5.870521549615951e-25,8.58673834821584e-15,1.38324912854903e-20,6.261330463199353e-32,8.072519456350124e-16,2.0858447495038338e-22,1.5127730995268467e-26,6.860835290015677e-32,5.750690271614497e-32,3.905990607975828e-09,1.6528624910135665e-14,3.905787133146597e-09,6.0564781643170306e-21,1.6431476746799254e-27,1.0784868799211035e-23,2.9349549388854874e-14,1.599746474745519e-29,2.9814934975250716e-30,5.34182254652291e-16,6.72641427271998e-31,1.840583367165379e-33
2.0530463848343313e-11,0.1794043747939756,3.76,0.0,0.6621355310075853,0.9999999969100689,1.923696036897714e-17,3.5044351452403677e-13,2.953811262025645e-14,2.5577458243826136e-06,2.557745979529848e-06,3.930633235089385e-15,1.654586785027419e-13,1.4730943930732364e-13,1.2748086132938393e-16,1.468496935594028e-19,3.0898804873785066e-09,1.5575088012123435e-15,1.290187773972679e-09,2.7155079558858715e-11,2.7221754640547378e-11,1.7728200416610292e-09,3.824154119317664e-15,3.446637372248348e-15,1.8944709613920024e-17,1.5698644366306264e-14,7.994593525869551e-23,9.932721057365125e-25,1.2180785638969762e-14,2.3319528372675136e-20,1.2391855652991457e-31,1.1469144493392857e-15,3.516945085216472e-22,2.9912600334421054e-26,1.4012709170773077e-31,1.3139705263927013e-31,4.658272923547721e-09,2.3508426167888327e-14,4.657983526443027e-09,1.0209178444799572e-20,3.236483184715457e-27,1.8131649196767104e-23,4.17434621047037e-14,3.162752322132388e-29,5.9000363273560845e-30,7.59323858529931e-16,1.347578090994798e-30,4.268257849106327e-33
