Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652)
7.617007292616018e-10,0.13694479434873638,3.76,0.0,0.6385641491698866,0.9999999991907913,1.2644831601617165e-15,4.8776387060485394e-14,9.698530248808171e-14,7.18520219108363e-07,7.18520220532333e-07,4.532187740324504e-18,4.278039522886682e-14,1.3686979804957769e-15,5.728259159203316e-17,1.0477172972261234e-18,8.084247784938208e-10,1.324833289289664e-15,4.070476061341566e-10,5.8885276390710305e-12,8.445746153128661e-12,3.898247694214352e-10,1.646548190936887e-17,7.295395015383563e-16,4.702106246985159e-18,3.0951080942931083e-15,2.8461888691403974e-24,9.07095417758958e-25,6.842808496987355e-13,2.4920507194878232e-20,8.880712825242424e-30,8.670258969652658e-15,2.3116791623531054e-23,1.4349160395129555e-25,6.462805457228468e-31,3.706698768606941e-29,1.3143010447502133e-10,8.566463514641862e-14,1.3147110423191555e-10,3.632004157653455e-21,3.562615338365326e-28,2.6414051021201715e-24,4.898084094288304e-15,1.656529498168478e-30,2.5282020307480624e-33,5.781089344812278e-17,1.288457129303986e-33,5.102535393976946e-35,1.1186614075285442e-38,7.281361067007726e-33
9.834588248976886e-10,0.13694479965620796,3.76,0.0,0.6385639397103151,0.9999999989539844,2.728198121133827e-15,8.130158683464963e-14,1.6255631918947579e-13,9.277067841933054e-07,9.27706786565769e-07,5.9918851231183266e-18,9.091423560284703e-14,2.2658119248736825e-15,1.2218652168168109e-16,2.4781104457533903e-18,1.0447242183568275e-09,2.2097346818816846e-15,5.237516221582864e-10,9.769817896355396e-12,1.404832459789438e-11,5.017880666413649e-10,2.7404169069430467e-17,1.2168304336960828e-15,1.004889531134251e-17,6.546817146173247e-15,6.108359692310747e-24,1.972517951922315e-24,1.1238763958094317e-12,5.3458077780262425e-20,2.412094062706227e-29,1.4423717907074018e-14,4.9506277630346924e-23,3.9815440639280625e-25,3.1321260808697648e-30,1.3410928400901092e-28,1.6966002669061898e-10,1.4277886144984882e-13,1.6972835695714625e-10,7.78489979949753e-21,8.341277747953384e-28,6.746152854820703e-24,8.163749072225743e-15,4.601376308168672e-30,7.79540701056022e-33,9.559178805362468e-17,3.747603486980282e-33,1.877580295884682e-34,4.27791024062951e-38,1.908371022238676e-32
9.999999999999999e-10,0.136944804307529,3.76,0.0,0.6385639240865015,0.999999998936299,2.868899662158282e-15,8.405879883837664e-14,1.6813881176060385e-13,9.433102325374492e-07,9.433102349903171e-07,6.100930876811258e-18,9.550652465015026e-14,2.3414577329352532e-15,1.2837728144535243e-16,2.623002045184354e-18,1.0623669043163903e-09,2.2847879390799608e-15,5.324249947565867e-10,1.009766538028947e-11,1.4522500444550939e-11,5.101122529153433e-10,2.8330396875961725e-17,1.2581600258103062e-15,1.0559553379315702e-17,6.874806250851228e-15,6.4210318122287406e-24,2.075468663289341e-24,1.1607154965503975e-12,5.619058223378729e-20,2.5747233615244224e-29,1.4910715114859754e-14,5.2030390324814717e-23,4.256717588995499e-25,3.470310180471302e-30,1.4589040714035635e-28,1.725110227788598e-10,1.4762028881977585e-13,1.7258166965622775e-10,8.182299383167347e-21,8.813099157261177e-28,7.170830992858791e-24,8.440571695967562e-15,4.919739712920396e-30,8.40511432440765e-33,9.877464036234554e-17,4.019845264232388e-33,2.0444309836766693e-34,4.671400642367e-38,2.0357904796873107e-32
1.1778007689113454e-09,0.136944804307529,3.76,0.0,0.638563756146444,0.9999999987460116,4.700836034305026e-15,1.1659829803179344e-13,2.3426751258037556e-13,1.1110313706031642e-06,1.1110313740049595e-06,7.274192953540259e-18,1.5494217986006853e-13,3.2300722034683564e-15,2.0846080093866933e-16,4.589036413030955e-18,1.2521551800936614e-09,3.170934087125117e-15,6.253800808620267e-10,1.3954764848194716e-11,2.0110716980879118e-11,5.993509357160561e-10,3.925056754698305e-17,1.7461313775984301e-15,1.7172604782903713e-17,1.1105022089463707e-14,1.0482863465446434e-23,3.421693362122169e-24,1.5911450706718571e-12,9.165205825271897e-20,4.863702250122031e-29,2.0650562700265018e-14,8.475855264110806e-23,8.167155418506837e-25,9.083964514751085e-30,3.2749107066155223e-28,2.0315093460732495e-10,2.0475444167431019e-13,2.032489187311244e-10,1.33369388369689e-20,1.5071523023005914e-27,1.3010562962323004e-23,1.170738768871221e-14,9.445640948397784e-30,1.7541416747519753e-32,1.361343210795496e-16,7.95975864765543e-33,4.626078896804459e-34,1.08436765994404e-37,3.857574354106222e-32
1.3721427129250023e-09,0.13694480895886585,3.76,0.0,0.6385635725825933,0.9999999985376297,7.45809386550496e-15,1.5823880257314033e-13,3.194826754714173e-13,1.294355904129187e-06,1.2943559087454351e-06,8.5558404463509e-18,2.43440524233124e-13,4.357459565272627e-15,3.275001422716985e-16,7.774902088394136e-18,1.4599076227620362e-09,4.3058769904199424e-15,7.264135652799911e-10,1.88621237052994e-11,2.724335075650162e-11,6.963963359848244e-10,5.319984238638641e-17,2.3710951285566298e-15,2.702316294838641e-17,1.7359911094316366e-14,1.657484758257282e-23,5.4648534831880745e-24,2.131810878720576e-12,1.446908581323605e-19,8.784116375382796e-29,2.797800010468314e-14,1.3362960617366474e-22,1.4993789740947267e-24,2.2274002723289622e-29,6.952171583918073e-28,2.3663006319038025e-10,2.778627403323169e-13,2.367630246733446e-10,2.1038836490354017e-20,2.473419285461029e-27,2.2601690015695986e-23,1.5887586176670557e-14,1.7352318867712772e-29,3.5491170358794427e-32,1.8346347149195377e-16,1.5091836510788608e-32,9.89888521125416e-34,2.38190533402641e-37,7.136842593336381e-32
1.5664846569386592e-09,0.13694481361021849,3.76,0.0,0.638563389018759,0.9999999983288422,1.1135731413989007e-14,2.0622187586772627e-13,4.183897270869927e-13,1.4776803847713754e-06,1.4776803907872693e-06,9.836253602493036e-18,3.6024367818722145e-13,5.644975282934964e-15,4.842447792397725e-16,1.2329853712794916e-17,1.66798042049161e-09,5.61482962790956e-15,8.268611583054584e-10,2.4482959357292602e-11,3.544028729638369e-11,7.929281075690204e-10,6.924447417247494e-17,3.091857887672866e-15,4.0022067695644326e-17,2.555427033398824e-14,2.467798751792018e-23,8.213504434074685e-24,2.7429093716251315e-12,2.1497738730215438e-19,1.4636295722480071e-28,3.640033040755131e-14,1.9828941974905476e-22,2.537695699434463e-24,4.833363060247012e-29,1.3320281345048414e-27,2.7009741657607033e-10,3.620997772588165e-13,2.7027067602760523e-10,3.1234649874111274e-20,3.785985409013234e-27,3.637492394177999e-23,2.0704121060616223e-14,2.9386165581352237e-29,6.63821850239609e-32,2.3743323723258646e-16,2.6332035146322243e-32,1.9121020459743942e-33,4.710503698482926e-37,1.2358929939336237e-31
1.760826600952316e-09,0.1369448182615868,3.76,0.0,0.6385632054549373,0.999999998119653,1.587146544451025e-14,2.605462932887483e-13,5.31177253165591e-13,1.66100481252973e-06,1.661004820130537e-06,1.1116378837582423e-17,5.091378031813249e-13,7.089676948177928e-15,6.835053559117279e-16,1.858070507661931e-17,1.8763724599566446e-09,7.098057308948475e-15,9.267317528850189e-10,3.0808445391638964e-11,4.4695657312066997e-11,8.889500614657295e-10,8.737734186891167e-17,3.9085526535678525e-15,5.65829237275946e-17,3.5921085392921987e-14,3.509308035043337e-23,1.1783553674991324e-23,3.4215856456087906e-12,3.049021673805228e-19,2.293684043463621e-28,4.591192447296437e-14,2.8088951784572253e-22,4.037187438520901e-24,9.56986683703451e-29,2.36231603808566e-27,3.0355299890001633e-10,4.574615729363859e-13,3.037718740377548e-10,4.4265484401432727e-20,5.497658822402502e-27,5.52320551318703e-23,2.615676889599443e-14,4.677544008301861e-29,1.1690930866054557e-31,2.979008027506465e-16,4.312900743904357e-32,3.4196235129520136e-33,8.609247142224085e-37,2.0301374515086197e-31
1.9551685449659727e-09,0.13694482291297075,3.76,0.0,0.6385630218911239,0.9999999979100659,2.180496817555495e-14,3.212108299810114e-13,6.580343106139552e-13,1.8443291874042496e-06,1.8443291967753101e-06,1.2396687010341436e-17,6.938627363113163e-13,8.688676081657047e-15,9.299683619652e-16,2.6885630013155567e-17,2.0850826397655793e-09,8.755824482774985e-15,1.026034061630179e-09,3.7829859480300926e-11,5.500365770062255e-11,9.844659807568559e-10,1.0759171095163428e-16,4.821309363836954e-15,7.71117778540107e-17,4.868402349874469e-14,4.812950510512534e-23,1.6295468169006752e-23,4.165088262384616e-12,4.1684405544736634e-19,3.4251955566931074e-28,5.650722075207595e-14,3.8356497478918492e-22,6.117033941852567e-24,1.7637069637909611e-28,3.943496423512137e-27,3.369968142978371e-10,5.639441478575263e-13,3.3726661994788897e-10,6.046962424501721e-20,7.660981852671689e-27,8.01116102500545e-23,3.2245306233542486e-14,7.090831287168393e-29,1.962471380092701e-31,3.647263977001295e-16,6.720805310936436e-32,5.757876958224678e-33,1.4795118604527125e-36,3.192526787641531e-31
2.3438524329932864e-09,0.13694483221578538,3.76,0.0,0.638562654763507,0.9999999974897106,3.783289023726884e-14,4.615553622954122e-13,9.547138706775226e-13,2.210977778501776e-06,2.210977791969663e-06,1.4957587234835445e-17,1.1855501708964027e-12,1.233825823913647e-14,1.5826862948122175e-15,5.1229419340398326e-17,2.503453069621767e-09,1.2596030931937529e-14,1.222967863182073e-09,5.392606269068316e-11,7.87546417159986e-11,1.1739947159217987e-09,1.5423976274534966e-16,6.93551454978533e-15,1.3166327630029716e-16,8.225152894268783e-14,8.335307262971043e-23,2.86493697128531e-23,5.836022768499564e-12,7.1623921026204565e-19,6.840363651461617e-28,8.092698541468325e-14,6.576130185794901e-22,1.2556836634850177e-23,5.082989858239103e-28,9.564803310875289e-27,4.038491608526738e-10,8.102557221454712e-13,4.0423676044402464e-10,1.037377680409087e-19,1.355147725958241e-26,1.5182476523755782e-22,4.6329155861315776e-14,1.4568701354529685e-28,4.939700449113574e-31,5.169063643750544e-16,1.4552304760766923e-31,1.4218894193711463e-32,3.7944303016617675e-36,7.109873108989742e-31
2.7325363210206e-09,0.13694484151866204,3.76,0.0,0.6385622876358777,0.9999999970678032,6.037457721411438e-14,6.272456761512057e-13,1.3099424404558362e-12,2.5776261580639297e-06,2.5776261763708935e-06,1.751854546483464e-17,1.8643226751435443e-12,1.6571645270670403e-14,2.4775327605020876e-15,8.880955689686567e-17,2.923083129126596e-09,1.7137546988409746e-14,1.4177288726152671e-09,7.270381123073333e-11,1.0664809528474681e-10,1.3615440211768914e-09,2.0914209591792035e-16,9.43545492984347e-15,2.067804023267853e-16,1.278726671391389e-13,1.3303866792442986e-22,4.633629045353444e-23,7.735608466752834e-12,1.1319605777412768e-18,1.225156515326142e-27,1.0961644355833867e-13,1.0372282810274627e-21,2.3073465875035343e-23,1.2420075333765468e-27,2.0220518555972833e-26,4.706544893049903e-10,1.101002683939283e-12,4.711811074668939e-10,1.6368978371585535e-19,2.1872546273660049e-26,2.5957239516176235e-22,6.295388336811538e-14,2.679035685006909e-28,1.1050018613719745e-30,6.929127937466061e-16,2.8113522572246788e-31,3.0620529314306043e-32,8.454817105437291e-36,1.4194750113843464e-30
3.121220209047914e-09,0.13694485082160018,3.76,0.0,0.6385619205082063,0.9999999966443686,9.061684148287153e-14,8.182719781887447e-13,1.725229768918803e-12,2.9442743260906577e-06,2.9442743499795495e-06,2.0078972912287815e-17,2.7584465651694143e-12,2.1367606784243993e-14,3.647716719057336e-15,1.4354360857335903e-16,3.3439644267374994e-09,2.2382455814633182e-14,1.6103806610795803e-09,9.409702299467233e-11,1.386399322136651e-10,1.5471431348426706e-09,2.722582047395704e-16,1.2322064728583181e-14,3.054484252212713e-16,1.8702424820130267e-13,2.0009352519129058e-22,7.0508143138516e-23,9.845254324182868e-12,1.6826105951155142e-18,2.027344144842958e-27,1.4253350142147931e-13,1.5389959242590696e-21,3.9102966132932144e-23,2.6909586558756837e-27,3.8678738033296584e-26,5.374128326971664e-10,1.4361532383400756e-12,5.380996709643395e-10,2.4292983681007765e-19,3.3034940628564623e-26,4.117912199653913e-22,8.211770329298544e-14,4.5430336994642075e-28,2.258773515840761e-30,8.917324885227693e-16,4.995250443390973e-31,5.96916412460608e-32,1.700390072156591e-35,2.6040281316616752e-30
3.5099040970752276e-09,0.13694486012459942,3.76,0.0,0.6385615533804628,0.9999999962194299,1.2977653399818308e-13,1.0346244797866523e-12,2.2020742098440096e-12,3.3109222825818863e-06,3.310922312796162e-06,2.2639556107072218e-17,3.895490019787444e-12,2.6705683814112224e-14,5.124703668278582e-15,2.1976512361996516e-16,3.7660887442940335e-09,2.833282650677596e-14,1.8009843602231296e-09,1.1804116751730459e-10,1.7468704036696975e-10,1.7308208493872216e-09,3.435530897316514e-16,1.5596235529560916e-14,4.305445124405783e-16,2.610605876503763e-13,2.8768049364747144e-22,1.0241658025438244e-22,1.2147681540205754e-11,2.3866086118725864e-18,3.1587294977465896e-27,1.7963707127953518e-13,2.1793456630709903e-21,6.228783326930739e-23,5.322535852906416e-27,6.854425563637971e-26,6.041242240455624e-10,1.8156756155578879e-12,6.049924608797308e-10,3.4401843043769777e-19,4.7445370089646326e-26,6.172038844289171e-22,1.038188315116165e-13,7.2402942367279045e-28,4.300201794453187e-30,1.1123948533668454e-15,8.32234360603223e-31,1.0787770211154834e-31,3.162914827191208e-35,4.4675577930122534e-30
3.898587985102541e-09,0.1369448694276593,3.76,0.0,0.6385611862526183,0.9999999957930099,1.7909912149998437e-13,1.2762933968304117e-12,2.7419577479693016e-12,3.6775700275375194e-06,3.6775700648212416e-06,2.5200161847529768e-17,5.30236884750234e-12,3.256612631822418e-14,6.938365289688465e-15,3.221816232432979e-16,4.189448023331693e-09,3.499071497132721e-14,1.989598902902394e-09,1.4447315824654136e-10,2.1474720949649125e-10,1.912605534774036e-09,4.2299682888360316e-16,1.9258820068150346e-14,5.848464925752379e-16,3.5122670713864944e-13,3.992479978479528e-22,1.4342310333802497e-22,1.4626766310973895e-11,3.2622030204198694e-18,4.694115067341194e-27,2.208870011170101e-13,2.9745969882105967e-21,9.446710655283952e-23,9.796274603849469e-27,1.1432490209630673e-25,6.707886963416703e-10,2.2395380697983285e-12,6.718594871522209e-10,4.694751041672079e-19,6.550675684564439e-26,8.848070482609386e-22,1.2805548517921015e-13,1.0984893206616953e-27,7.723376296206023e-30,1.353968148684158e-15,1.3172339976441271e-30,1.8365595128496958e-31,5.529948229535674e-35,7.258550543837866e-30
4.287271873129855e-09,0.1369448787307794,3.76,0.0,0.6385608191246448,0.9999999953651292,2.3985880263504106e-13,1.54326894863876e-12,3.3463433837104404e-12,4.044217560957439e-06,4.0442176060552866e-06,2.776095482570964e-17,7.00535169880051e-12,3.8929881763079183e-14,9.117008547983016e-15,4.558652355969679e-16,4.614034362589255e-09,4.235816413529015e-14,2.176281076825337e-09,1.733313378847416e-10,2.5877911970303215e-10,2.0925251397101603e-09,5.105645061061522e-16,2.331063301144242e-14,7.710344577950061e-16,4.58661603771484e-13,5.385551165793615e-22,1.950123102357116e-22,1.7267498936105154e-11,4.327473754182552e-18,6.715699175329969e-27,2.662440648384597e-13,3.940981175145761e-21,1.3767877002865378e-22,1.7001198651031786e-26,1.8149264491211019e-25,7.374062825553278e-10,2.707708876176055e-12,7.387007597178569e-10,6.217787903710942e-19,8.761828812178242e-26,1.2239066016352814e-21,1.5482588255750323e-13,1.6013629626851932e-27,1.3206844712053645e-29,1.6155587266554615e-15,1.99936971871163e-30,2.9787092563457966e-31,9.19024059782698e-35,1.1274420451159947e-29
4.675955761157168e-09,0.13694488803395916,3.76,0.0,0.6385604519965141,0.9999999949358074,3.133593427378819e-13,1.8355413575116025e-12,4.0166728285839835e-12,4.41086488284151e-06,4.410864936498776e-06,3.032163314003175e-17,9.030043985284327e-12,4.57786081547301e-14,1.1687349250453492e-14,6.262567700979671e-16,5.039840021157609e-09,5.043720366891234e-14,2.3610854954335287e-09,2.0455551195676635e-10,3.067423608607387e-10,2.270607179476882e-09,6.062363152304185e-16,2.7752450358477914e-14,9.91688940032882e-16,5.84397324588534e-13,7.096962615611689e-22,2.5880702835560934e-22,2.0055990130592446e-11,5.600328713477073e-18,9.313969918238578e-27,3.1566998376068496e-13,5.094652600055016e-21,1.9416788601549238e-22,2.8093755658813465e-26,2.765557384577196e-25,8.039770156356915e-10,3.220156329782681e-12,8.055162885100633e-10,8.033667948067753e-19,1.1417534321318836e-25,1.644120935896744e-21,1.8412824296063457e-13,2.2586763495336745e-27,2.1651360735453992e-29,1.896311645878005e-15,2.930876589707576e-30,4.641072174721469e-31,1.463906194523816e-34,1.6861811575442207e-29
5.228631487110786e-09,0.1369449012623984,3.76,0.0,0.6385599299709347,0.9999999943229035,4.4243314439605316e-13,2.294667043641437e-12,5.086145245743929e-12,4.932206104999144e-06,4.932206172111714e-06,3.3962702948528674e-17,1.2511808312442862e-11,5.631743967674828e-14,1.6065787933271038e-14,9.431772524084454e-16,5.647384430513947e-09,6.315414784796327e-14,2.6207313522984904e-09,2.529124925488542e-10,3.816338801195301e-10,2.5207138644106365e-09,7.561997086387755e-16,3.474132527499746e-14,1.3696487698205254e-15,7.965066792002344e-13,1.0167097329888842e-21,3.740681578955949e-22,2.4250352259744254e-11,7.802460149701831e-18,1.419893034174886e-26,3.9288238187725963e-13,7.089199940200202e-21,3.0221370730088754e-22,5.354307016744571e-26,4.750386477122705e-25,8.98554375905436e-10,4.024990266931146e-12,9.004780302722984e-10,1.1166913340286534e-18,1.6036029536780818e-25,2.4007384029504e-21,2.3014997130023445e-13,3.5154046204088655e-27,4.114194248219277e-29,2.3269147753949098e-15,4.8048659913918364e-30,8.240279931349317e-31,2.672325728169782e-34,2.830599787996797e-29
5.781307213064403e-09,0.13694491449095597,3.76,0.0,0.6385594079449066,0.9999999937071737,6.038954290159067e-13,2.804891190458294e-12,6.2957681390576115e-12,5.4535468994633824e-06,5.45354698154119e-06,3.7603950139408936e-17,1.676396382783881e-11,6.775266942088264e-14,2.135439598749545e-14,1.3637907018959409e-15,6.2573575000280125e-09,7.731964530237879e-14,2.8768311773734747e-09,3.057703228594872e-10,4.6428343683035483e-10,2.7672363834965186e-09,9.224924209271887e-16,4.2522223331709386e-14,1.829135116667792e-15,1.049855108344863e-12,1.411356521440806e-21,5.233464597740911e-22,2.8683837520520758e-11,1.0510567795597905e-17,2.077180602122349e-26,4.781416527226825e-13,9.541251133722531e-21,4.49849087703646e-22,9.540782058680116e-26,7.716886935155527e-25,9.930371675767766e-10,4.919189634573483e-12,9.953877707442738e-10,1.5008146775705288e-18,2.1743811973733418e-25,3.370627874792848e-21,2.812822254474719e-13,5.2312955627632035e-27,7.355310277255208e-29,2.792380593646602e-15,7.508086217882132e-30,1.3853696095754628e-30,4.600570874573971e-34,4.506968149140405e-29
6.33398293901802e-09,0.1369449277196304,3.76,0.0,0.6385588859183555,0.9999999930886645,8.017865542746984e-13,3.366185729227838e-12,7.649372914949158e-12,5.97488726623362e-06,5.974887364788423e-06,4.1245007848525543e-17,2.185363508014401e-11,8.00382680359852e-14,2.7615160549580804e-14,1.907027334881721e-15,6.869738505010313e-09,9.293939896860951e-14,3.1295222010765678e-09,3.629701590693838e-10,5.545836159581017e-10,3.010249473614669e-09,1.1051060222744614e-15,5.109701762053804e-14,2.376627761378887e-15,1.3464655036931468e-12,1.9094951975120295e-21,7.1312796793519e-22,3.3326151289707153e-11,1.3774444784821512e-17,2.9395108356033343e-26,5.71346938851713e-13,1.2497124331091142e-20,6.45654201071168e-22,1.608782099494765e-25,1.197756314014968e-24,1.0874254851290128e-09,5.902663521894066e-12,1.090245538446397e-09,1.962331779521548e-18,2.8650808789992407e-25,4.584055882025023e-21,3.375198987871697e-13,7.504564925936408e-27,1.2492392253796229e-28,3.2906104855943214e-15,1.1278126927263872e-29,2.2272330754615397e-30,7.546204316949523e-34,6.869566524397348e-29
6.886658664971638e-09,0.13694494094842033,3.76,0.0,0.6385583638912095,0.9999999924674182,1.0402522490982895e-12,3.978522606773328e-12,9.150644020467208e-12,6.496227205309174e-06,6.496227321854569e-06,4.488584335122134e-17,2.784560694578943e-11,9.31305368722204e-14,3.4904982208713727e-14,2.5928949241158547e-15,7.484507259815823e-09,1.1001906363235924e-13,3.378934995391497e-09,4.243582486230359e-10,6.524301163554857e-10,3.2498262559091225e-09,1.3040490260265862e-15,6.046745915844803e-14,3.0182799800376636e-15,1.688054227416495e-12,2.5287527082312206e-21,9.507662742518942e-22,3.8150052375092386e-11,1.7643275734498254e-17,4.0480139785803523e-26,6.724006704042672e-13,1.60033270666405e-20,8.990253823253207e-22,2.590791788496371e-25,1.789882952537641e-24,1.1817194229478771e-09,6.975321108358899e-12,1.185051361885182e-09,2.507687936924004e-18,3.686560086956213e-25,6.072261928827974e-21,3.9885788953786584e-13,1.0442076290979724e-26,2.0312778696736768e-28,3.8196287883387e-15,1.6390072054422822e-29,3.4494944601449265e-30,1.18856120264831e-33,1.0094231805698917e-28
7.439334390925255e-09,0.13694495417732416,3.76,0.0,0.6385578418633985,0.9999999918434748,1.3235417907941356e-12,4.641873785424447e-12,1.0803104279895743e-11,7.017566716689284e-06,7.017566852740725e-06,4.85269440419871e-17,3.4802346684234486e-11,1.0698804142846234e-13,4.3275856363169146e-14,3.442412213426328e-15,8.101644107089147e-09,1.2856424612141237e-13,3.625193759445526e-09,4.897858675454734e-10,7.577217010990214e-10,3.4860382300530048e-09,1.5193464912762592e-15,7.063518159252793e-14,3.7599278891737525e-15,2.0760508687390234e-12,3.2886348610383927e-21,1.244603766891562e-21,4.313112501270842e-11,2.2165643282189216e-17,5.449452485271731e-26,7.812085214835195e-13,2.010666068132118e-20,1.2201989797674361e-21,4.013621946252178e-25,2.5905119905494078e-24,1.2759190753246558e-09,8.137071664561542e-12,1.2798052695533708e-09,3.143179328994567e-18,4.6495437475971355e-25,7.867400234298994e-21,4.652911008022681e-13,1.4159381462845955e-26,3.1822049437279544e-28,4.377578275296806e-15,2.3159153831938334e-29,5.1767543424530065e-30,1.808763808425804e-33,1.4378105673607197e-28
7.992010116878873e-09,0.13694496740634055,3.76,0.0,0.6385573198348546,0.9999999912168704,1.6560012278452272e-12,5.356211242865624e-12,1.2610108463309454e-11,7.538905800373123e-06,7.5389059574479325e-06,5.216825441902127e-17,4.278412211900997e-11,1.215714520165825e-13,5.27752554432906e-14,4.4775010433225974e-15,8.721129885882582e-09,1.4858050740552017e-13,3.868416850199179e-09,5.59109051212148e-10,8.703600235356009e-10,3.7189553359989618e-09,1.7510388404356342e-15,8.160171065413983e-14,4.607112787778892e-15,2.511629028295132e-12,4.210576336805357e-21,1.604065090633953e-21,4.824745005650987e-11,2.7389559077113925e-17,7.196835759713869e-26,8.976792330722012e-13,2.4854325893604356e-20,1.6202435737900176e-21,6.015336395112088e-25,3.648056469420343e-24,1.3700245364575425e-09,9.387824550903278e-12,1.3745072899300947e-09,3.874960300129576e-18,5.7646304631761265e-25,1.0002475938019346e-20,5.368144405076373e-13,1.878040126163782e-26,4.8273754997337055e-28,4.9627108523462455e-15,3.1942103532912775e-29,7.562005748728789e-30,2.672497008086169e-33,1.9939027481043992e-28
8.544685842832491e-09,0.136944980635468,3.76,0.0,0.6385567978055122,0.9999999905876394,2.0420708990213005e-12,6.1215069722355734e-12,1.457483539721904e-11,8.060244456359786e-06,8.060244635977178e-06,5.580922096675813e-17,5.1849028145397984e-11,1.3684348736068903e-13,6.344627691958009e-14,5.720935542445336e-15,9.342945922389437e-09,1.7007336291154346e-13,4.1087169922944475e-09,6.32188528483196e-10,9.902495806962687e-10,3.9486459580665975e-09,1.9991814987759462e-15,9.336846789887463e-14,5.565089074106594e-15,2.995720626271285e-12,5.3179964792888455e-21,2.0397505806039237e-21,5.3479449384292885e-11,3.3362471033941426e-17,9.350033734105371e-26,1.0217245680217497e-12,3.0293987179680874e-20,2.111076590804614e-21,8.760633995317403e-25,5.0171643434859335e-24,1.4640359004507778e-09,1.0727489218420506e-11,1.4691574514808013e-09,4.709044413356178e-18,7.042294109374621e-25,1.2511284735091298e-20,6.134228214553731e-13,2.4437416080075062e-26,7.119653364099412e-28,5.5733839519878616e-15,4.3138820643229444e-29,1.0790103922622007e-29,3.848516014702685e-33,2.701509702508527e-28
9.09736156878611e-09,0.1369449938647051,3.76,0.0,0.6385562757753068,0.9999999899558134,2.4862778369431703e-12,6.937732982194224e-12,1.6700279248103487e-11,8.581582684648298e-06,8.58158288832939e-06,5.944998390020737e-17,6.205308897229012e-11,1.5276876119297015e-13,7.532802170942394e-14,7.196227912671226e-15,9.967074001607514e-09,1.930482841673047e-13,4.346201785403881e-09,7.088894868338464e-10,1.117297560118333e-09,4.175176970854825e-09,2.2638437888472027e-15,1.0593678005870562e-13,6.638845763872336e-15,3.529047418618857e-12,6.636364583215853e-21,2.5635962181961983e-21,5.880955678195572e-11,4.0131290314293895e-17,1.197686153449945e-25,1.1532591547072451e-12,3.647388954559275e-20,2.705478765044208e-21,1.2444320541250267e-24,6.759069781680896e-24,1.557953261314498e-09,1.2155975208917506e-11,1.5637557826571934e-09,5.651310225243782e-18,8.492889841730979e-25,1.5428332234174858e-20,6.951111613406883e-13,3.127084911843486e-26,1.024406819644726e-27,6.208051403089523e-15,5.719471413021925e-29,1.5084328103197337e-29,5.419045117322564e-33,3.586396331065853e-28
9.650037294739728e-09,0.13694500709405036,3.76,0.0,0.6385557537441766,0.9999999893214222,2.9932327615186158e-12,7.804861296887507e-12,1.8989247471456688e-11,9.102920485237629e-06,9.102920714505446e-06,6.30914029873189e-17,7.345029879089854e-11,1.6931372492964567e-13,8.845573367008743e-14,8.927587642678053e-15,1.0593496356562675e-08,2.175106994805572e-13,4.580973886828495e-09,7.890814802142112e-10,1.2514137806902756e-09,4.398613759237633e-09,2.5451085104670182e-15,1.1930788246436636e-13,7.83311453012798e-15,4.112132102781953e-12,8.193210385305908e-21,3.1889291095970063e-21,6.422210417820959e-11,4.7742402048739317e-17,1.5153465004153999e-25,1.2922004258803978e-12,4.3442892635942884e-20,3.41709815229594e-21,1.7292450130771073e-24,8.941700848090497e-24,1.651776712964972e-09,1.367319215473207e-11,1.6583023118972584e-09,6.7075036481516716e-18,1.0126656478676146e-24,1.8788776217579164e-20,7.818743827441689e-13,3.942917347380572e-26,1.4419572717855661e-27,6.865260080620317e-15,7.46013768699263e-29,2.0709066646552832e-29,7.480488547877275e-33,4.676206628834517e-28
