Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78)
2.7608749244961998e-14,0.6958323628639514,9.724201890388925e-19,6.7396259572198505e-21,2.5779009769655147e-26,1.362974748286521e-22,0.0,0.0,7.643574061824687e-14,4.932717351958426e-24,7.923717942329828e-36,4.76450361780317e-45,6.939942213828063e-29,1.4819033874185964e-57,9.52894194036292e-42,8.570880917567545e-38,2.509974923440357e-37,5.117148015312502e-32,6.920754636820723e-55,4.2588911150044086e-48,7.415276620633661e-30,1.3606139119664282e-22,4.765872521128156e-43,7.602133777186965e-56,2.6265437751558916e-47,8.936125377214576e-40,7.708813992358724e-25,2.2382227146034334e-10,6.659158738512277e-32,1.141237138044546e-23,2.4202629583114573e-46,8.605411746749936e-44,2.5445305748860504e-32,1.5142775176466126e-33,3.76,0.0,0.8505847740985351,0.9999999999999236,7.707250898778941e-33,9.533072791845068e-42,2.238222714604916e-10,3.60369522215873e-14,1.1427746788807997e-19,4.039953228291763e-14,6.943368770154644e-36,4.444209852056763e-35,1.5235607118907963e-42
5.5217521894170556e-14,0.6958323628917102,2.1701052793069386e-18,1.3479288554162586e-20,1.088591593734701e-25,5.4528555974450725e-22,0.0,0.0,1.5287154928255784e-13,1.9730882302551548e-23,1.2677953841698314e-34,7.624711080859804e-44,5.551955653066767e-28,2.621908970466784e-56,8.453669987456856e-41,6.857862897828018e-37,2.01851925443019e-36,4.093722222244089e-31,2.2146428440681775e-53,6.814227648263078e-47,5.93222397468338e-29,5.44245742609672e-22,4.2475102382737854e-42,2.4341071772078645e-54,4.20497013622471e-46,1.429780874932389e-38,3.083527110780678e-24,4.4764473257848595e-10,5.32733343435032e-31,4.5649537438434706e-23,3.8724228247945545e-45,1.3768590775377234e-42,2.03562549653518e-31,1.2114236931925587e-32,3.76,0.0,0.8505847738746362,0.9999999999998472,6.487511010732332e-32,8.460299708126597e-41,4.4764473257907904e-10,7.207382068799712e-14,4.571095744737829e-19,8.079898456490663e-14,5.55469260362314e-35,3.555366161805238e-34,2.437696302178291e-41
1.1043506719258767e-13,0.6958323629472278,5.241263888089187e-18,2.6958740985155478e-20,4.813811030854368e-25,2.1819054398150265e-21,0.0,0.0,3.057431763630269e-13,7.892355710060078e-23,2.0284718394149317e-33,1.2204348558714689e-42,4.4415625918871745e-27,4.997805299497205e-55,8.091746648518234e-40,5.488141514632814e-36,1.6316777707834148e-35,3.274980230002803e-30,7.086857093435392e-52,1.0902757216368349e-45,4.745778184580737e-28,2.1769823168906558e-21,4.0937149359320883e-41,7.798249914546363e-53,6.735945039004998e-45,2.2876492794680876e-37,1.2334108791173125e-23,8.952896545782153e-10,4.2618723152901404e-30,1.8259839094692416e-22,6.195875826451043e-44,2.202950132015211e-41,1.6285002439408956e-30,9.691405602165584e-32,3.76,0.0,0.8505847734268384,0.9999999999996944,5.704738714499245e-31,8.102419339822585e-40,8.952896545805872e-10,1.4414721471063242e-13,1.8284341775475274e-18,1.6159754638636114e-13,4.443745279188348e-34,2.8442870131411746e-33,3.90030675645642e-40
2.2087015778942193e-13,0.6958323630582629,1.40867061967587e-17,5.391839599507132e-20,2.2930773890870287e-24,8.733723155529783e-21,0.0,0.0,6.114864695310476e-13,3.1569430099068795e-22,3.2455505277473554e-32,1.9542421535284697e-41,3.553245007902968e-26,1.056524266516009e-53,8.599466903416174e-39,4.3934918786836904e-35,1.3323269158247112e-34,2.619986650083858e-29,2.2677933058671987e-50,1.7444378808190113e-44,3.7966188433058336e-27,8.707919886927634e-21,4.3881374041268936e-40,2.5012680345417555e-51,1.0803087777390208e-43,3.66023628024467e-36,4.933641442489423e-23,1.7905794976314495e-09,3.409504863923113e-29,7.3039514503830615e-22,9.913393195536569e-43,3.524640058430347e-40,1.3027992251787626e-29,7.753145849118519e-31,3.76,0.0,0.8505847725312428,0.9999999999993886,5.387352391512066e-30,8.61675168301879e-39,1.790579497640937e-09,2.882926311311241e-13,7.313700260246687e-18,3.231932990719035e-13,3.5549801619948775e-33,2.275418878838035e-32,6.240463647977013e-39
4.417403389830904e-13,0.695832363280333,4.258986220830601e-17,1.0784263613911021e-19,1.2112699803329802e-23,3.4983694647908356e-20,0.0,0.0,1.2229732118929668e-12,1.2627774835972127e-21,5.19286516783926e-31,3.1317888146163073e-40,2.8425871107012203e-25,2.512411442428154e-52,1.028120598933092e-37,3.5196220662458903e-34,1.1090554182918752e-33,2.095992683020488e-28,7.256931899086716e-49,2.791089354847343e-43,3.037288302856021e-26,3.483159619838855e-20,5.2916927683440124e-39,8.041370221353674e-50,1.7366811604931553e-42,5.856368089773701e-35,1.9734544475038417e-22,3.5811591799530204e-09,2.727614350923824e-28,2.921592533333289e-21,1.5861398382429498e-41,5.639165941401031e-39,1.0422375384324823e-28,6.202549138529293e-30,3.76,0.0,0.8505847707400516,0.9999999999987771,5.627565436648284e-29,1.030952901620051e-37,3.5811591799909715e-09,5.765779776006586e-13,2.9254502471547504e-17,6.463793207153409e-13,2.84395764615452e-32,1.8203174267672538e-31,9.984651961001169e-38
8.834807013704274e-13,0.6958323637244732,1.4284342812373693e-16,2.1572627216770827e-19,7.19734049265774e-23,1.403251649334537e-19,0.0,0.0,2.4459473207007047e-12,5.051111569288431e-21,8.308532865863986e-30,5.0272122052479095e-39,2.274055139403564e-24,6.64999176107997e-51,1.3667327979079438e-36,2.823627604292816e-33,9.5641438436648e-33,1.676799294680925e-27,2.3222167057825464e-47,4.465706657610802e-42,2.4298194695702046e-25,1.3932570139466437e-19,7.083643890534937e-38,2.5971378615288907e-48,2.804910087960043e-41,9.370155685017677e-34,7.893799816280273e-22,7.162318529456577e-09,2.1821079121933706e-27,1.1686464361364848e-20,2.5378135308045374e-40,9.021838187937153e-38,8.33786968535776e-28,4.962090556414387e-29,3.76,0.0,0.8505847671576692,0.9999999999975541,6.61030112296274e-28,1.3714782184446152e-36,7.16231852960838e-09,1.1531267260752133e-12,1.1701560746183928e-16,1.2927294299061435e-12,2.2751234462233516e-31,1.4562254591395503e-30,1.5975153283170513e-36
1e-12,0.6958323646127539,1.9210064522735118e-16,2.442179210811335e-19,1.2526784953320566e-22,1.9625806738621897e-19,0.0,0.0,2.768535526262844e-12,7.049635437591324e-21,2.474508107027313e-29,1.5044472209736038e-38,4.373446610080705e-24,3.090434992476725e-50,3.776844461076415e-36,5.4480162687924786e-33,1.9855970247194506e-32,3.2248419378224866e-27,1.1816605934605615e-46,1.330006110121367e-41,4.673020685599296e-25,1.9445056916154826e-19,1.9639774668079483e-37,1.3417560562879335e-47,8.464705710809283e-41,2.7906988234452163e-33,1.1017040662830992e-21,8.106932623359315e-09,4.1966784891036444e-27,1.631042873364322e-20,7.558325301756898e-40,2.6866244142288703e-37,1.6035379424513047e-27,9.543232273342108e-29,3.76,0.0,0.8505847662127325,0.9999999999972315,1.716158288696757e-27,3.7918812721479214e-36,8.106932623571181e-09,1.3051932974967242e-12,1.6331145280788642e-16,1.4632077395486922e-12,4.375441923652474e-31,2.800561974150439e-30,4.757756637794719e-36
1.7669614261451015e-12,0.6958323646127539,5.163249232830273e-16,4.317576328788848e-19,4.760662470678163e-22,5.644235055424024e-19,0.0,0.0,4.891898034494885e-12,2.020445815147943e-20,1.3293487108808669e-28,8.09807772636579e-38,1.8192207067146735e-23,1.90553072035548e-49,1.9640848965850323e-35,2.2722449745109796e-32,8.759954533669998e-32,1.341447582063367e-26,7.431123462666949e-46,7.145016295410391e-41,1.9438375644056368e-24,5.57297305245653e-19,1.0228761138931658e-36,8.464049894412985e-47,4.571900584516107e-40,1.499214158489259e-32,3.157505364470131e-21,1.432463716790534e-08,1.745712496371811e-26,4.674660841475471e-20,4.060468683255512e-39,1.4432293329530879e-36,6.670246304708812e-27,3.9697541696004295e-28,3.76,0.0,0.8505847599929046,0.9999999999951081,8.661296308370779e-27,1.9723626483006117e-35,1.4324637168512554e-08,2.306136453335782e-12,4.680431838499552e-16,2.5853419184191355e-12,1.820030418899325e-30,1.1649347221730084e-29,2.555931663847004e-35
2.6504421509197754e-12,0.6958323655010343,1.062766130764795e-15,6.48176531679863e-19,1.2880093755395591e-21,1.2039863634028166e-18,0.0,0.0,7.337851244310887e-12,4.2934490927392955e-20,4.89285670707702e-28,3.0729966169038517e-37,5.201795726476722e-23,8.740717335353808e-49,7.300086466950267e-35,6.766519156705935e-32,2.758865775560035e-31,3.83571542960697e-26,3.394197699334605e-45,2.6298202771572514e-40,5.558130911398344e-24,1.1842486857826735e-18,3.805270695867682e-36,3.902336034916079e-46,1.7029303541957023e-39,5.51808520903845e-32,6.70967787165013e-21,2.1486955745795756e-08,4.9916896038825387e-26,9.933764492868646e-20,1.4945164508450247e-38,5.3115877007797195e-36,1.907265701053596e-26,1.135427134337454e-27,3.76,0.0,0.8505847528281402,0.9999999999926622,3.0306221603728865e-26,7.332191182919981e-35,2.1486955747086085e-08,3.4590584190765725e-12,9.945634918448166e-16,3.877866683578707e-12,5.204038583315527e-30,3.3309103299289047e-29,9.407363237959117e-35
3.5339228756944492e-12,0.6958323663893151,1.7821524007979718e-15,8.651064017517706e-19,2.6312749083225614e-21,2.061062682097009e-18,0.0,0.0,9.783806949991844e-12,7.324121767945765e-20,1.2409276667415998e-27,8.024468904152445e-37,1.0972020066849007e-22,2.681416498228746e-48,1.930283983065295e-34,1.4794843179053778e-31,6.305603192139383e-31,8.090661170978802e-26,1.0131686608823711e-44,6.669751489212366e-40,1.1723651120710971e-23,2.020176226295899e-18,1.0055747479477015e-35,1.1737696636594675e-45,4.3662874914025866e-39,1.3995016672346983e-31,1.1445888327957312e-20,2.8649274263127826e-08,1.0529001161062235e-25,1.6946006591538127e-19,3.7904049065943536e-38,1.3470296469504513e-35,4.022960783648349e-26,2.3955604937598848e-27,3.76,0.0,0.8505847456633756,0.9999999999902163,7.452465169585867e-26,1.938812041405223e-34,2.8649274265328973e-08,4.611892631465599e-12,1.6965638977095885e-15,5.170303731899571e-12,1.0976616768505273e-29,7.025711612003134e-29,2.3858743180489727e-34
5.300884325243797e-12,0.6958323681658762,3.626770974849844e-15,1.3005481912650284e-18,6.947776281618268e-21,4.292061321088069e-18,0.0,0.0,1.4675724218509438e-11,1.5163673303693786e-19,4.339544409548638e-27,2.9651930432397932e-36,2.9967654562465373e-22,1.2935918536138197e-47,7.642518713682036e-34,4.3271837750091405e-31,1.95621434301881e-30,2.2098226669636996e-25,4.4565038111990787e-44,2.3324246212635128e-39,3.2020669193364413e-23,4.182474341391462e-18,3.969014034190775e-35,5.220652921517342e-45,1.5560840357507357e-38,4.89410048567682e-31,2.3697146734841005e-20,4.297391115566523e-08,2.875834093145148e-25,3.508515197194688e-19,1.3255163581608061e-37,4.7100172237567435e-35,1.098788643172786e-25,6.546299295453806e-27,3.76,0.0,0.8505847313338468,0.9999999999853244,2.5176765303819205e-25,7.674740893963468e-34,4.2973911160222436e-08,6.9173551298342894e-12,3.5123665692563327e-15,7.7549719826983e-12,2.9979637723238645e-29,1.9188749935910232e-28,8.34330891956364e-34
7.067845774793145e-12,0.6958323699424375,6.1072485468304976e-15,1.738894139867857e-18,1.4243736515553076e-20,7.339952784010964e-18,0.0,0.0,1.9567650663909707e-11,2.5789452072572656e-19,1.0843257923009851e-26,7.733804921799113e-36,6.270173536063171e-22,4.0150861579151196e-47,2.0482560648701378e-33,9.526458597966622e-31,4.509784199865988e-30,4.6237108744827715e-25,1.3015681516899522e-43,5.828055164510952e-39,6.699747181426733e-23,7.113222286076714e-18,1.0624595448566118e-34,1.5398688789048654e-44,3.9480590648092606e-38,1.2228973985727531e-30,4.0302461554266376e-20,5.729854782550801e-08,6.017276140975366e-25,5.9671621291275305e-19,3.3120907269536707e-37,1.176778993648626e-34,2.2990209369353607e-25,1.3702331327500325e-26,3.76,0.0,0.850584717004318,0.9999999999804325,6.162693281814058e-25,2.056801072843771e-33,5.729854783325864e-08,9.222494995672293e-12,5.973367212634354e-15,1.0339317721507667e-11,6.272575595733164e-29,4.0148082507930357e-28,2.0847230694731853e-33
8.834807224342494e-12,0.6958323717189986,9.268905722858292e-15,2.181176370332877e-18,2.5557130449999458e-20,1.1276778133132929e-17,0.0,0.0,2.445958694063604e-11,3.9400479523941967e-19,2.300497724791009e-26,1.7013345603542604e-35,1.1414496125916727e-21,1.024142031558558e-46,4.567301436345799e-33,1.8003047905779143e-30,8.918367443419838e-30,8.417330856402922e-25,3.1665757485396915e-43,1.2364782386335063e-38,1.2196545032709248e-22,1.0867285160631309e-17,2.3676836336631005e-34,3.7839397774880264e-44,8.498833268935724e-38,2.5944992421446393e-30,6.157277597011912e-20,7.162318425674938e-08,1.0954349497841994e-24,9.116626643634923e-19,7.026932210758906e-37,2.496392045947209e-34,4.185256596302074e-25,2.4951496391432016e-26,3.76,0.0,0.8505847026747896,0.9999999999755405,1.2875851713094662e-24,4.5864452885023336e-33,7.16231842685906e-08,1.152728923837835e-11,9.12556697518933e-15,1.2923317955291642e-11,1.1418675581786298e-28,7.308582749705166e-28,4.4228759881907545e-33
1e-11,0.6958323752721216,1.173419196396571e-14,2.476049563580926e-18,3.628140115742126e-20,1.4386326226073057e-17,0.0,0.0,2.768549688424036e-11,5.0043603019849515e-19,3.776425624071892e-26,2.8834450493713066e-35,1.6344971151087446e-21,2.0596021247786868e-46,7.670673129730153e-33,2.6388892325869356e-30,1.371239475968377e-29,1.2053371705725314e-24,6.133919982252725e-43,2.0297710519021688e-38,1.7464875736495802e-22,1.3802710978833325e-17,3.97765760877014e-34,7.47383827019945e-44,1.4204350221653621e-37,4.2590700828571635e-30,7.820491111848447e-20,8.106932279721095e-08,1.5686417456474156e-24,1.1579417984551315e-18,1.1535248130986355e-36,4.0974025190770775e-34,5.993099990873332e-25,3.5735125140415e-26,3.76,0.0,0.8505846932254253,0.9999999999723145,2.088447625350838e-24,7.704197668671806e-33,8.106932281225081e-08,1.3046953735374043e-11,1.1590230218821217e-14,1.4627100162536326e-11,1.6350665794355055e-28,1.0465294850236602e-27,7.260322011053919e-33
1.2368730123441189e-11,0.6958323752721216,1.7677883384267958e-14,3.0833834397137448e-18,6.60796851635232e-20,2.1965830778355652e-17,0.0,0.0,3.424348959851171e-11,7.576583169808909e-19,8.428097967031203e-26,6.683595950054068e-35,3.0136805500285407e-21,5.695618916829356e-46,1.7513185477045935e-32,5.028734028510465e-30,2.80812583273358e-29,2.2224536174762858e-24,1.6423340904049963e-42,4.529994117787703e-38,3.22018362996609e-22,2.089690774491414e-17,9.086381922001675e-34,2.0390043474823224e-43,3.2429714395131505e-37,9.505307854167079e-30,1.184010184248399e-19,1.0027245638844044e-07,2.8923637590176447e-24,1.7531624281146716e-18,2.5744131787388248e-36,9.142695019561169e-34,1.1050143141118019e-24,6.590328728447268e-26,3.76,0.0,0.8505846740157337,0.9999999999657565,4.594099773388516e-24,1.7594054624306447e-32,1.0027245641121077e-07,1.6135819514134503e-11,1.7546408995435333e-14,1.809026050013038e-11,3.014642105153328e-28,1.9295209752987713e-27,1.620294760048588e-32
1.5902653022539885e-11,0.6958323788252445,2.885201525384017e-14,4.014019380174866e-18,1.3537250392617597e-19,3.647191945433738e-17,0.0,0.0,4.402743217079569e-11,1.2425593954688975e-18,2.1884459450677514e-25,1.8070124436009141e-34,6.247958747115751e-21,1.88244500458837e-45,4.633641121245915e-32,1.0811612855267624e-29,6.633814702503173e-29,4.6077589610662606e-24,5.293959088236458e-42,1.176273006748775e-37,6.676127134645047e-22,3.427008374922739e-17,2.405951870553115e-33,6.7468639047280245e-43,8.681302610525202e-37,2.4681776923888275e-29,1.9417537729715567e-19,1.2892172755104486e-07,5.996767460433865e-24,2.8752894296779427e-18,6.684798614273665e-36,2.3733365342059487e-33,2.2909396586148345e-24,1.3666042430709574e-25,3.76,0.0,0.8505846453566787,0.9999999999559726,1.1762746302406311e-23,4.656805252708967e-32,1.2892172758838822e-07,2.074294685473193e-11,2.877330307129986e-14,2.3255800422901356e-11,6.249687340423005e-28,4.0000796582740136e-27,4.207121553874264e-32
2.2970498820737275e-11,0.6958323859314911,5.948974501717509e-14,6.001239379371244e-18,4.0099155422332045e-19,7.7609249448641e-17,0.0,0.0,6.359543699003351e-11,2.5760556758302648e-18,9.699892541310755e-25,8.622160615236875e-34,1.877220721156106e-20,1.2778751611888825e-44,2.0621529888684265e-31,3.469282062088325e-29,2.553996321488389e-28,1.3845380530810417e-23,3.542800050357114e-41,5.213813473481447e-37,2.0058982957673594e-21,7.104449260513265e-17,1.0736663493438248e-32,4.846829486001353e-42,4.137467647618792e-36,1.0940015690567374e-28,4.025514623513778e-19,1.862202669694025e-07,1.801977861589489e-23,5.961469025701459e-18,2.962983295333141e-35,1.0511647596670552e-32,6.883386356214757e-24,4.107213980797081e-25,3.76,0.0,0.8505845880385714,0.9999999999364045,5.1193893747528616e-23,2.074825485842345e-31,1.8622026704682247e-07,2.995299601504997e-11,5.963989834947698e-14,3.358267514218149e-11,1.8775524725962474e-27,1.2016955192048423e-26,1.8645593994579301e-31
3.710619041713206e-11,0.6958324001439875,1.5389180422778685e-13,1.0740364570229199e-17,1.7018974727066488e-18,2.1272057669628152e-16,0.0,0.0,1.0273192499145e-10,6.697829852446286e-18,7.153260616036786e-24,7.338419325913481e-33,8.069724130661353e-20,1.6511072793825463e-43,1.487018258506134e-30,1.7092087982998269e-28,1.636567051470551e-27,5.952955119622746e-23,4.659690137344482e-40,3.845485380911387e-36,8.623192549241555e-21,1.8469755568723412e-16,7.799704170882845e-32,7.401033818321439e-41,3.5429826776376983e-35,8.068248243849479e-28,1.0465922422590568e-18,3.0081733417880525e-07,7.74845345640302e-23,1.550254487181066e-17,2.1851855685401843e-34,7.738670042091891e-32,2.9591752395646135e-23,1.766345828680947e-24,3.76,0.0,0.8505844734023684,0.9999999998972681,3.7139832943793725e-22,1.5004356413963284e-30,3.008173343801011e-07,4.8356289667115456e-11,1.54997315926402e-13,5.421961799917142e-11,8.069379203137456e-27,5.1644472937548443e-26,1.3747435969835772e-30
6.537757360992162e-11,0.6958324285689902,4.749510406178716e-13,2.538039641180438e-17,9.494097803019916e-18,7.292792455074309e-16,0.0,0.0,1.810068117513144e-10,2.0760589761188227e-17,7.558728586402613e-23,1.0558185491819389e-31,4.542913181284799e-19,3.256376346801532e-42,1.5173899391739555e-29,1.310779812853237e-27,1.5866093147349124e-26,3.352634220543549e-22,9.556783239503731e-39,4.065555174912573e-35,4.854864453266478e-20,5.723573709054102e-16,8.12015786947487e-31,1.9617405878826507e-39,4.881163048789052e-34,8.526591197051394e-27,3.243668681253052e-18,5.300114220887554e-07,4.364630692503649e-22,4.8067843888604455e-17,2.3092941115504665e-33,8.147996398623834e-31,1.6660957331113731e-22,9.951261627404526e-24,3.76,0.0,0.8505842441300089,0.9999999998189932,3.881290504051366e-21,1.5409520119419393e-29,5.300114227127009e-07,8.509579829256149e-11,4.799921909855001e-13,9.542638925752965e-11,4.5407081963162826e-26,2.9057701296536027e-25,1.4520467195020134e-29
9.364895680271119e-11,0.6958324569940071,9.720254007375162e-13,4.963165709189656e-17,2.6951602166496095e-17,1.6197361561124034e-15,0.0,0.0,2.5928424270663585e-10,4.2582468794337027e-17,2.874886130841187e-22,4.853197861856149e-31,1.2938543278317882e-18,1.6116847000542025e-41,5.860523676919016e-29,4.7176738937028774e-27,5.955369763680763e-26,9.551357798110094e-22,4.718497390791202e-38,1.5472269755072717e-34,1.382776355868945e-19,1.1737414215276192e-15,3.177310024000465e-30,1.0725801370166512e-38,2.1249209069694353e-33,3.243232773686604e-26,6.652544250981283e-18,7.592054479869337e-07,1.243605237468314e-21,9.862156197441185e-17,8.783751123224752e-33,3.0924397929102404e-30,4.745585244371024e-22,2.835673377764075e-23,3.76,0.0,0.8505840148577107,0.9999999997407156,1.4713549044238327e-20,5.97233175157896e-29,7.592054492667369e-07,1.2174604980290628e-10,9.837468049879905e-13,1.3654381922997008e-10,1.292858665945394e-25,8.272618529663206e-25,5.521441534887842e-29
9.999999999999999e-11,0.6958324854190383,1.1078404822635876e-12,5.692486210039012e-17,3.272995220676051e-17,1.8799276168418228e-15,0.0,0.0,2.768692762080077e-10,4.855200203332391e-17,3.7164895048811145e-22,6.644241516348097e-31,1.5721067440563403e-18,2.2269706899720553e-41,7.615458074780477e-29,6.113994251704425e-27,7.70275287601556e-26,1.1606316917241735e-21,6.515998862248438e-38,2.0006690782557482e-34,1.6801756031004419e-19,1.338223193450564e-15,4.146871005465867e-30,1.5234582422241083e-38,2.8485860256210733e-33,4.1927513874197e-26,7.584986431240585e-18,8.10692879923214e-07,1.5112141648284223e-21,1.124547314674168e-16,1.1355355242506603e-32,3.995353169874678e-30,5.766289342939659e-22,3.445960740439336e-23,3.76,0.0,0.8505839633526953,0.9999999997231306,1.900921994076582e-20,7.768399873640227e-29,8.10692881382434e-07,1.299671262403753e-10,1.1214486958077514e-12,1.4576840930240414e-10,1.57079321793624e-25,1.0050714716155765e-24,7.13737875181099e-29
1.2192033999550075e-10,0.6958324854190383,1.6446613496369272e-12,8.729759565960846e-17,5.79061715915647e-17,2.9475010777714826e-15,0.0,0.0,3.375642130005786e-10,7.216370212580235e-17,7.651560096884601e-22,1.5469481860464106e-30,2.785140730409341e-18,5.270452155739079e-41,1.5868770130950153e-28,1.2711630699627884e-26,1.5892495074958808e-25,2.056589815767958e-21,1.5403609299570149e-37,4.121465233798624e-34,2.976707724229076e-19,1.9887369126973275e-15,8.728281481156259e-30,3.795491828386663e-38,6.349507752336503e-33,8.632495491987719e-26,1.1272952096892271e-17,9.8839941187341e-07,2.678042229215157e-21,1.6717887786296638e-16,2.3379615484038028e-32,8.214393554967556e-30,1.021618092725294e-21,6.107033722043485e-23,3.76,0.0,0.8505837855854743,0.9999999996624356,3.90839723544203e-20,1.6223740728532425e-28,9.883994140422944e-07,1.58307296885772e-10,1.6658700121358356e-12,1.7757210980848724e-10,2.782325039700189e-25,1.780110637067087e-24,1.4692519508648673e-28
1.5019172318829031e-10,0.6958325138440834,2.4923912795320886e-12,1.4229514309047454e-16,1.0631264187104776e-16,4.77796436899703e-15,0.0,0.0,4.1584671762599256e-10,1.09504536740842e-16,1.6726451024745039e-21,4.033914511109636e-30,5.120038714337793e-18,1.3735372097034643e-40,3.5182530387295295e-28,2.9027746303901544e-26,3.5099406978977795e-25,3.781756719639105e-21,4.02485763326825e-37,9.019604151994541e-34,5.472484460457863e-19,3.0172274211811094e-15,1.9678602836081276e-29,1.0614133206903055e-37,1.5440324685775092e-32,1.8872043476297993e-25,1.7104623763929946e-17,1.2175933137482225e-06,4.9250947450090765e-21,2.5375544373865794e-16,5.111161368149366e-32,1.792205211146747e-29,1.8782428166423337e-21,1.1232238985809374e-22,3.76,0.0,0.8505835563132993,0.999999999584153,8.532108649221979e-20,3.608744188942342e-28,1.2175933170394273e-06,1.9477980001828872e-10,2.5259585437414443e-12,2.1851146920690578e-10,5.113755187030812e-25,3.271284893835356e-24,3.2112360199300836e-28
2.0673448957386944e-10,0.6958325706942161,4.7114059220093896e-12,3.1872297363485903e-16,2.701094229381411e-16,1.0188528311003516e-14,0.0,0.0,5.724193113774629e-10,2.0746592948681476e-16,5.602804858414884e-21,1.9149045339783227e-29,1.3031392780761466e-17,6.228736664571556e-40,1.2037254895802091e-27,1.1090234408835498e-25,1.2156281753235172e-24,9.630533040769106e-21,1.8635755457466835e-36,3.0309246747736754e-33,1.3929846559809636e-18,5.714262322006407e-15,7.025271441367957e-29,5.485275906106551e-37,6.3121358994402e-32,6.322373346988274e-25,3.2400804504708026e-17,1.6759809314629451e-06,1.2545029343148548e-20,4.810240974871447e-16,1.7123056067510946e-31,5.979713119705799e-29,4.7812821739906875e-21,2.861557011338888e-22,3.76,0.0,0.8505830977691338,0.9999999994275801,2.852595471606593e-19,1.2434432450609243e-27,1.6759809376985662e-06,2.6745953621707216e-10,4.778542080545673e-12,3.001241638800929e-10,1.3010724293181756e-24,8.32017798671163e-24,1.0753168761242256e-27
2.6327725595944857e-10,0.6958326275444048,7.625339955232208e-12,6.100586617858694e-16,5.499473417719797e-16,1.8372972834943953e-14,0.0,0.0,7.290019840284735e-10,3.36468633549073e-16,1.4085954571026295e-20,6.351154692386006e-29,2.6564486717101838e-17,1.9656463904646944e-39,3.0678482487645488e-27,3.151625844051221e-25,3.162784787438431e-24,1.9642385976348898e-20,6.038844988606574e-36,7.647975438387992e-33,2.839879207832834e-18,9.26391380635553e-15,1.8713695522909282e-28,1.9030603957590845e-36,1.8637483372101995e-31,1.5897028224958968e-24,5.253906213849897e-17,2.134368301131296e-06,2.559243064707557e-20,7.805522032835552e-16,4.305440507615581e-31,1.4979846373943116e-28,9.748307822693058e-21,5.838764377887646e-22,3.76,0.0,0.8505826392252133,0.999999999270997,7.162773128912159e-19,3.1905056329939428e-27,2.1343683112444755e-06,3.3978733480526896e-10,7.73828120521115e-12,3.8138356498533677e-10,2.651501033154611e-24,1.6949338009317247e-23,2.7027766256022094e-27
3.198200223450277e-10,0.695832684394649,1.123028611556485e-11,1.0488410400421967e-15,9.78995976373735e-16,2.9877711677305324e-14,0.0,0.0,8.855946937422155e-10,4.965147345368043e-16,2.9873284011534356e-20,1.722772661078752e-28,4.7334779403176225e-17,5.0785276174071094e-39,6.558536667418046e-27,7.500878012157778e-25,6.948075800934972e-24,3.501940925179192e-20,1.6164785006251618e-35,1.629199172126955e-32,5.060832588034469e-18,1.3665201347977726e-14,4.202172938307434e-28,5.334121401741603e-36,4.568302291901687e-31,3.371848112628567e-24,7.7517373196654e-17,2.5927554227534644e-06,4.563740670879024e-20,1.152470204932156e-15,9.132088930866023e-31,3.1656873422868505e-28,1.7373377383053005e-20,1.0413861285210652e-21,3.76,0.0,0.8505821806815373,0.9999999991144037,1.5176216380272391e-18,6.869302175143349e-27,2.592755437677479e-06,4.117653702914162e-10,1.1401806285106e-11,4.62291414587937e-10,4.723681795496044e-24,3.0181707489793193e-23,5.730855601088758e-27
3.763627887306068e-10,0.6958327412449483,1.5522394744868442e-11,1.6670117203737664e-15,1.5900092601890382e-15,4.524108939884391e-14,0.0,0.0,1.042197399299349e-09,6.876062923653041e-16,5.652188879538712e-20,4.108150920493044e-28,7.694119286483475e-17,1.1555056939047672e-38,1.2460184100764524e-26,1.5845987812441364e-24,1.363430665245414e-23,5.695480797831967e-20,3.837369689501305e-35,3.099276518315906e-32,8.227063316952258e-18,1.891715399491999e-14,8.445817664900223e-28,1.3088010633755766e-35,9.925056932359315e-31,6.38058087738425e-24,1.0733386931929312e-16,3.0511422963296275e-06,7.424002542861868e-20,1.5969063804721047e-15,1.7280755207833785e-30,5.967728137443325e-28,2.8245057472797754e-20,1.6943966880156005e-21,3.76,0.0,0.8505817221381058,0.9999999989578002,2.869109354139848e-18,1.3153386972330434e-26,3.051142316997881e-06,4.833957839010093e-10,1.5765797352205376e-11,5.428494304538823e-10,7.677124385956478e-24,4.902654621341109e-23,1.0841319261979524e-26
