Time (s),Volume (m^3),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),OH(5),C2H4(30),HF(38),C2H4(126),H2(8),H2CC(24),HCO(15),CO(13),HO2(11),H2O2(12),C2H4F(62),H(6),CH2CHF(55),C2H4F(61),C2H3(29),CH2O(20),C2H2(23),O(7),CH2CF(69),CH2CFO(78),S(184),CH2CO(28),S(515),S(253),C2H2F(70),S(1529),S(767),S(1557),CH2F(46),CHFO(47),CH3(19),CH2F2(41),C2H2O(452),C2H5O(160),CH3F(39),CHF2(81),C2H(22),CH3O(27),C2H3F2(63),CH2CF2(56),C2H3F2(64),S(1652),S(338),CO2(14),CF2CH(72),C2HF2(71),C2HF(57),C2HF(5345),S(1655),C2F(5344),C2H5(32),C2H3F2(65),HCCO(21),S(2309),CH3CO(34),C2H6(31),CH2(S)(25),C2H2F2(58)
5.164671407475678e-18,0.7077131446993283,3.76,0.0,1.0080098545099194,0.9999999999999999,8.190177053708327e-39,2.9064570295012556e-27,8.87808838648939e-29,2.6044115203495524e-13,2.6044115203495575e-13,1.0571840151989983e-29,4.38258129177206e-28,4.380084093915599e-28,4.123140811325172e-38,2.1896885930591742e-41,1.2406788550552948e-16,4.991317228771093e-30,5.421023236753188e-17,2.570852226029925e-21,1.2919827122633944e-25,6.986022373508189e-17,1.2961631610062436e-29,2.033089431576911e-29,5.909050661824197e-39,1.236482008323572e-22,1.485176771990669e-44,1.1464481627450519e-46,1.734813291347874e-29,6.949555520115578e-42,5.957143895625631e-61,3.55758595237061e-30,7.408523915702026e-44,9.166015115130742e-55,5.12789021313861e-50,2.7350671822654755e-67,4.536556657522234e-16,6.481776682256208e-29,4.53655665749693e-16,2.7851470663184235e-32,8.146886933843775e-56,3.314812678319775e-43,1.0825821386216451e-17,4.607916366611501e-48,4.67392868562697e-59,3.87617246489073e-30,6.690435106208534e-42,4.5157284948822546e-51,2.6678824203499573e-53,4.6777503902656455e-58,4.0469073211296025e-53,5.9470976850652154e-52,2.330187814000234e-69,2.291359968798337e-70,1.0913306865814895e-56,4.591856961741293e-72,2.358669003434045e-71,2.277888142725758e-77,3.614098165909184e-29,2.1219091259591603e-42,2.7862229474521683e-59,2.820567994109626e-48,7.248067366737214e-58,1.200532838177362e-40,1.0825821385880848e-17,1.961614329581003e-52
1.033382993172588e-17,0.7077131446993601,3.76,0.0,1.008009854509658,0.9999999999999998,6.557121658480257e-38,1.163340256355433e-26,3.553549072824832e-28,5.21108577876974e-13,5.21108577876976e-13,4.2314911217784806e-29,1.7541746933149115e-27,1.7531751203201247e-27,3.301019694947903e-37,1.7530823838366394e-40,2.4824356239790455e-16,1.9978276663226645e-29,1.0846756298794102e-16,5.144195964575041e-21,5.171297848606302e-25,1.397811425846963e-16,5.188030544001665e-29,8.137656110813337e-29,4.730833485013009e-38,2.4740383616907364e-22,1.1890444679052489e-43,9.178556237401279e-46,6.943774205906624e-29,5.563870038270321e-41,9.539191845071218e-60,1.4239615132035369e-29,5.9313238275650484e-43,1.4677566701312928e-53,4.105430143529538e-49,8.759579524101836e-66,9.07705471960267e-16,2.5943998726531924e-28,9.077054719501394e-16,1.1147846569750014e-31,1.3045633610325287e-54,2.6538726608270654e-42,2.1661048352063787e-17,3.6891349043620786e-47,7.484375582190202e-58,1.5514791451221017e-29,5.356416147780829e-41,7.231049143961234e-50,4.2720878624671195e-52,3.8141646163781225e-57,3.239986570788371e-52,9.523104795535004e-51,7.462875324316017e-68,7.338521663672178e-69,1.747550998547137e-55,1.4706306421185246e-70,7.554091840804687e-70,7.29537555449139e-76,1.4465811277177963e-28,1.6988175108976104e-41,4.461586909487776e-58,2.258743529678454e-47,1.160640889051277e-56,9.611599574361204e-40,2.1661048350720505e-17,3.1411387207767836e-51
2.067214698022628e-17,0.7077131446994243,3.76,0.0,1.0080098545091356,0.9999999999999996,5.24769022951895e-37,4.654876346223015e-26,1.4218825176348755e-27,1.0424434295607388e-12,1.0424434295607464e-12,1.6931475938849488e-28,7.018984035395987e-27,7.014984096791247e-27,2.641819002817732e-36,1.4029988404778068e-39,4.965949161846203e-16,7.993912956365993e-29,2.1698222385508063e-16,1.029165757095681e-20,2.0691927285252744e-24,2.7962297990085296e-16,2.075887990907553e-28,3.256122423548184e-28,3.786104584532965e-37,4.949151300854978e-22,9.515969480174893e-43,7.345634604255489e-45,2.778414140114038e-28,4.4527869961513975e-40,1.5268919394546291e-58,5.697700837366012e-29,4.746861704923041e-42,2.3493665475508146e-52,3.2855918328369935e-48,2.804244395545532e-64,1.815805084373478e-15,1.0380978852915314e-27,1.815805084332954e-15,4.460590703556691e-31,2.088150938836738e-53,2.123907472550662e-41,4.333150228576349e-17,2.9524291279454476e-46,1.197987511686258e-56,6.207937471403662e-29,4.2867608293910445e-40,1.1574387795035213e-48,6.838122744986658e-51,3.1631249600604745e-56,2.5929739882769795e-51,1.5243169563590338e-49,2.389124532371879e-66,2.3493146195857823e-67,2.7972196862261416e-54,4.707997376690175e-69,2.4183260859317932e-68,2.335502063254623e-74,5.788208771567071e-28,1.3595703117053028e-40,7.141444686141654e-57,1.8079127902883763e-46,1.8577860479384853e-55,7.692215667027348e-39,4.3331502280388625e-17,5.027867601928249e-50
4.134878107722708e-17,0.7077131446995525,3.76,0.0,1.0080098545080907,0.9999999999999991,4.198949586618432e-36,1.8622536457895591e-25,5.688456083279884e-27,2.0851131329271747e-12,2.0851131329272062e-12,6.7736926304447525e-28,2.8080509380247443e-26,2.8064504263804314e-26,2.1138565862514897e-35,1.1226124543586311e-38,9.932976237659137e-16,3.198085714922423e-28,4.340115440946452e-16,2.0589677300865445e-20,8.278118262242255e-24,5.593066530008779e-16,8.304903708987533e-28,1.3026609957208255e-27,3.02945890872493e-36,9.899378108904051e-22,7.614221373500404e-42,5.877623844095829e-44,1.1115465669289122e-27,3.562906117901779e-39,2.4435242399137397e-57,2.279451337972458e-28,3.798210566153973e-41,3.7597513582641444e-51,2.628972652913682e-47,8.97546883061917e-63,3.632004309188394e-15,4.153067509893203e-27,3.632004309026272e-15,1.7845267387639053e-30,3.341721244363296e-52,1.699449768907855e-40,8.667241016118309e-17,2.362391881241807e-45,1.9171700528023306e-55,2.483579221767494e-28,3.430059951478282e-39,1.8522788661406951e-47,1.0943222632925253e-49,2.7080286723247722e-55,2.07477320777467e-50,2.4394034045802478e-48,7.646806023472658e-65,7.51938748694153e-66,4.476462198894314e-53,1.5068759374697176e-67,7.740270553002649e-67,7.475178049038905e-73,2.3156604153626394e-27,1.0878628118929519e-39,1.1428636668767906e-55,1.4467004932471847e-45,2.9730668274797975e-54,6.154947190568809e-38,8.66724101396801e-17,8.046225070042106e-49
8.27020492712287e-17,0.7077131446998088,3.76,0.0,1.0080098545060006,0.9999999999999981,3.359478779045534e-35,7.449620840666678e-25,2.275567732130176e-26,4.170452539655674e-12,4.170452539655802e-12,2.709697364879323e-27,1.123312011564407e-25,1.1226715341903257e-25,1.6912458389361072e-34,8.981755862924792e-38,1.9867030389599488e-15,1.2793383998732863e-27,8.68070178594916e-16,4.119810282909473e-20,3.3115167761654526e-23,1.1186739930717742e-15,3.322231856886429e-27,5.211068067741878e-27,2.42379724732561e-35,1.979983544389194e-21,6.091955453387052e-41,4.702545709629182e-43,4.4465480637607324e-27,2.850595515962777e-38,3.9100365987504417e-56,9.11854735695003e-28,3.0388569501737564e-40,6.016214127167914e-50,2.103377806761663e-46,2.87245191288369e-61,7.264402758772204e-15,1.6613622073185187e-26,7.264402758123661e-15,7.138687917817971e-30,5.347297608703289e-51,1.3596893197164748e-39,1.7335422594410291e-16,1.890092957725857e-44,3.0677841572003546e-54,9.935125390621935e-28,2.7443084791353843e-38,2.9639476523688392e-46,1.7510937279967075e-48,2.449932501260624e-54,1.6599762544226336e-49,3.9034425145145685e-47,2.4472351680913195e-63,2.406456931088651e-64,7.163068179588182e-52,4.822509915869361e-66,2.4771468983866413e-65,2.3923084468623818e-71,9.263395535901767e-27,8.703728788680099e-39,1.8287679315602258e-54,1.157513292822796e-44,4.757395898516514e-53,4.9244276691254776e-37,1.7335422585808397e-16,1.2875269736651136e-47
1.654085856592319e-16,0.7077131447003215,3.76,0.0,1.0080098545018203,0.9999999999999961,2.687710857114996e-34,2.979969591873242e-24,9.102642204004047e-26,8.341131353095188e-12,8.341131353095697e-12,1.0839228868758034e-26,4.493432646046505e-25,4.490868867336484e-25,1.3530609012466061e-33,7.185751374271443e-37,3.973513869473813e-15,5.1175618348350244e-27,1.7361874236800247e-15,8.246449815785434e-20,1.3246605925981276e-22,2.2374086486969533e-15,1.3289468233113278e-26,2.084512048732806e-26,1.939129849833482e-34,3.96007649894859e-21,4.873795680193314e-40,3.762215426794877e-42,1.778691546097535e-26,2.2805846421499778e-37,6.256377008584713e-55,3.647567306006794e-27,2.431200942073784e-39,9.626432107297578e-49,1.6827821049528962e-45,9.192328944897683e-60,1.4529199657755733e-14,6.645719245525687e-26,1.452919965516146e-14,2.855591369183645e-29,8.556110314902595e-50,1.08780321938745e-38,3.467178576382651e-16,1.5121461543215758e-43,4.908704346181144e-53,3.974211846366691e-27,2.195550955949771e-37,4.742557348278347e-45,2.801892411867494e-47,2.4133466644367107e-53,1.3280441853961769e-48,6.245825690926428e-46,7.831564169815091e-62,7.701066831300539e-63,1.1461492084111498e-50,1.5432842883701036e-64,7.927286323638338e-64,7.655789449935682e-70,3.7055090004552724e-26,6.96331349424991e-38,2.926177640047998e-53,9.260794386131256e-44,7.612229738871298e-52,3.939730117715685e-36,3.4671785729417533e-16,2.0601479138126403e-46
3.308216584352383e-16,0.7077131447013467,3.76,0.0,1.0080098544934601,0.9999999999999921,2.1502201136684607e-33,1.1920120881323873e-23,3.641131669744362e-25,1.668248897990427e-11,1.6682488979906312e-11,4.335778445429582e-26,1.7974110354832086e-24,1.7963840911343233e-24,1.0824744116316244e-32,5.748746455818531e-36,7.947135531004715e-15,2.0470663818390159e-26,3.4724218181885172e-15,1.6519546589380147e-19,5.298750024248281e-22,4.474877861880865e-15,5.315895488069096e-26,8.338217854378012e-26,1.5513406999085105e-33,7.920268358362007e-21,3.899129014886736e-39,3.0098442002791775e-41,7.114910498611886e-26,1.8245109665339817e-36,1.0010458554438494e-53,1.459056561120695e-26,1.9450068706585512e-38,1.540268269946651e-47,1.3462575990406711e-44,2.9416223708649065e-58,2.905879345498643e-14,2.658341782344168e-25,2.9058793444609126e-14,1.1422597927919472e-28,1.3690121330459868e-48,8.702632159185919e-38,6.934451215398799e-16,1.20974564462286e-42,7.854126782818273e-52,1.589717064065841e-26,1.7564823707597664e-36,7.588284378761216e-44,4.483141669189918e-46,2.6560323216161975e-52,1.0624607868695474e-47,9.99357522887326e-45,2.5061664101365646e-60,2.4644060866237368e-61,1.8338853846877154e-49,4.938639532845506e-63,2.5367980378882653e-62,2.4499170384393336e-68,1.4822337626065465e-25,5.570782869431625e-37,4.6820036710497074e-52,7.409032997261578e-43,1.217990094394382e-50,3.1518592982382e-35,6.9344512016349285e-16,3.296320403719046e-45
6.616478039872511e-16,0.7077131447033974,3.76,0.0,1.0080098544767397,0.9999999999999841,1.7201971312973418e-32,4.768096854367809e-23,1.456468051039974e-24,3.336520423324264e-11,3.336520423325081e-11,1.7343279695212027e-25,7.189728548358825e-24,7.185609433059893e-24,8.659898023508855e-32,4.599065994640022e-35,1.5894378856079203e-14,8.188348824669148e-26,6.9448902245586496e-15,3.3145010959319746e-19,2.1195214508005743e-21,8.949815895982922e-15,2.126379859812836e-25,3.3353210844662978e-25,1.2410872853709326e-32,1.5840675878746173e-20,3.1193401067241353e-38,2.4079046054204494e-40,2.8459927989134975e-25,1.45962601043314e-35,1.6016939794210384e-52,5.836285246800563e-26,1.5560238843617073e-37,2.4644604466335946e-46,1.0770187980867467e-43,9.413314028860991e-57,5.81179810465024e-14,1.063347529797326e-24,5.811798100499274e-14,4.569085696166351e-28,2.190446200393228e-47,6.962187240626009e-37,1.3868996513962708e-15,9.678080125458296e-42,1.2566762932468852e-50,6.358932803235909e-26,1.4052024365585464e-35,1.2141408247757691e-42,7.173117237059865e-45,3.285358736996193e-51,8.499790692697895e-47,1.5989923608271163e-43,8.019837995403032e-59,7.886202706490355e-60,2.934253969178297e-48,1.5803854340746196e-61,8.117858784600969e-61,7.83983774859845e-67,5.9289954131613075e-25,4.4566789421496475e-36,7.491302340331359e-51,5.927581016595648e-42,1.9488160398758723e-49,2.521517535156891e-34,1.386899645890667e-15,5.274179429885091e-44
1.3233000950912767e-15,0.7077131447074985,3.76,0.0,1.008009854443299,0.9999999999999682,1.3761668714763598e-31,1.907248441070226e-22,5.825906373630102e-24,6.673063473880026e-11,6.673063473883289e-11,6.9373387538095525e-25,2.8759150620090816e-23,2.874258370571551e-23,6.92795945773794e-31,3.679297426564996e-34,3.1788865514278946e-14,3.27535619001374e-25,1.3889825506711904e-14,6.671302292123191e-19,8.478127966702434e-21,1.7899690395124297e-14,8.505562972037045e-25,1.334135230778727e-24,9.928757140829687e-32,3.168158612877452e-20,2.495486693048554e-37,1.9263361845366258e-39,1.1384026285783458e-24,1.167707600633685e-34,2.5627274418085877e-51,2.3345256787193827e-25,1.2448263679342597e-36,3.94316139220856e-45,8.616200502887661e-43,3.0122794826528294e-55,1.1623635621775259e-13,4.253411752497697e-24,1.1623635605171314e-13,1.8276436109859156e-27,3.504732793883176e-46,5.569780718888415e-36,2.773808719321697e-15,7.742510219710655e-41,2.0106949442766718e-49,2.543585947033208e-25,1.1241684009966512e-34,1.9426373045557807e-41,1.147705848662504e-43,4.485123395898284e-50,6.799878541047727e-46,2.558404017678081e-42,2.5663650871021034e-57,2.523601195121935e-58,4.694836336621334e-47,5.057266730107895e-60,2.5977308524949424e-59,2.5087646986600863e-65,2.3716102677447445e-24,3.565363918559521e-35,1.1986163822725992e-49,4.742519656177235e-41,3.118147877472255e-48,2.0172260900923185e-33,2.77380869729917e-15,8.438739842085523e-43
2.6466046772993284e-15,0.7077131447157008,3.76,0.0,1.0080098543764173,0.9999999999999365,1.1009383641493096e-30,7.6290131542685e-22,2.3303721058014716e-23,1.3346149574543884e-10,1.3346149574556946e-10,2.7749358309996226e-24,1.1503761623932572e-22,1.149706254567053e-22,5.542383896176085e-30,2.943483151562423e-33,6.35778388628815e-14,1.3101458085295826e-24,2.7779689948673527e-14,1.3511737918144614e-18,3.391259044284997e-20,3.579943311715843e-14,3.40223405812868e-24,5.336554584481426e-24,7.943029184995056e-31,6.336378749011663e-20,1.9963949569583688e-36,1.5410752309965583e-38,4.553619845113556e-24,9.341686332047977e-34,4.1003794420560237e-50,9.338124110791576e-25,9.958638469539679e-36,6.309077027686467e-44,6.892979237553343e-42,9.639320910202583e-54,2.324731065131261e-13,1.7013690272646198e-23,2.324731058489666e-13,7.310593328850031e-27,5.607579386717548e-45,4.455834259081634e-35,5.547626888023132e-15,6.194026834202836e-40,3.217122430423641e-48,1.017436876996225e-24,8.99337038666274e-34,3.108228396793188e-40,1.83633453564569e-42,6.559023576705824e-49,5.4399279917769434e-45,4.093459359378058e-41,8.212395691966774e-56,8.07554874917936e-57,7.51176245627215e-46,1.618330743965013e-58,8.31275947369452e-58,8.028074284857908e-64,9.486465515029013e-24,2.852298970502877e-34,1.9177935472814507e-48,3.794698453934364e-40,4.98912382271676e-47,1.613785734092219e-32,5.547626799932799e-15,1.3502023796372464e-41
5.293213841715431e-15,0.7077131447321051,3.76,0.0,1.008009854242654,0.9999999999998729,8.807545587187754e-30,3.0516091327478124e-21,9.321529315441241e-23,2.6692321774080976e-10,2.669232177413322e-10,1.1099703617806686e-23,4.601568197123681e-22,4.598830725850855e-22,4.433913511919746e-29,2.3548483780810185e-32,1.271557856888986e-13,5.240589903073565e-24,5.5559394343242506e-14,2.7699941663350236e-18,1.3565047291449548e-19,7.159889345625102e-14,1.360895527304946e-23,2.1346246199504023e-23,6.354432623516409e-30,1.2672971385190518e-19,1.5971178216725377e-35,1.2328647513812928e-37,1.8214484544085716e-23,7.473356648830385e-33,6.5606255364609224e-49,3.735252512196391e-24,7.96691936078158e-35,1.0094535270053117e-42,5.514388984791594e-41,3.0845844945066853e-52,4.649466069153652e-13,6.805484758353056e-23,4.64946604258724e-13,2.924241284386285e-26,8.972106369199084e-44,3.564666982268882e-34,1.1095263356828324e-14,4.9552292677646756e-39,5.147405006699025e-47,4.069751968592017e-24,7.194701375390197e-33,4.9731695913988055e-39,2.9381378158374664e-41,1.000067117090477e-47,4.3519632799076855e-44,6.5495451239274965e-40,2.6279712170996226e-54,2.584178818566223e-55,1.201884043649268e-44,5.178667361953731e-57,2.6600832016783497e-56,2.56898855251138e-62,3.794591286055438e-23,2.2818415581763406e-33,3.0684785181214337e-47,3.0368331203645115e-39,7.982838923951573e-46,1.2910305916291132e-31,1.1095263004466544e-14,2.16032632189457e-40
1.0586432170547636e-14,0.707713144764914,3.76,0.0,1.0080098539751274,0.9999999999997458,7.046082669070509e-29,1.2206444217384985e-20,3.7286373282206345e-22,5.33846661659926e-10,5.338466616620159e-10,4.4398412142700643e-23,1.8406746061959298e-21,1.8395333477769456e-21,3.5471331482872942e-28,1.8839734815103663e-31,2.543116798561803e-13,2.0962372981409267e-23,1.1111870517516543e-13,5.810567559527358e-18,5.42601745871573e-19,1.4319771371468378e-13,5.443586958819694e-23,8.538504483172142e-23,5.083549627538834e-29,2.534676626835973e-19,1.2776943839406052e-34,9.862969129108268e-37,7.285784051995152e-23,5.978684148163956e-32,1.0497034804858615e-47,1.4941004494105414e-23,6.373535042228196e-34,1.6151256406657913e-41,4.411510322762806e-40,9.870657605061992e-51,9.298936069658126e-13,2.722195630604196e-22,9.298935963392408e-13,1.1696974450126558e-25,1.435526988720315e-42,2.8517265381066592e-33,2.2190536820047997e-14,3.9641870736008726e-38,8.235857552745741e-46,1.6279012509474268e-23,5.755756398060171e-32,7.957065676002445e-38,4.7010174854105954e-40,1.5605978893480958e-46,3.4815962961011518e-43,1.0479279690319205e-38,8.409516588874228e-53,8.269372447029011e-54,1.923016447086907e-43,1.657175221130352e-55,8.512246362584513e-55,8.220773716601771e-61,1.5178376834137967e-22,1.825472995263598e-32,4.909582219437283e-46,2.431178260213486e-38,1.2773282226931651e-44,1.0328253703174312e-30,2.2190535410599983e-14,3.456521920362482e-39
2.1172868828212046e-14,0.7077131448305318,3.76,0.0,1.008009853440074,0.9999999999994914,5.63693378241012e-28,4.882579179680047e-20,1.4914739905371756e-21,1.0676935492116571e-09,1.0676935492200168e-09,1.7759026066633368e-22,7.36307002126292e-21,7.358134833337171e-21,2.8377071033432295e-27,1.5073287548945897e-30,5.086234702517272e-13,8.384951891345067e-23,2.2223693501176756e-13,1.2703442097615842e-17,2.170403747341293e-18,2.8639495255374287e-13,2.1774365866102055e-22,3.415403338784396e-22,4.066840823141962e-28,5.0696795719296815e-19,1.0221545724773345e-33,7.890448313160561e-36,2.914303029020374e-22,4.782940123507287e-31,1.6795344294570167e-46,5.976391654385411e-23,5.0988216465281695e-33,2.5841979363184737e-40,3.529202947446861e-39,3.1585983652790488e-49,1.8597876040505834e-12,1.088878595616845e-21,1.8597875615442828e-12,4.678792768071638e-25,2.2968083474740134e-41,2.2813674071859373e-32,4.43810858489245e-14,3.1713519853962337e-37,1.3177386911082345e-44,6.511602501924364e-23,4.604592471706349e-31,1.2731271760047985e-36,7.521609346454328e-39,2.4653231152515232e-45,2.7853150168818706e-42,1.676685149138673e-37,2.691047557795858e-51,2.6461960690840953e-52,3.0768289746816495e-42,5.302964833246785e-54,2.723902755748432e-53,2.6306509731842893e-59,6.071354295490408e-22,1.460376369324482e-31,7.855375275092248e-45,1.9476785347816693e-37,2.043959487907845e-43,8.262608074930471e-30,4.438108021113064e-14,5.530427856861136e-38
4.2345742143540866e-14,0.7077131449617676,3.76,0.0,1.0080098523699674,0.9999999999989828,4.5096527522690065e-27,1.953031934774774e-19,5.96604559078024e-21,2.135387323169113e-09,2.135387323202551e-09,7.103336021861975e-22,2.9455238797899495e-20,2.943253683665449e-20,2.2701653552996514e-26,1.2061022845986857e-29,1.0172470592867039e-12,3.35398131626033e-22,4.4447182738892913e-13,2.973607958156308e-17,8.681584960655758e-18,5.727878235302583e-13,8.709756617412103e-22,1.366161920489242e-21,3.253472642340184e-27,1.0140662329029735e-18,8.177217077361636e-33,6.312471954418388e-35,1.1657121824034132e-21,3.8263384582129396e-30,2.6872818391663466e-45,2.390547407301422e-22,4.0790448285707236e-32,4.1347043521608687e-39,2.8233522901446473e-38,1.0107431312767517e-47,3.7195755861556284e-12,4.355515052597613e-21,3.719575416130403e-12,1.871518605230805e-24,3.674779699878847e-40,1.8250707900741508e-31,8.876219231642598e-14,2.537083899333161e-36,2.108385394624241e-43,2.6046377572932073e-22,3.683651693467623e-30,2.036991604641682e-35,1.2034508164941859e-37,3.9191284069062286e-44,2.2283115577964824e-41,2.6826959154101896e-36,8.611361277234124e-50,8.467802276868266e-51,4.92293193520332e-41,1.6969503419024754e-52,8.716380542732959e-52,8.418099622174379e-58,2.4285434096330417e-21,1.1682972025217265e-30,1.2568732857958094e-43,1.5625191117194938e-36,3.271083153653166e-42,6.610090943806585e-29,8.876216976524712e-14,8.848656206579118e-37
8.469148877419852e-14,0.7077131452242387,3.76,0.0,1.0080098502297543,0.9999999999979655,3.607890359037476e-26,7.812127979764693e-19,2.386537369207451e-20,4.270774866499998e-09,4.270774866633752e-09,2.8411142313699584e-21,1.1784459654606587e-19,1.177300993040355e-19,1.8161312552726899e-25,9.652644081253628e-29,2.0344942703317834e-12,1.341592654421153e-21,8.889353430625362e-13,7.678872739079014e-17,3.472609133639758e-17,1.145567138753867e-12,3.4839100322190985e-21,5.464651058877816e-21,2.602777363982728e-26,2.028654325532251e-18,6.54174064201455e-32,5.050157444021123e-34,4.6627753855442855e-21,3.0610480904545937e-29,4.2997352650656587e-44,9.562113314777613e-22,3.263214973833196e-31,6.615485482308772e-38,2.2586650955920462e-37,3.2343236118327303e-46,7.439151502107737e-12,1.742206141768947e-20,7.439150822006817e-12,7.486084620022046e-24,5.879282098218039e-39,1.4600192088736466e-30,1.775244388904226e-13,2.0296702525110766e-35,3.373426794588806e-42,1.0418522597490799e-21,2.94688488136043e-29,3.2591475903719013e-34,1.9254993602310173e-36,6.25003062508617e-43,1.7827440609397485e-40,4.2923111511678783e-35,2.7556405792778395e-48,2.7096798024067866e-49,7.876706591621908e-40,5.430249631792995e-51,2.789171619371628e-50,2.6938016422687603e-56,9.71418485378228e-21,9.346312734054193e-30,2.0110390267897922e-42,1.2570167349709612e-35,5.236124818986157e-41,5.288078450750957e-28,1.7752434868570073e-13,1.4157754945986293e-35
1.693829820355138e-13,0.7077131457491814,3.76,0.0,1.008009845949328,0.999999999995931,2.8865809327173847e-25,3.124851011927064e-18,9.547101384968099e-20,8.541549934825667e-09,8.541549935360681e-09,1.1362694534431957e-20,4.715674566380645e-19,4.709199567379668e-19,1.4529031558025074e-24,7.728235467309514e-28,4.068988824319197e-12,5.366371001295648e-21,1.7778372989144952e-12,2.2284206809836373e-16,1.389023607834844e-16,2.291100062899282e-12,1.3935697535305517e-20,2.1858628644969037e-20,2.082220401657503e-25,4.059403030952452e-18,5.23333896618455e-31,4.040413198597826e-33,1.865051258690042e-20,2.448801850927369e-28,6.8798452131500066e-43,3.8247838200295055e-21,2.6105381952207674e-30,1.0584642461157834e-36,1.8069050475170056e-36,1.034948576841163e-44,1.4878303140980015e-11,6.96882470216636e-20,1.4878300420576524e-11,2.9944416501621507e-23,9.405680799706454e-38,1.1679553315653498e-29,3.550490665943858e-13,1.623740988991739e-34,5.39751461844503e-41,4.167385797035413e-21,2.3574492214487057e-28,5.2145106445519234e-33,3.080728291494226e-35,9.982745820457984e-42,1.4263468865046515e-39,6.8676894153298665e-34,8.818080309433349e-47,8.670865712792768e-48,1.2602778256658036e-38,1.7376850791463286e-49,8.924898851925184e-49,8.620226803878159e-55,3.885682450172863e-20,7.476945331615052e-29,3.2177955947203267e-41,1.016815044049951e-34,8.385451789250702e-40,4.23047128205828e-27,3.5504870577549034e-13,2.265210059349608e-34
3.3876596855814436e-13,0.7077131467990667,3.76,0.0,1.0080098373884756,0.9999999999918621,2.309694403410616e-24,1.2499401862855743e-17,3.8196018254866335e-19,1.708309999813261e-08,1.7083100000272652e-08,4.543668242298027e-20,1.887782210457132e-18,1.883676190860193e-18,1.162319486344783e-23,6.192380230802925e-27,8.13797845985704e-12,2.146548579456561e-20,3.5555409152578365e-12,7.227293603287127e-16,5.555933742652383e-16,4.5820630909097735e-12,5.574324584060376e-20,8.743470464143638e-20,1.6657738218755914e-24,8.127241361370077e-18,4.18658524508649e-30,3.2327899122107635e-32,7.459733459018353e-20,1.9589827531937907e-27,1.1008611533723984e-41,1.529864234714114e-20,2.088376362133801e-29,1.6934996925699058e-35,1.445480693686258e-35,3.311611348146874e-43,2.97566056465969e-11,2.787529822789272e-19,2.9756594764985116e-11,1.1977828301351577e-22,1.5045343612406803e-36,9.342681578409235e-29,7.100988602261582e-13,1.299000359831827e-33,8.636124523764748e-40,1.6669356261763128e-20,1.8858653576429175e-27,8.342814832486111e-32,4.92893871981444e-34,1.5955853959670121e-40,1.1413204784478884e-38,1.09882752808597e-32,2.8218049759215104e-45,2.774606645411737e-46,2.016459640014077e-37,5.560625091005988e-48,2.8556792428029775e-47,2.758512257635293e-53,1.554279693823317e-19,5.981388086939774e-28,5.148898454680288e-40,8.31373099370487e-34,1.344120640895815e-38,3.3843904224077465e-26,7.100974169505991e-13,3.6242374863088944e-33
5.08148955080775e-13,0.707713147848952,3.76,0.0,1.0080098288276231,0.9999999999877931,6.6049881094097524e-24,2.656122551738419e-17,8.117771899887721e-19,2.562464998809516e-08,2.562464999264274e-08,9.653225371757276e-20,4.013758397882599e-18,4.002806533502683e-18,3.323502269649929e-23,1.7722421112819952e-26,1.2206968622931903e-11,4.561415984865791e-20,5.333144242860589e-12,1.430385694501391e-15,1.1806123107513297e-15,6.8729233035665545e-12,1.1845506687236077e-19,1.857990250226918e-19,4.763067883167677e-24,1.2201471446625506e-17,1.1970882180516721e-29,9.244513470804534e-32,1.5851240886558064e-19,5.601369807481172e-27,4.0520522371962364e-41,3.250889076310603e-20,5.971363223658529e-29,6.233131750999572e-35,4.1331001892948175e-35,1.511922866417726e-42,4.4634907380086164e-11,5.923500741366256e-19,4.46348842566645e-11,2.545298908225174e-22,5.5370227114293554e-36,2.672325466218865e-28,1.0651491920817402e-12,3.714343190609204e-33,3.1786880908361896e-39,3.5422107303741066e-20,5.392241785181781e-27,3.070638667285493e-31,1.814136652269994e-33,5.872758726078628e-40,3.2639400819923886e-38,4.0444100527676473e-32,1.2883415887721222e-44,1.2667733863839832e-45,7.42193840004622e-37,2.538789469210397e-47,1.3037484718926899e-46,1.2594460752045099e-52,3.3028541808579866e-19,1.710275518276424e-27,1.8952119237046844e-39,2.498380195560981e-33,4.954647174468671e-38,9.682903507921164e-26,1.0651461251212364e-12,1.3339426047817249e-32
