Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C2H5F(1),O2(2),H2O(3),CH4(4),HF(38),C2H4F(62),CH2CHF(55),C2H4F(61),CH2CF(69),C2H2F(70),CH2CFO(78),S(1534),S(414),CH2F(46),CHFO(47),CH2F2(41),S(2175),CH2O2(154),CHO2(147),S(841),CH3F(39),C2H5O(149),C2H2O(132),C2HF(57),S(1780),C2HF(2524),CHF2(81),S(1754),C2H3F2(63),CH2CF2(56),C2H3F2(64),C2H5O(167),C2H3F2(65),CF2CH(72),C2HF2(71),C2F(2523),S(1862),S(499),F(37),C2H2F2(58),C2H4(136),O2(150),C#CC(4975),CH3O2(356),C3H4(6072),C3H4(6556),CHF(40),CF2(43),CHF3(42),CF(50),S(4414),C2H2F3(66)
8.52762412657439e-19,0.5957140642986474,8.823805140917662e-25,1.317752983357513e-27,9.760965994593734e-33,6.421973084964318e-34,0.0,0.0,2.2577921157060807e-19,1.36192844189402e-34,3.891122267480032e-44,4.523531363794228e-44,1.1771023497775626e-44,2.2395042772309064e-59,1.4378429860157617e-40,2.1996166447322853e-32,1.4660370145675756e-19,2.814476973564643e-34,1.042500051161177e-68,1.283590213017759e-68,9.698464274727417e-46,6.38823661717834e-34,3.3391274540658083e-22,9.547593771097636e-49,2.3144025370454865e-35,3.300224072746938e-48,6.198548020372105e-36,6.535708213374532e-16,9.646649049392141e-36,1.3311663456390493e-22,2.0379942709364006e-48,1.6552872915220092e-54,1.2082838437924476e-47,4.445202110139622e-37,3.76,0.0,0.6740227526461336,0.999999999999573,6.605997238470399e-44,1.8593510108522887e-19,6.535708213374532e-16,1.1529569652558212e-19,2.4063199722998905e-30,1.1048439742073616e-19,3.718533807698816e-52,4.3008203702218244e-51,3.8764230448330177e-53,2.362315809550531e-57,1.4898696664434221e-62,1.466037014567685e-19,8.630504172889761e-33,1.950550540455298e-38,2.006440817918897e-49,7.196405261903654e-48,1.0787869673124982e-42,2.2715417522060496e-32,3.3391274543058203e-22,2.506125605401926e-38,9.980521457816419e-65,6.610500661332868e-65,1.1854074224743504e-75,1.2746270230849454e-83,1.0694428245687249e-51,1.4619386137746236e-69,1.2554116060741513e-49,7.43598841339077e-61,3.6700427839987424e-53,3.0531234887634873e-47,2.3350074701707057e-50,8.090131311701585e-65,4.795228837925913e-53,7.947876525090004e-89,6.768277853415635e-80,8.53572470982617e-34,1.3311663455377593e-22,6.290193994125216e-53,8.605432135772227e-36,4.269563944063568e-13,3.670599960826632e-69,1.3410453510166824e-33,9.924446259884968e-70,4.340124529134324e-104,1.8593510108520894e-19,1.0969618465955263e-50,4.0490494997305905e-70,7.930439451372604e-37,1.0745579783192615e-65,1.7035509293528758e-70
1.7062657135969436e-18,0.5957140642986474,1.7655319814379584e-24,2.6366509007912945e-27,3.906930179176469e-32,2.57046287696516e-33,0.0,0.0,4.517545823175668e-19,5.451263055532238e-34,3.115263782583017e-43,3.621575670775211e-43,9.423976084303938e-44,1.7929651360781552e-58,5.7551190706472555e-40,8.804198944361111e-32,2.9333477363584947e-19,1.1265242633729533e-33,1.669358374959982e-67,2.0561193209795847e-67,7.764668501182625e-45,2.556959469353379e-33,6.681155974115343e-22,7.643880362523126e-48,9.263641655123137e-35,2.6421859356985097e-47,2.481034596392985e-35,1.3077094713641651e-15,3.8611736090484115e-35,2.663489221548442e-22,1.631634604468519e-47,1.3252363188862523e-53,9.67474565512415e-47,1.779239297159233e-36,3.76,0.0,0.674022752646133,0.9999999999991457,5.288814520065198e-43,3.7203174439559324e-19,1.3077094713641651e-15,2.306915630717157e-19,9.63155093994035e-30,2.210647847586047e-19,2.9770893194562866e-51,3.44353350928183e-50,3.103495467925962e-52,1.891432265941966e-56,2.3859414125651304e-61,2.933347736358933e-19,3.4544508434533407e-32,7.807285445015779e-38,1.606372666173426e-48,5.76149992998596e-47,8.636855216257563e-42,9.092086817130715e-32,6.681155975076017e-22,1.0031033557257973e-37,1.598251203084856e-63,1.0586268897030262e-63,3.796838924923042e-74,4.082579270512887e-82,8.564216148554437e-51,2.341006820580228e-68,1.0050948557323393e-48,1.1907298427210416e-59,2.939010763297438e-52,2.4443552165175045e-46,1.8694727400746825e-49,1.2958269953369066e-63,3.8400721720479104e-52,2.5456729986502192e-87,2.1678673770489613e-78,3.4165143579561556e-33,2.6634892211430172e-22,5.0372567680763205e-52,3.4444154893111446e-35,8.542837313566397e-13,5.879794633398918e-68,5.367676269077947e-33,1.5897593407564502e-68,2.7821965420263844e-102,3.7203174439551336e-19,8.784591481865941e-50,6.485516041737321e-69,3.1742425127151845e-36,1.72116024187759e-64,2.7286420918951016e-69
3.4132723154759526e-18,0.5957140642986475,3.5318479192076975e-24,5.274446908118861e-27,1.5632809730426092e-31,1.028519991882443e-32,0.0,0.0,9.037053238125518e-19,2.1812152821108164e-33,2.493157817812165e-42,2.8983613338713095e-42,7.542045005953375e-43,1.4349170272787334e-57,2.30279726692868e-39,3.5228263769787565e-31,5.86796917993903e-19,4.507564419934043e-33,2.6720606129590713e-66,3.291692138764392e-66,6.214094642093047e-44,1.0231168471138873e-32,1.336521301289291e-21,6.117427421135322e-47,3.706663307140713e-34,2.114551762771245e-46,9.927370082867444e-35,2.6159867714175853e-15,1.5449723847687098e-34,5.328134973355561e-22,1.3058035705675993e-46,1.060591821690636e-52,7.743188038035952e-46,7.119274755148139e-36,3.76,0.0,0.6740227526461317,0.999999999998291,4.232658995010167e-42,7.4422503101644095e-19,2.6159867714175853e-15,4.614832961564971e-19,3.853874943511236e-29,4.422255594270373e-19,2.3825767519169333e-50,2.7559782103720444e-49,2.4837395914037293e-51,1.5139499113374593e-55,3.8192271261665647e-60,5.867969179940785e-19,1.3822303004397484e-31,3.1239311254551122e-37,1.2855863582694996e-47,4.6109509782033644e-46,6.912109075473956e-41,3.6380190257266253e-31,1.3365213016736858e-21,4.013720012593131e-37,2.5582969829821063e-62,1.6945608480345036e-62,1.2155544039331545e-72,1.307029353387159e-80,6.854844035168762e-50,3.747135699337614e-67,8.043822440833661e-48,1.9059454940989024e-58,2.3523998074658833e-51,1.9562270558126634e-45,1.496165153091895e-48,2.0744486223027287e-62,3.073614138581603e-51,8.149919734110104e-86,6.940406972856597e-77,1.3670507647601403e-32,5.328134971733335e-22,4.031847042027271e-51,1.3782148473490775e-34,1.7089384012771613e-12,9.413142771586777e-67,2.1477696798143883e-32,2.545094262445989e-67,1.7820571097239885e-100,7.442250310161215e-19,7.031233608322727e-49,1.038245835104394e-67,1.2701104693195398e-35,2.7553512206692163e-63,4.368197182812465e-68
6.8272855192339704e-18,0.5957140642986478,7.06453180705659e-24,1.0550039612614099e-26,6.254141840804258e-31,4.1147498819705183e-32,0.0,0.0,1.8076068068067895e-18,8.72628145056112e-33,1.9949050512677942e-41,2.3191296319133155e-41,6.03478190476012e-42,1.1481516354227326e-56,9.212688556810408e-39,1.4093599428408345e-30,1.1737212067094887e-18,1.803319283451526e-32,4.276167084366623e-65,5.268228898802736e-65,4.972219851718965e-43,4.0931336019615965e-32,2.6733327085162032e-21,4.8948713877437725e-46,1.4829066861858632e-33,1.691962684509392e-45,3.971594464727603e-34,5.232541371524417e-15,6.18089556464443e-34,1.065742647692314e-21,1.0448412535553862e-45,8.486345986683662e-52,6.19590733558606e-45,2.848173481393485e-35,3.76,0.0,0.674022752646129,0.9999999999965817,3.386770285307558e-41,1.4886116042586127e-18,5.232541371524418e-15,9.230667622961159e-19,1.5418009266122128e-28,8.84547108734684e-19,1.9064235974183838e-49,2.2052432329758702e-48,1.987369042301e-50,1.2117568265813481e-54,6.112140457764881e-59,1.1737212067101907e-18,5.529821256068462e-31,1.2497758695017069e-36,1.0286644375511217e-46,3.689461342056983e-45,5.530737428773416e-40,1.4554445036413158e-30,2.673332710054033e-21,1.605749352436523e-36,4.094152342668242e-61,2.711903775371014e-61,3.890679864844299e-71,4.1834605811572844e-79,5.485264013726587e-49,5.996637236368273e-66,6.436283652700301e-47,3.050135142430098e-57,1.8823964419075375e-50,1.5652788529705764e-44,1.1971669579548048e-47,3.320018396051727e-61,2.459514023290209e-50,2.608577069731236e-84,2.2214473928085445e-75,5.469093228832638e-32,1.0657426470433177e-21,3.22629448597977e-50,5.513756794847137e-34,3.4182477251980284e-12,1.5065407009931566e-65,8.59247726265442e-32,4.0733346512721476e-66,1.1409869772859735e-98,1.4886116042573345e-18,5.626411403646837e-48,1.661644079445889e-66,5.08126892354088e-35,4.409758162349231e-62,6.991011905350387e-67
1.3655311926750007e-17,0.5957140642986484,1.4130107631991986e-23,2.1101227780965685e-26,2.5018603412658887e-30,1.6460340546991512e-31,0.0,0.0,3.6154097728123385e-18,3.490796664892483e-32,1.596075575020004e-40,1.8554801931930437e-40,4.828283932373307e-41,9.1860852253487e-56,3.685375340441474e-38,5.6378985843658914e-30,2.3475697841385765e-18,7.213864209628674e-32,6.842563876936157e-64,8.430383618260029e-64,3.978153576701934e-42,1.6373866928698216e-31,5.3469555208556225e-21,3.916268929916537e-45,5.9321095052416206e-33,1.3536986709907728e-44,1.5887670814519596e-33,1.0465650571738038e-14,2.4725594452826746e-33,2.1316009483871656e-21,8.359523700232655e-45,6.789721427506663e-51,4.957268673123611e-44,1.1393621150286737e-34,3.76,0.0,0.6740227526461238,0.9999999999931631,2.709673491939029e-40,2.9773847507448617e-18,1.046565057173804e-14,1.84623369445558e-18,6.167705640261028e-28,1.7691902072331043e-18,1.525283771658298e-48,1.7643788728838524e-47,1.5900462003915175e-49,9.700845643985298e-54,9.780526520490829e-58,2.347569784141385e-18,2.212108526103519e-30,4.999510352467371e-36,8.230097292708463e-46,2.9518493211708594e-44,4.425010028075041e-39,5.8222518336783534e-30,5.3469555270074444e-21,6.423520079648262e-36,6.551348450649828e-60,4.339531238797693e-60,1.245162500302952e-69,1.3388620716744787e-77,4.388766792939564e-48,9.595595742886952e-65,5.149517254179982e-46,4.88071417112567e-56,1.5061078164948112e-49,1.2523419652444323e-43,9.57827510733365e-47,5.312750016549203e-60,1.9678603339948522e-49,8.348411187854567e-83,7.109459210257899e-74,2.1878153380464896e-31,2.1316009457909684e-21,2.5813623726051163e-49,2.2056821913111154e-33,6.836866309359059e-12,2.410815482501217e-64,3.4372706335237683e-31,6.518282629624753e-65,7.303896323052821e-97,2.9773847507397483e-18,4.501698999292242e-47,2.6589911735000846e-65,2.0326729904449186e-34,7.056570168476903e-61,1.11871364076025e-65
2.731136474178208e-17,0.5957140642986495,2.826209147881296e-23,4.220361515511898e-26,1.0007848595196885e-29,6.584405308025255e-31,0.0,0.0,7.231015704891725e-18,1.396375484924855e-31,1.2769210752734613e-39,1.484455142051025e-39,3.862810518474393e-40,7.349217046741938e-55,1.4742101206879158e-37,2.255251196598395e-29,4.695266938988412e-18,2.8856631056444823e-31,1.0948660662703516e-62,1.348958777308502e-62,3.1826739471811644e-41,6.549813284296641e-31,1.0694201137076843e-20,3.1331638792348155e-44,2.3729403572023587e-32,1.0830103487909663e-43,6.355326926435597e-33,2.0931868972165116e-14,9.890640234162643e-33,4.263317549702211e-21,6.687936443620818e-44,5.432035017496712e-50,3.9660320411586975e-43,4.557633911671569e-34,3.76,0.0,0.6740227526461133,0.9999999999863259,2.1678417053111662e-39,5.954931043724982e-18,2.0931868972165128e-14,3.692567558295411e-18,2.4671826461633534e-27,3.5384764037624524e-18,1.2202849777314426e-47,1.411576816925637e-46,1.2720973545638082e-48,7.770438295953318e-53,1.564972391458435e-56,4.6952669389996495e-18,8.848794164540397e-30,1.999885524254231e-35,6.584391055920067e-45,2.361591551997867e-43,3.5401760219700504e-38,2.328995499603902e-29,1.069420116168513e-20,2.569512519863982e-35,1.0482730524181876e-58,6.943638165444644e-59,3.9847519237611244e-68,4.2846061434291306e-76,3.511235680532122e-47,1.535373400607339e-63,4.119809945909771e-45,7.809541051903325e-55,1.2049625251481772e-48,1.0019211068245226e-42,7.662995883112177e-46,8.50097653363106e-59,1.5743879193916374e-48,2.6716459351077823e-81,2.2751593509599576e-72,8.751617456898616e-31,4.263317539316999e-21,2.065220624365892e-48,8.823087560766563e-33,1.3674103222958307e-11,3.857585139696684e-63,1.3749642009838364e-30,1.0430009915109656e-63,4.6750938394497936e-95,5.954931043704528e-18,3.601587163910117e-46,4.2546744165251455e-64,8.131022815584375e-34,1.1291278026984347e-59,1.7900632266308853e-64
5.4623470371846226e-17,0.5957140642986518,5.652938796025326e-23,8.440843405327124e-26,4.0032208901519484e-29,2.6338166427036815e-30,0.0,0.0,1.4462227569323668e-17,5.585615579747872e-31,1.0215611044374974e-38,1.18759313126089e-38,3.090321764738033e-39,5.879513173374314e-54,5.8969604445665595e-37,9.021188291238287e-29,9.390661248654736e-18,1.1542887289927064e-30,1.7518307654199995e-61,2.1584119656630778e-61,2.546199593077978e-40,2.619978616557238e-30,2.138869233568881e-20,2.506590598247931e-43,9.491954539004355e-32,8.664288442199853e-43,2.5421824918592873e-32,4.186430577301862e-14,3.9563365855865834e-32,8.52675075203367e-21,5.350476148081566e-43,4.345731177276628e-49,3.1729124257976316e-42,1.823090655649338e-33,3.76,0.0,0.6740227526460923,0.9999999999726514,1.7343145313104483e-38,1.1910023629715713e-17,4.186430577301867e-14,7.385235284058683e-18,9.868931366122466e-27,7.077048794951175e-18,9.762511666764541e-47,1.1292909416168419e-45,1.0177020490444021e-47,6.231527909903162e-52,2.5040263450130456e-55,9.390661248699683e-18,3.539589679086673e-29,7.999704910271074e-35,5.267638917799339e-44,1.889318064921891e-42,2.8322079495940056e-37,9.316171525540811e-29,2.1388692434123962e-20,1.027825866160059e-34,1.6772856712584175e-57,1.1110131619563019e-57,1.2751577224517176e-66,1.3711135692619506e-74,2.8090774453416147e-46,2.4566598561620745e-62,3.2959264146763174e-44,1.2495584391144202e-53,9.640005332057169e-48,8.015558661257033e-42,6.130547028402336e-45,1.3602023675329804e-57,1.2595501975570726e-47,8.549514057354748e-80,7.280721685486777e-71,3.500718204175174e-30,8.526750710491978e-21,1.6522287992402054e-47,3.529306653485206e-32,2.7348576031265653e-11,6.172360706091176e-62,5.499968700195263e-30,1.6688621721023155e-62,2.9923732681673485e-93,1.1910023629633894e-17,2.881360919720564e-45,6.807709909858343e-63,3.2524752981466804e-33,1.806665752185987e-58,2.864198300147197e-63
1.0924768163197451e-16,0.5957140642986564,1.1307729607430874e-22,1.6881824844932013e-25,1.6013046502976966e-28,1.0535381216307113e-29,0.0,0.0,2.8924651299280194e-17,2.234268960182888e-30,8.172585773161827e-38,9.500871071970957e-38,2.4722867505167406e-38,4.703666330907401e-53,2.3588081629283296e-36,3.6085119984896e-28,1.8781449867853985e-17,4.617201905524648e-30,2.8029664926764154e-60,3.453521480406541e-60,2.0369838479445107e-39,1.0480021067464518e-29,4.2777674597590843e-20,2.0052962755012255e-42,3.79682043522101e-31,6.9315130130263e-42,1.0168833412837978e-31,8.372917937472303e-14,1.5825507326679915e-31,1.7053617155502068e-20,4.2804317106890426e-42,3.476626224209079e-48,2.5383645771831953e-41,7.29243680529134e-33,3.76,0.0,0.6740227526460505,0.9999999999453024,1.387468094106055e-37,2.3820208801819127e-17,8.372917937472322e-14,1.4770570727919665e-17,3.9476127013216444e-26,1.415419356984873e-17,7.81010206797649e-46,9.034445483705106e-45,8.141713167987769e-47,5.009329325124833e-51,4.006498558544304e-54,1.878144986803377e-17,1.415850274387575e-28,3.199914562106753e-34,4.214162813769562e-43,1.5114723560690365e-41,2.2657931015115328e-36,3.7265065091674803e-28,4.2777674991335466e-20,4.111344863371603e-34,2.683705530739899e-56,1.777645903279644e-56,4.080564068037281e-65,4.3876267863619784e-73,2.2472975167512627e-45,3.930705536386038e-61,2.6367725134578663e-43,1.999318998243562e-52,7.712126373859339e-47,6.412522313589242e-41,4.904497750587501e-44,2.176360686231731e-56,1.0076561030247654e-46,2.735884085993039e-78,2.3298647624094445e-69,1.400301525444227e-29,1.705361698933361e-20,1.3218039718326924e-46,1.4117368823943523e-31,5.4697517572316305e-11,9.875957282061727e-61,2.2000098588246779e-29,2.6702278350084833e-61,1.915556319060042e-91,2.3820208801491845e-17,2.3051252118004653e-44,1.0892520546784733e-61,1.3010033537382457e-32,2.8907142349643604e-57,4.582795033083309e-62
2.184961041522311e-16,0.5957140642986656,2.2622637290697054e-22,3.376385836432884e-25,6.405251219227898e-28,4.214179900157735e-29,0.0,0.0,5.78494987635639e-17,8.937121298075295e-30,6.538107329040311e-37,7.600763186464797e-37,1.977841133344123e-37,3.762955345070676e-52,9.435280562331477e-36,1.4434121203862574e-27,3.756302710571887e-17,1.84689017269517e-29,4.48478010671366e-59,5.525684234878698e-59,1.629596746254832e-38,4.192029743015395e-29,8.555563858010733e-20,1.6042465370514385e-41,1.5187358958358343e-30,5.545243310218051e-41,4.067554055835416e-31,1.6745892657812145e-13,6.330235126928042e-31,3.4107349957660776e-20,3.424365676410909e-41,2.781317518872834e-47,2.0307053867007428e-40,2.916989558779179e-32,3.76,0.0,0.6740227526459667,0.9999999998906046,1.1099810661730724e-36,4.7640579146513775e-17,1.6745892657812218e-13,2.954124158497941e-17,1.5790531101160577e-25,2.8308483089724285e-17,6.248118741032505e-45,7.22760356249679e-44,6.513409425331668e-46,4.045963989560173e-50,6.41044279471111e-53,3.7563027106438013e-17,5.663429902949132e-28,1.2799723725175394e-33,3.3713529223803034e-42,1.2091850058558763e-40,1.8126449998877806e-35,1.4906101780419228e-27,8.555564015509382e-20,1.6445459706763623e-33,4.293997778748957e-55,2.8442533186641573e-55,1.3057899897621434e-63,1.4040507089466593e-71,1.7978522370110865e-44,6.289168138142035e-60,2.1094305605252603e-42,3.1989307894443924e-51,6.1697500291497414e-46,5.1300471423534245e-40,3.923622249032682e-43,3.482206616138222e-55,8.061312603293897e-46,8.754892777840466e-77,7.45562098199216e-68,5.60123458436578e-29,3.410734929298357e-20,1.0574515700619915e-45,5.646975131999859e-31,1.0939538435216638e-10,1.5801677600144652e-59,8.800084187354157e-29,4.2724028792895393e-60,1.2263546045879485e-89,4.764057914520464e-17,1.844114760009996e-43,1.7428180670545482e-60,5.20403988386342e-32,4.625182053623819e-56,7.332534388354823e-61
4.3699294919274423e-16,0.5957140642986839,4.5273756898930775e-22,6.7528207966185145e-25,2.5621070348477114e-27,1.6856810303524093e-28,0.0,0.0,1.1569919370961373e-16,3.574857611178261e-29,5.2305012437877655e-36,6.080662552509354e-36,1.5822775956422267e-36,3.010373129524274e-51,3.774121759238516e-35,5.773663000029635e-27,7.512618157931419e-17,7.387579612055021e-29,7.175687637754802e-58,8.841134656861588e-58,1.3036812616833769e-37,1.6768161569716311e-28,1.7111156437999005e-19,1.2834010328352541e-40,6.0749590091861544e-30,4.436207801530413e-40,1.6270257617058046e-30,3.349184209848766e-13,2.5321004894336162e-30,6.821481554286583e-20,2.7395006496349343e-40,2.2250606732269513e-46,1.6245695917404695e-39,1.1667987908970549e-31,3.76,0.0,0.674022752645799,0.9999999997812089,8.879874944564312e-36,9.528131983785434e-17,3.349184209848795e-13,5.908258317645e-17,6.316228488291774e-25,5.661706200979716e-17,4.998509815660308e-44,5.782101712105902e-43,5.2107433853820136e-45,3.298343740749083e-49,1.0256744471502808e-51,7.51261815821908e-17,2.2653777220840974e-27,5.119902809818412e-33,2.6970946055468e-41,9.673507879747656e-40,1.45011992239167e-34,5.962455817358954e-27,1.711115706799519e-19,6.578197897753263e-33,6.870548114291147e-54,4.5508212020508697e-54,4.178543089085416e-62,4.492978481140583e-70,1.4382874779711877e-43,1.006269873805943e-58,1.68754946352186e-41,5.118305562793375e-50,4.9358197336662307e-45,4.1040480504296995e-39,3.1389074142886035e-42,5.571554198417136e-54,6.449075592279127e-45,2.801576112985603e-75,2.3858070724940227e-66,2.2404995262077775e-28,6.821481288415028e-20,8.459646443899663e-45,2.258794901532918e-30,2.1879105270290046e-10,2.5282806750040006e-58,3.52004262086315e-28,6.835874175046555e-59,7.853610445654187e-88,9.528131983261777e-17,1.4752976443360316e-42,2.788520744296123e-59,2.0816212472060273e-31,7.400322874989336e-55,1.1732105314214314e-59
8.7398663927377055e-16,0.5957140642987206,9.066121308125204e-22,1.3505803744066414e-24,1.024844142199549e-26,6.742770962419878e-28,0.0,0.0,2.3139858367164337e-16,1.4299448632302896e-28,4.1844069813417994e-35,4.86459159807354e-35,1.265823945350032e-35,2.408301951092514e-50,1.509650572287478e-34,2.309468004888927e-26,1.5025249051796713e-16,2.955035709290581e-28,1.1481171769029508e-56,1.4145847316692385e-56,1.042946551232144e-36,6.707273119827483e-28,3.4222340731915486e-19,1.0267223419823224e-39,2.4299866746973285e-29,3.5489714920046815e-39,6.50811133535476e-30,6.698374097982202e-13,1.0128414830248423e-29,1.3642974663682646e-19,2.1916037396521886e-39,1.7800512695244217e-45,1.2996574541538752e-38,4.667201098735596e-31,3.76,0.0,0.6740227526454639,0.9999999995624177,7.103910604203134e-35,1.905628012283405e-16,6.698374097982316e-13,1.1816526586879549e-16,2.5264945957793904e-24,1.1323421937123003e-16,3.998813762670653e-43,4.625688901467955e-42,4.1686015082637164e-44,2.737179651851286e-48,1.641081969493944e-50,1.502524905294736e-16,9.061522408652959e-27,2.0479639673755967e-32,2.1576857100101228e-40,7.73881639506141e-39,1.1600970509022127e-33,2.3849853131113358e-26,3.422234325190337e-19,2.631280333600914e-32,1.0993307195429317e-52,7.281326615905139e-53,1.3371361702169834e-60,1.437755703327863e-68,1.1506322559607503e-42,1.6100336292157976e-57,1.3500415691515479e-40,8.189301894848526e-49,3.9486638922817224e-44,3.283240366835241e-38,2.511129770429901e-41,8.91450560104838e-53,5.15927067435378e-44,8.965061722391999e-74,7.634594465562448e-65,8.962009457214813e-28,1.3642973600195113e-19,6.767731209135101e-44,9.03518392950297e-30,4.3758212856881524e-10,4.045260752745144e-57,1.4080188339239328e-27,1.0937418793266904e-57,5.032587305487825e-86,1.905628012073943e-16,1.1802404501291684e-41,4.461642703065269e-58,8.326495575091547e-31,1.184054240549401e-53,1.877141009483052e-58
1.3109803293547968e-15,0.5957140642987574,1.3613388622847546e-21,2.0258899720442508e-24,2.1777946534763876e-26,1.432844985875053e-27,0.0,0.0,3.47097973703603e-16,3.0386339715036e-28,1.196479290726141e-34,1.3909786157017262e-34,3.61946670796387e-35,6.886240809276061e-50,3.2080085908878197e-34,4.9076211522189534e-26,2.2537879944808234e-16,6.2794533876508335e-28,4.225845764803295e-56,5.389192129588346e-56,2.9821764224220533e-36,1.4252960656049466e-27,5.133352415977194e-19,2.93578530293481e-39,5.163723587108006e-29,1.0147844203250854e-38,1.3829741779390327e-29,1.0047563986113974e-12,2.1522889554185962e-29,2.0464467765433769e-19,6.266619279227603e-39,5.089836204803757e-45,3.7816026935872643e-38,9.917806044507621e-31,3.76,0.0,0.6740227526451287,0.9999999993436267,2.0312752303509326e-34,2.858442826266318e-16,1.0047563986114214e-12,1.772479480705454e-16,5.36880300606613e-24,1.6985137625395004e-16,1.1434834510047754e-42,1.3378546439533272e-41,1.1919600615296499e-43,8.014393090612778e-48,6.094507551155844e-50,2.2537879947253357e-16,1.925574231652359e-26,4.3519254621289536e-32,6.169646137634534e-40,2.2128184278167648e-38,3.317152769999086e-33,5.0680956173863064e-26,5.133352951474811e-19,5.59146961078216e-32,4.063828035880613e-52,2.7022205583512476e-52,6.147697095398384e-60,6.60676271105605e-68,3.4159407936351214e-42,5.926065103947962e-57,3.861567536999849e-40,3.0149504181852416e-48,1.1722602941495968e-43,9.388014164741005e-38,7.207499348729078e-41,3.372540288559435e-52,1.5316593417688377e-43,4.119617902683716e-73,3.5101264092962114e-64,1.9044277154835817e-27,2.0464465505521967e-19,2.009171428598196e-43,1.9199762506440606e-29,6.563729435994875e-10,1.5422569159898273e-56,2.9920411339591785e-27,4.169892306787476e-57,2.871728485679797e-85,2.858442825821211e-16,3.503838317885922e-41,1.6879307167662943e-57,1.7693809711980543e-30,4.479520130108995e-53,7.101609695937539e-58
1.7479740194358232e-15,0.595714064298794,1.816917763396494e-21,2.7012108727598355e-24,3.715062253747553e-26,2.4442742832213055e-27,0.0,0.0,4.627973638054925e-16,5.183553086260288e-28,2.5237218079457123e-34,2.933994448282098e-34,7.634505129164991e-35,1.452507891106078e-49,5.472486198199043e-34,8.371825655479827e-26,3.005051083696597e-16,1.0712011066348318e-27,1.0717696391804116e-55,1.4483152495280461e-55,6.290275074939876e-36,2.4313878741488033e-27,6.844470672156842e-19,6.192422740925089e-39,8.808706625673963e-29,2.1404746886921075e-38,2.3591917102794674e-29,1.3396753874244077e-12,3.671552465703577e-29,2.728596085953995e-19,1.321811767096455e-38,1.0735941262149151e-44,8.100136114111035e-38,1.6918613628346353e-30,3.76,0.0,0.6740227526447935,0.999999999124836,4.284548691515672e-34,3.811257640327281e-16,1.3396753874244486e-12,2.363306297816997e-16,9.158548071710849e-24,2.264685326579571e-16,2.4120747984590562e-42,2.850655112763399e-41,2.5141897668526427e-43,1.734126325543943e-47,1.56002464478557e-49,3.0050510841137073e-16,3.284803744400728e-26,7.423874974667933e-32,1.3013594733194098e-39,4.6674754824931973e-38,6.996835461507647e-33,8.645576463948305e-26,6.84447158565294e-19,9.538386196266594e-32,1.0350077058475471e-51,6.90816493790373e-52,1.84613967331488e-59,1.9821210679222612e-67,7.443156329711764e-42,1.5030103506329333e-56,8.147606847308125e-40,7.648397783456967e-48,2.5542943461241366e-43,1.9802035729088028e-37,1.5254200028647317e-40,8.778705882260954e-52,3.3374061165042037e-43,1.235943074969336e-72,1.0540830126221242e-63,3.248730259022014e-27,2.7285957004395614e-19,4.377880322129674e-43,3.275252593001574e-29,8.751634977952283e-10,4.149558637590625e-56,5.1040711589776096e-27,1.1219404798345568e-56,1.124424871211551e-84,3.8112576395679813e-16,7.634677097917787e-41,4.3936748938502695e-57,3.0183563656630355e-30,1.1660169238893677e-52,1.848545596786284e-57
